Orthogroup	DSEC.longest_only	ASTE.longest_only
OG0000122	LOC6617448|XP_032583537.1|DSEC, LOC6619859|XP_002044072.2|DSEC, LOC6608366|XP_032570800.1|DSEC, LOC6613313|XP_002037789.1|DSEC	LOC118502484|XP_035890608.1|ASTE
OG0000123	LOC6618845|XP_002043094.1|DSEC, LOC6606606|XP_002031407.1|DSEC, LOC6614134|XP_002038587.1|DSEC, LOC6614133|XP_002038586.1|DSEC, LOC6614135|XP_002038588.1|DSEC	LOC118506463|XP_035899530.1|ASTE
OG0000125	LOC6617143|XP_032576639.1|DSEC	LOC118502975|XP_035891640.1|ASTE
OG0000125	LOC6606616|XP_002031417.2|DSEC	LOC118511794|XP_035911255.1|ASTE
OG0000126	LOC6612756|XP_002037259.1|DSEC, LOC6611315|XP_002035862.1|DSEC	LOC118510666|XP_035908699.1|ASTE
OG0000127	LOC6614284|XP_002038724.1|DSEC, LOC6614285|XP_002038725.1|DSEC, LOC6614283|XP_002038723.1|DSEC, LOC6614282|XP_032579442.1|DSEC	LOC118506630|XP_035899894.1|ASTE, LOC118506629|XP_035899892.1|ASTE
OG0000128	LOC6615333|XP_032571841.1|DSEC, LOC6615332|XP_002039730.1|DSEC, LOC6614348|XP_032578458.1|DSEC	LOC118516915|XP_035918646.1|ASTE, LOC118509094|XP_035905138.1|ASTE
OG0000129	LOC6612241|XP_002036753.1|DSEC, LOC6605270|XP_032575245.1|DSEC, LOC116800634|XP_032572551.1|DSEC, LOC116802521|XP_032582873.1|DSEC, LOC6612240|XP_032581536.1|DSEC	LOC118506636|XP_035899907.1|ASTE
OG0000130	LOC6611001|XP_002035558.2|DSEC, LOC6610996|XP_002035553.1|DSEC, LOC6610997|XP_002035554.2|DSEC, LOC6611000|XP_032574071.1|DSEC	LOC118507218|XP_035901212.1|ASTE
OG0000132	LOC6617718|XP_002042030.1|DSEC, LOC6617717|XP_032583024.1|DSEC, LOC6616627|XP_002040984.1|DSEC	LOC118503160|XP_035892014.1|ASTE, LOC118502510|XP_035890646.1|ASTE
OG0000134	LOC6606359|XP_002031164.1|DSEC	LOC118502732|XP_035891190.1|ASTE
OG0000134	LOC6612060|XP_002036577.1|DSEC	LOC118514038|XP_035916413.1|ASTE
OG0000136	LOC116802024|XP_032580777.1|DSEC	LOC118508846|XP_035904490.1|ASTE, LOC118504821|XP_035895720.1|ASTE
OG0000137	LOC6614052|XP_002038506.1|DSEC	LOC118507552|XP_035902026.1|ASTE
OG0000137	LOC6611072|XP_032575266.1|DSEC	LOC118511893|XP_035911416.1|ASTE, LOC118512768|XP_035913566.1|ASTE, LOC118516694|XP_035918532.1|ASTE, LOC118516358|XP_035918086.1|ASTE
OG0000137	LOC6612250|XP_002036762.1|DSEC	LOC118509389|XP_035905827.1|ASTE
OG0000140	LOC6617144|XP_002041471.1|DSEC	LOC118512572|XP_035913082.1|ASTE, LOC118512573|XP_035913084.1|ASTE, LOC118512574|XP_035913086.1|ASTE, LOC118512579|XP_035913100.1|ASTE, LOC118512272|XP_035912354.1|ASTE
OG0000141	LOC6604893|XP_002029738.1|DSEC, LOC6604891|XP_002029736.2|DSEC, LOC6604890|XP_032573338.1|DSEC, LOC6604889|XP_002029734.1|DSEC	LOC118513164|XP_035914504.1|ASTE
OG0000142	LOC6607750|XP_002032513.1|DSEC	LOC118504509|XP_035894932.1|ASTE
OG0000142	LOC6620133|XP_032573236.1|DSEC	LOC118513535|XP_035915303.1|ASTE
OG0000142	LOC6619853|XP_032582718.1|DSEC	LOC118517327|XP_035919203.1|ASTE
OG0000143	LOC6618331|XP_002042603.1|DSEC	LOC118512636|XP_035913225.1|ASTE
OG0000143	LOC6618330|XP_002042602.2|DSEC	LOC118508535|XP_035904305.1|ASTE, LOC118508252|XP_035903758.1|ASTE, LOC118506266|XP_035899062.1|ASTE, LOC118506267|XP_035899063.1|ASTE
OG0000144	LOC6606328|XP_032577860.1|DSEC	LOC118504520|XP_035894945.1|ASTE
OG0000144	LOC6618538|XP_032581282.1|DSEC	LOC118517574|XP_035919714.1|ASTE
OG0000144	LOC116801758|XP_032578980.1|DSEC	LOC118514648|XP_035917567.1|ASTE, LOC118514649|XP_035917570.1|ASTE
OG0000145	LOC6617502|XP_002041819.1|DSEC, LOC6614379|XP_002038818.2|DSEC, LOC6614378|XP_002038817.1|DSEC	LOC118513794|XP_035915873.1|ASTE, LOC118513795|XP_035915874.1|ASTE
OG0000147	LOC6617770|XP_002042082.2|DSEC	LOC118509851|XP_035906945.1|ASTE
OG0000147	LOC6614099|XP_002038553.1|DSEC, LOC6614098|XP_002038552.1|DSEC	LOC118505553|XP_035897399.1|ASTE, LOC118505551|XP_035897397.1|ASTE
OG0000148	LOC6613247|XP_002037724.1|DSEC	LOC118503637|XP_035893028.1|ASTE
OG0000148	LOC6611775|XP_002036298.2|DSEC	LOC118509198|XP_035905361.1|ASTE, LOC118517263|XP_035919130.1|ASTE, LOC118513557|XP_035915372.1|ASTE
OG0000149	LOC6611540|XP_002036079.1|DSEC, LOC6615127|XP_002039543.1|DSEC	LOC118507680|XP_035902367.1|ASTE
OG0000152	LOC6612643|XP_002037147.1|DSEC, LOC6607640|XP_002032405.2|DSEC, LOC6612646|XP_032578929.1|DSEC, LOC6612644|XP_002037148.1|DSEC	LOC118513581|XP_035915437.1|ASTE, LOC118515234|XP_035917812.1|ASTE
OG0000153	LOC6606423|XP_002031227.2|DSEC, LOC6606426|XP_002031230.1|DSEC, LOC6606425|XP_002031229.1|DSEC	LOC118505122|XP_035896329.1|ASTE
OG0000154	LOC6607513|XP_002032282.1|DSEC, LOC6607514|XP_002032283.1|DSEC, LOC116801047|XP_032574342.1|DSEC	LOC118503656|XP_035893072.1|ASTE, LOC118503653|XP_035893066.1|ASTE
OG0000155	LOC6611161|XP_002035718.2|DSEC, LOC6611155|XP_002035712.1|DSEC, LOC6611156|XP_002035713.1|DSEC	LOC118507321|XP_035901601.1|ASTE
OG0000157	LOC6608223|XP_002032967.1|DSEC, LOC6608221|XP_002032965.1|DSEC, LOC6608224|XP_002032968.1|DSEC	LOC118509510|XP_035906089.1|ASTE, LOC118509511|XP_035906090.1|ASTE
OG0000158	LOC6610036|XP_032573098.1|DSEC, LOC6611107|XP_002035664.1|DSEC, LOC6611108|XP_002035665.1|DSEC	LOC118508367|XP_035903982.1|ASTE, LOC118508366|XP_035903980.1|ASTE, LOC118504516|XP_035894941.1|ASTE, LOC118504508|XP_035894931.1|ASTE
OG0000159	LOC6616610|XP_032574184.1|DSEC	LOC118516537|XP_035918374.1|ASTE, LOC118506076|XP_035898635.1|ASTE, LOC118516538|XP_035918375.1|ASTE, LOC118506072|XP_035898627.1|ASTE
OG0000159	LOC6606142|XP_002030950.2|DSEC, LOC6605765|XP_032574363.1|DSEC	LOC118516533|XP_035918367.1|ASTE, LOC118506074|XP_035898629.1|ASTE
OG0000160	LOC6607326|XP_002032099.2|DSEC, LOC116801556|XP_032577818.1|DSEC, LOC6607327|XP_002032100.1|DSEC	LOC118506638|XP_035899912.1|ASTE, LOC118506639|XP_035899913.1|ASTE, LOC118506173|XP_035898837.1|ASTE, LOC118512315|XP_035912461.1|ASTE, LOC118506878|XP_035900521.1|ASTE, LOC118517712|XP_035920050.1|ASTE
OG0000162	LOC6605516|XP_002030349.2|DSEC, LOC6610476|XP_002035056.1|DSEC, LOC6619323|XP_032583608.1|DSEC, LOC6613397|XP_032571753.1|DSEC	LOC118510542|XP_035908395.1|ASTE, LOC118512639|XP_035913230.1|ASTE
OG0000163	LOC6610128|XP_002034738.1|DSEC, LOC6617317|XP_002041643.1|DSEC, LOC6618563|XP_032581479.1|DSEC	LOC118503426|XP_035892559.1|ASTE, LOC118513177|XP_035914531.1|ASTE, LOC118513178|XP_035914532.1|ASTE, LOC118503428|XP_035892561.1|ASTE, LOC118503427|XP_035892560.1|ASTE
OG0000165	LOC6620714|XP_032582343.1|DSEC, LOC116802276|XP_032582094.1|DSEC, LOC6620713|XP_032582090.1|DSEC, LOC6620671|XP_032582971.1|DSEC, LOC6621242|XP_032582978.1|DSEC, LOC116802010|XP_032580739.1|DSEC, LOC116802278|XP_032582104.1|DSEC, LOC116802277|XP_032582101.1|DSEC, LOC116802311|XP_032582334.1|DSEC, LOC6620673|XP_032580743.1|DSEC, LOC116803148|XP_032582983.1|DSEC, LOC6620679|XP_032582967.1|DSEC, LOC6620675|XP_032582975.1|DSEC, LOC116802310|XP_032582330.1|DSEC, LOC6621252|XP_032582098.1|DSEC, LOC116803228|XP_032582996.1|DSEC, LOC116802085|XP_032581076.1|DSEC, LOC116802086|XP_032581079.1|DSEC, LOC116802089|XP_032581083.1|DSEC, LOC116803145|XP_032582964.1|DSEC, LOC116802083|XP_032581073.1|DSEC, LOC6620677|XP_032580749.1|DSEC, LOC116802088|XP_032581081.1|DSEC, LOC6621196|XP_032582327.1|DSEC, LOC6620668|XP_032582339.1|DSEC, LOC116802312|XP_032582346.1|DSEC, LOC116803153|XP_032582989.1|DSEC, LOC116802012|XP_032580746.1|DSEC, LOC6620712|XP_032582747.1|DSEC, LOC116802279|XP_032582108.1|DSEC, LOC6610879|XP_002035442.1|DSEC, LOC6610821|XP_002035387.2|DSEC	LOC118509479|XP_035906014.1|ASTE, LOC118503125|XP_035891975.1|ASTE
OG0000166	LOC6615293|XP_032571732.1|DSEC	LOC118516432|XP_035918204.1|ASTE, LOC118509573|XP_035906232.1|ASTE
OG0000166	LOC6615296|XP_002039700.1|DSEC, LOC6615295|XP_032571736.1|DSEC	LOC118509377|XP_035905811.1|ASTE, LOC118517322|XP_035919195.1|ASTE, LOC118512273|XP_035912355.1|ASTE
OG0000169	LOC6607673|XP_002032438.1|DSEC	LOC118512165|XP_035912137.1|ASTE
OG0000170	LOC6614532|XP_032581872.1|DSEC, LOC6614533|XP_002038964.1|DSEC	LOC118512459|XP_035912823.1|ASTE, LOC118512461|XP_035912824.1|ASTE, LOC118512457|XP_035912821.1|ASTE, LOC118512458|XP_035912822.1|ASTE
OG0000171	LOC6611249|XP_002035804.2|DSEC	LOC118512486|XP_035912877.1|ASTE
OG0000171	LOC6611860|XP_032571700.1|DSEC	LOC118504537|XP_035895000.1|ASTE
OG0000171	LOC6614984|XP_032581050.1|DSEC	LOC118517651|XP_035919876.1|ASTE
OG0000172	LOC6610559|XP_032573638.1|DSEC	LOC118513117|XP_035914409.1|ASTE
OG0000173	LOC6615573|XP_002039947.1|DSEC, LOC6615570|XP_002039944.1|DSEC	LOC118514581|XP_035917476.1|ASTE, LOC118514578|XP_035917474.1|ASTE
OG0000174	LOC6607969|XP_002032717.1|DSEC, LOC6611784|XP_002036307.2|DSEC, LOC6608905|XP_002033619.1|DSEC	LOC118510691|XP_035908757.1|ASTE, LOC118510690|XP_035908756.1|ASTE, LOC118510692|XP_035908759.1|ASTE
OG0000175	LOC6606829|XP_002031626.1|DSEC	LOC118505676|XP_035897701.1|ASTE
OG0000175	LOC6616988|XP_032576933.1|DSEC, LOC116801444|XP_032576940.1|DSEC	LOC118505455|XP_035897148.1|ASTE, LOC118505454|XP_035897147.1|ASTE, LOC118505456|XP_035897150.1|ASTE, LOC118505453|XP_035897146.1|ASTE
OG0000177	LOC6617917|XP_002042225.1|DSEC	LOC118516399|XP_035918158.1|ASTE
OG0000177	LOC6618757|XP_032577150.1|DSEC	LOC118504483|XP_035894893.1|ASTE
OG0000179	LOC6608403|XP_002033137.1|DSEC, LOC6608799|XP_032571878.1|DSEC	LOC118504068|XP_035894003.1|ASTE, LOC118504072|XP_035894011.1|ASTE
OG0000179	LOC6611312|XP_032580358.1|DSEC	LOC118504074|XP_035894020.1|ASTE
OG0000181	LOC6617173|XP_002041500.1|DSEC, LOC6617080|XP_032578695.1|DSEC	LOC118510422|XP_035908088.1|ASTE, LOC118510423|XP_035908089.1|ASTE, LOC118503395|XP_035892494.1|ASTE
OG0000182	LOC6613999|XP_002038453.1|DSEC	LOC118507594|XP_035902154.1|ASTE
OG0000182	LOC6613997|XP_002038451.1|DSEC, LOC6613996|XP_002038450.1|DSEC	LOC118507593|XP_035902153.1|ASTE
OG0000183	LOC6615946|XP_002040313.1|DSEC, LOC6612635|XP_032578536.1|DSEC, LOC6611040|XP_002035597.1|DSEC, LOC6605020|XP_032574269.1|DSEC	LOC118510271|XP_035907766.1|ASTE
OG0000184	LOC6611551|XP_002036090.1|DSEC, LOC6611552|XP_002036091.1|DSEC	LOC118514693|XP_035917642.1|ASTE, LOC118514692|XP_035917641.1|ASTE, LOC118514694|XP_035917643.1|ASTE, LOC118514679|XP_035917620.1|ASTE, LOC118507293|XP_035901544.1|ASTE, LOC118507291|XP_035901543.1|ASTE
OG0000185	LOC6613288|XP_002037765.1|DSEC, LOC6608086|XP_002032834.1|DSEC, LOC6616972|XP_002041300.1|DSEC, LOC6608087|XP_002032835.1|DSEC	LOC118514354|XP_035917069.1|ASTE
OG0000186	LOC6617595|XP_002041908.2|DSEC, LOC6617596|XP_002041909.2|DSEC	LOC118504849|XP_035895754.1|ASTE
OG0000188	LOC116801748|XP_032578907.1|DSEC, LOC6606914|XP_032578900.1|DSEC, LOC6620216|XP_002044428.1|DSEC, LOC6620728|XP_002044931.1|DSEC	LOC118502826|XP_035891438.1|ASTE, LOC118510018|XP_035907723.1|ASTE, LOC118515928|XP_035917972.1|ASTE, LOC118507968|XP_035903192.1|ASTE
OG0000189	LOC6613176|XP_032572813.1|DSEC	LOC118512655|XP_035913266.1|ASTE, LOC118517673|XP_035919957.1|ASTE
OG0000189	LOC6615871|XP_032582589.1|DSEC	LOC118506640|XP_035899914.1|ASTE
OG0000190	LOC6618556|XP_032580997.1|DSEC	LOC118510368|XP_035907979.1|ASTE
OG0000190	LOC6609516|XP_002034200.1|DSEC	LOC118504545|XP_035895041.1|ASTE
OG0000191	LOC6607904|XP_032572194.1|DSEC, LOC6620685|XP_032572182.1|DSEC, LOC6607905|XP_002032659.1|DSEC	LOC118512001|XP_035911636.1|ASTE
OG0000191	LOC6609733|XP_002034390.1|DSEC	LOC118506505|XP_035899612.1|ASTE
OG0000192	LOC6606781|XP_002031578.1|DSEC, LOC116801164|XP_032575057.1|DSEC, LOC6605538|XP_032575108.1|DSEC	LOC118507017|XP_035900847.1|ASTE, LOC118507018|XP_035900848.1|ASTE, LOC118502769|XP_035891252.1|ASTE
OG0000193	LOC6621140|XP_002045319.2|DSEC, LOC6621139|XP_002045318.1|DSEC, LOC6610522|XP_032574065.1|DSEC	LOC118503852|XP_035893459.1|ASTE, LOC118508047|XP_035903392.1|ASTE
OG0000196	LOC6614466|XP_032581059.1|DSEC	LOC118514064|XP_035916463.1|ASTE, LOC118514063|XP_035916462.1|ASTE
OG0000197	LOC6619577|XP_032582069.1|DSEC	LOC118502626|XP_035890899.1|ASTE
OG0000197	LOC6619569|XP_032582071.1|DSEC	LOC118502627|XP_035890901.1|ASTE
OG0000197	LOC6619566|XP_032582068.1|DSEC	LOC118502628|XP_035890902.1|ASTE
OG0000200	LOC6612681|XP_032579275.1|DSEC, LOC6612680|XP_032579278.1|DSEC, LOC6612682|XP_002037185.1|DSEC	LOC118503806|XP_035893399.1|ASTE
OG0000201	LOC6607520|XP_002032289.1|DSEC, LOC6607523|XP_002032292.1|DSEC	LOC118510098|XP_035907420.1|ASTE, LOC118510099|XP_035907423.1|ASTE, LOC118513874|XP_035916073.1|ASTE, LOC118517092|XP_035918839.1|ASTE
OG0000202	LOC6616638|XP_002040995.1|DSEC	LOC118506617|XP_035899877.1|ASTE
OG0000203	LOC6609606|XP_002034283.1|DSEC, LOC6609604|XP_002034281.1|DSEC, LOC6609605|XP_032573047.1|DSEC	LOC118507050|XP_035900904.1|ASTE
OG0000205	LOC6606243|XP_002031051.1|DSEC, LOC6613712|XP_002038182.1|DSEC	LOC118508310|XP_035903863.1|ASTE, LOC118517532|XP_035919659.1|ASTE, LOC118517534|XP_035919661.1|ASTE, LOC118517536|XP_035919663.1|ASTE, LOC118517535|XP_035919662.1|ASTE, LOC118517533|XP_035919660.1|ASTE
OG0000206	LOC6618925|XP_002043173.2|DSEC	LOC118503159|XP_035892013.1|ASTE
OG0000206	LOC6618924|XP_002043172.1|DSEC	LOC118517639|XP_035919843.1|ASTE
OG0000207	LOC6605449|XP_032575275.1|DSEC	LOC118503769|XP_035893332.1|ASTE
OG0000210	LOC6615691|XP_032570062.1|DSEC, LOC6617415|XP_002041740.2|DSEC, LOC6620262|XP_032580152.1|DSEC	LOC118510803|XP_035909015.1|ASTE
OG0000211	LOC6606657|XP_002031457.2|DSEC	LOC118505116|XP_035896320.1|ASTE
OG0000212	LOC6611554|XP_002036093.1|DSEC, LOC6611553|XP_032574213.1|DSEC, LOC6613648|XP_032583319.1|DSEC	LOC118514690|XP_035917639.1|ASTE, LOC118514687|XP_035917627.1|ASTE
OG0000213	LOC6619398|XP_002043613.2|DSEC, LOC6620526|XP_002044729.2|DSEC	LOC118506169|XP_035898832.1|ASTE, LOC118502455|XP_035890578.1|ASTE, LOC118510026|XP_035907306.1|ASTE, LOC118507679|XP_035902364.1|ASTE
OG0000214	LOC6617468|XP_032580865.1|DSEC, LOC6609261|XP_002033951.1|DSEC, LOC6617048|XP_002041376.2|DSEC	LOC118508206|XP_035903670.1|ASTE
OG0000215	LOC6616526|XP_002040885.2|DSEC, LOC6616528|XP_002040887.1|DSEC, LOC6616523|XP_002040882.1|DSEC	LOC118505358|XP_035896927.1|ASTE, LOC118506177|XP_035898842.1|ASTE
OG0000216	LOC6605083|XP_002029924.1|DSEC, LOC6620231|XP_002044424.1|DSEC	LOC118514658|XP_035917584.1|ASTE
OG0000217	LOC6612474|XP_032582439.1|DSEC	LOC118506853|XP_035900475.1|ASTE
OG0000217	LOC6612473|XP_002036981.1|DSEC	LOC118512344|XP_035912523.1|ASTE
OG0000218	LOC6613231|XP_032583530.1|DSEC, LOC6613234|XP_002037711.1|DSEC, LOC6613233|XP_032583317.1|DSEC	LOC118510059|XP_035907341.1|ASTE
OG0000219	LOC6607929|XP_002032679.2|DSEC, LOC6607926|XP_032570999.1|DSEC, LOC6607930|XP_002032680.1|DSEC, LOC116803469|XP_032583063.1|DSEC, LOC116803565|XP_032583269.1|DSEC, LOC116802598|XP_032582914.1|DSEC, LOC6621381|XP_002045544.2|DSEC, LOC6620912|XP_002045110.1|DSEC	LOC118510240|XP_035907700.1|ASTE, LOC118517267|XP_035919133.1|ASTE
OG0000220	LOC6604973|XP_002029816.1|DSEC, LOC6604977|XP_002029820.1|DSEC, LOC6604975|XP_002029818.1|DSEC	LOC118510365|XP_035907967.1|ASTE, LOC118510359|XP_035907961.1|ASTE
OG0000221	LOC6608912|XP_002033626.1|DSEC, LOC6606431|XP_002031235.1|DSEC, LOC6608913|XP_002033627.1|DSEC	LOC118512893|XP_035913890.1|ASTE, LOC118512894|XP_035913899.1|ASTE
OG0000222	LOC6611229|XP_002035785.1|DSEC	LOC118508815|XP_035904449.1|ASTE
OG0000224	LOC6618874|XP_032572018.1|DSEC	LOC118512550|XP_035913028.1|ASTE, LOC118512555|XP_035913034.1|ASTE, LOC118510034|XP_035907315.1|ASTE, LOC118512553|XP_035913032.1|ASTE
OG0000225	LOC116801546|XP_032577762.1|DSEC, LOC6607740|XP_032578096.1|DSEC, LOC6607739|XP_002032502.2|DSEC	LOC118502418|XP_035890536.1|ASTE, LOC118504515|XP_035894940.1|ASTE
OG0000226	LOC6605101|XP_032574461.1|DSEC, LOC6605103|XP_002029944.1|DSEC, LOC6605107|XP_002029948.2|DSEC	LOC118506112|XP_035898708.1|ASTE
OG0000228	LOC6620611|XP_002044814.1|DSEC, LOC6613926|XP_002038391.1|DSEC, LOC6615205|XP_002039615.1|DSEC, LOC6611369|XP_032577317.1|DSEC	LOC118507788|XP_035902717.1|ASTE
OG0000229	LOC6617174|XP_032576428.1|DSEC	LOC118505141|XP_035896386.1|ASTE
OG0000229	LOC6620074|XP_032576444.1|DSEC	LOC118505366|XP_035896957.1|ASTE
OG0000230	LOC6609376|XP_032570615.1|DSEC, LOC6609375|XP_002034064.1|DSEC	LOC118511477|XP_035910508.1|ASTE, LOC118511480|XP_035910510.1|ASTE, LOC118511478|XP_035910509.1|ASTE, LOC118511476|XP_035910504.1|ASTE
OG0000232	LOC6616911|XP_002041241.2|DSEC, LOC6607884|XP_002032638.1|DSEC, LOC6607883|XP_002032637.1|DSEC	LOC118503459|XP_035892635.1|ASTE
OG0000233	LOC6612753|XP_002037256.1|DSEC, LOC6612990|XP_002037481.1|DSEC, LOC6619547|XP_032577859.1|DSEC	LOC118508457|XP_035904152.1|ASTE
OG0000235	LOC6619526|XP_002043741.1|DSEC, LOC6619525|XP_002043740.1|DSEC, LOC6619524|XP_032579041.1|DSEC	LOC118504927|XP_035895913.1|ASTE
OG0000236	LOC116802520|XP_032582872.1|DSEC, LOC6617288|XP_002041615.1|DSEC, LOC6613510|XP_002037978.1|DSEC, LOC116802334|XP_032582506.1|DSEC	LOC118507015|XP_035900844.1|ASTE
OG0000237	LOC6607888|XP_032571657.1|DSEC	LOC118512278|XP_035912368.1|ASTE
OG0000237	LOC116801022|XP_032574118.1|DSEC, LOC116801668|XP_032578506.1|DSEC	LOC118511482|XP_035910512.1|ASTE
OG0000238	LOC6618205|XP_032569938.1|DSEC, LOC6618202|XP_032569935.1|DSEC, LOC6618204|XP_032569942.1|DSEC	LOC118511649|XP_035910876.1|ASTE, LOC118511652|XP_035910881.1|ASTE
OG0000239	LOC6606897|XP_002031691.1|DSEC, LOC6614181|XP_002038628.1|DSEC	LOC118504709|XP_035895435.1|ASTE
OG0000240	LOC6606730|XP_002031527.1|DSEC, LOC6606727|XP_032578227.1|DSEC, LOC6614122|XP_032577114.1|DSEC	LOC118507974|XP_035903200.1|ASTE
OG0000241	LOC6605790|XP_002030605.2|DSEC	LOC118503481|XP_035892675.1|ASTE
OG0000246	LOC6609546|XP_002034229.1|DSEC	LOC118504838|XP_035895735.1|ASTE
OG0000247	LOC6605413|XP_002030246.1|DSEC, LOC6605412|XP_002030245.1|DSEC	LOC118509414|XP_035905879.1|ASTE, LOC118509412|XP_035905877.1|ASTE, LOC118509413|XP_035905878.1|ASTE, LOC118509411|XP_035905875.1|ASTE
OG0000248	LOC6606123|XP_032574515.1|DSEC, LOC6606122|XP_002030930.1|DSEC, LOC6609187|XP_002033878.1|DSEC	LOC118512667|XP_035913313.1|ASTE, LOC118512666|XP_035913311.1|ASTE
OG0000249	LOC6611637|XP_002036173.1|DSEC, LOC6611638|XP_002036174.1|DSEC, LOC6611639|XP_002036175.1|DSEC	LOC118510725|XP_035908828.1|ASTE
OG0000250	LOC6617782|XP_002042094.1|DSEC, LOC6617785|XP_002042097.1|DSEC, LOC6617783|XP_002042095.1|DSEC	LOC118508491|XP_035904202.1|ASTE
OG0000251	LOC6615000|XP_002039417.1|DSEC, LOC6618809|XP_002043058.1|DSEC, LOC116800930|XP_032573534.1|DSEC	LOC118505075|XP_035896254.1|ASTE
OG0000255	LOC6608778|XP_002033499.2|DSEC	LOC118504899|XP_035895857.1|ASTE
OG0000256	LOC6609857|XP_002034508.1|DSEC, LOC6609859|XP_032571439.1|DSEC	LOC118509298|XP_035905630.1|ASTE
OG0000257	LOC6615780|XP_002040150.1|DSEC	LOC118507286|XP_035901529.1|ASTE
OG0000261	LOC6613465|XP_002037935.1|DSEC, LOC6613466|XP_002037936.1|DSEC	LOC118510512|XP_035908317.1|ASTE, LOC118516853|XP_035918607.1|ASTE, LOC118516854|XP_035918608.1|ASTE, LOC118510513|XP_035908318.1|ASTE
OG0000262	LOC6608925|XP_002033639.1|DSEC	LOC118512787|XP_035913596.1|ASTE
OG0000263	LOC6608824|XP_032571617.1|DSEC	LOC118513361|XP_035914886.1|ASTE
OG0000263	LOC6610992|XP_002035549.1|DSEC	LOC118513013|XP_035914180.1|ASTE
OG0000264	LOC6617954|XP_002042262.1|DSEC, LOC6617953|XP_002042261.1|DSEC, LOC6612937|XP_032579187.1|DSEC	LOC118507130|XP_035901042.1|ASTE
OG0000267	LOC6612864|XP_002037356.1|DSEC, LOC6612863|XP_002037355.1|DSEC	LOC118506887|XP_035900544.1|ASTE, LOC118513471|XP_035915156.1|ASTE
OG0000268	LOC6614051|XP_002038505.1|DSEC, LOC6614050|XP_002038504.1|DSEC	LOC118502745|XP_035891203.1|ASTE
OG0000269	LOC6607559|XP_002032328.1|DSEC	LOC118507820|XP_035902791.1|ASTE
OG0000269	LOC6607723|XP_002032486.1|DSEC	LOC118510294|XP_035907812.1|ASTE
OG0000270	LOC6615751|XP_002040122.1|DSEC	LOC118503824|XP_035893419.1|ASTE, LOC118510655|XP_035908672.1|ASTE, LOC118503826|XP_035893421.1|ASTE, LOC118503825|XP_035893420.1|ASTE, LOC118503827|XP_035893423.1|ASTE
OG0000271	LOC6613578|XP_032578943.1|DSEC, LOC116800658|XP_032572709.1|DSEC, LOC6609268|XP_002033958.1|DSEC	LOC118513311|XP_035914791.1|ASTE
OG0000272	LOC6620280|XP_032579864.1|DSEC	LOC118509040|XP_035904990.1|ASTE
OG0000273	LOC6606210|XP_002031018.2|DSEC, LOC6612030|XP_002036547.1|DSEC, LOC6614319|XP_002038759.1|DSEC	LOC118508518|XP_035904265.1|ASTE
OG0000279	LOC6604910|XP_002029753.1|DSEC, LOC6604911|XP_032574877.1|DSEC	LOC118506563|XP_035899778.1|ASTE
OG0000280	LOC6619354|XP_002043571.1|DSEC, LOC6619353|XP_002043570.2|DSEC, LOC6619355|XP_002043572.1|DSEC	LOC118512959|XP_035914076.1|ASTE
OG0000281	LOC6611035|XP_032575639.1|DSEC, LOC6615104|XP_002039520.1|DSEC, LOC6614954|XP_032581509.1|DSEC	LOC118509940|XP_035907165.1|ASTE
OG0000282	LOC6610701|XP_032574233.1|DSEC	LOC118502391|XP_035890506.1|ASTE
OG0000283	LOC6608719|XP_032570257.1|DSEC	LOC118507494|XP_035901916.1|ASTE
OG0000283	LOC6617122|XP_002041449.2|DSEC	LOC118502775|XP_035891299.1|ASTE, LOC118517383|XP_035919322.1|ASTE
OG0000284	LOC6613652|XP_002038122.1|DSEC	LOC118516654|XP_035918511.1|ASTE, LOC118513197|XP_035914577.1|ASTE, LOC118513227|XP_035914647.1|ASTE
OG0000284	LOC6613664|XP_032583146.1|DSEC	LOC118514629|XP_035917520.1|ASTE
OG0000285	LOC6609870|XP_002034521.2|DSEC	LOC118510124|XP_035907487.1|ASTE, LOC118510126|XP_035907489.1|ASTE, LOC118510125|XP_035907488.1|ASTE
OG0000292	LOC6609635|XP_002034312.1|DSEC	LOC118506849|XP_035900472.1|ASTE
OG0000292	LOC6605497|XP_002030330.1|DSEC	LOC118503100|XP_035891919.1|ASTE
OG0000293	LOC6607604|XP_002032372.1|DSEC, LOC6612064|XP_002036581.1|DSEC, LOC6620991|XP_002045184.1|DSEC	LOC118505627|XP_035897593.1|ASTE
OG0000294	LOC6613668|XP_002038138.2|DSEC	LOC118510955|XP_035909298.1|ASTE, LOC118510954|XP_035909293.1|ASTE
OG0000294	LOC6620300|XP_032582665.1|DSEC	LOC118504855|XP_035895764.1|ASTE
OG0000295	LOC6609203|XP_002033894.1|DSEC, LOC116800418|XP_032571134.1|DSEC	LOC118510879|XP_035909139.1|ASTE
OG0000296	LOC6619330|XP_002043547.1|DSEC, LOC6610164|XP_002034772.1|DSEC, LOC6616192|XP_032581563.1|DSEC	LOC118517585|XP_035919753.1|ASTE
OG0000299	LOC6606549|XP_032576666.1|DSEC, LOC6621501|XP_032577051.1|DSEC, LOC6606551|XP_032577050.1|DSEC	LOC118505430|XP_035897097.1|ASTE
OG0000301	LOC6619473|XP_002043688.1|DSEC	LOC118511253|XP_035909996.1|ASTE
