Orthogroup	DHYD.longest_only	DSAN.longest_only
OG0000056	LOC111600558|XP_023172478.1|DHYD	LOC120450990|XP_039490227.1|DSAN
OG0000058	LOC111602372|XP_023175155.1|DHYD, LOC111602373|XP_023175156.2|DHYD	LOC120446054|XP_039482765.1|DSAN, LOC120446683|XP_039483696.1|DSAN, LOC120446675|XP_039483682.1|DSAN
OG0000058	LOC111602375|XP_023175159.2|DHYD, LOC111602371|XP_023175154.1|DHYD, LOC111602374|XP_023175158.2|DHYD	LOC120456673|XP_039499561.1|DSAN
OG0000058	LOC111591894|XP_023159568.1|DHYD	LOC120456892|XP_039499925.1|DSAN
OG0000059	LOC111595783|XP_030078737.1|DHYD	LOC120452711|XP_039493009.1|DSAN
OG0000059	LOC111595875|XP_023165572.2|DHYD	LOC120452562|XP_039492776.1|DSAN, LOC120451718|XP_039491555.1|DSAN
OG0000059	LOC111595256|XP_023164673.2|DHYD	LOC120452007|XP_039491978.1|DSAN
OG0000059	LOC111595830|XP_030078745.1|DHYD, LOC111595757|XP_023165402.2|DHYD, LOC111595792|XP_023165450.1|DHYD	LOC120451854|XP_039491780.1|DSAN
OG0000060	LOC111605118|XP_023179239.1|DHYD	LOC120457148|XP_039500354.1|DSAN
OG0000060	LOC111594203|XP_023163168.1|DHYD	LOC120446738|XP_039483795.1|DSAN
OG0000060	LOC115482748|XP_030081618.1|DHYD	LOC120452766|XP_039493085.1|DSAN
OG0000060	LOC111597837|XP_023168500.1|DHYD	LOC120453827|XP_039494650.1|DSAN
OG0000060	LOC111598840|XP_023170044.1|DHYD	LOC120456505|XP_039499307.1|DSAN
OG0000060	LOC111596076|XP_023165902.2|DHYD	LOC120458923|XP_039502708.1|DSAN
OG0000061	LOC111601172|XP_023173419.2|DHYD	LOC120458680|XP_039502351.1|DSAN
OG0000061	LOC111601168|XP_023173414.2|DHYD	LOC120449973|XP_039488618.1|DSAN
OG0000061	LOC111601143|XP_023173378.2|DHYD	LOC120456052|XP_039498568.1|DSAN
OG0000061	LOC111601144|XP_023173379.1|DHYD	LOC120458126|XP_039501597.1|DSAN
OG0000062	LOC111598288|XP_023169239.1|DHYD	LOC120455285|XP_039497254.1|DSAN
OG0000062	LOC111600181|XP_023171951.1|DHYD, LOC111596290|XP_030080523.1|DHYD	LOC120446988|XP_039484222.1|DSAN, LOC120446986|XP_039484220.1|DSAN
OG0000063	LOC111602944|XP_023176073.2|DHYD, LOC111602943|XP_023176072.2|DHYD, LOC111602946|XP_023176074.2|DHYD	LOC120450857|XP_039490003.1|DSAN, LOC120450858|XP_039490005.1|DSAN, LOC120450856|XP_039490002.1|DSAN
OG0000063	LOC111597578|XP_023168144.2|DHYD	LOC120450067|XP_039488773.1|DSAN
OG0000063	LOC111597466|XP_023167982.2|DHYD	LOC120449163|XP_039487439.1|DSAN
OG0000063	LOC111597464|XP_023167980.2|DHYD	LOC120449162|XP_039487438.1|DSAN, LOC120449422|XP_039487815.1|DSAN
OG0000065	LOC111598539|XP_023169599.2|DHYD	LOC120451401|XP_039491003.1|DSAN
OG0000065	LOC111599010|XP_023170294.2|DHYD, LOC111604341|XP_023178171.2|DHYD	LOC120458451|XP_039502031.1|DSAN, LOC120451402|XP_039491004.1|DSAN, LOC120452063|XP_039492060.1|DSAN, LOC120452751|XP_039493060.1|DSAN, LOC120453642|XP_039494370.1|DSAN
OG0000066	LOC111596465|XP_023166485.1|DHYD	LOC120451709|XP_039491544.1|DSAN, LOC120454150|XP_039495143.1|DSAN
OG0000066	LOC111603713|XP_023177187.1|DHYD	LOC120445314|XP_039481559.1|DSAN
OG0000066	LOC111604865|XP_023178868.2|DHYD	LOC120451920|XP_039491867.1|DSAN
OG0000066	LOC111595983|XP_023165737.1|DHYD	LOC120455475|XP_039497642.1|DSAN
OG0000066	LOC111603187|XP_023176438.2|DHYD	LOC120445397|XP_039481742.1|DSAN
OG0000067	LOC111603515|XP_023176907.2|DHYD	LOC120454266|XP_039495354.1|DSAN, LOC120457853|XP_039501305.1|DSAN
OG0000067	LOC111593087|XP_023161450.1|DHYD	LOC120450458|XP_039489412.1|DSAN
OG0000067	LOC111604531|XP_023178401.2|DHYD	LOC120458360|XP_039501908.1|DSAN
OG0000067	LOC111593109|XP_023161477.2|DHYD	LOC120450457|XP_039489411.1|DSAN
OG0000067	LOC111601094|XP_023173298.2|DHYD	LOC120448549|XP_039486536.1|DSAN
OG0000068	LOC111593542|XP_023162133.2|DHYD	LOC120447208|XP_039484652.1|DSAN
OG0000068	LOC111598177|XP_023169045.2|DHYD	LOC120454977|XP_039496696.1|DSAN
OG0000069	LOC111593948|XP_023162811.1|DHYD	LOC120446588|XP_039483542.1|DSAN
OG0000070	LOC111602191|XP_023174921.2|DHYD	LOC120458437|XP_039502014.1|DSAN
OG0000070	LOC111591972|XP_023159687.1|DHYD	LOC120456297|XP_039498979.1|DSAN
OG0000070	LOC111602192|XP_023174922.2|DHYD	LOC120449441|XP_039488053.1|DSAN
OG0000070	LOC111602194|XP_023174924.2|DHYD	LOC120456697|XP_039499596.1|DSAN
OG0000071	LOC111599791|XP_030081795.1|DHYD	LOC120449502|XP_039487935.1|DSAN
OG0000072	LOC111604605|XP_023178486.1|DHYD	LOC120446358|XP_039483223.1|DSAN
OG0000072	LOC111594128|XP_023163054.2|DHYD	LOC120446143|XP_039482904.1|DSAN
OG0000072	LOC111594127|XP_023163053.2|DHYD	LOC120445202|XP_039481371.1|DSAN
OG0000073	LOC111595450|XP_023164945.1|DHYD	LOC120444353|XP_039479869.1|DSAN
OG0000073	LOC111597481|XP_023168396.1|DHYD	LOC120456580|XP_039499414.1|DSAN
OG0000073	LOC111602674|XP_023175635.2|DHYD	LOC120454001|XP_039494904.1|DSAN
OG0000074	LOC111596936|XP_023167155.1|DHYD, LOC111596937|XP_023167156.2|DHYD	LOC120449385|XP_039487757.1|DSAN
OG0000074	LOC111601089|XP_023173284.2|DHYD	LOC120450528|XP_039489549.1|DSAN
OG0000075	LOC111595080|XP_023164404.2|DHYD	LOC120447488|XP_039484819.1|DSAN
OG0000075	LOC111595078|XP_023164402.1|DHYD	LOC120449479|XP_039487889.1|DSAN
OG0000075	LOC111595081|XP_023164405.1|DHYD	LOC120447493|XP_039484823.1|DSAN
OG0000075	LOC111595077|XP_023164401.1|DHYD, LOC111595142|XP_023164483.1|DHYD	LOC120447489|XP_039484820.1|DSAN
OG0000076	LOC111599682|XP_023171158.1|DHYD	LOC120447668|XP_039485120.1|DSAN
OG0000076	LOC111592395|XP_023160339.2|DHYD, LOC111592398|XP_023160342.2|DHYD	LOC120453726|XP_039494487.1|DSAN, LOC120454050|XP_039494988.1|DSAN
OG0000076	LOC111600172|XP_023171933.1|DHYD	LOC120455415|XP_039497494.1|DSAN
OG0000076	LOC111594068|XP_023162969.2|DHYD	LOC120455300|XP_039497274.1|DSAN
OG0000077	LOC111599997|XP_023171665.1|DHYD	LOC120444282|XP_039479731.1|DSAN
OG0000077	LOC111595708|XP_023165321.1|DHYD	LOC120452789|XP_039493115.1|DSAN
OG0000077	LOC111599697|XP_023171187.1|DHYD	LOC120445437|XP_039481803.1|DSAN
OG0000077	LOC111592482|XP_023160465.1|DHYD	LOC120451310|XP_039490813.1|DSAN
OG0000078	LOC111593533|XP_023162105.1|DHYD, LOC111593319|XP_023161795.1|DHYD	LOC120446615|XP_039483594.1|DSAN
OG0000078	LOC111604289|XP_023178073.2|DHYD	LOC120449498|XP_039487932.1|DSAN
OG0000078	LOC111603428|XP_023176780.2|DHYD	LOC120454154|XP_039495149.1|DSAN
OG0000078	LOC111603133|XP_023176376.1|DHYD	LOC120455667|XP_039497996.1|DSAN
OG0000078	LOC111596540|XP_023166579.2|DHYD	LOC120457056|XP_039500165.1|DSAN
OG0000079	LOC111601222|XP_023173489.2|DHYD	LOC120458927|XP_039502713.1|DSAN, LOC120456240|XP_039498869.1|DSAN
OG0000079	LOC111601212|XP_023173478.1|DHYD, LOC111601204|XP_023173467.1|DHYD	LOC120453707|XP_039494467.1|DSAN
OG0000080	LOC111600911|XP_023173040.2|DHYD	LOC120445807|XP_039482353.1|DSAN, LOC120446014|XP_039482702.1|DSAN
OG0000080	LOC111592557|XP_023160621.1|DHYD	LOC120445200|XP_039481358.1|DSAN
OG0000081	LOC111595375|XP_023164839.2|DHYD	LOC120449798|XP_039488374.1|DSAN
OG0000082	LOC111600682|XP_023172704.2|DHYD	LOC120444539|XP_039480221.1|DSAN
OG0000082	LOC111595221|XP_023164604.2|DHYD	LOC120453176|XP_039493670.1|DSAN
OG0000082	LOC111595651|XP_023165246.2|DHYD	LOC120454374|XP_039495543.1|DSAN
OG0000083	LOC111605744|XP_023180216.2|DHYD	LOC120458313|XP_039501854.1|DSAN, LOC120455686|XP_039498031.1|DSAN, LOC120456937|XP_039500014.1|DSAN, LOC120455860|XP_039498269.1|DSAN, LOC120455849|XP_039498257.1|DSAN
OG0000083	LOC111592658|XP_030079136.1|DHYD	LOC120450759|XP_039489843.1|DSAN
OG0000084	LOC111604038|XP_023177666.2|DHYD	LOC120446957|XP_039484147.1|DSAN
OG0000084	LOC111594007|XP_023162872.2|DHYD	LOC120444572|XP_039480266.1|DSAN
OG0000085	LOC111604178|XP_023177892.1|DHYD	LOC120448625|XP_039486680.1|DSAN
OG0000086	LOC115483460|XP_030081395.1|DHYD, LOC111602150|XP_030081396.1|DHYD	LOC120444981|XP_039480942.1|DSAN
OG0000087	LOC111598477|XP_023169504.1|DHYD	LOC120458014|XP_039501448.1|DSAN
OG0000087	LOC115482921|XP_030079086.1|DHYD, LOC115482922|XP_030079087.1|DHYD, LOC115482931|XP_030079123.1|DHYD	LOC120452956|XP_039493382.1|DSAN
OG0000087	LOC111604004|XP_023177629.2|DHYD	LOC120451745|XP_039491597.1|DSAN
OG0000088	LOC111592149|XP_023159964.1|DHYD	LOC120445629|XP_039482091.1|DSAN
OG0000088	LOC111598938|XP_023170184.1|DHYD	LOC120451916|XP_039491866.1|DSAN
OG0000088	LOC111593116|XP_023161484.1|DHYD	LOC120448571|XP_039486565.1|DSAN
OG0000088	LOC111604481|XP_023178334.1|DHYD	LOC120444823|XP_039480713.1|DSAN
OG0000088	LOC111593117|XP_023161486.2|DHYD	LOC120448663|XP_039486732.1|DSAN
OG0000089	LOC111603588|XP_023177012.1|DHYD	LOC120454625|XP_039496027.1|DSAN
OG0000089	LOC111598635|XP_023169747.1|DHYD	LOC120454433|XP_039495663.1|DSAN
OG0000089	LOC111603721|XP_023177200.1|DHYD	LOC120447506|XP_039484850.1|DSAN
OG0000090	LOC111592171|XP_023159993.2|DHYD	LOC120448309|XP_039486192.1|DSAN
OG0000090	LOC111592119|XP_023159918.2|DHYD	LOC120448284|XP_039486150.1|DSAN
OG0000090	LOC111592435|XP_023160386.1|DHYD	LOC120447536|XP_039484914.1|DSAN
OG0000090	LOC111598762|XP_023169942.2|DHYD	LOC120449735|XP_039488300.1|DSAN
OG0000091	LOC111601403|XP_023173720.2|DHYD	LOC120454553|XP_039495874.1|DSAN
OG0000091	LOC111599470|XP_023170907.2|DHYD	LOC120458039|XP_039501482.1|DSAN
OG0000091	LOC111592942|XP_023161174.1|DHYD	LOC120454568|XP_039495897.1|DSAN
OG0000091	LOC111592941|XP_023161173.1|DHYD	LOC120452896|XP_039493288.1|DSAN
OG0000092	LOC111599699|XP_023171192.2|DHYD	LOC120452494|XP_039492677.1|DSAN
OG0000092	LOC111597499|XP_023168028.2|DHYD	LOC120453296|XP_039493860.1|DSAN
OG0000092	LOC111597484|XP_023168003.2|DHYD	LOC120454055|XP_039494995.1|DSAN, LOC120453475|XP_039494142.1|DSAN
OG0000093	LOC111601939|XP_023174562.2|DHYD	LOC120445748|XP_039482264.1|DSAN
OG0000093	LOC111593071|XP_023161417.1|DHYD	LOC120455113|XP_039496936.1|DSAN
OG0000094	LOC111597580|XP_023168146.2|DHYD	LOC120447699|XP_039485161.1|DSAN
OG0000094	LOC111599491|XP_023170925.1|DHYD	LOC120452712|XP_039493010.1|DSAN
OG0000096	LOC111595909|XP_023165620.2|DHYD	LOC120446709|XP_039483748.1|DSAN
OG0000096	LOC111595917|XP_023165636.1|DHYD	LOC120456060|XP_039498581.1|DSAN
OG0000096	LOC111595908|XP_023165619.2|DHYD	LOC120451499|XP_039491185.1|DSAN
OG0000096	LOC111594349|XP_023163377.2|DHYD	LOC120445403|XP_039481752.1|DSAN
OG0000098	LOC111596482|XP_023166511.1|DHYD	LOC120451400|XP_039491001.1|DSAN
OG0000099	LOC111595394|XP_023164864.2|DHYD	LOC120455657|XP_039497983.1|DSAN
OG0000099	LOC115483034|XP_030079680.1|DHYD, LOC111605619|XP_030079681.1|DHYD, LOC111596155|XP_023166055.2|DHYD	LOC120455656|XP_039497981.1|DSAN
OG0000100	LOC111601225|XP_023173488.1|DHYD	LOC120446457|XP_039483387.1|DSAN
OG0000100	LOC111602698|XP_030078699.1|DHYD, LOC111593272|XP_023161711.2|DHYD	LOC120453234|XP_039493769.1|DSAN
OG0000101	LOC111605102|XP_023179212.1|DHYD	LOC120447595|XP_039484997.1|DSAN
OG0000101	LOC115483448|XP_030081298.1|DHYD	LOC120448473|XP_039486431.1|DSAN
OG0000101	LOC111605109|XP_030081823.1|DHYD	LOC120448469|XP_039486421.1|DSAN
OG0000102	LOC111597672|XP_023168266.1|DHYD	LOC120444369|XP_039479910.1|DSAN
OG0000102	LOC111597731|XP_023168344.2|DHYD	LOC120444543|XP_039480230.1|DSAN
OG0000103	LOC111601118|XP_023173340.1|DHYD, LOC111601119|XP_023173341.2|DHYD	LOC120450316|XP_039489203.1|DSAN, LOC120450315|XP_039489202.1|DSAN, LOC120447694|XP_039485157.1|DSAN
OG0000103	LOC111601117|XP_023173339.2|DHYD	LOC120447692|XP_039485155.1|DSAN
OG0000103	LOC111605234|XP_023179437.1|DHYD	LOC120457733|XP_039501166.1|DSAN
OG0000104	LOC111604659|XP_023178583.1|DHYD	LOC120447890|XP_039485434.1|DSAN
OG0000104	LOC111600397|XP_023172245.2|DHYD, LOC115483402|XP_030081053.1|DHYD	LOC120457816|XP_039501251.1|DSAN
OG0000104	LOC111604693|XP_023178632.2|DHYD	LOC120447814|XP_039485323.1|DSAN, LOC120449889|XP_039488502.1|DSAN
OG0000105	LOC111603935|XP_023177532.2|DHYD	LOC120447610|XP_039485017.1|DSAN
OG0000105	LOC111597551|XP_023168115.2|DHYD, LOC111598625|XP_023169726.2|DHYD	LOC120451809|XP_039491700.1|DSAN
OG0000105	LOC111597554|XP_023168119.2|DHYD	LOC120451665|XP_039491473.1|DSAN, LOC120453920|XP_039494789.1|DSAN
OG0000107	LOC111601231|XP_023173496.2|DHYD, LOC111594919|XP_023164178.2|DHYD, LOC111594909|XP_023164167.2|DHYD	LOC120446363|XP_039483229.1|DSAN, LOC120446737|XP_039483794.1|DSAN, LOC120445808|XP_039482354.1|DSAN, LOC120444935|XP_039480870.1|DSAN
OG0000109	LOC111600828|XP_023172903.2|DHYD	LOC120443888|XP_039479246.1|DSAN, LOC120443889|XP_039479249.1|DSAN, LOC120443892|XP_039479253.1|DSAN, LOC120444016|XP_039479432.1|DSAN
OG0000109	LOC111601018|XP_023173193.2|DHYD	LOC120458470|XP_039502057.1|DSAN
OG0000110	LOC111602899|XP_030081123.1|DHYD	LOC120448445|XP_039486393.1|DSAN
OG0000110	LOC111602896|XP_023176001.2|DHYD	LOC120449757|XP_039488327.1|DSAN
OG0000110	LOC111602908|XP_030081181.1|DHYD	LOC120449997|XP_039488641.1|DSAN
OG0000110	LOC111602891|XP_023175994.1|DHYD	LOC120449458|XP_039487864.1|DSAN
OG0000111	LOC111593853|XP_023162670.1|DHYD	LOC120446698|XP_039483730.1|DSAN
OG0000111	LOC111592679|XP_023160814.1|DHYD, LOC111594826|XP_023164062.1|DHYD	LOC120446242|XP_039483047.1|DSAN, LOC120446620|XP_039483600.1|DSAN
OG0000112	LOC111605329|XP_023179566.2|DHYD	LOC120455254|XP_039497187.1|DSAN, LOC120455231|XP_039497141.1|DSAN
OG0000112	LOC111605332|XP_023179568.2|DHYD, LOC111603144|XP_023176388.1|DHYD, LOC111603201|XP_023176458.2|DHYD	LOC120456987|XP_039500070.1|DSAN, LOC120456973|XP_039500054.1|DSAN
OG0000113	LOC111604401|XP_023178220.2|DHYD	LOC120445859|XP_039482434.1|DSAN
OG0000113	LOC111603366|XP_023176683.2|DHYD, LOC111604045|XP_023177669.1|DHYD	LOC120451060|XP_039490352.1|DSAN
OG0000114	LOC111603785|XP_023177294.1|DHYD	LOC120447490|XP_039484824.1|DSAN, LOC120447480|XP_039484813.1|DSAN, LOC120447500|XP_039484837.1|DSAN
OG0000114	LOC111603782|XP_023177292.2|DHYD	LOC120447466|XP_039484788.1|DSAN
OG0000114	LOC111603784|XP_023177293.1|DHYD	LOC120447460|XP_039484780.1|DSAN
OG0000116	LOC111604852|XP_023178853.1|DHYD	LOC120451581|XP_039491325.1|DSAN
OG0000116	LOC111604823|XP_023178815.2|DHYD	LOC120452827|XP_039493166.1|DSAN
OG0000116	LOC111604866|XP_030078684.1|DHYD, LOC111604867|XP_030078683.1|DHYD, LOC111604903|XP_023178910.2|DHYD	LOC120451580|XP_039491324.1|DSAN
OG0000117	LOC111600402|XP_023172250.2|DHYD	LOC120444154|XP_039479666.1|DSAN
OG0000117	LOC111600404|XP_023172253.2|DHYD	LOC120444155|XP_039479668.1|DSAN
OG0000117	LOC111600405|XP_023172254.1|DHYD	LOC120444156|XP_039479669.1|DSAN
OG0000117	LOC111600409|XP_023172258.2|DHYD	LOC120444158|XP_039479671.1|DSAN
OG0000118	LOC111602186|XP_023174913.2|DHYD, LOC111602185|XP_023174912.2|DHYD	LOC120458057|XP_039501500.1|DSAN
OG0000119	LOC111594626|XP_023163785.1|DHYD	LOC120454455|XP_039495701.1|DSAN
OG0000119	LOC111594598|XP_023163731.1|DHYD	LOC120452109|XP_039492121.1|DSAN
OG0000119	LOC111594582|XP_023163708.1|DHYD	LOC120451917|XP_039491863.1|DSAN
OG0000120	LOC111604779|XP_023178762.1|DHYD	LOC120457201|XP_039500489.1|DSAN
OG0000120	LOC111600604|XP_023172567.2|DHYD	LOC120446605|XP_039483576.1|DSAN
OG0000120	LOC111601088|XP_023173283.1|DHYD	LOC120450151|XP_039488921.1|DSAN
OG0000121	LOC111597218|XP_030080606.1|DHYD	LOC120452429|XP_039492591.1|DSAN
OG0000121	LOC111597213|XP_023167555.2|DHYD, LOC111597090|XP_023167398.1|DHYD	LOC120452427|XP_039492589.1|DSAN, LOC120452430|XP_039492592.1|DSAN
OG0000122	LOC111594761|XP_023163978.2|DHYD	LOC120446930|XP_039484118.1|DSAN
OG0000122	LOC111601844|XP_023174446.2|DHYD	LOC120455728|XP_039498076.1|DSAN
OG0000122	LOC111604606|XP_023178487.1|DHYD	LOC120455178|XP_039497050.1|DSAN
OG0000122	LOC111602177|XP_030079238.1|DHYD	LOC120453978|XP_039494868.1|DSAN
OG0000123	LOC111604152|XP_023177844.1|DHYD, LOC111604143|XP_023177833.1|DHYD	LOC120444507|XP_039480157.1|DSAN
OG0000123	LOC115482780|XP_030078625.1|DHYD, LOC111592387|XP_023160330.2|DHYD	LOC120452662|XP_039492932.1|DSAN
OG0000124	LOC111596345|XP_023166304.2|DHYD, LOC111596341|XP_023166294.2|DHYD, LOC111596342|XP_023166295.2|DHYD	LOC120446749|XP_039483821.1|DSAN, LOC120458592|XP_039502228.1|DSAN
OG0000124	LOC111597130|XP_023167459.2|DHYD	LOC120458563|XP_039502185.1|DSAN, LOC120458564|XP_039502189.1|DSAN
OG0000125	LOC111598816|XP_023170014.1|DHYD	LOC120451421|XP_039491027.1|DSAN
OG0000125	LOC111596553|XP_023166598.2|DHYD	LOC120451369|XP_039490949.1|DSAN
OG0000125	LOC111594119|XP_023163047.2|DHYD	LOC120445287|XP_039481523.1|DSAN
OG0000126	LOC111600358|XP_023172204.2|DHYD, LOC111598993|XP_023170265.1|DHYD	LOC120458709|XP_039502389.1|DSAN
OG0000127	LOC111602713|XP_023175721.1|DHYD	LOC120453359|XP_039493965.1|DSAN, LOC120452170|XP_039492209.1|DSAN
OG0000127	LOC111602743|XP_023175763.2|DHYD	LOC120453357|XP_039493964.1|DSAN
OG0000127	LOC111602747|XP_023175766.2|DHYD	LOC120451773|XP_039491637.1|DSAN
OG0000128	LOC111604073|XP_030081308.1|DHYD	LOC120445036|XP_039481059.1|DSAN
OG0000128	LOC111604098|XP_023177766.2|DHYD, LOC115483459|XP_030081391.1|DHYD, LOC115483450|XP_030081307.1|DHYD	LOC120453890|XP_039494740.1|DSAN
OG0000129	LOC111597362|XP_023167785.1|DHYD	LOC120455629|XP_039497949.1|DSAN
OG0000129	LOC111600994|XP_023173154.2|DHYD	LOC120449827|XP_039488407.1|DSAN
OG0000129	LOC111600993|XP_023173153.1|DHYD	LOC120456992|XP_039500082.1|DSAN
OG0000129	LOC111597361|XP_023167784.1|DHYD	LOC120455630|XP_039497951.1|DSAN
OG0000130	LOC111595665|XP_023165255.2|DHYD	LOC120450387|XP_039489313.1|DSAN
OG0000130	LOC111595642|XP_023165234.2|DHYD	LOC120449269|XP_039487586.1|DSAN
OG0000130	LOC111595664|XP_023165254.2|DHYD	LOC120448089|XP_039485815.1|DSAN, LOC120448088|XP_039485814.1|DSAN
OG0000131	LOC111594556|XP_023163679.2|DHYD	LOC120450809|XP_039489913.1|DSAN
OG0000132	LOC111595014|XP_023164289.2|DHYD	LOC120450849|XP_039489991.1|DSAN
OG0000132	LOC111603549|XP_023176951.2|DHYD	LOC120452537|XP_039492737.1|DSAN
OG0000134	LOC111602019|XP_023174685.1|DHYD	LOC120451359|XP_039490929.1|DSAN
OG0000134	LOC111598831|XP_030078873.1|DHYD	LOC120456506|XP_039499308.1|DSAN
OG0000134	LOC111601548|XP_023173960.1|DHYD	LOC120453306|XP_039493897.1|DSAN
OG0000136	LOC111597401|XP_023167848.2|DHYD	LOC120457646|XP_039501078.1|DSAN
OG0000137	LOC111594447|XP_023163503.2|DHYD	LOC120451005|XP_039490252.1|DSAN
OG0000137	LOC111601021|XP_023173196.2|DHYD	LOC120450371|XP_039489288.1|DSAN
OG0000138	LOC111603648|XP_023177095.2|DHYD	LOC120453268|XP_039493829.1|DSAN
OG0000138	LOC111603646|XP_023177093.2|DHYD	LOC120453446|XP_039494088.1|DSAN
OG0000138	LOC111603667|XP_023177119.1|DHYD	LOC120453355|XP_039493962.1|DSAN
OG0000138	LOC111603600|XP_023177027.2|DHYD, LOC111603668|XP_023177120.2|DHYD	LOC120453447|XP_039494089.1|DSAN
OG0000140	LOC111598783|XP_023169969.2|DHYD	LOC120451422|XP_039491029.1|DSAN
OG0000141	LOC111601723|XP_023174214.2|DHYD	LOC120448452|XP_039486403.1|DSAN
OG0000141	LOC111601724|XP_023174215.1|DHYD	LOC120448453|XP_039486405.1|DSAN
OG0000141	LOC111601725|XP_023174216.2|DHYD	LOC120448454|XP_039486406.1|DSAN
OG0000142	LOC111593371|XP_023161855.1|DHYD	LOC120451264|XP_039490727.1|DSAN
OG0000142	LOC111598639|XP_030081632.1|DHYD	LOC120447845|XP_039485386.1|DSAN
OG0000142	LOC111605339|XP_030080112.1|DHYD	LOC120457117|XP_039500268.1|DSAN
OG0000143	LOC111593521|XP_023162080.2|DHYD	LOC120450562|XP_039489605.1|DSAN
OG0000143	LOC111593524|XP_023162085.1|DHYD, LOC111593522|XP_023162082.1|DHYD	LOC120450563|XP_039489606.1|DSAN
OG0000144	LOC111604227|XP_023177966.2|DHYD	LOC120452659|XP_039492916.1|DSAN
OG0000144	LOC111596455|XP_023166450.1|DHYD	LOC120457308|XP_039500730.1|DSAN
OG0000144	LOC111604000|XP_023177617.1|DHYD	LOC120457482|XP_039500967.1|DSAN
OG0000145	LOC111603372|XP_023176692.1|DHYD	LOC120456131|XP_039498694.1|DSAN
OG0000145	LOC115483293|XP_030080502.1|DHYD, LOC111594177|XP_023163128.2|DHYD	LOC120444793|XP_039480676.1|DSAN
OG0000147	LOC111595831|XP_023165506.1|DHYD	LOC120451646|XP_039491487.1|DSAN
OG0000147	LOC111594434|XP_030080605.1|DHYD	LOC120452393|XP_039492541.1|DSAN
OG0000147	LOC111594518|XP_023163614.1|DHYD	LOC120454057|XP_039494997.1|DSAN
OG0000148	LOC111601105|XP_023173316.2|DHYD	LOC120449015|XP_039487230.1|DSAN
OG0000148	LOC111593768|XP_023162555.2|DHYD	LOC120453191|XP_039493694.1|DSAN
OG0000149	LOC111592069|XP_023159843.2|DHYD	LOC120450388|XP_039489317.1|DSAN
OG0000149	LOC111593628|XP_023162265.1|DHYD	LOC120455384|XP_039497444.1|DSAN
OG0000150	LOC111596269|XP_023166174.2|DHYD	LOC120443958|XP_039479348.1|DSAN, LOC120458690|XP_039502361.1|DSAN, LOC120458857|XP_039502618.1|DSAN, LOC120458903|XP_039502683.1|DSAN, LOC120458905|XP_039502685.1|DSAN, LOC120458904|XP_039502684.1|DSAN
OG0000151	LOC111600942|XP_023173081.2|DHYD	LOC120448719|XP_039486823.1|DSAN
OG0000151	LOC115483388|XP_030081010.1|DHYD	LOC120448648|XP_039486710.1|DSAN
OG0000151	LOC111595796|XP_023165454.1|DHYD	LOC120448649|XP_039486711.1|DSAN
OG0000152	LOC111596244|XP_023166144.1|DHYD	LOC120452528|XP_039492725.1|DSAN, LOC120454263|XP_039495344.1|DSAN, LOC120452388|XP_039492536.1|DSAN
OG0000152	LOC111596246|XP_023166146.2|DHYD	LOC120452037|XP_039492023.1|DSAN
OG0000153	LOC111593253|XP_023161680.1|DHYD	LOC120451577|XP_039491320.1|DSAN
OG0000153	LOC111593270|XP_023161709.2|DHYD	LOC120453833|XP_039494660.1|DSAN
OG0000153	LOC111593271|XP_023161710.2|DHYD	LOC120451576|XP_039491319.1|DSAN
OG0000154	LOC111603479|XP_030081666.1|DHYD	LOC120452631|XP_039492875.1|DSAN
OG0000154	LOC115483717|XP_030081665.1|DHYD	LOC120452632|XP_039492876.1|DSAN
OG0000154	LOC111604282|XP_023178065.2|DHYD	LOC120449197|XP_039487492.1|DSAN
OG0000155	LOC115483421|XP_030081184.1|DHYD, LOC115483481|XP_030081492.1|DHYD, LOC111593220|XP_023161639.2|DHYD	LOC120449186|XP_039487468.1|DSAN
OG0000155	LOC111593221|XP_023161640.2|DHYD	LOC120449265|XP_039487581.1|DSAN
OG0000155	LOC111593218|XP_023161637.2|DHYD	LOC120448978|XP_039487172.1|DSAN
OG0000157	LOC111597018|XP_023167292.1|DHYD, LOC111597019|XP_023167293.1|DHYD	LOC120458565|XP_039502192.1|DSAN
OG0000157	LOC111597009|XP_023167281.2|DHYD	LOC120447552|XP_039484939.1|DSAN
OG0000158	LOC111594715|XP_023163921.2|DHYD	LOC120444707|XP_039480514.1|DSAN
OG0000158	LOC111597574|XP_023168141.2|DHYD	LOC120449667|XP_039488200.1|DSAN
OG0000158	LOC111597584|XP_023168151.2|DHYD	LOC120448946|XP_039487126.1|DSAN
OG0000159	LOC111592870|XP_030079690.1|DHYD	LOC120447635|XP_039485072.1|DSAN
OG0000159	LOC111601281|XP_030081817.1|DHYD	LOC120448194|XP_039485994.1|DSAN
OG0000159	LOC111595118|XP_023164454.2|DHYD	LOC120448642|XP_039486703.1|DSAN
OG0000160	LOC111605455|XP_030080648.1|DHYD, LOC111601382|XP_030080693.1|DHYD	LOC120453850|XP_039494688.1|DSAN
OG0000161	LOC111598769|XP_023169951.1|DHYD	LOC120449817|XP_039488398.1|DSAN
OG0000161	LOC111602406|XP_023175200.1|DHYD	LOC120457147|XP_039500352.1|DSAN
