Orthogroup	DHYD.longest_only	DMEL.longest_only
OG0000058	LOC111602372|XP_023175155.1|DHYD, LOC111602373|XP_023175156.2|DHYD	AANATL4|NP_611406.1|DMEL, AANATL3|NP_610018.1|DMEL, AANATL6|NP_611405.2|DMEL, AANATL5|NP_611403.1|DMEL
OG0000058	LOC111602375|XP_023175159.2|DHYD, LOC111602371|XP_023175154.1|DHYD, LOC111602374|XP_023175158.2|DHYD	AANATL2|NP_609005.1|DMEL
OG0000058	LOC111591894|XP_023159568.1|DHYD	AgmNAT|NP_572268.1|DMEL
OG0000059	LOC111595783|XP_030078737.1|DHYD	TwdlH|NP_651490.1|DMEL
OG0000059	LOC111595875|XP_023165572.2|DHYD	TwdlJ|NP_651489.2|DMEL, TwdlK|NP_651488.1|DMEL
OG0000059	LOC111595256|XP_023164673.2|DHYD	TwdlN|NP_733160.1|DMEL
OG0000059	LOC111595830|XP_030078745.1|DHYD, LOC111595757|XP_023165402.2|DHYD, LOC111595792|XP_023165450.1|DHYD	TwdlM|NP_651484.1|DMEL
OG0000060	LOC111605118|XP_023179239.1|DHYD	CkIalpha|NP_511140.1|DMEL
OG0000060	LOC111594203|XP_023163168.1|DHYD	CG7094|NP_609851.2|DMEL
OG0000060	LOC115482748|XP_030081618.1|DHYD	CG12147|NP_649536.1|DMEL
OG0000060	LOC111597837|XP_023168500.1|DHYD	dco|NP_001356928.1|DMEL
OG0000060	LOC111598840|XP_023170044.1|DHYD	CG2577|NP_572794.1|DMEL
OG0000060	LOC111596076|XP_023165902.2|DHYD	CG9962|NP_608697.1|DMEL
OG0000061	LOC111601172|XP_023173419.2|DHYD	CG15255|NP_609755.1|DMEL
OG0000061	LOC111601168|XP_023173414.2|DHYD	CG7631|NP_609760.1|DMEL
OG0000061	LOC111601143|XP_023173378.2|DHYD	CG15254|NP_609757.1|DMEL
OG0000061	LOC111601144|XP_023173379.1|DHYD	CG15253|NP_609758.1|DMEL
OG0000062	LOC111598288|XP_023169239.1|DHYD	CG12111|NP_572491.1|DMEL
OG0000062	LOC111600181|XP_023171951.1|DHYD, LOC111596290|XP_030080523.1|DHYD	Lectin-galC1|NP_477200.1|DMEL, lectin-37Da|NP_001188846.1|DMEL
OG0000063	LOC111602944|XP_023176073.2|DHYD, LOC111602943|XP_023176072.2|DHYD, LOC111602946|XP_023176074.2|DHYD	CG17929|NP_650532.2|DMEL, CG6901|NP_650531.1|DMEL, CG17930|NP_650533.1|DMEL
OG0000063	LOC111597578|XP_023168144.2|DHYD	CG42826|NP_001189079.1|DMEL
OG0000063	LOC111597466|XP_023167982.2|DHYD	CG32053|NP_729587.1|DMEL
OG0000063	LOC111597464|XP_023167980.2|DHYD	CG32054|NP_729588.1|DMEL, CG42825|NP_729590.1|DMEL
OG0000065	LOC111598539|XP_023169599.2|DHYD	CG10096|NP_001027183.1|DMEL
OG0000065	LOC111599010|XP_023170294.2|DHYD, LOC111604341|XP_023178171.2|DHYD	Sgp|NP_609241.1|DMEL, CG10097|NP_731699.2|DMEL, CG14893|NP_650568.2|DMEL, CG17562|NP_650566.1|DMEL, CG17560|NP_650567.1|DMEL
OG0000066	LOC111596465|XP_023166485.1|DHYD	CG2336|NP_731094.3|DMEL, CG12516|NP_651615.2|DMEL
OG0000066	LOC111603713|XP_023177187.1|DHYD	CG11634|NP_610128.2|DMEL
OG0000066	LOC111604865|XP_023178868.2|DHYD	CG5623|NP_650485.1|DMEL
OG0000066	LOC111595983|XP_023165737.1|DHYD	CG12637|NP_572645.1|DMEL
OG0000066	LOC111603187|XP_023176438.2|DHYD	CG13539|NP_611768.1|DMEL
OG0000067	LOC111603515|XP_023176907.2|DHYD	Alp5|NP_650931.1|DMEL
OG0000067	LOC111593087|XP_023161450.1|DHYD	Alp9|NP_647977.1|DMEL
OG0000067	LOC111604531|XP_023178401.2|DHYD	Alp6|NP_610496.1|DMEL
OG0000067	LOC111593109|XP_023161477.2|DHYD	Alp10|NP_647976.1|DMEL
OG0000067	LOC111601094|XP_023173298.2|DHYD	Alp1|NP_001262159.1|DMEL
OG0000068	LOC111593542|XP_023162133.2|DHYD	CG8908|NP_611464.3|DMEL
OG0000068	LOC111598177|XP_023169045.2|DHYD	ABCA|NP_608445.2|DMEL
OG0000069	LOC111593948|XP_023162811.1|DHYD	CG30428|NP_726513.1|DMEL
OG0000070	LOC111602191|XP_023174921.2|DHYD	CG9498|NP_609015.2|DMEL
OG0000070	LOC111591972|XP_023159687.1|DHYD	CG13360|NP_569859.1|DMEL
OG0000070	LOC111602192|XP_023174922.2|DHYD	CG9497|NP_609014.3|DMEL
OG0000070	LOC111602194|XP_023174924.2|DHYD	CG7135|NP_573269.1|DMEL
OG0000071	LOC111599791|XP_030081795.1|DHYD	CG10140|NP_648648.2|DMEL
OG0000072	LOC111604605|XP_023178486.1|DHYD	jtb|NP_611126.1|DMEL
OG0000072	LOC111594128|XP_023163054.2|DHYD	CG15712|NP_611131.2|DMEL
OG0000072	LOC111594127|XP_023163053.2|DHYD	CG4409|NP_001097337.1|DMEL
OG0000073	LOC111595450|XP_023164945.1|DHYD	lolal|NP_524778.1|DMEL
OG0000073	LOC111597481|XP_023168396.1|DHYD	br|NP_001162638.2|DMEL
OG0000073	LOC111602674|XP_023175635.2|DHYD	pre-mod_mdg4_-E|NP_001287451.1|DMEL
OG0000074	LOC111596936|XP_023167155.1|DHYD, LOC111596937|XP_023167156.2|DHYD	CG10472|NP_648017.1|DMEL
OG0000074	LOC111601089|XP_023173284.2|DHYD	CG7542|NP_648995.3|DMEL
OG0000075	LOC111595080|XP_023164404.2|DHYD	Hsp67Ba|NP_523998.1|DMEL
OG0000075	LOC111595078|XP_023164402.1|DHYD	Hsp27|NP_524000.1|DMEL
OG0000075	LOC111595081|XP_023164405.1|DHYD	Hsp23|NP_523999.1|DMEL
OG0000075	LOC111595077|XP_023164401.1|DHYD, LOC111595142|XP_023164483.1|DHYD	Hsp26|NP_523997.1|DMEL
OG0000076	LOC111599682|XP_023171158.1|DHYD	CG42540|NP_001246627.1|DMEL
OG0000076	LOC111592395|XP_023160339.2|DHYD, LOC111592398|XP_023160342.2|DHYD	CG31358|NP_650147.1|DMEL, CG14736|NP_731666.2|DMEL
OG0000076	LOC111600172|XP_023171933.1|DHYD	CG33253|NP_001259699.1|DMEL
OG0000076	LOC111594068|XP_023162969.2|DHYD	Mec2|NP_573357.1|DMEL
OG0000077	LOC111599997|XP_023171665.1|DHYD	betaTub56D|NP_725896.1|DMEL
OG0000077	LOC111595708|XP_023165321.1|DHYD	betaTub85D|NP_524290.2|DMEL
OG0000077	LOC111599697|XP_023171187.1|DHYD	betaTub60D|NP_523842.2|DMEL
OG0000077	LOC111592482|XP_023160465.1|DHYD	betaTub97EF|NP_651606.2|DMEL
OG0000078	LOC111593533|XP_023162105.1|DHYD, LOC111593319|XP_023161795.1|DHYD	CG15128|NP_611441.1|DMEL
OG0000078	LOC111604289|XP_023178073.2|DHYD	CG7634|NP_649332.1|DMEL
OG0000078	LOC111603428|XP_023176780.2|DHYD	wa-cup|NP_649721.2|DMEL
OG0000078	LOC111603133|XP_023176376.1|DHYD	r-cup|NP_608419.1|DMEL
OG0000078	LOC111596540|XP_023166579.2|DHYD	p-cup|NP_573216.1|DMEL
OG0000079	LOC111601222|XP_023173489.2|DHYD	CG16713|NP_608799.1|DMEL
OG0000079	LOC111601212|XP_023173478.1|DHYD, LOC111601204|XP_023173467.1|DHYD	IM33|NP_608800.1|DMEL
OG0000079	LOC111600916|XP_023173050.2|DHYD, LOC111597758|XP_023168380.1|DHYD, LOC115483215|XP_030080368.1|DHYD, LOC111599530|XP_023170953.1|DHYD	CG43165|NP_001245858.1|DMEL
OG0000080	LOC111600911|XP_023173040.2|DHYD	Amy-d|NP_523768.1|DMEL, Amy-p|NP_536346.1|DMEL
OG0000080	LOC111592557|XP_023160621.1|DHYD	Amyrel|NP_477262.1|DMEL
OG0000081	LOC111595375|XP_023164839.2|DHYD	tfc|NP_612091.1|DMEL
OG0000082	LOC111600682|XP_023172704.2|DHYD	Cyp6d2|NP_611698.1|DMEL
OG0000082	LOC111595221|XP_023164604.2|DHYD	Cyp6d4|NP_651082.1|DMEL
OG0000082	LOC111595651|XP_023165246.2|DHYD	Cyp6d5|NP_650327.1|DMEL
OG0000083	LOC111605744|XP_023180216.2|DHYD	LManI|NP_609407.1|DMEL, LManVI|NP_609253.1|DMEL, LManV|NP_609252.1|DMEL, LManIII|NP_609250.2|DMEL, LManIV|NP_609251.2|DMEL
OG0000083	LOC111592658|XP_030079136.1|DHYD	LManII|NP_609408.1|DMEL
OG0000084	LOC111604038|XP_023177666.2|DHYD	CG15073|NP_611362.2|DMEL
OG0000084	LOC111594007|XP_023162872.2|DHYD	CG8388|NP_611075.1|DMEL
OG0000085	LOC111604178|XP_023177892.1|DHYD	CG30491|NP_610306.1|DMEL
OG0000086	LOC115483460|XP_030081395.1|DHYD, LOC111602150|XP_030081396.1|DHYD	fest|NP_611412.1|DMEL
OG0000087	LOC111598477|XP_023169504.1|DHYD	Cpr30F|NP_723504.1|DMEL
OG0000087	LOC115482921|XP_030079086.1|DHYD, LOC115482922|XP_030079087.1|DHYD, LOC115482931|XP_030079123.1|DHYD	Cpr35B|NP_609713.1|DMEL
OG0000087	LOC111604004|XP_023177629.2|DHYD	Cpr31A|NP_995678.1|DMEL
OG0000088	LOC111592149|XP_023159964.1|DHYD	Vha16-1|NP_476801.1|DMEL
OG0000088	LOC111598938|XP_023170184.1|DHYD	Vha16-5|NP_609447.1|DMEL
OG0000088	LOC111593116|XP_023161484.1|DHYD	Vha16-3|NP_729706.1|DMEL
OG0000088	LOC111604481|XP_023178334.1|DHYD	Vha16-4|NP_611169.1|DMEL
OG0000088	LOC111593117|XP_023161486.2|DHYD	Vha16-2|NP_729707.1|DMEL
OG0000089	LOC111603588|XP_023177012.1|DHYD	alphaTub84B|NP_476772.1|DMEL
OG0000089	LOC111598635|XP_023169747.1|DHYD	alphaTub85E|NP_524297.1|DMEL
OG0000089	LOC111603721|XP_023177200.1|DHYD	alphaTub67C|NP_524009.2|DMEL
OG0000090	LOC111592171|XP_023159993.2|DHYD	CG30339|NP_724813.1|DMEL
OG0000090	LOC111592119|XP_023159918.2|DHYD	CG12926|NP_610510.2|DMEL
OG0000090	LOC111592435|XP_023160386.1|DHYD	CG33514|NP_001014558.1|DMEL
OG0000090	LOC111598762|XP_023169942.2|DHYD	CG33966|NP_001033984.1|DMEL
OG0000091	LOC111601403|XP_023173720.2|DHYD	Vha100-1|NP_651672.1|DMEL
OG0000091	LOC111599470|XP_023170907.2|DHYD	Vha100-5|NP_609515.1|DMEL
OG0000091	LOC111592942|XP_023161174.1|DHYD	Vha100-2|NP_650722.1|DMEL
OG0000091	LOC111592941|XP_023161173.1|DHYD	Vha100-4|NP_650720.1|DMEL
OG0000092	LOC111599699|XP_023171192.2|DHYD	CG10513|NP_651370.2|DMEL
OG0000092	LOC111597499|XP_023168028.2|DHYD	CG11892|NP_651372.1|DMEL
OG0000092	LOC111597484|XP_023168003.2|DHYD	CG31380|NP_733121.1|DMEL, CG10514|NP_651371.1|DMEL
OG0000093	LOC111601939|XP_023174562.2|DHYD	Su_var_205|NP_476755.1|DMEL
OG0000093	LOC111593071|XP_023161417.1|DHYD	HP1b|NP_572521.2|DMEL
OG0000094	LOC111597580|XP_023168146.2|DHYD	Or67d|NP_648390.2|DMEL
OG0000094	LOC111599491|XP_023170925.1|DHYD	Or83c|NP_524244.2|DMEL
OG0000096	LOC111595909|XP_023165620.2|DHYD	CG17568|NP_609951.2|DMEL
OG0000096	LOC111595917|XP_023165636.1|DHYD	wek|NP_524930.1|DMEL
OG0000096	LOC111595908|XP_023165619.2|DHYD	CG6254|NP_649983.2|DMEL
OG0000096	LOC111594349|XP_023163377.2|DHYD	CG10366|NP_609995.1|DMEL
OG0000098	LOC111596482|XP_023166511.1|DHYD	Cyp9f3|NP_001350862.1|DMEL, Cyp9f2|NP_650189.1|DMEL
OG0000099	LOC111595394|XP_023164864.2|DHYD	Cyp4d14|NP_001259179.1|DMEL
OG0000099	LOC115483034|XP_030079680.1|DHYD, LOC111605619|XP_030079681.1|DHYD, LOC111596155|XP_023166055.2|DHYD	Cyp4d1|NP_476907.2|DMEL
OG0000100	LOC111601225|XP_023173488.1|DHYD	CG34459|NP_001097348.1|DMEL
OG0000100	LOC111602698|XP_030078699.1|DHYD, LOC111593272|XP_023161711.2|DHYD	CG14839|NP_650351.2|DMEL
OG0000101	LOC115483448|XP_030081298.1|DHYD	pip|NP_788536.1|DMEL
OG0000102	LOC111597672|XP_023168266.1|DHYD	PPO1|NP_476812.1|DMEL
OG0000102	LOC111597731|XP_023168344.2|DHYD	PPO2|NP_610443.1|DMEL
OG0000103	LOC111601118|XP_023173340.1|DHYD, LOC111601119|XP_023173341.2|DHYD	CG5653|NP_648269.1|DMEL, CG6034|NP_649005.1|DMEL
OG0000103	LOC111601117|XP_023173339.2|DHYD	CG7460|NP_649004.1|DMEL
OG0000103	LOC111605234|XP_023179437.1|DHYD	CG7737|NP_001286308.1|DMEL
OG0000104	LOC111604659|XP_023178583.1|DHYD	Pdh|NP_524105.2|DMEL
OG0000104	LOC111600397|XP_023172245.2|DHYD, LOC115483402|XP_030081053.1|DHYD	Fbp2|NP_523522.1|DMEL
OG0000104	LOC111604693|XP_023178632.2|DHYD	CG18814|NP_652673.2|DMEL, CG4842|NP_648885.1|DMEL
OG0000105	LOC111603935|XP_023177532.2|DHYD	Or67a|NP_524005.2|DMEL
OG0000105	LOC111597551|XP_023168115.2|DHYD, LOC111598625|XP_023169726.2|DHYD	Or85d|NP_524281.1|DMEL
OG0000105	LOC111597554|XP_023168119.2|DHYD	Or85c|NP_524280.2|DMEL, Or85b|NP_524279.2|DMEL
OG0000107	LOC111601231|XP_023173496.2|DHYD, LOC111594919|XP_023164178.2|DHYD, LOC111594909|XP_023164167.2|DHYD	Gr59c|NP_726292.1|DMEL, Gr36b|NP_724039.1|DMEL, Gr36c|NP_724040.1|DMEL, Gr36a|NP_724038.2|DMEL, Gr59d|NP_611758.2|DMEL
OG0000109	LOC111600828|XP_023172903.2|DHYD	CG17097|NP_609429.1|DMEL, CG18284|NP_609428.1|DMEL, CG31872|NP_723603.1|DMEL
OG0000109	LOC111601018|XP_023173193.2|DHYD	Lip4|NP_001260356.1|DMEL
OG0000110	LOC111602899|XP_030081123.1|DHYD	CG32379|NP_729252.2|DMEL
OG0000110	LOC111602896|XP_023176001.2|DHYD	CG8562|NP_648118.1|DMEL
OG0000110	LOC111602908|XP_030081181.1|DHYD	CG18417|NP_648119.1|DMEL
OG0000110	LOC111602891|XP_023175994.1|DHYD	CG8560|NP_648120.3|DMEL
OG0000111	LOC111593853|XP_023162670.1|DHYD	Obp56a|NP_611442.1|DMEL
OG0000111	LOC111592679|XP_023160814.1|DHYD, LOC111594826|XP_023164062.1|DHYD	Obp56e|NP_611445.1|DMEL, Obp56d|NP_611444.2|DMEL
OG0000112	LOC111605329|XP_023179566.2|DHYD	CG32523|NP_728401.1|DMEL, CG9676|NP_728008.1|DMEL
OG0000112	LOC111605332|XP_023179568.2|DHYD, LOC111603144|XP_023176388.1|DHYD, LOC111603201|XP_023176458.2|DHYD	CG1304|NP_608418.1|DMEL, Ser6|NP_523426.1|DMEL
OG0000113	LOC111604401|XP_023178220.2|DHYD	CG43058|NP_001246302.1|DMEL
OG0000113	LOC111603366|XP_023176683.2|DHYD, LOC111604045|XP_023177669.1|DHYD	dgrn|NP_649596.1|DMEL
OG0000114	LOC111603785|XP_023177294.1|DHYD	CG45012|NP_001285850.1|DMEL, CG45011|NP_001285848.1|DMEL, Sfp33A3|NP_001162959.1|DMEL, CG31704|NP_723689.1|DMEL
OG0000114	LOC111603782|XP_023177292.2|DHYD	CG44008|NP_001260398.1|DMEL
OG0000114	LOC111603784|XP_023177293.1|DHYD	CG14933|NP_652566.1|DMEL
OG0000116	LOC111604852|XP_023178853.1|DHYD	CG31102|NP_001262951.1|DMEL
OG0000116	LOC111604823|XP_023178815.2|DHYD	CG10550|NP_651380.2|DMEL
OG0000116	LOC111604866|XP_030078684.1|DHYD, LOC111604867|XP_030078683.1|DHYD, LOC111604903|XP_023178910.2|DHYD	CG31288|NP_733094.1|DMEL
OG0000117	LOC111600402|XP_023172250.2|DHYD	CG7953|NP_609683.1|DMEL
OG0000117	LOC111600404|XP_023172253.2|DHYD	CG7916|NP_609682.1|DMEL
OG0000117	LOC111600405|XP_023172254.1|DHYD	CG8997|NP_609681.1|DMEL
OG0000117	LOC111600409|XP_023172258.2|DHYD	CG33306|NP_995706.1|DMEL
OG0000118	LOC111602186|XP_023174913.2|DHYD, LOC111602185|XP_023174912.2|DHYD	Cyp28a5|NP_609694.1|DMEL
OG0000119	LOC111594626|XP_023163785.1|DHYD	Npc2e|NP_731439.2|DMEL
OG0000119	LOC111594598|XP_023163731.1|DHYD	Npc2c|NP_649976.1|DMEL
OG0000119	LOC111594582|XP_023163708.1|DHYD	Npc2d|NP_649975.1|DMEL
OG0000120	LOC111604779|XP_023178762.1|DHYD	Roc1a|NP_001138143.2|DMEL
OG0000120	LOC111600604|XP_023172567.2|DHYD	Roc2|NP_610691.1|DMEL
OG0000120	LOC111601088|XP_023173283.1|DHYD	Roc1b|NP_652613.1|DMEL
OG0000121	LOC111603179|XP_023176430.1|DHYD	CG15369|NP_572542.1|DMEL
OG0000121	LOC111597218|XP_030080606.1|DHYD	CG31313|NP_731919.1|DMEL
OG0000121	LOC111597213|XP_023167555.2|DHYD, LOC111597090|XP_023167398.1|DHYD	Cys|NP_476856.1|DMEL, CG8066|NP_650374.1|DMEL
OG0000122	LOC111594761|XP_023163978.2|DHYD	Or22c|NP_523454.2|DMEL
OG0000122	LOC111601844|XP_023174446.2|DHYD	Or10a|NP_511122.1|DMEL
OG0000122	LOC111604606|XP_023178487.1|DHYD	Or45b|NP_523667.1|DMEL
OG0000122	LOC111602177|XP_030079238.1|DHYD	Or24a|NP_523470.3|DMEL
OG0000123	LOC111604152|XP_023177844.1|DHYD, LOC111604143|XP_023177833.1|DHYD	CG3565|NP_611942.1|DMEL
OG0000123	LOC115482780|XP_030078625.1|DHYD, LOC111592387|XP_023160330.2|DHYD	sunz|NP_649673.1|DMEL
OG0000124	LOC111596345|XP_023166304.2|DHYD, LOC111596341|XP_023166294.2|DHYD, LOC111596342|XP_023166295.2|DHYD	CG5348|NP_611156.3|DMEL, CG12376|NP_610405.3|DMEL
OG0000124	LOC111597130|XP_023167459.2|DHYD	CG14744|NP_001097232.2|DMEL, CG14743|NP_610408.2|DMEL
OG0000125	LOC111598816|XP_023170014.1|DHYD	Men-b|NP_001163750.1|DMEL
OG0000125	LOC111596553|XP_023166598.2|DHYD	Men|NP_524880.2|DMEL
OG0000125	LOC111594119|XP_023163047.2|DHYD	Menl-1|NP_001027428.1|DMEL
OG0000126	LOC111598993|XP_023170265.1|DHYD	ProtA|NP_477050.1|DMEL, ProtB|NP_477051.1|DMEL
OG0000127	LOC111602713|XP_023175721.1|DHYD	CG18748|NP_001097703.1|DMEL, CG18746|NP_652649.1|DMEL
OG0000127	LOC111602743|XP_023175763.2|DHYD	CG18745|NP_652648.1|DMEL
OG0000127	LOC111602747|XP_023175766.2|DHYD	CG18747|NP_652650.2|DMEL
OG0000128	LOC111604073|XP_030081308.1|DHYD	Ugt49C1|NP_001036565.1|DMEL
OG0000128	LOC111604098|XP_023177766.2|DHYD, LOC115483459|XP_030081391.1|DHYD, LOC115483450|XP_030081307.1|DHYD	Ugt49B2|NP_001097859.4|DMEL
OG0000129	LOC111597362|XP_023167785.1|DHYD	Fum1|NP_572339.1|DMEL
OG0000129	LOC111600994|XP_023173154.2|DHYD	Fum3|NP_648467.1|DMEL
OG0000129	LOC111600993|XP_023173153.1|DHYD	Fum4|NP_723527.1|DMEL
OG0000129	LOC111597361|XP_023167784.1|DHYD	Fum2|NP_727109.2|DMEL
OG0000130	LOC111595665|XP_023165255.2|DHYD	CG7386|NP_648036.1|DMEL
OG0000130	LOC111595642|XP_023165234.2|DHYD	CG10274|NP_001097525.1|DMEL
OG0000130	LOC111595664|XP_023165254.2|DHYD	D19B|NP_477297.1|DMEL, D19A|NP_477304.1|DMEL
OG0000131	LOC111594556|XP_023163679.2|DHYD	snk|NP_001097766.1|DMEL
OG0000132	LOC111595014|XP_023164289.2|DHYD	Phae1|NP_609550.1|DMEL
OG0000132	LOC111603549|XP_023176951.2|DHYD	CG7142|NP_650703.1|DMEL
OG0000134	LOC111602019|XP_023174685.1|DHYD	eff|NP_731941.1|DMEL
OG0000134	LOC111598831|XP_030078873.1|DHYD	CG2574|NP_572796.1|DMEL
OG0000134	LOC111601548|XP_023173960.1|DHYD	Ubc2|NP_477137.1|DMEL
OG0000136	LOC111597401|XP_023167848.2|DHYD	CG43088|NP_001245670.1|DMEL
OG0000137	LOC111594447|XP_023163503.2|DHYD	Rm62|NP_524243.2|DMEL
OG0000137	LOC111601021|XP_023173196.2|DHYD	CG10077|NP_648062.2|DMEL
OG0000138	LOC111603648|XP_023177095.2|DHYD	ouib|NP_649822.2|DMEL
OG0000138	LOC111603646|XP_023177093.2|DHYD	CG8159|NP_649823.2|DMEL
OG0000138	LOC111603667|XP_023177119.1|DHYD	M1BP|NP_649825.1|DMEL
OG0000138	LOC111603600|XP_023177027.2|DHYD, LOC111603668|XP_023177120.2|DHYD	ranshi|NP_649824.1|DMEL
OG0000140	LOC111598783|XP_023169969.2|DHYD	grass|NP_651543.1|DMEL
OG0000141	LOC111601723|XP_023174214.2|DHYD	GstO2|NP_729388.1|DMEL
OG0000141	LOC111601724|XP_023174215.1|DHYD	se|NP_648235.1|DMEL
OG0000141	LOC111601725|XP_023174216.2|DHYD	GstO3|NP_648234.1|DMEL
OG0000142	LOC111593371|XP_023161855.1|DHYD	nAChRalpha1|NP_001262916.1|DMEL
OG0000142	LOC111598639|XP_030081632.1|DHYD	nAChRalpha4|NP_001097669.2|DMEL
OG0000142	LOC111605339|XP_030080112.1|DHYD	nAChRalpha3|NP_525079.3|DMEL
OG0000143	LOC111593521|XP_023162080.2|DHYD	GNBP1|NP_524142.2|DMEL
OG0000143	LOC111593524|XP_023162085.1|DHYD, LOC111593522|XP_023162082.1|DHYD	GNBP2|NP_524141.1|DMEL
OG0000144	LOC111604227|XP_023177966.2|DHYD	dpr9|NP_996215.1|DMEL
OG0000144	LOC111596455|XP_023166450.1|DHYD	dpr8|NP_727781.1|DMEL
OG0000144	LOC111604000|XP_023177617.1|DHYD	dpr21|NP_001163838.2|DMEL
OG0000145	LOC111603372|XP_023176692.1|DHYD	Idgf4|NP_511101.2|DMEL
OG0000145	LOC115483294|XP_030080505.1|DHYD, LOC111594181|XP_023163131.1|DHYD	Idgf3|NP_477256.1|DMEL
OG0000145	LOC111594179|XP_023163129.2|DHYD, LOC115483303|XP_030080517.1|DHYD	Idgf1|NP_477258.1|DMEL
OG0000145	LOC115483293|XP_030080502.1|DHYD, LOC111594177|XP_023163128.2|DHYD	Idgf2|NP_477257.2|DMEL
OG0000147	LOC111595831|XP_023165506.1|DHYD	CG6180|NP_609588.1|DMEL
OG0000147	LOC111594434|XP_030080605.1|DHYD	CG17919|NP_649644.1|DMEL
OG0000147	LOC111594518|XP_023163614.1|DHYD	CG10298|NP_649643.1|DMEL
OG0000148	LOC111601105|XP_023173316.2|DHYD	CG31954|NP_722915.1|DMEL
OG0000148	LOC111593768|XP_023162555.2|DHYD	Try29F|NP_523518.2|DMEL
OG0000149	LOC111592069|XP_023159843.2|DHYD	Obp28a|NP_523505.1|DMEL
OG0000149	LOC111593628|XP_023162265.1|DHYD	Obp19d|NP_523421.2|DMEL
OG0000150	LOC111596269|XP_023166174.2|DHYD	Gr22a|NP_722733.1|DMEL, Gr22f|NP_722729.2|DMEL, Gr22c|NP_722732.2|DMEL, Gr22b|NP_001014456.1|DMEL, Gr22e|NP_722731.1|DMEL
OG0000151	LOC111600942|XP_023173081.2|DHYD	CG6996|NP_649189.2|DMEL
OG0000151	LOC115483388|XP_030081010.1|DHYD	CG17147|NP_001262099.1|DMEL
OG0000151	LOC111595796|XP_023165454.1|DHYD	CG17145|NP_649192.2|DMEL
OG0000151	LOC111599240|XP_023170605.2|DHYD	CG5883|NP_648526.2|DMEL
OG0000152	LOC111596245|XP_023166145.2|DHYD	CG11841|NP_651661.1|DMEL
OG0000152	LOC111596244|XP_023166144.1|DHYD	CG11842|NP_651662.1|DMEL
OG0000152	LOC111596246|XP_023166146.2|DHYD	CG11843|NP_651663.1|DMEL
OG0000153	LOC111593253|XP_023161680.1|DHYD	Sp212|NP_996209.2|DMEL
OG0000153	LOC111593270|XP_023161709.2|DHYD	CG9649|NP_650343.1|DMEL
OG0000153	LOC111593271|XP_023161710.2|DHYD	CG31326|NP_650344.2|DMEL
OG0000154	LOC111603479|XP_030081666.1|DHYD	Or94a|NP_524455.1|DMEL
OG0000154	LOC115483717|XP_030081665.1|DHYD	Or94b|NP_524456.1|DMEL
OG0000154	LOC111604282|XP_023178065.2|DHYD	Or71a|NP_524078.2|DMEL
OG0000155	LOC115483421|XP_030081184.1|DHYD, LOC115483481|XP_030081492.1|DHYD, LOC111593220|XP_023161639.2|DHYD	CG7548|NP_648131.1|DMEL
OG0000155	LOC111593221|XP_023161640.2|DHYD	CG8543|NP_648126.1|DMEL
OG0000155	LOC111593218|XP_023161637.2|DHYD	CG8541|NP_648127.1|DMEL
OG0000157	LOC111597018|XP_023167292.1|DHYD, LOC111597019|XP_023167293.1|DHYD	PGRP-SC1b|NP_610409.1|DMEL, PGRP-SC1a|NP_610407.1|DMEL
OG0000157	LOC111597009|XP_023167281.2|DHYD	PGRP-SC2|NP_610410.1|DMEL
OG0000158	LOC111594715|XP_023163921.2|DHYD	CG13869|NP_611458.2|DMEL
OG0000158	LOC111597574|XP_023168141.2|DHYD	CG14826|NP_648088.1|DMEL
OG0000158	LOC111597584|XP_023168151.2|DHYD	CG14829|NP_648089.2|DMEL
OG0000159	LOC111592870|XP_030079690.1|DHYD	slif|NP_649428.1|DMEL
OG0000159	LOC111601281|XP_030081817.1|DHYD	CG5535|NP_649019.2|DMEL
OG0000159	LOC111595118|XP_023164454.2|DHYD	CG7255|NP_001036607.1|DMEL
OG0000160	LOC111605455|XP_030080648.1|DHYD, LOC111601382|XP_030080693.1|DHYD	CG31233|NP_732653.2|DMEL
OG0000161	LOC111598769|XP_023169951.1|DHYD	CG3386|NP_612049.1|DMEL
OG0000161	LOC111602406|XP_023175200.1|DHYD	CG4004|NP_727638.2|DMEL
OG0000162	LOC111592657|XP_023160776.2|DHYD, LOC111592641|XP_023160755.2|DHYD	CG11262|NP_648617.2|DMEL, CG13801|NP_647714.1|DMEL, CG31693|NP_724369.2|DMEL
OG0000162	LOC111591954|XP_023159656.2|DHYD	hoe1|NP_608876.1|DMEL
OG0000163	LOC111599502|XP_023170939.2|DHYD	Lsp1gamma|NP_523868.1|DMEL
OG0000163	LOC111602700|XP_023175704.2|DHYD	Lsp1beta|NP_476624.1|DMEL
OG0000164	LOC111592230|XP_023160082.2|DHYD	Cp1|NP_523735.2|DMEL
OG0000165	LOC111603343|XP_023176647.1|DHYD	DIP1|NP_728449.1|DMEL
OG0000166	LOC111597953|XP_023168683.2|DHYD	Cht8|NP_611542.2|DMEL
OG0000166	LOC115483425|XP_030081238.1|DHYD, LOC111600135|XP_030081251.1|DHYD	Cht4|NP_524962.2|DMEL
OG0000167	LOC111592759|XP_030081498.1|DHYD	CG13312|NP_648260.1|DMEL
OG0000167	LOC111592745|XP_023160910.2|DHYD	CG32024|NP_729417.2|DMEL
