Orthogroup	DHYD.longest_only	DKIK.longest_only
OG0000052	LOC111604961|XP_023179009.1|DHYD, LOC111604963|XP_023179011.2|DHYD, LOC111604962|XP_023179010.1|DHYD	LOC108084580|XP_017036343.1|DKIK, LOC108074446|XP_017021976.1|DKIK, LOC108085090|XP_017037048.1|DKIK, LOC108074588|XP_017022184.1|DKIK, LOC108084010|XP_017035511.1|DKIK, LOC108077591|XP_017026474.1|DKIK, LOC108084105|XP_017035621.1|DKIK, LOC108084092|XP_017035606.1|DKIK, LOC108084066|XP_017035574.1|DKIK
OG0000052	LOC111604228|XP_023177970.1|DHYD, LOC111604271|XP_023178041.2|DHYD, LOC111604241|XP_023177996.1|DHYD, LOC111604278|XP_023178055.1|DHYD	LOC108082278|XP_017033098.1|DKIK
OG0000052	LOC111604234|XP_023177982.1|DHYD	LOC108082558|XP_017033497.1|DKIK
OG0000053	LOC111602599|XP_023175526.2|DHYD	LOC108070784|XP_017016873.1|DKIK
OG0000053	LOC111602600|XP_023175527.2|DHYD	LOC108070783|XP_017016872.1|DKIK
OG0000053	LOC111596382|XP_023166356.2|DHYD	LOC108070782|XP_017016871.1|DKIK
OG0000053	LOC111596381|XP_023166355.2|DHYD	LOC108070781|XP_017016869.1|DKIK
OG0000053	LOC111596379|XP_023166352.2|DHYD	LOC108070786|XP_017016875.1|DKIK
OG0000054	LOC111604826|XP_023178817.2|DHYD	LOC108081173|XP_017031718.1|DKIK
OG0000054	LOC111593322|XP_023161796.2|DHYD	LOC108080878|XP_017031270.1|DKIK, LOC108080879|XP_017031271.1|DKIK
OG0000054	LOC111604856|XP_023178857.2|DHYD	LOC108081160|XP_017031693.1|DKIK, LOC108081159|XP_017031690.1|DKIK
OG0000055	LOC111603258|XP_023176533.1|DHYD, LOC111603253|XP_023176529.1|DHYD, LOC111603262|XP_023176542.2|DHYD, LOC111603257|XP_023176532.1|DHYD	LOC108085846|XP_017038093.1|DKIK
OG0000055	LOC111603272|XP_023176553.1|DHYD	LOC108085865|XP_017038112.1|DKIK
OG0000056	LOC111599611|XP_023171068.2|DHYD	LOC108071295|XP_017017484.1|DKIK
OG0000056	LOC111599619|XP_023171079.2|DHYD, LOC111599613|XP_023171070.2|DHYD	LOC108071299|XP_017017488.1|DKIK, LOC108071298|XP_017017487.1|DKIK, LOC108071296|XP_017017485.1|DKIK
OG0000056	LOC111600558|XP_023172478.1|DHYD	LOC108077622|XP_017026519.1|DKIK, LOC108077830|XP_017026845.1|DKIK
OG0000058	LOC111602372|XP_023175155.1|DHYD, LOC111602373|XP_023175156.2|DHYD	LOC108084972|XP_017036881.1|DKIK, LOC108082757|XP_017033763.1|DKIK
OG0000058	LOC111602375|XP_023175159.2|DHYD, LOC111602371|XP_023175154.1|DHYD, LOC111602374|XP_023175158.2|DHYD	LOC108082758|XP_017033764.1|DKIK
OG0000058	LOC111591894|XP_023159568.1|DHYD	LOC108070811|XP_017016903.1|DKIK
OG0000059	LOC111595783|XP_030078737.1|DHYD	LOC108085570|XP_017037699.1|DKIK
OG0000059	LOC111595875|XP_023165572.2|DHYD	LOC108085569|XP_017037698.1|DKIK, LOC108085567|XP_017037695.1|DKIK
OG0000059	LOC111595256|XP_023164673.2|DHYD	LOC108085562|XP_017037690.1|DKIK
OG0000059	LOC111595830|XP_030078745.1|DHYD, LOC111595757|XP_023165402.2|DHYD, LOC111595792|XP_023165450.1|DHYD	LOC108085559|XP_017037687.1|DKIK
OG0000060	LOC111605118|XP_023179239.1|DHYD	LOC108080522|XP_017030803.1|DKIK
OG0000060	LOC111594203|XP_023163168.1|DHYD	LOC108085335|XP_017037380.1|DKIK
OG0000060	LOC115482748|XP_030081618.1|DHYD	LOC108075427|XP_017023341.1|DKIK
OG0000060	LOC111597837|XP_023168500.1|DHYD	LOC108085322|XP_017037367.1|DKIK
OG0000060	LOC111598840|XP_023170044.1|DHYD	LOC108076086|XP_017024289.1|DKIK
OG0000060	LOC111596076|XP_023165902.2|DHYD	LOC108077343|XP_017026120.1|DKIK
OG0000061	LOC111601172|XP_023173419.2|DHYD	LOC108086185|XP_017038537.1|DKIK
OG0000061	LOC111601168|XP_023173414.2|DHYD	LOC108086197|XP_017038548.1|DKIK, LOC108086180|XP_017038532.1|DKIK, LOC108086179|XP_017038531.1|DKIK, LOC108086178|XP_017038530.1|DKIK
OG0000061	LOC111601143|XP_023173378.2|DHYD	LOC108086191|XP_017038544.1|DKIK
OG0000061	LOC111601144|XP_023173379.1|DHYD	LOC108086182|XP_017038533.1|DKIK
OG0000062	LOC111598288|XP_023169239.1|DHYD	LOC108071778|XP_017018123.1|DKIK
OG0000062	LOC111600181|XP_023171951.1|DHYD, LOC111596290|XP_030080523.1|DHYD	LOC108082791|XP_017033825.1|DKIK, LOC108082790|XP_017033824.1|DKIK
OG0000063	LOC111602944|XP_023176073.2|DHYD, LOC111602943|XP_023176072.2|DHYD, LOC111602946|XP_023176074.2|DHYD	LOC108071305|XP_017017501.1|DKIK, LOC108071251|XP_017017426.1|DKIK, LOC108071304|XP_017017500.1|DKIK
OG0000063	LOC111597578|XP_023168144.2|DHYD	LOC108071602|XP_017017872.1|DKIK
OG0000063	LOC111597466|XP_023167982.2|DHYD	LOC108071633|XP_017017906.1|DKIK
OG0000063	LOC111597464|XP_023167980.2|DHYD	LOC108071565|XP_017017835.1|DKIK, LOC108071655|XP_017017940.1|DKIK
OG0000065	LOC111598539|XP_023169599.2|DHYD	LOC108077717|XP_017026657.1|DKIK
OG0000065	LOC111599010|XP_023170294.2|DHYD, LOC111604341|XP_023178171.2|DHYD	LOC108077718|XP_017026658.1|DKIK, LOC108077657|XP_017026561.1|DKIK, LOC108077572|XP_017026455.1|DKIK, LOC108077800|XP_017026803.1|DKIK, LOC108074656|XP_017022262.1|DKIK, LOC108077573|XP_017026456.1|DKIK, LOC108084009|XP_017035510.1|DKIK, LOC108077574|XP_017026457.1|DKIK, LOC108084903|XP_017036787.1|DKIK
OG0000066	LOC111596465|XP_023166485.1|DHYD	LOC108080484|XP_017030727.1|DKIK, LOC108077666|XP_017026575.1|DKIK
OG0000066	LOC111603713|XP_023177187.1|DHYD	LOC108081852|XP_017032582.1|DKIK
OG0000066	LOC111604865|XP_023178868.2|DHYD	LOC108080961|XP_017031364.1|DKIK
OG0000066	LOC111595983|XP_023165737.1|DHYD	LOC108080458|XP_017030688.1|DKIK, LOC108072684|XP_017019411.1|DKIK, LOC108080267|XP_017030420.1|DKIK
OG0000066	LOC111603187|XP_023176438.2|DHYD	LOC108072837|XP_017019618.1|DKIK
OG0000067	LOC111603515|XP_023176907.2|DHYD	LOC108084848|XP_017036716.1|DKIK
OG0000067	LOC111593087|XP_023161450.1|DHYD	LOC108085996|XP_017038286.1|DKIK
OG0000067	LOC111604531|XP_023178401.2|DHYD	LOC108077943|XP_017026970.1|DKIK
OG0000067	LOC111593109|XP_023161477.2|DHYD	LOC108085995|XP_017038285.1|DKIK
OG0000067	LOC111601094|XP_023173298.2|DHYD	LOC108071874|XP_017018291.1|DKIK
OG0000068	LOC111593542|XP_023162133.2|DHYD	LOC108084117|XP_017035637.1|DKIK
OG0000068	LOC111598177|XP_023169045.2|DHYD	LOC108074164|XP_017021563.1|DKIK
OG0000069	LOC111593948|XP_023162811.1|DHYD	LOC108072243|XP_017018793.1|DKIK
OG0000070	LOC111602191|XP_023174921.2|DHYD	LOC108082879|XP_017033949.1|DKIK
OG0000070	LOC111591972|XP_023159687.1|DHYD	LOC108076002|XP_017024145.1|DKIK
OG0000070	LOC111602192|XP_023174922.2|DHYD	LOC108082683|XP_017033673.1|DKIK
OG0000070	LOC111602194|XP_023174924.2|DHYD	LOC108082714|XP_017033711.1|DKIK
OG0000071	LOC111599791|XP_030081795.1|DHYD	LOC108070386|XP_017016326.1|DKIK
OG0000072	LOC111594128|XP_023163054.2|DHYD	LOC108076540|XP_017024942.1|DKIK
OG0000072	LOC111594127|XP_023163053.2|DHYD	LOC108076135|XP_017024352.1|DKIK
OG0000073	LOC111595450|XP_023164945.1|DHYD	LOC108082462|XP_017033327.1|DKIK
OG0000073	LOC111597481|XP_023168396.1|DHYD	LOC108079402|XP_017029216.1|DKIK
OG0000073	LOC111602674|XP_023175635.2|DHYD	LOC108075433|XP_017023346.1|DKIK
OG0000074	LOC111596936|XP_023167155.1|DHYD, LOC111596937|XP_023167156.2|DHYD	LOC108071625|XP_017017896.1|DKIK
OG0000074	LOC111601089|XP_023173284.2|DHYD	LOC108071877|XP_017018294.1|DKIK
OG0000075	LOC111595080|XP_023164404.2|DHYD	LOC108078729|XP_017028220.1|DKIK
OG0000075	LOC111595078|XP_023164402.1|DHYD	LOC108078805|XP_017028362.1|DKIK
OG0000075	LOC111595081|XP_023164405.1|DHYD	LOC108078731|XP_017028222.1|DKIK
OG0000076	LOC111599682|XP_023171158.1|DHYD	LOC108078964|XP_017028614.1|DKIK
OG0000076	LOC111592395|XP_023160339.2|DHYD, LOC111592398|XP_023160342.2|DHYD	LOC108085608|XP_017037769.1|DKIK, LOC108085599|XP_017037755.1|DKIK
OG0000076	LOC111600172|XP_023171933.1|DHYD	LOC108085219|XP_017037239.1|DKIK
OG0000076	LOC111594068|XP_023162969.2|DHYD	LOC108085227|XP_017037254.1|DKIK
OG0000077	LOC111599997|XP_023171665.1|DHYD	LOC108076740|XP_017025218.1|DKIK
OG0000077	LOC111595708|XP_023165321.1|DHYD	LOC108073492|XP_017020640.1|DKIK
OG0000077	LOC111599697|XP_023171187.1|DHYD	LOC108070868|XP_017016990.1|DKIK
OG0000077	LOC111592482|XP_023160465.1|DHYD	LOC108077758|XP_017026727.1|DKIK
OG0000078	LOC111593533|XP_023162105.1|DHYD, LOC111593319|XP_023161795.1|DHYD	LOC108082104|XP_017032889.1|DKIK
OG0000078	LOC111604289|XP_023178073.2|DHYD	LOC108083237|XP_017034431.1|DKIK
OG0000078	LOC111603428|XP_023176780.2|DHYD	LOC108084091|XP_017035604.1|DKIK
OG0000078	LOC111603133|XP_023176376.1|DHYD	LOC108080166|XP_017030300.1|DKIK
OG0000078	LOC111596540|XP_023166579.2|DHYD	LOC108083371|XP_017034605.1|DKIK
OG0000079	LOC111601222|XP_023173489.2|DHYD	LOC108086154|XP_017038504.1|DKIK, LOC108086155|XP_017038506.1|DKIK, LOC108086156|XP_017038507.1|DKIK, LOC108086084|XP_017038391.1|DKIK
OG0000079	LOC111601212|XP_023173478.1|DHYD, LOC111601204|XP_023173467.1|DHYD	LOC108086076|XP_017038383.1|DKIK
OG0000080	LOC111600911|XP_023173040.2|DHYD	LOC108082848|XP_017033908.1|DKIK, LOC108070937|XP_017017080.1|DKIK
OG0000080	LOC111592557|XP_023160621.1|DHYD	LOC108076175|XP_017024395.1|DKIK
OG0000081	LOC111595375|XP_023164839.2|DHYD	LOC108073934|XP_017021227.1|DKIK
OG0000082	LOC111600682|XP_023172704.2|DHYD	LOC108076521|XP_017024919.1|DKIK
OG0000082	LOC111595221|XP_023164604.2|DHYD	LOC108083631|XP_017034990.1|DKIK, LOC108083635|XP_017034994.1|DKIK
OG0000082	LOC111595651|XP_023165246.2|DHYD	LOC108082103|XP_017032888.1|DKIK, LOC108080754|XP_017031097.1|DKIK, LOC108077694|XP_017026619.1|DKIK
OG0000083	LOC111605744|XP_023180216.2|DHYD	LOC108077314|XP_017026091.1|DKIK, LOC108075851|XP_017023931.1|DKIK, LOC108075726|XP_017023759.1|DKIK
OG0000083	LOC111592658|XP_030079136.1|DHYD	LOC108077101|XP_017025775.1|DKIK
OG0000084	LOC111604038|XP_023177666.2|DHYD	LOC108082570|XP_017033516.1|DKIK
OG0000084	LOC111594007|XP_023162872.2|DHYD	LOC108073008|XP_017019953.1|DKIK
OG0000085	LOC111604178|XP_023177892.1|DHYD	LOC108078118|XP_017027223.1|DKIK
OG0000086	LOC115483460|XP_030081395.1|DHYD, LOC111602150|XP_030081396.1|DHYD	LOC108076785|XP_017025280.1|DKIK
OG0000087	LOC111598477|XP_023169504.1|DHYD	LOC108081995|XP_017032728.1|DKIK
OG0000087	LOC115482921|XP_030079086.1|DHYD, LOC115482922|XP_030079087.1|DHYD, LOC115482931|XP_030079123.1|DHYD	LOC108077379|XP_017026162.1|DKIK
OG0000087	LOC111604004|XP_023177629.2|DHYD	LOC108081987|XP_017032714.1|DKIK
OG0000088	LOC111592149|XP_023159964.1|DHYD	LOC108076386|XP_017024698.1|DKIK
OG0000088	LOC111598938|XP_023170184.1|DHYD	LOC108085237|XP_017037265.1|DKIK
OG0000088	LOC111593116|XP_023161484.1|DHYD	LOC108073869|XP_017021143.1|DKIK
OG0000088	LOC111604481|XP_023178334.1|DHYD	LOC108076406|XP_017024734.1|DKIK
OG0000088	LOC111593117|XP_023161486.2|DHYD	LOC108073878|XP_017021152.1|DKIK
OG0000089	LOC111603588|XP_023177012.1|DHYD	LOC108081135|XP_017031645.1|DKIK
OG0000089	LOC111598635|XP_023169747.1|DHYD	LOC108075612|XP_017023634.1|DKIK
OG0000089	LOC111603721|XP_023177200.1|DHYD	LOC108078680|XP_017028115.1|DKIK
OG0000090	LOC111592171|XP_023159993.2|DHYD	LOC108078092|XP_017027173.1|DKIK, LOC108078094|XP_017027177.1|DKIK
OG0000090	LOC111592119|XP_023159918.2|DHYD	LOC108077947|XP_017026974.1|DKIK
OG0000090	LOC111592435|XP_023160386.1|DHYD	LOC108078973|XP_017028631.1|DKIK
OG0000090	LOC111598762|XP_023169942.2|DHYD	LOC108071532|XP_017017793.1|DKIK
OG0000091	LOC111601403|XP_023173720.2|DHYD	LOC108075739|XP_017023776.1|DKIK
OG0000091	LOC111599470|XP_023170907.2|DHYD	LOC108082079|XP_017032861.1|DKIK
OG0000091	LOC111592942|XP_023161174.1|DHYD	LOC108081166|XP_017031709.1|DKIK
OG0000091	LOC111592941|XP_023161173.1|DHYD	LOC108081243|XP_017031811.1|DKIK
OG0000092	LOC111599699|XP_023171192.2|DHYD	LOC108071260|XP_017017437.1|DKIK, LOC108071268|XP_017017448.1|DKIK
OG0000092	LOC111597499|XP_023168028.2|DHYD	LOC108071264|XP_017017444.1|DKIK
OG0000092	LOC111597484|XP_023168003.2|DHYD	LOC108077658|XP_017026562.1|DKIK, LOC108071261|XP_017017438.1|DKIK
OG0000093	LOC111601939|XP_023174562.2|DHYD	LOC108079645|XP_017029525.1|DKIK
OG0000093	LOC111593071|XP_023161417.1|DHYD	LOC108074155|XP_017021548.1|DKIK
OG0000094	LOC111597580|XP_023168146.2|DHYD	LOC108071561|XP_017017831.1|DKIK
OG0000094	LOC111599491|XP_023170925.1|DHYD	LOC108070632|XP_017016689.1|DKIK, LOC108070631|XP_017016688.1|DKIK, LOC108070630|XP_017016687.1|DKIK
OG0000096	LOC111595909|XP_023165620.2|DHYD	LOC108082873|XP_017033940.1|DKIK
OG0000096	LOC111595917|XP_023165636.1|DHYD	LOC108075861|XP_017023944.1|DKIK
OG0000096	LOC111595908|XP_023165619.2|DHYD	LOC108085902|XP_017038160.1|DKIK
OG0000096	LOC111594349|XP_023163377.2|DHYD	LOC108082876|XP_017033946.1|DKIK
OG0000098	LOC111596482|XP_023166511.1|DHYD	LOC108077716|XP_017026656.1|DKIK
OG0000099	LOC111595394|XP_023164864.2|DHYD	LOC108083427|XP_017034672.1|DKIK
OG0000099	LOC115483034|XP_030079680.1|DHYD, LOC111605619|XP_030079681.1|DHYD, LOC111596155|XP_023166055.2|DHYD	LOC108083422|XP_017034666.1|DKIK
OG0000100	LOC111601225|XP_023173488.1|DHYD	LOC108076209|XP_017024435.1|DKIK
OG0000100	LOC111602698|XP_030078699.1|DHYD, LOC111593272|XP_023161711.2|DHYD	LOC108075976|XP_017024117.1|DKIK
OG0000101	LOC115483448|XP_030081298.1|DHYD	LOC108083696|XP_017035073.1|DKIK
OG0000102	LOC111597672|XP_023168266.1|DHYD	LOC108073007|XP_017019952.1|DKIK
OG0000102	LOC111597731|XP_023168344.2|DHYD	LOC108078325|XP_017027613.1|DKIK
OG0000103	LOC111601118|XP_023173340.1|DHYD, LOC111601119|XP_023173341.2|DHYD	LOC108078639|XP_017028056.1|DKIK, LOC108071952|XP_017018408.1|DKIK
OG0000103	LOC111601117|XP_023173339.2|DHYD	LOC108071951|XP_017018407.1|DKIK
OG0000103	LOC111605234|XP_023179437.1|DHYD	LOC108072142|XP_017018672.1|DKIK
OG0000104	LOC111604659|XP_023178583.1|DHYD	LOC108071553|XP_017017820.1|DKIK
OG0000104	LOC111600397|XP_023172245.2|DHYD, LOC115483402|XP_030081053.1|DHYD	LOC108082132|XP_017032923.1|DKIK
OG0000104	LOC111604693|XP_023178632.2|DHYD	LOC108073879|XP_017021153.1|DKIK, LOC108071539|XP_017017803.1|DKIK
OG0000105	LOC111603935|XP_023177532.2|DHYD	LOC108084017|XP_017035519.1|DKIK
OG0000105	LOC111597551|XP_023168115.2|DHYD, LOC111598625|XP_023169726.2|DHYD	LOC108080884|XP_017031275.1|DKIK
OG0000105	LOC111597554|XP_023168119.2|DHYD	LOC108080981|XP_017031395.1|DKIK, LOC108080983|XP_017031397.1|DKIK, LOC108080994|XP_017031408.1|DKIK
OG0000107	LOC111601231|XP_023173496.2|DHYD, LOC111594919|XP_023164178.2|DHYD, LOC111594909|XP_023164167.2|DHYD	LOC108072231|XP_017018782.1|DKIK, LOC108076846|XP_017025364.1|DKIK, LOC108076996|XP_017025555.1|DKIK, LOC108076845|XP_017025363.1|DKIK, LOC108072303|XP_017018860.1|DKIK, LOC108072229|XP_017018781.1|DKIK
OG0000109	LOC111600828|XP_023172903.2|DHYD	LOC108077299|XP_017026069.1|DKIK, LOC108076928|XP_017025463.1|DKIK
OG0000109	LOC111601018|XP_023173193.2|DHYD	LOC108077298|XP_017026067.1|DKIK
OG0000110	LOC111602899|XP_030081123.1|DHYD	LOC108078140|XP_017027262.1|DKIK
OG0000110	LOC111602896|XP_023176001.2|DHYD	LOC108078152|XP_017027292.1|DKIK
OG0000110	LOC111602908|XP_030081181.1|DHYD	LOC108078144|XP_017027276.1|DKIK
OG0000110	LOC111602891|XP_023175994.1|DHYD	LOC108078161|XP_017027305.1|DKIK
OG0000111	LOC111593853|XP_023162670.1|DHYD	LOC108082105|XP_017032890.1|DKIK
OG0000111	LOC111592679|XP_023160814.1|DHYD, LOC111594826|XP_023164062.1|DHYD	LOC108082108|XP_017032897.1|DKIK
OG0000112	LOC111605329|XP_023179566.2|DHYD	LOC108085943|XP_017038219.1|DKIK
OG0000112	LOC111605332|XP_023179568.2|DHYD, LOC111603144|XP_023176388.1|DHYD, LOC111603201|XP_023176458.2|DHYD	LOC108080039|XP_017030105.1|DKIK, LOC108080020|XP_017030077.1|DKIK
OG0000113	LOC111603366|XP_023176683.2|DHYD, LOC111604045|XP_023177669.1|DHYD	LOC108070647|XP_017016704.1|DKIK
OG0000114	LOC111603785|XP_023177294.1|DHYD	LOC108082011|XP_017032755.1|DKIK
OG0000114	LOC111603782|XP_023177292.2|DHYD	LOC108082009|XP_017032753.1|DKIK
OG0000114	LOC111603784|XP_023177293.1|DHYD	LOC108082010|XP_017032754.1|DKIK
OG0000116	LOC111604852|XP_023178853.1|DHYD	LOC108071262|XP_017017439.1|DKIK
OG0000116	LOC111604823|XP_023178815.2|DHYD	LOC108072007|XP_017018473.1|DKIK, LOC108076606|XP_017025010.1|DKIK, LOC108071989|XP_017018452.1|DKIK
OG0000116	LOC111604866|XP_030078684.1|DHYD, LOC111604867|XP_030078683.1|DHYD, LOC111604903|XP_023178910.2|DHYD	LOC108071254|XP_017017430.1|DKIK, LOC108071253|XP_017017429.1|DKIK
OG0000117	LOC111600402|XP_023172250.2|DHYD	LOC108085279|XP_017037320.1|DKIK
OG0000117	LOC111600404|XP_023172253.2|DHYD	LOC108085280|XP_017037321.1|DKIK
OG0000117	LOC111600405|XP_023172254.1|DHYD	LOC108085261|XP_017037300.1|DKIK
OG0000118	LOC111602186|XP_023174913.2|DHYD, LOC111602185|XP_023174912.2|DHYD	LOC108084058|XP_017035569.1|DKIK, LOC108084069|XP_017035580.1|DKIK, LOC108080909|XP_017031302.1|DKIK
OG0000119	LOC111594626|XP_023163785.1|DHYD	LOC108084244|XP_017035870.1|DKIK, LOC108084245|XP_017035871.1|DKIK
OG0000119	LOC111594598|XP_023163731.1|DHYD	LOC108084013|XP_017035515.1|DKIK
OG0000119	LOC111594582|XP_023163708.1|DHYD	LOC108084109|XP_017035624.1|DKIK
OG0000120	LOC111604779|XP_023178762.1|DHYD	LOC108076008|XP_017024152.1|DKIK
OG0000120	LOC111600604|XP_023172567.2|DHYD	LOC108073105|XP_017020084.1|DKIK
OG0000120	LOC111603518|XP_023176910.1|DHYD	LOC108082906|XP_017033978.1|DKIK
OG0000120	LOC111601088|XP_023173283.1|DHYD	LOC108083606|XP_017034966.1|DKIK
OG0000121	LOC111603179|XP_023176430.1|DHYD	LOC108071718|XP_017018030.1|DKIK
OG0000121	LOC111597218|XP_030080606.1|DHYD	LOC108077632|XP_017026534.1|DKIK, LOC108077631|XP_017026533.1|DKIK
OG0000121	LOC111597213|XP_023167555.2|DHYD, LOC111597090|XP_023167398.1|DHYD	LOC108077895|XP_017026922.1|DKIK, LOC108077893|XP_017026919.1|DKIK
OG0000122	LOC111594761|XP_023163978.2|DHYD	LOC108074529|XP_017022095.1|DKIK
OG0000122	LOC111601844|XP_023174446.2|DHYD	LOC108074147|XP_017021535.1|DKIK
OG0000122	LOC111604606|XP_023178487.1|DHYD	LOC108078069|XP_017027122.1|DKIK
OG0000122	LOC111602177|XP_030079238.1|DHYD	LOC108086046|XP_017038354.1|DKIK
OG0000123	LOC111604152|XP_023177844.1|DHYD, LOC111604143|XP_023177833.1|DHYD	LOC108076393|XP_017024719.1|DKIK
OG0000123	LOC115482780|XP_030078625.1|DHYD, LOC111592387|XP_023160330.2|DHYD	LOC108080459|XP_017030684.1|DKIK
OG0000124	LOC111596345|XP_023166304.2|DHYD, LOC111596341|XP_023166294.2|DHYD, LOC111596342|XP_023166295.2|DHYD	LOC108076347|XP_017024629.1|DKIK
OG0000124	LOC111597130|XP_023167459.2|DHYD	LOC108078503|XP_017027891.1|DKIK, LOC108078504|XP_017027895.1|DKIK
OG0000125	LOC111598816|XP_023170014.1|DHYD	LOC108073859|XP_017021130.1|DKIK, LOC108084946|XP_017036832.1|DKIK
OG0000125	LOC111596553|XP_023166598.2|DHYD	LOC108083937|XP_017035432.1|DKIK
OG0000125	LOC111594119|XP_023163047.2|DHYD	LOC108076398|XP_017024726.1|DKIK
OG0000127	LOC111602713|XP_023175721.1|DHYD	LOC108084026|XP_017035528.1|DKIK, LOC108084099|XP_017035615.1|DKIK
OG0000127	LOC111602743|XP_023175763.2|DHYD	LOC108084025|XP_017035527.1|DKIK
OG0000127	LOC111602747|XP_023175766.2|DHYD	LOC108084088|XP_017035601.1|DKIK
OG0000128	LOC111604073|XP_030081308.1|DHYD	LOC108082339|XP_017033157.1|DKIK, LOC108082274|XP_017033093.1|DKIK
OG0000128	LOC111604098|XP_023177766.2|DHYD, LOC115483459|XP_030081391.1|DHYD, LOC115483450|XP_030081307.1|DHYD	LOC108084070|XP_017035577.1|DKIK
OG0000129	LOC111597362|XP_023167785.1|DHYD	LOC108079385|XP_017029196.1|DKIK
OG0000129	LOC111600994|XP_023173154.2|DHYD	LOC108070448|XP_017016416.1|DKIK
OG0000129	LOC111600993|XP_023173153.1|DHYD	LOC108074574|XP_017022165.1|DKIK
OG0000129	LOC111597361|XP_023167784.1|DHYD	LOC108079384|XP_017029194.1|DKIK
OG0000130	LOC111595665|XP_023165255.2|DHYD	LOC108071644|XP_017017924.1|DKIK
OG0000130	LOC111595642|XP_023165234.2|DHYD	LOC108071629|XP_017017901.1|DKIK
OG0000130	LOC111595664|XP_023165254.2|DHYD	LOC108071647|XP_017017926.1|DKIK, LOC108071643|XP_017017923.1|DKIK
OG0000131	LOC111594556|XP_023163679.2|DHYD	LOC108080803|XP_017031183.1|DKIK
OG0000132	LOC111595014|XP_023164289.2|DHYD	LOC108074500|XP_017022064.1|DKIK
OG0000132	LOC111603549|XP_023176951.2|DHYD	LOC108084363|XP_017036025.1|DKIK
OG0000134	LOC111602019|XP_023174685.1|DHYD	LOC108075492|XP_017023441.1|DKIK
OG0000134	LOC111598831|XP_030078873.1|DHYD	LOC108076037|XP_017024186.1|DKIK
OG0000134	LOC111601548|XP_023173960.1|DHYD	LOC108077139|XP_017025842.1|DKIK
OG0000136	LOC111597401|XP_023167848.2|DHYD	LOC108084384|XP_017036065.1|DKIK, LOC108072864|XP_017019673.1|DKIK
OG0000137	LOC111596505|XP_023166534.1|DHYD	LOC108079090|XP_017028805.1|DKIK
OG0000137	LOC111594447|XP_023163503.2|DHYD	LOC108070683|XP_017016744.1|DKIK
OG0000137	LOC111601021|XP_023173196.2|DHYD	LOC108079073|XP_017028777.1|DKIK
OG0000138	LOC111603648|XP_023177095.2|DHYD	LOC108085405|XP_017037462.1|DKIK
OG0000138	LOC111603646|XP_023177093.2|DHYD	LOC108085456|XP_017037558.1|DKIK
OG0000138	LOC111603667|XP_023177119.1|DHYD	LOC108085455|XP_017037557.1|DKIK
OG0000138	LOC111603600|XP_023177027.2|DHYD, LOC111603668|XP_023177120.2|DHYD	LOC108085457|XP_017037559.1|DKIK
OG0000139	LOC111592313|XP_023160190.2|DHYD, LOC111592302|XP_023160177.2|DHYD	LOC108077394|XP_017026177.1|DKIK
OG0000140	LOC111598783|XP_023169969.2|DHYD	LOC108084947|XP_017036835.1|DKIK
OG0000141	LOC111601723|XP_023174214.2|DHYD	LOC108077557|XP_017026439.1|DKIK
OG0000141	LOC111601724|XP_023174215.1|DHYD	LOC108077558|XP_017026440.1|DKIK
OG0000141	LOC111601725|XP_023174216.2|DHYD	LOC108077517|XP_017026369.1|DKIK, LOC108077483|XP_017026294.1|DKIK
OG0000142	LOC111593371|XP_023161855.1|DHYD	LOC108073193|XP_017020195.1|DKIK
OG0000142	LOC111598639|XP_030081632.1|DHYD	LOC108072493|XP_017019152.1|DKIK
OG0000142	LOC111605339|XP_030080112.1|DHYD	LOC108078996|XP_017028664.1|DKIK
OG0000143	LOC111593521|XP_023162080.2|DHYD	LOC108080675|XP_017030997.1|DKIK, LOC108081288|XP_017031865.1|DKIK
OG0000143	LOC111593524|XP_023162085.1|DHYD, LOC111593522|XP_023162082.1|DHYD	LOC108080652|XP_017030964.1|DKIK
OG0000144	LOC111604227|XP_023177966.2|DHYD	LOC108084005|XP_017035507.1|DKIK
OG0000144	LOC111596455|XP_023166450.1|DHYD	LOC108074187|XP_017021613.1|DKIK
OG0000145	LOC111603372|XP_023176692.1|DHYD	LOC108080161|XP_017030292.1|DKIK
OG0000145	LOC115483294|XP_030080505.1|DHYD, LOC111594181|XP_023163131.1|DHYD	LOC108072611|XP_017019323.1|DKIK
OG0000145	LOC111594179|XP_023163129.2|DHYD, LOC115483303|XP_030080517.1|DHYD	LOC108072579|XP_017019273.1|DKIK
OG0000145	LOC115483293|XP_030080502.1|DHYD, LOC111594177|XP_023163128.2|DHYD	LOC108072578|XP_017019272.1|DKIK
OG0000147	LOC111595831|XP_023165506.1|DHYD	LOC108077260|XP_017026015.1|DKIK
OG0000147	LOC111594434|XP_030080605.1|DHYD	LOC108085646|XP_017037825.1|DKIK
OG0000147	LOC111594518|XP_023163614.1|DHYD	LOC108085647|XP_017037826.1|DKIK
OG0000148	LOC111601105|XP_023173316.2|DHYD	LOC108086104|XP_017038421.1|DKIK
OG0000148	LOC111593768|XP_023162555.2|DHYD	LOC108082842|XP_017033898.1|DKIK
OG0000149	LOC111592069|XP_023159843.2|DHYD	LOC108081466|XP_017032148.1|DKIK
OG0000149	LOC111593628|XP_023162265.1|DHYD	LOC108079227|XP_017028999.1|DKIK
