Orthogroup	DHYD.longest_only	DFIC.longest_only
OG0000058	LOC111602372|XP_023175155.1|DHYD, LOC111602373|XP_023175156.2|DHYD	LOC108099713|XP_017058824.1|DFIC, LOC108098458|XP_017056851.1|DFIC, LOC108098312|XP_017056614.1|DFIC, LOC108098300|XP_017056599.1|DFIC
OG0000058	LOC111602375|XP_023175159.2|DHYD, LOC111602371|XP_023175154.1|DHYD, LOC111602374|XP_023175158.2|DHYD	LOC108093385|XP_017048892.1|DFIC
OG0000058	LOC111591894|XP_023159568.1|DHYD	LOC108092885|XP_017048216.1|DFIC
OG0000059	LOC111595783|XP_030078737.1|DHYD	LOC108095725|XP_017052388.1|DFIC
OG0000059	LOC111595875|XP_023165572.2|DHYD	LOC108095914|XP_017052731.1|DFIC, LOC108095915|XP_017052732.1|DFIC
OG0000059	LOC111595256|XP_023164673.2|DHYD	LOC108095912|XP_017052729.1|DFIC
OG0000059	LOC111595830|XP_030078745.1|DHYD, LOC111595757|XP_023165402.2|DHYD, LOC111595792|XP_023165450.1|DHYD	LOC108096013|XP_017052851.1|DFIC
OG0000060	LOC111605118|XP_023179239.1|DHYD	LOC108091169|XP_017045705.1|DFIC
OG0000060	LOC111594203|XP_023163168.1|DHYD	LOC108090629|XP_017044896.1|DFIC
OG0000060	LOC115482748|XP_030081618.1|DHYD	LOC108090119|XP_017044139.1|DFIC
OG0000060	LOC111597837|XP_023168500.1|DHYD	LOC108086822|XP_017039354.1|DFIC
OG0000060	LOC111598840|XP_023170044.1|DHYD	LOC108101966|XP_017062037.1|DFIC
OG0000060	LOC111596076|XP_023165902.2|DHYD	LOC108092553|XP_017047676.1|DFIC
OG0000061	LOC111601172|XP_023173419.2|DHYD	LOC108094528|XP_017050618.1|DFIC
OG0000061	LOC111601168|XP_023173414.2|DHYD	LOC108094524|XP_017050615.1|DFIC
OG0000061	LOC111601143|XP_023173378.2|DHYD	LOC108094529|XP_017050620.1|DFIC, LOC108102053|XP_017062173.1|DFIC, LOC108094526|XP_017050616.1|DFIC
OG0000061	LOC111601144|XP_023173379.1|DHYD	LOC108094527|XP_017050617.1|DFIC
OG0000062	LOC111598288|XP_023169239.1|DHYD	LOC108094292|XP_017050285.1|DFIC
OG0000062	LOC111600181|XP_023171951.1|DHYD, LOC111596290|XP_030080523.1|DHYD	LOC108094446|XP_017050509.1|DFIC, LOC108094420|XP_017050481.1|DFIC
OG0000063	LOC111602944|XP_023176073.2|DHYD, LOC111602943|XP_023176072.2|DHYD, LOC111602946|XP_023176074.2|DHYD	LOC108102253|XP_017062492.1|DFIC, LOC108102254|XP_017062493.1|DFIC, LOC108102252|XP_017062491.1|DFIC
OG0000063	LOC111597578|XP_023168144.2|DHYD	LOC108089709|XP_017043545.1|DFIC
OG0000063	LOC111597466|XP_023167982.2|DHYD	LOC108089764|XP_017043644.1|DFIC
OG0000063	LOC111597464|XP_023167980.2|DHYD	LOC108089767|XP_017043647.1|DFIC, LOC108089761|XP_017043640.1|DFIC
OG0000065	LOC111598539|XP_023169599.2|DHYD	LOC108087975|XP_017041064.1|DFIC
OG0000065	LOC111599010|XP_023170294.2|DHYD, LOC111604341|XP_023178171.2|DHYD	LOC108100958|XP_017060597.1|DFIC, LOC108100940|XP_017060574.1|DFIC, LOC108087976|XP_017041066.1|DFIC, LOC108087006|XP_017039644.1|DFIC, LOC108087009|XP_017039646.1|DFIC, LOC108087007|XP_017039645.1|DFIC
OG0000066	LOC111596465|XP_023166485.1|DHYD	LOC108091801|XP_017046658.1|DFIC, LOC108102277|XP_017062516.1|DFIC
OG0000066	LOC111603713|XP_023177187.1|DHYD	LOC108094357|XP_017050387.1|DFIC
OG0000066	LOC111604865|XP_023178868.2|DHYD	LOC108096246|XP_017053178.1|DFIC
OG0000066	LOC111595983|XP_023165737.1|DHYD	LOC108091186|XP_017045747.1|DFIC
OG0000066	LOC111603187|XP_023176438.2|DHYD	LOC108096709|XP_017054033.1|DFIC
OG0000067	LOC111603515|XP_023176907.2|DHYD	LOC108098544|XP_017057031.1|DFIC
OG0000067	LOC111593087|XP_023161450.1|DHYD	LOC108089737|XP_017043607.1|DFIC
OG0000067	LOC111604531|XP_023178401.2|DHYD	LOC108090972|XP_017045416.1|DFIC
OG0000067	LOC111593109|XP_023161477.2|DHYD	LOC108089736|XP_017043606.1|DFIC
OG0000067	LOC111601094|XP_023173298.2|DHYD	LOC108093275|XP_017048744.1|DFIC
OG0000068	LOC111593542|XP_023162133.2|DHYD	LOC108094867|XP_017051178.1|DFIC
OG0000068	LOC111598177|XP_023169045.2|DHYD	LOC108098038|XP_017056186.1|DFIC
OG0000069	LOC111593948|XP_023162811.1|DHYD	LOC108095205|XP_017051701.1|DFIC
OG0000070	LOC111602191|XP_023174921.2|DHYD	LOC108093013|XP_017048405.1|DFIC
OG0000070	LOC111591972|XP_023159687.1|DHYD	LOC108097315|XP_017055021.1|DFIC
OG0000070	LOC111602192|XP_023174922.2|DHYD	LOC108093017|XP_017048410.1|DFIC
OG0000070	LOC111602194|XP_023174924.2|DHYD	LOC108093018|XP_017048411.1|DFIC
OG0000071	LOC111599791|XP_030081795.1|DHYD	LOC108095466|XP_017052069.1|DFIC
OG0000072	LOC111604605|XP_023178486.1|DHYD	LOC108090389|XP_017044527.1|DFIC
OG0000072	LOC111594128|XP_023163054.2|DHYD	LOC108090306|XP_017044405.1|DFIC
OG0000072	LOC111594127|XP_023163053.2|DHYD	LOC108090388|XP_017044526.1|DFIC
OG0000073	LOC111595450|XP_023164945.1|DHYD	LOC108093786|XP_017049554.1|DFIC
OG0000073	LOC111597481|XP_023168396.1|DHYD	LOC108097185|XP_017054817.1|DFIC
OG0000073	LOC111602674|XP_023175635.2|DHYD	LOC108098509|XP_017056925.1|DFIC
OG0000074	LOC111596936|XP_023167155.1|DHYD, LOC111596937|XP_023167156.2|DHYD	LOC108093150|XP_017048585.1|DFIC
OG0000074	LOC111601089|XP_023173284.2|DHYD	LOC108099854|XP_017058989.1|DFIC
OG0000075	LOC111595080|XP_023164404.2|DHYD	LOC108096303|XP_017053279.1|DFIC
OG0000075	LOC111595078|XP_023164402.1|DHYD	LOC108096448|XP_017053541.1|DFIC
OG0000075	LOC111595081|XP_023164405.1|DHYD	LOC108096307|XP_017053282.1|DFIC
OG0000075	LOC111595077|XP_023164401.1|DHYD, LOC111595142|XP_023164483.1|DHYD	LOC108096304|XP_017053280.1|DFIC
OG0000076	LOC111599682|XP_023171158.1|DHYD	LOC108096321|XP_017053338.1|DFIC
OG0000076	LOC111592395|XP_023160339.2|DHYD, LOC111592398|XP_023160342.2|DHYD	LOC108087907|XP_017040976.1|DFIC, LOC108088087|XP_017041231.1|DFIC
OG0000076	LOC111600172|XP_023171933.1|DHYD	LOC108094504|XP_017050597.1|DFIC
OG0000076	LOC111594068|XP_023162969.2|DHYD	LOC108094514|XP_017050608.1|DFIC
OG0000077	LOC111599997|XP_023171665.1|DHYD	LOC108094895|XP_017051224.1|DFIC
OG0000077	LOC111595708|XP_023165321.1|DHYD	LOC108099491|XP_017058540.1|DFIC
OG0000077	LOC111599697|XP_023171187.1|DHYD	LOC108101896|XP_017061947.1|DFIC
OG0000077	LOC111592482|XP_023160465.1|DHYD	LOC108088470|XP_017041744.1|DFIC
OG0000078	LOC111593533|XP_023162105.1|DHYD, LOC111593319|XP_023161795.1|DHYD	LOC108094965|XP_017051317.1|DFIC
OG0000078	LOC111604289|XP_023178073.2|DHYD	LOC108088926|XP_017042437.1|DFIC
OG0000078	LOC111603428|XP_023176780.2|DHYD	LOC108093529|XP_017049111.1|DFIC
OG0000078	LOC111603133|XP_023176376.1|DHYD	LOC108098116|XP_017056325.1|DFIC
OG0000078	LOC111596540|XP_023166579.2|DHYD	LOC108098159|XP_017056384.1|DFIC
OG0000079	LOC111601222|XP_023173489.2|DHYD	LOC108092477|XP_017047558.1|DFIC
OG0000079	LOC111601212|XP_023173478.1|DHYD, LOC111601204|XP_023173467.1|DHYD	LOC108092475|XP_017047555.1|DFIC, LOC108092352|XP_017047375.1|DFIC, LOC108092476|XP_017047557.1|DFIC, LOC108092474|XP_017047554.1|DFIC
OG0000080	LOC111600911|XP_023173040.2|DHYD	LOC108094031|XP_017049951.1|DFIC, LOC108099995|XP_017059184.1|DFIC
OG0000080	LOC111592557|XP_023160621.1|DHYD	LOC108090461|XP_017044643.1|DFIC
OG0000081	LOC111595375|XP_023164839.2|DHYD	LOC108100698|XP_017060209.1|DFIC
OG0000082	LOC111600682|XP_023172704.2|DHYD	LOC108096757|XP_017054106.1|DFIC
OG0000082	LOC111595221|XP_023164604.2|DHYD	LOC108095665|XP_017052319.1|DFIC, LOC108095966|XP_017052798.1|DFIC
OG0000082	LOC111595651|XP_023165246.2|DHYD	LOC108092010|XP_017046931.1|DFIC
OG0000083	LOC111605744|XP_023180216.2|DHYD	LOC108089266|XP_017042925.1|DFIC, LOC108094480|XP_017050969.1|DFIC, LOC108098733|XP_017057353.1|DFIC, LOC108098736|XP_017057355.1|DFIC, LOC108098735|XP_017057354.1|DFIC, LOC108098717|XP_017057324.1|DFIC, LOC108098712|XP_017057316.1|DFIC
OG0000083	LOC111592658|XP_030079136.1|DHYD	LOC108089245|XP_017042898.1|DFIC
OG0000084	LOC111604038|XP_023177666.2|DHYD	LOC108087862|XP_017040935.1|DFIC
OG0000084	LOC111594007|XP_023162872.2|DHYD	LOC108093919|XP_017049775.1|DFIC
OG0000085	LOC111604178|XP_023177892.1|DHYD	LOC108101594|XP_017061495.1|DFIC
OG0000086	LOC115483460|XP_030081395.1|DHYD, LOC111602150|XP_030081396.1|DHYD	LOC108096752|XP_017054097.1|DFIC
OG0000087	LOC111598477|XP_023169504.1|DHYD	LOC108101150|XP_017060862.1|DFIC
OG0000087	LOC115482921|XP_030079086.1|DHYD, LOC115482922|XP_030079087.1|DHYD, LOC115482931|XP_030079123.1|DHYD	LOC108090029|XP_017044014.1|DFIC
OG0000088	LOC111592149|XP_023159964.1|DHYD	LOC108094304|XP_017050312.1|DFIC
OG0000088	LOC111598938|XP_023170184.1|DHYD	LOC108101734|XP_017061675.1|DFIC
OG0000088	LOC111593116|XP_023161484.1|DHYD	LOC108100188|XP_017059448.1|DFIC
OG0000088	LOC111604481|XP_023178334.1|DHYD	LOC108093949|XP_017049834.1|DFIC
OG0000088	LOC111593117|XP_023161486.2|DHYD	LOC108100212|XP_017059477.1|DFIC
OG0000089	LOC111603588|XP_023177012.1|DHYD	LOC108098591|XP_017057133.1|DFIC
OG0000089	LOC111598635|XP_023169747.1|DHYD	LOC108098939|XP_017057635.1|DFIC
OG0000089	LOC111603721|XP_023177200.1|DHYD	LOC108087422|XP_017040258.1|DFIC
OG0000090	LOC111592171|XP_023159993.2|DHYD	LOC108090757|XP_017045079.1|DFIC
OG0000090	LOC111592119|XP_023159918.2|DHYD	LOC108090961|XP_017045394.1|DFIC
OG0000090	LOC111592435|XP_023160386.1|DHYD	LOC108096450|XP_017053542.1|DFIC
OG0000090	LOC111598762|XP_023169942.2|DHYD	LOC108100299|XP_017059587.1|DFIC
OG0000091	LOC111601403|XP_023173720.2|DHYD	LOC108086553|XP_017038985.1|DFIC
OG0000091	LOC111599470|XP_023170907.2|DHYD	LOC108102111|XP_017062264.1|DFIC
OG0000091	LOC111592942|XP_023161174.1|DHYD	LOC108087170|XP_017039900.1|DFIC
OG0000091	LOC111592941|XP_023161173.1|DHYD	LOC108087365|XP_017040194.1|DFIC
OG0000092	LOC111599699|XP_023171192.2|DHYD	LOC108096020|XP_017052859.1|DFIC
OG0000092	LOC111597499|XP_023168028.2|DHYD	LOC108095984|XP_017052817.1|DFIC
OG0000092	LOC111597484|XP_023168003.2|DHYD	LOC108095732|XP_017052397.1|DFIC, LOC108096015|XP_017052854.1|DFIC
OG0000093	LOC111601939|XP_023174562.2|DHYD	LOC108092694|XP_017047894.1|DFIC
OG0000093	LOC111593071|XP_023161417.1|DHYD	LOC108088659|XP_017042076.1|DFIC
OG0000094	LOC111597580|XP_023168146.2|DHYD	LOC108089688|XP_017043524.1|DFIC
OG0000094	LOC111599491|XP_023170925.1|DHYD	LOC108091775|XP_017046611.1|DFIC
OG0000096	LOC111595909|XP_023165620.2|DHYD	LOC108089176|XP_017042801.1|DFIC, LOC108101171|XP_017060888.1|DFIC, LOC108101173|XP_017060892.1|DFIC
OG0000096	LOC111595917|XP_023165636.1|DHYD	LOC108094544|XP_017050641.1|DFIC
OG0000096	LOC111595908|XP_023165619.2|DHYD	LOC108087280|XP_017040078.1|DFIC
OG0000096	LOC111594349|XP_023163377.2|DHYD	LOC108090955|XP_017045426.1|DFIC, LOC108092752|XP_017047972.1|DFIC
OG0000098	LOC111596482|XP_023166511.1|DHYD	LOC108087974|XP_017041063.1|DFIC
OG0000099	LOC111595394|XP_023164864.2|DHYD	LOC108097067|XP_017054593.1|DFIC
OG0000099	LOC115483034|XP_030079680.1|DHYD, LOC111605619|XP_030079681.1|DHYD, LOC111596155|XP_023166055.2|DHYD	LOC108097065|XP_017054590.1|DFIC
OG0000100	LOC111601225|XP_023173488.1|DHYD	LOC108090525|XP_017044732.1|DFIC
OG0000100	LOC111602698|XP_030078699.1|DHYD, LOC111593272|XP_023161711.2|DHYD	LOC108092048|XP_017046984.1|DFIC
OG0000101	LOC111605102|XP_023179212.1|DHYD	LOC108088290|XP_017041499.1|DFIC
OG0000101	LOC115483448|XP_030081298.1|DHYD	LOC108088292|XP_017041511.1|DFIC
OG0000102	LOC111597672|XP_023168266.1|DHYD	LOC108093909|XP_017049764.1|DFIC
OG0000102	LOC111597731|XP_023168344.2|DHYD	LOC108090478|XP_017044665.1|DFIC
OG0000103	LOC111601118|XP_023173340.1|DHYD, LOC111601119|XP_023173341.2|DHYD	LOC108094023|XP_017049946.1|DFIC, LOC108099866|XP_017059003.1|DFIC, LOC108099867|XP_017059004.1|DFIC
OG0000103	LOC111601117|XP_023173339.2|DHYD	LOC108099865|XP_017059002.1|DFIC
OG0000103	LOC111605234|XP_023179437.1|DHYD	LOC108086454|XP_017038864.1|DFIC
OG0000104	LOC111604659|XP_023178583.1|DHYD	LOC108089623|XP_017043475.1|DFIC
OG0000104	LOC111600397|XP_023172245.2|DHYD, LOC115483402|XP_030081053.1|DHYD	LOC108097716|XP_017055739.1|DFIC, LOC108097823|XP_017055831.1|DFIC
OG0000104	LOC111604693|XP_023178632.2|DHYD	LOC108089503|XP_017043297.1|DFIC
OG0000105	LOC111603935|XP_023177532.2|DHYD	LOC108091851|XP_017046719.1|DFIC
OG0000105	LOC111597551|XP_023168115.2|DHYD, LOC111598625|XP_023169726.2|DHYD	LOC108099251|XP_017058111.1|DFIC
OG0000105	LOC111597554|XP_023168119.2|DHYD	LOC108099504|XP_017058556.1|DFIC, LOC108099252|XP_017058112.1|DFIC, LOC108099253|XP_017058113.1|DFIC
OG0000107	LOC111601231|XP_023173496.2|DHYD, LOC111594919|XP_023164178.2|DHYD, LOC111594909|XP_023164167.2|DHYD	LOC108096600|XP_017053787.1|DFIC, LOC108096602|XP_017053789.1|DFIC, LOC108095598|XP_017052255.1|DFIC, LOC108095582|XP_017052230.1|DFIC, LOC108094425|XP_017050485.1|DFIC, LOC108094343|XP_017050376.1|DFIC, LOC108095574|XP_017052217.1|DFIC, LOC108098734|XP_017057357.1|DFIC, LOC108095588|XP_017052243.1|DFIC, LOC108096607|XP_017053803.1|DFIC
OG0000109	LOC111600828|XP_023172903.2|DHYD	LOC108099999|XP_017059189.1|DFIC, LOC108100065|XP_017059289.1|DFIC, LOC108100095|XP_017059329.1|DFIC, LOC108099998|XP_017059188.1|DFIC
OG0000109	LOC111601018|XP_023173193.2|DHYD	LOC108087041|XP_017039740.1|DFIC, LOC108089256|XP_017042911.1|DFIC
OG0000110	LOC111602899|XP_030081123.1|DHYD	LOC108088246|XP_017041452.1|DFIC
OG0000110	LOC111602896|XP_023176001.2|DHYD	LOC108088248|XP_017041454.1|DFIC
OG0000110	LOC111602908|XP_030081181.1|DHYD	LOC108088255|XP_017041461.1|DFIC, LOC108088254|XP_017041460.1|DFIC
OG0000110	LOC111602891|XP_023175994.1|DHYD	LOC108088256|XP_017041463.1|DFIC
OG0000111	LOC111593853|XP_023162670.1|DHYD	LOC108094777|XP_017051039.1|DFIC
OG0000111	LOC111592679|XP_023160814.1|DHYD, LOC111594826|XP_023164062.1|DHYD	LOC108094927|XP_017051274.1|DFIC, LOC108094929|XP_017051277.1|DFIC
OG0000112	LOC111605329|XP_023179566.2|DHYD	LOC108098021|XP_017056163.1|DFIC
OG0000112	LOC111605332|XP_023179568.2|DHYD, LOC111603144|XP_023176388.1|DHYD, LOC111603201|XP_023176458.2|DHYD	LOC108097867|XP_017055891.1|DFIC, LOC108098130|XP_017056341.1|DFIC
OG0000113	LOC111603366|XP_023176683.2|DHYD, LOC111604045|XP_023177669.1|DHYD	LOC108090089|XP_017044080.1|DFIC
OG0000114	LOC111603785|XP_023177294.1|DHYD	LOC108102109|XP_017062262.1|DFIC, LOC108102091|XP_017062235.1|DFIC
OG0000114	LOC111603782|XP_023177292.2|DHYD	LOC108102106|XP_017062258.1|DFIC, LOC108095639|XP_017052297.1|DFIC
OG0000114	LOC111603784|XP_023177293.1|DHYD	LOC108102107|XP_017062260.1|DFIC
OG0000116	LOC111604852|XP_023178853.1|DHYD	LOC108096024|XP_017052862.1|DFIC
OG0000116	LOC111604823|XP_023178815.2|DHYD	LOC108095865|XP_017052658.1|DFIC, LOC108095951|XP_017052778.1|DFIC
OG0000116	LOC111604866|XP_030078684.1|DHYD, LOC111604867|XP_030078683.1|DHYD, LOC111604903|XP_023178910.2|DHYD	LOC108096016|XP_017052855.1|DFIC
OG0000117	LOC111600402|XP_023172250.2|DHYD	LOC108098321|XP_017056635.1|DFIC
OG0000117	LOC111600404|XP_023172253.2|DHYD	LOC108098322|XP_017056636.1|DFIC
OG0000117	LOC111600405|XP_023172254.1|DHYD	LOC108098323|XP_017056637.1|DFIC
OG0000117	LOC111600409|XP_023172258.2|DHYD	LOC108098326|XP_017056639.1|DFIC
OG0000118	LOC111602186|XP_023174913.2|DHYD, LOC111602185|XP_023174912.2|DHYD	LOC108098379|XP_017056731.1|DFIC
OG0000119	LOC111594626|XP_023163785.1|DHYD	LOC108098930|XP_017057624.1|DFIC
OG0000119	LOC111594598|XP_023163731.1|DHYD	LOC108098763|XP_017057383.1|DFIC
OG0000119	LOC111594582|XP_023163708.1|DHYD	LOC108098929|XP_017057623.1|DFIC
OG0000120	LOC111604779|XP_023178762.1|DHYD	LOC108092896|XP_017048233.1|DFIC
OG0000120	LOC111600604|XP_023172567.2|DHYD	LOC108093778|XP_017049539.1|DFIC
OG0000120	LOC111601088|XP_023173283.1|DHYD	LOC108098999|XP_017057719.1|DFIC
OG0000121	LOC111603179|XP_023176430.1|DHYD	LOC108088578|XP_017041917.1|DFIC
OG0000121	LOC111597218|XP_030080606.1|DHYD	LOC108091875|XP_017046745.1|DFIC
OG0000121	LOC111597213|XP_023167555.2|DHYD, LOC111597090|XP_023167398.1|DHYD	LOC108091877|XP_017046748.1|DFIC, LOC108092221|XP_017047244.1|DFIC, LOC108091878|XP_017046749.1|DFIC, LOC108092222|XP_017047245.1|DFIC
OG0000122	LOC111594761|XP_023163978.2|DHYD	LOC108094131|XP_017050042.1|DFIC
OG0000122	LOC111601844|XP_023174446.2|DHYD	LOC108091045|XP_017045485.1|DFIC
OG0000122	LOC111604606|XP_023178487.1|DHYD	LOC108090686|XP_017044961.1|DFIC
OG0000122	LOC111602177|XP_030079238.1|DHYD	LOC108091442|XP_017046125.1|DFIC
OG0000123	LOC111604152|XP_023177844.1|DHYD, LOC111604143|XP_023177833.1|DHYD	LOC108101851|XP_017061859.1|DFIC
OG0000123	LOC115482780|XP_030078625.1|DHYD, LOC111592387|XP_023160330.2|DHYD	LOC108091756|XP_017046588.1|DFIC
OG0000124	LOC111596345|XP_023166304.2|DHYD, LOC111596341|XP_023166294.2|DHYD, LOC111596342|XP_023166295.2|DHYD	LOC108090422|XP_017044578.1|DFIC, LOC108090270|XP_017044368.1|DFIC
OG0000124	LOC111597130|XP_023167459.2|DHYD	LOC108090304|XP_017044403.1|DFIC, LOC108090548|XP_017044775.1|DFIC
OG0000125	LOC111598816|XP_023170014.1|DHYD	LOC108086573|XP_017039017.1|DFIC
OG0000125	LOC111596553|XP_023166598.2|DHYD	LOC108087297|XP_017040098.1|DFIC
OG0000125	LOC111594119|XP_023163047.2|DHYD	LOC108090386|XP_017044523.1|DFIC
OG0000126	LOC111598993|XP_023170265.1|DHYD	LOC108100938|XP_017060576.1|DFIC
OG0000127	LOC111602713|XP_023175721.1|DHYD	LOC108096135|XP_017053003.1|DFIC, LOC108096137|XP_017053005.1|DFIC
OG0000127	LOC111602743|XP_023175763.2|DHYD	LOC108096133|XP_017053002.1|DFIC
OG0000127	LOC111602747|XP_023175766.2|DHYD	LOC108096108|XP_017052974.1|DFIC
OG0000128	LOC111604073|XP_030081308.1|DHYD	LOC108087875|XP_017040949.1|DFIC
OG0000128	LOC111604098|XP_023177766.2|DHYD, LOC115483459|XP_030081391.1|DHYD, LOC115483450|XP_030081307.1|DHYD	LOC108098476|XP_017056875.1|DFIC
OG0000129	LOC111597362|XP_023167785.1|DHYD	LOC108097083|XP_017054616.1|DFIC
OG0000129	LOC111600994|XP_023173154.2|DHYD	LOC108100730|XP_017060254.1|DFIC
OG0000129	LOC111600993|XP_023173153.1|DHYD	LOC108089225|XP_017042870.1|DFIC
OG0000129	LOC111597361|XP_023167784.1|DHYD	LOC108097085|XP_017054623.1|DFIC
OG0000130	LOC111595665|XP_023165255.2|DHYD	LOC108093214|XP_017048666.1|DFIC
OG0000130	LOC111595642|XP_023165234.2|DHYD	LOC108093192|XP_017048642.1|DFIC
OG0000130	LOC111595664|XP_023165254.2|DHYD	LOC108093226|XP_017048685.1|DFIC, LOC108093201|XP_017048652.1|DFIC
OG0000131	LOC111594556|XP_023163679.2|DHYD	LOC108087122|XP_017039802.1|DFIC
OG0000132	LOC111595014|XP_023164289.2|DHYD	LOC108093470|XP_017049044.1|DFIC, LOC108094878|XP_017051202.1|DFIC
OG0000132	LOC111603549|XP_023176951.2|DHYD	LOC108087282|XP_017040080.1|DFIC
OG0000134	LOC111602019|XP_023174685.1|DHYD	LOC108098811|XP_017057450.1|DFIC
OG0000134	LOC111598831|XP_030078873.1|DHYD	LOC108091147|XP_017045671.1|DFIC
OG0000134	LOC111601548|XP_023173960.1|DHYD	LOC108100052|XP_017059274.1|DFIC
OG0000136	LOC111597401|XP_023167848.2|DHYD	LOC108100472|XP_017059895.1|DFIC, LOC108101353|XP_017061149.1|DFIC, LOC108100508|XP_017059954.1|DFIC
OG0000137	LOC111594447|XP_023163503.2|DHYD	LOC108091792|XP_017046641.1|DFIC
OG0000137	LOC111601021|XP_023173196.2|DHYD	LOC108093076|XP_017048480.1|DFIC
OG0000138	LOC111603648|XP_023177095.2|DHYD	LOC108099295|XP_017058178.1|DFIC
OG0000138	LOC111603646|XP_023177093.2|DHYD	LOC108099646|XP_017058765.1|DFIC
OG0000138	LOC111603667|XP_023177119.1|DHYD	LOC108099660|XP_017058784.1|DFIC
OG0000138	LOC111603600|XP_023177027.2|DHYD, LOC111603668|XP_023177120.2|DHYD	LOC108099647|XP_017058766.1|DFIC
OG0000140	LOC111598783|XP_023169969.2|DHYD	LOC108086574|XP_017039020.1|DFIC
OG0000141	LOC111601723|XP_023174214.2|DHYD	LOC108089011|XP_017042580.1|DFIC
OG0000141	LOC111601724|XP_023174215.1|DHYD	LOC108089012|XP_017042582.1|DFIC
OG0000141	LOC111601725|XP_023174216.2|DHYD	LOC108089013|XP_017042583.1|DFIC, LOC108089031|XP_017042617.1|DFIC
OG0000142	LOC111593371|XP_023161855.1|DHYD	LOC108091976|XP_017046875.1|DFIC
OG0000142	LOC111598639|XP_030081632.1|DHYD	LOC108102224|XP_017062435.1|DFIC
OG0000142	LOC111605339|XP_030080112.1|DHYD	LOC108097971|XP_017056075.1|DFIC
OG0000143	LOC111593521|XP_023162080.2|DHYD	LOC108088343|XP_017041578.1|DFIC
OG0000143	LOC111593524|XP_023162085.1|DHYD, LOC111593522|XP_023162082.1|DHYD	LOC108088315|XP_017041540.1|DFIC
OG0000144	LOC111604227|XP_023177966.2|DHYD	LOC108098954|XP_017057651.1|DFIC
OG0000144	LOC111596455|XP_023166450.1|DHYD	LOC108097630|XP_017055544.1|DFIC
OG0000145	LOC111603372|XP_023176692.1|DHYD	LOC108097738|XP_017055733.1|DFIC
OG0000145	LOC115483294|XP_030080505.1|DHYD, LOC111594181|XP_023163131.1|DHYD	LOC108098277|XP_017056568.1|DFIC
OG0000145	LOC111594179|XP_023163129.2|DHYD, LOC115483303|XP_030080517.1|DHYD	LOC108098241|XP_017056523.1|DFIC
OG0000145	LOC115483293|XP_030080502.1|DHYD, LOC111594177|XP_023163128.2|DHYD	LOC108098240|XP_017056522.1|DFIC
OG0000147	LOC111595831|XP_023165506.1|DHYD	LOC108092267|XP_017047289.1|DFIC
OG0000147	LOC111594434|XP_030080605.1|DHYD	LOC108091820|XP_017046686.1|DFIC
OG0000147	LOC111594518|XP_023163614.1|DHYD	LOC108091738|XP_017046571.1|DFIC
OG0000148	LOC111601105|XP_023173316.2|DHYD	LOC108092306|XP_017047329.1|DFIC
OG0000148	LOC111593768|XP_023162555.2|DHYD	LOC108102132|XP_017062289.1|DFIC
OG0000149	LOC111592069|XP_023159843.2|DHYD	LOC108102208|XP_017062420.1|DFIC
OG0000149	LOC111593628|XP_023162265.1|DHYD	LOC108095597|XP_017052251.1|DFIC
OG0000150	LOC111596269|XP_023166174.2|DHYD	LOC108094105|XP_017050016.1|DFIC, LOC108094106|XP_017050017.1|DFIC, LOC108094101|XP_017050012.1|DFIC, LOC108094107|XP_017050018.1|DFIC, LOC108098347|XP_017056719.1|DFIC, LOC108094135|XP_017050045.1|DFIC, LOC108094132|XP_017050043.1|DFIC, LOC108094103|XP_017050014.1|DFIC, LOC108098923|XP_017057655.1|DFIC, LOC108094104|XP_017050015.1|DFIC, LOC108094110|XP_017050020.1|DFIC, LOC108094133|XP_017050044.1|DFIC, LOC108094108|XP_017050019.1|DFIC, LOC108094136|XP_017050046.1|DFIC
OG0000151	LOC111600942|XP_023173081.2|DHYD	LOC108100132|XP_017059374.1|DFIC
OG0000151	LOC115483388|XP_030081010.1|DHYD	LOC108100245|XP_017059510.1|DFIC
OG0000151	LOC111595796|XP_023165454.1|DHYD	LOC108100204|XP_017059468.1|DFIC
OG0000151	LOC111599240|XP_023170605.2|DHYD	LOC108100731|XP_017060255.1|DFIC
OG0000152	LOC111596245|XP_023166145.2|DHYD	LOC108088533|XP_017041865.1|DFIC
OG0000152	LOC111596244|XP_023166144.1|DHYD	LOC108087214|XP_017039977.1|DFIC, LOC108088371|XP_017041605.1|DFIC
OG0000152	LOC111596246|XP_023166146.2|DHYD	LOC108088376|XP_017041612.1|DFIC
OG0000153	LOC111593253|XP_023161680.1|DHYD	LOC108091883|XP_017046754.1|DFIC
OG0000153	LOC111593270|XP_023161709.2|DHYD	LOC108091863|XP_017046731.1|DFIC
OG0000153	LOC111593271|XP_023161710.2|DHYD	LOC108092225|XP_017047248.1|DFIC
OG0000154	LOC111603479|XP_030081666.1|DHYD	LOC108091707|XP_017046533.1|DFIC
OG0000154	LOC115483717|XP_030081665.1|DHYD	LOC108091705|XP_017046532.1|DFIC
OG0000154	LOC111604282|XP_023178065.2|DHYD	LOC108087467|XP_017040329.1|DFIC
OG0000155	LOC115483421|XP_030081184.1|DHYD, LOC115483481|XP_030081492.1|DHYD, LOC111593220|XP_023161639.2|DHYD	LOC108086969|XP_017039570.1|DFIC
