Orthogroup	DHYD.longest_only	AALB.longest_only
OG0000140	LOC111598783|XP_023169969.2|DHYD, LOC111603316|XP_023176608.2|DHYD, LOC111605422|XP_030082002.1|DHYD	LOC118458081|XP_035776133.1|AALB, LOC118458082|XP_035776136.1|AALB, LOC118466021|XP_035790730.1|AALB, LOC118465203|XP_035789081.1|AALB, LOC118465619|XP_035789896.1|AALB, LOC118463502|XP_035785994.1|AALB, LOC118464216|XP_035787280.1|AALB, LOC118463503|XP_035785996.1|AALB
OG0000141	LOC111601723|XP_023174214.2|DHYD, LOC111601724|XP_023174215.1|DHYD, LOC111601725|XP_023174216.2|DHYD	LOC118467705|XP_035794382.1|AALB
OG0000142	LOC111593371|XP_023161855.1|DHYD	LOC118468696|XP_035795705.1|AALB
OG0000142	LOC111598639|XP_030081632.1|DHYD	LOC118462517|XP_035784278.1|AALB
OG0000142	LOC111605339|XP_030080112.1|DHYD	LOC118457471|XP_035774992.1|AALB
OG0000143	LOC111593521|XP_023162080.2|DHYD	LOC118467175|XP_035793250.1|AALB
OG0000143	LOC111593524|XP_023162085.1|DHYD, LOC111593522|XP_023162082.1|DHYD	LOC118459735|XP_035779305.1|AALB, LOC118459734|XP_035779304.1|AALB, LOC118459680|XP_035779199.1|AALB, LOC118459679|XP_035779198.1|AALB
OG0000144	LOC111604227|XP_023177966.2|DHYD	LOC118461471|XP_035782710.1|AALB
OG0000144	LOC111596455|XP_023166450.1|DHYD	LOC118456472|XP_035773156.1|AALB
OG0000144	LOC111604000|XP_023177617.1|DHYD	LOC118457512|XP_035775046.1|AALB, LOC118457837|XP_035775606.1|AALB
OG0000145	LOC111603372|XP_023176692.1|DHYD, LOC115483294|XP_030080505.1|DHYD, LOC111594181|XP_023163131.1|DHYD, LOC111594179|XP_023163129.2|DHYD, LOC115483303|XP_030080517.1|DHYD, LOC115483293|XP_030080502.1|DHYD, LOC111594177|XP_023163128.2|DHYD	LOC118468579|XP_035795404.1|AALB, LOC118468580|XP_035795405.1|AALB
OG0000147	LOC111595831|XP_023165506.1|DHYD	LOC118459781|XP_035779391.1|AALB
OG0000147	LOC111594434|XP_030080605.1|DHYD, LOC111594518|XP_023163614.1|DHYD	LOC118458812|XP_035777575.1|AALB, LOC118461758|XP_035783386.1|AALB
OG0000148	LOC111601105|XP_023173316.2|DHYD	LOC118467812|XP_035794580.1|AALB
OG0000148	LOC111593768|XP_023162555.2|DHYD	LOC118456165|XP_035772584.1|AALB, LOC118456386|XP_035772969.1|AALB
OG0000149	LOC111592069|XP_023159843.2|DHYD, LOC111593628|XP_023162265.1|DHYD	LOC118458020|XP_035776018.1|AALB
OG0000152	LOC111596245|XP_023166145.2|DHYD, LOC111596244|XP_023166144.1|DHYD, LOC111596246|XP_023166146.2|DHYD	LOC118457944|XP_035775851.1|AALB
OG0000153	LOC111593253|XP_023161680.1|DHYD, LOC111593270|XP_023161709.2|DHYD, LOC111593271|XP_023161710.2|DHYD	LOC118469045|XP_035796404.1|AALB, LOC118469043|XP_035796402.1|AALB, LOC118469044|XP_035796403.1|AALB
OG0000154	LOC111603479|XP_030081666.1|DHYD, LOC115483717|XP_030081665.1|DHYD, LOC111604282|XP_023178065.2|DHYD	LOC118460594|XP_035780914.1|AALB, LOC118460586|XP_035780900.1|AALB, LOC118456679|XP_035773546.1|AALB, LOC118460599|XP_035780920.1|AALB
OG0000157	LOC111597018|XP_023167292.1|DHYD, LOC111597019|XP_023167293.1|DHYD, LOC111597008|XP_023167280.2|DHYD, LOC111597009|XP_023167281.2|DHYD	LOC118464455|XP_035787735.1|AALB, LOC118464454|XP_035787734.1|AALB
OG0000158	LOC111594715|XP_023163921.2|DHYD, LOC111597574|XP_023168141.2|DHYD, LOC111597584|XP_023168151.2|DHYD	LOC118460884|XP_035781520.1|AALB, LOC118460883|XP_035781519.1|AALB, LOC118460486|XP_035780727.1|AALB, LOC118460485|XP_035780726.1|AALB
OG0000159	LOC111592870|XP_030079690.1|DHYD	LOC118467617|XP_035794214.1|AALB, LOC118466025|XP_035790738.1|AALB, LOC118466026|XP_035790739.1|AALB
OG0000159	LOC111601281|XP_030081817.1|DHYD, LOC111595118|XP_023164454.2|DHYD	LOC118467615|XP_035794210.1|AALB
OG0000160	LOC111605455|XP_030080648.1|DHYD, LOC111601382|XP_030080693.1|DHYD	LOC118468803|XP_035795905.1|AALB, LOC118463490|XP_035785973.1|AALB, LOC118459593|XP_035779014.1|AALB, LOC118458011|XP_035776002.1|AALB
OG0000162	LOC111592657|XP_023160776.2|DHYD, LOC111592641|XP_023160755.2|DHYD, LOC111591954|XP_023159656.2|DHYD	LOC118459995|XP_035779789.1|AALB, LOC118459994|XP_035779785.1|AALB
OG0000163	LOC111599502|XP_023170939.2|DHYD, LOC111602700|XP_023175704.2|DHYD	LOC118465174|XP_035789029.1|AALB, LOC118466751|XP_035792341.1|AALB, LOC118464335|XP_035787546.1|AALB, LOC118464334|XP_035787545.1|AALB
OG0000164	LOC111605745|XP_030081570.1|DHYD, LOC111591855|XP_023159505.2|DHYD, LOC115483755|XP_030081862.1|DHYD, LOC111604445|XP_023178283.2|DHYD, LOC111604444|XP_023178282.2|DHYD, LOC111601271|XP_023173550.2|DHYD	LOC118466740|XP_035792318.1|AALB
OG0000165	LOC111603343|XP_023176647.1|DHYD	LOC118466108|XP_035790926.1|AALB
OG0000166	LOC111597953|XP_023168683.2|DHYD	LOC118467357|XP_035793649.1|AALB
OG0000166	LOC115483428|XP_030081250.1|DHYD, LOC115483425|XP_030081238.1|DHYD, LOC111600135|XP_030081251.1|DHYD	LOC118464605|XP_035787942.1|AALB, LOC118459588|XP_035779009.1|AALB, LOC118463382|XP_035785811.1|AALB, LOC118465186|XP_035789048.1|AALB
OG0000169	LOC111604198|XP_023177922.2|DHYD	LOC118462696|XP_035784516.1|AALB, LOC118462698|XP_035784519.1|AALB
OG0000170	LOC111600553|XP_023172469.2|DHYD, LOC111600538|XP_023172446.2|DHYD	LOC118459303|XP_035778444.1|AALB, LOC118459300|XP_035778442.1|AALB
OG0000171	LOC111600441|XP_023172300.2|DHYD	LOC118461368|XP_035782508.1|AALB
OG0000171	LOC111594697|XP_030079122.1|DHYD	LOC118460225|XP_035780245.1|AALB
OG0000171	LOC111595959|XP_030079340.1|DHYD	LOC118458772|XP_035777465.1|AALB
OG0000172	LOC111591913|XP_023159603.2|DHYD, LOC111591928|XP_023159626.2|DHYD, LOC111600357|XP_023172197.2|DHYD, LOC111591917|XP_023159607.2|DHYD, LOC111591914|XP_023159604.2|DHYD	LOC118466457|XP_035791698.1|AALB
OG0000173	LOC111600648|XP_023172636.1|DHYD, LOC111600746|XP_023172793.1|DHYD, LOC111600693|XP_023172715.1|DHYD, LOC111600694|XP_023172716.1|DHYD, LOC111600707|XP_023172731.1|DHYD	LOC118457021|XP_035774148.1|AALB, LOC118457019|XP_035774144.1|AALB
OG0000174	LOC111593858|XP_023162673.2|DHYD, LOC111593780|XP_023162565.1|DHYD, LOC111604747|XP_023178695.2|DHYD	LOC118468685|XP_035795692.1|AALB, LOC118458601|XP_035777171.1|AALB
OG0000175	LOC111599419|XP_023170837.1|DHYD	LOC118460779|XP_035781277.1|AALB
OG0000175	LOC111602969|XP_030078704.1|DHYD	LOC118460374|XP_035780520.1|AALB, LOC118460373|XP_035780519.1|AALB, LOC118460382|XP_035780534.1|AALB
OG0000177	LOC111596824|XP_023166963.1|DHYD	LOC118460956|XP_035781628.1|AALB
OG0000177	LOC111601457|XP_023173803.2|DHYD	LOC118460236|XP_035780283.1|AALB
OG0000179	LOC111592177|XP_023160007.2|DHYD, LOC111597965|XP_023168706.2|DHYD	LOC118467687|XP_035794354.1|AALB
OG0000179	LOC111598963|XP_023170217.2|DHYD	LOC118464344|XP_035787555.1|AALB
OG0000181	LOC111599600|XP_023171054.1|DHYD	LOC118464110|XP_035787091.1|AALB, LOC118460679|XP_035781067.1|AALB
OG0000182	LOC111604812|XP_023178801.1|DHYD	LOC118460396|XP_035780566.1|AALB
OG0000182	LOC111604811|XP_023178799.1|DHYD, LOC111604848|XP_023178849.2|DHYD	LOC118460395|XP_035780565.1|AALB
OG0000183	LOC111601893|XP_023174504.1|DHYD, LOC111600481|XP_023172362.1|DHYD, LOC111595132|XP_023164471.1|DHYD	LOC118466280|XP_035791250.1|AALB
OG0000184	LOC111596233|XP_023166118.1|DHYD, LOC111596234|XP_023166119.2|DHYD	LOC118461577|XP_035782961.1|AALB, LOC118461579|XP_035782963.1|AALB, LOC118461580|XP_035782964.1|AALB, LOC118461576|XP_035782960.1|AALB, LOC118461578|XP_035782962.1|AALB, LOC118463680|XP_035786338.1|AALB, LOC118465594|XP_035789853.1|AALB
OG0000185	LOC111601170|XP_023173416.1|DHYD, LOC111599927|XP_023171542.1|DHYD, LOC111605000|XP_023179089.1|DHYD, LOC111599928|XP_023171543.1|DHYD	LOC118463262|XP_035785626.1|AALB
OG0000186	LOC115483113|XP_030080137.1|DHYD, LOC111602809|XP_023175871.2|DHYD	LOC118464881|XP_035788517.1|AALB
OG0000188	LOC111601317|XP_023173610.1|DHYD, LOC111592712|XP_023160867.1|DHYD, LOC111592714|XP_023160869.1|DHYD	LOC118467332|XP_035793620.1|AALB, LOC118456213|XP_035772682.1|AALB, LOC118466053|XP_035790785.1|AALB
OG0000189	LOC111593147|XP_023161519.2|DHYD	LOC118468673|XP_035795650.1|AALB, LOC118456425|XP_035773076.1|AALB
OG0000189	LOC111593008|XP_030079977.1|DHYD	LOC118456554|XP_035773316.1|AALB
OG0000190	LOC111598818|XP_030078844.1|DHYD	LOC118468983|XP_035796273.1|AALB
OG0000191	LOC111599919|XP_023171516.2|DHYD, LOC111600300|XP_023172123.2|DHYD, LOC111600299|XP_023172122.2|DHYD	LOC118465744|XP_035790100.1|AALB, LOC118464519|XP_035787848.1|AALB, LOC118464516|XP_035787846.1|AALB, LOC118465387|XP_035789476.1|AALB, LOC118466709|XP_035792257.1|AALB
OG0000191	LOC111597655|XP_023168244.1|DHYD, LOC111595824|XP_023165498.1|DHYD	LOC118458838|XP_035777632.1|AALB
OG0000192	LOC111592040|XP_023159804.1|DHYD, LOC111592039|XP_023159802.2|DHYD, LOC111604539|XP_023178406.2|DHYD, LOC111604538|XP_023178405.2|DHYD	LOC118456678|XP_035773544.1|AALB, LOC118457586|XP_035775167.1|AALB, LOC118468714|XP_035795736.1|AALB
OG0000193	LOC115483067|XP_030079786.1|DHYD, LOC111598955|XP_030080527.1|DHYD, LOC111597488|XP_030080069.1|DHYD	LOC118465386|XP_035789474.1|AALB, LOC118465820|XP_035790299.1|AALB
OG0000196	LOC111603529|XP_023176929.2|DHYD, LOC111603532|XP_023176933.2|DHYD	LOC118457422|XP_035774896.1|AALB
OG0000196	LOC111603524|XP_030079243.1|DHYD	LOC118458110|XP_035776177.1|AALB, LOC118459601|XP_035779042.1|AALB, LOC118458109|XP_035776176.1|AALB
OG0000197	LOC111591883|XP_023159552.2|DHYD	LOC118457771|XP_035775491.1|AALB
OG0000197	LOC111591903|XP_030079536.1|DHYD	LOC118457770|XP_035775490.1|AALB
OG0000197	LOC111591902|XP_030079550.1|DHYD	LOC118457772|XP_035775494.1|AALB
OG0000200	LOC111602046|XP_023174725.2|DHYD, LOC111595233|XP_023164637.2|DHYD	LOC118466489|XP_035791784.1|AALB
OG0000201	LOC111603493|XP_023176868.2|DHYD, LOC111603486|XP_023176851.2|DHYD	LOC118467190|XP_035793290.1|AALB, LOC118467191|XP_035793293.1|AALB, LOC118458963|XP_035777838.1|AALB
OG0000202	LOC111595356|XP_023164805.1|DHYD	LOC118457260|XP_035774542.1|AALB
OG0000203	LOC111600548|XP_023172461.2|DHYD, LOC111600550|XP_023172463.2|DHYD, LOC111600535|XP_023172441.2|DHYD, LOC111600539|XP_030082028.1|DHYD, LOC111600586|XP_023172544.2|DHYD	LOC118456278|XP_035772784.1|AALB
OG0000205	LOC111595222|XP_023164605.2|DHYD, LOC111604220|XP_023177957.2|DHYD	LOC118461377|XP_035782521.1|AALB, LOC118459473|XP_035778778.1|AALB, LOC118459474|XP_035778779.1|AALB, LOC118459476|XP_035778781.1|AALB, LOC118461694|XP_035783206.1|AALB, LOC118459475|XP_035778780.1|AALB
OG0000206	LOC111594133|XP_023163068.2|DHYD	LOC118465519|XP_035789735.1|AALB
OG0000206	LOC111594161|XP_023163116.1|DHYD	LOC118465019|XP_035788769.1|AALB
OG0000207	LOC111595047|XP_023164342.1|DHYD	LOC118465577|XP_035789838.1|AALB, LOC118466975|XP_035792780.1|AALB
OG0000210	LOC111596398|XP_030078653.1|DHYD, LOC111594271|XP_023163268.1|DHYD	LOC118463100|XP_035785291.1|AALB
OG0000211	LOC111598335|XP_023169305.1|DHYD	LOC118468773|XP_035795848.1|AALB
OG0000212	LOC111599117|XP_023170446.2|DHYD, LOC111596241|XP_023166137.2|DHYD	LOC118460757|XP_035781247.1|AALB, LOC118460754|XP_035781234.1|AALB
OG0000213	LOC111604466|XP_023178316.2|DHYD, LOC111599994|XP_023171661.2|DHYD	LOC118459369|XP_035778561.1|AALB, LOC118460488|XP_035780732.1|AALB, LOC118460489|XP_035780735.1|AALB, LOC118459207|XP_035778275.1|AALB, LOC118458019|XP_035776017.1|AALB
OG0000214	LOC111592364|XP_023160294.1|DHYD, LOC111600883|XP_023172989.1|DHYD, LOC111600284|XP_023172102.2|DHYD, LOC111600255|XP_023172068.1|DHYD, LOC111600285|XP_023172103.2|DHYD	LOC118467672|XP_035794321.1|AALB
OG0000215	LOC111599231|XP_023170597.2|DHYD, LOC111594911|XP_023164165.2|DHYD	LOC118468779|XP_035795863.1|AALB, LOC118462730|XP_035784568.1|AALB, LOC118462732|XP_035784573.1|AALB
OG0000216	LOC115482791|XP_030078711.1|DHYD, LOC111601435|XP_023173779.2|DHYD, LOC115482827|XP_030078920.1|DHYD, LOC111598185|XP_030078918.1|DHYD	LOC118457270|XP_035774557.1|AALB
OG0000217	LOC111601818|XP_023174406.2|DHYD	LOC118458201|XP_035776338.1|AALB
OG0000217	LOC111595442|XP_023164935.2|DHYD, LOC111601820|XP_023174408.2|DHYD	LOC118467404|XP_035793771.1|AALB
OG0000218	LOC111599335|XP_023170728.2|DHYD, LOC115482945|XP_030079210.1|DHYD, LOC115482944|XP_030079202.1|DHYD, LOC111599304|XP_023170682.2|DHYD, LOC111599337|XP_030079219.1|DHYD, LOC115482947|XP_030079234.1|DHYD, LOC111599391|XP_030079233.1|DHYD	LOC118461977|XP_035783797.1|AALB
OG0000219	LOC111593976|XP_023162835.1|DHYD, LOC111593824|XP_023162624.1|DHYD, LOC111593969|XP_030080956.1|DHYD	LOC118464108|XP_035787088.1|AALB
OG0000220	LOC111599800|XP_030078820.1|DHYD, LOC111599816|XP_023171372.2|DHYD, LOC111599792|XP_023171336.2|DHYD	LOC118465628|XP_035789923.1|AALB, LOC118465644|XP_035789946.1|AALB
OG0000221	LOC111593336|XP_023161818.1|DHYD, LOC111593259|XP_023161692.2|DHYD, LOC111592893|XP_023161105.1|DHYD	LOC118467167|XP_035793221.1|AALB, LOC118467169|XP_035793228.1|AALB
OG0000222	LOC115483218|XP_030080397.1|DHYD, LOC111601169|XP_030080398.1|DHYD	LOC118460977|XP_035781684.1|AALB, LOC118462726|XP_035784563.1|AALB
OG0000224	LOC111593788|XP_023162574.2|DHYD	LOC118468430|XP_035795085.1|AALB, LOC118467500|XP_035793947.1|AALB, LOC118458051|XP_035776068.1|AALB, LOC118458050|XP_035776067.1|AALB
OG0000225	LOC111593383|XP_023161869.2|DHYD, LOC111593384|XP_023161870.2|DHYD, LOC111593370|XP_023161853.1|DHYD	LOC118459285|XP_035778422.1|AALB, LOC118457267|XP_035774552.1|AALB
OG0000226	LOC111598695|XP_023169828.1|DHYD, LOC111598708|XP_023169862.1|DHYD, LOC111598755|XP_023169931.2|DHYD	LOC118466994|XP_035792810.1|AALB
OG0000228	LOC111598560|XP_023169626.1|DHYD, LOC111604929|XP_023178966.1|DHYD, LOC111601165|XP_023173411.1|DHYD	LOC118460769|XP_035781258.1|AALB
OG0000229	LOC111599581|XP_030080828.1|DHYD, LOC111600798|XP_030080192.1|DHYD, LOC111599880|XP_030080189.1|DHYD	LOC118457114|XP_035774307.1|AALB
OG0000229	LOC111602031|XP_030078631.1|DHYD	LOC118463085|XP_035785251.1|AALB
OG0000230	LOC111594015|XP_023162882.2|DHYD, LOC111594041|XP_030081377.1|DHYD	LOC118467971|XP_035794850.1|AALB, LOC118467972|XP_035794851.1|AALB, LOC118464609|XP_035787947.1|AALB, LOC118467969|XP_035794844.1|AALB, LOC118467970|XP_035794845.1|AALB
OG0000232	LOC111602971|XP_023176126.2|DHYD, LOC111598210|XP_030078944.1|DHYD, LOC115483372|XP_030080945.1|DHYD, LOC115483374|XP_030080947.1|DHYD, LOC115482846|XP_030078946.1|DHYD, LOC115483373|XP_030080946.1|DHYD, LOC111597726|XP_023168336.2|DHYD, LOC115482844|XP_030078943.1|DHYD, LOC115482845|XP_030078945.1|DHYD	LOC118467581|XP_035794123.1|AALB
OG0000233	LOC111595254|XP_030081265.1|DHYD, LOC111595245|XP_023164651.2|DHYD, LOC115483436|XP_030081266.1|DHYD, LOC111597154|XP_023167475.2|DHYD, LOC111597888|XP_030080732.1|DHYD	LOC118460317|XP_035780420.1|AALB
OG0000235	LOC111596872|XP_023167090.2|DHYD, LOC111596977|XP_023167231.2|DHYD, LOC115483328|XP_030080602.1|DHYD, LOC111596903|XP_030080601.1|DHYD	LOC118459904|XP_035779626.1|AALB
OG0000236	LOC111599100|XP_023170410.1|DHYD, LOC111602312|XP_023175081.2|DHYD, LOC111593637|XP_023162281.1|DHYD	LOC118461174|XP_035782077.1|AALB
OG0000237	LOC111597822|XP_023168520.1|DHYD	LOC118467602|XP_035794187.1|AALB
OG0000237	LOC111593656|XP_023162309.1|DHYD	LOC118465408|XP_035789523.1|AALB
OG0000238	LOC111596068|XP_023165886.2|DHYD, LOC111596101|XP_023165931.2|DHYD	LOC118456455|XP_035773124.1|AALB
OG0000239	LOC115482805|XP_030078778.1|DHYD, LOC111603006|XP_023176179.2|DHYD	LOC118461994|XP_035783823.1|AALB
OG0000240	LOC111592394|XP_030078670.1|DHYD, LOC111604583|XP_023178453.2|DHYD, LOC111592389|XP_023160333.2|DHYD	LOC118463527|XP_035786029.1|AALB
OG0000241	LOC111595130|XP_030081381.1|DHYD	LOC118467489|XP_035793934.1|AALB
OG0000246	LOC111594888|XP_023164145.2|DHYD, LOC111595406|XP_023164887.2|DHYD, LOC111600134|XP_023171874.2|DHYD	LOC118462724|XP_035784561.1|AALB
OG0000247	LOC111604555|XP_023178416.2|DHYD, LOC111604589|XP_030078677.1|DHYD, LOC111604556|XP_023178417.2|DHYD, LOC111604571|XP_023178441.2|DHYD, LOC111597943|XP_030078800.1|DHYD, LOC111592380|XP_023160322.2|DHYD, LOC111592381|XP_023160323.2|DHYD	LOC118466761|XP_035792368.1|AALB, LOC118464583|XP_035787919.1|AALB
OG0000248	LOC111592730|XP_023160888.2|DHYD, LOC111601109|XP_023173323.2|DHYD	LOC118465359|XP_035789424.1|AALB, LOC118465284|XP_035789221.1|AALB
OG0000249	LOC111601943|XP_023174566.1|DHYD, LOC111601941|XP_023174564.2|DHYD, LOC111601877|XP_023174487.1|DHYD	LOC118468915|XP_035796116.1|AALB
OG0000250	LOC111592899|XP_023161113.1|DHYD, LOC111592910|XP_023161127.1|DHYD, LOC111592909|XP_023161126.2|DHYD	LOC118460851|XP_035781447.1|AALB
OG0000251	LOC111603491|XP_023177259.1|DHYD, LOC111597448|XP_023167938.2|DHYD, LOC111594315|XP_023163325.2|DHYD, LOC111592744|XP_023160909.1|DHYD	LOC118459610|XP_035779060.1|AALB
OG0000255	LOC111597927|XP_023168649.2|DHYD	LOC118463358|XP_035785766.1|AALB
OG0000256	LOC111604065|XP_023177702.2|DHYD, LOC111604056|XP_023177690.2|DHYD, LOC111604147|XP_023177842.2|DHYD, LOC111604088|XP_023177751.2|DHYD, LOC111604116|XP_023177796.2|DHYD	LOC118461961|XP_035783759.1|AALB
OG0000257	LOC111592123|XP_023159926.1|DHYD	LOC118467824|XP_035794606.1|AALB
OG0000262	LOC111603344|XP_030080921.1|DHYD	LOC118465598|XP_035789861.1|AALB
OG0000263	LOC111597901|XP_023168605.1|DHYD	LOC118457627|XP_035775237.1|AALB
OG0000264	LOC111593005|XP_023161301.1|DHYD, LOC111593079|XP_023161434.2|DHYD, LOC111597827|XP_023168485.2|DHYD	LOC118456946|XP_035774010.1|AALB
OG0000267	LOC111592476|XP_023160460.2|DHYD, LOC111592465|XP_023160434.2|DHYD	LOC118456340|XP_035772890.1|AALB, LOC118460691|XP_035781097.1|AALB
OG0000268	LOC111594504|XP_023163585.1|DHYD	LOC118458803|XP_035777561.1|AALB, LOC118458480|XP_035776915.1|AALB
OG0000268	LOC111594503|XP_023163583.1|DHYD	LOC118456155|XP_035772568.1|AALB
OG0000269	LOC111596605|XP_023166655.1|DHYD, LOC111596597|XP_023166645.1|DHYD	LOC118460732|XP_035781182.1|AALB
OG0000269	LOC111593606|XP_023162235.2|DHYD	LOC118463979|XP_035786884.1|AALB
OG0000270	LOC111603817|XP_023177343.2|DHYD	LOC118466320|XP_035791327.1|AALB, LOC118460520|XP_035780788.1|AALB, LOC118466323|XP_035791330.1|AALB, LOC118466321|XP_035791328.1|AALB, LOC118466319|XP_035791326.1|AALB, LOC118466324|XP_035791331.1|AALB
OG0000271	LOC111596347|XP_023166306.1|DHYD, LOC111597032|XP_023167315.2|DHYD	LOC118457742|XP_035775447.1|AALB
OG0000272	LOC111595148|XP_030081310.1|DHYD	LOC118459704|XP_035779240.1|AALB
OG0000272	LOC111597407|XP_023167862.2|DHYD	LOC118458822|XP_035777589.1|AALB
OG0000273	LOC111604793|XP_023178779.2|DHYD, LOC111600678|XP_023172701.1|DHYD	LOC118459186|XP_035778237.1|AALB
OG0000279	LOC111605167|XP_023179323.1|DHYD, LOC111605166|XP_023179322.1|DHYD	LOC118457535|XP_035775080.1|AALB
OG0000280	LOC111605078|XP_023179180.2|DHYD, LOC111605084|XP_023179188.2|DHYD, LOC111605081|XP_023179182.1|DHYD	LOC118465406|XP_035789520.1|AALB
OG0000281	LOC111604787|XP_023178768.1|DHYD, LOC111593449|XP_023161973.1|DHYD, LOC111596039|XP_023165843.2|DHYD	LOC118463033|XP_035785169.1|AALB
OG0000282	LOC111597475|XP_023167991.1|DHYD	LOC118459742|XP_035779312.1|AALB
OG0000283	LOC111592198|XP_023160035.2|DHYD	LOC118456993|XP_035774101.1|AALB
OG0000283	LOC111603274|XP_030080705.1|DHYD	LOC118460078|XP_035779989.1|AALB, LOC118465620|XP_035789901.1|AALB
OG0000284	LOC111596199|XP_030080501.1|DHYD	LOC118456654|XP_035773486.1|AALB, LOC118457513|XP_035775048.1|AALB
OG0000284	LOC111594148|XP_030080521.1|DHYD	LOC118456325|XP_035772869.1|AALB
OG0000285	LOC111592411|XP_023160354.1|DHYD	LOC118461890|XP_035783636.1|AALB, LOC118461891|XP_035783637.1|AALB, LOC118461889|XP_035783635.1|AALB
OG0000292	LOC111594984|XP_023164255.1|DHYD, LOC111597033|XP_023167316.2|DHYD	LOC118458193|XP_035776331.1|AALB
OG0000292	LOC111597249|XP_023167617.2|DHYD	LOC118466086|XP_035790881.1|AALB
OG0000293	LOC111601509|XP_023173872.1|DHYD, LOC111601510|XP_023173873.1|DHYD, LOC111601273|XP_023173557.1|DHYD	LOC118458384|XP_035776683.1|AALB, LOC118458383|XP_035776682.1|AALB
OG0000294	LOC111594149|XP_023163093.2|DHYD	LOC118456814|XP_035773797.1|AALB, LOC118468979|XP_035796254.1|AALB
OG0000294	LOC111592349|XP_030081775.1|DHYD	LOC118461686|XP_035783177.1|AALB
OG0000295	LOC111601203|XP_023173461.2|DHYD, LOC111599577|XP_023171019.2|DHYD, LOC111604124|XP_023177807.2|DHYD	LOC118456232|XP_035772707.1|AALB
OG0000296	LOC111603703|XP_023177174.2|DHYD, LOC111596506|XP_023166536.1|DHYD, LOC111603089|XP_023176317.1|DHYD	LOC118459752|XP_035779338.1|AALB
OG0000299	LOC111605539|XP_030079657.1|DHYD, LOC111601613|XP_030079663.1|DHYD, LOC111603243|XP_023176518.2|DHYD	LOC118456482|XP_035773190.1|AALB
OG0000301	LOC111599784|XP_023171324.2|DHYD	LOC118468533|XP_035795304.1|AALB
OG0000301	LOC111599140|XP_023170471.1|DHYD	LOC118457078|XP_035774254.1|AALB
OG0000302	LOC111601700|XP_023174184.1|DHYD, LOC111601699|XP_023174183.1|DHYD	LOC118459400|XP_035778602.1|AALB, LOC118459398|XP_035778601.1|AALB, LOC118459397|XP_035778600.1|AALB
OG0000303	LOC111592808|XP_023160987.1|DHYD, LOC111602461|XP_023175289.1|DHYD	LOC118456975|XP_035774065.1|AALB
OG0000304	LOC111605026|XP_023179125.2|DHYD, LOC111594571|XP_023163697.2|DHYD, LOC111594524|XP_023163622.1|DHYD	LOC118460759|XP_035781250.1|AALB
OG0000305	LOC111595038|XP_023164332.2|DHYD	LOC118467939|XP_035794801.1|AALB, LOC118464387|XP_035787625.1|AALB, LOC118464933|XP_035788598.1|AALB
OG0000306	LOC111592694|XP_023160835.2|DHYD, LOC111598995|XP_023170268.1|DHYD, LOC111597371|XP_023167796.1|DHYD	LOC118458846|XP_035777654.1|AALB
OG0000307	LOC111601299|XP_023173583.2|DHYD	LOC118467188|XP_035793291.1|AALB
OG0000307	LOC111603477|XP_023176834.1|DHYD	LOC118457716|XP_035775399.1|AALB
OG0000310	LOC111604130|XP_023177814.2|DHYD, LOC111592288|XP_023160158.1|DHYD	LOC118461205|XP_035782150.1|AALB
OG0000311	LOC111595678|XP_023165282.2|DHYD, LOC111595217|XP_023164599.1|DHYD, LOC111593077|XP_023161432.1|DHYD	LOC118457548|XP_035775107.1|AALB
OG0000312	LOC111600363|XP_023172207.2|DHYD	LOC118457910|XP_035775797.1|AALB
OG0000312	LOC111601668|XP_023174130.2|DHYD	LOC118456233|XP_035772708.1|AALB, LOC118456142|XP_035772539.1|AALB
OG0000313	LOC111603917|XP_023177510.2|DHYD, LOC111600323|XP_023172153.2|DHYD	LOC118460982|XP_035781692.1|AALB, LOC118460983|XP_035781697.1|AALB, LOC118460981|XP_035781691.1|AALB
OG0000315	LOC111602178|XP_030079199.1|DHYD	LOC118463867|XP_035786677.1|AALB
OG0000320	LOC111601294|XP_023173573.1|DHYD	LOC118456587|XP_035773377.1|AALB
OG0000321	LOC111603780|XP_023177289.2|DHYD, LOC111603779|XP_023177288.1|DHYD	LOC118459417|XP_035778651.1|AALB, LOC118459416|XP_035778650.1|AALB
OG0000322	LOC111593337|XP_023161815.2|DHYD, LOC111605147|XP_023179297.2|DHYD, LOC111592998|XP_023161272.1|DHYD	LOC118456404|XP_035773000.1|AALB
OG0000323	LOC111594644|XP_023163806.1|DHYD, LOC111596502|XP_023166531.1|DHYD	LOC118462892|XP_035784878.1|AALB
OG0000324	LOC111599680|XP_023171153.2|DHYD	LOC118465270|XP_035789193.1|AALB
OG0000325	LOC111592280|XP_023160149.2|DHYD, LOC111592279|XP_023160148.2|DHYD	LOC118465329|XP_035789367.1|AALB, LOC118465002|XP_035788742.1|AALB
OG0000326	LOC115483226|XP_030080429.1|DHYD	LOC118462458|XP_035784022.1|AALB, LOC118462466|XP_035784044.1|AALB
