Orthogroup	DHYD.longest_only	SLEB.longest_only
OG0000054	LOC111604826|XP_023178817.2|DHYD	LOC115623474|XP_030373700.1|SLEB, LOC115624032|XP_030374469.1|SLEB
OG0000054	LOC111593322|XP_023161796.2|DHYD	LOC115623633|XP_030373934.1|SLEB
OG0000054	LOC111604856|XP_023178857.2|DHYD	LOC115624033|XP_030374471.1|SLEB
OG0000056	LOC111599614|XP_023171073.2|DHYD, LOC111599611|XP_023171068.2|DHYD	LOC115626734|XP_030378039.1|SLEB
OG0000056	LOC111599619|XP_023171079.2|DHYD, LOC111599613|XP_023171070.2|DHYD	LOC115626727|XP_030378033.1|SLEB
OG0000056	LOC111600558|XP_023172478.1|DHYD	LOC115628187|XP_030380038.1|SLEB, LOC115626789|XP_030378115.1|SLEB
OG0000058	LOC111602372|XP_023175155.1|DHYD, LOC111602373|XP_023175156.2|DHYD, LOC111602375|XP_023175159.2|DHYD, LOC111602371|XP_023175154.1|DHYD, LOC111602374|XP_023175158.2|DHYD	LOC115626443|XP_030377676.1|SLEB, LOC115626320|XP_030377520.1|SLEB, LOC115626319|XP_030377518.1|SLEB, LOC115626321|XP_030377521.1|SLEB
OG0000058	LOC111591894|XP_023159568.1|DHYD	LOC115629610|XP_030381967.1|SLEB
OG0000059	LOC111595783|XP_030078737.1|DHYD	LOC115621406|XP_030370909.1|SLEB, LOC115620363|XP_030369427.1|SLEB, LOC115620758|XP_030370015.1|SLEB
OG0000059	LOC111595256|XP_023164673.2|DHYD	LOC115621386|XP_030370879.1|SLEB
OG0000059	LOC111595830|XP_030078745.1|DHYD, LOC111595757|XP_023165402.2|DHYD	LOC115620757|XP_030370013.1|SLEB
OG0000060	LOC111605127|XP_023179254.1|DHYD	LOC115629930|XP_030382394.1|SLEB
OG0000060	LOC111605118|XP_023179239.1|DHYD	LOC115629929|XP_030382393.1|SLEB
OG0000060	LOC111594203|XP_023163168.1|DHYD	LOC115630565|XP_030383041.1|SLEB
OG0000060	LOC115482748|XP_030081618.1|DHYD	LOC115623364|XP_030373510.1|SLEB
OG0000060	LOC111597837|XP_023168500.1|DHYD	LOC115620624|XP_030369812.1|SLEB
OG0000060	LOC111598840|XP_023170044.1|DHYD	LOC115629360|XP_030381672.1|SLEB
OG0000060	LOC111596076|XP_023165902.2|DHYD	LOC115630767|XP_030383283.1|SLEB
OG0000061	LOC111601172|XP_023173419.2|DHYD	LOC115631729|XP_030384426.1|SLEB
OG0000061	LOC111601143|XP_023173378.2|DHYD	LOC115631701|XP_030384388.1|SLEB
OG0000062	LOC111598288|XP_023169239.1|DHYD	LOC115627142|XP_030378579.1|SLEB
OG0000062	LOC111600181|XP_023171951.1|DHYD, LOC111596290|XP_030080523.1|DHYD	LOC115626214|XP_030377370.1|SLEB, LOC115626016|XP_030377124.1|SLEB, LOC115626105|XP_030377218.1|SLEB
OG0000063	LOC111602944|XP_023176073.2|DHYD, LOC111602943|XP_023176072.2|DHYD, LOC111602946|XP_023176074.2|DHYD	LOC115623704|XP_030374042.1|SLEB
OG0000063	LOC111597578|XP_023168144.2|DHYD	LOC115622384|XP_030372168.1|SLEB
OG0000063	LOC111597466|XP_023167982.2|DHYD	LOC115622972|XP_030372983.1|SLEB
OG0000063	LOC111597464|XP_023167980.2|DHYD	LOC115622382|XP_030372165.1|SLEB, LOC115622982|XP_030372994.1|SLEB, LOC115622183|XP_030371934.1|SLEB, LOC115622843|XP_030372783.1|SLEB
OG0000064	LOC111599354|XP_023170752.2|DHYD	LOC115630780|XP_030383296.1|SLEB
OG0000065	LOC111598539|XP_023169599.2|DHYD, LOC111599010|XP_023170294.2|DHYD, LOC111604341|XP_023178171.2|DHYD	LOC115621993|XP_030371707.1|SLEB, LOC115621994|XP_030371708.1|SLEB, LOC115621991|XP_030371705.1|SLEB, LOC115621992|XP_030371706.1|SLEB, LOC115621858|XP_030371536.1|SLEB, LOC115621859|XP_030371537.1|SLEB
OG0000066	LOC111596465|XP_023166485.1|DHYD	LOC115628871|XP_030380987.1|SLEB, LOC115628890|XP_030381008.1|SLEB, LOC115621543|XP_030371068.1|SLEB
OG0000066	LOC111603713|XP_023177187.1|DHYD	LOC115625501|XP_030376421.1|SLEB
OG0000066	LOC111604865|XP_023178868.2|DHYD	LOC115624182|XP_030374638.1|SLEB
OG0000066	LOC111595983|XP_023165737.1|DHYD, LOC111603187|XP_023176438.2|DHYD	LOC115622362|XP_030372137.1|SLEB
OG0000067	LOC111603515|XP_023176907.2|DHYD	LOC115621860|XP_030371539.1|SLEB
OG0000067	LOC111593087|XP_023161450.1|DHYD	LOC115622383|XP_030372167.1|SLEB
OG0000067	LOC111604531|XP_023178401.2|DHYD	LOC115628126|XP_030379967.1|SLEB
OG0000067	LOC111593109|XP_023161477.2|DHYD	LOC115622466|XP_030372269.1|SLEB
OG0000067	LOC111601094|XP_023173298.2|DHYD	LOC115622364|XP_030372139.1|SLEB
OG0000068	LOC111593542|XP_023162133.2|DHYD	LOC115629354|XP_030381665.1|SLEB, LOC115632765|XP_030385874.1|SLEB
OG0000068	LOC111598177|XP_023169045.2|DHYD	LOC115628062|XP_030379882.1|SLEB
OG0000070	LOC111602191|XP_023174921.2|DHYD	LOC115625714|XP_030376720.1|SLEB
OG0000070	LOC111591972|XP_023159687.1|DHYD	LOC115629807|XP_030382234.1|SLEB
OG0000070	LOC111602192|XP_023174922.2|DHYD	LOC115625715|XP_030376721.1|SLEB
OG0000070	LOC111602194|XP_023174924.2|DHYD	LOC115625716|XP_030376722.1|SLEB
OG0000071	LOC111599791|XP_030081795.1|DHYD	LOC115624678|XP_030375337.1|SLEB
OG0000072	LOC111604605|XP_023178486.1|DHYD	LOC115625138|XP_030375920.1|SLEB
OG0000072	LOC111594128|XP_023163054.2|DHYD	LOC115633654|XP_030386963.1|SLEB
OG0000072	LOC111594127|XP_023163053.2|DHYD	LOC115625130|XP_030375908.1|SLEB
OG0000073	LOC111595450|XP_023164945.1|DHYD	LOC115626625|XP_030377891.1|SLEB
OG0000073	LOC111597481|XP_023168396.1|DHYD	LOC115626672|XP_030377958.1|SLEB
OG0000073	LOC111602674|XP_023175635.2|DHYD	LOC115624374|XP_030374908.1|SLEB
OG0000074	LOC111596936|XP_023167155.1|DHYD, LOC111596937|XP_023167156.2|DHYD	LOC115632425|XP_030385425.1|SLEB
OG0000075	LOC111595080|XP_023164404.2|DHYD	LOC115622150|XP_030371879.1|SLEB
OG0000075	LOC111595078|XP_023164402.1|DHYD	LOC115623283|XP_030373426.1|SLEB
OG0000075	LOC111595081|XP_023164405.1|DHYD	LOC115623262|XP_030373391.1|SLEB
OG0000075	LOC111595077|XP_023164401.1|DHYD, LOC111595142|XP_023164483.1|DHYD	LOC115622151|XP_030371880.1|SLEB
OG0000076	LOC111599682|XP_023171158.1|DHYD	LOC115623022|XP_030373056.1|SLEB
OG0000076	LOC111592395|XP_023160339.2|DHYD, LOC111592398|XP_023160342.2|DHYD	LOC115624080|XP_030374530.1|SLEB, LOC115624184|XP_030374640.1|SLEB
OG0000076	LOC111600172|XP_023171933.1|DHYD	LOC115627672|XP_030379274.1|SLEB
OG0000076	LOC111594068|XP_023162969.2|DHYD	LOC115627823|XP_030379517.1|SLEB
OG0000077	LOC111599997|XP_023171665.1|DHYD	LOC115629260|XP_030381546.1|SLEB
OG0000077	LOC111595708|XP_023165321.1|DHYD	LOC115625518|XP_030376442.1|SLEB
OG0000077	LOC111599697|XP_023171187.1|DHYD	LOC115624410|XP_030375008.1|SLEB
OG0000077	LOC111592482|XP_023160465.1|DHYD	LOC115621758|XP_030371352.1|SLEB
OG0000078	LOC111593533|XP_023162105.1|DHYD, LOC111593319|XP_023161795.1|DHYD	LOC115624829|XP_030375536.1|SLEB
OG0000078	LOC111604289|XP_023178073.2|DHYD	LOC115624752|XP_030375442.1|SLEB
OG0000078	LOC111603428|XP_023176780.2|DHYD	LOC115620798|XP_030370081.1|SLEB
OG0000078	LOC111603133|XP_023176376.1|DHYD	LOC115627604|XP_030379186.1|SLEB
OG0000078	LOC111596540|XP_023166579.2|DHYD	LOC115627905|XP_030379660.1|SLEB
OG0000079	LOC111601222|XP_023173489.2|DHYD	LOC115631581|XP_030384238.1|SLEB
OG0000079	LOC111600916|XP_023173050.2|DHYD, LOC111597758|XP_023168380.1|DHYD, LOC115483215|XP_030080368.1|DHYD, LOC111599530|XP_023170953.1|DHYD	LOC115630959|XP_030383393.1|SLEB, LOC115630960|XP_030383395.1|SLEB, LOC115631902|XP_030384611.1|SLEB
OG0000080	LOC111600911|XP_023173040.2|DHYD	LOC115634241|XP_030387695.1|SLEB, LOC115634222|XP_030387673.1|SLEB
OG0000080	LOC111592557|XP_023160621.1|DHYD	LOC115620018|XP_030368982.1|SLEB
OG0000081	LOC111595375|XP_023164839.2|DHYD	LOC115624517|XP_030375092.1|SLEB
OG0000082	LOC111600682|XP_023172704.2|DHYD	LOC115631916|XP_030384627.1|SLEB
OG0000082	LOC111595221|XP_023164604.2|DHYD	LOC115620211|XP_030369208.1|SLEB
OG0000082	LOC111595651|XP_023165246.2|DHYD	LOC115621651|XP_030371213.1|SLEB
OG0000083	LOC111592658|XP_030079136.1|DHYD	LOC115634036|XP_030387438.1|SLEB, LOC115634513|XP_030388139.1|SLEB
OG0000084	LOC111604038|XP_023177666.2|DHYD	LOC115623536|XP_030373782.1|SLEB
OG0000084	LOC111594007|XP_023162872.2|DHYD	LOC115631336|XP_030383918.1|SLEB
OG0000085	LOC111604178|XP_023177892.1|DHYD	LOC115634632|XP_030388350.1|SLEB
OG0000086	LOC115483460|XP_030081395.1|DHYD, LOC111602150|XP_030081396.1|DHYD	LOC115628291|XP_030380201.1|SLEB
OG0000087	LOC111598477|XP_023169504.1|DHYD	LOC115626132|XP_030377247.1|SLEB
OG0000087	LOC115482921|XP_030079086.1|DHYD, LOC115482922|XP_030079087.1|DHYD, LOC115482931|XP_030079123.1|DHYD	LOC115626584|XP_030377826.1|SLEB
OG0000087	LOC111604004|XP_023177629.2|DHYD	LOC115626069|XP_030377182.1|SLEB
OG0000088	LOC111592149|XP_023159964.1|DHYD	LOC115624994|XP_030375725.1|SLEB
OG0000088	LOC111598938|XP_023170184.1|DHYD	LOC115626364|XP_030377575.1|SLEB
OG0000088	LOC111593116|XP_023161484.1|DHYD	LOC115623096|XP_030373163.1|SLEB
OG0000088	LOC111604481|XP_023178334.1|DHYD	LOC115623093|XP_030373160.1|SLEB
OG0000088	LOC111593117|XP_023161486.2|DHYD	LOC115622241|XP_030371997.1|SLEB
OG0000089	LOC111603588|XP_023177012.1|DHYD	LOC115624415|XP_030375011.1|SLEB
OG0000089	LOC111598635|XP_023169747.1|DHYD	LOC115634279|XP_030387772.1|SLEB
OG0000089	LOC111603721|XP_023177200.1|DHYD	LOC115632948|XP_030386105.1|SLEB, LOC115632950|XP_030386106.1|SLEB
OG0000090	LOC111592171|XP_023159993.2|DHYD	LOC115633715|XP_030387039.1|SLEB
OG0000090	LOC111592119|XP_023159918.2|DHYD	LOC115633696|XP_030387013.1|SLEB
OG0000090	LOC111592435|XP_023160386.1|DHYD	LOC115628271|XP_030380155.1|SLEB
OG0000090	LOC111593119|XP_030080405.1|DHYD	LOC115623090|XP_030373157.1|SLEB
OG0000090	LOC111598762|XP_023169942.2|DHYD	LOC115624821|XP_030375529.1|SLEB
OG0000091	LOC111601403|XP_023173720.2|DHYD	LOC115620184|XP_030369168.1|SLEB
OG0000091	LOC111599470|XP_023170907.2|DHYD	LOC115630433|XP_030382848.1|SLEB
OG0000091	LOC111592942|XP_023161174.1|DHYD	LOC115620680|XP_030369906.1|SLEB
OG0000091	LOC111592941|XP_023161173.1|DHYD	LOC115621346|XP_030370826.1|SLEB
OG0000092	LOC111599699|XP_023171192.2|DHYD	LOC115623334|XP_030373465.1|SLEB
OG0000092	LOC111597499|XP_023168028.2|DHYD	LOC115624326|XP_030374813.1|SLEB
OG0000092	LOC111597484|XP_023168003.2|DHYD	LOC115624330|XP_030374818.1|SLEB
OG0000093	LOC111601939|XP_023174562.2|DHYD	LOC115628531|XP_030380552.1|SLEB
OG0000093	LOC111593071|XP_023161417.1|DHYD	LOC115627221|XP_030378703.1|SLEB
OG0000094	LOC111597580|XP_023168146.2|DHYD	LOC115622394|XP_030372178.1|SLEB
OG0000094	LOC111599491|XP_023170925.1|DHYD	LOC115621962|XP_030371670.1|SLEB
OG0000096	LOC111595909|XP_023165620.2|DHYD	LOC115621238|XP_030370689.1|SLEB
OG0000096	LOC111595908|XP_023165619.2|DHYD	LOC115620727|XP_030369967.1|SLEB
OG0000096	LOC111594349|XP_023163377.2|DHYD	LOC115626185|XP_030377323.1|SLEB, LOC115625901|XP_030376991.1|SLEB
OG0000098	LOC111596482|XP_023166511.1|DHYD	LOC115621995|XP_030371710.1|SLEB
OG0000099	LOC111595394|XP_023164864.2|DHYD	LOC115627007|XP_030378385.1|SLEB
OG0000099	LOC115483034|XP_030079680.1|DHYD, LOC111605619|XP_030079681.1|DHYD, LOC111596155|XP_023166055.2|DHYD	LOC115629181|XP_030381422.1|SLEB
OG0000100	LOC111601225|XP_023173488.1|DHYD	LOC115629849|XP_030382290.1|SLEB
OG0000100	LOC111593272|XP_023161711.2|DHYD	LOC115620196|XP_030369189.1|SLEB
OG0000101	LOC111605102|XP_023179212.1|DHYD	LOC115634421|XP_030387988.1|SLEB
OG0000101	LOC115483448|XP_030081298.1|DHYD	LOC115623200|XP_030373296.1|SLEB
OG0000101	LOC111605109|XP_030081823.1|DHYD	LOC115634012|XP_030387400.1|SLEB
OG0000102	LOC111597672|XP_023168266.1|DHYD	LOC115632673|XP_030385805.1|SLEB
OG0000102	LOC111597731|XP_023168344.2|DHYD	LOC115619960|XP_030368851.1|SLEB
OG0000103	LOC111601118|XP_023173340.1|DHYD, LOC111601119|XP_023173341.2|DHYD, LOC111601117|XP_023173339.2|DHYD	LOC115632516|XP_030385569.1|SLEB
OG0000103	LOC111605234|XP_023179437.1|DHYD	LOC115633245|XP_030386506.1|SLEB
OG0000104	LOC111604659|XP_023178583.1|DHYD	LOC115632330|XP_030385293.1|SLEB
OG0000104	LOC111600397|XP_023172245.2|DHYD, LOC115483402|XP_030081053.1|DHYD	LOC115632802|XP_030385913.1|SLEB
OG0000104	LOC111604693|XP_023178632.2|DHYD	LOC115632724|XP_030385830.1|SLEB
OG0000105	LOC111603935|XP_023177532.2|DHYD	LOC115625386|XP_030376284.1|SLEB, LOC115625389|XP_030376287.1|SLEB
OG0000105	LOC111597551|XP_023168115.2|DHYD, LOC111598625|XP_023169726.2|DHYD	LOC115625391|XP_030376288.1|SLEB
OG0000105	LOC111597554|XP_023168119.2|DHYD	LOC115625387|XP_030376285.1|SLEB
OG0000107	LOC111601231|XP_023173496.2|DHYD, LOC111594919|XP_023164178.2|DHYD, LOC111594909|XP_023164167.2|DHYD	LOC115634454|XP_030388036.1|SLEB
OG0000109	LOC111600828|XP_023172903.2|DHYD	LOC115631036|XP_030383521.1|SLEB
OG0000109	LOC111601162|XP_023173410.2|DHYD, LOC111601018|XP_023173193.2|DHYD	LOC115630792|XP_030383307.1|SLEB
OG0000110	LOC111602899|XP_030081123.1|DHYD	LOC115628356|XP_030380291.1|SLEB
OG0000110	LOC111602896|XP_023176001.2|DHYD	LOC115628263|XP_030380142.1|SLEB
OG0000110	LOC111602908|XP_030081181.1|DHYD	LOC115628416|XP_030380363.1|SLEB
OG0000110	LOC111602891|XP_023175994.1|DHYD	LOC115628221|XP_030380076.1|SLEB
OG0000111	LOC111593853|XP_023162670.1|DHYD, LOC111592679|XP_023160814.1|DHYD, LOC111594826|XP_023164062.1|DHYD	LOC115634293|XP_030387808.1|SLEB
OG0000112	LOC111605329|XP_023179566.2|DHYD	LOC115629158|XP_030381390.1|SLEB
OG0000112	LOC111605332|XP_023179568.2|DHYD	LOC115629161|XP_030381394.1|SLEB
OG0000112	LOC111603144|XP_023176388.1|DHYD, LOC111603201|XP_023176458.2|DHYD	LOC115627698|XP_030379301.1|SLEB
OG0000113	LOC111603366|XP_023176683.2|DHYD	LOC115628760|XP_030380835.1|SLEB
OG0000113	LOC111604045|XP_023177669.1|DHYD	LOC115634230|XP_030387682.1|SLEB, LOC115625365|XP_030376262.1|SLEB
OG0000114	LOC111603782|XP_023177292.2|DHYD	LOC115630954|XP_030383388.1|SLEB
OG0000114	LOC111603784|XP_023177293.1|DHYD	LOC115630955|XP_030383389.1|SLEB
OG0000116	LOC111604852|XP_023178853.1|DHYD	LOC115624328|XP_030374816.1|SLEB
OG0000116	LOC111604823|XP_023178815.2|DHYD	LOC115623813|XP_030374217.1|SLEB, LOC115623954|XP_030374378.1|SLEB, LOC115623973|XP_030374402.1|SLEB
OG0000116	LOC111604866|XP_030078684.1|DHYD, LOC111604867|XP_030078683.1|DHYD, LOC111604903|XP_023178910.2|DHYD	LOC115623999|XP_030374431.1|SLEB, LOC115623995|XP_030374424.1|SLEB
OG0000117	LOC111600402|XP_023172250.2|DHYD	LOC115626178|XP_030377315.1|SLEB
OG0000117	LOC111600404|XP_023172253.2|DHYD	LOC115626179|XP_030377316.1|SLEB
OG0000117	LOC111600405|XP_023172254.1|DHYD	LOC115626180|XP_030377317.1|SLEB
OG0000117	LOC111600409|XP_023172258.2|DHYD	LOC115626181|XP_030377318.1|SLEB
OG0000118	LOC111602186|XP_023174913.2|DHYD, LOC111602185|XP_023174912.2|DHYD	LOC115626301|XP_030377489.1|SLEB
OG0000119	LOC111594626|XP_023163785.1|DHYD	LOC115625335|XP_030376220.1|SLEB
OG0000119	LOC111594598|XP_023163731.1|DHYD	LOC115625475|XP_030376385.1|SLEB
OG0000119	LOC111594582|XP_023163708.1|DHYD	LOC115625305|XP_030376184.1|SLEB
OG0000120	LOC111604779|XP_023178762.1|DHYD	LOC115627012|XP_030378393.1|SLEB
OG0000120	LOC111600604|XP_023172567.2|DHYD	LOC115620371|XP_030369440.1|SLEB
OG0000120	LOC111603518|XP_023176910.1|DHYD	LOC115630403|XP_030382790.1|SLEB
OG0000120	LOC111601088|XP_023173283.1|DHYD	LOC115628235|XP_030380109.1|SLEB
OG0000121	LOC111596987|XP_023167243.2|DHYD, LOC111596993|XP_023167257.2|DHYD	LOC115625321|XP_030376202.1|SLEB
OG0000121	LOC111603179|XP_023176430.1|DHYD	LOC115625542|XP_030376479.1|SLEB
OG0000121	LOC111597218|XP_030080606.1|DHYD	LOC115625267|XP_030376127.1|SLEB
OG0000122	LOC111594761|XP_023163978.2|DHYD	LOC115630753|XP_030383267.1|SLEB
OG0000122	LOC111601844|XP_023174446.2|DHYD	LOC115628730|XP_030380794.1|SLEB
OG0000122	LOC111602177|XP_030079238.1|DHYD	LOC115634302|XP_030387815.1|SLEB, LOC115631897|XP_030384606.1|SLEB
OG0000123	LOC111604152|XP_023177844.1|DHYD, LOC111604143|XP_023177833.1|DHYD	LOC115634239|XP_030387693.1|SLEB
OG0000123	LOC115482780|XP_030078625.1|DHYD, LOC111592387|XP_023160330.2|DHYD	LOC115624192|XP_030374649.1|SLEB
OG0000124	LOC111596345|XP_023166304.2|DHYD, LOC111596341|XP_023166294.2|DHYD, LOC111596342|XP_023166295.2|DHYD	LOC115633905|XP_030387269.1|SLEB
OG0000124	LOC111597130|XP_023167459.2|DHYD	LOC115634486|XP_030388102.1|SLEB, LOC115634480|XP_030388071.1|SLEB, LOC115634175|XP_030387621.1|SLEB
OG0000125	LOC111598816|XP_023170014.1|DHYD	LOC115620679|XP_030369903.1|SLEB
OG0000125	LOC111596553|XP_023166598.2|DHYD	LOC115622011|XP_030371726.1|SLEB
OG0000125	LOC111594119|XP_023163047.2|DHYD	LOC115630466|XP_030382900.1|SLEB
OG0000126	LOC111598993|XP_023170265.1|DHYD	LOC115626373|XP_030377588.1|SLEB, LOC115633547|XP_030386863.1|SLEB
OG0000127	LOC111602713|XP_023175721.1|DHYD, LOC111602743|XP_023175763.2|DHYD	LOC115624275|XP_030374761.1|SLEB, LOC115624098|XP_030374548.1|SLEB
OG0000127	LOC111602747|XP_023175766.2|DHYD	LOC115624150|XP_030374607.1|SLEB
OG0000128	LOC111604073|XP_030081308.1|DHYD	LOC115627037|XP_030378429.1|SLEB
OG0000129	LOC111597362|XP_023167785.1|DHYD	LOC115633252|XP_030386513.1|SLEB
OG0000129	LOC111600994|XP_023173154.2|DHYD	LOC115632792|XP_030385903.1|SLEB, LOC115632636|XP_030385726.1|SLEB
OG0000129	LOC111600993|XP_023173153.1|DHYD	LOC115632635|XP_030385724.1|SLEB
OG0000129	LOC111597361|XP_023167784.1|DHYD	LOC115633251|XP_030386512.1|SLEB
OG0000130	LOC111595665|XP_023165255.2|DHYD	LOC115632117|XP_030384979.1|SLEB
OG0000130	LOC111595642|XP_023165234.2|DHYD	LOC115632142|XP_030385018.1|SLEB
OG0000130	LOC111595664|XP_023165254.2|DHYD	LOC115632815|XP_030385927.1|SLEB
OG0000131	LOC111594556|XP_023163679.2|DHYD	LOC115620740|XP_030369987.1|SLEB
OG0000132	LOC111595014|XP_023164289.2|DHYD	LOC115631441|XP_030384043.1|SLEB
OG0000132	LOC111603549|XP_023176951.2|DHYD	LOC115624363|XP_030374882.1|SLEB
OG0000134	LOC111602019|XP_023174685.1|DHYD	LOC115621108|XP_030370509.1|SLEB
OG0000134	LOC111598831|XP_030078873.1|DHYD	LOC115629363|XP_030381677.1|SLEB
OG0000134	LOC111601548|XP_023173960.1|DHYD	LOC115631566|XP_030384216.1|SLEB
OG0000137	LOC111596505|XP_023166534.1|DHYD	LOC115632206|XP_030385118.1|SLEB
OG0000137	LOC111594447|XP_023163503.2|DHYD	LOC115621775|XP_030371387.1|SLEB
OG0000137	LOC111601021|XP_023173196.2|DHYD	LOC115623263|XP_030373392.1|SLEB
OG0000138	LOC111603648|XP_023177095.2|DHYD	LOC115623943|XP_030374365.1|SLEB
OG0000138	LOC111603667|XP_023177119.1|DHYD	LOC115623756|XP_030374151.1|SLEB
OG0000139	LOC111592313|XP_023160190.2|DHYD, LOC111592302|XP_023160177.2|DHYD	LOC115621555|XP_030371086.1|SLEB, LOC115624943|XP_030375653.1|SLEB, LOC115624849|XP_030375553.1|SLEB
OG0000140	LOC111598783|XP_023169969.2|DHYD	LOC115621072|XP_030370459.1|SLEB
OG0000140	LOC111603316|XP_023176608.2|DHYD, LOC111605422|XP_030082002.1|DHYD	LOC115631745|XP_030384446.1|SLEB
OG0000141	LOC111601723|XP_023174214.2|DHYD	LOC115632354|XP_030385324.1|SLEB
OG0000141	LOC111601724|XP_023174215.1|DHYD	LOC115632744|XP_030385851.1|SLEB
OG0000141	LOC111601725|XP_023174216.2|DHYD	LOC115632365|XP_030385343.1|SLEB
OG0000142	LOC111593371|XP_023161855.1|DHYD	LOC115625086|XP_030375842.1|SLEB
OG0000142	LOC111598639|XP_030081632.1|DHYD	LOC115628082|XP_030379919.1|SLEB
OG0000142	LOC111605339|XP_030080112.1|DHYD	LOC115627258|XP_030378745.1|SLEB
OG0000143	LOC111593521|XP_023162080.2|DHYD	LOC115625380|XP_030376280.1|SLEB
OG0000143	LOC111593522|XP_023162082.1|DHYD	LOC115625390|XP_030376292.1|SLEB
OG0000144	LOC111604227|XP_023177966.2|DHYD	LOC115623941|XP_030374363.1|SLEB
OG0000144	LOC111596455|XP_023166450.1|DHYD	LOC115629778|XP_030382193.1|SLEB
OG0000144	LOC111604000|XP_023177617.1|DHYD	LOC115631998|XP_030384787.1|SLEB
OG0000145	LOC111603372|XP_023176692.1|DHYD	LOC115627757|XP_030379402.1|SLEB
OG0000145	LOC115483294|XP_030080505.1|DHYD, LOC111594181|XP_023163131.1|DHYD	LOC115631049|XP_030383542.1|SLEB
OG0000145	LOC111594179|XP_023163129.2|DHYD, LOC115483303|XP_030080517.1|DHYD	LOC115632005|XP_030384793.1|SLEB
OG0000145	LOC115483293|XP_030080502.1|DHYD, LOC111594177|XP_023163128.2|DHYD	LOC115632004|XP_030384792.1|SLEB
OG0000147	LOC111595831|XP_023165506.1|DHYD	LOC115630980|XP_030383422.1|SLEB, LOC115630666|XP_030383169.1|SLEB
OG0000147	LOC111594434|XP_030080605.1|DHYD	LOC115621832|XP_030371499.1|SLEB
OG0000147	LOC111594518|XP_023163614.1|DHYD	LOC115621833|XP_030371501.1|SLEB
OG0000148	LOC111601105|XP_023173316.2|DHYD	LOC115630932|XP_030383359.1|SLEB
OG0000148	LOC111593768|XP_023162555.2|DHYD	LOC115626589|XP_030377831.1|SLEB
OG0000149	LOC111592069|XP_023159843.2|DHYD	LOC115626190|XP_030377330.1|SLEB
OG0000149	LOC111593628|XP_023162265.1|DHYD	LOC115629267|XP_030381551.1|SLEB
OG0000150	LOC111596269|XP_023166174.2|DHYD	LOC115631362|XP_030383941.1|SLEB, LOC115631359|XP_030383937.1|SLEB
OG0000151	LOC111600942|XP_023173081.2|DHYD	LOC115622266|XP_030372028.1|SLEB
OG0000151	LOC115483388|XP_030081010.1|DHYD	LOC115622260|XP_030372021.1|SLEB
OG0000151	LOC111595796|XP_023165454.1|DHYD	LOC115622264|XP_030372025.1|SLEB
OG0000151	LOC111599240|XP_023170605.2|DHYD	LOC115622278|XP_030372040.1|SLEB
OG0000152	LOC111596245|XP_023166145.2|DHYD	LOC115620943|XP_030370319.1|SLEB
OG0000152	LOC111596246|XP_023166146.2|DHYD	LOC115620755|XP_030370011.1|SLEB, LOC115621748|XP_030371342.1|SLEB
OG0000153	LOC111593253|XP_023161680.1|DHYD	LOC115621745|XP_030371339.1|SLEB
OG0000153	LOC111593270|XP_023161709.2|DHYD, LOC111593271|XP_023161710.2|DHYD	LOC115620210|XP_030369207.1|SLEB
OG0000154	LOC111603479|XP_030081666.1|DHYD, LOC115483717|XP_030081665.1|DHYD	LOC115621867|XP_030371547.1|SLEB, LOC115621871|XP_030371556.1|SLEB
OG0000154	LOC111604282|XP_023178065.2|DHYD	LOC115632597|XP_030385682.1|SLEB
OG0000155	LOC115483421|XP_030081184.1|DHYD, LOC115483481|XP_030081492.1|DHYD, LOC111593220|XP_023161639.2|DHYD	LOC115628421|XP_030380369.1|SLEB
OG0000155	LOC111593221|XP_023161640.2|DHYD	LOC115628363|XP_030380300.1|SLEB
OG0000155	LOC111593218|XP_023161637.2|DHYD	LOC115628359|XP_030380294.1|SLEB
OG0000157	LOC111597018|XP_023167292.1|DHYD, LOC111597019|XP_023167293.1|DHYD	LOC115629819|XP_030382253.1|SLEB
OG0000157	LOC111597009|XP_023167281.2|DHYD	LOC115626330|XP_030377538.1|SLEB, LOC115633650|XP_030386952.1|SLEB
OG0000158	LOC111597574|XP_023168141.2|DHYD	LOC115633012|XP_030386197.1|SLEB, LOC115632738|XP_030385845.1|SLEB
OG0000158	LOC111597584|XP_023168151.2|DHYD	LOC115632736|XP_030385842.1|SLEB
OG0000159	LOC111601281|XP_030081817.1|DHYD	LOC115622292|XP_030372055.1|SLEB
OG0000160	LOC111605455|XP_030080648.1|DHYD, LOC111601382|XP_030080693.1|DHYD	LOC115621163|XP_030370583.1|SLEB
OG0000161	LOC111598769|XP_023169951.1|DHYD	LOC115622971|XP_030372982.1|SLEB
OG0000161	LOC111592797|XP_023160971.2|DHYD	LOC115623092|XP_030373159.1|SLEB
OG0000161	LOC111603705|XP_023177172.2|DHYD	LOC115625477|XP_030376387.1|SLEB, LOC115632647|XP_030385737.1|SLEB
OG0000161	LOC111602406|XP_023175200.1|DHYD	LOC115629943|XP_030382412.1|SLEB
OG0000162	LOC111592657|XP_023160776.2|DHYD, LOC111592641|XP_023160755.2|DHYD	LOC115628734|XP_030380797.1|SLEB
OG0000162	LOC111591954|XP_023159656.2|DHYD	LOC115630435|XP_030382852.1|SLEB
OG0000163	LOC111599502|XP_023170939.2|DHYD	LOC115628458|XP_030380436.1|SLEB
