Orthogroup	DHYD.longest_only	DEUG.longest_only
OG0000052	LOC111604228|XP_023177970.1|DHYD, LOC111604271|XP_023178041.2|DHYD, LOC111604241|XP_023177996.1|DHYD, LOC111604278|XP_023178055.1|DHYD	LOC108111978|XP_017077180.1|DEUG
OG0000052	LOC111604234|XP_023177982.1|DHYD	LOC108111977|XP_017077179.1|DEUG
OG0000053	LOC111602599|XP_023175526.2|DHYD	LOC108104547|XP_017066177.1|DEUG
OG0000053	LOC111602600|XP_023175527.2|DHYD	LOC108104546|XP_017066176.1|DEUG
OG0000053	LOC111596382|XP_023166356.2|DHYD	LOC108104610|XP_017066273.1|DEUG
OG0000053	LOC111596381|XP_023166355.2|DHYD	LOC108104585|XP_017066235.1|DEUG
OG0000053	LOC111596379|XP_023166352.2|DHYD	LOC108113522|XP_017079606.1|DEUG
OG0000054	LOC111604826|XP_023178817.2|DHYD	LOC108116465|XP_017083884.1|DEUG
OG0000054	LOC111593322|XP_023161796.2|DHYD	LOC108116310|XP_017083589.1|DEUG, LOC108116309|XP_017083588.1|DEUG
OG0000054	LOC111604856|XP_023178857.2|DHYD	LOC108116517|XP_017083943.1|DEUG, LOC108116481|XP_017083903.1|DEUG
OG0000055	LOC111603258|XP_023176533.1|DHYD, LOC111603253|XP_023176529.1|DHYD, LOC111603262|XP_023176542.2|DHYD, LOC111603257|XP_023176532.1|DHYD	LOC108111360|XP_017076282.1|DEUG, LOC108112571|XP_017078103.1|DEUG, LOC108111359|XP_017076280.1|DEUG
OG0000056	LOC111599611|XP_023171068.2|DHYD	LOC108115632|XP_017082673.1|DEUG
OG0000056	LOC111599619|XP_023171079.2|DHYD, LOC111599613|XP_023171070.2|DHYD	LOC108115634|XP_017082675.1|DEUG, LOC108115633|XP_017082674.1|DEUG
OG0000056	LOC111600558|XP_023172478.1|DHYD	LOC108116242|XP_017083521.1|DEUG, LOC108116270|XP_017083548.1|DEUG
OG0000058	LOC111602372|XP_023175155.1|DHYD, LOC111602373|XP_023175156.2|DHYD	LOC108111899|XP_017077025.1|DEUG, LOC108114779|XP_017081378.1|DEUG, LOC108114875|XP_017081520.1|DEUG, LOC108111925|XP_017077056.1|DEUG
OG0000058	LOC111602375|XP_023175159.2|DHYD, LOC111602371|XP_023175154.1|DHYD, LOC111602374|XP_023175158.2|DHYD	LOC108113468|XP_017079539.1|DEUG
OG0000058	LOC111591894|XP_023159568.1|DHYD	LOC108103231|XP_017064121.1|DEUG
OG0000059	LOC111595783|XP_030078737.1|DHYD	LOC108113647|XP_017079807.1|DEUG
OG0000059	LOC111595875|XP_023165572.2|DHYD	LOC108113544|XP_017079627.1|DEUG, LOC108113548|XP_017079631.1|DEUG
OG0000059	LOC111595256|XP_023164673.2|DHYD	LOC108113646|XP_017079806.1|DEUG
OG0000059	LOC111595830|XP_030078745.1|DHYD, LOC111595757|XP_023165402.2|DHYD, LOC111595792|XP_023165450.1|DHYD	LOC108113524|XP_017079604.1|DEUG
OG0000060	LOC111605118|XP_023179239.1|DHYD	LOC108103845|XP_017065030.1|DEUG
OG0000060	LOC111594203|XP_023163168.1|DHYD	LOC108103085|XP_017063927.1|DEUG
OG0000060	LOC115482748|XP_030081618.1|DHYD	LOC108115377|XP_017082302.1|DEUG
OG0000060	LOC111597837|XP_023168500.1|DHYD	LOC108104222|XP_017065654.1|DEUG
OG0000060	LOC111598840|XP_023170044.1|DHYD	LOC108103803|XP_017064973.1|DEUG
OG0000060	LOC111596076|XP_023165902.2|DHYD	LOC108110620|XP_017075208.1|DEUG
OG0000061	LOC111601172|XP_023173419.2|DHYD	LOC108105141|XP_017067063.1|DEUG
OG0000061	LOC111601168|XP_023173414.2|DHYD	LOC108105148|XP_017067072.1|DEUG
OG0000061	LOC111601143|XP_023173378.2|DHYD	LOC108105132|XP_017067054.1|DEUG
OG0000061	LOC111601144|XP_023173379.1|DHYD	LOC108105140|XP_017067062.1|DEUG
OG0000062	LOC111598288|XP_023169239.1|DHYD	LOC108118092|XP_017086134.1|DEUG
OG0000062	LOC111600181|XP_023171951.1|DHYD, LOC111596290|XP_030080523.1|DHYD	LOC108106953|XP_017069718.1|DEUG, LOC108106952|XP_017069717.1|DEUG, LOC108115227|XP_017082074.1|DEUG, LOC108106954|XP_017069720.1|DEUG
OG0000063	LOC111602944|XP_023176073.2|DHYD, LOC111602943|XP_023176072.2|DHYD, LOC111602946|XP_023176074.2|DHYD	LOC108111516|XP_017076523.1|DEUG, LOC108111518|XP_017076525.1|DEUG, LOC108111515|XP_017076522.1|DEUG, LOC108104887|XP_017066708.1|DEUG
OG0000063	LOC111597578|XP_023168144.2|DHYD	LOC108114063|XP_017080306.1|DEUG
OG0000063	LOC111597466|XP_023167982.2|DHYD	LOC108113978|XP_017080208.1|DEUG
OG0000063	LOC111597464|XP_023167980.2|DHYD	LOC108113990|XP_017080222.1|DEUG, LOC108113962|XP_017080165.1|DEUG
OG0000065	LOC111598539|XP_023169599.2|DHYD	LOC108111755|XP_017076801.1|DEUG
OG0000065	LOC111599010|XP_023170294.2|DHYD, LOC111604341|XP_023178171.2|DHYD	LOC108111216|XP_017076106.1|DEUG, LOC108111756|XP_017076802.1|DEUG, LOC108111472|XP_017076433.1|DEUG, LOC108111537|XP_017076550.1|DEUG, LOC108111531|XP_017076543.1|DEUG
OG0000066	LOC111596465|XP_023166485.1|DHYD	LOC108116142|XP_017083360.1|DEUG, LOC108115952|XP_017083078.1|DEUG
OG0000066	LOC111603713|XP_023177187.1|DHYD	LOC108114786|XP_017081387.1|DEUG
OG0000066	LOC111604865|XP_023178868.2|DHYD	LOC108116291|XP_017083569.1|DEUG
OG0000066	LOC111595983|XP_023165737.1|DHYD	LOC108110127|XP_017074522.1|DEUG
OG0000066	LOC111603187|XP_023176438.2|DHYD	LOC108112986|XP_017078881.1|DEUG
OG0000067	LOC111603515|XP_023176907.2|DHYD	LOC108110201|XP_017074664.1|DEUG
OG0000067	LOC111593087|XP_023161450.1|DHYD	LOC108108193|XP_017071634.1|DEUG
OG0000067	LOC111604531|XP_023178401.2|DHYD	LOC108104759|XP_017066483.1|DEUG
OG0000067	LOC111593109|XP_023161477.2|DHYD	LOC108107601|XP_017070655.1|DEUG
OG0000067	LOC111601094|XP_023173298.2|DHYD	LOC108113955|XP_017080157.1|DEUG
OG0000068	LOC111593542|XP_023162133.2|DHYD	LOC108109162|XP_017073074.1|DEUG
OG0000068	LOC111598177|XP_023169045.2|DHYD	LOC108117707|XP_017085744.1|DEUG
OG0000069	LOC111593948|XP_023162811.1|DHYD	LOC108107209|XP_017070114.1|DEUG
OG0000070	LOC111602191|XP_023174921.2|DHYD	LOC108113477|XP_017079549.1|DEUG
OG0000070	LOC111591972|XP_023159687.1|DHYD	LOC108105517|XP_017067632.1|DEUG
OG0000070	LOC111602192|XP_023174922.2|DHYD	LOC108113476|XP_017079548.1|DEUG
OG0000070	LOC111602194|XP_023174924.2|DHYD	LOC108117153|XP_017084908.1|DEUG
OG0000071	LOC111599791|XP_030081795.1|DHYD	LOC108113830|XP_017080028.1|DEUG
OG0000072	LOC111594128|XP_023163054.2|DHYD	LOC108112416|XP_017077748.1|DEUG
OG0000072	LOC111594127|XP_023163053.2|DHYD	LOC108112101|XP_017077339.1|DEUG
OG0000073	LOC111595450|XP_023164945.1|DHYD	LOC108112923|XP_017078801.1|DEUG
OG0000073	LOC111597481|XP_023168396.1|DHYD	LOC108102436|XP_017062902.1|DEUG
OG0000073	LOC111602674|XP_023175635.2|DHYD	LOC108115124|XP_017081864.1|DEUG
OG0000074	LOC111596936|XP_023167155.1|DHYD, LOC111596937|XP_023167156.2|DHYD	LOC108107571|XP_017070620.1|DEUG
OG0000074	LOC111601089|XP_023173284.2|DHYD	LOC108108501|XP_017072057.1|DEUG
OG0000075	LOC111595080|XP_023164404.2|DHYD	LOC108117400|XP_017085296.1|DEUG
OG0000075	LOC111595078|XP_023164402.1|DHYD	LOC108117379|XP_017085261.1|DEUG
OG0000075	LOC111595081|XP_023164405.1|DHYD	LOC108117401|XP_017085297.1|DEUG
OG0000075	LOC111595077|XP_023164401.1|DHYD, LOC111595142|XP_023164483.1|DHYD	LOC108117381|XP_017085265.1|DEUG
OG0000076	LOC111599682|XP_023171158.1|DHYD	LOC108107737|XP_017070877.1|DEUG
OG0000076	LOC111592395|XP_023160339.2|DHYD, LOC111592398|XP_023160342.2|DHYD	LOC108111743|XP_017076786.1|DEUG, LOC108112539|XP_017077961.1|DEUG, LOC108111731|XP_017076774.1|DEUG
OG0000076	LOC111600172|XP_023171933.1|DHYD	LOC108103550|XP_017064568.1|DEUG
OG0000076	LOC111594068|XP_023162969.2|DHYD	LOC108103567|XP_017064581.1|DEUG
OG0000077	LOC111599997|XP_023171665.1|DHYD	LOC108109158|XP_017073068.1|DEUG
OG0000077	LOC111595708|XP_023165321.1|DHYD	LOC108109792|XP_017073986.1|DEUG
OG0000077	LOC111599697|XP_023171187.1|DHYD	LOC108107356|XP_017070344.1|DEUG
OG0000077	LOC111592482|XP_023160465.1|DHYD	LOC108116009|XP_017083176.1|DEUG
OG0000078	LOC111593533|XP_023162105.1|DHYD, LOC111593319|XP_023161795.1|DHYD	LOC108108942|XP_017072686.1|DEUG
OG0000078	LOC111604289|XP_023178073.2|DHYD	LOC108108692|XP_017072286.1|DEUG
OG0000078	LOC111603428|XP_023176780.2|DHYD	LOC108115080|XP_017081817.1|DEUG
OG0000078	LOC111603133|XP_023176376.1|DHYD	LOC108115236|XP_017082120.1|DEUG
OG0000078	LOC111596540|XP_023166579.2|DHYD	LOC108105339|XP_017067321.1|DEUG
OG0000079	LOC111601222|XP_023173489.2|DHYD	LOC108110990|XP_017075788.1|DEUG, LOC108110575|XP_017075161.1|DEUG
OG0000079	LOC111601212|XP_023173478.1|DHYD, LOC111601204|XP_023173467.1|DHYD	LOC108110510|XP_017075079.1|DEUG
OG0000079	LOC111600916|XP_023173050.2|DHYD, LOC111597758|XP_023168380.1|DHYD, LOC115483215|XP_030080368.1|DHYD, LOC111599530|XP_023170953.1|DHYD	LOC108110989|XP_017075787.1|DEUG
OG0000080	LOC111600911|XP_023173040.2|DHYD	LOC108112927|XP_017078808.1|DEUG, LOC108112926|XP_017078807.1|DEUG
OG0000080	LOC111592557|XP_023160621.1|DHYD	LOC108112904|XP_017078751.1|DEUG
OG0000081	LOC111595375|XP_023164839.2|DHYD	LOC108102865|XP_017063558.1|DEUG
OG0000082	LOC111600682|XP_023172704.2|DHYD	LOC108112180|XP_017077478.1|DEUG
OG0000082	LOC111595221|XP_023164604.2|DHYD	LOC108115688|XP_017082745.1|DEUG, LOC108115689|XP_017082747.1|DEUG, LOC108115722|XP_017082784.1|DEUG
OG0000082	LOC111595651|XP_023165246.2|DHYD	LOC108116863|XP_017084418.1|DEUG, LOC108116862|XP_017084417.1|DEUG
OG0000083	LOC111605744|XP_023180216.2|DHYD	LOC108111226|XP_017076117.1|DEUG, LOC108111194|XP_017076078.1|DEUG, LOC108110427|XP_017074983.1|DEUG, LOC108111109|XP_017075947.1|DEUG, LOC108110531|XP_017075102.1|DEUG, LOC108110509|XP_017075078.1|DEUG
OG0000083	LOC111592658|XP_030079136.1|DHYD	LOC108111080|XP_017075904.1|DEUG
OG0000084	LOC111604038|XP_023177666.2|DHYD	LOC108112025|XP_017077258.1|DEUG
OG0000084	LOC111594007|XP_023162872.2|DHYD	LOC108112786|XP_017078554.1|DEUG
OG0000085	LOC111604178|XP_023177892.1|DHYD	LOC108112567|XP_017078019.1|DEUG
OG0000086	LOC115483460|XP_030081395.1|DHYD, LOC111602150|XP_030081396.1|DHYD	LOC108112934|XP_017078816.1|DEUG
OG0000087	LOC111598477|XP_023169504.1|DHYD	LOC108110461|XP_017075018.1|DEUG
OG0000087	LOC115482921|XP_030079086.1|DHYD, LOC115482922|XP_030079087.1|DHYD, LOC115482931|XP_030079123.1|DHYD	LOC108105764|XP_017067973.1|DEUG
OG0000087	LOC111604004|XP_023177629.2|DHYD	LOC108110497|XP_017075066.1|DEUG
OG0000088	LOC111592149|XP_023159964.1|DHYD	LOC108114909|XP_017081575.1|DEUG
OG0000088	LOC111598938|XP_023170184.1|DHYD	LOC108105118|XP_017067040.1|DEUG
OG0000088	LOC111593116|XP_023161484.1|DHYD	LOC108113980|XP_017080211.1|DEUG
OG0000088	LOC111604481|XP_023178334.1|DHYD	LOC108112340|XP_017077658.1|DEUG
OG0000088	LOC111593117|XP_023161486.2|DHYD	LOC108114015|XP_017080251.1|DEUG
OG0000089	LOC111603588|XP_023177012.1|DHYD	LOC108116217|XP_017083494.1|DEUG
OG0000089	LOC111598635|XP_023169747.1|DHYD	LOC108110281|XP_017074767.1|DEUG
OG0000089	LOC111603721|XP_023177200.1|DHYD	LOC108114313|XP_017080713.1|DEUG
OG0000090	LOC111592171|XP_023159993.2|DHYD	LOC108104816|XP_017066589.1|DEUG
OG0000090	LOC111592119|XP_023159918.2|DHYD	LOC108104868|XP_017066681.1|DEUG
OG0000090	LOC111592435|XP_023160386.1|DHYD	LOC108107791|XP_017070990.1|DEUG
OG0000090	LOC111598762|XP_023169942.2|DHYD	LOC108102781|XP_017063431.1|DEUG
OG0000091	LOC111601403|XP_023173720.2|DHYD	LOC108116035|XP_017083214.1|DEUG
OG0000091	LOC111599470|XP_023170907.2|DHYD	LOC108104140|XP_017065530.1|DEUG
OG0000091	LOC111592942|XP_023161174.1|DHYD	LOC108116874|XP_017084454.1|DEUG
OG0000091	LOC111592941|XP_023161173.1|DHYD	LOC108117005|XP_017084662.1|DEUG
OG0000092	LOC111599699|XP_023171192.2|DHYD	LOC108113681|XP_017079847.1|DEUG
OG0000092	LOC111597499|XP_023168028.2|DHYD	LOC108113814|XP_017080011.1|DEUG
OG0000092	LOC111597484|XP_023168003.2|DHYD	LOC108113547|XP_017079630.1|DEUG, LOC108113683|XP_017079849.1|DEUG
OG0000093	LOC111601939|XP_023174562.2|DHYD	LOC108106152|XP_017068542.1|DEUG
OG0000093	LOC111593071|XP_023161417.1|DHYD	LOC108117628|XP_017085645.1|DEUG
OG0000094	LOC111597580|XP_023168146.2|DHYD	LOC108113907|XP_017080103.1|DEUG
OG0000094	LOC111599491|XP_023170925.1|DHYD	LOC108115240|XP_017082086.1|DEUG
OG0000096	LOC111595909|XP_023165620.2|DHYD	LOC108107140|XP_017070033.1|DEUG
OG0000096	LOC111595917|XP_023165636.1|DHYD	LOC108105161|XP_017067089.1|DEUG
OG0000096	LOC111595908|XP_023165619.2|DHYD	LOC108105237|XP_017067197.1|DEUG
OG0000096	LOC111594349|XP_023163377.2|DHYD	LOC108114809|XP_017081419.1|DEUG
OG0000098	LOC111596482|XP_023166511.1|DHYD	LOC108111754|XP_017076799.1|DEUG
OG0000099	LOC111595394|XP_023164864.2|DHYD	LOC108103640|XP_017064680.1|DEUG
OG0000099	LOC115483034|XP_030079680.1|DHYD, LOC111605619|XP_030079681.1|DHYD, LOC111596155|XP_023166055.2|DHYD	LOC108103645|XP_017064690.1|DEUG
OG0000100	LOC111601225|XP_023173488.1|DHYD	LOC108112739|XP_017078466.1|DEUG
OG0000100	LOC111602698|XP_030078699.1|DHYD, LOC111593272|XP_023161711.2|DHYD	LOC108111672|XP_017076695.1|DEUG
OG0000101	LOC115483448|XP_030081298.1|DHYD	LOC108108525|XP_017072086.1|DEUG
OG0000101	LOC111605109|XP_030081823.1|DHYD	LOC108108526|XP_017072087.1|DEUG
OG0000102	LOC111597672|XP_023168266.1|DHYD	LOC108112823|XP_017078615.1|DEUG
OG0000102	LOC111597731|XP_023168344.2|DHYD	LOC108104532|XP_017066151.1|DEUG
OG0000103	LOC111601118|XP_023173340.1|DHYD, LOC111601119|XP_023173341.2|DHYD	LOC108108264|XP_017071711.1|DEUG, LOC108108575|XP_017072156.1|DEUG
OG0000103	LOC111601117|XP_023173339.2|DHYD	LOC108108573|XP_017072153.1|DEUG
OG0000103	LOC111605234|XP_023179437.1|DHYD	LOC108106655|XP_017069366.1|DEUG
OG0000104	LOC111604659|XP_023178583.1|DHYD	LOC108114702|XP_017081288.1|DEUG
OG0000104	LOC111600397|XP_023172245.2|DHYD, LOC115483402|XP_030081053.1|DHYD	LOC108108275|XP_017071764.1|DEUG
OG0000104	LOC111604693|XP_023178632.2|DHYD	LOC108114429|XP_017080906.1|DEUG
OG0000105	LOC111603935|XP_023177532.2|DHYD	LOC108116860|XP_017084411.1|DEUG, LOC108116802|XP_017084339.1|DEUG, LOC108113904|XP_017080100.1|DEUG
OG0000105	LOC111597551|XP_023168115.2|DHYD, LOC111598625|XP_023169726.2|DHYD	LOC108109406|XP_017073392.1|DEUG
OG0000105	LOC111597554|XP_023168119.2|DHYD	LOC108109430|XP_017073419.1|DEUG, LOC108109438|XP_017073428.1|DEUG
OG0000107	LOC111601231|XP_023173496.2|DHYD, LOC111594919|XP_023164178.2|DHYD, LOC111594909|XP_023164167.2|DHYD	LOC108112143|XP_017077380.1|DEUG, LOC108118400|XP_017086565.1|DEUG, LOC108118402|XP_017086567.1|DEUG, LOC108118430|XP_017086601.1|DEUG, LOC108118401|XP_017086566.1|DEUG, LOC108118431|XP_017086602.1|DEUG, LOC108112145|XP_017077381.1|DEUG, LOC108112146|XP_017077382.1|DEUG
OG0000109	LOC111600828|XP_023172903.2|DHYD	LOC108110457|XP_017075013.1|DEUG, LOC108110593|XP_017075180.1|DEUG
OG0000109	LOC111601018|XP_023173193.2|DHYD	LOC108111190|XP_017076066.1|DEUG
OG0000110	LOC111602899|XP_030081123.1|DHYD	LOC108102707|XP_017063338.1|DEUG
OG0000110	LOC111602896|XP_023176001.2|DHYD	LOC108102709|XP_017063339.1|DEUG
OG0000110	LOC111602908|XP_030081181.1|DHYD	LOC108102713|XP_017063342.1|DEUG
OG0000110	LOC111602891|XP_023175994.1|DHYD	LOC108102757|XP_017063405.1|DEUG
OG0000111	LOC111593853|XP_023162670.1|DHYD	LOC108108929|XP_017072669.1|DEUG
OG0000111	LOC111592679|XP_023160814.1|DHYD, LOC111594826|XP_023164062.1|DHYD	LOC108108945|XP_017072689.1|DEUG, LOC108108912|XP_017072651.1|DEUG, LOC108108887|XP_017072593.1|DEUG
OG0000112	LOC111605329|XP_023179566.2|DHYD	LOC108117698|XP_017085724.1|DEUG, LOC108103986|XP_017065262.1|DEUG
OG0000112	LOC111605332|XP_023179568.2|DHYD, LOC111603144|XP_023176388.1|DHYD, LOC111603201|XP_023176458.2|DHYD	LOC108109712|XP_017073832.1|DEUG, LOC108109713|XP_017073833.1|DEUG
OG0000113	LOC111603366|XP_023176683.2|DHYD, LOC111604045|XP_023177669.1|DHYD	LOC108115254|XP_017082100.1|DEUG
OG0000114	LOC111603785|XP_023177294.1|DHYD	LOC108104067|XP_017065417.1|DEUG
OG0000114	LOC111603782|XP_023177292.2|DHYD	LOC108104063|XP_017065414.1|DEUG
OG0000114	LOC111603784|XP_023177293.1|DHYD	LOC108104065|XP_017065416.1|DEUG
OG0000116	LOC111604852|XP_023178853.1|DHYD	LOC108113693|XP_017079859.1|DEUG
OG0000116	LOC111604823|XP_023178815.2|DHYD	LOC108113810|XP_017080008.1|DEUG, LOC108113669|XP_017079834.1|DEUG
OG0000116	LOC111604866|XP_030078684.1|DHYD, LOC111604867|XP_030078683.1|DHYD, LOC111604903|XP_023178910.2|DHYD	LOC108113688|XP_017079853.1|DEUG
OG0000117	LOC111600402|XP_023172250.2|DHYD	LOC108105784|XP_017067999.1|DEUG
OG0000117	LOC111600404|XP_023172253.2|DHYD	LOC108105785|XP_017068000.1|DEUG
OG0000117	LOC111600405|XP_023172254.1|DHYD	LOC108105786|XP_017068001.1|DEUG
OG0000117	LOC111600409|XP_023172258.2|DHYD	LOC108105788|XP_017068004.1|DEUG
OG0000118	LOC111602186|XP_023174913.2|DHYD, LOC111602185|XP_023174912.2|DHYD	LOC108105815|XP_017068045.1|DEUG
OG0000119	LOC111594626|XP_023163785.1|DHYD	LOC108108384|XP_017071922.1|DEUG
OG0000119	LOC111594598|XP_023163731.1|DHYD	LOC108108359|XP_017071890.1|DEUG
OG0000119	LOC111594582|XP_023163708.1|DHYD	LOC108108370|XP_017071907.1|DEUG
OG0000120	LOC111604779|XP_023178762.1|DHYD	LOC108105484|XP_017067590.1|DEUG
OG0000120	LOC111600604|XP_023172567.2|DHYD	LOC108106341|XP_017068810.1|DEUG
OG0000120	LOC111601088|XP_023173283.1|DHYD	LOC108104718|XP_017066428.1|DEUG
OG0000121	LOC111603179|XP_023176430.1|DHYD	LOC108103118|XP_017063973.1|DEUG, LOC108103117|XP_017063972.1|DEUG
OG0000121	LOC111597218|XP_030080606.1|DHYD	LOC108105232|XP_017067189.1|DEUG
OG0000121	LOC111597213|XP_023167555.2|DHYD, LOC111597090|XP_023167398.1|DHYD	LOC108105221|XP_017067172.1|DEUG, LOC108105223|XP_017067174.1|DEUG, LOC108114347|XP_017080817.1|DEUG, LOC108105242|XP_017067206.1|DEUG, LOC108111651|XP_017076671.1|DEUG
OG0000122	LOC111594761|XP_023163978.2|DHYD	LOC108111528|XP_017076541.1|DEUG
OG0000122	LOC111601844|XP_023174446.2|DHYD	LOC108117063|XP_017084727.1|DEUG
OG0000122	LOC111604606|XP_023178487.1|DHYD	LOC108104772|XP_017066497.1|DEUG
OG0000122	LOC111602177|XP_030079238.1|DHYD	LOC108110643|XP_017075233.1|DEUG
OG0000123	LOC111604152|XP_023177844.1|DHYD, LOC111604143|XP_023177833.1|DHYD	LOC108107365|XP_017070356.1|DEUG
OG0000123	LOC115482780|XP_030078625.1|DHYD, LOC111592387|XP_023160330.2|DHYD	LOC108116127|XP_017083340.1|DEUG
OG0000124	LOC111596345|XP_023166304.2|DHYD, LOC111596341|XP_023166294.2|DHYD, LOC111596342|XP_023166295.2|DHYD	LOC108112716|XP_017078437.1|DEUG, LOC108104451|XP_017066003.1|DEUG
OG0000124	LOC111597130|XP_023167459.2|DHYD	LOC108104471|XP_017066025.1|DEUG, LOC108104442|XP_017065992.1|DEUG
OG0000125	LOC111598816|XP_023170014.1|DHYD	LOC108115856|XP_017082970.1|DEUG
OG0000125	LOC111596553|XP_023166598.2|DHYD	LOC108116946|XP_017084583.1|DEUG
OG0000125	LOC111594119|XP_023163047.2|DHYD	LOC108112733|XP_017078459.1|DEUG
OG0000126	LOC111600358|XP_023172204.2|DHYD, LOC111598993|XP_023170265.1|DHYD	LOC108105748|XP_017067954.1|DEUG
OG0000127	LOC111602713|XP_023175721.1|DHYD	LOC108115091|XP_017081827.1|DEUG, LOC108115096|XP_017081833.1|DEUG
OG0000127	LOC111602743|XP_023175763.2|DHYD	LOC108115084|XP_017081821.1|DEUG
OG0000127	LOC111602747|XP_023175766.2|DHYD	LOC108115089|XP_017081825.1|DEUG
OG0000128	LOC111604073|XP_030081308.1|DHYD	LOC108109273|XP_017073251.1|DEUG
OG0000128	LOC111604098|XP_023177766.2|DHYD, LOC115483459|XP_030081391.1|DHYD, LOC115483450|XP_030081307.1|DHYD	LOC108115073|XP_017081810.1|DEUG
OG0000129	LOC111597362|XP_023167785.1|DHYD	LOC108109745|XP_017073897.1|DEUG
OG0000129	LOC111600994|XP_023173154.2|DHYD	LOC108114735|XP_017081334.1|DEUG
OG0000129	LOC111600993|XP_023173153.1|DHYD	LOC108111075|XP_017075896.1|DEUG
OG0000129	LOC111597361|XP_023167784.1|DHYD	LOC108109744|XP_017073896.1|DEUG
OG0000130	LOC111595665|XP_023165255.2|DHYD	LOC108107960|XP_017071288.1|DEUG
OG0000130	LOC111595642|XP_023165234.2|DHYD	LOC108107809|XP_017071029.1|DEUG
OG0000130	LOC111595664|XP_023165254.2|DHYD	LOC108108154|XP_017071576.1|DEUG, LOC108108122|XP_017071527.1|DEUG
OG0000131	LOC111594556|XP_023163679.2|DHYD	LOC108116900|XP_017084499.1|DEUG
OG0000132	LOC111595014|XP_023164289.2|DHYD	LOC108104026|XP_017065347.1|DEUG
OG0000132	LOC111603549|XP_023176951.2|DHYD	LOC108105278|XP_017067256.1|DEUG
OG0000134	LOC111602019|XP_023174685.1|DHYD	LOC108109201|XP_017073131.1|DEUG
OG0000134	LOC111598831|XP_030078873.1|DHYD	LOC108103949|XP_017065202.1|DEUG
OG0000134	LOC111601548|XP_023173960.1|DHYD	LOC108110874|XP_017075610.1|DEUG
OG0000137	LOC111594447|XP_023163503.2|DHYD	LOC108115329|XP_017082228.1|DEUG
OG0000137	LOC111601021|XP_023173196.2|DHYD	LOC108114102|XP_017080350.1|DEUG
OG0000138	LOC111603648|XP_023177095.2|DHYD	LOC108109574|XP_017073640.1|DEUG
OG0000138	LOC111603646|XP_023177093.2|DHYD	LOC108109499|XP_017073527.1|DEUG
OG0000138	LOC111603667|XP_023177119.1|DHYD	LOC108109498|XP_017073526.1|DEUG
OG0000138	LOC111603600|XP_023177027.2|DHYD, LOC111603668|XP_023177120.2|DHYD	LOC108109500|XP_017073528.1|DEUG
OG0000140	LOC111598783|XP_023169969.2|DHYD	LOC108115857|XP_017082972.1|DEUG
OG0000141	LOC111601723|XP_023174214.2|DHYD	LOC108109891|XP_017074182.1|DEUG
OG0000141	LOC111601724|XP_023174215.1|DHYD	LOC108109892|XP_017074185.1|DEUG
OG0000141	LOC111601725|XP_023174216.2|DHYD	LOC108109767|XP_017073929.1|DEUG
OG0000142	LOC111593371|XP_023161855.1|DHYD	LOC108116624|XP_017084090.1|DEUG
OG0000142	LOC111605339|XP_030080112.1|DHYD	LOC108103419|XP_017064365.1|DEUG
OG0000143	LOC111593521|XP_023162080.2|DHYD	LOC108108638|XP_017072228.1|DEUG
OG0000143	LOC111593524|XP_023162085.1|DHYD, LOC111593522|XP_023162082.1|DHYD	LOC108108427|XP_017071968.1|DEUG
OG0000144	LOC111604227|XP_023177966.2|DHYD	LOC108116153|XP_017083378.1|DEUG
OG0000144	LOC111596455|XP_023166450.1|DHYD	LOC108102991|XP_017063793.1|DEUG
OG0000145	LOC111603372|XP_023176692.1|DHYD	LOC108103172|XP_017064046.1|DEUG
OG0000145	LOC115483293|XP_030080502.1|DHYD, LOC111594177|XP_023163128.2|DHYD	LOC108118396|XP_017086561.1|DEUG, LOC108118475|XP_017086691.1|DEUG
OG0000147	LOC111595831|XP_023165506.1|DHYD	LOC108104138|XP_017065528.1|DEUG
OG0000147	LOC111594434|XP_030080605.1|DHYD	LOC108113204|XP_017079230.1|DEUG
OG0000147	LOC111594518|XP_023163614.1|DHYD	LOC108113214|XP_017079257.1|DEUG
OG0000148	LOC111601105|XP_023173316.2|DHYD	LOC108110466|XP_017075022.1|DEUG
OG0000148	LOC111593768|XP_023162555.2|DHYD	LOC108110421|XP_017074977.1|DEUG
OG0000149	LOC111592069|XP_023159843.2|DHYD	LOC108112239|XP_017077549.1|DEUG
OG0000149	LOC111593628|XP_023162265.1|DHYD	LOC108105100|XP_017067024.1|DEUG
OG0000150	LOC111596269|XP_023166174.2|DHYD	LOC108115738|XP_017082797.1|DEUG, LOC108110730|XP_017075413.1|DEUG, LOC108115786|XP_017082848.1|DEUG, LOC108115789|XP_017082850.1|DEUG, LOC108115788|XP_017082849.1|DEUG
OG0000151	LOC111600942|XP_023173081.2|DHYD	LOC108114033|XP_017080269.1|DEUG
OG0000151	LOC115483388|XP_030081010.1|DHYD	LOC108113934|XP_017080130.1|DEUG
OG0000151	LOC111599240|XP_023170605.2|DHYD	LOC108108200|XP_017071641.1|DEUG
OG0000152	LOC111596245|XP_023166145.2|DHYD	LOC108115981|XP_017083130.1|DEUG
OG0000152	LOC111596244|XP_023166144.1|DHYD	LOC108116629|XP_017084097.1|DEUG, LOC108115980|XP_017083128.1|DEUG
OG0000152	LOC111596246|XP_023166146.2|DHYD	LOC108115979|XP_017083126.1|DEUG
