Orthogroup	DHYD.longest_only	DSIM.longest_only
OG0000056	LOC111600558|XP_023172478.1|DHYD	LOC6728632|XP_002103973.1|DSIM, LOC6728631|XP_016035267.1|DSIM
OG0000058	LOC111602372|XP_023175155.1|DHYD, LOC111602373|XP_023175156.2|DHYD	LOC6735235|XP_016028557.1|DSIM, LOC6732889|XP_002079994.1|DSIM, LOC6735234|XP_002082207.1|DSIM, LOC6735232|XP_002082205.1|DSIM
OG0000058	LOC111602375|XP_023175159.2|DHYD, LOC111602371|XP_023175154.1|DHYD, LOC111602374|XP_023175158.2|DHYD	LOC6731187|XP_002078346.1|DSIM
OG0000058	LOC111591894|XP_023159568.1|DHYD	LOC6725215|XP_002106238.1|DSIM
OG0000059	LOC111595783|XP_030078737.1|DHYD	LOC6729758|XP_002105064.1|DSIM
OG0000059	LOC111595875|XP_023165572.2|DHYD	LOC6729756|XP_002105062.1|DSIM, LOC6729755|XP_002105061.1|DSIM
OG0000059	LOC111595256|XP_023164673.2|DHYD	LOC6729757|XP_002105063.1|DSIM
OG0000059	LOC111595830|XP_030078745.1|DHYD, LOC111595757|XP_023165402.2|DHYD, LOC111595792|XP_023165450.1|DHYD	LOC6729751|XP_002105057.1|DSIM
OG0000060	LOC111605118|XP_023179239.1|DHYD	LOC6740094|XP_016039113.1|DSIM
OG0000060	LOC111594203|XP_023163168.1|DHYD	LOC6732627|XP_002079746.2|DSIM
OG0000060	LOC115482748|XP_030081618.1|DHYD	LOC27207681|XP_016033309.1|DSIM
OG0000060	LOC111597837|XP_023168500.1|DHYD	LOC27206381|XP_016037061.1|DSIM
OG0000060	LOC111598840|XP_023170044.1|DHYD	LOC6725775|XP_002106774.1|DSIM
OG0000060	LOC111596076|XP_023165902.2|DHYD	LOC6730742|XP_002077910.1|DSIM
OG0000061	LOC111601172|XP_023173419.2|DHYD	LOC6732437|XP_002079558.1|DSIM
OG0000061	LOC111601168|XP_023173414.2|DHYD	LOC6732443|XP_002079564.1|DSIM
OG0000061	LOC111601143|XP_023173378.2|DHYD	LOC6732439|XP_002079560.1|DSIM
OG0000061	LOC111601144|XP_023173379.1|DHYD	LOC6732440|XP_002079561.1|DSIM
OG0000062	LOC111598288|XP_023169239.1|DHYD	LOC6740030|XP_002076916.1|DSIM
OG0000062	LOC111600181|XP_023171951.1|DHYD, LOC111596290|XP_030080523.1|DHYD	LOC6732805|XP_002079918.1|DSIM, LOC6726783|XP_002102191.1|DSIM, LOC6732806|XP_002079919.1|DSIM
OG0000063	LOC111602944|XP_023176073.2|DHYD, LOC111602943|XP_023176072.2|DHYD, LOC111602946|XP_023176074.2|DHYD	LOC6727842|XP_002103201.1|DSIM, LOC6727843|XP_002103202.1|DSIM, LOC6727841|XP_002103200.1|DSIM
OG0000063	LOC111597578|XP_023168144.2|DHYD	LOC27208797|XP_016031320.1|DSIM
OG0000063	LOC111597466|XP_023167982.2|DHYD	LOC6737522|XP_002084358.1|DSIM
OG0000063	LOC111597464|XP_023167980.2|DHYD	LOC6737523|XP_002084359.2|DSIM, LOC6737524|XP_016031319.1|DSIM
OG0000065	LOC111598539|XP_023169599.2|DHYD	LOC6728371|XP_002103719.1|DSIM
OG0000065	LOC111599010|XP_023170294.2|DHYD, LOC111604341|XP_023178171.2|DHYD	LOC6731536|XP_002078683.1|DSIM, LOC6728370|XP_002103718.1|DSIM, LOC6727792|XP_002103153.2|DSIM, LOC6727793|XP_016034382.1|DSIM
OG0000066	LOC111596465|XP_023166485.1|DHYD	LOC6726978|XP_002102379.1|DSIM, LOC6729920|XP_002105222.1|DSIM
OG0000066	LOC111603713|XP_023177187.1|DHYD	LOC6733106|XP_002080183.1|DSIM
OG0000066	LOC111604865|XP_023178868.2|DHYD	LOC6727922|XP_002103277.1|DSIM
OG0000066	LOC111595983|XP_023165737.1|DHYD	LOC6725614|XP_002106621.2|DSIM
OG0000066	LOC111603187|XP_023176438.2|DHYD	LOC6735832|XP_002082742.1|DSIM
OG0000067	LOC111603515|XP_023176907.2|DHYD	LOC6727258|XP_016033773.1|DSIM
OG0000067	LOC111593087|XP_023161450.1|DHYD	LOC6736894|XP_016030541.1|DSIM
OG0000067	LOC111604531|XP_023178401.2|DHYD	LOC6733725|XP_016026693.1|DSIM
OG0000067	LOC111593109|XP_023161477.2|DHYD	LOC6736893|XP_002083746.1|DSIM
OG0000067	LOC111601094|XP_023173298.2|DHYD	LOC6738999|XP_016032827.1|DSIM
OG0000068	LOC111593542|XP_023162133.2|DHYD	LOC6735356|XP_016028689.1|DSIM
OG0000068	LOC111598177|XP_023169045.2|DHYD	LOC6726193|XP_016040252.1|DSIM
OG0000070	LOC111602191|XP_023174921.2|DHYD	LOC6731198|XP_002078357.1|DSIM
OG0000070	LOC111591972|XP_023159687.1|DHYD	LOC6724811|XP_016037593.1|DSIM
OG0000070	LOC111602192|XP_023174922.2|DHYD	LOC6731197|XP_016023746.1|DSIM
OG0000070	LOC111602194|XP_023174924.2|DHYD	LOC6739846|XP_002076739.1|DSIM
OG0000071	LOC111599791|XP_030081795.1|DHYD	LOC6737961|XP_002084777.1|DSIM
OG0000072	LOC111604605|XP_023178486.1|DHYD	LOC6734771|XP_002081774.1|DSIM
OG0000072	LOC111594128|XP_023163054.2|DHYD	LOC6734779|XP_002081782.1|DSIM
OG0000072	LOC111594127|XP_023163053.2|DHYD	LOC6734773|XP_016027978.1|DSIM
OG0000073	LOC111595450|XP_023164945.1|DHYD	LOC6735060|XP_016028345.1|DSIM
OG0000073	LOC111597481|XP_023168396.1|DHYD	LOC27206379|XP_039153085.1|DSIM
OG0000073	LOC111602674|XP_023175635.2|DHYD	LOC6739755|XP_039150533.1|DSIM
OG0000074	LOC111596936|XP_023167155.1|DHYD, LOC111596937|XP_023167156.2|DHYD	LOC6736960|XP_002083807.1|DSIM
OG0000074	LOC111601089|XP_023173284.2|DHYD	LOC27206301|XP_016032324.1|DSIM
OG0000075	LOC111595080|XP_023164404.2|DHYD	LOC6737411|XP_016031172.1|DSIM
OG0000075	LOC111595078|XP_023164402.1|DHYD	LOC6737413|XP_002084251.2|DSIM
OG0000075	LOC111595081|XP_023164405.1|DHYD	LOC6737412|XP_016031174.1|DSIM
OG0000075	LOC111595077|XP_023164401.1|DHYD, LOC111595142|XP_023164483.1|DHYD	LOC6737410|XP_002084248.1|DSIM
OG0000076	LOC111599682|XP_023171158.1|DHYD	LOC6736800|XP_016030455.1|DSIM
OG0000076	LOC111592395|XP_023160339.2|DHYD, LOC111592398|XP_023160342.2|DHYD	LOC6728433|XP_016035035.1|DSIM, LOC6728430|XP_016035033.1|DSIM
OG0000076	LOC111600172|XP_023171933.1|DHYD	LOC6726415|XP_002107372.3|DSIM
OG0000076	LOC111594068|XP_023162969.2|DHYD	LOC120285241|XP_039152396.1|DSIM, LOC6726417|XP_039154080.1|DSIM, LOC120285274|XP_039152667.1|DSIM
OG0000077	LOC111599997|XP_023171665.1|DHYD	LOC6735263|XP_002082233.1|DSIM
OG0000077	LOC111595708|XP_023165321.1|DHYD	LOC6728793|XP_002104128.1|DSIM
OG0000077	LOC111599697|XP_023171187.1|DHYD	LOC27208378|XP_016029441.1|DSIM
OG0000077	LOC111592482|XP_023160465.1|DHYD	LOC6739786|XP_016036667.1|DSIM
OG0000078	LOC111593533|XP_023162105.1|DHYD, LOC111593319|XP_023161795.1|DHYD	LOC6735299|XP_002082259.1|DSIM
OG0000078	LOC111604289|XP_023178073.2|DHYD	LOC6739023|XP_002085818.1|DSIM
OG0000078	LOC111603428|XP_023176780.2|DHYD	LOC6727087|XP_002102484.1|DSIM
OG0000078	LOC111603133|XP_023176376.1|DHYD	LOC6727351|XP_016040222.1|DSIM
OG0000078	LOC111596540|XP_023166579.2|DHYD	LOC6726287|XP_002107248.2|DSIM
OG0000079	LOC111601222|XP_023173489.2|DHYD	LOC6730900|XP_002078064.2|DSIM
OG0000079	LOC111601212|XP_023173478.1|DHYD, LOC111601204|XP_023173467.1|DHYD	LOC6730901|XP_002078065.1|DSIM
OG0000079	LOC111600916|XP_023173050.2|DHYD, LOC111597758|XP_023168380.1|DHYD, LOC115483215|XP_030080368.1|DHYD, LOC111599530|XP_023170953.1|DHYD	LOC27208402|XP_016023330.1|DSIM
OG0000080	LOC111600911|XP_023173040.2|DHYD	LOC6734869|XP_002081870.3|DSIM, LOC6734871|XP_039147232.1|DSIM
OG0000080	LOC111592557|XP_023160621.1|DHYD	LOC6734800|XP_002081803.1|DSIM
OG0000081	LOC111595375|XP_023164839.2|DHYD	LOC6736307|XP_002083191.1|DSIM
OG0000082	LOC111600682|XP_023172704.2|DHYD	LOC6735734|XP_016029105.1|DSIM
OG0000082	LOC111595221|XP_023164604.2|DHYD	LOC6729147|XP_002104468.1|DSIM
OG0000082	LOC111595651|XP_023165246.2|DHYD	LOC6728152|XP_002103502.1|DSIM
OG0000083	LOC111605744|XP_023180216.2|DHYD	LOC6731833|XP_002078968.2|DSIM, LOC6731564|XP_002078705.1|DSIM, LOC6731563|XP_016024230.1|DSIM, LOC6731560|XP_002078701.1|DSIM, LOC6731562|XP_016024229.1|DSIM
OG0000083	LOC111592658|XP_030079136.1|DHYD	LOC6731834|XP_002078969.1|DSIM
OG0000084	LOC111604038|XP_023177666.2|DHYD	LOC6735164|XP_016028449.1|DSIM
OG0000084	LOC111594007|XP_023162872.2|DHYD	LOC6734690|XP_002081697.1|DSIM
OG0000085	LOC111604178|XP_023177892.1|DHYD	LOC6733406|XP_039148680.1|DSIM
OG0000086	LOC115483460|XP_030081395.1|DHYD, LOC111602150|XP_030081396.1|DHYD	LOC6735244|XP_002082217.1|DSIM
OG0000087	LOC111598477|XP_023169504.1|DHYD	LOC6731703|XP_002078839.2|DSIM
OG0000087	LOC115482921|XP_030079086.1|DHYD, LOC115482922|XP_030079087.1|DHYD, LOC115482931|XP_030079123.1|DHYD	LOC6732326|XP_002079454.1|DSIM
OG0000087	LOC111604004|XP_023177629.2|DHYD	LOC6731729|XP_002078864.1|DSIM
OG0000088	LOC111592149|XP_023159964.1|DHYD	LOC6733235|XP_016026114.1|DSIM
OG0000088	LOC111598938|XP_023170184.1|DHYD	LOC6731877|XP_039147209.1|DSIM
OG0000088	LOC111593116|XP_023161484.1|DHYD	LOC6737664|XP_016031426.1|DSIM
OG0000088	LOC111604481|XP_023178334.1|DHYD	LOC6734839|XP_002081841.1|DSIM
OG0000088	LOC111593117|XP_023161486.2|DHYD	LOC27206292|XP_016031427.1|DSIM
OG0000089	LOC111603588|XP_023177012.1|DHYD	LOC6727037|XP_002102435.1|DSIM
OG0000089	LOC111598635|XP_023169747.1|DHYD	LOC6728738|XP_002104073.1|DSIM
OG0000089	LOC111603721|XP_023177200.1|DHYD	LOC6737468|XP_002084304.1|DSIM
OG0000090	LOC111592171|XP_023159993.2|DHYD	LOC6733740|XP_002080786.2|DSIM
OG0000090	LOC111592119|XP_023159918.2|DHYD	LOC6733746|XP_016026706.1|DSIM
OG0000090	LOC111592435|XP_023160386.1|DHYD	LOC6736772|XP_002083628.1|DSIM
OG0000090	LOC111598762|XP_023169942.2|DHYD	LOC6736298|XP_016029779.1|DSIM
OG0000091	LOC111601403|XP_023173720.2|DHYD	LOC6730014|XP_016036778.1|DSIM
OG0000091	LOC111599470|XP_023170907.2|DHYD	LOC6732003|XP_016024679.1|DSIM
OG0000091	LOC111592942|XP_023161174.1|DHYD	LOC6727564|XP_016034162.1|DSIM
OG0000091	LOC111592941|XP_023161173.1|DHYD	LOC6727565|XP_016034164.1|DSIM
OG0000092	LOC111599699|XP_023171192.2|DHYD	LOC6729582|XP_002104890.2|DSIM
OG0000092	LOC111597499|XP_023168028.2|DHYD	LOC6729585|XP_002104893.2|DSIM
OG0000092	LOC111597484|XP_023168003.2|DHYD	LOC6729663|XP_002104969.1|DSIM, LOC6729583|XP_002104891.1|DSIM
OG0000093	LOC111601939|XP_023174562.2|DHYD	LOC6731455|XP_016024109.1|DSIM
OG0000093	LOC111593071|XP_023161417.1|DHYD	LOC6725499|XP_002106513.1|DSIM
OG0000094	LOC111597580|XP_023168146.2|DHYD	LOC6737538|XP_002084373.2|DSIM
OG0000094	LOC111599491|XP_023170925.1|DHYD	LOC6726915|XP_002102317.1|DSIM
OG0000096	LOC111595909|XP_023165620.2|DHYD	LOC6732786|XP_016025498.1|DSIM
OG0000096	LOC111595917|XP_023165636.1|DHYD	LOC6732455|XP_002079575.1|DSIM
OG0000096	LOC111595908|XP_023165619.2|DHYD	LOC6728671|XP_016035335.1|DSIM
OG0000096	LOC111594349|XP_023163377.2|DHYD	LOC6732853|XP_002079963.2|DSIM
OG0000098	LOC111596482|XP_023166511.1|DHYD	LOC6728369|XP_002103717.1|DSIM
OG0000099	LOC111595394|XP_023164864.2|DHYD	LOC6724926|XP_002105963.2|DSIM
OG0000099	LOC115483034|XP_030079680.1|DHYD, LOC111605619|XP_030079681.1|DHYD, LOC111596155|XP_023166055.2|DHYD	LOC6724923|XP_016037782.1|DSIM
OG0000100	LOC111601225|XP_023173488.1|DHYD	LOC27209016|XP_016028054.1|DSIM
OG0000100	LOC111602698|XP_030078699.1|DHYD, LOC111593272|XP_023161711.2|DHYD	LOC6728116|XP_002103467.2|DSIM
OG0000101	LOC111605102|XP_023179212.1|DHYD	LOC27207534|XP_016032499.1|DSIM
OG0000101	LOC115483448|XP_030081298.1|DHYD	LOC6738674|XP_016032493.2|DSIM
OG0000102	LOC111597672|XP_023168266.1|DHYD	LOC6735023|XP_002082004.1|DSIM
OG0000102	LOC111597731|XP_023168344.2|DHYD	LOC6733641|XP_016026602.1|DSIM
OG0000103	LOC111601118|XP_023173340.1|DHYD, LOC111601119|XP_023173341.2|DHYD	LOC6737362|XP_002084200.1|DSIM, LOC6738500|XP_002085306.1|DSIM
OG0000103	LOC111601117|XP_023173339.2|DHYD	LOC27207409|XP_016032345.1|DSIM
OG0000103	LOC111605234|XP_023179437.1|DHYD	LOC6733940|XP_016026992.1|DSIM
OG0000104	LOC111604659|XP_023178583.1|DHYD	LOC6738313|XP_002085123.2|DSIM
OG0000104	LOC111600397|XP_023172245.2|DHYD, LOC115483402|XP_030081053.1|DHYD	LOC6731627|XP_002078767.1|DSIM
OG0000104	LOC111604693|XP_023178632.2|DHYD	LOC6738320|XP_016032165.1|DSIM, LOC6738319|XP_002085129.2|DSIM
OG0000105	LOC111603935|XP_023177532.2|DHYD	LOC6727357|XP_002102742.2|DSIM, LOC6737448|XP_039150302.1|DSIM, LOC6737449|XP_002084285.3|DSIM
OG0000105	LOC111597551|XP_023168115.2|DHYD, LOC111598625|XP_023169726.2|DHYD	LOC6728924|XP_002104252.1|DSIM
OG0000105	LOC111597554|XP_023168119.2|DHYD	LOC6728929|XP_002104257.2|DSIM, LOC6728930|XP_002104258.1|DSIM
OG0000107	LOC111601231|XP_023173496.2|DHYD, LOC111594919|XP_023164178.2|DHYD, LOC111594909|XP_023164167.2|DHYD	LOC6735822|XP_002082732.2|DSIM, LOC6732592|XP_002079711.1|DSIM, LOC6732593|XP_002079712.2|DSIM, LOC6732591|XP_002079710.1|DSIM, LOC6739496|XP_002076393.1|DSIM
OG0000109	LOC111600828|XP_023172903.2|DHYD	LOC6731858|XP_002078993.1|DSIM, LOC6731857|XP_016024540.1|DSIM
OG0000109	LOC111601018|XP_023173193.2|DHYD	LOC27208206|XP_016024529.1|DSIM
OG0000110	LOC111602899|XP_030081123.1|DHYD	LOC6737135|XP_002083982.1|DSIM
OG0000110	LOC111602896|XP_023176001.2|DHYD	LOC6737136|XP_002083983.2|DSIM
OG0000110	LOC111602908|XP_030081181.1|DHYD	LOC6737137|XP_002083984.1|DSIM
OG0000110	LOC111602891|XP_023175994.1|DHYD	LOC6737138|XP_002083985.1|DSIM
OG0000111	LOC111593853|XP_023162670.1|DHYD	LOC6735301|XP_002082261.1|DSIM
OG0000111	LOC111592679|XP_023160814.1|DHYD, LOC111594826|XP_023164062.1|DHYD	LOC6735304|XP_002082264.1|DSIM, LOC6739475|XP_002076375.1|DSIM
OG0000112	LOC111605329|XP_023179566.2|DHYD	LOC6726584|XP_002107536.1|DSIM, LOC6726167|XP_002107143.1|DSIM
OG0000112	LOC111605332|XP_023179568.2|DHYD, LOC111603144|XP_023176388.1|DHYD, LOC111603201|XP_023176458.2|DHYD	LOC6726553|XP_002107507.1|DSIM, LOC6726552|XP_002107506.1|DSIM
OG0000113	LOC111604401|XP_023178220.2|DHYD	LOC6734348|XP_002081369.1|DSIM
OG0000113	LOC111603366|XP_023176683.2|DHYD, LOC111604045|XP_023177669.1|DHYD	LOC6726892|XP_002102294.1|DSIM
OG0000114	LOC111603785|XP_023177294.1|DHYD	LOC27208211|XP_016024714.1|DSIM, LOC27207189|XP_016024713.1|DSIM, LOC27207795|XP_016024715.1|DSIM
OG0000114	LOC111603782|XP_023177292.2|DHYD	LOC27206508|XP_016024716.1|DSIM
OG0000114	LOC111603784|XP_023177293.1|DHYD	LOC27206554|XP_016024717.1|DSIM
OG0000116	LOC111604852|XP_023178853.1|DHYD	LOC6729593|XP_002104901.1|DSIM
OG0000116	LOC111604823|XP_023178815.2|DHYD	LOC6729599|XP_016036240.1|DSIM
OG0000116	LOC111604866|XP_030078684.1|DHYD, LOC111604867|XP_030078683.1|DHYD, LOC111604903|XP_023178910.2|DHYD	LOC6729595|XP_002104903.1|DSIM
OG0000117	LOC111600402|XP_023172250.2|DHYD	LOC6732271|XP_016024938.1|DSIM
OG0000117	LOC111600404|XP_023172253.2|DHYD	LOC6732270|XP_002079399.2|DSIM
OG0000117	LOC111600405|XP_023172254.1|DHYD	LOC27208966|XP_016024937.1|DSIM
OG0000117	LOC111600409|XP_023172258.2|DHYD	LOC6732269|XP_002079398.1|DSIM
OG0000118	LOC111602186|XP_023174913.2|DHYD, LOC111602185|XP_023174912.2|DHYD	LOC6732291|XP_002079420.1|DSIM
OG0000119	LOC111594626|XP_023163785.1|DHYD	LOC6728692|XP_002104028.2|DSIM
OG0000119	LOC111594598|XP_023163731.1|DHYD	LOC6728690|XP_016035360.2|DSIM
OG0000119	LOC111594582|XP_023163708.1|DHYD	LOC6728691|XP_002104027.1|DSIM
OG0000120	LOC111600604|XP_023172567.2|DHYD	LOC6734025|XP_016027044.1|DSIM
OG0000120	LOC111601088|XP_023173283.1|DHYD	LOC6734420|XP_002081440.1|DSIM
OG0000121	LOC111603179|XP_023176430.1|DHYD	LOC6725520|XP_002106533.1|DSIM
OG0000121	LOC111597218|XP_030080606.1|DHYD	LOC6728083|XP_002103435.1|DSIM
OG0000121	LOC111597213|XP_023167555.2|DHYD, LOC111597090|XP_023167398.1|DHYD	LOC6728081|XP_002103433.1|DSIM, LOC6728082|XP_002103434.1|DSIM
OG0000122	LOC111594761|XP_023163978.2|DHYD	LOC6730645|XP_016023081.1|DSIM
OG0000122	LOC111601844|XP_023174446.2|DHYD	LOC6725674|XP_016038931.1|DSIM
OG0000122	LOC111604606|XP_023178487.1|DHYD	LOC6733724|XP_039148554.1|DSIM
OG0000122	LOC111602177|XP_030079238.1|DHYD	LOC6730941|XP_039154462.1|DSIM
OG0000123	LOC111604152|XP_023177844.1|DHYD, LOC111604143|XP_023177833.1|DHYD	LOC6736097|XP_002082998.1|DSIM
OG0000123	LOC115482780|XP_030078625.1|DHYD, LOC111592387|XP_023160330.2|DHYD	LOC6726984|XP_002102385.2|DSIM
OG0000124	LOC111596345|XP_023166304.2|DHYD, LOC111596341|XP_023166294.2|DHYD, LOC111596342|XP_023166295.2|DHYD	LOC6734813|XP_002081816.1|DSIM, LOC27208977|XP_016026539.1|DSIM
OG0000124	LOC111597130|XP_023167459.2|DHYD	LOC6733578|XP_002080632.2|DSIM, LOC6733588|XP_016026546.1|DSIM
OG0000125	LOC111598816|XP_023170014.1|DHYD	LOC6729834|XP_016036531.1|DSIM
OG0000125	LOC111596553|XP_023166598.2|DHYD	LOC6728310|XP_002103659.2|DSIM
OG0000125	LOC111594119|XP_023163047.2|DHYD	LOC6734770|XP_002081773.1|DSIM
OG0000126	LOC111598993|XP_023170265.1|DHYD	LOC6732374|XP_016025028.1|DSIM
OG0000127	LOC111602713|XP_023175721.1|DHYD	LOC6727120|XP_016033596.1|DSIM, LOC6727121|XP_002102514.1|DSIM
OG0000127	LOC111602743|XP_023175763.2|DHYD	LOC6727119|XP_002102512.1|DSIM
OG0000127	LOC111602747|XP_023175766.2|DHYD	LOC6727118|XP_016033595.1|DSIM
OG0000128	LOC111604073|XP_030081308.1|DHYD	LOC6735515|XP_016028855.1|DSIM
OG0000128	LOC111604098|XP_023177766.2|DHYD, LOC115483459|XP_030081391.1|DHYD, LOC115483450|XP_030081307.1|DHYD	LOC6727189|XP_039151032.1|DSIM
OG0000129	LOC111597362|XP_023167785.1|DHYD	LOC27207923|XP_016038346.1|DSIM
OG0000129	LOC111600994|XP_023173154.2|DHYD	LOC6737662|XP_016031425.1|DSIM
OG0000129	LOC111600993|XP_023173153.1|DHYD	LOC27209404|XP_016024417.1|DSIM
OG0000129	LOC111597361|XP_023167784.1|DHYD	LOC27208978|XP_016038348.1|DSIM
OG0000130	LOC111595665|XP_023165255.2|DHYD	LOC6736999|XP_002083846.2|DSIM
OG0000130	LOC111595642|XP_023165234.2|DHYD	LOC6736995|XP_002083842.1|DSIM
OG0000130	LOC111595664|XP_023165254.2|DHYD	LOC6736996|XP_002083843.1|DSIM, LOC6736998|XP_002083845.2|DSIM
OG0000131	LOC111594556|XP_023163679.2|DHYD	LOC6728271|XP_016034905.1|DSIM
OG0000132	LOC111595014|XP_023164289.2|DHYD	LOC6732065|XP_002079197.1|DSIM
OG0000132	LOC111603549|XP_023176951.2|DHYD	LOC6727586|XP_002102965.1|DSIM
OG0000134	LOC111602019|XP_023174685.1|DHYD	LOC6728063|XP_016034682.1|DSIM
OG0000134	LOC111598831|XP_030078873.1|DHYD	LOC6725777|XP_002106776.1|DSIM
OG0000134	LOC111601548|XP_023173960.1|DHYD	LOC6731882|XP_016024555.1|DSIM
OG0000136	LOC111597401|XP_023167848.2|DHYD	LOC27207776|XP_016039307.2|DSIM
OG0000137	LOC111594447|XP_023163503.2|DHYD	LOC6739695|XP_039150368.1|DSIM
OG0000137	LOC111601021|XP_023173196.2|DHYD	LOC6737058|XP_016030680.1|DSIM
OG0000138	LOC111603648|XP_023177095.2|DHYD	LOC6728889|XP_002104222.2|DSIM
OG0000138	LOC111603646|XP_023177093.2|DHYD	LOC6728888|XP_002104221.2|DSIM
OG0000138	LOC111603667|XP_023177119.1|DHYD	LOC27207568|XP_016035580.1|DSIM
OG0000138	LOC111603600|XP_023177027.2|DHYD, LOC111603668|XP_023177120.2|DHYD	LOC6728887|XP_002104220.2|DSIM
OG0000140	LOC111598783|XP_023169969.2|DHYD	LOC6739774|XP_016036532.1|DSIM
OG0000141	LOC111601723|XP_023174214.2|DHYD	LOC6737296|XP_016031007.1|DSIM
OG0000141	LOC111601724|XP_023174215.1|DHYD	LOC6737295|XP_002084135.1|DSIM
OG0000141	LOC111601725|XP_023174216.2|DHYD	LOC6737294|XP_002084134.2|DSIM
OG0000142	LOC111593371|XP_023161855.1|DHYD	LOC6729412|XP_016036060.2|DSIM
OG0000142	LOC111598639|XP_030081632.1|DHYD	LOC6740747|XP_016033059.1|DSIM
OG0000142	LOC111605339|XP_030080112.1|DHYD	LOC6725439|XP_039152649.1|DSIM
OG0000143	LOC111593521|XP_023162080.2|DHYD	LOC6738586|XP_002085390.1|DSIM
OG0000143	LOC111593524|XP_023162085.1|DHYD, LOC111593522|XP_023162082.1|DHYD	LOC6738585|XP_002085389.2|DSIM
OG0000144	LOC111604227|XP_023177966.2|DHYD	LOC6728034|XP_016034649.1|DSIM
OG0000144	LOC111596455|XP_023166450.1|DHYD	LOC6725945|XP_016039294.1|DSIM
OG0000144	LOC111604000|XP_023177617.1|DHYD	LOC27206935|XP_039148698.1|DSIM, LOC120284921|XP_039150355.1|DSIM
OG0000145	LOC111603372|XP_023176692.1|DHYD	LOC27207725|XP_016038719.1|DSIM
OG0000145	LOC115483294|XP_030080505.1|DHYD, LOC111594181|XP_023163131.1|DHYD	LOC6732521|XP_002079640.1|DSIM
OG0000145	LOC111594179|XP_023163129.2|DHYD, LOC115483303|XP_030080517.1|DHYD	LOC6732519|XP_002079638.2|DSIM
OG0000145	LOC115483293|XP_030080502.1|DHYD, LOC111594177|XP_023163128.2|DHYD	LOC6732520|XP_002079639.1|DSIM
OG0000147	LOC111595831|XP_023165506.1|DHYD	LOC6732125|XP_002079257.2|DSIM
OG0000147	LOC111594434|XP_030080605.1|DHYD	LOC6726955|XP_002102357.1|DSIM
OG0000147	LOC111594518|XP_023163614.1|DHYD	LOC6726954|XP_002102356.1|DSIM
OG0000148	LOC111601105|XP_023173316.2|DHYD	LOC6730876|XP_016023300.1|DSIM
OG0000148	LOC111593768|XP_023162555.2|DHYD	LOC27208895|XP_016024272.1|DSIM
OG0000149	LOC111592069|XP_023159843.2|DHYD	LOC6731362|XP_002078516.2|DSIM
OG0000149	LOC111593628|XP_023162265.1|DHYD	LOC6726522|XP_002107478.1|DSIM
OG0000150	LOC111596269|XP_023166174.2|DHYD	LOC6740630|XP_016023047.2|DSIM, LOC27206529|XP_039151345.1|DSIM, LOC6730607|XP_002077786.1|DSIM, LOC27207898|XP_016023046.1|DSIM, LOC6730608|XP_002077787.2|DSIM, LOC6730609|XP_002077788.1|DSIM
OG0000151	LOC111600942|XP_023173081.2|DHYD	LOC6738805|XP_002085605.1|DSIM
OG0000151	LOC115483388|XP_030081010.1|DHYD	LOC6738810|XP_002085610.1|DSIM
OG0000151	LOC111595796|XP_023165454.1|DHYD	LOC6738809|XP_002085609.1|DSIM
OG0000151	LOC111599240|XP_023170605.2|DHYD	LOC6737742|XP_002084571.1|DSIM
OG0000152	LOC111596245|XP_023166145.2|DHYD	LOC6729998|XP_002105292.1|DSIM
OG0000152	LOC111596244|XP_023166144.1|DHYD	LOC6729300|XP_002104617.1|DSIM, LOC6729999|XP_016036765.1|DSIM, LOC27206197|XP_039151544.1|DSIM
OG0000152	LOC111596246|XP_023166146.2|DHYD	LOC6730000|XP_016036767.1|DSIM
OG0000153	LOC111593253|XP_023161680.1|DHYD	LOC6728123|XP_016034743.1|DSIM
OG0000153	LOC111593270|XP_023161709.2|DHYD	LOC6728126|XP_002103477.1|DSIM
OG0000153	LOC111593271|XP_023161710.2|DHYD	LOC6728125|XP_002103476.2|DSIM
OG0000154	LOC111603479|XP_030081666.1|DHYD	LOC6729177|XP_002104498.2|DSIM
OG0000154	LOC115483717|XP_030081665.1|DHYD	LOC6729178|XP_002104499.2|DSIM
OG0000154	LOC111604282|XP_023178065.2|DHYD	LOC27206855|XP_016031941.1|DSIM
OG0000155	LOC115483421|XP_030081184.1|DHYD, LOC115483481|XP_030081492.1|DHYD, LOC111593220|XP_023161639.2|DHYD	LOC6737150|XP_002083997.1|DSIM
OG0000155	LOC111593221|XP_023161640.2|DHYD	LOC27206885|XP_039149275.1|DSIM
OG0000155	LOC111593218|XP_023161637.2|DHYD	LOC6737146|XP_002083993.2|DSIM
OG0000157	LOC111597018|XP_023167292.1|DHYD, LOC111597019|XP_023167293.1|DHYD	LOC6733589|XP_002080643.2|DSIM, LOC6733579|XP_002080633.1|DSIM
OG0000157	LOC111597009|XP_023167281.2|DHYD	LOC6733590|XP_002080644.1|DSIM
OG0000158	LOC111594715|XP_023163921.2|DHYD	LOC120284218|XP_039148835.1|DSIM
OG0000158	LOC111597574|XP_023168141.2|DHYD	LOC6737096|XP_002083943.2|DSIM
OG0000158	LOC111597584|XP_023168151.2|DHYD	LOC6737097|XP_002083944.2|DSIM
OG0000159	LOC111592870|XP_030079690.1|DHYD	LOC6739162|XP_039149829.1|DSIM
