Orthogroup	DHYD.longest_only	DALB.longest_only
OG0000048	LOC111604705|XP_023178646.1|DHYD, LOC111604704|XP_023178645.2|DHYD	LOC117570722|XP_034108424.1|DALB, LOC117570720|XP_034108423.1|DALB
OG0000048	LOC111604676|XP_023178606.1|DHYD	LOC117572034|XP_034110480.1|DALB
OG0000048	LOC111604701|XP_023178642.1|DHYD	LOC117569405|XP_034106432.1|DALB
OG0000049	LOC111594543|XP_023163663.2|DHYD	LOC117574804|XP_034114660.1|DALB
OG0000049	LOC111594529|XP_023163631.2|DHYD	LOC117574253|XP_034113873.1|DALB
OG0000049	LOC111594475|XP_023163544.1|DHYD	LOC117574270|XP_034113907.1|DALB
OG0000049	LOC111594476|XP_023163545.2|DHYD	LOC117576198|XP_034116681.1|DALB
OG0000049	LOC111594581|XP_023163706.2|DHYD	LOC117574439|XP_034114168.1|DALB
OG0000050	LOC111592220|XP_023160064.2|DHYD	LOC117567964|XP_034104164.1|DALB
OG0000050	LOC111597562|XP_023168129.2|DHYD	LOC117566526|XP_034101958.1|DALB
OG0000050	LOC111597563|XP_023168130.1|DHYD	LOC117570483|XP_034108058.1|DALB
OG0000050	LOC111597557|XP_023168122.2|DHYD	LOC117569367|XP_034106390.1|DALB
OG0000051	LOC111604842|XP_023178842.2|DHYD	LOC117576304|XP_034116849.1|DALB
OG0000051	LOC111598254|XP_023169188.2|DHYD	LOC117573460|XP_034112573.1|DALB, LOC117574315|XP_034114017.1|DALB, LOC117574240|XP_034113845.1|DALB, LOC117574314|XP_034114015.1|DALB, LOC117574786|XP_034114633.1|DALB
OG0000052	LOC111604961|XP_023179009.1|DHYD	LOC117576244|XP_034116756.1|DALB, LOC117576245|XP_034116757.1|DALB, LOC117576070|XP_034116497.1|DALB, LOC117576071|XP_034116498.1|DALB, LOC117576069|XP_034116496.1|DALB
OG0000052	LOC111604962|XP_023179010.1|DHYD	LOC117576928|XP_034117962.1|DALB
OG0000052	LOC111604234|XP_023177982.1|DHYD	LOC117572297|XP_034110900.1|DALB, LOC117566593|XP_034102026.1|DALB
OG0000053	LOC111602599|XP_023175526.2|DHYD	LOC117569597|XP_034106723.1|DALB
OG0000053	LOC111602600|XP_023175527.2|DHYD	LOC117569598|XP_034106724.1|DALB
OG0000053	LOC111596382|XP_023166356.2|DHYD	LOC117569609|XP_034106736.1|DALB
OG0000053	LOC111596381|XP_023166355.2|DHYD	LOC117569596|XP_034106722.1|DALB
OG0000053	LOC111596379|XP_023166352.2|DHYD	LOC117569600|XP_034106726.1|DALB
OG0000054	LOC111604826|XP_023178817.2|DHYD	LOC117575896|XP_034116230.1|DALB
OG0000054	LOC111604856|XP_023178857.2|DHYD	LOC117575899|XP_034116231.1|DALB
OG0000055	LOC111603258|XP_023176533.1|DHYD	LOC117574528|XP_034114281.1|DALB
OG0000055	LOC111603253|XP_023176529.1|DHYD, LOC111603262|XP_023176542.2|DHYD, LOC111603257|XP_023176532.1|DHYD	LOC117574682|XP_034114479.1|DALB, LOC117575963|XP_034116332.1|DALB
OG0000055	LOC111603272|XP_023176553.1|DHYD	LOC117574889|XP_034114817.1|DALB
OG0000056	LOC111599614|XP_023171073.2|DHYD	LOC117573873|XP_034113241.1|DALB
OG0000056	LOC111599611|XP_023171068.2|DHYD	LOC117573870|XP_034113237.1|DALB
OG0000056	LOC111599619|XP_023171079.2|DHYD	LOC117573868|XP_034113236.1|DALB, LOC117573871|XP_034113238.1|DALB, LOC117576772|XP_034117714.1|DALB
OG0000056	LOC111599613|XP_023171070.2|DHYD	LOC117573872|XP_034113239.1|DALB
OG0000056	LOC111600558|XP_023172478.1|DHYD	LOC117565555|XP_034100612.1|DALB
OG0000058	LOC111602372|XP_023175155.1|DHYD, LOC111602373|XP_023175156.2|DHYD	LOC117563763|XP_034098158.1|DALB, LOC117564238|XP_034098822.1|DALB, LOC117564239|XP_034098823.1|DALB
OG0000058	LOC111602375|XP_023175159.2|DHYD, LOC111602371|XP_023175154.1|DHYD, LOC111602374|XP_023175158.2|DHYD	LOC117563761|XP_034098156.1|DALB, LOC117563760|XP_034098154.1|DALB
OG0000058	LOC111591894|XP_023159568.1|DHYD	LOC117570528|XP_034108128.1|DALB
OG0000059	LOC111595783|XP_030078737.1|DHYD	LOC117573843|XP_034113202.1|DALB
OG0000059	LOC111595875|XP_023165572.2|DHYD	LOC117573838|XP_034113195.1|DALB
OG0000059	LOC111595256|XP_023164673.2|DHYD	LOC117573842|XP_034113201.1|DALB
OG0000059	LOC111595830|XP_030078745.1|DHYD, LOC111595757|XP_023165402.2|DHYD	LOC117573841|XP_034113200.1|DALB, LOC117573840|XP_034113199.1|DALB
OG0000059	LOC111595792|XP_023165450.1|DHYD	LOC117573839|XP_034113196.1|DALB
OG0000060	LOC111605118|XP_023179239.1|DHYD	LOC117568914|XP_034105715.1|DALB
OG0000060	LOC111594203|XP_023163168.1|DHYD	LOC117565380|XP_034100344.1|DALB
OG0000060	LOC115482748|XP_030081618.1|DHYD	LOC117576937|XP_034117973.1|DALB
OG0000060	LOC111597837|XP_023168500.1|DHYD	LOC117574003|XP_034113462.1|DALB
OG0000060	LOC111598840|XP_023170044.1|DHYD	LOC117577733|XP_034118527.1|DALB
OG0000060	LOC111596076|XP_023165902.2|DHYD	LOC117565160|XP_034100035.1|DALB
OG0000061	LOC111601172|XP_023173419.2|DHYD	LOC117564862|XP_034099701.1|DALB
OG0000061	LOC111601168|XP_023173414.2|DHYD	LOC117564863|XP_034099702.1|DALB, LOC117564865|XP_034099704.1|DALB
OG0000061	LOC111601143|XP_023173378.2|DHYD	LOC117564867|XP_034099707.1|DALB
OG0000061	LOC111601144|XP_023173379.1|DHYD	LOC117564866|XP_034099705.1|DALB
OG0000062	LOC111598288|XP_023169239.1|DHYD	LOC117578033|XP_034119036.1|DALB
OG0000062	LOC111600181|XP_023171951.1|DHYD, LOC111596290|XP_030080523.1|DHYD	LOC117578240|XP_034119548.1|DALB
OG0000063	LOC111602944|XP_023176073.2|DHYD	LOC117576847|XP_034117829.1|DALB
OG0000063	LOC111602946|XP_023176074.2|DHYD	LOC117576848|XP_034117831.1|DALB, LOC117576846|XP_034117828.1|DALB
OG0000063	LOC111597578|XP_023168144.2|DHYD	LOC117569666|XP_034106803.1|DALB
OG0000063	LOC111597466|XP_023167982.2|DHYD	LOC117568515|XP_034105107.1|DALB
OG0000063	LOC111597464|XP_023167980.2|DHYD	LOC117569663|XP_034106801.1|DALB
OG0000065	LOC111598539|XP_023169599.2|DHYD	LOC117573742|XP_034113011.1|DALB, LOC117576240|XP_034116748.1|DALB
OG0000065	LOC111599010|XP_023170294.2|DHYD	LOC117574829|XP_034114692.1|DALB
OG0000065	LOC111604341|XP_023178171.2|DHYD	LOC117567609|XP_034103589.1|DALB, LOC117573376|XP_034112404.1|DALB, LOC117572676|XP_034111597.1|DALB, LOC117567608|XP_034103588.1|DALB
OG0000066	LOC111596465|XP_023166485.1|DHYD	LOC117567134|XP_034102839.1|DALB
OG0000066	LOC111603713|XP_023177187.1|DHYD	LOC117563421|XP_034097647.1|DALB
OG0000066	LOC111604865|XP_023178868.2|DHYD	LOC117576204|XP_034116688.1|DALB
OG0000066	LOC111595983|XP_023165737.1|DHYD	LOC117567332|XP_034103141.1|DALB
OG0000066	LOC111603187|XP_023176438.2|DHYD	LOC117570386|XP_034107886.1|DALB
OG0000067	LOC111603515|XP_023176907.2|DHYD	LOC117576940|XP_034117988.1|DALB
OG0000067	LOC111593087|XP_023161450.1|DHYD	LOC117569520|XP_034106607.1|DALB
OG0000067	LOC111604531|XP_023178401.2|DHYD	LOC117570140|XP_034107497.1|DALB
OG0000067	LOC111593109|XP_023161477.2|DHYD	LOC117569519|XP_034106606.1|DALB
OG0000067	LOC111601094|XP_023173298.2|DHYD	LOC117570707|XP_034108403.1|DALB
OG0000068	LOC111593542|XP_023162133.2|DHYD	LOC117566789|XP_034102222.1|DALB
OG0000068	LOC111598177|XP_023169045.2|DHYD	LOC117563644|XP_034097948.1|DALB
OG0000069	LOC111593948|XP_023162811.1|DHYD	LOC117568075|XP_034104335.1|DALB
OG0000070	LOC111602191|XP_023174921.2|DHYD	LOC117564516|XP_034099227.1|DALB, LOC117564519|XP_034099229.1|DALB
OG0000070	LOC111591972|XP_023159687.1|DHYD	LOC117575370|XP_034115434.1|DALB
OG0000070	LOC111602192|XP_023174922.2|DHYD	LOC117564518|XP_034099228.1|DALB
OG0000070	LOC111602194|XP_023174924.2|DHYD	LOC117564520|XP_034099230.1|DALB
OG0000071	LOC111599791|XP_030081795.1|DHYD	LOC117566528|XP_034101960.1|DALB
OG0000072	LOC111604605|XP_023178486.1|DHYD	LOC117566569|XP_034102002.1|DALB, LOC117567900|XP_034104064.1|DALB
OG0000072	LOC111594127|XP_023163053.2|DHYD	LOC117570917|XP_034108716.1|DALB
OG0000073	LOC111595450|XP_023164945.1|DHYD	LOC117572206|XP_034110763.1|DALB
OG0000073	LOC111597481|XP_023168396.1|DHYD	LOC117576610|XP_034117406.1|DALB
OG0000073	LOC111602674|XP_023175635.2|DHYD	LOC117575585|XP_034115743.1|DALB
OG0000074	LOC111596936|XP_023167155.1|DHYD, LOC111596937|XP_023167156.2|DHYD	LOC117570160|XP_034107519.1|DALB, LOC117571484|XP_034109540.1|DALB, LOC117571440|XP_034109474.1|DALB
OG0000074	LOC111601089|XP_023173284.2|DHYD	LOC117570586|XP_034108221.1|DALB
OG0000075	LOC111595080|XP_023164404.2|DHYD	LOC117568212|XP_034104575.1|DALB
OG0000075	LOC111595078|XP_023164402.1|DHYD	LOC117568439|XP_034104998.1|DALB
OG0000075	LOC111595081|XP_023164405.1|DHYD	LOC117568441|XP_034105000.1|DALB
OG0000075	LOC111595077|XP_023164401.1|DHYD, LOC111595142|XP_023164483.1|DHYD	LOC117568217|XP_034104582.1|DALB
OG0000076	LOC111599682|XP_023171158.1|DHYD	LOC117567636|XP_034103628.1|DALB
OG0000076	LOC111600172|XP_023171933.1|DHYD	LOC117577756|XP_034118557.1|DALB
OG0000076	LOC111594068|XP_023162969.2|DHYD	LOC117577826|XP_034118655.1|DALB
OG0000077	LOC111599997|XP_023171665.1|DHYD	LOC117569813|XP_034107023.1|DALB
OG0000077	LOC111595708|XP_023165321.1|DHYD	LOC117576948|XP_034117997.1|DALB
OG0000077	LOC111599697|XP_023171187.1|DHYD	LOC117567769|XP_034103852.1|DALB
OG0000077	LOC111592482|XP_023160465.1|DHYD	LOC117573885|XP_034113262.1|DALB
OG0000078	LOC111593533|XP_023162105.1|DHYD	LOC117571141|XP_034109034.1|DALB
OG0000078	LOC111593319|XP_023161795.1|DHYD	LOC117570994|XP_034108834.1|DALB
OG0000078	LOC111604289|XP_023178073.2|DHYD	LOC117567346|XP_034103163.1|DALB
OG0000078	LOC111603428|XP_023176780.2|DHYD	LOC117575907|XP_034116242.1|DALB
OG0000078	LOC111603133|XP_023176376.1|DHYD	LOC117577833|XP_034118665.1|DALB
OG0000078	LOC111596540|XP_023166579.2|DHYD	LOC117578297|XP_034119631.1|DALB
OG0000079	LOC111601222|XP_023173489.2|DHYD	LOC117565282|XP_034100202.1|DALB
OG0000079	LOC111601212|XP_023173478.1|DHYD, LOC111601204|XP_023173467.1|DHYD	LOC117564408|XP_034099031.1|DALB
OG0000080	LOC111600911|XP_023173040.2|DHYD	LOC117571068|XP_034108929.1|DALB
OG0000080	LOC111592557|XP_023160621.1|DHYD	LOC117568685|XP_034105383.1|DALB
OG0000081	LOC111595375|XP_023164839.2|DHYD	LOC117570943|XP_034108767.1|DALB
OG0000082	LOC111600682|XP_023172704.2|DHYD	LOC117570745|XP_034108457.1|DALB, LOC117570413|XP_034107930.1|DALB
OG0000082	LOC111595221|XP_023164604.2|DHYD	LOC117573753|XP_034113028.1|DALB, LOC117573752|XP_034113027.1|DALB
OG0000082	LOC111595651|XP_023165246.2|DHYD	LOC117575543|XP_034115688.1|DALB
OG0000083	LOC111605744|XP_023180216.2|DHYD	LOC117570126|XP_034107481.1|DALB
OG0000084	LOC111604038|XP_023177666.2|DHYD	LOC117569126|XP_034106037.1|DALB
OG0000084	LOC111594007|XP_023162872.2|DHYD	LOC117571981|XP_034110380.1|DALB
OG0000085	LOC111604179|XP_023177893.2|DHYD	LOC117570372|XP_034107857.1|DALB, LOC117566598|XP_034102030.1|DALB, LOC117566599|XP_034102031.1|DALB
OG0000085	LOC111604180|XP_023177895.2|DHYD	LOC117566556|XP_034101988.1|DALB
OG0000086	LOC115483460|XP_030081395.1|DHYD, LOC111602150|XP_030081396.1|DHYD	LOC117571181|XP_034109101.1|DALB, LOC117571177|XP_034109095.1|DALB
OG0000087	LOC111598477|XP_023169504.1|DHYD	LOC117565926|XP_034101191.1|DALB
OG0000087	LOC115482921|XP_030079086.1|DHYD, LOC115482922|XP_030079087.1|DHYD, LOC115482931|XP_030079123.1|DHYD	LOC117563519|XP_034097786.1|DALB
OG0000087	LOC111604004|XP_023177629.2|DHYD	LOC117564649|XP_034099401.1|DALB
OG0000088	LOC111592149|XP_023159964.1|DHYD	LOC117568126|XP_034104421.1|DALB
OG0000088	LOC111598938|XP_023170184.1|DHYD	LOC117563949|XP_034098412.1|DALB
OG0000088	LOC111593116|XP_023161484.1|DHYD	LOC117568293|XP_034104704.1|DALB
OG0000088	LOC111604481|XP_023178334.1|DHYD	LOC117571658|XP_034109787.1|DALB, LOC117571657|XP_034109785.1|DALB
OG0000088	LOC111593117|XP_023161486.2|DHYD	LOC117568558|XP_034105177.1|DALB
OG0000089	LOC111603588|XP_023177012.1|DHYD	LOC117573667|XP_034112886.1|DALB
OG0000089	LOC111598635|XP_023169747.1|DHYD	LOC117573133|XP_034111958.1|DALB
OG0000089	LOC111603721|XP_023177200.1|DHYD	LOC117570605|XP_034108240.1|DALB
OG0000090	LOC111592171|XP_023159993.2|DHYD	LOC117570152|XP_034107510.1|DALB
OG0000090	LOC111592119|XP_023159918.2|DHYD	LOC117570045|XP_034107362.1|DALB
OG0000090	LOC111592435|XP_023160386.1|DHYD	LOC117571453|XP_034109491.1|DALB
OG0000090	LOC111593119|XP_030080405.1|DHYD	LOC117568592|XP_034105231.1|DALB
OG0000090	LOC111598762|XP_023169942.2|DHYD	LOC117571773|XP_034110022.1|DALB
OG0000091	LOC111601403|XP_023173720.2|DHYD	LOC117575848|XP_034116149.1|DALB
OG0000091	LOC111599470|XP_023170907.2|DHYD	LOC117564850|XP_034099676.1|DALB
OG0000091	LOC111592942|XP_023161174.1|DHYD	LOC117576271|XP_034116807.1|DALB
OG0000091	LOC111592941|XP_023161173.1|DHYD	LOC117576270|XP_034116806.1|DALB
OG0000092	LOC111599699|XP_023171192.2|DHYD	LOC117573726|XP_034112987.1|DALB, LOC117573725|XP_034112986.1|DALB
OG0000092	LOC111597499|XP_023168028.2|DHYD	LOC117573342|XP_034112343.1|DALB
OG0000092	LOC111597484|XP_023168003.2|DHYD	LOC117573728|XP_034112989.1|DALB
OG0000093	LOC111601939|XP_023174562.2|DHYD	LOC117566120|XP_034101486.1|DALB
OG0000093	LOC111593071|XP_023161417.1|DHYD	LOC117571868|XP_034110194.1|DALB
OG0000094	LOC111597580|XP_023168146.2|DHYD	LOC117569967|XP_034107235.1|DALB
OG0000094	LOC111599491|XP_023170925.1|DHYD	LOC117573441|XP_034112552.1|DALB
OG0000096	LOC111595909|XP_023165620.2|DHYD	LOC117576098|XP_034116547.1|DALB
OG0000096	LOC111595917|XP_023165636.1|DHYD	LOC117576097|XP_034116544.1|DALB
OG0000096	LOC111595908|XP_023165619.2|DHYD	LOC117576096|XP_034116543.1|DALB
OG0000096	LOC111594349|XP_023163377.2|DHYD	LOC117564095|XP_034098634.1|DALB
OG0000098	LOC111596482|XP_023166511.1|DHYD	LOC117573741|XP_034113010.1|DALB, LOC117570996|XP_034108836.1|DALB, LOC117574633|XP_034114420.1|DALB, LOC117574635|XP_034114423.1|DALB
OG0000099	LOC111595394|XP_023164864.2|DHYD	LOC117570575|XP_034108208.1|DALB, LOC117570574|XP_034108207.1|DALB
OG0000099	LOC115483034|XP_030079680.1|DHYD, LOC111605619|XP_030079681.1|DHYD, LOC111596155|XP_023166055.2|DHYD	LOC117577441|XP_034118229.1|DALB
OG0000100	LOC111601225|XP_023173488.1|DHYD	LOC117569898|XP_034107130.1|DALB
OG0000100	LOC111602698|XP_030078699.1|DHYD	LOC117576656|XP_034117500.1|DALB
OG0000100	LOC111593272|XP_023161711.2|DHYD	LOC117575927|XP_034116277.1|DALB
OG0000100	LOC111593249|XP_030080785.1|DHYD	LOC117575924|XP_034116273.1|DALB
OG0000101	LOC115483448|XP_030081298.1|DHYD	LOC117569034|XP_034105922.1|DALB
OG0000101	LOC111605109|XP_030081823.1|DHYD	LOC117569031|XP_034105916.1|DALB
OG0000102	LOC111597672|XP_023168266.1|DHYD	LOC117567444|XP_034103343.1|DALB
OG0000102	LOC111597731|XP_023168344.2|DHYD	LOC117567714|XP_034103765.1|DALB
OG0000103	LOC111601118|XP_023173340.1|DHYD	LOC117571101|XP_034108974.1|DALB
OG0000103	LOC111601119|XP_023173341.2|DHYD	LOC117572314|XP_034110936.1|DALB
OG0000103	LOC111601117|XP_023173339.2|DHYD	LOC117572313|XP_034110935.1|DALB
OG0000103	LOC111605234|XP_023179437.1|DHYD	LOC117567293|XP_034103057.1|DALB
OG0000104	LOC111604659|XP_023178583.1|DHYD	LOC117567936|XP_034104117.1|DALB
OG0000104	LOC111600397|XP_023172245.2|DHYD, LOC115483402|XP_030081053.1|DHYD	LOC117565234|XP_034100132.1|DALB
OG0000104	LOC111604693|XP_023178632.2|DHYD	LOC117572065|XP_034110536.1|DALB
OG0000105	LOC111603935|XP_023177532.2|DHYD	LOC117564701|XP_034099470.1|DALB, LOC117563408|XP_034097631.1|DALB
OG0000105	LOC111597551|XP_023168115.2|DHYD, LOC111598625|XP_023169726.2|DHYD	LOC117576159|XP_034116625.1|DALB
OG0000105	LOC111597554|XP_023168119.2|DHYD	LOC117576833|XP_034117801.1|DALB
OG0000107	LOC111601231|XP_023173496.2|DHYD	LOC117566487|XP_034101911.1|DALB
OG0000107	LOC111594919|XP_023164178.2|DHYD, LOC111594909|XP_023164167.2|DHYD	LOC117566791|XP_034102225.1|DALB, LOC117566790|XP_034102224.1|DALB
OG0000109	LOC111600828|XP_023172903.2|DHYD	LOC117564878|XP_034099716.1|DALB
OG0000109	LOC111601162|XP_023173410.2|DHYD	LOC117564341|XP_034098942.1|DALB
OG0000109	LOC111601018|XP_023173193.2|DHYD	LOC117564337|XP_034098933.1|DALB
OG0000110	LOC111602899|XP_030081123.1|DHYD	LOC117571418|XP_034109449.1|DALB
OG0000110	LOC111602896|XP_023176001.2|DHYD	LOC117572446|XP_034111168.1|DALB
OG0000110	LOC111602908|XP_030081181.1|DHYD	LOC117571419|XP_034109450.1|DALB
OG0000110	LOC111602891|XP_023175994.1|DHYD	LOC117571412|XP_034109441.1|DALB
OG0000111	LOC111593853|XP_023162670.1|DHYD	LOC117568704|XP_034105408.1|DALB
OG0000111	LOC111592679|XP_023160814.1|DHYD	LOC117570221|XP_034107611.1|DALB
OG0000111	LOC111594826|XP_023164062.1|DHYD	LOC117568500|XP_034105083.1|DALB
OG0000112	LOC111605329|XP_023179566.2|DHYD	LOC117565393|XP_034100371.1|DALB
OG0000112	LOC111605332|XP_023179568.2|DHYD	LOC117571340|XP_034109338.1|DALB, LOC117571347|XP_034109350.1|DALB, LOC117567726|XP_034103783.1|DALB, LOC117567886|XP_034104052.1|DALB
OG0000112	LOC111603144|XP_023176388.1|DHYD, LOC111603201|XP_023176458.2|DHYD	LOC117564399|XP_034099017.1|DALB
OG0000113	LOC111599912|XP_023171509.1|DHYD	LOC117573440|XP_034112551.1|DALB, LOC117573521|XP_034112646.1|DALB, LOC117564780|XP_034099573.1|DALB
OG0000113	LOC111604401|XP_023178220.2|DHYD	LOC117568015|XP_034104233.1|DALB
OG0000114	LOC111603785|XP_023177294.1|DHYD	LOC117563970|XP_034098449.1|DALB
OG0000114	LOC111603782|XP_023177292.2|DHYD	LOC117563969|XP_034098448.1|DALB
OG0000116	LOC111604852|XP_023178853.1|DHYD	LOC117574278|XP_034113920.1|DALB
OG0000116	LOC111604823|XP_023178815.2|DHYD	LOC117575289|XP_034115324.1|DALB, LOC117575290|XP_034115326.1|DALB
OG0000116	LOC111604866|XP_030078684.1|DHYD, LOC111604867|XP_030078683.1|DHYD, LOC111604903|XP_023178910.2|DHYD	LOC117574279|XP_034113921.1|DALB
OG0000117	LOC111600402|XP_023172250.2|DHYD	LOC117565743|XP_034100882.1|DALB
OG0000117	LOC111600404|XP_023172253.2|DHYD	LOC117565744|XP_034100883.1|DALB
OG0000117	LOC111600405|XP_023172254.1|DHYD	LOC117565747|XP_034100885.1|DALB
OG0000117	LOC111600409|XP_023172258.2|DHYD	LOC117565748|XP_034100886.1|DALB
OG0000118	LOC111602186|XP_023174913.2|DHYD, LOC111602185|XP_023174912.2|DHYD	LOC117564803|XP_034099613.1|DALB, LOC117564802|XP_034099612.1|DALB, LOC117564804|XP_034099615.1|DALB
OG0000118	LOC111602611|XP_023175538.2|DHYD	LOC117575968|XP_034116338.1|DALB
OG0000119	LOC111594626|XP_023163785.1|DHYD	LOC117573918|XP_034113322.1|DALB
OG0000119	LOC111594598|XP_023163731.1|DHYD	LOC117575301|XP_034115342.1|DALB
OG0000119	LOC111594582|XP_023163708.1|DHYD	LOC117574706|XP_034114510.1|DALB
OG0000120	LOC111604779|XP_023178762.1|DHYD	LOC117578153|XP_034119263.1|DALB
OG0000120	LOC111600604|XP_023172567.2|DHYD	LOC117567543|XP_034103482.1|DALB
OG0000120	LOC111603518|XP_023176910.1|DHYD	LOC117565294|XP_034100219.1|DALB
OG0000120	LOC111601088|XP_023173283.1|DHYD	LOC117569372|XP_034106394.1|DALB
OG0000121	LOC111596987|XP_023167243.2|DHYD, LOC111596993|XP_023167257.2|DHYD	LOC117576151|XP_034116610.1|DALB
OG0000121	LOC111597218|XP_030080606.1|DHYD	LOC117573851|XP_034113211.1|DALB, LOC117573857|XP_034113221.1|DALB
OG0000121	LOC111597213|XP_023167555.2|DHYD, LOC111597090|XP_023167398.1|DHYD	LOC117576173|XP_034116649.1|DALB
OG0000122	LOC111594761|XP_023163978.2|DHYD	LOC117563285|XP_034097414.1|DALB
OG0000122	LOC111601844|XP_023174446.2|DHYD	LOC117573903|XP_034113305.1|DALB
OG0000122	LOC111604606|XP_023178487.1|DHYD	LOC117570141|XP_034107498.1|DALB
OG0000122	LOC111602177|XP_030079238.1|DHYD	LOC117565066|XP_034099905.1|DALB
OG0000123	LOC111604152|XP_023177844.1|DHYD	LOC117571190|XP_034109119.1|DALB
OG0000123	LOC111604143|XP_023177833.1|DHYD	LOC117568483|XP_034105060.1|DALB
OG0000123	LOC115482780|XP_030078625.1|DHYD, LOC111592387|XP_023160330.2|DHYD	LOC117574507|XP_034114251.1|DALB
OG0000124	LOC111597130|XP_023167459.2|DHYD	LOC117571381|XP_034109386.1|DALB, LOC117568503|XP_034105088.1|DALB
OG0000125	LOC111598816|XP_023170014.1|DHYD	LOC117574624|XP_034114404.1|DALB
OG0000125	LOC111596553|XP_023166598.2|DHYD	LOC117573946|XP_034113364.1|DALB
OG0000125	LOC111594119|XP_023163047.2|DHYD	LOC117571229|XP_034109167.1|DALB
OG0000126	LOC111598993|XP_023170265.1|DHYD	LOC117563733|XP_034098105.1|DALB
OG0000127	LOC111602713|XP_023175721.1|DHYD	LOC117574862|XP_034114769.1|DALB
OG0000127	LOC111602743|XP_023175763.2|DHYD	LOC117575877|XP_034116206.1|DALB
OG0000127	LOC111602747|XP_023175766.2|DHYD	LOC117575878|XP_034116207.1|DALB
OG0000128	LOC111604073|XP_030081308.1|DHYD	LOC117571995|XP_034110397.1|DALB
OG0000128	LOC111604098|XP_023177766.2|DHYD, LOC115483459|XP_030081391.1|DHYD, LOC115483450|XP_030081307.1|DHYD	LOC117571994|XP_034110395.1|DALB
OG0000129	LOC111597362|XP_023167785.1|DHYD	LOC117577997|XP_034118986.1|DALB
OG0000129	LOC111600994|XP_023173154.2|DHYD	LOC117571227|XP_034109165.1|DALB
OG0000129	LOC111600993|XP_023173153.1|DHYD	LOC117571277|XP_034109231.1|DALB
OG0000129	LOC111597361|XP_023167784.1|DHYD	LOC117577996|XP_034118985.1|DALB
OG0000130	LOC111595665|XP_023165255.2|DHYD	LOC117569356|XP_034106380.1|DALB
OG0000130	LOC111595642|XP_023165234.2|DHYD	LOC117572760|XP_034111736.1|DALB
OG0000130	LOC111595647|XP_023165239.2|DHYD, LOC111595659|XP_023165250.1|DHYD	LOC117569424|XP_034106474.1|DALB
OG0000130	LOC111595648|XP_023165240.2|DHYD	LOC117569353|XP_034106376.1|DALB, LOC117569355|XP_034106379.1|DALB, LOC117569354|XP_034106378.1|DALB
OG0000130	LOC111595664|XP_023165254.2|DHYD	LOC117569352|XP_034106375.1|DALB
OG0000131	LOC111594556|XP_023163679.2|DHYD	LOC117573955|XP_034113385.1|DALB
OG0000132	LOC111595014|XP_023164289.2|DHYD	LOC117564930|XP_034099775.1|DALB, LOC117564210|XP_034098785.1|DALB
OG0000132	LOC111603549|XP_023176951.2|DHYD	LOC117576685|XP_034117572.1|DALB
OG0000134	LOC111602019|XP_023174685.1|DHYD	LOC117574228|XP_034113828.1|DALB
OG0000134	LOC111598831|XP_030078873.1|DHYD	LOC117570061|XP_034107390.1|DALB
OG0000134	LOC111601548|XP_023173960.1|DHYD	LOC117564459|XP_034099134.1|DALB
OG0000136	LOC111597401|XP_023167848.2|DHYD	LOC117577272|XP_034118147.1|DALB, LOC117577273|XP_034118148.1|DALB, LOC117577411|XP_034118211.1|DALB
OG0000137	LOC111596505|XP_023166534.1|DHYD	LOC117568552|XP_034105163.1|DALB
OG0000137	LOC111594447|XP_023163503.2|DHYD	LOC117573629|XP_034112821.1|DALB
OG0000137	LOC111601021|XP_023173196.2|DHYD	LOC117566965|XP_034102511.1|DALB
OG0000138	LOC111603646|XP_023177093.2|DHYD	LOC117573291|XP_034112285.1|DALB
OG0000138	LOC111603667|XP_023177119.1|DHYD	LOC117574048|XP_034113540.1|DALB
OG0000138	LOC111603600|XP_023177027.2|DHYD, LOC111603668|XP_023177120.2|DHYD	LOC117573290|XP_034112283.1|DALB
OG0000139	LOC111592313|XP_023160190.2|DHYD	LOC117571323|XP_034109301.1|DALB
OG0000140	LOC111598783|XP_023169969.2|DHYD	LOC117576114|XP_034116562.1|DALB
OG0000140	LOC111603316|XP_023176608.2|DHYD	LOC117570186|XP_034107560.1|DALB, LOC117572475|XP_034111213.1|DALB, LOC117568044|XP_034104281.1|DALB, LOC117568045|XP_034104282.1|DALB, LOC117568046|XP_034104283.1|DALB, LOC117572477|XP_034111218.1|DALB, LOC117572476|XP_034111215.1|DALB
OG0000140	LOC111605422|XP_030082002.1|DHYD	LOC117567257|XP_034102998.1|DALB
OG0000141	LOC111601723|XP_023174214.2|DHYD	LOC117568469|XP_034105045.1|DALB
OG0000141	LOC111601724|XP_023174215.1|DHYD	LOC117568470|XP_034105047.1|DALB
OG0000141	LOC111601725|XP_023174216.2|DHYD	LOC117568472|XP_034105048.1|DALB, LOC117568504|XP_034105090.1|DALB, LOC117569109|XP_034106018.1|DALB
