Orthogroup	DHYD.longest_only	DVIR.longest_only
OG0000042	LOC111597714|XP_023168323.2|DHYD, LOC111597667|XP_023168258.2|DHYD, LOC111597668|XP_023168259.1|DHYD	LOC6625347|XP_002051000.3|DVIR
OG0000042	LOC111597715|XP_023168324.2|DHYD	LOC6625529|XP_002051023.1|DVIR, LOC6625448|XP_002050998.1|DVIR
OG0000042	LOC111597713|XP_023168322.2|DHYD, LOC111597717|XP_023168325.1|DHYD	LOC6623106|XP_002046713.1|DVIR, LOC6625348|XP_002051001.1|DVIR, LOC6625349|XP_002051002.1|DVIR
OG0000043	LOC111600254|XP_023172067.2|DHYD, LOC115483172|XP_030080193.1|DHYD	LOC6630320|XP_002053430.1|DVIR
OG0000043	LOC111600264|XP_023172080.2|DHYD	LOC6630321|XP_002053431.1|DVIR
OG0000043	LOC111600256|XP_023172069.2|DHYD	LOC6630323|XP_002053433.1|DVIR
OG0000043	LOC111600253|XP_023172066.2|DHYD	LOC6630318|XP_002053428.2|DVIR
OG0000044	LOC111604839|XP_023178838.2|DHYD	LOC6630493|XP_002053200.1|DVIR
OG0000044	LOC111604858|XP_023178860.2|DHYD, LOC111604849|XP_023178850.2|DHYD	LOC116651012|XP_032292468.1|DVIR
OG0000044	LOC111604836|XP_023178833.2|DHYD	LOC6630492|XP_002053199.1|DVIR
OG0000044	LOC111604822|XP_023178814.2|DHYD, LOC111604862|XP_023178863.2|DHYD	LOC6630491|XP_002053198.1|DVIR
OG0000045	LOC111597387|XP_023167819.1|DHYD	LOC6624147|XP_002046895.1|DVIR
OG0000045	LOC111597391|XP_023167823.1|DHYD	LOC6622199|XP_002046894.1|DVIR
OG0000045	LOC111597386|XP_023167816.1|DHYD	LOC6624099|XP_002046893.1|DVIR
OG0000045	LOC111597377|XP_023167802.1|DHYD	LOC6623107|XP_002046892.1|DVIR
OG0000046	LOC111591975|XP_023159692.2|DHYD	LOC116652288|XP_032296485.1|DVIR, LOC6634418|XP_032296332.1|DVIR
OG0000046	LOC111594427|XP_023163484.2|DHYD	LOC6629466|XP_032291044.1|DVIR, LOC6629465|XP_032291038.1|DVIR, LOC6629467|XP_002053883.2|DVIR
OG0000046	LOC111600609|XP_030079920.1|DHYD, LOC111593401|XP_030079935.1|DHYD	LOC6634417|XP_032296431.1|DVIR
OG0000046	LOC111594428|XP_030080652.1|DHYD	LOC116652297|XP_032296495.1|DVIR
OG0000047	LOC111596622|XP_023166677.1|DHYD	LOC6624851|XP_002050852.1|DVIR
OG0000047	LOC111594123|XP_023163050.2|DHYD	LOC6624848|XP_002050849.2|DVIR
OG0000047	LOC111595469|XP_023165002.1|DHYD	LOC6626318|XP_002049525.1|DVIR
OG0000047	LOC111595525|XP_023165074.2|DHYD	LOC6626924|XP_002049538.1|DVIR
OG0000048	LOC111604705|XP_023178646.1|DHYD, LOC111604704|XP_023178645.2|DHYD	LOC6623128|XP_002046219.1|DVIR
OG0000048	LOC111604700|XP_023178641.1|DHYD	LOC6623801|XP_002046214.1|DVIR
OG0000048	LOC111604676|XP_023178606.1|DHYD	LOC6623780|XP_002046212.1|DVIR
OG0000048	LOC111604701|XP_023178642.1|DHYD	LOC6623749|XP_002046215.1|DVIR
OG0000049	LOC111594543|XP_023163663.2|DHYD	LOC6632699|XP_002056032.2|DVIR
OG0000049	LOC111594529|XP_023163631.2|DHYD	LOC6632702|XP_002056035.3|DVIR
OG0000049	LOC111594475|XP_023163544.1|DHYD	LOC6632698|XP_002056031.1|DVIR
OG0000049	LOC111594476|XP_023163545.2|DHYD	LOC116650324|XP_032289598.1|DVIR
OG0000049	LOC111594581|XP_023163706.2|DHYD	LOC6632703|XP_002056036.2|DVIR
OG0000050	LOC111592220|XP_023160064.2|DHYD	LOC116651245|XP_032293110.1|DVIR
OG0000050	LOC111597562|XP_023168129.2|DHYD	LOC6622345|XP_002047924.2|DVIR
OG0000050	LOC111597563|XP_023168130.1|DHYD	LOC6622312|XP_002047926.2|DVIR
OG0000050	LOC111597557|XP_023168122.2|DHYD	LOC6622403|XP_002047934.2|DVIR
OG0000051	LOC111604842|XP_023178842.2|DHYD	LOC6633160|XP_002056609.1|DVIR
OG0000051	LOC115482777|XP_030078620.1|DHYD, LOC115482800|XP_030078769.1|DHYD, LOC115482799|XP_030078766.1|DHYD	LOC6632364|XP_002056725.1|DVIR
OG0000051	LOC111598254|XP_023169188.2|DHYD	LOC6630427|XP_002053739.1|DVIR
OG0000052	LOC111604961|XP_023179009.1|DHYD	LOC6633117|XP_002056591.1|DVIR
OG0000052	LOC111604963|XP_023179011.2|DHYD	LOC6633120|XP_032289606.1|DVIR
OG0000052	LOC111604962|XP_023179010.1|DHYD	LOC6633118|XP_002056592.2|DVIR
OG0000052	LOC111604228|XP_023177970.1|DHYD	LOC6626909|XP_002050284.2|DVIR, LOC6626910|XP_002050285.2|DVIR
OG0000052	LOC111604234|XP_023177982.1|DHYD	LOC6626911|XP_002050286.2|DVIR
OG0000053	LOC111602599|XP_023175526.2|DHYD	LOC6625282|XP_002049664.3|DVIR
OG0000053	LOC111602600|XP_023175527.2|DHYD	LOC6624847|XP_002049663.1|DVIR
OG0000053	LOC111596382|XP_023166356.2|DHYD	LOC6624846|XP_002049662.1|DVIR
OG0000053	LOC111596381|XP_023166355.2|DHYD	LOC6624845|XP_002049661.1|DVIR
OG0000053	LOC111596379|XP_023166352.2|DHYD	LOC6624806|XP_002049656.1|DVIR
OG0000054	LOC111604826|XP_023178817.2|DHYD	LOC6633223|XP_002056282.1|DVIR
OG0000054	LOC111593322|XP_023161796.2|DHYD	LOC6629800|XP_002053376.1|DVIR
OG0000054	LOC111604856|XP_023178857.2|DHYD	LOC6633224|XP_002056283.1|DVIR, LOC116650298|XP_032289550.1|DVIR
OG0000055	LOC111603258|XP_023176533.1|DHYD, LOC111603253|XP_023176529.1|DHYD, LOC111603262|XP_023176542.2|DHYD, LOC111603257|XP_023176532.1|DHYD	LOC6632627|XP_002056104.1|DVIR, LOC6632628|XP_002056105.1|DVIR, LOC6632630|XP_002056107.2|DVIR, LOC6632629|XP_002056106.2|DVIR
OG0000056	LOC111599614|XP_023171073.2|DHYD	LOC6630825|XP_002054732.1|DVIR
OG0000056	LOC111599611|XP_023171068.2|DHYD	LOC6630824|XP_002054731.1|DVIR
OG0000056	LOC111599619|XP_023171079.2|DHYD	LOC26531774|XP_032295287.1|DVIR
OG0000056	LOC111599613|XP_023171070.2|DHYD	LOC6630956|XP_002054733.1|DVIR
OG0000056	LOC111600558|XP_023172478.1|DHYD	LOC6627508|XP_002052791.1|DVIR
OG0000058	LOC111602372|XP_023175155.1|DHYD, LOC111602373|XP_023175156.2|DHYD	LOC6628288|XP_002051345.2|DVIR, LOC6628289|XP_032293797.1|DVIR, LOC6637243|XP_002060538.2|DVIR
OG0000058	LOC111602375|XP_023175159.2|DHYD	LOC6628292|XP_002051349.1|DVIR
OG0000058	LOC111602371|XP_023175154.1|DHYD	LOC6628291|XP_002051348.1|DVIR
OG0000058	LOC111602374|XP_023175158.2|DHYD	LOC6628290|XP_002051347.1|DVIR
OG0000058	LOC111591894|XP_023159568.1|DHYD	LOC6633609|XP_002056917.1|DVIR
OG0000059	LOC111595783|XP_030078737.1|DHYD	LOC6635045|XP_002058688.1|DVIR
OG0000059	LOC111595875|XP_023165572.2|DHYD	LOC6635047|XP_002058690.1|DVIR
OG0000059	LOC111595256|XP_023164673.2|DHYD	LOC6635046|XP_032295222.1|DVIR
OG0000059	LOC111595830|XP_030078745.1|DHYD, LOC111595757|XP_023165402.2|DHYD	LOC6635049|XP_002058692.2|DVIR
OG0000059	LOC111595792|XP_023165450.1|DHYD	LOC6635050|XP_002058693.1|DVIR
OG0000060	LOC111605127|XP_023179254.1|DHYD	LOC6634792|XP_002058128.1|DVIR
OG0000060	LOC111605118|XP_023179239.1|DHYD	LOC6634791|XP_002058127.1|DVIR
OG0000060	LOC111594203|XP_023163168.1|DHYD	LOC6625933|XP_002048901.1|DVIR
OG0000060	LOC115482748|XP_030081618.1|DHYD	LOC6633049|XP_032289802.1|DVIR
OG0000060	LOC111597837|XP_023168500.1|DHYD	LOC6632878|XP_032289764.1|DVIR
OG0000060	LOC111598840|XP_023170044.1|DHYD	LOC6633466|XP_002057057.1|DVIR
OG0000060	LOC111596076|XP_023165902.2|DHYD	LOC6628994|XP_002052097.1|DVIR
OG0000061	LOC111601172|XP_023173419.2|DHYD	LOC6628610|XP_002052171.1|DVIR
OG0000061	LOC111601168|XP_023173414.2|DHYD	LOC6628552|XP_002052178.1|DVIR, LOC6628553|XP_002052179.2|DVIR
OG0000061	LOC111601143|XP_023173378.2|DHYD	LOC6628612|XP_002052173.2|DVIR
OG0000061	LOC111601144|XP_023173379.1|DHYD	LOC6628611|XP_002052172.1|DVIR
OG0000062	LOC111598288|XP_023169239.1|DHYD	LOC6632062|XP_002055617.1|DVIR
OG0000063	LOC111602944|XP_023176073.2|DHYD	LOC6631225|XP_002053143.1|DVIR
OG0000063	LOC111602946|XP_023176074.2|DHYD	LOC6631224|XP_002053142.2|DVIR
OG0000063	LOC111597578|XP_023168144.2|DHYD	LOC6623822|XP_002047823.1|DVIR
OG0000063	LOC111597466|XP_023167982.2|DHYD	LOC26531302|XP_015031723.1|DVIR
OG0000063	LOC111597464|XP_023167980.2|DHYD	LOC6623725|XP_002047822.1|DVIR
OG0000064	LOC111599354|XP_023170752.2|DHYD	LOC6628665|XP_002051821.1|DVIR
OG0000065	LOC111598539|XP_023169599.2|DHYD	LOC6629926|XP_002054327.2|DVIR
OG0000065	LOC111599010|XP_023170294.2|DHYD	LOC26531282|XP_032295178.1|DVIR, LOC6629266|XP_002054683.1|DVIR, LOC6629265|XP_002054682.2|DVIR, LOC6630377|XP_002054352.2|DVIR
OG0000065	LOC111604341|XP_023178171.2|DHYD	LOC6625225|XP_002050105.1|DVIR, LOC6624840|XP_032293153.1|DVIR, LOC6624839|XP_002049183.2|DVIR
OG0000066	LOC111596465|XP_023166485.1|DHYD	LOC6622764|XP_032291360.1|DVIR, LOC6633501|XP_002056825.1|DVIR
OG0000066	LOC111603713|XP_023177187.1|DHYD	LOC6629133|XP_002051575.1|DVIR
OG0000066	LOC111604865|XP_023178868.2|DHYD	LOC6632483|XP_002056296.1|DVIR
OG0000066	LOC111595983|XP_023165737.1|DHYD	LOC6631952|XP_002055404.1|DVIR
OG0000066	LOC111603187|XP_023176438.2|DHYD	LOC6636077|XP_002059608.1|DVIR
OG0000067	LOC111603515|XP_023176907.2|DHYD	LOC6632379|XP_002056002.1|DVIR
OG0000067	LOC111593087|XP_023161450.1|DHYD	LOC6623824|XP_002047391.1|DVIR
OG0000067	LOC111604531|XP_023178401.2|DHYD	LOC116650975|XP_032292230.1|DVIR, LOC6636461|XP_002059820.1|DVIR
OG0000067	LOC111593109|XP_023161477.2|DHYD	LOC6623938|XP_002047390.1|DVIR
OG0000067	LOC111601094|XP_023173298.2|DHYD	LOC6623911|XP_002046867.1|DVIR
OG0000068	LOC111593542|XP_023162133.2|DHYD	LOC6626486|XP_015029513.1|DVIR
OG0000068	LOC111598177|XP_023169045.2|DHYD	LOC6631686|XP_032295536.1|DVIR
OG0000069	LOC111593948|XP_023162811.1|DHYD	LOC6627146|XP_002048958.2|DVIR
OG0000070	LOC111602191|XP_023174921.2|DHYD	LOC6628714|XP_002051332.1|DVIR
OG0000070	LOC111591972|XP_023159687.1|DHYD	LOC6631435|XP_002054957.2|DVIR
OG0000070	LOC111602192|XP_023174922.2|DHYD	LOC6628614|XP_002051334.1|DVIR
OG0000070	LOC111602194|XP_023174924.2|DHYD	LOC6628613|XP_002051333.1|DVIR
OG0000071	LOC111599791|XP_030081795.1|DHYD	LOC116650646|XP_032290782.1|DVIR
OG0000072	LOC111604605|XP_023178486.1|DHYD	LOC6635857|XP_002059479.1|DVIR
OG0000072	LOC111594128|XP_023163054.2|DHYD	LOC6627108|XP_002050848.2|DVIR
OG0000072	LOC111594127|XP_023163053.2|DHYD	LOC6627106|XP_002050846.1|DVIR
OG0000073	LOC111595450|XP_023164945.1|DHYD	LOC6625785|XP_002049583.1|DVIR
OG0000073	LOC111597481|XP_023168396.1|DHYD	LOC6634684|XP_032289237.1|DVIR
OG0000073	LOC111602674|XP_023175635.2|DHYD	LOC6635019|XP_015024910.1|DVIR
OG0000074	LOC111596936|XP_023167155.1|DHYD, LOC111596937|XP_023167156.2|DHYD	LOC116650728|XP_032291099.1|DVIR, LOC6624120|XP_002046531.3|DVIR
OG0000074	LOC111601089|XP_023173284.2|DHYD	LOC6623893|XP_002046826.2|DVIR
OG0000075	LOC111595080|XP_023164404.2|DHYD	LOC6623483|XP_002048200.1|DVIR
OG0000075	LOC111595078|XP_023164402.1|DHYD	LOC6623521|XP_002048202.1|DVIR
OG0000075	LOC111595081|XP_023164405.1|DHYD	LOC6622654|XP_002048201.1|DVIR
OG0000075	LOC111595077|XP_023164401.1|DHYD, LOC111595142|XP_023164483.1|DHYD	LOC6622714|XP_002048203.1|DVIR, LOC6622627|XP_002048199.1|DVIR
OG0000076	LOC111599682|XP_023171158.1|DHYD	LOC6636598|XP_015023834.1|DVIR
OG0000076	LOC111592395|XP_023160339.2|DHYD, LOC111592398|XP_023160342.2|DHYD	LOC6633207|XP_015026204.1|DVIR, LOC6633206|XP_032289829.1|DVIR
OG0000076	LOC111600172|XP_023171933.1|DHYD	LOC6632148|XP_002055757.3|DVIR
OG0000076	LOC111594068|XP_023162969.2|DHYD	LOC6631560|XP_002055437.1|DVIR
OG0000077	LOC111599997|XP_023171665.1|DHYD	LOC6627101|XP_002049944.1|DVIR
OG0000077	LOC111595708|XP_023165321.1|DHYD	LOC6629945|XP_002053003.1|DVIR
OG0000077	LOC111599697|XP_023171187.1|DHYD	LOC6624992|XP_002049450.1|DVIR
OG0000077	LOC111592482|XP_023160465.1|DHYD	LOC6631157|XP_002054511.2|DVIR
OG0000078	LOC111593533|XP_023162105.1|DHYD	LOC26531397|XP_015030323.1|DVIR
OG0000078	LOC111593319|XP_023161795.1|DHYD	LOC6625191|XP_002049124.2|DVIR
OG0000078	LOC111604289|XP_023178073.2|DHYD	LOC6622767|XP_002048006.1|DVIR
OG0000078	LOC111603428|XP_023176780.2|DHYD	LOC6632525|XP_002056424.2|DVIR
OG0000078	LOC111603133|XP_023176376.1|DHYD	LOC6632017|XP_002055232.3|DVIR
OG0000078	LOC111596540|XP_023166579.2|DHYD	LOC6631517|XP_002055314.1|DVIR
OG0000079	LOC111601195|XP_023173453.2|DHYD	LOC26531450|XP_015028936.1|DVIR
OG0000079	LOC111601222|XP_023173489.2|DHYD	LOC6628022|XP_002052522.2|DVIR
OG0000079	LOC111601212|XP_023173478.1|DHYD, LOC111601204|XP_023173467.1|DHYD	LOC6628021|XP_002052521.1|DVIR
OG0000080	LOC111600911|XP_023173040.2|DHYD	LOC6635875|XP_002059348.1|DVIR
OG0000080	LOC111592557|XP_023160621.1|DHYD	LOC6625499|XP_002049016.1|DVIR
OG0000081	LOC111595375|XP_023164839.2|DHYD	LOC6622786|XP_002047047.2|DVIR
OG0000082	LOC111600682|XP_023172704.2|DHYD	LOC6624944|XP_002050224.1|DVIR
OG0000082	LOC111595221|XP_023164604.2|DHYD	LOC6631012|XP_032295246.1|DVIR
OG0000082	LOC111595651|XP_023165246.2|DHYD	LOC6634864|XP_002058699.1|DVIR
OG0000083	LOC111605744|XP_023180216.2|DHYD	LOC6624533|XP_002047646.1|DVIR
OG0000083	LOC111592658|XP_030079136.1|DHYD	LOC6627816|XP_002051141.2|DVIR
OG0000084	LOC111604038|XP_023177666.2|DHYD	LOC6625031|XP_002050290.1|DVIR
OG0000084	LOC111594007|XP_023162872.2|DHYD	LOC6627277|XP_002050654.1|DVIR
OG0000085	LOC111604178|XP_023177892.1|DHYD	LOC6625945|XP_015029990.1|DVIR
OG0000085	LOC111604180|XP_023177895.2|DHYD	LOC6625946|XP_002050343.1|DVIR
OG0000086	LOC115483460|XP_030081395.1|DHYD, LOC111602150|XP_030081396.1|DHYD	LOC6625022|XP_002050781.1|DVIR, LOC6637034|XP_032292292.1|DVIR
OG0000087	LOC111598477|XP_023169504.1|DHYD	LOC6627342|XP_002052453.1|DVIR
OG0000087	LOC115482921|XP_030079086.1|DHYD, LOC115482922|XP_030079087.1|DHYD, LOC115482931|XP_030079123.1|DHYD	LOC6633896|XP_002057589.1|DVIR
OG0000087	LOC111604004|XP_023177629.2|DHYD	LOC6634233|XP_032293774.1|DVIR
OG0000088	LOC111592149|XP_023159964.1|DHYD	LOC6624854|XP_002049202.1|DVIR
OG0000088	LOC111598938|XP_023170184.1|DHYD	LOC6628498|XP_002051493.2|DVIR
OG0000088	LOC111593116|XP_023161484.1|DHYD	LOC6623155|XP_015030407.1|DVIR
OG0000088	LOC111604481|XP_023178334.1|DHYD	LOC26531309|XP_015031726.1|DVIR
OG0000088	LOC111593117|XP_023161486.2|DHYD	LOC6623099|XP_002048556.1|DVIR
OG0000089	LOC111603588|XP_023177012.1|DHYD	LOC6630704|XP_002054644.1|DVIR
OG0000089	LOC111598635|XP_023169747.1|DHYD	LOC6635266|XP_002058736.2|DVIR
OG0000089	LOC111603721|XP_023177200.1|DHYD	LOC6623346|XP_002047269.1|DVIR
OG0000090	LOC111592171|XP_023159993.2|DHYD	LOC6625113|XP_002049287.1|DVIR
OG0000090	LOC111592119|XP_023159918.2|DHYD	LOC6625413|XP_002049290.1|DVIR
OG0000090	LOC111592435|XP_023160386.1|DHYD	LOC6622878|XP_002046497.1|DVIR
OG0000090	LOC111593119|XP_030080405.1|DHYD	LOC6623278|XP_002048567.1|DVIR
OG0000090	LOC111598762|XP_023169942.2|DHYD	LOC6622829|XP_002047055.2|DVIR
OG0000091	LOC111601403|XP_023173720.2|DHYD	LOC6630750|XP_032294848.1|DVIR
OG0000091	LOC111599470|XP_023170907.2|DHYD	LOC6627714|XP_002051636.1|DVIR
OG0000091	LOC111592942|XP_023161174.1|DHYD	LOC6632846|XP_002056244.1|DVIR
OG0000091	LOC111592941|XP_023161173.1|DHYD	LOC6632847|XP_002056245.1|DVIR
OG0000092	LOC111599699|XP_023171192.2|DHYD	LOC6630632|XP_002053630.3|DVIR
OG0000092	LOC111597499|XP_023168028.2|DHYD	LOC6630635|XP_002053633.1|DVIR
OG0000092	LOC111597484|XP_023168003.2|DHYD	LOC6630634|XP_002053632.1|DVIR
OG0000093	LOC111601939|XP_023174562.2|DHYD	LOC6627672|XP_002051948.1|DVIR
OG0000093	LOC111593071|XP_023161417.1|DHYD	LOC6631541|XP_002055065.2|DVIR
OG0000094	LOC111597580|XP_023168146.2|DHYD	LOC6623745|XP_002047834.1|DVIR
OG0000094	LOC111599491|XP_023170925.1|DHYD	LOC116651603|XP_032294227.1|DVIR, LOC6628121|XP_032296013.1|DVIR
OG0000096	LOC111595909|XP_023165620.2|DHYD	LOC6633088|XP_002056271.1|DVIR
OG0000096	LOC111595917|XP_023165636.1|DHYD	LOC6633047|XP_002056270.1|DVIR
OG0000096	LOC111595908|XP_023165619.2|DHYD	LOC6633089|XP_002056272.1|DVIR
OG0000096	LOC111594349|XP_023163377.2|DHYD	LOC6628330|XP_002051202.1|DVIR
OG0000098	LOC111596482|XP_023166511.1|DHYD	LOC6632457|XP_002056303.1|DVIR, LOC6634916|XP_002058676.1|DVIR
OG0000099	LOC111595394|XP_023164864.2|DHYD	LOC6626032|XP_002049608.1|DVIR
OG0000099	LOC115483034|XP_030079680.1|DHYD, LOC111605619|XP_030079681.1|DHYD, LOC111596155|XP_023166055.2|DHYD	LOC6633490|XP_015025434.1|DVIR
OG0000100	LOC111601225|XP_023173488.1|DHYD	LOC26530999|XP_015030268.1|DVIR
OG0000100	LOC111602698|XP_030078699.1|DHYD	LOC6629837|XP_002054537.2|DVIR
OG0000100	LOC111593272|XP_023161711.2|DHYD	LOC6630168|XP_002054788.2|DVIR
OG0000100	LOC111593249|XP_030080785.1|DHYD	LOC6630165|XP_002054785.1|DVIR
OG0000101	LOC115483448|XP_030081298.1|DHYD	LOC6622530|XP_015030654.1|DVIR
OG0000101	LOC111605109|XP_030081823.1|DHYD	LOC6622519|XP_015030651.1|DVIR
OG0000102	LOC111597672|XP_023168266.1|DHYD	LOC6626051|XP_002050456.1|DVIR
OG0000102	LOC111597731|XP_023168344.2|DHYD	LOC6627172|XP_002048695.1|DVIR
OG0000103	LOC111601118|XP_023173340.1|DHYD	LOC6623591|XP_002046807.1|DVIR
OG0000103	LOC111601119|XP_023173341.2|DHYD	LOC6623698|XP_002046808.1|DVIR
OG0000103	LOC111601117|XP_023173339.2|DHYD	LOC6623703|XP_002046809.1|DVIR
OG0000103	LOC111605234|XP_023179437.1|DHYD	LOC6636437|XP_032291286.1|DVIR, LOC116649737|XP_032291663.1|DVIR
OG0000104	LOC111604659|XP_023178583.1|DHYD	LOC6623499|XP_002046233.3|DVIR
OG0000104	LOC111600397|XP_023172245.2|DHYD, LOC115483402|XP_030081053.1|DHYD	LOC6634072|XP_002057874.1|DVIR
OG0000104	LOC111604693|XP_023178632.2|DHYD	LOC6623916|XP_002046238.1|DVIR
OG0000105	LOC111603935|XP_023177532.2|DHYD	LOC6634229|XP_002057740.1|DVIR
OG0000105	LOC111597551|XP_023168115.2|DHYD, LOC111598625|XP_023169726.2|DHYD	LOC6631244|XP_002053645.1|DVIR
OG0000105	LOC111597554|XP_023168119.2|DHYD	LOC6631241|XP_032293557.1|DVIR
OG0000107	LOC111601231|XP_023173496.2|DHYD	LOC6626882|XP_002049719.3|DVIR
OG0000107	LOC111594919|XP_023164178.2|DHYD	LOC6624939|XP_002049038.3|DVIR
OG0000107	LOC111594909|XP_023164167.2|DHYD	LOC6624938|XP_032293158.1|DVIR, LOC26530451|XP_015030202.1|DVIR
OG0000109	LOC111600828|XP_023172903.2|DHYD	LOC6628484|XP_002052031.2|DVIR
OG0000109	LOC111601162|XP_023173410.2|DHYD	LOC6628432|XP_002052040.2|DVIR
OG0000109	LOC111601018|XP_023173193.2|DHYD	LOC6628433|XP_032294226.1|DVIR
OG0000110	LOC111602899|XP_030081123.1|DHYD	LOC6622405|XP_002046654.1|DVIR
OG0000110	LOC111602896|XP_023176001.2|DHYD	LOC6622336|XP_032291383.1|DVIR, LOC6622410|XP_002046655.1|DVIR
OG0000110	LOC111602908|XP_030081181.1|DHYD	LOC6622454|XP_002046656.2|DVIR
OG0000110	LOC111602891|XP_023175994.1|DHYD	LOC6622494|XP_002046657.1|DVIR
OG0000111	LOC111593853|XP_023162670.1|DHYD	LOC6625186|XP_002049119.1|DVIR
OG0000111	LOC111592679|XP_023160814.1|DHYD	LOC6624898|XP_002049116.1|DVIR
OG0000111	LOC111594826|XP_023164062.1|DHYD	LOC6624897|XP_002049115.1|DVIR
OG0000112	LOC111605329|XP_023179566.2|DHYD	LOC6631730|XP_002055577.1|DVIR
OG0000112	LOC111605332|XP_023179568.2|DHYD	LOC6631731|XP_002055578.1|DVIR
OG0000112	LOC111603144|XP_023176388.1|DHYD	LOC6632015|XP_002055230.1|DVIR
OG0000112	LOC111603201|XP_023176458.2|DHYD	LOC6632116|XP_002055254.1|DVIR
OG0000113	LOC111599912|XP_023171509.1|DHYD	LOC26530946|XP_015024980.1|DVIR
OG0000113	LOC111604401|XP_023178220.2|DHYD	LOC6622156|XP_002048476.2|DVIR
OG0000113	LOC111603366|XP_023176683.2|DHYD	LOC6631790|XP_002055369.2|DVIR
OG0000113	LOC111604045|XP_023177669.1|DHYD	LOC6633853|XP_002057376.2|DVIR
OG0000114	LOC111603785|XP_023177294.1|DHYD	LOC6627890|XP_002052296.1|DVIR
OG0000114	LOC111603782|XP_023177292.2|DHYD	LOC6627889|XP_002052295.1|DVIR
OG0000114	LOC111603784|XP_023177293.1|DHYD	LOC6627888|XP_002052294.1|DVIR
OG0000116	LOC111604852|XP_023178853.1|DHYD	LOC6630742|XP_002053203.1|DVIR
OG0000116	LOC111604823|XP_023178815.2|DHYD	LOC6630740|XP_002053201.1|DVIR
OG0000116	LOC111604866|XP_030078684.1|DHYD, LOC111604867|XP_030078683.1|DHYD, LOC111604903|XP_023178910.2|DHYD	LOC6630741|XP_002053202.1|DVIR
OG0000117	LOC111600404|XP_023172253.2|DHYD	LOC6633971|XP_002057479.1|DVIR
OG0000117	LOC111600405|XP_023172254.1|DHYD	LOC6633970|XP_002057478.1|DVIR
OG0000117	LOC111600409|XP_023172258.2|DHYD	LOC6633968|XP_002057476.1|DVIR, LOC6633969|XP_002057477.1|DVIR
OG0000118	LOC111602186|XP_023174913.2|DHYD, LOC111602185|XP_023174912.2|DHYD	LOC6627951|XP_002051424.1|DVIR
OG0000118	LOC111602611|XP_023175538.2|DHYD	LOC6633235|XP_002056774.2|DVIR, LOC6629584|XP_002054876.1|DVIR
OG0000119	LOC111594598|XP_023163731.1|DHYD	LOC6632723|XP_002056046.1|DVIR
OG0000119	LOC111594582|XP_023163708.1|DHYD	LOC6632724|XP_002056047.1|DVIR
OG0000120	LOC111604779|XP_023178762.1|DHYD	LOC6634529|XP_002057958.1|DVIR
OG0000120	LOC111600604|XP_023172567.2|DHYD	LOC6625102|XP_002050121.1|DVIR
OG0000120	LOC111603518|XP_023176910.1|DHYD	LOC6635721|XP_002059158.1|DVIR
OG0000120	LOC111601088|XP_023173283.1|DHYD	LOC6622041|XP_002046464.1|DVIR
OG0000121	LOC111603179|XP_023176430.1|DHYD	LOC6632053|XP_002055250.1|DVIR
OG0000121	LOC111597218|XP_030080606.1|DHYD	LOC6630360|XP_002054040.1|DVIR
OG0000121	LOC111597213|XP_023167555.2|DHYD, LOC111597090|XP_023167398.1|DHYD	LOC6630940|XP_032295844.1|DVIR
OG0000122	LOC111594761|XP_023163978.2|DHYD	LOC6628202|XP_002052211.2|DVIR
OG0000122	LOC111601844|XP_023174446.2|DHYD	LOC6635441|XP_002058981.1|DVIR
OG0000122	LOC111604606|XP_023178487.1|DHYD	LOC116651034|XP_032292531.1|DVIR, LOC6636460|XP_002059819.1|DVIR
OG0000122	LOC111602177|XP_030079238.1|DHYD	LOC6629169|XP_002051908.1|DVIR
OG0000123	LOC111604152|XP_023177844.1|DHYD	LOC6626378|XP_002050355.1|DVIR
OG0000123	LOC115482780|XP_030078625.1|DHYD, LOC111592387|XP_023160330.2|DHYD	LOC6633191|XP_032289496.1|DVIR
OG0000124	LOC111596345|XP_023166304.2|DHYD, LOC111596341|XP_023166294.2|DHYD, LOC111596342|XP_023166295.2|DHYD	LOC116649740|XP_015028914.1|DVIR, LOC26531268|XP_015028913.1|DVIR, LOC26531789|XP_015028987.1|DVIR, LOC26531912|XP_015027957.1|DVIR, LOC6630342|XP_002054591.2|DVIR
OG0000124	LOC111597130|XP_023167459.2|DHYD	LOC6625762|XP_002049873.1|DVIR
OG0000125	LOC111598816|XP_023170014.1|DHYD	LOC6630876|XP_015026944.1|DVIR
OG0000125	LOC111596553|XP_023166598.2|DHYD	LOC6632605|XP_015026066.1|DVIR
OG0000125	LOC111594119|XP_023163047.2|DHYD	LOC6627104|XP_002050844.2|DVIR
OG0000126	LOC111600358|XP_023172204.2|DHYD	LOC6634255|XP_002057641.1|DVIR
OG0000126	LOC111598993|XP_023170265.1|DHYD	LOC6628583|XP_002051517.1|DVIR, LOC6628582|XP_032293597.1|DVIR
OG0000127	LOC111602713|XP_023175721.1|DHYD	LOC6632494|XP_002056447.1|DVIR
OG0000127	LOC111602743|XP_023175763.2|DHYD	LOC6632493|XP_002056446.1|DVIR
OG0000127	LOC111602747|XP_023175766.2|DHYD	LOC6632492|XP_032289615.1|DVIR
OG0000128	LOC111604073|XP_030081308.1|DHYD	LOC6625639|XP_002050309.2|DVIR
