Orthogroup	DHYD.longest_only	CCAP.longest_only
OG0000062	LOC111598288|XP_023169239.1|DHYD, LOC111600181|XP_023171951.1|DHYD, LOC111596290|XP_030080523.1|DHYD	CCAP1982_LOCUS9178|CAD7000705.1|CCAP, CCAP1982_LOCUS2476|CAD6993670.1|CCAP, CCAP1982_LOCUS9173|CAD7000700.1|CCAP, CCAP1982_LOCUS9182|CAD7000709.1|CCAP, CCAP1982_LOCUS9181|CAD7000708.1|CCAP, CCAP1982_LOCUS9180|CAD7000707.1|CCAP
OG0000063	LOC111597578|XP_023168144.2|DHYD, LOC111597466|XP_023167982.2|DHYD, LOC111597464|XP_023167980.2|DHYD	CCAP1982_LOCUS12099|CAD7003661.1|CCAP
OG0000065	LOC111598539|XP_023169599.2|DHYD, LOC111599010|XP_023170294.2|DHYD, LOC111604341|XP_023178171.2|DHYD	CCAP1982_LOCUS3818|CAD6995095.1|CCAP, CCAP1982_LOCUS3819|CAD6995096.1|CCAP, CCAP1982_LOCUS3788|CAD6995064.1|CCAP
OG0000067	LOC111603515|XP_023176907.2|DHYD	CCAP1982_LOCUS14065|CAD7005713.1|CCAP
OG0000067	LOC111593087|XP_023161450.1|DHYD	CCAP1982_LOCUS14066|CAD7005714.1|CCAP
OG0000067	LOC111604531|XP_023178401.2|DHYD	CCAP1982_LOCUS21530|CAD7013467.1|CCAP
OG0000067	LOC111593109|XP_023161477.2|DHYD	CCAP1982_LOCUS14064|CAD7005712.1|CCAP
OG0000069	LOC111593948|XP_023162811.1|DHYD	CCAP1982_LOCUS8182|CAD6999652.1|CCAP
OG0000071	LOC111599791|XP_030081795.1|DHYD	CCAP1982_LOCUS13882|CAD7005522.1|CCAP, CCAP1982_LOCUS13883|CAD7005523.1|CCAP
OG0000072	LOC111604605|XP_023178486.1|DHYD	CCAP1982_LOCUS22450|CAD7014454.1|CCAP
OG0000072	LOC111594128|XP_023163054.2|DHYD	CCAP1982_LOCUS22440|CAD7014444.1|CCAP
OG0000072	LOC111594127|XP_023163053.2|DHYD	CCAP1982_LOCUS22446|CAD7014450.1|CCAP
OG0000073	LOC111595450|XP_023164945.1|DHYD	CCAP1982_LOCUS19678|CAD7011589.1|CCAP
OG0000073	LOC111602674|XP_023175635.2|DHYD	CCAP1982_LOCUS2823|CAD6994046.1|CCAP
OG0000074	LOC111596936|XP_023167155.1|DHYD, LOC111596937|XP_023167156.2|DHYD	CCAP1982_LOCUS12639|CAD7004220.1|CCAP
OG0000075	LOC111595078|XP_023164402.1|DHYD	CCAP1982_LOCUS12981|CAD7004586.1|CCAP
OG0000075	LOC111595081|XP_023164405.1|DHYD	CCAP1982_LOCUS12988|CAD7004593.1|CCAP, CCAP1982_LOCUS12982|CAD7004587.1|CCAP, CCAP1982_LOCUS12983|CAD7004588.1|CCAP, CCAP1982_LOCUS12984|CAD7004589.1|CCAP
OG0000075	LOC111595077|XP_023164401.1|DHYD, LOC111595142|XP_023164483.1|DHYD	CCAP1982_LOCUS12987|CAD7004592.1|CCAP
OG0000076	LOC111599682|XP_023171158.1|DHYD	CCAP1982_LOCUS11742|CAD7003280.1|CCAP
OG0000077	LOC111599997|XP_023171665.1|DHYD	CCAP1982_LOCUS20515|CAD7012432.1|CCAP
OG0000077	LOC111595708|XP_023165321.1|DHYD	CCAP1982_LOCUS1052|CAD6992178.1|CCAP
OG0000077	LOC111599697|XP_023171187.1|DHYD	CCAP1982_LOCUS19492|CAD7011392.1|CCAP
OG0000077	LOC111592482|XP_023160465.1|DHYD	CCAP1982_LOCUS3920|CAD6995201.1|CCAP
OG0000079	LOC111601195|XP_023173453.2|DHYD, LOC111601222|XP_023173489.2|DHYD	CCAP1982_LOCUS8747|CAD7000257.1|CCAP
OG0000080	LOC111600911|XP_023173040.2|DHYD	CCAP1982_LOCUS19396|CAD7011289.1|CCAP
OG0000081	LOC111595375|XP_023164839.2|DHYD	CCAP1982_LOCUS10919|CAD7002428.1|CCAP, CCAP1982_LOCUS10921|CAD7002430.1|CCAP
OG0000082	LOC111600682|XP_023172704.2|DHYD, LOC111595221|XP_023164604.2|DHYD	CCAP1982_LOCUS774|CAD6991883.1|CCAP
OG0000082	LOC111595651|XP_023165246.2|DHYD	CCAP1982_LOCUS8015|CAD6999491.1|CCAP, CCAP1982_LOCUS52|CAD6991105.1|CCAP
OG0000083	LOC111605744|XP_023180216.2|DHYD	CCAP1982_LOCUS6083|CAD6997437.1|CCAP
OG0000083	LOC111592658|XP_030079136.1|DHYD	CCAP1982_LOCUS6084|CAD6997438.1|CCAP
OG0000084	LOC111604038|XP_023177666.2|DHYD	CCAP1982_LOCUS21786|CAD7013760.1|CCAP
OG0000084	LOC111594007|XP_023162872.2|DHYD	CCAP1982_LOCUS21697|CAD7013654.1|CCAP, CCAP1982_LOCUS21696|CAD7013653.1|CCAP, CCAP1982_LOCUS21698|CAD7013655.1|CCAP, CCAP1982_LOCUS21699|CAD7013657.1|CCAP, CCAP1982_LOCUS21700|CAD7013658.1|CCAP, CCAP1982_LOCUS21695|CAD7013652.1|CCAP, CCAP1982_LOCUS21694|CAD7013651.1|CCAP
OG0000085	LOC111604179|XP_023177893.2|DHYD	CCAP1982_LOCUS21882|CAD7013864.1|CCAP
OG0000087	LOC111598477|XP_023169504.1|DHYD	CCAP1982_LOCUS5747|CAD6997095.1|CCAP
OG0000087	LOC115482921|XP_030079086.1|DHYD, LOC115482922|XP_030079087.1|DHYD, LOC115482931|XP_030079123.1|DHYD	CCAP1982_LOCUS5317|CAD6996633.1|CCAP, CCAP1982_LOCUS5318|CAD6996634.1|CCAP, CCAP1982_LOCUS5294|CAD6996620.1|CCAP, CCAP1982_LOCUS5258|CAD6996589.1|CCAP
OG0000088	LOC111592149|XP_023159964.1|DHYD	CCAP1982_LOCUS20832|CAD7012728.1|CCAP
OG0000089	LOC111603588|XP_023177012.1|DHYD	CCAP1982_LOCUS487|CAD6991569.1|CCAP
OG0000089	LOC111603721|XP_023177200.1|DHYD	CCAP1982_LOCUS12882|CAD7004477.1|CCAP
OG0000090	LOC111592171|XP_023159993.2|DHYD	CCAP1982_LOCUS20695|CAD7012611.1|CCAP
OG0000090	LOC111592119|XP_023159918.2|DHYD	CCAP1982_LOCUS20698|CAD7012614.1|CCAP
OG0000090	LOC111592435|XP_023160386.1|DHYD	CCAP1982_LOCUS20704|CAD7012620.1|CCAP, CCAP1982_LOCUS20703|CAD7012619.1|CCAP
OG0000090	LOC111593119|XP_030080405.1|DHYD	CCAP1982_LOCUS20702|CAD7012618.1|CCAP
OG0000091	LOC111601403|XP_023173720.2|DHYD	CCAP1982_LOCUS2528|CAD6993730.1|CCAP
OG0000091	LOC111592942|XP_023161174.1|DHYD	CCAP1982_LOCUS1156|CAD6992288.1|CCAP
OG0000091	LOC111592941|XP_023161173.1|DHYD	CCAP1982_LOCUS1155|CAD6992287.1|CCAP, CCAP1982_LOCUS1154|CAD6992286.1|CCAP
OG0000092	LOC111599699|XP_023171192.2|DHYD	CCAP1982_LOCUS831|CAD6991943.1|CCAP, CCAP1982_LOCUS832|CAD6991944.1|CCAP, CCAP1982_LOCUS830|CAD6991942.1|CCAP
OG0000092	LOC111597499|XP_023168028.2|DHYD	CCAP1982_LOCUS835|CAD6991947.1|CCAP
OG0000092	LOC111597484|XP_023168003.2|DHYD	CCAP1982_LOCUS834|CAD6991946.1|CCAP
OG0000093	LOC111601939|XP_023174562.2|DHYD	CCAP1982_LOCUS8218|CAD6999691.1|CCAP
OG0000094	LOC111599491|XP_023170925.1|DHYD	CCAP1982_LOCUS3416|CAD6994681.1|CCAP, CCAP1982_LOCUS3417|CAD6994682.1|CCAP
OG0000096	LOC111595909|XP_023165620.2|DHYD, LOC111595917|XP_023165636.1|DHYD, LOC111595908|XP_023165619.2|DHYD	CCAP1982_LOCUS8438|CAD6999925.1|CCAP
OG0000096	LOC111594349|XP_023163377.2|DHYD	CCAP1982_LOCUS5468|CAD6996795.1|CCAP, CCAP1982_LOCUS5460|CAD6996785.1|CCAP, CCAP1982_LOCUS5463|CAD6996789.1|CCAP, CCAP1982_LOCUS5462|CAD6996788.1|CCAP, CCAP1982_LOCUS5464|CAD6996791.1|CCAP, CCAP1982_LOCUS5467|CAD6996794.1|CCAP, CCAP1982_LOCUS5465|CAD6996792.1|CCAP, CCAP1982_LOCUS5466|CAD6996793.1|CCAP, CCAP1982_LOCUS6165|CAD6997525.1|CCAP, CCAP1982_LOCUS7697|CAD6999159.1|CCAP, CCAP1982_LOCUS8044|CAD6999519.1|CCAP, CCAP1982_LOCUS8045|CAD6999521.1|CCAP, CCAP1982_LOCUS8046|CAD6999522.1|CCAP, CCAP1982_LOCUS5461|CAD6996787.1|CCAP
OG0000098	LOC111596482|XP_023166511.1|DHYD	CCAP1982_LOCUS3817|CAD6995094.1|CCAP
OG0000101	LOC111605102|XP_023179212.1|DHYD	CCAP1982_LOCUS12874|CAD7004468.1|CCAP
OG0000101	LOC115483448|XP_030081298.1|DHYD	CCAP1982_LOCUS12877|CAD7004471.1|CCAP
OG0000102	LOC111597731|XP_023168344.2|DHYD	CCAP1982_LOCUS7221|CAD6998654.1|CCAP, CCAP1982_LOCUS5355|CAD6996671.1|CCAP, CCAP1982_LOCUS13057|CAD7004662.1|CCAP
OG0000103	LOC111601118|XP_023173340.1|DHYD, LOC111601119|XP_023173341.2|DHYD, LOC111601117|XP_023173339.2|DHYD	CCAP1982_LOCUS12819|CAD7004408.1|CCAP, CCAP1982_LOCUS12815|CAD7004405.1|CCAP, CCAP1982_LOCUS13027|CAD7004632.1|CCAP
OG0000103	LOC111605234|XP_023179437.1|DHYD	CCAP1982_LOCUS21308|CAD7013237.1|CCAP, CCAP1982_LOCUS21309|CAD7013238.1|CCAP
OG0000104	LOC111604659|XP_023178583.1|DHYD	CCAP1982_LOCUS11737|CAD7003275.1|CCAP
OG0000104	LOC111600397|XP_023172245.2|DHYD, LOC115483402|XP_030081053.1|DHYD	CCAP1982_LOCUS1505|CAD6992660.1|CCAP, CCAP1982_LOCUS1506|CAD6992661.1|CCAP, CCAP1982_LOCUS12239|CAD7003806.1|CCAP
OG0000104	LOC111604693|XP_023178632.2|DHYD	CCAP1982_LOCUS12238|CAD7003805.1|CCAP, CCAP1982_LOCUS12237|CAD7003804.1|CCAP
OG0000105	LOC111597551|XP_023168115.2|DHYD, LOC111598625|XP_023169726.2|DHYD	CCAP1982_LOCUS4847|CAD6996155.1|CCAP
OG0000105	LOC111597554|XP_023168119.2|DHYD	CCAP1982_LOCUS4851|CAD6996159.1|CCAP, CCAP1982_LOCUS4850|CAD6996158.1|CCAP
OG0000107	LOC111601231|XP_023173496.2|DHYD, LOC111594919|XP_023164178.2|DHYD, LOC111594909|XP_023164167.2|DHYD	CCAP1982_LOCUS21062|CAD7012971.1|CCAP, CCAP1982_LOCUS21057|CAD7012966.1|CCAP
OG0000109	LOC111601162|XP_023173410.2|DHYD, LOC111601018|XP_023173193.2|DHYD	CCAP1982_LOCUS7956|CAD6999432.1|CCAP
OG0000110	LOC111602896|XP_023176001.2|DHYD, LOC111602908|XP_030081181.1|DHYD	CCAP1982_LOCUS12357|CAD7003935.1|CCAP
OG0000110	LOC111602891|XP_023175994.1|DHYD	CCAP1982_LOCUS12358|CAD7003936.1|CCAP
OG0000111	LOC111593853|XP_023162670.1|DHYD, LOC111592679|XP_023160814.1|DHYD, LOC111594826|XP_023164062.1|DHYD	CCAP1982_LOCUS20745|CAD7012644.1|CCAP, CCAP1982_LOCUS20746|CAD7012645.1|CCAP
OG0000113	LOC111599912|XP_023171509.1|DHYD, LOC111604401|XP_023178220.2|DHYD, LOC111603366|XP_023176683.2|DHYD, LOC111604045|XP_023177669.1|DHYD	CCAP1982_LOCUS2584|CAD6993786.1|CCAP
OG0000114	LOC111603782|XP_023177292.2|DHYD	CCAP1982_LOCUS6785|CAD6998169.1|CCAP
OG0000114	LOC111603784|XP_023177293.1|DHYD	CCAP1982_LOCUS6786|CAD6998170.1|CCAP
OG0000116	LOC111604852|XP_023178853.1|DHYD	CCAP1982_LOCUS837|CAD6991949.1|CCAP
OG0000116	LOC111604823|XP_023178815.2|DHYD	CCAP1982_LOCUS839|CAD6991951.1|CCAP
OG0000116	LOC111604866|XP_030078684.1|DHYD, LOC111604867|XP_030078683.1|DHYD, LOC111604903|XP_023178910.2|DHYD	CCAP1982_LOCUS838|CAD6991950.1|CCAP
OG0000117	LOC111600402|XP_023172250.2|DHYD	CCAP1982_LOCUS6010|CAD6997373.1|CCAP
OG0000117	LOC111600404|XP_023172253.2|DHYD	CCAP1982_LOCUS6011|CAD6997374.1|CCAP
OG0000117	LOC111600405|XP_023172254.1|DHYD	CCAP1982_LOCUS6012|CAD6997375.1|CCAP
OG0000117	LOC111600409|XP_023172258.2|DHYD	CCAP1982_LOCUS6013|CAD6997376.1|CCAP
OG0000119	LOC111594626|XP_023163785.1|DHYD, LOC111594598|XP_023163731.1|DHYD	CCAP1982_LOCUS3103|CAD6994347.1|CCAP, CCAP1982_LOCUS3098|CAD6994342.1|CCAP
OG0000119	LOC111594582|XP_023163708.1|DHYD	CCAP1982_LOCUS3102|CAD6994346.1|CCAP
OG0000120	LOC111600604|XP_023172567.2|DHYD	CCAP1982_LOCUS23192|CAD7015242.1|CCAP
OG0000121	LOC111596987|XP_023167243.2|DHYD, LOC111596993|XP_023167257.2|DHYD, LOC111603179|XP_023176430.1|DHYD	CCAP1982_LOCUS2051|CAD6993234.1|CCAP, CCAP1982_LOCUS1663|CAD6992825.1|CCAP, CCAP1982_LOCUS1662|CAD6992824.1|CCAP
OG0000122	LOC111594761|XP_023163978.2|DHYD	CCAP1982_LOCUS8593|CAD7000095.1|CCAP
OG0000122	LOC111601844|XP_023174446.2|DHYD	CCAP1982_LOCUS21055|CAD7012964.1|CCAP
OG0000122	LOC111604606|XP_023178487.1|DHYD, LOC111602177|XP_030079238.1|DHYD	CCAP1982_LOCUS9176|CAD7000703.1|CCAP
OG0000123	LOC111604152|XP_023177844.1|DHYD, LOC111604143|XP_023177833.1|DHYD, LOC115482780|XP_030078625.1|DHYD, LOC111592387|XP_023160330.2|DHYD	CCAP1982_LOCUS1926|CAD6993101.1|CCAP
OG0000125	LOC111598816|XP_023170014.1|DHYD	CCAP1982_LOCUS3814|CAD6995090.1|CCAP
OG0000125	LOC111596553|XP_023166598.2|DHYD	CCAP1982_LOCUS3392|CAD6994657.1|CCAP
OG0000126	LOC111600358|XP_023172204.2|DHYD, LOC111598993|XP_023170265.1|DHYD	CCAP1982_LOCUS11731|CAD7003269.1|CCAP
OG0000127	LOC111602713|XP_023175721.1|DHYD, LOC111602743|XP_023175763.2|DHYD	CCAP1982_LOCUS4704|CAD6995998.1|CCAP
OG0000127	LOC111602747|XP_023175766.2|DHYD	CCAP1982_LOCUS4705|CAD6995999.1|CCAP
OG0000128	LOC111604073|XP_030081308.1|DHYD	CCAP1982_LOCUS22172|CAD7014166.1|CCAP, CCAP1982_LOCUS22173|CAD7014167.1|CCAP
OG0000128	LOC111604098|XP_023177766.2|DHYD, LOC115483459|XP_030081391.1|DHYD, LOC115483450|XP_030081307.1|DHYD	CCAP1982_LOCUS8671|CAD7000180.1|CCAP
OG0000129	LOC111600994|XP_023173154.2|DHYD, LOC111600993|XP_023173153.1|DHYD, LOC111597361|XP_023167784.1|DHYD	CCAP1982_LOCUS7073|CAD6998479.1|CCAP
OG0000130	LOC111595665|XP_023165255.2|DHYD, LOC111595642|XP_023165234.2|DHYD, LOC111595647|XP_023165239.2|DHYD, LOC111595659|XP_023165250.1|DHYD, LOC111595648|XP_023165240.2|DHYD, LOC111595664|XP_023165254.2|DHYD	CCAP1982_LOCUS13229|CAD7004843.1|CCAP
OG0000131	LOC111594556|XP_023163679.2|DHYD	CCAP1982_LOCUS3123|CAD6994370.1|CCAP
OG0000132	LOC111595014|XP_023164289.2|DHYD	CCAP1982_LOCUS8509|CAD7000003.1|CCAP
OG0000132	LOC111603549|XP_023176951.2|DHYD	CCAP1982_LOCUS738|CAD6991839.1|CCAP
OG0000134	LOC111602019|XP_023174685.1|DHYD	CCAP1982_LOCUS1778|CAD6992945.1|CCAP
OG0000134	LOC111601548|XP_023173960.1|DHYD	CCAP1982_LOCUS7922|CAD6999396.1|CCAP
OG0000137	LOC111596505|XP_023166534.1|DHYD	CCAP1982_LOCUS11326|CAD7002858.1|CCAP
OG0000137	LOC111594447|XP_023163503.2|DHYD	CCAP1982_LOCUS3379|CAD6994644.1|CCAP
OG0000137	LOC111601021|XP_023173196.2|DHYD	CCAP1982_LOCUS11874|CAD7003418.1|CCAP
OG0000138	LOC111603648|XP_023177095.2|DHYD, LOC111603646|XP_023177093.2|DHYD, LOC111603667|XP_023177119.1|DHYD, LOC111603600|XP_023177027.2|DHYD, LOC111603668|XP_023177120.2|DHYD	CCAP1982_LOCUS121|CAD6991184.1|CCAP
OG0000141	LOC111601723|XP_023174214.2|DHYD	CCAP1982_LOCUS11187|CAD7002710.1|CCAP
OG0000142	LOC111593371|XP_023161855.1|DHYD	CCAP1982_LOCUS416|CAD6991492.1|CCAP
OG0000143	LOC111593524|XP_023162085.1|DHYD, LOC111593522|XP_023162082.1|DHYD	CCAP1982_LOCUS14321|CAD7005985.1|CCAP, CCAP1982_LOCUS7309|CAD6998755.1|CCAP
OG0000144	LOC111604227|XP_023177966.2|DHYD	CCAP1982_LOCUS782|CAD6991891.1|CCAP
OG0000144	LOC111604000|XP_023177617.1|DHYD	CCAP1982_LOCUS6460|CAD6997836.1|CCAP
OG0000145	LOC115483294|XP_030080505.1|DHYD, LOC111594181|XP_023163131.1|DHYD	CCAP1982_LOCUS9143|CAD7000669.1|CCAP
OG0000145	LOC111594179|XP_023163129.2|DHYD, LOC115483303|XP_030080517.1|DHYD	CCAP1982_LOCUS9140|CAD7000666.1|CCAP
OG0000145	LOC115483293|XP_030080502.1|DHYD, LOC111594177|XP_023163128.2|DHYD	CCAP1982_LOCUS9142|CAD7000668.1|CCAP
OG0000147	LOC111595831|XP_023165506.1|DHYD	CCAP1982_LOCUS8274|CAD6999751.1|CCAP
OG0000147	LOC111594434|XP_030080605.1|DHYD	CCAP1982_LOCUS2081|CAD6993264.1|CCAP
OG0000147	LOC111594518|XP_023163614.1|DHYD	CCAP1982_LOCUS2080|CAD6993263.1|CCAP
OG0000148	LOC111601105|XP_023173316.2|DHYD	CCAP1982_LOCUS9151|CAD7000677.1|CCAP
OG0000150	LOC111596269|XP_023166174.2|DHYD	CCAP1982_LOCUS8395|CAD6999884.1|CCAP, CCAP1982_LOCUS8394|CAD6999883.1|CCAP, CCAP1982_LOCUS8366|CAD6999854.1|CCAP
OG0000151	LOC111600942|XP_023173081.2|DHYD	CCAP1982_LOCUS13475|CAD7005113.1|CCAP
OG0000151	LOC115483388|XP_030081010.1|DHYD	CCAP1982_LOCUS13481|CAD7005119.1|CCAP
OG0000151	LOC111595796|XP_023165454.1|DHYD	CCAP1982_LOCUS13480|CAD7005118.1|CCAP
OG0000151	LOC111599240|XP_023170605.2|DHYD	CCAP1982_LOCUS13479|CAD7005117.1|CCAP
OG0000152	LOC111596245|XP_023166145.2|DHYD, LOC111596244|XP_023166144.1|DHYD, LOC111596246|XP_023166146.2|DHYD	CCAP1982_LOCUS4908|CAD6996220.1|CCAP
OG0000153	LOC111593253|XP_023161680.1|DHYD	CCAP1982_LOCUS2010|CAD6993188.1|CCAP, CCAP1982_LOCUS2009|CAD6993187.1|CCAP
OG0000153	LOC111593270|XP_023161709.2|DHYD, LOC111593271|XP_023161710.2|DHYD	CCAP1982_LOCUS2011|CAD6993189.1|CCAP
OG0000154	LOC111603479|XP_030081666.1|DHYD, LOC115483717|XP_030081665.1|DHYD	CCAP1982_LOCUS3144|CAD6994392.1|CCAP
OG0000154	LOC111604282|XP_023178065.2|DHYD	CCAP1982_LOCUS3145|CAD6994393.1|CCAP, CCAP1982_LOCUS8911|CAD7000435.1|CCAP, CCAP1982_LOCUS8831|CAD7000349.1|CCAP
OG0000155	LOC115483421|XP_030081184.1|DHYD, LOC115483481|XP_030081492.1|DHYD, LOC111593220|XP_023161639.2|DHYD, LOC111593221|XP_023161640.2|DHYD, LOC111593218|XP_023161637.2|DHYD	CCAP1982_LOCUS12374|CAD7003952.1|CCAP, CCAP1982_LOCUS12366|CAD7003944.1|CCAP, CCAP1982_LOCUS12365|CAD7003943.1|CCAP
OG0000157	LOC111597018|XP_023167292.1|DHYD, LOC111597019|XP_023167293.1|DHYD, LOC111597008|XP_023167280.2|DHYD, LOC111597009|XP_023167281.2|DHYD	CCAP1982_LOCUS19950|CAD7011840.1|CCAP, CCAP1982_LOCUS19951|CAD7011841.1|CCAP
OG0000158	LOC111597574|XP_023168141.2|DHYD, LOC111597584|XP_023168151.2|DHYD	CCAP1982_LOCUS12092|CAD7003654.1|CCAP
OG0000159	LOC111592870|XP_030079690.1|DHYD	CCAP1982_LOCUS14640|CAD7006318.1|CCAP
OG0000159	LOC111601281|XP_030081817.1|DHYD	CCAP1982_LOCUS13501|CAD7005140.1|CCAP
OG0000159	LOC111595118|XP_023164454.2|DHYD	CCAP1982_LOCUS13500|CAD7005139.1|CCAP
OG0000160	LOC111605455|XP_030080648.1|DHYD, LOC111601382|XP_030080693.1|DHYD	CCAP1982_LOCUS3900|CAD6995179.1|CCAP, CCAP1982_LOCUS3899|CAD6995178.1|CCAP
OG0000161	LOC111598769|XP_023169951.1|DHYD	CCAP1982_LOCUS14750|CAD7006430.1|CCAP
OG0000161	LOC111603705|XP_023177172.2|DHYD, LOC111602406|XP_023175200.1|DHYD	CCAP1982_LOCUS13663|CAD7005305.1|CCAP
OG0000162	LOC111591954|XP_023159656.2|DHYD	CCAP1982_LOCUS7836|CAD6999308.1|CCAP
OG0000163	LOC111599502|XP_023170939.2|DHYD	CCAP1982_LOCUS14291|CAD7005953.1|CCAP, CCAP1982_LOCUS14290|CAD7005952.1|CCAP, CCAP1982_LOCUS14295|CAD7005957.1|CCAP, CCAP1982_LOCUS14292|CAD7005954.1|CCAP
OG0000163	LOC111602700|XP_023175704.2|DHYD	CCAP1982_LOCUS9112|CAD7000638.1|CCAP
OG0000164	LOC111592230|XP_023160082.2|DHYD, LOC111605745|XP_030081570.1|DHYD, LOC111591855|XP_023159505.2|DHYD, LOC115483755|XP_030081862.1|DHYD, LOC111604445|XP_023178283.2|DHYD, LOC111604444|XP_023178282.2|DHYD, LOC111601271|XP_023173550.2|DHYD	CCAP1982_LOCUS19783|CAD7011699.1|CCAP
OG0000166	LOC111597953|XP_023168683.2|DHYD	CCAP1982_LOCUS6365|CAD6997733.1|CCAP, CCAP1982_LOCUS6366|CAD6997734.1|CCAP, CCAP1982_LOCUS6367|CAD6997735.1|CCAP
OG0000167	LOC111592759|XP_030081498.1|DHYD	CCAP1982_LOCUS11080|CAD7002594.1|CCAP
OG0000167	LOC111592745|XP_023160910.2|DHYD	CCAP1982_LOCUS14885|CAD7006571.1|CCAP
OG0000169	LOC111604198|XP_023177922.2|DHYD	CCAP1982_LOCUS2677|CAD6993883.1|CCAP
OG0000169	LOC111595145|XP_023164486.2|DHYD, LOC111598084|XP_023168899.1|DHYD	CCAP1982_LOCUS1231|CAD6992367.1|CCAP
OG0000170	LOC111600553|XP_023172469.2|DHYD, LOC111600538|XP_023172446.2|DHYD	CCAP1982_LOCUS6773|CAD6998157.1|CCAP, CCAP1982_LOCUS6774|CAD6998158.1|CCAP, CCAP1982_LOCUS6772|CAD6998156.1|CCAP
OG0000170	LOC111600552|XP_023172466.2|DHYD	CCAP1982_LOCUS6771|CAD6998155.1|CCAP
OG0000171	LOC111600441|XP_023172300.2|DHYD	CCAP1982_LOCUS6079|CAD6997433.1|CCAP
OG0000171	LOC111594697|XP_030079122.1|DHYD	CCAP1982_LOCUS5549|CAD6996876.1|CCAP
OG0000172	LOC111591913|XP_023159603.2|DHYD, LOC111591928|XP_023159626.2|DHYD, LOC111600357|XP_023172197.2|DHYD, LOC111591917|XP_023159607.2|DHYD, LOC111591914|XP_023159604.2|DHYD	CCAP1982_LOCUS12610|CAD7004191.1|CCAP
OG0000173	LOC111600648|XP_023172636.1|DHYD, LOC111600746|XP_023172793.1|DHYD	CCAP1982_LOCUS21538|CAD7013476.1|CCAP
OG0000173	LOC111600693|XP_023172715.1|DHYD, LOC111600694|XP_023172716.1|DHYD, LOC111600707|XP_023172731.1|DHYD	CCAP1982_LOCUS21539|CAD7013477.1|CCAP
OG0000174	LOC111593858|XP_023162673.2|DHYD	CCAP1982_LOCUS1980|CAD6993154.1|CCAP, CCAP1982_LOCUS12725|CAD7004305.1|CCAP, CCAP1982_LOCUS21517|CAD7013452.1|CCAP
OG0000174	LOC111593780|XP_023162565.1|DHYD, LOC111604747|XP_023178695.2|DHYD	CCAP1982_LOCUS7088|CAD6998497.1|CCAP
OG0000175	LOC111599419|XP_023170837.1|DHYD	CCAP1982_LOCUS4970|CAD6996286.1|CCAP
OG0000175	LOC111602969|XP_030078704.1|DHYD	CCAP1982_LOCUS785|CAD6991894.1|CCAP
OG0000176	LOC111599552|XP_023170989.2|DHYD, LOC111599561|XP_030079649.1|DHYD, LOC111599645|XP_023171095.1|DHYD	CCAP1982_LOCUS11594|CAD7003132.1|CCAP
OG0000177	LOC111601457|XP_023173803.2|DHYD	CCAP1982_LOCUS3972|CAD6995251.1|CCAP
OG0000179	LOC111592177|XP_023160007.2|DHYD	CCAP1982_LOCUS19655|CAD7011567.1|CCAP
OG0000179	LOC111597965|XP_023168706.2|DHYD	CCAP1982_LOCUS20038|CAD7011926.1|CCAP
OG0000181	LOC111595743|XP_023165368.1|DHYD	CCAP1982_LOCUS2966|CAD6994204.1|CCAP, CCAP1982_LOCUS1186|CAD6992318.1|CCAP
OG0000181	LOC111599600|XP_023171054.1|DHYD	CCAP1982_LOCUS2664|CAD6993867.1|CCAP
OG0000182	LOC111604812|XP_023178801.1|DHYD	CCAP1982_LOCUS672|CAD6991764.1|CCAP, CCAP1982_LOCUS673|CAD6991765.1|CCAP
OG0000182	LOC111604811|XP_023178799.1|DHYD, LOC111604848|XP_023178849.2|DHYD	CCAP1982_LOCUS669|CAD6991761.1|CCAP, CCAP1982_LOCUS670|CAD6991762.1|CCAP
OG0000183	LOC111601893|XP_023174504.1|DHYD, LOC111600481|XP_023172362.1|DHYD, LOC111595132|XP_023164471.1|DHYD	CCAP1982_LOCUS11927|CAD7003476.1|CCAP
OG0000184	LOC111596233|XP_023166118.1|DHYD, LOC111596234|XP_023166119.2|DHYD	CCAP1982_LOCUS8317|CAD6999801.1|CCAP, CCAP1982_LOCUS8313|CAD6999794.1|CCAP, CCAP1982_LOCUS8316|CAD6999800.1|CCAP
OG0000185	LOC111601170|XP_023173416.1|DHYD, LOC111599927|XP_023171542.1|DHYD, LOC111605000|XP_023179089.1|DHYD, LOC111599928|XP_023171543.1|DHYD	CCAP1982_LOCUS20041|CAD7011929.1|CCAP
OG0000189	LOC111593147|XP_023161519.2|DHYD	CCAP1982_LOCUS5974|CAD6997342.1|CCAP
OG0000190	LOC111592580|XP_023160662.1|DHYD	CCAP1982_LOCUS19905|CAD7011795.1|CCAP, CCAP1982_LOCUS19906|CAD7011796.1|CCAP
OG0000190	LOC111592669|XP_023160805.1|DHYD	CCAP1982_LOCUS19909|CAD7011799.1|CCAP
OG0000191	LOC111599919|XP_023171516.2|DHYD, LOC111600300|XP_023172123.2|DHYD, LOC111600299|XP_023172122.2|DHYD	CCAP1982_LOCUS22306|CAD7014304.1|CCAP
OG0000191	LOC111597655|XP_023168244.1|DHYD, LOC111595824|XP_023165498.1|DHYD	CCAP1982_LOCUS20861|CAD7012757.1|CCAP
