Orthogroup	DHYD.longest_only	CPIP.longest_only
OG0000090	LOC111592171|XP_023159993.2|DHYD, LOC111592119|XP_023159918.2|DHYD, LOC111592435|XP_023160386.1|DHYD, LOC111593119|XP_030080405.1|DHYD, LOC111598762|XP_023169942.2|DHYD	LOC120421682|XP_039440847.1|CPIP, LOC120421690|XP_039440861.1|CPIP, LOC120426406|XP_039447096.1|CPIP, LOC120421699|XP_039440871.1|CPIP
OG0000091	LOC111601403|XP_023173720.2|DHYD	LOC120425404|XP_039445863.1|CPIP
OG0000091	LOC111599470|XP_023170907.2|DHYD, LOC111592942|XP_023161174.1|DHYD, LOC111592941|XP_023161173.1|DHYD	LOC120424933|XP_039445164.1|CPIP
OG0000093	LOC111601939|XP_023174562.2|DHYD	LOC120423404|XP_039443137.1|CPIP
OG0000094	LOC111597580|XP_023168146.2|DHYD, LOC111599491|XP_023170925.1|DHYD	LOC120425648|XP_039446167.1|CPIP, LOC120425708|XP_039446241.1|CPIP, LOC120431494|XP_039452533.1|CPIP, LOC120425701|XP_039446230.1|CPIP, LOC120421037|XP_039440109.1|CPIP, LOC120421043|XP_039440120.1|CPIP, LOC120413857|XP_039430748.1|CPIP, LOC120421039|XP_039440116.1|CPIP, LOC120412371|XP_039428726.1|CPIP, LOC120412378|XP_039428738.1|CPIP, LOC120430436|XP_039451481.1|CPIP, LOC120423072|XP_039442676.1|CPIP, LOC120430435|XP_039451480.1|CPIP, LOC120430433|XP_039451478.1|CPIP, LOC120430651|XP_039451691.1|CPIP, LOC120421704|XP_039441223.1|CPIP, LOC120420801|XP_039440192.1|CPIP, LOC120424242|XP_039444239.1|CPIP
OG0000098	LOC111596482|XP_023166511.1|DHYD	LOC120423046|XP_039442653.1|CPIP, LOC120423055|XP_039442660.1|CPIP
OG0000099	LOC115483034|XP_030079680.1|DHYD, LOC111605619|XP_030079681.1|DHYD, LOC111596155|XP_023166055.2|DHYD	LOC120414418|XP_039431532.1|CPIP, LOC120414383|XP_039431492.1|CPIP, LOC120414382|XP_039431487.1|CPIP
OG0000101	LOC111605102|XP_023179212.1|DHYD, LOC115483448|XP_030081298.1|DHYD, LOC111605109|XP_030081823.1|DHYD	LOC120427216|XP_039448015.1|CPIP
OG0000102	LOC111597672|XP_023168266.1|DHYD	LOC120413414|XP_039430153.1|CPIP, LOC120413405|XP_039430144.1|CPIP, LOC120412910|XP_039429479.1|CPIP, LOC120413423|XP_039430169.1|CPIP, LOC120417857|XP_039436011.1|CPIP, LOC120413400|XP_039430134.1|CPIP, LOC120413398|XP_039430131.1|CPIP
OG0000102	LOC111597731|XP_023168344.2|DHYD	LOC120432492|XP_039453640.1|CPIP
OG0000103	LOC111601118|XP_023173340.1|DHYD, LOC111601119|XP_023173341.2|DHYD, LOC111601117|XP_023173339.2|DHYD, LOC111605234|XP_023179437.1|DHYD	LOC120416536|XP_039434185.1|CPIP, LOC120417606|XP_039435649.1|CPIP, LOC120417607|XP_039435650.1|CPIP, LOC120417608|XP_039435652.1|CPIP, LOC120423255|XP_039442909.1|CPIP
OG0000104	LOC111600397|XP_023172245.2|DHYD, LOC115483402|XP_030081053.1|DHYD, LOC111604693|XP_023178632.2|DHYD	LOC120412621|XP_039429106.1|CPIP, LOC120412646|XP_039429134.1|CPIP, LOC120412612|XP_039429095.1|CPIP
OG0000105	LOC111603935|XP_023177532.2|DHYD, LOC111597551|XP_023168115.2|DHYD, LOC111598625|XP_023169726.2|DHYD, LOC111597554|XP_023168119.2|DHYD	LOC120425216|XP_039445581.1|CPIP
OG0000109	LOC111600828|XP_023172903.2|DHYD	LOC120423583|XP_039443376.1|CPIP, LOC120420353|XP_039439283.1|CPIP, LOC120420541|XP_039439548.1|CPIP, LOC120423553|XP_039443331.1|CPIP
OG0000109	LOC111601162|XP_023173410.2|DHYD, LOC111601018|XP_023173193.2|DHYD	LOC120423573|XP_039443364.1|CPIP, LOC120423521|XP_039443303.1|CPIP
OG0000110	LOC111602899|XP_030081123.1|DHYD, LOC111602896|XP_023176001.2|DHYD, LOC111602908|XP_030081181.1|DHYD, LOC111602891|XP_023175994.1|DHYD	LOC120432096|XP_039453165.1|CPIP
OG0000111	LOC111593853|XP_023162670.1|DHYD, LOC111592679|XP_023160814.1|DHYD, LOC111594826|XP_023164062.1|DHYD	LOC120423942|XP_039443860.1|CPIP, LOC120415255|XP_039432655.1|CPIP, LOC120415261|XP_039432663.1|CPIP, LOC120415259|XP_039432661.1|CPIP, LOC120415241|XP_039432639.1|CPIP
OG0000112	LOC111605329|XP_023179566.2|DHYD, LOC111605332|XP_023179568.2|DHYD, LOC111603144|XP_023176388.1|DHYD, LOC111603201|XP_023176458.2|DHYD	LOC120420031|XP_039438866.1|CPIP, LOC120420702|XP_039439734.1|CPIP, LOC120420699|XP_039439730.1|CPIP
OG0000113	LOC111599912|XP_023171509.1|DHYD, LOC111604401|XP_023178220.2|DHYD, LOC111603366|XP_023176683.2|DHYD, LOC111604045|XP_023177669.1|DHYD	LOC120426589|XP_039447314.1|CPIP, LOC120417349|XP_039435285.1|CPIP
OG0000114	LOC111603782|XP_023177292.2|DHYD	LOC120417802|XP_039435938.1|CPIP
OG0000114	LOC111603784|XP_023177293.1|DHYD	LOC120420276|XP_039439211.1|CPIP
OG0000117	LOC111600402|XP_023172250.2|DHYD, LOC111600404|XP_023172253.2|DHYD, LOC111600405|XP_023172254.1|DHYD, LOC111600409|XP_023172258.2|DHYD	LOC120413999|XP_039430942.1|CPIP, LOC120414022|XP_039430973.1|CPIP
OG0000118	LOC111602186|XP_023174913.2|DHYD, LOC111602185|XP_023174912.2|DHYD, LOC111602611|XP_023175538.2|DHYD	LOC120423433|XP_039443178.1|CPIP, LOC120423454|XP_039443210.1|CPIP, LOC120423455|XP_039443211.1|CPIP, LOC120432382|XP_039453509.1|CPIP
OG0000119	LOC111594626|XP_023163785.1|DHYD, LOC111594598|XP_023163731.1|DHYD, LOC111594582|XP_023163708.1|DHYD	LOC120420559|XP_039439559.1|CPIP, LOC120426420|XP_039447112.1|CPIP, LOC120428772|XP_039449790.1|CPIP, LOC120420257|XP_039439187.1|CPIP, LOC120431980|XP_039453050.1|CPIP, LOC120423540|XP_039443321.1|CPIP
OG0000120	LOC111604779|XP_023178762.1|DHYD	LOC120417029|XP_039434907.1|CPIP
OG0000120	LOC111600604|XP_023172567.2|DHYD	LOC120419990|XP_039438806.1|CPIP
OG0000121	LOC111596987|XP_023167243.2|DHYD, LOC111596993|XP_023167257.2|DHYD, LOC111603179|XP_023176430.1|DHYD, LOC111597218|XP_030080606.1|DHYD, LOC111597213|XP_023167555.2|DHYD, LOC111597090|XP_023167398.1|DHYD	LOC120425384|XP_039445833.1|CPIP
OG0000122	LOC111594761|XP_023163978.2|DHYD, LOC111601844|XP_023174446.2|DHYD, LOC111604606|XP_023178487.1|DHYD, LOC111602177|XP_030079238.1|DHYD	LOC120432386|XP_039453515.1|CPIP, LOC120432365|XP_039453491.1|CPIP
OG0000123	LOC111604152|XP_023177844.1|DHYD, LOC111604143|XP_023177833.1|DHYD, LOC115482780|XP_030078625.1|DHYD, LOC111592387|XP_023160330.2|DHYD	LOC120414202|XP_039431221.1|CPIP, LOC120425309|XP_039445711.1|CPIP
OG0000124	LOC111596345|XP_023166304.2|DHYD, LOC111596341|XP_023166294.2|DHYD, LOC111596342|XP_023166295.2|DHYD, LOC111597130|XP_023167459.2|DHYD	LOC120432594|XP_039453766.1|CPIP
OG0000125	LOC111598816|XP_023170014.1|DHYD	LOC120423344|XP_039443047.1|CPIP
OG0000125	LOC111596553|XP_023166598.2|DHYD	LOC120424516|XP_039444604.1|CPIP
OG0000125	LOC111594119|XP_023163047.2|DHYD	LOC120423353|XP_039443062.1|CPIP
OG0000126	LOC111600358|XP_023172204.2|DHYD, LOC111598993|XP_023170265.1|DHYD	LOC120415876|XP_039433448.1|CPIP, LOC120415877|XP_039433449.1|CPIP, LOC120429787|XP_039450781.1|CPIP, LOC120412720|XP_039429241.1|CPIP
OG0000127	LOC111602713|XP_023175721.1|DHYD, LOC111602743|XP_023175763.2|DHYD, LOC111602747|XP_023175766.2|DHYD	LOC120415380|XP_039432838.1|CPIP
OG0000128	LOC111604073|XP_030081308.1|DHYD, LOC111604098|XP_023177766.2|DHYD, LOC115483459|XP_030081391.1|DHYD, LOC115483450|XP_030081307.1|DHYD	LOC120422626|XP_039442054.1|CPIP
OG0000129	LOC111597362|XP_023167785.1|DHYD, LOC111600994|XP_023173154.2|DHYD, LOC111600993|XP_023173153.1|DHYD, LOC111597361|XP_023167784.1|DHYD	LOC120414363|XP_039431459.1|CPIP
OG0000131	LOC111594556|XP_023163679.2|DHYD	LOC120421833|XP_039441048.1|CPIP
OG0000132	LOC111595014|XP_023164289.2|DHYD, LOC111603549|XP_023176951.2|DHYD	LOC120429178|XP_039450325.1|CPIP, LOC120413573|XP_039430393.1|CPIP, LOC120423930|XP_039443846.1|CPIP, LOC120423949|XP_039443868.1|CPIP
OG0000134	LOC111602019|XP_023174685.1|DHYD	LOC120419432|XP_039438078.1|CPIP
OG0000137	LOC111596505|XP_023166534.1|DHYD, LOC111594447|XP_023163503.2|DHYD	LOC120418758|XP_039437164.1|CPIP
OG0000137	LOC111601021|XP_023173196.2|DHYD	LOC120413389|XP_039430119.1|CPIP, LOC120418020|XP_039436197.1|CPIP
OG0000139	LOC111592313|XP_023160190.2|DHYD, LOC111592302|XP_023160177.2|DHYD	LOC120416811|XP_039434620.1|CPIP
OG0000140	LOC111598783|XP_023169969.2|DHYD, LOC111603316|XP_023176608.2|DHYD, LOC111605422|XP_030082002.1|DHYD	LOC120428692|XP_039449698.1|CPIP, LOC120428177|XP_039449092.1|CPIP, LOC120428415|XP_039449365.1|CPIP, LOC120428612|XP_039449580.1|CPIP, LOC120419315|XP_039437920.1|CPIP, LOC120422117|XP_039441420.1|CPIP, LOC120424472|XP_039444544.1|CPIP, LOC120425058|XP_039445365.1|CPIP, LOC120425057|XP_039445364.1|CPIP, LOC120425056|XP_039445362.1|CPIP, LOC120425070|XP_039445380.1|CPIP
OG0000141	LOC111601723|XP_023174214.2|DHYD, LOC111601724|XP_023174215.1|DHYD, LOC111601725|XP_023174216.2|DHYD	LOC120421894|XP_039441123.1|CPIP
OG0000142	LOC111593371|XP_023161855.1|DHYD	LOC120425952|XP_039446526.1|CPIP
OG0000142	LOC111598639|XP_030081632.1|DHYD	LOC120415036|XP_039432338.1|CPIP
OG0000142	LOC111605339|XP_030080112.1|DHYD	LOC120418059|XP_039436247.1|CPIP, LOC120419876|XP_039438671.1|CPIP
OG0000143	LOC111593521|XP_023162080.2|DHYD	LOC120418513|XP_039436884.1|CPIP
OG0000143	LOC111593524|XP_023162085.1|DHYD, LOC111593522|XP_023162082.1|DHYD	LOC120426869|XP_039447607.1|CPIP, LOC120426880|XP_039447616.1|CPIP, LOC120415275|XP_039432682.1|CPIP, LOC120415068|XP_039432401.1|CPIP, LOC120422209|XP_039441530.1|CPIP, LOC120421102|XP_039440186.1|CPIP, LOC120421998|XP_039441246.1|CPIP, LOC120421075|XP_039440158.1|CPIP
OG0000144	LOC111604227|XP_023177966.2|DHYD	LOC120426607|XP_039447334.1|CPIP
OG0000144	LOC111596455|XP_023166450.1|DHYD	LOC120421600|XP_039440761.1|CPIP
OG0000144	LOC111604000|XP_023177617.1|DHYD	LOC120430358|XP_039451394.1|CPIP, LOC120430767|XP_039451811.1|CPIP
OG0000145	LOC111603372|XP_023176692.1|DHYD, LOC115483294|XP_030080505.1|DHYD, LOC111594181|XP_023163131.1|DHYD, LOC111594179|XP_023163129.2|DHYD, LOC115483303|XP_030080517.1|DHYD, LOC115483293|XP_030080502.1|DHYD, LOC111594177|XP_023163128.2|DHYD	LOC120427052|XP_039447817.1|CPIP, LOC120427063|XP_039447836.1|CPIP, LOC120427054|XP_039447818.1|CPIP
OG0000147	LOC111595831|XP_023165506.1|DHYD	LOC120428306|XP_039449243.1|CPIP
OG0000147	LOC111594434|XP_030080605.1|DHYD, LOC111594518|XP_023163614.1|DHYD	LOC120422585|XP_039442007.1|CPIP, LOC120422553|XP_039441962.1|CPIP
OG0000148	LOC111601105|XP_023173316.2|DHYD	LOC120416624|XP_039434363.1|CPIP, LOC120416616|XP_039434347.1|CPIP
OG0000148	LOC111593768|XP_023162555.2|DHYD	LOC120415212|XP_039432602.1|CPIP
OG0000149	LOC111592069|XP_023159843.2|DHYD, LOC111593628|XP_023162265.1|DHYD	LOC120421800|XP_039441012.1|CPIP, LOC120421801|XP_039441013.1|CPIP, LOC120429303|XP_039450464.1|CPIP, LOC120419117|XP_039437646.1|CPIP, LOC120419086|XP_039437605.1|CPIP, LOC120429297|XP_039450460.1|CPIP, LOC120429300|XP_039450462.1|CPIP, LOC120429299|XP_039450461.1|CPIP, LOC120419092|XP_039437613.1|CPIP, LOC120419091|XP_039437612.1|CPIP, LOC120417152|XP_039435070.1|CPIP, LOC120415888|XP_039433463.1|CPIP, LOC120415961|XP_039433538.1|CPIP, LOC120417162|XP_039435077.1|CPIP, LOC120415958|XP_039433534.1|CPIP, LOC120417161|XP_039435076.1|CPIP
OG0000152	LOC111596245|XP_023166145.2|DHYD, LOC111596244|XP_023166144.1|DHYD, LOC111596246|XP_023166146.2|DHYD	LOC120418953|XP_039437425.1|CPIP
OG0000153	LOC111593253|XP_023161680.1|DHYD, LOC111593270|XP_023161709.2|DHYD, LOC111593271|XP_023161710.2|DHYD	LOC120423729|XP_039443572.1|CPIP, LOC120423703|XP_039443543.1|CPIP, LOC120423687|XP_039443517.1|CPIP, LOC120423696|XP_039443530.1|CPIP, LOC120423677|XP_039443507.1|CPIP
OG0000154	LOC111603479|XP_030081666.1|DHYD, LOC115483717|XP_030081665.1|DHYD, LOC111604282|XP_023178065.2|DHYD	LOC120432363|XP_039453490.1|CPIP, LOC120432399|XP_039453529.1|CPIP, LOC120432395|XP_039453526.1|CPIP
OG0000155	LOC115483421|XP_030081184.1|DHYD, LOC115483481|XP_030081492.1|DHYD, LOC111593220|XP_023161639.2|DHYD, LOC111593221|XP_023161640.2|DHYD, LOC111593218|XP_023161637.2|DHYD	LOC120429351|XP_039450478.1|CPIP, LOC120429288|XP_039450453.1|CPIP, LOC120429304|XP_039450466.1|CPIP, LOC120429335|XP_039450477.1|CPIP
OG0000157	LOC111597018|XP_023167292.1|DHYD, LOC111597019|XP_023167293.1|DHYD, LOC111597008|XP_023167280.2|DHYD, LOC111597009|XP_023167281.2|DHYD	LOC120431753|XP_039452809.1|CPIP, LOC120431754|XP_039452810.1|CPIP, LOC120427391|XP_039448174.1|CPIP, LOC120427392|XP_039448175.1|CPIP, LOC120431755|XP_039452811.1|CPIP
OG0000158	LOC111594715|XP_023163921.2|DHYD, LOC111597574|XP_023168141.2|DHYD, LOC111597584|XP_023168151.2|DHYD	LOC120421218|XP_039440354.1|CPIP, LOC120421229|XP_039440362.1|CPIP, LOC120421222|XP_039440357.1|CPIP, LOC120421217|XP_039440353.1|CPIP, LOC120420298|XP_039439233.1|CPIP
OG0000159	LOC111592870|XP_030079690.1|DHYD	LOC120426870|XP_039447608.1|CPIP, LOC120426857|XP_039447594.1|CPIP
OG0000159	LOC111601281|XP_030081817.1|DHYD, LOC111595118|XP_023164454.2|DHYD	LOC120427346|XP_039448136.1|CPIP, LOC120426856|XP_039447592.1|CPIP
OG0000160	LOC111605455|XP_030080648.1|DHYD, LOC111601382|XP_030080693.1|DHYD	LOC120414356|XP_039431452.1|CPIP, LOC120414349|XP_039431440.1|CPIP, LOC120423419|XP_039443156.1|CPIP, LOC120425039|XP_039445343.1|CPIP
OG0000162	LOC111592657|XP_023160776.2|DHYD, LOC111592641|XP_023160755.2|DHYD, LOC111591954|XP_023159656.2|DHYD	LOC120415578|XP_039433095.1|CPIP, LOC120415543|XP_039433044.1|CPIP
OG0000163	LOC111599502|XP_023170939.2|DHYD, LOC111602700|XP_023175704.2|DHYD	LOC120420834|XP_039439890.1|CPIP, LOC120430635|XP_039451664.1|CPIP, LOC120426085|XP_039446729.1|CPIP, LOC120426198|XP_039446839.1|CPIP, LOC120426197|XP_039446838.1|CPIP, LOC120425227|XP_039445594.1|CPIP, LOC120425228|XP_039445595.1|CPIP
OG0000165	LOC111603343|XP_023176647.1|DHYD	LOC120432214|XP_039453308.1|CPIP
OG0000166	LOC111597953|XP_023168683.2|DHYD	LOC120421911|XP_039441147.1|CPIP
OG0000166	LOC115483428|XP_030081250.1|DHYD, LOC115483425|XP_030081238.1|DHYD, LOC111600135|XP_030081251.1|DHYD	LOC120421910|XP_039441146.1|CPIP, LOC120421920|XP_039441154.1|CPIP, LOC120429810|XP_039450794.1|CPIP, LOC120429811|XP_039450795.1|CPIP
OG0000169	LOC111604198|XP_023177922.2|DHYD	LOC120422343|XP_039441670.1|CPIP, LOC120422344|XP_039441671.1|CPIP
OG0000169	LOC111595145|XP_023164486.2|DHYD, LOC111598084|XP_023168899.1|DHYD	LOC120422340|XP_039441668.1|CPIP
OG0000170	LOC111600553|XP_023172469.2|DHYD, LOC111600538|XP_023172446.2|DHYD	LOC120420663|XP_039439696.1|CPIP, LOC120419668|XP_039438366.1|CPIP, LOC120421939|XP_039441181.1|CPIP, LOC120421941|XP_039441183.1|CPIP
OG0000171	LOC111600441|XP_023172300.2|DHYD	LOC120420966|XP_039440032.1|CPIP
OG0000171	LOC111595959|XP_030079340.1|DHYD	LOC120431005|XP_039452098.1|CPIP
OG0000172	LOC111591913|XP_023159603.2|DHYD, LOC111591928|XP_023159626.2|DHYD, LOC111600357|XP_023172197.2|DHYD, LOC111591917|XP_023159607.2|DHYD, LOC111591914|XP_023159604.2|DHYD	LOC120428396|XP_039449341.1|CPIP
OG0000173	LOC111600648|XP_023172636.1|DHYD, LOC111600746|XP_023172793.1|DHYD, LOC111600693|XP_023172715.1|DHYD, LOC111600694|XP_023172716.1|DHYD, LOC111600707|XP_023172731.1|DHYD	LOC120423136|XP_039442749.1|CPIP, LOC120423124|XP_039442737.1|CPIP
OG0000174	LOC111593858|XP_023162673.2|DHYD, LOC111593780|XP_023162565.1|DHYD, LOC111604747|XP_023178695.2|DHYD	LOC120419058|XP_039437565.1|CPIP, LOC120419067|XP_039437579.1|CPIP, LOC120419032|XP_039437525.1|CPIP
OG0000175	LOC111599419|XP_023170837.1|DHYD	LOC120424126|XP_039444103.1|CPIP
OG0000175	LOC111602969|XP_030078704.1|DHYD	LOC120423445|XP_039443196.1|CPIP, LOC120423450|XP_039443204.1|CPIP
OG0000177	LOC111596824|XP_023166963.1|DHYD	LOC120425631|XP_039446148.1|CPIP
OG0000177	LOC111601457|XP_023173803.2|DHYD	LOC120428667|XP_039449649.1|CPIP
OG0000178	LOC111601931|XP_023174552.1|DHYD	LOC120420001|XP_039438828.1|CPIP
OG0000179	LOC111592177|XP_023160007.2|DHYD, LOC111597965|XP_023168706.2|DHYD	LOC120428603|XP_039449560.1|CPIP, LOC120428602|XP_039449559.1|CPIP, LOC120428601|XP_039449558.1|CPIP, LOC120422930|XP_039442442.1|CPIP
OG0000179	LOC111598963|XP_023170217.2|DHYD	LOC120422941|XP_039442456.1|CPIP
OG0000181	LOC111599600|XP_023171054.1|DHYD	LOC120417331|XP_039435251.1|CPIP, LOC120419696|XP_039438417.1|CPIP, LOC120419694|XP_039438416.1|CPIP, LOC120419693|XP_039438415.1|CPIP
OG0000182	LOC111604812|XP_023178801.1|DHYD	LOC120416502|XP_039434153.1|CPIP
OG0000182	LOC111604811|XP_023178799.1|DHYD, LOC111604848|XP_023178849.2|DHYD	LOC120422607|XP_039442031.1|CPIP
OG0000183	LOC111601893|XP_023174504.1|DHYD, LOC111600481|XP_023172362.1|DHYD, LOC111595132|XP_023164471.1|DHYD	LOC120413491|XP_039430281.1|CPIP
OG0000184	LOC111596233|XP_023166118.1|DHYD, LOC111596234|XP_023166119.2|DHYD	LOC120427957|XP_039448845.1|CPIP, LOC120427965|XP_039448854.1|CPIP, LOC120427966|XP_039448855.1|CPIP, LOC120416862|XP_039434693.1|CPIP, LOC120416861|XP_039434691.1|CPIP
OG0000185	LOC111601170|XP_023173416.1|DHYD, LOC111599927|XP_023171542.1|DHYD, LOC111605000|XP_023179089.1|DHYD, LOC111599928|XP_023171543.1|DHYD	LOC120414876|XP_039432133.1|CPIP
OG0000186	LOC115483113|XP_030080137.1|DHYD, LOC111602809|XP_023175871.2|DHYD	LOC120425279|XP_039445664.1|CPIP
OG0000188	LOC111601317|XP_023173610.1|DHYD, LOC111592712|XP_023160867.1|DHYD, LOC111592714|XP_023160869.1|DHYD	LOC120414292|XP_039431393.1|CPIP, LOC120412485|XP_039428915.1|CPIP
OG0000189	LOC111593147|XP_023161519.2|DHYD	LOC120420553|XP_039439557.1|CPIP, LOC120431379|XP_039452446.1|CPIP
OG0000189	LOC111593008|XP_030079977.1|DHYD	LOC120414346|XP_039431435.1|CPIP
OG0000190	LOC111592580|XP_023160662.1|DHYD	LOC120431901|XP_039452967.1|CPIP
OG0000190	LOC111598818|XP_030078844.1|DHYD	LOC120422439|XP_039441807.1|CPIP
OG0000191	LOC111599919|XP_023171516.2|DHYD, LOC111600300|XP_023172123.2|DHYD, LOC111600299|XP_023172122.2|DHYD	LOC120413860|XP_039430755.1|CPIP, LOC120413849|XP_039430739.1|CPIP
OG0000192	LOC111592040|XP_023159804.1|DHYD, LOC111592039|XP_023159802.2|DHYD, LOC111604539|XP_023178406.2|DHYD, LOC111604538|XP_023178405.2|DHYD	LOC120428211|XP_039449122.1|CPIP, LOC120428210|XP_039449120.1|CPIP
OG0000193	LOC115483067|XP_030079786.1|DHYD, LOC111598955|XP_030080527.1|DHYD, LOC111597488|XP_030080069.1|DHYD	LOC120416368|XP_039434037.1|CPIP, LOC120422237|XP_039441561.1|CPIP, LOC120431659|XP_039452698.1|CPIP
OG0000195	LOC111603139|XP_023176381.1|DHYD, LOC111595574|XP_023165139.1|DHYD	LOC120424550|XP_039444650.1|CPIP
OG0000196	LOC111603529|XP_023176929.2|DHYD, LOC111603532|XP_023176933.2|DHYD	LOC120412488|XP_039428916.1|CPIP
OG0000196	LOC111603524|XP_030079243.1|DHYD	LOC120412489|XP_039428918.1|CPIP
OG0000197	LOC111591883|XP_023159552.2|DHYD	LOC120425939|XP_039446504.1|CPIP
OG0000197	LOC111591903|XP_030079536.1|DHYD	LOC120425935|XP_039446496.1|CPIP, LOC120425663|XP_039446178.1|CPIP
OG0000197	LOC111591902|XP_030079550.1|DHYD	LOC120425664|XP_039446183.1|CPIP
OG0000200	LOC111602046|XP_023174725.2|DHYD, LOC111595233|XP_023164637.2|DHYD	LOC120432531|XP_039453692.1|CPIP
OG0000201	LOC111603493|XP_023176868.2|DHYD, LOC111603486|XP_023176851.2|DHYD	LOC120429145|XP_039450277.1|CPIP, LOC120431974|XP_039453046.1|CPIP, LOC120428824|XP_039449865.1|CPIP, LOC120428826|XP_039449867.1|CPIP, LOC120428823|XP_039449864.1|CPIP, LOC120428822|XP_039449863.1|CPIP, LOC120431975|XP_039453048.1|CPIP, LOC120413140|XP_039429781.1|CPIP
OG0000202	LOC111595356|XP_023164805.1|DHYD	LOC120414329|XP_039431403.1|CPIP
OG0000203	LOC111600548|XP_023172461.2|DHYD, LOC111600550|XP_023172463.2|DHYD, LOC111600535|XP_023172441.2|DHYD, LOC111600539|XP_030082028.1|DHYD, LOC111600586|XP_023172544.2|DHYD	LOC120427917|XP_039448789.1|CPIP
OG0000205	LOC111595222|XP_023164605.2|DHYD, LOC111604220|XP_023177957.2|DHYD	LOC120416995|XP_039434868.1|CPIP, LOC120416164|XP_039433779.1|CPIP, LOC120416145|XP_039433756.1|CPIP, LOC120420158|XP_039439058.1|CPIP, LOC120419369|XP_039437972.1|CPIP, LOC120421438|XP_039440579.1|CPIP, LOC120423935|XP_039443853.1|CPIP, LOC120416166|XP_039433780.1|CPIP
OG0000206	LOC111594133|XP_023163068.2|DHYD	LOC120417260|XP_039435150.1|CPIP
OG0000206	LOC111594161|XP_023163116.1|DHYD	LOC120417248|XP_039435140.1|CPIP
OG0000207	LOC111595047|XP_023164342.1|DHYD	LOC120428922|XP_039449997.1|CPIP, LOC120428923|XP_039449998.1|CPIP, LOC120431321|XP_039452389.1|CPIP, LOC120428927|XP_039450002.1|CPIP, LOC120427684|XP_039448503.1|CPIP
OG0000210	LOC111596398|XP_030078653.1|DHYD, LOC111594271|XP_023163268.1|DHYD	LOC120419272|XP_039437866.1|CPIP, LOC120419258|XP_039437847.1|CPIP, LOC120419290|XP_039437890.1|CPIP, LOC120419287|XP_039437888.1|CPIP
OG0000211	LOC111598335|XP_023169305.1|DHYD	LOC120423846|XP_039443727.1|CPIP
OG0000212	LOC111599117|XP_023170446.2|DHYD, LOC111596241|XP_023166137.2|DHYD	LOC120430516|XP_039451550.1|CPIP
OG0000213	LOC111604466|XP_023178316.2|DHYD, LOC111599994|XP_023171661.2|DHYD	LOC120417134|XP_039435048.1|CPIP, LOC120417135|XP_039435049.1|CPIP, LOC120417136|XP_039435050.1|CPIP, LOC120417137|XP_039435051.1|CPIP, LOC120417140|XP_039435053.1|CPIP, LOC120417138|XP_039435052.1|CPIP, LOC120415938|XP_039433516.1|CPIP, LOC120417142|XP_039435055.1|CPIP
OG0000214	LOC111592364|XP_023160294.1|DHYD, LOC111600883|XP_023172989.1|DHYD, LOC111600284|XP_023172102.2|DHYD, LOC111600255|XP_023172068.1|DHYD, LOC111600285|XP_023172103.2|DHYD	LOC120423256|XP_039442910.1|CPIP
OG0000215	LOC111599231|XP_023170597.2|DHYD, LOC111594911|XP_023164165.2|DHYD	LOC120423731|XP_039443571.1|CPIP, LOC120423730|XP_039443570.1|CPIP, LOC120423739|XP_039443584.1|CPIP
OG0000216	LOC115482791|XP_030078711.1|DHYD, LOC111601435|XP_023173779.2|DHYD, LOC115482827|XP_030078920.1|DHYD, LOC111598185|XP_030078918.1|DHYD	LOC120420802|XP_039439858.1|CPIP
OG0000217	LOC111601818|XP_023174406.2|DHYD	LOC120428308|XP_039449241.1|CPIP
OG0000217	LOC111595442|XP_023164935.2|DHYD, LOC111601820|XP_023174408.2|DHYD	LOC120424465|XP_039444531.1|CPIP
OG0000220	LOC111599800|XP_030078820.1|DHYD, LOC111599816|XP_023171372.2|DHYD, LOC111599792|XP_023171336.2|DHYD	LOC120416584|XP_039434254.1|CPIP, LOC120416577|XP_039434247.1|CPIP
OG0000221	LOC111593336|XP_023161818.1|DHYD, LOC111593259|XP_023161692.2|DHYD, LOC111592893|XP_023161105.1|DHYD	LOC120423140|XP_039442757.1|CPIP, LOC120430848|XP_039451908.1|CPIP, LOC120414118|XP_039431079.1|CPIP
OG0000222	LOC115483218|XP_030080397.1|DHYD, LOC111601169|XP_030080398.1|DHYD	LOC120426294|XP_039446980.1|CPIP, LOC120426292|XP_039446978.1|CPIP, LOC120426293|XP_039446979.1|CPIP, LOC120426291|XP_039446977.1|CPIP, LOC120430186|XP_039451203.1|CPIP
OG0000222	LOC115483398|XP_030081047.1|DHYD, LOC111600315|XP_030079520.1|DHYD	LOC120415515|XP_039433006.1|CPIP
OG0000224	LOC111593788|XP_023162574.2|DHYD	LOC120422440|XP_039441819.1|CPIP, LOC120422449|XP_039441830.1|CPIP, LOC120422434|XP_039441790.1|CPIP, LOC120422437|XP_039441805.1|CPIP
OG0000225	LOC111593383|XP_023161869.2|DHYD, LOC111593384|XP_023161870.2|DHYD, LOC111593370|XP_023161853.1|DHYD	LOC120425954|XP_039446528.1|CPIP
OG0000226	LOC111598695|XP_023169828.1|DHYD, LOC111598708|XP_023169862.1|DHYD, LOC111598755|XP_023169931.2|DHYD	LOC120421843|XP_039441063.1|CPIP
