Orthogroup	DHYD.longest_only	DYAK.longest_only
OG0000058	LOC111602372|XP_023175155.1|DHYD, LOC111602373|XP_023175156.2|DHYD	LOC6530969|XP_002091807.2|DYAK, LOC6529786|XP_002090770.1|DYAK, LOC6530971|XP_002091809.1|DYAK
OG0000058	LOC111602375|XP_023175159.2|DHYD, LOC111602371|XP_023175154.1|DHYD, LOC111602374|XP_023175158.2|DHYD	LOC6527116|XP_002088209.1|DYAK
OG0000058	LOC111591894|XP_023159568.1|DHYD	LOC6524094|XP_002099958.2|DYAK
OG0000059	LOC111595783|XP_030078737.1|DHYD	LOC6538372|XP_002098896.1|DYAK
OG0000059	LOC111595875|XP_023165572.2|DHYD	LOC6538374|XP_002098898.1|DYAK, LOC6538375|XP_002098899.1|DYAK
OG0000059	LOC111595256|XP_023164673.2|DHYD	LOC6538373|XP_002098897.1|DYAK
OG0000059	LOC111595830|XP_030078745.1|DHYD, LOC111595757|XP_023165402.2|DHYD, LOC111595792|XP_023165450.1|DHYD	LOC6538380|XP_002098904.1|DYAK
OG0000060	LOC111605118|XP_023179239.1|DHYD	LOC6524523|XP_002100380.1|DYAK
OG0000060	LOC111594203|XP_023163168.1|DHYD	LOC6529446|XP_002090448.1|DYAK
OG0000060	LOC115482748|XP_030081618.1|DHYD	LOC6535405|XP_015047137.2|DYAK
OG0000060	LOC111597837|XP_023168500.1|DHYD	LOC6538963|XP_002099466.1|DYAK
OG0000060	LOC111598840|XP_023170044.1|DHYD	LOC6524492|XP_002100349.2|DYAK
OG0000060	LOC111596076|XP_023165902.2|DHYD	LOC6526594|XP_002087702.1|DYAK
OG0000061	LOC111601172|XP_023173419.2|DHYD	LOC6528992|XP_002090024.1|DYAK
OG0000061	LOC111601168|XP_023173414.2|DHYD	LOC6528987|XP_002090019.1|DYAK
OG0000061	LOC111601143|XP_023173378.2|DHYD	LOC6528990|XP_002090022.1|DYAK
OG0000061	LOC111601144|XP_023173379.1|DHYD	LOC6528989|XP_002090021.1|DYAK
OG0000062	LOC111598288|XP_023169239.1|DHYD	LOC6525291|XP_002101127.1|DYAK
OG0000062	LOC111600181|XP_023171951.1|DHYD, LOC111596290|XP_030080523.1|DHYD	LOC6529702|XP_002090695.1|DYAK, LOC6529703|XP_002090696.1|DYAK
OG0000063	LOC111602944|XP_023176073.2|DHYD, LOC111602943|XP_023176072.2|DHYD, LOC111602946|XP_023176074.2|DHYD	LOC6537057|XP_002097622.1|DYAK, LOC6537058|XP_015048091.1|DYAK, LOC6537056|XP_002097621.1|DYAK
OG0000063	LOC111597578|XP_023168144.2|DHYD	LOC26535015|XP_015050152.1|DYAK
OG0000063	LOC111597466|XP_023167982.2|DHYD	LOC6533568|XP_039229911.1|DYAK
OG0000063	LOC111597464|XP_023167980.2|DHYD	LOC6533569|XP_002094279.1|DYAK, LOC6533570|XP_002094280.2|DYAK
OG0000065	LOC111598539|XP_023169599.2|DHYD	LOC6536808|XP_002097378.1|DYAK
OG0000065	LOC111599010|XP_023170294.2|DHYD, LOC111604341|XP_023178171.2|DHYD	LOC6527757|XP_002088837.1|DYAK, LOC6536809|XP_002097379.1|DYAK, LOC6536708|XP_002097280.1|DYAK, LOC6536710|XP_015047907.1|DYAK, LOC6536709|XP_002097281.1|DYAK
OG0000066	LOC111596465|XP_023166485.1|DHYD	LOC6537626|XP_002098171.1|DYAK, LOC6538183|XP_002098711.2|DYAK
OG0000066	LOC111603713|XP_023177187.1|DHYD	LOC6529191|XP_002090198.1|DYAK
OG0000066	LOC111604865|XP_023178868.2|DHYD	LOC6537142|XP_002097703.1|DYAK
OG0000066	LOC111595983|XP_023165737.1|DHYD	LOC6526033|XP_002101850.1|DYAK
OG0000066	LOC111603187|XP_023176438.2|DHYD	LOC6531786|XP_002092573.1|DYAK
OG0000067	LOC111603515|XP_023176907.2|DHYD	LOC6535876|XP_002096492.1|DYAK
OG0000067	LOC111593087|XP_023161450.1|DHYD	LOC6533078|XP_002093810.1|DYAK
OG0000067	LOC111604531|XP_023178401.2|DHYD	LOC6528771|XP_039227562.1|DYAK
OG0000067	LOC111593109|XP_023161477.2|DHYD	LOC6533077|XP_002093809.1|DYAK
OG0000067	LOC111601094|XP_023173298.2|DHYD	LOC6539372|XP_002086266.2|DYAK
OG0000068	LOC111593542|XP_023162133.2|DHYD	LOC6530829|XP_002091712.2|DYAK
OG0000068	LOC111598177|XP_023169045.2|DHYD	LOC6526162|XP_039231832.1|DYAK
OG0000069	LOC111593948|XP_023162811.1|DHYD	LOC6532175|XP_002092948.2|DYAK
OG0000070	LOC111602191|XP_023174921.2|DHYD	LOC6527107|XP_002088200.1|DYAK
OG0000070	LOC111591972|XP_023159687.1|DHYD	LOC6523840|XP_002099713.1|DYAK
OG0000070	LOC111602192|XP_023174922.2|DHYD	LOC6527108|XP_002088201.1|DYAK
OG0000070	LOC111602194|XP_023174924.2|DHYD	LOC6525751|XP_002101573.1|DYAK
OG0000071	LOC111599791|XP_030081795.1|DHYD	LOC6534018|XP_002094705.1|DYAK
OG0000072	LOC111604605|XP_023178486.1|DHYD	LOC6531405|XP_002092208.1|DYAK
OG0000072	LOC111594128|XP_023163054.2|DHYD	LOC6531398|XP_002092201.1|DYAK
OG0000072	LOC111594127|XP_023163053.2|DHYD	LOC6531403|XP_002092206.1|DYAK
OG0000073	LOC111595450|XP_023164945.1|DHYD	LOC6531137|XP_002091971.1|DYAK
OG0000073	LOC111597481|XP_023168396.1|DHYD	LOC6523936|XP_039227706.1|DYAK
OG0000073	LOC111602674|XP_023175635.2|DHYD	LOC6535942|XP_039231524.1|DYAK
OG0000074	LOC111596936|XP_023167155.1|DHYD, LOC111596937|XP_023167156.2|DHYD	LOC6533148|XP_002093874.3|DYAK
OG0000074	LOC111601089|XP_023173284.2|DHYD	LOC6534311|XP_002094991.1|DYAK
OG0000075	LOC111595080|XP_023164404.2|DHYD	LOC6532580|XP_002093324.1|DYAK
OG0000075	LOC111595078|XP_023164402.1|DHYD	LOC6532578|XP_002093322.1|DYAK
OG0000075	LOC111595081|XP_023164405.1|DHYD	LOC6532579|XP_002093323.1|DYAK
OG0000075	LOC111595077|XP_023164401.1|DHYD, LOC111595142|XP_023164483.1|DHYD	LOC6532581|XP_002093325.1|DYAK
OG0000076	LOC111599682|XP_023171158.1|DHYD	LOC6532992|XP_002093727.1|DYAK
OG0000076	LOC111592395|XP_023160339.2|DHYD, LOC111592398|XP_023160342.2|DHYD	LOC6536752|XP_002097324.1|DYAK, LOC6536754|XP_002097326.3|DYAK
OG0000076	LOC111600172|XP_023171933.1|DHYD	LOC6525884|XP_002101704.3|DYAK
OG0000076	LOC111594068|XP_023162969.2|DHYD	LOC6525885|XP_002101705.1|DYAK
OG0000077	LOC111599997|XP_023171665.1|DHYD	LOC6530939|XP_002091781.1|DYAK
OG0000077	LOC111595708|XP_023165321.1|DHYD	LOC6536356|XP_002096938.1|DYAK
OG0000077	LOC111599697|XP_023171187.1|DHYD	LOC6532023|XP_002092801.1|DYAK
OG0000077	LOC111592482|XP_023160465.1|DHYD	LOC6538194|XP_002098722.2|DYAK
OG0000078	LOC111593533|XP_023162105.1|DHYD, LOC111593319|XP_023161795.1|DHYD	LOC6530900|XP_002091752.1|DYAK
OG0000078	LOC111604289|XP_023178073.2|DHYD	LOC6539800|XP_002086683.2|DYAK
OG0000078	LOC111603428|XP_023176780.2|DHYD	LOC6536046|XP_015047532.1|DYAK
OG0000078	LOC111603133|XP_023176376.1|DHYD	LOC6526129|XP_002101946.1|DYAK
OG0000078	LOC111596540|XP_023166579.2|DHYD	LOC6525682|XP_002101504.1|DYAK
OG0000079	LOC111601222|XP_023173489.2|DHYD	LOC6526756|XP_002087859.1|DYAK, LOC6526757|XP_002087860.1|DYAK
OG0000079	LOC111601212|XP_023173478.1|DHYD, LOC111601204|XP_023173467.1|DHYD	LOC6526758|XP_002087861.1|DYAK
OG0000080	LOC111600911|XP_023173040.2|DHYD	LOC6531683|XP_039228129.1|DYAK, LOC6531681|XP_002092472.1|DYAK
OG0000080	LOC111592557|XP_023160621.1|DHYD	LOC6531377|XP_002092180.1|DYAK
OG0000081	LOC111595375|XP_023164839.2|DHYD	LOC6532337|XP_002093097.1|DYAK
OG0000082	LOC111600682|XP_023172704.2|DHYD	LOC6531302|XP_002092106.3|DYAK
OG0000082	LOC111595221|XP_023164604.2|DHYD	LOC6537790|XP_002098331.1|DYAK
OG0000082	LOC111595651|XP_023165246.2|DHYD	LOC6537368|XP_002097924.1|DYAK
OG0000083	LOC111605744|XP_023180216.2|DHYD	LOC6527136|XP_002088230.2|DYAK, LOC6527785|XP_002088858.1|DYAK, LOC6527784|XP_002088857.1|DYAK, LOC6527782|XP_002088855.1|DYAK, LOC6527783|XP_002088856.1|DYAK
OG0000083	LOC111592658|XP_030079136.1|DHYD	LOC26535515|XP_015054631.2|DYAK
OG0000084	LOC111604038|XP_023177666.2|DHYD	LOC6531040|XP_002091876.1|DYAK
OG0000084	LOC111594007|XP_023162872.2|DHYD	LOC6531494|XP_002092293.1|DYAK
OG0000085	LOC111604178|XP_023177892.1|DHYD	LOC6528455|XP_039227178.1|DYAK
OG0000086	LOC115483460|XP_030081395.1|DHYD, LOC111602150|XP_030081396.1|DHYD	LOC6530960|XP_002091798.1|DYAK
OG0000087	LOC111598477|XP_023169504.1|DHYD	LOC6527930|XP_002088998.1|DYAK
OG0000087	LOC115482921|XP_030079086.1|DHYD, LOC115482922|XP_030079087.1|DHYD, LOC115482931|XP_030079123.1|DHYD	LOC6528232|XP_002089294.1|DYAK
OG0000087	LOC111604004|XP_023177629.2|DHYD	LOC6527955|XP_002089022.1|DYAK
OG0000088	LOC111592149|XP_023159964.1|DHYD	LOC6528290|XP_002089343.1|DYAK
OG0000088	LOC111598938|XP_023170184.1|DHYD	LOC6527178|XP_002088272.1|DYAK
OG0000088	LOC111593116|XP_023161484.1|DHYD	LOC6533709|XP_002094414.1|DYAK
OG0000088	LOC111604481|XP_023178334.1|DHYD	LOC6531716|XP_002092506.1|DYAK
OG0000088	LOC111593117|XP_023161486.2|DHYD	LOC6533710|XP_002094415.1|DYAK
OG0000089	LOC111603588|XP_023177012.1|DHYD	LOC6536099|XP_002096707.1|DYAK
OG0000089	LOC111598635|XP_023169747.1|DHYD	LOC6536414|XP_002096996.1|DYAK
OG0000089	LOC111603721|XP_023177200.1|DHYD	LOC6532521|XP_002093267.1|DYAK
OG0000090	LOC111592171|XP_023159993.2|DHYD	LOC6528787|XP_002089821.1|DYAK
OG0000090	LOC111592119|XP_023159918.2|DHYD	LOC6528791|XP_002089825.1|DYAK
OG0000090	LOC111592435|XP_023160386.1|DHYD	LOC6532959|XP_002093694.1|DYAK
OG0000090	LOC111598762|XP_023169942.2|DHYD	LOC6532328|XP_002093088.2|DYAK
OG0000091	LOC111601403|XP_023173720.2|DHYD	LOC6538091|XP_015048654.1|DYAK
OG0000091	LOC111599470|XP_023170907.2|DHYD	LOC6527294|XP_002088388.1|DYAK
OG0000091	LOC111592942|XP_023161174.1|DHYD	LOC6535563|XP_015047216.1|DYAK
OG0000091	LOC111592941|XP_023161173.1|DHYD	LOC6535562|XP_002096191.1|DYAK
OG0000092	LOC111599699|XP_023171192.2|DHYD	LOC6538546|XP_002099068.1|DYAK
OG0000092	LOC111597499|XP_023168028.2|DHYD	LOC26535729|XP_015048909.1|DYAK
OG0000092	LOC111597484|XP_023168003.2|DHYD	LOC6538467|XP_002098991.1|DYAK, LOC6538545|XP_002099067.1|DYAK
OG0000093	LOC111601939|XP_023174562.2|DHYD	LOC6527671|XP_002088757.1|DYAK
OG0000093	LOC111593071|XP_023161417.1|DHYD	LOC6525246|XP_002101083.1|DYAK
OG0000094	LOC111597580|XP_023168146.2|DHYD	LOC6533581|XP_002094291.1|DYAK
OG0000094	LOC111599491|XP_023170925.1|DHYD	LOC6537561|XP_002098107.2|DYAK
OG0000096	LOC111595909|XP_023165620.2|DHYD	LOC6529683|XP_002090676.1|DYAK
OG0000096	LOC111595917|XP_023165636.1|DHYD	LOC6528976|XP_002090008.1|DYAK
OG0000096	LOC111595908|XP_023165619.2|DHYD	LOC6536489|XP_002097067.1|DYAK
OG0000096	LOC111594349|XP_023163377.2|DHYD	LOC6529746|XP_002090736.1|DYAK
OG0000098	LOC111596482|XP_023166511.1|DHYD	LOC6536810|XP_002097380.1|DYAK
OG0000099	LOC111595394|XP_023164864.2|DHYD	LOC6524441|XP_002100299.2|DYAK
OG0000099	LOC115483034|XP_030079680.1|DHYD, LOC111605619|XP_030079681.1|DHYD, LOC111596155|XP_023166055.2|DHYD	LOC6524444|XP_002100302.2|DYAK
OG0000100	LOC111601225|XP_023173488.1|DHYD	LOC26534750|XP_015051264.1|DYAK
OG0000100	LOC111602698|XP_030078699.1|DHYD, LOC111593272|XP_023161711.2|DHYD	LOC6537329|XP_002097886.1|DYAK
OG0000101	LOC111605102|XP_023179212.1|DHYD	LOC6534957|XP_015050955.2|DYAK
OG0000101	LOC115483448|XP_030081298.1|DHYD	LOC6534953|XP_039230714.1|DYAK
OG0000101	LOC111605109|XP_030081823.1|DHYD	LOC6539441|XP_039230706.1|DYAK
OG0000102	LOC111597672|XP_023168266.1|DHYD	LOC6531176|XP_002092005.1|DYAK
OG0000102	LOC111597731|XP_023168344.2|DHYD	LOC6528685|XP_002089727.1|DYAK
OG0000103	LOC111601118|XP_023173340.1|DHYD, LOC111601119|XP_023173341.2|DHYD	LOC6532637|XP_002093381.1|DYAK, LOC6534296|XP_002094977.1|DYAK
OG0000103	LOC111601117|XP_023173339.2|DHYD	LOC26534987|XP_015050551.1|DYAK
OG0000103	LOC111605234|XP_023179437.1|DHYD	LOC6529323|XP_015052185.1|DYAK
OG0000104	LOC111604659|XP_023178583.1|DHYD	LOC6539474|XP_002086359.2|DYAK
OG0000104	LOC111600397|XP_023172245.2|DHYD, LOC115483402|XP_030081053.1|DHYD	LOC6527852|XP_002088924.1|DYAK
OG0000104	LOC111604693|XP_023178632.2|DHYD	LOC6539476|XP_002086365.3|DYAK, LOC6539477|XP_002086366.2|DYAK
OG0000105	LOC111603935|XP_023177532.2|DHYD	LOC26535474|XP_015049427.1|DYAK, LOC6532540|XP_002093286.3|DYAK
OG0000105	LOC111597551|XP_023168115.2|DHYD, LOC111598625|XP_023169726.2|DHYD	LOC6536226|XP_002096817.1|DYAK
OG0000105	LOC111597554|XP_023168119.2|DHYD	LOC6536221|XP_002096812.1|DYAK, LOC6536220|XP_002096811.1|DYAK
OG0000107	LOC111601231|XP_023173496.2|DHYD, LOC111594919|XP_023164178.2|DHYD, LOC111594909|XP_023164167.2|DHYD	LOC6531775|XP_002092562.1|DYAK, LOC6529480|XP_002090482.1|DYAK, LOC6529479|XP_002090481.3|DYAK, LOC6531776|XP_002092563.1|DYAK
OG0000109	LOC111600828|XP_023172903.2|DHYD	LOC6527159|XP_002088253.3|DYAK, LOC120320421|XP_015053624.1|DYAK, LOC6527158|XP_002088252.2|DYAK
OG0000109	LOC111601018|XP_023173193.2|DHYD	LOC6527148|XP_002088242.1|DYAK
OG0000110	LOC111602899|XP_030081123.1|DHYD	LOC6533315|XP_002094041.3|DYAK
OG0000110	LOC111602896|XP_023176001.2|DHYD	LOC6533316|XP_002094042.1|DYAK
OG0000110	LOC111602908|XP_030081181.1|DHYD	LOC6533317|XP_002094043.1|DYAK
OG0000110	LOC111602891|XP_023175994.1|DHYD	LOC6533318|XP_002094044.1|DYAK
OG0000111	LOC111593853|XP_023162670.1|DHYD	LOC6530898|XP_002091750.1|DYAK
OG0000111	LOC111592679|XP_023160814.1|DHYD, LOC111594826|XP_023164062.1|DHYD	LOC6530894|XP_002091746.1|DYAK, LOC6530895|XP_002091747.2|DYAK
OG0000112	LOC111605329|XP_023179566.2|DHYD	LOC6526156|XP_002101970.1|DYAK, LOC6525567|XP_002101402.1|DYAK
OG0000112	LOC111605332|XP_023179568.2|DHYD, LOC111603144|XP_023176388.1|DHYD, LOC111603201|XP_023176458.2|DHYD	LOC6526126|XP_002101943.1|DYAK, LOC6526125|XP_002101942.1|DYAK
OG0000113	LOC111604401|XP_023178220.2|DHYD	LOC26535914|XP_015052937.1|DYAK
OG0000113	LOC111603366|XP_023176683.2|DHYD, LOC111604045|XP_023177669.1|DHYD	LOC6537541|XP_039232498.1|DYAK
OG0000114	LOC111603785|XP_023177294.1|DHYD	LOC120320673|XP_039226970.1|DYAK, LOC6527306|XP_002088399.1|DYAK
OG0000114	LOC111603782|XP_023177292.2|DHYD	LOC6527308|XP_002088401.1|DYAK
OG0000114	LOC111603784|XP_023177293.1|DHYD	LOC26535341|XP_039226967.1|DYAK
OG0000116	LOC111604852|XP_023178853.1|DHYD	LOC6538538|XP_002099060.2|DYAK
OG0000116	LOC111604823|XP_023178815.2|DHYD	LOC6538532|XP_002099054.1|DYAK
OG0000116	LOC111604866|XP_030078684.1|DHYD, LOC111604867|XP_030078683.1|DHYD, LOC111604903|XP_023178910.2|DHYD	LOC6538536|XP_002099058.1|DYAK
OG0000117	LOC111600402|XP_023172250.2|DHYD	LOC6527566|XP_002088656.1|DYAK
OG0000117	LOC111600404|XP_023172253.2|DHYD	LOC6527565|XP_002088655.1|DYAK
OG0000117	LOC111600405|XP_023172254.1|DHYD	LOC6527564|XP_002088654.1|DYAK
OG0000117	LOC111600409|XP_023172258.2|DHYD	LOC6527563|XP_002088653.1|DYAK
OG0000118	LOC111602186|XP_023174913.2|DHYD, LOC111602185|XP_023174912.2|DHYD	LOC6528194|XP_002089257.1|DYAK
OG0000119	LOC111594626|XP_023163785.1|DHYD	LOC6536469|XP_002097050.2|DYAK
OG0000119	LOC111594598|XP_023163731.1|DHYD	LOC6536471|XP_002097052.3|DYAK
OG0000119	LOC111594582|XP_023163708.1|DHYD	LOC6536470|XP_002097051.3|DYAK
OG0000120	LOC111604779|XP_023178762.1|DHYD	LOC6523825|XP_002099700.1|DYAK
OG0000120	LOC111600604|XP_023172567.2|DHYD	LOC6530249|XP_002091186.1|DYAK
OG0000120	LOC111601088|XP_023173283.1|DHYD	LOC6532230|XP_002093003.1|DYAK
OG0000121	LOC111597218|XP_030080606.1|DHYD	LOC6537295|XP_002097853.1|DYAK
OG0000121	LOC111597213|XP_023167555.2|DHYD, LOC111597090|XP_023167398.1|DHYD	LOC6537293|XP_002097851.3|DYAK, LOC6537294|XP_002097852.1|DYAK
OG0000122	LOC111594761|XP_023163978.2|DHYD	LOC6526500|XP_039226456.1|DYAK
OG0000122	LOC111601844|XP_023174446.2|DHYD	LOC6525028|XP_039226839.1|DYAK
OG0000122	LOC111604606|XP_023178487.1|DHYD	LOC6528770|XP_002089804.1|DYAK
OG0000122	LOC111602177|XP_030079238.1|DHYD	LOC6526797|XP_002087899.1|DYAK
OG0000123	LOC111604152|XP_023177844.1|DHYD, LOC111604143|XP_023177833.1|DHYD	LOC6532082|XP_002092859.1|DYAK
OG0000123	LOC115482780|XP_030078625.1|DHYD, LOC111592387|XP_023160330.2|DHYD	LOC6537634|XP_002098179.1|DYAK
OG0000124	LOC111596345|XP_023166304.2|DHYD, LOC111596341|XP_023166294.2|DHYD, LOC111596342|XP_023166295.2|DHYD	LOC6531362|XP_002092165.1|DYAK, LOC6528632|XP_002089674.1|DYAK
OG0000124	LOC111597130|XP_023167459.2|DHYD	LOC6528633|XP_002089675.2|DYAK, LOC6528635|XP_002089677.2|DYAK
OG0000125	LOC111598816|XP_023170014.1|DHYD	LOC6538299|XP_015048763.1|DYAK
OG0000125	LOC111596553|XP_023166598.2|DHYD	LOC6536869|XP_015047972.1|DYAK
OG0000125	LOC111594119|XP_023163047.2|DHYD	LOC6531407|XP_002092210.1|DYAK
OG0000126	LOC111600358|XP_023172204.2|DHYD, LOC111598993|XP_023170265.1|DHYD	LOC6528273|XP_002089326.1|DYAK
OG0000127	LOC111602713|XP_023175721.1|DHYD	LOC6536014|XP_002096629.2|DYAK, LOC6536013|XP_002096628.1|DYAK
OG0000127	LOC111602743|XP_023175763.2|DHYD	LOC6536015|XP_002096630.1|DYAK
OG0000127	LOC111602747|XP_023175766.2|DHYD	LOC6536016|XP_002096631.1|DYAK
OG0000128	LOC111604073|XP_030081308.1|DHYD	LOC6530664|XP_002091562.1|DYAK
OG0000128	LOC111604098|XP_023177766.2|DHYD, LOC115483459|XP_030081391.1|DHYD, LOC115483450|XP_030081307.1|DHYD	LOC6535945|XP_002096561.2|DYAK
OG0000129	LOC111597362|XP_023167785.1|DHYD	LOC6524054|XP_002099923.3|DYAK
OG0000129	LOC111600994|XP_023173154.2|DHYD	LOC6533708|XP_002094413.1|DYAK
OG0000129	LOC111600993|XP_023173153.1|DHYD	LOC26535465|XP_015054626.1|DYAK
OG0000129	LOC111597361|XP_023167784.1|DHYD	LOC6524055|XP_002099924.1|DYAK
OG0000130	LOC111595665|XP_023165255.2|DHYD	LOC6533183|XP_002093909.1|DYAK
OG0000130	LOC111595642|XP_023165234.2|DHYD	LOC6533179|XP_002093905.1|DYAK
OG0000130	LOC111595664|XP_023165254.2|DHYD	LOC6533180|XP_002093906.1|DYAK, LOC6533182|XP_002093908.1|DYAK
OG0000131	LOC111594556|XP_023163679.2|DHYD	LOC6536904|XP_039232407.1|DYAK
OG0000132	LOC111595014|XP_023164289.2|DHYD	LOC6527358|XP_002088450.1|DYAK
OG0000132	LOC111603549|XP_023176951.2|DHYD	LOC6535540|XP_002096169.1|DYAK
OG0000134	LOC111602019|XP_023174685.1|DHYD	LOC6537276|XP_002097834.1|DYAK
OG0000134	LOC111598831|XP_030078873.1|DHYD	LOC6524495|XP_002100352.1|DYAK
OG0000134	LOC111601548|XP_023173960.1|DHYD	LOC6527184|XP_002088278.1|DYAK
OG0000137	LOC111594447|XP_023163503.2|DHYD	LOC6537555|XP_002098101.1|DYAK
OG0000137	LOC111601021|XP_023173196.2|DHYD	LOC6533242|XP_002093968.1|DYAK
OG0000138	LOC111603648|XP_023177095.2|DHYD	LOC6536260|XP_002096846.2|DYAK
OG0000138	LOC111603646|XP_023177093.2|DHYD	LOC6536261|XP_002096847.1|DYAK
OG0000138	LOC111603667|XP_023177119.1|DHYD	LOC6536263|XP_002096849.1|DYAK
OG0000138	LOC111603600|XP_023177027.2|DHYD, LOC111603668|XP_023177120.2|DHYD	LOC6536262|XP_002096848.1|DYAK
OG0000140	LOC111598783|XP_023169969.2|DHYD	LOC6538298|XP_002098825.1|DYAK
OG0000141	LOC111601723|XP_023174214.2|DHYD	LOC6532702|XP_002093444.2|DYAK
OG0000141	LOC111601724|XP_023174215.1|DHYD	LOC6532703|XP_002093445.1|DYAK
OG0000141	LOC111601725|XP_023174216.2|DHYD	LOC6532704|XP_002093446.1|DYAK
OG0000142	LOC111593371|XP_023161855.1|DHYD	LOC6538713|XP_002099228.3|DYAK
OG0000142	LOC111598639|XP_030081632.1|DHYD	LOC6540503|XP_039229515.1|DYAK
OG0000142	LOC111605339|XP_030080112.1|DHYD	LOC6525320|XP_002101156.1|DYAK
OG0000143	LOC111593521|XP_023162080.2|DHYD	LOC6534200|XP_002094883.1|DYAK
OG0000143	LOC111593524|XP_023162085.1|DHYD, LOC111593522|XP_023162082.1|DHYD	LOC6534201|XP_002094884.2|DYAK
OG0000144	LOC111604227|XP_023177966.2|DHYD	LOC6537248|XP_039232329.1|DYAK
OG0000144	LOC111596455|XP_023166450.1|DHYD	LOC6524725|XP_039231928.1|DYAK
OG0000144	LOC111604000|XP_023177617.1|DHYD	LOC26536134|XP_039226772.1|DYAK
OG0000145	LOC111603372|XP_023176692.1|DHYD	LOC6525961|XP_002101781.1|DYAK
OG0000145	LOC115483294|XP_030080505.1|DHYD, LOC111594181|XP_023163131.1|DHYD	LOC6529417|XP_002090421.1|DYAK
OG0000145	LOC111594179|XP_023163129.2|DHYD, LOC115483303|XP_030080517.1|DHYD	LOC6529415|XP_002090419.1|DYAK
OG0000145	LOC115483293|XP_030080502.1|DHYD, LOC111594177|XP_023163128.2|DHYD	LOC6529416|XP_002090420.1|DYAK
OG0000147	LOC111595831|XP_023165506.1|DHYD	LOC6527414|XP_002088506.2|DYAK
OG0000147	LOC111594434|XP_030080605.1|DHYD	LOC6537601|XP_002098147.1|DYAK
OG0000147	LOC111594518|XP_023163614.1|DHYD	LOC6537600|XP_002098146.1|DYAK
OG0000148	LOC111601105|XP_023173316.2|DHYD	LOC6526734|XP_002087837.1|DYAK
OG0000148	LOC111593768|XP_023162555.2|DHYD	LOC6527822|XP_002088895.2|DYAK
OG0000149	LOC111592069|XP_023159843.2|DHYD	LOC6526936|XP_002088034.1|DYAK
OG0000149	LOC111593628|XP_023162265.1|DHYD	LOC6526086|XP_002101903.1|DYAK
OG0000150	LOC111596269|XP_023166174.2|DHYD	LOC6526459|XP_002087578.1|DYAK, LOC6526452|XP_002087571.1|DYAK, LOC6526457|XP_002087576.1|DYAK, LOC6526458|XP_002087577.1|DYAK, LOC6526456|XP_002087575.1|DYAK, LOC6526455|XP_002087574.1|DYAK
OG0000151	LOC111600942|XP_023173081.2|DHYD	LOC6534838|XP_002095510.1|DYAK
OG0000151	LOC115483388|XP_030081010.1|DHYD	LOC26535091|XP_015044736.2|DYAK
OG0000151	LOC111595796|XP_023165454.1|DHYD	LOC6534835|XP_002095507.2|DYAK
OG0000151	LOC111599240|XP_023170605.2|DHYD	LOC6533814|XP_002094515.2|DYAK
OG0000152	LOC111596245|XP_023166145.2|DHYD	LOC6538105|XP_002098639.1|DYAK
OG0000152	LOC111596244|XP_023166144.1|DHYD	LOC6538104|XP_002098638.1|DYAK, LOC6538103|XP_039232422.1|DYAK
OG0000152	LOC111596246|XP_023166146.2|DHYD	LOC6538102|XP_002098636.1|DYAK
OG0000153	LOC111593253|XP_023161680.1|DHYD	LOC6537338|XP_002097895.1|DYAK
OG0000153	LOC111593270|XP_023161709.2|DHYD	LOC6537341|XP_002097898.2|DYAK
OG0000153	LOC111593271|XP_023161710.2|DHYD	LOC6537340|XP_002097897.1|DYAK
OG0000154	LOC111603479|XP_030081666.1|DHYD	LOC6537823|XP_002098364.1|DYAK
OG0000154	LOC115483717|XP_030081665.1|DHYD	LOC6537824|XP_039231320.1|DYAK
OG0000154	LOC111604282|XP_023178065.2|DHYD	LOC26535678|XP_039230328.1|DYAK
OG0000155	LOC115483421|XP_030081184.1|DHYD, LOC115483481|XP_030081492.1|DHYD, LOC111593220|XP_023161639.2|DHYD	LOC6533334|XP_002094060.2|DYAK
OG0000155	LOC111593221|XP_023161640.2|DHYD	LOC6533328|XP_002094054.1|DYAK
OG0000155	LOC111593218|XP_023161637.2|DHYD	LOC6533329|XP_002094055.1|DYAK
OG0000157	LOC111597018|XP_023167292.1|DHYD, LOC111597019|XP_023167293.1|DHYD	LOC6528634|XP_039226701.1|DYAK, LOC6528636|XP_002089678.1|DYAK
OG0000157	LOC111597009|XP_023167281.2|DHYD	LOC6528637|XP_002089679.1|DYAK
OG0000158	LOC111594715|XP_023163921.2|DHYD	LOC6530839|XP_002091722.1|DYAK
OG0000158	LOC111597574|XP_023168141.2|DHYD	LOC6533281|XP_002094007.1|DYAK
OG0000158	LOC111597584|XP_023168151.2|DHYD	LOC6533282|XP_002094008.1|DYAK
OG0000159	LOC111592870|XP_030079690.1|DHYD	LOC6535202|XP_002095861.1|DYAK
OG0000159	LOC111601281|XP_030081817.1|DHYD	LOC6534272|XP_002094953.2|DYAK
OG0000159	LOC111595118|XP_023164454.2|DHYD	LOC6534470|XP_002095147.1|DYAK
OG0000160	LOC111605455|XP_030080648.1|DHYD, LOC111601382|XP_030080693.1|DHYD	LOC6537639|XP_002098184.1|DYAK
OG0000161	LOC111598769|XP_023169951.1|DHYD	LOC6532257|XP_002093029.1|DYAK
