Orthogroup	DHYD.longest_only	AEAL.longest_only
OG0000072	LOC111604605|XP_023178486.1|DHYD, LOC111594128|XP_023163054.2|DHYD, LOC111594127|XP_023163053.2|DHYD	LOC115268666|XP_029732638.1|AEAL, LOC109421042|XP_019551076.2|AEAL, LOC109429450|XP_019560947.2|AEAL, LOC115266224|XP_029728065.1|AEAL, LOC115260126|XP_029716892.1|AEAL, LOC109430558|XP_019562176.2|AEAL, LOC109429235|XP_019560698.1|AEAL, LOC109429333|XP_029732636.1|AEAL, LOC109421068|XP_019551107.2|AEAL, LOC115258733|XP_029714957.1|AEAL, LOC109429262|XP_019560718.2|AEAL, LOC115255952|XP_029710047.1|AEAL, LOC109421067|XP_019551106.2|AEAL, LOC109429251|XP_019560712.2|AEAL, LOC115258734|XP_029714958.1|AEAL, LOC109429469|XP_029732637.1|AEAL, LOC115258785|XP_029715048.1|AEAL, LOC115258806|XP_029715095.1|AEAL, LOC115268662|XP_029732634.1|AEAL, LOC109421073|XP_019551111.2|AEAL, LOC109428607|XP_019559946.2|AEAL, LOC109421072|XP_019551110.2|AEAL
OG0000073	LOC111595450|XP_023164945.1|DHYD	LOC109413132|XP_019542399.2|AEAL, LOC115257787|XP_029713603.1|AEAL
OG0000073	LOC111597481|XP_023168396.1|DHYD	LOC109416850|XP_029728654.1|AEAL
OG0000074	LOC111596936|XP_023167155.1|DHYD, LOC111596937|XP_023167156.2|DHYD, LOC111601089|XP_023173284.2|DHYD	LOC109432023|XP_019563874.2|AEAL, LOC115265383|XP_029726109.1|AEAL, LOC109409751|XP_019538800.1|AEAL, LOC115265384|XP_029726110.1|AEAL, LOC109409744|XP_019538792.2|AEAL, LOC109432034|XP_019563883.2|AEAL, LOC115265385|XP_029726111.1|AEAL, LOC109409748|XP_019538795.2|AEAL, LOC109409740|XP_019538788.1|AEAL, LOC109431992|XP_019563841.2|AEAL, LOC109432002|XP_019563852.2|AEAL, LOC109409741|XP_019538789.2|AEAL, LOC115265379|XP_029726076.1|AEAL, LOC109409742|XP_019538790.2|AEAL, LOC109432055|XP_019563904.2|AEAL, LOC109409755|XP_019538804.2|AEAL, LOC109432112|XP_019563945.2|AEAL, LOC115265380|XP_029726078.1|AEAL, LOC109409753|XP_019538802.2|AEAL, LOC109432077|XP_019563923.2|AEAL
OG0000076	LOC111599682|XP_023171158.1|DHYD	LOC109407440|XP_029729634.1|AEAL, LOC109416499|XP_029729635.1|AEAL, LOC115263299|XP_029722354.1|AEAL, LOC115263274|XP_029722275.1|AEAL, LOC115263264|XP_029722253.1|AEAL
OG0000076	LOC111600172|XP_023171933.1|DHYD	LOC109419190|XP_019548944.2|AEAL, LOC109407082|XP_029722843.1|AEAL
OG0000077	LOC111599997|XP_023171665.1|DHYD	LOC109621769|XP_019931447.1|AEAL, LOC109422254|XP_019552411.1|AEAL
OG0000077	LOC111595708|XP_023165321.1|DHYD	LOC109414298|XP_019543658.1|AEAL
OG0000077	LOC111599697|XP_023171187.1|DHYD	LOC109621770|XP_019931448.1|AEAL, LOC109422250|XP_029724569.1|AEAL, LOC115264706|XP_029724573.1|AEAL
OG0000077	LOC111592482|XP_023160465.1|DHYD	LOC115264211|XP_029723570.1|AEAL, LOC109414592|XP_029723562.1|AEAL, LOC115264212|XP_029723572.1|AEAL, LOC109424852|XP_019555595.1|AEAL
OG0000078	LOC111593533|XP_023162105.1|DHYD, LOC111593319|XP_023161795.1|DHYD, LOC111604289|XP_023178073.2|DHYD, LOC111603428|XP_023176780.2|DHYD, LOC111603133|XP_023176376.1|DHYD, LOC111596540|XP_023166579.2|DHYD	LOC109410835|XP_019539914.2|AEAL, LOC115256245|XP_029710368.1|AEAL
OG0000080	LOC111600911|XP_023173040.2|DHYD, LOC111592557|XP_023160621.1|DHYD	LOC109423228|XP_019553713.1|AEAL, LOC109397255|XP_019525124.2|AEAL, LOC115263682|XP_029722763.1|AEAL, LOC109412270|XP_019541465.1|AEAL, LOC115260060|XP_029716778.1|AEAL, LOC109423230|XP_019553715.2|AEAL, LOC109397257|XP_019525125.2|AEAL, LOC115253465|XP_029716776.1|AEAL, LOC109397254|XP_019525123.2|AEAL, LOC109423229|XP_019553714.2|AEAL
OG0000082	LOC111600682|XP_023172704.2|DHYD, LOC111595221|XP_023164604.2|DHYD, LOC111595651|XP_023165246.2|DHYD	LOC109409214|XP_019538184.2|AEAL, LOC109421560|XP_019551625.2|AEAL, LOC109409172|XP_019538136.2|AEAL, LOC115259486|XP_029715947.1|AEAL, LOC109406863|XP_019535411.2|AEAL, LOC115256347|XP_029710534.1|AEAL, LOC109402748|XP_019531005.2|AEAL
OG0000083	LOC111605744|XP_023180216.2|DHYD, LOC111592658|XP_030079136.1|DHYD	LOC109621385|XP_029732563.1|AEAL, LOC109622322|XP_029732583.1|AEAL, LOC115268591|XP_029732565.1|AEAL
OG0000084	LOC111604038|XP_023177666.2|DHYD	LOC109426778|XP_019557860.2|AEAL, LOC109426790|XP_019557869.2|AEAL, LOC109623111|XP_019933139.2|AEAL, LOC109623114|XP_019933142.2|AEAL
OG0000084	LOC111594007|XP_023162872.2|DHYD	LOC115269112|XP_029733383.1|AEAL, LOC109404674|XP_019533145.2|AEAL, LOC109410318|XP_019539412.2|AEAL, LOC109410311|XP_019539406.2|AEAL, LOC109404701|XP_029733250.1|AEAL, LOC115258063|XP_029713931.1|AEAL, LOC109404708|XP_019533176.2|AEAL, LOC109410300|XP_029733294.1|AEAL, LOC109413010|XP_029734216.1|AEAL, LOC109413011|XP_029734264.1|AEAL, LOC109413012|XP_029734214.1|AEAL, LOC109398420|XP_019526322.2|AEAL
OG0000085	LOC111604178|XP_023177892.1|DHYD	LOC115265317|XP_029725726.1|AEAL, LOC109417066|XP_029710252.1|AEAL
OG0000086	LOC115483460|XP_030081395.1|DHYD, LOC111602150|XP_030081396.1|DHYD	LOC109423303|XP_019553776.2|AEAL
OG0000087	LOC111598477|XP_023169504.1|DHYD	LOC109425107|XP_019555847.1|AEAL, LOC109400350|XP_019528397.2|AEAL, LOC109425109|XP_019555850.2|AEAL, LOC109400352|XP_019528399.2|AEAL, LOC109400353|XP_029725043.1|AEAL, LOC109425111|XP_019555853.2|AEAL, LOC109425201|XP_019556007.1|AEAL, LOC109425112|XP_019555854.2|AEAL, LOC109425203|XP_019556009.2|AEAL, LOC109400289|XP_019528317.1|AEAL
OG0000088	LOC111592149|XP_023159964.1|DHYD	LOC109422315|XP_019552548.1|AEAL
OG0000089	LOC111603588|XP_023177012.1|DHYD	LOC109418556|XP_019548309.1|AEAL, LOC115257374|XP_029712755.1|AEAL
OG0000089	LOC111598635|XP_023169747.1|DHYD	LOC109402175|XP_029729862.1|AEAL, LOC109413231|XP_029729863.1|AEAL, LOC115267163|XP_029729864.1|AEAL
OG0000089	LOC111603721|XP_023177200.1|DHYD	LOC109403768|XP_019532181.2|AEAL, LOC109416934|XP_019546591.2|AEAL, LOC109416935|XP_019546593.2|AEAL, LOC109403788|XP_019532231.2|AEAL
OG0000090	LOC111592171|XP_023159993.2|DHYD, LOC111592119|XP_023159918.2|DHYD, LOC111592435|XP_023160386.1|DHYD, LOC111593119|XP_030080405.1|DHYD, LOC111598762|XP_023169942.2|DHYD	LOC109420406|XP_019550284.2|AEAL, LOC109420412|XP_019550290.2|AEAL, LOC109420408|XP_029713653.1|AEAL
OG0000091	LOC111601403|XP_023173720.2|DHYD	LOC109398456|XP_029716267.1|AEAL
OG0000091	LOC111599470|XP_023170907.2|DHYD, LOC111592942|XP_023161174.1|DHYD, LOC111592941|XP_023161173.1|DHYD	LOC115266712|XP_029729099.1|AEAL, LOC109417109|XP_019546777.1|AEAL
OG0000093	LOC111601939|XP_023174562.2|DHYD	LOC109429581|XP_029719934.1|AEAL
OG0000094	LOC111597580|XP_023168146.2|DHYD, LOC111599491|XP_023170925.1|DHYD	LOC109419312|XP_029727657.1|AEAL, LOC115253763|XP_029725348.1|AEAL, LOC115265212|XP_029725349.1|AEAL, LOC109419311|XP_019549091.2|AEAL, LOC109399258|XP_029724633.1|AEAL, LOC109419901|XP_019549732.1|AEAL, LOC115260470|XP_029717274.1|AEAL
OG0000099	LOC115483034|XP_030079680.1|DHYD, LOC111605619|XP_030079681.1|DHYD, LOC111596155|XP_023166055.2|DHYD	LOC109422665|XP_019553067.2|AEAL, LOC109401117|XP_019529141.2|AEAL, LOC109401121|XP_029716937.1|AEAL, LOC109422664|XP_029736398.1|AEAL, LOC109422663|XP_019553064.2|AEAL, LOC115271081|XP_029736397.1|AEAL, LOC109422534|XP_029716763.1|AEAL, LOC115271082|XP_029736399.1|AEAL
OG0000101	LOC111605102|XP_023179212.1|DHYD, LOC115483448|XP_030081298.1|DHYD, LOC111605109|XP_030081823.1|DHYD	LOC109412780|XP_029726786.1|AEAL
OG0000102	LOC111597672|XP_023168266.1|DHYD	LOC109398090|XP_029730315.1|AEAL, LOC109431713|XP_019563525.2|AEAL, LOC115267501|XP_029730432.1|AEAL, LOC109431716|XP_019563534.2|AEAL, LOC115267500|XP_029730431.1|AEAL, LOC115267476|XP_029730333.1|AEAL, LOC115260125|XP_029716891.1|AEAL, LOC115270199|XP_029735312.1|AEAL, LOC109408587|XP_019537455.1|AEAL, LOC115269621|XP_029734309.1|AEAL, LOC109423853|XP_019554435.2|AEAL, LOC115270200|XP_029735313.1|AEAL, LOC115269863|XP_029734512.1|AEAL, LOC115269861|XP_029734508.1|AEAL, LOC115270202|XP_029735315.1|AEAL, LOC109408601|XP_029734409.1|AEAL, LOC109423856|XP_019554437.2|AEAL, LOC115253846|XP_029735311.1|AEAL, LOC109423858|XP_019554440.2|AEAL, LOC109423857|XP_019554438.2|AEAL, LOC115270203|XP_029735316.1|AEAL
OG0000102	LOC111597731|XP_023168344.2|DHYD	LOC109622447|XP_019932332.1|AEAL
OG0000103	LOC111601118|XP_023173340.1|DHYD, LOC111601119|XP_023173341.2|DHYD, LOC111601117|XP_023173339.2|DHYD, LOC111605234|XP_023179437.1|DHYD	LOC109430972|XP_019562636.2|AEAL, LOC115263082|XP_029721862.1|AEAL, LOC109430951|XP_019562612.2|AEAL, LOC115263170|XP_029721960.1|AEAL, LOC109430966|XP_019562631.2|AEAL, LOC109405281|XP_029712947.1|AEAL
OG0000104	LOC111600397|XP_023172245.2|DHYD, LOC115483402|XP_030081053.1|DHYD, LOC111604693|XP_023178632.2|DHYD	LOC115253998|XP_029713816.1|AEAL, LOC109412559|XP_029734585.1|AEAL, LOC109420818|XP_029713830.1|AEAL, LOC109412548|XP_029734583.1|AEAL, LOC115257992|XP_029713835.1|AEAL, LOC109420754|XP_029713806.1|AEAL, LOC109420753|XP_019550771.2|AEAL, LOC109412556|XP_029713837.1|AEAL, LOC115257986|XP_029713827.1|AEAL
OG0000105	LOC111603935|XP_023177532.2|DHYD, LOC111597551|XP_023168115.2|DHYD, LOC111598625|XP_023169726.2|DHYD, LOC111597554|XP_023168119.2|DHYD	LOC109405837|XP_029725568.1|AEAL
OG0000109	LOC111600828|XP_023172903.2|DHYD	LOC109406215|XP_029707756.1|AEAL, LOC109412830|XP_029707755.1|AEAL, LOC109422843|XP_019553280.2|AEAL, LOC115267647|XP_029730646.1|AEAL, LOC109407286|XP_019535832.2|AEAL, LOC115267648|XP_029730647.1|AEAL
OG0000110	LOC111602899|XP_030081123.1|DHYD, LOC111602896|XP_023176001.2|DHYD, LOC111602908|XP_030081181.1|DHYD, LOC111602891|XP_023175994.1|DHYD	LOC109408644|XP_019537522.3|AEAL, LOC115270438|XP_029736026.1|AEAL, LOC109622202|XP_019931993.1|AEAL, LOC115270440|XP_029736028.1|AEAL, LOC115270439|XP_029736027.1|AEAL, LOC109622200|XP_019931990.2|AEAL, LOC109408643|XP_019537521.2|AEAL
OG0000111	LOC111593853|XP_023162670.1|DHYD, LOC111592679|XP_023160814.1|DHYD, LOC111594826|XP_023164062.1|DHYD	LOC109403420|XP_019531793.2|AEAL, LOC115257664|XP_029713364.1|AEAL, LOC115257672|XP_029713369.1|AEAL, LOC109416737|XP_019546332.2|AEAL, LOC109418184|XP_019547900.2|AEAL, LOC115254215|XP_029732753.1|AEAL, LOC115257716|XP_029713461.1|AEAL, LOC109416740|XP_019546336.1|AEAL, LOC115257663|XP_029713363.1|AEAL, LOC109403389|XP_019531749.2|AEAL, LOC109416726|XP_019546323.1|AEAL, LOC115257737|XP_029713499.1|AEAL, LOC115257572|XP_029713207.1|AEAL, LOC109403385|XP_019531745.1|AEAL, LOC109403386|XP_019531746.2|AEAL, LOC115253995|XP_029713323.1|AEAL, LOC115257547|XP_029713143.1|AEAL, LOC109416735|XP_019546330.2|AEAL, LOC115257455|XP_029712912.1|AEAL, LOC115257708|XP_029713447.1|AEAL, LOC109416738|XP_019546333.1|AEAL, LOC115257699|XP_029713425.1|AEAL, LOC115257476|XP_029712951.1|AEAL, LOC115257490|XP_029712992.1|AEAL, LOC109403382|XP_019531742.1|AEAL, LOC109416736|XP_019546331.2|AEAL
OG0000112	LOC111605329|XP_023179566.2|DHYD, LOC111605332|XP_023179568.2|DHYD, LOC111603144|XP_023176388.1|DHYD, LOC111603201|XP_023176458.2|DHYD	LOC109431628|XP_029730589.1|AEAL, LOC109398049|XP_019525955.2|AEAL, LOC109431602|XP_019563382.2|AEAL, LOC115267606|XP_029730588.1|AEAL, LOC115267632|XP_029730637.1|AEAL, LOC115267618|XP_029730618.1|AEAL, LOC109398048|XP_019525953.2|AEAL, LOC115267289|XP_029730064.1|AEAL, LOC109426634|XP_019557708.2|AEAL, LOC109410530|XP_019539611.2|AEAL, LOC115264044|XP_029723209.1|AEAL, LOC109426636|XP_019557709.2|AEAL, LOC115264046|XP_029723211.1|AEAL, LOC115265673|XP_029727491.1|AEAL, LOC109410531|XP_019539612.2|AEAL, LOC115265688|XP_029727510.1|AEAL
OG0000113	LOC111599912|XP_023171509.1|DHYD, LOC111604401|XP_023178220.2|DHYD, LOC111603366|XP_023176683.2|DHYD, LOC111604045|XP_023177669.1|DHYD	LOC109413525|XP_019542751.2|AEAL, LOC109406332|XP_019534982.2|AEAL, LOC115261479|XP_029719030.1|AEAL, LOC109404511|XP_019532957.2|AEAL
OG0000117	LOC111600402|XP_023172250.2|DHYD, LOC111600404|XP_023172253.2|DHYD, LOC111600405|XP_023172254.1|DHYD, LOC111600409|XP_023172258.2|DHYD	LOC109403738|XP_029718541.1|AEAL, LOC109398941|XP_019526944.2|AEAL, LOC109403724|XP_029710294.1|AEAL, LOC109398927|XP_019526925.2|AEAL
OG0000118	LOC111602186|XP_023174913.2|DHYD, LOC111602185|XP_023174912.2|DHYD, LOC111602611|XP_023175538.2|DHYD	LOC109429227|XP_029718734.1|AEAL, LOC109398900|XP_019526898.2|AEAL, LOC109414571|XP_019543954.2|AEAL, LOC115260834|XP_029718015.1|AEAL, LOC109398881|XP_029718736.1|AEAL, LOC109429260|XP_019560715.2|AEAL, LOC115260167|XP_029716927.1|AEAL, LOC109398898|XP_019526896.2|AEAL, LOC115260836|XP_029718016.1|AEAL, LOC109429261|XP_019560716.2|AEAL
OG0000119	LOC111594626|XP_023163785.1|DHYD, LOC111594598|XP_023163731.1|DHYD, LOC111594582|XP_023163708.1|DHYD	LOC109420394|XP_019550272.2|AEAL, LOC115257627|XP_029713310.1|AEAL, LOC109402309|XP_019530507.2|AEAL, LOC109402307|XP_019530506.2|AEAL, LOC115257566|XP_029713200.1|AEAL, LOC109420427|XP_019550312.2|AEAL, LOC115257481|XP_029712971.1|AEAL, LOC109402349|XP_019530564.1|AEAL, LOC109420426|XP_019550311.1|AEAL, LOC109402306|XP_019530505.2|AEAL, LOC109420391|XP_019550271.2|AEAL, LOC115257619|XP_029713292.1|AEAL
OG0000120	LOC111604779|XP_023178762.1|DHYD	LOC109432379|XP_029708384.1|AEAL, LOC109423057|XP_019553517.1|AEAL, LOC115260693|XP_029717758.1|AEAL
OG0000121	LOC111596987|XP_023167243.2|DHYD, LOC111596993|XP_023167257.2|DHYD, LOC111603179|XP_023176430.1|DHYD, LOC111597218|XP_030080606.1|DHYD, LOC111597213|XP_023167555.2|DHYD, LOC111597090|XP_023167398.1|DHYD	LOC109412858|XP_029720354.1|AEAL
OG0000122	LOC111594761|XP_023163978.2|DHYD, LOC111601844|XP_023174446.2|DHYD, LOC111604606|XP_023178487.1|DHYD, LOC111602177|XP_030079238.1|DHYD	LOC109402015|XP_029725615.1|AEAL, LOC109411373|XP_029717663.1|AEAL
OG0000123	LOC111604152|XP_023177844.1|DHYD, LOC111604143|XP_023177833.1|DHYD, LOC115482780|XP_030078625.1|DHYD, LOC111592387|XP_023160330.2|DHYD	LOC109399279|XP_019527261.2|AEAL, LOC109424018|XP_019554621.2|AEAL, LOC115267990|XP_029731747.1|AEAL
OG0000124	LOC111596345|XP_023166304.2|DHYD, LOC111596341|XP_023166294.2|DHYD, LOC111596342|XP_023166295.2|DHYD, LOC111597130|XP_023167459.2|DHYD	LOC109418909|XP_019548676.2|AEAL
OG0000125	LOC111598816|XP_023170014.1|DHYD	LOC109424811|XP_029723580.1|AEAL
OG0000125	LOC111596553|XP_023166598.2|DHYD	LOC109400911|XP_029734158.1|AEAL, LOC115260616|XP_029717508.1|AEAL, LOC109422818|XP_029717568.1|AEAL
OG0000125	LOC111594119|XP_023163047.2|DHYD	LOC109424782|XP_019555511.2|AEAL
OG0000127	LOC111602713|XP_023175721.1|DHYD, LOC111602743|XP_023175763.2|DHYD, LOC111602747|XP_023175766.2|DHYD	LOC109426285|XP_019557298.2|AEAL, LOC109407328|XP_029732920.1|AEAL, LOC115258099|XP_029713978.1|AEAL, LOC109406609|XP_019535268.2|AEAL, LOC109426330|XP_019557332.2|AEAL, LOC115254450|XP_029707826.1|AEAL
OG0000128	LOC111604073|XP_030081308.1|DHYD, LOC111604098|XP_023177766.2|DHYD, LOC115483459|XP_030081391.1|DHYD, LOC115483450|XP_030081307.1|DHYD	LOC109429036|XP_029726550.1|AEAL, LOC109429037|XP_019560415.2|AEAL
OG0000129	LOC111597362|XP_023167785.1|DHYD, LOC111600994|XP_023173154.2|DHYD, LOC111600993|XP_023173153.1|DHYD, LOC111597361|XP_023167784.1|DHYD	LOC109405631|XP_029713962.1|AEAL, LOC109426342|XP_029707838.1|AEAL, LOC115253554|XP_029732927.1|AEAL
OG0000130	LOC111595665|XP_023165255.2|DHYD, LOC111595642|XP_023165234.2|DHYD, LOC111595647|XP_023165239.2|DHYD, LOC111595659|XP_023165250.1|DHYD, LOC111595648|XP_023165240.2|DHYD, LOC111595664|XP_023165254.2|DHYD	LOC109413601|XP_019542844.2|AEAL, LOC109401308|XP_019529356.2|AEAL
OG0000132	LOC111595014|XP_023164289.2|DHYD, LOC111603549|XP_023176951.2|DHYD	LOC109420035|XP_019549892.2|AEAL, LOC109420036|XP_019549893.2|AEAL
OG0000134	LOC111602019|XP_023174685.1|DHYD	LOC109423064|XP_029708376.1|AEAL, LOC115260541|XP_029717313.1|AEAL
OG0000134	LOC111601548|XP_023173960.1|DHYD	LOC109416780|XP_029719871.1|AEAL, LOC109429704|XP_019561256.2|AEAL
OG0000136	LOC111597401|XP_023167848.2|DHYD	LOC109398787|XP_019526726.1|AEAL
OG0000137	LOC111596505|XP_023166534.1|DHYD, LOC111594447|XP_023163503.2|DHYD	LOC115263730|XP_029722864.1|AEAL
OG0000137	LOC111601021|XP_023173196.2|DHYD	LOC109431637|XP_019563411.2|AEAL, LOC115267498|XP_029730421.1|AEAL, LOC115270105|XP_029734967.1|AEAL, LOC109404924|XP_029734962.1|AEAL
OG0000140	LOC111598783|XP_023169969.2|DHYD, LOC111603316|XP_023176608.2|DHYD, LOC111605422|XP_030082002.1|DHYD	LOC109419567|XP_029715016.1|AEAL, LOC115258766|XP_029715024.1|AEAL, LOC115260917|XP_029718134.1|AEAL, LOC109409285|XP_019538265.2|AEAL, LOC109419553|XP_029714775.1|AEAL, LOC109409282|XP_029718115.1|AEAL, LOC109409284|XP_029718114.1|AEAL, LOC109419569|XP_019549327.2|AEAL, LOC109409374|XP_029718133.1|AEAL, LOC109416105|XP_029723494.1|AEAL, LOC109402912|XP_029718230.1|AEAL, LOC115264186|XP_029723486.1|AEAL, LOC115264345|XP_029723870.1|AEAL, LOC109402955|XP_019531242.2|AEAL, LOC109416072|XP_029718228.1|AEAL, LOC115253771|XP_029723495.1|AEAL, LOC109402921|XP_019531207.2|AEAL, LOC115264321|XP_029723854.1|AEAL, LOC109416100|XP_029723855.1|AEAL, LOC109416080|XP_029723493.1|AEAL, LOC109416077|XP_029723485.1|AEAL, LOC109402947|XP_019531231.1|AEAL
OG0000141	LOC111601723|XP_023174214.2|DHYD, LOC111601724|XP_023174215.1|DHYD, LOC111601725|XP_023174216.2|DHYD	LOC109410292|XP_029734278.1|AEAL, LOC109426263|XP_029736347.1|AEAL
OG0000142	LOC111593371|XP_023161855.1|DHYD	LOC109403328|XP_029718579.1|AEAL
OG0000142	LOC111605339|XP_030080112.1|DHYD	LOC109427748|XP_029717828.1|AEAL, LOC109431392|XP_029717814.1|AEAL
OG0000143	LOC111593521|XP_023162080.2|DHYD	LOC109407966|XP_029735103.1|AEAL, LOC109403683|XP_019532058.2|AEAL
OG0000143	LOC111593524|XP_023162085.1|DHYD, LOC111593522|XP_023162082.1|DHYD	LOC109623322|XP_019933420.2|AEAL, LOC109426906|XP_029720843.1|AEAL, LOC109426907|XP_029720849.1|AEAL, LOC109414513|XP_019543897.2|AEAL, LOC109404840|XP_029728560.1|AEAL, LOC109404882|XP_019533384.2|AEAL, LOC115266475|XP_029728570.1|AEAL, LOC109429164|XP_019560574.2|AEAL, LOC109429166|XP_019560576.2|AEAL, LOC109429165|XP_019560575.2|AEAL
OG0000144	LOC111604227|XP_023177966.2|DHYD	LOC109403306|XP_029718564.1|AEAL
OG0000144	LOC111596455|XP_023166450.1|DHYD	LOC109426949|XP_029717841.1|AEAL
OG0000144	LOC111604000|XP_023177617.1|DHYD	LOC115254968|XP_029708517.1|AEAL
OG0000145	LOC111603372|XP_023176692.1|DHYD, LOC115483294|XP_030080505.1|DHYD, LOC111594181|XP_023163131.1|DHYD, LOC111594179|XP_023163129.2|DHYD, LOC115483303|XP_030080517.1|DHYD, LOC115483293|XP_030080502.1|DHYD, LOC111594177|XP_023163128.2|DHYD	LOC109621341|XP_019930935.1|AEAL, LOC109621339|XP_019930928.2|AEAL, LOC109421494|XP_019551533.1|AEAL
OG0000147	LOC111595831|XP_023165506.1|DHYD	LOC109407259|XP_019535812.2|AEAL, LOC115258685|XP_029714870.1|AEAL, LOC109414328|XP_019543692.2|AEAL
OG0000147	LOC111594434|XP_030080605.1|DHYD, LOC111594518|XP_023163614.1|DHYD	LOC109408307|XP_019537121.2|AEAL, LOC109408300|XP_019537114.1|AEAL
OG0000148	LOC111601105|XP_023173316.2|DHYD	LOC109405767|XP_029724593.1|AEAL
OG0000148	LOC111593768|XP_023162555.2|DHYD	LOC109412067|XP_019541259.2|AEAL, LOC109433142|XP_019565084.2|AEAL, LOC115264978|XP_029725023.1|AEAL
OG0000149	LOC111592069|XP_023159843.2|DHYD, LOC111593628|XP_023162265.1|DHYD	LOC109400861|XP_019528891.2|AEAL, LOC109415488|XP_019544916.1|AEAL
OG0000152	LOC111596245|XP_023166145.2|DHYD, LOC111596244|XP_023166144.1|DHYD, LOC111596246|XP_023166146.2|DHYD	LOC109409339|XP_029725152.1|AEAL, LOC115266916|XP_029729398.1|AEAL, LOC109419086|XP_029714751.1|AEAL
OG0000153	LOC111593253|XP_023161680.1|DHYD, LOC111593270|XP_023161709.2|DHYD, LOC111593271|XP_023161710.2|DHYD	LOC115268023|XP_029731776.1|AEAL, LOC109426054|XP_019557040.2|AEAL, LOC115268025|XP_029731778.1|AEAL, LOC109426055|XP_029732118.1|AEAL, LOC109425882|XP_029732119.1|AEAL, LOC109426056|XP_019557042.2|AEAL, LOC115268024|XP_029731777.1|AEAL, LOC109425905|XP_029732815.1|AEAL, LOC109415670|XP_029717910.1|AEAL, LOC109425029|XP_019555772.2|AEAL
OG0000154	LOC111603479|XP_030081666.1|DHYD, LOC115483717|XP_030081665.1|DHYD, LOC111604282|XP_023178065.2|DHYD	LOC109401998|XP_029736148.1|AEAL, LOC109402010|XP_019530164.2|AEAL
OG0000155	LOC115483421|XP_030081184.1|DHYD, LOC115483481|XP_030081492.1|DHYD, LOC111593220|XP_023161639.2|DHYD, LOC111593221|XP_023161640.2|DHYD, LOC111593218|XP_023161637.2|DHYD	LOC115267667|XP_029730676.1|AEAL, LOC109396995|XP_019524860.2|AEAL, LOC115268264|XP_029732170.1|AEAL, LOC109432235|XP_019564106.2|AEAL
OG0000157	LOC111597018|XP_023167292.1|DHYD, LOC111597019|XP_023167293.1|DHYD, LOC111597008|XP_023167280.2|DHYD, LOC111597009|XP_023167281.2|DHYD	LOC109425525|XP_019556323.1|AEAL, LOC109421889|XP_019552024.1|AEAL, LOC109425513|XP_019556312.2|AEAL, LOC109421890|XP_019552025.2|AEAL
OG0000158	LOC111594715|XP_023163921.2|DHYD, LOC111597574|XP_023168141.2|DHYD, LOC111597584|XP_023168151.2|DHYD	LOC109399302|XP_019527282.2|AEAL, LOC115256357|XP_029710590.1|AEAL, LOC109407271|XP_029715192.1|AEAL, LOC115253740|XP_029715093.1|AEAL, LOC109405890|XP_019534490.2|AEAL, LOC109407293|XP_019535836.2|AEAL, LOC109402674|XP_019531252.2|AEAL
OG0000159	LOC111592870|XP_030079690.1|DHYD	LOC109401146|XP_029712113.1|AEAL, LOC109401173|XP_029712120.1|AEAL
OG0000159	LOC111601281|XP_030081817.1|DHYD, LOC111595118|XP_023164454.2|DHYD	LOC109623253|XP_029712103.1|AEAL
OG0000160	LOC111605455|XP_030080648.1|DHYD, LOC111601382|XP_030080693.1|DHYD	LOC115254457|XP_029707843.1|AEAL, LOC109426346|XP_019557349.2|AEAL, LOC109405184|XP_029707842.1|AEAL, LOC109405094|XP_029713970.1|AEAL, LOC109405272|XP_019533883.2|AEAL, LOC109426350|XP_019557356.2|AEAL, LOC109404764|XP_019533285.2|AEAL, LOC115258102|XP_029713983.1|AEAL, LOC109402934|XP_019531218.2|AEAL, LOC109399012|XP_019527002.2|AEAL, LOC109402932|XP_019531217.2|AEAL, LOC109416090|XP_019545602.2|AEAL, LOC109402938|XP_019531223.2|AEAL
OG0000162	LOC111592657|XP_023160776.2|DHYD, LOC111592641|XP_023160755.2|DHYD, LOC111591954|XP_023159656.2|DHYD	LOC109621844|XP_029726960.1|AEAL, LOC109421286|XP_029726965.1|AEAL, LOC109621841|XP_029724033.1|AEAL
OG0000163	LOC111599502|XP_023170939.2|DHYD, LOC111602700|XP_023175704.2|DHYD	LOC109402902|XP_029724483.1|AEAL, LOC115264692|XP_029724541.1|AEAL, LOC109401520|XP_019529641.2|AEAL, LOC109408459|XP_019537336.2|AEAL, LOC109419367|XP_019549144.2|AEAL, LOC109420356|XP_019550228.2|AEAL, LOC115264665|XP_029724484.1|AEAL, LOC109402901|XP_019531186.2|AEAL, LOC109401553|XP_019529669.2|AEAL, LOC115264666|XP_029724485.1|AEAL, LOC109402898|XP_019531184.2|AEAL, LOC109401557|XP_019529670.2|AEAL
OG0000164	LOC111605745|XP_030081570.1|DHYD, LOC111591855|XP_023159505.2|DHYD, LOC115483755|XP_030081862.1|DHYD, LOC111604445|XP_023178283.2|DHYD, LOC111604444|XP_023178282.2|DHYD, LOC111601271|XP_023173550.2|DHYD	LOC109415890|XP_029724379.1|AEAL, LOC109413838|XP_029716762.1|AEAL, LOC109408077|XP_029732296.1|AEAL, LOC115260056|XP_029716761.1|AEAL
