Orthogroup	DHYD.longest_only	BCOP.longest_only
OG0000079	LOC111601195|XP_023173453.2|DHYD, LOC111601222|XP_023173489.2|DHYD, LOC111601212|XP_023173478.1|DHYD, LOC111601204|XP_023173467.1|DHYD, LOC111600916|XP_023173050.2|DHYD, LOC111597758|XP_023168380.1|DHYD, LOC115483215|XP_030080368.1|DHYD, LOC111599530|XP_023170953.1|DHYD	LOC119073294|XP_037034574.1|BCOP
OG0000080	LOC111600911|XP_023173040.2|DHYD, LOC111592557|XP_023160621.1|DHYD	LOC119071115|XP_037031659.1|BCOP, LOC119071116|XP_037031660.1|BCOP
OG0000081	LOC111595375|XP_023164839.2|DHYD	LOC119072492|XP_037033632.1|BCOP
OG0000082	LOC111600682|XP_023172704.2|DHYD, LOC111595221|XP_023164604.2|DHYD, LOC111595651|XP_023165246.2|DHYD	LOC119077224|XP_037040299.1|BCOP, LOC119077326|XP_037040404.1|BCOP, LOC119077878|XP_037041127.1|BCOP, LOC119069214|XP_037029085.1|BCOP, LOC119080439|XP_037044697.1|BCOP, LOC119067719|XP_037026731.1|BCOP, LOC119067656|XP_037026651.1|BCOP, LOC119067657|XP_037026652.1|BCOP, LOC119067658|XP_037026653.1|BCOP, LOC119075075|XP_037037362.1|BCOP, LOC119084030|XP_037049750.1|BCOP, LOC119079425|XP_037043226.1|BCOP, LOC119083787|XP_037049484.1|BCOP
OG0000083	LOC111605744|XP_023180216.2|DHYD	LOC119071144|XP_037031768.1|BCOP, LOC119066519|XP_037024932.1|BCOP, LOC119084806|XP_037050772.1|BCOP
OG0000083	LOC111592658|XP_030079136.1|DHYD	LOC119077030|XP_037040043.1|BCOP
OG0000084	LOC111604038|XP_023177666.2|DHYD	LOC119071066|XP_037031596.1|BCOP, LOC119071181|XP_037031846.1|BCOP
OG0000085	LOC111604178|XP_023177892.1|DHYD	LOC119077040|XP_037040059.1|BCOP
OG0000086	LOC115483460|XP_030081395.1|DHYD, LOC111602150|XP_030081396.1|DHYD	LOC119080738|XP_037045178.1|BCOP, LOC119067907|XP_037027094.1|BCOP, LOC119080632|XP_037044934.1|BCOP, LOC119068130|XP_037027486.1|BCOP
OG0000087	LOC111598477|XP_023169504.1|DHYD	LOC119084681|XP_037050656.1|BCOP
OG0000087	LOC115482921|XP_030079086.1|DHYD, LOC115482922|XP_030079087.1|DHYD, LOC115482931|XP_030079123.1|DHYD, LOC111604004|XP_023177629.2|DHYD	LOC119075761|XP_037038197.1|BCOP
OG0000088	LOC111592149|XP_023159964.1|DHYD	LOC119079125|XP_037042849.1|BCOP
OG0000088	LOC111598938|XP_023170184.1|DHYD, LOC111593116|XP_023161484.1|DHYD, LOC111604481|XP_023178334.1|DHYD, LOC111593117|XP_023161486.2|DHYD	LOC119082220|XP_037047569.1|BCOP
OG0000089	LOC111603588|XP_023177012.1|DHYD	LOC119082274|XP_037047643.1|BCOP
OG0000089	LOC111598635|XP_023169747.1|DHYD	LOC119068248|XP_037027675.1|BCOP
OG0000089	LOC111603721|XP_023177200.1|DHYD	LOC119081420|XP_037046225.1|BCOP, LOC119081121|XP_037045760.1|BCOP, LOC119081493|XP_037046395.1|BCOP
OG0000090	LOC111592171|XP_023159993.2|DHYD, LOC111592119|XP_023159918.2|DHYD, LOC111592435|XP_023160386.1|DHYD, LOC111593119|XP_030080405.1|DHYD, LOC111598762|XP_023169942.2|DHYD	LOC119078560|XP_037042023.1|BCOP, LOC119072351|XP_037033434.1|BCOP, LOC119085017|XP_037051089.1|BCOP, LOC119071272|XP_037032032.1|BCOP, LOC119081800|XP_037046914.1|BCOP
OG0000091	LOC111601403|XP_023173720.2|DHYD	LOC119067519|XP_037026434.1|BCOP
OG0000091	LOC111599470|XP_023170907.2|DHYD, LOC111592942|XP_023161174.1|DHYD, LOC111592941|XP_023161173.1|DHYD	LOC119085240|XP_037051459.1|BCOP
OG0000092	LOC111599699|XP_023171192.2|DHYD, LOC111597499|XP_023168028.2|DHYD, LOC111597484|XP_023168003.2|DHYD	LOC119083172|XP_037048727.1|BCOP, LOC119078526|XP_037041987.1|BCOP, LOC119074994|XP_037037291.1|BCOP
OG0000093	LOC111601939|XP_023174562.2|DHYD	LOC119085908|XP_037052349.1|BCOP, LOC119078154|XP_037041523.1|BCOP
OG0000093	LOC111593071|XP_023161417.1|DHYD	LOC119074158|XP_037036056.1|BCOP
OG0000094	LOC111597580|XP_023168146.2|DHYD, LOC111599491|XP_023170925.1|DHYD	LOC119072953|XP_037034173.1|BCOP, LOC119072965|XP_037034181.1|BCOP, LOC119082341|XP_037047786.1|BCOP, LOC119072977|XP_037034192.1|BCOP, LOC119071131|XP_037031708.1|BCOP, LOC119076455|XP_037039116.1|BCOP, LOC119081968|XP_037047175.1|BCOP
OG0000096	LOC111595909|XP_023165620.2|DHYD, LOC111595917|XP_023165636.1|DHYD, LOC111595908|XP_023165619.2|DHYD, LOC111594349|XP_023163377.2|DHYD	LOC119071730|XP_037032649.1|BCOP
OG0000099	LOC111595394|XP_023164864.2|DHYD	LOC119069058|XP_037028826.1|BCOP, LOC119078025|XP_037041330.1|BCOP
OG0000099	LOC115483034|XP_030079680.1|DHYD, LOC111605619|XP_030079681.1|DHYD, LOC111596155|XP_023166055.2|DHYD	LOC119077680|XP_037040831.1|BCOP, LOC119076063|XP_037038600.1|BCOP, LOC119085712|XP_037052057.1|BCOP, LOC119085711|XP_037052055.1|BCOP, LOC119076768|XP_037039615.1|BCOP, LOC119078073|XP_037041423.1|BCOP, LOC119069637|XP_037029638.1|BCOP
OG0000101	LOC111605102|XP_023179212.1|DHYD, LOC115483448|XP_030081298.1|DHYD, LOC111605109|XP_030081823.1|DHYD	LOC119077397|XP_037040498.1|BCOP, LOC119082930|XP_037048481.1|BCOP
OG0000102	LOC111597672|XP_023168266.1|DHYD	LOC119083655|XP_037049326.1|BCOP, LOC119081277|XP_037045928.1|BCOP, LOC119075318|XP_037037633.1|BCOP, LOC119066132|XP_037024317.1|BCOP
OG0000103	LOC111601118|XP_023173340.1|DHYD, LOC111601119|XP_023173341.2|DHYD, LOC111601117|XP_023173339.2|DHYD, LOC111605234|XP_023179437.1|DHYD	LOC119074607|XP_037036759.1|BCOP
OG0000104	LOC111604659|XP_023178583.1|DHYD	LOC119081062|XP_037045672.1|BCOP, LOC119074803|XP_037036982.1|BCOP
OG0000104	LOC111600397|XP_023172245.2|DHYD, LOC115483402|XP_030081053.1|DHYD, LOC111604693|XP_023178632.2|DHYD	LOC119080513|XP_037044818.1|BCOP
OG0000105	LOC111603935|XP_023177532.2|DHYD, LOC111597551|XP_023168115.2|DHYD, LOC111598625|XP_023169726.2|DHYD, LOC111597554|XP_023168119.2|DHYD	LOC119080671|XP_037045000.1|BCOP
OG0000109	LOC111601162|XP_023173410.2|DHYD, LOC111601018|XP_023173193.2|DHYD	LOC119066520|XP_037024933.1|BCOP, LOC119068303|XP_037027739.1|BCOP, LOC119078821|XP_037042421.1|BCOP
OG0000110	LOC111602899|XP_030081123.1|DHYD, LOC111602896|XP_023176001.2|DHYD, LOC111602908|XP_030081181.1|DHYD, LOC111602891|XP_023175994.1|DHYD	LOC119073251|XP_037034515.1|BCOP
OG0000111	LOC111593853|XP_023162670.1|DHYD, LOC111592679|XP_023160814.1|DHYD, LOC111594826|XP_023164062.1|DHYD	LOC119083195|XP_037048752.1|BCOP
OG0000113	LOC111599912|XP_023171509.1|DHYD, LOC111604401|XP_023178220.2|DHYD, LOC111603366|XP_023176683.2|DHYD, LOC111604045|XP_023177669.1|DHYD	LOC119081195|XP_037045806.1|BCOP, LOC119076161|XP_037038741.1|BCOP, LOC119076122|XP_037038686.1|BCOP
OG0000117	LOC111600402|XP_023172250.2|DHYD, LOC111600404|XP_023172253.2|DHYD, LOC111600405|XP_023172254.1|DHYD, LOC111600409|XP_023172258.2|DHYD	LOC119075248|XP_037037542.1|BCOP, LOC119077509|XP_037040636.1|BCOP
OG0000118	LOC111602186|XP_023174913.2|DHYD, LOC111602185|XP_023174912.2|DHYD, LOC111602611|XP_023175538.2|DHYD	LOC119080287|XP_037044455.1|BCOP, LOC119076832|XP_037039727.1|BCOP, LOC119085695|XP_037052038.1|BCOP, LOC119085696|XP_037052040.1|BCOP, LOC119073481|XP_037034921.1|BCOP, LOC119076573|XP_037039263.1|BCOP
OG0000119	LOC111594626|XP_023163785.1|DHYD, LOC111594598|XP_023163731.1|DHYD, LOC111594582|XP_023163708.1|DHYD	LOC119077086|XP_037040141.1|BCOP, LOC119077085|XP_037040140.1|BCOP
OG0000120	LOC111604779|XP_023178762.1|DHYD	LOC119080998|XP_037045563.1|BCOP
OG0000120	LOC111600604|XP_023172567.2|DHYD	LOC119078165|XP_037041538.1|BCOP
OG0000122	LOC111594761|XP_023163978.2|DHYD, LOC111601844|XP_023174446.2|DHYD, LOC111604606|XP_023178487.1|DHYD, LOC111602177|XP_030079238.1|DHYD	LOC119084912|XP_037050963.1|BCOP, LOC119077176|XP_037040252.1|BCOP, LOC119075959|XP_037038431.1|BCOP
OG0000123	LOC111604152|XP_023177844.1|DHYD, LOC111604143|XP_023177833.1|DHYD, LOC115482780|XP_030078625.1|DHYD, LOC111592387|XP_023160330.2|DHYD	LOC119084065|XP_037049800.1|BCOP
OG0000125	LOC111598816|XP_023170014.1|DHYD	LOC119067921|XP_037027119.1|BCOP
OG0000125	LOC111596553|XP_023166598.2|DHYD	LOC119081947|XP_037047122.1|BCOP
OG0000126	LOC111600358|XP_023172204.2|DHYD, LOC111598993|XP_023170265.1|DHYD	LOC119077979|XP_037041260.1|BCOP
OG0000127	LOC111602713|XP_023175721.1|DHYD, LOC111602743|XP_023175763.2|DHYD, LOC111602747|XP_023175766.2|DHYD	LOC119076071|XP_037038610.1|BCOP, LOC119079079|XP_037042783.1|BCOP
OG0000129	LOC111597362|XP_023167785.1|DHYD, LOC111600994|XP_023173154.2|DHYD, LOC111600993|XP_023173153.1|DHYD, LOC111597361|XP_023167784.1|DHYD	LOC119074452|XP_037036480.1|BCOP
OG0000131	LOC111594556|XP_023163679.2|DHYD	LOC119069789|XP_037029826.1|BCOP, LOC119083693|XP_037049377.1|BCOP, LOC119068661|XP_037028233.1|BCOP
OG0000132	LOC111595014|XP_023164289.2|DHYD, LOC111603549|XP_023176951.2|DHYD	LOC119070931|XP_037031370.1|BCOP, LOC119083625|XP_037049255.1|BCOP, LOC119083840|XP_037049540.1|BCOP, LOC119076124|XP_037038688.1|BCOP, LOC119076130|XP_037038697.1|BCOP
OG0000134	LOC111602019|XP_023174685.1|DHYD	LOC119084917|XP_037050964.1|BCOP
OG0000134	LOC111601548|XP_023173960.1|DHYD	LOC119077122|XP_037040188.1|BCOP
OG0000137	LOC111596505|XP_023166534.1|DHYD, LOC111594447|XP_023163503.2|DHYD	LOC119076570|XP_037039260.1|BCOP
OG0000137	LOC111601021|XP_023173196.2|DHYD	LOC119075970|XP_037038454.1|BCOP
OG0000138	LOC111603648|XP_023177095.2|DHYD, LOC111603646|XP_023177093.2|DHYD, LOC111603667|XP_023177119.1|DHYD, LOC111603600|XP_023177027.2|DHYD, LOC111603668|XP_023177120.2|DHYD	LOC119075469|XP_037037812.1|BCOP, LOC119080407|XP_037044633.1|BCOP
OG0000140	LOC111598783|XP_023169969.2|DHYD, LOC111603316|XP_023176608.2|DHYD, LOC111605422|XP_030082002.1|DHYD	LOC119069608|XP_037029594.1|BCOP
OG0000141	LOC111601724|XP_023174215.1|DHYD, LOC111601725|XP_023174216.2|DHYD	LOC119081636|XP_037046587.1|BCOP, LOC119080767|XP_037045226.1|BCOP
OG0000142	LOC111593371|XP_023161855.1|DHYD	LOC119069777|XP_037029851.1|BCOP
OG0000142	LOC111598639|XP_030081632.1|DHYD	LOC119069688|XP_037029708.1|BCOP
OG0000142	LOC111605339|XP_030080112.1|DHYD	LOC119068456|XP_037027931.1|BCOP
OG0000143	LOC111593521|XP_023162080.2|DHYD	LOC119079862|XP_037043834.1|BCOP
OG0000143	LOC111593524|XP_023162085.1|DHYD, LOC111593522|XP_023162082.1|DHYD	LOC119072167|XP_037033223.1|BCOP, LOC119075078|XP_037037365.1|BCOP, LOC119082915|XP_037048466.1|BCOP, LOC119083819|XP_037049510.1|BCOP, LOC119082946|XP_037048492.1|BCOP, LOC119071652|XP_037032507.1|BCOP, LOC119078755|XP_037042355.1|BCOP
OG0000144	LOC111604227|XP_023177966.2|DHYD	LOC119076752|XP_037039594.1|BCOP
OG0000144	LOC111596455|XP_023166450.1|DHYD	LOC119077624|XP_037040733.1|BCOP
OG0000144	LOC111604000|XP_023177617.1|DHYD	LOC119084638|XP_037050601.1|BCOP
OG0000145	LOC111603372|XP_023176692.1|DHYD, LOC115483294|XP_030080505.1|DHYD, LOC111594181|XP_023163131.1|DHYD, LOC111594179|XP_023163129.2|DHYD, LOC115483303|XP_030080517.1|DHYD, LOC115483293|XP_030080502.1|DHYD, LOC111594177|XP_023163128.2|DHYD	LOC119066144|XP_037024335.1|BCOP
OG0000147	LOC111595831|XP_023165506.1|DHYD	LOC119077121|XP_037040187.1|BCOP
OG0000147	LOC111594434|XP_030080605.1|DHYD, LOC111594518|XP_023163614.1|DHYD	LOC119083723|XP_037049415.1|BCOP
OG0000148	LOC111601105|XP_023173316.2|DHYD	LOC119072936|XP_037034156.1|BCOP
OG0000148	LOC111593768|XP_023162555.2|DHYD	LOC119081118|XP_037045757.1|BCOP, LOC119080775|XP_037045238.1|BCOP
OG0000149	LOC111592069|XP_023159843.2|DHYD, LOC111593628|XP_023162265.1|DHYD	LOC119081141|XP_037045781.1|BCOP, LOC119078064|XP_037041400.1|BCOP, LOC119074697|XP_037036878.1|BCOP, LOC119074699|XP_037036882.1|BCOP, LOC119074696|XP_037036877.1|BCOP, LOC119067511|XP_037026418.1|BCOP, LOC119069831|XP_037029894.1|BCOP, LOC119079233|XP_037042919.1|BCOP, LOC119076031|XP_037038586.1|BCOP, LOC119074704|XP_037036887.1|BCOP, LOC119078972|XP_037042619.1|BCOP, LOC119066652|XP_037025122.1|BCOP, LOC119078268|XP_037041662.1|BCOP, LOC119078270|XP_037041663.1|BCOP, LOC119072648|XP_037033800.1|BCOP, LOC119084968|XP_037051016.1|BCOP
OG0000152	LOC111596245|XP_023166145.2|DHYD, LOC111596244|XP_023166144.1|DHYD, LOC111596246|XP_023166146.2|DHYD	LOC119069768|XP_037029799.1|BCOP, LOC119083779|XP_037049473.1|BCOP
OG0000154	LOC111603479|XP_030081666.1|DHYD, LOC115483717|XP_030081665.1|DHYD, LOC111604282|XP_023178065.2|DHYD	LOC119066036|XP_037024149.1|BCOP, LOC119080323|XP_037044538.1|BCOP, LOC119078752|XP_037042348.1|BCOP, LOC119077199|XP_037040275.1|BCOP, LOC119077198|XP_037040273.1|BCOP, LOC119077197|XP_037040272.1|BCOP, LOC119078144|XP_037041514.1|BCOP, LOC119078143|XP_037041513.1|BCOP, LOC119082885|XP_037048439.1|BCOP, LOC119078535|XP_037041997.1|BCOP, LOC119068873|XP_037028607.1|BCOP, LOC119073600|XP_037035068.1|BCOP, LOC119076693|XP_037039497.1|BCOP, LOC119078164|XP_037041534.1|BCOP
OG0000155	LOC115483421|XP_030081184.1|DHYD, LOC115483481|XP_030081492.1|DHYD, LOC111593220|XP_023161639.2|DHYD, LOC111593221|XP_023161640.2|DHYD, LOC111593218|XP_023161637.2|DHYD	LOC119070504|XP_037030760.1|BCOP
OG0000157	LOC111597018|XP_023167292.1|DHYD, LOC111597019|XP_023167293.1|DHYD, LOC111597008|XP_023167280.2|DHYD, LOC111597009|XP_023167281.2|DHYD	LOC119081533|XP_037046430.1|BCOP
OG0000158	LOC111594715|XP_023163921.2|DHYD, LOC111597574|XP_023168141.2|DHYD, LOC111597584|XP_023168151.2|DHYD	LOC119066838|XP_037025433.1|BCOP
OG0000159	LOC111592870|XP_030079690.1|DHYD	LOC119071737|XP_037032662.1|BCOP
OG0000159	LOC111592877|XP_023161095.2|DHYD	LOC119077378|XP_037040467.1|BCOP
OG0000159	LOC111601281|XP_030081817.1|DHYD	LOC119070684|XP_037031027.1|BCOP
OG0000160	LOC111605455|XP_030080648.1|DHYD, LOC111601382|XP_030080693.1|DHYD	LOC119074814|XP_037036998.1|BCOP, LOC119073756|XP_037035310.1|BCOP, LOC119084177|XP_037049932.1|BCOP, LOC119070694|XP_037031041.1|BCOP, LOC119070394|XP_037030608.1|BCOP, LOC119080673|XP_037044998.1|BCOP, LOC119075752|XP_037038189.1|BCOP
OG0000162	LOC111592657|XP_023160776.2|DHYD, LOC111592641|XP_023160755.2|DHYD, LOC111591954|XP_023159656.2|DHYD	LOC119072713|XP_037033879.1|BCOP, LOC119078856|XP_037042461.1|BCOP, LOC119068500|XP_037028039.1|BCOP, LOC119067739|XP_037026798.1|BCOP
OG0000164	LOC111605745|XP_030081570.1|DHYD, LOC111591855|XP_023159505.2|DHYD, LOC115483755|XP_030081862.1|DHYD, LOC111604445|XP_023178283.2|DHYD, LOC111604444|XP_023178282.2|DHYD, LOC111601271|XP_023173550.2|DHYD	LOC119072994|XP_037034213.1|BCOP, LOC119066041|XP_037024160.1|BCOP, LOC119071258|XP_037031999.1|BCOP
OG0000165	LOC111603343|XP_023176647.1|DHYD	LOC119068607|XP_037028159.1|BCOP
OG0000166	LOC111597953|XP_023168683.2|DHYD	LOC119073858|XP_037035618.1|BCOP
OG0000166	LOC115483428|XP_030081250.1|DHYD, LOC115483425|XP_030081238.1|DHYD, LOC111600135|XP_030081251.1|DHYD	LOC119071749|XP_037032679.1|BCOP, LOC119068609|XP_037028163.1|BCOP
OG0000167	LOC111592759|XP_030081498.1|DHYD, LOC111592748|XP_023160912.2|DHYD, LOC111592745|XP_023160910.2|DHYD	LOC119083207|XP_037048770.1|BCOP, LOC119077362|XP_037040434.1|BCOP, LOC119080181|XP_037044302.1|BCOP
OG0000169	LOC111604198|XP_023177922.2|DHYD	LOC119078686|XP_037042236.1|BCOP
OG0000169	LOC111595145|XP_023164486.2|DHYD, LOC111598084|XP_023168899.1|DHYD	LOC119070541|XP_037030812.1|BCOP
OG0000170	LOC111600553|XP_023172469.2|DHYD, LOC111600538|XP_023172446.2|DHYD	LOC119068257|XP_037027690.1|BCOP
OG0000171	LOC111600441|XP_023172300.2|DHYD	LOC119077027|XP_037040036.1|BCOP
OG0000171	LOC111594697|XP_030079122.1|DHYD	LOC119078436|XP_037041851.1|BCOP
OG0000171	LOC111595959|XP_030079340.1|DHYD	LOC119069385|XP_037029335.1|BCOP
OG0000172	LOC111591913|XP_023159603.2|DHYD, LOC111591928|XP_023159626.2|DHYD, LOC111600357|XP_023172197.2|DHYD, LOC111591917|XP_023159607.2|DHYD, LOC111591914|XP_023159604.2|DHYD	LOC119080398|XP_037044615.1|BCOP
OG0000173	LOC111600648|XP_023172636.1|DHYD, LOC111600746|XP_023172793.1|DHYD, LOC111600693|XP_023172715.1|DHYD, LOC111600694|XP_023172716.1|DHYD, LOC111600707|XP_023172731.1|DHYD	LOC119081507|XP_037046410.1|BCOP
OG0000175	LOC111599419|XP_023170837.1|DHYD	LOC119085626|XP_037051954.1|BCOP
OG0000175	LOC111602969|XP_030078704.1|DHYD	LOC119085691|XP_037052033.1|BCOP, LOC119085693|XP_037052034.1|BCOP, LOC119085697|XP_037052041.1|BCOP, LOC119080410|XP_037044644.1|BCOP, LOC119080343|XP_037044539.1|BCOP, LOC119085694|XP_037052035.1|BCOP
OG0000177	LOC111596824|XP_023166963.1|DHYD	LOC119070258|XP_037030426.1|BCOP
OG0000177	LOC111601457|XP_023173803.2|DHYD	LOC119067483|XP_037026379.1|BCOP
OG0000177	LOC111597272|XP_023167654.1|DHYD, LOC111593111|XP_023161479.1|DHYD, LOC111593114|XP_023161482.1|DHYD	LOC119079898|XP_037043882.1|BCOP
OG0000179	LOC111592177|XP_023160007.2|DHYD, LOC111597965|XP_023168706.2|DHYD	LOC119081914|XP_037047044.1|BCOP, LOC119079040|XP_037042722.1|BCOP
OG0000179	LOC111598963|XP_023170217.2|DHYD	LOC119071177|XP_037031839.1|BCOP
OG0000181	LOC111595743|XP_023165368.1|DHYD	LOC119080812|XP_037045279.1|BCOP
OG0000182	LOC111604812|XP_023178801.1|DHYD	LOC119074666|XP_037036843.1|BCOP
OG0000182	LOC111604811|XP_023178799.1|DHYD, LOC111604848|XP_023178849.2|DHYD	LOC119072417|XP_037033532.1|BCOP
OG0000183	LOC111601893|XP_023174504.1|DHYD, LOC111600481|XP_023172362.1|DHYD, LOC111595132|XP_023164471.1|DHYD	LOC119083232|XP_037048788.1|BCOP, LOC119079322|XP_037043012.1|BCOP, LOC119082279|XP_037047650.1|BCOP, LOC119079306|XP_037042991.1|BCOP, LOC119074141|XP_037036033.1|BCOP
OG0000184	LOC111596233|XP_023166118.1|DHYD, LOC111596234|XP_023166119.2|DHYD	LOC119076294|XP_037038852.1|BCOP, LOC119080732|XP_037045167.1|BCOP, LOC119076296|XP_037038854.1|BCOP, LOC119076297|XP_037038856.1|BCOP, LOC119066302|XP_037024577.1|BCOP, LOC119075336|XP_037037661.1|BCOP, LOC119081707|XP_037046712.1|BCOP, LOC119076295|XP_037038853.1|BCOP
OG0000185	LOC111601170|XP_023173416.1|DHYD, LOC111599927|XP_023171542.1|DHYD, LOC111605000|XP_023179089.1|DHYD, LOC111599928|XP_023171543.1|DHYD	LOC119068042|XP_037027302.1|BCOP, LOC119084360|XP_037050204.1|BCOP, LOC119067542|XP_037026494.1|BCOP
OG0000186	LOC115483113|XP_030080137.1|DHYD, LOC111602809|XP_023175871.2|DHYD	LOC119068740|XP_037028338.1|BCOP
OG0000187	LOC111605128|XP_030079413.1|DHYD	LOC119081594|XP_037046524.1|BCOP, LOC119065977|XP_037024079.1|BCOP
OG0000188	LOC111601317|XP_023173610.1|DHYD, LOC111592712|XP_023160867.1|DHYD, LOC111592714|XP_023160869.1|DHYD	LOC119068165|XP_037027542.1|BCOP, LOC119069968|XP_037030100.1|BCOP, LOC119082622|XP_037048079.1|BCOP
OG0000189	LOC111593147|XP_023161519.2|DHYD	LOC119066285|XP_037024548.1|BCOP, LOC119082491|XP_037047904.1|BCOP
OG0000189	LOC111593008|XP_030079977.1|DHYD	LOC119074481|XP_037036522.1|BCOP
OG0000190	LOC111598818|XP_030078844.1|DHYD	LOC119068106|XP_037027437.1|BCOP
OG0000191	LOC111599919|XP_023171516.2|DHYD, LOC111600300|XP_023172123.2|DHYD, LOC111600299|XP_023172122.2|DHYD	LOC119072311|XP_037033390.1|BCOP, LOC119073852|XP_037035601.1|BCOP
OG0000192	LOC111592040|XP_023159804.1|DHYD, LOC111592039|XP_023159802.2|DHYD, LOC111604539|XP_023178406.2|DHYD, LOC111604538|XP_023178405.2|DHYD	LOC119077265|XP_037040308.1|BCOP, LOC119083344|XP_037048933.1|BCOP, LOC119070534|XP_037030807.1|BCOP
OG0000193	LOC115483067|XP_030079786.1|DHYD, LOC111598955|XP_030080527.1|DHYD, LOC111597488|XP_030080069.1|DHYD	LOC119066429|XP_037024804.1|BCOP
OG0000196	LOC111603524|XP_030079243.1|DHYD	LOC119076987|XP_037039987.1|BCOP, LOC119076970|XP_037039959.1|BCOP
OG0000197	LOC111591883|XP_023159552.2|DHYD	LOC119074868|XP_037037087.1|BCOP
OG0000197	LOC111591903|XP_030079536.1|DHYD	LOC119074875|XP_037037107.1|BCOP
OG0000197	LOC111591902|XP_030079550.1|DHYD	LOC119074871|XP_037037089.1|BCOP
OG0000198	LOC111602139|XP_023174855.2|DHYD	LOC119070667|XP_037030999.1|BCOP
OG0000200	LOC111602046|XP_023174725.2|DHYD, LOC111595233|XP_023164637.2|DHYD	LOC119083328|XP_037048913.1|BCOP
OG0000201	LOC111603493|XP_023176868.2|DHYD, LOC111603486|XP_023176851.2|DHYD	LOC119081249|XP_037045880.1|BCOP, LOC119080245|XP_037044388.1|BCOP, LOC119084456|XP_037050333.1|BCOP, LOC119084280|XP_037050099.1|BCOP
OG0000202	LOC111595356|XP_023164805.1|DHYD	LOC119074650|XP_037036823.1|BCOP
OG0000202	LOC111600545|XP_030082030.1|DHYD, LOC111600595|XP_023172556.2|DHYD, LOC111596571|XP_023166613.1|DHYD	LOC119086010|XP_037052481.1|BCOP
OG0000203	LOC111600548|XP_023172461.2|DHYD, LOC111600550|XP_023172463.2|DHYD, LOC111600535|XP_023172441.2|DHYD, LOC111600539|XP_030082028.1|DHYD, LOC111600586|XP_023172544.2|DHYD	LOC119071700|XP_037032582.1|BCOP
OG0000205	LOC111595222|XP_023164605.2|DHYD, LOC111604220|XP_023177957.2|DHYD	LOC119069914|XP_037030030.1|BCOP
OG0000206	LOC111594133|XP_023163068.2|DHYD	LOC119086016|XP_037052485.1|BCOP
OG0000206	LOC111602507|XP_023175353.2|DHYD	LOC119085366|XP_037051641.1|BCOP
OG0000206	LOC111594161|XP_023163116.1|DHYD	LOC119066120|XP_037024298.1|BCOP
OG0000207	LOC111596846|XP_023167038.1|DHYD	LOC119084595|XP_037050539.1|BCOP
OG0000207	LOC111595047|XP_023164342.1|DHYD	LOC119076700|XP_037039507.1|BCOP, LOC119074470|XP_037036507.1|BCOP, LOC119075240|XP_037037530.1|BCOP, LOC119070997|XP_037031486.1|BCOP
OG0000210	LOC111596398|XP_030078653.1|DHYD, LOC111594271|XP_023163268.1|DHYD	LOC119068545|XP_037028059.1|BCOP
OG0000211	LOC111598336|XP_023169309.1|DHYD	LOC119070444|XP_037030690.1|BCOP
OG0000211	LOC111598335|XP_023169305.1|DHYD	LOC119080746|XP_037045191.1|BCOP, LOC119080747|XP_037045192.1|BCOP, LOC119068351|XP_037027810.1|BCOP, LOC119082893|XP_037048450.1|BCOP, LOC119074430|XP_037036452.1|BCOP
OG0000212	LOC111599117|XP_023170446.2|DHYD, LOC111596241|XP_023166137.2|DHYD	LOC119070818|XP_037031198.1|BCOP, LOC119084250|XP_037050047.1|BCOP, LOC119082469|XP_037047883.1|BCOP, LOC119073778|XP_037035344.1|BCOP, LOC119083560|XP_037049174.1|BCOP, LOC119085545|XP_037051859.1|BCOP, LOC119084832|XP_037050811.1|BCOP, LOC119070723|XP_037031071.1|BCOP, LOC119081951|XP_037047139.1|BCOP
OG0000213	LOC111604466|XP_023178316.2|DHYD, LOC111599994|XP_023171661.2|DHYD	LOC119077222|XP_037040297.1|BCOP, LOC119078161|XP_037041531.1|BCOP, LOC119072022|XP_037033035.1|BCOP, LOC119069082|XP_037028899.1|BCOP
OG0000214	LOC111592364|XP_023160294.1|DHYD, LOC111600883|XP_023172989.1|DHYD, LOC111600284|XP_023172102.2|DHYD, LOC111600255|XP_023172068.1|DHYD, LOC111600285|XP_023172103.2|DHYD	LOC119081039|XP_037045634.1|BCOP, LOC119070984|XP_037031466.1|BCOP, LOC119066381|XP_037024707.1|BCOP
OG0000215	LOC111599231|XP_023170597.2|DHYD, LOC111594911|XP_023164165.2|DHYD	LOC119071076|XP_037031613.1|BCOP, LOC119067193|XP_037025919.1|BCOP, LOC119069734|XP_037029760.1|BCOP, LOC119071024|XP_037031517.1|BCOP, LOC119071556|XP_037032375.1|BCOP
OG0000217	LOC111601818|XP_023174406.2|DHYD	LOC119076525|XP_037039206.1|BCOP
OG0000217	LOC111595442|XP_023164935.2|DHYD, LOC111601820|XP_023174408.2|DHYD	LOC119066897|XP_037025481.1|BCOP
OG0000219	LOC111593976|XP_023162835.1|DHYD, LOC111593824|XP_023162624.1|DHYD, LOC111593969|XP_030080956.1|DHYD	LOC119073633|XP_037035119.1|BCOP
OG0000220	LOC111599800|XP_030078820.1|DHYD, LOC111599816|XP_023171372.2|DHYD, LOC111599792|XP_023171336.2|DHYD	LOC119083685|XP_037049364.1|BCOP
