Orthogroup	DALB.longest_only	BTRY.longest_only
OG0001326	LOC117573495|XP_034112613.1|DALB	LOC120782292|XP_039970429.1|BTRY
OG0001328	LOC117577566|XP_034118294.1|DALB	LOC120775284|XP_039961330.1|BTRY
OG0001329	LOC117576432|XP_034117075.1|DALB	LOC120773835|XP_039958891.1|BTRY
OG0001330	LOC117564280|XP_034099277.1|DALB	LOC120773909|XP_039959027.1|BTRY
OG0001331	LOC117569384|XP_034106409.1|DALB	LOC120775101|XP_039961048.1|BTRY, LOC120775275|XP_039961305.1|BTRY
OG0001332	LOC117569321|XP_034106342.1|DALB	LOC120774956|XP_039960775.1|BTRY
OG0001333	LOC117577099|XP_034118093.1|DALB	LOC120775756|XP_039962023.1|BTRY
OG0001334	LOC117574234|XP_034113835.1|DALB	LOC120778828|XP_039966775.1|BTRY
OG0001335	LOC117575035|XP_034115005.1|DALB	LOC120773615|XP_039958551.1|BTRY
OG0001336	LOC117572551|XP_034111314.1|DALB	LOC120780069|XP_039968278.1|BTRY, LOC120779658|XP_039967949.1|BTRY, LOC120768543|XP_039951216.1|BTRY, LOC120781346|XP_039969485.1|BTRY, LOC120768117|XP_039950600.1|BTRY, LOC120781711|XP_039969879.1|BTRY
OG0001337	LOC117578201|XP_034119421.1|DALB	LOC120773491|XP_039958367.1|BTRY
OG0001338	LOC117569979|XP_034107247.1|DALB	LOC120771890|XP_039956093.1|BTRY
OG0001339	LOC117571897|XP_034110256.1|DALB	LOC120773010|XP_039957866.1|BTRY
OG0001340	LOC117567430|XP_034103319.1|DALB	LOC120775019|XP_039960904.1|BTRY
OG0001341	LOC117575550|XP_034115702.1|DALB	LOC120767765|XP_039949941.1|BTRY
OG0001342	LOC117573586|XP_034112768.1|DALB	LOC120770477|XP_039953919.1|BTRY
OG0001343	LOC117573444|XP_034112556.1|DALB	LOC120766899|XP_039948583.1|BTRY, LOC120766632|XP_039948183.1|BTRY
OG0001344	LOC117573437|XP_034112547.1|DALB	LOC120782334|XP_039970496.1|BTRY
OG0001345	LOC117573917|XP_034113321.1|DALB	LOC120773695|XP_039958702.1|BTRY
OG0001346	LOC117573938|XP_034113355.1|DALB	LOC120776965|XP_039963995.1|BTRY
OG0001347	LOC117578117|XP_034119193.1|DALB	LOC120773736|XP_039958726.1|BTRY
OG0001348	LOC117578246|XP_034119556.1|DALB	LOC120770887|XP_039954463.1|BTRY
OG0001349	LOC117570051|XP_034107370.1|DALB, LOC117571506|XP_034109566.1|DALB	LOC120776506|XP_039963135.1|BTRY
OG0001350	LOC117568355|XP_034104847.1|DALB, LOC117568352|XP_034104841.1|DALB, LOC117568351|XP_034104839.1|DALB	LOC120775177|XP_039961165.1|BTRY
OG0001351	LOC117569929|XP_034107180.1|DALB	LOC120772342|XP_039956839.1|BTRY
OG0001352	LOC117568256|XP_034104629.1|DALB	LOC120770427|XP_039953812.1|BTRY
OG0001353	LOC117572807|XP_034111804.1|DALB	LOC120775085|XP_039961016.1|BTRY
OG0001354	LOC117567795|XP_034103909.1|DALB	LOC120771766|XP_039955884.1|BTRY
OG0001355	LOC117567116|XP_034102810.1|DALB	LOC120781279|XP_039969408.1|BTRY
OG0001356	LOC117575623|XP_034115790.1|DALB	LOC120766990|XP_039948727.1|BTRY
OG0001357	LOC117571169|XP_034109090.1|DALB	LOC120777973|XP_039965545.1|BTRY
OG0001358	LOC117570910|XP_034108711.1|DALB, LOC117568486|XP_034105064.1|DALB	LOC120778952|XP_039966955.1|BTRY
OG0001359	LOC117565039|XP_034099878.1|DALB	LOC120768999|XP_039951773.1|BTRY, LOC120769222|XP_039952052.1|BTRY
OG0001360	LOC117568862|XP_034105640.1|DALB	LOC120770113|XP_039953218.1|BTRY
OG0001361	LOC117567241|XP_034102979.1|DALB	LOC120778468|XP_039966214.1|BTRY
OG0001362	LOC117567238|XP_034102964.1|DALB	LOC120779122|XP_039967249.1|BTRY
OG0001363	LOC117574942|XP_034114882.1|DALB	LOC120774036|XP_039959270.1|BTRY, LOC120766220|XP_039947529.1|BTRY
OG0001364	LOC117567621|XP_034103604.1|DALB	LOC120771627|XP_039955651.1|BTRY
OG0001365	LOC117572073|XP_034110551.1|DALB	LOC120777538|XP_039964860.1|BTRY
OG0001366	LOC117566876|XP_034102376.1|DALB	LOC120777216|XP_039964327.1|BTRY
OG0001367	LOC117568932|XP_034105743.1|DALB	LOC120771166|XP_039954983.1|BTRY
OG0001368	LOC117566811|XP_034102250.1|DALB	LOC120773398|XP_039958182.1|BTRY
OG0001369	LOC117577649|XP_034118425.1|DALB	LOC120773753|XP_039958753.1|BTRY
OG0001370	LOC117569818|XP_034107030.1|DALB	LOC120770535|XP_039954023.1|BTRY
OG0001371	LOC117565129|XP_034099985.1|DALB	LOC120769369|XP_039952266.1|BTRY
OG0001372	LOC117571211|XP_034109148.1|DALB	LOC120770332|XP_039953661.1|BTRY
OG0001373	LOC117564504|XP_034099212.1|DALB	LOC120779352|XP_039967482.1|BTRY, LOC120768582|XP_039951271.1|BTRY, LOC120781489|XP_039969647.1|BTRY, LOC120768837|XP_039951522.1|BTRY
OG0001374	LOC117570254|XP_034107658.1|DALB	LOC120772264|XP_039956701.1|BTRY
OG0001375	LOC117575073|XP_034115055.1|DALB	LOC120782337|XP_039970502.1|BTRY
OG0001376	LOC117572781|XP_034111768.1|DALB	LOC120770065|XP_039953119.1|BTRY
OG0001378	LOC117565030|XP_034099868.1|DALB, LOC117565313|XP_034100240.1|DALB	LOC120769683|XP_039952738.1|BTRY
OG0001379	LOC117565235|XP_034100133.1|DALB	LOC120768916|XP_039951622.1|BTRY
OG0001380	LOC117571067|XP_034108927.1|DALB	LOC120771617|XP_039955641.1|BTRY
OG0001381	LOC117566945|XP_034102468.1|DALB	LOC120772383|XP_039956907.1|BTRY
OG0001382	LOC117577268|XP_034118144.1|DALB, LOC117566716|XP_034102152.1|DALB, LOC117565103|XP_034099952.1|DALB	LOC120768562|XP_039951243.1|BTRY
OG0001383	LOC117570330|XP_034107769.1|DALB	LOC120772239|XP_039956667.1|BTRY
OG0001384	LOC117566033|XP_034101370.1|DALB	LOC120769361|XP_039952256.1|BTRY, LOC120769193|XP_039952021.1|BTRY, LOC120768754|XP_039951460.1|BTRY
OG0001386	LOC117564335|XP_034098932.1|DALB	LOC120767372|XP_039949284.1|BTRY
OG0001387	LOC117564013|XP_034098503.1|DALB	LOC120769696|XP_039952757.1|BTRY
OG0001388	LOC117564849|XP_034099675.1|DALB	LOC120769817|XP_039952959.1|BTRY
OG0001389	LOC117573791|XP_034113089.1|DALB	LOC120782244|XP_039970345.1|BTRY
OG0001390	LOC117564791|XP_034099600.1|DALB	LOC120767925|XP_039950220.1|BTRY, LOC120778231|XP_039965923.1|BTRY
OG0001391	LOC117565682|XP_034100806.1|DALB	LOC120768082|XP_039950545.1|BTRY
OG0001392	LOC117578023|XP_034119013.1|DALB	LOC120774728|XP_039960413.1|BTRY
OG0001393	LOC117576139|XP_034116599.1|DALB	LOC120774011|XP_039959224.1|BTRY
OG0001394	LOC117573215|XP_034112121.1|DALB	LOC120779731|XP_039968036.1|BTRY
OG0001395	LOC117576142|XP_034116598.1|DALB	LOC120771413|XP_039955330.1|BTRY
OG0001396	LOC117570481|XP_034108057.1|DALB, LOC117578267|XP_034119579.1|DALB	LOC120774065|XP_039959304.1|BTRY
OG0001397	LOC117575580|XP_034115737.1|DALB	LOC120782431|XP_039970648.1|BTRY
OG0001398	LOC117578216|XP_034119479.1|DALB	LOC120773981|XP_039959171.1|BTRY
OG0001399	LOC117567369|XP_034103202.1|DALB	LOC120772680|XP_039957352.1|BTRY
OG0001400	LOC117575733|XP_034115969.1|DALB	LOC120766299|XP_039947637.1|BTRY
OG0001401	LOC117568707|XP_034105412.1|DALB	LOC120778432|XP_039966148.1|BTRY
OG0001402	LOC117571806|XP_034110067.1|DALB	LOC120777918|XP_039965436.1|BTRY
OG0001403	LOC117569395|XP_034106422.1|DALB	LOC120777950|XP_039965495.1|BTRY
OG0001404	LOC117568164|XP_034104485.1|DALB	LOC120780098|XP_039968315.1|BTRY
OG0001405	LOC117571173|XP_034109092.1|DALB	LOC120772539|XP_039957154.1|BTRY
OG0001406	LOC117574610|XP_034114389.1|DALB	LOC120776087|XP_039962499.1|BTRY
OG0001407	LOC117572098|XP_034110596.1|DALB	LOC120778664|XP_039966523.1|BTRY
OG0001408	LOC117571374|XP_034109380.1|DALB	LOC120771189|XP_039955019.1|BTRY
OG0001411	LOC117575151|XP_034115145.1|DALB, LOC117574447|XP_034114176.1|DALB, LOC117575262|XP_034115289.1|DALB, LOC117574448|XP_034114177.1|DALB, LOC117574843|XP_034114730.1|DALB, LOC117575293|XP_034115331.1|DALB, LOC117574446|XP_034114175.1|DALB, LOC117575026|XP_034114996.1|DALB, LOC117576912|XP_034117942.1|DALB, LOC117575145|XP_034115142.1|DALB	LOC120771347|XP_039955232.1|BTRY
OG0001412	LOC117575047|XP_034115021.1|DALB	LOC120769326|XP_039952214.1|BTRY
OG0001413	LOC117568456|XP_034105023.1|DALB	LOC120771740|XP_039955846.1|BTRY, LOC120772413|XP_039956946.1|BTRY, LOC120773077|XP_039957955.1|BTRY
OG0001414	LOC117566479|XP_034101902.1|DALB	LOC120770585|XP_039954101.1|BTRY
OG0001415	LOC117566782|XP_034102216.1|DALB	LOC120770770|XP_039954286.1|BTRY
OG0001416	LOC117565921|XP_034101182.1|DALB	LOC120772487|XP_039957067.1|BTRY
OG0001417	LOC117567954|XP_034104149.1|DALB, LOC117566674|XP_034102115.1|DALB	LOC120772071|XP_039956396.1|BTRY, LOC120772354|XP_039956852.1|BTRY, LOC120772152|XP_039956517.1|BTRY, LOC120772187|XP_039956586.1|BTRY
OG0001418	LOC117569807|XP_034107012.1|DALB	LOC120778054|XP_039965668.1|BTRY
OG0001419	LOC117564763|XP_034099552.1|DALB	LOC120777768|XP_039965212.1|BTRY, LOC120778044|XP_039965652.1|BTRY
OG0001429	LOC117575675|XP_034115854.1|DALB	LOC120782830|XP_039971283.1|BTRY
OG0001430	LOC117575859|XP_034116169.1|DALB	LOC120766978|XP_039948707.1|BTRY
OG0001431	LOC117569330|XP_034106354.1|DALB	LOC120774499|XP_039960103.1|BTRY
OG0001432	LOC117570359|XP_034107822.1|DALB	LOC120774090|XP_039959357.1|BTRY
OG0001434	LOC117565423|XP_034100401.1|DALB	LOC120773915|XP_039959044.1|BTRY
OG0001435	LOC117572107|XP_034110617.1|DALB	LOC120772309|XP_039956756.1|BTRY
OG0001436	LOC117568711|XP_034105420.1|DALB	LOC120775484|XP_039961622.1|BTRY
OG0001437	LOC117576707|XP_034117613.1|DALB, LOC117563458|XP_034097702.1|DALB	LOC120766433|XP_039947871.1|BTRY
OG0001438	LOC117573392|XP_034112483.1|DALB	LOC120782733|XP_039971099.1|BTRY
OG0001440	LOC117577621|XP_034118366.1|DALB	LOC120773373|XP_039958135.1|BTRY
OG0001441	LOC117577855|XP_034118694.1|DALB	LOC120774491|XP_039960096.1|BTRY
OG0001442	LOC117565043|XP_034099881.1|DALB, LOC117576163|XP_034116633.1|DALB	LOC120775633|XP_039961821.1|BTRY
OG0001443	LOC117573360|XP_034112379.1|DALB	LOC120766472|XP_039947944.1|BTRY
OG0001444	LOC117576733|XP_034117650.1|DALB	LOC120766241|XP_039947557.1|BTRY
OG0001445	LOC117574322|XP_034114024.1|DALB, LOC117575699|XP_034115902.1|DALB	LOC120771628|XP_039955653.1|BTRY, LOC120782761|XP_039971156.1|BTRY
OG0001446	LOC117576974|XP_034118042.1|DALB	LOC120771368|XP_039955265.1|BTRY
OG0001447	LOC117575421|XP_034115497.1|DALB	LOC120782492|XP_039970730.1|BTRY
OG0001448	LOC117573496|XP_034112615.1|DALB	LOC120775555|XP_039961718.1|BTRY
OG0001449	LOC117571782|XP_034110030.1|DALB, LOC117571249|XP_034109193.1|DALB	LOC120777333|XP_039964509.1|BTRY
OG0001450	LOC117574433|XP_034114162.1|DALB, LOC117564631|XP_034099380.1|DALB	LOC120766855|XP_039948516.1|BTRY
OG0001451	LOC117569725|XP_034106887.1|DALB	LOC120771731|XP_039955824.1|BTRY
OG0001452	LOC117566376|XP_034101763.1|DALB	LOC120771041|XP_039954770.1|BTRY
OG0001453	LOC117570774|XP_034108502.1|DALB, LOC117568706|XP_034105411.1|DALB	LOC120777772|XP_039965220.1|BTRY
OG0001454	LOC117574547|XP_034114309.1|DALB	LOC120780351|XP_039968577.1|BTRY
OG0001455	LOC117572363|XP_034111018.1|DALB	LOC120776551|XP_039963234.1|BTRY
OG0001456	LOC117569258|XP_034106224.1|DALB	LOC120770451|XP_039953870.1|BTRY
OG0001457	LOC117567126|XP_034102824.1|DALB	LOC120770960|XP_039954623.1|BTRY
OG0001458	LOC117571454|XP_034109492.1|DALB	LOC120771956|XP_039956201.1|BTRY
OG0001459	LOC117571287|XP_034109245.1|DALB	LOC120778806|XP_039966744.1|BTRY
OG0001460	LOC117570283|XP_034107694.1|DALB	LOC120773018|XP_039957880.1|BTRY
OG0001461	LOC117578320|XP_034119667.1|DALB, LOC117563537|XP_034097807.1|DALB	LOC120774970|XP_039960794.1|BTRY
OG0001462	LOC117567719|XP_034103769.1|DALB	LOC120776832|XP_039963787.1|BTRY
OG0001463	LOC117575123|XP_034115113.1|DALB	LOC120781706|XP_039969880.1|BTRY
OG0001464	LOC117573580|XP_034112762.1|DALB	LOC120776193|XP_039962753.1|BTRY
OG0001465	LOC117571890|XP_034110246.1|DALB	LOC120771390|XP_039955291.1|BTRY
OG0001466	LOC117563863|XP_034098310.1|DALB	LOC120767954|XP_039950275.1|BTRY
OG0001467	LOC117563522|XP_034097791.1|DALB	LOC120767261|XP_039949063.1|BTRY
OG0001468	LOC117570211|XP_034107593.1|DALB	LOC120777662|XP_039965050.1|BTRY
OG0001469	LOC117572439|XP_034111159.1|DALB	LOC120771471|XP_039955432.1|BTRY
OG0001470	LOC117571048|XP_034108907.1|DALB	LOC120778470|XP_039966215.1|BTRY
OG0001471	LOC117572188|XP_034110734.1|DALB	LOC120779131|XP_039967269.1|BTRY
OG0001472	LOC117570808|XP_034108554.1|DALB	LOC120778778|XP_039966696.1|BTRY
OG0001473	LOC117575244|XP_034115267.1|DALB	LOC120766625|XP_039948173.1|BTRY
OG0001474	LOC117571827|XP_034110097.1|DALB	LOC120772046|XP_039956353.1|BTRY
OG0001475	LOC117568011|XP_034104225.1|DALB	LOC120772157|XP_039956527.1|BTRY
OG0001476	LOC117568523|XP_034105116.1|DALB	LOC120770240|XP_039953472.1|BTRY
OG0001477	LOC117575131|XP_034115124.1|DALB	LOC120775537|XP_039961693.1|BTRY
OG0001478	LOC117565652|XP_034100757.1|DALB	LOC120767348|XP_039949242.1|BTRY
OG0001479	LOC117577976|XP_034118949.1|DALB	LOC120775463|XP_039961584.1|BTRY
OG0001480	LOC117563564|XP_034097835.1|DALB	LOC120767608|XP_039949695.1|BTRY, LOC120767609|XP_039949696.1|BTRY
OG0001481	LOC117565786|XP_034100953.1|DALB	LOC120768585|XP_039951278.1|BTRY
OG0001482	LOC117569703|XP_034106858.1|DALB	LOC120770049|XP_039953101.1|BTRY, LOC120770087|XP_039953169.1|BTRY
OG0001483	LOC117565683|XP_034100807.1|DALB, LOC117565667|XP_034100789.1|DALB, LOC117565666|XP_034100787.1|DALB	LOC120768403|XP_039951012.1|BTRY
OG0001484	LOC117565643|XP_034100747.1|DALB	LOC120779760|XP_039968077.1|BTRY
OG0001485	LOC117569275|XP_034106268.1|DALB	LOC120778497|XP_039966256.1|BTRY
OG0001486	LOC117563237|XP_034097333.1|DALB	LOC120769218|XP_039952046.1|BTRY
OG0001487	LOC117564113|XP_034098657.1|DALB	LOC120768652|XP_039951358.1|BTRY
OG0001488	LOC117571377|XP_034109381.1|DALB	LOC120772670|XP_039957339.1|BTRY
OG0001489	LOC117563385|XP_034097590.1|DALB	LOC120767342|XP_039949234.1|BTRY
OG0001490	LOC117564064|XP_034098579.1|DALB	LOC120768019|XP_039950412.1|BTRY
OG0001491	LOC117565855|XP_034101072.1|DALB, LOC117565854|XP_034101063.1|DALB	LOC120767808|XP_039950015.1|BTRY
OG0001492	LOC117565645|XP_034100750.1|DALB	LOC120773901|XP_039959015.1|BTRY
OG0001493	LOC117569113|XP_034106028.1|DALB	LOC120775542|XP_039961700.1|BTRY
OG0001494	LOC117571367|XP_034109373.1|DALB	LOC120775051|XP_039960966.1|BTRY
OG0001495	LOC117572110|XP_034110620.1|DALB	LOC120772349|XP_039956848.1|BTRY
OG0001496	LOC117577775|XP_034118585.1|DALB	LOC120774130|XP_039959440.1|BTRY
OG0001497	LOC117567005|XP_034102581.1|DALB	LOC120771775|XP_039955900.1|BTRY, LOC120769646|XP_039952685.1|BTRY
OG0001498	LOC117575611|XP_034115774.1|DALB	LOC120766179|XP_039947470.1|BTRY
OG0001500	LOC117566489|XP_034101913.1|DALB	LOC120771482|XP_039955453.1|BTRY
OG0001501	LOC117575823|XP_034116118.1|DALB	LOC120772387|XP_039956914.1|BTRY, LOC120782885|XP_039971368.1|BTRY
OG0001502	LOC117567678|XP_034103691.1|DALB	LOC120770256|XP_039953493.1|BTRY
OG0001503	LOC117570265|XP_034107671.1|DALB	LOC120771588|XP_039955593.1|BTRY, LOC120770730|XP_039954254.1|BTRY, LOC120770732|XP_039954256.1|BTRY, LOC120772319|XP_039956771.1|BTRY
OG0001504	LOC117573734|XP_034113038.1|DALB	LOC120774259|XP_039959659.1|BTRY
OG0001505	LOC117567062|XP_034102680.1|DALB	LOC120770074|XP_039953137.1|BTRY
OG0001506	LOC117566402|XP_034101806.1|DALB	LOC120773003|XP_039957855.1|BTRY
OG0001507	LOC117572390|XP_034111053.1|DALB	LOC120770341|XP_039953673.1|BTRY
OG0001508	LOC117570323|XP_034107755.1|DALB	LOC120772145|XP_039956512.1|BTRY
OG0001509	LOC117566800|XP_034102233.1|DALB	LOC120771580|XP_039955582.1|BTRY
OG0001510	LOC117563248|XP_034097352.1|DALB	LOC120781615|XP_039969785.1|BTRY
OG0001512	LOC117571410|XP_034109439.1|DALB	LOC120777746|XP_039965173.1|BTRY
OG0001513	LOC117569553|XP_034106651.1|DALB	LOC120778691|XP_039966570.1|BTRY
OG0001515	LOC117576400|XP_034117009.1|DALB	LOC120775510|XP_039961653.1|BTRY
OG0001517	LOC117576969|XP_034118038.1|DALB	LOC120782375|XP_039970550.1|BTRY
OG0001518	LOC117578032|XP_034119035.1|DALB	LOC120779306|XP_039967452.1|BTRY, LOC120766787|XP_039948417.1|BTRY, LOC120775873|XP_039962180.1|BTRY
OG0001519	LOC117575799|XP_034116068.1|DALB, LOC117575798|XP_034116067.1|DALB	LOC120780565|XP_039968760.1|BTRY
OG0001520	LOC117574751|XP_034114583.1|DALB	LOC120767096|XP_039948911.1|BTRY
OG0001521	LOC117565802|XP_034100979.1|DALB	LOC120767572|XP_039949643.1|BTRY
OG0001522	LOC117564513|XP_034099224.1|DALB	LOC120767581|XP_039949660.1|BTRY
OG0001523	LOC117571976|XP_034110372.1|DALB, LOC117571110|XP_034108984.1|DALB	LOC120772775|XP_039957485.1|BTRY, LOC120772774|XP_039957484.1|BTRY, LOC120772773|XP_039957482.1|BTRY
OG0001524	LOC117566745|XP_034102179.1|DALB, LOC117566744|XP_034102178.1|DALB	LOC120769997|XP_039953020.1|BTRY
OG0001525	LOC117576752|XP_034117676.1|DALB, LOC117567661|XP_034103674.1|DALB	LOC120775416|XP_039961527.1|BTRY
OG0001526	LOC117577691|XP_034118482.1|DALB	LOC120773750|XP_039958748.1|BTRY, LOC120775799|XP_039962077.1|BTRY
OG0001527	LOC117567735|XP_034103796.1|DALB	LOC120775206|XP_039961204.1|BTRY
OG0001528	LOC117576895|XP_034117929.1|DALB, LOC117576935|XP_034117970.1|DALB, LOC117574701|XP_034114505.1|DALB, LOC117574879|XP_034114800.1|DALB	LOC120777088|XP_039964156.1|BTRY
OG0001534	LOC117568395|XP_034104912.1|DALB	LOC120773392|XP_039958161.1|BTRY
OG0001535	LOC117575985|XP_034116367.1|DALB	LOC120775729|XP_039961981.1|BTRY
OG0001536	LOC117575953|XP_034116323.1|DALB	LOC120775631|XP_039961819.1|BTRY
OG0001537	LOC117566226|XP_034101663.1|DALB	LOC120769213|XP_039952040.1|BTRY
OG0001538	LOC117577694|XP_034118488.1|DALB	LOC120774223|XP_039959615.1|BTRY
OG0001539	LOC117569449|XP_034106504.1|DALB	LOC120769993|XP_039953013.1|BTRY
OG0001540	LOC117564789|XP_034099598.1|DALB	LOC120767701|XP_039949832.1|BTRY
OG0001541	LOC117569730|XP_034106894.1|DALB	LOC120778886|XP_039966865.1|BTRY
OG0001542	LOC117574521|XP_034114272.1|DALB	LOC120780966|XP_039969127.1|BTRY
OG0001543	LOC117567228|XP_034102953.1|DALB	LOC120776148|XP_039962623.1|BTRY
OG0001544	LOC117570438|XP_034108023.1|DALB	LOC120774774|XP_039960479.1|BTRY
OG0001545	LOC117578266|XP_034119582.1|DALB	LOC120774829|XP_039960574.1|BTRY
OG0001546	LOC117578255|XP_034119570.1|DALB	LOC120774220|XP_039959610.1|BTRY
OG0001547	LOC117573400|XP_034112496.1|DALB	LOC120776049|XP_039962433.1|BTRY, LOC120774592|XP_039960258.1|BTRY
OG0001548	LOC117570968|XP_034108805.1|DALB	LOC120775951|XP_039962296.1|BTRY
OG0001549	LOC117564445|XP_034099097.1|DALB	LOC120768282|XP_039950846.1|BTRY
OG0001550	LOC117575559|XP_034115711.1|DALB	LOC120769353|XP_039952286.1|BTRY
OG0001551	LOC117574656|XP_034114451.1|DALB	LOC120781953|XP_039970050.1|BTRY
OG0001552	LOC117575024|XP_034114993.1|DALB, LOC117566661|XP_034102097.1|DALB	LOC120766190|XP_039947481.1|BTRY
OG0001553	LOC117577676|XP_034118460.1|DALB	LOC120773720|XP_039958701.1|BTRY, LOC120776008|XP_039962377.1|BTRY
OG0001554	LOC117575315|XP_034115360.1|DALB, LOC117576849|XP_034117832.1|DALB	LOC120773438|XP_039958258.1|BTRY
OG0001555	LOC117565340|XP_034100281.1|DALB	LOC120769338|XP_039952228.1|BTRY
OG0001556	LOC117572757|XP_034111732.1|DALB	LOC120770110|XP_039953215.1|BTRY
OG0001557	LOC117568810|XP_034105565.1|DALB	LOC120774237|XP_039959632.1|BTRY
OG0001558	LOC117570538|XP_034108140.1|DALB	LOC120776051|XP_039962442.1|BTRY
OG0001559	LOC117575279|XP_034115311.1|DALB	LOC120766322|XP_039947680.1|BTRY
OG0001561	LOC117576029|XP_034116429.1|DALB	LOC120766537|XP_039948049.1|BTRY, LOC120766528|XP_039948032.1|BTRY
OG0001562	LOC117578399|XP_034119745.1|DALB	LOC120782857|XP_039971324.1|BTRY
OG0001563	LOC117573081|XP_034111862.1|DALB	LOC120771274|XP_039955133.1|BTRY
OG0001564	LOC117576321|XP_034116873.1|DALB	LOC120766484|XP_039947962.1|BTRY
OG0001565	LOC117575608|XP_034115770.1|DALB	LOC120766874|XP_039948539.1|BTRY
OG0001566	LOC117575414|XP_034115485.1|DALB	LOC120782328|XP_039970487.1|BTRY
OG0001567	LOC117569382|XP_034106403.1|DALB	LOC120772164|XP_039956538.1|BTRY
OG0001568	LOC117576252|XP_034116770.1|DALB	LOC120782686|XP_039971015.1|BTRY
OG0001569	LOC117575871|XP_034116193.1|DALB	LOC120782487|XP_039970722.1|BTRY
OG0001570	LOC117574197|XP_034113791.1|DALB	LOC120782368|XP_039970540.1|BTRY
OG0001572	LOC117577690|XP_034118481.1|DALB	LOC120775782|XP_039962053.1|BTRY
OG0001573	LOC117572789|XP_034111783.1|DALB	LOC120777157|XP_039964235.1|BTRY
OG0001574	LOC117572816|XP_034111809.1|DALB	LOC120776055|XP_039962447.1|BTRY, LOC120781219|XP_039969282.1|BTRY
OG0001575	LOC117576805|XP_034117756.1|DALB, LOC117576803|XP_034117754.1|DALB	LOC120780662|XP_039968858.1|BTRY
OG0001576	LOC117576636|XP_034117453.1|DALB	LOC120766533|XP_039948038.1|BTRY
OG0001577	LOC117574344|XP_034114056.1|DALB	LOC120768550|XP_039951227.1|BTRY, LOC120769307|XP_039952174.1|BTRY
OG0001578	LOC117572717|XP_034111671.1|DALB	LOC120772667|XP_039957335.1|BTRY
OG0001579	LOC117565436|XP_034100421.1|DALB	LOC120774265|XP_039959669.1|BTRY
OG0001580	LOC117571885|XP_034110235.1|DALB	LOC120770174|XP_039953322.1|BTRY
OG0001581	LOC117570788|XP_034108531.1|DALB	LOC120773814|XP_039958855.1|BTRY
OG0001582	LOC117571902|XP_034110265.1|DALB	LOC120770043|XP_039953092.1|BTRY
OG0001583	LOC117572182|XP_034110724.1|DALB	LOC120771741|XP_039955847.1|BTRY
OG0001584	LOC117566394|XP_034101793.1|DALB	LOC120777659|XP_039965046.1|BTRY
OG0001585	LOC117568547|XP_034105160.1|DALB	LOC120775963|XP_039962308.1|BTRY
OG0001586	LOC117571409|XP_034109438.1|DALB	LOC120777890|XP_039965386.1|BTRY
OG0001587	LOC117567367|XP_034103200.1|DALB	LOC120771025|XP_039954735.1|BTRY
OG0001588	LOC117569674|XP_034106812.1|DALB	LOC120781566|XP_039969737.1|BTRY, LOC120779466|XP_039967663.1|BTRY, LOC120780829|XP_039969007.1|BTRY, LOC120781620|XP_039969787.1|BTRY, LOC120778336|XP_039966064.1|BTRY, LOC120778376|XP_039966097.1|BTRY, LOC120772130|XP_039956480.1|BTRY
OG0001589	LOC117566042|XP_034101383.1|DALB	LOC120767539|XP_039949577.1|BTRY
OG0001590	LOC117571731|XP_034109930.1|DALB	LOC120772466|XP_039957038.1|BTRY
OG0001591	LOC117574871|XP_034114786.1|DALB	LOC120774435|XP_039960013.1|BTRY
OG0001592	LOC117563622|XP_034097914.1|DALB	LOC120768200|XP_039950706.1|BTRY
OG0001593	LOC117563626|XP_034097923.1|DALB	LOC120768303|XP_039950867.1|BTRY
OG0001594	LOC117565809|XP_034100989.1|DALB	LOC120769207|XP_039952035.1|BTRY
OG0001595	LOC117566957|XP_034102491.1|DALB	LOC120768888|XP_039951575.1|BTRY, LOC120770067|XP_039953123.1|BTRY
OG0001596	LOC117565803|XP_034100983.1|DALB	LOC120767379|XP_039949302.1|BTRY
OG0001597	LOC117565725|XP_034100865.1|DALB	LOC120768904|XP_039951600.1|BTRY, LOC120767560|XP_039949631.1|BTRY
OG0001599	LOC117565621|XP_034100725.1|DALB	LOC120767223|XP_039949018.1|BTRY, LOC120769042|XP_039951823.1|BTRY
OG0001600	LOC117578388|XP_034119715.1|DALB	LOC120769367|XP_039952262.1|BTRY
OG0001601	LOC117564402|XP_034099018.1|DALB	LOC120769383|XP_039952285.1|BTRY
OG0001602	LOC117565233|XP_034100131.1|DALB	LOC120769016|XP_039951794.1|BTRY, LOC120768423|XP_039951038.1|BTRY
OG0001603	LOC117565779|XP_034100946.1|DALB	LOC120781755|XP_039969921.1|BTRY
OG0001604	LOC117577587|XP_034118322.1|DALB	LOC120775318|XP_039961389.1|BTRY
OG0001605	LOC117572758|XP_034111733.1|DALB	LOC120771906|XP_039956122.1|BTRY
OG0001606	LOC117569914|XP_034107148.1|DALB	LOC120771194|XP_039955024.1|BTRY
OG0001607	LOC117564003|XP_034098484.1|DALB	LOC120768129|XP_039950617.1|BTRY
OG0001608	LOC117564349|XP_034098956.1|DALB	LOC120767966|XP_039950303.1|BTRY
OG0001609	LOC117571363|XP_034109363.1|DALB	LOC120771513|XP_039955502.1|BTRY
