Orthogroup	DALB.longest_only	DPSE.longest_only
OG0000045	LOC117572554|XP_034111317.1|DALB	LOC4816274|XP_001355928.3|DPSE, LOC6900435|XP_002134826.1|DPSE
OG0000046	LOC117577657|XP_034118436.1|DALB, LOC117577658|XP_034118437.1|DALB	LOC6902130|XP_002133661.3|DPSE, LOC6902128|XP_002133659.2|DPSE
OG0000046	LOC117566493|XP_034101923.1|DALB, LOC117576903|XP_034117935.1|DALB, LOC117566510|XP_034101945.1|DALB, LOC117576911|XP_034117945.1|DALB, LOC117576921|XP_034117957.1|DALB	LOC6898136|XP_002138215.2|DPSE, LOC6896807|XP_002137011.2|DPSE, LOC6896809|XP_002137013.2|DPSE, LOC6896808|XP_002137012.2|DPSE
OG0000047	LOC117570271|XP_034107678.1|DALB	LOC4803784|XP_001360446.3|DPSE
OG0000047	LOC117570312|XP_034107745.1|DALB	LOC4803787|XP_001360449.3|DPSE
OG0000047	LOC117567370|XP_034103204.1|DALB	LOC6898081|XP_002138166.2|DPSE, LOC4805168|XP_001361615.3|DPSE
OG0000047	LOC117567748|XP_034103827.1|DALB	LOC6903509|XP_002132386.2|DPSE, LOC6902682|XP_002133198.2|DPSE
OG0000047	LOC117570238|XP_034107631.1|DALB	LOC4805161|XP_001361611.2|DPSE
OG0000048	LOC117570722|XP_034108424.1|DALB, LOC117570720|XP_034108423.1|DALB	LOC6900020|XP_002135385.1|DPSE, LOC6900019|XP_002135384.1|DPSE
OG0000048	LOC117571564|XP_034109658.1|DALB	LOC6900017|XP_033238773.1|DPSE, LOC6900029|XP_033240343.1|DPSE
OG0000048	LOC117572034|XP_034110480.1|DALB	LOC4812161|XP_001352552.3|DPSE
OG0000048	LOC117569405|XP_034106432.1|DALB	LOC4812224|XP_033238777.1|DPSE
OG0000049	LOC117574804|XP_034114660.1|DALB	LOC4800760|XP_001357975.3|DPSE
OG0000049	LOC117574253|XP_034113873.1|DALB	LOC4800765|XP_001357980.2|DPSE
OG0000049	LOC117574270|XP_034113907.1|DALB	LOC4800759|XP_001357974.3|DPSE
OG0000049	LOC117576198|XP_034116681.1|DALB	LOC4800766|XP_001357981.4|DPSE
OG0000049	LOC117574439|XP_034114168.1|DALB	LOC4800764|XP_001357979.3|DPSE
OG0000050	LOC117567964|XP_034104164.1|DALB	LOC4805406|XP_001361811.3|DPSE
OG0000050	LOC117566525|XP_034101957.1|DALB	LOC6899912|XP_033237397.1|DPSE
OG0000050	LOC117566526|XP_034101958.1|DALB	LOC6899911|XP_002135279.1|DPSE
OG0000050	LOC117570483|XP_034108058.1|DALB	LOC6899908|XP_033237399.1|DPSE, LOC6899907|XP_033237400.1|DPSE
OG0000050	LOC117569367|XP_034106390.1|DALB	LOC6899913|XP_002135281.2|DPSE
OG0000051	LOC117576304|XP_034116849.1|DALB	LOC4802029|XP_001359029.3|DPSE
OG0000051	LOC117573460|XP_034112573.1|DALB, LOC117574315|XP_034114017.1|DALB, LOC117574240|XP_034113845.1|DALB, LOC117574314|XP_034114015.1|DALB, LOC117574786|XP_034114633.1|DALB	LOC6896948|XP_002137133.2|DPSE, LOC4800870|XP_001358067.3|DPSE
OG0000051	LOC117576902|XP_034117931.1|DALB	LOC6897665|XP_002137803.2|DPSE, LOC6897664|XP_033232373.1|DPSE
OG0000052	LOC117576244|XP_034116756.1|DALB, LOC117576245|XP_034116757.1|DALB, LOC117576070|XP_034116497.1|DALB, LOC117576071|XP_034116498.1|DALB, LOC117576069|XP_034116496.1|DALB, LOC117575219|XP_034115236.1|DALB, LOC117576928|XP_034117962.1|DALB	LOC4801488|XP_001358571.4|DPSE, LOC4801489|XP_001358572.4|DPSE
OG0000052	LOC117568864|XP_034105642.1|DALB, LOC117571307|XP_034109272.1|DALB, LOC117566592|XP_034102025.1|DALB, LOC117569133|XP_034106052.1|DALB, LOC117566590|XP_034102023.1|DALB, LOC117566591|XP_034102024.1|DALB, LOC117572296|XP_034110899.1|DALB	LOC4803747|XP_001360412.1|DPSE
OG0000052	LOC117572297|XP_034110900.1|DALB, LOC117566593|XP_034102026.1|DALB	LOC4803748|XP_001360413.3|DPSE
OG0000053	LOC117569597|XP_034106723.1|DALB	LOC4803611|XP_001360303.3|DPSE
OG0000053	LOC117569598|XP_034106724.1|DALB	LOC6898153|XP_002138231.3|DPSE
OG0000053	LOC117569609|XP_034106736.1|DALB	LOC4803609|XP_001360302.2|DPSE
OG0000053	LOC117569596|XP_034106722.1|DALB	LOC6898152|XP_002138230.3|DPSE
OG0000053	LOC117569600|XP_034106726.1|DALB	LOC6898150|XP_002138228.2|DPSE
OG0000054	LOC117575896|XP_034116230.1|DALB	LOC117183732|XP_033234597.1|DPSE, LOC6898005|XP_002138098.2|DPSE, LOC4803309|XP_001360071.1|DPSE
OG0000054	LOC117575899|XP_034116231.1|DALB	LOC5384075|XP_033232371.1|DPSE, LOC6898345|XP_002138398.2|DPSE, LOC5384076|XP_001360072.2|DPSE
OG0000055	LOC117575962|XP_034116331.1|DALB, LOC117575960|XP_034116330.1|DALB	LOC6896733|XP_002136944.1|DPSE, LOC6896732|XP_002136943.1|DPSE, LOC6896731|XP_002136942.1|DPSE
OG0000055	LOC117574528|XP_034114281.1|DALB, LOC117574682|XP_034114479.1|DALB, LOC117575963|XP_034116332.1|DALB	LOC5495517|XP_002136945.3|DPSE, LOC6896734|XP_002136946.1|DPSE
OG0000056	LOC117573870|XP_034113237.1|DALB	LOC4800581|XP_015038723.2|DPSE
OG0000056	LOC117573868|XP_034113236.1|DALB, LOC117573871|XP_034113238.1|DALB, LOC117576772|XP_034117714.1|DALB, LOC117573872|XP_034113239.1|DALB	LOC4800580|XP_001357831.3|DPSE
OG0000056	LOC117565555|XP_034100612.1|DALB	LOC6897000|XP_002137186.2|DPSE, LOC6896999|XP_002137185.2|DPSE
OG0000058	LOC117563763|XP_034098158.1|DALB, LOC117564238|XP_034098822.1|DALB, LOC117564239|XP_034098823.1|DALB, LOC117563762|XP_034098157.1|DALB, LOC117563768|XP_034098166.1|DALB, LOC117563764|XP_034098159.1|DALB, LOC117563767|XP_034098165.1|DALB	LOC6902428|XP_002133362.2|DPSE, LOC6902422|XP_002133356.2|DPSE, LOC6898067|XP_002138152.1|DPSE
OG0000058	LOC117563761|XP_034098156.1|DALB, LOC117563760|XP_034098154.1|DALB	LOC4816156|XP_001355873.3|DPSE
OG0000058	LOC117570528|XP_034108128.1|DALB	LOC4816089|XP_001355320.2|DPSE
OG0000059	LOC117573843|XP_034113202.1|DALB	LOC6897147|XP_002137327.1|DPSE
OG0000059	LOC117573838|XP_034113195.1|DALB	LOC6897146|XP_033232929.1|DPSE
OG0000059	LOC117573842|XP_034113201.1|DALB	LOC4801319|XP_001358434.2|DPSE
OG0000060	LOC117568914|XP_034105715.1|DALB	LOC4816062|XP_001355381.1|DPSE
OG0000060	LOC117565380|XP_034100344.1|DALB	LOC4817672|XP_001357060.2|DPSE
OG0000060	LOC117576937|XP_034117973.1|DALB	LOC6897604|XP_002137749.3|DPSE
OG0000060	LOC117574003|XP_034113462.1|DALB	LOC4800333|XP_033234022.1|DPSE
OG0000060	LOC117577733|XP_034118527.1|DALB	LOC4815703|XP_001355362.3|DPSE
OG0000061	LOC117564862|XP_034099701.1|DALB	LOC4816506|XP_001356011.2|DPSE
OG0000061	LOC117564863|XP_034099702.1|DALB, LOC117564865|XP_034099704.1|DALB	LOC4816666|XP_001356006.2|DPSE, LOC6902543|XP_033236222.1|DPSE
OG0000061	LOC117564867|XP_034099707.1|DALB	LOC4816280|XP_001356010.3|DPSE
OG0000061	LOC117564866|XP_034099705.1|DALB	LOC4816542|XP_001356009.2|DPSE
OG0000062	LOC117578033|XP_034119036.1|DALB	LOC4814796|XP_001355129.2|DPSE
OG0000062	LOC117578240|XP_034119548.1|DALB	LOC4816599|XP_001356269.1|DPSE
OG0000062	LOC117564777|XP_034099566.1|DALB	LOC26533356|XP_015035231.2|DPSE, LOC117183917|XP_033235318.1|DPSE, LOC117183207|XP_033237045.1|DPSE
OG0000063	LOC117576847|XP_034117829.1|DALB, LOC117576848|XP_034117831.1|DALB, LOC117576846|XP_034117828.1|DALB	LOC6897651|XP_002137792.2|DPSE, LOC4802566|XP_001359461.3|DPSE
OG0000063	LOC117569666|XP_034106803.1|DALB	LOC6900640|XP_002135013.2|DPSE
OG0000063	LOC117568515|XP_034105107.1|DALB	LOC4813121|XP_001353706.2|DPSE
OG0000063	LOC117569663|XP_034106801.1|DALB, LOC117570642|XP_034108303.1|DALB	LOC6900641|XP_002135014.2|DPSE
OG0000065	LOC117573742|XP_034113011.1|DALB, LOC117576240|XP_034116748.1|DALB	LOC6896923|XP_002137108.2|DPSE
OG0000065	LOC117574829|XP_034114692.1|DALB, LOC117567609|XP_034103589.1|DALB, LOC117573376|XP_034112404.1|DALB, LOC117572676|XP_034111597.1|DALB, LOC117567608|XP_034103588.1|DALB	LOC26533777|XP_015038968.2|DPSE, LOC6898828|XP_033234521.1|DPSE, LOC4800791|XP_001358004.3|DPSE, LOC4800793|XP_001358005.3|DPSE, LOC6896918|XP_002137102.2|DPSE, LOC6896917|XP_002137101.1|DPSE
OG0000066	LOC117567134|XP_034102839.1|DALB	LOC6897545|XP_002137691.2|DPSE, LOC4801086|XP_001358244.4|DPSE
OG0000066	LOC117563421|XP_034097647.1|DALB	LOC6903735|XP_002136740.2|DPSE
OG0000066	LOC117576204|XP_034116688.1|DALB	LOC4803318|XP_001360081.2|DPSE
OG0000066	LOC117567332|XP_034103141.1|DALB	LOC26533930|XP_015041746.1|DPSE
OG0000066	LOC117570386|XP_034107886.1|DALB	LOC6902765|XP_033236203.1|DPSE
OG0000067	LOC117576940|XP_034117988.1|DALB	LOC4801537|XP_001358611.3|DPSE
OG0000067	LOC117569520|XP_034106607.1|DALB	LOC4813294|XP_001353742.3|DPSE
OG0000067	LOC117570140|XP_034107497.1|DALB	LOC4805303|XP_001361725.2|DPSE
OG0000067	LOC117569519|XP_034106606.1|DALB	LOC4813729|XP_001353743.2|DPSE
OG0000067	LOC117570707|XP_034108403.1|DALB	LOC6901001|XP_033238396.1|DPSE
OG0000068	LOC117575545|XP_034115693.1|DALB	LOC6900642|XP_002135015.3|DPSE
OG0000068	LOC117566789|XP_034102222.1|DALB	LOC6896795|XP_033241765.1|DPSE, LOC26532323|XP_033236250.1|DPSE, LOC6902365|XP_002133311.2|DPSE
OG0000068	LOC117563644|XP_034097948.1|DALB	LOC4815620|XP_015041394.2|DPSE
OG0000069	LOC117568075|XP_034104335.1|DALB	LOC4804621|XP_033234564.1|DPSE
OG0000069	LOC117577235|XP_034118115.1|DALB, LOC117577412|XP_034118212.1|DALB	LOC6897757|XP_002137862.3|DPSE, LOC117184682|XP_033239188.1|DPSE, LOC117184751|XP_033239465.1|DPSE
OG0000070	LOC117564516|XP_034099227.1|DALB, LOC117564519|XP_034099229.1|DALB	LOC4816245|XP_001355864.2|DPSE
OG0000070	LOC117575370|XP_034115434.1|DALB	LOC4815848|XP_001355583.2|DPSE
OG0000070	LOC117564518|XP_034099228.1|DALB	LOC4816246|XP_001355865.2|DPSE
OG0000070	LOC117564520|XP_034099230.1|DALB	LOC6902417|XP_002133351.2|DPSE
OG0000071	LOC117572590|XP_034111368.1|DALB	LOC6900130|XP_033241129.1|DPSE
OG0000071	LOC117570623|XP_034108276.1|DALB	LOC4811953|XP_001352897.3|DPSE
OG0000071	LOC117566528|XP_034101960.1|DALB	LOC6900212|XP_002135544.1|DPSE
OG0000072	LOC117566569|XP_034102002.1|DALB, LOC117567900|XP_034104064.1|DALB	LOC4803792|XP_001360452.3|DPSE
OG0000072	LOC117570917|XP_034108716.1|DALB	LOC6898245|XP_002138311.1|DPSE
OG0000073	LOC117572206|XP_034110763.1|DALB	LOC4804155|XP_001360761.3|DPSE
OG0000073	LOC117576610|XP_034117406.1|DALB	LOC6902077|XP_033240712.1|DPSE
OG0000073	LOC117575585|XP_034115743.1|DALB	LOC13036455|XP_003736334.2|DPSE
OG0000074	LOC117570160|XP_034107519.1|DALB, LOC117571484|XP_034109540.1|DALB, LOC117571440|XP_034109474.1|DALB	LOC4813467|XP_001353839.3|DPSE
OG0000074	LOC117570586|XP_034108221.1|DALB	LOC4813167|XP_001353329.2|DPSE
OG0000075	LOC117568212|XP_034104575.1|DALB	LOC4814181|XP_001354308.4|DPSE
OG0000075	LOC117568439|XP_034104998.1|DALB	LOC6904089|XP_002136430.3|DPSE, LOC4814158|XP_001354304.1|DPSE, LOC117184969|XP_033240174.1|DPSE
OG0000075	LOC117568441|XP_034105000.1|DALB	LOC117184970|XP_033240175.1|DPSE, LOC4814180|XP_001354307.2|DPSE
OG0000075	LOC117568217|XP_034104582.1|DALB	LOC4814183|XP_001354309.1|DPSE
OG0000076	LOC117567636|XP_034103628.1|DALB	LOC6900056|XP_033238646.1|DPSE
OG0000076	LOC117577756|XP_034118557.1|DALB	LOC6901614|XP_002134284.3|DPSE
OG0000076	LOC117577826|XP_034118655.1|DALB	LOC4815315|XP_001355000.2|DPSE
OG0000077	LOC117569813|XP_034107023.1|DALB	LOC6903891|XP_002136626.1|DPSE
OG0000077	LOC117576948|XP_034117997.1|DALB	LOC4800596|XP_001357842.1|DPSE
OG0000077	LOC117567769|XP_034103852.1|DALB	LOC4805619|XP_001361993.1|DPSE
OG0000077	LOC117573885|XP_034113262.1|DALB	LOC6897044|XP_003736391.1|DPSE
OG0000078	LOC117570798|XP_034108545.1|DALB, LOC117567009|XP_034102585.1|DALB, LOC117571141|XP_034109034.1|DALB, LOC117570994|XP_034108834.1|DALB	LOC4804955|XP_001361435.3|DPSE
OG0000078	LOC117567346|XP_034103163.1|DALB	LOC6903186|XP_002132885.3|DPSE, LOC6897646|XP_002137789.2|DPSE, LOC117184537|XP_033238582.1|DPSE
OG0000078	LOC117575907|XP_034116242.1|DALB	LOC4802953|XP_001359766.2|DPSE
OG0000078	LOC117577833|XP_034118665.1|DALB	LOC4814621|XP_001355050.3|DPSE
OG0000078	LOC117578297|XP_034119631.1|DALB	LOC4815368|XP_001354621.3|DPSE
OG0000079	LOC117564795|XP_034099607.1|DALB	LOC117183178|XP_033235181.1|DPSE
OG0000079	LOC117565282|XP_034100202.1|DALB	LOC6902965|XP_002132691.2|DPSE
OG0000079	LOC117564408|XP_034099031.1|DALB	LOC4817314|XP_001356685.1|DPSE
OG0000080	LOC117571068|XP_034108929.1|DALB	LOC6898668|XP_002138673.2|DPSE, LOC6898669|XP_033233645.1|DPSE
OG0000080	LOC117568685|XP_034105383.1|DALB	LOC4805687|XP_001362046.3|DPSE
OG0000081	LOC117570943|XP_034108767.1|DALB	LOC4811957|XP_001352460.4|DPSE
OG0000082	LOC117570745|XP_034108457.1|DALB, LOC117570413|XP_034107930.1|DALB	LOC4803829|XP_001360483.2|DPSE
OG0000082	LOC117573753|XP_034113028.1|DALB, LOC117573752|XP_034113027.1|DALB	LOC4800945|XP_001358129.3|DPSE
OG0000082	LOC117575543|XP_034115688.1|DALB	LOC4801644|XP_001358698.2|DPSE
OG0000083	LOC117570126|XP_034107481.1|DALB	LOC6899312|XP_033235907.1|DPSE, LOC117183164|XP_015036952.2|DPSE, LOC6902369|XP_002133315.2|DPSE, LOC6902371|XP_002133317.3|DPSE, LOC6902370|XP_002133316.2|DPSE
OG0000084	LOC117569126|XP_034106037.1|DALB	LOC4803751|XP_001360416.2|DPSE
OG0000084	LOC117571981|XP_034110380.1|DALB	LOC4805472|XP_001361867.2|DPSE
OG0000086	LOC117571181|XP_034109101.1|DALB, LOC117571177|XP_034109095.1|DALB	LOC4804253|XP_001360840.1|DPSE
OG0000087	LOC117565926|XP_034101191.1|DALB	LOC4816786|XP_001356332.1|DPSE
OG0000087	LOC117563519|XP_034097786.1|DALB	LOC4817851|XP_001357379.2|DPSE
OG0000087	LOC117564649|XP_034099401.1|DALB	LOC6902768|XP_002132512.2|DPSE
OG0000088	LOC117568126|XP_034104421.1|DALB	LOC4805581|XP_001361962.1|DPSE
OG0000088	LOC117563949|XP_034098412.1|DALB	LOC6903460|XP_002132339.1|DPSE
OG0000088	LOC117568293|XP_034104704.1|DALB	LOC6897738|XP_015038003.2|DPSE
OG0000088	LOC117571658|XP_034109787.1|DALB, LOC117571657|XP_034109785.1|DALB	LOC117183165|XP_033233988.1|DPSE, LOC4804185|XP_001360788.3|DPSE
OG0000088	LOC117568558|XP_034105177.1|DALB	LOC6897737|XP_002137843.1|DPSE
OG0000089	LOC117573667|XP_034112886.1|DALB	LOC4802911|XP_001359737.1|DPSE
OG0000089	LOC117570605|XP_034108240.1|DALB	LOC4812687|XP_001353070.2|DPSE
OG0000090	LOC117570152|XP_034107510.1|DALB	LOC4805122|XP_001361578.1|DPSE
OG0000090	LOC117570045|XP_034107362.1|DALB	LOC4805121|XP_015040451.2|DPSE
OG0000090	LOC117571453|XP_034109491.1|DALB	LOC6900041|XP_002135405.1|DPSE
OG0000090	LOC117571773|XP_034110022.1|DALB	LOC6899944|XP_002135312.2|DPSE
OG0000091	LOC117575848|XP_034116149.1|DALB	LOC4801161|XP_015037056.1|DPSE
OG0000091	LOC117564850|XP_034099676.1|DALB	LOC4816825|XP_001356505.3|DPSE
OG0000091	LOC117576271|XP_034116807.1|DALB	LOC4801449|XP_033232375.1|DPSE
OG0000091	LOC117576270|XP_034116806.1|DALB	LOC4801443|XP_001358537.1|DPSE
OG0000092	LOC117573726|XP_034112987.1|DALB, LOC117573725|XP_034112986.1|DALB	LOC4802360|XP_001359289.2|DPSE
OG0000092	LOC117573342|XP_034112343.1|DALB	LOC4802357|XP_001359285.1|DPSE
OG0000092	LOC117573728|XP_034112989.1|DALB	LOC4802658|XP_001359535.3|DPSE, LOC4802361|XP_001359290.2|DPSE
OG0000093	LOC117566120|XP_034101486.1|DALB	LOC4817063|XP_015036040.1|DPSE
OG0000093	LOC117572473|XP_034111211.1|DALB	LOC4804675|XP_001361198.4|DPSE
OG0000093	LOC117571868|XP_034110194.1|DALB	LOC4814997|XP_001354996.4|DPSE
OG0000094	LOC117569967|XP_034107235.1|DALB	LOC4813472|XP_015043125.2|DPSE
OG0000094	LOC117573441|XP_034112552.1|DALB	LOC4801917|XP_001358935.4|DPSE
OG0000096	LOC117576098|XP_034116547.1|DALB	LOC6897403|XP_002137555.3|DPSE
OG0000096	LOC117576097|XP_034116544.1|DALB	LOC6897404|XP_015037507.2|DPSE
OG0000096	LOC117576096|XP_034116543.1|DALB	LOC6897015|XP_002137200.2|DPSE
OG0000096	LOC117564095|XP_034098634.1|DALB	LOC4816202|XP_001355846.3|DPSE
OG0000097	LOC117571330|XP_034109312.1|DALB	LOC6897587|XP_002137732.1|DPSE, LOC6900810|XP_002135169.2|DPSE, LOC6900802|XP_033239884.1|DPSE, LOC26533006|XP_033237387.1|DPSE, LOC26533357|XP_015036091.2|DPSE, LOC117183379|XP_033233014.1|DPSE, LOC26533232|XP_033233009.1|DPSE, LOC26533404|XP_015037669.2|DPSE, LOC26533620|XP_015043365.2|DPSE, LOC26534072|XP_015043369.2|DPSE
OG0000098	LOC117573741|XP_034113010.1|DALB, LOC117570996|XP_034108836.1|DALB, LOC117574633|XP_034114420.1|DALB, LOC117574635|XP_034114423.1|DALB	LOC4800823|XP_001358028.1|DPSE
OG0000099	LOC117570575|XP_034108208.1|DALB, LOC117570574|XP_034108207.1|DALB	LOC4815949|XP_001355223.2|DPSE
OG0000099	LOC117567580|XP_034103552.1|DALB	LOC6901833|XP_002133371.2|DPSE
OG0000099	LOC117577441|XP_034118229.1|DALB	LOC6901374|XP_015041636.2|DPSE
OG0000100	LOC117569898|XP_034107130.1|DALB	LOC26533905|XP_015035090.2|DPSE
OG0000100	LOC117576656|XP_034117500.1|DALB	LOC4801809|XP_001358843.4|DPSE
OG0000100	LOC117575927|XP_034116277.1|DALB	LOC4801613|XP_001358676.4|DPSE
OG0000100	LOC117575924|XP_034116273.1|DALB	LOC6897276|XP_002137436.2|DPSE
OG0000101	LOC117569034|XP_034105922.1|DALB	LOC6900247|XP_015044019.2|DPSE
OG0000101	LOC117569035|XP_034105923.1|DALB	LOC26533784|XP_015044023.2|DPSE
OG0000102	LOC117567444|XP_034103343.1|DALB	LOC4804100|XP_001360716.3|DPSE
OG0000102	LOC117567714|XP_034103765.1|DALB	LOC4804567|XP_001361108.2|DPSE
OG0000103	LOC117571101|XP_034108974.1|DALB, LOC117572314|XP_034110936.1|DALB	LOC4812871|XP_001353722.3|DPSE, LOC4813106|XP_001353445.4|DPSE
OG0000103	LOC117572313|XP_034110935.1|DALB	LOC4813251|XP_033237392.1|DPSE
OG0000103	LOC117567293|XP_034103057.1|DALB	LOC4805641|XP_001362010.2|DPSE
OG0000104	LOC117567936|XP_034104117.1|DALB	LOC4811865|XP_001352567.2|DPSE
OG0000104	LOC117565234|XP_034100132.1|DALB	LOC4817994|XP_001357248.2|DPSE
OG0000104	LOC117572065|XP_034110536.1|DALB	LOC4812453|XP_001352571.2|DPSE
OG0000105	LOC117564701|XP_034099470.1|DALB, LOC117563408|XP_034097631.1|DALB	LOC6897188|XP_033241709.1|DPSE
OG0000105	LOC117576159|XP_034116625.1|DALB	LOC4802641|XP_001359524.3|DPSE
OG0000105	LOC117576833|XP_034117801.1|DALB	LOC117185148|XP_033241100.1|DPSE, LOC4802639|XP_033241098.1|DPSE
OG0000107	LOC117566487|XP_034101911.1|DALB, LOC117566791|XP_034102225.1|DALB, LOC117566790|XP_034102224.1|DALB	LOC4803727|XP_001360399.3|DPSE, LOC4816269|XP_001355878.2|DPSE, LOC4803728|XP_001360400.3|DPSE
OG0000109	LOC117564878|XP_034099716.1|DALB	LOC26534034|XP_015035900.1|DPSE, LOC6902874|XP_002132608.3|DPSE, LOC6896786|XP_002136991.3|DPSE
OG0000109	LOC117564337|XP_034098933.1|DALB	LOC4816673|XP_001356046.3|DPSE
OG0000110	LOC117571418|XP_034109449.1|DALB	LOC4813509|XP_001353237.3|DPSE
OG0000110	LOC117572446|XP_034111168.1|DALB	LOC4813564|XP_001353238.4|DPSE
OG0000110	LOC117571419|XP_034109450.1|DALB	LOC4813596|XP_001353239.2|DPSE
OG0000110	LOC117571412|XP_034109441.1|DALB	LOC4813344|XP_001353235.2|DPSE
OG0000111	LOC117568704|XP_034105408.1|DALB	LOC4804957|XP_001361436.2|DPSE
OG0000111	LOC117570221|XP_034107611.1|DALB, LOC117568500|XP_034105083.1|DALB	LOC4804962|XP_001361439.2|DPSE, LOC4804960|XP_001361438.4|DPSE
OG0000112	LOC117565393|XP_034100371.1|DALB	LOC4816070|XP_001355599.3|DPSE
OG0000112	LOC117571340|XP_034109338.1|DALB, LOC117571347|XP_034109350.1|DALB, LOC117567726|XP_034103783.1|DALB, LOC117567886|XP_034104052.1|DALB, LOC117564399|XP_034099017.1|DALB	LOC4814555|XP_001355049.4|DPSE
OG0000114	LOC117563970|XP_034098449.1|DALB	LOC4817555|XP_001356962.1|DPSE
OG0000114	LOC117563969|XP_034098448.1|DALB	LOC4817556|XP_001356963.1|DPSE
OG0000116	LOC117574278|XP_034113920.1|DALB	LOC4802359|XP_001359288.2|DPSE
OG0000116	LOC117575289|XP_034115324.1|DALB, LOC117575290|XP_034115326.1|DALB	LOC6897573|XP_033241883.1|DPSE, LOC4802343|XP_001359280.3|DPSE
OG0000116	LOC117576082|XP_034116520.1|DALB	LOC6897575|XP_015037766.2|DPSE
OG0000116	LOC117574279|XP_034113921.1|DALB	LOC4802356|XP_001359286.3|DPSE
OG0000117	LOC117565743|XP_034100882.1|DALB	LOC4816702|XP_001356233.1|DPSE
OG0000117	LOC117565744|XP_034100883.1|DALB	LOC4816357|XP_001356234.2|DPSE
OG0000117	LOC117565747|XP_034100885.1|DALB	LOC4816358|XP_001356235.2|DPSE
OG0000117	LOC117565748|XP_034100886.1|DALB	LOC6902710|XP_002133224.1|DPSE
OG0000118	LOC117564579|XP_034099312.1|DALB, LOC117564581|XP_034099313.1|DALB	LOC4816812|XP_001356809.3|DPSE
OG0000118	LOC117564803|XP_034099613.1|DALB, LOC117564802|XP_034099612.1|DALB, LOC117564804|XP_034099615.1|DALB	LOC6901699|XP_002134369.2|DPSE
OG0000119	LOC117573918|XP_034113322.1|DALB	LOC4800772|XP_001357987.3|DPSE
OG0000119	LOC117575301|XP_034115342.1|DALB	LOC4800771|XP_001357986.2|DPSE
OG0000119	LOC117574706|XP_034114510.1|DALB	LOC4800773|XP_001357988.3|DPSE
OG0000120	LOC117578153|XP_034119263.1|DALB	LOC6901854|XP_002133392.2|DPSE
OG0000120	LOC117567543|XP_034103482.1|DALB	LOC4803913|XP_001360557.1|DPSE
OG0000120	LOC117565294|XP_034100219.1|DALB	LOC6902120|XP_002133651.2|DPSE
OG0000120	LOC117569372|XP_034106394.1|DALB	LOC4814059|XP_001354232.2|DPSE
OG0000121	LOC117573851|XP_034113211.1|DALB, LOC117573857|XP_034113221.1|DALB	LOC6897326|XP_002137478.2|DPSE
OG0000121	LOC117576173|XP_034116649.1|DALB	LOC4801728|XP_001358772.2|DPSE
OG0000122	LOC117563285|XP_034097414.1|DALB	LOC4817541|XP_001356952.2|DPSE
OG0000122	LOC117573903|XP_034113305.1|DALB	LOC6901494|XP_002134180.2|DPSE
OG0000122	LOC117570141|XP_034107498.1|DALB	LOC4805302|XP_001361724.1|DPSE
OG0000122	LOC117565066|XP_034099905.1|DALB	LOC4817383|XP_001356484.3|DPSE
OG0000123	LOC117571190|XP_034109119.1|DALB, LOC117568483|XP_034105060.1|DALB	LOC4805442|XP_001361843.2|DPSE
OG0000123	LOC117574507|XP_034114251.1|DALB	LOC4802278|XP_001359230.2|DPSE
OG0000124	LOC117571381|XP_034109386.1|DALB, LOC117568503|XP_034105088.1|DALB	LOC6898772|XP_002138749.2|DPSE, LOC6898774|XP_002138751.4|DPSE
OG0000124	LOC117568479|XP_034105057.1|DALB	LOC6898775|XP_004444382.2|DPSE
OG0000125	LOC117574624|XP_034114404.1|DALB	LOC4801148|XP_003736422.2|DPSE
OG0000125	LOC117573946|XP_034113364.1|DALB	LOC4801426|XP_003736507.1|DPSE
OG0000125	LOC117571229|XP_034109167.1|DALB	LOC6898246|XP_002138312.2|DPSE
OG0000125	LOC117567335|XP_034103145.1|DALB	LOC4803794|XP_001360454.3|DPSE
OG0000126	LOC117563733|XP_034098105.1|DALB	LOC6903471|XP_015035428.2|DPSE
OG0000127	LOC117574862|XP_034114769.1|DALB	LOC6897876|XP_003736880.2|DPSE, LOC4802979|XP_001359787.3|DPSE
OG0000127	LOC117575877|XP_034116206.1|DALB	LOC4802977|XP_001359786.2|DPSE
OG0000127	LOC117575878|XP_034116207.1|DALB	LOC4802973|XP_001359783.3|DPSE
OG0000128	LOC117571995|XP_034110397.1|DALB	LOC4803763|XP_001360426.3|DPSE
OG0000129	LOC117577997|XP_034118986.1|DALB	LOC6901846|XP_002133384.1|DPSE
OG0000129	LOC117571227|XP_034109165.1|DALB	LOC6900541|XP_002134925.1|DPSE
OG0000129	LOC117571277|XP_034109231.1|DALB	LOC26532932|XP_015035708.2|DPSE
OG0000129	LOC117577996|XP_034118985.1|DALB	LOC4815973|XP_001355257.2|DPSE
OG0000130	LOC117569356|XP_034106380.1|DALB	LOC4814083|XP_001354216.4|DPSE
OG0000130	LOC117572760|XP_034111736.1|DALB	LOC4813204|XP_015043202.2|DPSE
OG0000130	LOC117569352|XP_034106375.1|DALB	LOC4812908|XP_001353821.1|DPSE, LOC4814118|XP_001354215.1|DPSE
OG0000131	LOC117573955|XP_034113385.1|DALB	LOC4801402|XP_001358502.3|DPSE
OG0000132	LOC117564930|XP_034099775.1|DALB	LOC4817091|XP_033235701.1|DPSE
OG0000132	LOC117576685|XP_034117572.1|DALB	LOC4802383|XP_001359312.1|DPSE
