Orthogroup	DALB.longest_only	DSUZ.longest_only
OG0000042	LOC117566639|XP_034102071.1|DALB, LOC117566640|XP_034102072.1|DALB	LOC108017900|XP_016940559.1|DSUZ, LOC108017907|XP_016940566.1|DSUZ, LOC108017901|XP_016940560.1|DSUZ, LOC108017904|XP_036669901.1|DSUZ, LOC108017721|XP_016940320.2|DSUZ, LOC108017910|XP_016940568.2|DSUZ, LOC108017722|XP_016940321.2|DSUZ
OG0000042	LOC117576207|XP_034116693.1|DALB, LOC117574774|XP_034114613.1|DALB, LOC117574773|XP_034114612.1|DALB, LOC117574710|XP_034114517.1|DALB, LOC117574445|XP_034114174.1|DALB	LOC108017720|XP_016940319.1|DSUZ
OG0000043	LOC117574637|XP_034114425.1|DALB	LOC108006051|XP_036674427.1|DSUZ
OG0000043	LOC117574639|XP_034114428.1|DALB	LOC108006016|XP_036674672.1|DSUZ
OG0000043	LOC117574208|XP_034113803.1|DALB	LOC118878135|XP_036675630.1|DSUZ, LOC108006062|XP_016924995.2|DSUZ
OG0000043	LOC117575797|XP_034116066.1|DALB, LOC117574638|XP_034114427.1|DALB	LOC108010802|XP_016931225.2|DSUZ, LOC108006056|XP_016924989.2|DSUZ
OG0000044	LOC117576108|XP_034116557.1|DALB	LOC108012094|XP_016932860.2|DSUZ
OG0000044	LOC117576562|XP_034117292.1|DALB, LOC117576555|XP_034117284.1|DALB, LOC117576559|XP_034117287.1|DALB, LOC117576556|XP_034117285.1|DALB, LOC117576558|XP_034117286.1|DALB, LOC117576554|XP_034117283.1|DALB, LOC117576551|XP_034117281.1|DALB, LOC117576550|XP_034117280.1|DALB	LOC108007932|XP_036674251.1|DSUZ, LOC108007930|XP_036674252.1|DSUZ
OG0000044	LOC117576560|XP_034117290.1|DALB, LOC117576979|XP_034118049.1|DALB	LOC108007915|XP_016927173.2|DSUZ
OG0000044	LOC117574699|XP_034114502.1|DALB	LOC108011721|XP_016932432.2|DSUZ
OG0000045	LOC117568925|XP_034105726.1|DALB	LOC108004812|XP_036670921.1|DSUZ
OG0000045	LOC117566426|XP_034101847.1|DALB	LOC108012264|XP_016933053.1|DSUZ, LOC108012265|XP_016933055.1|DSUZ
OG0000045	LOC117566425|XP_034101846.1|DALB	LOC108005813|XP_016924631.1|DSUZ
OG0000045	LOC117572554|XP_034111317.1|DALB	LOC108005814|XP_016924632.1|DSUZ
OG0000046	LOC117577657|XP_034118436.1|DALB, LOC117577658|XP_034118437.1|DALB	LOC108014937|XP_016936647.1|DSUZ, LOC108014936|XP_016936646.1|DSUZ
OG0000046	LOC117566493|XP_034101923.1|DALB, LOC117576903|XP_034117935.1|DALB, LOC117566510|XP_034101945.1|DALB, LOC117576911|XP_034117945.1|DALB, LOC117576921|XP_034117957.1|DALB	LOC108015074|XP_016936802.1|DSUZ, LOC108011093|XP_036674691.1|DSUZ, LOC108011091|XP_016931645.2|DSUZ, LOC108011090|XP_016931644.1|DSUZ, LOC108008133|XP_016927411.1|DSUZ, LOC108011098|XP_036674670.1|DSUZ
OG0000047	LOC117570271|XP_034107678.1|DALB	LOC108008533|XP_016927892.1|DSUZ
OG0000047	LOC117570312|XP_034107745.1|DALB	LOC108008555|XP_016927914.1|DSUZ
OG0000047	LOC117567370|XP_034103204.1|DALB	LOC108019650|XP_016943022.1|DSUZ
OG0000047	LOC117567748|XP_034103827.1|DALB	LOC108013633|XP_016935067.1|DSUZ
OG0000047	LOC117570238|XP_034107631.1|DALB	LOC108019638|XP_016943010.1|DSUZ
OG0000048	LOC117570722|XP_034108424.1|DALB, LOC117570720|XP_034108423.1|DALB	LOC108011323|XP_016931922.2|DSUZ, LOC108011315|XP_016931911.1|DSUZ
OG0000048	LOC117572034|XP_034110480.1|DALB	LOC108007321|XP_016926458.2|DSUZ
OG0000048	LOC117569405|XP_034106432.1|DALB	LOC108019378|XP_016942690.1|DSUZ
OG0000049	LOC117574804|XP_034114660.1|DALB	LOC108020793|XP_016944660.2|DSUZ
OG0000049	LOC117574253|XP_034113873.1|DALB	LOC108020795|XP_016944662.2|DSUZ
OG0000049	LOC117574270|XP_034113907.1|DALB	LOC108019317|XP_016942627.2|DSUZ
OG0000049	LOC117576198|XP_034116681.1|DALB	LOC108019319|XP_016942628.2|DSUZ
OG0000049	LOC117574439|XP_034114168.1|DALB	LOC108020803|XP_016944672.2|DSUZ
OG0000050	LOC117567964|XP_034104164.1|DALB	LOC108009777|XP_016929902.1|DSUZ
OG0000050	LOC117566525|XP_034101957.1|DALB	LOC108007666|XP_016926877.2|DSUZ, LOC118878835|XP_036677757.1|DSUZ, LOC108007675|XP_016926887.1|DSUZ, LOC118878829|XP_036677750.1|DSUZ
OG0000050	LOC117566526|XP_034101958.1|DALB	LOC108007678|XP_016926890.1|DSUZ, LOC118878832|XP_036677753.1|DSUZ
OG0000050	LOC117570483|XP_034108058.1|DALB	LOC108007676|XP_016926888.1|DSUZ, LOC118878830|XP_036677751.1|DSUZ
OG0000050	LOC117569367|XP_034106390.1|DALB	LOC118878828|XP_036677749.1|DSUZ, LOC108007665|XP_016926876.1|DSUZ, LOC108007667|XP_016926878.2|DSUZ, LOC118878834|XP_036677756.1|DSUZ
OG0000051	LOC117576304|XP_034116849.1|DALB	LOC108007968|XP_016927228.1|DSUZ
OG0000051	LOC117573460|XP_034112573.1|DALB, LOC117574315|XP_034114017.1|DALB, LOC117574240|XP_034113845.1|DALB, LOC117574314|XP_034114015.1|DALB, LOC117574786|XP_034114633.1|DALB	LOC108008061|XP_016927332.1|DSUZ
OG0000051	LOC117576902|XP_034117931.1|DALB	LOC108019243|XP_016942528.2|DSUZ, LOC108010880|XP_036675361.1|DSUZ, LOC118877892|XP_036674208.1|DSUZ, LOC108017397|XP_036673834.1|DSUZ, LOC108019259|XP_016942548.2|DSUZ
OG0000052	LOC117576244|XP_034116756.1|DALB, LOC117576245|XP_034116757.1|DALB, LOC117576070|XP_034116497.1|DALB, LOC117576071|XP_034116498.1|DALB, LOC117576069|XP_034116496.1|DALB, LOC117575219|XP_034115236.1|DALB, LOC117576928|XP_034117962.1|DALB	LOC108016209|XP_016938326.2|DSUZ, LOC108017445|XP_036674526.1|DSUZ, LOC108016205|XP_016938321.2|DSUZ, LOC108016212|XP_016938330.1|DSUZ, LOC108016207|XP_016938323.1|DSUZ
OG0000052	LOC117568864|XP_034105642.1|DALB, LOC117571307|XP_034109272.1|DALB, LOC117566592|XP_034102025.1|DALB, LOC117569133|XP_034106052.1|DALB, LOC117566590|XP_034102023.1|DALB, LOC117566591|XP_034102024.1|DALB, LOC117572296|XP_034110899.1|DALB	LOC108018024|XP_016940878.1|DSUZ
OG0000052	LOC117572297|XP_034110900.1|DALB, LOC117566593|XP_034102026.1|DALB	LOC108018025|XP_016940880.1|DSUZ
OG0000053	LOC117569597|XP_034106723.1|DALB	LOC108019583|XP_016942913.1|DSUZ
OG0000053	LOC117569598|XP_034106724.1|DALB	LOC108019582|XP_016942912.1|DSUZ
OG0000053	LOC117569609|XP_034106736.1|DALB	LOC108019581|XP_016942910.1|DSUZ
OG0000053	LOC117569596|XP_034106722.1|DALB	LOC108019580|XP_016942908.1|DSUZ
OG0000053	LOC117569600|XP_034106726.1|DALB	LOC108019595|XP_016942926.1|DSUZ
OG0000054	LOC117575896|XP_034116230.1|DALB	LOC108007018|XP_016926113.2|DSUZ
OG0000054	LOC117575899|XP_034116231.1|DALB	LOC108007023|XP_016926117.2|DSUZ, LOC108007019|XP_016926114.2|DSUZ
OG0000056	LOC117573870|XP_034113237.1|DALB	LOC108011021|XP_036674004.1|DSUZ
OG0000056	LOC117573868|XP_034113236.1|DALB, LOC117573871|XP_034113238.1|DALB, LOC117576772|XP_034117714.1|DALB, LOC117573872|XP_034113239.1|DALB	LOC108011024|XP_016931542.2|DSUZ, LOC108011023|XP_016931541.2|DSUZ, LOC108011022|XP_016931540.2|DSUZ
OG0000056	LOC117565555|XP_034100612.1|DALB	LOC108018752|XP_016941818.1|DSUZ, LOC108018751|XP_016941817.2|DSUZ
OG0000058	LOC117563763|XP_034098158.1|DALB, LOC117564238|XP_034098822.1|DALB, LOC117564239|XP_034098823.1|DALB, LOC117563762|XP_034098157.1|DALB, LOC117563768|XP_034098166.1|DALB, LOC117563764|XP_034098159.1|DALB, LOC117563767|XP_034098165.1|DALB	LOC108008838|XP_016928233.1|DSUZ, LOC108008882|XP_016928279.1|DSUZ, LOC108004630|XP_016923063.1|DSUZ, LOC108008875|XP_016928269.1|DSUZ
OG0000058	LOC117563761|XP_034098156.1|DALB, LOC117563760|XP_034098154.1|DALB	LOC108010497|XP_016930860.1|DSUZ
OG0000058	LOC117570528|XP_034108128.1|DALB	LOC108011123|XP_016931684.1|DSUZ
OG0000059	LOC117573843|XP_034113202.1|DALB	LOC108010906|XP_016931395.2|DSUZ
OG0000059	LOC117573838|XP_034113195.1|DALB	LOC108004991|XP_016923598.2|DSUZ, LOC108004995|XP_036675477.1|DSUZ
OG0000059	LOC117573842|XP_034113201.1|DALB	LOC108010901|XP_016931379.2|DSUZ
OG0000059	LOC117573841|XP_034113200.1|DALB, LOC117573840|XP_034113199.1|DALB, LOC117573839|XP_034113196.1|DALB	LOC108010889|XP_016931367.2|DSUZ
OG0000060	LOC117568914|XP_034105715.1|DALB	LOC108005298|XP_016923997.1|DSUZ
OG0000060	LOC117565380|XP_034100344.1|DALB	LOC108009039|XP_016928528.1|DSUZ
OG0000060	LOC117576937|XP_034117973.1|DALB	LOC108011241|XP_016931834.2|DSUZ
OG0000060	LOC117574003|XP_034113462.1|DALB	LOC108012147|XP_016932927.2|DSUZ
OG0000060	LOC117577733|XP_034118527.1|DALB	LOC108005224|XP_016923903.1|DSUZ
OG0000060	LOC117565160|XP_034100035.1|DALB	LOC108011810|XP_016932540.1|DSUZ
OG0000061	LOC117564862|XP_034099701.1|DALB	LOC108008066|XP_016927350.1|DSUZ
OG0000061	LOC117564863|XP_034099702.1|DALB, LOC117564865|XP_034099704.1|DALB	LOC108011189|XP_016931772.1|DSUZ
OG0000061	LOC117564867|XP_034099707.1|DALB	LOC108009548|XP_016929484.1|DSUZ
OG0000061	LOC117564866|XP_034099705.1|DALB	LOC108010573|XP_036676705.1|DSUZ
OG0000062	LOC117578033|XP_034119036.1|DALB	LOC108015083|XP_016936812.1|DSUZ
OG0000062	LOC117578240|XP_034119548.1|DALB	LOC108016949|XP_016939375.1|DSUZ, LOC108016941|XP_016939363.1|DSUZ, LOC108014192|XP_016935747.1|DSUZ
OG0000062	LOC117564777|XP_034099566.1|DALB	LOC108008804|XP_016928198.1|DSUZ, LOC108011049|XP_016931601.1|DSUZ, LOC108019095|XP_016942282.1|DSUZ, LOC108019076|XP_016942230.1|DSUZ, LOC108019103|XP_036676902.1|DSUZ
OG0000063	LOC117576847|XP_034117829.1|DALB, LOC117576848|XP_034117831.1|DALB, LOC117576846|XP_034117828.1|DALB	LOC108007361|XP_036673723.1|DSUZ, LOC108007341|XP_036673724.1|DSUZ, LOC108007360|XP_016926501.1|DSUZ
OG0000063	LOC117569666|XP_034106803.1|DALB	LOC108012795|XP_016933718.1|DSUZ
OG0000063	LOC117568515|XP_034105107.1|DALB	LOC108012616|XP_016933525.2|DSUZ
OG0000063	LOC117569663|XP_034106801.1|DALB, LOC117570642|XP_034108303.1|DALB	LOC108012576|XP_016933479.1|DSUZ, LOC108012502|XP_016933399.1|DSUZ
OG0000065	LOC117573742|XP_034113011.1|DALB, LOC117576240|XP_034116748.1|DALB	LOC108018380|XP_036672586.1|DSUZ
OG0000065	LOC117574829|XP_034114692.1|DALB, LOC117567609|XP_034103589.1|DALB, LOC117573376|XP_034112404.1|DALB, LOC117572676|XP_034111597.1|DALB, LOC117567608|XP_034103588.1|DALB	LOC108019746|XP_016943174.1|DSUZ, LOC118877555|XP_036672587.1|DSUZ, LOC108018714|XP_036672583.1|DSUZ, LOC108018713|XP_016941774.2|DSUZ, LOC108015662|XP_016937647.2|DSUZ, LOC108015669|XP_036673839.1|DSUZ, LOC108015657|XP_036673844.1|DSUZ
OG0000066	LOC117567134|XP_034102839.1|DALB	LOC108016054|XP_016938136.1|DSUZ, LOC108014819|XP_016936505.2|DSUZ
OG0000066	LOC117563421|XP_034097647.1|DALB	LOC108009663|XP_016929682.1|DSUZ
OG0000066	LOC117576204|XP_034116688.1|DALB	LOC108007006|XP_016926101.2|DSUZ
OG0000066	LOC117567332|XP_034103141.1|DALB	LOC108019078|XP_016942229.1|DSUZ
OG0000066	LOC117570386|XP_034107886.1|DALB	LOC108009981|XP_016930245.1|DSUZ
OG0000067	LOC117576940|XP_034117988.1|DALB	LOC108018360|XP_036672819.1|DSUZ
OG0000067	LOC117569520|XP_034106607.1|DALB	LOC108011429|XP_016932047.1|DSUZ
OG0000067	LOC117570140|XP_034107497.1|DALB	LOC108008496|XP_016927850.1|DSUZ
OG0000067	LOC117569519|XP_034106606.1|DALB	LOC108011430|XP_036670601.1|DSUZ
OG0000067	LOC117570707|XP_034108403.1|DALB	LOC108012571|XP_016933475.1|DSUZ
OG0000068	LOC117575545|XP_034115693.1|DALB	LOC108015543|XP_036672326.1|DSUZ
OG0000068	LOC117566789|XP_034102222.1|DALB	LOC108018226|XP_016941234.1|DSUZ
OG0000068	LOC117563644|XP_034097948.1|DALB	LOC108015246|XP_016937086.1|DSUZ
OG0000069	LOC117568075|XP_034104335.1|DALB	LOC108008583|XP_016927949.1|DSUZ
OG0000070	LOC117564516|XP_034099227.1|DALB, LOC117564519|XP_034099229.1|DALB	LOC108010939|XP_016931440.1|DSUZ, LOC108008584|XP_016927954.1|DSUZ
OG0000070	LOC117575370|XP_034115434.1|DALB	LOC108014746|XP_036671592.1|DSUZ
OG0000070	LOC117564518|XP_034099228.1|DALB	LOC108008382|XP_016927718.1|DSUZ
OG0000070	LOC117564520|XP_034099230.1|DALB	LOC108016673|XP_016938880.1|DSUZ
OG0000071	LOC117572590|XP_034111368.1|DALB	LOC108010694|XP_036670542.1|DSUZ
OG0000071	LOC117570623|XP_034108276.1|DALB	LOC118877301|XP_036671340.1|DSUZ
OG0000072	LOC117570917|XP_034108716.1|DALB	LOC108010178|XP_016930510.2|DSUZ
OG0000073	LOC117572206|XP_034110763.1|DALB	LOC108006185|XP_016925109.1|DSUZ
OG0000073	LOC117576610|XP_034117406.1|DALB	LOC108016759|XP_036676337.1|DSUZ
OG0000073	LOC117575585|XP_034115743.1|DALB	LOC108013859|XP_036672571.1|DSUZ, LOC108017156|XP_036675209.1|DSUZ
OG0000074	LOC117570160|XP_034107519.1|DALB, LOC117571484|XP_034109540.1|DALB, LOC117571440|XP_034109474.1|DALB	LOC108012499|XP_036670611.1|DSUZ, LOC108012409|XP_016933258.1|DSUZ
OG0000074	LOC117570586|XP_034108221.1|DALB	LOC108004794|XP_016923335.2|DSUZ
OG0000075	LOC117568212|XP_034104575.1|DALB	LOC108013328|XP_016934616.1|DSUZ
OG0000075	LOC117568439|XP_034104998.1|DALB	LOC108013578|XP_016934994.1|DSUZ
OG0000075	LOC117568441|XP_034105000.1|DALB	LOC108012554|XP_016933456.2|DSUZ, LOC108013579|XP_016934995.1|DSUZ
OG0000075	LOC117568217|XP_034104582.1|DALB	LOC108013329|XP_016934617.1|DSUZ
OG0000076	LOC117567636|XP_034103628.1|DALB	LOC108005825|XP_036670890.1|DSUZ
OG0000076	LOC117577756|XP_034118557.1|DALB	LOC108015039|XP_016936760.1|DSUZ
OG0000076	LOC117577826|XP_034118655.1|DALB	LOC108015414|XP_016937334.1|DSUZ
OG0000077	LOC117569813|XP_034107023.1|DALB	LOC108009747|XP_016929834.1|DSUZ
OG0000077	LOC117576948|XP_034117997.1|DALB	LOC108015852|XP_016937909.1|DSUZ
OG0000077	LOC117567769|XP_034103852.1|DALB	LOC108010141|XP_016930463.1|DSUZ
OG0000077	LOC117573885|XP_034113262.1|DALB	LOC108014833|XP_016936524.2|DSUZ
OG0000078	LOC117570798|XP_034108545.1|DALB, LOC117567009|XP_034102585.1|DALB, LOC117571141|XP_034109034.1|DALB, LOC117570994|XP_034108834.1|DALB	LOC108008657|XP_016928031.1|DSUZ
OG0000078	LOC117567346|XP_034103163.1|DALB	LOC108006897|XP_016925974.2|DSUZ
OG0000078	LOC117575907|XP_034116242.1|DALB	LOC108011262|XP_036675195.1|DSUZ
OG0000078	LOC117577833|XP_034118665.1|DALB	LOC108015391|XP_016937300.1|DSUZ
OG0000078	LOC117578297|XP_034119631.1|DALB	LOC108016956|XP_016939380.1|DSUZ
OG0000079	LOC117565282|XP_034100202.1|DALB	LOC108008363|XP_016927693.1|DSUZ, LOC108008373|XP_016927706.1|DSUZ
OG0000079	LOC117564408|XP_034099031.1|DALB	LOC108010440|XP_016930790.1|DSUZ
OG0000080	LOC117571068|XP_034108929.1|DALB	LOC108008669|XP_016928052.2|DSUZ, LOC108018488|XP_016941536.1|DSUZ
OG0000080	LOC117568685|XP_034105383.1|DALB	LOC108009443|XP_016929282.1|DSUZ
OG0000081	LOC117570943|XP_034108767.1|DALB	LOC108012473|XP_016933353.1|DSUZ
OG0000082	LOC117573753|XP_034113028.1|DALB, LOC117573752|XP_034113027.1|DALB	LOC108005981|XP_016924910.2|DSUZ
OG0000082	LOC117575543|XP_034115688.1|DALB	LOC108006237|XP_016925166.2|DSUZ, LOC108020861|XP_036674571.1|DSUZ, LOC118877946|XP_036674572.1|DSUZ, LOC108006234|XP_036672863.1|DSUZ
OG0000083	LOC117570126|XP_034107481.1|DALB	LOC108021699|XP_016946017.1|DSUZ, LOC108019227|XP_016942512.1|DSUZ, LOC108018957|XP_016942050.1|DSUZ, LOC108019013|XP_016942116.1|DSUZ
OG0000084	LOC117569126|XP_034106037.1|DALB	LOC108019885|XP_016943446.1|DSUZ
OG0000084	LOC117571981|XP_034110380.1|DALB	LOC108017776|XP_016940388.1|DSUZ
OG0000086	LOC117571181|XP_034109101.1|DALB, LOC117571177|XP_034109095.1|DALB	LOC108009612|XP_016929587.1|DSUZ
OG0000087	LOC117565926|XP_034101191.1|DALB	LOC108006715|XP_016925785.1|DSUZ
OG0000087	LOC117563519|XP_034097786.1|DALB	LOC108013454|XP_016934823.1|DSUZ
OG0000087	LOC117564649|XP_034099401.1|DALB	LOC108010645|XP_016931036.1|DSUZ
OG0000088	LOC117568126|XP_034104421.1|DALB	LOC108018081|XP_016940973.1|DSUZ
OG0000088	LOC117563949|XP_034098412.1|DALB	LOC108010533|XP_016930904.1|DSUZ
OG0000088	LOC117568293|XP_034104704.1|DALB	LOC108017064|XP_016939511.1|DSUZ
OG0000088	LOC117571658|XP_034109787.1|DALB, LOC117571657|XP_034109785.1|DALB	LOC108009734|XP_016929807.1|DSUZ
OG0000088	LOC117568558|XP_034105177.1|DALB	LOC108017056|XP_016939503.2|DSUZ
OG0000089	LOC117573667|XP_034112886.1|DALB	LOC108017134|XP_016939601.1|DSUZ
OG0000089	LOC117573133|XP_034111958.1|DALB	LOC108010600|XP_016930978.1|DSUZ
OG0000089	LOC117570605|XP_034108240.1|DALB	LOC108012396|XP_016933244.1|DSUZ
OG0000090	LOC117570152|XP_034107510.1|DALB	LOC108009148|XP_016928740.1|DSUZ
OG0000090	LOC117570045|XP_034107362.1|DALB	LOC108008436|XP_016927775.1|DSUZ
OG0000090	LOC117571453|XP_034109491.1|DALB	LOC108020200|XP_016943797.1|DSUZ
OG0000090	LOC117571773|XP_034110022.1|DALB	LOC108013274|XP_016934533.1|DSUZ
OG0000091	LOC117575848|XP_034116149.1|DALB	LOC108007205|XP_036674733.1|DSUZ
OG0000091	LOC117564850|XP_034099676.1|DALB	LOC108021626|XP_016945921.1|DSUZ
OG0000091	LOC117576271|XP_034116807.1|DALB	LOC108017510|XP_036673504.1|DSUZ, LOC108020281|XP_036677911.1|DSUZ
OG0000091	LOC117576270|XP_034116806.1|DALB	LOC108017517|XP_016940076.2|DSUZ, LOC118879030|XP_036677910.1|DSUZ
OG0000092	LOC117573726|XP_034112987.1|DALB, LOC117573725|XP_034112986.1|DALB	LOC108007922|XP_016927181.2|DSUZ
OG0000092	LOC117573342|XP_034112343.1|DALB	LOC108007901|XP_016927158.2|DSUZ
OG0000092	LOC117573728|XP_034112989.1|DALB	LOC108007563|XP_016926745.2|DSUZ, LOC108007927|XP_016927187.2|DSUZ
OG0000093	LOC117566120|XP_034101486.1|DALB	LOC108017965|XP_016940733.1|DSUZ
OG0000093	LOC117572473|XP_034111211.1|DALB	LOC108015401|XP_016937310.2|DSUZ, LOC108008101|XP_016927380.2|DSUZ
OG0000093	LOC117571868|XP_034110194.1|DALB	LOC108015362|XP_016937266.1|DSUZ
OG0000094	LOC117569967|XP_034107235.1|DALB	LOC108012257|XP_016933045.2|DSUZ
OG0000094	LOC117573441|XP_034112552.1|DALB	LOC108014341|XP_016935913.1|DSUZ
OG0000096	LOC117576098|XP_034116547.1|DALB	LOC108005944|XP_016924862.1|DSUZ
OG0000096	LOC117576097|XP_034116544.1|DALB	LOC108021485|XP_016945715.1|DSUZ
OG0000096	LOC117576096|XP_034116543.1|DALB	LOC108006768|XP_036674772.1|DSUZ, LOC118878143|XP_036675694.1|DSUZ
OG0000096	LOC117564095|XP_034098634.1|DALB	LOC108005977|XP_016924907.1|DSUZ
OG0000097	LOC117571330|XP_034109312.1|DALB	LOC118877444|XP_036672181.1|DSUZ, LOC108011017|XP_016931534.1|DSUZ, LOC118877448|XP_036672237.1|DSUZ, LOC108017049|XP_036671976.1|DSUZ, LOC108011556|XP_016932215.1|DSUZ, LOC108010507|XP_016930873.2|DSUZ, LOC108015617|XP_036671854.1|DSUZ
OG0000098	LOC117573741|XP_034113010.1|DALB, LOC117570996|XP_034108836.1|DALB, LOC117574633|XP_034114420.1|DALB, LOC117574635|XP_034114423.1|DALB	LOC108018693|XP_036672581.1|DSUZ
OG0000099	LOC117570575|XP_034108208.1|DALB, LOC117570574|XP_034108207.1|DALB	LOC108016827|XP_016939133.1|DSUZ
OG0000099	LOC117577441|XP_034118229.1|DALB	LOC108016981|XP_016939415.1|DSUZ
OG0000100	LOC117569898|XP_034107130.1|DALB	LOC108008543|XP_016927903.1|DSUZ
OG0000100	LOC117574748|XP_034114579.1|DALB	LOC108007575|XP_016926757.2|DSUZ
OG0000100	LOC117576656|XP_034117500.1|DALB, LOC117575927|XP_034116277.1|DALB	LOC108016414|XP_016938552.1|DSUZ
OG0000100	LOC117575926|XP_034116275.1|DALB	LOC108016415|XP_016938553.2|DSUZ
OG0000100	LOC117565539|XP_034100578.1|DALB	LOC108016400|XP_016938537.2|DSUZ
OG0000101	LOC117569034|XP_034105922.1|DALB	LOC108017021|XP_036671509.1|DSUZ, LOC108020448|XP_036672450.1|DSUZ
OG0000101	LOC117569035|XP_034105923.1|DALB	LOC118877329|XP_036671513.1|DSUZ
OG0000101	LOC117569031|XP_034105916.1|DALB	LOC118877220|XP_036670518.1|DSUZ
OG0000102	LOC117567444|XP_034103343.1|DALB	LOC108009336|XP_016929103.1|DSUZ
OG0000102	LOC117567714|XP_034103765.1|DALB	LOC108009476|XP_016929345.1|DSUZ
OG0000103	LOC117571101|XP_034108974.1|DALB, LOC117572314|XP_034110936.1|DALB	LOC108012611|XP_016933519.1|DSUZ, LOC108019406|XP_016942716.2|DSUZ
OG0000103	LOC117572313|XP_034110935.1|DALB	LOC108010501|XP_016930863.2|DSUZ
OG0000103	LOC117567293|XP_034103057.1|DALB	LOC108009753|XP_016929854.1|DSUZ
OG0000104	LOC117567936|XP_034104117.1|DALB	LOC108018816|XP_036670778.1|DSUZ
OG0000104	LOC117565234|XP_034100132.1|DALB	LOC108008643|XP_016928021.1|DSUZ
OG0000104	LOC117572065|XP_034110536.1|DALB	LOC108018835|XP_036671763.1|DSUZ
OG0000105	LOC117564701|XP_034099470.1|DALB, LOC117563408|XP_034097631.1|DALB	LOC108014115|XP_016935629.2|DSUZ, LOC108014116|XP_016935630.2|DSUZ, LOC108018286|XP_016941301.2|DSUZ, LOC108018333|XP_016941363.2|DSUZ, LOC108019558|XP_016942884.1|DSUZ
OG0000105	LOC117576159|XP_034116625.1|DALB	LOC108019998|XP_036673113.1|DSUZ
OG0000105	LOC117576833|XP_034117801.1|DALB	LOC118877652|XP_036673146.1|DSUZ, LOC108007058|XP_036673468.1|DSUZ, LOC108007036|XP_016926132.2|DSUZ, LOC108007052|XP_016926148.1|DSUZ
OG0000107	LOC117566487|XP_034101911.1|DALB, LOC117566791|XP_034102225.1|DALB, LOC117566790|XP_034102224.1|DALB	LOC108008259|XP_016927537.1|DSUZ, LOC108012670|XP_016933589.1|DSUZ, LOC108012988|XP_016934089.1|DSUZ, LOC108013596|XP_016935022.1|DSUZ, LOC108018663|XP_016941724.2|DSUZ, LOC108010416|XP_016930765.2|DSUZ, LOC108008260|XP_016927538.1|DSUZ, LOC108018456|XP_036668919.1|DSUZ
OG0000109	LOC117564878|XP_034099716.1|DALB	LOC108021564|XP_036669705.1|DSUZ, LOC108021565|XP_016945829.1|DSUZ
OG0000109	LOC117564337|XP_034098933.1|DALB	LOC108005294|XP_016923988.1|DSUZ
OG0000110	LOC117571418|XP_034109449.1|DALB	LOC118877474|XP_036672419.1|DSUZ
OG0000110	LOC117572446|XP_034111168.1|DALB	LOC108018764|XP_036672071.1|DSUZ
OG0000110	LOC117571419|XP_034109450.1|DALB	LOC108005797|XP_016924616.1|DSUZ
OG0000110	LOC117571412|XP_034109441.1|DALB	LOC108005830|XP_016924657.1|DSUZ
OG0000111	LOC117568704|XP_034105408.1|DALB	LOC108008514|XP_016927871.1|DSUZ
OG0000111	LOC117570221|XP_034107611.1|DALB, LOC117568500|XP_034105083.1|DALB	LOC108008501|XP_016927854.2|DSUZ, LOC108008570|XP_016927933.1|DSUZ
OG0000112	LOC117565393|XP_034100371.1|DALB	LOC108015224|XP_016937055.1|DSUZ, LOC108005343|XP_016924071.1|DSUZ
OG0000112	LOC117571340|XP_034109338.1|DALB, LOC117571347|XP_034109350.1|DALB, LOC117567726|XP_034103783.1|DALB, LOC117567886|XP_034104052.1|DALB, LOC117564399|XP_034099017.1|DALB	LOC108015053|XP_016936781.1|DSUZ, LOC108015052|XP_016936780.2|DSUZ
OG0000114	LOC117563970|XP_034098449.1|DALB	LOC108012462|XP_016933345.1|DSUZ, LOC108011525|XP_016932181.1|DSUZ
OG0000114	LOC117563969|XP_034098448.1|DALB	LOC108011501|XP_016932144.1|DSUZ
OG0000116	LOC117574278|XP_034113920.1|DALB	LOC108007913|XP_016927170.2|DSUZ
OG0000116	LOC117574279|XP_034113921.1|DALB	LOC108007909|XP_016927167.2|DSUZ
OG0000117	LOC117565743|XP_034100882.1|DALB	LOC108016223|XP_016938342.1|DSUZ
OG0000117	LOC117565744|XP_034100883.1|DALB	LOC108016234|XP_016938352.1|DSUZ
OG0000117	LOC117565747|XP_034100885.1|DALB	LOC108016246|XP_016938362.1|DSUZ
OG0000117	LOC117565748|XP_034100886.1|DALB	LOC108016266|XP_016938383.1|DSUZ
OG0000118	LOC117564579|XP_034099312.1|DALB, LOC117564581|XP_034099313.1|DALB	LOC108005242|XP_036668710.1|DSUZ
OG0000118	LOC117564803|XP_034099613.1|DALB, LOC117564802|XP_034099612.1|DALB, LOC117564804|XP_034099615.1|DALB	LOC108017871|XP_016940521.1|DSUZ, LOC108006685|XP_016925716.2|DSUZ, LOC108021821|XP_016946117.1|DSUZ
OG0000119	LOC117573918|XP_034113322.1|DALB	LOC108013939|XP_016935439.2|DSUZ
OG0000119	LOC117575301|XP_034115342.1|DALB	LOC108013886|XP_036674104.1|DSUZ
OG0000119	LOC117574706|XP_034114510.1|DALB	LOC118877873|XP_036674103.1|DSUZ
OG0000120	LOC117578153|XP_034119263.1|DALB	LOC108016657|XP_016938855.1|DSUZ
