Orthogroup	DALB.longest_only	DEUG.longest_only
OG0000046	LOC117566493|XP_034101923.1|DALB, LOC117576903|XP_034117935.1|DALB, LOC117566510|XP_034101945.1|DALB, LOC117576911|XP_034117945.1|DALB, LOC117576921|XP_034117957.1|DALB	LOC108105004|XP_017066870.1|DEUG, LOC108116573|XP_017084003.1|DEUG, LOC108116534|XP_017083961.1|DEUG, LOC108116575|XP_017084005.1|DEUG, LOC108116563|XP_017083991.1|DEUG, LOC108116555|XP_017083982.1|DEUG, LOC108112347|XP_017077663.1|DEUG
OG0000047	LOC117570271|XP_034107678.1|DALB	LOC108112199|XP_017077502.1|DEUG
OG0000047	LOC117570312|XP_034107745.1|DALB	LOC108113383|XP_017079444.1|DEUG
OG0000047	LOC117567370|XP_034103204.1|DALB	LOC108106728|XP_017069453.1|DEUG
OG0000047	LOC117567748|XP_034103827.1|DALB	LOC108114731|XP_017081330.1|DEUG
OG0000047	LOC117570238|XP_034107631.1|DALB	LOC108106783|XP_017069514.1|DEUG
OG0000048	LOC117570722|XP_034108424.1|DALB, LOC117570720|XP_034108423.1|DALB	LOC108114267|XP_017080653.1|DEUG, LOC108114271|XP_017080657.1|DEUG
OG0000048	LOC117572034|XP_034110480.1|DALB	LOC108113900|XP_017080095.1|DEUG
OG0000048	LOC117569405|XP_034106432.1|DALB	LOC108114275|XP_017080660.1|DEUG
OG0000049	LOC117574804|XP_034114660.1|DALB	LOC108117079|XP_017084741.1|DEUG
OG0000049	LOC117574253|XP_034113873.1|DALB	LOC108117054|XP_017084715.1|DEUG
OG0000049	LOC117574270|XP_034113907.1|DALB	LOC108117035|XP_017084693.1|DEUG
OG0000049	LOC117576198|XP_034116681.1|DALB	LOC108117036|XP_017084694.1|DEUG
OG0000049	LOC117574439|XP_034114168.1|DALB	LOC108117318|XP_017085175.1|DEUG
OG0000050	LOC117567964|XP_034104164.1|DALB	LOC108106209|XP_017068623.1|DEUG
OG0000050	LOC117566525|XP_034101957.1|DALB	LOC108116756|XP_017084264.1|DEUG
OG0000050	LOC117566526|XP_034101958.1|DALB	LOC108116757|XP_017084265.1|DEUG
OG0000050	LOC117570483|XP_034108058.1|DALB	LOC108116725|XP_017084231.1|DEUG
OG0000050	LOC117569367|XP_034106390.1|DALB	LOC108116727|XP_017084233.1|DEUG
OG0000051	LOC117576304|XP_034116849.1|DALB	LOC108109429|XP_017073417.1|DEUG
OG0000051	LOC117573460|XP_034112573.1|DALB, LOC117574315|XP_034114017.1|DALB, LOC117574240|XP_034113845.1|DALB, LOC117574314|XP_034114015.1|DALB, LOC117574786|XP_034114633.1|DALB	LOC108117064|XP_017084724.1|DEUG
OG0000051	LOC117576902|XP_034117931.1|DALB	LOC108111707|XP_017076746.1|DEUG, LOC108111705|XP_017076743.1|DEUG, LOC108111631|XP_017076651.1|DEUG, LOC108111676|XP_017076702.1|DEUG, LOC108111706|XP_017076744.1|DEUG, LOC108111732|XP_017076775.1|DEUG
OG0000052	LOC117576244|XP_034116756.1|DALB, LOC117576245|XP_034116757.1|DALB, LOC117576070|XP_034116497.1|DALB, LOC117576071|XP_034116498.1|DALB, LOC117576069|XP_034116496.1|DALB, LOC117575219|XP_034115236.1|DALB, LOC117576928|XP_034117962.1|DALB	LOC108109404|XP_017073394.1|DEUG, LOC108116631|XP_017084099.1|DEUG, LOC108109394|XP_017073383.1|DEUG, LOC108110610|XP_017075201.1|DEUG, LOC108110028|XP_017074367.1|DEUG, LOC108110036|XP_017074380.1|DEUG
OG0000052	LOC117568864|XP_034105642.1|DALB, LOC117571307|XP_034109272.1|DALB, LOC117566592|XP_034102025.1|DALB, LOC117569133|XP_034106052.1|DALB, LOC117566590|XP_034102023.1|DALB, LOC117566591|XP_034102024.1|DALB, LOC117572296|XP_034110899.1|DALB	LOC108111978|XP_017077180.1|DEUG
OG0000052	LOC117572297|XP_034110900.1|DALB, LOC117566593|XP_034102026.1|DALB	LOC108111977|XP_017077179.1|DEUG
OG0000053	LOC117569597|XP_034106723.1|DALB	LOC108104547|XP_017066177.1|DEUG
OG0000053	LOC117569598|XP_034106724.1|DALB	LOC108104546|XP_017066176.1|DEUG
OG0000053	LOC117569609|XP_034106736.1|DALB	LOC108104610|XP_017066273.1|DEUG
OG0000053	LOC117569596|XP_034106722.1|DALB	LOC108104585|XP_017066235.1|DEUG
OG0000053	LOC117569600|XP_034106726.1|DALB	LOC108113522|XP_017079606.1|DEUG
OG0000054	LOC117575896|XP_034116230.1|DALB	LOC108116465|XP_017083884.1|DEUG
OG0000054	LOC117575899|XP_034116231.1|DALB	LOC108116517|XP_017083943.1|DEUG, LOC108116481|XP_017083903.1|DEUG
OG0000055	LOC117574528|XP_034114281.1|DALB, LOC117574682|XP_034114479.1|DALB, LOC117575963|XP_034116332.1|DALB	LOC108111360|XP_017076282.1|DEUG, LOC108112571|XP_017078103.1|DEUG, LOC108111359|XP_017076280.1|DEUG
OG0000056	LOC117573870|XP_034113237.1|DALB	LOC108115632|XP_017082673.1|DEUG
OG0000056	LOC117573868|XP_034113236.1|DALB, LOC117573871|XP_034113238.1|DALB, LOC117576772|XP_034117714.1|DALB, LOC117573872|XP_034113239.1|DALB	LOC108115634|XP_017082675.1|DEUG, LOC108115633|XP_017082674.1|DEUG
OG0000056	LOC117565555|XP_034100612.1|DALB	LOC108116242|XP_017083521.1|DEUG, LOC108116270|XP_017083548.1|DEUG
OG0000058	LOC117563763|XP_034098158.1|DALB, LOC117564238|XP_034098822.1|DALB, LOC117564239|XP_034098823.1|DALB, LOC117563762|XP_034098157.1|DALB, LOC117563768|XP_034098166.1|DALB, LOC117563764|XP_034098159.1|DALB, LOC117563767|XP_034098165.1|DALB	LOC108111899|XP_017077025.1|DEUG, LOC108114779|XP_017081378.1|DEUG, LOC108114875|XP_017081520.1|DEUG, LOC108111925|XP_017077056.1|DEUG
OG0000058	LOC117563761|XP_034098156.1|DALB, LOC117563760|XP_034098154.1|DALB	LOC108113468|XP_017079539.1|DEUG
OG0000058	LOC117570528|XP_034108128.1|DALB	LOC108103231|XP_017064121.1|DEUG
OG0000059	LOC117573843|XP_034113202.1|DALB	LOC108113647|XP_017079807.1|DEUG
OG0000059	LOC117573838|XP_034113195.1|DALB	LOC108113544|XP_017079627.1|DEUG, LOC108113548|XP_017079631.1|DEUG
OG0000059	LOC117573842|XP_034113201.1|DALB	LOC108113646|XP_017079806.1|DEUG
OG0000059	LOC117573841|XP_034113200.1|DALB, LOC117573840|XP_034113199.1|DALB, LOC117573839|XP_034113196.1|DALB	LOC108113524|XP_017079604.1|DEUG
OG0000060	LOC117568914|XP_034105715.1|DALB	LOC108103845|XP_017065030.1|DEUG
OG0000060	LOC117565380|XP_034100344.1|DALB	LOC108103085|XP_017063927.1|DEUG
OG0000060	LOC117576937|XP_034117973.1|DALB	LOC108115377|XP_017082302.1|DEUG
OG0000060	LOC117574003|XP_034113462.1|DALB	LOC108104222|XP_017065654.1|DEUG
OG0000060	LOC117577733|XP_034118527.1|DALB	LOC108103803|XP_017064973.1|DEUG
OG0000060	LOC117565160|XP_034100035.1|DALB	LOC108110620|XP_017075208.1|DEUG
OG0000061	LOC117564862|XP_034099701.1|DALB	LOC108105141|XP_017067063.1|DEUG
OG0000061	LOC117564863|XP_034099702.1|DALB, LOC117564865|XP_034099704.1|DALB	LOC108105148|XP_017067072.1|DEUG
OG0000061	LOC117564867|XP_034099707.1|DALB	LOC108105132|XP_017067054.1|DEUG
OG0000061	LOC117564866|XP_034099705.1|DALB	LOC108105140|XP_017067062.1|DEUG
OG0000062	LOC117578033|XP_034119036.1|DALB	LOC108118092|XP_017086134.1|DEUG
OG0000062	LOC117578240|XP_034119548.1|DALB	LOC108106953|XP_017069718.1|DEUG, LOC108106952|XP_017069717.1|DEUG, LOC108115227|XP_017082074.1|DEUG, LOC108106954|XP_017069720.1|DEUG
OG0000062	LOC117564777|XP_034099566.1|DALB	LOC108109225|XP_017073184.1|DEUG, LOC108102612|XP_017063205.1|DEUG
OG0000063	LOC117576847|XP_034117829.1|DALB, LOC117576848|XP_034117831.1|DALB, LOC117576846|XP_034117828.1|DALB	LOC108111516|XP_017076523.1|DEUG, LOC108111518|XP_017076525.1|DEUG, LOC108111515|XP_017076522.1|DEUG, LOC108104887|XP_017066708.1|DEUG
OG0000063	LOC117569666|XP_034106803.1|DALB	LOC108114063|XP_017080306.1|DEUG
OG0000063	LOC117568515|XP_034105107.1|DALB	LOC108113978|XP_017080208.1|DEUG
OG0000063	LOC117569663|XP_034106801.1|DALB, LOC117570642|XP_034108303.1|DALB	LOC108113990|XP_017080222.1|DEUG, LOC108113962|XP_017080165.1|DEUG
OG0000065	LOC117573742|XP_034113011.1|DALB, LOC117576240|XP_034116748.1|DALB	LOC108111755|XP_017076801.1|DEUG
OG0000065	LOC117574829|XP_034114692.1|DALB, LOC117567609|XP_034103589.1|DALB, LOC117573376|XP_034112404.1|DALB, LOC117572676|XP_034111597.1|DALB, LOC117567608|XP_034103588.1|DALB	LOC108111216|XP_017076106.1|DEUG, LOC108111756|XP_017076802.1|DEUG, LOC108111472|XP_017076433.1|DEUG, LOC108111537|XP_017076550.1|DEUG, LOC108111531|XP_017076543.1|DEUG
OG0000066	LOC117567134|XP_034102839.1|DALB	LOC108116142|XP_017083360.1|DEUG, LOC108115952|XP_017083078.1|DEUG
OG0000066	LOC117563421|XP_034097647.1|DALB	LOC108114786|XP_017081387.1|DEUG
OG0000066	LOC117576204|XP_034116688.1|DALB	LOC108116291|XP_017083569.1|DEUG
OG0000066	LOC117567332|XP_034103141.1|DALB	LOC108110127|XP_017074522.1|DEUG
OG0000066	LOC117570386|XP_034107886.1|DALB	LOC108112986|XP_017078881.1|DEUG
OG0000067	LOC117576940|XP_034117988.1|DALB	LOC108110201|XP_017074664.1|DEUG
OG0000067	LOC117569520|XP_034106607.1|DALB	LOC108108193|XP_017071634.1|DEUG
OG0000067	LOC117570140|XP_034107497.1|DALB	LOC108104759|XP_017066483.1|DEUG
OG0000067	LOC117569519|XP_034106606.1|DALB	LOC108107601|XP_017070655.1|DEUG
OG0000067	LOC117570707|XP_034108403.1|DALB	LOC108113955|XP_017080157.1|DEUG
OG0000068	LOC117575545|XP_034115693.1|DALB	LOC108108396|XP_017071938.1|DEUG
OG0000068	LOC117566789|XP_034102222.1|DALB	LOC108109162|XP_017073074.1|DEUG
OG0000068	LOC117563644|XP_034097948.1|DALB	LOC108117707|XP_017085744.1|DEUG
OG0000069	LOC117568075|XP_034104335.1|DALB	LOC108107209|XP_017070114.1|DEUG
OG0000070	LOC117564516|XP_034099227.1|DALB, LOC117564519|XP_034099229.1|DALB	LOC108113477|XP_017079549.1|DEUG
OG0000070	LOC117575370|XP_034115434.1|DALB	LOC108105517|XP_017067632.1|DEUG
OG0000070	LOC117564518|XP_034099228.1|DALB	LOC108113476|XP_017079548.1|DEUG
OG0000070	LOC117564520|XP_034099230.1|DALB	LOC108117153|XP_017084908.1|DEUG
OG0000071	LOC117572590|XP_034111368.1|DALB	LOC108113923|XP_017080119.1|DEUG
OG0000071	LOC117570623|XP_034108276.1|DALB	LOC108113853|XP_017080051.1|DEUG
OG0000071	LOC117566528|XP_034101960.1|DALB	LOC108113830|XP_017080028.1|DEUG
OG0000072	LOC117570917|XP_034108716.1|DALB	LOC108112101|XP_017077339.1|DEUG
OG0000073	LOC117572206|XP_034110763.1|DALB	LOC108112923|XP_017078801.1|DEUG
OG0000073	LOC117576610|XP_034117406.1|DALB	LOC108102436|XP_017062902.1|DEUG
OG0000073	LOC117575585|XP_034115743.1|DALB	LOC108115124|XP_017081864.1|DEUG
OG0000074	LOC117570160|XP_034107519.1|DALB, LOC117571484|XP_034109540.1|DALB, LOC117571440|XP_034109474.1|DALB	LOC108107571|XP_017070620.1|DEUG
OG0000074	LOC117570586|XP_034108221.1|DALB	LOC108108501|XP_017072057.1|DEUG
OG0000075	LOC117568212|XP_034104575.1|DALB	LOC108117400|XP_017085296.1|DEUG
OG0000075	LOC117568439|XP_034104998.1|DALB	LOC108117379|XP_017085261.1|DEUG
OG0000075	LOC117568441|XP_034105000.1|DALB	LOC108117401|XP_017085297.1|DEUG
OG0000075	LOC117568217|XP_034104582.1|DALB	LOC108117381|XP_017085265.1|DEUG
OG0000076	LOC117567636|XP_034103628.1|DALB	LOC108107737|XP_017070877.1|DEUG
OG0000076	LOC117577756|XP_034118557.1|DALB	LOC108103550|XP_017064568.1|DEUG
OG0000076	LOC117577826|XP_034118655.1|DALB	LOC108103567|XP_017064581.1|DEUG
OG0000077	LOC117569813|XP_034107023.1|DALB	LOC108109158|XP_017073068.1|DEUG
OG0000077	LOC117576948|XP_034117997.1|DALB	LOC108109792|XP_017073986.1|DEUG
OG0000077	LOC117567769|XP_034103852.1|DALB	LOC108107356|XP_017070344.1|DEUG
OG0000077	LOC117573885|XP_034113262.1|DALB	LOC108116009|XP_017083176.1|DEUG
OG0000078	LOC117570798|XP_034108545.1|DALB, LOC117567009|XP_034102585.1|DALB, LOC117571141|XP_034109034.1|DALB, LOC117570994|XP_034108834.1|DALB	LOC108108942|XP_017072686.1|DEUG
OG0000078	LOC117567346|XP_034103163.1|DALB	LOC108108692|XP_017072286.1|DEUG
OG0000078	LOC117575907|XP_034116242.1|DALB	LOC108115080|XP_017081817.1|DEUG
OG0000078	LOC117577833|XP_034118665.1|DALB	LOC108115236|XP_017082120.1|DEUG
OG0000078	LOC117578297|XP_034119631.1|DALB	LOC108105339|XP_017067321.1|DEUG
OG0000079	LOC117565282|XP_034100202.1|DALB	LOC108110990|XP_017075788.1|DEUG, LOC108110575|XP_017075161.1|DEUG
OG0000079	LOC117564408|XP_034099031.1|DALB	LOC108110510|XP_017075079.1|DEUG
OG0000080	LOC117571068|XP_034108929.1|DALB	LOC108112927|XP_017078808.1|DEUG, LOC108112926|XP_017078807.1|DEUG
OG0000080	LOC117568685|XP_034105383.1|DALB	LOC108112904|XP_017078751.1|DEUG
OG0000081	LOC117570943|XP_034108767.1|DALB	LOC108102865|XP_017063558.1|DEUG
OG0000082	LOC117570745|XP_034108457.1|DALB, LOC117570413|XP_034107930.1|DALB	LOC108112180|XP_017077478.1|DEUG
OG0000082	LOC117573753|XP_034113028.1|DALB, LOC117573752|XP_034113027.1|DALB	LOC108115688|XP_017082745.1|DEUG, LOC108115689|XP_017082747.1|DEUG, LOC108115722|XP_017082784.1|DEUG
OG0000082	LOC117575543|XP_034115688.1|DALB	LOC108116863|XP_017084418.1|DEUG, LOC108116862|XP_017084417.1|DEUG
OG0000083	LOC117570126|XP_034107481.1|DALB	LOC108111226|XP_017076117.1|DEUG, LOC108111194|XP_017076078.1|DEUG, LOC108110427|XP_017074983.1|DEUG, LOC108111109|XP_017075947.1|DEUG, LOC108110531|XP_017075102.1|DEUG, LOC108110509|XP_017075078.1|DEUG
OG0000084	LOC117569126|XP_034106037.1|DALB	LOC108112025|XP_017077258.1|DEUG
OG0000084	LOC117571981|XP_034110380.1|DALB	LOC108112786|XP_017078554.1|DEUG
OG0000086	LOC117571181|XP_034109101.1|DALB, LOC117571177|XP_034109095.1|DALB	LOC108112934|XP_017078816.1|DEUG
OG0000087	LOC117565926|XP_034101191.1|DALB	LOC108110461|XP_017075018.1|DEUG
OG0000087	LOC117563519|XP_034097786.1|DALB	LOC108105764|XP_017067973.1|DEUG
OG0000087	LOC117564649|XP_034099401.1|DALB	LOC108110497|XP_017075066.1|DEUG
OG0000088	LOC117568126|XP_034104421.1|DALB	LOC108114909|XP_017081575.1|DEUG
OG0000088	LOC117563949|XP_034098412.1|DALB	LOC108105118|XP_017067040.1|DEUG
OG0000088	LOC117568293|XP_034104704.1|DALB	LOC108113980|XP_017080211.1|DEUG
OG0000088	LOC117571658|XP_034109787.1|DALB, LOC117571657|XP_034109785.1|DALB	LOC108112340|XP_017077658.1|DEUG
OG0000088	LOC117568558|XP_034105177.1|DALB	LOC108114015|XP_017080251.1|DEUG
OG0000089	LOC117573667|XP_034112886.1|DALB	LOC108116217|XP_017083494.1|DEUG
OG0000089	LOC117573133|XP_034111958.1|DALB	LOC108110281|XP_017074767.1|DEUG
OG0000089	LOC117570605|XP_034108240.1|DALB	LOC108114313|XP_017080713.1|DEUG
OG0000090	LOC117570152|XP_034107510.1|DALB	LOC108104816|XP_017066589.1|DEUG
OG0000090	LOC117570045|XP_034107362.1|DALB	LOC108104868|XP_017066681.1|DEUG
OG0000090	LOC117571453|XP_034109491.1|DALB	LOC108107791|XP_017070990.1|DEUG
OG0000090	LOC117571773|XP_034110022.1|DALB	LOC108102781|XP_017063431.1|DEUG
OG0000091	LOC117575848|XP_034116149.1|DALB	LOC108116035|XP_017083214.1|DEUG
OG0000091	LOC117564850|XP_034099676.1|DALB	LOC108104140|XP_017065530.1|DEUG
OG0000091	LOC117576271|XP_034116807.1|DALB	LOC108116874|XP_017084454.1|DEUG
OG0000091	LOC117576270|XP_034116806.1|DALB	LOC108117005|XP_017084662.1|DEUG
OG0000092	LOC117573726|XP_034112987.1|DALB, LOC117573725|XP_034112986.1|DALB	LOC108113681|XP_017079847.1|DEUG
OG0000092	LOC117573342|XP_034112343.1|DALB	LOC108113814|XP_017080011.1|DEUG
OG0000092	LOC117573728|XP_034112989.1|DALB	LOC108113547|XP_017079630.1|DEUG, LOC108113683|XP_017079849.1|DEUG
OG0000093	LOC117566120|XP_034101486.1|DALB	LOC108106152|XP_017068542.1|DEUG
OG0000093	LOC117572473|XP_034111211.1|DALB	LOC108118091|XP_017086133.1|DEUG, LOC108112753|XP_017078493.1|DEUG
OG0000093	LOC117571868|XP_034110194.1|DALB	LOC108117628|XP_017085645.1|DEUG
OG0000094	LOC117569967|XP_034107235.1|DALB	LOC108113907|XP_017080103.1|DEUG
OG0000094	LOC117573441|XP_034112552.1|DALB	LOC108115240|XP_017082086.1|DEUG
OG0000096	LOC117576098|XP_034116547.1|DALB	LOC108107140|XP_017070033.1|DEUG
OG0000096	LOC117576097|XP_034116544.1|DALB	LOC108105161|XP_017067089.1|DEUG
OG0000096	LOC117576096|XP_034116543.1|DALB	LOC108105237|XP_017067197.1|DEUG
OG0000096	LOC117564095|XP_034098634.1|DALB	LOC108114809|XP_017081419.1|DEUG
OG0000097	LOC117571330|XP_034109312.1|DALB	LOC108118252|XP_017086330.1|DEUG, LOC108108462|XP_017072005.1|DEUG, LOC108108459|XP_017072002.1|DEUG, LOC108108474|XP_017072022.1|DEUG, LOC108108469|XP_017072016.1|DEUG, LOC108108458|XP_017072001.1|DEUG, LOC108108456|XP_017071999.1|DEUG, LOC108108414|XP_017071956.1|DEUG, LOC108108415|XP_017071957.1|DEUG, LOC108108416|XP_017071958.1|DEUG, LOC108108441|XP_017071983.1|DEUG, LOC108108482|XP_017072029.1|DEUG
OG0000098	LOC117573741|XP_034113010.1|DALB, LOC117570996|XP_034108836.1|DALB, LOC117574633|XP_034114420.1|DALB, LOC117574635|XP_034114423.1|DALB	LOC108111754|XP_017076799.1|DEUG
OG0000099	LOC117570575|XP_034108208.1|DALB, LOC117570574|XP_034108207.1|DALB	LOC108103640|XP_017064680.1|DEUG
OG0000099	LOC117567580|XP_034103552.1|DALB	LOC108103641|XP_017064681.1|DEUG
OG0000099	LOC117577441|XP_034118229.1|DALB	LOC108103645|XP_017064690.1|DEUG
OG0000100	LOC117569898|XP_034107130.1|DALB	LOC108112739|XP_017078466.1|DEUG
OG0000100	LOC117574748|XP_034114579.1|DALB	LOC108113550|XP_017079633.1|DEUG
OG0000100	LOC117576656|XP_034117500.1|DALB, LOC117575927|XP_034116277.1|DALB	LOC108111672|XP_017076695.1|DEUG
OG0000100	LOC117575926|XP_034116275.1|DALB	LOC108111637|XP_017076657.1|DEUG
OG0000100	LOC117565539|XP_034100578.1|DALB	LOC108111638|XP_017076658.1|DEUG
OG0000101	LOC117569034|XP_034105922.1|DALB	LOC108108525|XP_017072086.1|DEUG
OG0000101	LOC117569031|XP_034105916.1|DALB	LOC108108526|XP_017072087.1|DEUG
OG0000102	LOC117567444|XP_034103343.1|DALB	LOC108112823|XP_017078615.1|DEUG
OG0000102	LOC117567714|XP_034103765.1|DALB	LOC108104532|XP_017066151.1|DEUG
OG0000103	LOC117571101|XP_034108974.1|DALB, LOC117572314|XP_034110936.1|DALB	LOC108108264|XP_017071711.1|DEUG, LOC108108575|XP_017072156.1|DEUG
OG0000103	LOC117572313|XP_034110935.1|DALB	LOC108108573|XP_017072153.1|DEUG
OG0000103	LOC117567293|XP_034103057.1|DALB	LOC108106655|XP_017069366.1|DEUG
OG0000104	LOC117567936|XP_034104117.1|DALB	LOC108114702|XP_017081288.1|DEUG
OG0000104	LOC117565234|XP_034100132.1|DALB	LOC108108275|XP_017071764.1|DEUG
OG0000104	LOC117572065|XP_034110536.1|DALB	LOC108114429|XP_017080906.1|DEUG
OG0000105	LOC117564701|XP_034099470.1|DALB, LOC117563408|XP_034097631.1|DALB	LOC108116860|XP_017084411.1|DEUG, LOC108116802|XP_017084339.1|DEUG, LOC108113904|XP_017080100.1|DEUG
OG0000105	LOC117576159|XP_034116625.1|DALB	LOC108109406|XP_017073392.1|DEUG
OG0000105	LOC117576833|XP_034117801.1|DALB	LOC108109430|XP_017073419.1|DEUG, LOC108109438|XP_017073428.1|DEUG
OG0000107	LOC117566487|XP_034101911.1|DALB, LOC117566791|XP_034102225.1|DALB, LOC117566790|XP_034102224.1|DALB	LOC108112143|XP_017077380.1|DEUG, LOC108118400|XP_017086565.1|DEUG, LOC108118402|XP_017086567.1|DEUG, LOC108118430|XP_017086601.1|DEUG, LOC108118401|XP_017086566.1|DEUG, LOC108118431|XP_017086602.1|DEUG, LOC108112145|XP_017077381.1|DEUG, LOC108112146|XP_017077382.1|DEUG
OG0000109	LOC117564878|XP_034099716.1|DALB	LOC108110457|XP_017075013.1|DEUG, LOC108110593|XP_017075180.1|DEUG
OG0000109	LOC117564337|XP_034098933.1|DALB	LOC108111190|XP_017076066.1|DEUG
OG0000110	LOC117571418|XP_034109449.1|DALB	LOC108102707|XP_017063338.1|DEUG
OG0000110	LOC117572446|XP_034111168.1|DALB	LOC108102709|XP_017063339.1|DEUG
OG0000110	LOC117571419|XP_034109450.1|DALB	LOC108102713|XP_017063342.1|DEUG
OG0000110	LOC117571412|XP_034109441.1|DALB	LOC108102757|XP_017063405.1|DEUG
OG0000111	LOC117568704|XP_034105408.1|DALB	LOC108108929|XP_017072669.1|DEUG
OG0000111	LOC117570221|XP_034107611.1|DALB, LOC117568500|XP_034105083.1|DALB	LOC108108945|XP_017072689.1|DEUG, LOC108108912|XP_017072651.1|DEUG, LOC108108887|XP_017072593.1|DEUG
OG0000112	LOC117565393|XP_034100371.1|DALB	LOC108117698|XP_017085724.1|DEUG, LOC108103986|XP_017065262.1|DEUG
OG0000112	LOC117571340|XP_034109338.1|DALB, LOC117571347|XP_034109350.1|DALB, LOC117567726|XP_034103783.1|DALB, LOC117567886|XP_034104052.1|DALB, LOC117564399|XP_034099017.1|DALB	LOC108109712|XP_017073832.1|DEUG, LOC108109713|XP_017073833.1|DEUG
OG0000114	LOC117563970|XP_034098449.1|DALB	LOC108104067|XP_017065417.1|DEUG
OG0000114	LOC117563969|XP_034098448.1|DALB	LOC108104063|XP_017065414.1|DEUG
OG0000116	LOC117574278|XP_034113920.1|DALB	LOC108113693|XP_017079859.1|DEUG
OG0000116	LOC117575289|XP_034115324.1|DALB, LOC117575290|XP_034115326.1|DALB	LOC108113810|XP_017080008.1|DEUG, LOC108113669|XP_017079834.1|DEUG
OG0000116	LOC117576082|XP_034116520.1|DALB	LOC108113671|XP_017079835.1|DEUG, LOC108113815|XP_017080013.1|DEUG
OG0000116	LOC117574279|XP_034113921.1|DALB	LOC108113688|XP_017079853.1|DEUG
OG0000117	LOC117565743|XP_034100882.1|DALB	LOC108105784|XP_017067999.1|DEUG
OG0000117	LOC117565744|XP_034100883.1|DALB	LOC108105785|XP_017068000.1|DEUG
OG0000117	LOC117565747|XP_034100885.1|DALB	LOC108105786|XP_017068001.1|DEUG
OG0000117	LOC117565748|XP_034100886.1|DALB	LOC108105788|XP_017068004.1|DEUG
OG0000118	LOC117564579|XP_034099312.1|DALB, LOC117564581|XP_034099313.1|DALB	LOC108102545|XP_017063093.1|DEUG, LOC108102520|XP_017063045.1|DEUG
OG0000118	LOC117564803|XP_034099613.1|DALB, LOC117564802|XP_034099612.1|DALB, LOC117564804|XP_034099615.1|DALB	LOC108105815|XP_017068045.1|DEUG
OG0000119	LOC117573918|XP_034113322.1|DALB	LOC108108384|XP_017071922.1|DEUG
OG0000119	LOC117575301|XP_034115342.1|DALB	LOC108108359|XP_017071890.1|DEUG
OG0000119	LOC117574706|XP_034114510.1|DALB	LOC108108370|XP_017071907.1|DEUG
OG0000120	LOC117578153|XP_034119263.1|DALB	LOC108105484|XP_017067590.1|DEUG
OG0000120	LOC117567543|XP_034103482.1|DALB	LOC108106341|XP_017068810.1|DEUG
OG0000120	LOC117569372|XP_034106394.1|DALB	LOC108104718|XP_017066428.1|DEUG
OG0000121	LOC117573851|XP_034113211.1|DALB, LOC117573857|XP_034113221.1|DALB	LOC108105232|XP_017067189.1|DEUG
OG0000121	LOC117576173|XP_034116649.1|DALB	LOC108105221|XP_017067172.1|DEUG, LOC108105223|XP_017067174.1|DEUG, LOC108114347|XP_017080817.1|DEUG, LOC108105242|XP_017067206.1|DEUG, LOC108111651|XP_017076671.1|DEUG
OG0000122	LOC117563285|XP_034097414.1|DALB	LOC108111528|XP_017076541.1|DEUG
OG0000122	LOC117573903|XP_034113305.1|DALB	LOC108117063|XP_017084727.1|DEUG
OG0000122	LOC117570141|XP_034107498.1|DALB	LOC108104772|XP_017066497.1|DEUG
OG0000122	LOC117565066|XP_034099905.1|DALB	LOC108110643|XP_017075233.1|DEUG
OG0000123	LOC117571190|XP_034109119.1|DALB, LOC117568483|XP_034105060.1|DALB	LOC108107365|XP_017070356.1|DEUG
OG0000123	LOC117574507|XP_034114251.1|DALB	LOC108116127|XP_017083340.1|DEUG
OG0000124	LOC117571381|XP_034109386.1|DALB, LOC117568503|XP_034105088.1|DALB	LOC108104471|XP_017066025.1|DEUG, LOC108104442|XP_017065992.1|DEUG
OG0000125	LOC117574624|XP_034114404.1|DALB	LOC108115856|XP_017082970.1|DEUG
OG0000125	LOC117573946|XP_034113364.1|DALB	LOC108116946|XP_017084583.1|DEUG
OG0000125	LOC117571229|XP_034109167.1|DALB	LOC108112733|XP_017078459.1|DEUG
OG0000125	LOC117567335|XP_034103145.1|DALB	LOC108112731|XP_017078458.1|DEUG
OG0000126	LOC117563733|XP_034098105.1|DALB	LOC108105748|XP_017067954.1|DEUG
OG0000127	LOC117574862|XP_034114769.1|DALB	LOC108115091|XP_017081827.1|DEUG, LOC108115096|XP_017081833.1|DEUG
OG0000127	LOC117575877|XP_034116206.1|DALB	LOC108115084|XP_017081821.1|DEUG
OG0000127	LOC117575878|XP_034116207.1|DALB	LOC108115089|XP_017081825.1|DEUG
OG0000128	LOC117571995|XP_034110397.1|DALB	LOC108109273|XP_017073251.1|DEUG
OG0000128	LOC117571994|XP_034110395.1|DALB	LOC108115073|XP_017081810.1|DEUG
OG0000129	LOC117577997|XP_034118986.1|DALB	LOC108109745|XP_017073897.1|DEUG
OG0000129	LOC117571227|XP_034109165.1|DALB	LOC108114735|XP_017081334.1|DEUG
OG0000129	LOC117571277|XP_034109231.1|DALB	LOC108111075|XP_017075896.1|DEUG
