Orthogroup	DALB.longest_only	DSUP.longest_only
OG0000042	LOC117576207|XP_034116693.1|DALB, LOC117574774|XP_034114613.1|DALB, LOC117574773|XP_034114612.1|DALB, LOC117574710|XP_034114517.1|DALB, LOC117574445|XP_034114174.1|DALB	LOC119551182|XP_037716311.1|DSUP
OG0000043	LOC117574637|XP_034114425.1|DALB	LOC119562926|XP_037732005.1|DSUP
OG0000043	LOC117574639|XP_034114428.1|DALB	LOC119563115|XP_037732286.1|DSUP
OG0000043	LOC117574208|XP_034113803.1|DALB	LOC119556175|XP_037724028.1|DSUP, LOC119563048|XP_037732184.1|DSUP
OG0000043	LOC117575797|XP_034116066.1|DALB, LOC117574638|XP_034114427.1|DALB	LOC119556257|XP_037724233.1|DSUP, LOC119556250|XP_037724220.1|DSUP, LOC119554418|XP_037721239.1|DSUP, LOC119556264|XP_037724244.1|DSUP
OG0000044	LOC117576108|XP_034116557.1|DALB	LOC119558156|XP_037727329.1|DSUP
OG0000044	LOC117576562|XP_034117292.1|DALB, LOC117576555|XP_034117284.1|DALB, LOC117576559|XP_034117287.1|DALB, LOC117576556|XP_034117285.1|DALB, LOC117576558|XP_034117286.1|DALB, LOC117576554|XP_034117283.1|DALB, LOC117576551|XP_034117281.1|DALB, LOC117576550|XP_034117280.1|DALB	LOC119555966|XP_037723621.1|DSUP, LOC119555955|XP_037723600.1|DSUP
OG0000044	LOC117576560|XP_034117290.1|DALB, LOC117576979|XP_034118049.1|DALB	LOC119563136|XP_037732321.1|DSUP
OG0000044	LOC117574699|XP_034114502.1|DALB	LOC119548482|XP_037711687.1|DSUP
OG0000045	LOC117568925|XP_034105726.1|DALB	LOC119553763|XP_037720298.1|DSUP
OG0000045	LOC117566426|XP_034101847.1|DALB	LOC119552534|XP_037718081.1|DSUP, LOC119554143|XP_037720848.1|DSUP
OG0000045	LOC117566425|XP_034101846.1|DALB	LOC119554102|XP_037720779.1|DSUP
OG0000045	LOC117572554|XP_034111317.1|DALB	LOC119553760|XP_037720293.1|DSUP
OG0000046	LOC117577657|XP_034118436.1|DALB, LOC117577658|XP_034118437.1|DALB	LOC119555986|XP_037723641.1|DSUP, LOC119555989|XP_037723648.1|DSUP
OG0000046	LOC117566493|XP_034101923.1|DALB, LOC117576903|XP_034117935.1|DALB, LOC117566510|XP_034101945.1|DALB, LOC117576911|XP_034117945.1|DALB, LOC117576921|XP_034117957.1|DALB	LOC119556096|XP_037723888.1|DSUP, LOC119556859|XP_037725261.1|DSUP, LOC119553613|XP_037720003.1|DSUP, LOC119549774|XP_037713961.1|DSUP, LOC119558359|XP_037727794.1|DSUP, LOC119556004|XP_037723685.1|DSUP
OG0000047	LOC117570271|XP_034107678.1|DALB	LOC119550226|XP_037714721.1|DSUP
OG0000047	LOC117570312|XP_034107745.1|DALB	LOC119550295|XP_037714817.1|DSUP
OG0000047	LOC117567370|XP_034103204.1|DALB	LOC119559372|XP_037728340.1|DSUP
OG0000047	LOC117567748|XP_034103827.1|DALB	LOC119553262|XP_037719480.1|DSUP
OG0000047	LOC117570238|XP_034107631.1|DALB	LOC119559393|XP_037728384.1|DSUP
OG0000048	LOC117570722|XP_034108424.1|DALB, LOC117570720|XP_034108423.1|DALB	LOC119553985|XP_037720620.1|DSUP, LOC119553987|XP_037720622.1|DSUP
OG0000048	LOC117572034|XP_034110480.1|DALB	LOC119553984|XP_037720618.1|DSUP
OG0000048	LOC117569405|XP_034106432.1|DALB	LOC119555323|XP_037722579.1|DSUP
OG0000049	LOC117574804|XP_034114660.1|DALB	LOC119563293|XP_037732549.1|DSUP
OG0000049	LOC117574253|XP_034113873.1|DALB	LOC119563399|XP_037732686.1|DSUP
OG0000049	LOC117574270|XP_034113907.1|DALB	LOC119553498|XP_037719841.1|DSUP
OG0000049	LOC117576198|XP_034116681.1|DALB	LOC119555370|XP_037722644.1|DSUP
OG0000049	LOC117574439|XP_034114168.1|DALB	LOC119558111|XP_037727267.1|DSUP
OG0000050	LOC117567964|XP_034104164.1|DALB	LOC119549468|XP_037713498.1|DSUP
OG0000050	LOC117566525|XP_034101957.1|DALB	LOC119554439|XP_037721277.1|DSUP
OG0000050	LOC117566526|XP_034101958.1|DALB	LOC119554992|XP_037722058.1|DSUP
OG0000050	LOC117570483|XP_034108058.1|DALB	LOC119555302|XP_037722547.1|DSUP
OG0000050	LOC117569367|XP_034106390.1|DALB	LOC119554440|XP_037721278.1|DSUP
OG0000051	LOC117576304|XP_034116849.1|DALB	LOC119560029|XP_037729252.1|DSUP
OG0000051	LOC117576902|XP_034117931.1|DALB	LOC119551943|XP_037717559.1|DSUP, LOC119546183|XP_037708239.1|DSUP, LOC119556804|XP_037725175.1|DSUP, LOC119556794|XP_037725162.1|DSUP
OG0000052	LOC117576244|XP_034116756.1|DALB, LOC117576245|XP_034116757.1|DALB, LOC117576070|XP_034116497.1|DALB, LOC117576071|XP_034116498.1|DALB, LOC117576069|XP_034116496.1|DALB, LOC117575219|XP_034115236.1|DALB, LOC117576928|XP_034117962.1|DALB	LOC119560909|XP_037730537.1|DSUP, LOC119562894|XP_037731939.1|DSUP, LOC119560209|XP_037729495.1|DSUP, LOC119560185|XP_037729475.1|DSUP, LOC119560154|XP_037729437.1|DSUP
OG0000052	LOC117568864|XP_034105642.1|DALB, LOC117571307|XP_034109272.1|DALB, LOC117566592|XP_034102025.1|DALB, LOC117569133|XP_034106052.1|DALB, LOC117566590|XP_034102023.1|DALB, LOC117566591|XP_034102024.1|DALB, LOC117572296|XP_034110899.1|DALB	LOC119549090|XP_037712749.1|DSUP
OG0000052	LOC117572297|XP_034110900.1|DALB, LOC117566593|XP_034102026.1|DALB	LOC119549091|XP_037712751.1|DSUP
OG0000053	LOC117569597|XP_034106723.1|DALB	LOC119549495|XP_037713527.1|DSUP
OG0000053	LOC117569598|XP_034106724.1|DALB	LOC119551763|XP_037717217.1|DSUP
OG0000053	LOC117569596|XP_034106722.1|DALB	LOC119551749|XP_037717203.1|DSUP
OG0000053	LOC117569600|XP_034106726.1|DALB	LOC119551753|XP_037717206.1|DSUP
OG0000054	LOC117575896|XP_034116230.1|DALB	LOC119556528|XP_037724737.1|DSUP
OG0000054	LOC117575899|XP_034116231.1|DALB	LOC119552964|XP_037718891.1|DSUP, LOC119555707|XP_037723302.1|DSUP
OG0000056	LOC117573870|XP_034113237.1|DALB	LOC119563020|XP_037732144.1|DSUP
OG0000056	LOC117573868|XP_034113236.1|DALB, LOC117573871|XP_034113238.1|DALB, LOC117576772|XP_034117714.1|DALB, LOC117573872|XP_034113239.1|DALB	LOC119563022|XP_037732148.1|DSUP, LOC119563021|XP_037732147.1|DSUP
OG0000056	LOC117565555|XP_034100612.1|DALB	LOC119556291|XP_037724281.1|DSUP, LOC119553956|XP_037720582.1|DSUP
OG0000058	LOC117563763|XP_034098158.1|DALB, LOC117564238|XP_034098822.1|DALB, LOC117564239|XP_034098823.1|DALB, LOC117563762|XP_034098157.1|DALB, LOC117563768|XP_034098166.1|DALB, LOC117563764|XP_034098159.1|DALB, LOC117563767|XP_034098165.1|DALB	LOC119551503|XP_037716797.1|DSUP, LOC119546999|XP_037709593.1|DSUP, LOC119546998|XP_037709592.1|DSUP, LOC119548424|XP_037711591.1|DSUP, LOC119551928|XP_037717493.1|DSUP
OG0000058	LOC117563761|XP_034098156.1|DALB, LOC117563760|XP_034098154.1|DALB	LOC119546720|XP_037709134.1|DSUP
OG0000058	LOC117570528|XP_034108128.1|DALB	LOC119556721|XP_037725047.1|DSUP
OG0000059	LOC117573843|XP_034113202.1|DALB	LOC119559409|XP_037728412.1|DSUP
OG0000059	LOC117573838|XP_034113195.1|DALB	LOC119560931|XP_037730598.1|DSUP, LOC119560508|XP_037729914.1|DSUP
OG0000059	LOC117573842|XP_034113201.1|DALB	LOC119556499|XP_037724690.1|DSUP
OG0000059	LOC117573841|XP_034113200.1|DALB, LOC117573840|XP_034113199.1|DALB, LOC117573839|XP_034113196.1|DALB	LOC119556184|XP_037724057.1|DSUP
OG0000060	LOC117568914|XP_034105715.1|DALB	LOC119556360|XP_037724450.1|DSUP
OG0000060	LOC117565380|XP_034100344.1|DALB	LOC119547032|XP_037709634.1|DSUP
OG0000060	LOC117576937|XP_034117973.1|DALB	LOC119561007|XP_037730755.1|DSUP
OG0000060	LOC117574003|XP_034113462.1|DALB	LOC119550934|XP_037715889.1|DSUP
OG0000060	LOC117577733|XP_034118527.1|DALB	LOC119556787|XP_037725149.1|DSUP
OG0000060	LOC117565160|XP_034100035.1|DALB	LOC119547296|XP_037710013.1|DSUP
OG0000061	LOC117564862|XP_034099701.1|DALB	LOC119547297|XP_037710014.1|DSUP
OG0000061	LOC117564863|XP_034099702.1|DALB, LOC117564865|XP_034099704.1|DALB	LOC119547411|XP_037710188.1|DSUP
OG0000061	LOC117564867|XP_034099707.1|DALB	LOC119547153|XP_037709799.1|DSUP
OG0000061	LOC117564866|XP_034099705.1|DALB	LOC119547482|XP_037710295.1|DSUP
OG0000062	LOC117578033|XP_034119036.1|DALB	LOC119557553|XP_037726263.1|DSUP
OG0000062	LOC117578240|XP_034119548.1|DALB	LOC119548633|XP_037711950.1|DSUP, LOC119548634|XP_037711951.1|DSUP, LOC119555156|XP_037722312.1|DSUP, LOC119546355|XP_037708511.1|DSUP
OG0000062	LOC117564777|XP_034099566.1|DALB	LOC119551049|XP_037716093.1|DSUP, LOC119545959|XP_037707853.1|DSUP, LOC119547494|XP_037710312.1|DSUP, LOC119546282|XP_037708390.1|DSUP
OG0000063	LOC117576847|XP_034117829.1|DALB, LOC117576848|XP_034117831.1|DALB, LOC117576846|XP_034117828.1|DALB	LOC119547939|XP_037710918.1|DSUP, LOC119551968|XP_037717607.1|DSUP, LOC119547960|XP_037710940.1|DSUP, LOC119547949|XP_037710930.1|DSUP, LOC119547929|XP_037710907.1|DSUP
OG0000063	LOC117569666|XP_034106803.1|DALB	LOC119554636|XP_037721561.1|DSUP
OG0000063	LOC117568515|XP_034105107.1|DALB	LOC119553691|XP_037720174.1|DSUP
OG0000063	LOC117569663|XP_034106801.1|DALB, LOC117570642|XP_034108303.1|DALB	LOC119553169|XP_037719333.1|DSUP, LOC119553170|XP_037719334.1|DSUP
OG0000065	LOC117573742|XP_034113011.1|DALB, LOC117576240|XP_034116748.1|DALB	LOC119561047|XP_037730805.1|DSUP
OG0000065	LOC117574829|XP_034114692.1|DALB, LOC117567609|XP_034103589.1|DALB, LOC117573376|XP_034112404.1|DALB, LOC117572676|XP_034111597.1|DALB, LOC117567608|XP_034103588.1|DALB	LOC119551150|XP_037716270.1|DSUP, LOC119561050|XP_037730810.1|DSUP, LOC119561049|XP_037730809.1|DSUP, LOC119561048|XP_037730807.1|DSUP, LOC119559981|XP_037729166.1|DSUP, LOC119555273|XP_037722507.1|DSUP, LOC119563411|XP_037732707.1|DSUP
OG0000066	LOC117567134|XP_034102839.1|DALB	LOC119560085|XP_037729330.1|DSUP, LOC119560534|XP_037729953.1|DSUP
OG0000066	LOC117563421|XP_034097647.1|DALB	LOC119547346|XP_037710087.1|DSUP
OG0000066	LOC117576204|XP_034116688.1|DALB	LOC119560140|XP_037729424.1|DSUP
OG0000066	LOC117567332|XP_034103141.1|DALB	LOC119558417|XP_037727894.1|DSUP
OG0000066	LOC117570386|XP_034107886.1|DALB	LOC119550852|XP_037715749.1|DSUP
OG0000067	LOC117576940|XP_034117988.1|DALB	LOC119560888|XP_037730510.1|DSUP
OG0000067	LOC117569520|XP_034106607.1|DALB	LOC119553386|XP_037719671.1|DSUP
OG0000067	LOC117570140|XP_034107497.1|DALB	LOC119550078|XP_037714475.1|DSUP
OG0000067	LOC117569519|XP_034106606.1|DALB	LOC119553465|XP_037719795.1|DSUP
OG0000067	LOC117570707|XP_034108403.1|DALB	LOC119553512|XP_037719863.1|DSUP
OG0000068	LOC117575545|XP_034115693.1|DALB	LOC119552687|XP_037718340.1|DSUP
OG0000068	LOC117566789|XP_034102222.1|DALB	LOC119550979|XP_037715942.1|DSUP
OG0000068	LOC117563644|XP_034097948.1|DALB	LOC119555964|XP_037723613.1|DSUP
OG0000069	LOC117568075|XP_034104335.1|DALB	LOC119550426|XP_037715021.1|DSUP
OG0000070	LOC117564516|XP_034099227.1|DALB, LOC117564519|XP_034099229.1|DALB	LOC119547175|XP_037709836.1|DSUP, LOC119546702|XP_037709110.1|DSUP
OG0000070	LOC117575370|XP_034115434.1|DALB	LOC119553795|XP_037720335.1|DSUP
OG0000070	LOC117564518|XP_034099228.1|DALB	LOC119546705|XP_037709112.1|DSUP
OG0000070	LOC117564520|XP_034099230.1|DALB	LOC119556647|XP_037724907.1|DSUP
OG0000071	LOC117572590|XP_034111368.1|DALB	LOC119555204|XP_037722387.1|DSUP
OG0000071	LOC117570623|XP_034108276.1|DALB	LOC119552553|XP_037718101.1|DSUP
OG0000071	LOC117566528|XP_034101960.1|DALB	LOC119554936|XP_037721974.1|DSUP
OG0000072	LOC117566569|XP_034102002.1|DALB, LOC117567900|XP_034104064.1|DALB	LOC119551080|XP_037716171.1|DSUP
OG0000072	LOC117570917|XP_034108716.1|DALB	LOC119551079|XP_037716170.1|DSUP
OG0000073	LOC117572206|XP_034110763.1|DALB	LOC119549420|XP_037713422.1|DSUP
OG0000073	LOC117576610|XP_034117406.1|DALB	LOC119557222|XP_037725820.1|DSUP
OG0000073	LOC117575585|XP_034115743.1|DALB	LOC119559869|XP_037728906.1|DSUP
OG0000074	LOC117570160|XP_034107519.1|DALB, LOC117571484|XP_034109540.1|DALB, LOC117571440|XP_034109474.1|DALB	LOC119555627|XP_037723076.1|DSUP
OG0000074	LOC117570586|XP_034108221.1|DALB	LOC119553528|XP_037719882.1|DSUP
OG0000075	LOC117568212|XP_034104575.1|DALB	LOC119552995|XP_037718942.1|DSUP
OG0000075	LOC117568439|XP_034104998.1|DALB	LOC119553014|XP_037718987.1|DSUP
OG0000075	LOC117568441|XP_034105000.1|DALB	LOC119553016|XP_037718989.1|DSUP, LOC119553015|XP_037718988.1|DSUP
OG0000075	LOC117568217|XP_034104582.1|DALB	LOC119552996|XP_037718943.1|DSUP
OG0000076	LOC117567636|XP_034103628.1|DALB	LOC119555219|XP_037722410.1|DSUP
OG0000076	LOC117577756|XP_034118557.1|DALB	LOC119556781|XP_037725143.1|DSUP
OG0000076	LOC117577826|XP_034118655.1|DALB	LOC119556782|XP_037725144.1|DSUP
OG0000077	LOC117569813|XP_034107023.1|DALB	LOC119549138|XP_037712837.1|DSUP
OG0000077	LOC117576948|XP_034117997.1|DALB	LOC119560232|XP_037729526.1|DSUP
OG0000077	LOC117567769|XP_034103852.1|DALB	LOC119549259|XP_037713095.1|DSUP
OG0000077	LOC117573885|XP_034113262.1|DALB	LOC119548360|XP_037711506.1|DSUP
OG0000078	LOC117570798|XP_034108545.1|DALB, LOC117567009|XP_034102585.1|DALB, LOC117571141|XP_034109034.1|DALB, LOC117570994|XP_034108834.1|DALB	LOC119550532|XP_037715180.1|DSUP
OG0000078	LOC117567346|XP_034103163.1|DALB	LOC119553881|XP_037720469.1|DSUP
OG0000078	LOC117575907|XP_034116242.1|DALB	LOC119560420|XP_037729785.1|DSUP
OG0000078	LOC117577833|XP_034118665.1|DALB	LOC119556490|XP_037724675.1|DSUP
OG0000078	LOC117578297|XP_034119631.1|DALB	LOC119557021|XP_037725486.1|DSUP
OG0000079	LOC117565282|XP_034100202.1|DALB	LOC119547246|XP_037709953.1|DSUP, LOC119547249|XP_037709956.1|DSUP
OG0000079	LOC117564408|XP_034099031.1|DALB	LOC119547248|XP_037709955.1|DSUP
OG0000080	LOC117571068|XP_034108929.1|DALB	LOC119551310|XP_037716532.1|DSUP, LOC119550287|XP_037714805.1|DSUP
OG0000080	LOC117568685|XP_034105383.1|DALB	LOC119549434|XP_037713451.1|DSUP
OG0000081	LOC117570943|XP_034108767.1|DALB	LOC119554911|XP_037721941.1|DSUP
OG0000082	LOC117570745|XP_034108457.1|DALB, LOC117570413|XP_034107930.1|DALB	LOC119551581|XP_037716911.1|DSUP
OG0000082	LOC117573753|XP_034113028.1|DALB, LOC117573752|XP_034113027.1|DALB	LOC119556198|XP_037724083.1|DSUP
OG0000082	LOC117575543|XP_034115688.1|DALB	LOC119560897|XP_037730522.1|DSUP, LOC119560898|XP_037730523.1|DSUP
OG0000083	LOC117570126|XP_034107481.1|DALB	LOC119548097|XP_037711114.1|DSUP, LOC119546591|XP_037708932.1|DSUP, LOC119546708|XP_037709117.1|DSUP, LOC119547690|XP_037710586.1|DSUP
OG0000084	LOC117569126|XP_034106037.1|DALB	LOC119550924|XP_037715869.1|DSUP
OG0000084	LOC117571981|XP_034110380.1|DALB	LOC119551740|XP_037717169.1|DSUP
OG0000086	LOC117571181|XP_034109101.1|DALB, LOC117571177|XP_034109095.1|DALB	LOC119549877|XP_037714110.1|DSUP
OG0000087	LOC117565926|XP_034101191.1|DALB	LOC119546360|XP_037708515.1|DSUP
OG0000087	LOC117563519|XP_034097786.1|DALB	LOC119547736|XP_037710650.1|DSUP
OG0000087	LOC117564649|XP_034099401.1|DALB	LOC119547060|XP_037709670.1|DSUP
OG0000088	LOC117568126|XP_034104421.1|DALB	LOC119549208|XP_037712982.1|DSUP
OG0000088	LOC117563949|XP_034098412.1|DALB	LOC119547300|XP_037710018.1|DSUP
OG0000088	LOC117568293|XP_034104704.1|DALB	LOC119553792|XP_037720331.1|DSUP
OG0000088	LOC117571658|XP_034109787.1|DALB, LOC117571657|XP_034109785.1|DALB	LOC119549647|XP_037713759.1|DSUP
OG0000088	LOC117568558|XP_034105177.1|DALB	LOC119553816|XP_037720365.1|DSUP
OG0000089	LOC117573667|XP_034112886.1|DALB	LOC119559948|XP_037729105.1|DSUP
OG0000089	LOC117573133|XP_034111958.1|DALB	LOC119560639|XP_037730119.1|DSUP
OG0000089	LOC117570605|XP_034108240.1|DALB	LOC119554444|XP_037721284.1|DSUP
OG0000090	LOC117570152|XP_034107510.1|DALB	LOC119551577|XP_037716907.1|DSUP
OG0000090	LOC117570045|XP_034107362.1|DALB	LOC119551295|XP_037716502.1|DSUP
OG0000090	LOC117571453|XP_034109491.1|DALB	LOC119552801|XP_037718566.1|DSUP
OG0000090	LOC117571773|XP_034110022.1|DALB	LOC119555352|XP_037722617.1|DSUP
OG0000091	LOC117575848|XP_034116149.1|DALB	LOC119550132|XP_037714564.1|DSUP
OG0000091	LOC117564850|XP_034099676.1|DALB	LOC119548319|XP_037711427.1|DSUP
OG0000091	LOC117576271|XP_034116807.1|DALB	LOC119545780|XP_037707573.1|DSUP
OG0000091	LOC117576270|XP_034116806.1|DALB	LOC119563325|XP_037732595.1|DSUP
OG0000092	LOC117573726|XP_034112987.1|DALB, LOC117573725|XP_034112986.1|DALB	LOC119555984|XP_037723644.1|DSUP
OG0000092	LOC117573342|XP_034112343.1|DALB	LOC119554434|XP_037721266.1|DSUP
OG0000092	LOC117573728|XP_034112989.1|DALB	LOC119563440|XP_037732759.1|DSUP, LOC119563381|XP_037732661.1|DSUP
OG0000093	LOC117566120|XP_034101486.1|DALB	LOC119548851|XP_037712400.1|DSUP
OG0000093	LOC117572473|XP_034111211.1|DALB	LOC119555990|XP_037723649.1|DSUP, LOC119549355|XP_037713272.1|DSUP
OG0000093	LOC117571868|XP_034110194.1|DALB	LOC119559303|XP_037728310.1|DSUP, LOC119557146|XP_037725658.1|DSUP
OG0000094	LOC117569967|XP_034107235.1|DALB	LOC119553732|XP_037720249.1|DSUP
OG0000094	LOC117573441|XP_034112552.1|DALB	LOC119560272|XP_037729566.1|DSUP
OG0000096	LOC117576098|XP_034116547.1|DALB	LOC119548522|XP_037711741.1|DSUP
OG0000096	LOC117576097|XP_034116544.1|DALB	LOC119547864|XP_037710825.1|DSUP
OG0000096	LOC117576096|XP_034116543.1|DALB	LOC119548857|XP_037712415.1|DSUP
OG0000096	LOC117564095|XP_034098634.1|DALB	LOC119548361|XP_037711504.1|DSUP
OG0000097	LOC117571330|XP_034109312.1|DALB	LOC119554569|XP_037721469.1|DSUP, LOC119554443|XP_037721283.1|DSUP, LOC119547844|XP_037710802.1|DSUP, LOC119555186|XP_037722366.1|DSUP, LOC119554186|XP_037720908.1|DSUP, LOC119547675|XP_037710563.1|DSUP, LOC119554179|XP_037720899.1|DSUP, LOC119553943|XP_037720563.1|DSUP, LOC119553415|XP_037719720.1|DSUP
OG0000098	LOC117573741|XP_034113010.1|DALB, LOC117570996|XP_034108836.1|DALB, LOC117574633|XP_034114420.1|DALB, LOC117574635|XP_034114423.1|DALB	LOC119561054|XP_037730815.1|DSUP, LOC119561045|XP_037730804.1|DSUP
OG0000099	LOC117570575|XP_034108208.1|DALB, LOC117570574|XP_034108207.1|DALB	LOC119558177|XP_037727371.1|DSUP
OG0000099	LOC117577441|XP_034118229.1|DALB	LOC119558261|XP_037727536.1|DSUP
OG0000100	LOC117569898|XP_034107130.1|DALB	LOC119550809|XP_037715676.1|DSUP
OG0000100	LOC117574748|XP_034114579.1|DALB	LOC119561232|XP_037730976.1|DSUP
OG0000100	LOC117576656|XP_034117500.1|DALB, LOC117575927|XP_034116277.1|DALB	LOC119560440|XP_037729811.1|DSUP
OG0000100	LOC117575926|XP_034116275.1|DALB	LOC119560441|XP_037729812.1|DSUP
OG0000100	LOC117565539|XP_034100578.1|DALB	LOC119560505|XP_037729907.1|DSUP
OG0000102	LOC117567444|XP_034103343.1|DALB	LOC119549166|XP_037712887.1|DSUP
OG0000102	LOC117567714|XP_034103765.1|DALB	LOC119552089|XP_037717794.1|DSUP
OG0000103	LOC117571101|XP_034108974.1|DALB, LOC117572314|XP_034110936.1|DALB	LOC119553070|XP_037719123.1|DSUP, LOC119552691|XP_037718344.1|DSUP
OG0000103	LOC117572313|XP_034110935.1|DALB	LOC119552690|XP_037718343.1|DSUP
OG0000103	LOC117567293|XP_034103057.1|DALB	LOC119549539|XP_037713615.1|DSUP
OG0000104	LOC117567936|XP_034104117.1|DALB	LOC119552682|XP_037718328.1|DSUP
OG0000104	LOC117565234|XP_034100132.1|DALB	LOC119547526|XP_037710347.1|DSUP
OG0000104	LOC117572065|XP_034110536.1|DALB	LOC119552753|XP_037718469.1|DSUP
OG0000105	LOC117564701|XP_034099470.1|DALB, LOC117563408|XP_034097631.1|DALB	LOC119552073|XP_037717779.1|DSUP, LOC119551771|XP_037717229.1|DSUP, LOC119546005|XP_037707934.1|DSUP, LOC119559423|XP_037728445.1|DSUP
OG0000105	LOC117576159|XP_034116625.1|DALB	LOC119561103|XP_037730925.1|DSUP
OG0000105	LOC117576833|XP_034117801.1|DALB	LOC119559579|XP_037728528.1|DSUP, LOC119559963|XP_037729124.1|DSUP, LOC119559962|XP_037729123.1|DSUP, LOC119559578|XP_037728527.1|DSUP
OG0000107	LOC117566487|XP_034101911.1|DALB, LOC117566791|XP_034102225.1|DALB, LOC117566790|XP_034102224.1|DALB	LOC119551428|XP_037716699.1|DSUP, LOC119551427|XP_037716698.1|DSUP, LOC119546334|XP_037708462.1|DSUP, LOC119546335|XP_037708463.1|DSUP, LOC119548582|XP_037711828.1|DSUP, LOC119546337|XP_037708466.1|DSUP, LOC119548571|XP_037711817.1|DSUP, LOC119551957|XP_037717579.1|DSUP, LOC119547555|XP_037710383.1|DSUP, LOC119549865|XP_037714088.1|DSUP, LOC119551429|XP_037716700.1|DSUP
OG0000109	LOC117564878|XP_034099716.1|DALB	LOC119548022|XP_037711021.1|DSUP, LOC119548023|XP_037711024.1|DSUP
OG0000109	LOC117564337|XP_034098933.1|DALB	LOC119548267|XP_037711341.1|DSUP
OG0000110	LOC117572446|XP_034111168.1|DALB	LOC119553324|XP_037719581.1|DSUP
OG0000110	LOC117571419|XP_034109450.1|DALB	LOC119553439|XP_037719757.1|DSUP
OG0000110	LOC117571412|XP_034109441.1|DALB	LOC119554910|XP_037721940.1|DSUP
OG0000111	LOC117568704|XP_034105408.1|DALB	LOC119551522|XP_037716837.1|DSUP
OG0000111	LOC117570221|XP_034107611.1|DALB, LOC117568500|XP_034105083.1|DALB	LOC119549723|XP_037713889.1|DSUP, LOC119551617|XP_037716958.1|DSUP
OG0000112	LOC117565393|XP_034100371.1|DALB	LOC119558344|XP_037727750.1|DSUP, LOC119555930|XP_037723558.1|DSUP
OG0000112	LOC117571340|XP_034109338.1|DALB, LOC117571347|XP_034109350.1|DALB, LOC117567726|XP_034103783.1|DALB, LOC117567886|XP_034104052.1|DALB, LOC117564399|XP_034099017.1|DALB	LOC119556800|XP_037725166.1|DSUP, LOC119556776|XP_037725132.1|DSUP
OG0000114	LOC117563970|XP_034098449.1|DALB	LOC119546354|XP_037708510.1|DSUP
OG0000114	LOC117563969|XP_034098448.1|DALB	LOC119548737|XP_037712180.1|DSUP
OG0000116	LOC117574278|XP_034113920.1|DALB	LOC119552744|XP_037718442.1|DSUP
OG0000116	LOC117575289|XP_034115324.1|DALB, LOC117575290|XP_034115326.1|DALB	LOC119550666|XP_037715443.1|DSUP
OG0000116	LOC117576082|XP_034116520.1|DALB	LOC119550655|XP_037715432.1|DSUP
OG0000116	LOC117574279|XP_034113921.1|DALB	LOC119563353|XP_037732631.1|DSUP
OG0000117	LOC117565743|XP_034100882.1|DALB	LOC119548691|XP_037712083.1|DSUP
OG0000117	LOC117565744|XP_034100883.1|DALB	LOC119548692|XP_037712084.1|DSUP
OG0000117	LOC117565747|XP_034100885.1|DALB	LOC119548694|XP_037712085.1|DSUP
OG0000117	LOC117565748|XP_034100886.1|DALB	LOC119548696|XP_037712087.1|DSUP
OG0000118	LOC117564579|XP_034099312.1|DALB, LOC117564581|XP_034099313.1|DALB	LOC119546036|XP_037707984.1|DSUP, LOC119546037|XP_037707985.1|DSUP
OG0000118	LOC117564803|XP_034099613.1|DALB, LOC117564802|XP_034099612.1|DALB, LOC117564804|XP_034099615.1|DALB	LOC119550473|XP_037715089.1|DSUP, LOC119548372|XP_037711518.1|DSUP
OG0000119	LOC117573918|XP_034113322.1|DALB	LOC119560592|XP_037730045.1|DSUP
OG0000119	LOC117575301|XP_034115342.1|DALB	LOC119560299|XP_037729598.1|DSUP
OG0000119	LOC117574706|XP_034114510.1|DALB	LOC119560412|XP_037729775.1|DSUP
OG0000120	LOC117578153|XP_034119263.1|DALB	LOC119558090|XP_037727226.1|DSUP
OG0000120	LOC117567543|XP_034103482.1|DALB	LOC119549174|XP_037712903.1|DSUP
OG0000120	LOC117569372|XP_034106394.1|DALB	LOC119552716|XP_037718394.1|DSUP
OG0000121	LOC117573851|XP_034113211.1|DALB, LOC117573857|XP_034113221.1|DALB	LOC119553744|XP_037720273.1|DSUP
OG0000121	LOC117576173|XP_034116649.1|DALB	LOC119548132|XP_037711160.1|DSUP, LOC119548142|XP_037711171.1|DSUP
OG0000122	LOC117563285|XP_034097414.1|DALB	LOC119546481|XP_037708701.1|DSUP
OG0000122	LOC117573903|XP_034113305.1|DALB	LOC119556222|XP_037724134.1|DSUP
OG0000122	LOC117570141|XP_034107498.1|DALB	LOC119550845|XP_037715740.1|DSUP
OG0000122	LOC117565066|XP_034099905.1|DALB	LOC119548272|XP_037711351.1|DSUP
OG0000123	LOC117571190|XP_034109119.1|DALB, LOC117568483|XP_034105060.1|DALB	LOC119551627|XP_037716977.1|DSUP
