Orthogroup	DALB.longest_only	CPIP.longest_only
OG0000078	LOC117570798|XP_034108545.1|DALB, LOC117567009|XP_034102585.1|DALB, LOC117571141|XP_034109034.1|DALB, LOC117570994|XP_034108834.1|DALB, LOC117567346|XP_034103163.1|DALB, LOC117575907|XP_034116242.1|DALB, LOC117577833|XP_034118665.1|DALB, LOC117578297|XP_034119631.1|DALB	LOC120426652|XP_039447380.1|CPIP, LOC120417056|XP_039434945.1|CPIP
OG0000080	LOC117571068|XP_034108929.1|DALB, LOC117568685|XP_034105383.1|DALB	LOC120419665|XP_039438362.1|CPIP, LOC120432076|XP_039453147.1|CPIP, LOC120431515|XP_039452549.1|CPIP, LOC120432086|XP_039453158.1|CPIP, LOC120431996|XP_039453065.1|CPIP
OG0000082	LOC117570745|XP_034108457.1|DALB, LOC117570413|XP_034107930.1|DALB, LOC117573753|XP_034113028.1|DALB, LOC117573752|XP_034113027.1|DALB, LOC117575543|XP_034115688.1|DALB	LOC120417717|XP_039435802.1|CPIP, LOC120412752|XP_039429279.1|CPIP, LOC120412753|XP_039429280.1|CPIP, LOC120419465|XP_039438084.1|CPIP, LOC120419907|XP_039438710.1|CPIP, LOC120417732|XP_039435823.1|CPIP, LOC120413477|XP_039430262.1|CPIP, LOC120430123|XP_039451143.1|CPIP, LOC120414610|XP_039431767.1|CPIP
OG0000083	LOC117570126|XP_034107481.1|DALB	LOC120420972|XP_039440038.1|CPIP, LOC120420970|XP_039440036.1|CPIP
OG0000084	LOC117569126|XP_034106037.1|DALB	LOC120417385|XP_039435338.1|CPIP, LOC120417417|XP_039435394.1|CPIP, LOC120417391|XP_039435346.1|CPIP, LOC120421339|XP_039440455.1|CPIP, LOC120416554|XP_039434220.1|CPIP
OG0000084	LOC117571981|XP_034110380.1|DALB	LOC120424545|XP_039444643.1|CPIP, LOC120424544|XP_039444642.1|CPIP, LOC120422454|XP_039441832.1|CPIP, LOC120424528|XP_039444621.1|CPIP, LOC120424522|XP_039444615.1|CPIP, LOC120426597|XP_039447322.1|CPIP, LOC120424525|XP_039444619.1|CPIP, LOC120424523|XP_039444617.1|CPIP, LOC120424526|XP_039444620.1|CPIP, LOC120424524|XP_039444618.1|CPIP, LOC120423778|XP_039443631.1|CPIP
OG0000086	LOC117571181|XP_034109101.1|DALB, LOC117571177|XP_034109095.1|DALB	LOC120419495|XP_039438120.1|CPIP
OG0000087	LOC117565926|XP_034101191.1|DALB	LOC120431959|XP_039453027.1|CPIP, LOC120424926|XP_039445151.1|CPIP, LOC120424893|XP_039445115.1|CPIP, LOC120431961|XP_039453029.1|CPIP, LOC120431960|XP_039453028.1|CPIP, LOC120424925|XP_039445150.1|CPIP, LOC120424892|XP_039445113.1|CPIP, LOC120424924|XP_039445149.1|CPIP, LOC120424889|XP_039445110.1|CPIP, LOC120425288|XP_039445674.1|CPIP
OG0000087	LOC117563519|XP_034097786.1|DALB, LOC117564649|XP_034099401.1|DALB	LOC120424910|XP_039445137.1|CPIP, LOC120424913|XP_039445140.1|CPIP
OG0000088	LOC117568126|XP_034104421.1|DALB	LOC120424171|XP_039444162.1|CPIP
OG0000089	LOC117573667|XP_034112886.1|DALB	LOC120414898|XP_039432159.1|CPIP
OG0000089	LOC117573133|XP_034111958.1|DALB	LOC120415074|XP_039432408.1|CPIP
OG0000089	LOC117570605|XP_034108240.1|DALB	LOC120419960|XP_039438755.1|CPIP, LOC120419983|XP_039438795.1|CPIP
OG0000090	LOC117570152|XP_034107510.1|DALB, LOC117570045|XP_034107362.1|DALB, LOC117571453|XP_034109491.1|DALB, LOC117568592|XP_034105231.1|DALB, LOC117571773|XP_034110022.1|DALB	LOC120421682|XP_039440847.1|CPIP, LOC120421690|XP_039440861.1|CPIP, LOC120426406|XP_039447096.1|CPIP, LOC120421699|XP_039440871.1|CPIP
OG0000091	LOC117575848|XP_034116149.1|DALB	LOC120425404|XP_039445863.1|CPIP
OG0000091	LOC117564850|XP_034099676.1|DALB, LOC117576271|XP_034116807.1|DALB, LOC117576270|XP_034116806.1|DALB	LOC120424933|XP_039445164.1|CPIP
OG0000093	LOC117566120|XP_034101486.1|DALB	LOC120423404|XP_039443137.1|CPIP
OG0000094	LOC117569967|XP_034107235.1|DALB, LOC117566609|XP_034102040.1|DALB, LOC117574461|XP_034114190.1|DALB, LOC117574464|XP_034114191.1|DALB, LOC117573441|XP_034112552.1|DALB	LOC120425648|XP_039446167.1|CPIP, LOC120425708|XP_039446241.1|CPIP, LOC120431494|XP_039452533.1|CPIP, LOC120425701|XP_039446230.1|CPIP, LOC120421037|XP_039440109.1|CPIP, LOC120421043|XP_039440120.1|CPIP, LOC120413857|XP_039430748.1|CPIP, LOC120421039|XP_039440116.1|CPIP, LOC120412371|XP_039428726.1|CPIP, LOC120412378|XP_039428738.1|CPIP, LOC120430436|XP_039451481.1|CPIP, LOC120423072|XP_039442676.1|CPIP, LOC120430435|XP_039451480.1|CPIP, LOC120430433|XP_039451478.1|CPIP, LOC120430651|XP_039451691.1|CPIP, LOC120421704|XP_039441223.1|CPIP, LOC120420801|XP_039440192.1|CPIP, LOC120424242|XP_039444239.1|CPIP
OG0000098	LOC117573741|XP_034113010.1|DALB, LOC117570996|XP_034108836.1|DALB, LOC117574633|XP_034114420.1|DALB, LOC117574635|XP_034114423.1|DALB	LOC120423046|XP_039442653.1|CPIP, LOC120423055|XP_039442660.1|CPIP
OG0000099	LOC117577441|XP_034118229.1|DALB	LOC120414418|XP_039431532.1|CPIP, LOC120414383|XP_039431492.1|CPIP, LOC120414382|XP_039431487.1|CPIP
OG0000101	LOC117569034|XP_034105922.1|DALB, LOC117569035|XP_034105923.1|DALB, LOC117569031|XP_034105916.1|DALB	LOC120427216|XP_039448015.1|CPIP
OG0000102	LOC117567444|XP_034103343.1|DALB	LOC120413414|XP_039430153.1|CPIP, LOC120413405|XP_039430144.1|CPIP, LOC120412910|XP_039429479.1|CPIP, LOC120413423|XP_039430169.1|CPIP, LOC120417857|XP_039436011.1|CPIP, LOC120413400|XP_039430134.1|CPIP, LOC120413398|XP_039430131.1|CPIP
OG0000102	LOC117567714|XP_034103765.1|DALB	LOC120432492|XP_039453640.1|CPIP
OG0000103	LOC117571101|XP_034108974.1|DALB, LOC117572314|XP_034110936.1|DALB, LOC117572313|XP_034110935.1|DALB, LOC117567293|XP_034103057.1|DALB	LOC120416536|XP_039434185.1|CPIP, LOC120417606|XP_039435649.1|CPIP, LOC120417607|XP_039435650.1|CPIP, LOC120417608|XP_039435652.1|CPIP, LOC120423255|XP_039442909.1|CPIP
OG0000104	LOC117565234|XP_034100132.1|DALB, LOC117572065|XP_034110536.1|DALB	LOC120412621|XP_039429106.1|CPIP, LOC120412646|XP_039429134.1|CPIP, LOC120412612|XP_039429095.1|CPIP
OG0000105	LOC117564701|XP_034099470.1|DALB, LOC117563408|XP_034097631.1|DALB, LOC117576159|XP_034116625.1|DALB, LOC117576833|XP_034117801.1|DALB	LOC120425216|XP_039445581.1|CPIP
OG0000109	LOC117564878|XP_034099716.1|DALB	LOC120423583|XP_039443376.1|CPIP, LOC120420353|XP_039439283.1|CPIP, LOC120420541|XP_039439548.1|CPIP, LOC120423553|XP_039443331.1|CPIP
OG0000109	LOC117564341|XP_034098942.1|DALB, LOC117564337|XP_034098933.1|DALB	LOC120423573|XP_039443364.1|CPIP, LOC120423521|XP_039443303.1|CPIP
OG0000110	LOC117571418|XP_034109449.1|DALB, LOC117572446|XP_034111168.1|DALB, LOC117571419|XP_034109450.1|DALB, LOC117571412|XP_034109441.1|DALB	LOC120432096|XP_039453165.1|CPIP
OG0000111	LOC117568704|XP_034105408.1|DALB, LOC117570221|XP_034107611.1|DALB, LOC117568500|XP_034105083.1|DALB	LOC120423942|XP_039443860.1|CPIP, LOC120415255|XP_039432655.1|CPIP, LOC120415261|XP_039432663.1|CPIP, LOC120415259|XP_039432661.1|CPIP, LOC120415241|XP_039432639.1|CPIP
OG0000112	LOC117565393|XP_034100371.1|DALB, LOC117571340|XP_034109338.1|DALB, LOC117571347|XP_034109350.1|DALB, LOC117567726|XP_034103783.1|DALB, LOC117567886|XP_034104052.1|DALB, LOC117564399|XP_034099017.1|DALB	LOC120420031|XP_039438866.1|CPIP, LOC120420702|XP_039439734.1|CPIP, LOC120420699|XP_039439730.1|CPIP
OG0000113	LOC117573440|XP_034112551.1|DALB, LOC117573521|XP_034112646.1|DALB, LOC117564780|XP_034099573.1|DALB, LOC117568015|XP_034104233.1|DALB	LOC120426589|XP_039447314.1|CPIP, LOC120417349|XP_039435285.1|CPIP
OG0000114	LOC117563969|XP_034098448.1|DALB	LOC120417802|XP_039435938.1|CPIP
OG0000117	LOC117565743|XP_034100882.1|DALB, LOC117565744|XP_034100883.1|DALB, LOC117565747|XP_034100885.1|DALB, LOC117565748|XP_034100886.1|DALB	LOC120413999|XP_039430942.1|CPIP, LOC120414022|XP_039430973.1|CPIP
OG0000118	LOC117564579|XP_034099312.1|DALB, LOC117564581|XP_034099313.1|DALB, LOC117564803|XP_034099613.1|DALB, LOC117564802|XP_034099612.1|DALB, LOC117564804|XP_034099615.1|DALB, LOC117575968|XP_034116338.1|DALB	LOC120423433|XP_039443178.1|CPIP, LOC120423454|XP_039443210.1|CPIP, LOC120423455|XP_039443211.1|CPIP, LOC120432382|XP_039453509.1|CPIP
OG0000119	LOC117573918|XP_034113322.1|DALB, LOC117575301|XP_034115342.1|DALB, LOC117574706|XP_034114510.1|DALB	LOC120420559|XP_039439559.1|CPIP, LOC120426420|XP_039447112.1|CPIP, LOC120428772|XP_039449790.1|CPIP, LOC120420257|XP_039439187.1|CPIP, LOC120431980|XP_039453050.1|CPIP, LOC120423540|XP_039443321.1|CPIP
OG0000120	LOC117578153|XP_034119263.1|DALB	LOC120417029|XP_039434907.1|CPIP
OG0000120	LOC117567543|XP_034103482.1|DALB	LOC120419990|XP_039438806.1|CPIP
OG0000121	LOC117576151|XP_034116610.1|DALB, LOC117573851|XP_034113211.1|DALB, LOC117573857|XP_034113221.1|DALB, LOC117576173|XP_034116649.1|DALB	LOC120425384|XP_039445833.1|CPIP
OG0000122	LOC117563285|XP_034097414.1|DALB, LOC117573903|XP_034113305.1|DALB, LOC117570141|XP_034107498.1|DALB, LOC117565066|XP_034099905.1|DALB	LOC120432386|XP_039453515.1|CPIP, LOC120432365|XP_039453491.1|CPIP
OG0000123	LOC117571190|XP_034109119.1|DALB, LOC117568483|XP_034105060.1|DALB, LOC117574507|XP_034114251.1|DALB	LOC120414202|XP_039431221.1|CPIP, LOC120425309|XP_039445711.1|CPIP
OG0000124	LOC117571598|XP_034109705.1|DALB, LOC117571381|XP_034109386.1|DALB, LOC117568503|XP_034105088.1|DALB, LOC117568479|XP_034105057.1|DALB	LOC120432594|XP_039453766.1|CPIP
OG0000125	LOC117574624|XP_034114404.1|DALB	LOC120423344|XP_039443047.1|CPIP
OG0000125	LOC117573946|XP_034113364.1|DALB	LOC120424516|XP_039444604.1|CPIP
OG0000125	LOC117571229|XP_034109167.1|DALB, LOC117567335|XP_034103145.1|DALB	LOC120423353|XP_039443062.1|CPIP
OG0000126	LOC117563733|XP_034098105.1|DALB	LOC120415876|XP_039433448.1|CPIP, LOC120415877|XP_039433449.1|CPIP, LOC120429787|XP_039450781.1|CPIP, LOC120412720|XP_039429241.1|CPIP
OG0000127	LOC117574862|XP_034114769.1|DALB, LOC117575877|XP_034116206.1|DALB, LOC117575878|XP_034116207.1|DALB	LOC120415380|XP_039432838.1|CPIP
OG0000128	LOC117571995|XP_034110397.1|DALB, LOC117571994|XP_034110395.1|DALB	LOC120422626|XP_039442054.1|CPIP
OG0000129	LOC117577997|XP_034118986.1|DALB, LOC117571227|XP_034109165.1|DALB, LOC117571277|XP_034109231.1|DALB, LOC117577996|XP_034118985.1|DALB	LOC120414363|XP_039431459.1|CPIP
OG0000131	LOC117573955|XP_034113385.1|DALB	LOC120421833|XP_039441048.1|CPIP
OG0000132	LOC117564930|XP_034099775.1|DALB, LOC117564210|XP_034098785.1|DALB, LOC117576685|XP_034117572.1|DALB	LOC120429178|XP_039450325.1|CPIP, LOC120413573|XP_039430393.1|CPIP, LOC120423930|XP_039443846.1|CPIP, LOC120423949|XP_039443868.1|CPIP
OG0000134	LOC117574228|XP_034113828.1|DALB	LOC120419432|XP_039438078.1|CPIP
OG0000137	LOC117568552|XP_034105163.1|DALB, LOC117573629|XP_034112821.1|DALB	LOC120418758|XP_039437164.1|CPIP
OG0000137	LOC117566965|XP_034102511.1|DALB	LOC120413389|XP_039430119.1|CPIP, LOC120418020|XP_039436197.1|CPIP
OG0000139	LOC117571323|XP_034109301.1|DALB	LOC120416811|XP_039434620.1|CPIP
OG0000140	LOC117576114|XP_034116562.1|DALB, LOC117570186|XP_034107560.1|DALB, LOC117572475|XP_034111213.1|DALB, LOC117568044|XP_034104281.1|DALB, LOC117568045|XP_034104282.1|DALB, LOC117568046|XP_034104283.1|DALB, LOC117572477|XP_034111218.1|DALB, LOC117572476|XP_034111215.1|DALB, LOC117567257|XP_034102998.1|DALB	LOC120428692|XP_039449698.1|CPIP, LOC120428177|XP_039449092.1|CPIP, LOC120428415|XP_039449365.1|CPIP, LOC120428612|XP_039449580.1|CPIP, LOC120419315|XP_039437920.1|CPIP, LOC120422117|XP_039441420.1|CPIP, LOC120424472|XP_039444544.1|CPIP, LOC120425058|XP_039445365.1|CPIP, LOC120425057|XP_039445364.1|CPIP, LOC120425056|XP_039445362.1|CPIP, LOC120425070|XP_039445380.1|CPIP
OG0000141	LOC117568469|XP_034105045.1|DALB, LOC117568470|XP_034105047.1|DALB, LOC117568472|XP_034105048.1|DALB, LOC117568504|XP_034105090.1|DALB, LOC117569109|XP_034106018.1|DALB	LOC120421894|XP_039441123.1|CPIP
OG0000142	LOC117573688|XP_034112934.1|DALB	LOC120425952|XP_039446526.1|CPIP
OG0000142	LOC117573203|XP_034112086.1|DALB	LOC120415036|XP_039432338.1|CPIP
OG0000142	LOC117577839|XP_034118671.1|DALB	LOC120418059|XP_039436247.1|CPIP, LOC120419876|XP_039438671.1|CPIP
OG0000143	LOC117572619|XP_034111465.1|DALB	LOC120418513|XP_039436884.1|CPIP
OG0000143	LOC117570901|XP_034108697.1|DALB	LOC120426869|XP_039447607.1|CPIP, LOC120426880|XP_039447616.1|CPIP, LOC120415275|XP_039432682.1|CPIP, LOC120415068|XP_039432401.1|CPIP, LOC120422209|XP_039441530.1|CPIP, LOC120421102|XP_039440186.1|CPIP, LOC120421998|XP_039441246.1|CPIP, LOC120421075|XP_039440158.1|CPIP
OG0000144	LOC117574830|XP_034114694.1|DALB	LOC120426607|XP_039447334.1|CPIP
OG0000144	LOC117575624|XP_034115793.1|DALB	LOC120421600|XP_039440761.1|CPIP
OG0000144	LOC117564386|XP_034098997.1|DALB	LOC120430358|XP_039451394.1|CPIP, LOC120430767|XP_039451811.1|CPIP
OG0000145	LOC117573665|XP_034112888.1|DALB, LOC117565133|XP_034099995.1|DALB, LOC117564784|XP_034099582.1|DALB, LOC117563990|XP_034098470.1|DALB	LOC120427052|XP_039447817.1|CPIP, LOC120427063|XP_039447836.1|CPIP, LOC120427054|XP_039447818.1|CPIP
OG0000147	LOC117563867|XP_034098313.1|DALB	LOC120428306|XP_039449243.1|CPIP
OG0000147	LOC117573367|XP_034112387.1|DALB, LOC117573368|XP_034112388.1|DALB	LOC120422585|XP_039442007.1|CPIP, LOC120422553|XP_039441962.1|CPIP
OG0000148	LOC117563553|XP_034097824.1|DALB	LOC120416624|XP_039434363.1|CPIP, LOC120416616|XP_039434347.1|CPIP
OG0000148	LOC117563206|XP_034097284.1|DALB	LOC120415212|XP_039432602.1|CPIP
OG0000149	LOC117565727|XP_034100866.1|DALB, LOC117569224|XP_034106193.1|DALB	LOC120421800|XP_039441012.1|CPIP, LOC120421801|XP_039441013.1|CPIP, LOC120429303|XP_039450464.1|CPIP, LOC120419117|XP_039437646.1|CPIP, LOC120419086|XP_039437605.1|CPIP, LOC120429297|XP_039450460.1|CPIP, LOC120429300|XP_039450462.1|CPIP, LOC120429299|XP_039450461.1|CPIP, LOC120419092|XP_039437613.1|CPIP, LOC120419091|XP_039437612.1|CPIP, LOC120417152|XP_039435070.1|CPIP, LOC120415888|XP_039433463.1|CPIP, LOC120415961|XP_039433538.1|CPIP, LOC120417162|XP_039435077.1|CPIP, LOC120415958|XP_039433534.1|CPIP, LOC120417161|XP_039435076.1|CPIP
OG0000152	LOC117576816|XP_034117777.1|DALB, LOC117576823|XP_034117786.1|DALB, LOC117576822|XP_034117785.1|DALB	LOC120418953|XP_039437425.1|CPIP
OG0000153	LOC117575070|XP_034115052.1|DALB, LOC117574202|XP_034113798.1|DALB, LOC117574203|XP_034113799.1|DALB	LOC120423729|XP_039443572.1|CPIP, LOC120423703|XP_039443543.1|CPIP, LOC120423687|XP_039443517.1|CPIP, LOC120423696|XP_039443530.1|CPIP, LOC120423677|XP_039443507.1|CPIP
OG0000154	LOC117574657|XP_034114452.1|DALB, LOC117576746|XP_034117670.1|DALB	LOC120432363|XP_039453490.1|CPIP, LOC120432399|XP_039453529.1|CPIP, LOC120432395|XP_039453526.1|CPIP
OG0000155	LOC117572459|XP_034111186.1|DALB, LOC117571424|XP_034109454.1|DALB, LOC117571421|XP_034109452.1|DALB	LOC120429351|XP_039450478.1|CPIP, LOC120429288|XP_039450453.1|CPIP, LOC120429304|XP_039450466.1|CPIP, LOC120429335|XP_039450477.1|CPIP
OG0000156	LOC117563648|XP_034097949.1|DALB, LOC117577396|XP_034118194.1|DALB	LOC120422101|XP_039441388.1|CPIP
OG0000157	LOC117569544|XP_034106643.1|DALB, LOC117569546|XP_034106645.1|DALB, LOC117569545|XP_034106644.1|DALB, LOC117569547|XP_034106646.1|DALB	LOC120431753|XP_039452809.1|CPIP, LOC120431754|XP_039452810.1|CPIP, LOC120427391|XP_039448174.1|CPIP, LOC120427392|XP_039448175.1|CPIP, LOC120431755|XP_039452811.1|CPIP
OG0000158	LOC117567617|XP_034103599.1|DALB, LOC117571685|XP_034109819.1|DALB, LOC117566851|XP_034102334.1|DALB	LOC120421218|XP_039440354.1|CPIP, LOC120421229|XP_039440362.1|CPIP, LOC120421222|XP_039440357.1|CPIP, LOC120421217|XP_039440353.1|CPIP, LOC120420298|XP_039439233.1|CPIP
OG0000159	LOC117568681|XP_034105378.1|DALB	LOC120426870|XP_039447608.1|CPIP, LOC120426857|XP_039447594.1|CPIP
OG0000159	LOC117568060|XP_034104305.1|DALB, LOC117570809|XP_034108556.1|DALB	LOC120427346|XP_039448136.1|CPIP, LOC120426856|XP_039447592.1|CPIP
OG0000160	LOC117576732|XP_034117649.1|DALB, LOC117576738|XP_034117660.1|DALB	LOC120414356|XP_039431452.1|CPIP, LOC120414349|XP_039431440.1|CPIP, LOC120423419|XP_039443156.1|CPIP, LOC120425039|XP_039445343.1|CPIP
OG0000162	LOC117563513|XP_034097781.1|DALB, LOC117576994|XP_034118071.1|DALB, LOC117563600|XP_034097881.1|DALB	LOC120415578|XP_039433095.1|CPIP, LOC120415543|XP_039433044.1|CPIP
OG0000163	LOC117563889|XP_034098341.1|DALB, LOC117574778|XP_034114619.1|DALB	LOC120420834|XP_039439890.1|CPIP, LOC120430635|XP_039451664.1|CPIP, LOC120426085|XP_039446729.1|CPIP, LOC120426198|XP_039446839.1|CPIP, LOC120426197|XP_039446838.1|CPIP, LOC120425227|XP_039445594.1|CPIP, LOC120425228|XP_039445595.1|CPIP
OG0000165	LOC117578114|XP_034119188.1|DALB	LOC120432214|XP_039453308.1|CPIP
OG0000166	LOC117571588|XP_034109694.1|DALB	LOC120421911|XP_039441147.1|CPIP
OG0000166	LOC117569363|XP_034106385.1|DALB, LOC117569361|XP_034106384.1|DALB, LOC117568522|XP_034105115.1|DALB, LOC117567640|XP_034103637.1|DALB	LOC120421910|XP_039441146.1|CPIP, LOC120421920|XP_039441154.1|CPIP, LOC120429810|XP_039450794.1|CPIP, LOC120429811|XP_039450795.1|CPIP
OG0000169	LOC117574182|XP_034113766.1|DALB	LOC120422343|XP_039441670.1|CPIP, LOC120422344|XP_039441671.1|CPIP
OG0000169	LOC117568224|XP_034104588.1|DALB, LOC117574877|XP_034114798.1|DALB	LOC120422340|XP_039441668.1|CPIP
OG0000170	LOC117565189|XP_034100082.1|DALB, LOC117565188|XP_034100081.1|DALB, LOC117565263|XP_034100177.1|DALB	LOC120420663|XP_039439696.1|CPIP, LOC120419668|XP_039438366.1|CPIP, LOC120421939|XP_039441181.1|CPIP, LOC120421941|XP_039441183.1|CPIP
OG0000171	LOC117578387|XP_034119714.1|DALB	LOC120420966|XP_039440032.1|CPIP
OG0000171	LOC117578239|XP_034119547.1|DALB	LOC120431005|XP_039452098.1|CPIP
OG0000172	LOC117569511|XP_034106589.1|DALB, LOC117571943|XP_034110327.1|DALB, LOC117571938|XP_034110319.1|DALB, LOC117565049|XP_034099884.1|DALB, LOC117567046|XP_034102648.1|DALB	LOC120428396|XP_039449341.1|CPIP
OG0000173	LOC117571967|XP_034110359.1|DALB, LOC117571968|XP_034110360.1|DALB, LOC117566583|XP_034102016.1|DALB, LOC117571966|XP_034110358.1|DALB, LOC117571960|XP_034110351.1|DALB	LOC120423136|XP_039442749.1|CPIP, LOC120423124|XP_039442737.1|CPIP
OG0000174	LOC117568649|XP_034105334.1|DALB, LOC117565114|XP_034099964.1|DALB, LOC117567018|XP_034102596.1|DALB	LOC120419058|XP_039437565.1|CPIP, LOC120419067|XP_039437579.1|CPIP, LOC120419032|XP_039437525.1|CPIP
OG0000175	LOC117573592|XP_034112778.1|DALB	LOC120424126|XP_039444103.1|CPIP
OG0000175	LOC117576209|XP_034116701.1|DALB	LOC120423445|XP_039443196.1|CPIP, LOC120423450|XP_039443204.1|CPIP
OG0000177	LOC117577910|XP_034118799.1|DALB	LOC120425631|XP_039446148.1|CPIP
OG0000177	LOC117573574|XP_034112753.1|DALB	LOC120428667|XP_039449649.1|CPIP
OG0000178	LOC117571034|XP_034108891.1|DALB	LOC120420001|XP_039438828.1|CPIP
OG0000179	LOC117566864|XP_034102353.1|DALB, LOC117569415|XP_034106444.1|DALB	LOC120428603|XP_039449560.1|CPIP, LOC120428602|XP_039449559.1|CPIP, LOC120428601|XP_039449558.1|CPIP, LOC120422930|XP_039442442.1|CPIP
OG0000179	LOC117563225|XP_034097312.1|DALB	LOC120422941|XP_039442456.1|CPIP
OG0000181	LOC117573610|XP_034112799.1|DALB	LOC120417331|XP_039435251.1|CPIP, LOC120419696|XP_039438417.1|CPIP, LOC120419694|XP_039438416.1|CPIP, LOC120419693|XP_039438415.1|CPIP
OG0000182	LOC117575402|XP_034115472.1|DALB	LOC120416502|XP_039434153.1|CPIP
OG0000182	LOC117575407|XP_034115477.1|DALB, LOC117575401|XP_034115471.1|DALB, LOC117575400|XP_034115470.1|DALB	LOC120422607|XP_039442031.1|CPIP
OG0000183	LOC117577878|XP_034118728.1|DALB, LOC117568497|XP_034105078.1|DALB, LOC117577456|XP_034118237.1|DALB, LOC117568151|XP_034104454.1|DALB	LOC120413491|XP_039430281.1|CPIP
OG0000184	LOC117565003|XP_034099839.1|DALB, LOC117565569|XP_034100636.1|DALB, LOC117565568|XP_034100635.1|DALB, LOC117564674|XP_034099432.1|DALB, LOC117565570|XP_034100637.1|DALB	LOC120427957|XP_039448845.1|CPIP, LOC120427965|XP_039448854.1|CPIP, LOC120427966|XP_039448855.1|CPIP, LOC120416862|XP_039434693.1|CPIP, LOC120416861|XP_039434691.1|CPIP
OG0000185	LOC117575601|XP_034115761.1|DALB	LOC120414876|XP_039432133.1|CPIP
OG0000186	LOC117572307|XP_034110932.1|DALB, LOC117572317|XP_034110944.1|DALB	LOC120425279|XP_039445664.1|CPIP
OG0000188	LOC117576248|XP_034116762.1|DALB, LOC117565843|XP_034101051.1|DALB, LOC117577871|XP_034118719.1|DALB	LOC120414292|XP_039431393.1|CPIP, LOC120412485|XP_039428915.1|CPIP
OG0000189	LOC117565678|XP_034100803.1|DALB	LOC120420553|XP_039439557.1|CPIP, LOC120431379|XP_039452446.1|CPIP
OG0000189	LOC117578009|XP_034118997.1|DALB	LOC120414346|XP_039431435.1|CPIP
OG0000190	LOC117567663|XP_034103672.1|DALB	LOC120431901|XP_039452967.1|CPIP
OG0000190	LOC117572191|XP_034110739.1|DALB	LOC120422439|XP_039441807.1|CPIP
OG0000191	LOC117571552|XP_034109646.1|DALB, LOC117566650|XP_034102083.1|DALB, LOC117566651|XP_034102085.1|DALB, LOC117566648|XP_034102082.1|DALB, LOC117571355|XP_034109355.1|DALB, LOC117572732|XP_034111693.1|DALB, LOC117570093|XP_034107431.1|DALB, LOC117574366|XP_034114091.1|DALB	LOC120413860|XP_039430755.1|CPIP, LOC120413849|XP_039430739.1|CPIP
OG0000192	LOC117576861|XP_034117854.1|DALB, LOC117575019|XP_034114989.1|DALB, LOC117566535|XP_034101967.1|DALB, LOC117566534|XP_034101965.1|DALB	LOC120428211|XP_039449122.1|CPIP, LOC120428210|XP_039449120.1|CPIP
OG0000193	LOC117563405|XP_034097630.1|DALB, LOC117568210|XP_034104572.1|DALB	LOC120416368|XP_039434037.1|CPIP, LOC120422237|XP_039441561.1|CPIP, LOC120431659|XP_039452698.1|CPIP
OG0000195	LOC117569042|XP_034105935.1|DALB, LOC117568341|XP_034104816.1|DALB	LOC120424550|XP_039444650.1|CPIP
OG0000196	LOC117565290|XP_034100210.1|DALB, LOC117565289|XP_034100209.1|DALB	LOC120412488|XP_039428916.1|CPIP
OG0000196	LOC117563956|XP_034098420.1|DALB	LOC120412489|XP_039428918.1|CPIP
OG0000197	LOC117578021|XP_034119016.1|DALB	LOC120425939|XP_039446504.1|CPIP
OG0000197	LOC117578047|XP_034119061.1|DALB	LOC120425935|XP_039446496.1|CPIP, LOC120425663|XP_039446178.1|CPIP
OG0000197	LOC117577991|XP_034118982.1|DALB	LOC120425664|XP_039446183.1|CPIP
OG0000200	LOC117575860|XP_034116171.1|DALB, LOC117574037|XP_034113527.1|DALB	LOC120432531|XP_039453692.1|CPIP
OG0000201	LOC117575566|XP_034115719.1|DALB, LOC117575567|XP_034115720.1|DALB, LOC117575563|XP_034115715.1|DALB, LOC117575564|XP_034115717.1|DALB, LOC117573568|XP_034112746.1|DALB, LOC117576042|XP_034116458.1|DALB	LOC120429145|XP_039450277.1|CPIP, LOC120431974|XP_039453046.1|CPIP, LOC120428824|XP_039449865.1|CPIP, LOC120428826|XP_039449867.1|CPIP, LOC120428823|XP_039449864.1|CPIP, LOC120428822|XP_039449863.1|CPIP, LOC120431975|XP_039453048.1|CPIP, LOC120413140|XP_039429781.1|CPIP
OG0000202	LOC117573335|XP_034112335.1|DALB	LOC120414329|XP_039431403.1|CPIP
OG0000203	LOC117566696|XP_034102133.1|DALB, LOC117566694|XP_034102132.1|DALB, LOC117567829|XP_034103964.1|DALB, LOC117567827|XP_034103961.1|DALB, LOC117567828|XP_034103963.1|DALB	LOC120427917|XP_039448789.1|CPIP
