Orthogroup	DALB.longest_only	DMEL.longest_only
OG0000052	LOC117576244|XP_034116756.1|DALB, LOC117576245|XP_034116757.1|DALB, LOC117576070|XP_034116497.1|DALB, LOC117576071|XP_034116498.1|DALB, LOC117576069|XP_034116496.1|DALB, LOC117575219|XP_034115236.1|DALB, LOC117576928|XP_034117962.1|DALB	CG16904|NP_649957.1|DMEL, CG31141|NP_732912.2|DMEL, eloF|NP_649956.1|DMEL, CG8534|NP_649955.1|DMEL, CG9458|NP_731419.1|DMEL, CG9459|NP_649958.2|DMEL
OG0000052	LOC117568864|XP_034105642.1|DALB, LOC117571307|XP_034109272.1|DALB, LOC117566592|XP_034102025.1|DALB, LOC117569133|XP_034106052.1|DALB, LOC117566590|XP_034102023.1|DALB, LOC117566591|XP_034102024.1|DALB, LOC117572296|XP_034110899.1|DALB	CG17821|NP_725820.2|DMEL
OG0000052	LOC117572297|XP_034110900.1|DALB, LOC117566593|XP_034102026.1|DALB	CG18609|NP_611365.2|DMEL
OG0000053	LOC117569597|XP_034106723.1|DALB	Mal-A8|NP_610384.1|DMEL
OG0000053	LOC117569598|XP_034106724.1|DALB	Mal-A7|NP_610383.1|DMEL
OG0000053	LOC117569609|XP_034106736.1|DALB	Mal-A6|NP_995779.2|DMEL
OG0000053	LOC117569596|XP_034106722.1|DALB	Mal-A5|NP_610382.2|DMEL
OG0000053	LOC117569600|XP_034106726.1|DALB	Mal-A1|NP_476627.3|DMEL
OG0000054	LOC117575896|XP_034116230.1|DALB	AOX1|NP_650475.1|DMEL
OG0000054	LOC117575899|XP_034116231.1|DALB	AOX4|NP_650478.1|DMEL, AOX3|NP_650477.1|DMEL
OG0000055	LOC117575962|XP_034116331.1|DALB, LOC117575960|XP_034116330.1|DALB	CecC|NP_524591.1|DMEL
OG0000055	LOC117574528|XP_034114281.1|DALB, LOC117574682|XP_034114479.1|DALB, LOC117575963|XP_034116332.1|DALB	CecA2|NP_524589.1|DMEL, CecA1|NP_524588.1|DMEL
OG0000056	LOC117573870|XP_034113237.1|DALB	CG6726|NP_651120.1|DMEL
OG0000056	LOC117573868|XP_034113236.1|DALB, LOC117573871|XP_034113238.1|DALB, LOC117576772|XP_034117714.1|DALB, LOC117573872|XP_034113239.1|DALB	CG17109|NP_651122.2|DMEL, CG6738|NP_651124.1|DMEL, CG6733|NP_651123.1|DMEL
OG0000056	LOC117565555|XP_034100612.1|DALB	CG6465|NP_650004.1|DMEL
OG0000058	LOC117563763|XP_034098158.1|DALB, LOC117564238|XP_034098822.1|DALB, LOC117564239|XP_034098823.1|DALB, LOC117563762|XP_034098157.1|DALB, LOC117563768|XP_034098166.1|DALB, LOC117563764|XP_034098159.1|DALB, LOC117563767|XP_034098165.1|DALB	AANATL4|NP_611406.1|DMEL, AANATL3|NP_610018.1|DMEL, AANATL6|NP_611405.2|DMEL, AANATL5|NP_611403.1|DMEL
OG0000058	LOC117563761|XP_034098156.1|DALB, LOC117563760|XP_034098154.1|DALB	AANATL2|NP_609005.1|DMEL
OG0000058	LOC117570528|XP_034108128.1|DALB	AgmNAT|NP_572268.1|DMEL
OG0000059	LOC117573843|XP_034113202.1|DALB	TwdlH|NP_651490.1|DMEL
OG0000059	LOC117573838|XP_034113195.1|DALB	TwdlJ|NP_651489.2|DMEL, TwdlK|NP_651488.1|DMEL
OG0000059	LOC117573842|XP_034113201.1|DALB	TwdlN|NP_733160.1|DMEL
OG0000059	LOC117573841|XP_034113200.1|DALB, LOC117573840|XP_034113199.1|DALB, LOC117573839|XP_034113196.1|DALB	TwdlM|NP_651484.1|DMEL
OG0000060	LOC117568914|XP_034105715.1|DALB	CkIalpha|NP_511140.1|DMEL
OG0000060	LOC117565380|XP_034100344.1|DALB	CG7094|NP_609851.2|DMEL
OG0000060	LOC117576937|XP_034117973.1|DALB	CG12147|NP_649536.1|DMEL
OG0000060	LOC117574003|XP_034113462.1|DALB	dco|NP_001356928.1|DMEL
OG0000060	LOC117577733|XP_034118527.1|DALB	CG2577|NP_572794.1|DMEL
OG0000060	LOC117565160|XP_034100035.1|DALB	CG9962|NP_608697.1|DMEL
OG0000061	LOC117564862|XP_034099701.1|DALB	CG15255|NP_609755.1|DMEL
OG0000061	LOC117564863|XP_034099702.1|DALB, LOC117564865|XP_034099704.1|DALB	CG7631|NP_609760.1|DMEL
OG0000061	LOC117564867|XP_034099707.1|DALB	CG15254|NP_609757.1|DMEL
OG0000061	LOC117564866|XP_034099705.1|DALB	CG15253|NP_609758.1|DMEL
OG0000062	LOC117578033|XP_034119036.1|DALB	CG12111|NP_572491.1|DMEL
OG0000062	LOC117578240|XP_034119548.1|DALB	Lectin-galC1|NP_477200.1|DMEL, lectin-37Da|NP_001188846.1|DMEL
OG0000062	LOC117564777|XP_034099566.1|DALB	Sfp24F|NP_001162870.1|DMEL, CG43055|NP_001245867.1|DMEL
OG0000063	LOC117576847|XP_034117829.1|DALB, LOC117576848|XP_034117831.1|DALB, LOC117576846|XP_034117828.1|DALB	CG17929|NP_650532.2|DMEL, CG6901|NP_650531.1|DMEL, CG17930|NP_650533.1|DMEL
OG0000063	LOC117569666|XP_034106803.1|DALB	CG42826|NP_001189079.1|DMEL
OG0000063	LOC117568515|XP_034105107.1|DALB	CG32053|NP_729587.1|DMEL
OG0000063	LOC117569663|XP_034106801.1|DALB, LOC117570642|XP_034108303.1|DALB	CG32054|NP_729588.1|DMEL, CG42825|NP_729590.1|DMEL
OG0000065	LOC117573742|XP_034113011.1|DALB, LOC117576240|XP_034116748.1|DALB	CG10096|NP_001027183.1|DMEL
OG0000065	LOC117574829|XP_034114692.1|DALB, LOC117567609|XP_034103589.1|DALB, LOC117573376|XP_034112404.1|DALB, LOC117572676|XP_034111597.1|DALB, LOC117567608|XP_034103588.1|DALB	Sgp|NP_609241.1|DMEL, CG10097|NP_731699.2|DMEL, CG14893|NP_650568.2|DMEL, CG17562|NP_650566.1|DMEL, CG17560|NP_650567.1|DMEL
OG0000066	LOC117567134|XP_034102839.1|DALB	CG2336|NP_731094.3|DMEL, CG12516|NP_651615.2|DMEL
OG0000066	LOC117563421|XP_034097647.1|DALB	CG11634|NP_610128.2|DMEL
OG0000066	LOC117576204|XP_034116688.1|DALB	CG5623|NP_650485.1|DMEL
OG0000066	LOC117567332|XP_034103141.1|DALB	CG12637|NP_572645.1|DMEL
OG0000066	LOC117570386|XP_034107886.1|DALB	CG13539|NP_611768.1|DMEL
OG0000067	LOC117576940|XP_034117988.1|DALB	Alp5|NP_650931.1|DMEL
OG0000067	LOC117569520|XP_034106607.1|DALB	Alp9|NP_647977.1|DMEL
OG0000067	LOC117570140|XP_034107497.1|DALB	Alp6|NP_610496.1|DMEL
OG0000067	LOC117569519|XP_034106606.1|DALB	Alp10|NP_647976.1|DMEL
OG0000067	LOC117570707|XP_034108403.1|DALB	Alp1|NP_001262159.1|DMEL
OG0000068	LOC117575545|XP_034115693.1|DALB	CG6052|NP_649002.3|DMEL
OG0000068	LOC117566789|XP_034102222.1|DALB	CG8908|NP_611464.3|DMEL
OG0000068	LOC117563644|XP_034097948.1|DALB	ABCA|NP_608445.2|DMEL
OG0000069	LOC117568075|XP_034104335.1|DALB	CG30428|NP_726513.1|DMEL
OG0000070	LOC117564516|XP_034099227.1|DALB, LOC117564519|XP_034099229.1|DALB	CG9498|NP_609015.2|DMEL
OG0000070	LOC117575370|XP_034115434.1|DALB	CG13360|NP_569859.1|DMEL
OG0000070	LOC117564518|XP_034099228.1|DALB	CG9497|NP_609014.3|DMEL
OG0000070	LOC117564520|XP_034099230.1|DALB	CG7135|NP_573269.1|DMEL
OG0000071	LOC117572590|XP_034111368.1|DALB	Muc68D|NP_648504.2|DMEL
OG0000071	LOC117570623|XP_034108276.1|DALB	CG10725|NP_648647.1|DMEL
OG0000071	LOC117566528|XP_034101960.1|DALB	CG10140|NP_648648.2|DMEL
OG0000072	LOC117566569|XP_034102002.1|DALB, LOC117567900|XP_034104064.1|DALB	jtb|NP_611126.1|DMEL
OG0000072	LOC117570917|XP_034108716.1|DALB	CG4409|NP_001097337.1|DMEL
OG0000073	LOC117572206|XP_034110763.1|DALB	lolal|NP_524778.1|DMEL
OG0000073	LOC117576610|XP_034117406.1|DALB	br|NP_001162638.2|DMEL
OG0000073	LOC117575585|XP_034115743.1|DALB	pre-mod_mdg4_-E|NP_001287451.1|DMEL
OG0000074	LOC117570160|XP_034107519.1|DALB, LOC117571484|XP_034109540.1|DALB, LOC117571440|XP_034109474.1|DALB	CG10472|NP_648017.1|DMEL
OG0000074	LOC117570586|XP_034108221.1|DALB	CG7542|NP_648995.3|DMEL
OG0000075	LOC117568212|XP_034104575.1|DALB	Hsp67Ba|NP_523998.1|DMEL
OG0000075	LOC117568439|XP_034104998.1|DALB	Hsp27|NP_524000.1|DMEL
OG0000075	LOC117568441|XP_034105000.1|DALB	Hsp23|NP_523999.1|DMEL
OG0000075	LOC117568217|XP_034104582.1|DALB	Hsp26|NP_523997.1|DMEL
OG0000076	LOC117567636|XP_034103628.1|DALB	CG42540|NP_001246627.1|DMEL
OG0000076	LOC117577756|XP_034118557.1|DALB	CG33253|NP_001259699.1|DMEL
OG0000076	LOC117577826|XP_034118655.1|DALB	Mec2|NP_573357.1|DMEL
OG0000077	LOC117569813|XP_034107023.1|DALB	betaTub56D|NP_725896.1|DMEL
OG0000077	LOC117576948|XP_034117997.1|DALB	betaTub85D|NP_524290.2|DMEL
OG0000077	LOC117567769|XP_034103852.1|DALB	betaTub60D|NP_523842.2|DMEL
OG0000077	LOC117573885|XP_034113262.1|DALB	betaTub97EF|NP_651606.2|DMEL
OG0000078	LOC117570798|XP_034108545.1|DALB, LOC117567009|XP_034102585.1|DALB, LOC117571141|XP_034109034.1|DALB, LOC117570994|XP_034108834.1|DALB	CG15128|NP_611441.1|DMEL
OG0000078	LOC117567346|XP_034103163.1|DALB	CG7634|NP_649332.1|DMEL
OG0000078	LOC117575907|XP_034116242.1|DALB	wa-cup|NP_649721.2|DMEL
OG0000078	LOC117577833|XP_034118665.1|DALB	r-cup|NP_608419.1|DMEL
OG0000078	LOC117578297|XP_034119631.1|DALB	p-cup|NP_573216.1|DMEL
OG0000079	LOC117564795|XP_034099607.1|DALB	Acp24A4|NP_001036330.1|DMEL
OG0000079	LOC117565282|XP_034100202.1|DALB	CG16713|NP_608799.1|DMEL
OG0000079	LOC117564408|XP_034099031.1|DALB	IM33|NP_608800.1|DMEL
OG0000080	LOC117571068|XP_034108929.1|DALB	Amy-d|NP_523768.1|DMEL, Amy-p|NP_536346.1|DMEL
OG0000080	LOC117568685|XP_034105383.1|DALB	Amyrel|NP_477262.1|DMEL
OG0000081	LOC117570943|XP_034108767.1|DALB	tfc|NP_612091.1|DMEL
OG0000082	LOC117570745|XP_034108457.1|DALB, LOC117570413|XP_034107930.1|DALB	Cyp6d2|NP_611698.1|DMEL
OG0000082	LOC117573753|XP_034113028.1|DALB, LOC117573752|XP_034113027.1|DALB	Cyp6d4|NP_651082.1|DMEL
OG0000082	LOC117575543|XP_034115688.1|DALB	Cyp6d5|NP_650327.1|DMEL
OG0000083	LOC117570126|XP_034107481.1|DALB	LManI|NP_609407.1|DMEL, LManVI|NP_609253.1|DMEL, LManV|NP_609252.1|DMEL, LManIII|NP_609250.2|DMEL, LManIV|NP_609251.2|DMEL
OG0000084	LOC117569126|XP_034106037.1|DALB	CG15073|NP_611362.2|DMEL
OG0000084	LOC117571981|XP_034110380.1|DALB	CG8388|NP_611075.1|DMEL
OG0000086	LOC117571181|XP_034109101.1|DALB, LOC117571177|XP_034109095.1|DALB	fest|NP_611412.1|DMEL
OG0000087	LOC117565926|XP_034101191.1|DALB	Cpr30F|NP_723504.1|DMEL
OG0000087	LOC117563519|XP_034097786.1|DALB	Cpr35B|NP_609713.1|DMEL
OG0000087	LOC117564649|XP_034099401.1|DALB	Cpr31A|NP_995678.1|DMEL
OG0000088	LOC117568126|XP_034104421.1|DALB	Vha16-1|NP_476801.1|DMEL
OG0000088	LOC117563949|XP_034098412.1|DALB	Vha16-5|NP_609447.1|DMEL
OG0000088	LOC117568293|XP_034104704.1|DALB	Vha16-3|NP_729706.1|DMEL
OG0000088	LOC117571658|XP_034109787.1|DALB, LOC117571657|XP_034109785.1|DALB	Vha16-4|NP_611169.1|DMEL
OG0000088	LOC117568558|XP_034105177.1|DALB	Vha16-2|NP_729707.1|DMEL
OG0000089	LOC117573667|XP_034112886.1|DALB	alphaTub84B|NP_476772.1|DMEL
OG0000089	LOC117573133|XP_034111958.1|DALB	alphaTub85E|NP_524297.1|DMEL
OG0000089	LOC117570605|XP_034108240.1|DALB	alphaTub67C|NP_524009.2|DMEL
OG0000090	LOC117570152|XP_034107510.1|DALB	CG30339|NP_724813.1|DMEL
OG0000090	LOC117570045|XP_034107362.1|DALB	CG12926|NP_610510.2|DMEL
OG0000090	LOC117571453|XP_034109491.1|DALB	CG33514|NP_001014558.1|DMEL
OG0000090	LOC117571773|XP_034110022.1|DALB	CG33966|NP_001033984.1|DMEL
OG0000091	LOC117575848|XP_034116149.1|DALB	Vha100-1|NP_651672.1|DMEL
OG0000091	LOC117564850|XP_034099676.1|DALB	Vha100-5|NP_609515.1|DMEL
OG0000091	LOC117576271|XP_034116807.1|DALB	Vha100-2|NP_650722.1|DMEL
OG0000091	LOC117576270|XP_034116806.1|DALB	Vha100-4|NP_650720.1|DMEL
OG0000092	LOC117573726|XP_034112987.1|DALB, LOC117573725|XP_034112986.1|DALB	CG10513|NP_651370.2|DMEL
OG0000092	LOC117573342|XP_034112343.1|DALB	CG11892|NP_651372.1|DMEL
OG0000092	LOC117573728|XP_034112989.1|DALB	CG31380|NP_733121.1|DMEL, CG10514|NP_651371.1|DMEL
OG0000093	LOC117566120|XP_034101486.1|DALB	Su_var_205|NP_476755.1|DMEL
OG0000093	LOC117572473|XP_034111211.1|DALB	rhi|NP_536794.1|DMEL, Oxp|NP_611240.1|DMEL
OG0000093	LOC117571868|XP_034110194.1|DALB	HP1b|NP_572521.2|DMEL
OG0000094	LOC117569967|XP_034107235.1|DALB	Or67d|NP_648390.2|DMEL
OG0000094	LOC117573441|XP_034112552.1|DALB	Or83c|NP_524244.2|DMEL
OG0000096	LOC117576098|XP_034116547.1|DALB	CG17568|NP_609951.2|DMEL
OG0000096	LOC117576097|XP_034116544.1|DALB	wek|NP_524930.1|DMEL
OG0000096	LOC117576096|XP_034116543.1|DALB	CG6254|NP_649983.2|DMEL
OG0000096	LOC117564095|XP_034098634.1|DALB	CG10366|NP_609995.1|DMEL
OG0000097	LOC117571330|XP_034109312.1|DALB	CG44004|NP_001262004.2|DMEL, CG44006|NP_001262002.1|DMEL, CG44005|NP_001262003.1|DMEL
OG0000098	LOC117573741|XP_034113010.1|DALB, LOC117570996|XP_034108836.1|DALB, LOC117574633|XP_034114420.1|DALB, LOC117574635|XP_034114423.1|DALB	Cyp9f3|NP_001350862.1|DMEL, Cyp9f2|NP_650189.1|DMEL
OG0000099	LOC117570575|XP_034108208.1|DALB, LOC117570574|XP_034108207.1|DALB	Cyp4d14|NP_001259179.1|DMEL
OG0000099	LOC117567580|XP_034103552.1|DALB	Cyp4d2|NP_525043.1|DMEL
OG0000099	LOC117577441|XP_034118229.1|DALB	Cyp4d1|NP_476907.2|DMEL
OG0000100	LOC117569898|XP_034107130.1|DALB	CG34459|NP_001097348.1|DMEL
OG0000100	LOC117574748|XP_034114579.1|DALB	CG14354|NP_651433.1|DMEL
OG0000100	LOC117576656|XP_034117500.1|DALB, LOC117575927|XP_034116277.1|DALB	CG14839|NP_650351.2|DMEL
OG0000100	LOC117575926|XP_034116275.1|DALB	CG14841|NP_650350.1|DMEL
OG0000100	LOC117565539|XP_034100578.1|DALB	CG14840|NP_650349.1|DMEL
OG0000101	LOC117569034|XP_034105922.1|DALB	pip|NP_788536.1|DMEL
OG0000102	LOC117567444|XP_034103343.1|DALB	PPO1|NP_476812.1|DMEL
OG0000102	LOC117567714|XP_034103765.1|DALB	PPO2|NP_610443.1|DMEL
OG0000103	LOC117571101|XP_034108974.1|DALB, LOC117572314|XP_034110936.1|DALB	CG5653|NP_648269.1|DMEL, CG6034|NP_649005.1|DMEL
OG0000103	LOC117572313|XP_034110935.1|DALB	CG7460|NP_649004.1|DMEL
OG0000103	LOC117567293|XP_034103057.1|DALB	CG7737|NP_001286308.1|DMEL
OG0000104	LOC117567936|XP_034104117.1|DALB	Pdh|NP_524105.2|DMEL
OG0000104	LOC117565234|XP_034100132.1|DALB	Fbp2|NP_523522.1|DMEL
OG0000104	LOC117572065|XP_034110536.1|DALB	CG18814|NP_652673.2|DMEL, CG4842|NP_648885.1|DMEL
OG0000105	LOC117564701|XP_034099470.1|DALB, LOC117563408|XP_034097631.1|DALB	Or67a|NP_524005.2|DMEL
OG0000105	LOC117576159|XP_034116625.1|DALB	Or85d|NP_524281.1|DMEL
OG0000105	LOC117576833|XP_034117801.1|DALB	Or85c|NP_524280.2|DMEL, Or85b|NP_524279.2|DMEL
OG0000107	LOC117566487|XP_034101911.1|DALB, LOC117566791|XP_034102225.1|DALB, LOC117566790|XP_034102224.1|DALB	Gr59c|NP_726292.1|DMEL, Gr36b|NP_724039.1|DMEL, Gr36c|NP_724040.1|DMEL, Gr36a|NP_724038.2|DMEL, Gr59d|NP_611758.2|DMEL
OG0000109	LOC117564878|XP_034099716.1|DALB	CG17097|NP_609429.1|DMEL, CG18284|NP_609428.1|DMEL, CG31872|NP_723603.1|DMEL
OG0000109	LOC117564337|XP_034098933.1|DALB	Lip4|NP_001260356.1|DMEL
OG0000110	LOC117571418|XP_034109449.1|DALB	CG32379|NP_729252.2|DMEL
OG0000110	LOC117572446|XP_034111168.1|DALB	CG8562|NP_648118.1|DMEL
OG0000110	LOC117571419|XP_034109450.1|DALB	CG18417|NP_648119.1|DMEL
OG0000110	LOC117571412|XP_034109441.1|DALB	CG8560|NP_648120.3|DMEL
OG0000111	LOC117568704|XP_034105408.1|DALB	Obp56a|NP_611442.1|DMEL
OG0000111	LOC117570221|XP_034107611.1|DALB, LOC117568500|XP_034105083.1|DALB	Obp56e|NP_611445.1|DMEL, Obp56d|NP_611444.2|DMEL
OG0000112	LOC117565393|XP_034100371.1|DALB	CG32523|NP_728401.1|DMEL, CG9676|NP_728008.1|DMEL
OG0000112	LOC117571340|XP_034109338.1|DALB, LOC117571347|XP_034109350.1|DALB, LOC117567726|XP_034103783.1|DALB, LOC117567886|XP_034104052.1|DALB, LOC117564399|XP_034099017.1|DALB	CG1304|NP_608418.1|DMEL, Ser6|NP_523426.1|DMEL
OG0000113	LOC117568015|XP_034104233.1|DALB	CG43058|NP_001246302.1|DMEL
OG0000114	LOC117563970|XP_034098449.1|DALB	CG45012|NP_001285850.1|DMEL, CG45011|NP_001285848.1|DMEL, Sfp33A3|NP_001162959.1|DMEL, CG31704|NP_723689.1|DMEL
OG0000114	LOC117563969|XP_034098448.1|DALB	CG44008|NP_001260398.1|DMEL
OG0000116	LOC117574278|XP_034113920.1|DALB	CG31102|NP_001262951.1|DMEL
OG0000116	LOC117575289|XP_034115324.1|DALB, LOC117575290|XP_034115326.1|DALB	CG10550|NP_651380.2|DMEL
OG0000116	LOC117574279|XP_034113921.1|DALB	CG31288|NP_733094.1|DMEL
OG0000117	LOC117565743|XP_034100882.1|DALB	CG7953|NP_609683.1|DMEL
OG0000117	LOC117565744|XP_034100883.1|DALB	CG7916|NP_609682.1|DMEL
OG0000117	LOC117565747|XP_034100885.1|DALB	CG8997|NP_609681.1|DMEL
OG0000117	LOC117565748|XP_034100886.1|DALB	CG33306|NP_995706.1|DMEL
OG0000118	LOC117564579|XP_034099312.1|DALB, LOC117564581|XP_034099313.1|DALB	Cyp28d1|NP_608912.1|DMEL, Cyp28d2|NP_608911.1|DMEL
OG0000118	LOC117564803|XP_034099613.1|DALB, LOC117564802|XP_034099612.1|DALB, LOC117564804|XP_034099615.1|DALB	Cyp28a5|NP_609694.1|DMEL
OG0000119	LOC117573918|XP_034113322.1|DALB	Npc2e|NP_731439.2|DMEL
OG0000119	LOC117575301|XP_034115342.1|DALB	Npc2c|NP_649976.1|DMEL
OG0000119	LOC117574706|XP_034114510.1|DALB	Npc2d|NP_649975.1|DMEL
OG0000120	LOC117578153|XP_034119263.1|DALB	Roc1a|NP_001138143.2|DMEL
OG0000120	LOC117567543|XP_034103482.1|DALB	Roc2|NP_610691.1|DMEL
OG0000120	LOC117569372|XP_034106394.1|DALB	Roc1b|NP_652613.1|DMEL
OG0000121	LOC117573851|XP_034113211.1|DALB, LOC117573857|XP_034113221.1|DALB	CG31313|NP_731919.1|DMEL
OG0000121	LOC117576173|XP_034116649.1|DALB	Cys|NP_476856.1|DMEL, CG8066|NP_650374.1|DMEL
OG0000122	LOC117563285|XP_034097414.1|DALB	Or22c|NP_523454.2|DMEL
OG0000122	LOC117573903|XP_034113305.1|DALB	Or10a|NP_511122.1|DMEL
OG0000122	LOC117570141|XP_034107498.1|DALB	Or45b|NP_523667.1|DMEL
OG0000122	LOC117565066|XP_034099905.1|DALB	Or24a|NP_523470.3|DMEL
OG0000123	LOC117571190|XP_034109119.1|DALB, LOC117568483|XP_034105060.1|DALB	CG3565|NP_611942.1|DMEL
OG0000123	LOC117574507|XP_034114251.1|DALB	sunz|NP_649673.1|DMEL
OG0000124	LOC117571381|XP_034109386.1|DALB, LOC117568503|XP_034105088.1|DALB	CG14744|NP_001097232.2|DMEL, CG14743|NP_610408.2|DMEL
OG0000125	LOC117574624|XP_034114404.1|DALB	Men-b|NP_001163750.1|DMEL
OG0000125	LOC117573946|XP_034113364.1|DALB	Men|NP_524880.2|DMEL
OG0000125	LOC117571229|XP_034109167.1|DALB	Menl-1|NP_001027428.1|DMEL
OG0000125	LOC117567335|XP_034103145.1|DALB	Menl-2|NP_001027424.2|DMEL
OG0000126	LOC117563733|XP_034098105.1|DALB	ProtA|NP_477050.1|DMEL, ProtB|NP_477051.1|DMEL
OG0000127	LOC117574862|XP_034114769.1|DALB	CG18748|NP_001097703.1|DMEL, CG18746|NP_652649.1|DMEL
OG0000127	LOC117575877|XP_034116206.1|DALB	CG18745|NP_652648.1|DMEL
OG0000127	LOC117575878|XP_034116207.1|DALB	CG18747|NP_652650.2|DMEL
OG0000128	LOC117571995|XP_034110397.1|DALB	Ugt49C1|NP_001036565.1|DMEL
OG0000128	LOC117571994|XP_034110395.1|DALB	Ugt49B2|NP_001097859.4|DMEL
OG0000129	LOC117577997|XP_034118986.1|DALB	Fum1|NP_572339.1|DMEL
OG0000129	LOC117571227|XP_034109165.1|DALB	Fum3|NP_648467.1|DMEL
OG0000129	LOC117571277|XP_034109231.1|DALB	Fum4|NP_723527.1|DMEL
OG0000129	LOC117577996|XP_034118985.1|DALB	Fum2|NP_727109.2|DMEL
OG0000130	LOC117569356|XP_034106380.1|DALB	CG7386|NP_648036.1|DMEL
OG0000130	LOC117572760|XP_034111736.1|DALB	CG10274|NP_001097525.1|DMEL
OG0000130	LOC117569352|XP_034106375.1|DALB	D19B|NP_477297.1|DMEL, D19A|NP_477304.1|DMEL
OG0000131	LOC117573955|XP_034113385.1|DALB	snk|NP_001097766.1|DMEL
OG0000132	LOC117564930|XP_034099775.1|DALB	Phae1|NP_609550.1|DMEL
OG0000132	LOC117576685|XP_034117572.1|DALB	CG7142|NP_650703.1|DMEL
OG0000134	LOC117574228|XP_034113828.1|DALB	eff|NP_731941.1|DMEL
OG0000134	LOC117570061|XP_034107390.1|DALB	CG2574|NP_572796.1|DMEL
OG0000134	LOC117564459|XP_034099134.1|DALB	Ubc2|NP_477137.1|DMEL
OG0000136	LOC117577272|XP_034118147.1|DALB, LOC117577273|XP_034118148.1|DALB, LOC117577411|XP_034118211.1|DALB	CG43088|NP_001245670.1|DMEL
OG0000137	LOC117573629|XP_034112821.1|DALB	Rm62|NP_524243.2|DMEL
OG0000137	LOC117566965|XP_034102511.1|DALB	CG10077|NP_648062.2|DMEL
OG0000138	LOC117573291|XP_034112285.1|DALB	CG8159|NP_649823.2|DMEL
OG0000138	LOC117574048|XP_034113540.1|DALB	M1BP|NP_649825.1|DMEL
OG0000138	LOC117573290|XP_034112283.1|DALB	ranshi|NP_649824.1|DMEL
OG0000140	LOC117576114|XP_034116562.1|DALB	grass|NP_651543.1|DMEL
OG0000141	LOC117568469|XP_034105045.1|DALB	GstO2|NP_729388.1|DMEL
OG0000141	LOC117568470|XP_034105047.1|DALB	se|NP_648235.1|DMEL
OG0000141	LOC117568472|XP_034105048.1|DALB, LOC117568504|XP_034105090.1|DALB, LOC117569109|XP_034106018.1|DALB	GstO3|NP_648234.1|DMEL
OG0000142	LOC117573688|XP_034112934.1|DALB	nAChRalpha1|NP_001262916.1|DMEL
OG0000142	LOC117573203|XP_034112086.1|DALB	nAChRalpha4|NP_001097669.2|DMEL
OG0000142	LOC117577839|XP_034118671.1|DALB	nAChRalpha3|NP_525079.3|DMEL
OG0000143	LOC117572619|XP_034111465.1|DALB	GNBP1|NP_524142.2|DMEL
OG0000143	LOC117570901|XP_034108697.1|DALB	GNBP2|NP_524141.1|DMEL
OG0000144	LOC117574830|XP_034114694.1|DALB	dpr9|NP_996215.1|DMEL
OG0000144	LOC117575624|XP_034115793.1|DALB	dpr8|NP_727781.1|DMEL
OG0000144	LOC117564386|XP_034098997.1|DALB	dpr21|NP_001163838.2|DMEL
OG0000145	LOC117573665|XP_034112888.1|DALB	Idgf4|NP_511101.2|DMEL
OG0000145	LOC117565133|XP_034099995.1|DALB	Idgf3|NP_477256.1|DMEL
OG0000145	LOC117564784|XP_034099582.1|DALB	Idgf1|NP_477258.1|DMEL
OG0000145	LOC117563990|XP_034098470.1|DALB	Idgf2|NP_477257.2|DMEL
OG0000147	LOC117563867|XP_034098313.1|DALB	CG6180|NP_609588.1|DMEL
OG0000147	LOC117573367|XP_034112387.1|DALB	CG17919|NP_649644.1|DMEL
OG0000147	LOC117573368|XP_034112388.1|DALB	CG10298|NP_649643.1|DMEL
OG0000148	LOC117563553|XP_034097824.1|DALB	CG31954|NP_722915.1|DMEL
OG0000148	LOC117563206|XP_034097284.1|DALB	Try29F|NP_523518.2|DMEL
OG0000149	LOC117565727|XP_034100866.1|DALB	Obp28a|NP_523505.1|DMEL
OG0000149	LOC117569224|XP_034106193.1|DALB	Obp19d|NP_523421.2|DMEL
OG0000150	LOC117564957|XP_034099803.1|DALB	Gr22a|NP_722733.1|DMEL, Gr22f|NP_722729.2|DMEL, Gr22c|NP_722732.2|DMEL, Gr22b|NP_001014456.1|DMEL, Gr22e|NP_722731.1|DMEL
OG0000151	LOC117568976|XP_034105827.1|DALB, LOC117569351|XP_034106374.1|DALB	CG6996|NP_649189.2|DMEL
OG0000151	LOC117569108|XP_034106017.1|DALB	CG17147|NP_001262099.1|DMEL
OG0000151	LOC117563802|XP_034098225.1|DALB	CG17145|NP_649192.2|DMEL
OG0000151	LOC117569728|XP_034106892.1|DALB, LOC117571262|XP_034109214.1|DALB	CG5883|NP_648526.2|DMEL
OG0000152	LOC117576816|XP_034117777.1|DALB	CG11841|NP_651661.1|DMEL
OG0000152	LOC117576823|XP_034117786.1|DALB	CG11842|NP_651662.1|DMEL
OG0000152	LOC117576822|XP_034117785.1|DALB	CG11843|NP_651663.1|DMEL
OG0000153	LOC117575070|XP_034115052.1|DALB	Sp212|NP_996209.2|DMEL
OG0000153	LOC117574202|XP_034113798.1|DALB	CG9649|NP_650343.1|DMEL
OG0000153	LOC117574203|XP_034113799.1|DALB	CG31326|NP_650344.2|DMEL
OG0000154	LOC117574657|XP_034114452.1|DALB	Or94a|NP_524455.1|DMEL
OG0000154	LOC117576746|XP_034117670.1|DALB	Or94b|NP_524456.1|DMEL
