Orthogroup	DALB.longest_only	ASTE.longest_only
OG0000117	LOC117565743|XP_034100882.1|DALB, LOC117565744|XP_034100883.1|DALB, LOC117565747|XP_034100885.1|DALB, LOC117565748|XP_034100886.1|DALB	LOC118502432|XP_035890553.1|ASTE, LOC118506535|XP_035899700.1|ASTE
OG0000118	LOC117564579|XP_034099312.1|DALB, LOC117564581|XP_034099313.1|DALB, LOC117564803|XP_034099613.1|DALB, LOC117564802|XP_034099612.1|DALB, LOC117564804|XP_034099615.1|DALB, LOC117575968|XP_034116338.1|DALB	LOC118502409|XP_035890526.1|ASTE
OG0000119	LOC117573918|XP_034113322.1|DALB, LOC117575301|XP_034115342.1|DALB, LOC117574706|XP_034114510.1|DALB	LOC118504397|XP_035894696.1|ASTE, LOC118507360|XP_035901665.1|ASTE, LOC118510253|XP_035907732.1|ASTE, LOC118504396|XP_035894695.1|ASTE
OG0000120	LOC117578153|XP_034119263.1|DALB	LOC118509359|XP_035905774.1|ASTE
OG0000120	LOC117567543|XP_034103482.1|DALB	LOC118512861|XP_035913838.1|ASTE
OG0000121	LOC117576151|XP_034116610.1|DALB, LOC117573851|XP_034113211.1|DALB, LOC117573857|XP_034113221.1|DALB, LOC117576173|XP_034116649.1|DALB	LOC118504430|XP_035894762.1|ASTE
OG0000122	LOC117563285|XP_034097414.1|DALB, LOC117573903|XP_034113305.1|DALB, LOC117570141|XP_034107498.1|DALB, LOC117565066|XP_034099905.1|DALB	LOC118502484|XP_035890608.1|ASTE
OG0000123	LOC117571190|XP_034109119.1|DALB, LOC117568483|XP_034105060.1|DALB, LOC117574507|XP_034114251.1|DALB	LOC118506463|XP_035899530.1|ASTE
OG0000125	LOC117574624|XP_034114404.1|DALB	LOC118502975|XP_035891640.1|ASTE
OG0000125	LOC117573946|XP_034113364.1|DALB	LOC118511794|XP_035911255.1|ASTE
OG0000126	LOC117563733|XP_034098105.1|DALB	LOC118510666|XP_035908699.1|ASTE
OG0000127	LOC117574862|XP_034114769.1|DALB, LOC117575877|XP_034116206.1|DALB, LOC117575878|XP_034116207.1|DALB	LOC118506630|XP_035899894.1|ASTE, LOC118506629|XP_035899892.1|ASTE
OG0000128	LOC117571995|XP_034110397.1|DALB, LOC117571994|XP_034110395.1|DALB	LOC118516915|XP_035918646.1|ASTE, LOC118509094|XP_035905138.1|ASTE
OG0000129	LOC117577997|XP_034118986.1|DALB, LOC117571227|XP_034109165.1|DALB, LOC117571277|XP_034109231.1|DALB, LOC117577996|XP_034118985.1|DALB	LOC118506636|XP_035899907.1|ASTE
OG0000130	LOC117569356|XP_034106380.1|DALB, LOC117572760|XP_034111736.1|DALB, LOC117569424|XP_034106474.1|DALB, LOC117569353|XP_034106376.1|DALB, LOC117569355|XP_034106379.1|DALB, LOC117569354|XP_034106378.1|DALB, LOC117569352|XP_034106375.1|DALB	LOC118507218|XP_035901212.1|ASTE
OG0000132	LOC117564930|XP_034099775.1|DALB, LOC117564210|XP_034098785.1|DALB, LOC117576685|XP_034117572.1|DALB	LOC118503160|XP_035892014.1|ASTE, LOC118502510|XP_035890646.1|ASTE
OG0000134	LOC117574228|XP_034113828.1|DALB	LOC118502732|XP_035891190.1|ASTE
OG0000134	LOC117564459|XP_034099134.1|DALB	LOC118514038|XP_035916413.1|ASTE
OG0000136	LOC117577272|XP_034118147.1|DALB, LOC117577273|XP_034118148.1|DALB, LOC117577411|XP_034118211.1|DALB	LOC118508846|XP_035904490.1|ASTE, LOC118504821|XP_035895720.1|ASTE
OG0000137	LOC117568552|XP_034105163.1|DALB, LOC117573629|XP_034112821.1|DALB	LOC118507552|XP_035902026.1|ASTE
OG0000137	LOC117566965|XP_034102511.1|DALB	LOC118511893|XP_035911416.1|ASTE, LOC118512768|XP_035913566.1|ASTE, LOC118516694|XP_035918532.1|ASTE, LOC118516358|XP_035918086.1|ASTE
OG0000140	LOC117576114|XP_034116562.1|DALB, LOC117570186|XP_034107560.1|DALB, LOC117572475|XP_034111213.1|DALB, LOC117568044|XP_034104281.1|DALB, LOC117568045|XP_034104282.1|DALB, LOC117568046|XP_034104283.1|DALB, LOC117572477|XP_034111218.1|DALB, LOC117572476|XP_034111215.1|DALB, LOC117567257|XP_034102998.1|DALB	LOC118512572|XP_035913082.1|ASTE, LOC118512573|XP_035913084.1|ASTE, LOC118512574|XP_035913086.1|ASTE, LOC118512579|XP_035913100.1|ASTE, LOC118512272|XP_035912354.1|ASTE
OG0000141	LOC117568469|XP_034105045.1|DALB, LOC117568470|XP_034105047.1|DALB, LOC117568472|XP_034105048.1|DALB, LOC117568504|XP_034105090.1|DALB, LOC117569109|XP_034106018.1|DALB	LOC118513164|XP_035914504.1|ASTE
OG0000142	LOC117573688|XP_034112934.1|DALB	LOC118504509|XP_035894932.1|ASTE
OG0000142	LOC117573203|XP_034112086.1|DALB	LOC118513535|XP_035915303.1|ASTE
OG0000142	LOC117577839|XP_034118671.1|DALB	LOC118517327|XP_035919203.1|ASTE
OG0000143	LOC117572619|XP_034111465.1|DALB	LOC118512636|XP_035913225.1|ASTE
OG0000143	LOC117570901|XP_034108697.1|DALB	LOC118508535|XP_035904305.1|ASTE, LOC118508252|XP_035903758.1|ASTE, LOC118506266|XP_035899062.1|ASTE, LOC118506267|XP_035899063.1|ASTE
OG0000144	LOC117574830|XP_034114694.1|DALB	LOC118504520|XP_035894945.1|ASTE
OG0000144	LOC117575624|XP_034115793.1|DALB	LOC118517574|XP_035919714.1|ASTE
OG0000144	LOC117564386|XP_034098997.1|DALB	LOC118514648|XP_035917567.1|ASTE, LOC118514649|XP_035917570.1|ASTE
OG0000145	LOC117573665|XP_034112888.1|DALB, LOC117565133|XP_034099995.1|DALB, LOC117564784|XP_034099582.1|DALB, LOC117563990|XP_034098470.1|DALB	LOC118513794|XP_035915873.1|ASTE, LOC118513795|XP_035915874.1|ASTE
OG0000147	LOC117563867|XP_034098313.1|DALB	LOC118509851|XP_035906945.1|ASTE
OG0000147	LOC117573367|XP_034112387.1|DALB, LOC117573368|XP_034112388.1|DALB	LOC118505553|XP_035897399.1|ASTE, LOC118505551|XP_035897397.1|ASTE
OG0000148	LOC117563553|XP_034097824.1|DALB	LOC118503637|XP_035893028.1|ASTE
OG0000148	LOC117563206|XP_034097284.1|DALB	LOC118509198|XP_035905361.1|ASTE, LOC118517263|XP_035919130.1|ASTE, LOC118513557|XP_035915372.1|ASTE
OG0000149	LOC117565727|XP_034100866.1|DALB, LOC117569224|XP_034106193.1|DALB	LOC118507680|XP_035902367.1|ASTE
OG0000152	LOC117576816|XP_034117777.1|DALB, LOC117576823|XP_034117786.1|DALB, LOC117576822|XP_034117785.1|DALB	LOC118513581|XP_035915437.1|ASTE, LOC118515234|XP_035917812.1|ASTE
OG0000153	LOC117575070|XP_034115052.1|DALB, LOC117574202|XP_034113798.1|DALB, LOC117574203|XP_034113799.1|DALB	LOC118505122|XP_035896329.1|ASTE
OG0000154	LOC117574657|XP_034114452.1|DALB, LOC117576746|XP_034117670.1|DALB	LOC118503656|XP_035893072.1|ASTE, LOC118503653|XP_035893066.1|ASTE
OG0000155	LOC117572459|XP_034111186.1|DALB, LOC117571424|XP_034109454.1|DALB, LOC117571421|XP_034109452.1|DALB	LOC118507321|XP_035901601.1|ASTE
OG0000157	LOC117569544|XP_034106643.1|DALB, LOC117569546|XP_034106645.1|DALB, LOC117569545|XP_034106644.1|DALB, LOC117569547|XP_034106646.1|DALB	LOC118509510|XP_035906089.1|ASTE, LOC118509511|XP_035906090.1|ASTE
OG0000158	LOC117567617|XP_034103599.1|DALB, LOC117571685|XP_034109819.1|DALB, LOC117566851|XP_034102334.1|DALB	LOC118508367|XP_035903982.1|ASTE, LOC118508366|XP_035903980.1|ASTE, LOC118504516|XP_035894941.1|ASTE, LOC118504508|XP_035894931.1|ASTE
OG0000159	LOC117568681|XP_034105378.1|DALB	LOC118516537|XP_035918374.1|ASTE, LOC118506076|XP_035898635.1|ASTE, LOC118516538|XP_035918375.1|ASTE, LOC118506072|XP_035898627.1|ASTE
OG0000159	LOC117568060|XP_034104305.1|DALB, LOC117570809|XP_034108556.1|DALB	LOC118516533|XP_035918367.1|ASTE, LOC118506074|XP_035898629.1|ASTE
OG0000160	LOC117576732|XP_034117649.1|DALB, LOC117576738|XP_034117660.1|DALB	LOC118506638|XP_035899912.1|ASTE, LOC118506639|XP_035899913.1|ASTE, LOC118506173|XP_035898837.1|ASTE, LOC118512315|XP_035912461.1|ASTE, LOC118506878|XP_035900521.1|ASTE, LOC118517712|XP_035920050.1|ASTE
OG0000162	LOC117563513|XP_034097781.1|DALB, LOC117576994|XP_034118071.1|DALB, LOC117563600|XP_034097881.1|DALB	LOC118510542|XP_035908395.1|ASTE, LOC118512639|XP_035913230.1|ASTE
OG0000163	LOC117563889|XP_034098341.1|DALB, LOC117574778|XP_034114619.1|DALB	LOC118503426|XP_035892559.1|ASTE, LOC118513177|XP_035914531.1|ASTE, LOC118513178|XP_035914532.1|ASTE, LOC118503428|XP_035892561.1|ASTE, LOC118503427|XP_035892560.1|ASTE
OG0000165	LOC117578114|XP_034119188.1|DALB	LOC118509479|XP_035906014.1|ASTE, LOC118503125|XP_035891975.1|ASTE
OG0000166	LOC117571588|XP_034109694.1|DALB	LOC118516432|XP_035918204.1|ASTE, LOC118509573|XP_035906232.1|ASTE
OG0000166	LOC117569363|XP_034106385.1|DALB, LOC117569361|XP_034106384.1|DALB, LOC117568522|XP_034105115.1|DALB, LOC117567640|XP_034103637.1|DALB	LOC118509377|XP_035905811.1|ASTE, LOC118517322|XP_035919195.1|ASTE, LOC118512273|XP_035912355.1|ASTE
OG0000169	LOC117574182|XP_034113766.1|DALB	LOC118512165|XP_035912137.1|ASTE
OG0000170	LOC117565189|XP_034100082.1|DALB, LOC117565188|XP_034100081.1|DALB, LOC117565263|XP_034100177.1|DALB	LOC118512459|XP_035912823.1|ASTE, LOC118512461|XP_035912824.1|ASTE, LOC118512457|XP_035912821.1|ASTE, LOC118512458|XP_035912822.1|ASTE
OG0000171	LOC117578387|XP_034119714.1|DALB	LOC118512486|XP_035912877.1|ASTE
OG0000171	LOC117564246|XP_034098831.1|DALB	LOC118504537|XP_035895000.1|ASTE
OG0000171	LOC117578239|XP_034119547.1|DALB	LOC118517651|XP_035919876.1|ASTE
OG0000172	LOC117569511|XP_034106589.1|DALB, LOC117571943|XP_034110327.1|DALB, LOC117571938|XP_034110319.1|DALB, LOC117565049|XP_034099884.1|DALB, LOC117567046|XP_034102648.1|DALB	LOC118513117|XP_035914409.1|ASTE
OG0000173	LOC117571967|XP_034110359.1|DALB, LOC117571968|XP_034110360.1|DALB, LOC117566583|XP_034102016.1|DALB, LOC117571966|XP_034110358.1|DALB, LOC117571960|XP_034110351.1|DALB	LOC118514581|XP_035917476.1|ASTE, LOC118514578|XP_035917474.1|ASTE
OG0000174	LOC117568649|XP_034105334.1|DALB, LOC117565114|XP_034099964.1|DALB, LOC117567018|XP_034102596.1|DALB	LOC118510691|XP_035908757.1|ASTE, LOC118510690|XP_035908756.1|ASTE, LOC118510692|XP_035908759.1|ASTE
OG0000175	LOC117573592|XP_034112778.1|DALB	LOC118505676|XP_035897701.1|ASTE
OG0000175	LOC117576209|XP_034116701.1|DALB	LOC118505455|XP_035897148.1|ASTE, LOC118505454|XP_035897147.1|ASTE, LOC118505456|XP_035897150.1|ASTE, LOC118505453|XP_035897146.1|ASTE
OG0000177	LOC117577910|XP_034118799.1|DALB	LOC118516399|XP_035918158.1|ASTE
OG0000177	LOC117573574|XP_034112753.1|DALB	LOC118504483|XP_035894893.1|ASTE
OG0000179	LOC117566864|XP_034102353.1|DALB, LOC117569415|XP_034106444.1|DALB	LOC118504068|XP_035894003.1|ASTE, LOC118504072|XP_035894011.1|ASTE
OG0000179	LOC117563225|XP_034097312.1|DALB	LOC118504074|XP_035894020.1|ASTE
OG0000181	LOC117573610|XP_034112799.1|DALB	LOC118510422|XP_035908088.1|ASTE, LOC118510423|XP_035908089.1|ASTE, LOC118503395|XP_035892494.1|ASTE
OG0000182	LOC117575402|XP_034115472.1|DALB	LOC118507594|XP_035902154.1|ASTE
OG0000182	LOC117575407|XP_034115477.1|DALB, LOC117575401|XP_034115471.1|DALB, LOC117575400|XP_034115470.1|DALB	LOC118507593|XP_035902153.1|ASTE
OG0000183	LOC117577878|XP_034118728.1|DALB, LOC117568497|XP_034105078.1|DALB, LOC117577456|XP_034118237.1|DALB, LOC117568151|XP_034104454.1|DALB	LOC118510271|XP_035907766.1|ASTE
OG0000184	LOC117565003|XP_034099839.1|DALB, LOC117565569|XP_034100636.1|DALB, LOC117565568|XP_034100635.1|DALB, LOC117564674|XP_034099432.1|DALB, LOC117565570|XP_034100637.1|DALB	LOC118514693|XP_035917642.1|ASTE, LOC118514692|XP_035917641.1|ASTE, LOC118514694|XP_035917643.1|ASTE, LOC118514679|XP_035917620.1|ASTE, LOC118507293|XP_035901544.1|ASTE, LOC118507291|XP_035901543.1|ASTE
OG0000185	LOC117575601|XP_034115761.1|DALB	LOC118514354|XP_035917069.1|ASTE
OG0000186	LOC117572307|XP_034110932.1|DALB, LOC117572317|XP_034110944.1|DALB	LOC118504849|XP_035895754.1|ASTE
OG0000188	LOC117576248|XP_034116762.1|DALB, LOC117565843|XP_034101051.1|DALB, LOC117577871|XP_034118719.1|DALB	LOC118502826|XP_035891438.1|ASTE, LOC118510018|XP_035907723.1|ASTE, LOC118515928|XP_035917972.1|ASTE, LOC118507968|XP_035903192.1|ASTE
OG0000189	LOC117565678|XP_034100803.1|DALB	LOC118512655|XP_035913266.1|ASTE, LOC118517673|XP_035919957.1|ASTE
OG0000189	LOC117578009|XP_034118997.1|DALB	LOC118506640|XP_035899914.1|ASTE
OG0000190	LOC117572191|XP_034110739.1|DALB	LOC118510368|XP_035907979.1|ASTE
OG0000190	LOC117570406|XP_034107921.1|DALB	LOC118504545|XP_035895041.1|ASTE
OG0000191	LOC117571552|XP_034109646.1|DALB, LOC117566650|XP_034102083.1|DALB, LOC117566651|XP_034102085.1|DALB, LOC117566648|XP_034102082.1|DALB, LOC117571355|XP_034109355.1|DALB, LOC117572732|XP_034111693.1|DALB, LOC117570093|XP_034107431.1|DALB, LOC117574366|XP_034114091.1|DALB	LOC118512001|XP_035911636.1|ASTE
OG0000191	LOC117570692|XP_034108385.1|DALB	LOC118506505|XP_035899612.1|ASTE
OG0000192	LOC117576861|XP_034117854.1|DALB, LOC117575019|XP_034114989.1|DALB, LOC117566535|XP_034101967.1|DALB, LOC117566534|XP_034101965.1|DALB	LOC118507017|XP_035900847.1|ASTE, LOC118507018|XP_035900848.1|ASTE, LOC118502769|XP_035891252.1|ASTE
OG0000193	LOC117563405|XP_034097630.1|DALB, LOC117568210|XP_034104572.1|DALB	LOC118503852|XP_035893459.1|ASTE, LOC118508047|XP_035903392.1|ASTE
OG0000196	LOC117563956|XP_034098420.1|DALB	LOC118514064|XP_035916463.1|ASTE, LOC118514063|XP_035916462.1|ASTE
OG0000197	LOC117578021|XP_034119016.1|DALB	LOC118502626|XP_035890899.1|ASTE
OG0000197	LOC117578047|XP_034119061.1|DALB	LOC118502627|XP_035890901.1|ASTE
OG0000197	LOC117577991|XP_034118982.1|DALB	LOC118502628|XP_035890902.1|ASTE
OG0000200	LOC117575860|XP_034116171.1|DALB, LOC117574037|XP_034113527.1|DALB	LOC118503806|XP_035893399.1|ASTE
OG0000201	LOC117575566|XP_034115719.1|DALB, LOC117575567|XP_034115720.1|DALB, LOC117575563|XP_034115715.1|DALB, LOC117575564|XP_034115717.1|DALB, LOC117573568|XP_034112746.1|DALB, LOC117576042|XP_034116458.1|DALB	LOC118510098|XP_035907420.1|ASTE, LOC118510099|XP_035907423.1|ASTE, LOC118513874|XP_035916073.1|ASTE, LOC118517092|XP_035918839.1|ASTE
OG0000202	LOC117573335|XP_034112335.1|DALB	LOC118506617|XP_035899877.1|ASTE
OG0000203	LOC117566696|XP_034102133.1|DALB, LOC117566694|XP_034102132.1|DALB, LOC117567829|XP_034103964.1|DALB, LOC117567827|XP_034103961.1|DALB, LOC117567828|XP_034103963.1|DALB	LOC118507050|XP_035900904.1|ASTE
OG0000205	LOC117573755|XP_034113030.1|DALB, LOC117576715|XP_034117625.1|DALB	LOC118508310|XP_035903863.1|ASTE, LOC118517532|XP_035919659.1|ASTE, LOC118517534|XP_035919661.1|ASTE, LOC118517536|XP_035919663.1|ASTE, LOC118517535|XP_035919662.1|ASTE, LOC118517533|XP_035919660.1|ASTE
OG0000206	LOC117571486|XP_034109543.1|DALB	LOC118503159|XP_035892013.1|ASTE
OG0000206	LOC117568661|XP_034105354.1|DALB	LOC118517639|XP_035919843.1|ASTE
OG0000207	LOC117570017|XP_034107324.1|DALB	LOC118503769|XP_035893332.1|ASTE
OG0000210	LOC117568543|XP_034105151.1|DALB, LOC117576753|XP_034117677.1|DALB, LOC117566449|XP_034101870.1|DALB, LOC117566448|XP_034101869.1|DALB, LOC117566450|XP_034101872.1|DALB, LOC117570715|XP_034108416.1|DALB, LOC117566606|XP_034102038.1|DALB, LOC117576394|XP_034116999.1|DALB, LOC117576946|XP_034117994.1|DALB, LOC117576953|XP_034118007.1|DALB, LOC117576954|XP_034118008.1|DALB, LOC117576393|XP_034116997.1|DALB, LOC117576392|XP_034116996.1|DALB, LOC117563812|XP_034098233.1|DALB, LOC117578045|XP_034119055.1|DALB	LOC118510803|XP_035909015.1|ASTE
OG0000211	LOC117575517|XP_034115656.1|DALB, LOC117575507|XP_034115642.1|DALB	LOC118505116|XP_035896320.1|ASTE
OG0000212	LOC117564751|XP_034099532.1|DALB, LOC117565894|XP_034101127.1|DALB	LOC118514690|XP_035917639.1|ASTE, LOC118514687|XP_035917627.1|ASTE
OG0000213	LOC117569468|XP_034106527.1|DALB, LOC117571215|XP_034109154.1|DALB	LOC118506169|XP_035898832.1|ASTE, LOC118502455|XP_035890578.1|ASTE, LOC118510026|XP_035907306.1|ASTE, LOC118507679|XP_035902364.1|ASTE
OG0000214	LOC117570634|XP_034108297.1|DALB, LOC117567932|XP_034104111.1|DALB, LOC117574554|XP_034114317.1|DALB, LOC117563668|XP_034097982.1|DALB	LOC118508206|XP_035903670.1|ASTE
OG0000215	LOC117571523|XP_034109590.1|DALB, LOC117570892|XP_034108685.1|DALB, LOC117567071|XP_034102704.1|DALB	LOC118505358|XP_035896927.1|ASTE, LOC118506177|XP_035898842.1|ASTE
OG0000216	LOC117564424|XP_034099053.1|DALB	LOC118514658|XP_035917584.1|ASTE
OG0000217	LOC117569293|XP_034106295.1|DALB	LOC118506853|XP_035900475.1|ASTE
OG0000217	LOC117565530|XP_034100565.1|DALB, LOC117569284|XP_034106285.1|DALB	LOC118512344|XP_035912523.1|ASTE
OG0000218	LOC117564990|XP_034099826.1|DALB, LOC117565397|XP_034100373.1|DALB, LOC117565399|XP_034100375.1|DALB	LOC118510059|XP_035907341.1|ASTE
OG0000219	LOC117572696|XP_034111639.1|DALB, LOC117572697|XP_034111642.1|DALB, LOC117572694|XP_034111636.1|DALB	LOC118510240|XP_035907700.1|ASTE, LOC118517267|XP_035919133.1|ASTE
OG0000220	LOC117571936|XP_034110318.1|DALB, LOC117568869|XP_034105649.1|DALB, LOC117569234|XP_034106199.1|DALB	LOC118510365|XP_035907967.1|ASTE, LOC118510359|XP_035907961.1|ASTE
OG0000221	LOC117566825|XP_034102280.1|DALB, LOC117566823|XP_034102277.1|DALB	LOC118512893|XP_035913890.1|ASTE, LOC118512894|XP_035913899.1|ASTE
OG0000224	LOC117572580|XP_034111355.1|DALB	LOC118512550|XP_035913028.1|ASTE, LOC118512555|XP_035913034.1|ASTE, LOC118510034|XP_035907315.1|ASTE, LOC118512553|XP_035913032.1|ASTE
OG0000225	LOC117574895|XP_034114823.1|DALB, LOC117576058|XP_034116481.1|DALB, LOC117573300|XP_034112295.1|DALB	LOC118502418|XP_035890536.1|ASTE, LOC118504515|XP_035894940.1|ASTE
OG0000226	LOC117569215|XP_034106180.1|DALB, LOC117569217|XP_034106182.1|DALB, LOC117572309|XP_034110930.1|DALB	LOC118506112|XP_035898708.1|ASTE
OG0000228	LOC117566121|XP_034101488.1|DALB, LOC117576698|XP_034117586.1|DALB, LOC117565580|XP_034100666.1|DALB	LOC118507788|XP_035902717.1|ASTE
OG0000229	LOC117574960|XP_034114913.1|DALB	LOC118505141|XP_035896386.1|ASTE
OG0000229	LOC117574924|XP_034114864.1|DALB	LOC118505366|XP_035896957.1|ASTE
OG0000230	LOC117566559|XP_034101992.1|DALB	LOC118511477|XP_035910508.1|ASTE, LOC118511480|XP_035910510.1|ASTE, LOC118511478|XP_035910509.1|ASTE, LOC118511476|XP_035910504.1|ASTE
OG0000232	LOC117576650|XP_034117478.1|DALB, LOC117566481|XP_034101904.1|DALB, LOC117569347|XP_034106371.1|DALB	LOC118503459|XP_035892635.1|ASTE
OG0000233	LOC117576034|XP_034116445.1|DALB, LOC117576779|XP_034117722.1|DALB, LOC117574223|XP_034113820.1|DALB, LOC117574222|XP_034113819.1|DALB	LOC118508457|XP_035904152.1|ASTE
OG0000235	LOC117574358|XP_034114083.1|DALB, LOC117575557|XP_034115708.1|DALB, LOC117575558|XP_034115709.1|DALB	LOC118504927|XP_035895913.1|ASTE
OG0000236	LOC117563565|XP_034097836.1|DALB, LOC117565148|XP_034100017.1|DALB, LOC117569618|XP_034106749.1|DALB	LOC118507015|XP_035900844.1|ASTE
OG0000237	LOC117572202|XP_034110748.1|DALB	LOC118512278|XP_035912368.1|ASTE
OG0000237	LOC117569093|XP_034106004.1|DALB	LOC118511482|XP_035910512.1|ASTE
OG0000238	LOC117564900|XP_034099743.1|DALB, LOC117565438|XP_034100419.1|DALB	LOC118511649|XP_035910876.1|ASTE, LOC118511652|XP_035910881.1|ASTE
OG0000239	LOC117573550|XP_034112721.1|DALB, LOC117573544|XP_034112714.1|DALB	LOC118504709|XP_035895435.1|ASTE
OG0000240	LOC117576203|XP_034116687.1|DALB, LOC117575742|XP_034115986.1|DALB, LOC117573830|XP_034113151.1|DALB	LOC118507974|XP_035903200.1|ASTE
OG0000241	LOC117572642|XP_034111510.1|DALB, LOC117566477|XP_034101899.1|DALB	LOC118503481|XP_035892675.1|ASTE
OG0000246	LOC117569776|XP_034106966.1|DALB, LOC117569978|XP_034107246.1|DALB	LOC118504838|XP_035895735.1|ASTE
OG0000247	LOC117574615|XP_034114394.1|DALB, LOC117576863|XP_034117856.1|DALB, LOC117576864|XP_034117857.1|DALB, LOC117576102|XP_034116550.1|DALB, LOC117575700|XP_034115904.1|DALB	LOC118509414|XP_035905879.1|ASTE, LOC118509412|XP_035905877.1|ASTE, LOC118509413|XP_035905878.1|ASTE, LOC118509411|XP_035905875.1|ASTE
OG0000248	LOC117572628|XP_034111474.1|DALB, LOC117572312|XP_034110934.1|DALB, LOC117571230|XP_034109169.1|DALB	LOC118512667|XP_035913313.1|ASTE, LOC118512666|XP_035913311.1|ASTE
OG0000249	LOC117565967|XP_034101255.1|DALB, LOC117565966|XP_034101254.1|DALB, LOC117565964|XP_034101251.1|DALB	LOC118510725|XP_035908828.1|ASTE
OG0000250	LOC117565993|XP_034101303.1|DALB, LOC117565991|XP_034101299.1|DALB, LOC117565102|XP_034099951.1|DALB	LOC118508491|XP_035904202.1|ASTE
OG0000251	LOC117578326|XP_034119679.1|DALB, LOC117571305|XP_034109267.1|DALB, LOC117572293|XP_034110893.1|DALB	LOC118505075|XP_035896254.1|ASTE
OG0000255	LOC117569643|XP_034106773.1|DALB	LOC118504899|XP_035895857.1|ASTE
OG0000256	LOC117567676|XP_034103689.1|DALB, LOC117571090|XP_034108965.1|DALB, LOC117568646|XP_034105332.1|DALB, LOC117568158|XP_034104468.1|DALB, LOC117568156|XP_034104465.1|DALB	LOC118509298|XP_035905630.1|ASTE
OG0000257	LOC117567921|XP_034104096.1|DALB	LOC118507286|XP_035901529.1|ASTE
OG0000261	LOC117564576|XP_034099309.1|DALB, LOC117564577|XP_034099310.1|DALB, LOC117569119|XP_034106031.1|DALB	LOC118510512|XP_035908317.1|ASTE, LOC118516853|XP_035918607.1|ASTE, LOC118516854|XP_035918608.1|ASTE, LOC118510513|XP_035908318.1|ASTE
OG0000262	LOC117570757|XP_034108471.1|DALB	LOC118512787|XP_035913596.1|ASTE
OG0000263	LOC117569278|XP_034106275.1|DALB	LOC118513361|XP_035914886.1|ASTE
OG0000263	LOC117571909|XP_034110278.1|DALB	LOC118513013|XP_035914180.1|ASTE
OG0000264	LOC117572669|XP_034111581.1|DALB, LOC117569747|XP_034106929.1|DALB, LOC117573436|XP_034112542.1|DALB	LOC118507130|XP_035901042.1|ASTE
OG0000267	LOC117575604|XP_034115767.1|DALB, LOC117575890|XP_034116222.1|DALB	LOC118506887|XP_035900544.1|ASTE, LOC118513471|XP_035915156.1|ASTE
OG0000268	LOC117576598|XP_034117382.1|DALB	LOC118506477|XP_035899548.1|ASTE, LOC118502746|XP_035891204.1|ASTE
OG0000268	LOC117576597|XP_034117377.1|DALB, LOC117576599|XP_034117384.1|DALB	LOC118502745|XP_035891203.1|ASTE
OG0000269	LOC117573419|XP_034112516.1|DALB	LOC118507820|XP_035902791.1|ASTE
OG0000269	LOC117573427|XP_034112530.1|DALB	LOC118507311|XP_035901587.1|ASTE
OG0000269	LOC117573697|XP_034112949.1|DALB	LOC118510294|XP_035907812.1|ASTE
OG0000270	LOC117571480|XP_034109533.1|DALB	LOC118503824|XP_035893419.1|ASTE, LOC118510655|XP_035908672.1|ASTE, LOC118503826|XP_035893421.1|ASTE, LOC118503825|XP_035893420.1|ASTE, LOC118503827|XP_035893423.1|ASTE
OG0000271	LOC117564798|XP_034099609.1|DALB, LOC117567329|XP_034103132.1|DALB, LOC117570388|XP_034107892.1|DALB	LOC118513311|XP_035914791.1|ASTE
OG0000272	LOC117573246|XP_034112196.1|DALB	LOC118509040|XP_035904990.1|ASTE
OG0000273	LOC117563332|XP_034097491.1|DALB, LOC117574589|XP_034114363.1|DALB	LOC118508518|XP_035904265.1|ASTE
OG0000275	LOC117573200|XP_034112084.1|DALB	LOC118507752|XP_035902654.1|ASTE
OG0000279	LOC117572012|XP_034110424.1|DALB, LOC117572514|XP_034111259.1|DALB	LOC118506563|XP_035899778.1|ASTE
OG0000280	LOC117569633|XP_034106763.1|DALB, LOC117570763|XP_034108486.1|DALB, LOC117569632|XP_034106762.1|DALB	LOC118512959|XP_035914076.1|ASTE
OG0000281	LOC117566933|XP_034102446.1|DALB, LOC117577983|XP_034118970.1|DALB, LOC117577962|XP_034118902.1|DALB	LOC118509940|XP_035907165.1|ASTE
OG0000282	LOC117566397|XP_034101797.1|DALB	LOC118502391|XP_035890506.1|ASTE
OG0000283	LOC117567216|XP_034102936.1|DALB	LOC118507494|XP_035901916.1|ASTE
