Orthogroup	DALB.longest_only	DBIA.longest_only
OG0000049	LOC117576198|XP_034116681.1|DALB	LOC108024840|XP_016950465.1|DBIA
OG0000049	LOC117574439|XP_034114168.1|DALB	LOC108024876|XP_016950510.1|DBIA
OG0000050	LOC117567964|XP_034104164.1|DALB	LOC108029844|XP_016957821.1|DBIA
OG0000050	LOC117566525|XP_034101957.1|DALB	LOC108030785|XP_016959326.1|DBIA
OG0000050	LOC117566526|XP_034101958.1|DALB	LOC108030724|XP_016959254.1|DBIA
OG0000050	LOC117570483|XP_034108058.1|DALB	LOC108030784|XP_016959325.1|DBIA
OG0000050	LOC117569367|XP_034106390.1|DALB	LOC108030723|XP_016959253.1|DBIA
OG0000051	LOC117576304|XP_034116849.1|DALB	LOC108031259|XP_016959986.1|DBIA
OG0000051	LOC117573460|XP_034112573.1|DALB, LOC117574315|XP_034114017.1|DALB, LOC117574240|XP_034113845.1|DALB, LOC117574314|XP_034114015.1|DALB, LOC117574786|XP_034114633.1|DALB	LOC108031167|XP_016959876.1|DBIA
OG0000051	LOC117576902|XP_034117931.1|DALB	LOC108031055|XP_016959745.1|DBIA, LOC108031066|XP_016959760.1|DBIA
OG0000052	LOC117576244|XP_034116756.1|DALB, LOC117576245|XP_034116757.1|DALB, LOC117576070|XP_034116497.1|DALB, LOC117576071|XP_034116498.1|DALB, LOC117576069|XP_034116496.1|DALB, LOC117575219|XP_034115236.1|DALB, LOC117576928|XP_034117962.1|DALB	LOC108031139|XP_016959843.1|DBIA, LOC108024786|XP_016950390.1|DBIA, LOC108031304|XP_016960037.1|DBIA, LOC108031177|XP_016959886.1|DBIA, LOC108031170|XP_016959879.1|DBIA
OG0000052	LOC117568864|XP_034105642.1|DALB, LOC117571307|XP_034109272.1|DALB, LOC117566592|XP_034102025.1|DALB, LOC117569133|XP_034106052.1|DALB, LOC117566590|XP_034102023.1|DALB, LOC117566591|XP_034102024.1|DALB, LOC117572296|XP_034110899.1|DALB	LOC108029994|XP_016957997.1|DBIA
OG0000052	LOC117572297|XP_034110900.1|DALB, LOC117566593|XP_034102026.1|DALB	LOC108029937|XP_016957921.1|DBIA
OG0000053	LOC117569597|XP_034106723.1|DALB	LOC108029369|XP_016957086.1|DBIA
OG0000053	LOC117569598|XP_034106724.1|DALB	LOC108029362|XP_016957079.1|DBIA
OG0000053	LOC117569609|XP_034106736.1|DALB	LOC108029361|XP_016957078.1|DBIA
OG0000053	LOC117569596|XP_034106722.1|DALB	LOC108029360|XP_016957077.1|DBIA
OG0000053	LOC117569600|XP_034106726.1|DALB	LOC108029370|XP_016957087.1|DBIA
OG0000054	LOC117575896|XP_034116230.1|DALB	LOC108026311|XP_016952687.1|DBIA
OG0000054	LOC117575899|XP_034116231.1|DALB	LOC108026028|XP_016952208.1|DBIA, LOC108026363|XP_016952768.1|DBIA
OG0000055	LOC117574528|XP_034114281.1|DALB, LOC117574682|XP_034114479.1|DALB, LOC117575963|XP_034116332.1|DALB	LOC108025041|XP_016950786.1|DBIA, LOC108025121|XP_016950876.1|DBIA
OG0000056	LOC117573870|XP_034113237.1|DALB	LOC108031456|XP_016960380.1|DBIA
OG0000056	LOC117573868|XP_034113236.1|DALB, LOC117573871|XP_034113238.1|DALB, LOC117576772|XP_034117714.1|DALB, LOC117573872|XP_034113239.1|DALB	LOC108031455|XP_016960379.1|DBIA, LOC108031454|XP_016960378.1|DBIA, LOC108031452|XP_016960376.1|DBIA
OG0000056	LOC117565555|XP_034100612.1|DALB	LOC108031088|XP_016959782.1|DBIA, LOC108031982|XP_016961266.1|DBIA
OG0000058	LOC117563763|XP_034098158.1|DALB, LOC117564238|XP_034098822.1|DALB, LOC117564239|XP_034098823.1|DALB, LOC117563762|XP_034098157.1|DALB, LOC117563768|XP_034098166.1|DALB, LOC117563764|XP_034098159.1|DALB, LOC117563767|XP_034098165.1|DALB	LOC108036205|XP_016967686.1|DBIA, LOC108032411|XP_016961720.1|DBIA, LOC108032495|XP_016961804.1|DBIA, LOC108036206|XP_016967687.1|DBIA
OG0000058	LOC117563761|XP_034098156.1|DALB, LOC117563760|XP_034098154.1|DALB	LOC108033435|XP_016963248.1|DBIA
OG0000058	LOC117570528|XP_034108128.1|DALB	LOC108029081|XP_016956700.1|DBIA
OG0000059	LOC117573843|XP_034113202.1|DALB	LOC108025520|XP_016951530.1|DBIA
OG0000059	LOC117573838|XP_034113195.1|DALB	LOC108025316|XP_016951215.1|DBIA, LOC108025317|XP_016951216.1|DBIA
OG0000059	LOC117573842|XP_034113201.1|DALB	LOC108025519|XP_016951529.1|DBIA
OG0000059	LOC117573841|XP_034113200.1|DALB, LOC117573840|XP_034113199.1|DALB, LOC117573839|XP_034113196.1|DALB	LOC108025314|XP_016951213.1|DBIA
OG0000060	LOC117568914|XP_034105715.1|DALB	LOC108031902|XP_016961196.1|DBIA
OG0000060	LOC117565380|XP_034100344.1|DALB	LOC108033390|XP_016963198.1|DBIA
OG0000060	LOC117576937|XP_034117973.1|DALB	LOC108023813|XP_016948948.1|DBIA
OG0000060	LOC117574003|XP_034113462.1|DALB	LOC108025323|XP_016951236.1|DBIA
OG0000060	LOC117577733|XP_034118527.1|DALB	LOC108024403|XP_016949804.1|DBIA
OG0000060	LOC117565160|XP_034100035.1|DALB	LOC108027722|XP_016954764.1|DBIA
OG0000061	LOC117564862|XP_034099701.1|DALB	LOC108032412|XP_016961721.1|DBIA
OG0000061	LOC117564863|XP_034099702.1|DALB, LOC117564865|XP_034099704.1|DALB	LOC108032443|XP_016961757.1|DBIA
OG0000061	LOC117564867|XP_034099707.1|DALB	LOC108032400|XP_016961710.1|DBIA
OG0000061	LOC117564866|XP_034099705.1|DALB	LOC108032401|XP_016961711.1|DBIA
OG0000062	LOC117578033|XP_034119036.1|DALB	LOC108024224|XP_016949584.1|DBIA
OG0000062	LOC117578240|XP_034119548.1|DALB	LOC108033678|XP_016963623.1|DBIA, LOC108033486|XP_016963314.1|DBIA
OG0000062	LOC117564777|XP_034099566.1|DALB	LOC108022124|XP_016946453.1|DBIA, LOC108030510|XP_016958887.1|DBIA, LOC108027641|XP_016954647.1|DBIA, LOC108027805|XP_016954873.1|DBIA, LOC108027642|XP_016954648.1|DBIA, LOC108027715|XP_016954755.1|DBIA, LOC108027742|XP_016954784.1|DBIA
OG0000063	LOC117576847|XP_034117829.1|DALB, LOC117576848|XP_034117831.1|DALB, LOC117576846|XP_034117828.1|DALB	LOC108024640|XP_016950181.1|DBIA, LOC108024653|XP_016950205.1|DBIA, LOC108024632|XP_016950168.1|DBIA
OG0000063	LOC117569666|XP_034106803.1|DALB	LOC108034681|XP_016965111.1|DBIA
OG0000063	LOC117568515|XP_034105107.1|DALB	LOC108035615|XP_016966791.1|DBIA
OG0000063	LOC117569663|XP_034106801.1|DALB, LOC117570642|XP_034108303.1|DALB	LOC108035614|XP_016966789.1|DBIA, LOC108034510|XP_016964923.1|DBIA
OG0000065	LOC117573742|XP_034113011.1|DALB, LOC117576240|XP_034116748.1|DALB	LOC108027234|XP_016954057.1|DBIA
OG0000065	LOC117574829|XP_034114692.1|DALB, LOC117567609|XP_034103589.1|DALB, LOC117573376|XP_034112404.1|DALB, LOC117572676|XP_034111597.1|DALB, LOC117567608|XP_034103588.1|DALB	LOC108027236|XP_016954058.1|DBIA, LOC108023319|XP_016948114.1|DBIA, LOC108023329|XP_016948142.1|DBIA, LOC108023328|XP_016948127.1|DBIA
OG0000066	LOC117567134|XP_034102839.1|DALB	LOC108027312|XP_016954195.1|DBIA, LOC108024442|XP_016949849.1|DBIA
OG0000066	LOC117563421|XP_034097647.1|DALB	LOC108033498|XP_016963327.1|DBIA
OG0000066	LOC117576204|XP_034116688.1|DALB	LOC108026077|XP_016952264.1|DBIA
OG0000066	LOC117567332|XP_034103141.1|DALB	LOC108025758|XP_016951842.1|DBIA
OG0000066	LOC117570386|XP_034107886.1|DALB	LOC108022830|XP_016947464.1|DBIA
OG0000067	LOC117576940|XP_034117988.1|DALB	LOC108027215|XP_016954031.1|DBIA
OG0000067	LOC117569520|XP_034106607.1|DALB	LOC108028025|XP_016955150.1|DBIA
OG0000067	LOC117570140|XP_034107497.1|DALB	LOC108036631|XP_016968394.1|DBIA
OG0000067	LOC117569519|XP_034106606.1|DALB	LOC108028052|XP_016955180.1|DBIA
OG0000067	LOC117570707|XP_034108403.1|DALB	LOC108028075|XP_016955204.1|DBIA
OG0000068	LOC117575545|XP_034115693.1|DALB	LOC108027959|XP_016955073.1|DBIA
OG0000068	LOC117566789|XP_034102222.1|DALB	LOC108029590|XP_016957445.1|DBIA
OG0000068	LOC117563644|XP_034097948.1|DALB	LOC108027565|XP_016954535.1|DBIA
OG0000069	LOC117568075|XP_034104335.1|DALB	LOC108022204|XP_016946546.1|DBIA
OG0000070	LOC117564516|XP_034099227.1|DALB, LOC117564519|XP_034099229.1|DALB	LOC108032380|XP_016961690.1|DBIA, LOC108034332|XP_016964700.1|DBIA
OG0000070	LOC117575370|XP_034115434.1|DALB	LOC108028712|XP_016956151.1|DBIA
OG0000070	LOC117564518|XP_034099228.1|DALB	LOC108033786|XP_016963881.1|DBIA
OG0000070	LOC117564520|XP_034099230.1|DALB	LOC108023296|XP_016948086.1|DBIA
OG0000071	LOC117570623|XP_034108276.1|DALB	LOC108034500|XP_016964894.1|DBIA
OG0000072	LOC117566569|XP_034102002.1|DALB, LOC117567900|XP_034104064.1|DALB	LOC108036662|XP_016968433.1|DBIA
OG0000072	LOC117570917|XP_034108716.1|DALB	LOC108036249|XP_016967747.1|DBIA
OG0000073	LOC117572206|XP_034110763.1|DALB	LOC108022685|XP_016947244.1|DBIA
OG0000073	LOC117576610|XP_034117406.1|DALB	LOC108023361|XP_016948233.1|DBIA
OG0000073	LOC117575585|XP_034115743.1|DALB	LOC108027157|XP_016953875.1|DBIA
OG0000074	LOC117570160|XP_034107519.1|DALB, LOC117571484|XP_034109540.1|DALB, LOC117571440|XP_034109474.1|DALB	LOC108028307|XP_016955519.1|DBIA
OG0000074	LOC117570586|XP_034108221.1|DALB	LOC108028433|XP_016955751.1|DBIA
OG0000075	LOC117568212|XP_034104575.1|DALB	LOC108030338|XP_016958695.1|DBIA
OG0000075	LOC117568439|XP_034104998.1|DALB	LOC108031173|XP_016959885.1|DBIA
OG0000075	LOC117568441|XP_034105000.1|DALB	LOC108031227|XP_016959955.1|DBIA
OG0000075	LOC117568217|XP_034104582.1|DALB	LOC108030349|XP_016958707.1|DBIA
OG0000076	LOC117567636|XP_034103628.1|DALB	LOC108035061|XP_016965936.1|DBIA
OG0000076	LOC117577756|XP_034118557.1|DALB	LOC108027529|XP_016954462.1|DBIA
OG0000076	LOC117577826|XP_034118655.1|DALB	LOC108027531|XP_016954464.1|DBIA
OG0000077	LOC117569813|XP_034107023.1|DALB	LOC108026696|XP_016953273.1|DBIA
OG0000077	LOC117576948|XP_034117997.1|DALB	LOC108032098|XP_016961415.1|DBIA
OG0000077	LOC117567769|XP_034103852.1|DALB	LOC108026817|XP_016953471.1|DBIA
OG0000077	LOC117573885|XP_034113262.1|DALB	LOC108024645|XP_016950184.1|DBIA
OG0000078	LOC117570798|XP_034108545.1|DALB, LOC117567009|XP_034102585.1|DALB, LOC117571141|XP_034109034.1|DALB, LOC117570994|XP_034108834.1|DALB	LOC108026559|XP_016952999.1|DBIA
OG0000078	LOC117567346|XP_034103163.1|DALB	LOC108030890|XP_016959551.1|DBIA
OG0000078	LOC117575907|XP_034116242.1|DALB	LOC108027078|XP_016953782.1|DBIA
OG0000078	LOC117577833|XP_034118665.1|DALB	LOC108027590|XP_016954597.1|DBIA
OG0000078	LOC117578297|XP_034119631.1|DALB	LOC108023624|XP_016948723.1|DBIA
OG0000079	LOC117564795|XP_034099607.1|DALB	LOC108029252|XP_016956936.1|DBIA, LOC108029253|XP_016956937.1|DBIA
OG0000079	LOC117565282|XP_034100202.1|DALB	LOC108028935|XP_016956443.1|DBIA, LOC108029251|XP_016956935.1|DBIA
OG0000079	LOC117564408|XP_034099031.1|DALB	LOC108029014|XP_016956549.1|DBIA
OG0000080	LOC117571068|XP_034108929.1|DALB	LOC108023084|XP_016947826.1|DBIA, LOC108022970|XP_016947684.1|DBIA
OG0000080	LOC117568685|XP_034105383.1|DALB	LOC108036474|XP_016968140.1|DBIA
OG0000082	LOC117570745|XP_034108457.1|DALB, LOC117570413|XP_034107930.1|DALB	LOC108026719|XP_016953316.1|DBIA
OG0000082	LOC117573753|XP_034113028.1|DALB, LOC117573752|XP_034113027.1|DALB	LOC108032144|XP_016961473.1|DBIA
OG0000082	LOC117575543|XP_034115688.1|DALB	LOC108030979|XP_016959668.1|DBIA, LOC108030981|XP_016959669.1|DBIA, LOC108030982|XP_016959670.1|DBIA
OG0000083	LOC117570126|XP_034107481.1|DALB	LOC108034224|XP_016964555.1|DBIA, LOC108036802|XP_016968638.1|DBIA, LOC108036697|XP_016968476.1|DBIA, LOC108036696|XP_016968475.1|DBIA
OG0000084	LOC117569126|XP_034106037.1|DALB	LOC108029487|XP_016957244.1|DBIA
OG0000084	LOC117571981|XP_034110380.1|DALB	LOC108030446|XP_016958828.1|DBIA
OG0000086	LOC117571181|XP_034109101.1|DALB, LOC117571177|XP_034109095.1|DALB	LOC108026716|XP_016953312.1|DBIA
OG0000087	LOC117565926|XP_034101191.1|DALB	LOC108033838|XP_016963957.1|DBIA
OG0000087	LOC117563519|XP_034097786.1|DALB	LOC108032464|XP_016961778.1|DBIA
OG0000087	LOC117564649|XP_034099401.1|DALB	LOC108033704|XP_016963704.1|DBIA
OG0000088	LOC117568126|XP_034104421.1|DALB	LOC108030164|XP_016958382.1|DBIA
OG0000088	LOC117563949|XP_034098412.1|DALB	LOC108029008|XP_016956541.1|DBIA
OG0000088	LOC117568293|XP_034104704.1|DALB	LOC108028140|XP_016955285.1|DBIA
OG0000088	LOC117571658|XP_034109787.1|DALB, LOC117571657|XP_034109785.1|DALB	LOC108036273|XP_016967772.1|DBIA
OG0000088	LOC117568558|XP_034105177.1|DALB	LOC108028134|XP_016955279.1|DBIA
OG0000089	LOC117573667|XP_034112886.1|DALB	LOC108027303|XP_016954184.1|DBIA
OG0000089	LOC117573133|XP_034111958.1|DALB	LOC108031913|XP_016961170.1|DBIA
OG0000089	LOC117570605|XP_034108240.1|DALB	LOC108034931|XP_016965678.1|DBIA
OG0000090	LOC117570152|XP_034107510.1|DALB	LOC108036323|XP_016967826.1|DBIA
OG0000090	LOC117570045|XP_034107362.1|DALB	LOC108036321|XP_016967823.1|DBIA
OG0000090	LOC117571453|XP_034109491.1|DALB	LOC108035651|XP_016966846.1|DBIA
OG0000090	LOC117571773|XP_034110022.1|DALB	LOC108029154|XP_016956781.1|DBIA
OG0000091	LOC117575848|XP_034116149.1|DALB	LOC108026296|XP_016952657.1|DBIA
OG0000091	LOC117564850|XP_034099676.1|DALB	LOC108034140|XP_016964423.1|DBIA
OG0000091	LOC117576271|XP_034116807.1|DALB	LOC108024396|XP_016949800.1|DBIA
OG0000091	LOC117576270|XP_034116806.1|DALB	LOC108025529|XP_016951546.1|DBIA
OG0000092	LOC117573726|XP_034112987.1|DALB, LOC117573725|XP_034112986.1|DALB	LOC108026462|XP_016952892.1|DBIA
OG0000092	LOC117573342|XP_034112343.1|DALB	LOC108026448|XP_016952876.1|DBIA
OG0000092	LOC117573728|XP_034112989.1|DALB	LOC108026029|XP_016952209.1|DBIA, LOC108026468|XP_016952900.1|DBIA
OG0000093	LOC117566120|XP_034101486.1|DALB	LOC108036087|XP_016967526.1|DBIA
OG0000093	LOC117572473|XP_034111211.1|DALB	LOC108024087|XP_016949351.1|DBIA, LOC108022062|XP_016946396.1|DBIA
OG0000093	LOC117571868|XP_034110194.1|DALB	LOC108023730|XP_016948856.1|DBIA
OG0000094	LOC117569967|XP_034107235.1|DALB	LOC108034459|XP_016964832.1|DBIA
OG0000094	LOC117573441|XP_034112552.1|DALB	LOC108027023|XP_016953706.1|DBIA
OG0000096	LOC117576098|XP_034116547.1|DALB	LOC108034354|XP_016964729.1|DBIA
OG0000096	LOC117576097|XP_034116544.1|DALB	LOC108032607|XP_016962024.1|DBIA
OG0000096	LOC117576096|XP_034116543.1|DALB	LOC108024684|XP_016950250.1|DBIA
OG0000096	LOC117564095|XP_034098634.1|DALB	LOC108032371|XP_016961681.1|DBIA
OG0000097	LOC117571330|XP_034109312.1|DALB	LOC108028203|XP_016955353.1|DBIA, LOC108028030|XP_016955157.1|DBIA, LOC108028124|XP_016955263.1|DBIA, LOC108027975|XP_016955089.1|DBIA, LOC108028121|XP_016955258.1|DBIA
OG0000098	LOC117573741|XP_034113010.1|DALB, LOC117570996|XP_034108836.1|DALB, LOC117574633|XP_034114420.1|DALB, LOC117574635|XP_034114423.1|DALB	LOC108027233|XP_016954056.1|DBIA
OG0000099	LOC117570575|XP_034108208.1|DALB, LOC117570574|XP_034108207.1|DALB	LOC108023646|XP_016948752.1|DBIA
OG0000099	LOC117567580|XP_034103552.1|DALB	LOC108023446|XP_016948427.1|DBIA
OG0000099	LOC117577441|XP_034118229.1|DALB	LOC108023711|XP_016948830.1|DBIA
OG0000100	LOC117569898|XP_034107130.1|DALB	LOC108036385|XP_016967979.1|DBIA
OG0000100	LOC117574748|XP_034114579.1|DALB	LOC108026088|XP_016952275.1|DBIA
OG0000100	LOC117576656|XP_034117500.1|DALB, LOC117575927|XP_034116277.1|DALB	LOC108031432|XP_016960333.1|DBIA
OG0000100	LOC117575926|XP_034116275.1|DALB	LOC108031433|XP_016960334.1|DBIA
OG0000100	LOC117565539|XP_034100578.1|DALB	LOC108031252|XP_016959980.1|DBIA
OG0000101	LOC117569034|XP_034105922.1|DALB	LOC108035923|XP_016967190.1|DBIA
OG0000101	LOC117569031|XP_034105916.1|DALB	LOC108035925|XP_016967202.1|DBIA
OG0000102	LOC117567444|XP_034103343.1|DALB	LOC108022873|XP_016947552.1|DBIA
OG0000102	LOC117567714|XP_034103765.1|DALB	LOC108036452|XP_016968100.1|DBIA
OG0000103	LOC117571101|XP_034108974.1|DALB, LOC117572314|XP_034110936.1|DALB	LOC108028249|XP_016955425.1|DBIA, LOC108028438|XP_016955757.1|DBIA
OG0000103	LOC117572313|XP_034110935.1|DALB	LOC108028436|XP_016955755.1|DBIA
OG0000103	LOC117567293|XP_034103057.1|DALB	LOC108022796|XP_016947418.1|DBIA
OG0000104	LOC117567936|XP_034104117.1|DALB	LOC108035283|XP_016966339.1|DBIA
OG0000104	LOC117565234|XP_034100132.1|DALB	LOC108032687|XP_016962152.1|DBIA
OG0000104	LOC117572065|XP_034110536.1|DALB	LOC108034535|XP_016964949.1|DBIA, LOC108034533|XP_016964948.1|DBIA
OG0000105	LOC117564701|XP_034099470.1|DALB, LOC117563408|XP_034097631.1|DALB	LOC108023041|XP_016947774.1|DBIA, LOC108031043|XP_016959733.1|DBIA, LOC108033270|XP_016963024.1|DBIA, LOC108029331|XP_016957015.1|DBIA
OG0000105	LOC117576159|XP_034116625.1|DALB	LOC108031026|XP_016959715.1|DBIA
OG0000105	LOC117576833|XP_034117801.1|DALB	LOC108031245|XP_016959970.1|DBIA, LOC108031263|XP_016959991.1|DBIA
OG0000107	LOC117566487|XP_034101911.1|DALB, LOC117566791|XP_034102225.1|DALB, LOC117566790|XP_034102224.1|DALB	LOC108022138|XP_016946469.1|DBIA, LOC108033551|XP_016963385.1|DBIA, LOC108033276|XP_016963031.1|DBIA, LOC108032344|XP_016961643.1|DBIA, LOC108033603|XP_016963445.1|DBIA, LOC108033277|XP_016963032.1|DBIA, LOC108033599|XP_016963440.1|DBIA, LOC108022432|XP_016946806.1|DBIA, LOC108022139|XP_016946470.1|DBIA, LOC108022140|XP_016946471.1|DBIA
OG0000109	LOC117564878|XP_034099716.1|DALB	LOC108033292|XP_016963047.1|DBIA, LOC108034197|XP_016964514.1|DBIA
OG0000109	LOC117564337|XP_034098933.1|DALB	LOC108034262|XP_016964608.1|DBIA
OG0000110	LOC117571418|XP_034109449.1|DALB	LOC108028113|XP_016955251.1|DBIA
OG0000110	LOC117572446|XP_034111168.1|DALB	LOC108028807|XP_016956281.1|DBIA
OG0000110	LOC117571419|XP_034109450.1|DALB	LOC108028040|XP_016955167.1|DBIA
OG0000110	LOC117571412|XP_034109441.1|DALB	LOC108028752|XP_016956212.1|DBIA
OG0000111	LOC117568704|XP_034105408.1|DALB	LOC108026543|XP_016952982.1|DBIA
OG0000111	LOC117570221|XP_034107611.1|DALB, LOC117568500|XP_034105083.1|DALB	LOC108026931|XP_016953634.1|DBIA
OG0000112	LOC117565393|XP_034100371.1|DALB	LOC108027552|XP_016954506.1|DBIA, LOC108023986|XP_016949205.1|DBIA
OG0000112	LOC117571340|XP_034109338.1|DALB, LOC117571347|XP_034109350.1|DALB, LOC117567726|XP_034103783.1|DALB, LOC117567886|XP_034104052.1|DALB, LOC117564399|XP_034099017.1|DALB	LOC108027490|XP_016954423.1|DBIA, LOC108027493|XP_016954426.1|DBIA
OG0000114	LOC117563970|XP_034098449.1|DALB	LOC108033614|XP_016963466.1|DBIA
OG0000114	LOC117563969|XP_034098448.1|DALB	LOC108033611|XP_016963463.1|DBIA
OG0000116	LOC117574278|XP_034113920.1|DALB	LOC108026375|XP_016952785.1|DBIA
OG0000116	LOC117575289|XP_034115324.1|DALB, LOC117575290|XP_034115326.1|DALB	LOC108026461|XP_016952890.1|DBIA
OG0000116	LOC117576082|XP_034116520.1|DALB	LOC108026023|XP_016952204.1|DBIA
OG0000116	LOC117574279|XP_034113921.1|DALB	LOC108026373|XP_016952783.1|DBIA
OG0000117	LOC117565743|XP_034100882.1|DALB	LOC108032547|XP_016961914.1|DBIA
OG0000117	LOC117565744|XP_034100883.1|DALB	LOC108032549|XP_016961915.1|DBIA
OG0000117	LOC117565747|XP_034100885.1|DALB	LOC108032550|XP_016961916.1|DBIA
OG0000117	LOC117565748|XP_034100886.1|DALB	LOC108032552|XP_016961919.1|DBIA
OG0000118	LOC117564579|XP_034099312.1|DALB, LOC117564581|XP_034099313.1|DALB	LOC108029064|XP_016956623.1|DBIA, LOC108028954|XP_016956481.1|DBIA
OG0000118	LOC117564803|XP_034099613.1|DALB, LOC117564802|XP_034099612.1|DALB, LOC117564804|XP_034099615.1|DALB	LOC108029375|XP_016957092.1|DBIA, LOC108032392|XP_016961702.1|DBIA, LOC108034188|XP_016964499.1|DBIA
OG0000119	LOC117573918|XP_034113322.1|DALB	LOC108031872|XP_016961119.1|DBIA, LOC108026922|XP_016953622.1|DBIA
OG0000119	LOC117575301|XP_034115342.1|DALB	LOC108031272|XP_016960002.1|DBIA
OG0000119	LOC117574706|XP_034114510.1|DALB	LOC108031192|XP_016959902.1|DBIA
OG0000120	LOC117578153|XP_034119263.1|DALB	LOC108023244|XP_016948011.1|DBIA
OG0000120	LOC117567543|XP_034103482.1|DALB	LOC108030087|XP_016958214.1|DBIA
OG0000120	LOC117569372|XP_034106394.1|DALB	LOC108028084|XP_016955219.1|DBIA
OG0000121	LOC117573851|XP_034113211.1|DALB, LOC117573857|XP_034113221.1|DALB	LOC108024429|XP_016949836.1|DBIA
OG0000121	LOC117576173|XP_034116649.1|DALB	LOC108024540|XP_016949998.1|DBIA, LOC108032404|XP_016961714.1|DBIA, LOC108024542|XP_016949999.1|DBIA
OG0000122	LOC117563285|XP_034097414.1|DALB	LOC108032496|XP_016961805.1|DBIA
OG0000122	LOC117573903|XP_034113305.1|DALB	LOC108023300|XP_016948090.1|DBIA
OG0000122	LOC117570141|XP_034107498.1|DALB	LOC108036632|XP_016968395.1|DBIA
OG0000122	LOC117565066|XP_034099905.1|DALB	LOC108029050|XP_016956602.1|DBIA
OG0000123	LOC117571190|XP_034109119.1|DALB, LOC117568483|XP_034105060.1|DALB	LOC108022341|XP_016946693.1|DBIA
OG0000123	LOC117574507|XP_034114251.1|DALB	LOC108027083|XP_016953787.1|DBIA
OG0000124	LOC117571381|XP_034109386.1|DALB, LOC117568503|XP_034105088.1|DALB	LOC108029444|XP_016957182.1|DBIA, LOC108029778|XP_016957777.1|DBIA
OG0000125	LOC117574624|XP_034114404.1|DALB	LOC108025392|XP_016951356.1|DBIA
OG0000125	LOC117573946|XP_034113364.1|DALB	LOC108024815|XP_016950433.1|DBIA
OG0000125	LOC117571229|XP_034109167.1|DALB	LOC108036489|XP_016968169.1|DBIA
OG0000125	LOC117567335|XP_034103145.1|DALB	LOC108036490|XP_016968171.1|DBIA
OG0000126	LOC117563733|XP_034098105.1|DALB	LOC108028993|XP_016956523.1|DBIA
OG0000127	LOC117574862|XP_034114769.1|DALB	LOC108027453|XP_016954394.1|DBIA, LOC108027073|XP_016953776.1|DBIA
OG0000127	LOC117575877|XP_034116206.1|DALB	LOC108027452|XP_016954393.1|DBIA
OG0000127	LOC117575878|XP_034116207.1|DALB	LOC108027034|XP_016953720.1|DBIA
OG0000128	LOC117571995|XP_034110397.1|DALB	LOC108026935|XP_016953637.1|DBIA
OG0000128	LOC117571994|XP_034110395.1|DALB	LOC108027048|XP_016953738.1|DBIA
OG0000129	LOC117577997|XP_034118986.1|DALB	LOC108023412|XP_016948359.1|DBIA
OG0000129	LOC117571227|XP_034109165.1|DALB	LOC108028100|XP_016955236.1|DBIA
OG0000129	LOC117571277|XP_034109231.1|DALB	LOC108034826|XP_016965429.1|DBIA
OG0000129	LOC117577996|XP_034118985.1|DALB	LOC108023411|XP_016948357.1|DBIA
OG0000130	LOC117569356|XP_034106380.1|DALB	LOC108028367|XP_016955645.1|DBIA
OG0000130	LOC117572760|XP_034111736.1|DALB	LOC108028588|XP_016955990.1|DBIA
OG0000130	LOC117569352|XP_034106375.1|DALB	LOC108028366|XP_016955644.1|DBIA, LOC108028365|XP_016955643.1|DBIA
OG0000131	LOC117573955|XP_034113385.1|DALB	LOC108024454|XP_016949864.1|DBIA
OG0000132	LOC117564930|XP_034099775.1|DALB	LOC108034248|XP_016964589.1|DBIA
OG0000132	LOC117576685|XP_034117572.1|DALB	LOC108025160|XP_016950929.1|DBIA
OG0000134	LOC117574228|XP_034113828.1|DALB	LOC108031841|XP_016961080.1|DBIA
OG0000134	LOC117570061|XP_034107390.1|DALB	LOC108024440|XP_016949847.1|DBIA
OG0000134	LOC117564459|XP_034099134.1|DALB	LOC108034196|XP_016964513.1|DBIA
OG0000137	LOC117573629|XP_034112821.1|DALB	LOC108027255|XP_016954103.1|DBIA
OG0000137	LOC117566965|XP_034102511.1|DALB	LOC108028330|XP_016955559.1|DBIA
OG0000138	LOC117573291|XP_034112285.1|DALB	LOC108032221|XP_016961573.1|DBIA
OG0000138	LOC117574048|XP_034113540.1|DALB	LOC108032211|XP_016961561.1|DBIA
OG0000138	LOC117573290|XP_034112283.1|DALB	LOC108032223|XP_016961574.1|DBIA
OG0000139	LOC117571323|XP_034109301.1|DALB	LOC108027713|XP_016954752.1|DBIA
OG0000140	LOC117576114|XP_034116562.1|DALB	LOC108025043|XP_016950788.1|DBIA
OG0000141	LOC117568469|XP_034105045.1|DALB	LOC108034476|XP_016964850.1|DBIA, LOC108034511|XP_016964924.1|DBIA
OG0000141	LOC117568470|XP_034105047.1|DALB	LOC108035147|XP_016966079.1|DBIA
