Orthogroup	DALB.longest_only	HILL.longest_only
OG0000047	LOC117570271|XP_034107678.1|DALB, LOC117570312|XP_034107745.1|DALB, LOC117567370|XP_034103204.1|DALB, LOC117567748|XP_034103827.1|DALB, LOC117570179|XP_034107548.1|DALB, LOC117570238|XP_034107631.1|DALB	LOC119654474|XP_037915820.1|HILL
OG0000048	LOC117571564|XP_034109658.1|DALB, LOC117572034|XP_034110480.1|DALB, LOC117569405|XP_034106432.1|DALB	LOC119648777|XP_037906539.1|HILL, LOC119648574|XP_037906272.1|HILL, LOC119648995|XP_037906854.1|HILL
OG0000049	LOC117574804|XP_034114660.1|DALB, LOC117574253|XP_034113873.1|DALB, LOC117574270|XP_034113907.1|DALB, LOC117576198|XP_034116681.1|DALB, LOC117574439|XP_034114168.1|DALB	LOC119649048|XP_037906954.1|HILL
OG0000050	LOC117567964|XP_034104164.1|DALB, LOC117566525|XP_034101957.1|DALB, LOC117566526|XP_034101958.1|DALB, LOC117570483|XP_034108058.1|DALB, LOC117569367|XP_034106390.1|DALB	LOC119658266|XP_037921486.1|HILL
OG0000053	LOC117569597|XP_034106723.1|DALB, LOC117569598|XP_034106724.1|DALB, LOC117569609|XP_034106736.1|DALB	LOC119653560|XP_037914200.1|HILL, LOC119653563|XP_037914204.1|HILL, LOC119653562|XP_037914203.1|HILL, LOC119654734|XP_037916193.1|HILL, LOC119654136|XP_037915227.1|HILL
OG0000053	LOC117569596|XP_034106722.1|DALB, LOC117569600|XP_034106726.1|DALB	LOC119653556|XP_037914198.1|HILL, LOC119653555|XP_037914196.1|HILL, LOC119653557|XP_037914199.1|HILL, LOC119653554|XP_037914193.1|HILL, LOC119653561|XP_037914201.1|HILL, LOC119661089|XP_037926206.1|HILL
OG0000054	LOC117575896|XP_034116230.1|DALB, LOC117575899|XP_034116231.1|DALB	LOC119651539|XP_037911103.1|HILL, LOC119647240|XP_037904031.1|HILL, LOC119646436|XP_037902814.1|HILL
OG0000055	LOC117574889|XP_034114817.1|DALB	LOC119657823|XP_037920865.1|HILL
OG0000056	LOC117565555|XP_034100612.1|DALB	LOC119658059|XP_037921239.1|HILL, LOC119658058|XP_037921238.1|HILL
OG0000058	LOC117563763|XP_034098158.1|DALB, LOC117564238|XP_034098822.1|DALB, LOC117564239|XP_034098823.1|DALB, LOC117563762|XP_034098157.1|DALB, LOC117563768|XP_034098166.1|DALB, LOC117563764|XP_034098159.1|DALB, LOC117563767|XP_034098165.1|DALB, LOC117563761|XP_034098156.1|DALB, LOC117563760|XP_034098154.1|DALB, LOC117570528|XP_034108128.1|DALB	LOC119649104|XP_037907031.1|HILL, LOC119649106|XP_037907033.1|HILL, LOC119649107|XP_037907034.1|HILL, LOC119647753|XP_037904798.1|HILL, LOC119649108|XP_037907035.1|HILL, LOC119647754|XP_037904799.1|HILL, LOC119659125|XP_037922977.1|HILL, LOC119655147|XP_037916814.1|HILL
OG0000060	LOC117568914|XP_034105715.1|DALB	LOC119658011|XP_037921164.1|HILL
OG0000060	LOC117574003|XP_034113462.1|DALB	LOC119652834|XP_037913096.1|HILL
OG0000061	LOC117564862|XP_034099701.1|DALB, LOC117564863|XP_034099702.1|DALB, LOC117564865|XP_034099704.1|DALB, LOC117564867|XP_034099707.1|DALB, LOC117564866|XP_034099705.1|DALB	LOC119654566|XP_037915944.1|HILL, LOC119654846|XP_037916354.1|HILL
OG0000063	LOC117576847|XP_034117829.1|DALB, LOC117576848|XP_034117831.1|DALB, LOC117576846|XP_034117828.1|DALB, LOC117569666|XP_034106803.1|DALB, LOC117568515|XP_034105107.1|DALB, LOC117569663|XP_034106801.1|DALB, LOC117570642|XP_034108303.1|DALB	LOC119652802|XP_037913054.1|HILL, LOC119652906|XP_037913210.1|HILL
OG0000067	LOC117576940|XP_034117988.1|DALB, LOC117569520|XP_034106607.1|DALB	LOC119657584|XP_037920491.1|HILL
OG0000067	LOC117570140|XP_034107497.1|DALB, LOC117569519|XP_034106606.1|DALB	LOC119657702|XP_037920672.1|HILL
OG0000067	LOC117570707|XP_034108403.1|DALB	LOC119648750|XP_037906501.1|HILL
OG0000068	LOC117575545|XP_034115693.1|DALB, LOC117566789|XP_034102222.1|DALB, LOC117563644|XP_034097948.1|DALB	LOC119647039|XP_037903711.1|HILL, LOC119658016|XP_037921173.1|HILL, LOC119657412|XP_037920234.1|HILL
OG0000070	LOC117564516|XP_034099227.1|DALB, LOC117564519|XP_034099229.1|DALB, LOC117575370|XP_034115434.1|DALB, LOC117564518|XP_034099228.1|DALB, LOC117564520|XP_034099230.1|DALB	LOC119657857|XP_037920910.1|HILL, LOC119657686|XP_037920645.1|HILL, LOC119657343|XP_037920143.1|HILL, LOC119658414|XP_037921738.1|HILL, LOC119658255|XP_037921468.1|HILL, LOC119657882|XP_037920941.1|HILL, LOC119658249|XP_037921451.1|HILL, LOC119658416|XP_037921739.1|HILL, LOC119658175|XP_037921370.1|HILL, LOC119658176|XP_037921371.1|HILL, LOC119658225|XP_037921421.1|HILL, LOC119658224|XP_037921418.1|HILL, LOC119657744|XP_037920716.1|HILL, LOC119657745|XP_037920718.1|HILL, LOC119658406|XP_037921723.1|HILL, LOC119658177|XP_037921372.1|HILL, LOC119657908|XP_037921003.1|HILL, LOC119656762|XP_037919266.1|HILL, LOC119656761|XP_037919260.1|HILL, LOC119657576|XP_037920469.1|HILL, LOC119658427|XP_037921753.1|HILL, LOC119658321|XP_037921584.1|HILL, LOC119658376|XP_037921665.1|HILL, LOC119657434|XP_037920265.1|HILL, LOC119657435|XP_037920268.1|HILL, LOC119657224|XP_037919963.1|HILL, LOC119657344|XP_037920146.1|HILL, LOC119657190|XP_037919921.1|HILL, LOC119657261|XP_037920018.1|HILL, LOC119657489|XP_037920337.1|HILL, LOC119656824|XP_037919393.1|HILL, LOC119656823|XP_037919389.1|HILL, LOC119656825|XP_037919396.1|HILL, LOC119657949|XP_037921069.1|HILL, LOC119657948|XP_037921068.1|HILL, LOC119657636|XP_037920569.1|HILL, LOC119658456|XP_037921790.1|HILL, LOC119658293|XP_037921516.1|HILL, LOC119657724|XP_037920696.1|HILL, LOC119657863|XP_037920916.1|HILL
OG0000071	LOC117572590|XP_034111368.1|DALB	LOC119647586|XP_037904523.1|HILL
OG0000071	LOC117570623|XP_034108276.1|DALB, LOC117566528|XP_034101960.1|DALB	LOC119648120|XP_037905570.1|HILL
OG0000072	LOC117566569|XP_034102002.1|DALB, LOC117567900|XP_034104064.1|DALB	LOC119661216|XP_037926368.1|HILL
OG0000072	LOC117570917|XP_034108716.1|DALB	LOC119660319|XP_037924728.1|HILL
OG0000073	LOC117572206|XP_034110763.1|DALB	LOC119654269|XP_037915465.1|HILL
OG0000073	LOC117576610|XP_034117406.1|DALB	LOC119658257|XP_037921470.1|HILL
OG0000073	LOC117575585|XP_034115743.1|DALB	LOC119650904|XP_037910019.1|HILL, LOC119658142|XP_037921338.1|HILL
OG0000074	LOC117570160|XP_034107519.1|DALB, LOC117571484|XP_034109540.1|DALB, LOC117571440|XP_034109474.1|DALB, LOC117570586|XP_034108221.1|DALB	LOC119650320|XP_037908903.1|HILL, LOC119649748|XP_037907965.1|HILL, LOC119650143|XP_037908606.1|HILL, LOC119649692|XP_037907888.1|HILL
OG0000075	LOC117568212|XP_034104575.1|DALB	LOC119650070|XP_037908494.1|HILL, LOC119649191|XP_037907149.1|HILL
OG0000075	LOC117568439|XP_034104998.1|DALB	LOC119649897|XP_037908218.1|HILL
OG0000075	LOC117568441|XP_034105000.1|DALB, LOC117568440|XP_034104999.1|DALB, LOC117568217|XP_034104582.1|DALB	LOC119648394|XP_037906061.1|HILL, LOC119649964|XP_037908328.1|HILL
OG0000076	LOC117567636|XP_034103628.1|DALB	LOC119647549|XP_037904468.1|HILL
OG0000076	LOC117577756|XP_034118557.1|DALB	LOC119655368|XP_037917158.1|HILL
OG0000077	LOC117569813|XP_034107023.1|DALB	LOC119655171|XP_037916849.1|HILL
OG0000077	LOC117576948|XP_034117997.1|DALB	LOC119651525|XP_037911085.1|HILL
OG0000077	LOC117567769|XP_034103852.1|DALB	LOC119656266|XP_037918616.1|HILL
OG0000077	LOC117573885|XP_034113262.1|DALB	LOC119653260|XP_037913796.1|HILL
OG0000078	LOC117570798|XP_034108545.1|DALB, LOC117567009|XP_034102585.1|DALB, LOC117571141|XP_034109034.1|DALB, LOC117570994|XP_034108834.1|DALB, LOC117567346|XP_034103163.1|DALB, LOC117575907|XP_034116242.1|DALB, LOC117577833|XP_034118665.1|DALB, LOC117578297|XP_034119631.1|DALB	LOC119656802|XP_037919339.1|HILL
OG0000079	LOC117564795|XP_034099607.1|DALB, LOC117565282|XP_034100202.1|DALB, LOC117564408|XP_034099031.1|DALB	LOC119659132|XP_037922989.1|HILL, LOC119658761|XP_037922386.1|HILL
OG0000080	LOC117571068|XP_034108929.1|DALB, LOC117568685|XP_034105383.1|DALB	LOC119653617|XP_037914314.1|HILL, LOC119653889|XP_037914939.1|HILL, LOC119653888|XP_037914937.1|HILL, LOC119654469|XP_037915814.1|HILL, LOC119653919|XP_037915006.1|HILL, LOC119654279|XP_037915490.1|HILL, LOC119654503|XP_037915864.1|HILL
OG0000081	LOC117570943|XP_034108767.1|DALB	LOC119648100|XP_037905529.1|HILL
OG0000082	LOC117570745|XP_034108457.1|DALB, LOC117570413|XP_034107930.1|DALB, LOC117573753|XP_034113028.1|DALB, LOC117573752|XP_034113027.1|DALB, LOC117575543|XP_034115688.1|DALB	LOC119657528|XP_037920402.1|HILL, LOC119646834|XP_037903378.1|HILL, LOC119646314|XP_037902660.1|HILL, LOC119657513|XP_037920385.1|HILL
OG0000083	LOC117570126|XP_034107481.1|DALB	LOC119651416|XP_037910939.1|HILL
OG0000084	LOC117569126|XP_034106037.1|DALB	LOC119660245|XP_037924630.1|HILL, LOC119646712|XP_037903218.1|HILL, LOC119646880|XP_037903435.1|HILL, LOC119646164|XP_037902465.1|HILL, LOC119654421|XP_037915775.1|HILL
OG0000086	LOC117571181|XP_034109101.1|DALB, LOC117571177|XP_034109095.1|DALB	LOC119647291|XP_037904124.1|HILL
OG0000087	LOC117565926|XP_034101191.1|DALB	LOC119651588|XP_037911163.1|HILL, LOC119652326|XP_037912264.1|HILL, LOC119652325|XP_037912263.1|HILL, LOC119652323|XP_037912262.1|HILL
OG0000087	LOC117563519|XP_034097786.1|DALB	LOC119652204|XP_037912073.1|HILL
OG0000087	LOC117564649|XP_034099401.1|DALB	LOC119651395|XP_037910904.1|HILL
OG0000088	LOC117568126|XP_034104421.1|DALB	LOC119655282|XP_037917026.1|HILL
OG0000089	LOC117573667|XP_034112886.1|DALB	LOC119653821|XP_037914783.1|HILL
OG0000089	LOC117573133|XP_034111958.1|DALB	LOC119651268|XP_037910700.1|HILL
OG0000089	LOC117570605|XP_034108240.1|DALB	LOC119648411|XP_037906089.1|HILL
OG0000090	LOC117570152|XP_034107510.1|DALB, LOC117570045|XP_034107362.1|DALB, LOC117571453|XP_034109491.1|DALB, LOC117568592|XP_034105231.1|DALB, LOC117571773|XP_034110022.1|DALB	LOC119654576|XP_037915962.1|HILL, LOC119654005|XP_037915095.1|HILL, LOC119654197|XP_037915326.1|HILL, LOC119655554|XP_037917405.1|HILL
OG0000091	LOC117575848|XP_034116149.1|DALB	LOC119652340|XP_037912284.1|HILL
OG0000091	LOC117564850|XP_034099676.1|DALB, LOC117576271|XP_034116807.1|DALB, LOC117576270|XP_034116806.1|DALB	LOC119650762|XP_037909786.1|HILL, LOC119650763|XP_037909791.1|HILL, LOC119653157|XP_037913625.1|HILL
OG0000092	LOC117573726|XP_034112987.1|DALB, LOC117573725|XP_034112986.1|DALB, LOC117573342|XP_034112343.1|DALB, LOC117573728|XP_034112989.1|DALB	LOC119658955|XP_037922756.1|HILL, LOC119660411|XP_037924878.1|HILL, LOC119659392|XP_037923381.1|HILL, LOC119660355|XP_037924782.1|HILL, LOC119659372|XP_037923356.1|HILL, LOC119659549|XP_037923627.1|HILL, LOC119657189|XP_037919920.1|HILL, LOC119660363|XP_037924799.1|HILL, LOC119658737|XP_037922337.1|HILL, LOC119658711|XP_037922254.1|HILL, LOC119659426|XP_037923434.1|HILL, LOC119658956|XP_037922757.1|HILL
OG0000093	LOC117566120|XP_034101486.1|DALB	LOC119661588|XP_037926918.1|HILL
OG0000094	LOC117569967|XP_034107235.1|DALB, LOC117566609|XP_034102040.1|DALB, LOC117574461|XP_034114190.1|DALB, LOC117574464|XP_034114191.1|DALB, LOC117573441|XP_034112552.1|DALB	LOC119647879|XP_037905095.1|HILL, LOC119647277|XP_037904099.1|HILL, LOC119657826|XP_037920869.1|HILL, LOC119647276|XP_037904096.1|HILL, LOC119646234|XP_037902552.1|HILL, LOC119647278|XP_037904100.1|HILL, LOC119661732|XP_037927127.1|HILL
OG0000096	LOC117576098|XP_034116547.1|DALB, LOC117576097|XP_034116544.1|DALB, LOC117576096|XP_034116543.1|DALB, LOC117564095|XP_034098634.1|DALB	LOC119651449|XP_037910983.1|HILL, LOC119653127|XP_037913582.1|HILL
OG0000098	LOC117573741|XP_034113010.1|DALB, LOC117570996|XP_034108836.1|DALB, LOC117574633|XP_034114420.1|DALB, LOC117574635|XP_034114423.1|DALB	LOC119651359|XP_037910851.1|HILL, LOC119650881|XP_037909975.1|HILL, LOC119652883|XP_037913176.1|HILL, LOC119652881|XP_037913173.1|HILL, LOC119651360|XP_037910857.1|HILL, LOC119652804|XP_037913056.1|HILL, LOC119652880|XP_037913172.1|HILL, LOC119650875|XP_037909969.1|HILL, LOC119651704|XP_037911345.1|HILL, LOC119652525|XP_037912652.1|HILL
OG0000099	LOC117570575|XP_034108208.1|DALB, LOC117570574|XP_034108207.1|DALB, LOC117567580|XP_034103552.1|DALB	LOC119653688|XP_037914481.1|HILL, LOC119655910|XP_037918000.1|HILL, LOC119653687|XP_037914477.1|HILL, LOC119654949|XP_037916534.1|HILL, LOC119654432|XP_037915757.1|HILL, LOC119654430|XP_037915752.1|HILL, LOC119656084|XP_037918304.1|HILL, LOC119656082|XP_037918299.1|HILL, LOC119656081|XP_037918295.1|HILL, LOC119656085|XP_037918314.1|HILL, LOC119653420|XP_037913925.1|HILL, LOC119655791|XP_037917813.1|HILL
OG0000099	LOC117577441|XP_034118229.1|DALB	LOC119655128|XP_037916790.1|HILL
OG0000100	LOC117569898|XP_034107130.1|DALB, LOC117574748|XP_034114579.1|DALB, LOC117576656|XP_034117500.1|DALB, LOC117575927|XP_034116277.1|DALB, LOC117575926|XP_034116275.1|DALB, LOC117575924|XP_034116273.1|DALB, LOC117565539|XP_034100578.1|DALB	LOC119660105|XP_037924412.1|HILL
OG0000101	LOC117569034|XP_034105922.1|DALB, LOC117569035|XP_034105923.1|DALB	LOC119648867|XP_037906682.1|HILL
OG0000101	LOC117569031|XP_034105916.1|DALB	LOC119648866|XP_037906678.1|HILL
OG0000102	LOC117567444|XP_034103343.1|DALB	LOC119646185|XP_037902495.1|HILL
OG0000102	LOC117567714|XP_034103765.1|DALB	LOC119658962|XP_037922764.1|HILL, LOC119658961|XP_037922762.1|HILL
OG0000103	LOC117571101|XP_034108974.1|DALB, LOC117572314|XP_034110936.1|DALB, LOC117572313|XP_034110935.1|DALB, LOC117567293|XP_034103057.1|DALB	LOC119654035|XP_037915126.1|HILL, LOC119655600|XP_037917484.1|HILL, LOC119655896|XP_037917975.1|HILL
OG0000104	LOC117567936|XP_034104117.1|DALB	LOC119648626|XP_037906324.1|HILL
OG0000104	LOC117565234|XP_034100132.1|DALB, LOC117572065|XP_034110536.1|DALB	LOC119649020|XP_037906903.1|HILL, LOC119650011|XP_037908409.1|HILL, LOC119661171|XP_037926315.1|HILL, LOC119654241|XP_037915408.1|HILL, LOC119654242|XP_037915412.1|HILL, LOC119654239|XP_037915405.1|HILL
OG0000105	LOC117564701|XP_034099470.1|DALB, LOC117563408|XP_034097631.1|DALB, LOC117576159|XP_034116625.1|DALB, LOC117576833|XP_034117801.1|DALB	LOC119661270|XP_037926458.1|HILL, LOC119646239|XP_037902559.1|HILL, LOC119661175|XP_037926320.1|HILL, LOC119650969|XP_037910186.1|HILL, LOC119646607|XP_037903036.1|HILL
OG0000109	LOC117564341|XP_034098942.1|DALB, LOC117564337|XP_034098933.1|DALB	LOC119646330|XP_037902682.1|HILL, LOC119647075|XP_037903760.1|HILL, LOC119646860|XP_037903411.1|HILL, LOC119657221|XP_037919964.1|HILL
OG0000110	LOC117571418|XP_034109449.1|DALB	LOC119649014|XP_037906893.1|HILL
OG0000110	LOC117572446|XP_034111168.1|DALB, LOC117571419|XP_034109450.1|DALB, LOC117571412|XP_034109441.1|DALB	LOC119649992|XP_037908376.1|HILL, LOC119649823|XP_037908086.1|HILL, LOC119649543|XP_037907662.1|HILL
OG0000112	LOC117565393|XP_034100371.1|DALB, LOC117571340|XP_034109338.1|DALB, LOC117571347|XP_034109350.1|DALB, LOC117567726|XP_034103783.1|DALB, LOC117567886|XP_034104052.1|DALB, LOC117564399|XP_034099017.1|DALB	LOC119653834|XP_037914807.1|HILL, LOC119653836|XP_037914809.1|HILL, LOC119653835|XP_037914808.1|HILL, LOC119653833|XP_037914806.1|HILL, LOC119653840|XP_037914814.1|HILL, LOC119653837|XP_037914810.1|HILL, LOC119653838|XP_037914812.1|HILL, LOC119656166|XP_037918440.1|HILL, LOC119653839|XP_037914813.1|HILL, LOC119653832|XP_037914805.1|HILL
OG0000113	LOC117573440|XP_034112551.1|DALB, LOC117573521|XP_034112646.1|DALB, LOC117564780|XP_034099573.1|DALB, LOC117568015|XP_034104233.1|DALB	LOC119652886|XP_037913180.1|HILL, LOC119651666|XP_037911283.1|HILL, LOC119653037|XP_037913416.1|HILL
OG0000117	LOC117565743|XP_034100882.1|DALB, LOC117565744|XP_034100883.1|DALB, LOC117565747|XP_034100885.1|DALB, LOC117565748|XP_034100886.1|DALB	LOC119656766|XP_037919275.1|HILL, LOC119652725|XP_037912951.1|HILL, LOC119650099|XP_037908546.1|HILL, LOC119660360|XP_037924796.1|HILL
OG0000118	LOC117564579|XP_034099312.1|DALB, LOC117564581|XP_034099313.1|DALB, LOC117564803|XP_034099613.1|DALB, LOC117564802|XP_034099612.1|DALB, LOC117564804|XP_034099615.1|DALB, LOC117575968|XP_034116338.1|DALB	LOC119659068|XP_037922905.1|HILL, LOC119659065|XP_037922904.1|HILL, LOC119660536|XP_037925092.1|HILL, LOC119660535|XP_037925091.1|HILL, LOC119659341|XP_037923313.1|HILL, LOC119659340|XP_037923311.1|HILL, LOC119659290|XP_037923230.1|HILL
OG0000119	LOC117573918|XP_034113322.1|DALB, LOC117575301|XP_034115342.1|DALB, LOC117574706|XP_034114510.1|DALB	LOC119651672|XP_037911292.1|HILL, LOC119653152|XP_037913619.1|HILL, LOC119651717|XP_037911367.1|HILL
OG0000120	LOC117578153|XP_034119263.1|DALB	LOC119656903|XP_037919515.1|HILL
OG0000120	LOC117567543|XP_034103482.1|DALB	LOC119661207|XP_037926359.1|HILL
OG0000122	LOC117563285|XP_034097414.1|DALB, LOC117573903|XP_034113305.1|DALB, LOC117570141|XP_034107498.1|DALB, LOC117565066|XP_034099905.1|DALB	LOC119656122|XP_037918377.1|HILL, LOC119655621|XP_037917519.1|HILL, LOC119656121|XP_037918376.1|HILL
OG0000123	LOC117571190|XP_034109119.1|DALB, LOC117568483|XP_034105060.1|DALB, LOC117574507|XP_034114251.1|DALB	LOC119659797|XP_037923996.1|HILL, LOC119653826|XP_037914795.1|HILL, LOC119659562|XP_037923639.1|HILL, LOC119660063|XP_037924370.1|HILL, LOC119659754|XP_037923944.1|HILL, LOC119653746|XP_037914600.1|HILL
OG0000125	LOC117574624|XP_034114404.1|DALB	LOC119651219|XP_037910602.1|HILL
OG0000125	LOC117573946|XP_034113364.1|DALB	LOC119651406|XP_037910923.1|HILL
OG0000126	LOC117563733|XP_034098105.1|DALB	LOC119651890|XP_037911640.1|HILL
OG0000127	LOC117574862|XP_034114769.1|DALB, LOC117575877|XP_034116206.1|DALB, LOC117575878|XP_034116207.1|DALB	LOC119660405|XP_037924867.1|HILL, LOC119660518|XP_037925065.1|HILL, LOC119660337|XP_037924750.1|HILL, LOC119660365|XP_037924801.1|HILL
OG0000128	LOC117571995|XP_034110397.1|DALB, LOC117571994|XP_034110395.1|DALB	LOC119661099|XP_037926212.1|HILL, LOC119661097|XP_037926211.1|HILL
OG0000129	LOC117577997|XP_034118986.1|DALB, LOC117571227|XP_034109165.1|DALB, LOC117571277|XP_034109231.1|DALB, LOC117577996|XP_034118985.1|DALB	LOC119653601|XP_037914281.1|HILL
OG0000131	LOC117573955|XP_034113385.1|DALB	LOC119651854|XP_037911584.1|HILL
OG0000132	LOC117564930|XP_034099775.1|DALB, LOC117564210|XP_034098785.1|DALB, LOC117576685|XP_034117572.1|DALB	LOC119646571|XP_037902988.1|HILL
OG0000134	LOC117574228|XP_034113828.1|DALB	LOC119661723|XP_037927117.1|HILL
OG0000134	LOC117570061|XP_034107390.1|DALB, LOC117564459|XP_034099134.1|DALB	LOC119653265|XP_037913814.1|HILL
OG0000137	LOC117568552|XP_034105163.1|DALB, LOC117573629|XP_034112821.1|DALB	LOC119660958|XP_037925928.1|HILL, LOC119656956|XP_037919602.1|HILL
OG0000137	LOC117566965|XP_034102511.1|DALB	LOC119649622|XP_037907783.1|HILL
OG0000140	LOC117576114|XP_034116562.1|DALB, LOC117570186|XP_034107560.1|DALB, LOC117572475|XP_034111213.1|DALB, LOC117568044|XP_034104281.1|DALB, LOC117568045|XP_034104282.1|DALB, LOC117568046|XP_034104283.1|DALB, LOC117572477|XP_034111218.1|DALB, LOC117572476|XP_034111215.1|DALB, LOC117567257|XP_034102998.1|DALB	LOC119652283|XP_037912204.1|HILL
OG0000141	LOC117568469|XP_034105045.1|DALB, LOC117568470|XP_034105047.1|DALB, LOC117568472|XP_034105048.1|DALB, LOC117568504|XP_034105090.1|DALB, LOC117569109|XP_034106018.1|DALB	LOC119648365|XP_037906018.1|HILL
OG0000142	LOC117573688|XP_034112934.1|DALB	LOC119659676|XP_037923831.1|HILL
OG0000142	LOC117573203|XP_034112086.1|DALB	LOC119653858|XP_037914844.1|HILL
OG0000142	LOC117577839|XP_034118671.1|DALB	LOC119656899|XP_037919509.1|HILL
OG0000143	LOC117572619|XP_034111465.1|DALB	LOC119648301|XP_037905888.1|HILL
OG0000143	LOC117570901|XP_034108697.1|DALB	LOC119655509|XP_037917342.1|HILL, LOC119655667|XP_037917583.1|HILL, LOC119654562|XP_037915938.1|HILL, LOC119654560|XP_037915937.1|HILL, LOC119654841|XP_037916347.1|HILL, LOC119654648|XP_037916058.1|HILL, LOC119654775|XP_037916245.1|HILL, LOC119655170|XP_037916848.1|HILL
OG0000144	LOC117574830|XP_034114694.1|DALB	LOC119659532|XP_037923599.1|HILL
OG0000144	LOC117575624|XP_034115793.1|DALB	LOC119655655|XP_037917566.1|HILL
OG0000144	LOC117564386|XP_034098997.1|DALB	LOC119654514|XP_037915885.1|HILL
OG0000145	LOC117573665|XP_034112888.1|DALB, LOC117565133|XP_034099995.1|DALB, LOC117564784|XP_034099582.1|DALB, LOC117563990|XP_034098470.1|DALB	LOC119660803|XP_037925563.1|HILL
OG0000147	LOC117563867|XP_034098313.1|DALB	LOC119651641|XP_037911244.1|HILL
OG0000147	LOC117573367|XP_034112387.1|DALB, LOC117573368|XP_034112388.1|DALB	LOC119650938|XP_037910096.1|HILL
OG0000148	LOC117563553|XP_034097824.1|DALB	LOC119647178|XP_037903918.1|HILL
OG0000148	LOC117563206|XP_034097284.1|DALB	LOC119651719|XP_037911369.1|HILL, LOC119651665|XP_037911282.1|HILL, LOC119651792|XP_037911487.1|HILL, LOC119651269|XP_037910697.1|HILL
OG0000149	LOC117565727|XP_034100866.1|DALB, LOC117569224|XP_034106193.1|DALB	LOC119655236|XP_037916950.1|HILL, LOC119655211|XP_037916913.1|HILL, LOC119655763|XP_037917746.1|HILL, LOC119656198|XP_037918515.1|HILL, LOC119646159|XP_037902459.1|HILL, LOC119646393|XP_037902765.1|HILL, LOC119661562|XP_037926884.1|HILL, LOC119661665|XP_037927029.1|HILL, LOC119655545|XP_037917388.1|HILL
OG0000151	LOC117568976|XP_034105827.1|DALB, LOC117569351|XP_034106374.1|DALB, LOC117569108|XP_034106017.1|DALB, LOC117563802|XP_034098225.1|DALB, LOC117569728|XP_034106892.1|DALB, LOC117571262|XP_034109214.1|DALB	LOC119649273|XP_037907290.1|HILL
OG0000152	LOC117576816|XP_034117777.1|DALB, LOC117576823|XP_034117786.1|DALB, LOC117576822|XP_034117785.1|DALB	LOC119659951|XP_037924228.1|HILL, LOC119659690|XP_037923871.1|HILL, LOC119659823|XP_037924035.1|HILL, LOC119659824|XP_037924037.1|HILL, LOC119659526|XP_037923590.1|HILL, LOC119659825|XP_037924039.1|HILL
OG0000154	LOC117574657|XP_034114452.1|DALB, LOC117576746|XP_034117670.1|DALB	LOC119656815|XP_037919376.1|HILL, LOC119656814|XP_037919374.1|HILL, LOC119658097|XP_037921290.1|HILL
OG0000155	LOC117572459|XP_034111186.1|DALB, LOC117571424|XP_034109454.1|DALB, LOC117571421|XP_034109452.1|DALB	LOC119654677|XP_037916108.1|HILL, LOC119655263|XP_037916987.1|HILL, LOC119654803|XP_037916285.1|HILL
OG0000157	LOC117569544|XP_034106643.1|DALB, LOC117569546|XP_034106645.1|DALB, LOC117569545|XP_034106644.1|DALB, LOC117569547|XP_034106646.1|DALB	LOC119660570|XP_037925150.1|HILL, LOC119660574|XP_037925155.1|HILL, LOC119660573|XP_037925153.1|HILL, LOC119660572|XP_037925152.1|HILL, LOC119660575|XP_037925156.1|HILL, LOC119659319|XP_037923272.1|HILL, LOC119659558|XP_037923635.1|HILL, LOC119659566|XP_037923643.1|HILL, LOC119659450|XP_037923463.1|HILL, LOC119659722|XP_037923906.1|HILL
