Orthogroup	DSAN.longest_only	AALB.longest_only
OG0000127	LOC120453359|XP_039493965.1|DSAN, LOC120452170|XP_039492209.1|DSAN, LOC120453357|XP_039493964.1|DSAN, LOC120451773|XP_039491637.1|DSAN	LOC118456552|XP_035773315.1|AALB, LOC118456551|XP_035773312.1|AALB
OG0000128	LOC120445036|XP_039481059.1|DSAN, LOC120445035|XP_039481058.1|DSAN, LOC120445037|XP_039481060.1|DSAN, LOC120453890|XP_039494740.1|DSAN	LOC118463140|XP_035785395.1|AALB
OG0000129	LOC120455629|XP_039497949.1|DSAN, LOC120449827|XP_039488407.1|DSAN, LOC120456992|XP_039500082.1|DSAN, LOC120455630|XP_039497951.1|DSAN	LOC118456548|XP_035773308.1|AALB
OG0000130	LOC120450387|XP_039489313.1|DSAN, LOC120449269|XP_039487586.1|DSAN, LOC120448089|XP_039485815.1|DSAN, LOC120448088|XP_039485814.1|DSAN	LOC118464719|XP_035788184.1|AALB
OG0000132	LOC120450846|XP_039489975.1|DSAN, LOC120450849|XP_039489991.1|DSAN, LOC120452537|XP_039492737.1|DSAN	LOC118458943|XP_035777814.1|AALB, LOC118468465|XP_035795152.1|AALB
OG0000134	LOC120451359|XP_039490929.1|DSAN	LOC118464308|XP_035787537.1|AALB
OG0000134	LOC120456506|XP_039499308.1|DSAN, LOC120451626|XP_039491416.1|DSAN, LOC120453306|XP_039493897.1|DSAN	LOC118458491|XP_035776937.1|AALB
OG0000134	LOC120449426|XP_039487821.1|DSAN	LOC118456592|XP_035773383.1|AALB
OG0000136	LOC120457646|XP_039501078.1|DSAN	LOC118468175|XP_035794891.1|AALB
OG0000137	LOC120451005|XP_039490252.1|DSAN	LOC118459373|XP_035778562.1|AALB
OG0000137	LOC120450371|XP_039489288.1|DSAN	LOC118466961|XP_035792755.1|AALB, LOC118467197|XP_035793304.1|AALB
OG0000137	LOC120457403|XP_039500933.1|DSAN	LOC118466212|XP_035791127.1|AALB
OG0000140	LOC120451422|XP_039491029.1|DSAN	LOC118458081|XP_035776133.1|AALB, LOC118458082|XP_035776136.1|AALB, LOC118466021|XP_035790730.1|AALB, LOC118465203|XP_035789081.1|AALB, LOC118465619|XP_035789896.1|AALB, LOC118463502|XP_035785994.1|AALB, LOC118464216|XP_035787280.1|AALB, LOC118463503|XP_035785996.1|AALB
OG0000141	LOC120448451|XP_039486401.1|DSAN, LOC120448452|XP_039486403.1|DSAN, LOC120448453|XP_039486405.1|DSAN, LOC120448454|XP_039486406.1|DSAN	LOC118467705|XP_035794382.1|AALB
OG0000142	LOC120451264|XP_039490727.1|DSAN	LOC118468696|XP_035795705.1|AALB
OG0000142	LOC120447845|XP_039485386.1|DSAN	LOC118462517|XP_035784278.1|AALB
OG0000142	LOC120457117|XP_039500268.1|DSAN	LOC118457471|XP_035774992.1|AALB
OG0000143	LOC120450562|XP_039489605.1|DSAN	LOC118467175|XP_035793250.1|AALB
OG0000143	LOC120450563|XP_039489606.1|DSAN	LOC118459735|XP_035779305.1|AALB, LOC118459734|XP_035779304.1|AALB, LOC118459680|XP_035779199.1|AALB, LOC118459679|XP_035779198.1|AALB
OG0000144	LOC120452659|XP_039492916.1|DSAN	LOC118461471|XP_035782710.1|AALB
OG0000144	LOC120457308|XP_039500730.1|DSAN	LOC118456472|XP_035773156.1|AALB
OG0000144	LOC120457482|XP_039500967.1|DSAN	LOC118457512|XP_035775046.1|AALB, LOC118457837|XP_035775606.1|AALB
OG0000145	LOC120456131|XP_039498694.1|DSAN, LOC120444793|XP_039480676.1|DSAN	LOC118468579|XP_035795404.1|AALB, LOC118468580|XP_035795405.1|AALB
OG0000147	LOC120451646|XP_039491487.1|DSAN	LOC118459781|XP_035779391.1|AALB
OG0000147	LOC120452393|XP_039492541.1|DSAN, LOC120454057|XP_039494997.1|DSAN	LOC118458812|XP_035777575.1|AALB, LOC118461758|XP_035783386.1|AALB
OG0000148	LOC120449015|XP_039487230.1|DSAN	LOC118467812|XP_035794580.1|AALB
OG0000148	LOC120453191|XP_039493694.1|DSAN	LOC118456165|XP_035772584.1|AALB, LOC118456386|XP_035772969.1|AALB
OG0000149	LOC120450388|XP_039489317.1|DSAN, LOC120455384|XP_039497444.1|DSAN	LOC118458020|XP_035776018.1|AALB
OG0000152	LOC120452528|XP_039492725.1|DSAN, LOC120454263|XP_039495344.1|DSAN, LOC120452388|XP_039492536.1|DSAN, LOC120452037|XP_039492023.1|DSAN	LOC118457944|XP_035775851.1|AALB
OG0000153	LOC120451577|XP_039491320.1|DSAN, LOC120453833|XP_039494660.1|DSAN, LOC120451576|XP_039491319.1|DSAN	LOC118469045|XP_035796404.1|AALB, LOC118469043|XP_035796402.1|AALB, LOC118469044|XP_035796403.1|AALB
OG0000154	LOC120452631|XP_039492875.1|DSAN, LOC120452632|XP_039492876.1|DSAN, LOC120449197|XP_039487492.1|DSAN	LOC118460594|XP_035780914.1|AALB, LOC118460586|XP_035780900.1|AALB, LOC118456679|XP_035773546.1|AALB, LOC118460599|XP_035780920.1|AALB
OG0000157	LOC120458565|XP_039502192.1|DSAN, LOC120447552|XP_039484939.1|DSAN	LOC118464455|XP_035787735.1|AALB, LOC118464454|XP_035787734.1|AALB
OG0000158	LOC120444707|XP_039480514.1|DSAN, LOC120449667|XP_039488200.1|DSAN, LOC120448946|XP_039487126.1|DSAN	LOC118460884|XP_035781520.1|AALB, LOC118460883|XP_035781519.1|AALB, LOC118460486|XP_035780727.1|AALB, LOC118460485|XP_035780726.1|AALB
OG0000159	LOC120447635|XP_039485072.1|DSAN	LOC118467617|XP_035794214.1|AALB, LOC118466025|XP_035790738.1|AALB, LOC118466026|XP_035790739.1|AALB
OG0000159	LOC120448194|XP_039485994.1|DSAN, LOC120448642|XP_039486703.1|DSAN	LOC118467615|XP_035794210.1|AALB
OG0000160	LOC120451440|XP_039491049.1|DSAN, LOC120453850|XP_039494688.1|DSAN	LOC118468803|XP_035795905.1|AALB, LOC118463490|XP_035785973.1|AALB, LOC118459593|XP_035779014.1|AALB, LOC118458011|XP_035776002.1|AALB
OG0000162	LOC120449916|XP_039488543.1|DSAN, LOC120448645|XP_039486706.1|DSAN, LOC120446714|XP_039483759.1|DSAN, LOC120447628|XP_039485066.1|DSAN	LOC118459995|XP_035779789.1|AALB, LOC118459994|XP_035779785.1|AALB
OG0000163	LOC120449329|XP_039487663.1|DSAN, LOC120458089|XP_039501541.1|DSAN, LOC120456660|XP_039499526.1|DSAN	LOC118465174|XP_035789029.1|AALB, LOC118466751|XP_035792341.1|AALB, LOC118464335|XP_035787546.1|AALB, LOC118464334|XP_035787545.1|AALB
OG0000165	LOC120455780|XP_039498171.1|DSAN, LOC120449990|XP_039488633.1|DSAN	LOC118466108|XP_035790926.1|AALB
OG0000166	LOC120445044|XP_039481091.1|DSAN	LOC118467357|XP_035793649.1|AALB
OG0000166	LOC120445051|XP_039481102.1|DSAN, LOC120445045|XP_039481092.1|DSAN	LOC118464605|XP_035787942.1|AALB, LOC118459588|XP_035779009.1|AALB, LOC118463382|XP_035785811.1|AALB, LOC118465186|XP_035789048.1|AALB
OG0000169	LOC120452629|XP_039492872.1|DSAN	LOC118462696|XP_035784516.1|AALB, LOC118462698|XP_035784519.1|AALB
OG0000170	LOC120445951|XP_039482572.1|DSAN, LOC120445950|XP_039482569.1|DSAN	LOC118459303|XP_035778444.1|AALB, LOC118459300|XP_035778442.1|AALB
OG0000171	LOC120445878|XP_039482751.1|DSAN	LOC118461368|XP_035782508.1|AALB
OG0000171	LOC120451198|XP_039490587.1|DSAN	LOC118460225|XP_035780245.1|AALB
OG0000171	LOC120456869|XP_039499896.1|DSAN	LOC118458772|XP_035777465.1|AALB
OG0000172	LOC120448014|XP_039485669.1|DSAN	LOC118466457|XP_035791698.1|AALB
OG0000173	LOC120445686|XP_039482176.1|DSAN, LOC120446598|XP_039483562.1|DSAN	LOC118457021|XP_035774148.1|AALB, LOC118457019|XP_035774144.1|AALB
OG0000174	LOC120452240|XP_039492303.1|DSAN, LOC120458882|XP_039502652.1|DSAN, LOC120445713|XP_039482207.1|DSAN	LOC118468685|XP_035795692.1|AALB, LOC118458601|XP_035777171.1|AALB
OG0000175	LOC120451302|XP_039490802.1|DSAN	LOC118460779|XP_035781277.1|AALB
OG0000175	LOC120451393|XP_039490992.1|DSAN, LOC120451395|XP_039490996.1|DSAN, LOC120451394|XP_039490995.1|DSAN	LOC118460374|XP_035780520.1|AALB, LOC118460373|XP_035780519.1|AALB, LOC118460382|XP_035780534.1|AALB
OG0000177	LOC120455520|XP_039497732.1|DSAN	LOC118460956|XP_035781628.1|AALB
OG0000177	LOC120453959|XP_039494842.1|DSAN	LOC118460236|XP_035780283.1|AALB
OG0000179	LOC120455127|XP_039496958.1|DSAN, LOC120444365|XP_039479889.1|DSAN	LOC118467687|XP_035794354.1|AALB
OG0000179	LOC120458115|XP_039501582.1|DSAN	LOC118464344|XP_035787555.1|AALB
OG0000181	LOC120452244|XP_039492305.1|DSAN, LOC120453640|XP_039494368.1|DSAN	LOC118464110|XP_035787091.1|AALB, LOC118460679|XP_035781067.1|AALB
OG0000182	LOC120450801|XP_039489902.1|DSAN	LOC118460396|XP_035780566.1|AALB
OG0000182	LOC120451020|XP_039490279.1|DSAN, LOC120451018|XP_039490277.1|DSAN	LOC118460395|XP_035780565.1|AALB
OG0000183	LOC120457162|XP_039500372.1|DSAN, LOC120451563|XP_039491300.1|DSAN, LOC120448380|XP_039486296.1|DSAN, LOC120449076|XP_039487309.1|DSAN	LOC118466280|XP_035791250.1|AALB
OG0000184	LOC120449599|XP_039488103.1|DSAN, LOC120458704|XP_039502382.1|DSAN	LOC118461577|XP_035782961.1|AALB, LOC118461579|XP_035782963.1|AALB, LOC118461580|XP_035782964.1|AALB, LOC118461576|XP_035782960.1|AALB, LOC118461578|XP_035782962.1|AALB, LOC118463680|XP_035786338.1|AALB, LOC118465594|XP_035789853.1|AALB
OG0000185	LOC120445960|XP_039482601.1|DSAN, LOC120455801|XP_039498199.1|DSAN, LOC120445946|XP_039482564.1|DSAN, LOC120453713|XP_039494470.1|DSAN, LOC120445958|XP_039482587.1|DSAN, LOC120445952|XP_039482573.1|DSAN	LOC118463262|XP_035785626.1|AALB
OG0000186	LOC120455515|XP_039497722.1|DSAN, LOC120455010|XP_039496765.1|DSAN	LOC118464881|XP_035788517.1|AALB
OG0000188	LOC120454152|XP_039495145.1|DSAN, LOC120455320|XP_039497328.1|DSAN, LOC120457066|XP_039500178.1|DSAN	LOC118467332|XP_035793620.1|AALB, LOC118456213|XP_035772682.1|AALB, LOC118466053|XP_035790785.1|AALB
OG0000189	LOC120458020|XP_039501457.1|DSAN	LOC118468673|XP_035795650.1|AALB, LOC118456425|XP_035773076.1|AALB
OG0000189	LOC120455411|XP_039497487.1|DSAN	LOC118456554|XP_035773316.1|AALB
OG0000190	LOC120455354|XP_039497386.1|DSAN	LOC118468983|XP_035796273.1|AALB
OG0000191	LOC120458827|XP_039502576.1|DSAN, LOC120458829|XP_039502587.1|DSAN	LOC118465744|XP_035790100.1|AALB, LOC118464519|XP_035787848.1|AALB, LOC118464516|XP_035787846.1|AALB, LOC118465387|XP_035789476.1|AALB, LOC118466709|XP_035792257.1|AALB
OG0000191	LOC120446294|XP_039483122.1|DSAN	LOC118458838|XP_035777632.1|AALB
OG0000192	LOC120454228|XP_039495262.1|DSAN, LOC120450167|XP_039488949.1|DSAN, LOC120450166|XP_039488948.1|DSAN	LOC118456678|XP_035773544.1|AALB, LOC118457586|XP_035775167.1|AALB, LOC118468714|XP_035795736.1|AALB
OG0000193	LOC120458359|XP_039501907.1|DSAN, LOC120443852|XP_039479148.1|DSAN, LOC120450306|XP_039489188.1|DSAN	LOC118465386|XP_035789474.1|AALB, LOC118465820|XP_035790299.1|AALB
OG0000196	LOC120445832|XP_039482387.1|DSAN, LOC120446245|XP_039483051.1|DSAN	LOC118457422|XP_035774896.1|AALB
OG0000196	LOC120446081|XP_039482797.1|DSAN	LOC118458110|XP_035776177.1|AALB, LOC118459601|XP_035779042.1|AALB, LOC118458109|XP_035776176.1|AALB
OG0000197	LOC120455822|XP_039498220.1|DSAN	LOC118457771|XP_035775491.1|AALB
OG0000197	LOC120455833|XP_039498236.1|DSAN	LOC118457770|XP_035775490.1|AALB
OG0000197	LOC120455817|XP_039498216.1|DSAN	LOC118457772|XP_035775494.1|AALB
OG0000200	LOC120451232|XP_039490659.1|DSAN, LOC120451231|XP_039490657.1|DSAN, LOC120453710|XP_039494466.1|DSAN, LOC120453512|XP_039494193.1|DSAN, LOC120453508|XP_039494188.1|DSAN, LOC120451230|XP_039490653.1|DSAN	LOC118466489|XP_035791784.1|AALB
OG0000201	LOC120453936|XP_039494815.1|DSAN, LOC120453749|XP_039494516.1|DSAN	LOC118467190|XP_035793290.1|AALB, LOC118467191|XP_035793293.1|AALB, LOC118458963|XP_035777838.1|AALB
OG0000202	LOC120451630|XP_039491421.1|DSAN	LOC118457260|XP_035774542.1|AALB
OG0000203	LOC120445393|XP_039481734.1|DSAN, LOC120446174|XP_039482943.1|DSAN, LOC120446375|XP_039483240.1|DSAN	LOC118456278|XP_035772784.1|AALB
OG0000205	LOC120450955|XP_039490175.1|DSAN, LOC120453498|XP_039494178.1|DSAN	LOC118461377|XP_035782521.1|AALB, LOC118459473|XP_035778778.1|AALB, LOC118459474|XP_035778779.1|AALB, LOC118459476|XP_035778781.1|AALB, LOC118461694|XP_035783206.1|AALB, LOC118459475|XP_035778780.1|AALB
OG0000206	LOC120446694|XP_039483725.1|DSAN	LOC118465519|XP_035789735.1|AALB
OG0000206	LOC120445251|XP_039481459.1|DSAN	LOC118465019|XP_035788769.1|AALB
OG0000207	LOC120448303|XP_039486177.1|DSAN	LOC118465577|XP_035789838.1|AALB, LOC118466975|XP_035792780.1|AALB
OG0000209	LOC120449423|XP_039487819.1|DSAN, LOC120449414|XP_039487808.1|DSAN, LOC120444051|XP_039479489.1|DSAN, LOC120458245|XP_039501767.1|DSAN, LOC120449875|XP_039488477.1|DSAN, LOC120458830|XP_039502588.1|DSAN	LOC118460662|XP_035781022.1|AALB
OG0000210	LOC120445463|XP_039481842.1|DSAN, LOC120451041|XP_039490314.1|DSAN, LOC120456185|XP_039498794.1|DSAN	LOC118463100|XP_035785291.1|AALB
OG0000211	LOC120452704|XP_039492996.1|DSAN	LOC118468773|XP_035795848.1|AALB
OG0000212	LOC120455241|XP_039497160.1|DSAN, LOC120445179|XP_039481364.1|DSAN, LOC120458444|XP_039502024.1|DSAN	LOC118460757|XP_035781247.1|AALB, LOC118460754|XP_035781234.1|AALB
OG0000213	LOC120450554|XP_039489594.1|DSAN, LOC120458425|XP_039502037.1|DSAN, LOC120457150|XP_039500794.1|DSAN	LOC118459369|XP_035778561.1|AALB, LOC118460488|XP_035780732.1|AALB, LOC118460489|XP_035780735.1|AALB, LOC118459207|XP_035778275.1|AALB, LOC118458019|XP_035776017.1|AALB
OG0000214	LOC120455517|XP_039497724.1|DSAN, LOC120446928|XP_039484113.1|DSAN, LOC120452569|XP_039492785.1|DSAN	LOC118467672|XP_035794321.1|AALB
OG0000215	LOC120450462|XP_039489416.1|DSAN, LOC120449307|XP_039487632.1|DSAN, LOC120450463|XP_039489419.1|DSAN	LOC118468779|XP_035795863.1|AALB, LOC118462730|XP_035784568.1|AALB, LOC118462732|XP_035784573.1|AALB
OG0000216	LOC120448183|XP_039485972.1|DSAN, LOC120456714|XP_039499630.1|DSAN	LOC118457270|XP_035774557.1|AALB
OG0000217	LOC120455889|XP_039498315.1|DSAN	LOC118458201|XP_035776338.1|AALB
OG0000217	LOC120455888|XP_039498314.1|DSAN	LOC118467404|XP_035793771.1|AALB
OG0000218	LOC120458865|XP_039502631.1|DSAN, LOC120447976|XP_039485608.1|DSAN, LOC120447968|XP_039485596.1|DSAN	LOC118461977|XP_035783797.1|AALB
OG0000219	LOC120458787|XP_039502502.1|DSAN, LOC120458946|XP_039502740.1|DSAN, LOC120458169|XP_039501660.1|DSAN	LOC118464108|XP_035787088.1|AALB
OG0000220	LOC120449767|XP_039488339.1|DSAN, LOC120449846|XP_039488438.1|DSAN, LOC120449800|XP_039488379.1|DSAN	LOC118465628|XP_035789923.1|AALB, LOC118465644|XP_035789946.1|AALB
OG0000221	LOC120445236|XP_039481434.1|DSAN, LOC120451987|XP_039491948.1|DSAN, LOC120445235|XP_039481429.1|DSAN	LOC118467167|XP_035793221.1|AALB, LOC118467169|XP_035793228.1|AALB
OG0000224	LOC120447037|XP_039484317.1|DSAN	LOC118468430|XP_035795085.1|AALB, LOC118467500|XP_035793947.1|AALB, LOC118458051|XP_035776068.1|AALB, LOC118458050|XP_035776067.1|AALB
OG0000225	LOC120453839|XP_039494667.1|DSAN, LOC120453759|XP_039494526.1|DSAN, LOC120453860|XP_039494699.1|DSAN	LOC118459285|XP_035778422.1|AALB, LOC118457267|XP_035774552.1|AALB
OG0000226	LOC120448275|XP_039486137.1|DSAN, LOC120448278|XP_039486141.1|DSAN, LOC120450267|XP_039489106.1|DSAN	LOC118466994|XP_035792810.1|AALB
OG0000228	LOC120451043|XP_039490331.1|DSAN, LOC120455838|XP_039498242.1|DSAN, LOC120451122|XP_039490478.1|DSAN	LOC118460769|XP_035781258.1|AALB
OG0000229	LOC120453243|XP_039493779.1|DSAN	LOC118457114|XP_035774307.1|AALB
OG0000229	LOC120452036|XP_039492021.1|DSAN	LOC118463085|XP_035785251.1|AALB
OG0000230	LOC120444893|XP_039480814.1|DSAN	LOC118467971|XP_035794850.1|AALB, LOC118467972|XP_035794851.1|AALB, LOC118464609|XP_035787947.1|AALB, LOC118467969|XP_035794844.1|AALB, LOC118467970|XP_035794845.1|AALB
OG0000232	LOC120453459|XP_039494110.1|DSAN, LOC120443956|XP_039479346.1|DSAN, LOC120443952|XP_039479336.1|DSAN	LOC118467581|XP_035794123.1|AALB
OG0000233	LOC120453118|XP_039493594.1|DSAN, LOC120452065|XP_039492062.1|DSAN, LOC120452077|XP_039492075.1|DSAN	LOC118460317|XP_035780420.1|AALB
OG0000235	LOC120452127|XP_039492144.1|DSAN, LOC120452126|XP_039492142.1|DSAN, LOC120452731|XP_039493034.1|DSAN	LOC118459904|XP_035779626.1|AALB
OG0000236	LOC120458228|XP_039501745.1|DSAN, LOC120458187|XP_039501689.1|DSAN, LOC120457028|XP_039500124.1|DSAN	LOC118461174|XP_035782077.1|AALB
OG0000237	LOC120443953|XP_039479337.1|DSAN	LOC118467602|XP_035794187.1|AALB
OG0000237	LOC120447720|XP_039485190.1|DSAN, LOC120458837|XP_039502594.1|DSAN, LOC120455444|XP_039497583.1|DSAN	LOC118465408|XP_035789523.1|AALB
OG0000238	LOC120444681|XP_039480476.1|DSAN, LOC120444680|XP_039480474.1|DSAN, LOC120444683|XP_039480479.1|DSAN	LOC118456455|XP_035773124.1|AALB
OG0000239	LOC120451675|XP_039491490.1|DSAN, LOC120452403|XP_039492554.1|DSAN	LOC118461994|XP_035783823.1|AALB
OG0000240	LOC120453009|XP_039493454.1|DSAN, LOC120453465|XP_039494116.1|DSAN, LOC120451708|XP_039491543.1|DSAN	LOC118463527|XP_035786029.1|AALB
OG0000241	LOC120450584|XP_039489637.1|DSAN	LOC118467489|XP_035793934.1|AALB
OG0000246	LOC120446911|XP_039484081.1|DSAN	LOC118462724|XP_035784561.1|AALB
OG0000247	LOC120447895|XP_039485471.1|DSAN, LOC120447894|XP_039485470.1|DSAN	LOC118466761|XP_035792368.1|AALB, LOC118464583|XP_035787919.1|AALB
OG0000248	LOC120448134|XP_039485886.1|DSAN, LOC120447689|XP_039485153.1|DSAN, LOC120446830|XP_039483946.1|DSAN	LOC118465359|XP_035789424.1|AALB, LOC118465284|XP_035789221.1|AALB
OG0000249	LOC120445782|XP_039482323.1|DSAN, LOC120445766|XP_039482300.1|DSAN, LOC120455752|XP_039498120.1|DSAN	LOC118468915|XP_035796116.1|AALB
OG0000250	LOC120445398|XP_039481746.1|DSAN, LOC120443723|XP_039478906.1|DSAN, LOC120445389|XP_039481732.1|DSAN	LOC118460851|XP_035781447.1|AALB
OG0000251	LOC120455359|XP_039497399.1|DSAN, LOC120446798|XP_039483888.1|DSAN, LOC120447762|XP_039485241.1|DSAN	LOC118459610|XP_035779060.1|AALB
OG0000255	LOC120446869|XP_039484008.1|DSAN	LOC118463358|XP_035785766.1|AALB
OG0000256	LOC120445220|XP_039481410.1|DSAN, LOC120445860|XP_039482435.1|DSAN	LOC118461961|XP_035783759.1|AALB
OG0000257	LOC120446845|XP_039483972.1|DSAN	LOC118467824|XP_035794606.1|AALB
OG0000261	LOC120458713|XP_039502395.1|DSAN, LOC120443935|XP_039479317.1|DSAN	LOC118462814|XP_035784725.1|AALB, LOC118462813|XP_035784723.1|AALB
OG0000262	LOC120444876|XP_039480789.1|DSAN	LOC118465598|XP_035789861.1|AALB
OG0000263	LOC120446008|XP_039482692.1|DSAN	LOC118457627|XP_035775237.1|AALB
OG0000264	LOC120455240|XP_039497156.1|DSAN, LOC120457261|XP_039500610.1|DSAN, LOC120453823|XP_039494640.1|DSAN	LOC118456946|XP_035774010.1|AALB
OG0000267	LOC120453312|XP_039493902.1|DSAN, LOC120453130|XP_039493612.1|DSAN	LOC118456340|XP_035772890.1|AALB, LOC118460691|XP_035781097.1|AALB
OG0000268	LOC120451678|XP_039491493.1|DSAN, LOC120453718|XP_039494477.1|DSAN	LOC118456155|XP_035772568.1|AALB
OG0000269	LOC120454235|XP_039495271.1|DSAN	LOC118460732|XP_035781182.1|AALB
OG0000269	LOC120452889|XP_039493280.1|DSAN	LOC118463979|XP_035786884.1|AALB
OG0000270	LOC120446730|XP_039483781.1|DSAN	LOC118466320|XP_035791327.1|AALB, LOC118460520|XP_035780788.1|AALB, LOC118466323|XP_035791330.1|AALB, LOC118466321|XP_035791328.1|AALB, LOC118466319|XP_035791326.1|AALB, LOC118466324|XP_035791331.1|AALB
OG0000271	LOC120458582|XP_039502215.1|DSAN, LOC120444523|XP_039480200.1|DSAN, LOC120446981|XP_039484205.1|DSAN	LOC118457742|XP_035775447.1|AALB
OG0000272	LOC120448059|XP_039485758.1|DSAN	LOC118459704|XP_035779240.1|AALB
OG0000272	LOC120454882|XP_039496403.1|DSAN	LOC118458822|XP_035777589.1|AALB
OG0000273	LOC120453932|XP_039494811.1|DSAN, LOC120449226|XP_039487535.1|DSAN, LOC120453883|XP_039494733.1|DSAN	LOC118459186|XP_035778237.1|AALB
OG0000279	LOC120448763|XP_039486883.1|DSAN, LOC120449119|XP_039487363.1|DSAN	LOC118457535|XP_035775080.1|AALB
OG0000280	LOC120447578|XP_039484977.1|DSAN, LOC120447580|XP_039484978.1|DSAN, LOC120447577|XP_039484976.1|DSAN	LOC118465406|XP_035789520.1|AALB
OG0000281	LOC120448714|XP_039486817.1|DSAN, LOC120455875|XP_039498287.1|DSAN, LOC120457039|XP_039500140.1|DSAN	LOC118463033|XP_035785169.1|AALB
OG0000283	LOC120445331|XP_039481590.1|DSAN	LOC118456993|XP_035774101.1|AALB
OG0000284	LOC120455373|XP_039497423.1|DSAN	LOC118456654|XP_035773486.1|AALB, LOC118457513|XP_035775048.1|AALB
OG0000284	LOC120458762|XP_039502470.1|DSAN	LOC118456325|XP_035772869.1|AALB
OG0000285	LOC120446331|XP_039483178.1|DSAN	LOC118461890|XP_035783636.1|AALB, LOC118461891|XP_035783637.1|AALB, LOC118461889|XP_035783635.1|AALB
OG0000292	LOC120446482|XP_039483420.1|DSAN	LOC118458193|XP_035776331.1|AALB
OG0000292	LOC120450213|XP_039489019.1|DSAN	LOC118466086|XP_035790881.1|AALB
OG0000293	LOC120454542|XP_039495855.1|DSAN, LOC120457332|XP_039500775.1|DSAN, LOC120453478|XP_039494144.1|DSAN	LOC118458384|XP_035776683.1|AALB, LOC118458383|XP_035776682.1|AALB
OG0000294	LOC120443887|XP_039479245.1|DSAN	LOC118456814|XP_035773797.1|AALB, LOC118468979|XP_035796254.1|AALB
OG0000294	LOC120457125|XP_039500276.1|DSAN	LOC118461686|XP_035783177.1|AALB
OG0000295	LOC120447084|XP_039484417.1|DSAN, LOC120451951|XP_039491906.1|DSAN, LOC120444504|XP_039480152.1|DSAN, LOC120447523|XP_039484893.1|DSAN	LOC118456232|XP_035772707.1|AALB
OG0000296	LOC120445268|XP_039481500.1|DSAN, LOC120449941|XP_039488575.1|DSAN, LOC120454974|XP_039496691.1|DSAN	LOC118459752|XP_035779338.1|AALB
OG0000299	LOC120453391|XP_039494010.1|DSAN, LOC120453393|XP_039494016.1|DSAN, LOC120453392|XP_039494015.1|DSAN	LOC118456482|XP_035773190.1|AALB
OG0000301	LOC120454893|XP_039496470.1|DSAN	LOC118468533|XP_035795304.1|AALB
OG0000301	LOC120452056|XP_039492056.1|DSAN	LOC118457078|XP_035774254.1|AALB
OG0000302	LOC120447525|XP_039484892.1|DSAN, LOC120447526|XP_039484894.1|DSAN	LOC118459400|XP_035778602.1|AALB, LOC118459398|XP_035778601.1|AALB, LOC118459397|XP_035778600.1|AALB
OG0000303	LOC120456718|XP_039499633.1|DSAN, LOC120449491|XP_039487911.1|DSAN, LOC120449484|XP_039487898.1|DSAN	LOC118456975|XP_035774065.1|AALB
OG0000304	LOC120451427|XP_039491035.1|DSAN, LOC120451428|XP_039491036.1|DSAN, LOC120451429|XP_039491038.1|DSAN	LOC118460759|XP_035781250.1|AALB
OG0000305	LOC120448800|XP_039486924.1|DSAN	LOC118467939|XP_035794801.1|AALB, LOC118464387|XP_035787625.1|AALB, LOC118464933|XP_035788598.1|AALB
OG0000306	LOC120446511|XP_039483453.1|DSAN, LOC120446386|XP_039483256.1|DSAN, LOC120457239|XP_039500557.1|DSAN	LOC118458846|XP_035777654.1|AALB
OG0000307	LOC120452340|XP_039492438.1|DSAN	LOC118467188|XP_035793291.1|AALB
OG0000307	LOC120454325|XP_039495462.1|DSAN	LOC118457716|XP_035775399.1|AALB
OG0000310	LOC120456880|XP_039499912.1|DSAN	LOC118461205|XP_035782150.1|AALB
OG0000311	LOC120453350|XP_039493954.1|DSAN, LOC120455166|XP_039497026.1|DSAN	LOC118457548|XP_035775107.1|AALB
OG0000312	LOC120447028|XP_039484296.1|DSAN	LOC118457910|XP_035775797.1|AALB
OG0000312	LOC120446864|XP_039484003.1|DSAN	LOC118456233|XP_035772708.1|AALB, LOC118456142|XP_035772539.1|AALB
OG0000313	LOC120444304|XP_039479765.1|DSAN, LOC120444153|XP_039479665.1|DSAN	LOC118460982|XP_035781692.1|AALB, LOC118460983|XP_035781697.1|AALB, LOC118460981|XP_035781691.1|AALB
OG0000315	LOC120443988|XP_039479396.1|DSAN, LOC120446328|XP_039483179.1|DSAN, LOC120446653|XP_039483657.1|DSAN, LOC120458689|XP_039502360.1|DSAN	LOC118463867|XP_035786677.1|AALB
OG0000320	LOC120451620|XP_039491405.1|DSAN, LOC120451662|XP_039491474.1|DSAN, LOC120452408|XP_039492563.1|DSAN	LOC118456587|XP_035773377.1|AALB
OG0000321	LOC120447393|XP_039484728.1|DSAN, LOC120447429|XP_039484731.1|DSAN	LOC118459417|XP_035778651.1|AALB, LOC118459416|XP_035778650.1|AALB
OG0000322	LOC120452137|XP_039492157.1|DSAN, LOC120456757|XP_039499687.1|DSAN, LOC120457037|XP_039500138.1|DSAN	LOC118456404|XP_035773000.1|AALB
