Orthogroup	DSAN.longest_only	DPSE.longest_only
OG0000045	LOC120448397|XP_039486321.1|DSAN	LOC4812813|XP_033238456.1|DPSE
OG0000045	LOC120449198|XP_039487495.1|DSAN, LOC120449034|XP_039487251.1|DSAN	LOC4813084|XP_001353641.2|DPSE
OG0000045	LOC120448761|XP_039486880.1|DSAN	LOC6900434|XP_002134825.3|DPSE
OG0000045	LOC120448760|XP_039486879.1|DSAN	LOC4816274|XP_001355928.3|DPSE, LOC6900435|XP_002134826.1|DPSE
OG0000046	LOC120451867|XP_039491805.1|DSAN	LOC4800854|XP_001358055.2|DPSE
OG0000046	LOC120455081|XP_039496878.1|DSAN, LOC120455080|XP_039496876.1|DSAN	LOC6902130|XP_002133661.3|DPSE, LOC6902128|XP_002133659.2|DPSE
OG0000046	LOC120453874|XP_039494712.1|DSAN, LOC120454242|XP_039495288.1|DSAN, LOC120453872|XP_039494711.1|DSAN, LOC120453971|XP_039494857.1|DSAN, LOC120451794|XP_039491681.1|DSAN, LOC120446793|XP_039483883.1|DSAN	LOC6896807|XP_002137011.2|DPSE, LOC6896809|XP_002137013.2|DPSE, LOC6896808|XP_002137012.2|DPSE
OG0000047	LOC120446362|XP_039483228.1|DSAN	LOC4803784|XP_001360446.3|DPSE
OG0000047	LOC120446445|XP_039483359.1|DSAN	LOC4803787|XP_001360449.3|DPSE
OG0000047	LOC120447165|XP_039484555.1|DSAN	LOC6898081|XP_002138166.2|DPSE, LOC4805168|XP_001361615.3|DPSE
OG0000047	LOC120449448|XP_039487853.1|DSAN	LOC6903509|XP_002132386.2|DPSE, LOC6902682|XP_002133198.2|DPSE
OG0000047	LOC120446374|XP_039483239.1|DSAN	LOC4805161|XP_001361611.2|DPSE
OG0000047	LOC120450023|XP_039488699.1|DSAN	LOC4813116|XP_001353776.3|DPSE
OG0000048	LOC120448637|XP_039486695.1|DSAN, LOC120448833|XP_039486966.1|DSAN	LOC6900020|XP_002135385.1|DPSE, LOC6900019|XP_002135384.1|DPSE
OG0000048	LOC120447858|XP_039485399.1|DSAN	LOC4812161|XP_001352552.3|DPSE
OG0000048	LOC120447864|XP_039485406.1|DSAN	LOC4812224|XP_033238777.1|DPSE
OG0000049	LOC120451912|XP_039491855.1|DSAN	LOC4800760|XP_001357975.3|DPSE
OG0000049	LOC120454479|XP_039495747.1|DSAN	LOC4800765|XP_001357980.2|DPSE
OG0000049	LOC120451908|XP_039491850.1|DSAN	LOC4800759|XP_001357974.3|DPSE
OG0000049	LOC120451909|XP_039491851.1|DSAN	LOC4800761|XP_001357976.3|DPSE
OG0000049	LOC120451911|XP_039491854.1|DSAN	LOC4800766|XP_001357981.4|DPSE
OG0000049	LOC120454478|XP_039495745.1|DSAN	LOC4800764|XP_001357979.3|DPSE
OG0000050	LOC120444560|XP_039480251.1|DSAN	LOC4805406|XP_001361811.3|DPSE
OG0000050	LOC120450200|XP_039489002.1|DSAN	LOC6899906|XP_002135274.3|DPSE
OG0000050	LOC120450145|XP_039488909.1|DSAN	LOC6899912|XP_033237397.1|DPSE
OG0000050	LOC120450199|XP_039489001.1|DSAN	LOC6899911|XP_002135279.1|DPSE
OG0000050	LOC120449121|XP_039487366.1|DSAN	LOC6899908|XP_033237399.1|DPSE, LOC6899907|XP_033237400.1|DPSE
OG0000050	LOC120450198|XP_039489000.1|DSAN	LOC6899913|XP_002135281.2|DPSE
OG0000050	LOC120449122|XP_039487368.1|DSAN	LOC6899909|XP_033237398.1|DPSE
OG0000051	LOC120454079|XP_039495023.1|DSAN	LOC4802029|XP_001359029.3|DPSE
OG0000051	LOC120450805|XP_039489908.1|DSAN	LOC6896948|XP_002137133.2|DPSE, LOC4800870|XP_001358067.3|DPSE
OG0000051	LOC120453085|XP_039493545.1|DSAN, LOC120452423|XP_039492584.1|DSAN, LOC120454116|XP_039495080.1|DSAN	LOC6897665|XP_002137803.2|DPSE, LOC6897664|XP_033232373.1|DPSE
OG0000052	LOC120451899|XP_039491841.1|DSAN, LOC120452530|XP_039492728.1|DSAN	LOC4801488|XP_001358571.4|DPSE
OG0000052	LOC120451902|XP_039491845.1|DSAN, LOC120451901|XP_039491844.1|DSAN, LOC120451898|XP_039491840.1|DSAN, LOC120451896|XP_039491839.1|DSAN	LOC4801489|XP_001358572.4|DPSE
OG0000052	LOC120446961|XP_039484150.1|DSAN	LOC4803747|XP_001360412.1|DPSE
OG0000052	LOC120446960|XP_039484149.1|DSAN	LOC4803748|XP_001360413.3|DPSE
OG0000053	LOC120458373|XP_039501926.1|DSAN	LOC4803611|XP_001360303.3|DPSE
OG0000053	LOC120458372|XP_039501925.1|DSAN	LOC6898153|XP_002138231.3|DPSE
OG0000053	LOC120458371|XP_039501924.1|DSAN	LOC4803609|XP_001360302.2|DPSE
OG0000053	LOC120458368|XP_039501922.1|DSAN	LOC6898152|XP_002138230.3|DPSE
OG0000053	LOC120458380|XP_039501934.1|DSAN	LOC6898150|XP_002138228.2|DPSE
OG0000054	LOC120451731|XP_039491574.1|DSAN	LOC117183732|XP_033234597.1|DPSE, LOC6898005|XP_002138098.2|DPSE, LOC4803309|XP_001360071.1|DPSE
OG0000054	LOC120451217|XP_039490630.1|DSAN	LOC4803310|XP_001360074.4|DPSE
OG0000054	LOC120451218|XP_039490631.1|DSAN	LOC5384075|XP_033232371.1|DPSE
OG0000054	LOC120451219|XP_039490632.1|DSAN	LOC6898345|XP_002138398.2|DPSE, LOC5384076|XP_001360072.2|DPSE
OG0000055	LOC120452017|XP_039491994.1|DSAN, LOC120452015|XP_039491992.1|DSAN	LOC6896734|XP_002136946.1|DPSE
OG0000056	LOC120454503|XP_039495790.1|DSAN	LOC4800581|XP_015038723.2|DPSE
OG0000056	LOC120454502|XP_039495789.1|DSAN	LOC6896822|XP_002137025.2|DPSE
OG0000056	LOC120454505|XP_039495792.1|DSAN, LOC120454507|XP_039495793.1|DSAN, LOC120454504|XP_039495791.1|DSAN	LOC4800580|XP_001357831.3|DPSE
OG0000056	LOC120450990|XP_039490227.1|DSAN	LOC6896999|XP_002137185.2|DPSE
OG0000058	LOC120446683|XP_039483696.1|DSAN	LOC6902422|XP_002133356.2|DPSE, LOC6898067|XP_002138152.1|DPSE
OG0000058	LOC120456673|XP_039499561.1|DSAN	LOC4816156|XP_001355873.3|DPSE
OG0000058	LOC120456892|XP_039499925.1|DSAN	LOC4816089|XP_001355320.2|DPSE
OG0000059	LOC120452711|XP_039493009.1|DSAN	LOC6897147|XP_002137327.1|DPSE
OG0000059	LOC120451718|XP_039491555.1|DSAN	LOC6897146|XP_033232929.1|DPSE
OG0000059	LOC120452007|XP_039491978.1|DSAN	LOC4801319|XP_001358434.2|DPSE
OG0000059	LOC120451721|XP_039491557.1|DSAN, LOC120451717|XP_039491554.1|DSAN	LOC6897145|XP_002137325.3|DPSE, LOC6897144|XP_002137324.2|DPSE
OG0000060	LOC120457148|XP_039500354.1|DSAN	LOC4816062|XP_001355381.1|DPSE
OG0000060	LOC120446738|XP_039483795.1|DSAN	LOC4817672|XP_001357060.2|DPSE
OG0000060	LOC120452766|XP_039493085.1|DSAN	LOC6897604|XP_002137749.3|DPSE
OG0000060	LOC120453827|XP_039494650.1|DSAN	LOC4800333|XP_033234022.1|DPSE
OG0000060	LOC120456505|XP_039499307.1|DSAN	LOC4815703|XP_001355362.3|DPSE
OG0000061	LOC120458680|XP_039502351.1|DSAN	LOC4816506|XP_001356011.2|DPSE
OG0000061	LOC120449973|XP_039488618.1|DSAN	LOC4816666|XP_001356006.2|DPSE
OG0000061	LOC120456052|XP_039498568.1|DSAN	LOC4816280|XP_001356010.3|DPSE
OG0000061	LOC120458126|XP_039501597.1|DSAN	LOC4816542|XP_001356009.2|DPSE
OG0000062	LOC120455285|XP_039497254.1|DSAN	LOC4814796|XP_001355129.2|DPSE
OG0000062	LOC120446988|XP_039484222.1|DSAN	LOC4816599|XP_001356269.1|DPSE
OG0000062	LOC120450287|XP_039489141.1|DSAN	LOC26533356|XP_015035231.2|DPSE
OG0000062	LOC120450290|XP_039489156.1|DSAN	LOC117183207|XP_033237045.1|DPSE
OG0000063	LOC120450857|XP_039490003.1|DSAN, LOC120450858|XP_039490005.1|DSAN	LOC6897651|XP_002137792.2|DPSE
OG0000063	LOC120450856|XP_039490002.1|DSAN	LOC4802566|XP_001359461.3|DPSE
OG0000063	LOC120450067|XP_039488773.1|DSAN	LOC6900640|XP_002135013.2|DPSE
OG0000063	LOC120449163|XP_039487439.1|DSAN	LOC4813121|XP_001353706.2|DPSE
OG0000063	LOC120449162|XP_039487438.1|DSAN, LOC120449422|XP_039487815.1|DSAN	LOC6900641|XP_002135014.2|DPSE
OG0000065	LOC120451401|XP_039491003.1|DSAN	LOC6896923|XP_002137108.2|DPSE
OG0000065	LOC120458451|XP_039502031.1|DSAN, LOC120451402|XP_039491004.1|DSAN	LOC26533777|XP_015038968.2|DPSE, LOC6898828|XP_033234521.1|DPSE
OG0000065	LOC120452063|XP_039492060.1|DSAN	LOC4800791|XP_001358004.3|DPSE
OG0000065	LOC120452751|XP_039493060.1|DSAN	LOC4800793|XP_001358005.3|DPSE
OG0000065	LOC120453642|XP_039494370.1|DSAN	LOC6896918|XP_002137102.2|DPSE
OG0000066	LOC120455809|XP_039498204.1|DSAN	LOC4814734|XP_001354838.2|DPSE
OG0000066	LOC120451709|XP_039491544.1|DSAN	LOC6897545|XP_002137691.2|DPSE
OG0000066	LOC120454150|XP_039495143.1|DSAN	LOC4801086|XP_001358244.4|DPSE
OG0000066	LOC120445314|XP_039481559.1|DSAN	LOC6903735|XP_002136740.2|DPSE
OG0000066	LOC120451920|XP_039491867.1|DSAN	LOC4803318|XP_001360081.2|DPSE
OG0000066	LOC120455475|XP_039497642.1|DSAN	LOC26533930|XP_015041746.1|DPSE
OG0000066	LOC120445397|XP_039481742.1|DSAN	LOC6902765|XP_033236203.1|DPSE
OG0000067	LOC120454266|XP_039495354.1|DSAN, LOC120457853|XP_039501305.1|DSAN	LOC4801537|XP_001358611.3|DPSE
OG0000067	LOC120450458|XP_039489412.1|DSAN	LOC4813294|XP_001353742.3|DPSE
OG0000067	LOC120458360|XP_039501908.1|DSAN	LOC4805303|XP_001361725.2|DPSE
OG0000067	LOC120450457|XP_039489411.1|DSAN	LOC4813729|XP_001353743.2|DPSE
OG0000067	LOC120448549|XP_039486536.1|DSAN	LOC6901001|XP_033238396.1|DPSE
OG0000068	LOC120447690|XP_039485154.1|DSAN	LOC6900642|XP_002135015.3|DPSE
OG0000068	LOC120450869|XP_039490026.1|DSAN, LOC120448372|XP_039486275.1|DSAN, LOC120447208|XP_039484652.1|DSAN	LOC6896795|XP_033241765.1|DPSE, LOC26532323|XP_033236250.1|DPSE, LOC6902365|XP_002133311.2|DPSE
OG0000068	LOC120454977|XP_039496696.1|DSAN	LOC4815620|XP_015041394.2|DPSE
OG0000069	LOC120446588|XP_039483542.1|DSAN	LOC4804621|XP_033234564.1|DPSE
OG0000070	LOC120458437|XP_039502014.1|DSAN	LOC4816245|XP_001355864.2|DPSE
OG0000070	LOC120456297|XP_039498979.1|DSAN	LOC4815848|XP_001355583.2|DPSE
OG0000070	LOC120449441|XP_039488053.1|DSAN	LOC4816246|XP_001355865.2|DPSE
OG0000070	LOC120456697|XP_039499596.1|DSAN	LOC6902417|XP_002133351.2|DPSE
OG0000071	LOC120448314|XP_039486195.1|DSAN	LOC6900130|XP_033241129.1|DPSE
OG0000071	LOC120449503|XP_039487937.1|DSAN	LOC4811953|XP_001352897.3|DPSE
OG0000071	LOC120449500|XP_039487934.1|DSAN	LOC6900213|XP_033239373.1|DPSE
OG0000071	LOC120449502|XP_039487935.1|DSAN	LOC6900212|XP_002135544.1|DPSE
OG0000072	LOC120446358|XP_039483223.1|DSAN	LOC4803792|XP_001360452.3|DPSE
OG0000072	LOC120446143|XP_039482904.1|DSAN	LOC4803788|XP_001360450.3|DPSE
OG0000072	LOC120445202|XP_039481371.1|DSAN	LOC6898245|XP_002138311.1|DPSE
OG0000073	LOC120444353|XP_039479869.1|DSAN	LOC4804155|XP_001360761.3|DPSE
OG0000073	LOC120456580|XP_039499414.1|DSAN	LOC6902077|XP_033240712.1|DPSE
OG0000073	LOC120454001|XP_039494904.1|DSAN	LOC13036455|XP_003736334.2|DPSE
OG0000074	LOC120449385|XP_039487757.1|DSAN	LOC4813467|XP_001353839.3|DPSE
OG0000074	LOC120450528|XP_039489549.1|DSAN	LOC4813167|XP_001353329.2|DPSE
OG0000075	LOC120447488|XP_039484819.1|DSAN	LOC4814181|XP_001354308.4|DPSE
OG0000075	LOC120449479|XP_039487889.1|DSAN	LOC6904089|XP_002136430.3|DPSE, LOC4814158|XP_001354304.1|DPSE, LOC117184969|XP_033240174.1|DPSE
OG0000075	LOC120447493|XP_039484823.1|DSAN	LOC117184970|XP_033240175.1|DPSE, LOC4814180|XP_001354307.2|DPSE
OG0000075	LOC120447489|XP_039484820.1|DSAN	LOC4814183|XP_001354309.1|DPSE
OG0000076	LOC120447668|XP_039485120.1|DSAN	LOC6900056|XP_033238646.1|DPSE
OG0000076	LOC120453726|XP_039494487.1|DSAN, LOC120454050|XP_039494988.1|DSAN	LOC6897658|XP_002137797.2|DPSE, LOC6897657|XP_015037929.2|DPSE
OG0000076	LOC120455415|XP_039497494.1|DSAN	LOC6901614|XP_002134284.3|DPSE
OG0000076	LOC120455300|XP_039497274.1|DSAN	LOC4815315|XP_001355000.2|DPSE
OG0000077	LOC120444282|XP_039479731.1|DSAN	LOC6903891|XP_002136626.1|DPSE
OG0000077	LOC120452789|XP_039493115.1|DSAN	LOC4800596|XP_001357842.1|DPSE
OG0000077	LOC120445437|XP_039481803.1|DSAN	LOC4805619|XP_001361993.1|DPSE
OG0000077	LOC120451310|XP_039490813.1|DSAN	LOC6897044|XP_003736391.1|DPSE
OG0000078	LOC120446615|XP_039483594.1|DSAN	LOC4804955|XP_001361435.3|DPSE
OG0000078	LOC120449498|XP_039487932.1|DSAN	LOC6903186|XP_002132885.3|DPSE, LOC6897646|XP_002137789.2|DPSE, LOC117184537|XP_033238582.1|DPSE
OG0000078	LOC120454154|XP_039495149.1|DSAN	LOC4802953|XP_001359766.2|DPSE
OG0000078	LOC120455667|XP_039497996.1|DSAN	LOC4814621|XP_001355050.3|DPSE
OG0000078	LOC120457056|XP_039500165.1|DSAN	LOC4815368|XP_001354621.3|DPSE
OG0000079	LOC120458928|XP_039502714.1|DSAN	LOC117183178|XP_033235181.1|DPSE
OG0000079	LOC120458927|XP_039502713.1|DSAN, LOC120456240|XP_039498869.1|DSAN	LOC6902965|XP_002132691.2|DPSE
OG0000079	LOC120453707|XP_039494467.1|DSAN	LOC4817314|XP_001356685.1|DPSE
OG0000080	LOC120445807|XP_039482353.1|DSAN, LOC120446014|XP_039482702.1|DSAN	LOC6898668|XP_002138673.2|DPSE, LOC6898669|XP_033233645.1|DPSE
OG0000080	LOC120445200|XP_039481358.1|DSAN	LOC4805687|XP_001362046.3|DPSE
OG0000081	LOC120449798|XP_039488374.1|DSAN	LOC4811957|XP_001352460.4|DPSE
OG0000082	LOC120444539|XP_039480221.1|DSAN	LOC4803829|XP_001360483.2|DPSE
OG0000082	LOC120453176|XP_039493670.1|DSAN	LOC4800945|XP_001358129.3|DPSE
OG0000082	LOC120454374|XP_039495543.1|DSAN	LOC4801644|XP_001358698.2|DPSE
OG0000083	LOC120458313|XP_039501854.1|DSAN	LOC6899312|XP_033235907.1|DPSE
OG0000083	LOC120455686|XP_039498031.1|DSAN, LOC120456937|XP_039500014.1|DSAN	LOC117183164|XP_015036952.2|DPSE, LOC6902369|XP_002133315.2|DPSE
OG0000083	LOC120455860|XP_039498269.1|DSAN	LOC6902371|XP_002133317.3|DPSE
OG0000083	LOC120455849|XP_039498257.1|DSAN	LOC6902370|XP_002133316.2|DPSE
OG0000083	LOC120450759|XP_039489843.1|DSAN	LOC26532411|XP_033235904.1|DPSE
OG0000084	LOC120446957|XP_039484147.1|DSAN	LOC4803751|XP_001360416.2|DPSE
OG0000084	LOC120444572|XP_039480266.1|DSAN	LOC4805472|XP_001361867.2|DPSE
OG0000085	LOC120448638|XP_039486700.1|DSAN	LOC4804897|XP_015040262.2|DPSE
OG0000085	LOC120456431|XP_039499200.1|DSAN	LOC4804123|XP_001360733.2|DPSE
OG0000085	LOC120448625|XP_039486680.1|DSAN	LOC4804898|XP_001361384.3|DPSE
OG0000086	LOC120444981|XP_039480942.1|DSAN	LOC4804253|XP_001360840.1|DPSE
OG0000087	LOC120458014|XP_039501448.1|DSAN	LOC4816786|XP_001356332.1|DPSE
OG0000087	LOC120452956|XP_039493382.1|DSAN	LOC4817851|XP_001357379.2|DPSE
OG0000087	LOC120451745|XP_039491597.1|DSAN	LOC6902768|XP_002132512.2|DPSE
OG0000088	LOC120445629|XP_039482091.1|DSAN	LOC4805581|XP_001361962.1|DPSE
OG0000088	LOC120451916|XP_039491866.1|DSAN	LOC6903460|XP_002132339.1|DPSE
OG0000088	LOC120448571|XP_039486565.1|DSAN	LOC6897738|XP_015038003.2|DPSE
OG0000088	LOC120444823|XP_039480713.1|DSAN	LOC117183165|XP_033233988.1|DPSE, LOC4804185|XP_001360788.3|DPSE
OG0000088	LOC120448663|XP_039486732.1|DSAN	LOC6897737|XP_002137843.1|DPSE
OG0000089	LOC120454625|XP_039496027.1|DSAN, LOC120454392|XP_039495577.1|DSAN	LOC4802911|XP_001359737.1|DPSE
OG0000089	LOC120447506|XP_039484850.1|DSAN	LOC4812687|XP_001353070.2|DPSE
OG0000090	LOC120448309|XP_039486192.1|DSAN	LOC4805122|XP_001361578.1|DPSE
OG0000090	LOC120448284|XP_039486150.1|DSAN	LOC4805121|XP_015040451.2|DPSE
OG0000090	LOC120447536|XP_039484914.1|DSAN	LOC6900041|XP_002135405.1|DPSE
OG0000090	LOC120449735|XP_039488300.1|DSAN	LOC6899944|XP_002135312.2|DPSE
OG0000091	LOC120454553|XP_039495874.1|DSAN	LOC4801161|XP_015037056.1|DPSE
OG0000091	LOC120458039|XP_039501482.1|DSAN	LOC4816825|XP_001356505.3|DPSE
OG0000091	LOC120454568|XP_039495897.1|DSAN	LOC4801449|XP_033232375.1|DPSE
OG0000091	LOC120452896|XP_039493288.1|DSAN	LOC4801443|XP_001358537.1|DPSE
OG0000092	LOC120452494|XP_039492677.1|DSAN	LOC4802360|XP_001359289.2|DPSE
OG0000092	LOC120453296|XP_039493860.1|DSAN	LOC4802357|XP_001359285.1|DPSE
OG0000092	LOC120454055|XP_039494995.1|DSAN	LOC4802658|XP_001359535.3|DPSE
OG0000092	LOC120453475|XP_039494142.1|DSAN	LOC4802361|XP_001359290.2|DPSE
OG0000093	LOC120445748|XP_039482264.1|DSAN	LOC4817063|XP_015036040.1|DPSE
OG0000093	LOC120456501|XP_039499302.1|DSAN, LOC120444750|XP_039480614.1|DSAN, LOC120444752|XP_039480616.1|DSAN	LOC4804675|XP_001361198.4|DPSE
OG0000093	LOC120451538|XP_039491256.1|DSAN	LOC6899211|XP_002136312.2|DPSE
OG0000093	LOC120455113|XP_039496936.1|DSAN	LOC4814997|XP_001354996.4|DPSE
OG0000094	LOC120447699|XP_039485161.1|DSAN	LOC4813472|XP_015043125.2|DPSE
OG0000094	LOC120452712|XP_039493010.1|DSAN	LOC4801917|XP_001358935.4|DPSE
OG0000096	LOC120446709|XP_039483748.1|DSAN	LOC6897403|XP_002137555.3|DPSE
OG0000096	LOC120456060|XP_039498581.1|DSAN	LOC6897404|XP_015037507.2|DPSE
OG0000096	LOC120451499|XP_039491185.1|DSAN	LOC6897015|XP_002137200.2|DPSE
OG0000096	LOC120445403|XP_039481752.1|DSAN	LOC4816202|XP_001355846.3|DPSE
OG0000097	LOC120449413|XP_039487804.1|DSAN, LOC120448433|XP_039486374.1|DSAN, LOC120449412|XP_039487802.1|DSAN	LOC26533006|XP_033237387.1|DPSE
OG0000098	LOC120451400|XP_039491001.1|DSAN	LOC4800823|XP_001358028.1|DPSE
OG0000099	LOC120455657|XP_039497983.1|DSAN	LOC4815949|XP_001355223.2|DPSE
OG0000099	LOC120455658|XP_039497984.1|DSAN	LOC6901833|XP_002133371.2|DPSE
OG0000099	LOC120455656|XP_039497981.1|DSAN	LOC6901374|XP_015041636.2|DPSE
OG0000100	LOC120446457|XP_039483387.1|DSAN	LOC26533905|XP_015035090.2|DPSE
OG0000100	LOC120453234|XP_039493769.1|DSAN	LOC4801809|XP_001358843.4|DPSE, LOC4801613|XP_001358676.4|DPSE
OG0000101	LOC120448473|XP_039486431.1|DSAN	LOC6900247|XP_015044019.2|DPSE
OG0000101	LOC120448472|XP_039486430.1|DSAN	LOC6900249|XP_033237559.1|DPSE
OG0000102	LOC120444369|XP_039479910.1|DSAN	LOC4804100|XP_001360716.3|DPSE
OG0000102	LOC120444543|XP_039480230.1|DSAN	LOC4804567|XP_001361108.2|DPSE
OG0000103	LOC120450316|XP_039489203.1|DSAN, LOC120450315|XP_039489202.1|DSAN	LOC4812871|XP_001353722.3|DPSE
OG0000103	LOC120447694|XP_039485157.1|DSAN	LOC4813106|XP_001353445.4|DPSE
OG0000103	LOC120447692|XP_039485155.1|DSAN	LOC4813251|XP_033237392.1|DPSE
OG0000103	LOC120457733|XP_039501166.1|DSAN	LOC4805641|XP_001362010.2|DPSE
OG0000104	LOC120447890|XP_039485434.1|DSAN	LOC4811865|XP_001352567.2|DPSE
OG0000104	LOC120457816|XP_039501251.1|DSAN	LOC4817994|XP_001357248.2|DPSE
OG0000104	LOC120447814|XP_039485323.1|DSAN, LOC120449889|XP_039488502.1|DSAN	LOC4812453|XP_001352571.2|DPSE
OG0000105	LOC120447610|XP_039485017.1|DSAN	LOC6897188|XP_033241709.1|DPSE
OG0000105	LOC120451809|XP_039491700.1|DSAN	LOC4802641|XP_001359524.3|DPSE
OG0000105	LOC120451665|XP_039491473.1|DSAN	LOC117185148|XP_033241100.1|DPSE
OG0000105	LOC120453920|XP_039494789.1|DSAN	LOC4802639|XP_033241098.1|DPSE
OG0000106	LOC120446897|XP_039484049.1|DSAN	LOC6898861|XP_002138833.3|DPSE
OG0000106	LOC120454157|XP_039495154.1|DSAN, LOC120454155|XP_039495152.1|DSAN, LOC120452719|XP_039493021.1|DSAN, LOC120445667|XP_039482149.1|DSAN, LOC120445668|XP_039482151.1|DSAN, LOC120445282|XP_039481516.1|DSAN, LOC120446692|XP_039483723.1|DSAN	LOC4805729|XP_001362082.3|DPSE
OG0000107	LOC120446363|XP_039483229.1|DSAN	LOC4803727|XP_001360399.3|DPSE
OG0000107	LOC120446737|XP_039483794.1|DSAN, LOC120445808|XP_039482354.1|DSAN	LOC4816269|XP_001355878.2|DPSE
OG0000107	LOC120444935|XP_039480870.1|DSAN	LOC4803728|XP_001360400.3|DPSE
OG0000109	LOC120443888|XP_039479246.1|DSAN, LOC120443889|XP_039479249.1|DSAN, LOC120443892|XP_039479253.1|DSAN	LOC26534034|XP_015035900.1|DPSE, LOC6902874|XP_002132608.3|DPSE
OG0000109	LOC120444016|XP_039479432.1|DSAN	LOC6896786|XP_002136991.3|DPSE
OG0000109	LOC120458470|XP_039502057.1|DSAN	LOC4816673|XP_001356046.3|DPSE
OG0000110	LOC120448445|XP_039486393.1|DSAN	LOC4813509|XP_001353237.3|DPSE
OG0000110	LOC120449757|XP_039488327.1|DSAN	LOC4813564|XP_001353238.4|DPSE
OG0000110	LOC120449997|XP_039488641.1|DSAN	LOC4813596|XP_001353239.2|DPSE
OG0000110	LOC120449458|XP_039487864.1|DSAN	LOC4813344|XP_001353235.2|DPSE
OG0000111	LOC120446698|XP_039483730.1|DSAN	LOC4804957|XP_001361436.2|DPSE
OG0000111	LOC120446242|XP_039483047.1|DSAN	LOC4804962|XP_001361439.2|DPSE
OG0000111	LOC120446620|XP_039483600.1|DSAN	LOC4804960|XP_001361438.4|DPSE
OG0000112	LOC120455254|XP_039497187.1|DSAN, LOC120455231|XP_039497141.1|DSAN	LOC4816070|XP_001355599.3|DPSE
OG0000112	LOC120456987|XP_039500070.1|DSAN, LOC120456973|XP_039500054.1|DSAN	LOC4814555|XP_001355049.4|DPSE
OG0000113	LOC120451060|XP_039490352.1|DSAN	LOC4801479|XP_001358564.4|DPSE
OG0000114	LOC120447490|XP_039484824.1|DSAN, LOC120447480|XP_039484813.1|DSAN, LOC120447500|XP_039484837.1|DSAN	LOC4817555|XP_001356962.1|DPSE
OG0000114	LOC120447466|XP_039484788.1|DSAN	LOC4817556|XP_001356963.1|DPSE
OG0000114	LOC120447460|XP_039484780.1|DSAN	LOC4817557|XP_001356964.1|DPSE
OG0000116	LOC120451581|XP_039491325.1|DSAN	LOC4802359|XP_001359288.2|DPSE
OG0000116	LOC120452827|XP_039493166.1|DSAN	LOC6897573|XP_033241883.1|DPSE
OG0000116	LOC120451580|XP_039491324.1|DSAN	LOC4802356|XP_001359286.3|DPSE
OG0000117	LOC120444154|XP_039479666.1|DSAN	LOC4816702|XP_001356233.1|DPSE
OG0000117	LOC120444155|XP_039479668.1|DSAN	LOC4816357|XP_001356234.2|DPSE
OG0000117	LOC120444156|XP_039479669.1|DSAN	LOC4816358|XP_001356235.2|DPSE
OG0000117	LOC120444158|XP_039479671.1|DSAN	LOC6902710|XP_002133224.1|DPSE
OG0000118	LOC120458714|XP_039502396.1|DSAN, LOC120458071|XP_039501517.1|DSAN, LOC120458653|XP_039502317.1|DSAN	LOC4816812|XP_001356809.3|DPSE
OG0000118	LOC120458057|XP_039501500.1|DSAN	LOC6901699|XP_002134369.2|DPSE
OG0000119	LOC120454455|XP_039495701.1|DSAN	LOC4800772|XP_001357987.3|DPSE
OG0000119	LOC120452109|XP_039492121.1|DSAN	LOC4800771|XP_001357986.2|DPSE
OG0000119	LOC120451917|XP_039491863.1|DSAN	LOC4800773|XP_001357988.3|DPSE
OG0000120	LOC120457201|XP_039500489.1|DSAN	LOC6901854|XP_002133392.2|DPSE
OG0000120	LOC120446605|XP_039483576.1|DSAN	LOC4803913|XP_001360557.1|DPSE
OG0000120	LOC120450151|XP_039488921.1|DSAN, LOC120456622|XP_039499479.1|DSAN	LOC4814059|XP_001354232.2|DPSE
OG0000121	LOC120452429|XP_039492591.1|DSAN	LOC6897326|XP_002137478.2|DPSE
OG0000121	LOC120452427|XP_039492589.1|DSAN	LOC4801728|XP_001358772.2|DPSE
OG0000122	LOC120446930|XP_039484118.1|DSAN	LOC4817541|XP_001356952.2|DPSE
OG0000122	LOC120455728|XP_039498076.1|DSAN	LOC6901494|XP_002134180.2|DPSE
OG0000122	LOC120455178|XP_039497050.1|DSAN	LOC4805302|XP_001361724.1|DPSE
OG0000122	LOC120453978|XP_039494868.1|DSAN	LOC4817383|XP_001356484.3|DPSE
OG0000123	LOC120444507|XP_039480157.1|DSAN	LOC4805442|XP_001361843.2|DPSE
OG0000123	LOC120452255|XP_039492317.1|DSAN, LOC120452134|XP_039492154.1|DSAN	LOC4802279|XP_001359231.2|DPSE
OG0000123	LOC120452662|XP_039492932.1|DSAN	LOC4802278|XP_001359230.2|DPSE
OG0000124	LOC120446749|XP_039483821.1|DSAN, LOC120458592|XP_039502228.1|DSAN	LOC4805062|XP_001361526.2|DPSE
OG0000124	LOC120458563|XP_039502185.1|DSAN	LOC6898772|XP_002138749.2|DPSE
OG0000124	LOC120458564|XP_039502189.1|DSAN	LOC6898774|XP_002138751.4|DPSE
OG0000125	LOC120451421|XP_039491027.1|DSAN	LOC4801148|XP_003736422.2|DPSE
OG0000125	LOC120451369|XP_039490949.1|DSAN	LOC4801426|XP_003736507.1|DPSE
OG0000125	LOC120445287|XP_039481523.1|DSAN	LOC6898246|XP_002138312.2|DPSE
OG0000125	LOC120445286|XP_039481522.1|DSAN	LOC4803794|XP_001360454.3|DPSE
