Orthogroup	DSAN.longest_only	CPIP.longest_only
OG0000084	LOC120446957|XP_039484147.1|DSAN	LOC120417385|XP_039435338.1|CPIP, LOC120417417|XP_039435394.1|CPIP, LOC120417391|XP_039435346.1|CPIP, LOC120421339|XP_039440455.1|CPIP, LOC120416554|XP_039434220.1|CPIP
OG0000084	LOC120444572|XP_039480266.1|DSAN	LOC120424545|XP_039444643.1|CPIP, LOC120424544|XP_039444642.1|CPIP, LOC120422454|XP_039441832.1|CPIP, LOC120424528|XP_039444621.1|CPIP, LOC120424522|XP_039444615.1|CPIP, LOC120426597|XP_039447322.1|CPIP, LOC120424525|XP_039444619.1|CPIP, LOC120424523|XP_039444617.1|CPIP, LOC120424526|XP_039444620.1|CPIP, LOC120424524|XP_039444618.1|CPIP, LOC120423778|XP_039443631.1|CPIP
OG0000085	LOC120448625|XP_039486680.1|DSAN	LOC120418894|XP_039437359.1|CPIP
OG0000086	LOC120444981|XP_039480942.1|DSAN	LOC120419495|XP_039438120.1|CPIP
OG0000087	LOC120458014|XP_039501448.1|DSAN	LOC120431959|XP_039453027.1|CPIP, LOC120424926|XP_039445151.1|CPIP, LOC120424893|XP_039445115.1|CPIP, LOC120431961|XP_039453029.1|CPIP, LOC120431960|XP_039453028.1|CPIP, LOC120424925|XP_039445150.1|CPIP, LOC120424892|XP_039445113.1|CPIP, LOC120424924|XP_039445149.1|CPIP, LOC120424889|XP_039445110.1|CPIP, LOC120425288|XP_039445674.1|CPIP
OG0000087	LOC120452956|XP_039493382.1|DSAN, LOC120451745|XP_039491597.1|DSAN	LOC120424910|XP_039445137.1|CPIP, LOC120424913|XP_039445140.1|CPIP
OG0000088	LOC120445629|XP_039482091.1|DSAN	LOC120424171|XP_039444162.1|CPIP
OG0000089	LOC120454625|XP_039496027.1|DSAN, LOC120454392|XP_039495577.1|DSAN	LOC120414898|XP_039432159.1|CPIP
OG0000089	LOC120454433|XP_039495663.1|DSAN	LOC120415074|XP_039432408.1|CPIP
OG0000089	LOC120447506|XP_039484850.1|DSAN	LOC120419960|XP_039438755.1|CPIP, LOC120419983|XP_039438795.1|CPIP
OG0000090	LOC120448309|XP_039486192.1|DSAN, LOC120448284|XP_039486150.1|DSAN, LOC120447536|XP_039484914.1|DSAN, LOC120449735|XP_039488300.1|DSAN	LOC120421682|XP_039440847.1|CPIP, LOC120421690|XP_039440861.1|CPIP, LOC120426406|XP_039447096.1|CPIP, LOC120421699|XP_039440871.1|CPIP
OG0000091	LOC120454553|XP_039495874.1|DSAN	LOC120425404|XP_039445863.1|CPIP
OG0000091	LOC120458039|XP_039501482.1|DSAN, LOC120454568|XP_039495897.1|DSAN, LOC120452896|XP_039493288.1|DSAN	LOC120424933|XP_039445164.1|CPIP
OG0000093	LOC120445748|XP_039482264.1|DSAN	LOC120423404|XP_039443137.1|CPIP
OG0000094	LOC120447699|XP_039485161.1|DSAN, LOC120452712|XP_039493010.1|DSAN	LOC120425648|XP_039446167.1|CPIP, LOC120425708|XP_039446241.1|CPIP, LOC120431494|XP_039452533.1|CPIP, LOC120425701|XP_039446230.1|CPIP, LOC120421037|XP_039440109.1|CPIP, LOC120421043|XP_039440120.1|CPIP, LOC120413857|XP_039430748.1|CPIP, LOC120421039|XP_039440116.1|CPIP, LOC120412371|XP_039428726.1|CPIP, LOC120412378|XP_039428738.1|CPIP, LOC120430436|XP_039451481.1|CPIP, LOC120423072|XP_039442676.1|CPIP, LOC120430435|XP_039451480.1|CPIP, LOC120430433|XP_039451478.1|CPIP, LOC120430651|XP_039451691.1|CPIP, LOC120421704|XP_039441223.1|CPIP, LOC120420801|XP_039440192.1|CPIP, LOC120424242|XP_039444239.1|CPIP
OG0000095	LOC120447009|XP_039484295.1|DSAN, LOC120457588|XP_039501029.1|DSAN	LOC120418486|XP_039436859.1|CPIP, LOC120413017|XP_039429610.1|CPIP
OG0000098	LOC120451400|XP_039491001.1|DSAN	LOC120423046|XP_039442653.1|CPIP, LOC120423055|XP_039442660.1|CPIP
OG0000099	LOC120455656|XP_039497981.1|DSAN	LOC120414418|XP_039431532.1|CPIP, LOC120414383|XP_039431492.1|CPIP, LOC120414382|XP_039431487.1|CPIP
OG0000101	LOC120447594|XP_039484996.1|DSAN, LOC120447595|XP_039484997.1|DSAN, LOC120447598|XP_039485002.1|DSAN, LOC120448473|XP_039486431.1|DSAN, LOC120448472|XP_039486430.1|DSAN, LOC120448474|XP_039486432.1|DSAN, LOC120448469|XP_039486421.1|DSAN	LOC120427216|XP_039448015.1|CPIP
OG0000102	LOC120444369|XP_039479910.1|DSAN	LOC120413414|XP_039430153.1|CPIP, LOC120413405|XP_039430144.1|CPIP, LOC120412910|XP_039429479.1|CPIP, LOC120413423|XP_039430169.1|CPIP, LOC120417857|XP_039436011.1|CPIP, LOC120413400|XP_039430134.1|CPIP, LOC120413398|XP_039430131.1|CPIP
OG0000102	LOC120444543|XP_039480230.1|DSAN, LOC120445351|XP_039481626.1|DSAN	LOC120432492|XP_039453640.1|CPIP
OG0000103	LOC120450316|XP_039489203.1|DSAN, LOC120450315|XP_039489202.1|DSAN, LOC120447694|XP_039485157.1|DSAN, LOC120447692|XP_039485155.1|DSAN, LOC120457733|XP_039501166.1|DSAN	LOC120416536|XP_039434185.1|CPIP, LOC120417606|XP_039435649.1|CPIP, LOC120417607|XP_039435650.1|CPIP, LOC120417608|XP_039435652.1|CPIP, LOC120423255|XP_039442909.1|CPIP
OG0000104	LOC120457816|XP_039501251.1|DSAN, LOC120447814|XP_039485323.1|DSAN, LOC120449889|XP_039488502.1|DSAN	LOC120412621|XP_039429106.1|CPIP, LOC120412646|XP_039429134.1|CPIP, LOC120412612|XP_039429095.1|CPIP
OG0000105	LOC120447610|XP_039485017.1|DSAN, LOC120451809|XP_039491700.1|DSAN, LOC120451665|XP_039491473.1|DSAN, LOC120453920|XP_039494789.1|DSAN	LOC120425216|XP_039445581.1|CPIP
OG0000109	LOC120443888|XP_039479246.1|DSAN, LOC120443889|XP_039479249.1|DSAN, LOC120443892|XP_039479253.1|DSAN, LOC120444016|XP_039479432.1|DSAN	LOC120423583|XP_039443376.1|CPIP, LOC120420353|XP_039439283.1|CPIP, LOC120420541|XP_039439548.1|CPIP, LOC120423553|XP_039443331.1|CPIP
OG0000109	LOC120458470|XP_039502057.1|DSAN	LOC120423573|XP_039443364.1|CPIP, LOC120423521|XP_039443303.1|CPIP
OG0000110	LOC120448445|XP_039486393.1|DSAN, LOC120449757|XP_039488327.1|DSAN, LOC120449997|XP_039488641.1|DSAN, LOC120449458|XP_039487864.1|DSAN	LOC120432096|XP_039453165.1|CPIP
OG0000111	LOC120446698|XP_039483730.1|DSAN, LOC120446242|XP_039483047.1|DSAN, LOC120446620|XP_039483600.1|DSAN	LOC120423942|XP_039443860.1|CPIP, LOC120415255|XP_039432655.1|CPIP, LOC120415261|XP_039432663.1|CPIP, LOC120415259|XP_039432661.1|CPIP, LOC120415241|XP_039432639.1|CPIP
OG0000112	LOC120455254|XP_039497187.1|DSAN, LOC120455231|XP_039497141.1|DSAN, LOC120456987|XP_039500070.1|DSAN, LOC120456973|XP_039500054.1|DSAN	LOC120420031|XP_039438866.1|CPIP, LOC120420702|XP_039439734.1|CPIP, LOC120420699|XP_039439730.1|CPIP
OG0000113	LOC120458260|XP_039501783.1|DSAN, LOC120445859|XP_039482434.1|DSAN, LOC120451060|XP_039490352.1|DSAN, LOC120447236|XP_039484695.1|DSAN	LOC120426589|XP_039447314.1|CPIP, LOC120417349|XP_039435285.1|CPIP
OG0000114	LOC120447466|XP_039484788.1|DSAN	LOC120417802|XP_039435938.1|CPIP
OG0000114	LOC120447460|XP_039484780.1|DSAN, LOC120447473|XP_039484802.1|DSAN	LOC120420276|XP_039439211.1|CPIP
OG0000117	LOC120444154|XP_039479666.1|DSAN, LOC120444155|XP_039479668.1|DSAN, LOC120444156|XP_039479669.1|DSAN, LOC120444158|XP_039479671.1|DSAN	LOC120413999|XP_039430942.1|CPIP, LOC120414022|XP_039430973.1|CPIP
OG0000118	LOC120458714|XP_039502396.1|DSAN, LOC120458071|XP_039501517.1|DSAN, LOC120458653|XP_039502317.1|DSAN, LOC120458057|XP_039501500.1|DSAN	LOC120423433|XP_039443178.1|CPIP, LOC120423454|XP_039443210.1|CPIP, LOC120423455|XP_039443211.1|CPIP, LOC120432382|XP_039453509.1|CPIP
OG0000119	LOC120454455|XP_039495701.1|DSAN, LOC120452109|XP_039492121.1|DSAN, LOC120451917|XP_039491863.1|DSAN	LOC120420559|XP_039439559.1|CPIP, LOC120426420|XP_039447112.1|CPIP, LOC120428772|XP_039449790.1|CPIP, LOC120420257|XP_039439187.1|CPIP, LOC120431980|XP_039453050.1|CPIP, LOC120423540|XP_039443321.1|CPIP
OG0000120	LOC120457201|XP_039500489.1|DSAN	LOC120417029|XP_039434907.1|CPIP
OG0000120	LOC120446605|XP_039483576.1|DSAN	LOC120419990|XP_039438806.1|CPIP
OG0000121	LOC120452429|XP_039492591.1|DSAN, LOC120452427|XP_039492589.1|DSAN, LOC120452430|XP_039492592.1|DSAN	LOC120425384|XP_039445833.1|CPIP
OG0000122	LOC120446930|XP_039484118.1|DSAN, LOC120455728|XP_039498076.1|DSAN, LOC120455178|XP_039497050.1|DSAN, LOC120453978|XP_039494868.1|DSAN	LOC120432386|XP_039453515.1|CPIP, LOC120432365|XP_039453491.1|CPIP
OG0000123	LOC120444507|XP_039480157.1|DSAN, LOC120452058|XP_039492054.1|DSAN, LOC120452255|XP_039492317.1|DSAN, LOC120452134|XP_039492154.1|DSAN, LOC120452662|XP_039492932.1|DSAN	LOC120414202|XP_039431221.1|CPIP, LOC120425309|XP_039445711.1|CPIP
OG0000124	LOC120446749|XP_039483821.1|DSAN, LOC120458592|XP_039502228.1|DSAN, LOC120458563|XP_039502185.1|DSAN, LOC120458564|XP_039502189.1|DSAN	LOC120432594|XP_039453766.1|CPIP
OG0000125	LOC120451421|XP_039491027.1|DSAN	LOC120423344|XP_039443047.1|CPIP
OG0000125	LOC120451369|XP_039490949.1|DSAN	LOC120424516|XP_039444604.1|CPIP
OG0000125	LOC120445287|XP_039481523.1|DSAN, LOC120445286|XP_039481522.1|DSAN	LOC120423353|XP_039443062.1|CPIP
OG0000126	LOC120454254|XP_039495315.1|DSAN, LOC120458709|XP_039502389.1|DSAN	LOC120415876|XP_039433448.1|CPIP, LOC120415877|XP_039433449.1|CPIP, LOC120429787|XP_039450781.1|CPIP, LOC120412720|XP_039429241.1|CPIP
OG0000127	LOC120453359|XP_039493965.1|DSAN, LOC120452170|XP_039492209.1|DSAN, LOC120453357|XP_039493964.1|DSAN, LOC120451773|XP_039491637.1|DSAN	LOC120415380|XP_039432838.1|CPIP
OG0000128	LOC120445036|XP_039481059.1|DSAN, LOC120445035|XP_039481058.1|DSAN, LOC120445037|XP_039481060.1|DSAN, LOC120453890|XP_039494740.1|DSAN	LOC120422626|XP_039442054.1|CPIP
OG0000129	LOC120455629|XP_039497949.1|DSAN, LOC120449827|XP_039488407.1|DSAN, LOC120456992|XP_039500082.1|DSAN, LOC120455630|XP_039497951.1|DSAN	LOC120414363|XP_039431459.1|CPIP
OG0000131	LOC120450809|XP_039489913.1|DSAN	LOC120421833|XP_039441048.1|CPIP
OG0000132	LOC120450846|XP_039489975.1|DSAN, LOC120450849|XP_039489991.1|DSAN, LOC120452537|XP_039492737.1|DSAN	LOC120429178|XP_039450325.1|CPIP, LOC120413573|XP_039430393.1|CPIP, LOC120423930|XP_039443846.1|CPIP, LOC120423949|XP_039443868.1|CPIP
OG0000134	LOC120451359|XP_039490929.1|DSAN	LOC120419432|XP_039438078.1|CPIP
OG0000137	LOC120451005|XP_039490252.1|DSAN	LOC120418758|XP_039437164.1|CPIP
OG0000137	LOC120450371|XP_039489288.1|DSAN	LOC120413389|XP_039430119.1|CPIP, LOC120418020|XP_039436197.1|CPIP
OG0000137	LOC120457403|XP_039500933.1|DSAN	LOC120423772|XP_039443625.1|CPIP
OG0000139	LOC120448860|XP_039487004.1|DSAN, LOC120456384|XP_039499528.1|DSAN, LOC120448678|XP_039486751.1|DSAN, LOC120443696|XP_039478870.1|DSAN, LOC120447072|XP_039484397.1|DSAN, LOC120447071|XP_039484396.1|DSAN	LOC120416811|XP_039434620.1|CPIP
OG0000140	LOC120451422|XP_039491029.1|DSAN	LOC120428692|XP_039449698.1|CPIP, LOC120428177|XP_039449092.1|CPIP, LOC120428415|XP_039449365.1|CPIP, LOC120428612|XP_039449580.1|CPIP, LOC120419315|XP_039437920.1|CPIP, LOC120422117|XP_039441420.1|CPIP, LOC120424472|XP_039444544.1|CPIP, LOC120425058|XP_039445365.1|CPIP, LOC120425057|XP_039445364.1|CPIP, LOC120425056|XP_039445362.1|CPIP, LOC120425070|XP_039445380.1|CPIP
OG0000141	LOC120448451|XP_039486401.1|DSAN, LOC120448452|XP_039486403.1|DSAN, LOC120448453|XP_039486405.1|DSAN, LOC120448454|XP_039486406.1|DSAN	LOC120421894|XP_039441123.1|CPIP
OG0000142	LOC120451264|XP_039490727.1|DSAN	LOC120425952|XP_039446526.1|CPIP
OG0000142	LOC120447845|XP_039485386.1|DSAN	LOC120415036|XP_039432338.1|CPIP
OG0000142	LOC120457117|XP_039500268.1|DSAN	LOC120418059|XP_039436247.1|CPIP, LOC120419876|XP_039438671.1|CPIP
OG0000143	LOC120450562|XP_039489605.1|DSAN	LOC120418513|XP_039436884.1|CPIP
OG0000143	LOC120450563|XP_039489606.1|DSAN	LOC120426869|XP_039447607.1|CPIP, LOC120426880|XP_039447616.1|CPIP, LOC120415275|XP_039432682.1|CPIP, LOC120415068|XP_039432401.1|CPIP, LOC120422209|XP_039441530.1|CPIP, LOC120421102|XP_039440186.1|CPIP, LOC120421998|XP_039441246.1|CPIP, LOC120421075|XP_039440158.1|CPIP
OG0000144	LOC120452659|XP_039492916.1|DSAN	LOC120426607|XP_039447334.1|CPIP
OG0000144	LOC120457308|XP_039500730.1|DSAN	LOC120421600|XP_039440761.1|CPIP
OG0000144	LOC120457482|XP_039500967.1|DSAN	LOC120430358|XP_039451394.1|CPIP, LOC120430767|XP_039451811.1|CPIP
OG0000145	LOC120456131|XP_039498694.1|DSAN, LOC120444793|XP_039480676.1|DSAN	LOC120427052|XP_039447817.1|CPIP, LOC120427063|XP_039447836.1|CPIP, LOC120427054|XP_039447818.1|CPIP
OG0000147	LOC120451646|XP_039491487.1|DSAN	LOC120428306|XP_039449243.1|CPIP
OG0000147	LOC120452393|XP_039492541.1|DSAN, LOC120454057|XP_039494997.1|DSAN	LOC120422585|XP_039442007.1|CPIP, LOC120422553|XP_039441962.1|CPIP
OG0000148	LOC120449015|XP_039487230.1|DSAN	LOC120416624|XP_039434363.1|CPIP, LOC120416616|XP_039434347.1|CPIP
OG0000148	LOC120453191|XP_039493694.1|DSAN	LOC120415212|XP_039432602.1|CPIP
OG0000149	LOC120450388|XP_039489317.1|DSAN, LOC120455384|XP_039497444.1|DSAN	LOC120421800|XP_039441012.1|CPIP, LOC120421801|XP_039441013.1|CPIP, LOC120429303|XP_039450464.1|CPIP, LOC120419117|XP_039437646.1|CPIP, LOC120419086|XP_039437605.1|CPIP, LOC120429297|XP_039450460.1|CPIP, LOC120429300|XP_039450462.1|CPIP, LOC120429299|XP_039450461.1|CPIP, LOC120419092|XP_039437613.1|CPIP, LOC120419091|XP_039437612.1|CPIP, LOC120417152|XP_039435070.1|CPIP, LOC120415888|XP_039433463.1|CPIP, LOC120415961|XP_039433538.1|CPIP, LOC120417162|XP_039435077.1|CPIP, LOC120415958|XP_039433534.1|CPIP, LOC120417161|XP_039435076.1|CPIP
OG0000152	LOC120452528|XP_039492725.1|DSAN, LOC120454263|XP_039495344.1|DSAN, LOC120452388|XP_039492536.1|DSAN, LOC120452037|XP_039492023.1|DSAN	LOC120418953|XP_039437425.1|CPIP
OG0000153	LOC120451577|XP_039491320.1|DSAN, LOC120453833|XP_039494660.1|DSAN, LOC120451576|XP_039491319.1|DSAN	LOC120423729|XP_039443572.1|CPIP, LOC120423703|XP_039443543.1|CPIP, LOC120423687|XP_039443517.1|CPIP, LOC120423696|XP_039443530.1|CPIP, LOC120423677|XP_039443507.1|CPIP
OG0000154	LOC120452631|XP_039492875.1|DSAN, LOC120452632|XP_039492876.1|DSAN, LOC120449197|XP_039487492.1|DSAN	LOC120432363|XP_039453490.1|CPIP, LOC120432399|XP_039453529.1|CPIP, LOC120432395|XP_039453526.1|CPIP
OG0000155	LOC120449186|XP_039487468.1|DSAN, LOC120449265|XP_039487581.1|DSAN, LOC120448978|XP_039487172.1|DSAN	LOC120429351|XP_039450478.1|CPIP, LOC120429288|XP_039450453.1|CPIP, LOC120429304|XP_039450466.1|CPIP, LOC120429335|XP_039450477.1|CPIP
OG0000157	LOC120458565|XP_039502192.1|DSAN, LOC120447552|XP_039484939.1|DSAN	LOC120431753|XP_039452809.1|CPIP, LOC120431754|XP_039452810.1|CPIP, LOC120427391|XP_039448174.1|CPIP, LOC120427392|XP_039448175.1|CPIP, LOC120431755|XP_039452811.1|CPIP
OG0000158	LOC120444707|XP_039480514.1|DSAN, LOC120449667|XP_039488200.1|DSAN, LOC120448946|XP_039487126.1|DSAN	LOC120421218|XP_039440354.1|CPIP, LOC120421229|XP_039440362.1|CPIP, LOC120421222|XP_039440357.1|CPIP, LOC120421217|XP_039440353.1|CPIP, LOC120420298|XP_039439233.1|CPIP
OG0000159	LOC120447635|XP_039485072.1|DSAN	LOC120426870|XP_039447608.1|CPIP, LOC120426857|XP_039447594.1|CPIP
OG0000159	LOC120448194|XP_039485994.1|DSAN, LOC120448642|XP_039486703.1|DSAN	LOC120427346|XP_039448136.1|CPIP, LOC120426856|XP_039447592.1|CPIP
OG0000160	LOC120451440|XP_039491049.1|DSAN, LOC120453850|XP_039494688.1|DSAN	LOC120414356|XP_039431452.1|CPIP, LOC120414349|XP_039431440.1|CPIP, LOC120423419|XP_039443156.1|CPIP, LOC120425039|XP_039445343.1|CPIP
OG0000162	LOC120449916|XP_039488543.1|DSAN, LOC120448645|XP_039486706.1|DSAN, LOC120446714|XP_039483759.1|DSAN, LOC120447628|XP_039485066.1|DSAN	LOC120415578|XP_039433095.1|CPIP, LOC120415543|XP_039433044.1|CPIP
OG0000163	LOC120449329|XP_039487663.1|DSAN, LOC120458089|XP_039501541.1|DSAN, LOC120456660|XP_039499526.1|DSAN	LOC120420834|XP_039439890.1|CPIP, LOC120430635|XP_039451664.1|CPIP, LOC120426085|XP_039446729.1|CPIP, LOC120426198|XP_039446839.1|CPIP, LOC120426197|XP_039446838.1|CPIP, LOC120425227|XP_039445594.1|CPIP, LOC120425228|XP_039445595.1|CPIP
OG0000165	LOC120455780|XP_039498171.1|DSAN, LOC120449990|XP_039488633.1|DSAN	LOC120432214|XP_039453308.1|CPIP
OG0000166	LOC120445044|XP_039481091.1|DSAN	LOC120421911|XP_039441147.1|CPIP
OG0000166	LOC120445051|XP_039481102.1|DSAN, LOC120445045|XP_039481092.1|DSAN	LOC120421910|XP_039441146.1|CPIP, LOC120421920|XP_039441154.1|CPIP, LOC120429810|XP_039450794.1|CPIP, LOC120429811|XP_039450795.1|CPIP
OG0000169	LOC120452629|XP_039492872.1|DSAN	LOC120422343|XP_039441670.1|CPIP, LOC120422344|XP_039441671.1|CPIP
OG0000169	LOC120447495|XP_039484826.1|DSAN, LOC120451692|XP_039491521.1|DSAN	LOC120422340|XP_039441668.1|CPIP
OG0000170	LOC120445951|XP_039482572.1|DSAN, LOC120445950|XP_039482569.1|DSAN	LOC120420663|XP_039439696.1|CPIP, LOC120419668|XP_039438366.1|CPIP, LOC120421939|XP_039441181.1|CPIP, LOC120421941|XP_039441183.1|CPIP
OG0000171	LOC120445878|XP_039482751.1|DSAN	LOC120420966|XP_039440032.1|CPIP
OG0000171	LOC120456869|XP_039499896.1|DSAN	LOC120431005|XP_039452098.1|CPIP
OG0000172	LOC120448014|XP_039485669.1|DSAN	LOC120428396|XP_039449341.1|CPIP
OG0000173	LOC120445686|XP_039482176.1|DSAN, LOC120446598|XP_039483562.1|DSAN	LOC120423136|XP_039442749.1|CPIP, LOC120423124|XP_039442737.1|CPIP
OG0000174	LOC120452240|XP_039492303.1|DSAN, LOC120458882|XP_039502652.1|DSAN, LOC120445713|XP_039482207.1|DSAN	LOC120419058|XP_039437565.1|CPIP, LOC120419067|XP_039437579.1|CPIP, LOC120419032|XP_039437525.1|CPIP
OG0000175	LOC120451302|XP_039490802.1|DSAN	LOC120424126|XP_039444103.1|CPIP
OG0000175	LOC120451393|XP_039490992.1|DSAN, LOC120451395|XP_039490996.1|DSAN, LOC120451394|XP_039490995.1|DSAN	LOC120423445|XP_039443196.1|CPIP, LOC120423450|XP_039443204.1|CPIP
OG0000177	LOC120455520|XP_039497732.1|DSAN	LOC120425631|XP_039446148.1|CPIP
OG0000177	LOC120453959|XP_039494842.1|DSAN	LOC120428667|XP_039449649.1|CPIP
OG0000178	LOC120456378|XP_039499133.1|DSAN	LOC120420001|XP_039438828.1|CPIP
OG0000179	LOC120455127|XP_039496958.1|DSAN, LOC120444365|XP_039479889.1|DSAN	LOC120428603|XP_039449560.1|CPIP, LOC120428602|XP_039449559.1|CPIP, LOC120428601|XP_039449558.1|CPIP, LOC120422930|XP_039442442.1|CPIP
OG0000179	LOC120458115|XP_039501582.1|DSAN	LOC120422941|XP_039442456.1|CPIP
OG0000181	LOC120452244|XP_039492305.1|DSAN, LOC120453640|XP_039494368.1|DSAN	LOC120417331|XP_039435251.1|CPIP, LOC120419696|XP_039438417.1|CPIP, LOC120419694|XP_039438416.1|CPIP, LOC120419693|XP_039438415.1|CPIP
OG0000182	LOC120450801|XP_039489902.1|DSAN	LOC120416502|XP_039434153.1|CPIP
OG0000182	LOC120451020|XP_039490279.1|DSAN, LOC120451018|XP_039490277.1|DSAN	LOC120422607|XP_039442031.1|CPIP
OG0000183	LOC120457162|XP_039500372.1|DSAN, LOC120451563|XP_039491300.1|DSAN, LOC120448380|XP_039486296.1|DSAN, LOC120449076|XP_039487309.1|DSAN	LOC120413491|XP_039430281.1|CPIP
OG0000184	LOC120449599|XP_039488103.1|DSAN, LOC120458704|XP_039502382.1|DSAN	LOC120427957|XP_039448845.1|CPIP, LOC120427965|XP_039448854.1|CPIP, LOC120427966|XP_039448855.1|CPIP, LOC120416862|XP_039434693.1|CPIP, LOC120416861|XP_039434691.1|CPIP
OG0000185	LOC120445960|XP_039482601.1|DSAN, LOC120455801|XP_039498199.1|DSAN, LOC120445946|XP_039482564.1|DSAN, LOC120453713|XP_039494470.1|DSAN, LOC120445958|XP_039482587.1|DSAN, LOC120445952|XP_039482573.1|DSAN	LOC120414876|XP_039432133.1|CPIP
OG0000186	LOC120455515|XP_039497722.1|DSAN, LOC120455010|XP_039496765.1|DSAN	LOC120425279|XP_039445664.1|CPIP
OG0000188	LOC120454152|XP_039495145.1|DSAN, LOC120455320|XP_039497328.1|DSAN, LOC120457066|XP_039500178.1|DSAN	LOC120414292|XP_039431393.1|CPIP, LOC120412485|XP_039428915.1|CPIP
OG0000189	LOC120458020|XP_039501457.1|DSAN	LOC120420553|XP_039439557.1|CPIP, LOC120431379|XP_039452446.1|CPIP
OG0000189	LOC120455411|XP_039497487.1|DSAN	LOC120414346|XP_039431435.1|CPIP
OG0000190	LOC120444868|XP_039480767.1|DSAN	LOC120431901|XP_039452967.1|CPIP
OG0000190	LOC120455354|XP_039497386.1|DSAN	LOC120422439|XP_039441807.1|CPIP
OG0000191	LOC120458827|XP_039502576.1|DSAN, LOC120458829|XP_039502587.1|DSAN	LOC120413860|XP_039430755.1|CPIP, LOC120413849|XP_039430739.1|CPIP
OG0000192	LOC120454228|XP_039495262.1|DSAN, LOC120450167|XP_039488949.1|DSAN, LOC120450166|XP_039488948.1|DSAN	LOC120428211|XP_039449122.1|CPIP, LOC120428210|XP_039449120.1|CPIP
OG0000193	LOC120458359|XP_039501907.1|DSAN, LOC120443852|XP_039479148.1|DSAN, LOC120450306|XP_039489188.1|DSAN	LOC120416368|XP_039434037.1|CPIP, LOC120422237|XP_039441561.1|CPIP, LOC120431659|XP_039452698.1|CPIP
OG0000195	LOC120445310|XP_039481554.1|DSAN	LOC120422322|XP_039441648.1|CPIP
OG0000195	LOC120457200|XP_039500488.1|DSAN, LOC120444945|XP_039480884.1|DSAN	LOC120424550|XP_039444650.1|CPIP
OG0000196	LOC120445832|XP_039482387.1|DSAN, LOC120446245|XP_039483051.1|DSAN	LOC120412488|XP_039428916.1|CPIP
OG0000196	LOC120446081|XP_039482797.1|DSAN	LOC120412489|XP_039428918.1|CPIP
OG0000197	LOC120455822|XP_039498220.1|DSAN	LOC120425939|XP_039446504.1|CPIP
OG0000197	LOC120455833|XP_039498236.1|DSAN	LOC120425935|XP_039446496.1|CPIP, LOC120425663|XP_039446178.1|CPIP
OG0000197	LOC120455817|XP_039498216.1|DSAN	LOC120425664|XP_039446183.1|CPIP
OG0000200	LOC120451232|XP_039490659.1|DSAN, LOC120451231|XP_039490657.1|DSAN, LOC120453710|XP_039494466.1|DSAN, LOC120453512|XP_039494193.1|DSAN, LOC120453508|XP_039494188.1|DSAN, LOC120451230|XP_039490653.1|DSAN	LOC120432531|XP_039453692.1|CPIP
OG0000201	LOC120453936|XP_039494815.1|DSAN, LOC120453749|XP_039494516.1|DSAN	LOC120429145|XP_039450277.1|CPIP, LOC120431974|XP_039453046.1|CPIP, LOC120428824|XP_039449865.1|CPIP, LOC120428826|XP_039449867.1|CPIP, LOC120428823|XP_039449864.1|CPIP, LOC120428822|XP_039449863.1|CPIP, LOC120431975|XP_039453048.1|CPIP, LOC120413140|XP_039429781.1|CPIP
OG0000202	LOC120451630|XP_039491421.1|DSAN	LOC120414329|XP_039431403.1|CPIP
OG0000203	LOC120445393|XP_039481734.1|DSAN, LOC120446174|XP_039482943.1|DSAN, LOC120446375|XP_039483240.1|DSAN	LOC120427917|XP_039448789.1|CPIP
OG0000205	LOC120450955|XP_039490175.1|DSAN, LOC120453498|XP_039494178.1|DSAN	LOC120416995|XP_039434868.1|CPIP, LOC120416164|XP_039433779.1|CPIP, LOC120416145|XP_039433756.1|CPIP, LOC120420158|XP_039439058.1|CPIP, LOC120419369|XP_039437972.1|CPIP, LOC120421438|XP_039440579.1|CPIP, LOC120423935|XP_039443853.1|CPIP, LOC120416166|XP_039433780.1|CPIP
OG0000206	LOC120446694|XP_039483725.1|DSAN	LOC120417260|XP_039435150.1|CPIP
OG0000206	LOC120445251|XP_039481459.1|DSAN	LOC120417248|XP_039435140.1|CPIP
OG0000207	LOC120448303|XP_039486177.1|DSAN	LOC120428922|XP_039449997.1|CPIP, LOC120428923|XP_039449998.1|CPIP, LOC120431321|XP_039452389.1|CPIP, LOC120428927|XP_039450002.1|CPIP, LOC120427684|XP_039448503.1|CPIP
OG0000210	LOC120445463|XP_039481842.1|DSAN, LOC120451041|XP_039490314.1|DSAN, LOC120456185|XP_039498794.1|DSAN	LOC120419272|XP_039437866.1|CPIP, LOC120419258|XP_039437847.1|CPIP, LOC120419290|XP_039437890.1|CPIP, LOC120419287|XP_039437888.1|CPIP
OG0000211	LOC120452704|XP_039492996.1|DSAN	LOC120423846|XP_039443727.1|CPIP
OG0000212	LOC120455241|XP_039497160.1|DSAN, LOC120445179|XP_039481364.1|DSAN, LOC120458444|XP_039502024.1|DSAN	LOC120430516|XP_039451550.1|CPIP
