Orthogroup	DSAN.longest_only	ASTE.longest_only
OG0000121	LOC120452429|XP_039492591.1|DSAN, LOC120452427|XP_039492589.1|DSAN, LOC120452430|XP_039492592.1|DSAN	LOC118504430|XP_035894762.1|ASTE
OG0000122	LOC120446930|XP_039484118.1|DSAN, LOC120455728|XP_039498076.1|DSAN, LOC120455178|XP_039497050.1|DSAN, LOC120453978|XP_039494868.1|DSAN	LOC118502484|XP_035890608.1|ASTE
OG0000123	LOC120444507|XP_039480157.1|DSAN, LOC120452058|XP_039492054.1|DSAN, LOC120452255|XP_039492317.1|DSAN, LOC120452134|XP_039492154.1|DSAN, LOC120452662|XP_039492932.1|DSAN	LOC118506463|XP_035899530.1|ASTE
OG0000125	LOC120451421|XP_039491027.1|DSAN	LOC118502975|XP_035891640.1|ASTE
OG0000125	LOC120451369|XP_039490949.1|DSAN	LOC118511794|XP_035911255.1|ASTE
OG0000126	LOC120454254|XP_039495315.1|DSAN, LOC120458709|XP_039502389.1|DSAN	LOC118510666|XP_035908699.1|ASTE
OG0000127	LOC120453359|XP_039493965.1|DSAN, LOC120452170|XP_039492209.1|DSAN, LOC120453357|XP_039493964.1|DSAN, LOC120451773|XP_039491637.1|DSAN	LOC118506630|XP_035899894.1|ASTE, LOC118506629|XP_035899892.1|ASTE
OG0000128	LOC120445036|XP_039481059.1|DSAN, LOC120445035|XP_039481058.1|DSAN, LOC120445037|XP_039481060.1|DSAN, LOC120453890|XP_039494740.1|DSAN	LOC118516915|XP_035918646.1|ASTE, LOC118509094|XP_035905138.1|ASTE
OG0000129	LOC120455629|XP_039497949.1|DSAN, LOC120449827|XP_039488407.1|DSAN, LOC120456992|XP_039500082.1|DSAN, LOC120455630|XP_039497951.1|DSAN	LOC118506636|XP_035899907.1|ASTE
OG0000130	LOC120450387|XP_039489313.1|DSAN, LOC120449269|XP_039487586.1|DSAN, LOC120448089|XP_039485815.1|DSAN, LOC120448088|XP_039485814.1|DSAN	LOC118507218|XP_035901212.1|ASTE
OG0000132	LOC120450846|XP_039489975.1|DSAN, LOC120450849|XP_039489991.1|DSAN, LOC120452537|XP_039492737.1|DSAN	LOC118503160|XP_035892014.1|ASTE, LOC118502510|XP_035890646.1|ASTE
OG0000134	LOC120451359|XP_039490929.1|DSAN	LOC118502732|XP_035891190.1|ASTE
OG0000134	LOC120453306|XP_039493897.1|DSAN	LOC118514038|XP_035916413.1|ASTE
OG0000136	LOC120457646|XP_039501078.1|DSAN	LOC118508846|XP_035904490.1|ASTE, LOC118504821|XP_035895720.1|ASTE
OG0000137	LOC120451005|XP_039490252.1|DSAN	LOC118507552|XP_035902026.1|ASTE
OG0000137	LOC120450371|XP_039489288.1|DSAN	LOC118511893|XP_035911416.1|ASTE, LOC118512768|XP_035913566.1|ASTE, LOC118516694|XP_035918532.1|ASTE, LOC118516358|XP_035918086.1|ASTE
OG0000137	LOC120457403|XP_039500933.1|DSAN	LOC118509389|XP_035905827.1|ASTE
OG0000140	LOC120451422|XP_039491029.1|DSAN	LOC118512572|XP_035913082.1|ASTE, LOC118512573|XP_035913084.1|ASTE, LOC118512574|XP_035913086.1|ASTE, LOC118512579|XP_035913100.1|ASTE, LOC118512272|XP_035912354.1|ASTE
OG0000141	LOC120448451|XP_039486401.1|DSAN, LOC120448452|XP_039486403.1|DSAN, LOC120448453|XP_039486405.1|DSAN, LOC120448454|XP_039486406.1|DSAN	LOC118513164|XP_035914504.1|ASTE
OG0000142	LOC120451264|XP_039490727.1|DSAN	LOC118504509|XP_035894932.1|ASTE
OG0000142	LOC120447845|XP_039485386.1|DSAN	LOC118513535|XP_035915303.1|ASTE
OG0000142	LOC120457117|XP_039500268.1|DSAN	LOC118517327|XP_035919203.1|ASTE
OG0000143	LOC120450562|XP_039489605.1|DSAN	LOC118512636|XP_035913225.1|ASTE
OG0000143	LOC120450563|XP_039489606.1|DSAN	LOC118508535|XP_035904305.1|ASTE, LOC118508252|XP_035903758.1|ASTE, LOC118506266|XP_035899062.1|ASTE, LOC118506267|XP_035899063.1|ASTE
OG0000144	LOC120452659|XP_039492916.1|DSAN	LOC118504520|XP_035894945.1|ASTE
OG0000144	LOC120457308|XP_039500730.1|DSAN	LOC118517574|XP_035919714.1|ASTE
OG0000144	LOC120457482|XP_039500967.1|DSAN	LOC118514648|XP_035917567.1|ASTE, LOC118514649|XP_035917570.1|ASTE
OG0000145	LOC120456131|XP_039498694.1|DSAN, LOC120444793|XP_039480676.1|DSAN	LOC118513794|XP_035915873.1|ASTE, LOC118513795|XP_035915874.1|ASTE
OG0000147	LOC120451646|XP_039491487.1|DSAN	LOC118509851|XP_035906945.1|ASTE
OG0000147	LOC120452393|XP_039492541.1|DSAN, LOC120454057|XP_039494997.1|DSAN	LOC118505553|XP_035897399.1|ASTE, LOC118505551|XP_035897397.1|ASTE
OG0000148	LOC120449015|XP_039487230.1|DSAN	LOC118503637|XP_035893028.1|ASTE
OG0000148	LOC120453191|XP_039493694.1|DSAN	LOC118509198|XP_035905361.1|ASTE, LOC118517263|XP_035919130.1|ASTE, LOC118513557|XP_035915372.1|ASTE
OG0000149	LOC120450388|XP_039489317.1|DSAN, LOC120455384|XP_039497444.1|DSAN	LOC118507680|XP_035902367.1|ASTE
OG0000152	LOC120452528|XP_039492725.1|DSAN, LOC120454263|XP_039495344.1|DSAN, LOC120452388|XP_039492536.1|DSAN, LOC120452037|XP_039492023.1|DSAN	LOC118513581|XP_035915437.1|ASTE, LOC118515234|XP_035917812.1|ASTE
OG0000153	LOC120451577|XP_039491320.1|DSAN, LOC120453833|XP_039494660.1|DSAN, LOC120451576|XP_039491319.1|DSAN	LOC118505122|XP_035896329.1|ASTE
OG0000154	LOC120452631|XP_039492875.1|DSAN, LOC120452632|XP_039492876.1|DSAN, LOC120449197|XP_039487492.1|DSAN	LOC118503656|XP_035893072.1|ASTE, LOC118503653|XP_035893066.1|ASTE
OG0000155	LOC120449186|XP_039487468.1|DSAN, LOC120449265|XP_039487581.1|DSAN, LOC120448978|XP_039487172.1|DSAN	LOC118507321|XP_035901601.1|ASTE
OG0000157	LOC120458565|XP_039502192.1|DSAN, LOC120447552|XP_039484939.1|DSAN	LOC118509510|XP_035906089.1|ASTE, LOC118509511|XP_035906090.1|ASTE
OG0000158	LOC120444707|XP_039480514.1|DSAN, LOC120449667|XP_039488200.1|DSAN, LOC120448946|XP_039487126.1|DSAN	LOC118508367|XP_035903982.1|ASTE, LOC118508366|XP_035903980.1|ASTE, LOC118504516|XP_035894941.1|ASTE, LOC118504508|XP_035894931.1|ASTE
OG0000159	LOC120447635|XP_039485072.1|DSAN	LOC118516537|XP_035918374.1|ASTE, LOC118506076|XP_035898635.1|ASTE, LOC118516538|XP_035918375.1|ASTE, LOC118506072|XP_035898627.1|ASTE
OG0000159	LOC120448194|XP_039485994.1|DSAN, LOC120448642|XP_039486703.1|DSAN	LOC118516533|XP_035918367.1|ASTE, LOC118506074|XP_035898629.1|ASTE
OG0000160	LOC120451440|XP_039491049.1|DSAN, LOC120453850|XP_039494688.1|DSAN	LOC118506638|XP_035899912.1|ASTE, LOC118506639|XP_035899913.1|ASTE, LOC118506173|XP_035898837.1|ASTE, LOC118512315|XP_035912461.1|ASTE, LOC118506878|XP_035900521.1|ASTE, LOC118517712|XP_035920050.1|ASTE
OG0000162	LOC120449916|XP_039488543.1|DSAN, LOC120448645|XP_039486706.1|DSAN, LOC120446714|XP_039483759.1|DSAN, LOC120447628|XP_039485066.1|DSAN	LOC118510542|XP_035908395.1|ASTE, LOC118512639|XP_035913230.1|ASTE
OG0000163	LOC120449329|XP_039487663.1|DSAN, LOC120458089|XP_039501541.1|DSAN, LOC120456660|XP_039499526.1|DSAN	LOC118503426|XP_035892559.1|ASTE, LOC118513177|XP_035914531.1|ASTE, LOC118513178|XP_035914532.1|ASTE, LOC118503428|XP_035892561.1|ASTE, LOC118503427|XP_035892560.1|ASTE
OG0000165	LOC120455780|XP_039498171.1|DSAN, LOC120449990|XP_039488633.1|DSAN	LOC118509479|XP_035906014.1|ASTE, LOC118503125|XP_035891975.1|ASTE
OG0000166	LOC120445044|XP_039481091.1|DSAN	LOC118516432|XP_035918204.1|ASTE, LOC118509573|XP_035906232.1|ASTE
OG0000166	LOC120445051|XP_039481102.1|DSAN, LOC120445045|XP_039481092.1|DSAN	LOC118509377|XP_035905811.1|ASTE, LOC118517322|XP_035919195.1|ASTE, LOC118512273|XP_035912355.1|ASTE
OG0000169	LOC120452629|XP_039492872.1|DSAN	LOC118512165|XP_035912137.1|ASTE
OG0000170	LOC120445951|XP_039482572.1|DSAN, LOC120445950|XP_039482569.1|DSAN	LOC118512459|XP_035912823.1|ASTE, LOC118512461|XP_035912824.1|ASTE, LOC118512457|XP_035912821.1|ASTE, LOC118512458|XP_035912822.1|ASTE
OG0000171	LOC120445878|XP_039482751.1|DSAN	LOC118512486|XP_035912877.1|ASTE
OG0000171	LOC120451198|XP_039490587.1|DSAN	LOC118504537|XP_035895000.1|ASTE
OG0000171	LOC120456869|XP_039499896.1|DSAN	LOC118517651|XP_035919876.1|ASTE
OG0000172	LOC120448014|XP_039485669.1|DSAN	LOC118513117|XP_035914409.1|ASTE
OG0000173	LOC120445686|XP_039482176.1|DSAN, LOC120446598|XP_039483562.1|DSAN	LOC118514581|XP_035917476.1|ASTE, LOC118514578|XP_035917474.1|ASTE
OG0000174	LOC120452240|XP_039492303.1|DSAN, LOC120458882|XP_039502652.1|DSAN, LOC120445713|XP_039482207.1|DSAN	LOC118510691|XP_035908757.1|ASTE, LOC118510690|XP_035908756.1|ASTE, LOC118510692|XP_035908759.1|ASTE
OG0000175	LOC120451302|XP_039490802.1|DSAN	LOC118505676|XP_035897701.1|ASTE
OG0000175	LOC120451393|XP_039490992.1|DSAN, LOC120451395|XP_039490996.1|DSAN, LOC120451394|XP_039490995.1|DSAN	LOC118505455|XP_035897148.1|ASTE, LOC118505454|XP_035897147.1|ASTE, LOC118505456|XP_035897150.1|ASTE, LOC118505453|XP_035897146.1|ASTE
OG0000177	LOC120455520|XP_039497732.1|DSAN	LOC118516399|XP_035918158.1|ASTE
OG0000177	LOC120453959|XP_039494842.1|DSAN	LOC118504483|XP_035894893.1|ASTE
OG0000179	LOC120455127|XP_039496958.1|DSAN, LOC120444365|XP_039479889.1|DSAN	LOC118504068|XP_035894003.1|ASTE, LOC118504072|XP_035894011.1|ASTE
OG0000179	LOC120458115|XP_039501582.1|DSAN	LOC118504074|XP_035894020.1|ASTE
OG0000181	LOC120452244|XP_039492305.1|DSAN, LOC120453640|XP_039494368.1|DSAN	LOC118510422|XP_035908088.1|ASTE, LOC118510423|XP_035908089.1|ASTE, LOC118503395|XP_035892494.1|ASTE
OG0000182	LOC120450801|XP_039489902.1|DSAN	LOC118507594|XP_035902154.1|ASTE
OG0000182	LOC120451020|XP_039490279.1|DSAN, LOC120451018|XP_039490277.1|DSAN	LOC118507593|XP_035902153.1|ASTE
OG0000183	LOC120457162|XP_039500372.1|DSAN, LOC120451563|XP_039491300.1|DSAN, LOC120448380|XP_039486296.1|DSAN, LOC120449076|XP_039487309.1|DSAN	LOC118510271|XP_035907766.1|ASTE
OG0000184	LOC120449599|XP_039488103.1|DSAN, LOC120458704|XP_039502382.1|DSAN	LOC118514693|XP_035917642.1|ASTE, LOC118514692|XP_035917641.1|ASTE, LOC118514694|XP_035917643.1|ASTE, LOC118514679|XP_035917620.1|ASTE, LOC118507293|XP_035901544.1|ASTE, LOC118507291|XP_035901543.1|ASTE
OG0000185	LOC120445960|XP_039482601.1|DSAN, LOC120455801|XP_039498199.1|DSAN, LOC120445946|XP_039482564.1|DSAN, LOC120453713|XP_039494470.1|DSAN, LOC120445958|XP_039482587.1|DSAN, LOC120445952|XP_039482573.1|DSAN	LOC118514354|XP_035917069.1|ASTE
OG0000186	LOC120455515|XP_039497722.1|DSAN, LOC120455010|XP_039496765.1|DSAN	LOC118504849|XP_035895754.1|ASTE
OG0000188	LOC120454152|XP_039495145.1|DSAN, LOC120455320|XP_039497328.1|DSAN, LOC120457066|XP_039500178.1|DSAN	LOC118502826|XP_035891438.1|ASTE, LOC118510018|XP_035907723.1|ASTE, LOC118515928|XP_035917972.1|ASTE, LOC118507968|XP_035903192.1|ASTE
OG0000189	LOC120458020|XP_039501457.1|DSAN	LOC118512655|XP_035913266.1|ASTE, LOC118517673|XP_035919957.1|ASTE
OG0000189	LOC120455411|XP_039497487.1|DSAN	LOC118506640|XP_035899914.1|ASTE
OG0000190	LOC120455354|XP_039497386.1|DSAN	LOC118510368|XP_035907979.1|ASTE
OG0000190	LOC120446498|XP_039483440.1|DSAN	LOC118504545|XP_035895041.1|ASTE
OG0000191	LOC120458827|XP_039502576.1|DSAN, LOC120458829|XP_039502587.1|DSAN	LOC118512001|XP_035911636.1|ASTE
OG0000191	LOC120446294|XP_039483122.1|DSAN	LOC118506505|XP_035899612.1|ASTE
OG0000192	LOC120454228|XP_039495262.1|DSAN, LOC120450167|XP_039488949.1|DSAN, LOC120450166|XP_039488948.1|DSAN	LOC118507017|XP_035900847.1|ASTE, LOC118507018|XP_035900848.1|ASTE, LOC118502769|XP_035891252.1|ASTE
OG0000193	LOC120458359|XP_039501907.1|DSAN, LOC120443852|XP_039479148.1|DSAN, LOC120450306|XP_039489188.1|DSAN	LOC118503852|XP_035893459.1|ASTE, LOC118508047|XP_035903392.1|ASTE
OG0000196	LOC120446081|XP_039482797.1|DSAN	LOC118514064|XP_035916463.1|ASTE, LOC118514063|XP_035916462.1|ASTE
OG0000197	LOC120455822|XP_039498220.1|DSAN	LOC118502626|XP_035890899.1|ASTE
OG0000197	LOC120455833|XP_039498236.1|DSAN	LOC118502627|XP_035890901.1|ASTE
OG0000197	LOC120455817|XP_039498216.1|DSAN	LOC118502628|XP_035890902.1|ASTE
OG0000200	LOC120451232|XP_039490659.1|DSAN, LOC120451231|XP_039490657.1|DSAN, LOC120453710|XP_039494466.1|DSAN, LOC120453512|XP_039494193.1|DSAN, LOC120453508|XP_039494188.1|DSAN, LOC120451230|XP_039490653.1|DSAN	LOC118503806|XP_035893399.1|ASTE
OG0000201	LOC120453936|XP_039494815.1|DSAN, LOC120453749|XP_039494516.1|DSAN	LOC118510098|XP_035907420.1|ASTE, LOC118510099|XP_035907423.1|ASTE, LOC118513874|XP_035916073.1|ASTE, LOC118517092|XP_035918839.1|ASTE
OG0000202	LOC120451630|XP_039491421.1|DSAN	LOC118506617|XP_035899877.1|ASTE
OG0000203	LOC120445393|XP_039481734.1|DSAN, LOC120446174|XP_039482943.1|DSAN, LOC120446375|XP_039483240.1|DSAN	LOC118507050|XP_035900904.1|ASTE
OG0000205	LOC120450955|XP_039490175.1|DSAN, LOC120453498|XP_039494178.1|DSAN	LOC118508310|XP_035903863.1|ASTE, LOC118517532|XP_035919659.1|ASTE, LOC118517534|XP_035919661.1|ASTE, LOC118517536|XP_035919663.1|ASTE, LOC118517535|XP_035919662.1|ASTE, LOC118517533|XP_035919660.1|ASTE
OG0000206	LOC120446694|XP_039483725.1|DSAN	LOC118503159|XP_035892013.1|ASTE
OG0000206	LOC120445251|XP_039481459.1|DSAN	LOC118517639|XP_035919843.1|ASTE
OG0000207	LOC120448303|XP_039486177.1|DSAN	LOC118503769|XP_035893332.1|ASTE
OG0000210	LOC120445463|XP_039481842.1|DSAN, LOC120451041|XP_039490314.1|DSAN, LOC120456185|XP_039498794.1|DSAN	LOC118510803|XP_035909015.1|ASTE
OG0000211	LOC120452704|XP_039492996.1|DSAN	LOC118505116|XP_035896320.1|ASTE
OG0000212	LOC120455241|XP_039497160.1|DSAN, LOC120445179|XP_039481364.1|DSAN, LOC120458444|XP_039502024.1|DSAN	LOC118514690|XP_035917639.1|ASTE, LOC118514687|XP_035917627.1|ASTE
OG0000213	LOC120450554|XP_039489594.1|DSAN, LOC120458425|XP_039502037.1|DSAN, LOC120457150|XP_039500794.1|DSAN	LOC118506169|XP_035898832.1|ASTE, LOC118502455|XP_035890578.1|ASTE, LOC118510026|XP_035907306.1|ASTE, LOC118507679|XP_035902364.1|ASTE
OG0000214	LOC120455517|XP_039497724.1|DSAN, LOC120446928|XP_039484113.1|DSAN, LOC120452569|XP_039492785.1|DSAN	LOC118508206|XP_035903670.1|ASTE
OG0000215	LOC120450462|XP_039489416.1|DSAN, LOC120449307|XP_039487632.1|DSAN, LOC120450463|XP_039489419.1|DSAN	LOC118505358|XP_035896927.1|ASTE, LOC118506177|XP_035898842.1|ASTE
OG0000216	LOC120448183|XP_039485972.1|DSAN, LOC120456714|XP_039499630.1|DSAN	LOC118514658|XP_035917584.1|ASTE
OG0000217	LOC120455889|XP_039498315.1|DSAN	LOC118506853|XP_035900475.1|ASTE
OG0000217	LOC120455888|XP_039498314.1|DSAN	LOC118512344|XP_035912523.1|ASTE
OG0000218	LOC120458865|XP_039502631.1|DSAN, LOC120447976|XP_039485608.1|DSAN, LOC120447968|XP_039485596.1|DSAN	LOC118510059|XP_035907341.1|ASTE
OG0000219	LOC120458787|XP_039502502.1|DSAN, LOC120458946|XP_039502740.1|DSAN, LOC120458169|XP_039501660.1|DSAN	LOC118510240|XP_035907700.1|ASTE, LOC118517267|XP_035919133.1|ASTE
OG0000220	LOC120449767|XP_039488339.1|DSAN, LOC120449846|XP_039488438.1|DSAN, LOC120449800|XP_039488379.1|DSAN	LOC118510365|XP_035907967.1|ASTE, LOC118510359|XP_035907961.1|ASTE
OG0000221	LOC120445236|XP_039481434.1|DSAN, LOC120451987|XP_039491948.1|DSAN, LOC120445235|XP_039481429.1|DSAN	LOC118512893|XP_035913890.1|ASTE, LOC118512894|XP_035913899.1|ASTE
OG0000222	LOC120458059|XP_039501503.1|DSAN	LOC118508815|XP_035904449.1|ASTE
OG0000224	LOC120447037|XP_039484317.1|DSAN	LOC118512550|XP_035913028.1|ASTE, LOC118512555|XP_035913034.1|ASTE, LOC118510034|XP_035907315.1|ASTE, LOC118512553|XP_035913032.1|ASTE
OG0000225	LOC120453839|XP_039494667.1|DSAN, LOC120453759|XP_039494526.1|DSAN, LOC120453860|XP_039494699.1|DSAN	LOC118502418|XP_035890536.1|ASTE, LOC118504515|XP_035894940.1|ASTE
OG0000226	LOC120448275|XP_039486137.1|DSAN, LOC120448278|XP_039486141.1|DSAN, LOC120450267|XP_039489106.1|DSAN	LOC118506112|XP_035898708.1|ASTE
OG0000228	LOC120451043|XP_039490331.1|DSAN, LOC120455838|XP_039498242.1|DSAN, LOC120451122|XP_039490478.1|DSAN	LOC118507788|XP_035902717.1|ASTE
OG0000229	LOC120453243|XP_039493779.1|DSAN	LOC118505141|XP_035896386.1|ASTE
OG0000229	LOC120452036|XP_039492021.1|DSAN	LOC118505366|XP_035896957.1|ASTE
OG0000230	LOC120444893|XP_039480814.1|DSAN	LOC118511477|XP_035910508.1|ASTE, LOC118511480|XP_035910510.1|ASTE, LOC118511478|XP_035910509.1|ASTE, LOC118511476|XP_035910504.1|ASTE
OG0000232	LOC120453459|XP_039494110.1|DSAN, LOC120443956|XP_039479346.1|DSAN, LOC120443952|XP_039479336.1|DSAN	LOC118503459|XP_035892635.1|ASTE
OG0000233	LOC120453118|XP_039493594.1|DSAN, LOC120452065|XP_039492062.1|DSAN, LOC120452077|XP_039492075.1|DSAN	LOC118508457|XP_035904152.1|ASTE
OG0000235	LOC120452127|XP_039492144.1|DSAN, LOC120452126|XP_039492142.1|DSAN, LOC120452731|XP_039493034.1|DSAN	LOC118504927|XP_035895913.1|ASTE
OG0000236	LOC120458228|XP_039501745.1|DSAN, LOC120458187|XP_039501689.1|DSAN, LOC120457028|XP_039500124.1|DSAN	LOC118507015|XP_035900844.1|ASTE
OG0000237	LOC120443953|XP_039479337.1|DSAN	LOC118512278|XP_035912368.1|ASTE
OG0000237	LOC120447720|XP_039485190.1|DSAN, LOC120458837|XP_039502594.1|DSAN, LOC120455444|XP_039497583.1|DSAN	LOC118511482|XP_035910512.1|ASTE
OG0000238	LOC120444681|XP_039480476.1|DSAN, LOC120444680|XP_039480474.1|DSAN, LOC120444683|XP_039480479.1|DSAN	LOC118511649|XP_035910876.1|ASTE, LOC118511652|XP_035910881.1|ASTE
OG0000239	LOC120451675|XP_039491490.1|DSAN, LOC120452403|XP_039492554.1|DSAN	LOC118504709|XP_035895435.1|ASTE
OG0000240	LOC120453009|XP_039493454.1|DSAN, LOC120453465|XP_039494116.1|DSAN, LOC120451708|XP_039491543.1|DSAN	LOC118507974|XP_035903200.1|ASTE
OG0000241	LOC120450584|XP_039489637.1|DSAN	LOC118503481|XP_035892675.1|ASTE
OG0000242	LOC120457504|XP_039500990.1|DSAN, LOC120457535|XP_039501014.1|DSAN, LOC120457629|XP_039501062.1|DSAN	LOC118515214|XP_035917801.1|ASTE, LOC118515179|XP_035917775.1|ASTE, LOC118515192|XP_035917784.1|ASTE, LOC118515160|XP_035917759.1|ASTE, LOC118515194|XP_035917786.1|ASTE, LOC118510854|XP_035909081.1|ASTE, LOC118507510|XP_035901943.1|ASTE
OG0000246	LOC120446911|XP_039484081.1|DSAN	LOC118504838|XP_035895735.1|ASTE
OG0000247	LOC120447895|XP_039485471.1|DSAN, LOC120447894|XP_039485470.1|DSAN	LOC118509414|XP_035905879.1|ASTE, LOC118509412|XP_035905877.1|ASTE, LOC118509413|XP_035905878.1|ASTE, LOC118509411|XP_035905875.1|ASTE
OG0000248	LOC120448134|XP_039485886.1|DSAN, LOC120447689|XP_039485153.1|DSAN, LOC120446830|XP_039483946.1|DSAN	LOC118512667|XP_035913313.1|ASTE, LOC118512666|XP_035913311.1|ASTE
OG0000249	LOC120445782|XP_039482323.1|DSAN, LOC120445766|XP_039482300.1|DSAN, LOC120455752|XP_039498120.1|DSAN	LOC118510725|XP_035908828.1|ASTE
OG0000250	LOC120445398|XP_039481746.1|DSAN, LOC120443723|XP_039478906.1|DSAN, LOC120445389|XP_039481732.1|DSAN	LOC118508491|XP_035904202.1|ASTE
OG0000251	LOC120455359|XP_039497399.1|DSAN, LOC120446798|XP_039483888.1|DSAN, LOC120447762|XP_039485241.1|DSAN	LOC118505075|XP_035896254.1|ASTE
OG0000255	LOC120446869|XP_039484008.1|DSAN	LOC118504899|XP_035895857.1|ASTE
OG0000256	LOC120445220|XP_039481410.1|DSAN, LOC120445860|XP_039482435.1|DSAN	LOC118509298|XP_035905630.1|ASTE
OG0000257	LOC120446845|XP_039483972.1|DSAN	LOC118507286|XP_035901529.1|ASTE
OG0000261	LOC120458713|XP_039502395.1|DSAN, LOC120443935|XP_039479317.1|DSAN	LOC118510512|XP_035908317.1|ASTE, LOC118516853|XP_035918607.1|ASTE, LOC118516854|XP_035918608.1|ASTE, LOC118510513|XP_035908318.1|ASTE
OG0000262	LOC120444876|XP_039480789.1|DSAN	LOC118512787|XP_035913596.1|ASTE
OG0000263	LOC120446008|XP_039482692.1|DSAN	LOC118513361|XP_035914886.1|ASTE
OG0000263	LOC120449271|XP_039487588.1|DSAN	LOC118513013|XP_035914180.1|ASTE
OG0000264	LOC120455240|XP_039497156.1|DSAN, LOC120457261|XP_039500610.1|DSAN, LOC120453823|XP_039494640.1|DSAN	LOC118507130|XP_035901042.1|ASTE
OG0000267	LOC120453312|XP_039493902.1|DSAN, LOC120453130|XP_039493612.1|DSAN	LOC118506887|XP_035900544.1|ASTE, LOC118513471|XP_035915156.1|ASTE
OG0000268	LOC120451678|XP_039491493.1|DSAN, LOC120453718|XP_039494477.1|DSAN	LOC118502745|XP_035891203.1|ASTE
OG0000269	LOC120454235|XP_039495271.1|DSAN	LOC118507820|XP_035902791.1|ASTE
OG0000269	LOC120452889|XP_039493280.1|DSAN	LOC118510294|XP_035907812.1|ASTE
OG0000270	LOC120446730|XP_039483781.1|DSAN	LOC118503824|XP_035893419.1|ASTE, LOC118510655|XP_035908672.1|ASTE, LOC118503826|XP_035893421.1|ASTE, LOC118503825|XP_035893420.1|ASTE, LOC118503827|XP_035893423.1|ASTE
OG0000271	LOC120458582|XP_039502215.1|DSAN, LOC120444523|XP_039480200.1|DSAN, LOC120446981|XP_039484205.1|DSAN	LOC118513311|XP_035914791.1|ASTE
OG0000272	LOC120454882|XP_039496403.1|DSAN	LOC118509040|XP_035904990.1|ASTE
OG0000273	LOC120453932|XP_039494811.1|DSAN, LOC120449226|XP_039487535.1|DSAN, LOC120453883|XP_039494733.1|DSAN	LOC118508518|XP_035904265.1|ASTE
OG0000275	LOC120448228|XP_039486060.1|DSAN, LOC120457474|XP_039500958.1|DSAN, LOC120457490|XP_039500975.1|DSAN, LOC120457641|XP_039501071.1|DSAN, LOC120457528|XP_039501008.1|DSAN, LOC120457664|XP_039501095.1|DSAN, LOC120457601|XP_039501046.1|DSAN, LOC120455550|XP_039497829.1|DSAN, LOC120457526|XP_039501005.1|DSAN, LOC120457262|XP_039500614.1|DSAN, LOC120457549|XP_039501024.1|DSAN, LOC120457484|XP_039500972.1|DSAN, LOC120445537|XP_039481940.1|DSAN, LOC120457833|XP_039501265.1|DSAN	LOC118507752|XP_035902654.1|ASTE
OG0000279	LOC120448763|XP_039486883.1|DSAN, LOC120449119|XP_039487363.1|DSAN	LOC118506563|XP_035899778.1|ASTE
OG0000280	LOC120447578|XP_039484977.1|DSAN, LOC120447580|XP_039484978.1|DSAN, LOC120447577|XP_039484976.1|DSAN	LOC118512959|XP_035914076.1|ASTE
OG0000281	LOC120448714|XP_039486817.1|DSAN, LOC120455875|XP_039498287.1|DSAN, LOC120457039|XP_039500140.1|DSAN	LOC118509940|XP_035907165.1|ASTE
OG0000283	LOC120445331|XP_039481590.1|DSAN	LOC118507494|XP_035901916.1|ASTE
OG0000284	LOC120455373|XP_039497423.1|DSAN	LOC118516654|XP_035918511.1|ASTE, LOC118513197|XP_035914577.1|ASTE, LOC118513227|XP_035914647.1|ASTE
OG0000284	LOC120458762|XP_039502470.1|DSAN	LOC118514629|XP_035917520.1|ASTE
OG0000285	LOC120446331|XP_039483178.1|DSAN	LOC118510124|XP_035907487.1|ASTE, LOC118510126|XP_035907489.1|ASTE, LOC118510125|XP_035907488.1|ASTE
OG0000292	LOC120446482|XP_039483420.1|DSAN	LOC118506849|XP_035900472.1|ASTE
OG0000292	LOC120450213|XP_039489019.1|DSAN	LOC118503100|XP_035891919.1|ASTE
OG0000293	LOC120454542|XP_039495855.1|DSAN, LOC120457332|XP_039500775.1|DSAN, LOC120453478|XP_039494144.1|DSAN	LOC118505627|XP_035897593.1|ASTE
OG0000294	LOC120443887|XP_039479245.1|DSAN	LOC118510955|XP_035909298.1|ASTE, LOC118510954|XP_035909293.1|ASTE
OG0000294	LOC120457125|XP_039500276.1|DSAN	LOC118504855|XP_035895764.1|ASTE
OG0000295	LOC120447084|XP_039484417.1|DSAN, LOC120451951|XP_039491906.1|DSAN, LOC120444504|XP_039480152.1|DSAN, LOC120447523|XP_039484893.1|DSAN	LOC118510879|XP_035909139.1|ASTE
OG0000296	LOC120445268|XP_039481500.1|DSAN, LOC120449941|XP_039488575.1|DSAN, LOC120454974|XP_039496691.1|DSAN	LOC118517585|XP_035919753.1|ASTE
OG0000299	LOC120453391|XP_039494010.1|DSAN, LOC120453393|XP_039494016.1|DSAN, LOC120453392|XP_039494015.1|DSAN	LOC118505430|XP_035897097.1|ASTE
OG0000301	LOC120454893|XP_039496470.1|DSAN	LOC118511253|XP_035909996.1|ASTE
OG0000301	LOC120452056|XP_039492056.1|DSAN	LOC118514291|XP_035916946.1|ASTE
OG0000302	LOC120447525|XP_039484892.1|DSAN, LOC120447526|XP_039484894.1|DSAN	LOC118510778|XP_035908953.1|ASTE, LOC118510776|XP_035908938.1|ASTE, LOC118510775|XP_035908937.1|ASTE
