Orthogroup	DSAN.longest_only	SLEB.longest_only
OG0000060	LOC120457148|XP_039500354.1|DSAN	LOC115629929|XP_030382393.1|SLEB
OG0000060	LOC120446738|XP_039483795.1|DSAN	LOC115630565|XP_030383041.1|SLEB
OG0000060	LOC120452766|XP_039493085.1|DSAN	LOC115623364|XP_030373510.1|SLEB
OG0000060	LOC120453827|XP_039494650.1|DSAN	LOC115620624|XP_030369812.1|SLEB
OG0000060	LOC120456505|XP_039499307.1|DSAN	LOC115629360|XP_030381672.1|SLEB
OG0000060	LOC120458923|XP_039502708.1|DSAN	LOC115630767|XP_030383283.1|SLEB
OG0000061	LOC120458680|XP_039502351.1|DSAN	LOC115631729|XP_030384426.1|SLEB
OG0000061	LOC120456052|XP_039498568.1|DSAN	LOC115631701|XP_030384388.1|SLEB
OG0000062	LOC120455285|XP_039497254.1|DSAN	LOC115627142|XP_030378579.1|SLEB
OG0000062	LOC120446988|XP_039484222.1|DSAN, LOC120446986|XP_039484220.1|DSAN	LOC115626214|XP_030377370.1|SLEB, LOC115626016|XP_030377124.1|SLEB
OG0000063	LOC120450857|XP_039490003.1|DSAN, LOC120450858|XP_039490005.1|DSAN, LOC120450856|XP_039490002.1|DSAN	LOC115623704|XP_030374042.1|SLEB
OG0000063	LOC120450067|XP_039488773.1|DSAN	LOC115622384|XP_030372168.1|SLEB
OG0000063	LOC120449163|XP_039487439.1|DSAN	LOC115622972|XP_030372983.1|SLEB
OG0000063	LOC120449162|XP_039487438.1|DSAN, LOC120449422|XP_039487815.1|DSAN	LOC115622382|XP_030372165.1|SLEB, LOC115622982|XP_030372994.1|SLEB, LOC115622183|XP_030371934.1|SLEB, LOC115622843|XP_030372783.1|SLEB
OG0000065	LOC120451401|XP_039491003.1|DSAN, LOC120458451|XP_039502031.1|DSAN, LOC120451402|XP_039491004.1|DSAN, LOC120452063|XP_039492060.1|DSAN, LOC120452751|XP_039493060.1|DSAN, LOC120453642|XP_039494370.1|DSAN	LOC115621993|XP_030371707.1|SLEB, LOC115621994|XP_030371708.1|SLEB, LOC115621991|XP_030371705.1|SLEB, LOC115621992|XP_030371706.1|SLEB, LOC115621858|XP_030371536.1|SLEB, LOC115621859|XP_030371537.1|SLEB
OG0000066	LOC120451709|XP_039491544.1|DSAN, LOC120454150|XP_039495143.1|DSAN	LOC115628871|XP_030380987.1|SLEB, LOC115628890|XP_030381008.1|SLEB, LOC115621543|XP_030371068.1|SLEB
OG0000066	LOC120445314|XP_039481559.1|DSAN	LOC115625501|XP_030376421.1|SLEB
OG0000066	LOC120451920|XP_039491867.1|DSAN	LOC115624182|XP_030374638.1|SLEB
OG0000066	LOC120455475|XP_039497642.1|DSAN, LOC120445397|XP_039481742.1|DSAN	LOC115622362|XP_030372137.1|SLEB
OG0000067	LOC120454266|XP_039495354.1|DSAN, LOC120457853|XP_039501305.1|DSAN	LOC115621860|XP_030371539.1|SLEB
OG0000067	LOC120450458|XP_039489412.1|DSAN	LOC115622383|XP_030372167.1|SLEB
OG0000067	LOC120458360|XP_039501908.1|DSAN	LOC115628126|XP_030379967.1|SLEB
OG0000067	LOC120450457|XP_039489411.1|DSAN	LOC115622466|XP_030372269.1|SLEB
OG0000067	LOC120448549|XP_039486536.1|DSAN	LOC115622364|XP_030372139.1|SLEB
OG0000068	LOC120447690|XP_039485154.1|DSAN	LOC115623202|XP_030373286.1|SLEB, LOC115631954|XP_030384717.1|SLEB, LOC115622769|XP_030372686.1|SLEB, LOC115622252|XP_030372011.1|SLEB, LOC115623907|XP_030374323.1|SLEB
OG0000068	LOC120450869|XP_039490026.1|DSAN, LOC120448372|XP_039486275.1|DSAN, LOC120447208|XP_039484652.1|DSAN	LOC115629354|XP_030381665.1|SLEB, LOC115632765|XP_030385874.1|SLEB
OG0000068	LOC120454977|XP_039496696.1|DSAN	LOC115628062|XP_030379882.1|SLEB
OG0000070	LOC120458437|XP_039502014.1|DSAN	LOC115625714|XP_030376720.1|SLEB
OG0000070	LOC120456297|XP_039498979.1|DSAN	LOC115629807|XP_030382234.1|SLEB
OG0000070	LOC120449441|XP_039488053.1|DSAN	LOC115625715|XP_030376721.1|SLEB
OG0000070	LOC120456697|XP_039499596.1|DSAN	LOC115625716|XP_030376722.1|SLEB
OG0000071	LOC120449503|XP_039487937.1|DSAN	LOC115624679|XP_030375338.1|SLEB
OG0000071	LOC120449500|XP_039487934.1|DSAN, LOC120449502|XP_039487935.1|DSAN	LOC115624678|XP_030375337.1|SLEB
OG0000072	LOC120446358|XP_039483223.1|DSAN	LOC115625138|XP_030375920.1|SLEB
OG0000072	LOC120446143|XP_039482904.1|DSAN	LOC115633654|XP_030386963.1|SLEB
OG0000072	LOC120445202|XP_039481371.1|DSAN	LOC115625130|XP_030375908.1|SLEB
OG0000073	LOC120444353|XP_039479869.1|DSAN	LOC115626625|XP_030377891.1|SLEB
OG0000073	LOC120456580|XP_039499414.1|DSAN	LOC115626672|XP_030377958.1|SLEB
OG0000073	LOC120454001|XP_039494904.1|DSAN	LOC115624374|XP_030374908.1|SLEB
OG0000074	LOC120449385|XP_039487757.1|DSAN	LOC115632425|XP_030385425.1|SLEB
OG0000075	LOC120447488|XP_039484819.1|DSAN	LOC115622150|XP_030371879.1|SLEB
OG0000075	LOC120449479|XP_039487889.1|DSAN	LOC115623283|XP_030373426.1|SLEB
OG0000075	LOC120447493|XP_039484823.1|DSAN	LOC115623262|XP_030373391.1|SLEB
OG0000075	LOC120447489|XP_039484820.1|DSAN	LOC115622151|XP_030371880.1|SLEB
OG0000076	LOC120447668|XP_039485120.1|DSAN	LOC115623022|XP_030373056.1|SLEB
OG0000076	LOC120453726|XP_039494487.1|DSAN, LOC120454050|XP_039494988.1|DSAN	LOC115624080|XP_030374530.1|SLEB, LOC115624184|XP_030374640.1|SLEB
OG0000076	LOC120455415|XP_039497494.1|DSAN	LOC115627672|XP_030379274.1|SLEB
OG0000076	LOC120455300|XP_039497274.1|DSAN	LOC115627823|XP_030379517.1|SLEB
OG0000077	LOC120444282|XP_039479731.1|DSAN	LOC115629260|XP_030381546.1|SLEB
OG0000077	LOC120452789|XP_039493115.1|DSAN	LOC115625518|XP_030376442.1|SLEB
OG0000077	LOC120445437|XP_039481803.1|DSAN	LOC115624410|XP_030375008.1|SLEB
OG0000077	LOC120451310|XP_039490813.1|DSAN	LOC115621758|XP_030371352.1|SLEB
OG0000078	LOC120446615|XP_039483594.1|DSAN	LOC115624829|XP_030375536.1|SLEB
OG0000078	LOC120449498|XP_039487932.1|DSAN	LOC115624752|XP_030375442.1|SLEB
OG0000078	LOC120454154|XP_039495149.1|DSAN	LOC115620798|XP_030370081.1|SLEB
OG0000078	LOC120455667|XP_039497996.1|DSAN	LOC115627604|XP_030379186.1|SLEB
OG0000078	LOC120457056|XP_039500165.1|DSAN	LOC115627905|XP_030379660.1|SLEB
OG0000079	LOC120458927|XP_039502713.1|DSAN, LOC120456240|XP_039498869.1|DSAN	LOC115631581|XP_030384238.1|SLEB
OG0000080	LOC120445807|XP_039482353.1|DSAN, LOC120446014|XP_039482702.1|DSAN	LOC115634241|XP_030387695.1|SLEB, LOC115634222|XP_030387673.1|SLEB
OG0000080	LOC120445200|XP_039481358.1|DSAN	LOC115620018|XP_030368982.1|SLEB
OG0000081	LOC120449798|XP_039488374.1|DSAN	LOC115624517|XP_030375092.1|SLEB
OG0000082	LOC120444539|XP_039480221.1|DSAN	LOC115631916|XP_030384627.1|SLEB
OG0000082	LOC120453176|XP_039493670.1|DSAN	LOC115620211|XP_030369208.1|SLEB
OG0000082	LOC120454374|XP_039495543.1|DSAN	LOC115621651|XP_030371213.1|SLEB
OG0000083	LOC120450759|XP_039489843.1|DSAN	LOC115634036|XP_030387438.1|SLEB, LOC115634513|XP_030388139.1|SLEB
OG0000084	LOC120446957|XP_039484147.1|DSAN	LOC115623536|XP_030373782.1|SLEB
OG0000084	LOC120444572|XP_039480266.1|DSAN	LOC115631336|XP_030383918.1|SLEB
OG0000085	LOC120448625|XP_039486680.1|DSAN	LOC115634632|XP_030388350.1|SLEB
OG0000086	LOC120444981|XP_039480942.1|DSAN	LOC115628291|XP_030380201.1|SLEB
OG0000087	LOC120458014|XP_039501448.1|DSAN	LOC115626132|XP_030377247.1|SLEB
OG0000087	LOC120452956|XP_039493382.1|DSAN	LOC115626584|XP_030377826.1|SLEB
OG0000087	LOC120451745|XP_039491597.1|DSAN	LOC115626069|XP_030377182.1|SLEB
OG0000088	LOC120445629|XP_039482091.1|DSAN	LOC115624994|XP_030375725.1|SLEB
OG0000088	LOC120451916|XP_039491866.1|DSAN	LOC115626364|XP_030377575.1|SLEB
OG0000088	LOC120448571|XP_039486565.1|DSAN	LOC115623096|XP_030373163.1|SLEB
OG0000088	LOC120444823|XP_039480713.1|DSAN	LOC115623093|XP_030373160.1|SLEB
OG0000088	LOC120448663|XP_039486732.1|DSAN	LOC115622241|XP_030371997.1|SLEB
OG0000089	LOC120454625|XP_039496027.1|DSAN	LOC115624415|XP_030375011.1|SLEB
OG0000089	LOC120454433|XP_039495663.1|DSAN	LOC115634279|XP_030387772.1|SLEB
OG0000089	LOC120447506|XP_039484850.1|DSAN	LOC115632948|XP_030386105.1|SLEB, LOC115632950|XP_030386106.1|SLEB
OG0000090	LOC120448309|XP_039486192.1|DSAN	LOC115633715|XP_030387039.1|SLEB
OG0000090	LOC120448284|XP_039486150.1|DSAN	LOC115633696|XP_030387013.1|SLEB
OG0000090	LOC120447536|XP_039484914.1|DSAN	LOC115628271|XP_030380155.1|SLEB
OG0000090	LOC120449735|XP_039488300.1|DSAN	LOC115624821|XP_030375529.1|SLEB
OG0000091	LOC120454553|XP_039495874.1|DSAN	LOC115620184|XP_030369168.1|SLEB
OG0000091	LOC120458039|XP_039501482.1|DSAN	LOC115630433|XP_030382848.1|SLEB
OG0000091	LOC120454568|XP_039495897.1|DSAN	LOC115620680|XP_030369906.1|SLEB
OG0000091	LOC120452896|XP_039493288.1|DSAN	LOC115621346|XP_030370826.1|SLEB
OG0000092	LOC120452494|XP_039492677.1|DSAN	LOC115623334|XP_030373465.1|SLEB
OG0000092	LOC120453296|XP_039493860.1|DSAN	LOC115624326|XP_030374813.1|SLEB
OG0000092	LOC120454055|XP_039494995.1|DSAN, LOC120453475|XP_039494142.1|DSAN	LOC115624330|XP_030374818.1|SLEB
OG0000093	LOC120445748|XP_039482264.1|DSAN	LOC115628531|XP_030380552.1|SLEB
OG0000093	LOC120456501|XP_039499302.1|DSAN, LOC120444750|XP_039480614.1|DSAN, LOC120444752|XP_039480616.1|DSAN	LOC115629472|XP_030381803.1|SLEB
OG0000093	LOC120455113|XP_039496936.1|DSAN	LOC115627221|XP_030378703.1|SLEB
OG0000094	LOC120447699|XP_039485161.1|DSAN	LOC115622394|XP_030372178.1|SLEB
OG0000094	LOC120452712|XP_039493010.1|DSAN	LOC115621962|XP_030371670.1|SLEB
OG0000096	LOC120446709|XP_039483748.1|DSAN	LOC115621238|XP_030370689.1|SLEB
OG0000096	LOC120451499|XP_039491185.1|DSAN	LOC115620727|XP_030369967.1|SLEB
OG0000096	LOC120445403|XP_039481752.1|DSAN	LOC115626185|XP_030377323.1|SLEB, LOC115625901|XP_030376991.1|SLEB
OG0000098	LOC120451400|XP_039491001.1|DSAN	LOC115621995|XP_030371710.1|SLEB
OG0000099	LOC120455657|XP_039497983.1|DSAN	LOC115627007|XP_030378385.1|SLEB
OG0000099	LOC120455658|XP_039497984.1|DSAN	LOC115626907|XP_030378277.1|SLEB
OG0000099	LOC120455656|XP_039497981.1|DSAN	LOC115629181|XP_030381422.1|SLEB
OG0000100	LOC120446457|XP_039483387.1|DSAN	LOC115629849|XP_030382290.1|SLEB
OG0000100	LOC120453234|XP_039493769.1|DSAN	LOC115620196|XP_030369189.1|SLEB
OG0000100	LOC120453235|XP_039493770.1|DSAN	LOC115621551|XP_030371080.1|SLEB
OG0000100	LOC120453705|XP_039494462.1|DSAN	LOC115620430|XP_030369518.1|SLEB
OG0000101	LOC120447595|XP_039484997.1|DSAN	LOC115634421|XP_030387988.1|SLEB
OG0000101	LOC120447598|XP_039485002.1|DSAN	LOC115634430|XP_030387997.1|SLEB
OG0000101	LOC120448473|XP_039486431.1|DSAN	LOC115623200|XP_030373296.1|SLEB
OG0000101	LOC120448472|XP_039486430.1|DSAN, LOC120448474|XP_039486432.1|DSAN	LOC115634418|XP_030387984.1|SLEB
OG0000101	LOC120448469|XP_039486421.1|DSAN	LOC115634012|XP_030387400.1|SLEB
OG0000102	LOC120444369|XP_039479910.1|DSAN	LOC115632673|XP_030385805.1|SLEB
OG0000102	LOC120444543|XP_039480230.1|DSAN	LOC115619960|XP_030368851.1|SLEB
OG0000103	LOC120450316|XP_039489203.1|DSAN, LOC120450315|XP_039489202.1|DSAN, LOC120447694|XP_039485157.1|DSAN, LOC120447692|XP_039485155.1|DSAN	LOC115632516|XP_030385569.1|SLEB
OG0000103	LOC120457733|XP_039501166.1|DSAN	LOC115633245|XP_030386506.1|SLEB
OG0000104	LOC120447890|XP_039485434.1|DSAN	LOC115632330|XP_030385293.1|SLEB
OG0000104	LOC120457816|XP_039501251.1|DSAN	LOC115632802|XP_030385913.1|SLEB
OG0000104	LOC120447814|XP_039485323.1|DSAN, LOC120449889|XP_039488502.1|DSAN	LOC115632724|XP_030385830.1|SLEB
OG0000105	LOC120447610|XP_039485017.1|DSAN	LOC115625386|XP_030376284.1|SLEB, LOC115625389|XP_030376287.1|SLEB
OG0000105	LOC120451809|XP_039491700.1|DSAN	LOC115625391|XP_030376288.1|SLEB
OG0000105	LOC120451665|XP_039491473.1|DSAN, LOC120453920|XP_039494789.1|DSAN	LOC115625387|XP_030376285.1|SLEB
OG0000107	LOC120446363|XP_039483229.1|DSAN, LOC120446737|XP_039483794.1|DSAN, LOC120445808|XP_039482354.1|DSAN, LOC120444935|XP_039480870.1|DSAN	LOC115634454|XP_030388036.1|SLEB
OG0000108	LOC120457592|XP_039501038.1|DSAN	LOC115628092|XP_030379929.1|SLEB, LOC115627244|XP_030378729.1|SLEB, LOC115631527|XP_030384161.1|SLEB
OG0000109	LOC120443888|XP_039479246.1|DSAN, LOC120443889|XP_039479249.1|DSAN, LOC120443892|XP_039479253.1|DSAN	LOC115631036|XP_030383521.1|SLEB
OG0000109	LOC120458470|XP_039502057.1|DSAN	LOC115630792|XP_030383307.1|SLEB
OG0000110	LOC120448445|XP_039486393.1|DSAN	LOC115628356|XP_030380291.1|SLEB
OG0000110	LOC120449757|XP_039488327.1|DSAN	LOC115628263|XP_030380142.1|SLEB
OG0000110	LOC120449997|XP_039488641.1|DSAN	LOC115628416|XP_030380363.1|SLEB
OG0000110	LOC120449458|XP_039487864.1|DSAN	LOC115628221|XP_030380076.1|SLEB
OG0000111	LOC120446698|XP_039483730.1|DSAN, LOC120446242|XP_039483047.1|DSAN, LOC120446620|XP_039483600.1|DSAN	LOC115634293|XP_030387808.1|SLEB
OG0000112	LOC120455254|XP_039497187.1|DSAN, LOC120455231|XP_039497141.1|DSAN	LOC115629158|XP_030381390.1|SLEB
OG0000112	LOC120456987|XP_039500070.1|DSAN, LOC120456973|XP_039500054.1|DSAN	LOC115629161|XP_030381394.1|SLEB, LOC115627698|XP_030379301.1|SLEB
OG0000113	LOC120451060|XP_039490352.1|DSAN	LOC115628760|XP_030380835.1|SLEB, LOC115634230|XP_030387682.1|SLEB, LOC115625365|XP_030376262.1|SLEB
OG0000114	LOC120447466|XP_039484788.1|DSAN	LOC115630954|XP_030383388.1|SLEB
OG0000114	LOC120447460|XP_039484780.1|DSAN	LOC115630955|XP_030383389.1|SLEB
OG0000116	LOC120451581|XP_039491325.1|DSAN	LOC115624328|XP_030374816.1|SLEB
OG0000116	LOC120452827|XP_039493166.1|DSAN	LOC115623813|XP_030374217.1|SLEB, LOC115623954|XP_030374378.1|SLEB, LOC115623973|XP_030374402.1|SLEB
OG0000116	LOC120451580|XP_039491324.1|DSAN	LOC115623999|XP_030374431.1|SLEB, LOC115623995|XP_030374424.1|SLEB
OG0000117	LOC120444154|XP_039479666.1|DSAN	LOC115626178|XP_030377315.1|SLEB
OG0000117	LOC120444155|XP_039479668.1|DSAN	LOC115626179|XP_030377316.1|SLEB
OG0000117	LOC120444156|XP_039479669.1|DSAN	LOC115626180|XP_030377317.1|SLEB
OG0000117	LOC120444158|XP_039479671.1|DSAN	LOC115626181|XP_030377318.1|SLEB
OG0000118	LOC120458714|XP_039502396.1|DSAN, LOC120458071|XP_039501517.1|DSAN, LOC120458653|XP_039502317.1|DSAN	LOC115634140|XP_030387575.1|SLEB
OG0000118	LOC120458057|XP_039501500.1|DSAN	LOC115626301|XP_030377489.1|SLEB
OG0000119	LOC120454455|XP_039495701.1|DSAN	LOC115625335|XP_030376220.1|SLEB
OG0000119	LOC120452109|XP_039492121.1|DSAN	LOC115625475|XP_030376385.1|SLEB
OG0000119	LOC120451917|XP_039491863.1|DSAN	LOC115625305|XP_030376184.1|SLEB
OG0000120	LOC120457201|XP_039500489.1|DSAN	LOC115627012|XP_030378393.1|SLEB
OG0000120	LOC120446605|XP_039483576.1|DSAN	LOC115620371|XP_030369440.1|SLEB
OG0000120	LOC120450151|XP_039488921.1|DSAN	LOC115628235|XP_030380109.1|SLEB
OG0000121	LOC120452429|XP_039492591.1|DSAN	LOC115625267|XP_030376127.1|SLEB
OG0000122	LOC120446930|XP_039484118.1|DSAN	LOC115630753|XP_030383267.1|SLEB
OG0000122	LOC120455728|XP_039498076.1|DSAN	LOC115628730|XP_030380794.1|SLEB
OG0000122	LOC120453978|XP_039494868.1|DSAN	LOC115631897|XP_030384606.1|SLEB
OG0000123	LOC120444507|XP_039480157.1|DSAN	LOC115634239|XP_030387693.1|SLEB
OG0000123	LOC120452058|XP_039492054.1|DSAN	LOC115624226|XP_030374700.1|SLEB, LOC115621552|XP_030371081.1|SLEB
OG0000123	LOC120452255|XP_039492317.1|DSAN, LOC120452134|XP_039492154.1|DSAN	LOC115624223|XP_030374697.1|SLEB
OG0000123	LOC120452662|XP_039492932.1|DSAN	LOC115624192|XP_030374649.1|SLEB
OG0000124	LOC120446749|XP_039483821.1|DSAN, LOC120458592|XP_039502228.1|DSAN	LOC115633905|XP_030387269.1|SLEB
OG0000124	LOC120458563|XP_039502185.1|DSAN, LOC120458564|XP_039502189.1|DSAN	LOC115634486|XP_030388102.1|SLEB, LOC115634480|XP_030388071.1|SLEB, LOC115634175|XP_030387621.1|SLEB
OG0000125	LOC120451421|XP_039491027.1|DSAN	LOC115620679|XP_030369903.1|SLEB
OG0000125	LOC120451369|XP_039490949.1|DSAN	LOC115622011|XP_030371726.1|SLEB
OG0000125	LOC120445287|XP_039481523.1|DSAN	LOC115630466|XP_030382900.1|SLEB
OG0000125	LOC120445286|XP_039481522.1|DSAN	LOC115630458|XP_030382887.1|SLEB
OG0000126	LOC120458709|XP_039502389.1|DSAN	LOC115626373|XP_030377588.1|SLEB, LOC115633547|XP_030386863.1|SLEB, LOC115621502|XP_030371030.1|SLEB
OG0000127	LOC120453359|XP_039493965.1|DSAN, LOC120452170|XP_039492209.1|DSAN, LOC120453357|XP_039493964.1|DSAN	LOC115624275|XP_030374761.1|SLEB, LOC115624098|XP_030374548.1|SLEB
OG0000127	LOC120451773|XP_039491637.1|DSAN	LOC115624150|XP_030374607.1|SLEB
OG0000128	LOC120445036|XP_039481059.1|DSAN	LOC115627037|XP_030378429.1|SLEB
OG0000128	LOC120445035|XP_039481058.1|DSAN, LOC120445037|XP_039481060.1|DSAN	LOC115634167|XP_030387611.1|SLEB
OG0000129	LOC120455629|XP_039497949.1|DSAN	LOC115633252|XP_030386513.1|SLEB
OG0000129	LOC120449827|XP_039488407.1|DSAN	LOC115632792|XP_030385903.1|SLEB, LOC115632636|XP_030385726.1|SLEB
OG0000129	LOC120456992|XP_039500082.1|DSAN	LOC115632635|XP_030385724.1|SLEB
OG0000129	LOC120455630|XP_039497951.1|DSAN	LOC115633251|XP_030386512.1|SLEB
OG0000130	LOC120450387|XP_039489313.1|DSAN	LOC115632117|XP_030384979.1|SLEB
OG0000130	LOC120449269|XP_039487586.1|DSAN	LOC115632142|XP_030385018.1|SLEB
OG0000130	LOC120448089|XP_039485815.1|DSAN, LOC120448088|XP_039485814.1|DSAN	LOC115632815|XP_030385927.1|SLEB
OG0000131	LOC120450809|XP_039489913.1|DSAN	LOC115620740|XP_030369987.1|SLEB
OG0000132	LOC120450846|XP_039489975.1|DSAN, LOC120450849|XP_039489991.1|DSAN	LOC115631441|XP_030384043.1|SLEB
OG0000132	LOC120452537|XP_039492737.1|DSAN	LOC115624363|XP_030374882.1|SLEB
OG0000134	LOC120451359|XP_039490929.1|DSAN	LOC115621108|XP_030370509.1|SLEB
OG0000134	LOC120456506|XP_039499308.1|DSAN	LOC115629363|XP_030381677.1|SLEB
OG0000134	LOC120453306|XP_039493897.1|DSAN	LOC115631566|XP_030384216.1|SLEB
OG0000137	LOC120451005|XP_039490252.1|DSAN	LOC115621775|XP_030371387.1|SLEB
OG0000137	LOC120450371|XP_039489288.1|DSAN	LOC115623263|XP_030373392.1|SLEB
OG0000137	LOC120457403|XP_039500933.1|DSAN	LOC115633318|XP_030386608.1|SLEB
OG0000138	LOC120453268|XP_039493829.1|DSAN	LOC115623943|XP_030374365.1|SLEB
OG0000138	LOC120453355|XP_039493962.1|DSAN	LOC115623756|XP_030374151.1|SLEB
OG0000140	LOC120451422|XP_039491029.1|DSAN	LOC115621072|XP_030370459.1|SLEB
OG0000141	LOC120448451|XP_039486401.1|DSAN	LOC115632509|XP_030385558.1|SLEB
OG0000141	LOC120448452|XP_039486403.1|DSAN	LOC115632354|XP_030385324.1|SLEB
OG0000141	LOC120448453|XP_039486405.1|DSAN	LOC115632744|XP_030385851.1|SLEB
OG0000141	LOC120448454|XP_039486406.1|DSAN	LOC115632365|XP_030385343.1|SLEB
OG0000142	LOC120451264|XP_039490727.1|DSAN	LOC115625086|XP_030375842.1|SLEB
OG0000142	LOC120447845|XP_039485386.1|DSAN	LOC115628082|XP_030379919.1|SLEB
OG0000142	LOC120457117|XP_039500268.1|DSAN	LOC115627258|XP_030378745.1|SLEB
OG0000143	LOC120450562|XP_039489605.1|DSAN	LOC115625380|XP_030376280.1|SLEB
OG0000143	LOC120450563|XP_039489606.1|DSAN	LOC115625390|XP_030376292.1|SLEB
OG0000144	LOC120452659|XP_039492916.1|DSAN	LOC115623941|XP_030374363.1|SLEB
OG0000144	LOC120457308|XP_039500730.1|DSAN	LOC115629778|XP_030382193.1|SLEB
OG0000144	LOC120457482|XP_039500967.1|DSAN	LOC115631998|XP_030384787.1|SLEB
OG0000145	LOC120456131|XP_039498694.1|DSAN	LOC115627757|XP_030379402.1|SLEB
OG0000145	LOC120444793|XP_039480676.1|DSAN	LOC115632004|XP_030384792.1|SLEB
OG0000147	LOC120451646|XP_039491487.1|DSAN	LOC115630980|XP_030383422.1|SLEB, LOC115630666|XP_030383169.1|SLEB
OG0000147	LOC120452393|XP_039492541.1|DSAN	LOC115621832|XP_030371499.1|SLEB
OG0000147	LOC120454057|XP_039494997.1|DSAN	LOC115621833|XP_030371501.1|SLEB
OG0000148	LOC120449015|XP_039487230.1|DSAN	LOC115630932|XP_030383359.1|SLEB
OG0000148	LOC120453191|XP_039493694.1|DSAN	LOC115626589|XP_030377831.1|SLEB
OG0000149	LOC120450388|XP_039489317.1|DSAN	LOC115626190|XP_030377330.1|SLEB
OG0000149	LOC120455384|XP_039497444.1|DSAN	LOC115629267|XP_030381551.1|SLEB
OG0000150	LOC120443958|XP_039479348.1|DSAN, LOC120458690|XP_039502361.1|DSAN, LOC120458857|XP_039502618.1|DSAN, LOC120458903|XP_039502683.1|DSAN, LOC120458905|XP_039502685.1|DSAN, LOC120458904|XP_039502684.1|DSAN	LOC115631362|XP_030383941.1|SLEB, LOC115631359|XP_030383937.1|SLEB
OG0000151	LOC120448719|XP_039486823.1|DSAN	LOC115622266|XP_030372028.1|SLEB
OG0000151	LOC120448648|XP_039486710.1|DSAN	LOC115622260|XP_030372021.1|SLEB
OG0000151	LOC120448649|XP_039486711.1|DSAN	LOC115622264|XP_030372025.1|SLEB
OG0000152	LOC120452037|XP_039492023.1|DSAN	LOC115620755|XP_030370011.1|SLEB, LOC115621748|XP_030371342.1|SLEB
OG0000153	LOC120451577|XP_039491320.1|DSAN	LOC115621745|XP_030371339.1|SLEB
OG0000153	LOC120453833|XP_039494660.1|DSAN, LOC120451576|XP_039491319.1|DSAN	LOC115620210|XP_030369207.1|SLEB
OG0000154	LOC120452631|XP_039492875.1|DSAN, LOC120452632|XP_039492876.1|DSAN	LOC115621867|XP_030371547.1|SLEB, LOC115621871|XP_030371556.1|SLEB
OG0000154	LOC120449197|XP_039487492.1|DSAN	LOC115632597|XP_030385682.1|SLEB
OG0000155	LOC120449186|XP_039487468.1|DSAN	LOC115628421|XP_030380369.1|SLEB
OG0000155	LOC120449265|XP_039487581.1|DSAN	LOC115628363|XP_030380300.1|SLEB
OG0000155	LOC120448978|XP_039487172.1|DSAN	LOC115628359|XP_030380294.1|SLEB
OG0000157	LOC120458565|XP_039502192.1|DSAN	LOC115629819|XP_030382253.1|SLEB
OG0000157	LOC120447552|XP_039484939.1|DSAN	LOC115626330|XP_030377538.1|SLEB, LOC115633650|XP_030386952.1|SLEB
OG0000158	LOC120449667|XP_039488200.1|DSAN	LOC115633012|XP_030386197.1|SLEB, LOC115632738|XP_030385845.1|SLEB
OG0000158	LOC120448946|XP_039487126.1|DSAN	LOC115632736|XP_030385842.1|SLEB
OG0000159	LOC120448194|XP_039485994.1|DSAN	LOC115622292|XP_030372055.1|SLEB
OG0000160	LOC120451440|XP_039491049.1|DSAN	LOC115621357|XP_030370839.1|SLEB
OG0000160	LOC120453850|XP_039494688.1|DSAN	LOC115621163|XP_030370583.1|SLEB
OG0000161	LOC120449817|XP_039488398.1|DSAN	LOC115622971|XP_030372982.1|SLEB
OG0000161	LOC120457147|XP_039500352.1|DSAN	LOC115629943|XP_030382412.1|SLEB
OG0000162	LOC120449916|XP_039488543.1|DSAN, LOC120448645|XP_039486706.1|DSAN, LOC120446714|XP_039483759.1|DSAN	LOC115628734|XP_030380797.1|SLEB
OG0000162	LOC120447628|XP_039485066.1|DSAN	LOC115630435|XP_030382852.1|SLEB
OG0000163	LOC120449329|XP_039487663.1|DSAN	LOC115628458|XP_030380436.1|SLEB
OG0000163	LOC120458089|XP_039501541.1|DSAN	LOC115623156|XP_030373231.1|SLEB
OG0000164	LOC120444701|XP_039480506.1|DSAN	LOC115633795|XP_030387133.1|SLEB
OG0000165	LOC120455780|XP_039498171.1|DSAN	LOC115626650|XP_030377915.1|SLEB
OG0000165	LOC120449990|XP_039488633.1|DSAN	LOC115633702|XP_030387021.1|SLEB
OG0000166	LOC120445044|XP_039481091.1|DSAN	LOC115634666|XP_030388385.1|SLEB
OG0000166	LOC120445045|XP_039481092.1|DSAN	LOC115619972|XP_030368868.1|SLEB
OG0000167	LOC120448889|XP_039487040.1|DSAN	LOC115622494|XP_030372300.1|SLEB
OG0000168	LOC120458325|XP_039501877.1|DSAN	LOC115634697|XP_030388435.1|SLEB
OG0000168	LOC120454271|XP_039495369.1|DSAN	LOC115621457|XP_030370973.1|SLEB
OG0000168	LOC120452727|XP_039493026.1|DSAN	LOC115630749|XP_030383264.1|SLEB
OG0000168	LOC120454268|XP_039495357.1|DSAN	LOC115621951|XP_030371657.1|SLEB
OG0000169	LOC120452629|XP_039492872.1|DSAN	LOC115621259|XP_030370717.1|SLEB
OG0000169	LOC120447495|XP_039484826.1|DSAN	LOC115622943|XP_030372933.1|SLEB
OG0000169	LOC120451692|XP_039491521.1|DSAN	LOC115621288|XP_030370751.1|SLEB
