Orthogroup	DEUG.longest_only	AALB.longest_only
OG0000123	LOC108107365|XP_017070356.1|DEUG, LOC108116839|XP_017084384.1|DEUG, LOC108116125|XP_017083337.1|DEUG, LOC108116124|XP_017083336.1|DEUG, LOC108116127|XP_017083340.1|DEUG	LOC118461289|XP_035782355.1|AALB
OG0000124	LOC108112716|XP_017078437.1|DEUG, LOC108104451|XP_017066003.1|DEUG, LOC108104471|XP_017066025.1|DEUG, LOC108104442|XP_017065992.1|DEUG	LOC118465756|XP_035790152.1|AALB
OG0000125	LOC108115856|XP_017082970.1|DEUG	LOC118457525|XP_035775063.1|AALB
OG0000125	LOC108116946|XP_017084583.1|DEUG	LOC118463575|XP_035786112.1|AALB
OG0000126	LOC108111313|XP_017076197.1|DEUG, LOC108105748|XP_017067954.1|DEUG	LOC118460528|XP_035780801.1|AALB
OG0000127	LOC108115091|XP_017081827.1|DEUG, LOC108115096|XP_017081833.1|DEUG, LOC108115084|XP_017081821.1|DEUG, LOC108115089|XP_017081825.1|DEUG	LOC118456552|XP_035773315.1|AALB, LOC118456551|XP_035773312.1|AALB
OG0000128	LOC108109273|XP_017073251.1|DEUG, LOC108109071|XP_017072912.1|DEUG, LOC108115073|XP_017081810.1|DEUG	LOC118463140|XP_035785395.1|AALB
OG0000129	LOC108109745|XP_017073897.1|DEUG, LOC108114735|XP_017081334.1|DEUG, LOC108111075|XP_017075896.1|DEUG, LOC108106618|XP_017069311.1|DEUG, LOC108109744|XP_017073896.1|DEUG	LOC118456548|XP_035773308.1|AALB
OG0000130	LOC108107960|XP_017071288.1|DEUG, LOC108107809|XP_017071029.1|DEUG, LOC108108154|XP_017071576.1|DEUG, LOC108108122|XP_017071527.1|DEUG	LOC118464719|XP_035788184.1|AALB
OG0000132	LOC108104035|XP_017065359.1|DEUG, LOC108104026|XP_017065347.1|DEUG, LOC108105278|XP_017067256.1|DEUG	LOC118458943|XP_035777814.1|AALB, LOC118468465|XP_035795152.1|AALB
OG0000134	LOC108109201|XP_017073131.1|DEUG	LOC118464308|XP_035787537.1|AALB
OG0000134	LOC108103949|XP_017065202.1|DEUG, LOC108110777|XP_017075488.1|DEUG, LOC108110874|XP_017075610.1|DEUG	LOC118458491|XP_035776937.1|AALB
OG0000137	LOC108115329|XP_017082228.1|DEUG	LOC118459373|XP_035778562.1|AALB
OG0000137	LOC108114102|XP_017080350.1|DEUG	LOC118466961|XP_035792755.1|AALB, LOC118467197|XP_035793304.1|AALB
OG0000137	LOC108109729|XP_017073863.1|DEUG	LOC118466212|XP_035791127.1|AALB
OG0000140	LOC108115857|XP_017082972.1|DEUG	LOC118458081|XP_035776133.1|AALB, LOC118458082|XP_035776136.1|AALB, LOC118466021|XP_035790730.1|AALB, LOC118465203|XP_035789081.1|AALB, LOC118465619|XP_035789896.1|AALB, LOC118463502|XP_035785994.1|AALB, LOC118464216|XP_035787280.1|AALB, LOC118463503|XP_035785996.1|AALB
OG0000141	LOC108109843|XP_017074085.1|DEUG, LOC108109891|XP_017074182.1|DEUG, LOC108109892|XP_017074185.1|DEUG, LOC108109767|XP_017073929.1|DEUG	LOC118467705|XP_035794382.1|AALB
OG0000142	LOC108116624|XP_017084090.1|DEUG	LOC118468696|XP_035795705.1|AALB
OG0000142	LOC108103419|XP_017064365.1|DEUG	LOC118457471|XP_035774992.1|AALB
OG0000143	LOC108108638|XP_017072228.1|DEUG	LOC118467175|XP_035793250.1|AALB
OG0000143	LOC108108427|XP_017071968.1|DEUG	LOC118459735|XP_035779305.1|AALB, LOC118459734|XP_035779304.1|AALB, LOC118459680|XP_035779199.1|AALB, LOC118459679|XP_035779198.1|AALB
OG0000144	LOC108116153|XP_017083378.1|DEUG	LOC118461471|XP_035782710.1|AALB
OG0000144	LOC108102991|XP_017063793.1|DEUG	LOC118456472|XP_035773156.1|AALB
OG0000145	LOC108103172|XP_017064046.1|DEUG, LOC108118396|XP_017086561.1|DEUG, LOC108118475|XP_017086691.1|DEUG	LOC118468579|XP_035795404.1|AALB, LOC118468580|XP_035795405.1|AALB
OG0000147	LOC108104138|XP_017065528.1|DEUG	LOC118459781|XP_035779391.1|AALB
OG0000147	LOC108113204|XP_017079230.1|DEUG, LOC108113214|XP_017079257.1|DEUG	LOC118458812|XP_035777575.1|AALB, LOC118461758|XP_035783386.1|AALB
OG0000148	LOC108110466|XP_017075022.1|DEUG	LOC118467812|XP_035794580.1|AALB
OG0000148	LOC108110421|XP_017074977.1|DEUG	LOC118456165|XP_035772584.1|AALB, LOC118456386|XP_035772969.1|AALB
OG0000149	LOC108112239|XP_017077549.1|DEUG, LOC108105100|XP_017067024.1|DEUG	LOC118458020|XP_035776018.1|AALB
OG0000152	LOC108115981|XP_017083130.1|DEUG, LOC108116629|XP_017084097.1|DEUG, LOC108115980|XP_017083128.1|DEUG, LOC108115979|XP_017083126.1|DEUG	LOC118457944|XP_035775851.1|AALB
OG0000153	LOC108111678|XP_017076704.1|DEUG, LOC108111649|XP_017076669.1|DEUG, LOC108111679|XP_017076705.1|DEUG, LOC108111639|XP_017076659.1|DEUG, LOC108111677|XP_017076703.1|DEUG	LOC118469045|XP_035796404.1|AALB, LOC118469043|XP_035796402.1|AALB, LOC118469044|XP_035796403.1|AALB
OG0000154	LOC108115705|XP_017082765.1|DEUG, LOC108115703|XP_017082764.1|DEUG, LOC108104278|XP_017065729.1|DEUG	LOC118460594|XP_035780914.1|AALB, LOC118460586|XP_035780900.1|AALB, LOC118456679|XP_035773546.1|AALB, LOC118460599|XP_035780920.1|AALB
OG0000157	LOC108104466|XP_017066019.1|DEUG, LOC108104463|XP_017066016.1|DEUG, LOC108104458|XP_017066010.1|DEUG	LOC118464455|XP_035787735.1|AALB, LOC118464454|XP_035787734.1|AALB
OG0000158	LOC108109175|XP_017073090.1|DEUG, LOC108102719|XP_017063348.1|DEUG, LOC108102720|XP_017063349.1|DEUG	LOC118460884|XP_035781520.1|AALB, LOC118460883|XP_035781519.1|AALB, LOC118460486|XP_035780727.1|AALB, LOC118460485|XP_035780726.1|AALB
OG0000159	LOC108116759|XP_017084269.1|DEUG	LOC118467617|XP_035794214.1|AALB, LOC118466025|XP_035790738.1|AALB, LOC118466026|XP_035790739.1|AALB
OG0000159	LOC108108590|XP_017072173.1|DEUG, LOC108118237|XP_017086310.1|DEUG	LOC118467615|XP_035794210.1|AALB
OG0000160	LOC108109583|XP_017073648.1|DEUG, LOC108109571|XP_017073636.1|DEUG	LOC118468803|XP_035795905.1|AALB, LOC118463490|XP_035785973.1|AALB, LOC118459593|XP_035779014.1|AALB, LOC118458011|XP_035776002.1|AALB
OG0000162	LOC108113963|XP_017080166.1|DEUG, LOC108107506|XP_017070537.1|DEUG, LOC108114776|XP_017081375.1|DEUG, LOC108102623|XP_017063221.1|DEUG	LOC118459995|XP_035779789.1|AALB, LOC118459994|XP_035779785.1|AALB
OG0000163	LOC108104731|XP_017066457.1|DEUG, LOC108111189|XP_017076065.1|DEUG, LOC108103939|XP_017065186.1|DEUG	LOC118465174|XP_035789029.1|AALB, LOC118466751|XP_035792341.1|AALB, LOC118464335|XP_035787546.1|AALB, LOC118464334|XP_035787545.1|AALB
OG0000164	LOC108112119|XP_017077358.1|DEUG, LOC108112118|XP_017077357.1|DEUG, LOC108112270|XP_017077582.1|DEUG, LOC108112233|XP_017077543.1|DEUG, LOC108113327|XP_017079373.1|DEUG, LOC108112120|XP_017077360.1|DEUG	LOC118466740|XP_035792318.1|AALB
OG0000165	LOC108116818|XP_017084356.1|DEUG, LOC108105911|XP_017068174.1|DEUG, LOC108114219|XP_017080545.1|DEUG, LOC108105909|XP_017068171.1|DEUG, LOC108114424|XP_017080940.1|DEUG, LOC108107519|XP_017070549.1|DEUG	LOC118466108|XP_035790926.1|AALB
OG0000166	LOC108108883|XP_017072590.1|DEUG	LOC118467357|XP_035793649.1|AALB
OG0000166	LOC108108864|XP_017072570.1|DEUG	LOC118464605|XP_035787942.1|AALB, LOC118459588|XP_035779009.1|AALB, LOC118463382|XP_035785811.1|AALB, LOC118465186|XP_035789048.1|AALB
OG0000169	LOC108116623|XP_017084089.1|DEUG	LOC118462696|XP_035784516.1|AALB, LOC118462698|XP_035784519.1|AALB
OG0000170	LOC108105702|XP_017067901.1|DEUG, LOC108105704|XP_017067904.1|DEUG	LOC118459303|XP_035778444.1|AALB, LOC118459300|XP_035778442.1|AALB
OG0000171	LOC108105797|XP_017068018.1|DEUG	LOC118461368|XP_035782508.1|AALB
OG0000171	LOC108110562|XP_017075149.1|DEUG	LOC118460225|XP_035780245.1|AALB
OG0000171	LOC108103764|XP_017064873.1|DEUG	LOC118458772|XP_035777465.1|AALB
OG0000172	LOC108108020|XP_017071368.1|DEUG	LOC118466457|XP_035791698.1|AALB
OG0000173	LOC108112315|XP_017077631.1|DEUG, LOC108112309|XP_017077623.1|DEUG	LOC118457021|XP_035774148.1|AALB, LOC118457019|XP_035774144.1|AALB
OG0000174	LOC108112284|XP_017077595.1|DEUG, LOC108110626|XP_017075214.1|DEUG, LOC108112428|XP_017077760.1|DEUG	LOC118468685|XP_035795692.1|AALB, LOC118458601|XP_035777171.1|AALB
OG0000175	LOC108116431|XP_017083815.1|DEUG	LOC118460779|XP_035781277.1|AALB
OG0000175	LOC108113595|XP_017079737.1|DEUG, LOC108113596|XP_017079739.1|DEUG, LOC108113597|XP_017079740.1|DEUG	LOC118460374|XP_035780520.1|AALB, LOC118460373|XP_035780519.1|AALB, LOC118460382|XP_035780534.1|AALB
OG0000177	LOC108103001|XP_017063808.1|DEUG, LOC108114838|XP_017081474.1|DEUG	LOC118460956|XP_035781628.1|AALB
OG0000177	LOC108116050|XP_017083238.1|DEUG	LOC118460236|XP_035780283.1|AALB
OG0000179	LOC108104857|XP_017066666.1|DEUG, LOC108106368|XP_017068841.1|DEUG	LOC118467687|XP_035794354.1|AALB
OG0000179	LOC108105864|XP_017068126.1|DEUG	LOC118464344|XP_035787555.1|AALB
OG0000181	LOC108115873|XP_017082993.1|DEUG, LOC108113546|XP_017079629.1|DEUG	LOC118464110|XP_035787091.1|AALB, LOC118460679|XP_035781067.1|AALB
OG0000182	LOC108115246|XP_017082091.1|DEUG	LOC118460396|XP_035780566.1|AALB
OG0000182	LOC108115346|XP_017082257.1|DEUG, LOC108115347|XP_017082258.1|DEUG	LOC118460395|XP_035780565.1|AALB
OG0000183	LOC108118505|XP_017086733.1|DEUG, LOC108115940|XP_017083066.1|DEUG, LOC108114022|XP_017080258.1|DEUG, LOC108117378|XP_017085255.1|DEUG	LOC118466280|XP_035791250.1|AALB
OG0000184	LOC108118335|XP_017086459.1|DEUG, LOC108118334|XP_017086458.1|DEUG	LOC118461577|XP_035782961.1|AALB, LOC118461579|XP_035782963.1|AALB, LOC118461580|XP_035782964.1|AALB, LOC118461576|XP_035782960.1|AALB, LOC118461578|XP_035782962.1|AALB, LOC118463680|XP_035786338.1|AALB, LOC118465594|XP_035789853.1|AALB
OG0000185	LOC108110586|XP_017075172.1|DEUG, LOC108113011|XP_017078918.1|DEUG, LOC108113655|XP_017079815.1|DEUG, LOC108113012|XP_017078920.1|DEUG	LOC118463262|XP_035785626.1|AALB
OG0000186	LOC108117608|XP_017085621.1|DEUG, LOC108117612|XP_017085627.1|DEUG	LOC118464881|XP_035788517.1|AALB
OG0000188	LOC108116245|XP_017083525.1|DEUG, LOC108116287|XP_017083563.1|DEUG, LOC108103618|XP_017064651.1|DEUG, LOC108104933|XP_017066776.1|DEUG	LOC118467332|XP_035793620.1|AALB, LOC118456213|XP_035772682.1|AALB, LOC118466053|XP_035790785.1|AALB
OG0000189	LOC108110808|XP_017075528.1|DEUG	LOC118468673|XP_035795650.1|AALB, LOC118456425|XP_035773076.1|AALB
OG0000189	LOC108105434|XP_017067507.1|DEUG	LOC118456554|XP_035773316.1|AALB
OG0000190	LOC108103891|XP_017065116.1|DEUG	LOC118468983|XP_035796273.1|AALB
OG0000191	LOC108113132|XP_017079125.1|DEUG, LOC108112125|XP_017077364.1|DEUG	LOC118465744|XP_035790100.1|AALB, LOC118464519|XP_035787848.1|AALB, LOC118464516|XP_035787846.1|AALB, LOC118465387|XP_035789476.1|AALB, LOC118466709|XP_035792257.1|AALB
OG0000191	LOC108113324|XP_017079369.1|DEUG	LOC118458838|XP_035777632.1|AALB
OG0000192	LOC108116312|XP_017083591.1|DEUG, LOC108114095|XP_017080343.1|DEUG, LOC108114035|XP_017080270.1|DEUG	LOC118456678|XP_035773544.1|AALB, LOC118457586|XP_035775167.1|AALB, LOC118468714|XP_035795736.1|AALB
OG0000193	LOC108111230|XP_017076121.1|DEUG, LOC108110615|XP_017075203.1|DEUG, LOC108107714|XP_017070812.1|DEUG	LOC118465386|XP_035789474.1|AALB, LOC118465820|XP_035790299.1|AALB
OG0000196	LOC108118482|XP_017086703.1|DEUG, LOC108118491|XP_017086714.1|DEUG	LOC118457422|XP_035774896.1|AALB
OG0000196	LOC108118467|XP_017086678.1|DEUG	LOC118458110|XP_035776177.1|AALB, LOC118459601|XP_035779042.1|AALB, LOC118458109|XP_035776176.1|AALB
OG0000197	LOC108104331|XP_017065807.1|DEUG	LOC118457771|XP_035775491.1|AALB
OG0000197	LOC108104340|XP_017065823.1|DEUG	LOC118457770|XP_035775490.1|AALB
OG0000197	LOC108104326|XP_017065800.1|DEUG	LOC118457772|XP_035775494.1|AALB
OG0000200	LOC108116098|XP_017083305.1|DEUG, LOC108116028|XP_017083204.1|DEUG, LOC108116073|XP_017083277.1|DEUG	LOC118466489|XP_035791784.1|AALB
OG0000201	LOC108115578|XP_017082578.1|DEUG, LOC108115723|XP_017082785.1|DEUG	LOC118467190|XP_035793290.1|AALB, LOC118467191|XP_035793293.1|AALB, LOC118458963|XP_035777838.1|AALB
OG0000202	LOC108105297|XP_017067280.1|DEUG	LOC118457260|XP_035774542.1|AALB
OG0000203	LOC108112094|XP_017077332.1|DEUG, LOC108113373|XP_017079430.1|DEUG, LOC108112195|XP_017077496.1|DEUG	LOC118456278|XP_035772784.1|AALB
OG0000205	LOC108105553|XP_017067681.1|DEUG, LOC108117189|XP_017084979.1|DEUG	LOC118461377|XP_035782521.1|AALB, LOC118459473|XP_035778778.1|AALB, LOC118459474|XP_035778779.1|AALB, LOC118459476|XP_035778781.1|AALB, LOC118461694|XP_035783206.1|AALB, LOC118459475|XP_035778780.1|AALB
OG0000206	LOC108107208|XP_017070113.1|DEUG	LOC118465519|XP_035789735.1|AALB
OG0000206	LOC108107200|XP_017070106.1|DEUG	LOC118465019|XP_035788769.1|AALB
OG0000207	LOC108108188|XP_017071623.1|DEUG	LOC118465577|XP_035789838.1|AALB, LOC118466975|XP_035792780.1|AALB
OG0000209	LOC108106824|XP_017069550.1|DEUG, LOC108106074|XP_017068420.1|DEUG, LOC108106177|XP_017068589.1|DEUG, LOC108106823|XP_017069548.1|DEUG, LOC108113087|XP_017079022.1|DEUG	LOC118460662|XP_035781022.1|AALB
OG0000210	LOC108113372|XP_017079429.1|DEUG, LOC108110735|XP_017075428.1|DEUG, LOC108111250|XP_017076137.1|DEUG, LOC108117417|XP_017085315.1|DEUG	LOC118463100|XP_035785291.1|AALB
OG0000211	LOC108111762|XP_017076813.1|DEUG	LOC118468773|XP_035795848.1|AALB
OG0000212	LOC108118340|XP_017086463.1|DEUG, LOC108118330|XP_017086447.1|DEUG, LOC108112702|XP_017078412.1|DEUG, LOC108105192|XP_017067132.1|DEUG	LOC118460757|XP_035781247.1|AALB, LOC118460754|XP_035781234.1|AALB
OG0000213	LOC108107975|XP_017071308.1|DEUG, LOC108102362|XP_017062760.1|DEUG	LOC118459369|XP_035778561.1|AALB, LOC118460488|XP_035780732.1|AALB, LOC118460489|XP_035780735.1|AALB, LOC118459207|XP_035778275.1|AALB, LOC118458019|XP_035776017.1|AALB
OG0000214	LOC108103160|XP_017064031.1|DEUG, LOC108106596|XP_017069275.1|DEUG, LOC108113535|XP_017079619.1|DEUG	LOC118467672|XP_035794321.1|AALB
OG0000215	LOC108108687|XP_017072280.1|DEUG, LOC108108812|XP_017072487.1|DEUG, LOC108108793|XP_017072457.1|DEUG	LOC118468779|XP_035795863.1|AALB, LOC118462730|XP_035784568.1|AALB, LOC118462732|XP_035784573.1|AALB
OG0000216	LOC108114315|XP_017080718.1|DEUG, LOC108103615|XP_017064644.1|DEUG	LOC118457270|XP_035774557.1|AALB
OG0000217	LOC108110307|XP_017074806.1|DEUG	LOC118458201|XP_035776338.1|AALB
OG0000217	LOC108105645|XP_017067822.1|DEUG, LOC108110306|XP_017074805.1|DEUG, LOC108117844|XP_017085881.1|DEUG, LOC108104341|XP_017065825.1|DEUG, LOC108117913|XP_017085948.1|DEUG, LOC108107274|XP_017070204.1|DEUG	LOC118467404|XP_035793771.1|AALB
OG0000218	LOC108110439|XP_017074995.1|DEUG, LOC108110530|XP_017075101.1|DEUG, LOC108110819|XP_017075541.1|DEUG	LOC118461977|XP_035783797.1|AALB
OG0000219	LOC108112726|XP_017078454.1|DEUG, LOC108112727|XP_017078455.1|DEUG, LOC108112725|XP_017078453.1|DEUG	LOC118464108|XP_035787088.1|AALB
OG0000220	LOC108108283|XP_017071774.1|DEUG, LOC108108280|XP_017071772.1|DEUG, LOC108108277|XP_017071769.1|DEUG	LOC118465628|XP_035789923.1|AALB, LOC118465644|XP_035789946.1|AALB
OG0000221	LOC108112757|XP_017078500.1|DEUG, LOC108111658|XP_017076677.1|DEUG, LOC108112756|XP_017078498.1|DEUG	LOC118467167|XP_035793221.1|AALB, LOC118467169|XP_035793228.1|AALB
OG0000224	LOC108107294|XP_017070239.1|DEUG	LOC118468430|XP_035795085.1|AALB, LOC118467500|XP_035793947.1|AALB, LOC118458051|XP_035776068.1|AALB, LOC118458050|XP_035776067.1|AALB
OG0000225	LOC108116582|XP_017084012.1|DEUG, LOC108116577|XP_017084007.1|DEUG, LOC108116576|XP_017084006.1|DEUG	LOC118459285|XP_035778422.1|AALB, LOC118457267|XP_035774552.1|AALB
OG0000226	LOC108114480|XP_017080987.1|DEUG, LOC108114482|XP_017080989.1|DEUG, LOC108114228|XP_017080583.1|DEUG	LOC118466994|XP_035792810.1|AALB
OG0000228	LOC108115287|XP_017082154.1|DEUG, LOC108118312|XP_017086416.1|DEUG, LOC108117681|XP_017085698.1|DEUG, LOC108105137|XP_017067059.1|DEUG	LOC118460769|XP_035781258.1|AALB
OG0000229	LOC108115757|XP_017082814.1|DEUG	LOC118457114|XP_035774307.1|AALB
OG0000229	LOC108110237|XP_017074714.1|DEUG	LOC118463085|XP_035785251.1|AALB
OG0000230	LOC108112087|XP_017077325.1|DEUG	LOC118467971|XP_035794850.1|AALB, LOC118467972|XP_035794851.1|AALB, LOC118464609|XP_035787947.1|AALB, LOC118467969|XP_035794844.1|AALB, LOC118467970|XP_035794845.1|AALB
OG0000232	LOC108111478|XP_017076441.1|DEUG, LOC108106240|XP_017068655.1|DEUG, LOC108106357|XP_017068827.1|DEUG	LOC118467581|XP_035794123.1|AALB
OG0000233	LOC108111405|XP_017076344.1|DEUG, LOC108109396|XP_017073381.1|DEUG, LOC108109398|XP_017073385.1|DEUG	LOC118460317|XP_035780420.1|AALB
OG0000235	LOC108109399|XP_017073386.1|DEUG, LOC108109348|XP_017073297.1|DEUG, LOC108109380|XP_017073362.1|DEUG	LOC118459904|XP_035779626.1|AALB
OG0000236	LOC108110470|XP_017075027.1|DEUG, LOC108103375|XP_017064310.1|DEUG, LOC108111853|XP_017076951.1|DEUG	LOC118461174|XP_035782077.1|AALB
OG0000237	LOC108106640|XP_017069335.1|DEUG	LOC118467602|XP_035794187.1|AALB
OG0000237	LOC108109847|XP_017074091.1|DEUG, LOC108104986|XP_017066851.1|DEUG	LOC118465408|XP_035789523.1|AALB
OG0000238	LOC108115423|XP_017082348.1|DEUG, LOC108115538|XP_017082529.1|DEUG, LOC108115539|XP_017082532.1|DEUG	LOC118456455|XP_035773124.1|AALB
OG0000239	LOC108116511|XP_017083936.1|DEUG, LOC108116216|XP_017083493.1|DEUG, LOC108116215|XP_017083491.1|DEUG, LOC108109204|XP_017073181.1|DEUG, LOC108116572|XP_017084002.1|DEUG	LOC118461994|XP_035783823.1|AALB
OG0000240	LOC108111802|XP_017076882.1|DEUG, LOC108111816|XP_017076909.1|DEUG, LOC108116140|XP_017083359.1|DEUG	LOC118463527|XP_035786029.1|AALB
OG0000241	LOC108118218|XP_017086283.1|DEUG	LOC118467489|XP_035793934.1|AALB
OG0000245	LOC108112792|XP_017078567.1|DEUG	LOC118463247|XP_035785607.1|AALB
OG0000246	LOC108112473|XP_017077819.1|DEUG	LOC118462724|XP_035784561.1|AALB
OG0000247	LOC108107539|XP_017070568.1|DEUG, LOC108107954|XP_017071280.1|DEUG	LOC118466761|XP_035792368.1|AALB, LOC118464583|XP_035787919.1|AALB
OG0000248	LOC108108566|XP_017072142.1|DEUG, LOC108108565|XP_017072136.1|DEUG, LOC108108572|XP_017072152.1|DEUG, LOC108106284|XP_017068740.1|DEUG	LOC118465359|XP_035789424.1|AALB, LOC118465284|XP_035789221.1|AALB
OG0000249	LOC108106111|XP_017068477.1|DEUG, LOC108106110|XP_017068476.1|DEUG, LOC108106106|XP_017068471.1|DEUG	LOC118468915|XP_035796116.1|AALB
OG0000250	LOC108108387|XP_017071930.1|DEUG, LOC108108406|XP_017071951.1|DEUG, LOC108108003|XP_017071350.1|DEUG	LOC118460851|XP_035781447.1|AALB
OG0000251	LOC108103757|XP_017064863.1|DEUG, LOC108107225|XP_017070132.1|DEUG, LOC108108294|XP_017071787.1|DEUG	LOC118459610|XP_035779060.1|AALB
OG0000255	LOC108106567|XP_017069222.1|DEUG	LOC118463358|XP_035785766.1|AALB
OG0000256	LOC108111983|XP_017077192.1|DEUG, LOC108112019|XP_017077248.1|DEUG	LOC118461961|XP_035783759.1|AALB
OG0000257	LOC108107497|XP_017070534.1|DEUG	LOC118467824|XP_035794606.1|AALB
OG0000261	LOC108102549|XP_017063099.1|DEUG, LOC108102544|XP_017063091.1|DEUG, LOC108102540|XP_017063087.1|DEUG, LOC108102541|XP_017063088.1|DEUG	LOC118462814|XP_035784725.1|AALB, LOC118462813|XP_035784723.1|AALB
OG0000262	LOC108113073|XP_017079003.1|DEUG	LOC118465598|XP_035789861.1|AALB
OG0000263	LOC108106740|XP_017069466.1|DEUG	LOC118457627|XP_035775237.1|AALB
OG0000264	LOC108103876|XP_017065091.1|DEUG, LOC108103908|XP_017065145.1|DEUG, LOC108104228|XP_017065663.1|DEUG	LOC118456946|XP_035774010.1|AALB
OG0000267	LOC108111452|XP_017076412.1|DEUG, LOC108111454|XP_017076415.1|DEUG	LOC118456340|XP_035772890.1|AALB, LOC118460691|XP_035781097.1|AALB
OG0000268	LOC108115243|XP_017082089.1|DEUG, LOC108115245|XP_017082090.1|DEUG, LOC108115239|XP_017082085.1|DEUG	LOC118456155|XP_035772568.1|AALB
OG0000269	LOC108108851|XP_017072556.1|DEUG	LOC118460732|XP_035781182.1|AALB
OG0000269	LOC108116676|XP_017084164.1|DEUG	LOC118463979|XP_035786884.1|AALB
OG0000270	LOC108108911|XP_017072650.1|DEUG	LOC118466320|XP_035791327.1|AALB, LOC118460520|XP_035780788.1|AALB, LOC118466323|XP_035791330.1|AALB, LOC118466321|XP_035791328.1|AALB, LOC118466319|XP_035791326.1|AALB, LOC118466324|XP_035791331.1|AALB
OG0000271	LOC108113441|XP_017079500.1|DEUG, LOC108112881|XP_017078715.1|DEUG, LOC108106121|XP_017068493.1|DEUG, LOC108112584|XP_017078112.1|DEUG	LOC118457742|XP_035775447.1|AALB
OG0000272	LOC108109812|XP_017074025.1|DEUG, LOC108104908|XP_017066730.1|DEUG	LOC118459704|XP_035779240.1|AALB
OG0000272	LOC108108777|XP_017072440.1|DEUG	LOC118458822|XP_035777589.1|AALB
OG0000273	LOC108116381|XP_017083725.1|DEUG, LOC108110710|XP_017075343.1|DEUG, LOC108115153|XP_017081952.1|DEUG	LOC118459186|XP_035778237.1|AALB
OG0000279	LOC108109771|XP_017073934.1|DEUG, LOC108109905|XP_017074200.1|DEUG	LOC118457535|XP_035775080.1|AALB
OG0000280	LOC108108731|XP_017072357.1|DEUG, LOC108108732|XP_017072358.1|DEUG, LOC108108730|XP_017072356.1|DEUG	LOC118465406|XP_035789520.1|AALB
OG0000281	LOC108114627|XP_017081183.1|DEUG, LOC108105021|XP_017066908.1|DEUG, LOC108103557|XP_017064573.1|DEUG	LOC118463033|XP_035785169.1|AALB
OG0000282	LOC108107659|XP_017070734.1|DEUG	LOC118459742|XP_035779312.1|AALB
OG0000283	LOC108106299|XP_017068759.1|DEUG	LOC118456993|XP_035774101.1|AALB
OG0000283	LOC108115826|XP_017082906.1|DEUG	LOC118460078|XP_035779989.1|AALB, LOC118465620|XP_035789901.1|AALB
OG0000284	LOC108105180|XP_017067121.1|DEUG	LOC118456654|XP_035773486.1|AALB, LOC118457513|XP_035775048.1|AALB
OG0000284	LOC108105196|XP_017067136.1|DEUG	LOC118456325|XP_035772869.1|AALB
OG0000285	LOC108112011|XP_017077238.1|DEUG	LOC118461890|XP_035783636.1|AALB, LOC118461891|XP_035783637.1|AALB, LOC118461889|XP_035783635.1|AALB
OG0000292	LOC108113356|XP_017079410.1|DEUG	LOC118458193|XP_035776331.1|AALB
OG0000292	LOC108107886|XP_017071162.1|DEUG	LOC118466086|XP_035790881.1|AALB
OG0000293	LOC108116547|XP_017083974.1|DEUG, LOC108111017|XP_017075819.1|DEUG, LOC108116581|XP_017084011.1|DEUG	LOC118458384|XP_035776683.1|AALB, LOC118458383|XP_035776682.1|AALB
OG0000294	LOC108118243|XP_017062874.1|DEUG	LOC118456814|XP_035773797.1|AALB, LOC118468979|XP_035796254.1|AALB
OG0000294	LOC108102911|XP_017063647.1|DEUG	LOC118461686|XP_035783177.1|AALB
OG0000295	LOC108106493|XP_017069072.1|DEUG, LOC108115774|XP_017082835.1|DEUG, LOC108107406|XP_017070421.1|DEUG, LOC108104512|XP_017066121.1|DEUG	LOC118456232|XP_035772707.1|AALB
OG0000296	LOC108114785|XP_017081386.1|DEUG, LOC108104616|XP_017066278.1|DEUG, LOC108103356|XP_017064290.1|DEUG	LOC118459752|XP_035779338.1|AALB
OG0000299	LOC108116947|XP_017084584.1|DEUG, LOC108116985|XP_017084638.1|DEUG, LOC108116980|XP_017084631.1|DEUG	LOC118456482|XP_035773190.1|AALB
OG0000301	LOC108102385|XP_017062811.1|DEUG	LOC118468533|XP_035795304.1|AALB
OG0000301	LOC108118319|XP_017086424.1|DEUG	LOC118457078|XP_035774254.1|AALB
OG0000302	LOC108114548|XP_017081081.1|DEUG, LOC108114549|XP_017081082.1|DEUG	LOC118459400|XP_035778602.1|AALB, LOC118459398|XP_035778601.1|AALB, LOC118459397|XP_035778600.1|AALB
OG0000303	LOC108114392|XP_017080851.1|DEUG, LOC108106058|XP_017068405.1|DEUG, LOC108107165|XP_017070066.1|DEUG	LOC118456975|XP_035774065.1|AALB
OG0000304	LOC108109387|XP_017073373.1|DEUG, LOC108109393|XP_017073379.1|DEUG, LOC108109392|XP_017073378.1|DEUG	LOC118460759|XP_035781250.1|AALB
