Orthogroup	DEUG.longest_only	SLEB.longest_only
OG0000060	LOC108104222|XP_017065654.1|DEUG	LOC115620624|XP_030369812.1|SLEB
OG0000060	LOC108103803|XP_017064973.1|DEUG	LOC115629360|XP_030381672.1|SLEB
OG0000060	LOC108110620|XP_017075208.1|DEUG	LOC115630767|XP_030383283.1|SLEB
OG0000061	LOC108105141|XP_017067063.1|DEUG	LOC115631729|XP_030384426.1|SLEB
OG0000061	LOC108105132|XP_017067054.1|DEUG	LOC115631701|XP_030384388.1|SLEB
OG0000062	LOC108118092|XP_017086134.1|DEUG	LOC115627142|XP_030378579.1|SLEB
OG0000062	LOC108106953|XP_017069718.1|DEUG, LOC108106952|XP_017069717.1|DEUG, LOC108115227|XP_017082074.1|DEUG, LOC108106954|XP_017069720.1|DEUG	LOC115626214|XP_030377370.1|SLEB, LOC115626016|XP_030377124.1|SLEB
OG0000063	LOC108111516|XP_017076523.1|DEUG, LOC108111518|XP_017076525.1|DEUG, LOC108111515|XP_017076522.1|DEUG, LOC108104887|XP_017066708.1|DEUG	LOC115623704|XP_030374042.1|SLEB
OG0000063	LOC108114063|XP_017080306.1|DEUG	LOC115622384|XP_030372168.1|SLEB
OG0000063	LOC108113978|XP_017080208.1|DEUG	LOC115622972|XP_030372983.1|SLEB
OG0000063	LOC108113990|XP_017080222.1|DEUG, LOC108113962|XP_017080165.1|DEUG	LOC115622382|XP_030372165.1|SLEB, LOC115622982|XP_030372994.1|SLEB, LOC115622183|XP_030371934.1|SLEB, LOC115622843|XP_030372783.1|SLEB
OG0000065	LOC108111470|XP_017076430.1|DEUG, LOC108112617|XP_017078241.1|DEUG, LOC108111755|XP_017076801.1|DEUG, LOC108111216|XP_017076106.1|DEUG, LOC108111756|XP_017076802.1|DEUG, LOC108111472|XP_017076433.1|DEUG, LOC108111537|XP_017076550.1|DEUG, LOC108111531|XP_017076543.1|DEUG	LOC115621993|XP_030371707.1|SLEB, LOC115621994|XP_030371708.1|SLEB, LOC115621991|XP_030371705.1|SLEB, LOC115621992|XP_030371706.1|SLEB, LOC115621858|XP_030371536.1|SLEB, LOC115621859|XP_030371537.1|SLEB
OG0000066	LOC108116142|XP_017083360.1|DEUG, LOC108115952|XP_017083078.1|DEUG	LOC115628871|XP_030380987.1|SLEB, LOC115628890|XP_030381008.1|SLEB, LOC115621543|XP_030371068.1|SLEB
OG0000066	LOC108114786|XP_017081387.1|DEUG	LOC115625501|XP_030376421.1|SLEB
OG0000066	LOC108116291|XP_017083569.1|DEUG	LOC115624182|XP_030374638.1|SLEB
OG0000066	LOC108110127|XP_017074522.1|DEUG, LOC108112986|XP_017078881.1|DEUG	LOC115622362|XP_030372137.1|SLEB
OG0000067	LOC108110201|XP_017074664.1|DEUG	LOC115621860|XP_030371539.1|SLEB
OG0000067	LOC108108193|XP_017071634.1|DEUG	LOC115622383|XP_030372167.1|SLEB
OG0000067	LOC108104759|XP_017066483.1|DEUG	LOC115628126|XP_030379967.1|SLEB
OG0000067	LOC108107601|XP_017070655.1|DEUG	LOC115622466|XP_030372269.1|SLEB
OG0000067	LOC108113955|XP_017080157.1|DEUG	LOC115622364|XP_030372139.1|SLEB
OG0000068	LOC108108396|XP_017071938.1|DEUG	LOC115623202|XP_030373286.1|SLEB, LOC115631954|XP_030384717.1|SLEB, LOC115622769|XP_030372686.1|SLEB, LOC115622252|XP_030372011.1|SLEB, LOC115623907|XP_030374323.1|SLEB
OG0000068	LOC108117125|XP_017084845.1|DEUG, LOC108108595|XP_017072182.1|DEUG, LOC108109162|XP_017073074.1|DEUG	LOC115629354|XP_030381665.1|SLEB, LOC115632765|XP_030385874.1|SLEB
OG0000068	LOC108117707|XP_017085744.1|DEUG	LOC115628062|XP_030379882.1|SLEB
OG0000070	LOC108113477|XP_017079549.1|DEUG	LOC115625714|XP_030376720.1|SLEB
OG0000070	LOC108105517|XP_017067632.1|DEUG	LOC115629807|XP_030382234.1|SLEB
OG0000070	LOC108113476|XP_017079548.1|DEUG	LOC115625715|XP_030376721.1|SLEB
OG0000070	LOC108117153|XP_017084908.1|DEUG	LOC115625716|XP_030376722.1|SLEB
OG0000071	LOC108113853|XP_017080051.1|DEUG	LOC115624679|XP_030375338.1|SLEB
OG0000071	LOC108113829|XP_017080027.1|DEUG, LOC108113830|XP_017080028.1|DEUG	LOC115624678|XP_030375337.1|SLEB
OG0000072	LOC108112416|XP_017077748.1|DEUG	LOC115633654|XP_030386963.1|SLEB
OG0000072	LOC108112101|XP_017077339.1|DEUG	LOC115625130|XP_030375908.1|SLEB
OG0000073	LOC108112923|XP_017078801.1|DEUG	LOC115626625|XP_030377891.1|SLEB
OG0000073	LOC108102436|XP_017062902.1|DEUG	LOC115626672|XP_030377958.1|SLEB
OG0000073	LOC108115124|XP_017081864.1|DEUG	LOC115624374|XP_030374908.1|SLEB
OG0000074	LOC108107571|XP_017070620.1|DEUG	LOC115632425|XP_030385425.1|SLEB
OG0000075	LOC108117400|XP_017085296.1|DEUG	LOC115622150|XP_030371879.1|SLEB
OG0000075	LOC108117379|XP_017085261.1|DEUG	LOC115623283|XP_030373426.1|SLEB
OG0000075	LOC108117401|XP_017085297.1|DEUG	LOC115623262|XP_030373391.1|SLEB
OG0000075	LOC108117381|XP_017085265.1|DEUG	LOC115622151|XP_030371880.1|SLEB
OG0000076	LOC108107737|XP_017070877.1|DEUG	LOC115623022|XP_030373056.1|SLEB
OG0000076	LOC108111743|XP_017076786.1|DEUG, LOC108112539|XP_017077961.1|DEUG, LOC108111731|XP_017076774.1|DEUG	LOC115624080|XP_030374530.1|SLEB, LOC115624184|XP_030374640.1|SLEB
OG0000076	LOC108103550|XP_017064568.1|DEUG	LOC115627672|XP_030379274.1|SLEB
OG0000076	LOC108103567|XP_017064581.1|DEUG	LOC115627823|XP_030379517.1|SLEB
OG0000077	LOC108109158|XP_017073068.1|DEUG	LOC115629260|XP_030381546.1|SLEB
OG0000077	LOC108109792|XP_017073986.1|DEUG	LOC115625518|XP_030376442.1|SLEB
OG0000077	LOC108107356|XP_017070344.1|DEUG	LOC115624410|XP_030375008.1|SLEB
OG0000077	LOC108116009|XP_017083176.1|DEUG	LOC115621758|XP_030371352.1|SLEB
OG0000078	LOC108108942|XP_017072686.1|DEUG	LOC115624829|XP_030375536.1|SLEB
OG0000078	LOC108108692|XP_017072286.1|DEUG	LOC115624752|XP_030375442.1|SLEB
OG0000078	LOC108115080|XP_017081817.1|DEUG	LOC115620798|XP_030370081.1|SLEB
OG0000078	LOC108115236|XP_017082120.1|DEUG	LOC115627604|XP_030379186.1|SLEB
OG0000078	LOC108105339|XP_017067321.1|DEUG	LOC115627905|XP_030379660.1|SLEB
OG0000079	LOC108110990|XP_017075788.1|DEUG, LOC108110575|XP_017075161.1|DEUG	LOC115631581|XP_030384238.1|SLEB
OG0000079	LOC108110989|XP_017075787.1|DEUG	LOC115630959|XP_030383393.1|SLEB, LOC115630960|XP_030383395.1|SLEB, LOC115631902|XP_030384611.1|SLEB
OG0000080	LOC108112927|XP_017078808.1|DEUG, LOC108112926|XP_017078807.1|DEUG	LOC115634241|XP_030387695.1|SLEB, LOC115634222|XP_030387673.1|SLEB
OG0000080	LOC108112904|XP_017078751.1|DEUG	LOC115620018|XP_030368982.1|SLEB
OG0000081	LOC108102865|XP_017063558.1|DEUG	LOC115624517|XP_030375092.1|SLEB
OG0000082	LOC108112180|XP_017077478.1|DEUG	LOC115631916|XP_030384627.1|SLEB
OG0000082	LOC108115688|XP_017082745.1|DEUG, LOC108115689|XP_017082747.1|DEUG, LOC108115722|XP_017082784.1|DEUG	LOC115620211|XP_030369208.1|SLEB
OG0000082	LOC108116863|XP_017084418.1|DEUG, LOC108116862|XP_017084417.1|DEUG	LOC115621651|XP_030371213.1|SLEB
OG0000083	LOC108111080|XP_017075904.1|DEUG	LOC115634036|XP_030387438.1|SLEB, LOC115634513|XP_030388139.1|SLEB
OG0000084	LOC108112025|XP_017077258.1|DEUG	LOC115623536|XP_030373782.1|SLEB
OG0000084	LOC108112786|XP_017078554.1|DEUG	LOC115631336|XP_030383918.1|SLEB
OG0000085	LOC108112567|XP_017078019.1|DEUG	LOC115634632|XP_030388350.1|SLEB
OG0000086	LOC108112934|XP_017078816.1|DEUG	LOC115628291|XP_030380201.1|SLEB
OG0000087	LOC108110461|XP_017075018.1|DEUG	LOC115626132|XP_030377247.1|SLEB
OG0000087	LOC108105764|XP_017067973.1|DEUG	LOC115626584|XP_030377826.1|SLEB
OG0000087	LOC108110497|XP_017075066.1|DEUG	LOC115626069|XP_030377182.1|SLEB
OG0000088	LOC108114909|XP_017081575.1|DEUG	LOC115624994|XP_030375725.1|SLEB
OG0000088	LOC108105118|XP_017067040.1|DEUG	LOC115626364|XP_030377575.1|SLEB
OG0000088	LOC108113980|XP_017080211.1|DEUG	LOC115623096|XP_030373163.1|SLEB
OG0000088	LOC108112340|XP_017077658.1|DEUG	LOC115623093|XP_030373160.1|SLEB
OG0000088	LOC108114015|XP_017080251.1|DEUG	LOC115622241|XP_030371997.1|SLEB
OG0000089	LOC108116217|XP_017083494.1|DEUG	LOC115624415|XP_030375011.1|SLEB
OG0000089	LOC108110281|XP_017074767.1|DEUG	LOC115634279|XP_030387772.1|SLEB
OG0000089	LOC108114313|XP_017080713.1|DEUG	LOC115632948|XP_030386105.1|SLEB, LOC115632950|XP_030386106.1|SLEB
OG0000090	LOC108104816|XP_017066589.1|DEUG	LOC115633715|XP_030387039.1|SLEB
OG0000090	LOC108104868|XP_017066681.1|DEUG	LOC115633696|XP_030387013.1|SLEB
OG0000090	LOC108107791|XP_017070990.1|DEUG	LOC115628271|XP_030380155.1|SLEB
OG0000090	LOC108102781|XP_017063431.1|DEUG	LOC115624821|XP_030375529.1|SLEB
OG0000091	LOC108116035|XP_017083214.1|DEUG	LOC115620184|XP_030369168.1|SLEB
OG0000091	LOC108104140|XP_017065530.1|DEUG	LOC115630433|XP_030382848.1|SLEB
OG0000091	LOC108116874|XP_017084454.1|DEUG	LOC115620680|XP_030369906.1|SLEB
OG0000091	LOC108117005|XP_017084662.1|DEUG	LOC115621346|XP_030370826.1|SLEB
OG0000092	LOC108113681|XP_017079847.1|DEUG	LOC115623334|XP_030373465.1|SLEB
OG0000092	LOC108113814|XP_017080011.1|DEUG	LOC115624326|XP_030374813.1|SLEB
OG0000092	LOC108113547|XP_017079630.1|DEUG, LOC108113683|XP_017079849.1|DEUG	LOC115624330|XP_030374818.1|SLEB
OG0000093	LOC108106152|XP_017068542.1|DEUG	LOC115628531|XP_030380552.1|SLEB
OG0000093	LOC108118091|XP_017086133.1|DEUG, LOC108112753|XP_017078493.1|DEUG	LOC115629472|XP_030381803.1|SLEB
OG0000093	LOC108117628|XP_017085645.1|DEUG	LOC115627221|XP_030378703.1|SLEB
OG0000094	LOC108113907|XP_017080103.1|DEUG	LOC115622394|XP_030372178.1|SLEB
OG0000094	LOC108115240|XP_017082086.1|DEUG	LOC115621962|XP_030371670.1|SLEB
OG0000096	LOC108107140|XP_017070033.1|DEUG	LOC115621238|XP_030370689.1|SLEB
OG0000096	LOC108105237|XP_017067197.1|DEUG	LOC115620727|XP_030369967.1|SLEB
OG0000096	LOC108114809|XP_017081419.1|DEUG	LOC115626185|XP_030377323.1|SLEB, LOC115625901|XP_030376991.1|SLEB
OG0000098	LOC108111754|XP_017076799.1|DEUG	LOC115621995|XP_030371710.1|SLEB
OG0000099	LOC108103640|XP_017064680.1|DEUG	LOC115627007|XP_030378385.1|SLEB
OG0000099	LOC108103641|XP_017064681.1|DEUG	LOC115626907|XP_030378277.1|SLEB
OG0000099	LOC108103645|XP_017064690.1|DEUG	LOC115629181|XP_030381422.1|SLEB
OG0000100	LOC108112739|XP_017078466.1|DEUG	LOC115629849|XP_030382290.1|SLEB
OG0000100	LOC108111672|XP_017076695.1|DEUG	LOC115620196|XP_030369189.1|SLEB
OG0000100	LOC108111637|XP_017076657.1|DEUG	LOC115621551|XP_030371080.1|SLEB
OG0000100	LOC108109450|XP_017073438.1|DEUG	LOC115620430|XP_030369518.1|SLEB
OG0000101	LOC108108399|XP_017071941.1|DEUG	LOC115634430|XP_030387997.1|SLEB
OG0000101	LOC108108398|XP_017071939.1|DEUG	LOC115634427|XP_030387993.1|SLEB
OG0000101	LOC108108525|XP_017072086.1|DEUG	LOC115623200|XP_030373296.1|SLEB
OG0000101	LOC108108529|XP_017072089.1|DEUG	LOC115634418|XP_030387984.1|SLEB
OG0000101	LOC108108526|XP_017072087.1|DEUG	LOC115634012|XP_030387400.1|SLEB
OG0000102	LOC108112823|XP_017078615.1|DEUG	LOC115632673|XP_030385805.1|SLEB
OG0000102	LOC108104532|XP_017066151.1|DEUG	LOC115619960|XP_030368851.1|SLEB
OG0000103	LOC108108264|XP_017071711.1|DEUG, LOC108108575|XP_017072156.1|DEUG, LOC108108573|XP_017072153.1|DEUG	LOC115632516|XP_030385569.1|SLEB
OG0000103	LOC108106655|XP_017069366.1|DEUG	LOC115633245|XP_030386506.1|SLEB
OG0000104	LOC108114702|XP_017081288.1|DEUG	LOC115632330|XP_030385293.1|SLEB
OG0000104	LOC108108275|XP_017071764.1|DEUG	LOC115632802|XP_030385913.1|SLEB
OG0000104	LOC108114429|XP_017080906.1|DEUG	LOC115632724|XP_030385830.1|SLEB
OG0000105	LOC108116860|XP_017084411.1|DEUG, LOC108116802|XP_017084339.1|DEUG, LOC108113904|XP_017080100.1|DEUG	LOC115625386|XP_030376284.1|SLEB, LOC115625389|XP_030376287.1|SLEB
OG0000105	LOC108109406|XP_017073392.1|DEUG	LOC115625391|XP_030376288.1|SLEB
OG0000105	LOC108109430|XP_017073419.1|DEUG, LOC108109438|XP_017073428.1|DEUG	LOC115625387|XP_030376285.1|SLEB
OG0000107	LOC108112143|XP_017077380.1|DEUG, LOC108118400|XP_017086565.1|DEUG, LOC108118402|XP_017086567.1|DEUG, LOC108118430|XP_017086601.1|DEUG, LOC108118401|XP_017086566.1|DEUG, LOC108118431|XP_017086602.1|DEUG, LOC108112145|XP_017077381.1|DEUG, LOC108112146|XP_017077382.1|DEUG	LOC115634454|XP_030388036.1|SLEB
OG0000109	LOC108110457|XP_017075013.1|DEUG, LOC108110593|XP_017075180.1|DEUG	LOC115631036|XP_030383521.1|SLEB
OG0000109	LOC108110528|XP_017075098.1|DEUG, LOC108111190|XP_017076066.1|DEUG	LOC115630792|XP_030383307.1|SLEB
OG0000110	LOC108102707|XP_017063338.1|DEUG	LOC115628356|XP_030380291.1|SLEB
OG0000110	LOC108102709|XP_017063339.1|DEUG	LOC115628263|XP_030380142.1|SLEB
OG0000110	LOC108102713|XP_017063342.1|DEUG	LOC115628416|XP_030380363.1|SLEB
OG0000110	LOC108102757|XP_017063405.1|DEUG	LOC115628221|XP_030380076.1|SLEB
OG0000111	LOC108108929|XP_017072669.1|DEUG, LOC108108945|XP_017072689.1|DEUG, LOC108108912|XP_017072651.1|DEUG, LOC108108887|XP_017072593.1|DEUG	LOC115634293|XP_030387808.1|SLEB
OG0000112	LOC108117698|XP_017085724.1|DEUG, LOC108103986|XP_017065262.1|DEUG	LOC115629158|XP_030381390.1|SLEB
OG0000112	LOC108109712|XP_017073832.1|DEUG, LOC108109713|XP_017073833.1|DEUG	LOC115629161|XP_030381394.1|SLEB, LOC115627698|XP_030379301.1|SLEB
OG0000113	LOC108115254|XP_017082100.1|DEUG	LOC115628760|XP_030380835.1|SLEB, LOC115634230|XP_030387682.1|SLEB, LOC115625365|XP_030376262.1|SLEB
OG0000114	LOC108104063|XP_017065414.1|DEUG	LOC115630954|XP_030383388.1|SLEB
OG0000114	LOC108104065|XP_017065416.1|DEUG	LOC115630955|XP_030383389.1|SLEB
OG0000116	LOC108113693|XP_017079859.1|DEUG	LOC115624328|XP_030374816.1|SLEB
OG0000116	LOC108113810|XP_017080008.1|DEUG, LOC108113669|XP_017079834.1|DEUG	LOC115623813|XP_030374217.1|SLEB, LOC115623954|XP_030374378.1|SLEB, LOC115623973|XP_030374402.1|SLEB
OG0000116	LOC108113673|XP_017079837.1|DEUG, LOC108113671|XP_017079835.1|DEUG, LOC108113815|XP_017080013.1|DEUG, LOC108113688|XP_017079853.1|DEUG	LOC115623999|XP_030374431.1|SLEB, LOC115623995|XP_030374424.1|SLEB
OG0000117	LOC108105784|XP_017067999.1|DEUG	LOC115626178|XP_030377315.1|SLEB
OG0000117	LOC108105785|XP_017068000.1|DEUG	LOC115626179|XP_030377316.1|SLEB
OG0000117	LOC108105786|XP_017068001.1|DEUG	LOC115626180|XP_030377317.1|SLEB
OG0000117	LOC108105788|XP_017068004.1|DEUG	LOC115626181|XP_030377318.1|SLEB
OG0000118	LOC108102545|XP_017063093.1|DEUG, LOC108102520|XP_017063045.1|DEUG	LOC115634140|XP_030387575.1|SLEB
OG0000118	LOC108105815|XP_017068045.1|DEUG	LOC115626301|XP_030377489.1|SLEB
OG0000119	LOC108108384|XP_017071922.1|DEUG	LOC115625335|XP_030376220.1|SLEB
OG0000119	LOC108108359|XP_017071890.1|DEUG	LOC115625475|XP_030376385.1|SLEB
OG0000119	LOC108108370|XP_017071907.1|DEUG	LOC115625305|XP_030376184.1|SLEB
OG0000120	LOC108105484|XP_017067590.1|DEUG	LOC115627012|XP_030378393.1|SLEB
OG0000120	LOC108106341|XP_017068810.1|DEUG	LOC115620371|XP_030369440.1|SLEB
OG0000120	LOC108104718|XP_017066428.1|DEUG	LOC115628235|XP_030380109.1|SLEB
OG0000121	LOC108103118|XP_017063973.1|DEUG, LOC108103117|XP_017063972.1|DEUG	LOC115625542|XP_030376479.1|SLEB
OG0000121	LOC108105232|XP_017067189.1|DEUG	LOC115625267|XP_030376127.1|SLEB
OG0000122	LOC108111528|XP_017076541.1|DEUG	LOC115630753|XP_030383267.1|SLEB
OG0000122	LOC108117063|XP_017084727.1|DEUG	LOC115628730|XP_030380794.1|SLEB
OG0000122	LOC108110643|XP_017075233.1|DEUG	LOC115631897|XP_030384606.1|SLEB
OG0000123	LOC108107365|XP_017070356.1|DEUG	LOC115634239|XP_030387693.1|SLEB
OG0000123	LOC108116839|XP_017084384.1|DEUG	LOC115624226|XP_030374700.1|SLEB, LOC115621552|XP_030371081.1|SLEB
OG0000123	LOC108116125|XP_017083337.1|DEUG, LOC108116124|XP_017083336.1|DEUG	LOC115624223|XP_030374697.1|SLEB
OG0000123	LOC108116127|XP_017083340.1|DEUG	LOC115624192|XP_030374649.1|SLEB
OG0000124	LOC108112716|XP_017078437.1|DEUG, LOC108104451|XP_017066003.1|DEUG	LOC115633905|XP_030387269.1|SLEB
OG0000124	LOC108104471|XP_017066025.1|DEUG, LOC108104442|XP_017065992.1|DEUG	LOC115634486|XP_030388102.1|SLEB, LOC115634480|XP_030388071.1|SLEB, LOC115634175|XP_030387621.1|SLEB
OG0000125	LOC108115856|XP_017082970.1|DEUG	LOC115620679|XP_030369903.1|SLEB
OG0000125	LOC108116946|XP_017084583.1|DEUG	LOC115622011|XP_030371726.1|SLEB
OG0000125	LOC108112733|XP_017078459.1|DEUG	LOC115630466|XP_030382900.1|SLEB
OG0000125	LOC108112731|XP_017078458.1|DEUG	LOC115630458|XP_030382887.1|SLEB
OG0000126	LOC108105748|XP_017067954.1|DEUG	LOC115626373|XP_030377588.1|SLEB, LOC115633547|XP_030386863.1|SLEB, LOC115621502|XP_030371030.1|SLEB
OG0000127	LOC108115091|XP_017081827.1|DEUG, LOC108115096|XP_017081833.1|DEUG, LOC108115084|XP_017081821.1|DEUG	LOC115624275|XP_030374761.1|SLEB, LOC115624098|XP_030374548.1|SLEB
OG0000127	LOC108115089|XP_017081825.1|DEUG	LOC115624150|XP_030374607.1|SLEB
OG0000128	LOC108109273|XP_017073251.1|DEUG	LOC115627037|XP_030378429.1|SLEB
OG0000128	LOC108109071|XP_017072912.1|DEUG	LOC115634167|XP_030387611.1|SLEB
OG0000129	LOC108109745|XP_017073897.1|DEUG	LOC115633252|XP_030386513.1|SLEB
OG0000129	LOC108114735|XP_017081334.1|DEUG	LOC115632792|XP_030385903.1|SLEB, LOC115632636|XP_030385726.1|SLEB
OG0000129	LOC108111075|XP_017075896.1|DEUG	LOC115632635|XP_030385724.1|SLEB
OG0000129	LOC108109744|XP_017073896.1|DEUG	LOC115633251|XP_030386512.1|SLEB
OG0000130	LOC108107960|XP_017071288.1|DEUG	LOC115632117|XP_030384979.1|SLEB
OG0000130	LOC108107809|XP_017071029.1|DEUG	LOC115632142|XP_030385018.1|SLEB
OG0000130	LOC108108154|XP_017071576.1|DEUG, LOC108108122|XP_017071527.1|DEUG	LOC115632815|XP_030385927.1|SLEB
OG0000131	LOC108116900|XP_017084499.1|DEUG	LOC115620740|XP_030369987.1|SLEB
OG0000132	LOC108104035|XP_017065359.1|DEUG, LOC108104026|XP_017065347.1|DEUG	LOC115631441|XP_030384043.1|SLEB
OG0000132	LOC108105278|XP_017067256.1|DEUG	LOC115624363|XP_030374882.1|SLEB
OG0000134	LOC108109201|XP_017073131.1|DEUG	LOC115621108|XP_030370509.1|SLEB
OG0000134	LOC108103949|XP_017065202.1|DEUG	LOC115629363|XP_030381677.1|SLEB
OG0000134	LOC108110874|XP_017075610.1|DEUG	LOC115631566|XP_030384216.1|SLEB
OG0000137	LOC108115329|XP_017082228.1|DEUG	LOC115621775|XP_030371387.1|SLEB
OG0000137	LOC108114102|XP_017080350.1|DEUG	LOC115623263|XP_030373392.1|SLEB
OG0000137	LOC108109729|XP_017073863.1|DEUG	LOC115633318|XP_030386608.1|SLEB
OG0000138	LOC108109574|XP_017073640.1|DEUG	LOC115623943|XP_030374365.1|SLEB
OG0000138	LOC108109498|XP_017073526.1|DEUG	LOC115623756|XP_030374151.1|SLEB
OG0000140	LOC108115857|XP_017082972.1|DEUG	LOC115621072|XP_030370459.1|SLEB
OG0000141	LOC108109843|XP_017074085.1|DEUG	LOC115632509|XP_030385558.1|SLEB
OG0000141	LOC108109891|XP_017074182.1|DEUG	LOC115632354|XP_030385324.1|SLEB
OG0000141	LOC108109892|XP_017074185.1|DEUG	LOC115632744|XP_030385851.1|SLEB
OG0000141	LOC108109767|XP_017073929.1|DEUG	LOC115632365|XP_030385343.1|SLEB
OG0000142	LOC108116624|XP_017084090.1|DEUG	LOC115625086|XP_030375842.1|SLEB
OG0000142	LOC108103419|XP_017064365.1|DEUG	LOC115627258|XP_030378745.1|SLEB
OG0000143	LOC108108638|XP_017072228.1|DEUG	LOC115625380|XP_030376280.1|SLEB
OG0000143	LOC108108427|XP_017071968.1|DEUG	LOC115625390|XP_030376292.1|SLEB
OG0000144	LOC108116153|XP_017083378.1|DEUG	LOC115623941|XP_030374363.1|SLEB
OG0000144	LOC108102991|XP_017063793.1|DEUG	LOC115629778|XP_030382193.1|SLEB
OG0000145	LOC108103172|XP_017064046.1|DEUG	LOC115627757|XP_030379402.1|SLEB
OG0000145	LOC108118396|XP_017086561.1|DEUG, LOC108118475|XP_017086691.1|DEUG	LOC115632004|XP_030384792.1|SLEB
OG0000147	LOC108104138|XP_017065528.1|DEUG	LOC115630980|XP_030383422.1|SLEB, LOC115630666|XP_030383169.1|SLEB
OG0000147	LOC108113204|XP_017079230.1|DEUG	LOC115621832|XP_030371499.1|SLEB
OG0000147	LOC108113214|XP_017079257.1|DEUG	LOC115621833|XP_030371501.1|SLEB
OG0000148	LOC108110466|XP_017075022.1|DEUG	LOC115630932|XP_030383359.1|SLEB
OG0000148	LOC108110421|XP_017074977.1|DEUG	LOC115626589|XP_030377831.1|SLEB
OG0000149	LOC108112239|XP_017077549.1|DEUG	LOC115626190|XP_030377330.1|SLEB
OG0000149	LOC108105100|XP_017067024.1|DEUG	LOC115629267|XP_030381551.1|SLEB
OG0000150	LOC108115738|XP_017082797.1|DEUG, LOC108110730|XP_017075413.1|DEUG, LOC108115786|XP_017082848.1|DEUG, LOC108115789|XP_017082850.1|DEUG, LOC108115788|XP_017082849.1|DEUG	LOC115631362|XP_030383941.1|SLEB, LOC115631359|XP_030383937.1|SLEB
OG0000151	LOC108114033|XP_017080269.1|DEUG	LOC115622266|XP_030372028.1|SLEB
OG0000151	LOC108113934|XP_017080130.1|DEUG	LOC115622260|XP_030372021.1|SLEB
OG0000151	LOC108108200|XP_017071641.1|DEUG	LOC115622278|XP_030372040.1|SLEB
OG0000152	LOC108115981|XP_017083130.1|DEUG	LOC115620943|XP_030370319.1|SLEB
OG0000152	LOC108115979|XP_017083126.1|DEUG	LOC115620755|XP_030370011.1|SLEB, LOC115621748|XP_030371342.1|SLEB
OG0000153	LOC108111678|XP_017076704.1|DEUG	LOC115621745|XP_030371339.1|SLEB
OG0000153	LOC108111649|XP_017076669.1|DEUG, LOC108111679|XP_017076705.1|DEUG, LOC108111639|XP_017076659.1|DEUG, LOC108111677|XP_017076703.1|DEUG	LOC115620210|XP_030369207.1|SLEB
OG0000154	LOC108115705|XP_017082765.1|DEUG, LOC108115703|XP_017082764.1|DEUG	LOC115621867|XP_030371547.1|SLEB, LOC115621871|XP_030371556.1|SLEB
OG0000154	LOC108104278|XP_017065729.1|DEUG	LOC115632597|XP_030385682.1|SLEB
OG0000155	LOC108104904|XP_017066726.1|DEUG	LOC115628421|XP_030380369.1|SLEB
OG0000155	LOC108102721|XP_017063350.1|DEUG	LOC115628363|XP_030380300.1|SLEB
OG0000155	LOC108102717|XP_017063345.1|DEUG	LOC115628359|XP_030380294.1|SLEB
OG0000157	LOC108104466|XP_017066019.1|DEUG, LOC108104463|XP_017066016.1|DEUG	LOC115629819|XP_030382253.1|SLEB
OG0000157	LOC108104458|XP_017066010.1|DEUG	LOC115626330|XP_030377538.1|SLEB, LOC115633650|XP_030386952.1|SLEB
OG0000158	LOC108102719|XP_017063348.1|DEUG	LOC115633012|XP_030386197.1|SLEB, LOC115632738|XP_030385845.1|SLEB
OG0000158	LOC108102720|XP_017063349.1|DEUG	LOC115632736|XP_030385842.1|SLEB
OG0000159	LOC108108590|XP_017072173.1|DEUG	LOC115622292|XP_030372055.1|SLEB
OG0000160	LOC108109583|XP_017073648.1|DEUG	LOC115621357|XP_030370839.1|SLEB
OG0000160	LOC108109571|XP_017073636.1|DEUG	LOC115621163|XP_030370583.1|SLEB
OG0000161	LOC108104624|XP_017066286.1|DEUG	LOC115622971|XP_030372982.1|SLEB
OG0000161	LOC108115229|XP_017082076.1|DEUG, LOC108115228|XP_017082075.1|DEUG, LOC108116938|XP_017084574.1|DEUG	LOC115628318|XP_030380234.1|SLEB
OG0000161	LOC108103941|XP_017065188.1|DEUG	LOC115629943|XP_030382412.1|SLEB
OG0000162	LOC108113963|XP_017080166.1|DEUG, LOC108107506|XP_017070537.1|DEUG, LOC108114776|XP_017081375.1|DEUG	LOC115628734|XP_030380797.1|SLEB
OG0000162	LOC108102623|XP_017063221.1|DEUG	LOC115630435|XP_030382852.1|SLEB
OG0000163	LOC108104731|XP_017066457.1|DEUG	LOC115628458|XP_030380436.1|SLEB
OG0000163	LOC108111189|XP_017076065.1|DEUG	LOC115623156|XP_030373231.1|SLEB
OG0000164	LOC108106413|XP_017068923.1|DEUG	LOC115633795|XP_030387133.1|SLEB
OG0000164	LOC108112119|XP_017077358.1|DEUG, LOC108112118|XP_017077357.1|DEUG, LOC108112270|XP_017077582.1|DEUG, LOC108112233|XP_017077543.1|DEUG, LOC108113327|XP_017079373.1|DEUG, LOC108112120|XP_017077360.1|DEUG	LOC115622228|XP_030371985.1|SLEB, LOC115622226|XP_030371983.1|SLEB, LOC115622343|XP_030372115.1|SLEB, LOC115622225|XP_030371981.1|SLEB, LOC115622227|XP_030371984.1|SLEB
