Orthogroup	DEUG.longest_only	ASTE.longest_only
OG0000119	LOC108108384|XP_017071922.1|DEUG, LOC108108359|XP_017071890.1|DEUG, LOC108108370|XP_017071907.1|DEUG	LOC118504397|XP_035894696.1|ASTE, LOC118507360|XP_035901665.1|ASTE, LOC118510253|XP_035907732.1|ASTE, LOC118504396|XP_035894695.1|ASTE
OG0000120	LOC108105484|XP_017067590.1|DEUG	LOC118509359|XP_035905774.1|ASTE
OG0000120	LOC108106341|XP_017068810.1|DEUG	LOC118512861|XP_035913838.1|ASTE
OG0000121	LOC108103118|XP_017063973.1|DEUG, LOC108103117|XP_017063972.1|DEUG, LOC108105232|XP_017067189.1|DEUG, LOC108105221|XP_017067172.1|DEUG, LOC108105223|XP_017067174.1|DEUG, LOC108114347|XP_017080817.1|DEUG, LOC108105242|XP_017067206.1|DEUG, LOC108111651|XP_017076671.1|DEUG	LOC118504430|XP_035894762.1|ASTE
OG0000122	LOC108111528|XP_017076541.1|DEUG, LOC108117063|XP_017084727.1|DEUG, LOC108104772|XP_017066497.1|DEUG, LOC108110643|XP_017075233.1|DEUG	LOC118502484|XP_035890608.1|ASTE
OG0000123	LOC108107365|XP_017070356.1|DEUG, LOC108116839|XP_017084384.1|DEUG, LOC108116125|XP_017083337.1|DEUG, LOC108116124|XP_017083336.1|DEUG, LOC108116127|XP_017083340.1|DEUG	LOC118506463|XP_035899530.1|ASTE
OG0000125	LOC108115856|XP_017082970.1|DEUG	LOC118502975|XP_035891640.1|ASTE
OG0000125	LOC108116946|XP_017084583.1|DEUG	LOC118511794|XP_035911255.1|ASTE
OG0000126	LOC108111313|XP_017076197.1|DEUG, LOC108105748|XP_017067954.1|DEUG	LOC118510666|XP_035908699.1|ASTE
OG0000127	LOC108115091|XP_017081827.1|DEUG, LOC108115096|XP_017081833.1|DEUG, LOC108115084|XP_017081821.1|DEUG, LOC108115089|XP_017081825.1|DEUG	LOC118506630|XP_035899894.1|ASTE, LOC118506629|XP_035899892.1|ASTE
OG0000128	LOC108109273|XP_017073251.1|DEUG, LOC108109071|XP_017072912.1|DEUG, LOC108115073|XP_017081810.1|DEUG	LOC118516915|XP_035918646.1|ASTE, LOC118509094|XP_035905138.1|ASTE
OG0000129	LOC108109745|XP_017073897.1|DEUG, LOC108114735|XP_017081334.1|DEUG, LOC108111075|XP_017075896.1|DEUG, LOC108106618|XP_017069311.1|DEUG, LOC108109744|XP_017073896.1|DEUG	LOC118506636|XP_035899907.1|ASTE
OG0000130	LOC108107960|XP_017071288.1|DEUG, LOC108107809|XP_017071029.1|DEUG, LOC108108154|XP_017071576.1|DEUG, LOC108108122|XP_017071527.1|DEUG	LOC118507218|XP_035901212.1|ASTE
OG0000132	LOC108104035|XP_017065359.1|DEUG, LOC108104026|XP_017065347.1|DEUG, LOC108105278|XP_017067256.1|DEUG	LOC118503160|XP_035892014.1|ASTE, LOC118502510|XP_035890646.1|ASTE
OG0000133	LOC108109610|XP_017073662.1|DEUG	LOC118506929|XP_035900664.1|ASTE, LOC118515142|XP_035917736.1|ASTE, LOC118515187|XP_035917779.1|ASTE, LOC118511144|XP_035909766.1|ASTE
OG0000134	LOC108109201|XP_017073131.1|DEUG	LOC118502732|XP_035891190.1|ASTE
OG0000134	LOC108110874|XP_017075610.1|DEUG	LOC118514038|XP_035916413.1|ASTE
OG0000137	LOC108115329|XP_017082228.1|DEUG	LOC118507552|XP_035902026.1|ASTE
OG0000137	LOC108114102|XP_017080350.1|DEUG	LOC118511893|XP_035911416.1|ASTE, LOC118512768|XP_035913566.1|ASTE, LOC118516694|XP_035918532.1|ASTE, LOC118516358|XP_035918086.1|ASTE
OG0000137	LOC108109729|XP_017073863.1|DEUG	LOC118509389|XP_035905827.1|ASTE
OG0000140	LOC108115857|XP_017082972.1|DEUG	LOC118512572|XP_035913082.1|ASTE, LOC118512573|XP_035913084.1|ASTE, LOC118512574|XP_035913086.1|ASTE, LOC118512579|XP_035913100.1|ASTE, LOC118512272|XP_035912354.1|ASTE
OG0000141	LOC108109843|XP_017074085.1|DEUG, LOC108109891|XP_017074182.1|DEUG, LOC108109892|XP_017074185.1|DEUG, LOC108109767|XP_017073929.1|DEUG	LOC118513164|XP_035914504.1|ASTE
OG0000142	LOC108116624|XP_017084090.1|DEUG	LOC118504509|XP_035894932.1|ASTE
OG0000142	LOC108103419|XP_017064365.1|DEUG	LOC118517327|XP_035919203.1|ASTE
OG0000143	LOC108108638|XP_017072228.1|DEUG	LOC118512636|XP_035913225.1|ASTE
OG0000143	LOC108108427|XP_017071968.1|DEUG	LOC118508535|XP_035904305.1|ASTE, LOC118508252|XP_035903758.1|ASTE, LOC118506266|XP_035899062.1|ASTE, LOC118506267|XP_035899063.1|ASTE
OG0000144	LOC108116153|XP_017083378.1|DEUG	LOC118504520|XP_035894945.1|ASTE
OG0000144	LOC108102991|XP_017063793.1|DEUG	LOC118517574|XP_035919714.1|ASTE
OG0000145	LOC108103172|XP_017064046.1|DEUG, LOC108118396|XP_017086561.1|DEUG, LOC108118475|XP_017086691.1|DEUG	LOC118513794|XP_035915873.1|ASTE, LOC118513795|XP_035915874.1|ASTE
OG0000147	LOC108104138|XP_017065528.1|DEUG	LOC118509851|XP_035906945.1|ASTE
OG0000147	LOC108113204|XP_017079230.1|DEUG, LOC108113214|XP_017079257.1|DEUG	LOC118505553|XP_035897399.1|ASTE, LOC118505551|XP_035897397.1|ASTE
OG0000148	LOC108110466|XP_017075022.1|DEUG	LOC118503637|XP_035893028.1|ASTE
OG0000148	LOC108110421|XP_017074977.1|DEUG	LOC118509198|XP_035905361.1|ASTE, LOC118517263|XP_035919130.1|ASTE, LOC118513557|XP_035915372.1|ASTE
OG0000149	LOC108112239|XP_017077549.1|DEUG, LOC108105100|XP_017067024.1|DEUG	LOC118507680|XP_035902367.1|ASTE
OG0000152	LOC108115981|XP_017083130.1|DEUG, LOC108116629|XP_017084097.1|DEUG, LOC108115980|XP_017083128.1|DEUG, LOC108115979|XP_017083126.1|DEUG	LOC118513581|XP_035915437.1|ASTE, LOC118515234|XP_035917812.1|ASTE
OG0000153	LOC108111678|XP_017076704.1|DEUG, LOC108111649|XP_017076669.1|DEUG, LOC108111679|XP_017076705.1|DEUG, LOC108111639|XP_017076659.1|DEUG, LOC108111677|XP_017076703.1|DEUG	LOC118505122|XP_035896329.1|ASTE
OG0000154	LOC108115705|XP_017082765.1|DEUG, LOC108115703|XP_017082764.1|DEUG, LOC108104278|XP_017065729.1|DEUG	LOC118503656|XP_035893072.1|ASTE, LOC118503653|XP_035893066.1|ASTE
OG0000155	LOC108104904|XP_017066726.1|DEUG, LOC108102721|XP_017063350.1|DEUG, LOC108102717|XP_017063345.1|DEUG	LOC118507321|XP_035901601.1|ASTE
OG0000157	LOC108104466|XP_017066019.1|DEUG, LOC108104463|XP_017066016.1|DEUG, LOC108104458|XP_017066010.1|DEUG	LOC118509510|XP_035906089.1|ASTE, LOC118509511|XP_035906090.1|ASTE
OG0000158	LOC108109175|XP_017073090.1|DEUG, LOC108102719|XP_017063348.1|DEUG, LOC108102720|XP_017063349.1|DEUG	LOC118508367|XP_035903982.1|ASTE, LOC118508366|XP_035903980.1|ASTE, LOC118504516|XP_035894941.1|ASTE, LOC118504508|XP_035894931.1|ASTE
OG0000159	LOC108116759|XP_017084269.1|DEUG	LOC118516537|XP_035918374.1|ASTE, LOC118506076|XP_035898635.1|ASTE, LOC118516538|XP_035918375.1|ASTE, LOC118506072|XP_035898627.1|ASTE
OG0000159	LOC108108590|XP_017072173.1|DEUG, LOC108118237|XP_017086310.1|DEUG	LOC118516533|XP_035918367.1|ASTE, LOC118506074|XP_035898629.1|ASTE
OG0000160	LOC108109583|XP_017073648.1|DEUG, LOC108109571|XP_017073636.1|DEUG	LOC118506638|XP_035899912.1|ASTE, LOC118506639|XP_035899913.1|ASTE, LOC118506173|XP_035898837.1|ASTE, LOC118512315|XP_035912461.1|ASTE, LOC118506878|XP_035900521.1|ASTE, LOC118517712|XP_035920050.1|ASTE
OG0000162	LOC108113963|XP_017080166.1|DEUG, LOC108107506|XP_017070537.1|DEUG, LOC108114776|XP_017081375.1|DEUG, LOC108102623|XP_017063221.1|DEUG	LOC118510542|XP_035908395.1|ASTE, LOC118512639|XP_035913230.1|ASTE
OG0000163	LOC108104731|XP_017066457.1|DEUG, LOC108111189|XP_017076065.1|DEUG, LOC108103939|XP_017065186.1|DEUG	LOC118503426|XP_035892559.1|ASTE, LOC118513177|XP_035914531.1|ASTE, LOC118513178|XP_035914532.1|ASTE, LOC118503428|XP_035892561.1|ASTE, LOC118503427|XP_035892560.1|ASTE
OG0000165	LOC108116818|XP_017084356.1|DEUG, LOC108105911|XP_017068174.1|DEUG, LOC108114219|XP_017080545.1|DEUG, LOC108105909|XP_017068171.1|DEUG, LOC108114424|XP_017080940.1|DEUG, LOC108107519|XP_017070549.1|DEUG	LOC118509479|XP_035906014.1|ASTE, LOC118503125|XP_035891975.1|ASTE
OG0000166	LOC108108883|XP_017072590.1|DEUG	LOC118516432|XP_035918204.1|ASTE, LOC118509573|XP_035906232.1|ASTE
OG0000166	LOC108108864|XP_017072570.1|DEUG	LOC118509377|XP_035905811.1|ASTE, LOC118517322|XP_035919195.1|ASTE, LOC118512273|XP_035912355.1|ASTE
OG0000169	LOC108116623|XP_017084089.1|DEUG	LOC118512165|XP_035912137.1|ASTE
OG0000170	LOC108105702|XP_017067901.1|DEUG, LOC108105704|XP_017067904.1|DEUG	LOC118512459|XP_035912823.1|ASTE, LOC118512461|XP_035912824.1|ASTE, LOC118512457|XP_035912821.1|ASTE, LOC118512458|XP_035912822.1|ASTE
OG0000171	LOC108105797|XP_017068018.1|DEUG	LOC118512486|XP_035912877.1|ASTE
OG0000171	LOC108110562|XP_017075149.1|DEUG	LOC118504537|XP_035895000.1|ASTE
OG0000171	LOC108103764|XP_017064873.1|DEUG	LOC118517651|XP_035919876.1|ASTE
OG0000172	LOC108108020|XP_017071368.1|DEUG	LOC118513117|XP_035914409.1|ASTE
OG0000173	LOC108112315|XP_017077631.1|DEUG, LOC108112309|XP_017077623.1|DEUG	LOC118514581|XP_035917476.1|ASTE, LOC118514578|XP_035917474.1|ASTE
OG0000174	LOC108112284|XP_017077595.1|DEUG, LOC108110626|XP_017075214.1|DEUG, LOC108112428|XP_017077760.1|DEUG	LOC118510691|XP_035908757.1|ASTE, LOC118510690|XP_035908756.1|ASTE, LOC118510692|XP_035908759.1|ASTE
OG0000175	LOC108116431|XP_017083815.1|DEUG	LOC118505676|XP_035897701.1|ASTE
OG0000175	LOC108113595|XP_017079737.1|DEUG, LOC108113596|XP_017079739.1|DEUG, LOC108113597|XP_017079740.1|DEUG	LOC118505455|XP_035897148.1|ASTE, LOC118505454|XP_035897147.1|ASTE, LOC118505456|XP_035897150.1|ASTE, LOC118505453|XP_035897146.1|ASTE
OG0000177	LOC108103001|XP_017063808.1|DEUG, LOC108114838|XP_017081474.1|DEUG	LOC118516399|XP_035918158.1|ASTE
OG0000177	LOC108116050|XP_017083238.1|DEUG	LOC118504483|XP_035894893.1|ASTE
OG0000179	LOC108104857|XP_017066666.1|DEUG, LOC108106368|XP_017068841.1|DEUG	LOC118504068|XP_035894003.1|ASTE, LOC118504072|XP_035894011.1|ASTE
OG0000179	LOC108105864|XP_017068126.1|DEUG	LOC118504074|XP_035894020.1|ASTE
OG0000181	LOC108115873|XP_017082993.1|DEUG, LOC108113546|XP_017079629.1|DEUG	LOC118510422|XP_035908088.1|ASTE, LOC118510423|XP_035908089.1|ASTE, LOC118503395|XP_035892494.1|ASTE
OG0000182	LOC108115246|XP_017082091.1|DEUG	LOC118507594|XP_035902154.1|ASTE
OG0000182	LOC108115346|XP_017082257.1|DEUG, LOC108115347|XP_017082258.1|DEUG	LOC118507593|XP_035902153.1|ASTE
OG0000183	LOC108118505|XP_017086733.1|DEUG, LOC108115940|XP_017083066.1|DEUG, LOC108114022|XP_017080258.1|DEUG, LOC108117378|XP_017085255.1|DEUG	LOC118510271|XP_035907766.1|ASTE
OG0000184	LOC108118335|XP_017086459.1|DEUG, LOC108118334|XP_017086458.1|DEUG	LOC118514693|XP_035917642.1|ASTE, LOC118514692|XP_035917641.1|ASTE, LOC118514694|XP_035917643.1|ASTE, LOC118514679|XP_035917620.1|ASTE, LOC118507293|XP_035901544.1|ASTE, LOC118507291|XP_035901543.1|ASTE
OG0000185	LOC108110586|XP_017075172.1|DEUG, LOC108113011|XP_017078918.1|DEUG, LOC108113655|XP_017079815.1|DEUG, LOC108113012|XP_017078920.1|DEUG	LOC118514354|XP_035917069.1|ASTE
OG0000186	LOC108117608|XP_017085621.1|DEUG, LOC108117612|XP_017085627.1|DEUG	LOC118504849|XP_035895754.1|ASTE
OG0000188	LOC108116245|XP_017083525.1|DEUG, LOC108116287|XP_017083563.1|DEUG, LOC108103618|XP_017064651.1|DEUG, LOC108104933|XP_017066776.1|DEUG	LOC118502826|XP_035891438.1|ASTE, LOC118510018|XP_035907723.1|ASTE, LOC118515928|XP_035917972.1|ASTE, LOC118507968|XP_035903192.1|ASTE
OG0000189	LOC108110808|XP_017075528.1|DEUG	LOC118512655|XP_035913266.1|ASTE, LOC118517673|XP_035919957.1|ASTE
OG0000189	LOC108105434|XP_017067507.1|DEUG	LOC118506640|XP_035899914.1|ASTE
OG0000190	LOC108103891|XP_017065116.1|DEUG	LOC118510368|XP_035907979.1|ASTE
OG0000190	LOC108113353|XP_017079405.1|DEUG	LOC118504545|XP_035895041.1|ASTE
OG0000191	LOC108113132|XP_017079125.1|DEUG, LOC108112125|XP_017077364.1|DEUG	LOC118512001|XP_035911636.1|ASTE
OG0000191	LOC108113324|XP_017079369.1|DEUG	LOC118506505|XP_035899612.1|ASTE
OG0000192	LOC108116312|XP_017083591.1|DEUG, LOC108114095|XP_017080343.1|DEUG, LOC108114035|XP_017080270.1|DEUG	LOC118507017|XP_035900847.1|ASTE, LOC118507018|XP_035900848.1|ASTE, LOC118502769|XP_035891252.1|ASTE
OG0000193	LOC108111230|XP_017076121.1|DEUG, LOC108110615|XP_017075203.1|DEUG, LOC108107714|XP_017070812.1|DEUG	LOC118503852|XP_035893459.1|ASTE, LOC118508047|XP_035903392.1|ASTE
OG0000196	LOC108118467|XP_017086678.1|DEUG	LOC118514064|XP_035916463.1|ASTE, LOC118514063|XP_035916462.1|ASTE
OG0000197	LOC108104331|XP_017065807.1|DEUG	LOC118502626|XP_035890899.1|ASTE
OG0000197	LOC108104340|XP_017065823.1|DEUG	LOC118502627|XP_035890901.1|ASTE
OG0000197	LOC108104326|XP_017065800.1|DEUG	LOC118502628|XP_035890902.1|ASTE
OG0000200	LOC108116098|XP_017083305.1|DEUG, LOC108116028|XP_017083204.1|DEUG, LOC108116073|XP_017083277.1|DEUG	LOC118503806|XP_035893399.1|ASTE
OG0000201	LOC108115578|XP_017082578.1|DEUG, LOC108115723|XP_017082785.1|DEUG	LOC118510098|XP_035907420.1|ASTE, LOC118510099|XP_035907423.1|ASTE, LOC118513874|XP_035916073.1|ASTE, LOC118517092|XP_035918839.1|ASTE
OG0000202	LOC108105297|XP_017067280.1|DEUG	LOC118506617|XP_035899877.1|ASTE
OG0000203	LOC108112094|XP_017077332.1|DEUG, LOC108113373|XP_017079430.1|DEUG, LOC108112195|XP_017077496.1|DEUG	LOC118507050|XP_035900904.1|ASTE
OG0000205	LOC108105553|XP_017067681.1|DEUG, LOC108117189|XP_017084979.1|DEUG	LOC118508310|XP_035903863.1|ASTE, LOC118517532|XP_035919659.1|ASTE, LOC118517534|XP_035919661.1|ASTE, LOC118517536|XP_035919663.1|ASTE, LOC118517535|XP_035919662.1|ASTE, LOC118517533|XP_035919660.1|ASTE
OG0000206	LOC108107208|XP_017070113.1|DEUG	LOC118503159|XP_035892013.1|ASTE
OG0000206	LOC108107200|XP_017070106.1|DEUG	LOC118517639|XP_035919843.1|ASTE
OG0000207	LOC108108188|XP_017071623.1|DEUG	LOC118503769|XP_035893332.1|ASTE
OG0000210	LOC108113372|XP_017079429.1|DEUG, LOC108110735|XP_017075428.1|DEUG, LOC108111250|XP_017076137.1|DEUG, LOC108117417|XP_017085315.1|DEUG	LOC118510803|XP_035909015.1|ASTE
OG0000211	LOC108111762|XP_017076813.1|DEUG	LOC118505116|XP_035896320.1|ASTE
OG0000212	LOC108118340|XP_017086463.1|DEUG, LOC108118330|XP_017086447.1|DEUG, LOC108112702|XP_017078412.1|DEUG, LOC108105192|XP_017067132.1|DEUG	LOC118514690|XP_035917639.1|ASTE, LOC118514687|XP_035917627.1|ASTE
OG0000213	LOC108107975|XP_017071308.1|DEUG, LOC108102362|XP_017062760.1|DEUG	LOC118506169|XP_035898832.1|ASTE, LOC118502455|XP_035890578.1|ASTE, LOC118510026|XP_035907306.1|ASTE, LOC118507679|XP_035902364.1|ASTE
OG0000214	LOC108103160|XP_017064031.1|DEUG, LOC108106596|XP_017069275.1|DEUG, LOC108113535|XP_017079619.1|DEUG	LOC118508206|XP_035903670.1|ASTE
OG0000215	LOC108108687|XP_017072280.1|DEUG, LOC108108812|XP_017072487.1|DEUG, LOC108108793|XP_017072457.1|DEUG	LOC118505358|XP_035896927.1|ASTE, LOC118506177|XP_035898842.1|ASTE
OG0000216	LOC108114315|XP_017080718.1|DEUG, LOC108103615|XP_017064644.1|DEUG	LOC118514658|XP_035917584.1|ASTE
OG0000217	LOC108110307|XP_017074806.1|DEUG	LOC118506853|XP_035900475.1|ASTE
OG0000217	LOC108105645|XP_017067822.1|DEUG, LOC108110306|XP_017074805.1|DEUG, LOC108117844|XP_017085881.1|DEUG, LOC108104341|XP_017065825.1|DEUG, LOC108117913|XP_017085948.1|DEUG, LOC108107274|XP_017070204.1|DEUG	LOC118512344|XP_035912523.1|ASTE
OG0000218	LOC108110439|XP_017074995.1|DEUG, LOC108110530|XP_017075101.1|DEUG, LOC108110819|XP_017075541.1|DEUG	LOC118510059|XP_035907341.1|ASTE
OG0000219	LOC108112726|XP_017078454.1|DEUG, LOC108112727|XP_017078455.1|DEUG, LOC108112725|XP_017078453.1|DEUG	LOC118510240|XP_035907700.1|ASTE, LOC118517267|XP_035919133.1|ASTE
OG0000220	LOC108108283|XP_017071774.1|DEUG, LOC108108280|XP_017071772.1|DEUG, LOC108108277|XP_017071769.1|DEUG	LOC118510365|XP_035907967.1|ASTE, LOC118510359|XP_035907961.1|ASTE
OG0000221	LOC108112757|XP_017078500.1|DEUG, LOC108111658|XP_017076677.1|DEUG, LOC108112756|XP_017078498.1|DEUG	LOC118512893|XP_035913890.1|ASTE, LOC118512894|XP_035913899.1|ASTE
OG0000224	LOC108107294|XP_017070239.1|DEUG	LOC118512550|XP_035913028.1|ASTE, LOC118512555|XP_035913034.1|ASTE, LOC118510034|XP_035907315.1|ASTE, LOC118512553|XP_035913032.1|ASTE
OG0000225	LOC108116582|XP_017084012.1|DEUG, LOC108116577|XP_017084007.1|DEUG, LOC108116576|XP_017084006.1|DEUG	LOC118502418|XP_035890536.1|ASTE, LOC118504515|XP_035894940.1|ASTE
OG0000226	LOC108114480|XP_017080987.1|DEUG, LOC108114482|XP_017080989.1|DEUG, LOC108114228|XP_017080583.1|DEUG	LOC118506112|XP_035898708.1|ASTE
OG0000228	LOC108115287|XP_017082154.1|DEUG, LOC108118312|XP_017086416.1|DEUG, LOC108117681|XP_017085698.1|DEUG, LOC108105137|XP_017067059.1|DEUG	LOC118507788|XP_035902717.1|ASTE
OG0000229	LOC108115757|XP_017082814.1|DEUG	LOC118505141|XP_035896386.1|ASTE
OG0000229	LOC108110237|XP_017074714.1|DEUG	LOC118505366|XP_035896957.1|ASTE
OG0000230	LOC108112087|XP_017077325.1|DEUG	LOC118511477|XP_035910508.1|ASTE, LOC118511480|XP_035910510.1|ASTE, LOC118511478|XP_035910509.1|ASTE, LOC118511476|XP_035910504.1|ASTE
OG0000232	LOC108111478|XP_017076441.1|DEUG, LOC108106240|XP_017068655.1|DEUG, LOC108106357|XP_017068827.1|DEUG	LOC118503459|XP_035892635.1|ASTE
OG0000233	LOC108111405|XP_017076344.1|DEUG, LOC108109396|XP_017073381.1|DEUG, LOC108109398|XP_017073385.1|DEUG	LOC118508457|XP_035904152.1|ASTE
OG0000235	LOC108109399|XP_017073386.1|DEUG, LOC108109348|XP_017073297.1|DEUG, LOC108109380|XP_017073362.1|DEUG	LOC118504927|XP_035895913.1|ASTE
OG0000236	LOC108110470|XP_017075027.1|DEUG, LOC108103375|XP_017064310.1|DEUG, LOC108111853|XP_017076951.1|DEUG	LOC118507015|XP_035900844.1|ASTE
OG0000237	LOC108106640|XP_017069335.1|DEUG	LOC118512278|XP_035912368.1|ASTE
OG0000237	LOC108109847|XP_017074091.1|DEUG, LOC108104986|XP_017066851.1|DEUG	LOC118511482|XP_035910512.1|ASTE
OG0000238	LOC108115423|XP_017082348.1|DEUG, LOC108115538|XP_017082529.1|DEUG, LOC108115539|XP_017082532.1|DEUG	LOC118511649|XP_035910876.1|ASTE, LOC118511652|XP_035910881.1|ASTE
OG0000239	LOC108116511|XP_017083936.1|DEUG, LOC108116216|XP_017083493.1|DEUG, LOC108116215|XP_017083491.1|DEUG, LOC108109204|XP_017073181.1|DEUG, LOC108116572|XP_017084002.1|DEUG	LOC118504709|XP_035895435.1|ASTE
OG0000240	LOC108111802|XP_017076882.1|DEUG, LOC108111816|XP_017076909.1|DEUG, LOC108116140|XP_017083359.1|DEUG	LOC118507974|XP_035903200.1|ASTE
OG0000241	LOC108118218|XP_017086283.1|DEUG	LOC118503481|XP_035892675.1|ASTE
OG0000246	LOC108112473|XP_017077819.1|DEUG	LOC118504838|XP_035895735.1|ASTE
OG0000247	LOC108107539|XP_017070568.1|DEUG, LOC108107954|XP_017071280.1|DEUG	LOC118509414|XP_035905879.1|ASTE, LOC118509412|XP_035905877.1|ASTE, LOC118509413|XP_035905878.1|ASTE, LOC118509411|XP_035905875.1|ASTE
OG0000248	LOC108108566|XP_017072142.1|DEUG, LOC108108565|XP_017072136.1|DEUG, LOC108108572|XP_017072152.1|DEUG, LOC108106284|XP_017068740.1|DEUG	LOC118512667|XP_035913313.1|ASTE, LOC118512666|XP_035913311.1|ASTE
OG0000249	LOC108106111|XP_017068477.1|DEUG, LOC108106110|XP_017068476.1|DEUG, LOC108106106|XP_017068471.1|DEUG	LOC118510725|XP_035908828.1|ASTE
OG0000250	LOC108108387|XP_017071930.1|DEUG, LOC108108406|XP_017071951.1|DEUG, LOC108108003|XP_017071350.1|DEUG	LOC118508491|XP_035904202.1|ASTE
OG0000251	LOC108103757|XP_017064863.1|DEUG, LOC108107225|XP_017070132.1|DEUG, LOC108108294|XP_017071787.1|DEUG	LOC118505075|XP_035896254.1|ASTE
OG0000255	LOC108106567|XP_017069222.1|DEUG	LOC118504899|XP_035895857.1|ASTE
OG0000256	LOC108111983|XP_017077192.1|DEUG, LOC108112019|XP_017077248.1|DEUG	LOC118509298|XP_035905630.1|ASTE
OG0000257	LOC108107497|XP_017070534.1|DEUG	LOC118507286|XP_035901529.1|ASTE
OG0000261	LOC108102549|XP_017063099.1|DEUG, LOC108102544|XP_017063091.1|DEUG, LOC108102540|XP_017063087.1|DEUG, LOC108102541|XP_017063088.1|DEUG	LOC118510512|XP_035908317.1|ASTE, LOC118516853|XP_035918607.1|ASTE, LOC118516854|XP_035918608.1|ASTE, LOC118510513|XP_035908318.1|ASTE
OG0000262	LOC108113073|XP_017079003.1|DEUG	LOC118512787|XP_035913596.1|ASTE
OG0000263	LOC108106740|XP_017069466.1|DEUG	LOC118513361|XP_035914886.1|ASTE
OG0000263	LOC108107812|XP_017071031.1|DEUG	LOC118513013|XP_035914180.1|ASTE
OG0000264	LOC108103876|XP_017065091.1|DEUG, LOC108103908|XP_017065145.1|DEUG, LOC108104228|XP_017065663.1|DEUG	LOC118507130|XP_035901042.1|ASTE
OG0000267	LOC108111452|XP_017076412.1|DEUG, LOC108111454|XP_017076415.1|DEUG	LOC118506887|XP_035900544.1|ASTE, LOC118513471|XP_035915156.1|ASTE
OG0000268	LOC108115243|XP_017082089.1|DEUG, LOC108115245|XP_017082090.1|DEUG, LOC108115239|XP_017082085.1|DEUG	LOC118502745|XP_035891203.1|ASTE
OG0000269	LOC108108851|XP_017072556.1|DEUG	LOC118507820|XP_035902791.1|ASTE
OG0000269	LOC108116676|XP_017084164.1|DEUG	LOC118510294|XP_035907812.1|ASTE
OG0000270	LOC108108911|XP_017072650.1|DEUG	LOC118503824|XP_035893419.1|ASTE, LOC118510655|XP_035908672.1|ASTE, LOC118503826|XP_035893421.1|ASTE, LOC118503825|XP_035893420.1|ASTE, LOC118503827|XP_035893423.1|ASTE
OG0000271	LOC108113441|XP_017079500.1|DEUG, LOC108112881|XP_017078715.1|DEUG, LOC108106121|XP_017068493.1|DEUG, LOC108112584|XP_017078112.1|DEUG	LOC118513311|XP_035914791.1|ASTE
OG0000272	LOC108108777|XP_017072440.1|DEUG	LOC118509040|XP_035904990.1|ASTE
OG0000273	LOC108116381|XP_017083725.1|DEUG, LOC108110710|XP_017075343.1|DEUG, LOC108115153|XP_017081952.1|DEUG	LOC118508518|XP_035904265.1|ASTE
OG0000279	LOC108109771|XP_017073934.1|DEUG, LOC108109905|XP_017074200.1|DEUG	LOC118506563|XP_035899778.1|ASTE
OG0000280	LOC108108731|XP_017072357.1|DEUG, LOC108108732|XP_017072358.1|DEUG, LOC108108730|XP_017072356.1|DEUG	LOC118512959|XP_035914076.1|ASTE
OG0000281	LOC108114627|XP_017081183.1|DEUG, LOC108105021|XP_017066908.1|DEUG, LOC108103557|XP_017064573.1|DEUG	LOC118509940|XP_035907165.1|ASTE
OG0000282	LOC108107659|XP_017070734.1|DEUG	LOC118502391|XP_035890506.1|ASTE
OG0000283	LOC108106299|XP_017068759.1|DEUG	LOC118507494|XP_035901916.1|ASTE
OG0000283	LOC108115826|XP_017082906.1|DEUG	LOC118502775|XP_035891299.1|ASTE, LOC118517383|XP_035919322.1|ASTE
OG0000284	LOC108105180|XP_017067121.1|DEUG	LOC118516654|XP_035918511.1|ASTE, LOC118513197|XP_035914577.1|ASTE, LOC118513227|XP_035914647.1|ASTE
OG0000284	LOC108105196|XP_017067136.1|DEUG	LOC118514629|XP_035917520.1|ASTE
OG0000285	LOC108112011|XP_017077238.1|DEUG	LOC118510124|XP_035907487.1|ASTE, LOC118510126|XP_035907489.1|ASTE, LOC118510125|XP_035907488.1|ASTE
OG0000292	LOC108113356|XP_017079410.1|DEUG	LOC118506849|XP_035900472.1|ASTE
OG0000292	LOC108107886|XP_017071162.1|DEUG	LOC118503100|XP_035891919.1|ASTE
OG0000293	LOC108116547|XP_017083974.1|DEUG, LOC108111017|XP_017075819.1|DEUG, LOC108116581|XP_017084011.1|DEUG	LOC118505627|XP_035897593.1|ASTE
OG0000294	LOC108118243|XP_017062874.1|DEUG	LOC118510955|XP_035909298.1|ASTE, LOC118510954|XP_035909293.1|ASTE
OG0000294	LOC108102911|XP_017063647.1|DEUG	LOC118504855|XP_035895764.1|ASTE
OG0000295	LOC108106493|XP_017069072.1|DEUG, LOC108115774|XP_017082835.1|DEUG, LOC108107406|XP_017070421.1|DEUG, LOC108104512|XP_017066121.1|DEUG	LOC118510879|XP_035909139.1|ASTE
OG0000296	LOC108114785|XP_017081386.1|DEUG, LOC108104616|XP_017066278.1|DEUG, LOC108103356|XP_017064290.1|DEUG	LOC118517585|XP_035919753.1|ASTE
OG0000299	LOC108116947|XP_017084584.1|DEUG, LOC108116985|XP_017084638.1|DEUG, LOC108116980|XP_017084631.1|DEUG	LOC118505430|XP_035897097.1|ASTE
OG0000301	LOC108102385|XP_017062811.1|DEUG	LOC118511253|XP_035909996.1|ASTE
