Orthogroup	DEUG.longest_only	HILL.longest_only
OG0000041	LOC108113674|XP_017079839.1|DEUG, LOC108113675|XP_017079840.1|DEUG, LOC108113676|XP_017079841.1|DEUG, LOC108113782|XP_017079974.1|DEUG, LOC108113689|XP_017079854.1|DEUG, LOC108113800|XP_017079997.1|DEUG, LOC108113672|XP_017079836.1|DEUG, LOC108113801|XP_017079998.1|DEUG	LOC119659353|XP_037923329.1|HILL, LOC119659777|XP_037923970.1|HILL, LOC119660093|XP_037924398.1|HILL, LOC119660095|XP_037924400.1|HILL, LOC119659247|XP_037923154.1|HILL, LOC119660439|XP_037924917.1|HILL, LOC119660401|XP_037924864.1|HILL, LOC119659593|XP_037923682.1|HILL, LOC119659707|XP_037923888.1|HILL, LOC119659708|XP_037923889.1|HILL, LOC119660338|XP_037924752.1|HILL, LOC119660351|XP_037924777.1|HILL, LOC119659490|XP_037923535.1|HILL, LOC119660092|XP_037924396.1|HILL, LOC119658615|XP_037922036.1|HILL, LOC119658617|XP_037922038.1|HILL, LOC119658616|XP_037922037.1|HILL, LOC119658620|XP_037922040.1|HILL, LOC119658618|XP_037922039.1|HILL, LOC119659294|XP_037923234.1|HILL, LOC119660444|XP_037924925.1|HILL
OG0000043	LOC108116482|XP_017083904.1|DEUG, LOC108116483|XP_017083905.1|DEUG, LOC108111569|XP_017076581.1|DEUG, LOC108116504|XP_017083929.1|DEUG, LOC108116497|XP_017083918.1|DEUG, LOC108105204|XP_017067144.1|DEUG, LOC108116498|XP_017083919.1|DEUG	LOC119661410|XP_037926672.1|HILL, LOC119646955|XP_037903579.1|HILL, LOC119647761|XP_037904808.1|HILL
OG0000044	LOC108113702|XP_017079868.1|DEUG, LOC108113679|XP_017079844.1|DEUG, LOC108113668|XP_017079833.1|DEUG, LOC108113686|XP_017079852.1|DEUG, LOC108113695|XP_017079861.1|DEUG, LOC108113682|XP_017079848.1|DEUG, LOC108116281|XP_017083557.1|DEUG	LOC119658958|XP_037922759.1|HILL, LOC119658735|XP_037922328.1|HILL, LOC119658738|XP_037922338.1|HILL, LOC119658739|XP_037922341.1|HILL, LOC119658736|XP_037922334.1|HILL, LOC119658744|XP_037922349.1|HILL, LOC119658743|XP_037922348.1|HILL, LOC119658742|XP_037922343.1|HILL, LOC119658745|XP_037922350.1|HILL, LOC119658746|XP_037922352.1|HILL, LOC119658747|XP_037922353.1|HILL, LOC119658749|XP_037922359.1|HILL, LOC119658740|XP_037922342.1|HILL
OG0000045	LOC108114047|XP_017080284.1|DEUG	LOC119649047|XP_037906953.1|HILL
OG0000045	LOC108114051|XP_017080293.1|DEUG, LOC108113998|XP_017080232.1|DEUG, LOC108107675|XP_017070752.1|DEUG, LOC108107619|XP_017070678.1|DEUG	LOC119652611|XP_037912776.1|HILL
OG0000046	LOC108110175|XP_017074588.1|DEUG, LOC108110153|XP_017074563.1|DEUG, LOC108104996|XP_017066862.1|DEUG, LOC108104997|XP_017066863.1|DEUG, LOC108105004|XP_017066870.1|DEUG, LOC108116573|XP_017084003.1|DEUG, LOC108116534|XP_017083961.1|DEUG, LOC108116575|XP_017084005.1|DEUG, LOC108116563|XP_017083991.1|DEUG, LOC108116555|XP_017083982.1|DEUG, LOC108112347|XP_017077663.1|DEUG	LOC119657334|XP_037920131.1|HILL, LOC119657920|XP_037921035.1|HILL
OG0000047	LOC108112199|XP_017077502.1|DEUG, LOC108113383|XP_017079444.1|DEUG, LOC108106728|XP_017069453.1|DEUG, LOC108114731|XP_017081330.1|DEUG, LOC108106783|XP_017069514.1|DEUG, LOC108113976|XP_017080206.1|DEUG	LOC119654474|XP_037915820.1|HILL
OG0000048	LOC108114269|XP_017080655.1|DEUG, LOC108113900|XP_017080095.1|DEUG, LOC108114275|XP_017080660.1|DEUG	LOC119648777|XP_037906539.1|HILL, LOC119648574|XP_037906272.1|HILL, LOC119648995|XP_037906854.1|HILL
OG0000049	LOC108117079|XP_017084741.1|DEUG, LOC108117054|XP_017084715.1|DEUG, LOC108117035|XP_017084693.1|DEUG, LOC108117069|XP_017084731.1|DEUG, LOC108117036|XP_017084694.1|DEUG, LOC108117318|XP_017085175.1|DEUG	LOC119649048|XP_037906954.1|HILL
OG0000050	LOC108106209|XP_017068623.1|DEUG, LOC108116755|XP_017084263.1|DEUG, LOC108116756|XP_017084264.1|DEUG, LOC108116757|XP_017084265.1|DEUG, LOC108116725|XP_017084231.1|DEUG, LOC108116727|XP_017084233.1|DEUG, LOC108116726|XP_017084232.1|DEUG	LOC119658266|XP_037921486.1|HILL
OG0000053	LOC108104547|XP_017066177.1|DEUG, LOC108104546|XP_017066176.1|DEUG, LOC108104610|XP_017066273.1|DEUG	LOC119653560|XP_037914200.1|HILL, LOC119653563|XP_037914204.1|HILL, LOC119653562|XP_037914203.1|HILL, LOC119654734|XP_037916193.1|HILL, LOC119654136|XP_037915227.1|HILL
OG0000053	LOC108104585|XP_017066235.1|DEUG, LOC108113522|XP_017079606.1|DEUG	LOC119653556|XP_037914198.1|HILL, LOC119653555|XP_037914196.1|HILL, LOC119653557|XP_037914199.1|HILL, LOC119653554|XP_037914193.1|HILL, LOC119653561|XP_037914201.1|HILL, LOC119661089|XP_037926206.1|HILL
OG0000054	LOC108116465|XP_017083884.1|DEUG, LOC108116310|XP_017083589.1|DEUG, LOC108116309|XP_017083588.1|DEUG, LOC108116517|XP_017083943.1|DEUG, LOC108116481|XP_017083903.1|DEUG	LOC119651539|XP_037911103.1|HILL, LOC119647240|XP_037904031.1|HILL, LOC119646436|XP_037902814.1|HILL
OG0000056	LOC108116242|XP_017083521.1|DEUG, LOC108116270|XP_017083548.1|DEUG	LOC119658059|XP_037921239.1|HILL, LOC119658058|XP_037921238.1|HILL
OG0000058	LOC108111899|XP_017077025.1|DEUG, LOC108114779|XP_017081378.1|DEUG, LOC108114875|XP_017081520.1|DEUG, LOC108111925|XP_017077056.1|DEUG, LOC108113468|XP_017079539.1|DEUG, LOC108103231|XP_017064121.1|DEUG	LOC119649104|XP_037907031.1|HILL, LOC119649106|XP_037907033.1|HILL, LOC119649107|XP_037907034.1|HILL, LOC119647753|XP_037904798.1|HILL, LOC119649108|XP_037907035.1|HILL, LOC119647754|XP_037904799.1|HILL, LOC119659125|XP_037922977.1|HILL, LOC119655147|XP_037916814.1|HILL
OG0000060	LOC108103845|XP_017065030.1|DEUG	LOC119658011|XP_037921164.1|HILL
OG0000060	LOC108104222|XP_017065654.1|DEUG	LOC119652834|XP_037913096.1|HILL
OG0000061	LOC108105141|XP_017067063.1|DEUG, LOC108105148|XP_017067072.1|DEUG, LOC108105132|XP_017067054.1|DEUG, LOC108105140|XP_017067062.1|DEUG	LOC119654566|XP_037915944.1|HILL, LOC119654846|XP_037916354.1|HILL
OG0000063	LOC108111516|XP_017076523.1|DEUG, LOC108111518|XP_017076525.1|DEUG, LOC108111515|XP_017076522.1|DEUG, LOC108104887|XP_017066708.1|DEUG, LOC108114063|XP_017080306.1|DEUG, LOC108113978|XP_017080208.1|DEUG, LOC108113990|XP_017080222.1|DEUG, LOC108113962|XP_017080165.1|DEUG	LOC119652802|XP_037913054.1|HILL, LOC119652906|XP_037913210.1|HILL
OG0000067	LOC108110201|XP_017074664.1|DEUG, LOC108108193|XP_017071634.1|DEUG	LOC119657584|XP_037920491.1|HILL
OG0000067	LOC108104759|XP_017066483.1|DEUG, LOC108107601|XP_017070655.1|DEUG	LOC119657702|XP_037920672.1|HILL
OG0000067	LOC108113955|XP_017080157.1|DEUG	LOC119648750|XP_037906501.1|HILL
OG0000068	LOC108108396|XP_017071938.1|DEUG, LOC108117125|XP_017084845.1|DEUG, LOC108108595|XP_017072182.1|DEUG, LOC108109162|XP_017073074.1|DEUG, LOC108113259|XP_017079298.1|DEUG, LOC108117707|XP_017085744.1|DEUG	LOC119647039|XP_037903711.1|HILL, LOC119658016|XP_037921173.1|HILL, LOC119657412|XP_037920234.1|HILL
OG0000070	LOC108113477|XP_017079549.1|DEUG, LOC108105517|XP_017067632.1|DEUG, LOC108113476|XP_017079548.1|DEUG, LOC108117153|XP_017084908.1|DEUG	LOC119657857|XP_037920910.1|HILL, LOC119657686|XP_037920645.1|HILL, LOC119657343|XP_037920143.1|HILL, LOC119658414|XP_037921738.1|HILL, LOC119658255|XP_037921468.1|HILL, LOC119657882|XP_037920941.1|HILL, LOC119658249|XP_037921451.1|HILL, LOC119658416|XP_037921739.1|HILL, LOC119658175|XP_037921370.1|HILL, LOC119658176|XP_037921371.1|HILL, LOC119658225|XP_037921421.1|HILL, LOC119658224|XP_037921418.1|HILL, LOC119657744|XP_037920716.1|HILL, LOC119657745|XP_037920718.1|HILL, LOC119658406|XP_037921723.1|HILL, LOC119658177|XP_037921372.1|HILL, LOC119657908|XP_037921003.1|HILL, LOC119656762|XP_037919266.1|HILL, LOC119656761|XP_037919260.1|HILL, LOC119657576|XP_037920469.1|HILL, LOC119658427|XP_037921753.1|HILL, LOC119658321|XP_037921584.1|HILL, LOC119658376|XP_037921665.1|HILL, LOC119657434|XP_037920265.1|HILL, LOC119657435|XP_037920268.1|HILL, LOC119657224|XP_037919963.1|HILL, LOC119657344|XP_037920146.1|HILL, LOC119657190|XP_037919921.1|HILL, LOC119657261|XP_037920018.1|HILL, LOC119657489|XP_037920337.1|HILL, LOC119656824|XP_037919393.1|HILL, LOC119656823|XP_037919389.1|HILL, LOC119656825|XP_037919396.1|HILL, LOC119657949|XP_037921069.1|HILL, LOC119657948|XP_037921068.1|HILL, LOC119657636|XP_037920569.1|HILL, LOC119658456|XP_037921790.1|HILL, LOC119658293|XP_037921516.1|HILL, LOC119657724|XP_037920696.1|HILL, LOC119657863|XP_037920916.1|HILL
OG0000071	LOC108113923|XP_017080119.1|DEUG	LOC119647586|XP_037904523.1|HILL
OG0000071	LOC108113853|XP_017080051.1|DEUG, LOC108113829|XP_017080027.1|DEUG, LOC108113830|XP_017080028.1|DEUG	LOC119648120|XP_037905570.1|HILL
OG0000072	LOC108112416|XP_017077748.1|DEUG	LOC119661216|XP_037926368.1|HILL
OG0000072	LOC108112101|XP_017077339.1|DEUG	LOC119660319|XP_037924728.1|HILL
OG0000073	LOC108112923|XP_017078801.1|DEUG	LOC119654269|XP_037915465.1|HILL
OG0000073	LOC108102436|XP_017062902.1|DEUG	LOC119658257|XP_037921470.1|HILL
OG0000073	LOC108115124|XP_017081864.1|DEUG	LOC119650904|XP_037910019.1|HILL, LOC119658142|XP_037921338.1|HILL
OG0000074	LOC108107571|XP_017070620.1|DEUG, LOC108108501|XP_017072057.1|DEUG	LOC119650320|XP_037908903.1|HILL, LOC119649748|XP_037907965.1|HILL, LOC119650143|XP_037908606.1|HILL, LOC119649692|XP_037907888.1|HILL
OG0000075	LOC108117400|XP_017085296.1|DEUG	LOC119650070|XP_037908494.1|HILL, LOC119649191|XP_037907149.1|HILL
OG0000075	LOC108117379|XP_017085261.1|DEUG	LOC119649897|XP_037908218.1|HILL
OG0000075	LOC108117401|XP_017085297.1|DEUG, LOC108117381|XP_017085265.1|DEUG	LOC119648394|XP_037906061.1|HILL, LOC119649964|XP_037908328.1|HILL
OG0000076	LOC108107737|XP_017070877.1|DEUG	LOC119647549|XP_037904468.1|HILL
OG0000076	LOC108103550|XP_017064568.1|DEUG	LOC119655368|XP_037917158.1|HILL
OG0000077	LOC108109158|XP_017073068.1|DEUG	LOC119655171|XP_037916849.1|HILL
OG0000077	LOC108109792|XP_017073986.1|DEUG	LOC119651525|XP_037911085.1|HILL
OG0000077	LOC108107356|XP_017070344.1|DEUG	LOC119656266|XP_037918616.1|HILL
OG0000077	LOC108116009|XP_017083176.1|DEUG	LOC119653260|XP_037913796.1|HILL
OG0000078	LOC108108942|XP_017072686.1|DEUG, LOC108108692|XP_017072286.1|DEUG, LOC108115080|XP_017081817.1|DEUG, LOC108115236|XP_017082120.1|DEUG, LOC108105339|XP_017067321.1|DEUG	LOC119656802|XP_037919339.1|HILL
OG0000079	LOC108110990|XP_017075788.1|DEUG, LOC108110575|XP_017075161.1|DEUG, LOC108110510|XP_017075079.1|DEUG, LOC108110989|XP_017075787.1|DEUG	LOC119659132|XP_037922989.1|HILL, LOC119658761|XP_037922386.1|HILL
OG0000080	LOC108112927|XP_017078808.1|DEUG, LOC108112926|XP_017078807.1|DEUG, LOC108112904|XP_017078751.1|DEUG	LOC119653617|XP_037914314.1|HILL, LOC119653889|XP_037914939.1|HILL, LOC119653888|XP_037914937.1|HILL, LOC119654469|XP_037915814.1|HILL, LOC119653919|XP_037915006.1|HILL, LOC119654279|XP_037915490.1|HILL, LOC119654503|XP_037915864.1|HILL
OG0000081	LOC108102865|XP_017063558.1|DEUG	LOC119648100|XP_037905529.1|HILL
OG0000082	LOC108112180|XP_017077478.1|DEUG, LOC108115688|XP_017082745.1|DEUG, LOC108115689|XP_017082747.1|DEUG, LOC108115722|XP_017082784.1|DEUG, LOC108116863|XP_017084418.1|DEUG, LOC108116862|XP_017084417.1|DEUG	LOC119657528|XP_037920402.1|HILL, LOC119646834|XP_037903378.1|HILL, LOC119646314|XP_037902660.1|HILL, LOC119657513|XP_037920385.1|HILL
OG0000083	LOC108111226|XP_017076117.1|DEUG, LOC108111194|XP_017076078.1|DEUG, LOC108110427|XP_017074983.1|DEUG, LOC108111109|XP_017075947.1|DEUG, LOC108110531|XP_017075102.1|DEUG, LOC108110509|XP_017075078.1|DEUG	LOC119651416|XP_037910939.1|HILL
OG0000083	LOC108111080|XP_017075904.1|DEUG	LOC119651041|XP_037910287.1|HILL
OG0000084	LOC108112025|XP_017077258.1|DEUG	LOC119660245|XP_037924630.1|HILL, LOC119646712|XP_037903218.1|HILL, LOC119646880|XP_037903435.1|HILL, LOC119646164|XP_037902465.1|HILL, LOC119654421|XP_037915775.1|HILL
OG0000085	LOC108112567|XP_017078019.1|DEUG	LOC119654483|XP_037915835.1|HILL
OG0000086	LOC108112934|XP_017078816.1|DEUG	LOC119647291|XP_037904124.1|HILL
OG0000087	LOC108110461|XP_017075018.1|DEUG	LOC119651588|XP_037911163.1|HILL, LOC119652326|XP_037912264.1|HILL, LOC119652325|XP_037912263.1|HILL, LOC119652323|XP_037912262.1|HILL
OG0000087	LOC108105764|XP_017067973.1|DEUG	LOC119652204|XP_037912073.1|HILL
OG0000087	LOC108110497|XP_017075066.1|DEUG	LOC119651395|XP_037910904.1|HILL
OG0000088	LOC108114909|XP_017081575.1|DEUG	LOC119655282|XP_037917026.1|HILL
OG0000089	LOC108116217|XP_017083494.1|DEUG, LOC108115116|XP_017081857.1|DEUG	LOC119653821|XP_037914783.1|HILL
OG0000089	LOC108110281|XP_017074767.1|DEUG	LOC119651268|XP_037910700.1|HILL
OG0000089	LOC108114313|XP_017080713.1|DEUG	LOC119648411|XP_037906089.1|HILL
OG0000090	LOC108104816|XP_017066589.1|DEUG, LOC108104868|XP_017066681.1|DEUG, LOC108107791|XP_017070990.1|DEUG, LOC108102781|XP_017063431.1|DEUG	LOC119654576|XP_037915962.1|HILL, LOC119654005|XP_037915095.1|HILL, LOC119654197|XP_037915326.1|HILL, LOC119655554|XP_037917405.1|HILL
OG0000091	LOC108116035|XP_017083214.1|DEUG	LOC119652340|XP_037912284.1|HILL
OG0000091	LOC108104140|XP_017065530.1|DEUG, LOC108116874|XP_017084454.1|DEUG, LOC108117005|XP_017084662.1|DEUG	LOC119650762|XP_037909786.1|HILL, LOC119650763|XP_037909791.1|HILL, LOC119653157|XP_037913625.1|HILL
OG0000092	LOC108113681|XP_017079847.1|DEUG, LOC108113814|XP_017080011.1|DEUG, LOC108113547|XP_017079630.1|DEUG, LOC108113683|XP_017079849.1|DEUG	LOC119658955|XP_037922756.1|HILL, LOC119660411|XP_037924878.1|HILL, LOC119659392|XP_037923381.1|HILL, LOC119660355|XP_037924782.1|HILL, LOC119659372|XP_037923356.1|HILL, LOC119659549|XP_037923627.1|HILL, LOC119657189|XP_037919920.1|HILL, LOC119660363|XP_037924799.1|HILL, LOC119658737|XP_037922337.1|HILL, LOC119658711|XP_037922254.1|HILL, LOC119659426|XP_037923434.1|HILL, LOC119658956|XP_037922757.1|HILL
OG0000093	LOC108106152|XP_017068542.1|DEUG	LOC119661588|XP_037926918.1|HILL
OG0000094	LOC108113907|XP_017080103.1|DEUG, LOC108115240|XP_017082086.1|DEUG	LOC119647879|XP_037905095.1|HILL, LOC119647277|XP_037904099.1|HILL, LOC119657826|XP_037920869.1|HILL, LOC119647276|XP_037904096.1|HILL, LOC119646234|XP_037902552.1|HILL, LOC119647278|XP_037904100.1|HILL, LOC119661732|XP_037927127.1|HILL
OG0000096	LOC108107140|XP_017070033.1|DEUG, LOC108105161|XP_017067089.1|DEUG, LOC108105237|XP_017067197.1|DEUG, LOC108114809|XP_017081419.1|DEUG	LOC119651449|XP_037910983.1|HILL, LOC119653127|XP_037913582.1|HILL
OG0000098	LOC108111754|XP_017076799.1|DEUG	LOC119651359|XP_037910851.1|HILL, LOC119650881|XP_037909975.1|HILL, LOC119652883|XP_037913176.1|HILL, LOC119652881|XP_037913173.1|HILL, LOC119651360|XP_037910857.1|HILL, LOC119652804|XP_037913056.1|HILL, LOC119652880|XP_037913172.1|HILL, LOC119650875|XP_037909969.1|HILL, LOC119651704|XP_037911345.1|HILL, LOC119652525|XP_037912652.1|HILL
OG0000099	LOC108103640|XP_017064680.1|DEUG, LOC108103641|XP_017064681.1|DEUG	LOC119653688|XP_037914481.1|HILL, LOC119655910|XP_037918000.1|HILL, LOC119653687|XP_037914477.1|HILL, LOC119654949|XP_037916534.1|HILL, LOC119654432|XP_037915757.1|HILL, LOC119654430|XP_037915752.1|HILL, LOC119656084|XP_037918304.1|HILL, LOC119656082|XP_037918299.1|HILL, LOC119656081|XP_037918295.1|HILL, LOC119656085|XP_037918314.1|HILL, LOC119653420|XP_037913925.1|HILL, LOC119655791|XP_037917813.1|HILL
OG0000099	LOC108103645|XP_017064690.1|DEUG	LOC119655128|XP_037916790.1|HILL
OG0000100	LOC108112739|XP_017078466.1|DEUG, LOC108113550|XP_017079633.1|DEUG, LOC108111672|XP_017076695.1|DEUG, LOC108111637|XP_017076657.1|DEUG, LOC108111638|XP_017076658.1|DEUG, LOC108109450|XP_017073438.1|DEUG	LOC119660105|XP_037924412.1|HILL
OG0000101	LOC108108528|XP_017072088.1|DEUG, LOC108108399|XP_017071941.1|DEUG, LOC108108398|XP_017071939.1|DEUG, LOC108108525|XP_017072086.1|DEUG, LOC108108529|XP_017072089.1|DEUG	LOC119648867|XP_037906682.1|HILL
OG0000101	LOC108108526|XP_017072087.1|DEUG	LOC119648866|XP_037906678.1|HILL
OG0000102	LOC108112823|XP_017078615.1|DEUG	LOC119646185|XP_037902495.1|HILL
OG0000102	LOC108104532|XP_017066151.1|DEUG	LOC119658962|XP_037922764.1|HILL, LOC119658961|XP_037922762.1|HILL
OG0000102	LOC108113630|XP_017079787.1|DEUG, LOC108112196|XP_017077498.1|DEUG, LOC108112194|XP_017077494.1|DEUG	LOC119658699|XP_037922217.1|HILL, LOC119659444|XP_037923457.1|HILL
OG0000103	LOC108108264|XP_017071711.1|DEUG, LOC108108575|XP_017072156.1|DEUG, LOC108108573|XP_017072153.1|DEUG, LOC108106655|XP_017069366.1|DEUG	LOC119654035|XP_037915126.1|HILL, LOC119655600|XP_037917484.1|HILL, LOC119655896|XP_037917975.1|HILL
OG0000104	LOC108114702|XP_017081288.1|DEUG	LOC119648626|XP_037906324.1|HILL
OG0000104	LOC108108275|XP_017071764.1|DEUG, LOC108114429|XP_017080906.1|DEUG	LOC119649020|XP_037906903.1|HILL, LOC119650011|XP_037908409.1|HILL, LOC119661171|XP_037926315.1|HILL, LOC119654241|XP_037915408.1|HILL, LOC119654242|XP_037915412.1|HILL, LOC119654239|XP_037915405.1|HILL
OG0000105	LOC108116860|XP_017084411.1|DEUG, LOC108116802|XP_017084339.1|DEUG, LOC108113904|XP_017080100.1|DEUG, LOC108109406|XP_017073392.1|DEUG, LOC108109430|XP_017073419.1|DEUG, LOC108109438|XP_017073428.1|DEUG	LOC119661270|XP_037926458.1|HILL, LOC119646239|XP_037902559.1|HILL, LOC119661175|XP_037926320.1|HILL, LOC119650969|XP_037910186.1|HILL, LOC119646607|XP_037903036.1|HILL
OG0000109	LOC108110528|XP_017075098.1|DEUG, LOC108111190|XP_017076066.1|DEUG	LOC119646330|XP_037902682.1|HILL, LOC119647075|XP_037903760.1|HILL, LOC119646860|XP_037903411.1|HILL, LOC119657221|XP_037919964.1|HILL
OG0000110	LOC108102707|XP_017063338.1|DEUG	LOC119649014|XP_037906893.1|HILL
OG0000110	LOC108102709|XP_017063339.1|DEUG, LOC108102713|XP_017063342.1|DEUG, LOC108102757|XP_017063405.1|DEUG	LOC119649992|XP_037908376.1|HILL, LOC119649823|XP_037908086.1|HILL, LOC119649543|XP_037907662.1|HILL
OG0000112	LOC108117698|XP_017085724.1|DEUG, LOC108103986|XP_017065262.1|DEUG, LOC108109712|XP_017073832.1|DEUG, LOC108109713|XP_017073833.1|DEUG	LOC119653834|XP_037914807.1|HILL, LOC119653836|XP_037914809.1|HILL, LOC119653835|XP_037914808.1|HILL, LOC119653833|XP_037914806.1|HILL, LOC119653840|XP_037914814.1|HILL, LOC119653837|XP_037914810.1|HILL, LOC119653838|XP_037914812.1|HILL, LOC119656166|XP_037918440.1|HILL, LOC119653839|XP_037914813.1|HILL, LOC119653832|XP_037914805.1|HILL
OG0000113	LOC108115278|XP_017082125.1|DEUG, LOC108106859|XP_017069592.1|DEUG, LOC108115254|XP_017082100.1|DEUG, LOC108103515|XP_017064515.1|DEUG	LOC119652886|XP_037913180.1|HILL, LOC119651666|XP_037911283.1|HILL, LOC119653037|XP_037913416.1|HILL
OG0000117	LOC108105784|XP_017067999.1|DEUG, LOC108105785|XP_017068000.1|DEUG, LOC108105786|XP_017068001.1|DEUG, LOC108105788|XP_017068004.1|DEUG	LOC119656766|XP_037919275.1|HILL, LOC119652725|XP_037912951.1|HILL, LOC119650099|XP_037908546.1|HILL, LOC119660360|XP_037924796.1|HILL
OG0000118	LOC108102545|XP_017063093.1|DEUG, LOC108102520|XP_017063045.1|DEUG, LOC108105815|XP_017068045.1|DEUG	LOC119659068|XP_037922905.1|HILL, LOC119659065|XP_037922904.1|HILL, LOC119660536|XP_037925092.1|HILL, LOC119660535|XP_037925091.1|HILL, LOC119659341|XP_037923313.1|HILL, LOC119659340|XP_037923311.1|HILL, LOC119659290|XP_037923230.1|HILL
OG0000119	LOC108108384|XP_017071922.1|DEUG, LOC108108359|XP_017071890.1|DEUG, LOC108108370|XP_017071907.1|DEUG	LOC119651672|XP_037911292.1|HILL, LOC119653152|XP_037913619.1|HILL, LOC119651717|XP_037911367.1|HILL
OG0000120	LOC108105484|XP_017067590.1|DEUG	LOC119656903|XP_037919515.1|HILL
OG0000120	LOC108106341|XP_017068810.1|DEUG	LOC119661207|XP_037926359.1|HILL
OG0000122	LOC108111528|XP_017076541.1|DEUG, LOC108117063|XP_017084727.1|DEUG, LOC108104772|XP_017066497.1|DEUG, LOC108110643|XP_017075233.1|DEUG	LOC119656122|XP_037918377.1|HILL, LOC119655621|XP_037917519.1|HILL, LOC119656121|XP_037918376.1|HILL
OG0000123	LOC108107365|XP_017070356.1|DEUG, LOC108116839|XP_017084384.1|DEUG, LOC108116125|XP_017083337.1|DEUG, LOC108116124|XP_017083336.1|DEUG, LOC108116127|XP_017083340.1|DEUG	LOC119659797|XP_037923996.1|HILL, LOC119653826|XP_037914795.1|HILL, LOC119659562|XP_037923639.1|HILL, LOC119660063|XP_037924370.1|HILL, LOC119659754|XP_037923944.1|HILL, LOC119653746|XP_037914600.1|HILL
OG0000125	LOC108115856|XP_017082970.1|DEUG	LOC119651219|XP_037910602.1|HILL
OG0000125	LOC108116946|XP_017084583.1|DEUG	LOC119651406|XP_037910923.1|HILL
OG0000126	LOC108111313|XP_017076197.1|DEUG, LOC108105748|XP_017067954.1|DEUG	LOC119651890|XP_037911640.1|HILL
OG0000127	LOC108115091|XP_017081827.1|DEUG, LOC108115096|XP_017081833.1|DEUG, LOC108115084|XP_017081821.1|DEUG, LOC108115089|XP_017081825.1|DEUG	LOC119660405|XP_037924867.1|HILL, LOC119660518|XP_037925065.1|HILL, LOC119660337|XP_037924750.1|HILL, LOC119660365|XP_037924801.1|HILL
OG0000128	LOC108109273|XP_017073251.1|DEUG, LOC108109071|XP_017072912.1|DEUG, LOC108115073|XP_017081810.1|DEUG	LOC119661099|XP_037926212.1|HILL, LOC119661097|XP_037926211.1|HILL
OG0000129	LOC108109745|XP_017073897.1|DEUG, LOC108114735|XP_017081334.1|DEUG, LOC108111075|XP_017075896.1|DEUG, LOC108106618|XP_017069311.1|DEUG, LOC108109744|XP_017073896.1|DEUG	LOC119653601|XP_037914281.1|HILL
OG0000131	LOC108116900|XP_017084499.1|DEUG	LOC119651854|XP_037911584.1|HILL
OG0000132	LOC108104035|XP_017065359.1|DEUG, LOC108104026|XP_017065347.1|DEUG, LOC108105278|XP_017067256.1|DEUG	LOC119646571|XP_037902988.1|HILL
OG0000133	LOC108109610|XP_017073662.1|DEUG	LOC119659006|XP_037922820.1|HILL, LOC119651701|XP_037911379.1|HILL, LOC119653953|XP_037915042.1|HILL, LOC119660103|XP_037924409.1|HILL, LOC119661062|XP_037926187.1|HILL, LOC119661381|XP_037926631.1|HILL, LOC119652183|XP_037912054.1|HILL, LOC119661446|XP_037926721.1|HILL, LOC119653965|XP_037915053.1|HILL, LOC119652200|XP_037912069.1|HILL, LOC119652104|XP_037911969.1|HILL, LOC119650818|XP_037909882.1|HILL, LOC119660041|XP_037924347.1|HILL, LOC119660034|XP_037924341.1|HILL, LOC119660091|XP_037924395.1|HILL, LOC119658213|XP_037921407.1|HILL, LOC119658212|XP_037921406.1|HILL
OG0000134	LOC108109201|XP_017073131.1|DEUG	LOC119661723|XP_037927117.1|HILL
OG0000134	LOC108103949|XP_017065202.1|DEUG, LOC108110777|XP_017075488.1|DEUG, LOC108110874|XP_017075610.1|DEUG	LOC119653265|XP_037913814.1|HILL
OG0000137	LOC108115329|XP_017082228.1|DEUG	LOC119660958|XP_037925928.1|HILL, LOC119656956|XP_037919602.1|HILL
OG0000137	LOC108114102|XP_017080350.1|DEUG	LOC119649622|XP_037907783.1|HILL
OG0000140	LOC108115857|XP_017082972.1|DEUG	LOC119652283|XP_037912204.1|HILL
OG0000141	LOC108109843|XP_017074085.1|DEUG, LOC108109891|XP_017074182.1|DEUG, LOC108109892|XP_017074185.1|DEUG, LOC108109767|XP_017073929.1|DEUG	LOC119648365|XP_037906018.1|HILL
OG0000142	LOC108116624|XP_017084090.1|DEUG	LOC119659676|XP_037923831.1|HILL
OG0000142	LOC108103419|XP_017064365.1|DEUG	LOC119656899|XP_037919509.1|HILL
OG0000143	LOC108108638|XP_017072228.1|DEUG	LOC119648301|XP_037905888.1|HILL
OG0000143	LOC108108427|XP_017071968.1|DEUG	LOC119655509|XP_037917342.1|HILL, LOC119655667|XP_037917583.1|HILL, LOC119654562|XP_037915938.1|HILL, LOC119654560|XP_037915937.1|HILL, LOC119654841|XP_037916347.1|HILL, LOC119654648|XP_037916058.1|HILL, LOC119654775|XP_037916245.1|HILL, LOC119655170|XP_037916848.1|HILL
OG0000144	LOC108116153|XP_017083378.1|DEUG	LOC119659532|XP_037923599.1|HILL
OG0000144	LOC108102991|XP_017063793.1|DEUG	LOC119655655|XP_037917566.1|HILL
OG0000145	LOC108103172|XP_017064046.1|DEUG, LOC108118396|XP_017086561.1|DEUG, LOC108118475|XP_017086691.1|DEUG	LOC119660803|XP_037925563.1|HILL
