Orthogroup	DEUG.longest_only	DVIR.longest_only
OG0000051	LOC108109429|XP_017073417.1|DEUG	LOC6633160|XP_002056609.1|DVIR
OG0000051	LOC108117064|XP_017084724.1|DEUG	LOC6630427|XP_002053739.1|DVIR
OG0000052	LOC108109404|XP_017073394.1|DEUG, LOC108116631|XP_017084099.1|DEUG, LOC108109394|XP_017073383.1|DEUG, LOC108110610|XP_017075201.1|DEUG, LOC108110028|XP_017074367.1|DEUG, LOC108110036|XP_017074380.1|DEUG	LOC6633117|XP_002056591.1|DVIR, LOC6633119|XP_002056593.1|DVIR, LOC6633120|XP_032289606.1|DVIR, LOC6633118|XP_002056592.2|DVIR
OG0000052	LOC108111978|XP_017077180.1|DEUG	LOC6626909|XP_002050284.2|DVIR, LOC6626910|XP_002050285.2|DVIR
OG0000052	LOC108111977|XP_017077179.1|DEUG	LOC6626911|XP_002050286.2|DVIR
OG0000053	LOC108104547|XP_017066177.1|DEUG	LOC6625282|XP_002049664.3|DVIR
OG0000053	LOC108104546|XP_017066176.1|DEUG	LOC6624847|XP_002049663.1|DVIR
OG0000053	LOC108104610|XP_017066273.1|DEUG	LOC6624846|XP_002049662.1|DVIR
OG0000053	LOC108104585|XP_017066235.1|DEUG	LOC6624845|XP_002049661.1|DVIR
OG0000053	LOC108113522|XP_017079606.1|DEUG	LOC6624806|XP_002049656.1|DVIR
OG0000054	LOC108116465|XP_017083884.1|DEUG	LOC6633223|XP_002056282.1|DVIR
OG0000054	LOC108116310|XP_017083589.1|DEUG, LOC108116309|XP_017083588.1|DEUG	LOC6629800|XP_002053376.1|DVIR
OG0000054	LOC108116517|XP_017083943.1|DEUG, LOC108116481|XP_017083903.1|DEUG	LOC6633224|XP_002056283.1|DVIR, LOC116650298|XP_032289550.1|DVIR
OG0000055	LOC108111360|XP_017076282.1|DEUG, LOC108112571|XP_017078103.1|DEUG, LOC108111359|XP_017076280.1|DEUG	LOC6632627|XP_002056104.1|DVIR, LOC6632628|XP_002056105.1|DVIR, LOC6632630|XP_002056107.2|DVIR, LOC6632629|XP_002056106.2|DVIR
OG0000056	LOC108115632|XP_017082673.1|DEUG	LOC6630824|XP_002054731.1|DVIR
OG0000056	LOC108115634|XP_017082675.1|DEUG, LOC108115633|XP_017082674.1|DEUG	LOC26531774|XP_032295287.1|DVIR, LOC6630956|XP_002054733.1|DVIR
OG0000056	LOC108116242|XP_017083521.1|DEUG, LOC108116270|XP_017083548.1|DEUG	LOC6627508|XP_002052791.1|DVIR
OG0000058	LOC108111899|XP_017077025.1|DEUG, LOC108114779|XP_017081378.1|DEUG, LOC108114875|XP_017081520.1|DEUG, LOC108111925|XP_017077056.1|DEUG	LOC6628288|XP_002051345.2|DVIR, LOC6628289|XP_032293797.1|DVIR, LOC6637243|XP_002060538.2|DVIR
OG0000058	LOC108113468|XP_017079539.1|DEUG	LOC6628292|XP_002051349.1|DVIR, LOC6628291|XP_002051348.1|DVIR, LOC6628290|XP_002051347.1|DVIR
OG0000058	LOC108103231|XP_017064121.1|DEUG	LOC6633609|XP_002056917.1|DVIR
OG0000059	LOC108113647|XP_017079807.1|DEUG	LOC6635045|XP_002058688.1|DVIR
OG0000059	LOC108113544|XP_017079627.1|DEUG, LOC108113548|XP_017079631.1|DEUG	LOC6635047|XP_002058690.1|DVIR
OG0000059	LOC108113646|XP_017079806.1|DEUG	LOC6635046|XP_032295222.1|DVIR
OG0000059	LOC108113524|XP_017079604.1|DEUG	LOC6635049|XP_002058692.2|DVIR, LOC6635050|XP_002058693.1|DVIR, LOC6634861|XP_002058696.1|DVIR
OG0000060	LOC108103845|XP_017065030.1|DEUG	LOC6634791|XP_002058127.1|DVIR
OG0000060	LOC108103085|XP_017063927.1|DEUG	LOC6625933|XP_002048901.1|DVIR
OG0000060	LOC108115377|XP_017082302.1|DEUG	LOC6633049|XP_032289802.1|DVIR
OG0000060	LOC108104222|XP_017065654.1|DEUG	LOC6632878|XP_032289764.1|DVIR
OG0000060	LOC108103803|XP_017064973.1|DEUG	LOC6633466|XP_002057057.1|DVIR
OG0000060	LOC108110620|XP_017075208.1|DEUG	LOC6628994|XP_002052097.1|DVIR
OG0000061	LOC108105141|XP_017067063.1|DEUG	LOC6628610|XP_002052171.1|DVIR
OG0000061	LOC108105148|XP_017067072.1|DEUG	LOC6628552|XP_002052178.1|DVIR, LOC6628553|XP_002052179.2|DVIR
OG0000061	LOC108105132|XP_017067054.1|DEUG	LOC6628612|XP_002052173.2|DVIR
OG0000061	LOC108105140|XP_017067062.1|DEUG	LOC6628611|XP_002052172.1|DVIR
OG0000062	LOC108118092|XP_017086134.1|DEUG	LOC6632062|XP_002055617.1|DVIR
OG0000063	LOC108111516|XP_017076523.1|DEUG, LOC108111518|XP_017076525.1|DEUG, LOC108111515|XP_017076522.1|DEUG, LOC108104887|XP_017066708.1|DEUG	LOC6631225|XP_002053143.1|DVIR, LOC6631224|XP_002053142.2|DVIR
OG0000063	LOC108114063|XP_017080306.1|DEUG	LOC6623822|XP_002047823.1|DVIR
OG0000063	LOC108113978|XP_017080208.1|DEUG	LOC26531302|XP_015031723.1|DVIR
OG0000063	LOC108113990|XP_017080222.1|DEUG, LOC108113962|XP_017080165.1|DEUG	LOC6623725|XP_002047822.1|DVIR, LOC6623782|XP_015030590.1|DVIR
OG0000065	LOC108111755|XP_017076801.1|DEUG	LOC6629926|XP_002054327.2|DVIR
OG0000065	LOC108111216|XP_017076106.1|DEUG, LOC108111756|XP_017076802.1|DEUG, LOC108111472|XP_017076433.1|DEUG, LOC108111537|XP_017076550.1|DEUG, LOC108111531|XP_017076543.1|DEUG	LOC26531282|XP_032295178.1|DVIR, LOC6629266|XP_002054683.1|DVIR, LOC6629265|XP_002054682.2|DVIR, LOC6630377|XP_002054352.2|DVIR, LOC6625225|XP_002050105.1|DVIR, LOC6624840|XP_032293153.1|DVIR, LOC6624839|XP_002049183.2|DVIR
OG0000066	LOC108116142|XP_017083360.1|DEUG, LOC108115952|XP_017083078.1|DEUG	LOC6622764|XP_032291360.1|DVIR, LOC6633501|XP_002056825.1|DVIR
OG0000066	LOC108114786|XP_017081387.1|DEUG	LOC6629133|XP_002051575.1|DVIR
OG0000066	LOC108116291|XP_017083569.1|DEUG	LOC6632483|XP_002056296.1|DVIR
OG0000066	LOC108110127|XP_017074522.1|DEUG	LOC6631952|XP_002055404.1|DVIR
OG0000066	LOC108112986|XP_017078881.1|DEUG	LOC6636077|XP_002059608.1|DVIR
OG0000067	LOC108110201|XP_017074664.1|DEUG	LOC6632379|XP_002056002.1|DVIR
OG0000067	LOC108108193|XP_017071634.1|DEUG	LOC6623824|XP_002047391.1|DVIR
OG0000067	LOC108104759|XP_017066483.1|DEUG	LOC116650975|XP_032292230.1|DVIR, LOC6636461|XP_002059820.1|DVIR
OG0000067	LOC108107601|XP_017070655.1|DEUG	LOC6623938|XP_002047390.1|DVIR
OG0000067	LOC108113955|XP_017080157.1|DEUG	LOC6623911|XP_002046867.1|DVIR
OG0000068	LOC108109162|XP_017073074.1|DEUG	LOC6626486|XP_015029513.1|DVIR
OG0000068	LOC108117707|XP_017085744.1|DEUG	LOC6631686|XP_032295536.1|DVIR
OG0000069	LOC108107209|XP_017070114.1|DEUG	LOC6627146|XP_002048958.2|DVIR
OG0000070	LOC108113477|XP_017079549.1|DEUG	LOC6628714|XP_002051332.1|DVIR
OG0000070	LOC108105517|XP_017067632.1|DEUG	LOC6631435|XP_002054957.2|DVIR
OG0000070	LOC108113476|XP_017079548.1|DEUG	LOC6628614|XP_002051334.1|DVIR
OG0000070	LOC108117153|XP_017084908.1|DEUG	LOC6628613|XP_002051333.1|DVIR
OG0000071	LOC108113923|XP_017080119.1|DEUG	LOC6623560|XP_002048623.2|DVIR
OG0000071	LOC108113853|XP_017080051.1|DEUG	LOC6622067|XP_002047717.2|DVIR
OG0000071	LOC108113829|XP_017080027.1|DEUG	LOC6622389|XP_032290781.1|DVIR
OG0000071	LOC108113830|XP_017080028.1|DEUG	LOC116650646|XP_032290782.1|DVIR
OG0000072	LOC108112416|XP_017077748.1|DEUG	LOC6627108|XP_002050848.2|DVIR
OG0000072	LOC108112101|XP_017077339.1|DEUG	LOC6627106|XP_002050846.1|DVIR
OG0000073	LOC108112923|XP_017078801.1|DEUG	LOC6625785|XP_002049583.1|DVIR
OG0000073	LOC108102436|XP_017062902.1|DEUG	LOC6634684|XP_032289237.1|DVIR
OG0000073	LOC108115124|XP_017081864.1|DEUG	LOC6635019|XP_015024910.1|DVIR
OG0000074	LOC108107571|XP_017070620.1|DEUG	LOC116650728|XP_032291099.1|DVIR, LOC6624120|XP_002046531.3|DVIR
OG0000074	LOC108108501|XP_017072057.1|DEUG	LOC6623893|XP_002046826.2|DVIR
OG0000075	LOC108117400|XP_017085296.1|DEUG	LOC6623483|XP_002048200.1|DVIR
OG0000075	LOC108117379|XP_017085261.1|DEUG	LOC6623521|XP_002048202.1|DVIR
OG0000075	LOC108117401|XP_017085297.1|DEUG	LOC6622654|XP_002048201.1|DVIR
OG0000075	LOC108117381|XP_017085265.1|DEUG	LOC6622714|XP_002048203.1|DVIR, LOC6622627|XP_002048199.1|DVIR
OG0000076	LOC108107737|XP_017070877.1|DEUG	LOC6636598|XP_015023834.1|DVIR
OG0000076	LOC108111743|XP_017076786.1|DEUG, LOC108112539|XP_017077961.1|DEUG, LOC108111731|XP_017076774.1|DEUG	LOC6633207|XP_015026204.1|DVIR, LOC6633206|XP_032289829.1|DVIR
OG0000076	LOC108103550|XP_017064568.1|DEUG	LOC6632148|XP_002055757.3|DVIR
OG0000076	LOC108103567|XP_017064581.1|DEUG	LOC6631560|XP_002055437.1|DVIR
OG0000077	LOC108109158|XP_017073068.1|DEUG	LOC6627101|XP_002049944.1|DVIR
OG0000077	LOC108109792|XP_017073986.1|DEUG	LOC6629945|XP_002053003.1|DVIR
OG0000077	LOC108107356|XP_017070344.1|DEUG	LOC6624992|XP_002049450.1|DVIR
OG0000077	LOC108116009|XP_017083176.1|DEUG	LOC6631157|XP_002054511.2|DVIR
OG0000078	LOC108108942|XP_017072686.1|DEUG	LOC6625190|XP_002049123.3|DVIR, LOC26531397|XP_015030323.1|DVIR, LOC6625191|XP_002049124.2|DVIR
OG0000078	LOC108108692|XP_017072286.1|DEUG	LOC6622767|XP_002048006.1|DVIR
OG0000078	LOC108115080|XP_017081817.1|DEUG	LOC6632525|XP_002056424.2|DVIR
OG0000078	LOC108115236|XP_017082120.1|DEUG	LOC6632017|XP_002055232.3|DVIR
OG0000078	LOC108105339|XP_017067321.1|DEUG	LOC6631517|XP_002055314.1|DVIR
OG0000079	LOC108110990|XP_017075788.1|DEUG, LOC108110575|XP_017075161.1|DEUG	LOC6628022|XP_002052522.2|DVIR
OG0000079	LOC108110510|XP_017075079.1|DEUG	LOC6628021|XP_002052521.1|DVIR
OG0000080	LOC108112927|XP_017078808.1|DEUG, LOC108112926|XP_017078807.1|DEUG	LOC6635875|XP_002059348.1|DVIR
OG0000080	LOC108112904|XP_017078751.1|DEUG	LOC6625499|XP_002049016.1|DVIR
OG0000081	LOC108102865|XP_017063558.1|DEUG	LOC6622786|XP_002047047.2|DVIR
OG0000082	LOC108112180|XP_017077478.1|DEUG	LOC6624944|XP_002050224.1|DVIR
OG0000082	LOC108115688|XP_017082745.1|DEUG, LOC108115689|XP_017082747.1|DEUG, LOC108115722|XP_017082784.1|DEUG	LOC6631012|XP_032295246.1|DVIR
OG0000082	LOC108116863|XP_017084418.1|DEUG, LOC108116862|XP_017084417.1|DEUG	LOC6634864|XP_002058699.1|DVIR
OG0000083	LOC108111226|XP_017076117.1|DEUG, LOC108111194|XP_017076078.1|DEUG, LOC108110427|XP_017074983.1|DEUG, LOC108111109|XP_017075947.1|DEUG, LOC108110531|XP_017075102.1|DEUG, LOC108110509|XP_017075078.1|DEUG	LOC6624533|XP_002047646.1|DVIR
OG0000083	LOC108111080|XP_017075904.1|DEUG	LOC6627816|XP_002051141.2|DVIR
OG0000084	LOC108112025|XP_017077258.1|DEUG	LOC6625031|XP_002050290.1|DVIR
OG0000084	LOC108112786|XP_017078554.1|DEUG	LOC6627277|XP_002050654.1|DVIR
OG0000085	LOC108112567|XP_017078019.1|DEUG	LOC6625945|XP_015029990.1|DVIR
OG0000086	LOC108112934|XP_017078816.1|DEUG	LOC6625022|XP_002050781.1|DVIR, LOC6637034|XP_032292292.1|DVIR
OG0000087	LOC108110461|XP_017075018.1|DEUG	LOC6627342|XP_002052453.1|DVIR
OG0000087	LOC108105764|XP_017067973.1|DEUG	LOC6633896|XP_002057589.1|DVIR
OG0000087	LOC108110497|XP_017075066.1|DEUG	LOC6634233|XP_032293774.1|DVIR
OG0000088	LOC108114909|XP_017081575.1|DEUG	LOC6624854|XP_002049202.1|DVIR
OG0000088	LOC108105118|XP_017067040.1|DEUG	LOC6628498|XP_002051493.2|DVIR
OG0000088	LOC108113980|XP_017080211.1|DEUG	LOC6623155|XP_015030407.1|DVIR
OG0000088	LOC108112340|XP_017077658.1|DEUG	LOC26531309|XP_015031726.1|DVIR
OG0000088	LOC108114015|XP_017080251.1|DEUG	LOC6623099|XP_002048556.1|DVIR
OG0000089	LOC108116217|XP_017083494.1|DEUG	LOC6630704|XP_002054644.1|DVIR
OG0000089	LOC108110281|XP_017074767.1|DEUG	LOC6635266|XP_002058736.2|DVIR
OG0000089	LOC108114313|XP_017080713.1|DEUG	LOC6623346|XP_002047269.1|DVIR
OG0000090	LOC108104816|XP_017066589.1|DEUG	LOC6625113|XP_002049287.1|DVIR
OG0000090	LOC108104868|XP_017066681.1|DEUG	LOC6625413|XP_002049290.1|DVIR
OG0000090	LOC108107791|XP_017070990.1|DEUG	LOC6622878|XP_002046497.1|DVIR
OG0000090	LOC108102781|XP_017063431.1|DEUG	LOC6622829|XP_002047055.2|DVIR
OG0000091	LOC108116035|XP_017083214.1|DEUG	LOC6630750|XP_032294848.1|DVIR
OG0000091	LOC108104140|XP_017065530.1|DEUG	LOC6627714|XP_002051636.1|DVIR
OG0000091	LOC108116874|XP_017084454.1|DEUG	LOC6632846|XP_002056244.1|DVIR
OG0000091	LOC108117005|XP_017084662.1|DEUG	LOC6632847|XP_002056245.1|DVIR
OG0000092	LOC108113681|XP_017079847.1|DEUG	LOC6630632|XP_002053630.3|DVIR
OG0000092	LOC108113814|XP_017080011.1|DEUG	LOC6630635|XP_002053633.1|DVIR
OG0000092	LOC108113547|XP_017079630.1|DEUG, LOC108113683|XP_017079849.1|DEUG	LOC6630634|XP_002053632.1|DVIR
OG0000093	LOC108106152|XP_017068542.1|DEUG	LOC6627672|XP_002051948.1|DVIR
OG0000093	LOC108117628|XP_017085645.1|DEUG	LOC6631541|XP_002055065.2|DVIR
OG0000094	LOC108113907|XP_017080103.1|DEUG	LOC6623745|XP_002047834.1|DVIR
OG0000094	LOC108115240|XP_017082086.1|DEUG	LOC116651603|XP_032294227.1|DVIR, LOC6628121|XP_032296013.1|DVIR
OG0000096	LOC108107140|XP_017070033.1|DEUG	LOC6633088|XP_002056271.1|DVIR
OG0000096	LOC108105161|XP_017067089.1|DEUG	LOC6633047|XP_002056270.1|DVIR
OG0000096	LOC108105237|XP_017067197.1|DEUG	LOC6633089|XP_002056272.1|DVIR
OG0000096	LOC108114809|XP_017081419.1|DEUG	LOC6628330|XP_002051202.1|DVIR
OG0000098	LOC108111754|XP_017076799.1|DEUG	LOC6632457|XP_002056303.1|DVIR, LOC6634916|XP_002058676.1|DVIR
OG0000099	LOC108103640|XP_017064680.1|DEUG	LOC6626032|XP_002049608.1|DVIR
OG0000099	LOC108103641|XP_017064681.1|DEUG	LOC6633367|XP_032296645.1|DVIR
OG0000099	LOC108103645|XP_017064690.1|DEUG	LOC6633490|XP_015025434.1|DVIR
OG0000100	LOC108112739|XP_017078466.1|DEUG	LOC26530999|XP_015030268.1|DVIR
OG0000100	LOC108113550|XP_017079633.1|DEUG	LOC6632993|XP_015025819.1|DVIR
OG0000100	LOC108111672|XP_017076695.1|DEUG	LOC6629837|XP_002054537.2|DVIR, LOC6630168|XP_002054788.2|DVIR
OG0000100	LOC108111637|XP_017076657.1|DEUG	LOC6630166|XP_015026846.1|DVIR
OG0000101	LOC108108525|XP_017072086.1|DEUG	LOC6622530|XP_015030654.1|DVIR
OG0000101	LOC108108529|XP_017072089.1|DEUG	LOC26531878|XP_032290505.1|DVIR
OG0000101	LOC108108526|XP_017072087.1|DEUG	LOC6622519|XP_015030651.1|DVIR
OG0000102	LOC108112823|XP_017078615.1|DEUG	LOC6626051|XP_002050456.1|DVIR
OG0000102	LOC108104532|XP_017066151.1|DEUG	LOC6627172|XP_002048695.1|DVIR
OG0000103	LOC108108264|XP_017071711.1|DEUG, LOC108108575|XP_017072156.1|DEUG	LOC6623591|XP_002046807.1|DVIR, LOC6623698|XP_002046808.1|DVIR
OG0000103	LOC108108573|XP_017072153.1|DEUG	LOC6623703|XP_002046809.1|DVIR
OG0000103	LOC108106655|XP_017069366.1|DEUG	LOC6636437|XP_032291286.1|DVIR, LOC116649737|XP_032291663.1|DVIR
OG0000104	LOC108114702|XP_017081288.1|DEUG	LOC6623499|XP_002046233.3|DVIR
OG0000104	LOC108108275|XP_017071764.1|DEUG	LOC6634072|XP_002057874.1|DVIR
OG0000104	LOC108114429|XP_017080906.1|DEUG	LOC6623916|XP_002046238.1|DVIR
OG0000105	LOC108116860|XP_017084411.1|DEUG, LOC108116802|XP_017084339.1|DEUG, LOC108113904|XP_017080100.1|DEUG	LOC6634229|XP_002057740.1|DVIR
OG0000105	LOC108109406|XP_017073392.1|DEUG	LOC6631244|XP_002053645.1|DVIR
OG0000105	LOC108109430|XP_017073419.1|DEUG, LOC108109438|XP_017073428.1|DEUG	LOC6631241|XP_032293557.1|DVIR
OG0000107	LOC108112143|XP_017077380.1|DEUG, LOC108118400|XP_017086565.1|DEUG, LOC108118402|XP_017086567.1|DEUG, LOC108118430|XP_017086601.1|DEUG, LOC108118401|XP_017086566.1|DEUG, LOC108118431|XP_017086602.1|DEUG, LOC108112145|XP_017077381.1|DEUG, LOC108112146|XP_017077382.1|DEUG	LOC6626882|XP_002049719.3|DVIR, LOC6624939|XP_002049038.3|DVIR, LOC6624938|XP_032293158.1|DVIR, LOC26530451|XP_015030202.1|DVIR
OG0000109	LOC108110457|XP_017075013.1|DEUG, LOC108110593|XP_017075180.1|DEUG	LOC6628484|XP_002052031.2|DVIR
OG0000109	LOC108111190|XP_017076066.1|DEUG	LOC6628433|XP_032294226.1|DVIR
OG0000110	LOC108102707|XP_017063338.1|DEUG	LOC6622405|XP_002046654.1|DVIR
OG0000110	LOC108102709|XP_017063339.1|DEUG	LOC6622336|XP_032291383.1|DVIR, LOC6622410|XP_002046655.1|DVIR
OG0000110	LOC108102713|XP_017063342.1|DEUG	LOC6622454|XP_002046656.2|DVIR
OG0000110	LOC108102757|XP_017063405.1|DEUG	LOC6622494|XP_002046657.1|DVIR
OG0000111	LOC108108929|XP_017072669.1|DEUG	LOC6625186|XP_002049119.1|DVIR
OG0000111	LOC108108945|XP_017072689.1|DEUG, LOC108108912|XP_017072651.1|DEUG, LOC108108887|XP_017072593.1|DEUG	LOC6624898|XP_002049116.1|DVIR, LOC6624897|XP_002049115.1|DVIR
OG0000112	LOC108117698|XP_017085724.1|DEUG, LOC108103986|XP_017065262.1|DEUG	LOC6631730|XP_002055577.1|DVIR
OG0000112	LOC108109712|XP_017073832.1|DEUG, LOC108109713|XP_017073833.1|DEUG	LOC6631731|XP_002055578.1|DVIR, LOC6632015|XP_002055230.1|DVIR, LOC6632116|XP_002055254.1|DVIR
OG0000113	LOC108115254|XP_017082100.1|DEUG	LOC6631790|XP_002055369.2|DVIR, LOC6633853|XP_002057376.2|DVIR
OG0000114	LOC108104067|XP_017065417.1|DEUG	LOC6627890|XP_002052296.1|DVIR
OG0000114	LOC108104063|XP_017065414.1|DEUG	LOC6627889|XP_002052295.1|DVIR
OG0000114	LOC108104065|XP_017065416.1|DEUG	LOC6627888|XP_002052294.1|DVIR
OG0000116	LOC108113693|XP_017079859.1|DEUG	LOC6630742|XP_002053203.1|DVIR
OG0000116	LOC108113810|XP_017080008.1|DEUG, LOC108113669|XP_017079834.1|DEUG	LOC6630740|XP_002053201.1|DVIR
OG0000116	LOC108113688|XP_017079853.1|DEUG	LOC6630741|XP_002053202.1|DVIR
OG0000117	LOC108105785|XP_017068000.1|DEUG	LOC6633971|XP_002057479.1|DVIR
OG0000117	LOC108105786|XP_017068001.1|DEUG	LOC6633970|XP_002057478.1|DVIR
OG0000117	LOC108105788|XP_017068004.1|DEUG	LOC6633968|XP_002057476.1|DVIR, LOC6633969|XP_002057477.1|DVIR
OG0000118	LOC108105815|XP_017068045.1|DEUG	LOC6627951|XP_002051424.1|DVIR
OG0000119	LOC108108359|XP_017071890.1|DEUG	LOC6632723|XP_002056046.1|DVIR
OG0000119	LOC108108370|XP_017071907.1|DEUG	LOC6632724|XP_002056047.1|DVIR
OG0000120	LOC108105484|XP_017067590.1|DEUG	LOC6634529|XP_002057958.1|DVIR
OG0000120	LOC108106341|XP_017068810.1|DEUG	LOC6625102|XP_002050121.1|DVIR
OG0000120	LOC108104718|XP_017066428.1|DEUG	LOC6622041|XP_002046464.1|DVIR
OG0000121	LOC108103118|XP_017063973.1|DEUG, LOC108103117|XP_017063972.1|DEUG	LOC6632053|XP_002055250.1|DVIR
OG0000121	LOC108105232|XP_017067189.1|DEUG	LOC6630360|XP_002054040.1|DVIR
OG0000121	LOC108105221|XP_017067172.1|DEUG, LOC108105223|XP_017067174.1|DEUG, LOC108114347|XP_017080817.1|DEUG, LOC108105242|XP_017067206.1|DEUG, LOC108111651|XP_017076671.1|DEUG	LOC6630940|XP_032295844.1|DVIR
OG0000122	LOC108111528|XP_017076541.1|DEUG	LOC6628202|XP_002052211.2|DVIR
OG0000122	LOC108117063|XP_017084727.1|DEUG	LOC6635441|XP_002058981.1|DVIR
OG0000122	LOC108104772|XP_017066497.1|DEUG	LOC116651034|XP_032292531.1|DVIR, LOC6636460|XP_002059819.1|DVIR
OG0000122	LOC108110643|XP_017075233.1|DEUG	LOC6629169|XP_002051908.1|DVIR
OG0000123	LOC108107365|XP_017070356.1|DEUG	LOC6626378|XP_002050355.1|DVIR
OG0000123	LOC108116127|XP_017083340.1|DEUG	LOC6633191|XP_032289496.1|DVIR
OG0000124	LOC108112716|XP_017078437.1|DEUG, LOC108104451|XP_017066003.1|DEUG	LOC116649740|XP_015028914.1|DVIR, LOC26531268|XP_015028913.1|DVIR, LOC26531789|XP_015028987.1|DVIR, LOC26531912|XP_015027957.1|DVIR, LOC6630342|XP_002054591.2|DVIR
OG0000124	LOC108104471|XP_017066025.1|DEUG, LOC108104442|XP_017065992.1|DEUG	LOC6625762|XP_002049873.1|DVIR
OG0000125	LOC108115856|XP_017082970.1|DEUG	LOC6630876|XP_015026944.1|DVIR
OG0000125	LOC108116946|XP_017084583.1|DEUG	LOC6632605|XP_015026066.1|DVIR
OG0000125	LOC108112733|XP_017078459.1|DEUG	LOC6627104|XP_002050844.2|DVIR
OG0000126	LOC108105748|XP_017067954.1|DEUG	LOC6634255|XP_002057641.1|DVIR, LOC6628583|XP_002051517.1|DVIR, LOC6628582|XP_032293597.1|DVIR
OG0000127	LOC108115091|XP_017081827.1|DEUG, LOC108115096|XP_017081833.1|DEUG	LOC6632494|XP_002056447.1|DVIR
OG0000127	LOC108115084|XP_017081821.1|DEUG	LOC6632493|XP_002056446.1|DVIR
OG0000127	LOC108115089|XP_017081825.1|DEUG	LOC6632492|XP_032289615.1|DVIR
OG0000128	LOC108109273|XP_017073251.1|DEUG	LOC6625639|XP_002050309.2|DVIR
OG0000128	LOC108109071|XP_017072912.1|DEUG	LOC6634932|XP_002058443.1|DVIR
OG0000128	LOC108115073|XP_017081810.1|DEUG	LOC6625638|XP_002050308.2|DVIR, LOC6625637|XP_015029249.1|DVIR
OG0000129	LOC108109745|XP_017073897.1|DEUG	LOC6633554|XP_002057251.1|DVIR
OG0000129	LOC108114735|XP_017081334.1|DEUG	LOC6623097|XP_002048662.1|DVIR
OG0000129	LOC108111075|XP_017075896.1|DEUG	LOC6623858|XP_002048663.1|DVIR
OG0000129	LOC108109744|XP_017073896.1|DEUG	LOC6633555|XP_002057252.1|DVIR
OG0000130	LOC108107960|XP_017071288.1|DEUG	LOC6623290|XP_002047305.2|DVIR
OG0000130	LOC108107809|XP_017071029.1|DEUG	LOC6623408|XP_002047299.1|DVIR
OG0000130	LOC108108154|XP_017071576.1|DEUG, LOC108108122|XP_017071527.1|DEUG	LOC6622176|XP_002047304.1|DVIR
OG0000131	LOC108116900|XP_017084499.1|DEUG	LOC6632894|XP_015026057.1|DVIR
OG0000132	LOC108104026|XP_017065347.1|DEUG	LOC6628376|XP_002052628.1|DVIR
OG0000132	LOC108105278|XP_017067256.1|DEUG	LOC6630679|XP_002054612.1|DVIR
OG0000134	LOC108109201|XP_017073131.1|DEUG	LOC6630471|XP_002054107.1|DVIR
OG0000134	LOC108103949|XP_017065202.1|DEUG	LOC6633468|XP_002057059.1|DVIR
OG0000134	LOC108110874|XP_017075610.1|DEUG	LOC6629234|XP_032294008.1|DVIR
OG0000137	LOC108115329|XP_017082228.1|DEUG	LOC6635174|XP_002058578.1|DVIR
OG0000137	LOC108114102|XP_017080350.1|DEUG	LOC6623869|XP_002046853.1|DVIR
OG0000138	LOC108109574|XP_017073640.1|DEUG	LOC6629259|XP_032295167.1|DVIR
OG0000138	LOC108109499|XP_017073527.1|DEUG	LOC6629610|XP_002054675.3|DVIR
OG0000138	LOC108109498|XP_017073526.1|DEUG	LOC6629608|XP_002054673.2|DVIR
OG0000138	LOC108109500|XP_017073528.1|DEUG	LOC6629609|XP_002054674.2|DVIR
OG0000140	LOC108115857|XP_017082972.1|DEUG	LOC6630875|XP_002054323.2|DVIR
OG0000141	LOC108109891|XP_017074182.1|DEUG	LOC6624242|XP_002046959.2|DVIR
OG0000141	LOC108109892|XP_017074185.1|DEUG	LOC6624546|XP_002046960.1|DVIR
OG0000141	LOC108109767|XP_017073929.1|DEUG	LOC6622272|XP_002046961.1|DVIR
OG0000142	LOC108116624|XP_017084090.1|DEUG	LOC6629343|XP_002053320.3|DVIR
OG0000142	LOC108103419|XP_017064365.1|DEUG	LOC6632196|XP_032295221.1|DVIR
OG0000143	LOC108108638|XP_017072228.1|DEUG	LOC116650413|XP_032289924.1|DVIR
OG0000143	LOC108108427|XP_017071968.1|DEUG	LOC6624208|XP_002048674.2|DVIR
OG0000144	LOC108116153|XP_017083378.1|DEUG	LOC6629583|XP_002054875.2|DVIR
OG0000144	LOC108102991|XP_017063793.1|DEUG	LOC26531280|XP_032294839.1|DVIR
OG0000145	LOC108103172|XP_017064046.1|DEUG	LOC6631571|XP_002055558.2|DVIR
OG0000145	LOC108118396|XP_017086561.1|DEUG, LOC108118475|XP_017086691.1|DEUG	LOC6627696|XP_002052256.1|DVIR
OG0000147	LOC108104138|XP_017065528.1|DEUG	LOC6635761|XP_002059227.2|DVIR
OG0000147	LOC108113204|XP_017079230.1|DEUG	LOC6634949|XP_002058537.1|DVIR
OG0000147	LOC108113214|XP_017079257.1|DEUG	LOC6634950|XP_002058538.1|DVIR
OG0000148	LOC108110466|XP_017075022.1|DEUG	LOC6628264|XP_002052544.1|DVIR
OG0000148	LOC108110421|XP_017074977.1|DEUG	LOC6627419|XP_002051092.1|DVIR
OG0000149	LOC108112239|XP_017077549.1|DEUG	LOC6627743|XP_002051297.1|DVIR
OG0000149	LOC108105100|XP_017067024.1|DEUG	LOC6634481|XP_002058158.1|DVIR
