Orthogroup	DEUG.longest_only	BCOP.longest_only
OG0000073	LOC108115124|XP_017081864.1|DEUG	LOC119069220|XP_037029092.1|BCOP
OG0000073	LOC108102888|XP_017063576.1|DEUG	LOC119085615|XP_037051934.1|BCOP
OG0000074	LOC108107571|XP_017070620.1|DEUG, LOC108108501|XP_017072057.1|DEUG	LOC119079099|XP_037042812.1|BCOP, LOC119067307|XP_037026110.1|BCOP, LOC119080892|XP_037045367.1|BCOP
OG0000075	LOC108117400|XP_017085296.1|DEUG, LOC108117379|XP_017085261.1|DEUG, LOC108117401|XP_017085297.1|DEUG, LOC108117381|XP_017085265.1|DEUG	LOC119080898|XP_037045374.1|BCOP, LOC119080899|XP_037045375.1|BCOP, LOC119080897|XP_037045372.1|BCOP
OG0000076	LOC108107737|XP_017070877.1|DEUG	LOC119071813|XP_037032779.1|BCOP
OG0000076	LOC108103550|XP_017064568.1|DEUG	LOC119068533|XP_037028044.1|BCOP
OG0000076	LOC108103567|XP_017064581.1|DEUG	LOC119066422|XP_037024794.1|BCOP
OG0000077	LOC108109158|XP_017073068.1|DEUG	LOC119082353|XP_037047765.1|BCOP, LOC119082354|XP_037047766.1|BCOP
OG0000077	LOC108109792|XP_017073986.1|DEUG	LOC119076378|XP_037038990.1|BCOP
OG0000077	LOC108107356|XP_017070344.1|DEUG	LOC119071068|XP_037031598.1|BCOP
OG0000077	LOC108116009|XP_017083176.1|DEUG	LOC119069760|XP_037029786.1|BCOP
OG0000078	LOC108108942|XP_017072686.1|DEUG, LOC108108692|XP_017072286.1|DEUG, LOC108115080|XP_017081817.1|DEUG, LOC108115236|XP_017082120.1|DEUG, LOC108105339|XP_017067321.1|DEUG	LOC119072413|XP_037033522.1|BCOP
OG0000079	LOC108110990|XP_017075788.1|DEUG, LOC108110575|XP_017075161.1|DEUG, LOC108110510|XP_017075079.1|DEUG, LOC108110989|XP_017075787.1|DEUG	LOC119073294|XP_037034574.1|BCOP
OG0000080	LOC108112927|XP_017078808.1|DEUG, LOC108112926|XP_017078807.1|DEUG, LOC108112904|XP_017078751.1|DEUG	LOC119071115|XP_037031659.1|BCOP, LOC119071116|XP_037031660.1|BCOP
OG0000081	LOC108102865|XP_017063558.1|DEUG	LOC119072492|XP_037033632.1|BCOP
OG0000082	LOC108112180|XP_017077478.1|DEUG, LOC108115688|XP_017082745.1|DEUG, LOC108115689|XP_017082747.1|DEUG, LOC108115722|XP_017082784.1|DEUG, LOC108116863|XP_017084418.1|DEUG, LOC108116862|XP_017084417.1|DEUG	LOC119077224|XP_037040299.1|BCOP, LOC119077326|XP_037040404.1|BCOP, LOC119077878|XP_037041127.1|BCOP, LOC119069214|XP_037029085.1|BCOP, LOC119080439|XP_037044697.1|BCOP, LOC119067719|XP_037026731.1|BCOP, LOC119067656|XP_037026651.1|BCOP, LOC119067657|XP_037026652.1|BCOP, LOC119067658|XP_037026653.1|BCOP, LOC119075075|XP_037037362.1|BCOP, LOC119084030|XP_037049750.1|BCOP, LOC119079425|XP_037043226.1|BCOP, LOC119083787|XP_037049484.1|BCOP
OG0000083	LOC108111226|XP_017076117.1|DEUG, LOC108111194|XP_017076078.1|DEUG, LOC108110427|XP_017074983.1|DEUG, LOC108111109|XP_017075947.1|DEUG, LOC108110531|XP_017075102.1|DEUG, LOC108110509|XP_017075078.1|DEUG	LOC119071144|XP_037031768.1|BCOP, LOC119066519|XP_037024932.1|BCOP, LOC119084806|XP_037050772.1|BCOP
OG0000083	LOC108111080|XP_017075904.1|DEUG	LOC119077030|XP_037040043.1|BCOP
OG0000084	LOC108112025|XP_017077258.1|DEUG	LOC119071066|XP_037031596.1|BCOP, LOC119071181|XP_037031846.1|BCOP
OG0000085	LOC108112567|XP_017078019.1|DEUG	LOC119077040|XP_037040059.1|BCOP
OG0000086	LOC108112934|XP_017078816.1|DEUG	LOC119080738|XP_037045178.1|BCOP, LOC119067907|XP_037027094.1|BCOP, LOC119080632|XP_037044934.1|BCOP, LOC119068130|XP_037027486.1|BCOP
OG0000087	LOC108110461|XP_017075018.1|DEUG	LOC119084681|XP_037050656.1|BCOP
OG0000087	LOC108105764|XP_017067973.1|DEUG, LOC108110497|XP_017075066.1|DEUG	LOC119075761|XP_037038197.1|BCOP
OG0000088	LOC108114909|XP_017081575.1|DEUG	LOC119079125|XP_037042849.1|BCOP
OG0000088	LOC108105118|XP_017067040.1|DEUG, LOC108113980|XP_017080211.1|DEUG, LOC108112340|XP_017077658.1|DEUG, LOC108114015|XP_017080251.1|DEUG	LOC119082220|XP_037047569.1|BCOP
OG0000089	LOC108116217|XP_017083494.1|DEUG, LOC108115116|XP_017081857.1|DEUG	LOC119082274|XP_037047643.1|BCOP
OG0000089	LOC108110281|XP_017074767.1|DEUG	LOC119068248|XP_037027675.1|BCOP
OG0000089	LOC108114313|XP_017080713.1|DEUG	LOC119081420|XP_037046225.1|BCOP, LOC119081121|XP_037045760.1|BCOP, LOC119081493|XP_037046395.1|BCOP
OG0000090	LOC108104816|XP_017066589.1|DEUG, LOC108104868|XP_017066681.1|DEUG, LOC108107791|XP_017070990.1|DEUG, LOC108102781|XP_017063431.1|DEUG	LOC119078560|XP_037042023.1|BCOP, LOC119072351|XP_037033434.1|BCOP, LOC119085017|XP_037051089.1|BCOP, LOC119071272|XP_037032032.1|BCOP, LOC119081800|XP_037046914.1|BCOP
OG0000091	LOC108116035|XP_017083214.1|DEUG	LOC119067519|XP_037026434.1|BCOP
OG0000091	LOC108104140|XP_017065530.1|DEUG, LOC108116874|XP_017084454.1|DEUG, LOC108117005|XP_017084662.1|DEUG	LOC119085240|XP_037051459.1|BCOP
OG0000092	LOC108113681|XP_017079847.1|DEUG, LOC108113814|XP_017080011.1|DEUG, LOC108113547|XP_017079630.1|DEUG, LOC108113683|XP_017079849.1|DEUG	LOC119083172|XP_037048727.1|BCOP, LOC119078526|XP_037041987.1|BCOP, LOC119074994|XP_037037291.1|BCOP
OG0000093	LOC108106152|XP_017068542.1|DEUG	LOC119085908|XP_037052349.1|BCOP, LOC119078154|XP_037041523.1|BCOP
OG0000093	LOC108118091|XP_017086133.1|DEUG, LOC108112753|XP_017078493.1|DEUG	LOC119071388|XP_037032160.1|BCOP, LOC119069925|XP_037030042.1|BCOP, LOC119070868|XP_037031275.1|BCOP
OG0000093	LOC108117628|XP_017085645.1|DEUG	LOC119074158|XP_037036056.1|BCOP
OG0000094	LOC108113907|XP_017080103.1|DEUG, LOC108115240|XP_017082086.1|DEUG	LOC119072953|XP_037034173.1|BCOP, LOC119072965|XP_037034181.1|BCOP, LOC119082341|XP_037047786.1|BCOP, LOC119072977|XP_037034192.1|BCOP, LOC119071131|XP_037031708.1|BCOP, LOC119076455|XP_037039116.1|BCOP, LOC119081968|XP_037047175.1|BCOP
OG0000096	LOC108107140|XP_017070033.1|DEUG, LOC108105161|XP_017067089.1|DEUG, LOC108105237|XP_017067197.1|DEUG, LOC108114809|XP_017081419.1|DEUG	LOC119071730|XP_037032649.1|BCOP
OG0000099	LOC108103640|XP_017064680.1|DEUG, LOC108103641|XP_017064681.1|DEUG	LOC119069058|XP_037028826.1|BCOP, LOC119078025|XP_037041330.1|BCOP
OG0000099	LOC108103645|XP_017064690.1|DEUG	LOC119077680|XP_037040831.1|BCOP, LOC119076063|XP_037038600.1|BCOP, LOC119085712|XP_037052057.1|BCOP, LOC119085711|XP_037052055.1|BCOP, LOC119076768|XP_037039615.1|BCOP, LOC119078073|XP_037041423.1|BCOP, LOC119069637|XP_037029638.1|BCOP
OG0000101	LOC108108528|XP_017072088.1|DEUG, LOC108108399|XP_017071941.1|DEUG, LOC108108398|XP_017071939.1|DEUG, LOC108108525|XP_017072086.1|DEUG, LOC108108529|XP_017072089.1|DEUG, LOC108108526|XP_017072087.1|DEUG	LOC119077397|XP_037040498.1|BCOP, LOC119082930|XP_037048481.1|BCOP
OG0000102	LOC108112823|XP_017078615.1|DEUG	LOC119083655|XP_037049326.1|BCOP, LOC119081277|XP_037045928.1|BCOP, LOC119075318|XP_037037633.1|BCOP, LOC119066132|XP_037024317.1|BCOP
OG0000102	LOC108113630|XP_017079787.1|DEUG, LOC108112196|XP_017077498.1|DEUG, LOC108112194|XP_017077494.1|DEUG	LOC119069719|XP_037029740.1|BCOP
OG0000103	LOC108108264|XP_017071711.1|DEUG, LOC108108575|XP_017072156.1|DEUG, LOC108108573|XP_017072153.1|DEUG, LOC108106655|XP_017069366.1|DEUG	LOC119074607|XP_037036759.1|BCOP
OG0000104	LOC108114702|XP_017081288.1|DEUG	LOC119081062|XP_037045672.1|BCOP, LOC119074803|XP_037036982.1|BCOP
OG0000104	LOC108108275|XP_017071764.1|DEUG, LOC108114429|XP_017080906.1|DEUG	LOC119080513|XP_037044818.1|BCOP
OG0000105	LOC108116860|XP_017084411.1|DEUG, LOC108116802|XP_017084339.1|DEUG, LOC108113904|XP_017080100.1|DEUG, LOC108109406|XP_017073392.1|DEUG, LOC108109430|XP_017073419.1|DEUG, LOC108109438|XP_017073428.1|DEUG	LOC119080671|XP_037045000.1|BCOP
OG0000109	LOC108110528|XP_017075098.1|DEUG, LOC108111190|XP_017076066.1|DEUG	LOC119066520|XP_037024933.1|BCOP, LOC119068303|XP_037027739.1|BCOP, LOC119078821|XP_037042421.1|BCOP
OG0000110	LOC108102707|XP_017063338.1|DEUG, LOC108102709|XP_017063339.1|DEUG, LOC108102713|XP_017063342.1|DEUG, LOC108102757|XP_017063405.1|DEUG	LOC119073251|XP_037034515.1|BCOP
OG0000111	LOC108108929|XP_017072669.1|DEUG, LOC108108945|XP_017072689.1|DEUG, LOC108108912|XP_017072651.1|DEUG, LOC108108887|XP_017072593.1|DEUG	LOC119083195|XP_037048752.1|BCOP
OG0000113	LOC108115278|XP_017082125.1|DEUG, LOC108106859|XP_017069592.1|DEUG, LOC108115254|XP_017082100.1|DEUG, LOC108103515|XP_017064515.1|DEUG	LOC119081195|XP_037045806.1|BCOP, LOC119076161|XP_037038741.1|BCOP, LOC119076122|XP_037038686.1|BCOP
OG0000117	LOC108105784|XP_017067999.1|DEUG, LOC108105785|XP_017068000.1|DEUG, LOC108105786|XP_017068001.1|DEUG, LOC108105788|XP_017068004.1|DEUG	LOC119075248|XP_037037542.1|BCOP, LOC119077509|XP_037040636.1|BCOP
OG0000118	LOC108102545|XP_017063093.1|DEUG, LOC108102520|XP_017063045.1|DEUG, LOC108105815|XP_017068045.1|DEUG	LOC119080287|XP_037044455.1|BCOP, LOC119076832|XP_037039727.1|BCOP, LOC119085695|XP_037052038.1|BCOP, LOC119085696|XP_037052040.1|BCOP, LOC119073481|XP_037034921.1|BCOP, LOC119076573|XP_037039263.1|BCOP
OG0000119	LOC108108384|XP_017071922.1|DEUG, LOC108108359|XP_017071890.1|DEUG, LOC108108370|XP_017071907.1|DEUG	LOC119077086|XP_037040141.1|BCOP, LOC119077085|XP_037040140.1|BCOP
OG0000120	LOC108105484|XP_017067590.1|DEUG	LOC119080998|XP_037045563.1|BCOP
OG0000120	LOC108106341|XP_017068810.1|DEUG	LOC119078165|XP_037041538.1|BCOP
OG0000122	LOC108111528|XP_017076541.1|DEUG, LOC108117063|XP_017084727.1|DEUG, LOC108104772|XP_017066497.1|DEUG, LOC108110643|XP_017075233.1|DEUG	LOC119084912|XP_037050963.1|BCOP, LOC119077176|XP_037040252.1|BCOP, LOC119075959|XP_037038431.1|BCOP
OG0000123	LOC108107365|XP_017070356.1|DEUG, LOC108116839|XP_017084384.1|DEUG, LOC108116125|XP_017083337.1|DEUG, LOC108116124|XP_017083336.1|DEUG, LOC108116127|XP_017083340.1|DEUG	LOC119084065|XP_037049800.1|BCOP
OG0000125	LOC108115856|XP_017082970.1|DEUG	LOC119067921|XP_037027119.1|BCOP
OG0000125	LOC108116946|XP_017084583.1|DEUG	LOC119081947|XP_037047122.1|BCOP
OG0000126	LOC108111313|XP_017076197.1|DEUG, LOC108105748|XP_017067954.1|DEUG	LOC119077979|XP_037041260.1|BCOP
OG0000127	LOC108115091|XP_017081827.1|DEUG, LOC108115096|XP_017081833.1|DEUG, LOC108115084|XP_017081821.1|DEUG, LOC108115089|XP_017081825.1|DEUG	LOC119076071|XP_037038610.1|BCOP, LOC119079079|XP_037042783.1|BCOP
OG0000129	LOC108109745|XP_017073897.1|DEUG, LOC108114735|XP_017081334.1|DEUG, LOC108111075|XP_017075896.1|DEUG, LOC108106618|XP_017069311.1|DEUG, LOC108109744|XP_017073896.1|DEUG	LOC119074452|XP_037036480.1|BCOP
OG0000131	LOC108116900|XP_017084499.1|DEUG	LOC119069789|XP_037029826.1|BCOP, LOC119083693|XP_037049377.1|BCOP, LOC119068661|XP_037028233.1|BCOP
OG0000132	LOC108104035|XP_017065359.1|DEUG, LOC108104026|XP_017065347.1|DEUG, LOC108105278|XP_017067256.1|DEUG	LOC119070931|XP_037031370.1|BCOP, LOC119083625|XP_037049255.1|BCOP, LOC119083840|XP_037049540.1|BCOP, LOC119076124|XP_037038688.1|BCOP, LOC119076130|XP_037038697.1|BCOP
OG0000133	LOC108109610|XP_017073662.1|DEUG	LOC119078344|XP_037041742.1|BCOP
OG0000134	LOC108109201|XP_017073131.1|DEUG	LOC119084917|XP_037050964.1|BCOP
OG0000134	LOC108110874|XP_017075610.1|DEUG	LOC119077122|XP_037040188.1|BCOP
OG0000137	LOC108115329|XP_017082228.1|DEUG	LOC119076570|XP_037039260.1|BCOP
OG0000137	LOC108114102|XP_017080350.1|DEUG	LOC119075970|XP_037038454.1|BCOP
OG0000137	LOC108109729|XP_017073863.1|DEUG	LOC119072476|XP_037033597.1|BCOP, LOC119072474|XP_037033594.1|BCOP, LOC119072472|XP_037033590.1|BCOP
OG0000138	LOC108109574|XP_017073640.1|DEUG, LOC108109573|XP_017073639.1|DEUG, LOC108109499|XP_017073527.1|DEUG, LOC108109498|XP_017073526.1|DEUG, LOC108109500|XP_017073528.1|DEUG	LOC119075469|XP_037037812.1|BCOP, LOC119080407|XP_037044633.1|BCOP
OG0000140	LOC108115857|XP_017082972.1|DEUG	LOC119069608|XP_037029594.1|BCOP
OG0000141	LOC108109892|XP_017074185.1|DEUG, LOC108109767|XP_017073929.1|DEUG	LOC119081636|XP_037046587.1|BCOP, LOC119080767|XP_037045226.1|BCOP
OG0000142	LOC108116624|XP_017084090.1|DEUG	LOC119069777|XP_037029851.1|BCOP
OG0000142	LOC108103419|XP_017064365.1|DEUG	LOC119068456|XP_037027931.1|BCOP
OG0000143	LOC108108638|XP_017072228.1|DEUG	LOC119079862|XP_037043834.1|BCOP
OG0000143	LOC108108427|XP_017071968.1|DEUG	LOC119072167|XP_037033223.1|BCOP, LOC119075078|XP_037037365.1|BCOP, LOC119082915|XP_037048466.1|BCOP, LOC119083819|XP_037049510.1|BCOP, LOC119082946|XP_037048492.1|BCOP, LOC119071652|XP_037032507.1|BCOP, LOC119078755|XP_037042355.1|BCOP
OG0000144	LOC108116153|XP_017083378.1|DEUG	LOC119076752|XP_037039594.1|BCOP
OG0000144	LOC108102991|XP_017063793.1|DEUG	LOC119077624|XP_037040733.1|BCOP
OG0000145	LOC108103172|XP_017064046.1|DEUG, LOC108118396|XP_017086561.1|DEUG, LOC108118475|XP_017086691.1|DEUG	LOC119066144|XP_037024335.1|BCOP
OG0000147	LOC108104138|XP_017065528.1|DEUG	LOC119077121|XP_037040187.1|BCOP
OG0000147	LOC108113204|XP_017079230.1|DEUG, LOC108113214|XP_017079257.1|DEUG	LOC119083723|XP_037049415.1|BCOP
OG0000148	LOC108110466|XP_017075022.1|DEUG	LOC119072936|XP_037034156.1|BCOP
OG0000148	LOC108110421|XP_017074977.1|DEUG	LOC119081118|XP_037045757.1|BCOP, LOC119080775|XP_037045238.1|BCOP
OG0000149	LOC108112239|XP_017077549.1|DEUG, LOC108105100|XP_017067024.1|DEUG	LOC119081141|XP_037045781.1|BCOP, LOC119078064|XP_037041400.1|BCOP, LOC119074697|XP_037036878.1|BCOP, LOC119074699|XP_037036882.1|BCOP, LOC119074696|XP_037036877.1|BCOP, LOC119067511|XP_037026418.1|BCOP, LOC119069831|XP_037029894.1|BCOP, LOC119079233|XP_037042919.1|BCOP, LOC119076031|XP_037038586.1|BCOP, LOC119074704|XP_037036887.1|BCOP, LOC119078972|XP_037042619.1|BCOP, LOC119066652|XP_037025122.1|BCOP, LOC119078268|XP_037041662.1|BCOP, LOC119078270|XP_037041663.1|BCOP, LOC119072648|XP_037033800.1|BCOP, LOC119084968|XP_037051016.1|BCOP
OG0000152	LOC108115981|XP_017083130.1|DEUG, LOC108116629|XP_017084097.1|DEUG, LOC108115980|XP_017083128.1|DEUG, LOC108115979|XP_017083126.1|DEUG	LOC119069768|XP_037029799.1|BCOP, LOC119083779|XP_037049473.1|BCOP
OG0000154	LOC108115705|XP_017082765.1|DEUG, LOC108115703|XP_017082764.1|DEUG, LOC108104278|XP_017065729.1|DEUG	LOC119066036|XP_037024149.1|BCOP, LOC119080323|XP_037044538.1|BCOP, LOC119078752|XP_037042348.1|BCOP, LOC119077199|XP_037040275.1|BCOP, LOC119077198|XP_037040273.1|BCOP, LOC119077197|XP_037040272.1|BCOP, LOC119078144|XP_037041514.1|BCOP, LOC119078143|XP_037041513.1|BCOP, LOC119082885|XP_037048439.1|BCOP, LOC119078535|XP_037041997.1|BCOP, LOC119068873|XP_037028607.1|BCOP, LOC119073600|XP_037035068.1|BCOP, LOC119076693|XP_037039497.1|BCOP, LOC119078164|XP_037041534.1|BCOP
OG0000155	LOC108104904|XP_017066726.1|DEUG, LOC108102721|XP_017063350.1|DEUG, LOC108102717|XP_017063345.1|DEUG	LOC119070504|XP_037030760.1|BCOP
OG0000157	LOC108104466|XP_017066019.1|DEUG, LOC108104463|XP_017066016.1|DEUG, LOC108104458|XP_017066010.1|DEUG	LOC119081533|XP_037046430.1|BCOP
OG0000158	LOC108109175|XP_017073090.1|DEUG, LOC108102719|XP_017063348.1|DEUG, LOC108102720|XP_017063349.1|DEUG	LOC119066838|XP_037025433.1|BCOP
OG0000159	LOC108116759|XP_017084269.1|DEUG	LOC119071737|XP_037032662.1|BCOP
OG0000159	LOC108108590|XP_017072173.1|DEUG	LOC119070684|XP_037031027.1|BCOP
OG0000160	LOC108109583|XP_017073648.1|DEUG, LOC108109571|XP_017073636.1|DEUG	LOC119074814|XP_037036998.1|BCOP, LOC119073756|XP_037035310.1|BCOP, LOC119084177|XP_037049932.1|BCOP, LOC119070694|XP_037031041.1|BCOP, LOC119070394|XP_037030608.1|BCOP, LOC119080673|XP_037044998.1|BCOP, LOC119075752|XP_037038189.1|BCOP
OG0000162	LOC108113963|XP_017080166.1|DEUG, LOC108107506|XP_017070537.1|DEUG, LOC108114776|XP_017081375.1|DEUG, LOC108102623|XP_017063221.1|DEUG	LOC119072713|XP_037033879.1|BCOP, LOC119078856|XP_037042461.1|BCOP, LOC119068500|XP_037028039.1|BCOP, LOC119067739|XP_037026798.1|BCOP
OG0000164	LOC108112119|XP_017077358.1|DEUG, LOC108112118|XP_017077357.1|DEUG, LOC108112270|XP_017077582.1|DEUG, LOC108112233|XP_017077543.1|DEUG, LOC108113327|XP_017079373.1|DEUG, LOC108112120|XP_017077360.1|DEUG	LOC119072994|XP_037034213.1|BCOP, LOC119066041|XP_037024160.1|BCOP, LOC119071258|XP_037031999.1|BCOP
OG0000165	LOC108116818|XP_017084356.1|DEUG, LOC108105911|XP_017068174.1|DEUG, LOC108114219|XP_017080545.1|DEUG, LOC108105909|XP_017068171.1|DEUG, LOC108114424|XP_017080940.1|DEUG, LOC108107519|XP_017070549.1|DEUG	LOC119068607|XP_037028159.1|BCOP
OG0000166	LOC108108883|XP_017072590.1|DEUG	LOC119073858|XP_037035618.1|BCOP
OG0000166	LOC108108864|XP_017072570.1|DEUG	LOC119071749|XP_037032679.1|BCOP, LOC119068609|XP_037028163.1|BCOP
OG0000167	LOC108108263|XP_017071710.1|DEUG, LOC108108289|XP_017071781.1|DEUG, LOC108108284|XP_017071775.1|DEUG, LOC108108287|XP_017071779.1|DEUG	LOC119083207|XP_037048770.1|BCOP, LOC119077362|XP_037040434.1|BCOP, LOC119080181|XP_037044302.1|BCOP
OG0000169	LOC108116623|XP_017084089.1|DEUG	LOC119078686|XP_037042236.1|BCOP
OG0000169	LOC108117387|XP_017085271.1|DEUG, LOC108117167|XP_017084933.1|DEUG	LOC119070541|XP_037030812.1|BCOP
OG0000170	LOC108105702|XP_017067901.1|DEUG, LOC108105704|XP_017067904.1|DEUG	LOC119068257|XP_037027690.1|BCOP
OG0000171	LOC108105797|XP_017068018.1|DEUG	LOC119077027|XP_037040036.1|BCOP
OG0000171	LOC108110562|XP_017075149.1|DEUG	LOC119078436|XP_037041851.1|BCOP
OG0000171	LOC108103764|XP_017064873.1|DEUG	LOC119069385|XP_037029335.1|BCOP
OG0000172	LOC108108020|XP_017071368.1|DEUG	LOC119080398|XP_037044615.1|BCOP
OG0000173	LOC108112315|XP_017077631.1|DEUG, LOC108112309|XP_017077623.1|DEUG	LOC119081507|XP_037046410.1|BCOP
OG0000175	LOC108116431|XP_017083815.1|DEUG	LOC119085626|XP_037051954.1|BCOP
OG0000175	LOC108113595|XP_017079737.1|DEUG, LOC108113596|XP_017079739.1|DEUG, LOC108113597|XP_017079740.1|DEUG	LOC119085691|XP_037052033.1|BCOP, LOC119085693|XP_037052034.1|BCOP, LOC119085697|XP_037052041.1|BCOP, LOC119080410|XP_037044644.1|BCOP, LOC119080343|XP_037044539.1|BCOP, LOC119085694|XP_037052035.1|BCOP
OG0000177	LOC108103001|XP_017063808.1|DEUG, LOC108114838|XP_017081474.1|DEUG	LOC119070258|XP_037030426.1|BCOP
OG0000177	LOC108116050|XP_017083238.1|DEUG	LOC119067483|XP_037026379.1|BCOP
OG0000177	LOC108105981|XP_017068298.1|DEUG	LOC119079898|XP_037043882.1|BCOP
OG0000179	LOC108104857|XP_017066666.1|DEUG, LOC108106368|XP_017068841.1|DEUG	LOC119081914|XP_037047044.1|BCOP, LOC119079040|XP_037042722.1|BCOP
OG0000179	LOC108105864|XP_017068126.1|DEUG	LOC119071177|XP_037031839.1|BCOP
OG0000181	LOC108115009|XP_017081740.1|DEUG	LOC119080812|XP_037045279.1|BCOP
OG0000182	LOC108115246|XP_017082091.1|DEUG	LOC119074666|XP_037036843.1|BCOP
OG0000182	LOC108115346|XP_017082257.1|DEUG, LOC108115347|XP_017082258.1|DEUG	LOC119072417|XP_037033532.1|BCOP
OG0000183	LOC108118505|XP_017086733.1|DEUG, LOC108115940|XP_017083066.1|DEUG, LOC108114022|XP_017080258.1|DEUG, LOC108117378|XP_017085255.1|DEUG	LOC119083232|XP_037048788.1|BCOP, LOC119079322|XP_037043012.1|BCOP, LOC119082279|XP_037047650.1|BCOP, LOC119079306|XP_037042991.1|BCOP, LOC119074141|XP_037036033.1|BCOP
OG0000184	LOC108118335|XP_017086459.1|DEUG, LOC108118334|XP_017086458.1|DEUG	LOC119076294|XP_037038852.1|BCOP, LOC119080732|XP_037045167.1|BCOP, LOC119076296|XP_037038854.1|BCOP, LOC119076297|XP_037038856.1|BCOP, LOC119066302|XP_037024577.1|BCOP, LOC119075336|XP_037037661.1|BCOP, LOC119081707|XP_037046712.1|BCOP, LOC119076295|XP_037038853.1|BCOP
OG0000185	LOC108110586|XP_017075172.1|DEUG, LOC108113011|XP_017078918.1|DEUG, LOC108113655|XP_017079815.1|DEUG, LOC108113012|XP_017078920.1|DEUG	LOC119068042|XP_037027302.1|BCOP, LOC119084360|XP_037050204.1|BCOP, LOC119067542|XP_037026494.1|BCOP
OG0000186	LOC108117608|XP_017085621.1|DEUG, LOC108117612|XP_017085627.1|DEUG	LOC119068740|XP_037028338.1|BCOP
OG0000187	LOC108117409|XP_017085306.1|DEUG	LOC119081594|XP_037046524.1|BCOP, LOC119065977|XP_037024079.1|BCOP
OG0000188	LOC108116245|XP_017083525.1|DEUG, LOC108116287|XP_017083563.1|DEUG, LOC108103618|XP_017064651.1|DEUG, LOC108104933|XP_017066776.1|DEUG	LOC119068165|XP_037027542.1|BCOP, LOC119069968|XP_037030100.1|BCOP, LOC119082622|XP_037048079.1|BCOP
OG0000189	LOC108110808|XP_017075528.1|DEUG	LOC119066285|XP_037024548.1|BCOP, LOC119082491|XP_037047904.1|BCOP
OG0000189	LOC108105434|XP_017067507.1|DEUG	LOC119074481|XP_037036522.1|BCOP
OG0000190	LOC108103891|XP_017065116.1|DEUG	LOC119068106|XP_037027437.1|BCOP
OG0000191	LOC108113132|XP_017079125.1|DEUG, LOC108112125|XP_017077364.1|DEUG	LOC119072311|XP_037033390.1|BCOP, LOC119073852|XP_037035601.1|BCOP
OG0000192	LOC108116312|XP_017083591.1|DEUG, LOC108114095|XP_017080343.1|DEUG, LOC108114035|XP_017080270.1|DEUG	LOC119077265|XP_037040308.1|BCOP, LOC119083344|XP_037048933.1|BCOP, LOC119070534|XP_037030807.1|BCOP
OG0000193	LOC108111230|XP_017076121.1|DEUG, LOC108110615|XP_017075203.1|DEUG, LOC108107714|XP_017070812.1|DEUG	LOC119066429|XP_037024804.1|BCOP
OG0000195	LOC108109234|XP_017073195.1|DEUG	LOC119076914|XP_037039826.1|BCOP, LOC119076911|XP_037039824.1|BCOP, LOC119076913|XP_037039825.1|BCOP, LOC119076915|XP_037039827.1|BCOP
OG0000196	LOC108118467|XP_017086678.1|DEUG	LOC119076987|XP_037039987.1|BCOP, LOC119076970|XP_037039959.1|BCOP
OG0000197	LOC108104331|XP_017065807.1|DEUG	LOC119074868|XP_037037087.1|BCOP
OG0000197	LOC108104340|XP_017065823.1|DEUG	LOC119074875|XP_037037107.1|BCOP
OG0000197	LOC108104326|XP_017065800.1|DEUG	LOC119074871|XP_037037089.1|BCOP
OG0000198	LOC108111903|XP_017077030.1|DEUG, LOC108106219|XP_017068633.1|DEUG, LOC108106220|XP_017068635.1|DEUG, LOC108106221|XP_017068636.1|DEUG	LOC119070667|XP_037030999.1|BCOP
OG0000200	LOC108116098|XP_017083305.1|DEUG, LOC108116028|XP_017083204.1|DEUG, LOC108116073|XP_017083277.1|DEUG	LOC119083328|XP_037048913.1|BCOP
OG0000201	LOC108115578|XP_017082578.1|DEUG, LOC108115723|XP_017082785.1|DEUG	LOC119081249|XP_037045880.1|BCOP, LOC119080245|XP_037044388.1|BCOP, LOC119084456|XP_037050333.1|BCOP, LOC119084280|XP_037050099.1|BCOP
OG0000202	LOC108105297|XP_017067280.1|DEUG	LOC119074650|XP_037036823.1|BCOP
OG0000202	LOC108113988|XP_017080219.1|DEUG, LOC108113989|XP_017080220.1|DEUG	LOC119086010|XP_037052481.1|BCOP
OG0000203	LOC108112094|XP_017077332.1|DEUG, LOC108113373|XP_017079430.1|DEUG, LOC108112195|XP_017077496.1|DEUG	LOC119071700|XP_037032582.1|BCOP
OG0000205	LOC108105553|XP_017067681.1|DEUG, LOC108117189|XP_017084979.1|DEUG	LOC119069914|XP_037030030.1|BCOP
OG0000206	LOC108107208|XP_017070113.1|DEUG	LOC119086016|XP_037052485.1|BCOP
OG0000206	LOC108104033|XP_017065357.1|DEUG	LOC119085366|XP_037051641.1|BCOP
OG0000206	LOC108107200|XP_017070106.1|DEUG	LOC119066120|XP_037024298.1|BCOP
OG0000207	LOC108107617|XP_017070675.1|DEUG, LOC108107572|XP_017070621.1|DEUG	LOC119084595|XP_037050539.1|BCOP
OG0000207	LOC108108188|XP_017071623.1|DEUG	LOC119076700|XP_037039507.1|BCOP, LOC119074470|XP_037036507.1|BCOP, LOC119075240|XP_037037530.1|BCOP, LOC119070997|XP_037031486.1|BCOP
