Orthogroup	DEUG.longest_only	CQUI.longest_only
OG0000089	LOC108114313|XP_017080713.1|DEUG	LOC6036223|XP_001846298.2|CQUI, LOC6036139|XP_038118377.1|CQUI
OG0000090	LOC108104816|XP_017066589.1|DEUG, LOC108104868|XP_017066681.1|DEUG, LOC108107791|XP_017070990.1|DEUG, LOC108102781|XP_017063431.1|DEUG	LOC6048426|XP_038107457.1|CQUI, LOC6048423|XP_038106295.1|CQUI
OG0000091	LOC108116035|XP_017083214.1|DEUG	LOC6037334|XP_038105758.1|CQUI
OG0000091	LOC108104140|XP_017065530.1|DEUG, LOC108116874|XP_017084454.1|DEUG, LOC108117005|XP_017084662.1|DEUG	LOC6034718|XP_038115256.1|CQUI
OG0000093	LOC108106152|XP_017068542.1|DEUG	LOC6032151|XP_001842804.1|CQUI, LOC6039544|XP_001849142.2|CQUI
OG0000094	LOC108113907|XP_017080103.1|DEUG, LOC108115240|XP_017082086.1|DEUG	LOC6036946|XP_038120531.1|CQUI, LOC6036948|XP_038120528.1|CQUI, LOC6052036|XP_038120533.1|CQUI, LOC119768838|XP_038116183.1|CQUI, LOC6054728|XP_001870597.2|CQUI, LOC6052393|XP_001868672.1|CQUI, LOC6052389|XP_001868673.2|CQUI, LOC6036596|XP_038120440.1|CQUI, LOC6036597|XP_001846629.2|CQUI, LOC6046778|XP_001863915.2|CQUI, LOC6053269|XP_038104508.1|CQUI, LOC6053270|XP_001869386.2|CQUI, LOC6038134|XP_001847967.2|CQUI, LOC6039930|XP_001849428.2|CQUI
OG0000098	LOC108111754|XP_017076799.1|DEUG	LOC6045359|XP_001862746.1|CQUI, LOC6045356|XP_038104997.1|CQUI
OG0000099	LOC108103645|XP_017064690.1|DEUG	LOC6042285|XP_001851422.2|CQUI, LOC6054549|XP_038116742.1|CQUI, LOC6042289|XP_038114746.1|CQUI
OG0000101	LOC108108528|XP_017072088.1|DEUG, LOC108108399|XP_017071941.1|DEUG, LOC108108398|XP_017071939.1|DEUG, LOC108108525|XP_017072086.1|DEUG, LOC108108529|XP_017072089.1|DEUG, LOC108108526|XP_017072087.1|DEUG	LOC6031031|XP_038120612.1|CQUI
OG0000102	LOC108112823|XP_017078615.1|DEUG	LOC6042849|XP_038117049.1|CQUI, LOC6037140|XP_001847080.2|CQUI, LOC6036514|XP_038106639.1|CQUI, LOC6050891|XP_001867414.2|CQUI, LOC6050894|XP_038117044.1|CQUI
OG0000102	LOC108104532|XP_017066151.1|DEUG, LOC108113630|XP_017079787.1|DEUG, LOC108112196|XP_017077498.1|DEUG, LOC108112194|XP_017077494.1|DEUG	LOC6039374|XP_038104844.1|CQUI
OG0000103	LOC108108264|XP_017071711.1|DEUG, LOC108108575|XP_017072156.1|DEUG, LOC108108573|XP_017072153.1|DEUG, LOC108106655|XP_017069366.1|DEUG	LOC6045942|XP_001863219.2|CQUI, LOC6040622|XP_001849990.2|CQUI, LOC6040623|XP_001849991.2|CQUI, LOC6040621|XP_001849989.2|CQUI, LOC6051635|XP_038111149.1|CQUI
OG0000104	LOC108108275|XP_017071764.1|DEUG, LOC108114429|XP_017080906.1|DEUG	LOC6050831|XP_038120913.1|CQUI, LOC6053183|XP_038120915.1|CQUI
OG0000105	LOC108116860|XP_017084411.1|DEUG, LOC108116802|XP_017084339.1|DEUG, LOC108113904|XP_017080100.1|DEUG, LOC108109406|XP_017073392.1|DEUG, LOC108109430|XP_017073419.1|DEUG, LOC108109438|XP_017073428.1|DEUG	LOC6047452|XP_038116619.1|CQUI
OG0000109	LOC108110457|XP_017075013.1|DEUG, LOC108110593|XP_017075180.1|DEUG	LOC6033915|XP_038109440.1|CQUI, LOC6033917|XP_001844306.2|CQUI, LOC6033910|XP_001844299.2|CQUI, LOC6033911|XP_001844300.2|CQUI, LOC6031197|XP_001842037.2|CQUI, LOC6033913|XP_001844302.2|CQUI
OG0000109	LOC108110528|XP_017075098.1|DEUG, LOC108111190|XP_017076066.1|DEUG	LOC6033920|XP_038105634.1|CQUI, LOC6033912|XP_001844301.1|CQUI
OG0000110	LOC108102707|XP_017063338.1|DEUG, LOC108102709|XP_017063339.1|DEUG, LOC108102713|XP_017063342.1|DEUG, LOC108102757|XP_017063405.1|DEUG	LOC6043136|XP_001856160.2|CQUI, LOC6043134|XP_001856143.2|CQUI, LOC6043130|XP_001856154.2|CQUI
OG0000111	LOC108108929|XP_017072669.1|DEUG, LOC108108945|XP_017072689.1|DEUG, LOC108108912|XP_017072651.1|DEUG, LOC108108887|XP_017072593.1|DEUG	LOC6047827|XP_001864828.1|CQUI, LOC6045849|XP_001863137.1|CQUI, LOC6045843|XP_001863132.1|CQUI, LOC6045847|XP_001863135.1|CQUI, LOC119768008|XP_038114190.1|CQUI, LOC6053278|XP_038106379.1|CQUI
OG0000112	LOC108117698|XP_017085724.1|DEUG, LOC108103986|XP_017065262.1|DEUG, LOC108109712|XP_017073832.1|DEUG, LOC108109713|XP_017073833.1|DEUG	LOC6049010|XP_001865843.2|CQUI, LOC6049009|XP_001865842.2|CQUI
OG0000113	LOC108115278|XP_017082125.1|DEUG, LOC108106859|XP_017069592.1|DEUG, LOC108115254|XP_017082100.1|DEUG, LOC108103515|XP_017064515.1|DEUG	LOC6046965|XP_001864079.2|CQUI, LOC6044592|XP_001862083.2|CQUI
OG0000117	LOC108105784|XP_017067999.1|DEUG, LOC108105785|XP_017068000.1|DEUG, LOC108105786|XP_017068001.1|DEUG, LOC108105788|XP_017068004.1|DEUG	LOC6044863|XP_001862308.2|CQUI, LOC6044862|XP_001862307.2|CQUI
OG0000118	LOC108102545|XP_017063093.1|DEUG, LOC108102520|XP_017063045.1|DEUG, LOC108105815|XP_017068045.1|DEUG	LOC6033809|XP_001844207.2|CQUI, LOC6033806|XP_001844204.2|CQUI, LOC6033808|XP_001844206.2|CQUI, LOC6033807|XP_001844205.2|CQUI, LOC6041750|XP_038121892.1|CQUI, LOC6053902|XP_001869908.1|CQUI, LOC6053959|XP_001869955.1|CQUI
OG0000119	LOC108108384|XP_017071922.1|DEUG, LOC108108359|XP_017071890.1|DEUG, LOC108108370|XP_017071907.1|DEUG	LOC6044949|XP_001862378.2|CQUI, LOC6046977|XP_001864093.2|CQUI, LOC119769962|XP_038119808.1|CQUI, LOC6046996|XP_038106290.1|CQUI, LOC6033931|XP_001844320.2|CQUI
OG0000120	LOC108105484|XP_017067590.1|DEUG	LOC6045947|XP_001863227.1|CQUI
OG0000120	LOC108106341|XP_017068810.1|DEUG	LOC6036207|XP_038120021.1|CQUI
OG0000121	LOC108103118|XP_017063973.1|DEUG, LOC108103117|XP_017063972.1|DEUG, LOC108105232|XP_017067189.1|DEUG, LOC108105221|XP_017067172.1|DEUG, LOC108105223|XP_017067174.1|DEUG, LOC108114347|XP_017080817.1|DEUG, LOC108105242|XP_017067206.1|DEUG, LOC108111651|XP_017076671.1|DEUG	LOC6033966|XP_001844354.1|CQUI
OG0000122	LOC108111528|XP_017076541.1|DEUG, LOC108117063|XP_017084727.1|DEUG, LOC108104772|XP_017066497.1|DEUG, LOC108110643|XP_017075233.1|DEUG	LOC6053007|XP_038121709.1|CQUI, LOC6045479|XP_038121706.1|CQUI
OG0000123	LOC108107365|XP_017070356.1|DEUG, LOC108116839|XP_017084384.1|DEUG, LOC108116125|XP_017083337.1|DEUG, LOC108116124|XP_017083336.1|DEUG, LOC108116127|XP_017083340.1|DEUG	LOC6053923|XP_001869927.2|CQUI, LOC6038440|XP_038105029.1|CQUI
OG0000124	LOC108112716|XP_017078437.1|DEUG, LOC108104451|XP_017066003.1|DEUG, LOC108104471|XP_017066025.1|DEUG, LOC108104442|XP_017065992.1|DEUG	LOC6034071|XP_001844446.1|CQUI
OG0000125	LOC108116946|XP_017084583.1|DEUG	LOC6045001|XP_038105443.1|CQUI
OG0000126	LOC108111313|XP_017076197.1|DEUG, LOC108105748|XP_017067954.1|DEUG	LOC119766922|XP_038109348.1|CQUI, LOC119767501|XP_038112167.1|CQUI, LOC6035903|XP_001846016.1|CQUI
OG0000127	LOC108115091|XP_017081827.1|DEUG, LOC108115096|XP_017081833.1|DEUG, LOC108115084|XP_017081821.1|DEUG, LOC108115089|XP_017081825.1|DEUG	LOC6037843|XP_038111453.1|CQUI
OG0000128	LOC108109273|XP_017073251.1|DEUG, LOC108109071|XP_017072912.1|DEUG, LOC108115073|XP_017081810.1|DEUG	LOC6043355|XP_038120797.1|CQUI
OG0000129	LOC108109745|XP_017073897.1|DEUG, LOC108114735|XP_017081334.1|DEUG, LOC108111075|XP_017075896.1|DEUG, LOC108106618|XP_017069311.1|DEUG, LOC108109744|XP_017073896.1|DEUG	LOC6040494|XP_038119684.1|CQUI
OG0000130	LOC108107960|XP_017071288.1|DEUG, LOC108107809|XP_017071029.1|DEUG, LOC108108154|XP_017071576.1|DEUG, LOC108108122|XP_017071527.1|DEUG	LOC6037744|XP_001847624.2|CQUI
OG0000132	LOC108104035|XP_017065359.1|DEUG, LOC108104026|XP_017065347.1|DEUG, LOC108105278|XP_017067256.1|DEUG	LOC6031739|XP_001842458.2|CQUI, LOC6047828|XP_038122241.1|CQUI, LOC6046245|XP_001863473.2|CQUI
OG0000133	LOC108109610|XP_017073662.1|DEUG	LOC119770440|XP_038121292.1|CQUI, LOC119770283|XP_038120801.1|CQUI, LOC119770622|XP_038121774.1|CQUI, LOC119765086|XP_038104146.1|CQUI, LOC119769630|XP_038118746.1|CQUI
OG0000134	LOC108109201|XP_017073131.1|DEUG	LOC6052953|XP_038113348.1|CQUI
OG0000134	LOC108110874|XP_017075610.1|DEUG	LOC6033339|XP_001843803.1|CQUI
OG0000137	LOC108115329|XP_017082228.1|DEUG	LOC6042021|XP_038106251.1|CQUI
OG0000137	LOC108114102|XP_017080350.1|DEUG	LOC6050896|XP_001867417.2|CQUI, LOC6048049|XP_001865019.2|CQUI
OG0000137	LOC108109729|XP_017073863.1|DEUG	LOC6035609|XP_038118403.1|CQUI
OG0000139	LOC108107704|XP_017070799.1|DEUG, LOC108105947|XP_017068232.1|DEUG, LOC108113052|XP_017078971.1|DEUG, LOC108102538|XP_017063082.1|DEUG, LOC108117685|XP_017085701.1|DEUG	LOC6040185|XP_001849635.2|CQUI
OG0000140	LOC108115857|XP_017082972.1|DEUG	LOC6041558|XP_038112888.1|CQUI, LOC6041579|XP_001850789.2|CQUI, LOC6041547|XP_001850792.2|CQUI, LOC119766314|XP_038106714.1|CQUI, LOC119767434|XP_038111961.1|CQUI, LOC6035171|XP_038113706.1|CQUI, LOC6032065|XP_001842731.2|CQUI, LOC6032062|XP_001842728.2|CQUI, LOC6032063|XP_001842729.2|CQUI, LOC6032064|XP_001842730.2|CQUI
OG0000141	LOC108109843|XP_017074085.1|DEUG, LOC108109891|XP_017074182.1|DEUG, LOC108109892|XP_017074185.1|DEUG, LOC108109767|XP_017073929.1|DEUG	LOC6030837|XP_001841701.2|CQUI
OG0000142	LOC108116624|XP_017084090.1|DEUG	LOC6039236|XP_038120121.1|CQUI
OG0000142	LOC108103419|XP_017064365.1|DEUG	LOC6048699|XP_038103996.1|CQUI
OG0000143	LOC108108638|XP_017072228.1|DEUG	LOC6041351|XP_038120395.1|CQUI
OG0000143	LOC108108427|XP_017071968.1|DEUG	LOC6035677|XP_001845811.2|CQUI, LOC6035675|XP_038108137.1|CQUI, LOC6035038|XP_001845280.2|CQUI, LOC6035039|XP_001845281.2|CQUI, LOC6035847|XP_001845963.1|CQUI, LOC6035846|XP_001845962.2|CQUI, LOC6035849|XP_001845965.2|CQUI
OG0000144	LOC108116153|XP_017083378.1|DEUG	LOC6048354|XP_038114540.1|CQUI
OG0000144	LOC108102991|XP_017063793.1|DEUG	LOC6039460|XP_038119712.1|CQUI
OG0000145	LOC108103172|XP_017064046.1|DEUG, LOC108118396|XP_017086561.1|DEUG, LOC108118475|XP_017086691.1|DEUG	LOC6034353|XP_001844672.2|CQUI, LOC6034352|XP_001844671.2|CQUI, LOC6034354|XP_001844673.2|CQUI
OG0000147	LOC108104138|XP_017065528.1|DEUG	LOC6042249|XP_001851387.2|CQUI
OG0000147	LOC108113204|XP_017079230.1|DEUG, LOC108113214|XP_017079257.1|DEUG	LOC6040894|XP_001850222.1|CQUI, LOC6040889|XP_001850217.2|CQUI
OG0000148	LOC108110466|XP_017075022.1|DEUG	LOC6031471|XP_038111140.1|CQUI
OG0000148	LOC108110421|XP_017074977.1|DEUG	LOC6034204|XP_001844558.2|CQUI, LOC6037070|XP_001847026.2|CQUI, LOC6037073|XP_001847028.2|CQUI
OG0000149	LOC108112239|XP_017077549.1|DEUG, LOC108105100|XP_017067024.1|DEUG	LOC6043192|XP_001857294.2|CQUI, LOC6043193|XP_001857301.1|CQUI, LOC119765102|XP_038104173.1|CQUI, LOC6039903|XP_001849401.2|CQUI, LOC119771195|XP_038122793.1|CQUI, LOC6040317|XP_001849728.2|CQUI, LOC6043197|XP_001857326.2|CQUI, LOC119771197|XP_038122795.1|CQUI, LOC6043198|XP_001857330.2|CQUI, LOC6049956|XP_001866636.2|CQUI, LOC6040329|XP_001849734.1|CQUI, LOC6040328|XP_038116674.1|CQUI, LOC119769966|XP_038119822.1|CQUI, LOC6050689|XP_001867253.2|CQUI, LOC6050688|XP_038122023.1|CQUI, LOC6050687|XP_001867251.2|CQUI
OG0000152	LOC108115981|XP_017083130.1|DEUG, LOC108116629|XP_017084097.1|DEUG, LOC108115980|XP_017083128.1|DEUG, LOC108115979|XP_017083126.1|DEUG	LOC6031785|XP_038110277.1|CQUI
OG0000153	LOC108111678|XP_017076704.1|DEUG, LOC108111649|XP_017076669.1|DEUG, LOC108111679|XP_017076705.1|DEUG, LOC108111639|XP_017076659.1|DEUG, LOC108111677|XP_017076703.1|DEUG	LOC6049015|XP_001865847.2|CQUI, LOC6049018|XP_001865848.2|CQUI, LOC119769723|XP_038119111.1|CQUI, LOC6049029|XP_001865845.2|CQUI, LOC119770684|XP_038121939.1|CQUI, LOC119770580|XP_038121678.1|CQUI
OG0000154	LOC108115705|XP_017082765.1|DEUG, LOC108115703|XP_017082764.1|DEUG, LOC108104278|XP_017065729.1|DEUG	LOC6032257|XP_038121032.1|CQUI, LOC6032255|XP_038121024.1|CQUI, LOC6032258|XP_038121023.1|CQUI
OG0000155	LOC108104904|XP_017066726.1|DEUG, LOC108102721|XP_017063350.1|DEUG, LOC108102717|XP_017063345.1|DEUG	LOC6034669|XP_038106203.1|CQUI, LOC6034668|XP_001844956.2|CQUI, LOC119767849|XP_038113450.1|CQUI, LOC6034667|XP_001844955.1|CQUI
OG0000157	LOC108104466|XP_017066019.1|DEUG, LOC108104463|XP_017066016.1|DEUG, LOC108104458|XP_017066010.1|DEUG	LOC6050381|XP_001867001.1|CQUI, LOC6050383|XP_001867002.2|CQUI
OG0000158	LOC108109175|XP_017073090.1|DEUG, LOC108102719|XP_017063348.1|DEUG, LOC108102720|XP_017063349.1|DEUG	LOC6042054|XP_001851208.2|CQUI, LOC6042055|XP_038116702.1|CQUI, LOC6042053|XP_038120467.1|CQUI, LOC6031218|XP_038106918.1|CQUI
OG0000159	LOC108116759|XP_017084269.1|DEUG	LOC6035691|XP_001845825.1|CQUI, LOC6035690|XP_001845824.1|CQUI
OG0000159	LOC108108590|XP_017072173.1|DEUG, LOC108118237|XP_017086310.1|DEUG	LOC6035692|XP_038109533.1|CQUI
OG0000160	LOC108109583|XP_017073648.1|DEUG, LOC108109571|XP_017073636.1|DEUG	LOC6040497|XP_001849883.2|CQUI, LOC119768691|XP_038115195.1|CQUI, LOC6040498|XP_001849884.2|CQUI, LOC6035524|XP_038105193.1|CQUI, LOC6032051|XP_001842717.2|CQUI
OG0000162	LOC108113963|XP_017080166.1|DEUG, LOC108107506|XP_017070537.1|DEUG, LOC108114776|XP_017081375.1|DEUG, LOC108102623|XP_017063221.1|DEUG	LOC6046631|XP_038112966.1|CQUI, LOC6046627|XP_038109690.1|CQUI
OG0000163	LOC108104731|XP_017066457.1|DEUG, LOC108111189|XP_017076065.1|DEUG, LOC108103939|XP_017065186.1|DEUG	LOC6041440|XP_001850700.2|CQUI, LOC6030842|XP_038120918.1|CQUI, LOC6041945|XP_038120192.1|CQUI, LOC6038418|XP_001848222.2|CQUI, LOC6052852|XP_038119915.1|CQUI, LOC6041441|XP_001850701.2|CQUI
OG0000165	LOC108116818|XP_017084356.1|DEUG, LOC108105911|XP_017068174.1|DEUG, LOC108114219|XP_017080545.1|DEUG, LOC108105909|XP_017068171.1|DEUG, LOC108114424|XP_017080940.1|DEUG, LOC108107519|XP_017070549.1|DEUG	LOC6047029|XP_001864139.1|CQUI, LOC119767095|XP_038110641.1|CQUI
OG0000166	LOC108108864|XP_017072570.1|DEUG	LOC6030832|XP_001841678.2|CQUI, LOC119769675|XP_038118933.1|CQUI, LOC6035618|XP_001845767.2|CQUI
OG0000169	LOC108116623|XP_017084089.1|DEUG	LOC6047014|XP_001864125.2|CQUI
OG0000169	LOC108117387|XP_017085271.1|DEUG, LOC108117167|XP_017084933.1|DEUG	LOC6047012|XP_001864123.2|CQUI, LOC6047013|XP_038120194.1|CQUI
OG0000170	LOC108105702|XP_017067901.1|DEUG, LOC108105704|XP_017067904.1|DEUG	LOC6034827|XP_001845098.2|CQUI, LOC6037029|XP_001846992.2|CQUI, LOC6037030|XP_001846993.2|CQUI, LOC119766421|XP_038106884.1|CQUI
OG0000171	LOC108105797|XP_017068018.1|DEUG	LOC6049441|XP_038114112.1|CQUI
OG0000171	LOC108110562|XP_017075149.1|DEUG	LOC6043756|XP_038110408.1|CQUI
OG0000171	LOC108103764|XP_017064873.1|DEUG	LOC6051581|XP_038105341.1|CQUI
OG0000172	LOC108108020|XP_017071368.1|DEUG	LOC6032888|XP_038115797.1|CQUI
OG0000173	LOC108112315|XP_017077631.1|DEUG, LOC108112309|XP_017077623.1|DEUG	LOC6049122|XP_038110397.1|CQUI, LOC6049124|XP_038111692.1|CQUI
OG0000174	LOC108112284|XP_017077595.1|DEUG, LOC108110626|XP_017075214.1|DEUG, LOC108112428|XP_017077760.1|DEUG	LOC6047488|XP_038114191.1|CQUI, LOC6033662|XP_038114048.1|CQUI, LOC6047489|XP_001864543.2|CQUI, LOC6047490|XP_001864544.2|CQUI
OG0000175	LOC108116431|XP_017083815.1|DEUG	LOC6042891|XP_038121685.1|CQUI
OG0000175	LOC108113595|XP_017079737.1|DEUG, LOC108113596|XP_017079739.1|DEUG, LOC108113597|XP_017079740.1|DEUG	LOC6033803|XP_001844201.2|CQUI, LOC6033805|XP_001844203.2|CQUI
OG0000177	LOC108103001|XP_017063808.1|DEUG, LOC108114838|XP_017081474.1|DEUG	LOC119765279|XP_038104752.1|CQUI
OG0000177	LOC108116050|XP_017083238.1|DEUG	LOC6044855|XP_038114600.1|CQUI
OG0000178	LOC108105487|XP_017067596.1|DEUG	LOC119770385|XP_038121070.1|CQUI
OG0000179	LOC108104857|XP_017066666.1|DEUG, LOC108106368|XP_017068841.1|DEUG	LOC6045026|XP_038110602.1|CQUI, LOC6045025|XP_001862445.2|CQUI, LOC6045024|XP_001862444.2|CQUI
OG0000179	LOC108105864|XP_017068126.1|DEUG	LOC6054543|XP_038109008.1|CQUI
OG0000181	LOC108115873|XP_017082993.1|DEUG, LOC108113546|XP_017079629.1|DEUG	LOC6049386|XP_001866156.2|CQUI, LOC6040807|XP_001850148.2|CQUI, LOC6040806|XP_001850147.1|CQUI, LOC6040804|XP_001850145.1|CQUI
OG0000182	LOC108115246|XP_017082091.1|DEUG	LOC6045919|XP_038120260.1|CQUI
OG0000182	LOC108115346|XP_017082257.1|DEUG, LOC108115347|XP_017082258.1|DEUG	LOC6049371|XP_001866146.1|CQUI, LOC6049372|XP_001866147.2|CQUI, LOC6046091|XP_001863343.1|CQUI
OG0000183	LOC108118505|XP_017086733.1|DEUG, LOC108115940|XP_017083066.1|DEUG, LOC108114022|XP_017080258.1|DEUG, LOC108117378|XP_017085255.1|DEUG	LOC119770031|XP_038120042.1|CQUI
OG0000184	LOC108118335|XP_017086459.1|DEUG, LOC108118334|XP_017086458.1|DEUG	LOC6033114|XP_001843609.2|CQUI, LOC6033115|XP_038109720.1|CQUI, LOC6033113|XP_038106864.1|CQUI, LOC6042370|XP_001851496.2|CQUI, LOC6042369|XP_001851495.2|CQUI
OG0000185	LOC108110586|XP_017075172.1|DEUG, LOC108113011|XP_017078918.1|DEUG, LOC108113655|XP_017079815.1|DEUG, LOC108113012|XP_017078920.1|DEUG	LOC6044045|XP_001861617.1|CQUI, LOC6051518|XP_001867945.1|CQUI
OG0000186	LOC108117608|XP_017085621.1|DEUG, LOC108117612|XP_017085627.1|DEUG	LOC6043534|XP_038112948.1|CQUI
OG0000188	LOC108116245|XP_017083525.1|DEUG, LOC108116287|XP_017083563.1|DEUG, LOC108103618|XP_017064651.1|DEUG, LOC108104933|XP_017066776.1|DEUG	LOC6048613|XP_038121408.1|CQUI
OG0000189	LOC108110808|XP_017075528.1|DEUG	LOC6031233|XP_038108674.1|CQUI, LOC6049755|XP_038104184.1|CQUI
OG0000189	LOC108105434|XP_017067507.1|DEUG	LOC6040495|XP_038115089.1|CQUI
OG0000190	LOC108103891|XP_017065116.1|DEUG	LOC6053655|XP_038108154.1|CQUI
OG0000191	LOC108113132|XP_017079125.1|DEUG, LOC108112125|XP_017077364.1|DEUG	LOC6048101|XP_038106999.1|CQUI
OG0000192	LOC108116312|XP_017083591.1|DEUG, LOC108114095|XP_017080343.1|DEUG, LOC108114035|XP_017080270.1|DEUG	LOC6041203|XP_038114622.1|CQUI, LOC119770108|XP_038120306.1|CQUI
OG0000193	LOC108111230|XP_017076121.1|DEUG, LOC108110615|XP_017075203.1|DEUG, LOC108107714|XP_017070812.1|DEUG	LOC6037663|XP_038113226.1|CQUI, LOC6047166|XP_038111741.1|CQUI
OG0000194	LOC108108935|XP_017072678.1|DEUG, LOC108108861|XP_017072567.1|DEUG, LOC108108862|XP_017072568.1|DEUG, LOC108108978|XP_017072723.1|DEUG, LOC108109055|XP_017072862.1|DEUG, LOC108109053|XP_017072860.1|DEUG, LOC108108991|XP_017072738.1|DEUG, LOC108108860|XP_017072566.1|DEUG, LOC108108853|XP_017072559.1|DEUG	LOC119767854|XP_038113466.1|CQUI
OG0000195	LOC108109234|XP_017073195.1|DEUG	LOC6041450|XP_001850708.2|CQUI
OG0000195	LOC108105410|XP_017067446.1|DEUG, LOC108106786|XP_017069519.1|DEUG	LOC6032919|XP_001843442.1|CQUI
OG0000196	LOC108118482|XP_017086703.1|DEUG, LOC108118491|XP_017086714.1|DEUG	LOC6036352|XP_038110858.1|CQUI
OG0000196	LOC108118467|XP_017086678.1|DEUG	LOC6049487|XP_038113426.1|CQUI
OG0000197	LOC108104331|XP_017065807.1|DEUG	LOC6039214|XP_001848855.1|CQUI
OG0000197	LOC108104340|XP_017065823.1|DEUG	LOC6039207|XP_038122040.1|CQUI
OG0000197	LOC108104326|XP_017065800.1|DEUG	LOC6032716|XP_038122035.1|CQUI
OG0000200	LOC108116098|XP_017083305.1|DEUG, LOC108116028|XP_017083204.1|DEUG, LOC108116073|XP_017083277.1|DEUG	LOC6048961|XP_038122842.1|CQUI
OG0000201	LOC108115578|XP_017082578.1|DEUG, LOC108115723|XP_017082785.1|DEUG	LOC6047517|XP_001864567.2|CQUI, LOC6037052|XP_001847011.2|CQUI, LOC6037054|XP_038121453.1|CQUI, LOC6050055|XP_038112279.1|CQUI
OG0000202	LOC108105297|XP_017067280.1|DEUG	LOC6040476|XP_001849862.1|CQUI
OG0000203	LOC108112094|XP_017077332.1|DEUG, LOC108113373|XP_017079430.1|DEUG, LOC108112195|XP_017077496.1|DEUG	LOC6049238|XP_038119741.1|CQUI
OG0000205	LOC108105553|XP_017067681.1|DEUG, LOC108117189|XP_017084979.1|DEUG	LOC6035536|XP_001845697.1|CQUI, LOC6044737|XP_001862200.1|CQUI, LOC6044735|XP_001862198.2|CQUI, LOC6044690|XP_001862165.2|CQUI, LOC6054360|XP_001870286.1|CQUI, LOC6046259|XP_038114810.1|CQUI, LOC6044740|XP_001862203.1|CQUI
OG0000206	LOC108107208|XP_017070113.1|DEUG	LOC6038367|XP_038114070.1|CQUI
OG0000206	LOC108107200|XP_017070106.1|DEUG	LOC6047129|XP_038112898.1|CQUI
OG0000207	LOC108108188|XP_017071623.1|DEUG	LOC6034541|XP_001844841.2|CQUI, LOC6034542|XP_001844842.1|CQUI, LOC6034517|XP_038112767.1|CQUI, LOC6034540|XP_001844840.2|CQUI, LOC6039162|XP_001848818.2|CQUI
OG0000209	LOC108106824|XP_017069550.1|DEUG, LOC108106074|XP_017068420.1|DEUG, LOC108106177|XP_017068589.1|DEUG, LOC108106823|XP_017069548.1|DEUG, LOC108113087|XP_017079022.1|DEUG	LOC6050655|XP_001867222.2|CQUI, LOC6050656|XP_038117413.1|CQUI
OG0000210	LOC108113372|XP_017079429.1|DEUG, LOC108110735|XP_017075428.1|DEUG, LOC108111250|XP_017076137.1|DEUG, LOC108117417|XP_017085315.1|DEUG	LOC6041925|XP_038122636.1|CQUI, LOC6041920|XP_038105616.1|CQUI, LOC6041957|XP_001851109.2|CQUI
OG0000211	LOC108111762|XP_017076813.1|DEUG	LOC6047469|XP_001864523.2|CQUI
OG0000212	LOC108118340|XP_017086463.1|DEUG, LOC108118330|XP_017086447.1|DEUG, LOC108112702|XP_017078412.1|DEUG, LOC108105192|XP_017067132.1|DEUG	LOC6033117|XP_038106489.1|CQUI
OG0000213	LOC108107975|XP_017071308.1|DEUG, LOC108102362|XP_017062760.1|DEUG	LOC119768740|XP_038115593.1|CQUI, LOC6050674|XP_038116675.1|CQUI, LOC6050675|XP_038116676.1|CQUI, LOC119768932|XP_038116679.1|CQUI, LOC6050679|XP_038116678.1|CQUI, LOC119768933|XP_038116680.1|CQUI, LOC6050683|XP_038116681.1|CQUI
OG0000214	LOC108103160|XP_017064031.1|DEUG, LOC108106596|XP_017069275.1|DEUG, LOC108113535|XP_017079619.1|DEUG	LOC6040777|XP_038112879.1|CQUI
OG0000215	LOC108108687|XP_017072280.1|DEUG, LOC108108812|XP_017072487.1|DEUG, LOC108108793|XP_017072457.1|DEUG	LOC6051195|XP_001867671.2|CQUI, LOC6051200|XP_001867672.2|CQUI, LOC6051199|XP_001867673.2|CQUI
OG0000216	LOC108114315|XP_017080718.1|DEUG, LOC108103615|XP_017064644.1|DEUG	LOC6031177|XP_001842020.2|CQUI
OG0000217	LOC108110307|XP_017074806.1|DEUG	LOC119770824|XP_038122312.1|CQUI, LOC6047954|XP_038117992.1|CQUI, LOC6032413|XP_038113702.1|CQUI
OG0000217	LOC108105645|XP_017067822.1|DEUG, LOC108110306|XP_017074805.1|DEUG, LOC108117844|XP_017085881.1|DEUG, LOC108104341|XP_017065825.1|DEUG, LOC108117913|XP_017085948.1|DEUG, LOC108107274|XP_017070204.1|DEUG	LOC6035862|XP_038110287.1|CQUI
OG0000219	LOC108112726|XP_017078454.1|DEUG, LOC108112727|XP_017078455.1|DEUG, LOC108112725|XP_017078453.1|DEUG	LOC6043970|XP_038118955.1|CQUI
OG0000220	LOC108108283|XP_017071774.1|DEUG, LOC108108280|XP_017071772.1|DEUG, LOC108108277|XP_017071769.1|DEUG	LOC6036563|XP_001846602.2|CQUI, LOC6036561|XP_038121894.1|CQUI
OG0000221	LOC108112757|XP_017078500.1|DEUG, LOC108111658|XP_017076677.1|DEUG, LOC108112756|XP_017078498.1|DEUG	LOC6049123|XP_038110386.1|CQUI, LOC119770641|XP_038121835.1|CQUI, LOC6043132|XP_038120937.1|CQUI
OG0000224	LOC108107294|XP_017070239.1|DEUG	LOC6052515|XP_001868774.2|CQUI, LOC6052516|XP_001868775.2|CQUI, LOC6052512|XP_001868772.2|CQUI, LOC6052510|XP_038108717.1|CQUI
