Orthogroup	DPSE.longest_only	BTRY.longest_only
OG0000043	LOC4803126|XP_001359920.4|DPSE, LOC6897937|XP_002138039.2|DPSE, LOC4803132|XP_001359925.3|DPSE	LOC120766218|XP_039947526.1|BTRY, LOC120782788|XP_039971191.1|BTRY, LOC120782185|XP_039970262.1|BTRY, LOC120782790|XP_039971196.1|BTRY, LOC120782789|XP_039971192.1|BTRY
OG0000044	LOC4802344|XP_001359278.1|DPSE	LOC120772588|XP_039957233.1|BTRY
OG0000044	LOC6897570|XP_033232296.1|DPSE, LOC6899656|XP_033239795.1|DPSE, LOC6897571|XP_033232533.1|DPSE, LOC4802345|XP_001359279.2|DPSE	LOC120777147|XP_039964227.1|BTRY, LOC120772935|XP_039957773.1|BTRY, LOC120772936|XP_039957774.1|BTRY, LOC120772094|XP_039956434.1|BTRY, LOC120772937|XP_039957775.1|BTRY
OG0000044	LOC4802849|XP_001359684.3|DPSE	LOC120782367|XP_039970539.1|BTRY
OG0000045	LOC4812813|XP_033238456.1|DPSE	LOC120777594|XP_039964965.1|BTRY, LOC120778683|XP_039966553.1|BTRY, LOC120778456|XP_039966187.1|BTRY, LOC120777163|XP_039964247.1|BTRY
OG0000045	LOC4813084|XP_001353641.2|DPSE	LOC120778581|XP_039966382.1|BTRY
OG0000045	LOC6900434|XP_002134825.3|DPSE	LOC120778222|XP_039965914.1|BTRY
OG0000045	LOC4816274|XP_001355928.3|DPSE, LOC6900435|XP_002134826.1|DPSE	LOC120777964|XP_039965517.1|BTRY
OG0000047	LOC4803784|XP_001360446.3|DPSE, LOC4803787|XP_001360449.3|DPSE, LOC6898081|XP_002138166.2|DPSE, LOC4805168|XP_001361615.3|DPSE, LOC6903509|XP_002132386.2|DPSE, LOC6902682|XP_002133198.2|DPSE, LOC4805161|XP_001361611.2|DPSE, LOC4813116|XP_001353776.3|DPSE	LOC120775795|XP_039962073.1|BTRY
OG0000048	LOC6900020|XP_002135385.1|DPSE, LOC6900019|XP_002135384.1|DPSE	LOC120778037|XP_039965645.1|BTRY, LOC120778038|XP_039965646.1|BTRY
OG0000048	LOC6900017|XP_033238773.1|DPSE, LOC6900029|XP_033240343.1|DPSE, LOC6900030|XP_002135394.2|DPSE, LOC4812161|XP_001352552.3|DPSE	LOC120770488|XP_039953937.1|BTRY, LOC120782877|XP_039971357.1|BTRY, LOC120777798|XP_039965264.1|BTRY, LOC120778212|XP_039965903.1|BTRY, LOC120777799|XP_039965266.1|BTRY, LOC120778322|XP_039966052.1|BTRY, LOC120778227|XP_039965918.1|BTRY, LOC120778460|XP_039966194.1|BTRY
OG0000048	LOC4812224|XP_033238777.1|DPSE	LOC120770486|XP_039953934.1|BTRY
OG0000049	LOC4800760|XP_001357975.3|DPSE	LOC120782870|XP_039971347.1|BTRY
OG0000049	LOC4800765|XP_001357980.2|DPSE	LOC120782209|XP_039970301.1|BTRY
OG0000049	LOC4800759|XP_001357974.3|DPSE	LOC120781673|XP_039969832.1|BTRY
OG0000049	LOC4800761|XP_001357976.3|DPSE, LOC4800766|XP_001357981.4|DPSE	LOC120782186|XP_039970263.1|BTRY, LOC120782627|XP_039970929.1|BTRY
OG0000049	LOC4800764|XP_001357979.3|DPSE	LOC120772847|XP_039957638.1|BTRY
OG0000050	LOC4805406|XP_001361811.3|DPSE	LOC120776369|XP_039962882.1|BTRY
OG0000050	LOC6899905|XP_002135273.2|DPSE, LOC6899906|XP_002135274.3|DPSE, LOC6899912|XP_033237397.1|DPSE, LOC6899911|XP_002135279.1|DPSE, LOC6899908|XP_033237399.1|DPSE, LOC6899907|XP_033237400.1|DPSE, LOC6899913|XP_002135281.2|DPSE, LOC6899909|XP_033237398.1|DPSE	LOC120778411|XP_039966128.1|BTRY
OG0000051	LOC4802029|XP_001359029.3|DPSE	LOC120776450|XP_039963045.1|BTRY
OG0000051	LOC6896948|XP_002137133.2|DPSE, LOC4800870|XP_001358067.3|DPSE	LOC120782523|XP_039970766.1|BTRY, LOC120766330|XP_039947687.1|BTRY
OG0000051	LOC6897665|XP_002137803.2|DPSE, LOC6897664|XP_033232373.1|DPSE	LOC120774683|XP_039960350.1|BTRY, LOC120766819|XP_039948463.1|BTRY, LOC120766441|XP_039947883.1|BTRY
OG0000052	LOC4801488|XP_001358571.4|DPSE, LOC4801489|XP_001358572.4|DPSE, LOC4803747|XP_001360412.1|DPSE, LOC4803748|XP_001360413.3|DPSE	LOC120771792|XP_039955923.1|BTRY, LOC120772636|XP_039957293.1|BTRY, LOC120772635|XP_039957292.1|BTRY, LOC120772637|XP_039957294.1|BTRY
OG0000053	LOC4803611|XP_001360303.3|DPSE, LOC6898153|XP_002138231.3|DPSE	LOC120770153|XP_039953281.1|BTRY
OG0000053	LOC4803609|XP_001360302.2|DPSE	LOC120770564|XP_039954076.1|BTRY
OG0000053	LOC6898152|XP_002138230.3|DPSE	LOC120770562|XP_039954075.1|BTRY
OG0000053	LOC6898150|XP_002138228.2|DPSE	LOC120771115|XP_039954899.1|BTRY, LOC120772335|XP_039956813.1|BTRY, LOC120771116|XP_039954900.1|BTRY
OG0000054	LOC117183732|XP_033234597.1|DPSE, LOC6898005|XP_002138098.2|DPSE, LOC4803309|XP_001360071.1|DPSE	LOC120766688|XP_039948268.1|BTRY, LOC120773479|XP_039958337.1|BTRY
OG0000054	LOC4803310|XP_001360074.4|DPSE, LOC5384075|XP_033232371.1|DPSE, LOC6898345|XP_002138398.2|DPSE, LOC5384076|XP_001360072.2|DPSE	LOC120766314|XP_039947666.1|BTRY, LOC120771817|XP_039955972.1|BTRY, LOC120766166|XP_039947447.1|BTRY
OG0000056	LOC4800581|XP_015038723.2|DPSE, LOC6896822|XP_002137025.2|DPSE, LOC4800580|XP_001357831.3|DPSE	LOC120773463|XP_039958298.1|BTRY, LOC120773462|XP_039958296.1|BTRY, LOC120773461|XP_039958295.1|BTRY
OG0000056	LOC6897000|XP_002137186.2|DPSE, LOC6896999|XP_002137185.2|DPSE	LOC120775660|XP_039961862.1|BTRY
OG0000058	LOC6902428|XP_002133362.2|DPSE, LOC6902422|XP_002133356.2|DPSE, LOC6898067|XP_002138152.1|DPSE, LOC4816156|XP_001355873.3|DPSE, LOC4816089|XP_001355320.2|DPSE	LOC120778110|XP_039965747.1|BTRY, LOC120778815|XP_039966755.1|BTRY, LOC120777383|XP_039964608.1|BTRY
OG0000059	LOC6897147|XP_002137327.1|DPSE, LOC6897146|XP_033232929.1|DPSE, LOC6897143|XP_033241851.1|DPSE, LOC4801319|XP_001358434.2|DPSE, LOC6897145|XP_002137325.3|DPSE, LOC6897144|XP_002137324.2|DPSE	LOC120780097|XP_039968312.1|BTRY, LOC120780106|XP_039968325.1|BTRY, LOC120775512|XP_039961658.1|BTRY, LOC120778400|XP_039966151.1|BTRY, LOC120781731|XP_039969904.1|BTRY, LOC120782205|XP_039970291.1|BTRY, LOC120766699|XP_039948281.1|BTRY, LOC120782168|XP_039970239.1|BTRY, LOC120775546|XP_039961709.1|BTRY
OG0000060	LOC4816062|XP_001355381.1|DPSE	LOC120775432|XP_039961551.1|BTRY
OG0000060	LOC4800333|XP_033234022.1|DPSE	LOC120768177|XP_039950680.1|BTRY
OG0000061	LOC4816506|XP_001356011.2|DPSE	LOC120768964|XP_039951692.1|BTRY
OG0000061	LOC4816280|XP_001356010.3|DPSE, LOC4816542|XP_001356009.2|DPSE	LOC120768474|XP_039951115.1|BTRY, LOC120768583|XP_039951274.1|BTRY
OG0000062	LOC4814796|XP_001355129.2|DPSE, LOC4816599|XP_001356269.1|DPSE, LOC26533356|XP_015035231.2|DPSE, LOC117183917|XP_033235318.1|DPSE, LOC117183207|XP_033237045.1|DPSE	LOC120769500|XP_039952465.1|BTRY, LOC120766206|XP_039947509.1|BTRY, LOC120779328|XP_039967463.1|BTRY, LOC120775291|XP_039961384.1|BTRY, LOC120771826|XP_039955989.1|BTRY, LOC120769103|XP_039951898.1|BTRY, LOC120767422|XP_039949399.1|BTRY, LOC120767417|XP_039949393.1|BTRY, LOC120767416|XP_039949392.1|BTRY, LOC120767418|XP_039949395.1|BTRY, LOC120767419|XP_039949396.1|BTRY, LOC120767415|XP_039949390.1|BTRY, LOC120767420|XP_039949397.1|BTRY, LOC120767414|XP_039949389.1|BTRY, LOC120767411|XP_039949387.1|BTRY, LOC120776617|XP_039963346.1|BTRY
OG0000063	LOC6897651|XP_002137792.2|DPSE, LOC4802566|XP_001359461.3|DPSE	LOC120774802|XP_039960529.1|BTRY, LOC120775030|XP_039960920.1|BTRY, LOC120776056|XP_039962449.1|BTRY
OG0000063	LOC6900640|XP_002135013.2|DPSE, LOC4813121|XP_001353706.2|DPSE, LOC6900641|XP_002135014.2|DPSE	LOC120782455|XP_039970679.1|BTRY, LOC120777941|XP_039965477.1|BTRY
OG0000064	LOC117183250|XP_033232398.1|DPSE	LOC120766943|XP_039948626.1|BTRY
OG0000064	LOC6903363|XP_002132244.2|DPSE	LOC120773777|XP_039958799.1|BTRY, LOC120779890|XP_039968172.1|BTRY, LOC120773779|XP_039958802.1|BTRY, LOC120779972|XP_039968205.1|BTRY, LOC120768770|XP_039951469.1|BTRY, LOC120770674|XP_039954196.1|BTRY, LOC120781838|XP_039969993.1|BTRY, LOC120774619|XP_039960279.1|BTRY, LOC120773399|XP_039958228.1|BTRY, LOC120766917|XP_039948597.1|BTRY, LOC120780118|XP_039968334.1|BTRY
OG0000065	LOC6896923|XP_002137108.2|DPSE, LOC26533777|XP_015038968.2|DPSE, LOC6898828|XP_033234521.1|DPSE, LOC4800791|XP_001358004.3|DPSE, LOC4800793|XP_001358005.3|DPSE, LOC6896918|XP_002137102.2|DPSE, LOC6896917|XP_002137101.1|DPSE	LOC120779665|XP_039967959.1|BTRY, LOC120779680|XP_039967975.1|BTRY, LOC120782495|XP_039970733.1|BTRY
OG0000066	LOC4814734|XP_001354838.2|DPSE, LOC6897545|XP_002137691.2|DPSE, LOC4801086|XP_001358244.4|DPSE, LOC6903735|XP_002136740.2|DPSE, LOC4803318|XP_001360081.2|DPSE, LOC26533930|XP_015041746.1|DPSE, LOC6902765|XP_033236203.1|DPSE	LOC120773490|XP_039958365.1|BTRY
OG0000067	LOC4813294|XP_001353742.3|DPSE	LOC120778614|XP_039966425.1|BTRY
OG0000067	LOC4805303|XP_001361725.2|DPSE	LOC120772621|XP_039957270.1|BTRY
OG0000067	LOC4813729|XP_001353743.2|DPSE	LOC120778613|XP_039966424.1|BTRY
OG0000068	LOC4815620|XP_015041394.2|DPSE	LOC120776119|XP_039962576.1|BTRY
OG0000069	LOC4804621|XP_033234564.1|DPSE	LOC120769525|XP_039952497.1|BTRY
OG0000069	LOC6897757|XP_002137862.3|DPSE, LOC117184682|XP_033239188.1|DPSE, LOC117184751|XP_033239465.1|DPSE	LOC120779684|XP_039967976.1|BTRY, LOC120780768|XP_039968955.1|BTRY, LOC120768676|XP_039951388.1|BTRY, LOC120782061|XP_039970152.1|BTRY, LOC120779525|XP_039967789.1|BTRY, LOC120768824|XP_039951511.1|BTRY, LOC120781112|XP_039969185.1|BTRY, LOC120768341|XP_039950928.1|BTRY, LOC120779618|XP_039967900.1|BTRY, LOC120768781|XP_039951474.1|BTRY, LOC120779500|XP_039967726.1|BTRY, LOC120779818|XP_039968124.1|BTRY, LOC120781302|XP_039969436.1|BTRY, LOC120775495|XP_039961636.1|BTRY, LOC120780820|XP_039969000.1|BTRY, LOC120781397|XP_039969540.1|BTRY, LOC120779769|XP_039968082.1|BTRY, LOC120781496|XP_039969655.1|BTRY, LOC120781281|XP_039969411.1|BTRY, LOC120781543|XP_039969709.1|BTRY, LOC120780171|XP_039968382.1|BTRY, LOC120780163|XP_039968376.1|BTRY, LOC120768649|XP_039951354.1|BTRY, LOC120780276|XP_039968475.1|BTRY
OG0000070	LOC4816245|XP_001355864.2|DPSE	LOC120775533|XP_039961688.1|BTRY, LOC120776028|XP_039962406.1|BTRY, LOC120774314|XP_039959783.1|BTRY, LOC120774316|XP_039959788.1|BTRY, LOC120774315|XP_039959784.1|BTRY
OG0000070	LOC4815848|XP_001355583.2|DPSE	LOC120775922|XP_039962258.1|BTRY
OG0000070	LOC4816246|XP_001355865.2|DPSE, LOC6902417|XP_002133351.2|DPSE	LOC120774551|XP_039960215.1|BTRY
OG0000071	LOC4811953|XP_001352897.3|DPSE, LOC6900213|XP_033239373.1|DPSE, LOC6900212|XP_002135544.1|DPSE	LOC120778566|XP_039966364.1|BTRY, LOC120778407|XP_039966125.1|BTRY
OG0000072	LOC4803792|XP_001360452.3|DPSE	LOC120771304|XP_039955172.1|BTRY
OG0000072	LOC4803788|XP_001360450.3|DPSE	LOC120772988|XP_039957836.1|BTRY
OG0000072	LOC6898245|XP_002138311.1|DPSE	LOC120771756|XP_039955872.1|BTRY
OG0000073	LOC4804155|XP_001360761.3|DPSE	LOC120770531|XP_039954016.1|BTRY
OG0000073	LOC6902077|XP_033240712.1|DPSE	LOC120773570|XP_039958474.1|BTRY
OG0000073	LOC13036455|XP_003736334.2|DPSE	LOC120766419|XP_039947816.1|BTRY
OG0000074	LOC4813467|XP_001353839.3|DPSE	LOC120778910|XP_039966891.1|BTRY
OG0000074	LOC4813167|XP_001353329.2|DPSE	LOC120776970|XP_039963997.1|BTRY
OG0000075	LOC6904089|XP_002136430.3|DPSE, LOC4814158|XP_001354304.1|DPSE, LOC117184969|XP_033240174.1|DPSE	LOC120776593|XP_039963300.1|BTRY
OG0000075	LOC117184970|XP_033240175.1|DPSE, LOC4814180|XP_001354307.2|DPSE	LOC120776389|XP_039962933.1|BTRY, LOC120778794|XP_039966728.1|BTRY, LOC120778726|XP_039966624.1|BTRY, LOC120778602|XP_039966409.1|BTRY, LOC120778440|XP_039966162.1|BTRY
OG0000075	LOC4814183|XP_001354309.1|DPSE	LOC120776388|XP_039962932.1|BTRY
OG0000076	LOC6900056|XP_033238646.1|DPSE	LOC120778972|XP_039966981.1|BTRY
OG0000076	LOC6897658|XP_002137797.2|DPSE, LOC6897657|XP_015037929.2|DPSE	LOC120773465|XP_039958303.1|BTRY, LOC120773464|XP_039958300.1|BTRY
OG0000076	LOC6901614|XP_002134284.3|DPSE	LOC120773985|XP_039959178.1|BTRY
OG0000077	LOC6903891|XP_002136626.1|DPSE	LOC120770520|XP_039953996.1|BTRY
OG0000077	LOC4800596|XP_001357842.1|DPSE	LOC120766987|XP_039948728.1|BTRY
OG0000077	LOC4805619|XP_001361993.1|DPSE	LOC120771294|XP_039955159.1|BTRY
OG0000077	LOC6897044|XP_003736391.1|DPSE	LOC120767550|XP_039949648.1|BTRY
OG0000078	LOC4804955|XP_001361435.3|DPSE, LOC6903186|XP_002132885.3|DPSE, LOC6897646|XP_002137789.2|DPSE, LOC117184537|XP_033238582.1|DPSE, LOC4802953|XP_001359766.2|DPSE, LOC4814621|XP_001355050.3|DPSE, LOC4815368|XP_001354621.3|DPSE	LOC120776000|XP_039962366.1|BTRY, LOC120775042|XP_039960952.1|BTRY
OG0000079	LOC6902963|XP_002132689.1|DPSE, LOC6902964|XP_015036104.1|DPSE, LOC117183178|XP_033235181.1|DPSE, LOC6902965|XP_002132691.2|DPSE	LOC120769799|XP_039952920.1|BTRY
OG0000080	LOC6898668|XP_002138673.2|DPSE, LOC6898669|XP_033233645.1|DPSE	LOC120770830|XP_039954353.1|BTRY, LOC120772997|XP_039957842.1|BTRY, LOC120772996|XP_039957841.1|BTRY
OG0000080	LOC4805687|XP_001362046.3|DPSE	LOC120772075|XP_039956403.1|BTRY, LOC120772172|XP_039956551.1|BTRY
OG0000081	LOC4811957|XP_001352460.4|DPSE	LOC120778160|XP_039965820.1|BTRY
OG0000082	LOC4803829|XP_001360483.2|DPSE, LOC4800945|XP_001358129.3|DPSE	LOC120782787|XP_039971189.1|BTRY
OG0000082	LOC4801644|XP_001358698.2|DPSE	LOC120766890|XP_039948574.1|BTRY, LOC120766889|XP_039948573.1|BTRY
OG0000083	LOC6899312|XP_033235907.1|DPSE, LOC117183164|XP_015036952.2|DPSE, LOC6902369|XP_002133315.2|DPSE, LOC6902371|XP_002133317.3|DPSE, LOC6902370|XP_002133316.2|DPSE	LOC120768958|XP_039951686.1|BTRY
OG0000083	LOC26532411|XP_033235904.1|DPSE	LOC120767865|XP_039950113.1|BTRY
OG0000084	LOC4803751|XP_001360416.2|DPSE	LOC120781256|XP_039969343.1|BTRY
OG0000084	LOC4805472|XP_001361867.2|DPSE	LOC120770047|XP_039953099.1|BTRY, LOC120768058|XP_039950510.1|BTRY, LOC120771201|XP_039955035.1|BTRY
OG0000085	LOC4804898|XP_001361384.3|DPSE	LOC120770283|XP_039953552.1|BTRY
OG0000086	LOC4804253|XP_001360840.1|DPSE	LOC120771042|XP_039954775.1|BTRY
OG0000087	LOC4816786|XP_001356332.1|DPSE	LOC120768924|XP_039951637.1|BTRY
OG0000087	LOC4817851|XP_001357379.2|DPSE	LOC120772709|XP_039957394.1|BTRY, LOC120772832|XP_039957572.1|BTRY, LOC120772784|XP_039957501.1|BTRY, LOC120770617|XP_039954153.1|BTRY, LOC120770000|XP_039953024.1|BTRY, LOC120772666|XP_039957334.1|BTRY, LOC120770619|XP_039954154.1|BTRY, LOC120769645|XP_039952684.1|BTRY, LOC120769435|XP_039952350.1|BTRY
OG0000087	LOC6902768|XP_002132512.2|DPSE	LOC120769086|XP_039951880.1|BTRY
OG0000088	LOC4805581|XP_001361962.1|DPSE	LOC120773069|XP_039957940.1|BTRY
OG0000089	LOC4802911|XP_001359737.1|DPSE	LOC120766628|XP_039948178.1|BTRY
OG0000089	LOC4812687|XP_001353070.2|DPSE	LOC120778537|XP_039966313.1|BTRY
OG0000090	LOC4805122|XP_001361578.1|DPSE	LOC120771351|XP_039955235.1|BTRY
OG0000090	LOC4805121|XP_015040451.2|DPSE	LOC120771989|XP_039956278.1|BTRY
OG0000090	LOC6900041|XP_002135405.1|DPSE	LOC120772488|XP_039957068.1|BTRY, LOC120771988|XP_039956277.1|BTRY
OG0000091	LOC4801161|XP_015037056.1|DPSE	LOC120780252|XP_039968448.1|BTRY
OG0000091	LOC4816825|XP_001356505.3|DPSE	LOC120769362|XP_039952257.1|BTRY
OG0000091	LOC4801449|XP_033232375.1|DPSE	LOC120773577|XP_039958502.1|BTRY
OG0000091	LOC4801443|XP_001358537.1|DPSE	LOC120777245|XP_039964375.1|BTRY, LOC120766362|XP_039947726.1|BTRY
OG0000092	LOC4802360|XP_001359289.2|DPSE	LOC120782357|XP_039970530.1|BTRY
OG0000092	LOC4802357|XP_001359285.1|DPSE	LOC120782888|XP_039971370.1|BTRY
OG0000092	LOC4802658|XP_001359535.3|DPSE, LOC4802361|XP_001359290.2|DPSE	LOC120782541|XP_039970806.1|BTRY
OG0000093	LOC4817063|XP_015036040.1|DPSE	LOC120768178|XP_039950676.1|BTRY
OG0000093	LOC4814997|XP_001354996.4|DPSE	LOC120774454|XP_039960036.1|BTRY
OG0000094	LOC4801917|XP_001358935.4|DPSE	LOC120781795|XP_039969955.1|BTRY, LOC120781757|XP_039969927.1|BTRY, LOC120781762|XP_039969932.1|BTRY, LOC120781776|XP_039969940.1|BTRY
OG0000095	LOC117184088|XP_033236139.1|DPSE	LOC120774625|XP_039960283.1|BTRY, LOC120781826|XP_039969980.1|BTRY
OG0000096	LOC6897403|XP_002137555.3|DPSE, LOC6897404|XP_015037507.2|DPSE, LOC6897015|XP_002137200.2|DPSE	LOC120768952|XP_039951675.1|BTRY
OG0000096	LOC4816202|XP_001355846.3|DPSE	LOC120768465|XP_039951102.1|BTRY, LOC120768467|XP_039951105.1|BTRY, LOC120768466|XP_039951104.1|BTRY, LOC120768468|XP_039951106.1|BTRY, LOC120767637|XP_039949738.1|BTRY, LOC120767636|XP_039949737.1|BTRY, LOC120769373|XP_039952272.1|BTRY, LOC120768601|XP_039951297.1|BTRY, LOC120769075|XP_039951869.1|BTRY, LOC120769214|XP_039952041.1|BTRY, LOC120769063|XP_039951852.1|BTRY, LOC120769257|XP_039952092.1|BTRY, LOC120768464|XP_039951101.1|BTRY, LOC120768463|XP_039951100.1|BTRY
OG0000099	LOC4815949|XP_001355223.2|DPSE	LOC120777511|XP_039964811.1|BTRY
OG0000099	LOC6901833|XP_002133371.2|DPSE	LOC120773643|XP_039958585.1|BTRY
OG0000099	LOC6901374|XP_015041636.2|DPSE	LOC120773645|XP_039958586.1|BTRY, LOC120773585|XP_039958507.1|BTRY
OG0000101	LOC6900247|XP_015044019.2|DPSE	LOC120776875|XP_039963867.1|BTRY
OG0000101	LOC6900249|XP_033237559.1|DPSE, LOC26533784|XP_015044023.2|DPSE	LOC120776632|XP_039963382.1|BTRY
OG0000102	LOC4804100|XP_001360716.3|DPSE	LOC120770301|XP_039953601.1|BTRY, LOC120770302|XP_039953602.1|BTRY
OG0000102	LOC4804567|XP_001361108.2|DPSE	LOC120768179|XP_039950679.1|BTRY, LOC120768056|XP_039950507.1|BTRY, LOC120771676|XP_039955732.1|BTRY, LOC120777852|XP_039965328.1|BTRY
OG0000103	LOC4812871|XP_001353722.3|DPSE, LOC4813106|XP_001353445.4|DPSE, LOC4813251|XP_033237392.1|DPSE	LOC120777733|XP_039965157.1|BTRY, LOC120776555|XP_039963241.1|BTRY
OG0000103	LOC4805641|XP_001362010.2|DPSE	LOC120771914|XP_039956135.1|BTRY, LOC120772128|XP_039956478.1|BTRY
OG0000104	LOC4811865|XP_001352567.2|DPSE	LOC120778142|XP_039965799.1|BTRY, LOC120778141|XP_039965798.1|BTRY
OG0000104	LOC4817994|XP_001357248.2|DPSE	LOC120766497|XP_039947982.1|BTRY, LOC120766343|XP_039947703.1|BTRY, LOC120778118|XP_039965756.1|BTRY
OG0000104	LOC4812453|XP_001352571.2|DPSE	LOC120778612|XP_039966423.1|BTRY, LOC120778866|XP_039966836.1|BTRY, LOC120779052|XP_039967120.1|BTRY, LOC120778973|XP_039966995.1|BTRY
OG0000105	LOC4802641|XP_001359524.3|DPSE	LOC120782639|XP_039970941.1|BTRY, LOC120767012|XP_039948769.1|BTRY
OG0000105	LOC117185148|XP_033241100.1|DPSE, LOC4802639|XP_033241098.1|DPSE	LOC120782189|XP_039970265.1|BTRY
OG0000107	LOC4803727|XP_001360399.3|DPSE, LOC4816269|XP_001355878.2|DPSE, LOC4803728|XP_001360400.3|DPSE	LOC120770816|XP_039954328.1|BTRY
OG0000109	LOC4816673|XP_001356046.3|DPSE	LOC120768593|XP_039951288.1|BTRY
OG0000110	LOC4813564|XP_001353238.4|DPSE, LOC4813596|XP_001353239.2|DPSE	LOC120777572|XP_039964910.1|BTRY, LOC120778881|XP_039966858.1|BTRY
OG0000110	LOC4813344|XP_001353235.2|DPSE	LOC120778906|XP_039966885.1|BTRY, LOC120777638|XP_039965025.1|BTRY
OG0000111	LOC4804957|XP_001361436.2|DPSE, LOC4804962|XP_001361439.2|DPSE, LOC4804960|XP_001361438.4|DPSE	LOC120771785|XP_039955913.1|BTRY, LOC120771525|XP_039955516.1|BTRY, LOC120771526|XP_039955517.1|BTRY, LOC120771524|XP_039955515.1|BTRY
OG0000112	LOC4816070|XP_001355599.3|DPSE	LOC120776060|XP_039962460.1|BTRY
OG0000112	LOC4814555|XP_001355049.4|DPSE	LOC120773601|XP_039958533.1|BTRY, LOC120773600|XP_039958532.1|BTRY, LOC120773604|XP_039958538.1|BTRY, LOC120773603|XP_039958537.1|BTRY, LOC120773732|XP_039958723.1|BTRY
OG0000113	LOC4801479|XP_001358564.4|DPSE, LOC6899502|XP_033240539.1|DPSE, LOC117185048|XP_033240543.1|DPSE, LOC26531981|XP_033240362.1|DPSE, LOC6899402|XP_002136128.1|DPSE, LOC6899401|XP_002136127.1|DPSE, LOC6904066|XP_033240668.1|DPSE, LOC117185004|XP_033240273.1|DPSE, LOC117185065|XP_033240663.1|DPSE, LOC6904030|XP_033240677.1|DPSE, LOC117185072|XP_033240678.1|DPSE, LOC6897235|XP_002137407.2|DPSE, LOC26533299|XP_015041637.2|DPSE, LOC6901379|XP_002134067.2|DPSE	LOC120771011|XP_039954717.1|BTRY, LOC120782768|XP_039971165.1|BTRY
OG0000114	LOC4817556|XP_001356963.1|DPSE	LOC120767657|XP_039949763.1|BTRY, LOC120774073|XP_039959325.1|BTRY, LOC120767655|XP_039949762.1|BTRY
OG0000114	LOC4817557|XP_001356964.1|DPSE	LOC120767658|XP_039949764.1|BTRY
OG0000116	LOC4802359|XP_001359288.2|DPSE	LOC120782355|XP_039970525.1|BTRY
OG0000117	LOC4816702|XP_001356233.1|DPSE	LOC120769109|XP_039951905.1|BTRY
OG0000117	LOC4816357|XP_001356234.2|DPSE	LOC120769110|XP_039951906.1|BTRY
OG0000117	LOC4816358|XP_001356235.2|DPSE	LOC120769113|XP_039951909.1|BTRY
OG0000117	LOC6902710|XP_002133224.1|DPSE	LOC120769111|XP_039951907.1|BTRY
OG0000118	LOC4816812|XP_001356809.3|DPSE	LOC120777410|XP_039964643.1|BTRY
OG0000118	LOC6901699|XP_002134369.2|DPSE	LOC120774742|XP_039960431.1|BTRY
OG0000119	LOC4800772|XP_001357987.3|DPSE, LOC4800771|XP_001357986.2|DPSE	LOC120781461|XP_039969618.1|BTRY, LOC120779615|XP_039967898.1|BTRY, LOC120782241|XP_039970343.1|BTRY, LOC120772767|XP_039957513.1|BTRY
OG0000119	LOC4800773|XP_001357988.3|DPSE	LOC120766714|XP_039948293.1|BTRY
OG0000120	LOC6901854|XP_002133392.2|DPSE	LOC120775661|XP_039961863.1|BTRY
OG0000120	LOC6898356|XP_002138409.2|DPSE, LOC4803913|XP_001360557.1|DPSE	LOC120772192|XP_039956592.1|BTRY
OG0000120	LOC6902120|XP_002133651.2|DPSE, LOC4814059|XP_001354232.2|DPSE	LOC120775789|XP_039962063.1|BTRY
OG0000121	LOC4815827|XP_001355632.3|DPSE	LOC120780196|XP_039968399.1|BTRY, LOC120780541|XP_039968740.1|BTRY, LOC120777121|XP_039964203.1|BTRY
OG0000122	LOC4817541|XP_001356952.2|DPSE	LOC120768461|XP_039951097.1|BTRY
OG0000122	LOC6901494|XP_002134180.2|DPSE	LOC120771261|XP_039955113.1|BTRY
OG0000122	LOC4805302|XP_001361724.1|DPSE, LOC4817383|XP_001356484.3|DPSE	LOC120767410|XP_039949386.1|BTRY
OG0000123	LOC4805442|XP_001361843.2|DPSE, LOC4802279|XP_001359231.2|DPSE, LOC4802278|XP_001359230.2|DPSE	LOC120779679|XP_039968002.1|BTRY, LOC120779752|XP_039968092.1|BTRY
OG0000125	LOC4801148|XP_003736422.2|DPSE	LOC120779426|XP_039967569.1|BTRY
OG0000125	LOC4801426|XP_003736507.1|DPSE	LOC120770437|XP_039953842.1|BTRY
OG0000126	LOC6903471|XP_015035428.2|DPSE	LOC120774136|XP_039959456.1|BTRY
OG0000127	LOC6897876|XP_003736880.2|DPSE, LOC4802979|XP_001359787.3|DPSE, LOC4802977|XP_001359786.2|DPSE	LOC120779597|XP_039967879.1|BTRY
OG0000127	LOC4802973|XP_001359783.3|DPSE	LOC120779739|XP_039968050.1|BTRY
OG0000128	LOC4803763|XP_001360426.3|DPSE	LOC120772126|XP_039956474.1|BTRY, LOC120771684|XP_039955749.1|BTRY, LOC120770982|XP_039954658.1|BTRY, LOC120770983|XP_039954659.1|BTRY, LOC120770984|XP_039954660.1|BTRY
OG0000129	LOC6901846|XP_002133384.1|DPSE	LOC120775214|XP_039961211.1|BTRY
OG0000129	LOC6900541|XP_002134925.1|DPSE, LOC26532932|XP_015035708.2|DPSE, LOC4815973|XP_001355257.2|DPSE	LOC120767577|XP_039949656.1|BTRY
