Orthogroup	DPSE.longest_only	AAEG.longest_only
OG0000101	LOC6900247|XP_015044019.2|DPSE, LOC6900249|XP_033237559.1|DPSE, LOC26533784|XP_015044023.2|DPSE	LOC5567622|XP_021696506.1|AAEG
OG0000102	LOC4804100|XP_001360716.3|DPSE	LOC5575366|XP_001661890.1|AAEG, LOC5575359|XP_001661891.2|AAEG, LOC5574118|XP_001661190.2|AAEG, LOC5566259|XP_001650639.2|AAEG, LOC5566258|XP_001650638.2|AAEG, LOC5578062|XP_021699381.1|AAEG, LOC5578064|XP_001663685.2|AAEG, LOC5578063|XP_001663686.2|AAEG
OG0000102	LOC4804567|XP_001361108.2|DPSE	LOC5564622|XP_001648968.1|AAEG
OG0000103	LOC4812871|XP_001353722.3|DPSE, LOC4813106|XP_001353445.4|DPSE, LOC4813251|XP_033237392.1|DPSE, LOC4805641|XP_001362010.2|DPSE	LOC5571412|XP_001653663.2|AAEG, LOC5571411|XP_001653661.2|AAEG, LOC5571410|XP_001653662.2|AAEG, LOC5571934|XP_021704949.1|AAEG
OG0000104	LOC4817994|XP_001357248.2|DPSE, LOC4812453|XP_001352571.2|DPSE	LOC23687757|XP_021699122.1|AAEG, LOC23687967|XP_011493637.2|AAEG, LOC23687459|XP_011493699.2|AAEG, LOC23687728|XP_021699125.1|AAEG, LOC23687690|XP_011493079.2|AAEG
OG0000105	LOC6897188|XP_033241709.1|DPSE, LOC4802641|XP_001359524.3|DPSE, LOC117185148|XP_033241100.1|DPSE, LOC4802639|XP_033241098.1|DPSE	LOC5576020|XP_001662355.3|AAEG
OG0000109	LOC26534034|XP_015035900.1|DPSE, LOC6902874|XP_002132608.3|DPSE, LOC6896786|XP_002136991.3|DPSE	LOC5576150|XP_001662494.2|AAEG, LOC5575961|XP_001662317.1|AAEG, LOC5565685|XP_001650036.2|AAEG, LOC5576147|XP_001662495.2|AAEG
OG0000109	LOC4816673|XP_001356046.3|DPSE	LOC5565636|XP_001649991.2|AAEG, LOC5576144|XP_001662496.1|AAEG
OG0000110	LOC4813509|XP_001353237.3|DPSE, LOC4813564|XP_001353238.4|DPSE, LOC4813596|XP_001353239.2|DPSE, LOC4813344|XP_001353235.2|DPSE	LOC5572629|XP_001654132.2|AAEG, LOC5572632|XP_021699089.1|AAEG, LOC5572634|XP_001654133.2|AAEG
OG0000111	LOC4804957|XP_001361436.2|DPSE, LOC4804962|XP_001361439.2|DPSE, LOC4804960|XP_001361438.4|DPSE	LOC5575342|XP_001655720.2|AAEG, LOC5569397|XP_001658489.1|AAEG, LOC5575345|XP_001655723.2|AAEG, LOC5575344|XP_001655722.2|AAEG, LOC5575341|XP_001655719.1|AAEG, LOC5575343|XP_001655721.2|AAEG
OG0000112	LOC4816070|XP_001355599.3|DPSE, LOC4814555|XP_001355049.4|DPSE	LOC5571712|XP_001659851.2|AAEG, LOC5571830|XP_001659962.1|AAEG, LOC5571053|XP_001659492.2|AAEG, LOC5571838|XP_001659970.2|AAEG
OG0000113	LOC4801479|XP_001358564.4|DPSE, LOC6899502|XP_033240539.1|DPSE, LOC117185048|XP_033240543.1|DPSE, LOC26531981|XP_033240362.1|DPSE, LOC6899402|XP_002136128.1|DPSE, LOC6899401|XP_002136127.1|DPSE, LOC6904066|XP_033240668.1|DPSE, LOC117185004|XP_033240273.1|DPSE, LOC117185065|XP_033240663.1|DPSE, LOC6904030|XP_033240677.1|DPSE, LOC117185072|XP_033240678.1|DPSE, LOC6897235|XP_002137407.2|DPSE, LOC26533299|XP_015041637.2|DPSE, LOC6901379|XP_002134067.2|DPSE	LOC5565528|XP_001649912.2|AAEG, LOC5568844|XP_001652570.1|AAEG
OG0000114	LOC4817557|XP_001356964.1|DPSE	LOC110677778|XP_021704869.1|AAEG
OG0000117	LOC4816702|XP_001356233.1|DPSE, LOC4816357|XP_001356234.2|DPSE, LOC4816358|XP_001356235.2|DPSE, LOC6902710|XP_002133224.1|DPSE	LOC5578455|XP_001656976.1|AAEG, LOC110678441|XP_021707035.1|AAEG
OG0000118	LOC4816812|XP_001356809.3|DPSE, LOC6901699|XP_002134369.2|DPSE	LOC110679554|XP_021710177.1|AAEG, LOC5568656|XP_001652490.2|AAEG, LOC5568654|XP_001652488.1|AAEG, LOC5568651|XP_021705929.1|AAEG, LOC5579193|XP_001664290.2|AAEG, LOC5568652|XP_001652486.1|AAEG, LOC5568653|XP_001652487.1|AAEG
OG0000119	LOC4800772|XP_001357987.3|DPSE, LOC4800771|XP_001357986.2|DPSE, LOC4800773|XP_001357988.3|DPSE	LOC5572143|XP_001660220.1|AAEG, LOC5572141|XP_001660218.1|AAEG, LOC5572138|XP_001660217.1|AAEG, LOC5579510|XP_001647804.2|AAEG, LOC5579505|XP_001647805.2|AAEG
OG0000120	LOC6901854|XP_002133392.2|DPSE	LOC5565270|XP_021701744.1|AAEG
OG0000120	LOC4803913|XP_001360557.1|DPSE	LOC5564301|XP_021698367.1|AAEG
OG0000121	LOC4815827|XP_001355632.3|DPSE, LOC6897326|XP_002137478.2|DPSE, LOC4801728|XP_001358772.2|DPSE	LOC110674237|XP_021694140.1|AAEG, LOC5577582|XP_021694027.1|AAEG
OG0000122	LOC4817541|XP_001356952.2|DPSE, LOC6901494|XP_002134180.2|DPSE, LOC4805302|XP_001361724.1|DPSE, LOC4817383|XP_001356484.3|DPSE	LOC5567873|XP_001650953.1|AAEG
OG0000123	LOC4805442|XP_001361843.2|DPSE, LOC4802279|XP_001359231.2|DPSE, LOC4802278|XP_001359230.2|DPSE	LOC5574082|XP_001661152.1|AAEG, LOC5579398|XP_001647702.2|AAEG
OG0000124	LOC4805062|XP_001361526.2|DPSE, LOC6898772|XP_002138749.2|DPSE, LOC6898774|XP_002138751.4|DPSE, LOC6898775|XP_004444382.2|DPSE	LOC5566280|XP_001650658.1|AAEG
OG0000125	LOC4801148|XP_003736422.2|DPSE	LOC5568365|XP_021693932.1|AAEG
OG0000125	LOC4801426|XP_003736507.1|DPSE	LOC5567037|XP_001651437.2|AAEG
OG0000125	LOC6898246|XP_002138312.2|DPSE, LOC4803794|XP_001360454.3|DPSE	LOC5568366|XP_001658020.2|AAEG
OG0000126	LOC26532672|XP_033236106.1|DPSE, LOC26532541|XP_033236242.1|DPSE, LOC6903471|XP_015035428.2|DPSE	LOC5577393|XP_001656475.2|AAEG
OG0000127	LOC6897876|XP_003736880.2|DPSE, LOC4802979|XP_001359787.3|DPSE, LOC4802977|XP_001359786.2|DPSE, LOC4802973|XP_001359783.3|DPSE	LOC5570224|XP_021711742.1|AAEG, LOC110677785|XP_021704959.1|AAEG, LOC5570223|XP_001659002.1|AAEG, LOC5570221|XP_001659000.1|AAEG
OG0000128	LOC4803763|XP_001360426.3|DPSE, LOC4803762|XP_001360427.4|DPSE	LOC5563937|XP_021696237.1|AAEG, LOC5563935|XP_021696236.1|AAEG
OG0000129	LOC6901846|XP_002133384.1|DPSE, LOC6900541|XP_002134925.1|DPSE, LOC26532932|XP_015035708.2|DPSE, LOC4815973|XP_001355257.2|DPSE	LOC5570205|XP_001658987.1|AAEG
OG0000130	LOC4814083|XP_001354216.4|DPSE, LOC4813204|XP_015043202.2|DPSE, LOC4812908|XP_001353821.1|DPSE, LOC4814118|XP_001354215.1|DPSE	LOC110678700|XP_021707606.1|AAEG
OG0000132	LOC4817091|XP_033235701.1|DPSE, LOC4802383|XP_001359312.1|DPSE	LOC5576966|XP_001663061.2|AAEG, LOC5569401|XP_001658492.2|AAEG, LOC5572507|XP_001660449.1|AAEG
OG0000134	LOC6897020|XP_002137205.1|DPSE	LOC5577061|XP_021701840.1|AAEG
OG0000134	LOC4816709|XP_001356064.2|DPSE	LOC5565848|XP_021703610.1|AAEG
OG0000137	LOC6899972|XP_002135340.3|DPSE, LOC4801920|XP_001358938.2|DPSE	LOC5573872|XP_001654897.1|AAEG
OG0000137	LOC6900167|XP_002135506.1|DPSE	LOC5572265|XP_001653950.2|AAEG, LOC5573418|XP_001654592.2|AAEG
OG0000140	LOC4801149|XP_001358287.3|DPSE, LOC6898982|XP_033234599.1|DPSE	LOC110676705|XP_021701292.1|AAEG, LOC5563805|XP_021701295.1|AAEG, LOC5563809|XP_011493204.2|AAEG, LOC5563806|XP_001648090.1|AAEG, LOC5577659|XP_001656657.2|AAEG, LOC5577657|XP_021694328.1|AAEG, LOC23687423|XP_021693822.1|AAEG, LOC5577660|XP_001656658.2|AAEG
OG0000141	LOC4812798|XP_015043199.2|DPSE, LOC6900706|XP_015043198.1|DPSE, LOC4813077|XP_015043197.2|DPSE, LOC6900705|XP_002135068.1|DPSE	LOC23687505|XP_011493093.2|AAEG
OG0000142	LOC6897479|XP_002137628.3|DPSE	LOC5563980|XP_021706951.1|AAEG
OG0000142	LOC4811728|XP_033232983.1|DPSE	LOC5575838|XP_021694433.1|AAEG
OG0000142	LOC6901253|XP_002133954.2|DPSE	LOC5564067|XP_021704010.1|AAEG
OG0000143	LOC4813283|XP_001353993.3|DPSE	LOC5569420|XP_001658512.3|AAEG
OG0000143	LOC4813434|XP_001353992.4|DPSE	LOC5568698|XP_001652521.1|AAEG, LOC5579191|XP_001664288.1|AAEG, LOC5579192|XP_001664289.1|AAEG, LOC5571589|XP_001659796.1|AAEG, LOC110680238|XP_021711746.1|AAEG, LOC5571588|XP_001659797.2|AAEG
OG0000144	LOC6897589|XP_033241591.1|DPSE	LOC110679012|XP_021708568.1|AAEG
OG0000144	LOC6901434|XP_033238837.1|DPSE	LOC5567664|XP_021706076.1|AAEG
OG0000144	LOC26533897|XP_015044394.2|DPSE	LOC5574025|XP_021702584.1|AAEG
OG0000145	LOC4814222|XP_001354408.3|DPSE, LOC4817494|XP_001356913.2|DPSE, LOC4817492|XP_001356911.2|DPSE, LOC4817493|XP_001356912.1|DPSE	LOC5573204|XP_001660745.2|AAEG, LOC5573132|XP_001660748.2|AAEG
OG0000147	LOC4816304|XP_001355892.2|DPSE	LOC5569310|XP_001658443.1|AAEG
OG0000147	LOC4801881|XP_001358904.3|DPSE	LOC5574623|XP_021713238.1|AAEG, LOC5574625|XP_001661541.1|AAEG, LOC5574626|XP_021713234.1|AAEG
OG0000148	LOC4816928|XP_033236378.1|DPSE	LOC5570032|XP_021712427.1|AAEG, LOC5570033|XP_021707394.1|AAEG
OG0000148	LOC4816143|XP_033237038.1|DPSE	LOC5566922|XP_021709641.1|AAEG, LOC5565775|XP_001650145.1|AAEG
OG0000149	LOC4818071|XP_001357237.3|DPSE, LOC4816056|XP_001355620.2|DPSE	LOC5563606|XP_021705225.1|AAEG
OG0000152	LOC4801596|XP_001358665.3|DPSE, LOC4801597|XP_001358666.3|DPSE, LOC4801595|XP_001358664.3|DPSE	LOC5575678|XP_021701219.1|AAEG
OG0000153	LOC6897277|XP_002137437.2|DPSE, LOC4801623|XP_001358681.3|DPSE, LOC6897279|XP_002137439.1|DPSE	LOC5567541|XP_001657536.2|AAEG, LOC5567544|XP_001657539.2|AAEG
OG0000154	LOC4800918|XP_033241792.1|DPSE, LOC4800917|XP_001358106.2|DPSE, LOC26533071|XP_015042600.2|DPSE	LOC5577993|XP_021709039.1|AAEG, LOC5577992|XP_021709040.1|AAEG
OG0000155	LOC4813315|XP_001353247.3|DPSE, LOC4812763|XP_001353242.2|DPSE, LOC4813790|XP_001353243.2|DPSE	LOC5567235|XP_001651665.2|AAEG, LOC5567234|XP_001651664.1|AAEG
OG0000157	LOC5495516|XP_001361528.1|DPSE, LOC6898773|XP_002138750.1|DPSE, LOC4805065|XP_001361529.3|DPSE	LOC23687476|XP_011492940.1|AAEG, LOC5568677|XP_001658086.2|AAEG
OG0000158	LOC4805548|XP_001361934.2|DPSE, LOC4812810|XP_001353456.2|DPSE, LOC4813871|XP_033238538.1|DPSE	LOC5567032|XP_001651430.1|AAEG, LOC110675195|XP_021695298.1|AAEG, LOC5571957|XP_001660058.1|AAEG, LOC5571954|XP_021697266.1|AAEG, LOC110679210|XP_021709030.1|AAEG
OG0000159	LOC4813365|XP_033240111.1|DPSE	LOC5575859|XP_021707900.1|AAEG, LOC5575863|XP_021710525.1|AAEG
OG0000159	LOC4813653|XP_001353959.3|DPSE, LOC4813539|XP_001353160.3|DPSE	LOC5571884|XP_021709766.1|AAEG
OG0000160	LOC4800954|XP_001358138.2|DPSE, LOC4800957|XP_001358139.3|DPSE	LOC5570211|XP_021704584.1|AAEG, LOC5570209|XP_001658981.2|AAEG, LOC110677717|XP_021704583.1|AAEG, LOC5570213|XP_021704585.1|AAEG, LOC5570210|XP_001658979.2|AAEG, LOC5576801|XP_001662886.2|AAEG, LOC5571520|XP_001659766.2|AAEG, LOC5576800|XP_001662888.1|AAEG, LOC5576802|XP_021693815.1|AAEG
OG0000162	LOC6902668|XP_002133184.2|DPSE, LOC4816956|XP_001356727.2|DPSE	LOC5569868|XP_021703426.1|AAEG, LOC5569869|XP_021703428.1|AAEG
OG0000163	LOC6902382|XP_002133322.1|DPSE, LOC6897260|XP_002137424.2|DPSE	LOC5579047|XP_021708224.1|AAEG, LOC5569937|XP_001658835.2|AAEG, LOC5566631|XP_021705010.1|AAEG, LOC5579048|XP_021709081.1|AAEG, LOC5579049|XP_001657247.2|AAEG
OG0000165	LOC6896898|XP_002137085.1|DPSE, LOC4815697|XP_001355294.2|DPSE	LOC5577042|XP_001663138.2|AAEG
OG0000166	LOC6898988|XP_002138948.2|DPSE	LOC5576995|XP_001663097.2|AAEG
OG0000166	LOC4805524|XP_001361913.2|DPSE, LOC4805523|XP_001361912.3|DPSE	LOC110679657|XP_021710758.1|AAEG, LOC5576996|XP_001663099.2|AAEG, LOC5574162|XP_021698426.1|AAEG
OG0000169	LOC6897332|XP_002137485.2|DPSE	LOC5569037|XP_001652677.1|AAEG, LOC5567023|XP_001651406.2|AAEG, LOC5567139|XP_001651544.1|AAEG, LOC5567129|XP_021696791.1|AAEG
OG0000170	LOC6902949|XP_002132675.1|DPSE, LOC4816800|XP_001356660.2|DPSE	LOC5568231|XP_001657924.1|AAEG, LOC5572621|XP_001660483.1|AAEG, LOC5572618|XP_001660484.1|AAEG, LOC5572619|XP_001660482.1|AAEG
OG0000171	LOC4816415|XP_015036793.2|DPSE	LOC5567018|XP_001651408.2|AAEG
OG0000171	LOC4817310|XP_001356348.3|DPSE	LOC5569979|XP_001658863.2|AAEG
OG0000171	LOC6901864|XP_033241343.1|DPSE	LOC5569480|XP_021702656.1|AAEG
OG0000172	LOC117183190|XP_033232946.1|DPSE, LOC6897674|XP_003736771.3|DPSE, LOC6897232|XP_002137404.3|DPSE, LOC117185681|XP_033241888.1|DPSE, LOC6897231|XP_033232298.1|DPSE, LOC6900096|XP_002135454.2|DPSE, LOC6898323|XP_002138378.2|DPSE, LOC4803976|XP_001360613.4|DPSE, LOC6900110|XP_002135462.3|DPSE, LOC6898268|XP_033233872.1|DPSE, LOC6899002|XP_033233436.1|DPSE, LOC4812066|XP_033238024.1|DPSE	LOC5579310|XP_021695514.1|AAEG
OG0000173	LOC6898259|XP_033233396.1|DPSE, LOC4803831|XP_001360485.1|DPSE	LOC5569048|XP_001652693.2|AAEG, LOC5569049|XP_001652694.2|AAEG
OG0000174	LOC4803481|XP_001360199.2|DPSE, LOC4816187|XP_001355838.3|DPSE, LOC4805188|XP_001361635.2|DPSE	LOC5567346|XP_001651756.3|AAEG, LOC5567345|XP_001651754.2|AAEG, LOC5567334|XP_001651755.1|AAEG
OG0000175	LOC6897968|XP_002138067.1|DPSE	LOC5576664|XP_001656201.1|AAEG
OG0000175	LOC4802223|XP_002137664.4|DPSE	LOC5568638|XP_021706832.1|AAEG, LOC5568650|XP_001652484.1|AAEG
OG0000177	LOC4815261|XP_002134398.2|DPSE	LOC110680755|XP_021712235.1|AAEG, LOC5575296|XP_001655662.1|AAEG
OG0000177	LOC4801082|XP_001358241.2|DPSE	LOC5567075|XP_021712916.1|AAEG
OG0000179	LOC4805135|XP_015040459.2|DPSE, LOC6898179|XP_033234236.1|DPSE	LOC5578663|XP_021710856.1|AAEG, LOC5578667|XP_021705242.1|AAEG, LOC5578665|XP_021705991.1|AAEG
OG0000179	LOC4817927|XP_033236715.1|DPSE	LOC5578675|XP_021711080.1|AAEG
OG0000181	LOC4801174|XP_001358308.3|DPSE, LOC4800753|XP_015038637.2|DPSE	LOC5566933|XP_001651347.1|AAEG, LOC5573618|XP_001660940.2|AAEG, LOC5569414|XP_001658506.1|AAEG
OG0000182	LOC4802044|XP_001359037.2|DPSE	LOC23687553|XP_011493157.1|AAEG
OG0000182	LOC4802043|XP_001359036.2|DPSE, LOC6897440|XP_002137590.2|DPSE	LOC5569767|XP_001652982.2|AAEG
OG0000183	LOC6900177|XP_002135516.2|DPSE, LOC4812682|XP_015044112.2|DPSE	LOC5573015|XP_001654343.1|AAEG
OG0000184	LOC4817147|XP_001356460.3|DPSE, LOC4816852|XP_001356459.3|DPSE	LOC5570825|XP_001653329.2|AAEG, LOC5570824|XP_001653330.2|AAEG, LOC5570826|XP_001653328.2|AAEG, LOC5570823|XP_001653331.1|AAEG, LOC5578096|XP_001656792.2|AAEG
OG0000185	LOC4804996|XP_001361466.1|DPSE, LOC4802654|XP_001359534.1|DPSE, LOC6897693|XP_002137819.1|DPSE, LOC6898742|XP_002138729.1|DPSE, LOC6898741|XP_002138728.1|DPSE	LOC5566170|XP_001650529.1|AAEG, LOC5567130|XP_001651555.1|AAEG, LOC110679323|XP_021709385.1|AAEG
OG0000186	LOC4815480|XP_001355402.3|DPSE, LOC6902241|XP_002133768.2|DPSE, LOC6897595|XP_033241793.1|DPSE	LOC5571177|XP_001653481.2|AAEG
OG0000188	LOC6897456|XP_033241163.1|DPSE, LOC4814758|XP_001355055.1|DPSE, LOC4814826|XP_001355051.3|DPSE	LOC5564915|XP_021694344.1|AAEG, LOC5571992|XP_021699059.1|AAEG
OG0000189	LOC6902645|XP_033235428.1|DPSE	LOC5568245|XP_021701569.1|AAEG, LOC5573531|XP_021702949.1|AAEG
OG0000189	LOC4814760|XP_033239771.1|DPSE	LOC5570204|XP_001658986.1|AAEG
OG0000190	LOC4815789|XP_033238609.1|DPSE	LOC5571981|XP_021711697.1|AAEG
OG0000191	LOC6898085|XP_033233403.1|DPSE	LOC5569575|XP_021699738.1|AAEG
OG0000192	LOC4802843|XP_001359679.3|DPSE, LOC26532408|XP_015042933.2|DPSE, LOC4813888|XP_001353589.3|DPSE	LOC110679464|XP_021709804.1|AAEG, LOC110678612|XP_021707415.1|AAEG
OG0000193	LOC4817245|XP_001356707.4|DPSE, LOC4812047|XP_001352715.1|DPSE	LOC5565459|XP_001649763.2|AAEG, LOC5565432|XP_021710569.1|AAEG, LOC5565455|XP_021710563.1|AAEG
OG0000196	LOC4816773|XP_015036492.2|DPSE, LOC4817701|XP_001357081.4|DPSE	LOC5575664|XP_021703961.1|AAEG
OG0000196	LOC4816535|XP_015036495.2|DPSE	LOC5575663|XP_021703962.1|AAEG
OG0000197	LOC4815865|XP_001355518.2|DPSE	LOC5563985|XP_021710647.1|AAEG
OG0000197	LOC6902142|XP_033240109.1|DPSE	LOC5563957|XP_021710648.1|AAEG
OG0000197	LOC4816099|XP_001355514.4|DPSE	LOC5563981|XP_001648302.1|AAEG
OG0000200	LOC6896763|XP_033232743.1|DPSE, LOC6902764|XP_033236196.1|DPSE, LOC4800468|XP_001357737.1|DPSE	LOC5575967|XP_001662326.1|AAEG
OG0000201	LOC4800909|XP_001358098.3|DPSE, LOC4800908|XP_001358097.2|DPSE	LOC5566918|XP_021711709.1|AAEG, LOC5572218|XP_001660285.1|AAEG, LOC5564804|XP_021698248.1|AAEG, LOC5578282|XP_001663811.2|AAEG, LOC5565401|XP_001649748.1|AAEG, LOC5567865|XP_001651887.1|AAEG, LOC5564500|XP_001648843.2|AAEG, LOC5564501|XP_001648844.1|AAEG
OG0000202	LOC4803189|XP_001359972.1|DPSE	LOC5570233|XP_001659012.2|AAEG
OG0000203	LOC6898299|XP_002138361.2|DPSE, LOC4803932|XP_001360573.3|DPSE, LOC4803933|XP_015039442.2|DPSE	LOC5574223|XP_021704325.1|AAEG
OG0000205	LOC6896969|XP_002137154.1|DPSE, LOC4801828|XP_001358861.1|DPSE	LOC5569125|XP_001652725.2|AAEG, LOC5568060|XP_001651997.1|AAEG, LOC110680887|XP_021712370.1|AAEG, LOC5567680|XP_001657619.2|AAEG, LOC5566755|XP_001651166.1|AAEG, LOC5566757|XP_001651167.1|AAEG, LOC110680889|XP_021712372.1|AAEG, LOC5568061|XP_001651998.1|AAEG
OG0000206	LOC4804616|XP_001361149.2|DPSE	LOC110678735|XP_021707698.1|AAEG
OG0000206	LOC4804615|XP_001361148.1|DPSE	LOC110678958|XP_021708376.1|AAEG
OG0000207	LOC6900480|XP_002134870.3|DPSE	LOC5564116|XP_001648456.1|AAEG, LOC5564124|XP_001648454.1|AAEG, LOC5564118|XP_001648457.1|AAEG
OG0000209	LOC6898086|XP_002138171.2|DPSE	LOC5565795|XP_021706105.1|AAEG, LOC5578738|XP_001657103.3|AAEG
OG0000210	LOC4803708|XP_001360382.3|DPSE, LOC4816053|XP_001355344.3|DPSE	LOC5564091|XP_021694803.1|AAEG
OG0000211	LOC6901685|XP_015041993.2|DPSE, LOC4800838|XP_015038679.2|DPSE, LOC6897154|XP_002137334.2|DPSE, LOC6897735|XP_002137841.2|DPSE, LOC4813665|XP_001353637.2|DPSE	LOC5568897|XP_021693434.1|AAEG
OG0000211	LOC4800837|XP_001358041.1|DPSE	LOC5577524|XP_021711176.1|AAEG
OG0000212	LOC4817234|XP_001356462.4|DPSE, LOC4817206|XP_015035836.2|DPSE	LOC5570819|XP_021702192.1|AAEG
OG0000213	LOC6900601|XP_002134973.2|DPSE, LOC6898024|XP_002138113.2|DPSE	LOC5563599|XP_001647919.1|AAEG, LOC5563561|XP_001647920.1|AAEG, LOC5563596|XP_021707133.1|AAEG, LOC5563598|XP_001647917.2|AAEG, LOC5563605|XP_021708906.1|AAEG
OG0000214	LOC4815359|XP_001355083.1|DPSE, LOC4803365|XP_001360104.2|DPSE, LOC6897492|XP_002137641.2|DPSE	LOC5571932|XP_021706883.1|AAEG
OG0000215	LOC4812373|XP_001352879.3|DPSE, LOC4812359|XP_001352880.2|DPSE, LOC4812903|XP_001353579.3|DPSE	LOC5571612|XP_001659801.1|AAEG
OG0000216	LOC6901344|XP_033239905.1|DPSE, LOC117184401|XP_033237409.1|DPSE, LOC117185000|XP_033240258.1|DPSE, LOC6901510|XP_002134196.1|DPSE, LOC6901520|XP_033239831.1|DPSE, LOC6901511|XP_002134197.1|DPSE, LOC6901522|XP_002134200.2|DPSE, LOC26533208|XP_015044128.2|DPSE, LOC4812686|XP_001353069.4|DPSE, LOC6902024|XP_002133558.2|DPSE	LOC5572435|XP_001660380.1|AAEG
OG0000217	LOC4815688|XP_001355637.1|DPSE	LOC5578303|XP_021705977.1|AAEG
OG0000217	LOC6902941|XP_002132667.2|DPSE, LOC4815476|XP_033237852.1|DPSE	LOC5566309|XP_001650696.2|AAEG
OG0000219	LOC4803454|XP_001360175.1|DPSE, LOC4803452|XP_001360173.1|DPSE, LOC4803456|XP_001360177.2|DPSE	LOC5578831|XP_001657181.2|AAEG
OG0000220	LOC4813991|XP_001354159.1|DPSE, LOC4814004|XP_001354158.1|DPSE, LOC4814038|XP_001354160.2|DPSE	LOC5564263|XP_001648597.1|AAEG, LOC5578071|XP_001663692.2|AAEG
OG0000221	LOC4805195|XP_001361640.1|DPSE, LOC6897284|XP_002137444.2|DPSE, LOC4805196|XP_033234937.1|DPSE	LOC5574634|XP_021699881.1|AAEG, LOC5563585|XP_001647853.1|AAEG
OG0000222	LOC6902702|XP_002133216.2|DPSE	LOC110674010|XP_021703463.1|AAEG
OG0000224	LOC4804703|XP_001361221.2|DPSE	LOC5569847|XP_001658750.1|AAEG, LOC110676855|XP_021701978.1|AAEG, LOC110676856|XP_021701979.1|AAEG, LOC110676854|XP_021701977.1|AAEG, LOC110676858|XP_021701981.1|AAEG, LOC5569856|XP_001658752.1|AAEG, LOC110676857|XP_021701980.1|AAEG
OG0000225	LOC4802155|XP_001359130.4|DPSE, LOC13036535|XP_003736682.1|DPSE, LOC4802156|XP_001359131.4|DPSE	LOC110679653|XP_021710739.1|AAEG, LOC5563961|XP_021707799.1|AAEG
OG0000226	LOC4813355|XP_001353876.4|DPSE, LOC6900737|XP_002135097.1|DPSE, LOC6900736|XP_002135096.3|DPSE	LOC5567483|XP_001657485.1|AAEG
OG0000228	LOC6897807|XP_002137912.1|DPSE, LOC6897620|XP_033241590.1|DPSE, LOC6902547|XP_002133089.2|DPSE	LOC5579326|XP_021711938.1|AAEG
OG0000229	LOC4801176|XP_033234303.1|DPSE, LOC6897086|XP_002137270.3|DPSE	LOC5577392|XP_021693554.1|AAEG
OG0000229	LOC4803305|XP_001360068.3|DPSE	LOC5571171|XP_021711539.1|AAEG
OG0000230	LOC6899082|XP_002138999.2|DPSE, LOC4805635|XP_001362005.3|DPSE, LOC6899081|XP_002138998.2|DPSE	LOC5566114|XP_021695433.1|AAEG, LOC5566144|XP_021695434.1|AAEG, LOC5566107|XP_001650475.2|AAEG, LOC5566115|XP_001650480.3|AAEG, LOC5564561|XP_021702655.1|AAEG
OG0000232	LOC4802568|XP_001359463.3|DPSE, LOC4803434|XP_001360149.2|DPSE, LOC4803433|XP_001360148.3|DPSE	LOC5571498|XP_001659748.2|AAEG
OG0000233	LOC117183371|XP_033232998.1|DPSE, LOC6896892|XP_002137081.2|DPSE, LOC6896893|XP_002137082.3|DPSE	LOC5569388|XP_021709263.1|AAEG
OG0000235	LOC4801821|XP_001358854.3|DPSE, LOC4801823|XP_001358856.3|DPSE, LOC4801822|XP_001358855.2|DPSE	LOC110673981|XP_021704594.1|AAEG
OG0000236	LOC6901102|XP_002134578.3|DPSE, LOC6902815|XP_002132552.2|DPSE, LOC6902587|XP_002133115.2|DPSE, LOC6902137|XP_002133668.2|DPSE	LOC5575032|XP_001661764.1|AAEG
OG0000237	LOC4803405|XP_033234938.1|DPSE	LOC5564231|XP_021698343.1|AAEG
OG0000237	LOC6897206|XP_002137378.2|DPSE	LOC5570942|XP_001653411.2|AAEG
OG0000238	LOC4817449|XP_001356851.3|DPSE, LOC4817036|XP_001356852.4|DPSE	LOC5565000|XP_001649337.1|AAEG, LOC5564976|XP_021701381.1|AAEG
OG0000239	LOC6897523|XP_002137672.2|DPSE, LOC6897924|XP_033238997.1|DPSE, LOC6897947|XP_033236858.1|DPSE	LOC110673997|XP_021712085.1|AAEG, LOC5574400|XP_021706635.1|AAEG
OG0000240	LOC4802598|XP_033236476.1|DPSE, LOC4802600|XP_001359490.4|DPSE, LOC6897546|XP_002137692.3|DPSE	LOC5569646|XP_001658670.2|AAEG
OG0000241	LOC6897628|XP_002137771.2|DPSE, LOC6900340|XP_033239971.1|DPSE, LOC6904109|XP_033232827.1|DPSE, LOC26532128|XP_015038008.2|DPSE, LOC6897740|XP_002137846.2|DPSE, LOC117183210|XP_033237933.1|DPSE, LOC6899487|XP_015044354.2|DPSE, LOC26531987|XP_033237930.1|DPSE, LOC26532731|XP_033237927.1|DPSE, LOC6903043|XP_002132767.2|DPSE	LOC23687671|XP_011493002.2|AAEG
OG0000246	LOC4804096|XP_001360714.4|DPSE	LOC5571918|XP_021708617.1|AAEG, LOC5577128|XP_001663217.2|AAEG, LOC5571917|XP_021708611.1|AAEG, LOC5571916|XP_021708608.1|AAEG, LOC5571915|XP_021708580.1|AAEG, LOC5571920|XP_021708618.1|AAEG
OG0000247	LOC4813130|XP_002134835.2|DPSE, LOC4813124|XP_002134836.2|DPSE, LOC6900444|XP_033238714.1|DPSE	LOC5576416|XP_001656119.2|AAEG
