Orthogroup	DPSE.longest_only	AALB.longest_only
OG0000127	LOC6897876|XP_003736880.2|DPSE, LOC4802979|XP_001359787.3|DPSE, LOC4802977|XP_001359786.2|DPSE, LOC4802973|XP_001359783.3|DPSE	LOC118456552|XP_035773315.1|AALB, LOC118456551|XP_035773312.1|AALB
OG0000128	LOC4803763|XP_001360426.3|DPSE, LOC4803762|XP_001360427.4|DPSE	LOC118463140|XP_035785395.1|AALB
OG0000129	LOC6901846|XP_002133384.1|DPSE, LOC6900541|XP_002134925.1|DPSE, LOC26532932|XP_015035708.2|DPSE, LOC4815973|XP_001355257.2|DPSE	LOC118456548|XP_035773308.1|AALB
OG0000130	LOC4814083|XP_001354216.4|DPSE, LOC4813204|XP_015043202.2|DPSE, LOC4812908|XP_001353821.1|DPSE, LOC4814118|XP_001354215.1|DPSE	LOC118464719|XP_035788184.1|AALB
OG0000132	LOC4817091|XP_033235701.1|DPSE, LOC4802383|XP_001359312.1|DPSE	LOC118458943|XP_035777814.1|AALB, LOC118468465|XP_035795152.1|AALB
OG0000134	LOC6897020|XP_002137205.1|DPSE	LOC118464308|XP_035787537.1|AALB
OG0000134	LOC4815530|XP_001355363.4|DPSE, LOC4816709|XP_001356064.2|DPSE	LOC118458491|XP_035776937.1|AALB
OG0000136	LOC26532788|XP_015039900.2|DPSE	LOC118468175|XP_035794891.1|AALB
OG0000137	LOC6899972|XP_002135340.3|DPSE, LOC4801920|XP_001358938.2|DPSE	LOC118459373|XP_035778562.1|AALB
OG0000137	LOC6900167|XP_002135506.1|DPSE	LOC118466961|XP_035792755.1|AALB, LOC118467197|XP_035793304.1|AALB
OG0000140	LOC4801149|XP_001358287.3|DPSE, LOC6898982|XP_033234599.1|DPSE	LOC118458081|XP_035776133.1|AALB, LOC118458082|XP_035776136.1|AALB, LOC118466021|XP_035790730.1|AALB, LOC118465203|XP_035789081.1|AALB, LOC118465619|XP_035789896.1|AALB, LOC118463502|XP_035785994.1|AALB, LOC118464216|XP_035787280.1|AALB, LOC118463503|XP_035785996.1|AALB
OG0000141	LOC4812798|XP_015043199.2|DPSE, LOC6900706|XP_015043198.1|DPSE, LOC4813077|XP_015043197.2|DPSE, LOC6900705|XP_002135068.1|DPSE	LOC118467705|XP_035794382.1|AALB
OG0000142	LOC6897479|XP_002137628.3|DPSE	LOC118468696|XP_035795705.1|AALB
OG0000142	LOC4811728|XP_033232983.1|DPSE	LOC118462517|XP_035784278.1|AALB
OG0000142	LOC6901253|XP_002133954.2|DPSE	LOC118457471|XP_035774992.1|AALB
OG0000143	LOC4813283|XP_001353993.3|DPSE	LOC118467175|XP_035793250.1|AALB
OG0000143	LOC4813434|XP_001353992.4|DPSE	LOC118459735|XP_035779305.1|AALB, LOC118459734|XP_035779304.1|AALB, LOC118459680|XP_035779199.1|AALB, LOC118459679|XP_035779198.1|AALB
OG0000144	LOC6897589|XP_033241591.1|DPSE	LOC118461471|XP_035782710.1|AALB
OG0000144	LOC6901434|XP_033238837.1|DPSE	LOC118456472|XP_035773156.1|AALB
OG0000144	LOC26533897|XP_015044394.2|DPSE	LOC118457512|XP_035775046.1|AALB, LOC118457837|XP_035775606.1|AALB
OG0000145	LOC4814222|XP_001354408.3|DPSE, LOC4817494|XP_001356913.2|DPSE, LOC4817492|XP_001356911.2|DPSE, LOC4817493|XP_001356912.1|DPSE	LOC118468579|XP_035795404.1|AALB, LOC118468580|XP_035795405.1|AALB
OG0000147	LOC4816304|XP_001355892.2|DPSE	LOC118459781|XP_035779391.1|AALB
OG0000147	LOC4801881|XP_001358904.3|DPSE	LOC118458812|XP_035777575.1|AALB, LOC118461758|XP_035783386.1|AALB
OG0000148	LOC4816928|XP_033236378.1|DPSE	LOC118467812|XP_035794580.1|AALB
OG0000148	LOC4816143|XP_033237038.1|DPSE	LOC118456165|XP_035772584.1|AALB, LOC118456386|XP_035772969.1|AALB
OG0000149	LOC4818071|XP_001357237.3|DPSE, LOC4816056|XP_001355620.2|DPSE	LOC118458020|XP_035776018.1|AALB
OG0000152	LOC4801596|XP_001358665.3|DPSE, LOC4801597|XP_001358666.3|DPSE, LOC4801595|XP_001358664.3|DPSE	LOC118457944|XP_035775851.1|AALB
OG0000153	LOC6897277|XP_002137437.2|DPSE, LOC4801623|XP_001358681.3|DPSE, LOC6897279|XP_002137439.1|DPSE	LOC118469045|XP_035796404.1|AALB, LOC118469043|XP_035796402.1|AALB, LOC118469044|XP_035796403.1|AALB
OG0000154	LOC4800918|XP_033241792.1|DPSE, LOC4800917|XP_001358106.2|DPSE, LOC26533071|XP_015042600.2|DPSE	LOC118460594|XP_035780914.1|AALB, LOC118460586|XP_035780900.1|AALB, LOC118456679|XP_035773546.1|AALB, LOC118460599|XP_035780920.1|AALB
OG0000157	LOC5495516|XP_001361528.1|DPSE, LOC6898773|XP_002138750.1|DPSE, LOC4805065|XP_001361529.3|DPSE	LOC118464455|XP_035787735.1|AALB, LOC118464454|XP_035787734.1|AALB
OG0000158	LOC4805548|XP_001361934.2|DPSE, LOC4812810|XP_001353456.2|DPSE, LOC4813871|XP_033238538.1|DPSE	LOC118460884|XP_035781520.1|AALB, LOC118460883|XP_035781519.1|AALB, LOC118460486|XP_035780727.1|AALB, LOC118460485|XP_035780726.1|AALB
OG0000159	LOC4813365|XP_033240111.1|DPSE	LOC118467617|XP_035794214.1|AALB, LOC118466025|XP_035790738.1|AALB, LOC118466026|XP_035790739.1|AALB
OG0000159	LOC4813653|XP_001353959.3|DPSE, LOC4813539|XP_001353160.3|DPSE	LOC118467615|XP_035794210.1|AALB
OG0000160	LOC4800954|XP_001358138.2|DPSE, LOC4800957|XP_001358139.3|DPSE	LOC118468803|XP_035795905.1|AALB, LOC118463490|XP_035785973.1|AALB, LOC118459593|XP_035779014.1|AALB, LOC118458011|XP_035776002.1|AALB
OG0000162	LOC6902668|XP_002133184.2|DPSE, LOC4816956|XP_001356727.2|DPSE	LOC118459995|XP_035779789.1|AALB, LOC118459994|XP_035779785.1|AALB
OG0000163	LOC6902382|XP_002133322.1|DPSE, LOC6897260|XP_002137424.2|DPSE	LOC118465174|XP_035789029.1|AALB, LOC118466751|XP_035792341.1|AALB, LOC118464335|XP_035787546.1|AALB, LOC118464334|XP_035787545.1|AALB
OG0000165	LOC6896898|XP_002137085.1|DPSE, LOC4815697|XP_001355294.2|DPSE	LOC118466108|XP_035790926.1|AALB
OG0000166	LOC6898988|XP_002138948.2|DPSE	LOC118467357|XP_035793649.1|AALB
OG0000166	LOC4805524|XP_001361913.2|DPSE, LOC4805523|XP_001361912.3|DPSE	LOC118464605|XP_035787942.1|AALB, LOC118459588|XP_035779009.1|AALB, LOC118463382|XP_035785811.1|AALB, LOC118465186|XP_035789048.1|AALB
OG0000169	LOC6897332|XP_002137485.2|DPSE	LOC118462696|XP_035784516.1|AALB, LOC118462698|XP_035784519.1|AALB
OG0000170	LOC6902949|XP_002132675.1|DPSE, LOC4816800|XP_001356660.2|DPSE	LOC118459303|XP_035778444.1|AALB, LOC118459300|XP_035778442.1|AALB
OG0000171	LOC4816415|XP_015036793.2|DPSE	LOC118461368|XP_035782508.1|AALB
OG0000171	LOC4817310|XP_001356348.3|DPSE	LOC118460225|XP_035780245.1|AALB
OG0000171	LOC6901864|XP_033241343.1|DPSE	LOC118458772|XP_035777465.1|AALB
OG0000172	LOC117183190|XP_033232946.1|DPSE, LOC6897674|XP_003736771.3|DPSE, LOC6897232|XP_002137404.3|DPSE, LOC117185681|XP_033241888.1|DPSE, LOC6897231|XP_033232298.1|DPSE, LOC6900096|XP_002135454.2|DPSE, LOC6898323|XP_002138378.2|DPSE, LOC4803976|XP_001360613.4|DPSE, LOC6900110|XP_002135462.3|DPSE, LOC6898268|XP_033233872.1|DPSE, LOC6899002|XP_033233436.1|DPSE, LOC4812066|XP_033238024.1|DPSE	LOC118466457|XP_035791698.1|AALB
OG0000173	LOC6898259|XP_033233396.1|DPSE, LOC4803831|XP_001360485.1|DPSE	LOC118457021|XP_035774148.1|AALB, LOC118457019|XP_035774144.1|AALB
OG0000174	LOC4803481|XP_001360199.2|DPSE, LOC4816187|XP_001355838.3|DPSE, LOC4805188|XP_001361635.2|DPSE	LOC118468685|XP_035795692.1|AALB, LOC118458601|XP_035777171.1|AALB
OG0000175	LOC6897968|XP_002138067.1|DPSE	LOC118460779|XP_035781277.1|AALB
OG0000175	LOC4802223|XP_002137664.4|DPSE	LOC118460374|XP_035780520.1|AALB, LOC118460373|XP_035780519.1|AALB, LOC118460382|XP_035780534.1|AALB
OG0000177	LOC4815261|XP_002134398.2|DPSE	LOC118460956|XP_035781628.1|AALB
OG0000177	LOC4801082|XP_001358241.2|DPSE	LOC118460236|XP_035780283.1|AALB
OG0000179	LOC4805135|XP_015040459.2|DPSE, LOC6898179|XP_033234236.1|DPSE	LOC118467687|XP_035794354.1|AALB
OG0000179	LOC4817927|XP_033236715.1|DPSE	LOC118464344|XP_035787555.1|AALB
OG0000181	LOC4801174|XP_001358308.3|DPSE, LOC4800753|XP_015038637.2|DPSE	LOC118464110|XP_035787091.1|AALB, LOC118460679|XP_035781067.1|AALB
OG0000182	LOC4802044|XP_001359037.2|DPSE	LOC118460396|XP_035780566.1|AALB
OG0000182	LOC4802043|XP_001359036.2|DPSE, LOC6897440|XP_002137590.2|DPSE	LOC118460395|XP_035780565.1|AALB
OG0000183	LOC6900177|XP_002135516.2|DPSE, LOC4812682|XP_015044112.2|DPSE	LOC118466280|XP_035791250.1|AALB
OG0000184	LOC4817147|XP_001356460.3|DPSE, LOC4816852|XP_001356459.3|DPSE	LOC118461577|XP_035782961.1|AALB, LOC118461579|XP_035782963.1|AALB, LOC118461580|XP_035782964.1|AALB, LOC118461576|XP_035782960.1|AALB, LOC118461578|XP_035782962.1|AALB, LOC118463680|XP_035786338.1|AALB, LOC118465594|XP_035789853.1|AALB
OG0000185	LOC4804996|XP_001361466.1|DPSE, LOC4802654|XP_001359534.1|DPSE, LOC6897693|XP_002137819.1|DPSE, LOC6898742|XP_002138729.1|DPSE, LOC6898741|XP_002138728.1|DPSE	LOC118463262|XP_035785626.1|AALB
OG0000186	LOC4815480|XP_001355402.3|DPSE, LOC6902241|XP_002133768.2|DPSE, LOC6897595|XP_033241793.1|DPSE	LOC118464881|XP_035788517.1|AALB
OG0000188	LOC6897456|XP_033241163.1|DPSE, LOC4814758|XP_001355055.1|DPSE, LOC4814826|XP_001355051.3|DPSE	LOC118467332|XP_035793620.1|AALB, LOC118456213|XP_035772682.1|AALB, LOC118466053|XP_035790785.1|AALB
OG0000189	LOC6902645|XP_033235428.1|DPSE	LOC118468673|XP_035795650.1|AALB, LOC118456425|XP_035773076.1|AALB
OG0000189	LOC4814760|XP_033239771.1|DPSE	LOC118456554|XP_035773316.1|AALB
OG0000190	LOC4815789|XP_033238609.1|DPSE	LOC118468983|XP_035796273.1|AALB
OG0000191	LOC6898085|XP_033233403.1|DPSE	LOC118465744|XP_035790100.1|AALB, LOC118464519|XP_035787848.1|AALB, LOC118464516|XP_035787846.1|AALB, LOC118465387|XP_035789476.1|AALB, LOC118466709|XP_035792257.1|AALB
OG0000191	LOC4804121|XP_001360732.3|DPSE	LOC118458838|XP_035777632.1|AALB
OG0000192	LOC4802843|XP_001359679.3|DPSE, LOC26532408|XP_015042933.2|DPSE, LOC4813888|XP_001353589.3|DPSE	LOC118456678|XP_035773544.1|AALB, LOC118457586|XP_035775167.1|AALB, LOC118468714|XP_035795736.1|AALB
OG0000193	LOC4817245|XP_001356707.4|DPSE, LOC4812047|XP_001352715.1|DPSE	LOC118465386|XP_035789474.1|AALB, LOC118465820|XP_035790299.1|AALB
OG0000196	LOC4816773|XP_015036492.2|DPSE, LOC4817701|XP_001357081.4|DPSE	LOC118457422|XP_035774896.1|AALB
OG0000196	LOC4816535|XP_015036495.2|DPSE	LOC118458110|XP_035776177.1|AALB, LOC118459601|XP_035779042.1|AALB, LOC118458109|XP_035776176.1|AALB
OG0000197	LOC4815865|XP_001355518.2|DPSE	LOC118457771|XP_035775491.1|AALB
OG0000197	LOC6902142|XP_033240109.1|DPSE	LOC118457770|XP_035775490.1|AALB
OG0000197	LOC4816099|XP_001355514.4|DPSE	LOC118457772|XP_035775494.1|AALB
OG0000200	LOC6896763|XP_033232743.1|DPSE, LOC6902764|XP_033236196.1|DPSE, LOC4800468|XP_001357737.1|DPSE	LOC118466489|XP_035791784.1|AALB
OG0000201	LOC4800909|XP_001358098.3|DPSE, LOC4800908|XP_001358097.2|DPSE	LOC118467190|XP_035793290.1|AALB, LOC118467191|XP_035793293.1|AALB, LOC118458963|XP_035777838.1|AALB
OG0000202	LOC4803189|XP_001359972.1|DPSE	LOC118457260|XP_035774542.1|AALB
OG0000203	LOC6898299|XP_002138361.2|DPSE, LOC4803932|XP_001360573.3|DPSE, LOC4803933|XP_015039442.2|DPSE	LOC118456278|XP_035772784.1|AALB
OG0000205	LOC6896969|XP_002137154.1|DPSE, LOC4801828|XP_001358861.1|DPSE	LOC118461377|XP_035782521.1|AALB, LOC118459473|XP_035778778.1|AALB, LOC118459474|XP_035778779.1|AALB, LOC118459476|XP_035778781.1|AALB, LOC118461694|XP_035783206.1|AALB, LOC118459475|XP_035778780.1|AALB
OG0000206	LOC4804616|XP_001361149.2|DPSE	LOC118465519|XP_035789735.1|AALB
OG0000206	LOC4804615|XP_001361148.1|DPSE	LOC118465019|XP_035788769.1|AALB
OG0000207	LOC6900480|XP_002134870.3|DPSE	LOC118465577|XP_035789838.1|AALB, LOC118466975|XP_035792780.1|AALB
OG0000209	LOC6898086|XP_002138171.2|DPSE	LOC118460662|XP_035781022.1|AALB
OG0000210	LOC4803708|XP_001360382.3|DPSE, LOC4816053|XP_001355344.3|DPSE	LOC118463100|XP_035785291.1|AALB
OG0000211	LOC4800837|XP_001358041.1|DPSE	LOC118468773|XP_035795848.1|AALB
OG0000212	LOC4817234|XP_001356462.4|DPSE, LOC4817206|XP_015035836.2|DPSE	LOC118460757|XP_035781247.1|AALB, LOC118460754|XP_035781234.1|AALB
OG0000213	LOC6900601|XP_002134973.2|DPSE, LOC6898024|XP_002138113.2|DPSE	LOC118459369|XP_035778561.1|AALB, LOC118460488|XP_035780732.1|AALB, LOC118460489|XP_035780735.1|AALB, LOC118459207|XP_035778275.1|AALB, LOC118458019|XP_035776017.1|AALB
OG0000214	LOC4815359|XP_001355083.1|DPSE, LOC4803365|XP_001360104.2|DPSE, LOC6897492|XP_002137641.2|DPSE	LOC118467672|XP_035794321.1|AALB
OG0000215	LOC4812373|XP_001352879.3|DPSE, LOC4812359|XP_001352880.2|DPSE, LOC4812903|XP_001353579.3|DPSE	LOC118468779|XP_035795863.1|AALB, LOC118462730|XP_035784568.1|AALB, LOC118462732|XP_035784573.1|AALB
OG0000216	LOC6901344|XP_033239905.1|DPSE, LOC117184401|XP_033237409.1|DPSE, LOC117185000|XP_033240258.1|DPSE, LOC6901510|XP_002134196.1|DPSE, LOC6901520|XP_033239831.1|DPSE, LOC6901511|XP_002134197.1|DPSE, LOC6901522|XP_002134200.2|DPSE, LOC26533208|XP_015044128.2|DPSE, LOC4812686|XP_001353069.4|DPSE, LOC6902024|XP_002133558.2|DPSE	LOC118457270|XP_035774557.1|AALB
OG0000217	LOC4815688|XP_001355637.1|DPSE	LOC118458201|XP_035776338.1|AALB
OG0000217	LOC6902941|XP_002132667.2|DPSE, LOC4815476|XP_033237852.1|DPSE	LOC118467404|XP_035793771.1|AALB
OG0000218	LOC6898310|XP_002138372.2|DPSE, LOC26533486|XP_015036172.2|DPSE, LOC6903016|XP_033237020.1|DPSE, LOC4816775|XP_001356768.2|DPSE, LOC4816900|XP_001356769.2|DPSE	LOC118461977|XP_035783797.1|AALB
OG0000219	LOC4803454|XP_001360175.1|DPSE, LOC4803452|XP_001360173.1|DPSE, LOC4803456|XP_001360177.2|DPSE	LOC118464108|XP_035787088.1|AALB
OG0000220	LOC4813991|XP_001354159.1|DPSE, LOC4814004|XP_001354158.1|DPSE, LOC4814038|XP_001354160.2|DPSE	LOC118465628|XP_035789923.1|AALB, LOC118465644|XP_035789946.1|AALB
OG0000221	LOC4805195|XP_001361640.1|DPSE, LOC6897284|XP_002137444.2|DPSE, LOC4805196|XP_033234937.1|DPSE	LOC118467167|XP_035793221.1|AALB, LOC118467169|XP_035793228.1|AALB
OG0000224	LOC4804703|XP_001361221.2|DPSE	LOC118468430|XP_035795085.1|AALB, LOC118467500|XP_035793947.1|AALB, LOC118458051|XP_035776068.1|AALB, LOC118458050|XP_035776067.1|AALB
OG0000225	LOC4802155|XP_001359130.4|DPSE, LOC13036535|XP_003736682.1|DPSE, LOC4802156|XP_001359131.4|DPSE	LOC118459285|XP_035778422.1|AALB, LOC118457267|XP_035774552.1|AALB
OG0000226	LOC4813355|XP_001353876.4|DPSE, LOC6900737|XP_002135097.1|DPSE, LOC6900736|XP_002135096.3|DPSE	LOC118466994|XP_035792810.1|AALB
OG0000228	LOC6897807|XP_002137912.1|DPSE, LOC6897620|XP_033241590.1|DPSE, LOC6902547|XP_002133089.2|DPSE	LOC118460769|XP_035781258.1|AALB
OG0000229	LOC4801176|XP_033234303.1|DPSE, LOC6897086|XP_002137270.3|DPSE	LOC118457114|XP_035774307.1|AALB
OG0000229	LOC4803305|XP_001360068.3|DPSE	LOC118463085|XP_035785251.1|AALB
OG0000230	LOC6899082|XP_002138999.2|DPSE, LOC4805635|XP_001362005.3|DPSE, LOC6899081|XP_002138998.2|DPSE	LOC118467971|XP_035794850.1|AALB, LOC118467972|XP_035794851.1|AALB, LOC118464609|XP_035787947.1|AALB, LOC118467969|XP_035794844.1|AALB, LOC118467970|XP_035794845.1|AALB
OG0000232	LOC4802568|XP_001359463.3|DPSE, LOC4803434|XP_001360149.2|DPSE, LOC4803433|XP_001360148.3|DPSE	LOC118467581|XP_035794123.1|AALB
OG0000233	LOC117183371|XP_033232998.1|DPSE, LOC6896892|XP_002137081.2|DPSE, LOC6896893|XP_002137082.3|DPSE	LOC118460317|XP_035780420.1|AALB
OG0000235	LOC4801821|XP_001358854.3|DPSE, LOC4801823|XP_001358856.3|DPSE, LOC4801822|XP_001358855.2|DPSE	LOC118459904|XP_035779626.1|AALB
OG0000236	LOC6901102|XP_002134578.3|DPSE, LOC6902815|XP_002132552.2|DPSE, LOC6902587|XP_002133115.2|DPSE, LOC6902137|XP_002133668.2|DPSE	LOC118461174|XP_035782077.1|AALB
OG0000237	LOC4803405|XP_033234938.1|DPSE	LOC118467602|XP_035794187.1|AALB
OG0000237	LOC6897206|XP_002137378.2|DPSE	LOC118465408|XP_035789523.1|AALB
OG0000238	LOC4817449|XP_001356851.3|DPSE, LOC4817036|XP_001356852.4|DPSE	LOC118456455|XP_035773124.1|AALB
OG0000239	LOC6897523|XP_002137672.2|DPSE, LOC6897924|XP_033238997.1|DPSE, LOC6897947|XP_033236858.1|DPSE	LOC118461994|XP_035783823.1|AALB
OG0000240	LOC4802598|XP_033236476.1|DPSE, LOC4802600|XP_001359490.4|DPSE, LOC6897546|XP_002137692.3|DPSE	LOC118463527|XP_035786029.1|AALB
OG0000241	LOC6897628|XP_002137771.2|DPSE, LOC6900340|XP_033239971.1|DPSE, LOC6904109|XP_033232827.1|DPSE, LOC26532128|XP_015038008.2|DPSE, LOC6897740|XP_002137846.2|DPSE, LOC117183210|XP_033237933.1|DPSE, LOC6899487|XP_015044354.2|DPSE, LOC26531987|XP_033237930.1|DPSE, LOC26532731|XP_033237927.1|DPSE, LOC6903043|XP_002132767.2|DPSE	LOC118467489|XP_035793934.1|AALB
OG0000246	LOC4804096|XP_001360714.4|DPSE	LOC118462724|XP_035784561.1|AALB
OG0000247	LOC4813130|XP_002134835.2|DPSE, LOC4813124|XP_002134836.2|DPSE, LOC6900444|XP_033238714.1|DPSE	LOC118466761|XP_035792368.1|AALB, LOC118464583|XP_035787919.1|AALB
OG0000248	LOC4813216|XP_001353442.3|DPSE, LOC4813642|XP_001353443.1|DPSE, LOC4803973|XP_001360610.3|DPSE	LOC118465359|XP_035789424.1|AALB, LOC118465284|XP_035789221.1|AALB
OG0000249	LOC4816954|XP_001356610.1|DPSE, LOC4817054|XP_033235668.1|DPSE, LOC4817053|XP_001356608.2|DPSE	LOC118468915|XP_035796116.1|AALB
OG0000250	LOC6902470|XP_002133015.1|DPSE, LOC4816651|XP_001355902.1|DPSE, LOC4816428|XP_001355900.2|DPSE	LOC118460851|XP_035781447.1|AALB
OG0000251	LOC4815596|XP_001355481.3|DPSE, LOC4805604|XP_001361981.3|DPSE, LOC4812701|XP_015044137.2|DPSE	LOC118459610|XP_035779060.1|AALB
OG0000255	LOC4803683|XP_001360361.3|DPSE	LOC118463358|XP_035785766.1|AALB
OG0000256	LOC6898212|XP_002138279.2|DPSE, LOC4803621|XP_001360310.3|DPSE	LOC118461961|XP_035783759.1|AALB
OG0000257	LOC4803393|XP_001357527.2|DPSE	LOC118467824|XP_035794606.1|AALB
OG0000261	LOC6903061|XP_033235985.1|DPSE, LOC117184047|XP_033235983.1|DPSE	LOC118462814|XP_035784725.1|AALB, LOC118462813|XP_035784723.1|AALB
OG0000262	LOC4804040|XP_001360667.2|DPSE	LOC118465598|XP_035789861.1|AALB
OG0000263	LOC4804268|XP_001360850.4|DPSE	LOC118457627|XP_035775237.1|AALB
OG0000264	LOC4814957|XP_001354675.3|DPSE, LOC6903699|XP_033238568.1|DPSE, LOC6896671|XP_033241760.1|DPSE	LOC118456946|XP_035774010.1|AALB
OG0000267	LOC4800389|XP_001357674.3|DPSE, LOC4800390|XP_033234321.1|DPSE	LOC118456340|XP_035772890.1|AALB, LOC118460691|XP_035781097.1|AALB
OG0000268	LOC4801921|XP_001358939.1|DPSE, LOC4801922|XP_015037460.2|DPSE	LOC118456155|XP_035772568.1|AALB
OG0000269	LOC4801222|XP_001358345.3|DPSE	LOC118460732|XP_035781182.1|AALB
OG0000269	LOC4802171|XP_033232396.1|DPSE	LOC118463979|XP_035786884.1|AALB
OG0000270	LOC6898515|XP_033233829.1|DPSE	LOC118466320|XP_035791327.1|AALB, LOC118460520|XP_035780788.1|AALB, LOC118466323|XP_035791330.1|AALB, LOC118466321|XP_035791328.1|AALB, LOC118466319|XP_035791326.1|AALB, LOC118466324|XP_035791331.1|AALB
OG0000271	LOC4817872|XP_001357188.1|DPSE, LOC15382901|XP_004444271.2|DPSE, LOC4803358|XP_001360108.4|DPSE	LOC118457742|XP_035775447.1|AALB
OG0000272	LOC6900405|XP_033239375.1|DPSE	LOC118459704|XP_035779240.1|AALB
OG0000272	LOC4811801|XP_015044228.2|DPSE	LOC118458822|XP_035777589.1|AALB
OG0000273	LOC6897647|XP_002137790.3|DPSE, LOC6902569|XP_002133097.1|DPSE, LOC6897763|XP_003736800.3|DPSE	LOC118459186|XP_035778237.1|AALB
OG0000279	LOC4812730|XP_001353109.3|DPSE, LOC6900325|XP_002135646.2|DPSE	LOC118457535|XP_035775080.1|AALB
OG0000280	LOC4812040|XP_001352944.3|DPSE, LOC4812240|XP_001352945.4|DPSE, LOC6900262|XP_002135591.3|DPSE	LOC118465406|XP_035789520.1|AALB
OG0000281	LOC4812514|XP_001352852.2|DPSE, LOC4814446|XP_033239823.1|DPSE, LOC4815170|XP_001355124.3|DPSE	LOC118463033|XP_035785169.1|AALB
OG0000282	LOC6900613|XP_033241083.1|DPSE	LOC118459742|XP_035779312.1|AALB
OG0000283	LOC4805413|XP_001361818.1|DPSE	LOC118457145|XP_035774351.1|AALB
OG0000283	LOC4801127|XP_015037041.1|DPSE	LOC118460078|XP_035779989.1|AALB, LOC118465620|XP_035789901.1|AALB
OG0000284	LOC4816625|XP_001356182.3|DPSE	LOC118456654|XP_035773486.1|AALB, LOC118457513|XP_035775048.1|AALB
OG0000284	LOC4816281|XP_033235930.1|DPSE	LOC118456325|XP_035772869.1|AALB
OG0000285	LOC4804056|XP_001360677.2|DPSE	LOC118461890|XP_035783636.1|AALB, LOC118461891|XP_035783637.1|AALB, LOC118461889|XP_035783635.1|AALB
OG0000292	LOC4804683|XP_001361204.1|DPSE	LOC118458193|XP_035776331.1|AALB
OG0000292	LOC6900831|XP_002135189.1|DPSE	LOC118466086|XP_035790881.1|AALB
OG0000293	LOC6896817|XP_002137020.2|DPSE, LOC4816408|XP_001356068.4|DPSE	LOC118458384|XP_035776683.1|AALB, LOC118458383|XP_035776682.1|AALB
OG0000294	LOC4816326|XP_033235567.1|DPSE	LOC118456814|XP_035773797.1|AALB, LOC118468979|XP_035796254.1|AALB
OG0000294	LOC6901693|XP_033240484.1|DPSE	LOC118461686|XP_035783177.1|AALB
OG0000295	LOC4803989|XP_001360622.3|DPSE, LOC6897089|XP_002137273.2|DPSE	LOC118456232|XP_035772707.1|AALB
OG0000296	LOC6903392|XP_002132271.2|DPSE, LOC4811989|XP_001352490.4|DPSE, LOC4814998|XP_001354646.1|DPSE	LOC118459752|XP_035779338.1|AALB
OG0000299	LOC4801277|XP_033233198.1|DPSE, LOC117183220|XP_033233213.1|DPSE, LOC4801278|XP_001358398.3|DPSE	LOC118456482|XP_035773190.1|AALB
OG0000301	LOC117184349|XP_033237256.1|DPSE	LOC118468533|XP_035795304.1|AALB
OG0000301	LOC4817295|XP_001356463.1|DPSE	LOC118457078|XP_035774254.1|AALB
OG0000302	LOC4813644|XP_001354079.2|DPSE, LOC4813218|XP_001354080.2|DPSE	LOC118459400|XP_035778602.1|AALB, LOC118459398|XP_035778601.1|AALB, LOC118459397|XP_035778600.1|AALB
OG0000303	LOC4812221|XP_001352787.2|DPSE, LOC26532636|XP_015042225.2|DPSE, LOC6902978|XP_002132704.2|DPSE	LOC118456975|XP_035774065.1|AALB
OG0000304	LOC117183991|XP_033235690.1|DPSE, LOC6902356|XP_002133302.3|DPSE, LOC6897050|XP_002137234.2|DPSE, LOC6897051|XP_002137235.2|DPSE	LOC118460759|XP_035781250.1|AALB
OG0000305	LOC6900344|XP_033239977.1|DPSE	LOC118467939|XP_035794801.1|AALB, LOC118464387|XP_035787625.1|AALB, LOC118464933|XP_035788598.1|AALB
OG0000306	LOC4803725|XP_001360398.2|DPSE, LOC6901320|XP_002134021.1|DPSE	LOC118458846|XP_035777654.1|AALB
OG0000307	LOC6897965|XP_002138064.4|DPSE	LOC118467188|XP_035793291.1|AALB
OG0000307	LOC6897092|XP_033233062.1|DPSE	LOC118457716|XP_035775399.1|AALB
OG0000310	LOC6898326|XP_015039526.2|DPSE, LOC6901217|XP_002133918.2|DPSE	LOC118461205|XP_035782150.1|AALB
OG0000311	LOC4800935|XP_001358122.3|DPSE, LOC4800898|XP_001358092.3|DPSE, LOC4815061|XP_001355037.2|DPSE	LOC118457548|XP_035775107.1|AALB
OG0000312	LOC6903368|XP_033235618.1|DPSE	LOC118457910|XP_035775797.1|AALB
OG0000312	LOC4817262|XP_015036102.2|DPSE	LOC118456233|XP_035772708.1|AALB, LOC118456142|XP_035772539.1|AALB
OG0000313	LOC6903376|XP_015035319.2|DPSE, LOC6903759|XP_033235956.1|DPSE, LOC6904117|XP_033235957.1|DPSE, LOC6902709|XP_033235145.1|DPSE	LOC118460982|XP_035781692.1|AALB, LOC118460983|XP_035781697.1|AALB, LOC118460981|XP_035781691.1|AALB
OG0000315	LOC6902834|XP_002132570.3|DPSE	LOC118463867|XP_035786677.1|AALB
OG0000320	LOC4802112|XP_001359093.3|DPSE, LOC4817805|XP_001357113.2|DPSE, LOC6897290|XP_015037340.2|DPSE	LOC118456587|XP_035773377.1|AALB
OG0000321	LOC4817559|XP_001356966.4|DPSE, LOC4817558|XP_001356965.3|DPSE	LOC118459417|XP_035778651.1|AALB, LOC118459416|XP_035778650.1|AALB
