Orthogroup	DPSE.longest_only	DMEL.longest_only
OG0000047	LOC6898081|XP_002138166.2|DPSE, LOC4805168|XP_001361615.3|DPSE	S-Lap5|NP_610892.1|DMEL
OG0000047	LOC6903509|XP_002132386.2|DPSE, LOC6902682|XP_002133198.2|DPSE	S-Lap3|NP_648394.1|DMEL
OG0000047	LOC4805161|XP_001361611.2|DPSE	S-Lap7|NP_610900.1|DMEL
OG0000047	LOC4813116|XP_001353776.3|DPSE	S-Lap4|NP_729613.1|DMEL
OG0000048	LOC6900020|XP_002135385.1|DPSE, LOC6900019|XP_002135384.1|DPSE	CG13060|NP_648873.1|DMEL, CG13041|NP_648872.1|DMEL
OG0000048	LOC4812161|XP_001352552.3|DPSE	CG13044|NP_648867.1|DMEL
OG0000048	LOC4812224|XP_033238777.1|DPSE	CG13042|NP_648870.1|DMEL
OG0000049	LOC4800760|XP_001357975.3|DPSE	CG4053|NP_650601.2|DMEL
OG0000049	LOC4800765|XP_001357980.2|DPSE	CG5246|NP_650603.1|DMEL
OG0000049	LOC4800759|XP_001357974.3|DPSE	CG17475|NP_650600.2|DMEL
OG0000049	LOC4800761|XP_001357976.3|DPSE	CG31269|NP_001097818.1|DMEL
OG0000049	LOC4800766|XP_001357981.4|DPSE	CG31265|NP_650599.1|DMEL
OG0000049	LOC4800764|XP_001357979.3|DPSE	CG5255|NP_650604.1|DMEL
OG0000050	LOC4805406|XP_001361811.3|DPSE	CG13193|NP_610699.1|DMEL
OG0000050	LOC6899906|XP_002135274.3|DPSE	CG33766|NP_001027140.1|DMEL
OG0000050	LOC6899912|XP_033237397.1|DPSE	CG33770|NP_001027144.2|DMEL
OG0000050	LOC6899911|XP_002135279.1|DPSE	CG33769|NP_001027143.1|DMEL
OG0000050	LOC6899908|XP_033237399.1|DPSE, LOC6899907|XP_033237400.1|DPSE	CG33767|NP_001027141.1|DMEL
OG0000050	LOC6899913|XP_002135281.2|DPSE	CG33771|NP_001027145.3|DMEL
OG0000050	LOC6899909|XP_033237398.1|DPSE	CG33768|NP_001027142.2|DMEL
OG0000051	LOC4802029|XP_001359029.3|DPSE	Cyp313b1|NP_649807.1|DMEL
OG0000051	LOC6896948|XP_002137133.2|DPSE, LOC4800870|XP_001358067.3|DPSE	Cyp313a4|NP_650224.3|DMEL
OG0000051	LOC6897665|XP_002137803.2|DPSE, LOC6897664|XP_033232373.1|DPSE	Cyp313a5|NP_650168.1|DMEL, Cyp313a1|NP_650368.1|DMEL, Cyp313a2|NP_650169.3|DMEL, Cyp313a3|NP_650170.2|DMEL
OG0000052	LOC4801488|XP_001358571.4|DPSE	CG16904|NP_649957.1|DMEL, CG31141|NP_732912.2|DMEL
OG0000052	LOC4801489|XP_001358572.4|DPSE	eloF|NP_649956.1|DMEL, CG8534|NP_649955.1|DMEL, CG9458|NP_731419.1|DMEL, CG9459|NP_649958.2|DMEL
OG0000052	LOC4803747|XP_001360412.1|DPSE	CG17821|NP_725820.2|DMEL
OG0000052	LOC4803748|XP_001360413.3|DPSE	CG18609|NP_611365.2|DMEL
OG0000053	LOC4803611|XP_001360303.3|DPSE	Mal-A8|NP_610384.1|DMEL
OG0000053	LOC6898153|XP_002138231.3|DPSE	Mal-A7|NP_610383.1|DMEL
OG0000053	LOC4803609|XP_001360302.2|DPSE	Mal-A6|NP_995779.2|DMEL
OG0000053	LOC6898152|XP_002138230.3|DPSE	Mal-A5|NP_610382.2|DMEL
OG0000053	LOC6898150|XP_002138228.2|DPSE	Mal-A1|NP_476627.3|DMEL
OG0000054	LOC117183732|XP_033234597.1|DPSE, LOC6898005|XP_002138098.2|DPSE, LOC4803309|XP_001360071.1|DPSE	AOX1|NP_650475.1|DMEL
OG0000054	LOC4803310|XP_001360074.4|DPSE	AOX2|NP_732047.2|DMEL
OG0000054	LOC5384075|XP_033232371.1|DPSE	AOX4|NP_650478.1|DMEL
OG0000054	LOC6898345|XP_002138398.2|DPSE, LOC5384076|XP_001360072.2|DPSE	AOX3|NP_650477.1|DMEL
OG0000055	LOC6896733|XP_002136944.1|DPSE, LOC6896732|XP_002136943.1|DPSE, LOC6896731|XP_002136942.1|DPSE	CecC|NP_524591.1|DMEL
OG0000055	LOC6896734|XP_002136946.1|DPSE	CecA2|NP_524589.1|DMEL, CecA1|NP_524588.1|DMEL
OG0000056	LOC4800581|XP_015038723.2|DPSE	CG6726|NP_651120.1|DMEL
OG0000056	LOC6896822|XP_002137025.2|DPSE	CG17110|NP_651121.1|DMEL
OG0000056	LOC4800580|XP_001357831.3|DPSE	CG17109|NP_651122.2|DMEL, CG6738|NP_651124.1|DMEL, CG6733|NP_651123.1|DMEL
OG0000056	LOC6896999|XP_002137185.2|DPSE	CG6465|NP_650004.1|DMEL
OG0000058	LOC6902422|XP_002133356.2|DPSE, LOC6898067|XP_002138152.1|DPSE	AANATL3|NP_610018.1|DMEL
OG0000058	LOC4816156|XP_001355873.3|DPSE	AANATL2|NP_609005.1|DMEL
OG0000058	LOC4816089|XP_001355320.2|DPSE	AgmNAT|NP_572268.1|DMEL
OG0000059	LOC6897147|XP_002137327.1|DPSE	TwdlH|NP_651490.1|DMEL
OG0000059	LOC6897146|XP_033232929.1|DPSE	TwdlK|NP_651488.1|DMEL
OG0000059	LOC4801319|XP_001358434.2|DPSE	TwdlN|NP_733160.1|DMEL
OG0000059	LOC6897145|XP_002137325.3|DPSE, LOC6897144|XP_002137324.2|DPSE	TwdlB|NP_651486.1|DMEL, TwdlL|NP_733158.1|DMEL
OG0000060	LOC4816062|XP_001355381.1|DPSE	CkIalpha|NP_511140.1|DMEL
OG0000060	LOC4817672|XP_001357060.2|DPSE	CG7094|NP_609851.2|DMEL
OG0000060	LOC6897604|XP_002137749.3|DPSE	CG12147|NP_649536.1|DMEL
OG0000060	LOC4800333|XP_033234022.1|DPSE	dco|NP_001356928.1|DMEL
OG0000060	LOC4815703|XP_001355362.3|DPSE	CG2577|NP_572794.1|DMEL
OG0000061	LOC4816506|XP_001356011.2|DPSE	CG15255|NP_609755.1|DMEL
OG0000061	LOC4816666|XP_001356006.2|DPSE	CG7631|NP_609760.1|DMEL
OG0000061	LOC4816280|XP_001356010.3|DPSE	CG15254|NP_609757.1|DMEL
OG0000061	LOC4816542|XP_001356009.2|DPSE	CG15253|NP_609758.1|DMEL
OG0000062	LOC4814796|XP_001355129.2|DPSE	CG12111|NP_572491.1|DMEL
OG0000062	LOC4816599|XP_001356269.1|DPSE	Lectin-galC1|NP_477200.1|DMEL
OG0000062	LOC26533356|XP_015035231.2|DPSE	Sfp24F|NP_001162870.1|DMEL
OG0000062	LOC117183207|XP_033237045.1|DPSE	CG43055|NP_001245867.1|DMEL
OG0000063	LOC6897651|XP_002137792.2|DPSE	CG17929|NP_650532.2|DMEL, CG6901|NP_650531.1|DMEL
OG0000063	LOC4802566|XP_001359461.3|DPSE	CG17930|NP_650533.1|DMEL
OG0000063	LOC6900640|XP_002135013.2|DPSE	CG42826|NP_001189079.1|DMEL
OG0000063	LOC4813121|XP_001353706.2|DPSE	CG32053|NP_729587.1|DMEL
OG0000063	LOC6900641|XP_002135014.2|DPSE	CG32054|NP_729588.1|DMEL, CG42825|NP_729590.1|DMEL
OG0000065	LOC6896923|XP_002137108.2|DPSE	CG10096|NP_001027183.1|DMEL
OG0000065	LOC26533777|XP_015038968.2|DPSE, LOC6898828|XP_033234521.1|DPSE	Sgp|NP_609241.1|DMEL, CG10097|NP_731699.2|DMEL
OG0000065	LOC4800791|XP_001358004.3|DPSE	CG14893|NP_650568.2|DMEL
OG0000065	LOC4800793|XP_001358005.3|DPSE	CG17562|NP_650566.1|DMEL
OG0000065	LOC6896918|XP_002137102.2|DPSE	CG17560|NP_650567.1|DMEL
OG0000066	LOC4814734|XP_001354838.2|DPSE	CG15717|NP_572856.1|DMEL
OG0000066	LOC6897545|XP_002137691.2|DPSE	CG2336|NP_731094.3|DMEL
OG0000066	LOC4801086|XP_001358244.4|DPSE	CG12516|NP_651615.2|DMEL
OG0000066	LOC6903735|XP_002136740.2|DPSE	CG11634|NP_610128.2|DMEL
OG0000066	LOC4803318|XP_001360081.2|DPSE	CG5623|NP_650485.1|DMEL
OG0000066	LOC26533930|XP_015041746.1|DPSE	CG12637|NP_572645.1|DMEL
OG0000066	LOC6902765|XP_033236203.1|DPSE	CG13539|NP_611768.1|DMEL
OG0000067	LOC4801537|XP_001358611.3|DPSE	Alp5|NP_650931.1|DMEL
OG0000067	LOC4813294|XP_001353742.3|DPSE	Alp9|NP_647977.1|DMEL
OG0000067	LOC4805303|XP_001361725.2|DPSE	Alp6|NP_610496.1|DMEL
OG0000067	LOC4813729|XP_001353743.2|DPSE	Alp10|NP_647976.1|DMEL
OG0000067	LOC6901001|XP_033238396.1|DPSE	Alp1|NP_001262159.1|DMEL
OG0000068	LOC6900642|XP_002135015.3|DPSE	CG6052|NP_649002.3|DMEL
OG0000068	LOC6896795|XP_033241765.1|DPSE, LOC26532323|XP_033236250.1|DPSE, LOC6902365|XP_002133311.2|DPSE	CG31213|NP_001262752.1|DMEL, CG42816|NP_730301.3|DMEL, CG8908|NP_611464.3|DMEL
OG0000068	LOC4815620|XP_015041394.2|DPSE	ABCA|NP_608445.2|DMEL
OG0000069	LOC4804621|XP_033234564.1|DPSE	CG30428|NP_726513.1|DMEL
OG0000070	LOC4816245|XP_001355864.2|DPSE	CG9498|NP_609015.2|DMEL
OG0000070	LOC4815848|XP_001355583.2|DPSE	CG13360|NP_569859.1|DMEL
OG0000070	LOC4816246|XP_001355865.2|DPSE	CG9497|NP_609014.3|DMEL
OG0000070	LOC6902417|XP_002133351.2|DPSE	CG7135|NP_573269.1|DMEL
OG0000071	LOC6900130|XP_033241129.1|DPSE	Muc68D|NP_648504.2|DMEL
OG0000071	LOC4811953|XP_001352897.3|DPSE	CG10725|NP_648647.1|DMEL
OG0000071	LOC6900213|XP_033239373.1|DPSE	CG10154|NP_001189089.1|DMEL
OG0000071	LOC6900212|XP_002135544.1|DPSE	CG10140|NP_648648.2|DMEL
OG0000072	LOC4803792|XP_001360452.3|DPSE	jtb|NP_611126.1|DMEL
OG0000072	LOC4803788|XP_001360450.3|DPSE	CG15712|NP_611131.2|DMEL
OG0000072	LOC6898245|XP_002138311.1|DPSE	CG4409|NP_001097337.1|DMEL
OG0000073	LOC4804155|XP_001360761.3|DPSE	lolal|NP_524778.1|DMEL
OG0000073	LOC6902077|XP_033240712.1|DPSE	br|NP_001162638.2|DMEL
OG0000073	LOC13036455|XP_003736334.2|DPSE	pre-mod_mdg4_-E|NP_001287451.1|DMEL
OG0000074	LOC4813467|XP_001353839.3|DPSE	CG10472|NP_648017.1|DMEL
OG0000074	LOC4813167|XP_001353329.2|DPSE	CG7542|NP_648995.3|DMEL
OG0000075	LOC4814181|XP_001354308.4|DPSE	Hsp67Ba|NP_523998.1|DMEL
OG0000075	LOC6904089|XP_002136430.3|DPSE, LOC4814158|XP_001354304.1|DPSE, LOC117184969|XP_033240174.1|DPSE	Hsp27|NP_524000.1|DMEL
OG0000075	LOC117184970|XP_033240175.1|DPSE, LOC4814180|XP_001354307.2|DPSE	Hsp23|NP_523999.1|DMEL
OG0000075	LOC4814183|XP_001354309.1|DPSE	Hsp26|NP_523997.1|DMEL
OG0000076	LOC6900056|XP_033238646.1|DPSE	CG42540|NP_001246627.1|DMEL
OG0000076	LOC6897658|XP_002137797.2|DPSE, LOC6897657|XP_015037929.2|DPSE	CG31358|NP_650147.1|DMEL, CG14736|NP_731666.2|DMEL
OG0000076	LOC6901614|XP_002134284.3|DPSE	CG33253|NP_001259699.1|DMEL
OG0000076	LOC4815315|XP_001355000.2|DPSE	Mec2|NP_573357.1|DMEL
OG0000077	LOC6903891|XP_002136626.1|DPSE	betaTub56D|NP_725896.1|DMEL
OG0000077	LOC4800596|XP_001357842.1|DPSE	betaTub85D|NP_524290.2|DMEL
OG0000077	LOC4805619|XP_001361993.1|DPSE	betaTub60D|NP_523842.2|DMEL
OG0000077	LOC6897044|XP_003736391.1|DPSE	betaTub97EF|NP_651606.2|DMEL
OG0000078	LOC4804955|XP_001361435.3|DPSE	CG15128|NP_611441.1|DMEL
OG0000078	LOC6903186|XP_002132885.3|DPSE, LOC6897646|XP_002137789.2|DPSE, LOC117184537|XP_033238582.1|DPSE	CG7634|NP_649332.1|DMEL
OG0000078	LOC4802953|XP_001359766.2|DPSE	wa-cup|NP_649721.2|DMEL
OG0000078	LOC4814621|XP_001355050.3|DPSE	r-cup|NP_608419.1|DMEL
OG0000078	LOC4815368|XP_001354621.3|DPSE	p-cup|NP_573216.1|DMEL
OG0000079	LOC117183178|XP_033235181.1|DPSE	Acp24A4|NP_001036330.1|DMEL
OG0000079	LOC6902965|XP_002132691.2|DPSE	CG16713|NP_608799.1|DMEL
OG0000079	LOC4817314|XP_001356685.1|DPSE	IM33|NP_608800.1|DMEL
OG0000079	LOC26534171|XP_015036113.2|DPSE	CG43165|NP_001245858.1|DMEL
OG0000080	LOC6898668|XP_002138673.2|DPSE, LOC6898669|XP_033233645.1|DPSE	Amy-d|NP_523768.1|DMEL, Amy-p|NP_536346.1|DMEL
OG0000080	LOC4805687|XP_001362046.3|DPSE	Amyrel|NP_477262.1|DMEL
OG0000081	LOC4811957|XP_001352460.4|DPSE	tfc|NP_612091.1|DMEL
OG0000082	LOC4803829|XP_001360483.2|DPSE	Cyp6d2|NP_611698.1|DMEL
OG0000082	LOC4800945|XP_001358129.3|DPSE	Cyp6d4|NP_651082.1|DMEL
OG0000082	LOC4801644|XP_001358698.2|DPSE	Cyp6d5|NP_650327.1|DMEL
OG0000083	LOC6899312|XP_033235907.1|DPSE	LManI|NP_609407.1|DMEL
OG0000083	LOC117183164|XP_015036952.2|DPSE, LOC6902369|XP_002133315.2|DPSE	LManVI|NP_609253.1|DMEL, LManV|NP_609252.1|DMEL
OG0000083	LOC6902371|XP_002133317.3|DPSE	LManIII|NP_609250.2|DMEL
OG0000083	LOC6902370|XP_002133316.2|DPSE	LManIV|NP_609251.2|DMEL
OG0000083	LOC26532411|XP_033235904.1|DPSE	LManII|NP_609408.1|DMEL
OG0000084	LOC4803751|XP_001360416.2|DPSE	CG15073|NP_611362.2|DMEL
OG0000084	LOC4805472|XP_001361867.2|DPSE	CG8388|NP_611075.1|DMEL
OG0000085	LOC4804897|XP_015040262.2|DPSE	CG30495|NP_001260785.1|DMEL
OG0000085	LOC4804123|XP_001360733.2|DPSE	CG2064|NP_610310.2|DMEL
OG0000085	LOC4804898|XP_001361384.3|DPSE	CG30491|NP_610306.1|DMEL
OG0000086	LOC4804253|XP_001360840.1|DPSE	fest|NP_611412.1|DMEL
OG0000087	LOC4816786|XP_001356332.1|DPSE	Cpr30F|NP_723504.1|DMEL
OG0000087	LOC4817851|XP_001357379.2|DPSE	Cpr35B|NP_609713.1|DMEL
OG0000087	LOC6902768|XP_002132512.2|DPSE	Cpr31A|NP_995678.1|DMEL
OG0000088	LOC4805581|XP_001361962.1|DPSE	Vha16-1|NP_476801.1|DMEL
OG0000088	LOC6903460|XP_002132339.1|DPSE	Vha16-5|NP_609447.1|DMEL
OG0000088	LOC6897738|XP_015038003.2|DPSE	Vha16-3|NP_729706.1|DMEL
OG0000088	LOC117183165|XP_033233988.1|DPSE, LOC4804185|XP_001360788.3|DPSE	Vha16-4|NP_611169.1|DMEL
OG0000088	LOC6897737|XP_002137843.1|DPSE	Vha16-2|NP_729707.1|DMEL
OG0000089	LOC4802911|XP_001359737.1|DPSE	alphaTub84B|NP_476772.1|DMEL, alphaTub84D|NP_524264.1|DMEL
OG0000089	LOC4812687|XP_001353070.2|DPSE	alphaTub67C|NP_524009.2|DMEL
OG0000090	LOC4805122|XP_001361578.1|DPSE	CG30339|NP_724813.1|DMEL
OG0000090	LOC4805121|XP_015040451.2|DPSE	CG12926|NP_610510.2|DMEL
OG0000090	LOC6900041|XP_002135405.1|DPSE	CG33514|NP_001014558.1|DMEL
OG0000090	LOC6899944|XP_002135312.2|DPSE	CG33966|NP_001033984.1|DMEL
OG0000091	LOC4801161|XP_015037056.1|DPSE	Vha100-1|NP_651672.1|DMEL
OG0000091	LOC4816825|XP_001356505.3|DPSE	Vha100-5|NP_609515.1|DMEL
OG0000091	LOC4801449|XP_033232375.1|DPSE	Vha100-2|NP_650722.1|DMEL
OG0000091	LOC4801443|XP_001358537.1|DPSE	Vha100-4|NP_650720.1|DMEL
OG0000092	LOC4802360|XP_001359289.2|DPSE	CG10513|NP_651370.2|DMEL
OG0000092	LOC4802357|XP_001359285.1|DPSE	CG11892|NP_651372.1|DMEL
OG0000092	LOC4802658|XP_001359535.3|DPSE	CG31380|NP_733121.1|DMEL
OG0000092	LOC4802361|XP_001359290.2|DPSE	CG10514|NP_651371.1|DMEL
OG0000093	LOC4817063|XP_015036040.1|DPSE	Su_var_205|NP_476755.1|DMEL
OG0000093	LOC4804675|XP_001361198.4|DPSE	rhi|NP_536794.1|DMEL, Oxp|NP_611240.1|DMEL
OG0000093	LOC6899211|XP_002136312.2|DPSE	HP6|NP_608842.1|DMEL
OG0000093	LOC4814997|XP_001354996.4|DPSE	HP1b|NP_572521.2|DMEL
OG0000094	LOC4813472|XP_015043125.2|DPSE	Or67d|NP_648390.2|DMEL
OG0000094	LOC4801917|XP_001358935.4|DPSE	Or83c|NP_524244.2|DMEL
OG0000096	LOC6897403|XP_002137555.3|DPSE	CG17568|NP_609951.2|DMEL
OG0000096	LOC6897404|XP_015037507.2|DPSE	wek|NP_524930.1|DMEL
OG0000096	LOC6897015|XP_002137200.2|DPSE	CG6254|NP_649983.2|DMEL
OG0000096	LOC4816202|XP_001355846.3|DPSE	CG10366|NP_609995.1|DMEL
OG0000097	LOC26533006|XP_033237387.1|DPSE	CG44004|NP_001262004.2|DMEL, CG44006|NP_001262002.1|DMEL, CG44005|NP_001262003.1|DMEL
OG0000098	LOC4800823|XP_001358028.1|DPSE	Cyp9f3|NP_001350862.1|DMEL, Cyp9f2|NP_650189.1|DMEL
OG0000099	LOC4815949|XP_001355223.2|DPSE	Cyp4d14|NP_001259179.1|DMEL
OG0000099	LOC6901833|XP_002133371.2|DPSE	Cyp4d2|NP_525043.1|DMEL
OG0000099	LOC6901374|XP_015041636.2|DPSE	Cyp4d1|NP_476907.2|DMEL
OG0000100	LOC26533905|XP_015035090.2|DPSE	CG34459|NP_001097348.1|DMEL
OG0000100	LOC4801809|XP_001358843.4|DPSE, LOC4801613|XP_001358676.4|DPSE	CG14839|NP_650351.2|DMEL
OG0000101	LOC6900247|XP_015044019.2|DPSE	pip|NP_788536.1|DMEL
OG0000102	LOC4804100|XP_001360716.3|DPSE	PPO1|NP_476812.1|DMEL
OG0000102	LOC4804567|XP_001361108.2|DPSE	PPO2|NP_610443.1|DMEL
OG0000103	LOC4812871|XP_001353722.3|DPSE	CG5653|NP_648269.1|DMEL
OG0000103	LOC4813106|XP_001353445.4|DPSE	CG6034|NP_649005.1|DMEL
OG0000103	LOC4813251|XP_033237392.1|DPSE	CG7460|NP_649004.1|DMEL
OG0000103	LOC4805641|XP_001362010.2|DPSE	CG7737|NP_001286308.1|DMEL
OG0000104	LOC4811865|XP_001352567.2|DPSE	Pdh|NP_524105.2|DMEL
OG0000104	LOC4817994|XP_001357248.2|DPSE	Fbp2|NP_523522.1|DMEL
OG0000104	LOC4812453|XP_001352571.2|DPSE	CG18814|NP_652673.2|DMEL, CG4842|NP_648885.1|DMEL
OG0000105	LOC6897188|XP_033241709.1|DPSE	Or67a|NP_524005.2|DMEL
OG0000105	LOC4802641|XP_001359524.3|DPSE	Or85d|NP_524281.1|DMEL
OG0000105	LOC117185148|XP_033241100.1|DPSE	Or85c|NP_524280.2|DMEL
OG0000105	LOC4802639|XP_033241098.1|DPSE	Or85b|NP_524279.2|DMEL
OG0000106	LOC6898861|XP_002138833.3|DPSE	CG30286|NP_726082.3|DMEL
OG0000106	LOC4805729|XP_001362082.3|DPSE	CG43335|NP_001247121.1|DMEL, CG43336|NP_001247122.1|DMEL, CG18420|NP_995715.1|DMEL, CG18636|NP_995714.2|DMEL, CG33462|NP_995844.2|DMEL, CG30082|NP_001188942.1|DMEL, CG30090|NP_725487.1|DMEL
OG0000107	LOC4803727|XP_001360399.3|DPSE	Gr59c|NP_726292.1|DMEL
OG0000107	LOC4816269|XP_001355878.2|DPSE	Gr36b|NP_724039.1|DMEL, Gr36c|NP_724040.1|DMEL, Gr36a|NP_724038.2|DMEL
OG0000107	LOC4803728|XP_001360400.3|DPSE	Gr59d|NP_611758.2|DMEL
OG0000109	LOC26534034|XP_015035900.1|DPSE, LOC6902874|XP_002132608.3|DPSE	CG17097|NP_609429.1|DMEL, CG18284|NP_609428.1|DMEL, CG31872|NP_723603.1|DMEL
OG0000109	LOC4816673|XP_001356046.3|DPSE	Lip4|NP_001260356.1|DMEL
OG0000110	LOC4813509|XP_001353237.3|DPSE	CG32379|NP_729252.2|DMEL
OG0000110	LOC4813564|XP_001353238.4|DPSE	CG8562|NP_648118.1|DMEL
OG0000110	LOC4813596|XP_001353239.2|DPSE	CG18417|NP_648119.1|DMEL
OG0000110	LOC4813344|XP_001353235.2|DPSE	CG8560|NP_648120.3|DMEL
OG0000111	LOC4804957|XP_001361436.2|DPSE	Obp56a|NP_611442.1|DMEL
OG0000111	LOC4804962|XP_001361439.2|DPSE	Obp56e|NP_611445.1|DMEL
OG0000111	LOC4804960|XP_001361438.4|DPSE	Obp56d|NP_611444.2|DMEL
OG0000112	LOC4816070|XP_001355599.3|DPSE	CG32523|NP_728401.1|DMEL, CG9676|NP_728008.1|DMEL
OG0000112	LOC4814555|XP_001355049.4|DPSE	CG1304|NP_608418.1|DMEL, Ser6|NP_523426.1|DMEL
OG0000113	LOC4801479|XP_001358564.4|DPSE	dgrn|NP_649596.1|DMEL
OG0000114	LOC4817555|XP_001356962.1|DPSE	CG45012|NP_001285850.1|DMEL, CG45011|NP_001285848.1|DMEL, Sfp33A3|NP_001162959.1|DMEL, CG31704|NP_723689.1|DMEL
OG0000114	LOC4817556|XP_001356963.1|DPSE	CG44008|NP_001260398.1|DMEL
OG0000114	LOC4817557|XP_001356964.1|DPSE	CG14933|NP_652566.1|DMEL
OG0000116	LOC4802359|XP_001359288.2|DPSE	CG31102|NP_001262951.1|DMEL
OG0000116	LOC6897573|XP_033241883.1|DPSE	CG10550|NP_651380.2|DMEL
OG0000116	LOC4802358|XP_001359287.3|DPSE	CG31097|NP_733093.2|DMEL
OG0000116	LOC4802356|XP_001359286.3|DPSE	CG31288|NP_733094.1|DMEL
OG0000117	LOC4816702|XP_001356233.1|DPSE	CG7953|NP_609683.1|DMEL
OG0000117	LOC4816357|XP_001356234.2|DPSE	CG7916|NP_609682.1|DMEL
OG0000117	LOC4816358|XP_001356235.2|DPSE	CG8997|NP_609681.1|DMEL
OG0000117	LOC6902710|XP_002133224.1|DPSE	CG33306|NP_995706.1|DMEL
OG0000118	LOC4816812|XP_001356809.3|DPSE	Cyp28d1|NP_608912.1|DMEL, Cyp28d2|NP_608911.1|DMEL
OG0000118	LOC6901699|XP_002134369.2|DPSE	Cyp28a5|NP_609694.1|DMEL
OG0000119	LOC4800772|XP_001357987.3|DPSE	Npc2e|NP_731439.2|DMEL
OG0000119	LOC4800771|XP_001357986.2|DPSE	Npc2c|NP_649976.1|DMEL
OG0000119	LOC4800773|XP_001357988.3|DPSE	Npc2d|NP_649975.1|DMEL
OG0000120	LOC6901854|XP_002133392.2|DPSE	Roc1a|NP_001138143.2|DMEL
OG0000120	LOC4803913|XP_001360557.1|DPSE	Roc2|NP_610691.1|DMEL
OG0000120	LOC4814059|XP_001354232.2|DPSE	Roc1b|NP_652613.1|DMEL
OG0000121	LOC4815827|XP_001355632.3|DPSE	CG15369|NP_572542.1|DMEL
OG0000121	LOC6897326|XP_002137478.2|DPSE	CG31313|NP_731919.1|DMEL
OG0000121	LOC4801728|XP_001358772.2|DPSE	Cys|NP_476856.1|DMEL
OG0000122	LOC4817541|XP_001356952.2|DPSE	Or22c|NP_523454.2|DMEL
OG0000122	LOC6901494|XP_002134180.2|DPSE	Or10a|NP_511122.1|DMEL
OG0000122	LOC4805302|XP_001361724.1|DPSE	Or45b|NP_523667.1|DMEL
OG0000122	LOC4817383|XP_001356484.3|DPSE	Or24a|NP_523470.3|DMEL
OG0000123	LOC4805442|XP_001361843.2|DPSE	CG3565|NP_611942.1|DMEL
OG0000123	LOC4802279|XP_001359231.2|DPSE	CG15177|NP_649672.1|DMEL, sowi|NP_649671.2|DMEL
OG0000123	LOC4802278|XP_001359230.2|DPSE	sunz|NP_649673.1|DMEL
OG0000124	LOC4805062|XP_001361526.2|DPSE	CG5348|NP_611156.3|DMEL, CG12376|NP_610405.3|DMEL
OG0000124	LOC6898772|XP_002138749.2|DPSE	CG14744|NP_001097232.2|DMEL
OG0000124	LOC6898774|XP_002138751.4|DPSE	CG14743|NP_610408.2|DMEL
OG0000125	LOC4801148|XP_003736422.2|DPSE	Men-b|NP_001163750.1|DMEL
OG0000125	LOC4801426|XP_003736507.1|DPSE	Men|NP_524880.2|DMEL
OG0000125	LOC6898246|XP_002138312.2|DPSE	Menl-1|NP_001027428.1|DMEL
OG0000125	LOC4803794|XP_001360454.3|DPSE	Menl-2|NP_001027424.2|DMEL
OG0000126	LOC26532672|XP_033236106.1|DPSE	Prtl99C|NP_651735.3|DMEL
OG0000126	LOC6903471|XP_015035428.2|DPSE	ProtA|NP_477050.1|DMEL, ProtB|NP_477051.1|DMEL, CG46191|NP_001303590.1|DMEL, CG46192|NP_001303591.1|DMEL, CG46193|NP_001303592.1|DMEL
OG0000127	LOC6897876|XP_003736880.2|DPSE	CG18748|NP_001097703.1|DMEL
OG0000127	LOC4802979|XP_001359787.3|DPSE	CG18746|NP_652649.1|DMEL
OG0000127	LOC4802977|XP_001359786.2|DPSE	CG18745|NP_652648.1|DMEL
OG0000127	LOC4802973|XP_001359783.3|DPSE	CG18747|NP_652650.2|DMEL
OG0000128	LOC4803763|XP_001360426.3|DPSE	Ugt49C1|NP_001036565.1|DMEL
OG0000128	LOC4803762|XP_001360427.4|DPSE	Ugt49B1|NP_611563.1|DMEL
OG0000129	LOC6901846|XP_002133384.1|DPSE	Fum1|NP_572339.1|DMEL
OG0000129	LOC6900541|XP_002134925.1|DPSE	Fum3|NP_648467.1|DMEL
OG0000129	LOC26532932|XP_015035708.2|DPSE	Fum4|NP_723527.1|DMEL
OG0000129	LOC4815973|XP_001355257.2|DPSE	Fum2|NP_727109.2|DMEL
OG0000130	LOC4814083|XP_001354216.4|DPSE	CG7386|NP_648036.1|DMEL
OG0000130	LOC4813204|XP_015043202.2|DPSE	CG10274|NP_001097525.1|DMEL
OG0000130	LOC4812908|XP_001353821.1|DPSE	D19B|NP_477297.1|DMEL
OG0000130	LOC4814118|XP_001354215.1|DPSE	D19A|NP_477304.1|DMEL
OG0000131	LOC4801402|XP_001358502.3|DPSE	snk|NP_001097766.1|DMEL
OG0000132	LOC4817091|XP_033235701.1|DPSE	Phae1|NP_609550.1|DMEL
OG0000132	LOC4802383|XP_001359312.1|DPSE	CG7142|NP_650703.1|DMEL
OG0000134	LOC6897020|XP_002137205.1|DPSE	eff|NP_731941.1|DMEL
OG0000134	LOC4815530|XP_001355363.4|DPSE	CG2574|NP_572796.1|DMEL
OG0000134	LOC4816709|XP_001356064.2|DPSE	Ubc2|NP_477137.1|DMEL
OG0000136	LOC26532788|XP_015039900.2|DPSE	CG43088|NP_001245670.1|DMEL
OG0000137	LOC4801920|XP_001358938.2|DPSE	Rm62|NP_524243.2|DMEL
OG0000137	LOC6900167|XP_002135506.1|DPSE	CG10077|NP_648062.2|DMEL
OG0000138	LOC4802999|XP_001359805.3|DPSE	ouib|NP_649822.2|DMEL
