Orthogroup	DPSE.longest_only	ASTE.longest_only
OG0000121	LOC4815827|XP_001355632.3|DPSE, LOC6897326|XP_002137478.2|DPSE, LOC4801728|XP_001358772.2|DPSE	LOC118504430|XP_035894762.1|ASTE
OG0000122	LOC4817541|XP_001356952.2|DPSE, LOC6901494|XP_002134180.2|DPSE, LOC4805302|XP_001361724.1|DPSE, LOC4817383|XP_001356484.3|DPSE	LOC118502484|XP_035890608.1|ASTE
OG0000123	LOC4805442|XP_001361843.2|DPSE, LOC4802279|XP_001359231.2|DPSE, LOC4802278|XP_001359230.2|DPSE	LOC118506463|XP_035899530.1|ASTE
OG0000125	LOC4801148|XP_003736422.2|DPSE	LOC118502975|XP_035891640.1|ASTE
OG0000125	LOC4801426|XP_003736507.1|DPSE	LOC118511794|XP_035911255.1|ASTE
OG0000126	LOC26532672|XP_033236106.1|DPSE, LOC26532541|XP_033236242.1|DPSE, LOC6903471|XP_015035428.2|DPSE	LOC118510666|XP_035908699.1|ASTE
OG0000127	LOC6897876|XP_003736880.2|DPSE, LOC4802979|XP_001359787.3|DPSE, LOC4802977|XP_001359786.2|DPSE, LOC4802973|XP_001359783.3|DPSE	LOC118506630|XP_035899894.1|ASTE, LOC118506629|XP_035899892.1|ASTE
OG0000128	LOC4803763|XP_001360426.3|DPSE, LOC4803762|XP_001360427.4|DPSE	LOC118516915|XP_035918646.1|ASTE, LOC118509094|XP_035905138.1|ASTE
OG0000129	LOC6901846|XP_002133384.1|DPSE, LOC6900541|XP_002134925.1|DPSE, LOC26532932|XP_015035708.2|DPSE, LOC4815973|XP_001355257.2|DPSE	LOC118506636|XP_035899907.1|ASTE
OG0000130	LOC4814083|XP_001354216.4|DPSE, LOC4813204|XP_015043202.2|DPSE, LOC4812908|XP_001353821.1|DPSE, LOC4814118|XP_001354215.1|DPSE	LOC118507218|XP_035901212.1|ASTE
OG0000132	LOC4817091|XP_033235701.1|DPSE, LOC4802383|XP_001359312.1|DPSE	LOC118503160|XP_035892014.1|ASTE, LOC118502510|XP_035890646.1|ASTE
OG0000134	LOC6897020|XP_002137205.1|DPSE	LOC118502732|XP_035891190.1|ASTE
OG0000134	LOC4816709|XP_001356064.2|DPSE	LOC118514038|XP_035916413.1|ASTE
OG0000136	LOC26532788|XP_015039900.2|DPSE	LOC118508846|XP_035904490.1|ASTE, LOC118504821|XP_035895720.1|ASTE
OG0000137	LOC6899972|XP_002135340.3|DPSE, LOC4801920|XP_001358938.2|DPSE	LOC118507552|XP_035902026.1|ASTE
OG0000137	LOC6900167|XP_002135506.1|DPSE	LOC118511893|XP_035911416.1|ASTE, LOC118512768|XP_035913566.1|ASTE, LOC118516694|XP_035918532.1|ASTE, LOC118516358|XP_035918086.1|ASTE
OG0000140	LOC4801149|XP_001358287.3|DPSE, LOC6898982|XP_033234599.1|DPSE	LOC118512572|XP_035913082.1|ASTE, LOC118512573|XP_035913084.1|ASTE, LOC118512574|XP_035913086.1|ASTE, LOC118512579|XP_035913100.1|ASTE, LOC118512272|XP_035912354.1|ASTE
OG0000141	LOC4812798|XP_015043199.2|DPSE, LOC6900706|XP_015043198.1|DPSE, LOC4813077|XP_015043197.2|DPSE, LOC6900705|XP_002135068.1|DPSE	LOC118513164|XP_035914504.1|ASTE
OG0000142	LOC6897479|XP_002137628.3|DPSE	LOC118504509|XP_035894932.1|ASTE
OG0000142	LOC4811728|XP_033232983.1|DPSE	LOC118513535|XP_035915303.1|ASTE
OG0000142	LOC6901253|XP_002133954.2|DPSE	LOC118517327|XP_035919203.1|ASTE
OG0000143	LOC4813283|XP_001353993.3|DPSE	LOC118512636|XP_035913225.1|ASTE
OG0000143	LOC4813434|XP_001353992.4|DPSE	LOC118508535|XP_035904305.1|ASTE, LOC118508252|XP_035903758.1|ASTE, LOC118506266|XP_035899062.1|ASTE, LOC118506267|XP_035899063.1|ASTE
OG0000144	LOC6897589|XP_033241591.1|DPSE	LOC118504520|XP_035894945.1|ASTE
OG0000144	LOC6901434|XP_033238837.1|DPSE	LOC118517574|XP_035919714.1|ASTE
OG0000144	LOC26533897|XP_015044394.2|DPSE	LOC118514648|XP_035917567.1|ASTE, LOC118514649|XP_035917570.1|ASTE
OG0000145	LOC4814222|XP_001354408.3|DPSE, LOC4817494|XP_001356913.2|DPSE, LOC4817492|XP_001356911.2|DPSE, LOC4817493|XP_001356912.1|DPSE	LOC118513794|XP_035915873.1|ASTE, LOC118513795|XP_035915874.1|ASTE
OG0000147	LOC4816304|XP_001355892.2|DPSE	LOC118509851|XP_035906945.1|ASTE
OG0000147	LOC4801881|XP_001358904.3|DPSE	LOC118505553|XP_035897399.1|ASTE, LOC118505551|XP_035897397.1|ASTE
OG0000148	LOC4816928|XP_033236378.1|DPSE	LOC118503637|XP_035893028.1|ASTE
OG0000148	LOC4816143|XP_033237038.1|DPSE	LOC118509198|XP_035905361.1|ASTE, LOC118517263|XP_035919130.1|ASTE, LOC118513557|XP_035915372.1|ASTE
OG0000149	LOC4818071|XP_001357237.3|DPSE, LOC4816056|XP_001355620.2|DPSE	LOC118507680|XP_035902367.1|ASTE
OG0000152	LOC4801596|XP_001358665.3|DPSE, LOC4801597|XP_001358666.3|DPSE, LOC4801595|XP_001358664.3|DPSE	LOC118513581|XP_035915437.1|ASTE, LOC118515234|XP_035917812.1|ASTE
OG0000153	LOC6897277|XP_002137437.2|DPSE, LOC4801623|XP_001358681.3|DPSE, LOC6897279|XP_002137439.1|DPSE	LOC118505122|XP_035896329.1|ASTE
OG0000154	LOC4800918|XP_033241792.1|DPSE, LOC4800917|XP_001358106.2|DPSE, LOC26533071|XP_015042600.2|DPSE	LOC118503656|XP_035893072.1|ASTE, LOC118503653|XP_035893066.1|ASTE
OG0000155	LOC4813315|XP_001353247.3|DPSE, LOC4812763|XP_001353242.2|DPSE, LOC4813790|XP_001353243.2|DPSE	LOC118507321|XP_035901601.1|ASTE
OG0000157	LOC5495516|XP_001361528.1|DPSE, LOC6898773|XP_002138750.1|DPSE, LOC4805065|XP_001361529.3|DPSE	LOC118509510|XP_035906089.1|ASTE, LOC118509511|XP_035906090.1|ASTE
OG0000158	LOC4805548|XP_001361934.2|DPSE, LOC4812810|XP_001353456.2|DPSE, LOC4813871|XP_033238538.1|DPSE	LOC118508367|XP_035903982.1|ASTE, LOC118508366|XP_035903980.1|ASTE, LOC118504516|XP_035894941.1|ASTE, LOC118504508|XP_035894931.1|ASTE
OG0000159	LOC4813365|XP_033240111.1|DPSE	LOC118516537|XP_035918374.1|ASTE, LOC118506076|XP_035898635.1|ASTE, LOC118516538|XP_035918375.1|ASTE, LOC118506072|XP_035898627.1|ASTE
OG0000159	LOC4813653|XP_001353959.3|DPSE, LOC4813539|XP_001353160.3|DPSE	LOC118516533|XP_035918367.1|ASTE, LOC118506074|XP_035898629.1|ASTE
OG0000160	LOC4800954|XP_001358138.2|DPSE, LOC4800957|XP_001358139.3|DPSE	LOC118506638|XP_035899912.1|ASTE, LOC118506639|XP_035899913.1|ASTE, LOC118506173|XP_035898837.1|ASTE, LOC118512315|XP_035912461.1|ASTE, LOC118506878|XP_035900521.1|ASTE, LOC118517712|XP_035920050.1|ASTE
OG0000162	LOC6902668|XP_002133184.2|DPSE, LOC4816956|XP_001356727.2|DPSE	LOC118510542|XP_035908395.1|ASTE, LOC118512639|XP_035913230.1|ASTE
OG0000163	LOC6902382|XP_002133322.1|DPSE, LOC6897260|XP_002137424.2|DPSE	LOC118503426|XP_035892559.1|ASTE, LOC118513177|XP_035914531.1|ASTE, LOC118513178|XP_035914532.1|ASTE, LOC118503428|XP_035892561.1|ASTE, LOC118503427|XP_035892560.1|ASTE
OG0000165	LOC6896898|XP_002137085.1|DPSE, LOC4815697|XP_001355294.2|DPSE	LOC118509479|XP_035906014.1|ASTE, LOC118503125|XP_035891975.1|ASTE
OG0000166	LOC6898988|XP_002138948.2|DPSE	LOC118516432|XP_035918204.1|ASTE, LOC118509573|XP_035906232.1|ASTE
OG0000166	LOC4805524|XP_001361913.2|DPSE, LOC4805523|XP_001361912.3|DPSE	LOC118509377|XP_035905811.1|ASTE, LOC118517322|XP_035919195.1|ASTE, LOC118512273|XP_035912355.1|ASTE
OG0000169	LOC6897332|XP_002137485.2|DPSE	LOC118512165|XP_035912137.1|ASTE
OG0000170	LOC6902949|XP_002132675.1|DPSE, LOC4816800|XP_001356660.2|DPSE	LOC118512459|XP_035912823.1|ASTE, LOC118512461|XP_035912824.1|ASTE, LOC118512457|XP_035912821.1|ASTE, LOC118512458|XP_035912822.1|ASTE
OG0000171	LOC4816415|XP_015036793.2|DPSE	LOC118512486|XP_035912877.1|ASTE
OG0000171	LOC4817310|XP_001356348.3|DPSE	LOC118504537|XP_035895000.1|ASTE
OG0000171	LOC6901864|XP_033241343.1|DPSE	LOC118517651|XP_035919876.1|ASTE
OG0000172	LOC117183190|XP_033232946.1|DPSE, LOC6897674|XP_003736771.3|DPSE, LOC6897232|XP_002137404.3|DPSE, LOC117185681|XP_033241888.1|DPSE, LOC6897231|XP_033232298.1|DPSE, LOC6900096|XP_002135454.2|DPSE, LOC6898323|XP_002138378.2|DPSE, LOC4803976|XP_001360613.4|DPSE, LOC6900110|XP_002135462.3|DPSE, LOC6898268|XP_033233872.1|DPSE, LOC6899002|XP_033233436.1|DPSE, LOC4812066|XP_033238024.1|DPSE	LOC118513117|XP_035914409.1|ASTE
OG0000173	LOC6898259|XP_033233396.1|DPSE, LOC4803831|XP_001360485.1|DPSE	LOC118514581|XP_035917476.1|ASTE, LOC118514578|XP_035917474.1|ASTE
OG0000174	LOC4803481|XP_001360199.2|DPSE, LOC4816187|XP_001355838.3|DPSE, LOC4805188|XP_001361635.2|DPSE	LOC118510691|XP_035908757.1|ASTE, LOC118510690|XP_035908756.1|ASTE, LOC118510692|XP_035908759.1|ASTE
OG0000175	LOC6897968|XP_002138067.1|DPSE	LOC118505676|XP_035897701.1|ASTE
OG0000175	LOC4802223|XP_002137664.4|DPSE	LOC118505455|XP_035897148.1|ASTE, LOC118505454|XP_035897147.1|ASTE, LOC118505456|XP_035897150.1|ASTE, LOC118505453|XP_035897146.1|ASTE
OG0000177	LOC4815261|XP_002134398.2|DPSE	LOC118516399|XP_035918158.1|ASTE
OG0000177	LOC4801082|XP_001358241.2|DPSE	LOC118504483|XP_035894893.1|ASTE
OG0000179	LOC4805135|XP_015040459.2|DPSE, LOC6898179|XP_033234236.1|DPSE	LOC118504068|XP_035894003.1|ASTE, LOC118504072|XP_035894011.1|ASTE
OG0000179	LOC4817927|XP_033236715.1|DPSE	LOC118504074|XP_035894020.1|ASTE
OG0000181	LOC4801174|XP_001358308.3|DPSE, LOC4800753|XP_015038637.2|DPSE	LOC118510422|XP_035908088.1|ASTE, LOC118510423|XP_035908089.1|ASTE, LOC118503395|XP_035892494.1|ASTE
OG0000182	LOC4802044|XP_001359037.2|DPSE	LOC118507594|XP_035902154.1|ASTE
OG0000182	LOC4802043|XP_001359036.2|DPSE, LOC6897440|XP_002137590.2|DPSE	LOC118507593|XP_035902153.1|ASTE
OG0000183	LOC6900177|XP_002135516.2|DPSE, LOC4812682|XP_015044112.2|DPSE	LOC118510271|XP_035907766.1|ASTE
OG0000184	LOC4817147|XP_001356460.3|DPSE, LOC4816852|XP_001356459.3|DPSE	LOC118514693|XP_035917642.1|ASTE, LOC118514692|XP_035917641.1|ASTE, LOC118514694|XP_035917643.1|ASTE, LOC118514679|XP_035917620.1|ASTE, LOC118507293|XP_035901544.1|ASTE, LOC118507291|XP_035901543.1|ASTE
OG0000185	LOC4804996|XP_001361466.1|DPSE, LOC4802654|XP_001359534.1|DPSE, LOC6897693|XP_002137819.1|DPSE, LOC6898742|XP_002138729.1|DPSE, LOC6898741|XP_002138728.1|DPSE	LOC118514354|XP_035917069.1|ASTE
OG0000186	LOC4815480|XP_001355402.3|DPSE, LOC6902241|XP_002133768.2|DPSE, LOC6897595|XP_033241793.1|DPSE	LOC118504849|XP_035895754.1|ASTE
OG0000188	LOC6897456|XP_033241163.1|DPSE, LOC4814758|XP_001355055.1|DPSE, LOC4814826|XP_001355051.3|DPSE	LOC118502826|XP_035891438.1|ASTE, LOC118510018|XP_035907723.1|ASTE, LOC118515928|XP_035917972.1|ASTE, LOC118507968|XP_035903192.1|ASTE
OG0000189	LOC6902645|XP_033235428.1|DPSE	LOC118512655|XP_035913266.1|ASTE, LOC118517673|XP_035919957.1|ASTE
OG0000189	LOC4814760|XP_033239771.1|DPSE	LOC118506640|XP_035899914.1|ASTE
OG0000190	LOC4815789|XP_033238609.1|DPSE	LOC118510368|XP_035907979.1|ASTE
OG0000190	LOC4804182|XP_001360785.3|DPSE	LOC118504545|XP_035895041.1|ASTE
OG0000191	LOC6898085|XP_033233403.1|DPSE	LOC118512001|XP_035911636.1|ASTE
OG0000191	LOC4804121|XP_001360732.3|DPSE	LOC118506505|XP_035899612.1|ASTE
OG0000192	LOC4802843|XP_001359679.3|DPSE, LOC26532408|XP_015042933.2|DPSE, LOC4813888|XP_001353589.3|DPSE	LOC118507017|XP_035900847.1|ASTE, LOC118507018|XP_035900848.1|ASTE, LOC118502769|XP_035891252.1|ASTE
OG0000193	LOC4817245|XP_001356707.4|DPSE, LOC4812047|XP_001352715.1|DPSE	LOC118503852|XP_035893459.1|ASTE, LOC118508047|XP_035903392.1|ASTE
OG0000196	LOC4816535|XP_015036495.2|DPSE	LOC118514064|XP_035916463.1|ASTE, LOC118514063|XP_035916462.1|ASTE
OG0000197	LOC4815865|XP_001355518.2|DPSE	LOC118502626|XP_035890899.1|ASTE
OG0000197	LOC6902142|XP_033240109.1|DPSE	LOC118502627|XP_035890901.1|ASTE
OG0000197	LOC4816099|XP_001355514.4|DPSE	LOC118502628|XP_035890902.1|ASTE
OG0000200	LOC6896763|XP_033232743.1|DPSE, LOC6902764|XP_033236196.1|DPSE, LOC4800468|XP_001357737.1|DPSE	LOC118503806|XP_035893399.1|ASTE
OG0000201	LOC4800909|XP_001358098.3|DPSE, LOC4800908|XP_001358097.2|DPSE	LOC118510098|XP_035907420.1|ASTE, LOC118510099|XP_035907423.1|ASTE, LOC118513874|XP_035916073.1|ASTE, LOC118517092|XP_035918839.1|ASTE
OG0000202	LOC4803189|XP_001359972.1|DPSE	LOC118506617|XP_035899877.1|ASTE
OG0000203	LOC6898299|XP_002138361.2|DPSE, LOC4803932|XP_001360573.3|DPSE, LOC4803933|XP_015039442.2|DPSE	LOC118507050|XP_035900904.1|ASTE
OG0000205	LOC6896969|XP_002137154.1|DPSE, LOC4801828|XP_001358861.1|DPSE	LOC118508310|XP_035903863.1|ASTE, LOC118517532|XP_035919659.1|ASTE, LOC118517534|XP_035919661.1|ASTE, LOC118517536|XP_035919663.1|ASTE, LOC118517535|XP_035919662.1|ASTE, LOC118517533|XP_035919660.1|ASTE
OG0000206	LOC4804616|XP_001361149.2|DPSE	LOC118503159|XP_035892013.1|ASTE
OG0000206	LOC4804615|XP_001361148.1|DPSE	LOC118517639|XP_035919843.1|ASTE
OG0000207	LOC6900480|XP_002134870.3|DPSE	LOC118503769|XP_035893332.1|ASTE
OG0000210	LOC4803708|XP_001360382.3|DPSE, LOC4816053|XP_001355344.3|DPSE	LOC118510803|XP_035909015.1|ASTE
OG0000211	LOC4800837|XP_001358041.1|DPSE	LOC118505116|XP_035896320.1|ASTE
OG0000212	LOC4817234|XP_001356462.4|DPSE, LOC4817206|XP_015035836.2|DPSE	LOC118514690|XP_035917639.1|ASTE, LOC118514687|XP_035917627.1|ASTE
OG0000213	LOC6900601|XP_002134973.2|DPSE, LOC6898024|XP_002138113.2|DPSE	LOC118506169|XP_035898832.1|ASTE, LOC118502455|XP_035890578.1|ASTE, LOC118510026|XP_035907306.1|ASTE, LOC118507679|XP_035902364.1|ASTE
OG0000214	LOC4815359|XP_001355083.1|DPSE, LOC4803365|XP_001360104.2|DPSE, LOC6897492|XP_002137641.2|DPSE	LOC118508206|XP_035903670.1|ASTE
OG0000215	LOC4812373|XP_001352879.3|DPSE, LOC4812359|XP_001352880.2|DPSE, LOC4812903|XP_001353579.3|DPSE	LOC118505358|XP_035896927.1|ASTE, LOC118506177|XP_035898842.1|ASTE
OG0000216	LOC6901344|XP_033239905.1|DPSE, LOC117184401|XP_033237409.1|DPSE, LOC117185000|XP_033240258.1|DPSE, LOC6901510|XP_002134196.1|DPSE, LOC6901520|XP_033239831.1|DPSE, LOC6901511|XP_002134197.1|DPSE, LOC6901522|XP_002134200.2|DPSE, LOC26533208|XP_015044128.2|DPSE, LOC4812686|XP_001353069.4|DPSE, LOC6902024|XP_002133558.2|DPSE	LOC118514658|XP_035917584.1|ASTE
OG0000217	LOC4815688|XP_001355637.1|DPSE	LOC118506853|XP_035900475.1|ASTE
OG0000217	LOC6902941|XP_002132667.2|DPSE, LOC4815476|XP_033237852.1|DPSE	LOC118512344|XP_035912523.1|ASTE
OG0000218	LOC6898310|XP_002138372.2|DPSE, LOC26533486|XP_015036172.2|DPSE, LOC6903016|XP_033237020.1|DPSE, LOC4816775|XP_001356768.2|DPSE, LOC4816900|XP_001356769.2|DPSE	LOC118510059|XP_035907341.1|ASTE
OG0000219	LOC4803454|XP_001360175.1|DPSE, LOC4803452|XP_001360173.1|DPSE, LOC4803456|XP_001360177.2|DPSE	LOC118510240|XP_035907700.1|ASTE, LOC118517267|XP_035919133.1|ASTE
OG0000220	LOC4813991|XP_001354159.1|DPSE, LOC4814004|XP_001354158.1|DPSE, LOC4814038|XP_001354160.2|DPSE	LOC118510365|XP_035907967.1|ASTE, LOC118510359|XP_035907961.1|ASTE
OG0000221	LOC4805195|XP_001361640.1|DPSE, LOC6897284|XP_002137444.2|DPSE, LOC4805196|XP_033234937.1|DPSE	LOC118512893|XP_035913890.1|ASTE, LOC118512894|XP_035913899.1|ASTE
OG0000222	LOC6902702|XP_002133216.2|DPSE	LOC118508815|XP_035904449.1|ASTE
OG0000224	LOC4804703|XP_001361221.2|DPSE	LOC118512550|XP_035913028.1|ASTE, LOC118512555|XP_035913034.1|ASTE, LOC118510034|XP_035907315.1|ASTE, LOC118512553|XP_035913032.1|ASTE
OG0000225	LOC4802155|XP_001359130.4|DPSE, LOC13036535|XP_003736682.1|DPSE, LOC4802156|XP_001359131.4|DPSE	LOC118502418|XP_035890536.1|ASTE, LOC118504515|XP_035894940.1|ASTE
OG0000226	LOC4813355|XP_001353876.4|DPSE, LOC6900737|XP_002135097.1|DPSE, LOC6900736|XP_002135096.3|DPSE	LOC118506112|XP_035898708.1|ASTE
OG0000228	LOC6897807|XP_002137912.1|DPSE, LOC6897620|XP_033241590.1|DPSE, LOC6902547|XP_002133089.2|DPSE	LOC118507788|XP_035902717.1|ASTE
OG0000229	LOC4801176|XP_033234303.1|DPSE, LOC6897086|XP_002137270.3|DPSE	LOC118505141|XP_035896386.1|ASTE
OG0000229	LOC4803305|XP_001360068.3|DPSE	LOC118505366|XP_035896957.1|ASTE
OG0000230	LOC6899082|XP_002138999.2|DPSE, LOC4805635|XP_001362005.3|DPSE, LOC6899081|XP_002138998.2|DPSE	LOC118511477|XP_035910508.1|ASTE, LOC118511480|XP_035910510.1|ASTE, LOC118511478|XP_035910509.1|ASTE, LOC118511476|XP_035910504.1|ASTE
OG0000232	LOC4802568|XP_001359463.3|DPSE, LOC4803434|XP_001360149.2|DPSE, LOC4803433|XP_001360148.3|DPSE	LOC118503459|XP_035892635.1|ASTE
OG0000233	LOC117183371|XP_033232998.1|DPSE, LOC6896892|XP_002137081.2|DPSE, LOC6896893|XP_002137082.3|DPSE	LOC118508457|XP_035904152.1|ASTE
OG0000235	LOC4801821|XP_001358854.3|DPSE, LOC4801823|XP_001358856.3|DPSE, LOC4801822|XP_001358855.2|DPSE	LOC118504927|XP_035895913.1|ASTE
OG0000236	LOC6901102|XP_002134578.3|DPSE, LOC6902815|XP_002132552.2|DPSE, LOC6902587|XP_002133115.2|DPSE, LOC6902137|XP_002133668.2|DPSE	LOC118507015|XP_035900844.1|ASTE
OG0000237	LOC4803405|XP_033234938.1|DPSE	LOC118512278|XP_035912368.1|ASTE
OG0000237	LOC6897206|XP_002137378.2|DPSE	LOC118511482|XP_035910512.1|ASTE
OG0000238	LOC4817449|XP_001356851.3|DPSE, LOC4817036|XP_001356852.4|DPSE	LOC118511649|XP_035910876.1|ASTE, LOC118511652|XP_035910881.1|ASTE
OG0000239	LOC6897523|XP_002137672.2|DPSE, LOC6897924|XP_033238997.1|DPSE, LOC6897947|XP_033236858.1|DPSE	LOC118504709|XP_035895435.1|ASTE
OG0000240	LOC4802598|XP_033236476.1|DPSE, LOC4802600|XP_001359490.4|DPSE, LOC6897546|XP_002137692.3|DPSE	LOC118507974|XP_035903200.1|ASTE
OG0000241	LOC6897628|XP_002137771.2|DPSE, LOC6900340|XP_033239971.1|DPSE, LOC6904109|XP_033232827.1|DPSE, LOC26532128|XP_015038008.2|DPSE, LOC6897740|XP_002137846.2|DPSE, LOC117183210|XP_033237933.1|DPSE, LOC6899487|XP_015044354.2|DPSE, LOC26531987|XP_033237930.1|DPSE, LOC26532731|XP_033237927.1|DPSE, LOC6903043|XP_002132767.2|DPSE	LOC118503481|XP_035892675.1|ASTE
OG0000242	LOC117185414|XP_033241561.1|DPSE, LOC117184112|XP_033236208.1|DPSE, LOC117183790|XP_033235116.1|DPSE, LOC117183657|XP_033234178.1|DPSE, LOC117184651|XP_033239125.1|DPSE, LOC117184612|XP_033238915.1|DPSE, LOC117184732|XP_033239341.1|DPSE, LOC117184906|XP_033239957.1|DPSE, LOC117185561|XP_033241584.1|DPSE, LOC117184703|XP_033239265.1|DPSE, LOC117185562|XP_033241585.1|DPSE, LOC117184624|XP_033239002.1|DPSE, LOC117184723|XP_033239339.1|DPSE, LOC117184737|XP_033239370.1|DPSE, LOC117185175|XP_033241309.1|DPSE, LOC117184719|XP_033239333.1|DPSE, LOC117185174|XP_033241308.1|DPSE, LOC26533308|XP_033239084.1|DPSE, LOC117183920|XP_033235350.1|DPSE, LOC117184352|XP_033237258.1|DPSE	LOC118515214|XP_035917801.1|ASTE, LOC118515179|XP_035917775.1|ASTE, LOC118515192|XP_035917784.1|ASTE, LOC118515160|XP_035917759.1|ASTE, LOC118515194|XP_035917786.1|ASTE, LOC118510854|XP_035909081.1|ASTE, LOC118507510|XP_035901943.1|ASTE
OG0000246	LOC4804096|XP_001360714.4|DPSE	LOC118504838|XP_035895735.1|ASTE
OG0000247	LOC4813130|XP_002134835.2|DPSE, LOC4813124|XP_002134836.2|DPSE, LOC6900444|XP_033238714.1|DPSE	LOC118509414|XP_035905879.1|ASTE, LOC118509412|XP_035905877.1|ASTE, LOC118509413|XP_035905878.1|ASTE, LOC118509411|XP_035905875.1|ASTE
OG0000248	LOC4813216|XP_001353442.3|DPSE, LOC4813642|XP_001353443.1|DPSE, LOC4803973|XP_001360610.3|DPSE	LOC118512667|XP_035913313.1|ASTE, LOC118512666|XP_035913311.1|ASTE
OG0000249	LOC4816954|XP_001356610.1|DPSE, LOC4817054|XP_033235668.1|DPSE, LOC4817053|XP_001356608.2|DPSE	LOC118510725|XP_035908828.1|ASTE
OG0000250	LOC6902470|XP_002133015.1|DPSE, LOC4816651|XP_001355902.1|DPSE, LOC4816428|XP_001355900.2|DPSE	LOC118508491|XP_035904202.1|ASTE
OG0000251	LOC4815596|XP_001355481.3|DPSE, LOC4805604|XP_001361981.3|DPSE, LOC4812701|XP_015044137.2|DPSE	LOC118505075|XP_035896254.1|ASTE
OG0000255	LOC4803683|XP_001360361.3|DPSE	LOC118504899|XP_035895857.1|ASTE
OG0000256	LOC6898212|XP_002138279.2|DPSE, LOC4803621|XP_001360310.3|DPSE	LOC118509298|XP_035905630.1|ASTE
OG0000257	LOC4803393|XP_001357527.2|DPSE	LOC118507286|XP_035901529.1|ASTE
OG0000261	LOC6903061|XP_033235985.1|DPSE, LOC117184047|XP_033235983.1|DPSE	LOC118510512|XP_035908317.1|ASTE, LOC118516853|XP_035918607.1|ASTE, LOC118516854|XP_035918608.1|ASTE, LOC118510513|XP_035908318.1|ASTE
OG0000262	LOC4804040|XP_001360667.2|DPSE	LOC118512787|XP_035913596.1|ASTE
OG0000263	LOC4804268|XP_001360850.4|DPSE	LOC118513361|XP_035914886.1|ASTE
OG0000263	LOC4813749|XP_001353826.3|DPSE	LOC118513013|XP_035914180.1|ASTE
OG0000264	LOC4814957|XP_001354675.3|DPSE, LOC6903699|XP_033238568.1|DPSE, LOC6896671|XP_033241760.1|DPSE	LOC118507130|XP_035901042.1|ASTE
OG0000267	LOC4800389|XP_001357674.3|DPSE, LOC4800390|XP_033234321.1|DPSE	LOC118506887|XP_035900544.1|ASTE, LOC118513471|XP_035915156.1|ASTE
OG0000268	LOC4801921|XP_001358939.1|DPSE, LOC4801922|XP_015037460.2|DPSE	LOC118502745|XP_035891203.1|ASTE
OG0000269	LOC4801222|XP_001358345.3|DPSE	LOC118507820|XP_035902791.1|ASTE
OG0000269	LOC4802171|XP_033232396.1|DPSE	LOC118510294|XP_035907812.1|ASTE
OG0000270	LOC6898515|XP_033233829.1|DPSE	LOC118503824|XP_035893419.1|ASTE, LOC118510655|XP_035908672.1|ASTE, LOC118503826|XP_035893421.1|ASTE, LOC118503825|XP_035893420.1|ASTE, LOC118503827|XP_035893423.1|ASTE
OG0000271	LOC4817872|XP_001357188.1|DPSE, LOC15382901|XP_004444271.2|DPSE, LOC4803358|XP_001360108.4|DPSE	LOC118513311|XP_035914791.1|ASTE
OG0000272	LOC4811801|XP_015044228.2|DPSE	LOC118509040|XP_035904990.1|ASTE
OG0000273	LOC6897647|XP_002137790.3|DPSE, LOC6902569|XP_002133097.1|DPSE, LOC6897763|XP_003736800.3|DPSE	LOC118508518|XP_035904265.1|ASTE
OG0000275	LOC117184984|XP_033240227.1|DPSE, LOC117184542|XP_033238612.1|DPSE, LOC117184745|XP_033239459.1|DPSE, LOC117184780|XP_033239548.1|DPSE, LOC117183229|XP_033232303.1|DPSE, LOC117184690|XP_033239200.1|DPSE, LOC117184672|XP_033239160.1|DPSE, LOC117185032|XP_033240408.1|DPSE, LOC117184812|XP_033239644.1|DPSE, LOC117183728|XP_033234565.1|DPSE	LOC118507752|XP_035902654.1|ASTE
OG0000279	LOC4812730|XP_001353109.3|DPSE, LOC6900325|XP_002135646.2|DPSE	LOC118506563|XP_035899778.1|ASTE
OG0000280	LOC4812040|XP_001352944.3|DPSE, LOC4812240|XP_001352945.4|DPSE, LOC6900262|XP_002135591.3|DPSE	LOC118512959|XP_035914076.1|ASTE
OG0000281	LOC4812514|XP_001352852.2|DPSE, LOC4814446|XP_033239823.1|DPSE, LOC4815170|XP_001355124.3|DPSE	LOC118509940|XP_035907165.1|ASTE
OG0000282	LOC6900613|XP_033241083.1|DPSE	LOC118502391|XP_035890506.1|ASTE
OG0000283	LOC4805413|XP_001361818.1|DPSE	LOC118505670|XP_035897690.1|ASTE
OG0000283	LOC4801127|XP_015037041.1|DPSE	LOC118502775|XP_035891299.1|ASTE, LOC118517383|XP_035919322.1|ASTE
OG0000284	LOC4816625|XP_001356182.3|DPSE	LOC118516654|XP_035918511.1|ASTE, LOC118513197|XP_035914577.1|ASTE, LOC118513227|XP_035914647.1|ASTE
OG0000284	LOC4816281|XP_033235930.1|DPSE	LOC118514629|XP_035917520.1|ASTE
OG0000285	LOC4804056|XP_001360677.2|DPSE	LOC118510124|XP_035907487.1|ASTE, LOC118510126|XP_035907489.1|ASTE, LOC118510125|XP_035907488.1|ASTE
OG0000292	LOC4804683|XP_001361204.1|DPSE	LOC118506849|XP_035900472.1|ASTE
OG0000292	LOC6900831|XP_002135189.1|DPSE	LOC118503100|XP_035891919.1|ASTE
