Orthogroup	DPSE.longest_only	DSIM.longest_only
OG0000046	LOC4800854|XP_001358055.2|DPSE	LOC6727218|XP_002102610.2|DSIM
OG0000046	LOC6902130|XP_002133661.3|DPSE, LOC6902128|XP_002133659.2|DPSE	LOC27208258|XP_039152751.1|DSIM, LOC6726461|XP_002107418.1|DSIM
OG0000046	LOC6898136|XP_002138215.2|DPSE	LOC6726459|XP_016040040.1|DSIM
OG0000046	LOC6896807|XP_002137011.2|DPSE, LOC6896809|XP_002137013.2|DPSE, LOC6896808|XP_002137012.2|DPSE	LOC6729249|XP_002104570.1|DSIM, LOC6729250|XP_016035903.2|DSIM, LOC6729248|XP_016035902.2|DSIM, LOC6729247|XP_039150891.1|DSIM, LOC6736058|XP_016029460.1|DSIM, LOC6729246|XP_002104567.2|DSIM, LOC6734258|XP_016027304.1|DSIM
OG0000047	LOC4803784|XP_001360446.3|DPSE	LOC6734785|XP_039147648.1|DSIM
OG0000047	LOC4803787|XP_001360449.3|DPSE	LOC6734782|XP_002081785.2|DSIM
OG0000047	LOC6898081|XP_002138166.2|DPSE, LOC4805168|XP_001361615.3|DPSE	LOC6734347|XP_002081368.2|DSIM
OG0000047	LOC6903509|XP_002132386.2|DPSE, LOC6902682|XP_002133198.2|DPSE	LOC27206290|XP_016031336.1|DSIM
OG0000047	LOC4805161|XP_001361611.2|DPSE	LOC6734356|XP_002081377.1|DSIM
OG0000047	LOC4813116|XP_001353776.3|DPSE	LOC6737553|XP_016031338.1|DSIM
OG0000048	LOC6900020|XP_002135385.1|DPSE, LOC6900019|XP_002135384.1|DPSE	LOC6738296|XP_002085107.2|DSIM, LOC6738295|XP_002085106.1|DSIM
OG0000048	LOC4812161|XP_001352552.3|DPSE	LOC6738287|XP_039149226.1|DSIM
OG0000048	LOC4812224|XP_033238777.1|DPSE	LOC6738291|XP_002085102.1|DSIM
OG0000049	LOC4800760|XP_001357975.3|DPSE	LOC6727737|XP_002103099.1|DSIM
OG0000049	LOC4800765|XP_001357980.2|DPSE	LOC6727734|XP_002103096.1|DSIM
OG0000049	LOC4800759|XP_001357974.3|DPSE	LOC6727738|XP_002103100.1|DSIM
OG0000049	LOC4800761|XP_001357976.3|DPSE	LOC6727740|XP_002103102.1|DSIM
OG0000049	LOC4800766|XP_001357981.4|DPSE	LOC6727739|XP_002103101.1|DSIM
OG0000049	LOC4800764|XP_001357979.3|DPSE	LOC6727733|XP_002103095.1|DSIM
OG0000050	LOC4805406|XP_001361811.3|DPSE	LOC6734037|XP_002081073.1|DSIM
OG0000050	LOC6899906|XP_002135274.3|DPSE	LOC6739122|XP_002085915.1|DSIM
OG0000050	LOC6899912|XP_033237397.1|DPSE	LOC6739125|XP_002085918.1|DSIM
OG0000050	LOC6899911|XP_002135279.1|DPSE	LOC6739124|XP_002085917.1|DSIM
OG0000050	LOC6899908|XP_033237399.1|DPSE, LOC6899907|XP_033237400.1|DPSE	LOC27208454|XP_016032970.1|DSIM
OG0000050	LOC6899913|XP_002135281.2|DPSE	LOC6739126|XP_002085919.1|DSIM
OG0000050	LOC6899909|XP_033237398.1|DPSE	LOC6739123|XP_016032971.1|DSIM
OG0000051	LOC4802029|XP_001359029.3|DPSE	LOC6728912|XP_016035601.1|DSIM
OG0000051	LOC6896948|XP_002137133.2|DPSE, LOC4800870|XP_001358067.3|DPSE	LOC6728321|XP_002103670.1|DSIM
OG0000051	LOC6897665|XP_002137803.2|DPSE, LOC6897664|XP_033232373.1|DPSE	LOC6728085|XP_002103437.1|DSIM, LOC6728404|XP_039151489.1|DSIM
OG0000052	LOC4801488|XP_001358571.4|DPSE	LOC6728714|XP_002104050.1|DSIM, LOC6729302|XP_002104619.1|DSIM
OG0000052	LOC4801489|XP_001358572.4|DPSE	LOC6728715|XP_016035378.1|DSIM, LOC6728716|XP_002104052.1|DSIM, LOC6728712|XP_002104048.2|DSIM, LOC6728713|XP_002104049.1|DSIM
OG0000052	LOC4803747|XP_001360412.1|DPSE	LOC6735169|XP_016028453.1|DSIM
OG0000052	LOC4803748|XP_001360413.3|DPSE	LOC6735168|XP_002082143.1|DSIM
OG0000053	LOC4803611|XP_001360303.3|DPSE	LOC6733546|XP_002080601.2|DSIM
OG0000053	LOC6898153|XP_002138231.3|DPSE	LOC6733544|XP_016026500.1|DSIM
OG0000053	LOC4803609|XP_001360302.2|DPSE	LOC6733543|XP_002080598.2|DSIM
OG0000053	LOC6898152|XP_002138230.3|DPSE	LOC6733541|XP_002080596.2|DSIM
OG0000053	LOC6898150|XP_002138228.2|DPSE	LOC6733535|XP_002080590.2|DSIM
OG0000054	LOC117183732|XP_033234597.1|DPSE, LOC6898005|XP_002138098.2|DPSE, LOC4803309|XP_001360071.1|DPSE	LOC6727939|XP_039151973.1|DSIM
OG0000054	LOC4803310|XP_001360074.4|DPSE	LOC6727938|XP_016034544.1|DSIM
OG0000054	LOC5384075|XP_033232371.1|DPSE	LOC6727936|XP_002103291.1|DSIM
OG0000054	LOC6898345|XP_002138398.2|DPSE, LOC5384076|XP_001360072.2|DPSE	LOC6727937|XP_016034543.1|DSIM
OG0000055	LOC6896733|XP_002136944.1|DPSE, LOC6896732|XP_002136943.1|DPSE, LOC6896731|XP_002136942.1|DPSE	LOC6730204|XP_002105489.1|DSIM
OG0000055	LOC6896734|XP_002136946.1|DPSE	LOC6730202|XP_002105487.1|DSIM
OG0000056	LOC4800581|XP_015038723.2|DPSE	LOC6729191|XP_016035843.1|DSIM
OG0000056	LOC6896822|XP_002137025.2|DPSE	LOC6729192|XP_016035844.1|DSIM
OG0000056	LOC4800580|XP_001357831.3|DPSE	LOC6729193|XP_002104514.1|DSIM, LOC6729195|XP_002104516.1|DSIM, LOC6729194|XP_002104515.1|DSIM
OG0000056	LOC6897000|XP_002137186.2|DPSE	LOC6728632|XP_002103973.1|DSIM
OG0000056	LOC6896999|XP_002137185.2|DPSE	LOC6728631|XP_016035267.1|DSIM
OG0000058	LOC6902422|XP_002133356.2|DPSE, LOC6898067|XP_002138152.1|DPSE	LOC6732889|XP_002079994.1|DSIM
OG0000058	LOC4816156|XP_001355873.3|DPSE	LOC6731187|XP_002078346.1|DSIM
OG0000058	LOC4816089|XP_001355320.2|DPSE	LOC6725215|XP_002106238.1|DSIM
OG0000059	LOC6897147|XP_002137327.1|DPSE	LOC6729758|XP_002105064.1|DSIM
OG0000059	LOC6897146|XP_033232929.1|DPSE	LOC6729755|XP_002105061.1|DSIM
OG0000059	LOC4801319|XP_001358434.2|DPSE	LOC6729757|XP_002105063.1|DSIM
OG0000059	LOC6897145|XP_002137325.3|DPSE, LOC6897144|XP_002137324.2|DPSE	LOC6729753|XP_002105059.1|DSIM, LOC27207094|XP_016036447.1|DSIM
OG0000060	LOC4816062|XP_001355381.1|DPSE	LOC6740094|XP_016039113.1|DSIM
OG0000060	LOC4817672|XP_001357060.2|DPSE	LOC6732627|XP_002079746.2|DSIM
OG0000060	LOC6897604|XP_002137749.3|DPSE	LOC27207681|XP_016033309.1|DSIM
OG0000060	LOC4800333|XP_033234022.1|DPSE	LOC27206381|XP_016037061.1|DSIM
OG0000060	LOC4815703|XP_001355362.3|DPSE	LOC6725775|XP_002106774.1|DSIM
OG0000061	LOC4816506|XP_001356011.2|DPSE	LOC6732437|XP_002079558.1|DSIM
OG0000061	LOC4816666|XP_001356006.2|DPSE	LOC6732443|XP_002079564.1|DSIM
OG0000061	LOC4816280|XP_001356010.3|DPSE	LOC6732439|XP_002079560.1|DSIM
OG0000061	LOC4816542|XP_001356009.2|DPSE	LOC6732440|XP_002079561.1|DSIM
OG0000062	LOC4814796|XP_001355129.2|DPSE	LOC6740030|XP_002076916.1|DSIM
OG0000062	LOC4816599|XP_001356269.1|DPSE	LOC6732805|XP_002079918.1|DSIM
OG0000062	LOC26533356|XP_015035231.2|DPSE	LOC27208526|XP_016023428.1|DSIM
OG0000062	LOC117183207|XP_033237045.1|DPSE	LOC27209077|XP_016023423.1|DSIM
OG0000063	LOC6897651|XP_002137792.2|DPSE	LOC6727842|XP_002103201.1|DSIM, LOC6727843|XP_002103202.1|DSIM
OG0000063	LOC4802566|XP_001359461.3|DPSE	LOC6727841|XP_002103200.1|DSIM
OG0000063	LOC6900640|XP_002135013.2|DPSE	LOC27208797|XP_016031320.1|DSIM
OG0000063	LOC4813121|XP_001353706.2|DPSE	LOC6737522|XP_002084358.1|DSIM
OG0000063	LOC6900641|XP_002135014.2|DPSE	LOC6737523|XP_002084359.2|DSIM, LOC6737524|XP_016031319.1|DSIM
OG0000065	LOC6896923|XP_002137108.2|DPSE	LOC6728371|XP_002103719.1|DSIM
OG0000065	LOC26533777|XP_015038968.2|DPSE, LOC6898828|XP_033234521.1|DPSE	LOC6731536|XP_002078683.1|DSIM, LOC6728370|XP_002103718.1|DSIM
OG0000065	LOC4800791|XP_001358004.3|DPSE	LOC6727792|XP_002103153.2|DSIM
OG0000065	LOC4800793|XP_001358005.3|DPSE	LOC6727793|XP_016034382.1|DSIM
OG0000066	LOC4814734|XP_001354838.2|DPSE	LOC6725823|XP_002106819.2|DSIM
OG0000066	LOC6897545|XP_002137691.2|DPSE	LOC6726978|XP_002102379.1|DSIM
OG0000066	LOC4801086|XP_001358244.4|DPSE	LOC6729920|XP_002105222.1|DSIM
OG0000066	LOC6903735|XP_002136740.2|DPSE	LOC6733106|XP_002080183.1|DSIM
OG0000066	LOC4803318|XP_001360081.2|DPSE	LOC6727922|XP_002103277.1|DSIM
OG0000066	LOC26533930|XP_015041746.1|DPSE	LOC6725614|XP_002106621.2|DSIM
OG0000066	LOC6902765|XP_033236203.1|DPSE	LOC6735832|XP_002082742.1|DSIM
OG0000067	LOC4801537|XP_001358611.3|DPSE	LOC6727258|XP_016033773.1|DSIM
OG0000067	LOC4813294|XP_001353742.3|DPSE	LOC6736894|XP_016030541.1|DSIM
OG0000067	LOC4805303|XP_001361725.2|DPSE	LOC6733725|XP_016026693.1|DSIM
OG0000067	LOC4813729|XP_001353743.2|DPSE	LOC6736893|XP_002083746.1|DSIM
OG0000067	LOC6901001|XP_033238396.1|DPSE	LOC6738999|XP_016032827.1|DSIM
OG0000068	LOC6900642|XP_002135015.3|DPSE	LOC6738497|XP_016032344.1|DSIM
OG0000068	LOC6896795|XP_033241765.1|DPSE, LOC26532323|XP_033236250.1|DPSE, LOC6902365|XP_002133311.2|DPSE	LOC6727391|XP_016033933.1|DSIM, LOC120284775|XP_039149541.1|DSIM, LOC6738508|XP_039149536.1|DSIM, LOC6735356|XP_016028689.1|DSIM
OG0000068	LOC4815620|XP_015041394.2|DPSE	LOC6726193|XP_016040252.1|DSIM
OG0000070	LOC4816245|XP_001355864.2|DPSE	LOC6731198|XP_002078357.1|DSIM
OG0000070	LOC4815848|XP_001355583.2|DPSE	LOC6724811|XP_016037593.1|DSIM
OG0000070	LOC4816246|XP_001355865.2|DPSE	LOC6731197|XP_016023746.1|DSIM
OG0000070	LOC6902417|XP_002133351.2|DPSE	LOC6739846|XP_002076739.1|DSIM
OG0000071	LOC6900130|XP_033241129.1|DPSE	LOC6737710|XP_039150099.1|DSIM
OG0000071	LOC4811953|XP_001352897.3|DPSE	LOC6737960|XP_016031706.1|DSIM
OG0000071	LOC6900213|XP_033239373.1|DPSE	LOC6737959|XP_039149304.1|DSIM
OG0000071	LOC6900212|XP_002135544.1|DPSE	LOC6737961|XP_002084777.1|DSIM
OG0000072	LOC4803792|XP_001360452.3|DPSE	LOC6734771|XP_002081774.1|DSIM
OG0000072	LOC4803788|XP_001360450.3|DPSE	LOC6734779|XP_002081782.1|DSIM
OG0000072	LOC6898245|XP_002138311.1|DPSE	LOC6734773|XP_016027978.1|DSIM
OG0000073	LOC4804155|XP_001360761.3|DPSE	LOC6735060|XP_016028345.1|DSIM
OG0000073	LOC6902077|XP_033240712.1|DPSE	LOC27206379|XP_039153085.1|DSIM
OG0000073	LOC13036455|XP_003736334.2|DPSE	LOC6739755|XP_039150533.1|DSIM
OG0000074	LOC4813467|XP_001353839.3|DPSE	LOC6736960|XP_002083807.1|DSIM
OG0000074	LOC4813167|XP_001353329.2|DPSE	LOC27206301|XP_016032324.1|DSIM
OG0000075	LOC4814181|XP_001354308.4|DPSE	LOC6737411|XP_016031172.1|DSIM
OG0000075	LOC6904089|XP_002136430.3|DPSE, LOC4814158|XP_001354304.1|DPSE, LOC117184969|XP_033240174.1|DPSE	LOC6737413|XP_002084251.2|DSIM
OG0000075	LOC117184970|XP_033240175.1|DPSE, LOC4814180|XP_001354307.2|DPSE	LOC6737412|XP_016031174.1|DSIM
OG0000075	LOC4814183|XP_001354309.1|DPSE	LOC6737410|XP_002084248.1|DSIM
OG0000076	LOC6900056|XP_033238646.1|DPSE	LOC6736800|XP_016030455.1|DSIM
OG0000076	LOC6897658|XP_002137797.2|DPSE, LOC6897657|XP_015037929.2|DPSE	LOC6728433|XP_016035035.1|DSIM, LOC6728430|XP_016035033.1|DSIM
OG0000076	LOC6901614|XP_002134284.3|DPSE	LOC6726415|XP_002107372.3|DSIM
OG0000076	LOC4815315|XP_001355000.2|DPSE	LOC120285241|XP_039152396.1|DSIM, LOC6726417|XP_039154080.1|DSIM, LOC120285274|XP_039152667.1|DSIM
OG0000077	LOC6903891|XP_002136626.1|DPSE	LOC6735263|XP_002082233.1|DSIM
OG0000077	LOC4800596|XP_001357842.1|DPSE	LOC6728793|XP_002104128.1|DSIM
OG0000077	LOC4805619|XP_001361993.1|DPSE	LOC27208378|XP_016029441.1|DSIM
OG0000077	LOC6897044|XP_003736391.1|DPSE	LOC6739786|XP_016036667.1|DSIM
OG0000078	LOC4804955|XP_001361435.3|DPSE	LOC6735299|XP_002082259.1|DSIM
OG0000078	LOC6903186|XP_002132885.3|DPSE, LOC6897646|XP_002137789.2|DPSE, LOC117184537|XP_033238582.1|DPSE	LOC6739023|XP_002085818.1|DSIM
OG0000078	LOC4802953|XP_001359766.2|DPSE	LOC6727087|XP_002102484.1|DSIM
OG0000078	LOC4814621|XP_001355050.3|DPSE	LOC6727351|XP_016040222.1|DSIM
OG0000078	LOC4815368|XP_001354621.3|DPSE	LOC6726287|XP_002107248.2|DSIM
OG0000079	LOC117183178|XP_033235181.1|DPSE	LOC6730899|XP_016023328.1|DSIM
OG0000079	LOC6902965|XP_002132691.2|DPSE	LOC6730900|XP_002078064.2|DSIM
OG0000079	LOC4817314|XP_001356685.1|DPSE	LOC6730901|XP_002078065.1|DSIM
OG0000079	LOC26534171|XP_015036113.2|DPSE	LOC27208402|XP_016023330.1|DSIM
OG0000080	LOC6898668|XP_002138673.2|DPSE, LOC6898669|XP_033233645.1|DPSE	LOC6734869|XP_002081870.3|DSIM, LOC6734871|XP_039147232.1|DSIM
OG0000080	LOC4805687|XP_001362046.3|DPSE	LOC6734800|XP_002081803.1|DSIM
OG0000081	LOC4811957|XP_001352460.4|DPSE	LOC6736307|XP_002083191.1|DSIM
OG0000082	LOC4803829|XP_001360483.2|DPSE	LOC6735734|XP_016029105.1|DSIM
OG0000082	LOC4800945|XP_001358129.3|DPSE	LOC6729147|XP_002104468.1|DSIM
OG0000082	LOC4801644|XP_001358698.2|DPSE	LOC6728152|XP_002103502.1|DSIM
OG0000083	LOC6899312|XP_033235907.1|DPSE	LOC6731833|XP_002078968.2|DSIM
OG0000083	LOC117183164|XP_015036952.2|DPSE, LOC6902369|XP_002133315.2|DPSE	LOC6731564|XP_002078705.1|DSIM, LOC6731563|XP_016024230.1|DSIM
OG0000083	LOC6902371|XP_002133317.3|DPSE	LOC6731560|XP_002078701.1|DSIM
OG0000083	LOC6902370|XP_002133316.2|DPSE	LOC6731562|XP_016024229.1|DSIM
OG0000083	LOC26532411|XP_033235904.1|DPSE	LOC6731834|XP_002078969.1|DSIM
OG0000084	LOC4803751|XP_001360416.2|DPSE	LOC6735164|XP_016028449.1|DSIM
OG0000084	LOC4805472|XP_001361867.2|DPSE	LOC6734690|XP_002081697.1|DSIM
OG0000085	LOC4804897|XP_015040262.2|DPSE	LOC6733407|XP_039148683.1|DSIM
OG0000085	LOC4804123|XP_001360733.2|DPSE	LOC6733411|XP_016026348.1|DSIM
OG0000085	LOC4804898|XP_001361384.3|DPSE	LOC6733406|XP_039148680.1|DSIM
OG0000086	LOC4804253|XP_001360840.1|DPSE	LOC6735244|XP_002082217.1|DSIM
OG0000087	LOC4816786|XP_001356332.1|DPSE	LOC6731703|XP_002078839.2|DSIM
OG0000087	LOC4817851|XP_001357379.2|DPSE	LOC6732326|XP_002079454.1|DSIM
OG0000087	LOC6902768|XP_002132512.2|DPSE	LOC6731729|XP_002078864.1|DSIM
OG0000088	LOC4805581|XP_001361962.1|DPSE	LOC6733235|XP_016026114.1|DSIM
OG0000088	LOC6903460|XP_002132339.1|DPSE	LOC6731877|XP_039147209.1|DSIM
OG0000088	LOC6897738|XP_015038003.2|DPSE	LOC6737664|XP_016031426.1|DSIM
OG0000088	LOC117183165|XP_033233988.1|DPSE, LOC4804185|XP_001360788.3|DPSE	LOC6734839|XP_002081841.1|DSIM
OG0000088	LOC6897737|XP_002137843.1|DPSE	LOC27206292|XP_016031427.1|DSIM
OG0000089	LOC4802911|XP_001359737.1|DPSE	LOC6727037|XP_002102435.1|DSIM, LOC6727103|XP_002102496.1|DSIM
OG0000089	LOC4812687|XP_001353070.2|DPSE	LOC6737468|XP_002084304.1|DSIM
OG0000090	LOC4805122|XP_001361578.1|DPSE	LOC6733740|XP_002080786.2|DSIM
OG0000090	LOC4805121|XP_015040451.2|DPSE	LOC6733746|XP_016026706.1|DSIM
OG0000090	LOC6900041|XP_002135405.1|DPSE	LOC6736772|XP_002083628.1|DSIM
OG0000090	LOC6899944|XP_002135312.2|DPSE	LOC6736298|XP_016029779.1|DSIM
OG0000091	LOC4801161|XP_015037056.1|DPSE	LOC6730014|XP_016036778.1|DSIM
OG0000091	LOC4816825|XP_001356505.3|DPSE	LOC6732003|XP_016024679.1|DSIM
OG0000091	LOC4801449|XP_033232375.1|DPSE	LOC6727564|XP_016034162.1|DSIM
OG0000091	LOC4801443|XP_001358537.1|DPSE	LOC6727565|XP_016034164.1|DSIM
OG0000092	LOC4802360|XP_001359289.2|DPSE	LOC6729582|XP_002104890.2|DSIM
OG0000092	LOC4802357|XP_001359285.1|DPSE	LOC6729585|XP_002104893.2|DSIM
OG0000092	LOC4802658|XP_001359535.3|DPSE	LOC6729663|XP_002104969.1|DSIM
OG0000092	LOC4802361|XP_001359290.2|DPSE	LOC6729583|XP_002104891.1|DSIM
OG0000093	LOC4817063|XP_015036040.1|DPSE	LOC6731455|XP_016024109.1|DSIM
OG0000093	LOC4804675|XP_001361198.4|DPSE	LOC6725462|XP_002106478.1|DSIM, LOC27206936|XP_016028260.1|DSIM, LOC6734956|XP_002081950.1|DSIM
OG0000093	LOC6899211|XP_002136312.2|DPSE	LOC27206522|XP_039148883.1|DSIM
OG0000093	LOC4814997|XP_001354996.4|DPSE	LOC6725499|XP_002106513.1|DSIM
OG0000094	LOC4813472|XP_015043125.2|DPSE	LOC6737538|XP_002084373.2|DSIM
OG0000094	LOC4801917|XP_001358935.4|DPSE	LOC6726915|XP_002102317.1|DSIM
OG0000096	LOC6897403|XP_002137555.3|DPSE	LOC6732786|XP_016025498.1|DSIM
OG0000096	LOC6897404|XP_015037507.2|DPSE	LOC6732455|XP_002079575.1|DSIM
OG0000096	LOC6897015|XP_002137200.2|DPSE	LOC6728671|XP_016035335.1|DSIM
OG0000096	LOC4816202|XP_001355846.3|DPSE	LOC6732853|XP_002079963.2|DSIM
OG0000097	LOC26533006|XP_033237387.1|DPSE	LOC27207237|XP_016032392.1|DSIM, LOC27208359|XP_016032391.1|DSIM, LOC27208790|XP_016032388.1|DSIM, LOC27207702|XP_016032389.1|DSIM
OG0000098	LOC4800823|XP_001358028.1|DPSE	LOC6728369|XP_002103717.1|DSIM
OG0000099	LOC4815949|XP_001355223.2|DPSE	LOC6724926|XP_002105963.2|DSIM
OG0000099	LOC6901833|XP_002133371.2|DPSE	LOC6724927|XP_002105964.2|DSIM
OG0000099	LOC6901374|XP_015041636.2|DPSE	LOC6724923|XP_016037782.1|DSIM
OG0000100	LOC26533905|XP_015035090.2|DPSE	LOC27209016|XP_016028054.1|DSIM
OG0000100	LOC4801809|XP_001358843.4|DPSE, LOC4801613|XP_001358676.4|DPSE	LOC6728116|XP_002103467.2|DSIM
OG0000101	LOC6900247|XP_015044019.2|DPSE	LOC6738674|XP_016032493.2|DSIM
OG0000101	LOC6900249|XP_033237559.1|DPSE	LOC120284835|XP_039150176.1|DSIM
OG0000102	LOC4804100|XP_001360716.3|DPSE	LOC6735023|XP_002082004.1|DSIM
OG0000102	LOC4804567|XP_001361108.2|DPSE	LOC6733641|XP_016026602.1|DSIM
OG0000103	LOC4812871|XP_001353722.3|DPSE	LOC6737362|XP_002084200.1|DSIM
OG0000103	LOC4813106|XP_001353445.4|DPSE	LOC6738500|XP_002085306.1|DSIM
OG0000103	LOC4813251|XP_033237392.1|DPSE	LOC27207409|XP_016032345.1|DSIM
OG0000103	LOC4805641|XP_001362010.2|DPSE	LOC6733940|XP_016026992.1|DSIM
OG0000104	LOC4811865|XP_001352567.2|DPSE	LOC6738313|XP_002085123.2|DSIM
OG0000104	LOC4817994|XP_001357248.2|DPSE	LOC6731627|XP_002078767.1|DSIM
OG0000104	LOC4812453|XP_001352571.2|DPSE	LOC6738320|XP_016032165.1|DSIM, LOC6738319|XP_002085129.2|DSIM
OG0000105	LOC6897188|XP_033241709.1|DPSE	LOC6727357|XP_002102742.2|DSIM, LOC6737448|XP_039150302.1|DSIM, LOC6737449|XP_002084285.3|DSIM
OG0000105	LOC4802641|XP_001359524.3|DPSE	LOC6728924|XP_002104252.1|DSIM
OG0000105	LOC117185148|XP_033241100.1|DPSE	LOC6728929|XP_002104257.2|DSIM
OG0000105	LOC4802639|XP_033241098.1|DPSE	LOC6728930|XP_002104258.1|DSIM
OG0000106	LOC6898861|XP_002138833.3|DPSE	LOC6735576|XP_016028938.2|DSIM
OG0000106	LOC4805729|XP_001362082.3|DPSE	LOC6727935|XP_002103290.2|DSIM, LOC6732400|XP_016025056.1|DSIM, LOC6727934|XP_002103289.2|DSIM, LOC6727933|XP_002103288.2|DSIM, LOC6732366|XP_002079487.1|DSIM, LOC6732364|XP_016025012.2|DSIM, LOC120284193|XP_016025013.1|DSIM, LOC6734652|XP_002081659.2|DSIM, LOC6734646|XP_016027818.1|DSIM, LOC6734648|XP_002081655.1|DSIM
OG0000107	LOC4803727|XP_001360399.3|DPSE	LOC6735822|XP_002082732.2|DSIM
OG0000107	LOC4816269|XP_001355878.2|DPSE	LOC6732592|XP_002079711.1|DSIM, LOC6732593|XP_002079712.2|DSIM, LOC6732591|XP_002079710.1|DSIM
OG0000107	LOC4803728|XP_001360400.3|DPSE	LOC6739496|XP_002076393.1|DSIM
OG0000109	LOC26534034|XP_015035900.1|DPSE, LOC6902874|XP_002132608.3|DPSE	LOC6731858|XP_002078993.1|DSIM, LOC6731857|XP_016024540.1|DSIM
OG0000109	LOC4816673|XP_001356046.3|DPSE	LOC27208206|XP_016024529.1|DSIM
OG0000110	LOC4813509|XP_001353237.3|DPSE	LOC6737135|XP_002083982.1|DSIM
OG0000110	LOC4813564|XP_001353238.4|DPSE	LOC6737136|XP_002083983.2|DSIM
OG0000110	LOC4813596|XP_001353239.2|DPSE	LOC6737137|XP_002083984.1|DSIM
OG0000110	LOC4813344|XP_001353235.2|DPSE	LOC6737138|XP_002083985.1|DSIM
OG0000111	LOC4804957|XP_001361436.2|DPSE	LOC6735301|XP_002082261.1|DSIM
OG0000111	LOC4804962|XP_001361439.2|DPSE	LOC6735304|XP_002082264.1|DSIM
OG0000111	LOC4804960|XP_001361438.4|DPSE	LOC6739475|XP_002076375.1|DSIM
OG0000112	LOC4816070|XP_001355599.3|DPSE	LOC6726584|XP_002107536.1|DSIM, LOC6726167|XP_002107143.1|DSIM
OG0000112	LOC4814555|XP_001355049.4|DPSE	LOC6726553|XP_002107507.1|DSIM, LOC6726552|XP_002107506.1|DSIM
OG0000113	LOC4801479|XP_001358564.4|DPSE	LOC6726892|XP_002102294.1|DSIM
OG0000114	LOC4817555|XP_001356962.1|DPSE	LOC27208211|XP_016024714.1|DSIM, LOC27207189|XP_016024713.1|DSIM, LOC27207795|XP_016024715.1|DSIM
OG0000114	LOC4817556|XP_001356963.1|DPSE	LOC27206508|XP_016024716.1|DSIM
OG0000114	LOC4817557|XP_001356964.1|DPSE	LOC27206554|XP_016024717.1|DSIM
OG0000116	LOC4802359|XP_001359288.2|DPSE	LOC6729593|XP_002104901.1|DSIM
OG0000116	LOC6897573|XP_033241883.1|DPSE	LOC6729599|XP_016036240.1|DSIM
OG0000116	LOC4802358|XP_001359287.3|DPSE	LOC6729594|XP_002104902.3|DSIM
OG0000116	LOC4802356|XP_001359286.3|DPSE	LOC6729595|XP_002104903.1|DSIM
OG0000117	LOC4816702|XP_001356233.1|DPSE	LOC6732271|XP_016024938.1|DSIM
OG0000117	LOC4816357|XP_001356234.2|DPSE	LOC6732270|XP_002079399.2|DSIM
OG0000117	LOC4816358|XP_001356235.2|DPSE	LOC27208966|XP_016024937.1|DSIM
OG0000117	LOC6902710|XP_002133224.1|DPSE	LOC6732269|XP_002079398.1|DSIM
OG0000118	LOC4816812|XP_001356809.3|DPSE	LOC6731055|XP_039150598.1|DSIM
OG0000118	LOC6901699|XP_002134369.2|DPSE	LOC6732291|XP_002079420.1|DSIM
OG0000119	LOC4800772|XP_001357987.3|DPSE	LOC6728692|XP_002104028.2|DSIM
OG0000119	LOC4800771|XP_001357986.2|DPSE	LOC6728690|XP_016035360.2|DSIM
OG0000119	LOC4800773|XP_001357988.3|DPSE	LOC6728691|XP_002104027.1|DSIM
OG0000120	LOC4803913|XP_001360557.1|DPSE	LOC6734025|XP_016027044.1|DSIM
OG0000120	LOC4814059|XP_001354232.2|DPSE	LOC6734420|XP_002081440.1|DSIM
OG0000121	LOC4815827|XP_001355632.3|DPSE	LOC6725520|XP_002106533.1|DSIM
OG0000121	LOC6897326|XP_002137478.2|DPSE	LOC6728083|XP_002103435.1|DSIM
OG0000121	LOC4801728|XP_001358772.2|DPSE	LOC6728081|XP_002103433.1|DSIM
OG0000122	LOC4817541|XP_001356952.2|DPSE	LOC6730645|XP_016023081.1|DSIM
OG0000122	LOC6901494|XP_002134180.2|DPSE	LOC6725674|XP_016038931.1|DSIM
OG0000122	LOC4805302|XP_001361724.1|DPSE	LOC6733724|XP_039148554.1|DSIM
OG0000122	LOC4817383|XP_001356484.3|DPSE	LOC6730941|XP_039154462.1|DSIM
OG0000123	LOC4805442|XP_001361843.2|DPSE	LOC6736097|XP_002082998.1|DSIM
OG0000123	LOC4802279|XP_001359231.2|DPSE	LOC6726983|XP_002102384.1|DSIM, LOC6726982|XP_002102383.2|DSIM
OG0000123	LOC4802278|XP_001359230.2|DPSE	LOC6726984|XP_002102385.2|DSIM
OG0000124	LOC4805062|XP_001361526.2|DPSE	LOC6734813|XP_002081816.1|DSIM, LOC27208977|XP_016026539.1|DSIM
OG0000124	LOC6898772|XP_002138749.2|DPSE	LOC6733578|XP_002080632.2|DSIM
OG0000124	LOC6898774|XP_002138751.4|DPSE	LOC6733588|XP_016026546.1|DSIM
OG0000125	LOC4801148|XP_003736422.2|DPSE	LOC6729834|XP_016036531.1|DSIM
OG0000125	LOC4801426|XP_003736507.1|DPSE	LOC6728310|XP_002103659.2|DSIM
OG0000125	LOC6898246|XP_002138312.2|DPSE	LOC6734770|XP_002081773.1|DSIM
OG0000125	LOC4803794|XP_001360454.3|DPSE	LOC6734769|XP_002081772.2|DSIM
OG0000126	LOC26532672|XP_033236106.1|DPSE	LOC6730114|XP_002105407.1|DSIM
