Orthogroup	DPSE.longest_only	DNOV.longest_only
OG0000052	LOC4803747|XP_001360412.1|DPSE	LOC115771518|XP_030573117.1|DNOV
OG0000052	LOC4803748|XP_001360413.3|DPSE	LOC115771510|XP_030573105.1|DNOV
OG0000053	LOC4803611|XP_001360303.3|DPSE	LOC115771927|XP_030573689.1|DNOV
OG0000053	LOC6898153|XP_002138231.3|DPSE	LOC115771866|XP_030573609.1|DNOV
OG0000053	LOC4803609|XP_001360302.2|DPSE	LOC115771921|XP_030573679.1|DNOV
OG0000053	LOC6898152|XP_002138230.3|DPSE	LOC115771855|XP_030573599.1|DNOV
OG0000053	LOC6898150|XP_002138228.2|DPSE	LOC115771936|XP_030573699.1|DNOV
OG0000054	LOC117183732|XP_033234597.1|DPSE, LOC6898005|XP_002138098.2|DPSE, LOC4803309|XP_001360071.1|DPSE	LOC115766043|XP_030565674.1|DNOV
OG0000054	LOC4803310|XP_001360074.4|DPSE	LOC115770765|XP_030572036.1|DNOV
OG0000054	LOC5384075|XP_033232371.1|DPSE, LOC6898345|XP_002138398.2|DPSE, LOC5384076|XP_001360072.2|DPSE	LOC115766097|XP_030565772.1|DNOV
OG0000055	LOC5495517|XP_002136945.3|DPSE, LOC6896734|XP_002136946.1|DPSE	LOC115761443|XP_030559069.1|DNOV, LOC115761430|XP_030559056.1|DNOV, LOC115761433|XP_030559059.1|DNOV, LOC115761408|XP_030559028.1|DNOV
OG0000056	LOC4800581|XP_015038723.2|DPSE	LOC115764820|XP_030563929.1|DNOV
OG0000056	LOC4800580|XP_001357831.3|DPSE	LOC115764821|XP_030563930.1|DNOV
OG0000058	LOC6902428|XP_002133362.2|DPSE, LOC6902422|XP_002133356.2|DPSE, LOC6898067|XP_002138152.1|DPSE	LOC115758934|XP_030555595.1|DNOV
OG0000058	LOC4816156|XP_001355873.3|DPSE	LOC115758936|XP_030555597.1|DNOV, LOC115758933|XP_030555594.1|DNOV, LOC115758935|XP_030555596.1|DNOV
OG0000058	LOC4816089|XP_001355320.2|DPSE	LOC115766835|XP_030566732.1|DNOV
OG0000059	LOC6897147|XP_002137327.1|DPSE	LOC115764095|XP_030562808.1|DNOV
OG0000059	LOC6897146|XP_033232929.1|DPSE	LOC115764107|XP_030562822.1|DNOV
OG0000059	LOC4801319|XP_001358434.2|DPSE	LOC115764042|XP_030562742.1|DNOV
OG0000060	LOC4816062|XP_001355381.1|DPSE	LOC115768521|XP_030568971.1|DNOV
OG0000060	LOC4817672|XP_001357060.2|DPSE	LOC115760275|XP_030557406.1|DNOV
OG0000060	LOC6897604|XP_002137749.3|DPSE	LOC115767943|XP_030568181.1|DNOV
OG0000060	LOC4800333|XP_033234022.1|DPSE	LOC115765029|XP_030564252.1|DNOV
OG0000060	LOC4815703|XP_001355362.3|DPSE	LOC115767352|XP_030567464.1|DNOV
OG0000061	LOC4816506|XP_001356011.2|DPSE	LOC115763134|XP_030561437.1|DNOV
OG0000061	LOC4816666|XP_001356006.2|DPSE, LOC6902543|XP_033236222.1|DPSE	LOC115763110|XP_030561414.1|DNOV, LOC115763055|XP_030561340.1|DNOV
OG0000061	LOC4816280|XP_001356010.3|DPSE	LOC115763160|XP_030561472.1|DNOV
OG0000061	LOC4816542|XP_001356009.2|DPSE	LOC115763156|XP_030561467.1|DNOV
OG0000062	LOC4814796|XP_001355129.2|DPSE	LOC115766456|XP_030566248.1|DNOV
OG0000062	LOC4816599|XP_001356269.1|DPSE	LOC115763354|XP_030561739.1|DNOV
OG0000063	LOC6897651|XP_002137792.2|DPSE, LOC4802566|XP_001359461.3|DPSE	LOC115770680|XP_030571925.1|DNOV, LOC115770681|XP_030571926.1|DNOV
OG0000063	LOC6900640|XP_002135013.2|DPSE	LOC115770341|XP_030571439.1|DNOV
OG0000063	LOC4813121|XP_001353706.2|DPSE	LOC115770262|XP_030571339.1|DNOV
OG0000063	LOC6900641|XP_002135014.2|DPSE	LOC115770409|XP_030571530.1|DNOV, LOC115770342|XP_030571440.1|DNOV
OG0000065	LOC6896923|XP_002137108.2|DPSE	LOC115771835|XP_030573576.1|DNOV
OG0000065	LOC26533777|XP_015038968.2|DPSE, LOC6898828|XP_033234521.1|DPSE, LOC4800791|XP_001358004.3|DPSE, LOC4800793|XP_001358005.3|DPSE, LOC6896918|XP_002137102.2|DPSE, LOC6896917|XP_002137101.1|DPSE	LOC115759592|XP_030556422.1|DNOV, LOC115759591|XP_030556420.1|DNOV, LOC115759590|XP_030556419.1|DNOV, LOC115759594|XP_030556423.1|DNOV, LOC115772094|XP_030573915.1|DNOV, LOC115763851|XP_030562484.1|DNOV, LOC115767459|XP_030567624.1|DNOV, LOC115767413|XP_030567549.1|DNOV
OG0000066	LOC6897545|XP_002137691.2|DPSE, LOC4801086|XP_001358244.4|DPSE	LOC115769505|XP_030570196.1|DNOV, LOC115767618|XP_030567778.1|DNOV
OG0000066	LOC6903735|XP_002136740.2|DPSE	LOC115759113|XP_030555815.1|DNOV
OG0000066	LOC4803318|XP_001360081.2|DPSE	LOC115766084|XP_030565752.1|DNOV
OG0000066	LOC26533930|XP_015041746.1|DPSE	LOC115765364|XP_030564745.1|DNOV
OG0000066	LOC6902765|XP_033236203.1|DPSE	LOC115768347|XP_030568771.1|DNOV
OG0000067	LOC4801537|XP_001358611.3|DPSE	LOC115761742|XP_030559494.1|DNOV
OG0000067	LOC4813294|XP_001353742.3|DPSE	LOC115769783|XP_030570610.1|DNOV
OG0000067	LOC4805303|XP_001361725.2|DPSE	LOC115762160|XP_030560137.1|DNOV
OG0000067	LOC4813729|XP_001353743.2|DPSE	LOC115769836|XP_030570670.1|DNOV
OG0000067	LOC6901001|XP_033238396.1|DPSE	LOC115770913|XP_030572222.1|DNOV
OG0000068	LOC6896795|XP_033241765.1|DPSE, LOC26532323|XP_033236250.1|DPSE, LOC6902365|XP_002133311.2|DPSE	LOC115766532|XP_030566358.1|DNOV
OG0000068	LOC4815620|XP_015041394.2|DPSE	LOC115765365|XP_030564748.1|DNOV
OG0000069	LOC4804621|XP_033234564.1|DPSE	LOC115764506|XP_030563456.1|DNOV
OG0000070	LOC4816245|XP_001355864.2|DPSE	LOC115758973|XP_030555636.1|DNOV
OG0000070	LOC4815848|XP_001355583.2|DPSE	LOC115765204|XP_030564504.1|DNOV
OG0000070	LOC4816246|XP_001355865.2|DPSE	LOC115759073|XP_030555762.1|DNOV
OG0000070	LOC6902417|XP_002133351.2|DPSE	LOC115758728|XP_030555341.1|DNOV
OG0000071	LOC6900130|XP_033241129.1|DPSE	LOC115767110|XP_030567126.1|DNOV
OG0000071	LOC4811953|XP_001352897.3|DPSE	LOC115771374|XP_030572918.1|DNOV
OG0000071	LOC6900213|XP_033239373.1|DPSE	LOC115771373|XP_030572916.1|DNOV
OG0000071	LOC6900212|XP_002135544.1|DPSE	LOC115771375|XP_030572919.1|DNOV
OG0000072	LOC4803792|XP_001360452.3|DPSE	LOC115762189|XP_030560172.1|DNOV
OG0000072	LOC4803788|XP_001360450.3|DPSE	LOC115760700|XP_030558025.1|DNOV
OG0000072	LOC6898245|XP_002138311.1|DPSE	LOC115760737|XP_030558073.1|DNOV
OG0000073	LOC4804155|XP_001360761.3|DPSE	LOC115757880|XP_030554180.1|DNOV
OG0000073	LOC13036455|XP_003736334.2|DPSE	LOC115764211|XP_030562961.1|DNOV
OG0000074	LOC4813467|XP_001353839.3|DPSE	LOC115767646|XP_030567793.1|DNOV, LOC115767642|XP_030567789.1|DNOV
OG0000074	LOC4813167|XP_001353329.2|DPSE	LOC115771062|XP_030572474.1|DNOV
OG0000075	LOC4814181|XP_001354308.4|DPSE	LOC115770432|XP_030571562.1|DNOV
OG0000075	LOC6904089|XP_002136430.3|DPSE, LOC4814158|XP_001354304.1|DPSE, LOC117184969|XP_033240174.1|DPSE	LOC115770426|XP_030571554.1|DNOV
OG0000075	LOC117184970|XP_033240175.1|DPSE, LOC4814180|XP_001354307.2|DPSE	LOC115770110|XP_030571087.1|DNOV
OG0000075	LOC4814183|XP_001354309.1|DPSE	LOC115770275|XP_030571359.1|DNOV, LOC115770445|XP_030571581.1|DNOV
OG0000076	LOC6900056|XP_033238646.1|DPSE	LOC115766967|XP_030566920.1|DNOV
OG0000076	LOC6897658|XP_002137797.2|DPSE, LOC6897657|XP_015037929.2|DPSE	LOC115763785|XP_030562365.1|DNOV, LOC115763786|XP_030562373.1|DNOV
OG0000076	LOC6901614|XP_002134284.3|DPSE	LOC115766325|XP_030566076.1|DNOV
OG0000076	LOC4815315|XP_001355000.2|DPSE	LOC115765287|XP_030564637.1|DNOV
OG0000077	LOC6903891|XP_002136626.1|DPSE	LOC115765531|XP_030565013.1|DNOV
OG0000077	LOC4800596|XP_001357842.1|DPSE	LOC115761940|XP_030559834.1|DNOV
OG0000077	LOC4805619|XP_001361993.1|DPSE	LOC115757826|XP_030554110.1|DNOV
OG0000077	LOC6897044|XP_003736391.1|DPSE	LOC115759443|XP_030556224.1|DNOV
OG0000078	LOC4804955|XP_001361435.3|DPSE	LOC115767483|XP_030567650.1|DNOV, LOC115767481|XP_030567645.1|DNOV, LOC115767473|XP_030567638.1|DNOV
OG0000078	LOC6903186|XP_002132885.3|DPSE, LOC6897646|XP_002137789.2|DPSE, LOC117184537|XP_033238582.1|DPSE	LOC115770100|XP_030571073.1|DNOV
OG0000078	LOC4802953|XP_001359766.2|DPSE	LOC115761731|XP_030559475.1|DNOV
OG0000078	LOC4814621|XP_001355050.3|DPSE	LOC115764426|XP_030563287.1|DNOV
OG0000078	LOC4815368|XP_001354621.3|DPSE	LOC115767246|XP_030567310.1|DNOV
OG0000079	LOC6902963|XP_002132689.1|DPSE, LOC6902964|XP_015036104.1|DPSE	LOC115760029|XP_030557056.1|DNOV
OG0000079	LOC117183178|XP_033235181.1|DPSE	LOC115760320|XP_030557468.1|DNOV, LOC115760319|XP_030557467.1|DNOV, LOC115760318|XP_030557466.1|DNOV
OG0000079	LOC6902965|XP_002132691.2|DPSE	LOC115759928|XP_030556925.1|DNOV
OG0000079	LOC4817314|XP_001356685.1|DPSE	LOC115760195|XP_030557285.1|DNOV
OG0000080	LOC6898668|XP_002138673.2|DPSE, LOC6898669|XP_033233645.1|DPSE	LOC115762483|XP_030560581.1|DNOV
OG0000080	LOC4805687|XP_001362046.3|DPSE	LOC115766550|XP_030566385.1|DNOV
OG0000081	LOC4811957|XP_001352460.4|DPSE	LOC115769469|XP_030570143.1|DNOV
OG0000082	LOC4803829|XP_001360483.2|DPSE	LOC115760531|XP_030557814.1|DNOV
OG0000082	LOC4800945|XP_001358129.3|DPSE	LOC115771876|XP_030573620.1|DNOV
OG0000082	LOC4801644|XP_001358698.2|DPSE	LOC115764022|XP_030562714.1|DNOV
OG0000083	LOC6899312|XP_033235907.1|DPSE, LOC117183164|XP_015036952.2|DPSE, LOC6902369|XP_002133315.2|DPSE, LOC6902371|XP_002133317.3|DPSE, LOC6902370|XP_002133316.2|DPSE	LOC115771570|XP_030573183.1|DNOV
OG0000083	LOC26532411|XP_033235904.1|DPSE	LOC115763288|XP_030561633.1|DNOV
OG0000084	LOC4803751|XP_001360416.2|DPSE	LOC115759698|XP_030556562.1|DNOV
OG0000084	LOC4805472|XP_001361867.2|DPSE	LOC115760890|XP_030558315.1|DNOV
OG0000085	LOC4804898|XP_001361384.3|DPSE	LOC115764646|XP_030563684.1|DNOV
OG0000086	LOC4804253|XP_001360840.1|DPSE	LOC115761105|XP_030558592.1|DNOV, LOC115761104|XP_030558591.1|DNOV
OG0000087	LOC4816786|XP_001356332.1|DPSE	LOC115759965|XP_030556974.1|DNOV
OG0000087	LOC4817851|XP_001357379.2|DPSE	LOC115763574|XP_030562052.1|DNOV
OG0000087	LOC6902768|XP_002132512.2|DPSE	LOC115763556|XP_030562035.1|DNOV
OG0000088	LOC4805581|XP_001361962.1|DPSE	LOC115758292|XP_030554718.1|DNOV
OG0000088	LOC6903460|XP_002132339.1|DPSE	LOC115758633|XP_030555227.1|DNOV
OG0000088	LOC6897738|XP_015038003.2|DPSE	LOC115766362|XP_030566125.1|DNOV
OG0000088	LOC117183165|XP_033233988.1|DPSE, LOC4804185|XP_001360788.3|DPSE	LOC115769943|XP_030570850.1|DNOV
OG0000088	LOC6897737|XP_002137843.1|DPSE	LOC115766373|XP_030566137.1|DNOV
OG0000089	LOC4802911|XP_001359737.1|DPSE	LOC115759581|XP_030556409.1|DNOV
OG0000089	LOC4812687|XP_001353070.2|DPSE	LOC115769774|XP_030570599.1|DNOV
OG0000090	LOC4805122|XP_001361578.1|DPSE	LOC115758299|XP_030554725.1|DNOV
OG0000090	LOC4805121|XP_015040451.2|DPSE	LOC115758298|XP_030554724.1|DNOV
OG0000090	LOC6900041|XP_002135405.1|DPSE	LOC115765820|XP_030565404.1|DNOV
OG0000090	LOC6899944|XP_002135312.2|DPSE	LOC115769503|XP_030570188.1|DNOV
OG0000091	LOC4801161|XP_015037056.1|DPSE	LOC115757670|XP_030553848.1|DNOV
OG0000091	LOC4816825|XP_001356505.3|DPSE	LOC115759049|XP_030555733.1|DNOV
OG0000091	LOC4801449|XP_033232375.1|DPSE	LOC115761273|XP_030558848.1|DNOV
OG0000091	LOC4801443|XP_001358537.1|DPSE	LOC115761272|XP_030558847.1|DNOV
OG0000092	LOC4802360|XP_001359289.2|DPSE	LOC115766069|XP_030565732.1|DNOV
OG0000092	LOC4802357|XP_001359285.1|DPSE	LOC115766167|XP_030565870.1|DNOV
OG0000092	LOC4802658|XP_001359535.3|DPSE, LOC4802361|XP_001359290.2|DPSE	LOC115766082|XP_030565748.1|DNOV
OG0000093	LOC4817063|XP_015036040.1|DPSE	LOC115758323|XP_030554750.1|DNOV
OG0000093	LOC4814997|XP_001354996.4|DPSE	LOC115767804|XP_030567996.1|DNOV
OG0000094	LOC4813472|XP_015043125.2|DPSE	LOC115770336|XP_030571434.1|DNOV
OG0000094	LOC4801917|XP_001358935.4|DPSE	LOC115759953|XP_030556956.1|DNOV, LOC115759952|XP_030556955.1|DNOV
OG0000096	LOC6897403|XP_002137555.3|DPSE	LOC115761336|XP_030558933.1|DNOV
OG0000096	LOC6897404|XP_015037507.2|DPSE	LOC115761351|XP_030558956.1|DNOV
OG0000096	LOC6897015|XP_002137200.2|DPSE	LOC115761323|XP_030558916.1|DNOV
OG0000096	LOC4816202|XP_001355846.3|DPSE	LOC115759222|XP_030555977.1|DNOV
OG0000098	LOC4800823|XP_001358028.1|DPSE	LOC115763976|XP_030562641.1|DNOV
OG0000099	LOC4815949|XP_001355223.2|DPSE	LOC115758025|XP_030554389.1|DNOV
OG0000099	LOC6901374|XP_015041636.2|DPSE	LOC115768874|XP_030569441.1|DNOV
OG0000100	LOC26533905|XP_015035090.2|DPSE	LOC115758695|XP_030555303.1|DNOV
OG0000100	LOC4801809|XP_001358843.4|DPSE	LOC115759484|XP_030556280.1|DNOV
OG0000100	LOC4801613|XP_001358676.4|DPSE	LOC115764748|XP_030563827.1|DNOV
OG0000100	LOC6897276|XP_002137436.2|DPSE	LOC115764705|XP_030563763.1|DNOV
OG0000101	LOC6900247|XP_015044019.2|DPSE	LOC115769861|XP_030570719.1|DNOV
OG0000101	LOC6900249|XP_033237559.1|DPSE, LOC26533784|XP_015044023.2|DPSE	LOC115769416|XP_030570083.1|DNOV
OG0000102	LOC4804100|XP_001360716.3|DPSE	LOC115764983|XP_030564174.1|DNOV
OG0000102	LOC4804567|XP_001361108.2|DPSE	LOC115760629|XP_030557940.1|DNOV
OG0000103	LOC4812871|XP_001353722.3|DPSE, LOC4813106|XP_001353445.4|DPSE	LOC115771233|XP_030572694.1|DNOV, LOC115771230|XP_030572692.1|DNOV
OG0000103	LOC4813251|XP_033237392.1|DPSE	LOC115771232|XP_030572693.1|DNOV
OG0000103	LOC4805641|XP_001362010.2|DPSE	LOC115762233|XP_030560233.1|DNOV
OG0000104	LOC4811865|XP_001352567.2|DPSE	LOC115762610|XP_030560765.1|DNOV
OG0000104	LOC4817994|XP_001357248.2|DPSE	LOC115763001|XP_030561251.1|DNOV
OG0000104	LOC4812453|XP_001352571.2|DPSE	LOC115762611|XP_030560767.1|DNOV
OG0000105	LOC6897188|XP_033241709.1|DPSE	LOC115763410|XP_030561820.1|DNOV
OG0000105	LOC4802641|XP_001359524.3|DPSE	LOC115766038|XP_030565668.1|DNOV
OG0000105	LOC117185148|XP_033241100.1|DPSE, LOC4802639|XP_033241098.1|DPSE	LOC115766116|XP_030565797.1|DNOV
OG0000107	LOC4803727|XP_001360399.3|DPSE, LOC4816269|XP_001355878.2|DPSE, LOC4803728|XP_001360400.3|DPSE	LOC115762473|XP_030560555.1|DNOV, LOC115766524|XP_030566351.1|DNOV, LOC115766525|XP_030566352.1|DNOV, LOC115766523|XP_030566350.1|DNOV
OG0000109	LOC26534034|XP_015035900.1|DPSE, LOC6902874|XP_002132608.3|DPSE, LOC6896786|XP_002136991.3|DPSE	LOC115758411|XP_030554919.1|DNOV
OG0000109	LOC4816673|XP_001356046.3|DPSE	LOC115759000|XP_030555661.1|DNOV
OG0000110	LOC4813509|XP_001353237.3|DPSE	LOC115771207|XP_030572667.1|DNOV
OG0000110	LOC4813564|XP_001353238.4|DPSE	LOC115771206|XP_030572666.1|DNOV, LOC115771081|XP_030572492.1|DNOV
OG0000110	LOC4813596|XP_001353239.2|DPSE	LOC115771102|XP_030572522.1|DNOV
OG0000110	LOC4813344|XP_001353235.2|DPSE	LOC115771159|XP_030572591.1|DNOV
OG0000111	LOC4804957|XP_001361436.2|DPSE	LOC115767450|XP_030567608.1|DNOV
OG0000111	LOC4804962|XP_001361439.2|DPSE, LOC4804960|XP_001361438.4|DPSE	LOC115767471|XP_030567636.1|DNOV, LOC115766597|XP_030566444.1|DNOV
OG0000112	LOC4816070|XP_001355599.3|DPSE	LOC115766378|XP_030566142.1|DNOV
OG0000112	LOC4814555|XP_001355049.4|DPSE	LOC115766361|XP_030566121.1|DNOV, LOC115764351|XP_030563169.1|DNOV, LOC115764305|XP_030563103.1|DNOV
OG0000113	LOC4801479|XP_001358564.4|DPSE, LOC6899502|XP_033240539.1|DPSE, LOC117185048|XP_033240543.1|DPSE, LOC26531981|XP_033240362.1|DPSE, LOC6899402|XP_002136128.1|DPSE, LOC6899401|XP_002136127.1|DPSE, LOC6904066|XP_033240668.1|DPSE, LOC117185004|XP_033240273.1|DPSE, LOC117185065|XP_033240663.1|DPSE, LOC6904030|XP_033240677.1|DPSE, LOC117185072|XP_033240678.1|DPSE, LOC6897235|XP_002137407.2|DPSE, LOC26533299|XP_015041637.2|DPSE, LOC6901379|XP_002134067.2|DPSE	LOC115768345|XP_030568769.1|DNOV, LOC115766418|XP_030566199.1|DNOV
OG0000114	LOC4817555|XP_001356962.1|DPSE	LOC115759690|XP_030556543.1|DNOV
OG0000114	LOC4817556|XP_001356963.1|DPSE	LOC115759688|XP_030556541.1|DNOV
OG0000114	LOC4817557|XP_001356964.1|DPSE	LOC115759689|XP_030556542.1|DNOV
OG0000116	LOC4802359|XP_001359288.2|DPSE	LOC115770882|XP_030572176.1|DNOV
OG0000116	LOC6897573|XP_033241883.1|DPSE, LOC4802343|XP_001359280.3|DPSE	LOC115770658|XP_030571884.1|DNOV
OG0000117	LOC4816702|XP_001356233.1|DPSE	LOC115769301|XP_030569889.1|DNOV
OG0000117	LOC4816357|XP_001356234.2|DPSE	LOC115769303|XP_030569891.1|DNOV
OG0000117	LOC4816358|XP_001356235.2|DPSE	LOC115769305|XP_030569893.1|DNOV
OG0000117	LOC6902710|XP_002133224.1|DPSE	LOC115769308|XP_030569897.1|DNOV, LOC115769307|XP_030569896.1|DNOV
OG0000118	LOC6901699|XP_002134369.2|DPSE	LOC115758561|XP_030555129.1|DNOV
OG0000119	LOC4800772|XP_001357987.3|DPSE	LOC115761228|XP_030558777.1|DNOV
OG0000119	LOC4800771|XP_001357986.2|DPSE	LOC115761623|XP_030559312.1|DNOV
OG0000119	LOC4800773|XP_001357988.3|DPSE	LOC115761429|XP_030559055.1|DNOV
OG0000120	LOC6901854|XP_002133392.2|DPSE	LOC115768766|XP_030569316.1|DNOV
OG0000120	LOC4803913|XP_001360557.1|DPSE	LOC115765330|XP_030564696.1|DNOV
OG0000120	LOC6902120|XP_002133651.2|DPSE	LOC115765552|XP_030565044.1|DNOV
OG0000120	LOC4814059|XP_001354232.2|DPSE	LOC115762695|XP_030560877.1|DNOV
OG0000121	LOC4815827|XP_001355632.3|DPSE	LOC115764363|XP_030563185.1|DNOV
OG0000121	LOC6897326|XP_002137478.2|DPSE	LOC115771803|XP_030573534.1|DNOV
OG0000121	LOC4801728|XP_001358772.2|DPSE	LOC115771900|XP_030573645.1|DNOV
OG0000122	LOC4817541|XP_001356952.2|DPSE	LOC115763181|XP_030561499.1|DNOV
OG0000122	LOC6901494|XP_002134180.2|DPSE	LOC115767044|XP_030567034.1|DNOV
OG0000122	LOC4805302|XP_001361724.1|DPSE	LOC115762161|XP_030560138.1|DNOV
OG0000122	LOC4817383|XP_001356484.3|DPSE	LOC115759056|XP_030555741.1|DNOV
OG0000123	LOC4805442|XP_001361843.2|DPSE	LOC115759448|XP_030556240.1|DNOV
OG0000123	LOC4802278|XP_001359230.2|DPSE	LOC115763740|XP_030562303.1|DNOV
OG0000124	LOC4805062|XP_001361526.2|DPSE	LOC115758696|XP_030555300.1|DNOV, LOC115758694|XP_030555299.1|DNOV, LOC115758698|XP_030555305.1|DNOV, LOC115758699|XP_030555306.1|DNOV, LOC115758697|XP_030555301.1|DNOV, LOC115758701|XP_030555310.1|DNOV, LOC115758702|XP_030555311.1|DNOV, LOC115759494|XP_030556293.1|DNOV
OG0000124	LOC6898772|XP_002138749.2|DPSE, LOC6898774|XP_002138751.4|DPSE	LOC115764579|XP_030563591.1|DNOV
OG0000124	LOC6898775|XP_004444382.2|DPSE	LOC115763183|XP_030561504.1|DNOV, LOC115758975|XP_030555641.1|DNOV
OG0000125	LOC4801148|XP_003736422.2|DPSE	LOC115771741|XP_030573428.1|DNOV
OG0000125	LOC4801426|XP_003736507.1|DPSE	LOC115761248|XP_030558810.1|DNOV
OG0000125	LOC6898246|XP_002138312.2|DPSE	LOC115761028|XP_030558500.1|DNOV
OG0000126	LOC6903471|XP_015035428.2|DPSE	LOC115763320|XP_030561680.1|DNOV, LOC115759005|XP_030555672.1|DNOV, LOC115759108|XP_030555807.1|DNOV
OG0000127	LOC6897876|XP_003736880.2|DPSE, LOC4802979|XP_001359787.3|DPSE	LOC115761512|XP_030559141.1|DNOV
OG0000127	LOC4802977|XP_001359786.2|DPSE	LOC115761427|XP_030559046.1|DNOV
OG0000127	LOC4802973|XP_001359783.3|DPSE	LOC115761374|XP_030558985.1|DNOV
OG0000128	LOC4803763|XP_001360426.3|DPSE	LOC115763691|XP_030562236.1|DNOV
OG0000128	LOC4803762|XP_001360427.4|DPSE	LOC115764129|XP_030562860.1|DNOV
OG0000129	LOC6901846|XP_002133384.1|DPSE	LOC115768023|XP_030568300.1|DNOV
OG0000129	LOC6900541|XP_002134925.1|DPSE	LOC115769838|XP_030570672.1|DNOV
OG0000129	LOC26532932|XP_015035708.2|DPSE	LOC115769679|XP_030570455.1|DNOV
OG0000129	LOC4815973|XP_001355257.2|DPSE	LOC115768022|XP_030568299.1|DNOV
OG0000130	LOC4814083|XP_001354216.4|DPSE	LOC115769661|XP_030570434.1|DNOV
OG0000130	LOC4813204|XP_015043202.2|DPSE	LOC115769320|XP_030569913.1|DNOV
OG0000130	LOC4812908|XP_001353821.1|DPSE, LOC4814118|XP_001354215.1|DPSE	LOC115769660|XP_030570433.1|DNOV
OG0000131	LOC4801402|XP_001358502.3|DPSE	LOC115761671|XP_030559382.1|DNOV
OG0000132	LOC4817091|XP_033235701.1|DPSE	LOC115760166|XP_030557246.1|DNOV
OG0000132	LOC4802383|XP_001359312.1|DPSE	LOC115759623|XP_030556467.1|DNOV
OG0000133	LOC117184214|XP_033236668.1|DPSE	LOC115767636|XP_030567786.1|DNOV, LOC115768242|XP_030568628.1|DNOV, LOC115769034|XP_030569597.1|DNOV
OG0000134	LOC6897020|XP_002137205.1|DPSE	LOC115757657|XP_030553830.1|DNOV
OG0000134	LOC4815530|XP_001355363.4|DPSE	LOC115767392|XP_030567515.1|DNOV
OG0000134	LOC4816709|XP_001356064.2|DPSE	LOC115759801|XP_030556744.1|DNOV
OG0000136	LOC26532788|XP_015039900.2|DPSE	LOC115757764|XP_030554048.1|DNOV
OG0000137	LOC6899972|XP_002135340.3|DPSE	LOC115768079|XP_030568404.1|DNOV
OG0000137	LOC4801920|XP_001358938.2|DPSE	LOC115764130|XP_030562861.1|DNOV
OG0000137	LOC6900167|XP_002135506.1|DPSE	LOC115771032|XP_030572427.1|DNOV
OG0000138	LOC4802999|XP_001359805.3|DPSE	LOC115759568|XP_030556393.1|DNOV
OG0000138	LOC4802998|XP_001359804.3|DPSE	LOC115759565|XP_030556391.1|DNOV
OG0000138	LOC4803004|XP_001359809.4|DPSE	LOC115759562|XP_030556388.1|DNOV
OG0000139	LOC6903254|XP_002132953.2|DPSE, LOC6903167|XP_002132867.2|DPSE, LOC6903166|XP_002132866.2|DPSE	LOC115769770|XP_030570594.1|DNOV, LOC115769889|XP_030570764.1|DNOV, LOC115769888|XP_030570761.1|DNOV
OG0000140	LOC4801149|XP_001358287.3|DPSE	LOC115771802|XP_030573533.1|DNOV
OG0000140	LOC6898982|XP_033234599.1|DPSE	LOC115760835|XP_030558234.1|DNOV, LOC115760836|XP_030558236.1|DNOV
OG0000141	LOC6900706|XP_015043198.1|DPSE	LOC115769898|XP_030570779.1|DNOV
OG0000141	LOC4813077|XP_015043197.2|DPSE	LOC115769899|XP_030570780.1|DNOV
OG0000141	LOC6900705|XP_002135068.1|DPSE	LOC115769900|XP_030570781.1|DNOV
OG0000142	LOC6897479|XP_002137628.3|DPSE	LOC115770626|XP_030571829.1|DNOV
OG0000142	LOC4811728|XP_033232983.1|DPSE	LOC115760359|XP_030557508.1|DNOV, LOC115760416|XP_030557579.1|DNOV
OG0000142	LOC6901253|XP_002133954.2|DPSE	LOC115767833|XP_030568035.1|DNOV
OG0000143	LOC4813283|XP_001353993.3|DPSE	LOC115769511|XP_030570205.1|DNOV
OG0000143	LOC4813434|XP_001353992.4|DPSE	LOC115769830|XP_030570664.1|DNOV
OG0000144	LOC6897589|XP_033241591.1|DPSE	LOC115764707|XP_030563766.1|DNOV
OG0000144	LOC6901434|XP_033238837.1|DPSE	LOC115765151|XP_030564416.1|DNOV
OG0000144	LOC26533897|XP_015044394.2|DPSE	LOC115759963|XP_030556972.1|DNOV
OG0000145	LOC4814222|XP_001354408.3|DPSE	LOC115765270|XP_030564620.1|DNOV
OG0000145	LOC4817494|XP_001356913.2|DPSE	LOC115760146|XP_030557215.1|DNOV
OG0000145	LOC4817492|XP_001356911.2|DPSE	LOC115760147|XP_030557216.1|DNOV
OG0000145	LOC4817493|XP_001356912.1|DPSE	LOC115760148|XP_030557217.1|DNOV
OG0000147	LOC4816304|XP_001355892.2|DPSE	LOC115765501|XP_030564973.1|DNOV
OG0000147	LOC4801881|XP_001358904.3|DPSE	LOC115763989|XP_030562661.1|DNOV
OG0000148	LOC4816928|XP_033236378.1|DPSE	LOC115759976|XP_030556989.1|DNOV
OG0000148	LOC4816143|XP_033237038.1|DPSE	LOC115763251|XP_030561588.1|DNOV
OG0000149	LOC4818071|XP_001357237.3|DPSE	LOC115758472|XP_030555008.1|DNOV
OG0000149	LOC4816056|XP_001355620.2|DPSE	LOC115768180|XP_030568547.1|DNOV
OG0000150	LOC4817514|XP_001356932.3|DPSE, LOC4817516|XP_033236742.1|DPSE, LOC26533225|XP_015036309.2|DPSE, LOC4817517|XP_001356933.2|DPSE	LOC115759941|XP_030556940.1|DNOV
