Orthogroup	DPSE.longest_only	HILL.longest_only
OG0000037	LOC4803745|XP_001360410.4|DPSE, LOC6896995|XP_033232723.1|DPSE, LOC6896996|XP_002137182.2|DPSE, LOC117183318|XP_033232724.1|DPSE, LOC6896994|XP_033232725.1|DPSE	LOC119651766|XP_037911437.1|HILL, LOC119646812|XP_037903341.1|HILL, LOC119651775|XP_037911460.1|HILL, LOC119655958|XP_037918122.1|HILL, LOC119658451|XP_037921784.1|HILL, LOC119651204|XP_037910577.1|HILL, LOC119646220|XP_037902534.1|HILL, LOC119651193|XP_037910565.1|HILL, LOC119658129|XP_037921325.1|HILL, LOC119655954|XP_037918098.1|HILL, LOC119661525|XP_037926829.1|HILL, LOC119657138|XP_037919838.1|HILL, LOC119657136|XP_037919836.1|HILL, LOC119657137|XP_037919837.1|HILL, LOC119658079|XP_037921268.1|HILL, LOC119658432|XP_037921760.1|HILL, LOC119658363|XP_037921651.1|HILL, LOC119658372|XP_037921661.1|HILL, LOC119658423|XP_037921747.1|HILL, LOC119661114|XP_037926238.1|HILL
OG0000038	LOC4812152|XP_001352947.2|DPSE, LOC6900265|XP_002135594.2|DPSE	LOC119648832|XP_037906622.1|HILL
OG0000039	LOC6897556|XP_033241818.1|DPSE	LOC119659608|XP_037923707.1|HILL, LOC119659449|XP_037923462.1|HILL, LOC119655261|XP_037916985.1|HILL, LOC119650447|XP_037909230.1|HILL, LOC119650448|XP_037909231.1|HILL, LOC119650446|XP_037909229.1|HILL, LOC119650452|XP_037909234.1|HILL, LOC119650455|XP_037909238.1|HILL, LOC119650454|XP_037909236.1|HILL, LOC119650450|XP_037909233.1|HILL, LOC119650453|XP_037909235.1|HILL, LOC119650449|XP_037909232.1|HILL, LOC119657616|XP_037920546.1|HILL
OG0000040	LOC6897940|XP_033236826.1|DPSE, LOC4803145|XP_001359935.3|DPSE, LOC13036404|XP_003736919.2|DPSE, LOC6897941|XP_002138044.3|DPSE, LOC4803144|XP_001359934.2|DPSE, LOC117183223|XP_033241858.1|DPSE, LOC117185673|XP_033241861.1|DPSE, LOC6897578|XP_015037767.2|DPSE, LOC13036406|XP_033241860.1|DPSE, LOC6897971|XP_002138070.1|DPSE, LOC4803208|XP_001359988.4|DPSE, LOC4801113|XP_001358260.2|DPSE	LOC119659482|XP_037923522.1|HILL
OG0000041	LOC6897576|XP_002137721.2|DPSE, LOC6897577|XP_002137722.1|DPSE, LOC4802353|XP_001359283.3|DPSE, LOC6897572|XP_033240353.1|DPSE	LOC119659353|XP_037923329.1|HILL, LOC119659777|XP_037923970.1|HILL, LOC119660093|XP_037924398.1|HILL, LOC119660095|XP_037924400.1|HILL, LOC119659247|XP_037923154.1|HILL, LOC119660439|XP_037924917.1|HILL, LOC119660401|XP_037924864.1|HILL, LOC119659593|XP_037923682.1|HILL, LOC119659707|XP_037923888.1|HILL, LOC119659708|XP_037923889.1|HILL, LOC119660338|XP_037924752.1|HILL, LOC119660351|XP_037924777.1|HILL, LOC119659490|XP_037923535.1|HILL, LOC119660092|XP_037924396.1|HILL, LOC119658615|XP_037922036.1|HILL, LOC119658617|XP_037922038.1|HILL, LOC119658616|XP_037922037.1|HILL, LOC119658620|XP_037922040.1|HILL, LOC119658618|XP_037922039.1|HILL, LOC119659294|XP_037923234.1|HILL, LOC119660444|XP_037924925.1|HILL
OG0000043	LOC4803128|XP_001359922.2|DPSE, LOC4803135|XP_001359927.2|DPSE, LOC6897936|XP_002138038.2|DPSE, LOC4803134|XP_001359926.3|DPSE, LOC4803126|XP_001359920.4|DPSE, LOC6897937|XP_002138039.2|DPSE, LOC4803132|XP_001359925.3|DPSE	LOC119661410|XP_037926672.1|HILL, LOC119646955|XP_037903579.1|HILL, LOC119647761|XP_037904808.1|HILL
OG0000044	LOC4802344|XP_001359278.1|DPSE, LOC6897570|XP_033232296.1|DPSE, LOC6899656|XP_033239795.1|DPSE, LOC6897571|XP_033232533.1|DPSE, LOC4802345|XP_001359279.2|DPSE, LOC4802849|XP_001359684.3|DPSE	LOC119658958|XP_037922759.1|HILL, LOC119658735|XP_037922328.1|HILL, LOC119658738|XP_037922338.1|HILL, LOC119658739|XP_037922341.1|HILL, LOC119658736|XP_037922334.1|HILL, LOC119658744|XP_037922349.1|HILL, LOC119658743|XP_037922348.1|HILL, LOC119658742|XP_037922343.1|HILL, LOC119658745|XP_037922350.1|HILL, LOC119658746|XP_037922352.1|HILL, LOC119658747|XP_037922353.1|HILL, LOC119658749|XP_037922359.1|HILL, LOC119658740|XP_037922342.1|HILL
OG0000045	LOC4812813|XP_033238456.1|DPSE	LOC119649047|XP_037906953.1|HILL
OG0000045	LOC4813084|XP_001353641.2|DPSE, LOC6900434|XP_002134825.3|DPSE, LOC4816274|XP_001355928.3|DPSE, LOC6900435|XP_002134826.1|DPSE	LOC119652611|XP_037912776.1|HILL
OG0000046	LOC4800854|XP_001358055.2|DPSE, LOC6902130|XP_002133661.3|DPSE, LOC6902128|XP_002133659.2|DPSE, LOC6898136|XP_002138215.2|DPSE, LOC6896807|XP_002137011.2|DPSE, LOC6896809|XP_002137013.2|DPSE, LOC6896808|XP_002137012.2|DPSE	LOC119657334|XP_037920131.1|HILL, LOC119657920|XP_037921035.1|HILL
OG0000047	LOC4803784|XP_001360446.3|DPSE, LOC4803787|XP_001360449.3|DPSE, LOC6898081|XP_002138166.2|DPSE, LOC4805168|XP_001361615.3|DPSE, LOC6903509|XP_002132386.2|DPSE, LOC6902682|XP_002133198.2|DPSE, LOC4805161|XP_001361611.2|DPSE, LOC4813116|XP_001353776.3|DPSE	LOC119654474|XP_037915820.1|HILL
OG0000048	LOC6900017|XP_033238773.1|DPSE, LOC6900029|XP_033240343.1|DPSE, LOC6900030|XP_002135394.2|DPSE, LOC4812161|XP_001352552.3|DPSE, LOC4812224|XP_033238777.1|DPSE	LOC119648777|XP_037906539.1|HILL, LOC119648574|XP_037906272.1|HILL, LOC119648995|XP_037906854.1|HILL
OG0000049	LOC4800760|XP_001357975.3|DPSE, LOC4800765|XP_001357980.2|DPSE, LOC4800759|XP_001357974.3|DPSE, LOC4800761|XP_001357976.3|DPSE, LOC4800766|XP_001357981.4|DPSE, LOC4800764|XP_001357979.3|DPSE	LOC119649048|XP_037906954.1|HILL
OG0000050	LOC4805406|XP_001361811.3|DPSE, LOC6899905|XP_002135273.2|DPSE, LOC6899906|XP_002135274.3|DPSE, LOC6899912|XP_033237397.1|DPSE, LOC6899911|XP_002135279.1|DPSE, LOC6899908|XP_033237399.1|DPSE, LOC6899907|XP_033237400.1|DPSE, LOC6899913|XP_002135281.2|DPSE, LOC6899909|XP_033237398.1|DPSE	LOC119658266|XP_037921486.1|HILL
OG0000053	LOC4803611|XP_001360303.3|DPSE, LOC6898153|XP_002138231.3|DPSE, LOC4803609|XP_001360302.2|DPSE	LOC119653560|XP_037914200.1|HILL, LOC119653563|XP_037914204.1|HILL, LOC119653562|XP_037914203.1|HILL, LOC119654734|XP_037916193.1|HILL, LOC119654136|XP_037915227.1|HILL
OG0000053	LOC6898152|XP_002138230.3|DPSE, LOC6898150|XP_002138228.2|DPSE	LOC119653556|XP_037914198.1|HILL, LOC119653555|XP_037914196.1|HILL, LOC119653557|XP_037914199.1|HILL, LOC119653554|XP_037914193.1|HILL, LOC119653561|XP_037914201.1|HILL, LOC119661089|XP_037926206.1|HILL
OG0000054	LOC117183732|XP_033234597.1|DPSE, LOC6898005|XP_002138098.2|DPSE, LOC4803309|XP_001360071.1|DPSE, LOC4803310|XP_001360074.4|DPSE, LOC5384075|XP_033232371.1|DPSE, LOC6898345|XP_002138398.2|DPSE, LOC5384076|XP_001360072.2|DPSE	LOC119651539|XP_037911103.1|HILL, LOC119647240|XP_037904031.1|HILL, LOC119646436|XP_037902814.1|HILL
OG0000056	LOC6897000|XP_002137186.2|DPSE, LOC6896999|XP_002137185.2|DPSE	LOC119658059|XP_037921239.1|HILL, LOC119658058|XP_037921238.1|HILL
OG0000058	LOC6902428|XP_002133362.2|DPSE, LOC6902422|XP_002133356.2|DPSE, LOC6898067|XP_002138152.1|DPSE, LOC4816156|XP_001355873.3|DPSE, LOC4816089|XP_001355320.2|DPSE	LOC119649104|XP_037907031.1|HILL, LOC119649106|XP_037907033.1|HILL, LOC119649107|XP_037907034.1|HILL, LOC119647753|XP_037904798.1|HILL, LOC119649108|XP_037907035.1|HILL, LOC119647754|XP_037904799.1|HILL, LOC119659125|XP_037922977.1|HILL, LOC119655147|XP_037916814.1|HILL
OG0000060	LOC4816062|XP_001355381.1|DPSE	LOC119658011|XP_037921164.1|HILL
OG0000060	LOC4800333|XP_033234022.1|DPSE	LOC119652834|XP_037913096.1|HILL
OG0000061	LOC4816506|XP_001356011.2|DPSE, LOC4816666|XP_001356006.2|DPSE, LOC6902543|XP_033236222.1|DPSE, LOC4816280|XP_001356010.3|DPSE, LOC4816542|XP_001356009.2|DPSE	LOC119654566|XP_037915944.1|HILL, LOC119654846|XP_037916354.1|HILL
OG0000063	LOC6897651|XP_002137792.2|DPSE, LOC4802566|XP_001359461.3|DPSE, LOC6900640|XP_002135013.2|DPSE, LOC4813121|XP_001353706.2|DPSE, LOC6900641|XP_002135014.2|DPSE	LOC119652802|XP_037913054.1|HILL, LOC119652906|XP_037913210.1|HILL
OG0000064	LOC6903363|XP_002132244.2|DPSE	LOC119655612|XP_037917507.1|HILL, LOC119646352|XP_037902716.1|HILL, LOC119650989|XP_037910184.1|HILL, LOC119646329|XP_037902684.1|HILL, LOC119652417|XP_037912466.1|HILL
OG0000067	LOC4801537|XP_001358611.3|DPSE, LOC4813294|XP_001353742.3|DPSE	LOC119657584|XP_037920491.1|HILL
OG0000067	LOC4805303|XP_001361725.2|DPSE, LOC4813729|XP_001353743.2|DPSE	LOC119657702|XP_037920672.1|HILL
OG0000067	LOC6901001|XP_033238396.1|DPSE	LOC119648750|XP_037906501.1|HILL
OG0000068	LOC6900642|XP_002135015.3|DPSE, LOC6896795|XP_033241765.1|DPSE, LOC26532323|XP_033236250.1|DPSE, LOC6902365|XP_002133311.2|DPSE, LOC4815620|XP_015041394.2|DPSE	LOC119647039|XP_037903711.1|HILL, LOC119658016|XP_037921173.1|HILL, LOC119657412|XP_037920234.1|HILL
OG0000070	LOC4816245|XP_001355864.2|DPSE, LOC4815848|XP_001355583.2|DPSE, LOC4816246|XP_001355865.2|DPSE, LOC6902417|XP_002133351.2|DPSE	LOC119657857|XP_037920910.1|HILL, LOC119657686|XP_037920645.1|HILL, LOC119657343|XP_037920143.1|HILL, LOC119658414|XP_037921738.1|HILL, LOC119658255|XP_037921468.1|HILL, LOC119657882|XP_037920941.1|HILL, LOC119658249|XP_037921451.1|HILL, LOC119658416|XP_037921739.1|HILL, LOC119658175|XP_037921370.1|HILL, LOC119658176|XP_037921371.1|HILL, LOC119658225|XP_037921421.1|HILL, LOC119658224|XP_037921418.1|HILL, LOC119657744|XP_037920716.1|HILL, LOC119657745|XP_037920718.1|HILL, LOC119658406|XP_037921723.1|HILL, LOC119658177|XP_037921372.1|HILL, LOC119657908|XP_037921003.1|HILL, LOC119656762|XP_037919266.1|HILL, LOC119656761|XP_037919260.1|HILL, LOC119657576|XP_037920469.1|HILL, LOC119658427|XP_037921753.1|HILL, LOC119658321|XP_037921584.1|HILL, LOC119658376|XP_037921665.1|HILL, LOC119657434|XP_037920265.1|HILL, LOC119657435|XP_037920268.1|HILL, LOC119657224|XP_037919963.1|HILL, LOC119657344|XP_037920146.1|HILL, LOC119657190|XP_037919921.1|HILL, LOC119657261|XP_037920018.1|HILL, LOC119657489|XP_037920337.1|HILL, LOC119656824|XP_037919393.1|HILL, LOC119656823|XP_037919389.1|HILL, LOC119656825|XP_037919396.1|HILL, LOC119657949|XP_037921069.1|HILL, LOC119657948|XP_037921068.1|HILL, LOC119657636|XP_037920569.1|HILL, LOC119658456|XP_037921790.1|HILL, LOC119658293|XP_037921516.1|HILL, LOC119657724|XP_037920696.1|HILL, LOC119657863|XP_037920916.1|HILL
OG0000071	LOC6900130|XP_033241129.1|DPSE	LOC119647586|XP_037904523.1|HILL
OG0000071	LOC4811953|XP_001352897.3|DPSE, LOC6900213|XP_033239373.1|DPSE, LOC6900212|XP_002135544.1|DPSE	LOC119648120|XP_037905570.1|HILL
OG0000072	LOC4803792|XP_001360452.3|DPSE, LOC4803788|XP_001360450.3|DPSE	LOC119661216|XP_037926368.1|HILL
OG0000072	LOC6898245|XP_002138311.1|DPSE	LOC119660319|XP_037924728.1|HILL
OG0000073	LOC4804155|XP_001360761.3|DPSE	LOC119654269|XP_037915465.1|HILL
OG0000073	LOC6902077|XP_033240712.1|DPSE	LOC119658257|XP_037921470.1|HILL
OG0000073	LOC13036455|XP_003736334.2|DPSE	LOC119650904|XP_037910019.1|HILL, LOC119658142|XP_037921338.1|HILL
OG0000074	LOC4813467|XP_001353839.3|DPSE, LOC4813167|XP_001353329.2|DPSE	LOC119650320|XP_037908903.1|HILL, LOC119649748|XP_037907965.1|HILL, LOC119650143|XP_037908606.1|HILL, LOC119649692|XP_037907888.1|HILL
OG0000075	LOC4814181|XP_001354308.4|DPSE	LOC119650070|XP_037908494.1|HILL, LOC119649191|XP_037907149.1|HILL
OG0000075	LOC6904089|XP_002136430.3|DPSE, LOC4814158|XP_001354304.1|DPSE, LOC117184969|XP_033240174.1|DPSE	LOC119649897|XP_037908218.1|HILL
OG0000075	LOC117184970|XP_033240175.1|DPSE, LOC4814180|XP_001354307.2|DPSE, LOC4814183|XP_001354309.1|DPSE	LOC119648394|XP_037906061.1|HILL, LOC119649964|XP_037908328.1|HILL
OG0000076	LOC6900056|XP_033238646.1|DPSE	LOC119647549|XP_037904468.1|HILL
OG0000076	LOC6901614|XP_002134284.3|DPSE	LOC119655368|XP_037917158.1|HILL
OG0000077	LOC6903891|XP_002136626.1|DPSE	LOC119655171|XP_037916849.1|HILL
OG0000077	LOC4800596|XP_001357842.1|DPSE	LOC119651525|XP_037911085.1|HILL
OG0000077	LOC4805619|XP_001361993.1|DPSE	LOC119656266|XP_037918616.1|HILL
OG0000077	LOC6897044|XP_003736391.1|DPSE	LOC119653260|XP_037913796.1|HILL
OG0000078	LOC4804955|XP_001361435.3|DPSE, LOC6903186|XP_002132885.3|DPSE, LOC6897646|XP_002137789.2|DPSE, LOC117184537|XP_033238582.1|DPSE, LOC4802953|XP_001359766.2|DPSE, LOC4814621|XP_001355050.3|DPSE, LOC4815368|XP_001354621.3|DPSE	LOC119656802|XP_037919339.1|HILL
OG0000079	LOC6902977|XP_015036111.2|DPSE, LOC26534025|XP_033235814.1|DPSE, LOC6902942|XP_002132668.2|DPSE, LOC6902963|XP_002132689.1|DPSE, LOC6902964|XP_015036104.1|DPSE, LOC117183178|XP_033235181.1|DPSE, LOC6902965|XP_002132691.2|DPSE, LOC4817314|XP_001356685.1|DPSE, LOC26534171|XP_015036113.2|DPSE	LOC119659132|XP_037922989.1|HILL, LOC119658761|XP_037922386.1|HILL
OG0000080	LOC6898668|XP_002138673.2|DPSE, LOC6898669|XP_033233645.1|DPSE, LOC4805687|XP_001362046.3|DPSE	LOC119653617|XP_037914314.1|HILL, LOC119653889|XP_037914939.1|HILL, LOC119653888|XP_037914937.1|HILL, LOC119654469|XP_037915814.1|HILL, LOC119653919|XP_037915006.1|HILL, LOC119654279|XP_037915490.1|HILL, LOC119654503|XP_037915864.1|HILL
OG0000081	LOC4811957|XP_001352460.4|DPSE	LOC119648100|XP_037905529.1|HILL
OG0000082	LOC4803829|XP_001360483.2|DPSE, LOC4800945|XP_001358129.3|DPSE, LOC4801644|XP_001358698.2|DPSE	LOC119657528|XP_037920402.1|HILL, LOC119646834|XP_037903378.1|HILL, LOC119646314|XP_037902660.1|HILL, LOC119657513|XP_037920385.1|HILL
OG0000083	LOC6899312|XP_033235907.1|DPSE, LOC117183164|XP_015036952.2|DPSE, LOC6902369|XP_002133315.2|DPSE, LOC6902371|XP_002133317.3|DPSE, LOC6902370|XP_002133316.2|DPSE	LOC119651416|XP_037910939.1|HILL
OG0000083	LOC26532411|XP_033235904.1|DPSE	LOC119651041|XP_037910287.1|HILL
OG0000084	LOC4803751|XP_001360416.2|DPSE	LOC119660245|XP_037924630.1|HILL, LOC119646712|XP_037903218.1|HILL, LOC119646880|XP_037903435.1|HILL, LOC119646164|XP_037902465.1|HILL, LOC119654421|XP_037915775.1|HILL
OG0000085	LOC4804898|XP_001361384.3|DPSE	LOC119654483|XP_037915835.1|HILL
OG0000086	LOC4804253|XP_001360840.1|DPSE	LOC119647291|XP_037904124.1|HILL
OG0000087	LOC4816786|XP_001356332.1|DPSE	LOC119651588|XP_037911163.1|HILL, LOC119652326|XP_037912264.1|HILL, LOC119652325|XP_037912263.1|HILL, LOC119652323|XP_037912262.1|HILL
OG0000087	LOC4817851|XP_001357379.2|DPSE	LOC119652204|XP_037912073.1|HILL
OG0000087	LOC6902768|XP_002132512.2|DPSE	LOC119651395|XP_037910904.1|HILL
OG0000088	LOC4805581|XP_001361962.1|DPSE	LOC119655282|XP_037917026.1|HILL
OG0000089	LOC4802911|XP_001359737.1|DPSE	LOC119653821|XP_037914783.1|HILL
OG0000089	LOC4812687|XP_001353070.2|DPSE	LOC119648411|XP_037906089.1|HILL
OG0000090	LOC4805122|XP_001361578.1|DPSE, LOC4805121|XP_015040451.2|DPSE, LOC6900041|XP_002135405.1|DPSE, LOC6899944|XP_002135312.2|DPSE	LOC119654576|XP_037915962.1|HILL, LOC119654005|XP_037915095.1|HILL, LOC119654197|XP_037915326.1|HILL, LOC119655554|XP_037917405.1|HILL
OG0000091	LOC4801161|XP_015037056.1|DPSE	LOC119652340|XP_037912284.1|HILL
OG0000091	LOC4816825|XP_001356505.3|DPSE, LOC4801449|XP_033232375.1|DPSE, LOC4801443|XP_001358537.1|DPSE	LOC119650762|XP_037909786.1|HILL, LOC119650763|XP_037909791.1|HILL, LOC119653157|XP_037913625.1|HILL
OG0000092	LOC4802360|XP_001359289.2|DPSE, LOC4802357|XP_001359285.1|DPSE, LOC4802658|XP_001359535.3|DPSE, LOC4802361|XP_001359290.2|DPSE	LOC119658955|XP_037922756.1|HILL, LOC119660411|XP_037924878.1|HILL, LOC119659392|XP_037923381.1|HILL, LOC119660355|XP_037924782.1|HILL, LOC119659372|XP_037923356.1|HILL, LOC119659549|XP_037923627.1|HILL, LOC119657189|XP_037919920.1|HILL, LOC119660363|XP_037924799.1|HILL, LOC119658737|XP_037922337.1|HILL, LOC119658711|XP_037922254.1|HILL, LOC119659426|XP_037923434.1|HILL, LOC119658956|XP_037922757.1|HILL
OG0000093	LOC4817063|XP_015036040.1|DPSE	LOC119661588|XP_037926918.1|HILL
OG0000094	LOC4813472|XP_015043125.2|DPSE, LOC4801917|XP_001358935.4|DPSE	LOC119647879|XP_037905095.1|HILL, LOC119647277|XP_037904099.1|HILL, LOC119657826|XP_037920869.1|HILL, LOC119647276|XP_037904096.1|HILL, LOC119646234|XP_037902552.1|HILL, LOC119647278|XP_037904100.1|HILL, LOC119661732|XP_037927127.1|HILL
OG0000095	LOC117184088|XP_033236139.1|DPSE	LOC119658169|XP_037921364.1|HILL, LOC119648469|XP_037906159.1|HILL
OG0000096	LOC6897403|XP_002137555.3|DPSE, LOC6897404|XP_015037507.2|DPSE, LOC6897015|XP_002137200.2|DPSE, LOC4816202|XP_001355846.3|DPSE	LOC119651449|XP_037910983.1|HILL, LOC119653127|XP_037913582.1|HILL
OG0000098	LOC4800823|XP_001358028.1|DPSE	LOC119651359|XP_037910851.1|HILL, LOC119650881|XP_037909975.1|HILL, LOC119652883|XP_037913176.1|HILL, LOC119652881|XP_037913173.1|HILL, LOC119651360|XP_037910857.1|HILL, LOC119652804|XP_037913056.1|HILL, LOC119652880|XP_037913172.1|HILL, LOC119650875|XP_037909969.1|HILL, LOC119651704|XP_037911345.1|HILL, LOC119652525|XP_037912652.1|HILL
OG0000099	LOC4815949|XP_001355223.2|DPSE, LOC6901833|XP_002133371.2|DPSE	LOC119653688|XP_037914481.1|HILL, LOC119655910|XP_037918000.1|HILL, LOC119653687|XP_037914477.1|HILL, LOC119654949|XP_037916534.1|HILL, LOC119654432|XP_037915757.1|HILL, LOC119654430|XP_037915752.1|HILL, LOC119656084|XP_037918304.1|HILL, LOC119656082|XP_037918299.1|HILL, LOC119656081|XP_037918295.1|HILL, LOC119656085|XP_037918314.1|HILL, LOC119653420|XP_037913925.1|HILL, LOC119655791|XP_037917813.1|HILL
OG0000099	LOC6901374|XP_015041636.2|DPSE	LOC119655128|XP_037916790.1|HILL
OG0000100	LOC26533905|XP_015035090.2|DPSE, LOC4801809|XP_001358843.4|DPSE, LOC4801613|XP_001358676.4|DPSE, LOC6897276|XP_002137436.2|DPSE	LOC119660105|XP_037924412.1|HILL
OG0000101	LOC6900247|XP_015044019.2|DPSE, LOC6900249|XP_033237559.1|DPSE, LOC26533784|XP_015044023.2|DPSE	LOC119648867|XP_037906682.1|HILL
OG0000102	LOC4804100|XP_001360716.3|DPSE	LOC119646185|XP_037902495.1|HILL
OG0000102	LOC4804567|XP_001361108.2|DPSE	LOC119658962|XP_037922764.1|HILL, LOC119658961|XP_037922762.1|HILL
OG0000103	LOC4812871|XP_001353722.3|DPSE, LOC4813106|XP_001353445.4|DPSE, LOC4813251|XP_033237392.1|DPSE, LOC4805641|XP_001362010.2|DPSE	LOC119654035|XP_037915126.1|HILL, LOC119655600|XP_037917484.1|HILL, LOC119655896|XP_037917975.1|HILL
OG0000104	LOC4811865|XP_001352567.2|DPSE	LOC119648626|XP_037906324.1|HILL
OG0000104	LOC4817994|XP_001357248.2|DPSE, LOC4812453|XP_001352571.2|DPSE	LOC119649020|XP_037906903.1|HILL, LOC119650011|XP_037908409.1|HILL, LOC119661171|XP_037926315.1|HILL, LOC119654241|XP_037915408.1|HILL, LOC119654242|XP_037915412.1|HILL, LOC119654239|XP_037915405.1|HILL
OG0000105	LOC6897188|XP_033241709.1|DPSE, LOC4802641|XP_001359524.3|DPSE, LOC117185148|XP_033241100.1|DPSE, LOC4802639|XP_033241098.1|DPSE	LOC119661270|XP_037926458.1|HILL, LOC119646239|XP_037902559.1|HILL, LOC119661175|XP_037926320.1|HILL, LOC119650969|XP_037910186.1|HILL, LOC119646607|XP_037903036.1|HILL
OG0000109	LOC4816673|XP_001356046.3|DPSE	LOC119646330|XP_037902682.1|HILL, LOC119647075|XP_037903760.1|HILL, LOC119646860|XP_037903411.1|HILL, LOC119657221|XP_037919964.1|HILL
OG0000110	LOC4813509|XP_001353237.3|DPSE	LOC119649014|XP_037906893.1|HILL
OG0000110	LOC4813564|XP_001353238.4|DPSE, LOC4813596|XP_001353239.2|DPSE, LOC4813344|XP_001353235.2|DPSE	LOC119649992|XP_037908376.1|HILL, LOC119649823|XP_037908086.1|HILL, LOC119649543|XP_037907662.1|HILL
OG0000112	LOC4816070|XP_001355599.3|DPSE, LOC4814555|XP_001355049.4|DPSE	LOC119653834|XP_037914807.1|HILL, LOC119653836|XP_037914809.1|HILL, LOC119653835|XP_037914808.1|HILL, LOC119653833|XP_037914806.1|HILL, LOC119653840|XP_037914814.1|HILL, LOC119653837|XP_037914810.1|HILL, LOC119653838|XP_037914812.1|HILL, LOC119656166|XP_037918440.1|HILL, LOC119653839|XP_037914813.1|HILL, LOC119653832|XP_037914805.1|HILL
OG0000113	LOC4801479|XP_001358564.4|DPSE, LOC6899502|XP_033240539.1|DPSE, LOC117185048|XP_033240543.1|DPSE, LOC26531981|XP_033240362.1|DPSE, LOC6899402|XP_002136128.1|DPSE, LOC6899401|XP_002136127.1|DPSE, LOC6904066|XP_033240668.1|DPSE, LOC117185004|XP_033240273.1|DPSE, LOC117185065|XP_033240663.1|DPSE, LOC6904030|XP_033240677.1|DPSE, LOC117185072|XP_033240678.1|DPSE, LOC6897235|XP_002137407.2|DPSE, LOC26533299|XP_015041637.2|DPSE, LOC6901379|XP_002134067.2|DPSE	LOC119652886|XP_037913180.1|HILL, LOC119651666|XP_037911283.1|HILL, LOC119653037|XP_037913416.1|HILL
OG0000117	LOC4816702|XP_001356233.1|DPSE, LOC4816357|XP_001356234.2|DPSE, LOC4816358|XP_001356235.2|DPSE, LOC6902710|XP_002133224.1|DPSE	LOC119656766|XP_037919275.1|HILL, LOC119652725|XP_037912951.1|HILL, LOC119650099|XP_037908546.1|HILL, LOC119660360|XP_037924796.1|HILL
OG0000118	LOC4816812|XP_001356809.3|DPSE, LOC6901699|XP_002134369.2|DPSE	LOC119659068|XP_037922905.1|HILL, LOC119659065|XP_037922904.1|HILL, LOC119660536|XP_037925092.1|HILL, LOC119660535|XP_037925091.1|HILL, LOC119659341|XP_037923313.1|HILL, LOC119659340|XP_037923311.1|HILL, LOC119659290|XP_037923230.1|HILL
OG0000119	LOC4800772|XP_001357987.3|DPSE, LOC4800771|XP_001357986.2|DPSE, LOC4800773|XP_001357988.3|DPSE	LOC119651672|XP_037911292.1|HILL, LOC119653152|XP_037913619.1|HILL, LOC119651717|XP_037911367.1|HILL
OG0000120	LOC6901854|XP_002133392.2|DPSE	LOC119656903|XP_037919515.1|HILL
OG0000120	LOC4803913|XP_001360557.1|DPSE	LOC119661207|XP_037926359.1|HILL
OG0000122	LOC4817541|XP_001356952.2|DPSE, LOC6901494|XP_002134180.2|DPSE, LOC4805302|XP_001361724.1|DPSE, LOC4817383|XP_001356484.3|DPSE	LOC119656122|XP_037918377.1|HILL, LOC119655621|XP_037917519.1|HILL, LOC119656121|XP_037918376.1|HILL
OG0000123	LOC4805442|XP_001361843.2|DPSE, LOC4802279|XP_001359231.2|DPSE, LOC4802278|XP_001359230.2|DPSE	LOC119659797|XP_037923996.1|HILL, LOC119653826|XP_037914795.1|HILL, LOC119659562|XP_037923639.1|HILL, LOC119660063|XP_037924370.1|HILL, LOC119659754|XP_037923944.1|HILL, LOC119653746|XP_037914600.1|HILL
OG0000125	LOC4801148|XP_003736422.2|DPSE	LOC119651219|XP_037910602.1|HILL
OG0000125	LOC4801426|XP_003736507.1|DPSE	LOC119651406|XP_037910923.1|HILL
OG0000126	LOC26532672|XP_033236106.1|DPSE, LOC26532541|XP_033236242.1|DPSE, LOC6903471|XP_015035428.2|DPSE	LOC119651890|XP_037911640.1|HILL
OG0000127	LOC6897876|XP_003736880.2|DPSE, LOC4802979|XP_001359787.3|DPSE, LOC4802977|XP_001359786.2|DPSE, LOC4802973|XP_001359783.3|DPSE	LOC119660405|XP_037924867.1|HILL, LOC119660518|XP_037925065.1|HILL, LOC119660337|XP_037924750.1|HILL, LOC119660365|XP_037924801.1|HILL
OG0000128	LOC4803763|XP_001360426.3|DPSE, LOC4803762|XP_001360427.4|DPSE	LOC119661099|XP_037926212.1|HILL, LOC119661097|XP_037926211.1|HILL
OG0000129	LOC6901846|XP_002133384.1|DPSE, LOC6900541|XP_002134925.1|DPSE, LOC26532932|XP_015035708.2|DPSE, LOC4815973|XP_001355257.2|DPSE	LOC119653601|XP_037914281.1|HILL
OG0000131	LOC4801402|XP_001358502.3|DPSE	LOC119651854|XP_037911584.1|HILL
OG0000132	LOC4817091|XP_033235701.1|DPSE, LOC4802383|XP_001359312.1|DPSE	LOC119646571|XP_037902988.1|HILL
