Orthogroup	DPSE.longest_only	DBUS.longest_only
OG0000061	LOC4816542|XP_001356009.2|DPSE	LOC108603702|XP_017848228.1|DBUS, LOC108599637|XP_017842101.2|DBUS
OG0000062	LOC4814796|XP_001355129.2|DPSE	LOC108606274|XP_017851741.1|DBUS
OG0000062	LOC4816599|XP_001356269.1|DPSE	LOC108607908|XP_017854511.1|DBUS
OG0000063	LOC6900640|XP_002135013.2|DPSE	LOC108598139|XP_033149614.1|DBUS
OG0000063	LOC4813121|XP_001353706.2|DPSE	LOC108598875|XP_017841124.1|DBUS
OG0000063	LOC6900641|XP_002135014.2|DPSE	LOC108598617|XP_017840805.2|DBUS, LOC108598825|XP_017841064.2|DBUS
OG0000064	LOC6903363|XP_002132244.2|DPSE	LOC117134905|XP_033150234.1|DBUS
OG0000065	LOC6896923|XP_002137108.2|DPSE	LOC108602948|XP_017846787.1|DBUS
OG0000065	LOC26533777|XP_015038968.2|DPSE, LOC6898828|XP_033234521.1|DPSE, LOC4800791|XP_001358004.3|DPSE, LOC4800793|XP_001358005.3|DPSE, LOC6896918|XP_002137102.2|DPSE, LOC6896917|XP_002137101.1|DPSE	LOC108604232|XP_017849089.1|DBUS, LOC108597099|XP_017838955.1|DBUS
OG0000066	LOC6897545|XP_002137691.2|DPSE, LOC4801086|XP_001358244.4|DPSE	LOC108605823|XP_017851118.1|DBUS
OG0000066	LOC6903735|XP_002136740.2|DPSE	LOC108596039|XP_017836905.1|DBUS
OG0000066	LOC4803318|XP_001360081.2|DPSE	LOC108602400|XP_017846000.1|DBUS
OG0000066	LOC26533930|XP_015041746.1|DPSE	LOC108606855|XP_017852841.1|DBUS
OG0000066	LOC6902765|XP_033236203.1|DPSE	LOC108606023|XP_017851338.1|DBUS
OG0000067	LOC4801537|XP_001358611.3|DPSE	LOC108603517|XP_017847897.1|DBUS
OG0000067	LOC4813294|XP_001353742.3|DPSE	LOC108598960|XP_017841219.2|DBUS
OG0000067	LOC4805303|XP_001361725.2|DPSE	LOC108596347|XP_017837491.1|DBUS
OG0000067	LOC4813729|XP_001353743.2|DPSE	LOC108600356|XP_017843371.2|DBUS
OG0000067	LOC6901001|XP_033238396.1|DPSE	LOC108598075|XP_017840177.1|DBUS
OG0000068	LOC6896795|XP_033241765.1|DPSE, LOC26532323|XP_033236250.1|DPSE, LOC6902365|XP_002133311.2|DPSE	LOC108596576|XP_017837985.1|DBUS
OG0000068	LOC4815620|XP_015041394.2|DPSE	LOC108604996|XP_017850051.2|DBUS
OG0000069	LOC4804621|XP_033234564.1|DPSE	LOC108597146|XP_017839029.1|DBUS
OG0000070	LOC4816245|XP_001355864.2|DPSE	LOC108601128|XP_017844545.1|DBUS, LOC108603861|XP_033149223.1|DBUS
OG0000070	LOC4815848|XP_001355583.2|DPSE	LOC108606170|XP_017851511.2|DBUS
OG0000070	LOC4816246|XP_001355865.2|DPSE	LOC108600264|XP_017843206.1|DBUS
OG0000070	LOC6902417|XP_002133351.2|DPSE	LOC108601682|XP_017845084.1|DBUS
OG0000071	LOC6900130|XP_033241129.1|DPSE	LOC108600865|XP_017844159.2|DBUS
OG0000071	LOC4811953|XP_001352897.3|DPSE	LOC108599237|XP_017841523.1|DBUS
OG0000071	LOC6900213|XP_033239373.1|DPSE	LOC108599153|XP_017841429.1|DBUS
OG0000071	LOC6900212|XP_002135544.1|DPSE	LOC108599099|XP_017841377.1|DBUS
OG0000072	LOC4803792|XP_001360452.3|DPSE	LOC108595719|XP_017836490.1|DBUS
OG0000072	LOC4803788|XP_001360450.3|DPSE	LOC108594812|XP_017835440.1|DBUS
OG0000072	LOC6898245|XP_002138311.1|DPSE	LOC108595671|XP_017836439.1|DBUS
OG0000073	LOC4804155|XP_001360761.3|DPSE	LOC108596382|XP_017837542.1|DBUS
OG0000073	LOC6902077|XP_033240712.1|DPSE	LOC108606257|XP_017851695.1|DBUS
OG0000073	LOC13036455|XP_003736334.2|DPSE	LOC108602957|XP_017846798.1|DBUS
OG0000074	LOC4813467|XP_001353839.3|DPSE	LOC108600842|XP_033149439.1|DBUS, LOC108600601|XP_017843769.2|DBUS
OG0000075	LOC4814181|XP_001354308.4|DPSE	LOC108598567|XP_017840740.2|DBUS
OG0000075	LOC6904089|XP_002136430.3|DPSE, LOC4814158|XP_001354304.1|DPSE, LOC117184969|XP_033240174.1|DPSE	LOC108598547|XP_017840720.1|DBUS
OG0000075	LOC117184970|XP_033240175.1|DPSE, LOC4814180|XP_001354307.2|DPSE	LOC108598795|XP_017841028.2|DBUS
OG0000075	LOC4814183|XP_001354309.1|DPSE	LOC108598386|XP_017840493.1|DBUS
OG0000076	LOC6900056|XP_033238646.1|DPSE	LOC108600032|XP_017842842.1|DBUS
OG0000076	LOC6897658|XP_002137797.2|DPSE, LOC6897657|XP_015037929.2|DPSE	LOC108602295|XP_017845864.1|DBUS
OG0000076	LOC6901614|XP_002134284.3|DPSE	LOC108607277|XP_017853461.1|DBUS
OG0000076	LOC4815315|XP_001355000.2|DPSE	LOC108606263|XP_017851709.1|DBUS
OG0000077	LOC6903891|XP_002136626.1|DPSE	LOC108596705|XP_017838216.1|DBUS
OG0000077	LOC4800596|XP_001357842.1|DPSE	LOC108603705|XP_017848234.1|DBUS
OG0000077	LOC4805619|XP_001361993.1|DPSE	LOC108597238|XP_017839176.1|DBUS
OG0000077	LOC6897044|XP_003736391.1|DPSE	LOC108603566|XP_017847972.1|DBUS
OG0000078	LOC4804955|XP_001361435.3|DPSE	LOC108595297|XP_017835998.1|DBUS, LOC108595427|XP_017836144.1|DBUS, LOC108595437|XP_017836156.1|DBUS
OG0000078	LOC6903186|XP_002132885.3|DPSE, LOC6897646|XP_002137789.2|DPSE, LOC117184537|XP_033238582.1|DPSE	LOC108598842|XP_017841085.1|DBUS
OG0000078	LOC4802953|XP_001359766.2|DPSE	LOC108602138|XP_017845655.1|DBUS
OG0000078	LOC4814621|XP_001355050.3|DPSE	LOC108607118|XP_017853240.1|DBUS
OG0000078	LOC4815368|XP_001354621.3|DPSE	LOC108607224|XP_017853386.1|DBUS
OG0000079	LOC6902963|XP_002132689.1|DPSE, LOC6902964|XP_015036104.1|DPSE, LOC117183178|XP_033235181.1|DPSE, LOC6902965|XP_002132691.2|DPSE	LOC108605780|XP_033150835.1|DBUS
OG0000079	LOC4817314|XP_001356685.1|DPSE	LOC108604682|XP_017849730.1|DBUS
OG0000080	LOC6898668|XP_002138673.2|DPSE, LOC6898669|XP_033233645.1|DPSE	LOC108597403|XP_017839438.1|DBUS
OG0000080	LOC4805687|XP_001362046.3|DPSE	LOC108596751|XP_017838316.1|DBUS
OG0000081	LOC4811957|XP_001352460.4|DPSE	LOC108598616|XP_017840803.1|DBUS
OG0000082	LOC4803829|XP_001360483.2|DPSE	LOC108594984|XP_017835606.1|DBUS
OG0000082	LOC4800945|XP_001358129.3|DPSE	LOC108601638|XP_017845027.1|DBUS
OG0000082	LOC4801644|XP_001358698.2|DPSE	LOC108602837|XP_017846578.1|DBUS
OG0000083	LOC6899312|XP_033235907.1|DPSE, LOC117183164|XP_015036952.2|DPSE, LOC6902369|XP_002133315.2|DPSE, LOC6902371|XP_002133317.3|DPSE, LOC6902370|XP_002133316.2|DPSE	LOC108598442|XP_017840564.2|DBUS
OG0000083	LOC26532411|XP_033235904.1|DPSE	LOC108608236|XP_017855013.1|DBUS
OG0000084	LOC4803751|XP_001360416.2|DPSE	LOC108596367|XP_017837520.1|DBUS
OG0000084	LOC4805472|XP_001361867.2|DPSE	LOC108596833|XP_017838444.1|DBUS
OG0000085	LOC4804898|XP_001361384.3|DPSE	LOC108597194|XP_017839111.1|DBUS
OG0000086	LOC4804253|XP_001360840.1|DPSE	LOC108595905|XP_017836685.1|DBUS, LOC108595913|XP_033149146.1|DBUS
OG0000087	LOC4816786|XP_001356332.1|DPSE	LOC108602830|XP_017846606.2|DBUS
OG0000087	LOC4817851|XP_001357379.2|DPSE	LOC108594397|XP_017835055.2|DBUS
OG0000087	LOC6902768|XP_002132512.2|DPSE	LOC108594213|XP_017834809.1|DBUS
OG0000088	LOC4805581|XP_001361962.1|DPSE	LOC108596419|XP_017837625.1|DBUS
OG0000088	LOC6903460|XP_002132339.1|DPSE	LOC108600586|XP_017843752.1|DBUS
OG0000088	LOC6897738|XP_015038003.2|DPSE	LOC108598974|XP_017841236.1|DBUS
OG0000088	LOC117183165|XP_033233988.1|DPSE, LOC4804185|XP_001360788.3|DPSE	LOC108600741|XP_017843975.1|DBUS
OG0000088	LOC6897737|XP_002137843.1|DPSE	LOC108599008|XP_017841274.1|DBUS
OG0000089	LOC4802911|XP_001359737.1|DPSE	LOC108603673|XP_017848160.1|DBUS
OG0000089	LOC4812687|XP_001353070.2|DPSE	LOC108599916|XP_017842604.1|DBUS
OG0000090	LOC4805122|XP_001361578.1|DPSE	LOC108596533|XP_017837911.1|DBUS
OG0000090	LOC4805121|XP_015040451.2|DPSE	LOC108595000|XP_017835621.1|DBUS
OG0000090	LOC6900041|XP_002135405.1|DPSE	LOC108598990|XP_017841255.1|DBUS
OG0000090	LOC6899944|XP_002135312.2|DPSE	LOC108598575|XP_017840751.1|DBUS
OG0000091	LOC4801161|XP_015037056.1|DPSE	LOC108603501|XP_017847855.1|DBUS
OG0000091	LOC4816825|XP_001356505.3|DPSE	LOC108594365|XP_017835015.1|DBUS
OG0000091	LOC4801449|XP_033232375.1|DPSE	LOC108603403|XP_017847679.1|DBUS
OG0000091	LOC4801443|XP_001358537.1|DPSE	LOC108603402|XP_017847678.1|DBUS
OG0000092	LOC4802360|XP_001359289.2|DPSE	LOC108603711|XP_017848239.1|DBUS
OG0000092	LOC4802357|XP_001359285.1|DPSE	LOC108603710|XP_017848238.1|DBUS
OG0000092	LOC4802658|XP_001359535.3|DPSE, LOC4802361|XP_001359290.2|DPSE	LOC108603712|XP_017848241.1|DBUS
OG0000093	LOC4817063|XP_015036040.1|DPSE	LOC108607545|XP_017853920.1|DBUS, LOC108603101|XP_033150841.1|DBUS
OG0000093	LOC4814997|XP_001354996.4|DPSE	LOC108606302|XP_017851781.1|DBUS
OG0000094	LOC4813472|XP_015043125.2|DPSE	LOC108598080|XP_017840183.1|DBUS, LOC108598081|XP_017840184.1|DBUS, LOC108598079|XP_017840182.1|DBUS
OG0000094	LOC4801917|XP_001358935.4|DPSE	LOC108601416|XP_017844804.1|DBUS
OG0000096	LOC6897403|XP_002137555.3|DPSE	LOC108604818|XP_017849916.1|DBUS
OG0000096	LOC6897015|XP_002137200.2|DPSE	LOC108604817|XP_017849915.2|DBUS
OG0000096	LOC4816202|XP_001355846.3|DPSE	LOC108598852|XP_017841102.2|DBUS
OG0000098	LOC4800823|XP_001358028.1|DPSE	LOC108602947|XP_017846786.1|DBUS
OG0000099	LOC4815949|XP_001355223.2|DPSE	LOC108594985|XP_017835607.1|DBUS
OG0000099	LOC6901833|XP_002133371.2|DPSE	LOC108606769|XP_017852670.1|DBUS
OG0000099	LOC6901374|XP_015041636.2|DPSE	LOC108606666|XP_017852484.1|DBUS
OG0000100	LOC26533905|XP_015035090.2|DPSE	LOC108595699|XP_017836470.2|DBUS
OG0000100	LOC4801613|XP_001358676.4|DPSE	LOC108602051|XP_017845552.1|DBUS
OG0000100	LOC6897276|XP_002137436.2|DPSE	LOC108602500|XP_017846117.1|DBUS
OG0000101	LOC6900247|XP_015044019.2|DPSE	LOC117134769|XP_033149322.1|DBUS
OG0000101	LOC6900249|XP_033237559.1|DPSE, LOC26533784|XP_015044023.2|DPSE	LOC108597899|XP_017840007.1|DBUS
OG0000102	LOC4804100|XP_001360716.3|DPSE	LOC108596624|XP_017838058.1|DBUS
OG0000102	LOC4804567|XP_001361108.2|DPSE	LOC108594981|XP_017835603.1|DBUS
OG0000103	LOC4812871|XP_001353722.3|DPSE, LOC4813106|XP_001353445.4|DPSE	LOC108598786|XP_017841018.2|DBUS
OG0000103	LOC4813251|XP_033237392.1|DPSE	LOC108598520|XP_017840689.2|DBUS
OG0000103	LOC4805641|XP_001362010.2|DPSE	LOC108596814|XP_017838418.1|DBUS
OG0000104	LOC4811865|XP_001352567.2|DPSE	LOC108600928|XP_017844252.1|DBUS
OG0000104	LOC4817994|XP_001357248.2|DPSE	LOC108600531|XP_017843673.2|DBUS
OG0000104	LOC4812453|XP_001352571.2|DPSE	LOC108599046|XP_017841315.1|DBUS
OG0000105	LOC6897188|XP_033241709.1|DPSE	LOC117134791|XP_033149540.1|DBUS
OG0000105	LOC4802641|XP_001359524.3|DPSE	LOC108601437|XP_017844824.1|DBUS
OG0000107	LOC4803727|XP_001360399.3|DPSE, LOC4816269|XP_001355878.2|DPSE, LOC4803728|XP_001360400.3|DPSE	LOC108594739|XP_017835366.1|DBUS
OG0000109	LOC26534034|XP_015035900.1|DPSE, LOC6902874|XP_002132608.3|DPSE, LOC6896786|XP_002136991.3|DPSE	LOC108594532|XP_017835224.1|DBUS
OG0000109	LOC4816673|XP_001356046.3|DPSE	LOC108598653|XP_033149257.1|DBUS
OG0000110	LOC4813509|XP_001353237.3|DPSE	LOC108597992|XP_017840097.1|DBUS
OG0000110	LOC4813564|XP_001353238.4|DPSE	LOC108598723|XP_017840942.1|DBUS, LOC108597993|XP_017840098.1|DBUS
OG0000110	LOC4813596|XP_001353239.2|DPSE	LOC108597995|XP_033149356.1|DBUS
OG0000110	LOC4813344|XP_001353235.2|DPSE	LOC108598479|XP_017840618.1|DBUS
OG0000111	LOC4804962|XP_001361439.2|DPSE, LOC4804960|XP_001361438.4|DPSE	LOC108595291|XP_017835993.1|DBUS, LOC108595741|XP_017836516.1|DBUS
OG0000112	LOC4816070|XP_001355599.3|DPSE	LOC108605061|XP_017850117.1|DBUS
OG0000112	LOC4814555|XP_001355049.4|DPSE	LOC108605050|XP_017850107.1|DBUS, LOC108606017|XP_017851332.1|DBUS, LOC108605875|XP_017851177.1|DBUS, LOC108606748|XP_017852636.1|DBUS
OG0000114	LOC4817555|XP_001356962.1|DPSE	LOC108607383|XP_017853614.2|DBUS
OG0000114	LOC4817556|XP_001356963.1|DPSE	LOC117134785|XP_033149477.1|DBUS
OG0000114	LOC4817557|XP_001356964.1|DPSE	LOC108607386|XP_017853628.1|DBUS
OG0000116	LOC4802359|XP_001359288.2|DPSE	LOC108602168|XP_017845690.1|DBUS
OG0000116	LOC4802356|XP_001359286.3|DPSE	LOC108602362|XP_017845952.1|DBUS
OG0000117	LOC4816702|XP_001356233.1|DPSE	LOC108602137|XP_017845657.1|DBUS
OG0000117	LOC4816357|XP_001356234.2|DPSE	LOC108603069|XP_017847020.1|DBUS
OG0000117	LOC4816358|XP_001356235.2|DPSE	LOC108603222|XP_017845754.1|DBUS
OG0000117	LOC6902710|XP_002133224.1|DPSE	LOC108603273|XP_033150795.1|DBUS
OG0000118	LOC4816812|XP_001356809.3|DPSE	LOC108606418|XP_017852007.1|DBUS
OG0000118	LOC6901699|XP_002134369.2|DPSE	LOC108606874|XP_017852886.1|DBUS
OG0000119	LOC4800772|XP_001357987.3|DPSE	LOC108604291|XP_017849192.1|DBUS
OG0000119	LOC4800771|XP_001357986.2|DPSE	LOC108602574|XP_017846201.1|DBUS
OG0000119	LOC4800773|XP_001357988.3|DPSE	LOC108602566|XP_017846189.1|DBUS
OG0000120	LOC6901854|XP_002133392.2|DPSE	LOC108605238|XP_017850340.1|DBUS
OG0000120	LOC4803913|XP_001360557.1|DPSE	LOC108596912|XP_017838608.1|DBUS
OG0000120	LOC6902120|XP_002133651.2|DPSE	LOC108596127|XP_017837092.2|DBUS
OG0000120	LOC4814059|XP_001354232.2|DPSE	LOC108601049|XP_017844430.1|DBUS
OG0000121	LOC4815827|XP_001355632.3|DPSE	LOC108606058|XP_017851394.1|DBUS
OG0000121	LOC4801728|XP_001358772.2|DPSE	LOC108602647|XP_017846282.1|DBUS
OG0000122	LOC4817541|XP_001356952.2|DPSE	LOC108595833|XP_017836616.1|DBUS
OG0000122	LOC6901494|XP_002134180.2|DPSE	LOC108605338|XP_033150253.1|DBUS
OG0000122	LOC4805302|XP_001361724.1|DPSE	LOC108594762|XP_017835390.1|DBUS
OG0000122	LOC4817383|XP_001356484.3|DPSE	LOC108605067|XP_017850560.1|DBUS
OG0000123	LOC4805442|XP_001361843.2|DPSE	LOC108595656|XP_017836420.1|DBUS
OG0000123	LOC4802278|XP_001359230.2|DPSE	LOC108602509|XP_017846128.1|DBUS
OG0000124	LOC4805062|XP_001361526.2|DPSE	LOC108604295|XP_017849198.1|DBUS, LOC108608486|XP_017855371.1|DBUS, LOC108604296|XP_017849202.1|DBUS, LOC108604834|XP_017849938.1|DBUS, LOC108597695|XP_017839860.1|DBUS, LOC108595612|XP_017836365.1|DBUS
OG0000124	LOC6898775|XP_004444382.2|DPSE	LOC108595661|XP_017836427.1|DBUS, LOC108595486|XP_017836226.1|DBUS
OG0000125	LOC4801148|XP_003736422.2|DPSE	LOC108602946|XP_017846784.1|DBUS
OG0000125	LOC4801426|XP_003736507.1|DPSE	LOC108604285|XP_017849183.1|DBUS
OG0000125	LOC6898246|XP_002138312.2|DPSE	LOC108596689|XP_017838198.1|DBUS
OG0000125	LOC4803794|XP_001360454.3|DPSE	LOC108596690|XP_017838199.1|DBUS
OG0000126	LOC6903471|XP_015035428.2|DPSE	LOC108602652|XP_017846288.1|DBUS, LOC108602032|XP_017845528.2|DBUS
OG0000127	LOC6897876|XP_003736880.2|DPSE, LOC4802979|XP_001359787.3|DPSE	LOC108602433|XP_017846041.1|DBUS
OG0000127	LOC4802977|XP_001359786.2|DPSE	LOC108602111|XP_017845625.1|DBUS
OG0000127	LOC4802973|XP_001359783.3|DPSE	LOC108602067|XP_017845575.1|DBUS
OG0000128	LOC4803763|XP_001360426.3|DPSE, LOC4803762|XP_001360427.4|DPSE	LOC108594863|XP_017835491.2|DBUS, LOC108596258|XP_017837304.2|DBUS, LOC108596561|XP_017837951.1|DBUS
OG0000129	LOC6901846|XP_002133384.1|DPSE	LOC108606979|XP_017853037.1|DBUS
OG0000129	LOC6900541|XP_002134925.1|DPSE	LOC108598557|XP_017840732.2|DBUS
OG0000129	LOC26532932|XP_015035708.2|DPSE	LOC108600868|XP_017844168.1|DBUS
OG0000129	LOC4815973|XP_001355257.2|DPSE	LOC108606980|XP_017853040.1|DBUS
OG0000130	LOC4814083|XP_001354216.4|DPSE	LOC108598755|XP_017840979.2|DBUS
OG0000130	LOC4813204|XP_015043202.2|DPSE	LOC108598612|XP_017840799.1|DBUS
OG0000130	LOC4812908|XP_001353821.1|DPSE, LOC4814118|XP_001354215.1|DPSE	LOC117134652|XP_033149629.1|DBUS
OG0000131	LOC4801402|XP_001358502.3|DPSE	LOC108601558|XP_017844945.1|DBUS
OG0000132	LOC4817091|XP_033235701.1|DPSE	LOC108608030|XP_017854696.1|DBUS, LOC108608029|XP_017854695.2|DBUS
OG0000132	LOC4802383|XP_001359312.1|DPSE	LOC108602868|XP_017846646.1|DBUS
OG0000133	LOC117185078|XP_033240723.1|DPSE, LOC117185077|XP_033240722.1|DPSE, LOC117185076|XP_033240721.1|DPSE, LOC117185079|XP_033240724.1|DPSE, LOC117184927|XP_033240036.1|DPSE, LOC117184582|XP_033238795.1|DPSE, LOC117184559|XP_033238669.1|DPSE, LOC117184123|XP_033236265.1|DPSE	LOC117134682|XP_033149032.1|DBUS
OG0000133	LOC117184214|XP_033236668.1|DPSE	LOC108599862|XP_017842492.2|DBUS, LOC117134684|XP_033149062.1|DBUS, LOC117134649|XP_033150734.1|DBUS
OG0000134	LOC6897020|XP_002137205.1|DPSE	LOC108603028|XP_017846927.1|DBUS
OG0000134	LOC4815530|XP_001355363.4|DPSE	LOC108606038|XP_017851357.1|DBUS
OG0000134	LOC4816709|XP_001356064.2|DPSE	LOC108597009|XP_017838780.1|DBUS
OG0000137	LOC4801920|XP_001358938.2|DPSE	LOC108603879|XP_017848540.1|DBUS
OG0000137	LOC6900167|XP_002135506.1|DPSE	LOC108599893|XP_017842571.1|DBUS
OG0000138	LOC4802999|XP_001359805.3|DPSE	LOC108603086|XP_017847065.1|DBUS
OG0000138	LOC4802998|XP_001359804.3|DPSE	LOC108603084|XP_017847063.1|DBUS
OG0000138	LOC4803004|XP_001359809.4|DPSE	LOC108603561|XP_017847968.1|DBUS
OG0000139	LOC6903254|XP_002132953.2|DPSE, LOC6903167|XP_002132867.2|DPSE, LOC6903166|XP_002132866.2|DPSE	LOC108599313|XP_017841605.1|DBUS, LOC108599329|XP_017841624.1|DBUS
OG0000140	LOC4801149|XP_001358287.3|DPSE	LOC108601804|XP_017845230.1|DBUS
OG0000140	LOC6898982|XP_033234599.1|DPSE	LOC108594824|XP_017835451.2|DBUS, LOC108594828|XP_033149205.1|DBUS, LOC108595108|XP_033148936.1|DBUS, LOC108597603|XP_033149082.1|DBUS, LOC108594825|XP_033149038.1|DBUS, LOC108595109|XP_017835759.1|DBUS, LOC108597602|XP_017839714.1|DBUS
OG0000141	LOC6900706|XP_015043198.1|DPSE	LOC108601014|XP_017844377.1|DBUS
OG0000141	LOC4813077|XP_015043197.2|DPSE	LOC108601015|XP_017844378.1|DBUS
OG0000141	LOC6900705|XP_002135068.1|DPSE	LOC108598911|XP_017841162.1|DBUS
OG0000142	LOC6897479|XP_002137628.3|DPSE	LOC108602123|XP_017845639.1|DBUS
OG0000142	LOC4811728|XP_033232983.1|DPSE	LOC108603285|XP_017847441.1|DBUS
OG0000142	LOC6901253|XP_002133954.2|DPSE	LOC108605452|XP_017850626.2|DBUS
OG0000143	LOC4813283|XP_001353993.3|DPSE	LOC108599728|XP_017842219.1|DBUS
OG0000143	LOC4813434|XP_001353992.4|DPSE	LOC108599729|XP_017842220.1|DBUS
OG0000144	LOC6897589|XP_033241591.1|DPSE	LOC108604352|XP_017849272.1|DBUS
OG0000144	LOC6901434|XP_033238837.1|DPSE	LOC108607001|XP_017853067.1|DBUS
OG0000144	LOC26533897|XP_015044394.2|DPSE	LOC108594255|XP_033150587.1|DBUS
OG0000145	LOC4814222|XP_001354408.3|DPSE	LOC108607135|XP_017853261.1|DBUS
OG0000145	LOC4817493|XP_001356912.1|DPSE	LOC108608037|XP_017854707.2|DBUS
OG0000147	LOC4816304|XP_001355892.2|DPSE	LOC108608365|XP_017855203.2|DBUS
OG0000147	LOC4801881|XP_001358904.3|DPSE	LOC108602069|XP_017845578.1|DBUS
OG0000148	LOC4816928|XP_033236378.1|DPSE	LOC108596445|XP_017837681.1|DBUS
OG0000148	LOC4816143|XP_033237038.1|DPSE	LOC108608076|XP_017854761.1|DBUS
OG0000149	LOC4818071|XP_001357237.3|DPSE	LOC108607653|XP_017854084.1|DBUS
OG0000149	LOC4816056|XP_001355620.2|DPSE	LOC108606918|XP_017852948.1|DBUS
OG0000150	LOC4817514|XP_001356932.3|DPSE, LOC4817516|XP_033236742.1|DPSE, LOC26533225|XP_015036309.2|DPSE, LOC4817517|XP_001356933.2|DPSE	LOC108607752|XP_017854307.2|DBUS, LOC108594206|XP_033149865.1|DBUS
OG0000151	LOC4813810|XP_001353304.3|DPSE, LOC117185410|XP_033241554.1|DPSE	LOC108599278|XP_017841563.2|DBUS
OG0000151	LOC6900423|XP_002134814.1|DPSE, LOC117185407|XP_033241551.1|DPSE	LOC108599144|XP_017841420.2|DBUS
OG0000151	LOC117185413|XP_033241559.1|DPSE, LOC4813811|XP_001353305.2|DPSE	LOC108607641|XP_017854058.1|DBUS
OG0000151	LOC4813087|XP_001353281.3|DPSE	LOC108598778|XP_017841008.1|DBUS
OG0000152	LOC4801596|XP_001358665.3|DPSE	LOC108601725|XP_017845133.1|DBUS
OG0000152	LOC4801597|XP_001358666.3|DPSE	LOC108602388|XP_017845987.1|DBUS, LOC108601385|XP_017844774.1|DBUS, LOC108601817|XP_017845242.1|DBUS, LOC108601386|XP_017844775.1|DBUS, LOC108601816|XP_017845241.1|DBUS, LOC108604169|XP_017848991.1|DBUS
OG0000152	LOC4801595|XP_001358664.3|DPSE	LOC108604171|XP_017848992.1|DBUS
OG0000153	LOC6897277|XP_002137437.2|DPSE	LOC108602243|XP_017845781.1|DBUS
OG0000153	LOC4801623|XP_001358681.3|DPSE	LOC108601757|XP_017845170.1|DBUS
OG0000153	LOC6897279|XP_002137439.1|DPSE	LOC108602141|XP_017845661.1|DBUS
OG0000154	LOC4800918|XP_033241792.1|DPSE, LOC4800917|XP_001358106.2|DPSE	LOC108601228|XP_017844616.2|DBUS
OG0000155	LOC4812763|XP_001353242.2|DPSE	LOC108600838|XP_017844123.1|DBUS
OG0000155	LOC4813790|XP_001353243.2|DPSE	LOC108597991|XP_017840096.1|DBUS
OG0000156	LOC6901919|XP_015041001.2|DPSE, LOC26533927|XP_015042936.2|DPSE	LOC108606057|XP_017851393.2|DBUS
OG0000157	LOC5495516|XP_001361528.1|DPSE, LOC6898773|XP_002138750.1|DPSE	LOC108595635|XP_017836395.1|DBUS
OG0000157	LOC4805065|XP_001361529.3|DPSE	LOC108595528|XP_017836272.1|DBUS
OG0000158	LOC4805548|XP_001361934.2|DPSE	LOC108595174|XP_017835840.1|DBUS
OG0000158	LOC4812810|XP_001353456.2|DPSE	LOC108598137|XP_017840243.2|DBUS
OG0000158	LOC4813871|XP_033238538.1|DPSE	LOC108599375|XP_017841670.2|DBUS
OG0000159	LOC4813365|XP_033240111.1|DPSE	LOC108601113|XP_017844521.2|DBUS
OG0000159	LOC4813653|XP_001353959.3|DPSE	LOC108600352|XP_017843365.1|DBUS
OG0000159	LOC4813539|XP_001353160.3|DPSE	LOC108600784|XP_017844045.2|DBUS
OG0000160	LOC4800954|XP_001358138.2|DPSE	LOC117134623|XP_033150023.1|DBUS
OG0000160	LOC4800957|XP_001358139.3|DPSE	LOC108604426|XP_017849383.1|DBUS
OG0000161	LOC117183204|XP_033237423.1|DPSE, LOC117184402|XP_033237422.1|DPSE	LOC108599217|XP_017841500.1|DBUS
OG0000161	LOC4815754|XP_001355384.4|DPSE	LOC108605223|XP_017850321.1|DBUS
OG0000162	LOC6902668|XP_002133184.2|DPSE	LOC108607969|XP_017854592.1|DBUS, LOC108597784|XP_017839987.1|DBUS
OG0000162	LOC4816956|XP_001356727.2|DPSE	LOC108607792|XP_033150876.1|DBUS
OG0000163	LOC6902382|XP_002133322.1|DPSE	LOC108599070|XP_017841346.2|DBUS
OG0000163	LOC6897260|XP_002137424.2|DPSE	LOC108603638|XP_017848088.1|DBUS
OG0000164	LOC4805308|XP_001361727.1|DPSE	LOC108596055|XP_017836938.1|DBUS
OG0000165	LOC6896898|XP_002137085.1|DPSE, LOC4815697|XP_001355294.2|DPSE	LOC108607067|XP_017853172.1|DBUS
OG0000166	LOC6898988|XP_002138948.2|DPSE	LOC108596342|XP_017837485.1|DBUS
OG0000166	LOC4805524|XP_001361913.2|DPSE, LOC4805523|XP_001361912.3|DPSE	LOC117134998|XP_033150624.1|DBUS
OG0000167	LOC4812706|XP_001353086.3|DPSE	LOC108598263|XP_017840368.2|DBUS
OG0000167	LOC4812703|XP_001353085.3|DPSE	LOC117134799|XP_033149608.1|DBUS
OG0000168	LOC4804195|XP_015039680.2|DPSE, LOC117183604|XP_033233987.1|DPSE	LOC108595397|XP_017836111.1|DBUS
OG0000169	LOC6897332|XP_002137485.2|DPSE	LOC108604060|XP_017848812.1|DBUS
OG0000169	LOC6900999|XP_002134695.2|DPSE	LOC108598522|XP_017840691.1|DBUS
OG0000169	LOC4801348|XP_001358457.2|DPSE	LOC108603800|XP_017848387.1|DBUS
OG0000170	LOC6902949|XP_002132675.1|DPSE, LOC4816800|XP_001356660.2|DPSE	LOC108594386|XP_017835039.1|DBUS
OG0000170	LOC4816799|XP_001356659.2|DPSE	LOC108594385|XP_017835037.1|DBUS
