Orthogroup	DBIA.longest_only	SLEB.longest_only
OG0000061	LOC108032412|XP_016961721.1|DBIA	LOC115631729|XP_030384426.1|SLEB
OG0000061	LOC108032400|XP_016961710.1|DBIA	LOC115631701|XP_030384388.1|SLEB
OG0000062	LOC108024224|XP_016949584.1|DBIA	LOC115627142|XP_030378579.1|SLEB
OG0000062	LOC108033678|XP_016963623.1|DBIA, LOC108033486|XP_016963314.1|DBIA	LOC115626214|XP_030377370.1|SLEB, LOC115626016|XP_030377124.1|SLEB
OG0000063	LOC108024640|XP_016950181.1|DBIA, LOC108024653|XP_016950205.1|DBIA, LOC108024632|XP_016950168.1|DBIA	LOC115623704|XP_030374042.1|SLEB
OG0000063	LOC108034681|XP_016965111.1|DBIA	LOC115622384|XP_030372168.1|SLEB
OG0000063	LOC108035615|XP_016966791.1|DBIA	LOC115622972|XP_030372983.1|SLEB
OG0000063	LOC108035614|XP_016966789.1|DBIA, LOC108034510|XP_016964923.1|DBIA	LOC115622382|XP_030372165.1|SLEB, LOC115622982|XP_030372994.1|SLEB, LOC115622183|XP_030371934.1|SLEB, LOC115622843|XP_030372783.1|SLEB
OG0000065	LOC108027234|XP_016954057.1|DBIA, LOC108027236|XP_016954058.1|DBIA, LOC108023319|XP_016948114.1|DBIA, LOC108023329|XP_016948142.1|DBIA, LOC108023328|XP_016948127.1|DBIA	LOC115621993|XP_030371707.1|SLEB, LOC115621994|XP_030371708.1|SLEB, LOC115621991|XP_030371705.1|SLEB, LOC115621992|XP_030371706.1|SLEB, LOC115621858|XP_030371536.1|SLEB, LOC115621859|XP_030371537.1|SLEB
OG0000066	LOC108027312|XP_016954195.1|DBIA, LOC108024442|XP_016949849.1|DBIA	LOC115628871|XP_030380987.1|SLEB, LOC115628890|XP_030381008.1|SLEB, LOC115621543|XP_030371068.1|SLEB
OG0000066	LOC108033498|XP_016963327.1|DBIA	LOC115625501|XP_030376421.1|SLEB
OG0000066	LOC108026077|XP_016952264.1|DBIA	LOC115624182|XP_030374638.1|SLEB
OG0000066	LOC108025758|XP_016951842.1|DBIA, LOC108022830|XP_016947464.1|DBIA	LOC115622362|XP_030372137.1|SLEB
OG0000067	LOC108027215|XP_016954031.1|DBIA	LOC115621860|XP_030371539.1|SLEB
OG0000067	LOC108028025|XP_016955150.1|DBIA	LOC115622383|XP_030372167.1|SLEB
OG0000067	LOC108036631|XP_016968394.1|DBIA	LOC115628126|XP_030379967.1|SLEB
OG0000067	LOC108028052|XP_016955180.1|DBIA	LOC115622466|XP_030372269.1|SLEB
OG0000067	LOC108028075|XP_016955204.1|DBIA	LOC115622364|XP_030372139.1|SLEB
OG0000068	LOC108027959|XP_016955073.1|DBIA	LOC115623202|XP_030373286.1|SLEB, LOC115631954|XP_030384717.1|SLEB, LOC115622769|XP_030372686.1|SLEB, LOC115622252|XP_030372011.1|SLEB, LOC115623907|XP_030374323.1|SLEB
OG0000068	LOC108031521|XP_016960528.1|DBIA, LOC108034448|XP_016964821.1|DBIA, LOC108029590|XP_016957445.1|DBIA	LOC115629354|XP_030381665.1|SLEB, LOC115632765|XP_030385874.1|SLEB
OG0000068	LOC108027565|XP_016954535.1|DBIA	LOC115628062|XP_030379882.1|SLEB
OG0000069	LOC108034211|XP_016964537.1|DBIA	LOC115625486|XP_030376395.1|SLEB
OG0000070	LOC108032380|XP_016961690.1|DBIA, LOC108034332|XP_016964700.1|DBIA	LOC115625714|XP_030376720.1|SLEB
OG0000070	LOC108028712|XP_016956151.1|DBIA	LOC115629807|XP_030382234.1|SLEB
OG0000070	LOC108033786|XP_016963881.1|DBIA	LOC115625715|XP_030376721.1|SLEB
OG0000070	LOC108023296|XP_016948086.1|DBIA	LOC115625716|XP_030376722.1|SLEB
OG0000071	LOC108034500|XP_016964894.1|DBIA	LOC115624679|XP_030375338.1|SLEB
OG0000071	LOC108034394|XP_016964765.1|DBIA	LOC115624678|XP_030375337.1|SLEB
OG0000072	LOC108036662|XP_016968433.1|DBIA	LOC115625138|XP_030375920.1|SLEB
OG0000072	LOC108036290|XP_016967791.1|DBIA	LOC115633654|XP_030386963.1|SLEB
OG0000072	LOC108036249|XP_016967747.1|DBIA	LOC115625130|XP_030375908.1|SLEB
OG0000073	LOC108022685|XP_016947244.1|DBIA	LOC115626625|XP_030377891.1|SLEB
OG0000073	LOC108023361|XP_016948233.1|DBIA	LOC115626672|XP_030377958.1|SLEB
OG0000073	LOC108027157|XP_016953875.1|DBIA	LOC115624374|XP_030374908.1|SLEB
OG0000074	LOC108028307|XP_016955519.1|DBIA	LOC115632425|XP_030385425.1|SLEB
OG0000075	LOC108030338|XP_016958695.1|DBIA	LOC115622150|XP_030371879.1|SLEB
OG0000075	LOC108031173|XP_016959885.1|DBIA	LOC115623283|XP_030373426.1|SLEB
OG0000075	LOC108031227|XP_016959955.1|DBIA	LOC115623262|XP_030373391.1|SLEB
OG0000075	LOC108030349|XP_016958707.1|DBIA	LOC115622151|XP_030371880.1|SLEB
OG0000076	LOC108035061|XP_016965936.1|DBIA	LOC115623022|XP_030373056.1|SLEB
OG0000076	LOC108031057|XP_016959747.1|DBIA, LOC108031198|XP_016959909.1|DBIA	LOC115624080|XP_030374530.1|SLEB, LOC115624184|XP_030374640.1|SLEB
OG0000076	LOC108027529|XP_016954462.1|DBIA	LOC115627672|XP_030379274.1|SLEB
OG0000076	LOC108027531|XP_016954464.1|DBIA	LOC115627823|XP_030379517.1|SLEB
OG0000077	LOC108026696|XP_016953273.1|DBIA	LOC115629260|XP_030381546.1|SLEB
OG0000077	LOC108032098|XP_016961415.1|DBIA	LOC115625518|XP_030376442.1|SLEB
OG0000077	LOC108026817|XP_016953471.1|DBIA	LOC115624410|XP_030375008.1|SLEB
OG0000077	LOC108024645|XP_016950184.1|DBIA	LOC115621758|XP_030371352.1|SLEB
OG0000078	LOC108026559|XP_016952999.1|DBIA	LOC115624829|XP_030375536.1|SLEB
OG0000078	LOC108030890|XP_016959551.1|DBIA	LOC115624752|XP_030375442.1|SLEB
OG0000078	LOC108027078|XP_016953782.1|DBIA	LOC115620798|XP_030370081.1|SLEB
OG0000078	LOC108027590|XP_016954597.1|DBIA	LOC115627604|XP_030379186.1|SLEB
OG0000078	LOC108023624|XP_016948723.1|DBIA	LOC115627905|XP_030379660.1|SLEB
OG0000079	LOC108028935|XP_016956443.1|DBIA, LOC108029251|XP_016956935.1|DBIA	LOC115631581|XP_030384238.1|SLEB
OG0000080	LOC108023084|XP_016947826.1|DBIA, LOC108022970|XP_016947684.1|DBIA	LOC115634241|XP_030387695.1|SLEB, LOC115634222|XP_030387673.1|SLEB
OG0000080	LOC108036474|XP_016968140.1|DBIA	LOC115620018|XP_030368982.1|SLEB
OG0000082	LOC108026719|XP_016953316.1|DBIA	LOC115631916|XP_030384627.1|SLEB
OG0000082	LOC108032144|XP_016961473.1|DBIA	LOC115620211|XP_030369208.1|SLEB
OG0000082	LOC108030979|XP_016959668.1|DBIA, LOC108030981|XP_016959669.1|DBIA, LOC108030982|XP_016959670.1|DBIA	LOC115621651|XP_030371213.1|SLEB
OG0000083	LOC108034049|XP_016964289.1|DBIA	LOC115634036|XP_030387438.1|SLEB, LOC115634513|XP_030388139.1|SLEB
OG0000084	LOC108029487|XP_016957244.1|DBIA	LOC115623536|XP_030373782.1|SLEB
OG0000084	LOC108030446|XP_016958828.1|DBIA	LOC115631336|XP_030383918.1|SLEB
OG0000085	LOC108030036|XP_016958096.1|DBIA	LOC115634632|XP_030388350.1|SLEB
OG0000086	LOC108026716|XP_016953312.1|DBIA	LOC115628291|XP_030380201.1|SLEB
OG0000087	LOC108033838|XP_016963957.1|DBIA	LOC115626132|XP_030377247.1|SLEB
OG0000087	LOC108032464|XP_016961778.1|DBIA	LOC115626584|XP_030377826.1|SLEB
OG0000087	LOC108033704|XP_016963704.1|DBIA	LOC115626069|XP_030377182.1|SLEB
OG0000088	LOC108030164|XP_016958382.1|DBIA	LOC115624994|XP_030375725.1|SLEB
OG0000088	LOC108029008|XP_016956541.1|DBIA	LOC115626364|XP_030377575.1|SLEB
OG0000088	LOC108028140|XP_016955285.1|DBIA	LOC115623096|XP_030373163.1|SLEB
OG0000088	LOC108036273|XP_016967772.1|DBIA	LOC115623093|XP_030373160.1|SLEB
OG0000088	LOC108028134|XP_016955279.1|DBIA	LOC115622241|XP_030371997.1|SLEB
OG0000089	LOC108027303|XP_016954184.1|DBIA	LOC115624415|XP_030375011.1|SLEB
OG0000089	LOC108031913|XP_016961170.1|DBIA	LOC115634279|XP_030387772.1|SLEB
OG0000089	LOC108034931|XP_016965678.1|DBIA	LOC115632948|XP_030386105.1|SLEB, LOC115632950|XP_030386106.1|SLEB
OG0000090	LOC108036323|XP_016967826.1|DBIA	LOC115633715|XP_030387039.1|SLEB
OG0000090	LOC108036321|XP_016967823.1|DBIA	LOC115633696|XP_030387013.1|SLEB
OG0000090	LOC108035651|XP_016966846.1|DBIA	LOC115628271|XP_030380155.1|SLEB
OG0000090	LOC108029154|XP_016956781.1|DBIA	LOC115624821|XP_030375529.1|SLEB
OG0000091	LOC108026296|XP_016952657.1|DBIA	LOC115620184|XP_030369168.1|SLEB
OG0000091	LOC108034140|XP_016964423.1|DBIA	LOC115630433|XP_030382848.1|SLEB
OG0000091	LOC108024396|XP_016949800.1|DBIA	LOC115620680|XP_030369906.1|SLEB
OG0000091	LOC108025529|XP_016951546.1|DBIA	LOC115621346|XP_030370826.1|SLEB
OG0000092	LOC108026462|XP_016952892.1|DBIA	LOC115623334|XP_030373465.1|SLEB
OG0000092	LOC108026448|XP_016952876.1|DBIA	LOC115624326|XP_030374813.1|SLEB
OG0000092	LOC108026029|XP_016952209.1|DBIA, LOC108026468|XP_016952900.1|DBIA	LOC115624330|XP_030374818.1|SLEB
OG0000093	LOC108036087|XP_016967526.1|DBIA	LOC115628531|XP_030380552.1|SLEB
OG0000093	LOC108024087|XP_016949351.1|DBIA, LOC108022062|XP_016946396.1|DBIA	LOC115629472|XP_030381803.1|SLEB
OG0000093	LOC108023730|XP_016948856.1|DBIA	LOC115627221|XP_030378703.1|SLEB
OG0000094	LOC108034459|XP_016964832.1|DBIA	LOC115622394|XP_030372178.1|SLEB
OG0000094	LOC108027023|XP_016953706.1|DBIA	LOC115621962|XP_030371670.1|SLEB
OG0000096	LOC108034354|XP_016964729.1|DBIA	LOC115621238|XP_030370689.1|SLEB
OG0000096	LOC108024684|XP_016950250.1|DBIA	LOC115620727|XP_030369967.1|SLEB
OG0000096	LOC108032371|XP_016961681.1|DBIA	LOC115626185|XP_030377323.1|SLEB, LOC115625901|XP_030376991.1|SLEB
OG0000098	LOC108027233|XP_016954056.1|DBIA	LOC115621995|XP_030371710.1|SLEB
OG0000099	LOC108023646|XP_016948752.1|DBIA	LOC115627007|XP_030378385.1|SLEB
OG0000099	LOC108023446|XP_016948427.1|DBIA	LOC115626907|XP_030378277.1|SLEB
OG0000099	LOC108023711|XP_016948830.1|DBIA	LOC115629181|XP_030381422.1|SLEB
OG0000100	LOC108036385|XP_016967979.1|DBIA	LOC115629849|XP_030382290.1|SLEB
OG0000100	LOC108031432|XP_016960333.1|DBIA	LOC115620196|XP_030369189.1|SLEB
OG0000100	LOC108031433|XP_016960334.1|DBIA	LOC115621551|XP_030371080.1|SLEB
OG0000100	LOC108032000|XP_016961285.1|DBIA	LOC115620430|XP_030369518.1|SLEB
OG0000101	LOC108035923|XP_016967190.1|DBIA	LOC115623200|XP_030373296.1|SLEB
OG0000101	LOC108035925|XP_016967202.1|DBIA	LOC115634012|XP_030387400.1|SLEB
OG0000102	LOC108022873|XP_016947552.1|DBIA	LOC115632673|XP_030385805.1|SLEB
OG0000102	LOC108036452|XP_016968100.1|DBIA	LOC115619960|XP_030368851.1|SLEB
OG0000103	LOC108028249|XP_016955425.1|DBIA, LOC108028438|XP_016955757.1|DBIA, LOC108028436|XP_016955755.1|DBIA	LOC115632516|XP_030385569.1|SLEB
OG0000103	LOC108022796|XP_016947418.1|DBIA	LOC115633245|XP_030386506.1|SLEB
OG0000104	LOC108035283|XP_016966339.1|DBIA	LOC115632330|XP_030385293.1|SLEB
OG0000104	LOC108032687|XP_016962152.1|DBIA	LOC115632802|XP_030385913.1|SLEB
OG0000104	LOC108034535|XP_016964949.1|DBIA, LOC108034533|XP_016964948.1|DBIA	LOC115632724|XP_030385830.1|SLEB
OG0000105	LOC108023041|XP_016947774.1|DBIA, LOC108031043|XP_016959733.1|DBIA, LOC108033270|XP_016963024.1|DBIA, LOC108029331|XP_016957015.1|DBIA	LOC115625386|XP_030376284.1|SLEB, LOC115625389|XP_030376287.1|SLEB
OG0000105	LOC108031026|XP_016959715.1|DBIA	LOC115625391|XP_030376288.1|SLEB
OG0000105	LOC108031245|XP_016959970.1|DBIA, LOC108031263|XP_016959991.1|DBIA	LOC115625387|XP_030376285.1|SLEB
OG0000107	LOC108022138|XP_016946469.1|DBIA, LOC108033551|XP_016963385.1|DBIA, LOC108033276|XP_016963031.1|DBIA, LOC108032344|XP_016961643.1|DBIA, LOC108033603|XP_016963445.1|DBIA, LOC108033277|XP_016963032.1|DBIA, LOC108033599|XP_016963440.1|DBIA, LOC108022432|XP_016946806.1|DBIA, LOC108022139|XP_016946470.1|DBIA, LOC108022140|XP_016946471.1|DBIA	LOC115634454|XP_030388036.1|SLEB
OG0000108	LOC108035758|XP_016966946.1|DBIA, LOC108035831|XP_016967067.1|DBIA	LOC115628092|XP_030379929.1|SLEB, LOC115627244|XP_030378729.1|SLEB, LOC115631527|XP_030384161.1|SLEB
OG0000109	LOC108033292|XP_016963047.1|DBIA, LOC108034197|XP_016964514.1|DBIA	LOC115631036|XP_030383521.1|SLEB
OG0000109	LOC108033291|XP_016963046.1|DBIA, LOC108034262|XP_016964608.1|DBIA	LOC115630792|XP_030383307.1|SLEB
OG0000110	LOC108028113|XP_016955251.1|DBIA	LOC115628356|XP_030380291.1|SLEB
OG0000110	LOC108028807|XP_016956281.1|DBIA	LOC115628263|XP_030380142.1|SLEB
OG0000110	LOC108028040|XP_016955167.1|DBIA	LOC115628416|XP_030380363.1|SLEB
OG0000110	LOC108028752|XP_016956212.1|DBIA	LOC115628221|XP_030380076.1|SLEB
OG0000111	LOC108026543|XP_016952982.1|DBIA, LOC108026931|XP_016953634.1|DBIA	LOC115634293|XP_030387808.1|SLEB
OG0000112	LOC108027552|XP_016954506.1|DBIA, LOC108023986|XP_016949205.1|DBIA	LOC115629158|XP_030381390.1|SLEB
OG0000112	LOC108027490|XP_016954423.1|DBIA, LOC108027493|XP_016954426.1|DBIA	LOC115629161|XP_030381394.1|SLEB, LOC115627698|XP_030379301.1|SLEB
OG0000113	LOC108027444|XP_016954385.1|DBIA	LOC115628760|XP_030380835.1|SLEB, LOC115634230|XP_030387682.1|SLEB, LOC115625365|XP_030376262.1|SLEB
OG0000114	LOC108033611|XP_016963463.1|DBIA	LOC115630954|XP_030383388.1|SLEB
OG0000114	LOC108033613|XP_016963465.1|DBIA	LOC115630955|XP_030383389.1|SLEB
OG0000116	LOC108026375|XP_016952785.1|DBIA	LOC115624328|XP_030374816.1|SLEB
OG0000116	LOC108026461|XP_016952890.1|DBIA	LOC115623813|XP_030374217.1|SLEB, LOC115623954|XP_030374378.1|SLEB, LOC115623973|XP_030374402.1|SLEB
OG0000116	LOC108026374|XP_016952784.1|DBIA, LOC108026023|XP_016952204.1|DBIA, LOC108026373|XP_016952783.1|DBIA	LOC115623999|XP_030374431.1|SLEB, LOC115623995|XP_030374424.1|SLEB
OG0000117	LOC108032547|XP_016961914.1|DBIA	LOC115626178|XP_030377315.1|SLEB
OG0000117	LOC108032549|XP_016961915.1|DBIA	LOC115626179|XP_030377316.1|SLEB
OG0000117	LOC108032550|XP_016961916.1|DBIA	LOC115626180|XP_030377317.1|SLEB
OG0000117	LOC108032552|XP_016961919.1|DBIA	LOC115626181|XP_030377318.1|SLEB
OG0000118	LOC108029064|XP_016956623.1|DBIA, LOC108028954|XP_016956481.1|DBIA	LOC115634140|XP_030387575.1|SLEB
OG0000118	LOC108029375|XP_016957092.1|DBIA, LOC108032392|XP_016961702.1|DBIA, LOC108034188|XP_016964499.1|DBIA	LOC115626301|XP_030377489.1|SLEB
OG0000119	LOC108031872|XP_016961119.1|DBIA, LOC108026922|XP_016953622.1|DBIA	LOC115625335|XP_030376220.1|SLEB
OG0000119	LOC108031272|XP_016960002.1|DBIA	LOC115625475|XP_030376385.1|SLEB
OG0000119	LOC108031192|XP_016959902.1|DBIA	LOC115625305|XP_030376184.1|SLEB
OG0000120	LOC108023244|XP_016948011.1|DBIA	LOC115627012|XP_030378393.1|SLEB
OG0000120	LOC108030087|XP_016958214.1|DBIA	LOC115620371|XP_030369440.1|SLEB
OG0000120	LOC108028084|XP_016955219.1|DBIA	LOC115628235|XP_030380109.1|SLEB
OG0000121	LOC108023267|XP_016948040.1|DBIA, LOC108023312|XP_016948104.1|DBIA	LOC115625542|XP_030376479.1|SLEB
OG0000121	LOC108024429|XP_016949836.1|DBIA	LOC115625267|XP_030376127.1|SLEB
OG0000122	LOC108032496|XP_016961805.1|DBIA	LOC115630753|XP_030383267.1|SLEB
OG0000122	LOC108023300|XP_016948090.1|DBIA	LOC115628730|XP_030380794.1|SLEB
OG0000122	LOC108029050|XP_016956602.1|DBIA	LOC115631897|XP_030384606.1|SLEB
OG0000123	LOC108022341|XP_016946693.1|DBIA	LOC115634239|XP_030387693.1|SLEB
OG0000123	LOC108023693|XP_016948810.1|DBIA	LOC115624226|XP_030374700.1|SLEB, LOC115621552|XP_030371081.1|SLEB
OG0000123	LOC108027082|XP_016953785.1|DBIA, LOC108027106|XP_016953813.1|DBIA	LOC115624223|XP_030374697.1|SLEB
OG0000123	LOC108027083|XP_016953787.1|DBIA	LOC115624192|XP_030374649.1|SLEB
OG0000124	LOC108036376|XP_016967964.1|DBIA, LOC108029804|XP_016957808.1|DBIA	LOC115633905|XP_030387269.1|SLEB
OG0000124	LOC108029444|XP_016957182.1|DBIA, LOC108029778|XP_016957777.1|DBIA	LOC115634486|XP_030388102.1|SLEB, LOC115634480|XP_030388071.1|SLEB, LOC115634175|XP_030387621.1|SLEB
OG0000125	LOC108025392|XP_016951356.1|DBIA	LOC115620679|XP_030369903.1|SLEB
OG0000125	LOC108024815|XP_016950433.1|DBIA	LOC115622011|XP_030371726.1|SLEB
OG0000125	LOC108036489|XP_016968169.1|DBIA	LOC115630466|XP_030382900.1|SLEB
OG0000125	LOC108036490|XP_016968171.1|DBIA	LOC115630458|XP_030382887.1|SLEB
OG0000126	LOC108028993|XP_016956523.1|DBIA	LOC115626373|XP_030377588.1|SLEB, LOC115633547|XP_030386863.1|SLEB, LOC115621502|XP_030371030.1|SLEB
OG0000127	LOC108027453|XP_016954394.1|DBIA, LOC108027073|XP_016953776.1|DBIA, LOC108027452|XP_016954393.1|DBIA	LOC115624275|XP_030374761.1|SLEB, LOC115624098|XP_030374548.1|SLEB
OG0000127	LOC108027034|XP_016953720.1|DBIA	LOC115624150|XP_030374607.1|SLEB
OG0000128	LOC108026935|XP_016953637.1|DBIA	LOC115627037|XP_030378429.1|SLEB
OG0000128	LOC108026551|XP_016952989.1|DBIA, LOC108026937|XP_016953639.1|DBIA	LOC115634167|XP_030387611.1|SLEB
OG0000129	LOC108023412|XP_016948359.1|DBIA	LOC115633252|XP_030386513.1|SLEB
OG0000129	LOC108028100|XP_016955236.1|DBIA	LOC115632792|XP_030385903.1|SLEB, LOC115632636|XP_030385726.1|SLEB
OG0000129	LOC108034826|XP_016965429.1|DBIA	LOC115632635|XP_030385724.1|SLEB
OG0000129	LOC108023411|XP_016948357.1|DBIA	LOC115633251|XP_030386512.1|SLEB
OG0000130	LOC108028367|XP_016955645.1|DBIA	LOC115632117|XP_030384979.1|SLEB
OG0000130	LOC108028588|XP_016955990.1|DBIA	LOC115632142|XP_030385018.1|SLEB
OG0000130	LOC108028366|XP_016955644.1|DBIA, LOC108028365|XP_016955643.1|DBIA	LOC115632815|XP_030385927.1|SLEB
OG0000131	LOC108024454|XP_016949864.1|DBIA	LOC115620740|XP_030369987.1|SLEB
OG0000132	LOC108034247|XP_016964588.1|DBIA, LOC108034248|XP_016964589.1|DBIA	LOC115631441|XP_030384043.1|SLEB
OG0000132	LOC108025160|XP_016950929.1|DBIA	LOC115624363|XP_030374882.1|SLEB
OG0000134	LOC108031841|XP_016961080.1|DBIA	LOC115621108|XP_030370509.1|SLEB
OG0000134	LOC108024440|XP_016949847.1|DBIA	LOC115629363|XP_030381677.1|SLEB
OG0000134	LOC108034196|XP_016964513.1|DBIA	LOC115631566|XP_030384216.1|SLEB
OG0000137	LOC108027255|XP_016954103.1|DBIA	LOC115621775|XP_030371387.1|SLEB
OG0000137	LOC108028330|XP_016955559.1|DBIA	LOC115623263|XP_030373392.1|SLEB
OG0000137	LOC108021953|XP_016946274.1|DBIA, LOC108023165|XP_016947895.1|DBIA	LOC115633318|XP_030386608.1|SLEB
OG0000138	LOC108032199|XP_016961546.1|DBIA	LOC115623943|XP_030374365.1|SLEB
OG0000138	LOC108032211|XP_016961561.1|DBIA	LOC115623756|XP_030374151.1|SLEB
OG0000139	LOC108027713|XP_016954752.1|DBIA	LOC115621555|XP_030371086.1|SLEB, LOC115624943|XP_030375653.1|SLEB, LOC115624849|XP_030375553.1|SLEB
OG0000140	LOC108025043|XP_016950788.1|DBIA	LOC115621072|XP_030370459.1|SLEB
OG0000141	LOC108034526|XP_016964939.1|DBIA	LOC115632509|XP_030385558.1|SLEB
OG0000141	LOC108034476|XP_016964850.1|DBIA, LOC108034511|XP_016964924.1|DBIA	LOC115632354|XP_030385324.1|SLEB
OG0000141	LOC108035147|XP_016966079.1|DBIA	LOC115632744|XP_030385851.1|SLEB
OG0000141	LOC108035148|XP_016966080.1|DBIA	LOC115632365|XP_030385343.1|SLEB
OG0000142	LOC108026100|XP_016952288.1|DBIA	LOC115625086|XP_030375842.1|SLEB
OG0000142	LOC108032915|XP_016962471.1|DBIA	LOC115628082|XP_030379919.1|SLEB
OG0000142	LOC108033124|XP_016962829.1|DBIA	LOC115627258|XP_030378745.1|SLEB
OG0000143	LOC108028495|XP_016955860.1|DBIA	LOC115625380|XP_030376280.1|SLEB
OG0000143	LOC108028497|XP_016955861.1|DBIA	LOC115625390|XP_030376292.1|SLEB
OG0000144	LOC108031834|XP_016961066.1|DBIA	LOC115623941|XP_030374363.1|SLEB
OG0000144	LOC108025875|XP_016952038.1|DBIA	LOC115629778|XP_030382193.1|SLEB
OG0000145	LOC108027597|XP_016954605.1|DBIA	LOC115627757|XP_030379402.1|SLEB
OG0000145	LOC108034972|XP_016965780.1|DBIA	LOC115631049|XP_030383542.1|SLEB
OG0000145	LOC108034447|XP_016964824.1|DBIA	LOC115632005|XP_030384793.1|SLEB
OG0000145	LOC108034436|XP_016964813.1|DBIA	LOC115632004|XP_030384792.1|SLEB
OG0000147	LOC108034317|XP_016964676.1|DBIA	LOC115630980|XP_030383422.1|SLEB, LOC115630666|XP_030383169.1|SLEB
OG0000147	LOC108027404|XP_016954331.1|DBIA	LOC115621832|XP_030371499.1|SLEB
OG0000147	LOC108027405|XP_016954333.1|DBIA	LOC115621833|XP_030371501.1|SLEB
OG0000148	LOC108028951|XP_016956479.1|DBIA	LOC115630932|XP_030383359.1|SLEB
OG0000148	LOC108032365|XP_016961667.1|DBIA	LOC115626589|XP_030377831.1|SLEB
OG0000149	LOC108032390|XP_016961701.1|DBIA	LOC115626190|XP_030377330.1|SLEB
OG0000149	LOC108025773|XP_016951860.1|DBIA	LOC115629267|XP_030381551.1|SLEB
OG0000150	LOC108027637|XP_016954643.1|DBIA, LOC108027638|XP_016954644.1|DBIA, LOC108027635|XP_016954642.1|DBIA, LOC108027744|XP_016954786.1|DBIA, LOC108027745|XP_016954787.1|DBIA	LOC115631362|XP_030383941.1|SLEB, LOC115631359|XP_030383937.1|SLEB
OG0000151	LOC108028150|XP_016955296.1|DBIA	LOC115622266|XP_030372028.1|SLEB
OG0000151	LOC108027994|XP_016955110.1|DBIA	LOC115622260|XP_030372021.1|SLEB
OG0000151	LOC108028166|XP_016955315.1|DBIA	LOC115622264|XP_030372025.1|SLEB
OG0000151	LOC108035515|XP_016966667.1|DBIA	LOC115622278|XP_030372040.1|SLEB
OG0000152	LOC108026369|XP_016952778.1|DBIA	LOC115620943|XP_030370319.1|SLEB
OG0000152	LOC108026064|XP_016952248.1|DBIA	LOC115620755|XP_030370011.1|SLEB, LOC115621748|XP_030371342.1|SLEB
OG0000153	LOC108031875|XP_016961128.1|DBIA	LOC115621745|XP_030371339.1|SLEB
OG0000153	LOC108032259|XP_016961614.1|DBIA, LOC108031874|XP_016961127.1|DBIA	LOC115620210|XP_030369207.1|SLEB
OG0000154	LOC108031961|XP_016961239.1|DBIA, LOC108031960|XP_016961238.1|DBIA	LOC115621867|XP_030371547.1|SLEB, LOC115621871|XP_030371556.1|SLEB
OG0000154	LOC108034901|XP_016965616.1|DBIA	LOC115632597|XP_030385682.1|SLEB
OG0000155	LOC108028198|XP_016955347.1|DBIA	LOC115628421|XP_030380369.1|SLEB
OG0000155	LOC108028194|XP_016955343.1|DBIA	LOC115628363|XP_030380300.1|SLEB
OG0000155	LOC108028164|XP_016955313.1|DBIA	LOC115628359|XP_030380294.1|SLEB
OG0000157	LOC108029780|XP_016957778.1|DBIA, LOC108029781|XP_016957779.1|DBIA	LOC115629819|XP_030382253.1|SLEB
OG0000157	LOC108029406|XP_016957128.1|DBIA	LOC115626330|XP_030377538.1|SLEB, LOC115633650|XP_030386952.1|SLEB
OG0000158	LOC108028216|XP_016955369.1|DBIA	LOC115633012|XP_030386197.1|SLEB, LOC115632738|XP_030385845.1|SLEB
OG0000158	LOC108028229|XP_016955384.1|DBIA	LOC115632736|XP_030385842.1|SLEB
OG0000159	LOC108028558|XP_016955951.1|DBIA	LOC115622292|XP_030372055.1|SLEB
OG0000160	LOC108031910|XP_016961167.1|DBIA	LOC115621357|XP_030370839.1|SLEB
OG0000160	LOC108031925|XP_016961192.1|DBIA	LOC115621163|XP_030370583.1|SLEB
OG0000161	LOC108028392|XP_016955736.1|DBIA	LOC115629943|XP_030382412.1|SLEB
OG0000162	LOC108028096|XP_016955229.1|DBIA, LOC108034639|XP_016965066.1|DBIA, LOC108033386|XP_016963195.1|DBIA	LOC115628734|XP_030380797.1|SLEB
OG0000162	LOC108027861|XP_016954951.1|DBIA	LOC115630435|XP_030382852.1|SLEB
OG0000163	LOC108027951|XP_016955070.1|DBIA	LOC115628458|XP_030380436.1|SLEB
OG0000163	LOC108029020|XP_016956554.1|DBIA, LOC108028969|XP_016956498.1|DBIA	LOC115623156|XP_030373231.1|SLEB
OG0000164	LOC108030208|XP_016958457.1|DBIA	LOC115633795|XP_030387133.1|SLEB
OG0000165	LOC108033162|XP_016962883.1|DBIA	LOC115626650|XP_030377915.1|SLEB
OG0000165	LOC108034398|XP_016964769.1|DBIA	LOC115633702|XP_030387021.1|SLEB
OG0000166	LOC108022776|XP_016947379.1|DBIA	LOC115634666|XP_030388385.1|SLEB
OG0000166	LOC108022182|XP_016946522.1|DBIA	LOC115619972|XP_030368868.1|SLEB
OG0000167	LOC108028514|XP_016955888.1|DBIA	LOC115622494|XP_030372300.1|SLEB
OG0000168	LOC108022335|XP_016946687.1|DBIA	LOC115634697|XP_030388435.1|SLEB
OG0000168	LOC108024303|XP_016949694.1|DBIA, LOC108024430|XP_016949837.1|DBIA	LOC115621457|XP_030370973.1|SLEB
OG0000168	LOC108024484|XP_016949894.1|DBIA	LOC115630749|XP_030383264.1|SLEB
OG0000168	LOC108024304|XP_016949695.1|DBIA	LOC115621951|XP_030371657.1|SLEB
