Orthogroup	DBIA.longest_only	HILL.longest_only
OG0000044	LOC108026455|XP_016952884.1|DBIA, LOC108026365|XP_016952771.1|DBIA, LOC108026364|XP_016952769.1|DBIA, LOC108026002|XP_016952181.1|DBIA, LOC108025998|XP_016952177.1|DBIA, LOC108026469|XP_016952901.1|DBIA, LOC108025049|XP_016950795.1|DBIA	LOC119658958|XP_037922759.1|HILL, LOC119658735|XP_037922328.1|HILL, LOC119658738|XP_037922338.1|HILL, LOC119658739|XP_037922341.1|HILL, LOC119658736|XP_037922334.1|HILL, LOC119658744|XP_037922349.1|HILL, LOC119658743|XP_037922348.1|HILL, LOC119658742|XP_037922343.1|HILL, LOC119658745|XP_037922350.1|HILL, LOC119658746|XP_037922352.1|HILL, LOC119658747|XP_037922353.1|HILL, LOC119658749|XP_037922359.1|HILL, LOC119658740|XP_037922342.1|HILL
OG0000045	LOC108028610|XP_016956020.1|DBIA	LOC119649047|XP_037906953.1|HILL
OG0000045	LOC108034658|XP_016965085.1|DBIA, LOC108034642|XP_016965069.1|DBIA, LOC108028181|XP_016955331.1|DBIA, LOC108028143|XP_016955289.1|DBIA	LOC119652611|XP_037912776.1|HILL
OG0000046	LOC108027349|XP_016954257.1|DBIA, LOC108027004|XP_016953692.1|DBIA, LOC108024100|XP_016949365.1|DBIA, LOC108024103|XP_016949370.1|DBIA, LOC108024088|XP_016949352.1|DBIA, LOC108024336|XP_016949726.1|DBIA, LOC108024337|XP_016949728.1|DBIA, LOC108024872|XP_016950506.1|DBIA, LOC108024879|XP_016950512.1|DBIA, LOC108029852|XP_016957830.1|DBIA	LOC119657334|XP_037920131.1|HILL, LOC119657920|XP_037921035.1|HILL
OG0000047	LOC108036240|XP_016967738.1|DBIA, LOC108036255|XP_016967753.1|DBIA, LOC108029392|XP_016957110.1|DBIA, LOC108035707|XP_016966919.1|DBIA, LOC108029377|XP_016957093.1|DBIA, LOC108034788|XP_016965261.1|DBIA	LOC119654474|XP_037915820.1|HILL
OG0000048	LOC108035017|XP_016965850.1|DBIA, LOC108035032|XP_016965866.1|DBIA, LOC108035016|XP_016965849.1|DBIA, LOC108035019|XP_016965851.1|DBIA	LOC119648777|XP_037906539.1|HILL, LOC119648574|XP_037906272.1|HILL, LOC119648995|XP_037906854.1|HILL
OG0000049	LOC108024404|XP_016949805.1|DBIA, LOC108024363|XP_016949755.1|DBIA, LOC108024349|XP_016949740.1|DBIA, LOC108024839|XP_016950464.1|DBIA, LOC108024840|XP_016950465.1|DBIA, LOC108024876|XP_016950510.1|DBIA	LOC119649048|XP_037906954.1|HILL
OG0000050	LOC108029844|XP_016957821.1|DBIA, LOC108030726|XP_016959257.1|DBIA, LOC108030785|XP_016959326.1|DBIA, LOC108030724|XP_016959254.1|DBIA, LOC108030784|XP_016959325.1|DBIA, LOC108030723|XP_016959253.1|DBIA, LOC108030725|XP_016959255.1|DBIA	LOC119658266|XP_037921486.1|HILL
OG0000053	LOC108029369|XP_016957086.1|DBIA, LOC108029362|XP_016957079.1|DBIA, LOC108029361|XP_016957078.1|DBIA	LOC119653560|XP_037914200.1|HILL, LOC119653563|XP_037914204.1|HILL, LOC119653562|XP_037914203.1|HILL, LOC119654734|XP_037916193.1|HILL, LOC119654136|XP_037915227.1|HILL
OG0000053	LOC108029360|XP_016957077.1|DBIA, LOC108029370|XP_016957087.1|DBIA	LOC119653556|XP_037914198.1|HILL, LOC119653555|XP_037914196.1|HILL, LOC119653557|XP_037914199.1|HILL, LOC119653554|XP_037914193.1|HILL, LOC119653561|XP_037914201.1|HILL, LOC119661089|XP_037926206.1|HILL
OG0000054	LOC108026311|XP_016952687.1|DBIA, LOC108026084|XP_016952272.1|DBIA, LOC108026092|XP_016952281.1|DBIA, LOC108026028|XP_016952208.1|DBIA, LOC108026363|XP_016952768.1|DBIA	LOC119651539|XP_037911103.1|HILL, LOC119647240|XP_037904031.1|HILL, LOC119646436|XP_037902814.1|HILL
OG0000055	LOC108025040|XP_016950785.1|DBIA	LOC119656617|XP_037918985.1|HILL, LOC119656621|XP_037918989.1|HILL, LOC119656625|XP_037918992.1|HILL, LOC119656624|XP_037918991.1|HILL, LOC119657650|XP_037920591.1|HILL, LOC119658397|XP_037921714.1|HILL, LOC119657830|XP_037920876.1|HILL, LOC119657341|XP_037920141.1|HILL, LOC119658396|XP_037921713.1|HILL, LOC119658395|XP_037921712.1|HILL, LOC119658402|XP_037921719.1|HILL, LOC119658401|XP_037921717.1|HILL, LOC119658400|XP_037921716.1|HILL, LOC119657997|XP_037921144.1|HILL, LOC119658399|XP_037921715.1|HILL, LOC119657589|XP_037920496.1|HILL, LOC119656633|XP_037919001.1|HILL, LOC119656634|XP_037919002.1|HILL, LOC119656626|XP_037918994.1|HILL, LOC119656628|XP_037918996.1|HILL, LOC119656629|XP_037918997.1|HILL, LOC119656620|XP_037918988.1|HILL, LOC119656631|XP_037918999.1|HILL, LOC119656627|XP_037918995.1|HILL, LOC119656635|XP_037919003.1|HILL, LOC119656623|XP_037918990.1|HILL, LOC119656630|XP_037918998.1|HILL, LOC119656618|XP_037918986.1|HILL, LOC119656616|XP_037918984.1|HILL, LOC119656619|XP_037918987.1|HILL, LOC119657342|XP_037920142.1|HILL, LOC119653270|XP_037913820.1|HILL
OG0000056	LOC108031088|XP_016959782.1|DBIA, LOC108031982|XP_016961266.1|DBIA	LOC119658059|XP_037921239.1|HILL, LOC119658058|XP_037921238.1|HILL
OG0000058	LOC108036205|XP_016967686.1|DBIA, LOC108032411|XP_016961720.1|DBIA, LOC108032495|XP_016961804.1|DBIA, LOC108036206|XP_016967687.1|DBIA, LOC108033435|XP_016963248.1|DBIA, LOC108029081|XP_016956700.1|DBIA	LOC119649104|XP_037907031.1|HILL, LOC119649106|XP_037907033.1|HILL, LOC119649107|XP_037907034.1|HILL, LOC119647753|XP_037904798.1|HILL, LOC119649108|XP_037907035.1|HILL, LOC119647754|XP_037904799.1|HILL, LOC119659125|XP_037922977.1|HILL, LOC119655147|XP_037916814.1|HILL
OG0000060	LOC108031902|XP_016961196.1|DBIA	LOC119658011|XP_037921164.1|HILL
OG0000060	LOC108025323|XP_016951236.1|DBIA	LOC119652834|XP_037913096.1|HILL
OG0000061	LOC108032412|XP_016961721.1|DBIA, LOC108032443|XP_016961757.1|DBIA, LOC108032400|XP_016961710.1|DBIA, LOC108032401|XP_016961711.1|DBIA	LOC119654566|XP_037915944.1|HILL, LOC119654846|XP_037916354.1|HILL
OG0000063	LOC108024640|XP_016950181.1|DBIA, LOC108024653|XP_016950205.1|DBIA, LOC108024632|XP_016950168.1|DBIA, LOC108034681|XP_016965111.1|DBIA, LOC108035615|XP_016966791.1|DBIA, LOC108035614|XP_016966789.1|DBIA, LOC108034510|XP_016964923.1|DBIA	LOC119652802|XP_037913054.1|HILL, LOC119652906|XP_037913210.1|HILL
OG0000064	LOC108034488|XP_016964882.1|DBIA	LOC119651055|XP_037910312.1|HILL, LOC119655092|XP_037916726.1|HILL, LOC119648610|XP_037906308.1|HILL, LOC119656175|XP_037918449.1|HILL, LOC119648891|XP_037906716.1|HILL, LOC119653116|XP_037913569.1|HILL, LOC119649240|XP_037907232.1|HILL
OG0000067	LOC108027215|XP_016954031.1|DBIA, LOC108028025|XP_016955150.1|DBIA	LOC119657584|XP_037920491.1|HILL
OG0000067	LOC108036631|XP_016968394.1|DBIA, LOC108028052|XP_016955180.1|DBIA	LOC119657702|XP_037920672.1|HILL
OG0000067	LOC108028075|XP_016955204.1|DBIA	LOC119648750|XP_037906501.1|HILL
OG0000068	LOC108027959|XP_016955073.1|DBIA, LOC108031521|XP_016960528.1|DBIA, LOC108034448|XP_016964821.1|DBIA, LOC108029590|XP_016957445.1|DBIA, LOC108036196|XP_016967676.1|DBIA, LOC108027565|XP_016954535.1|DBIA	LOC119647039|XP_037903711.1|HILL, LOC119658016|XP_037921173.1|HILL, LOC119657412|XP_037920234.1|HILL
OG0000070	LOC108032380|XP_016961690.1|DBIA, LOC108034332|XP_016964700.1|DBIA, LOC108028712|XP_016956151.1|DBIA, LOC108033786|XP_016963881.1|DBIA, LOC108023296|XP_016948086.1|DBIA	LOC119657857|XP_037920910.1|HILL, LOC119657686|XP_037920645.1|HILL, LOC119657343|XP_037920143.1|HILL, LOC119658414|XP_037921738.1|HILL, LOC119658255|XP_037921468.1|HILL, LOC119657882|XP_037920941.1|HILL, LOC119658249|XP_037921451.1|HILL, LOC119658416|XP_037921739.1|HILL, LOC119658175|XP_037921370.1|HILL, LOC119658176|XP_037921371.1|HILL, LOC119658225|XP_037921421.1|HILL, LOC119658224|XP_037921418.1|HILL, LOC119657744|XP_037920716.1|HILL, LOC119657745|XP_037920718.1|HILL, LOC119658406|XP_037921723.1|HILL, LOC119658177|XP_037921372.1|HILL, LOC119657908|XP_037921003.1|HILL, LOC119656762|XP_037919266.1|HILL, LOC119656761|XP_037919260.1|HILL, LOC119657576|XP_037920469.1|HILL, LOC119658427|XP_037921753.1|HILL, LOC119658321|XP_037921584.1|HILL, LOC119658376|XP_037921665.1|HILL, LOC119657434|XP_037920265.1|HILL, LOC119657435|XP_037920268.1|HILL, LOC119657224|XP_037919963.1|HILL, LOC119657344|XP_037920146.1|HILL, LOC119657190|XP_037919921.1|HILL, LOC119657261|XP_037920018.1|HILL, LOC119657489|XP_037920337.1|HILL, LOC119656824|XP_037919393.1|HILL, LOC119656823|XP_037919389.1|HILL, LOC119656825|XP_037919396.1|HILL, LOC119657949|XP_037921069.1|HILL, LOC119657948|XP_037921068.1|HILL, LOC119657636|XP_037920569.1|HILL, LOC119658456|XP_037921790.1|HILL, LOC119658293|XP_037921516.1|HILL, LOC119657724|XP_037920696.1|HILL, LOC119657863|XP_037920916.1|HILL
OG0000071	LOC108034500|XP_016964894.1|DBIA, LOC108034394|XP_016964765.1|DBIA	LOC119648120|XP_037905570.1|HILL
OG0000072	LOC108036662|XP_016968433.1|DBIA, LOC108036290|XP_016967791.1|DBIA	LOC119661216|XP_037926368.1|HILL
OG0000072	LOC108036249|XP_016967747.1|DBIA	LOC119660319|XP_037924728.1|HILL
OG0000073	LOC108022685|XP_016947244.1|DBIA	LOC119654269|XP_037915465.1|HILL
OG0000073	LOC108023361|XP_016948233.1|DBIA	LOC119658257|XP_037921470.1|HILL
OG0000073	LOC108027157|XP_016953875.1|DBIA	LOC119650904|XP_037910019.1|HILL, LOC119658142|XP_037921338.1|HILL
OG0000074	LOC108028307|XP_016955519.1|DBIA, LOC108028433|XP_016955751.1|DBIA	LOC119650320|XP_037908903.1|HILL, LOC119649748|XP_037907965.1|HILL, LOC119650143|XP_037908606.1|HILL, LOC119649692|XP_037907888.1|HILL
OG0000075	LOC108030338|XP_016958695.1|DBIA	LOC119650070|XP_037908494.1|HILL, LOC119649191|XP_037907149.1|HILL
OG0000075	LOC108031173|XP_016959885.1|DBIA	LOC119649897|XP_037908218.1|HILL
OG0000075	LOC108031227|XP_016959955.1|DBIA, LOC108030349|XP_016958707.1|DBIA	LOC119648394|XP_037906061.1|HILL, LOC119649964|XP_037908328.1|HILL
OG0000076	LOC108035061|XP_016965936.1|DBIA	LOC119647549|XP_037904468.1|HILL
OG0000076	LOC108027529|XP_016954462.1|DBIA	LOC119655368|XP_037917158.1|HILL
OG0000077	LOC108026696|XP_016953273.1|DBIA	LOC119655171|XP_037916849.1|HILL
OG0000077	LOC108032098|XP_016961415.1|DBIA	LOC119651525|XP_037911085.1|HILL
OG0000077	LOC108026817|XP_016953471.1|DBIA	LOC119656266|XP_037918616.1|HILL
OG0000077	LOC108024645|XP_016950184.1|DBIA	LOC119653260|XP_037913796.1|HILL
OG0000078	LOC108026559|XP_016952999.1|DBIA, LOC108030890|XP_016959551.1|DBIA, LOC108027078|XP_016953782.1|DBIA, LOC108027590|XP_016954597.1|DBIA, LOC108023624|XP_016948723.1|DBIA	LOC119656802|XP_037919339.1|HILL
OG0000079	LOC108029252|XP_016956936.1|DBIA, LOC108029253|XP_016956937.1|DBIA, LOC108028935|XP_016956443.1|DBIA, LOC108029251|XP_016956935.1|DBIA, LOC108029014|XP_016956549.1|DBIA	LOC119659132|XP_037922989.1|HILL, LOC119658761|XP_037922386.1|HILL
OG0000080	LOC108023084|XP_016947826.1|DBIA, LOC108022970|XP_016947684.1|DBIA, LOC108036474|XP_016968140.1|DBIA	LOC119653617|XP_037914314.1|HILL, LOC119653889|XP_037914939.1|HILL, LOC119653888|XP_037914937.1|HILL, LOC119654469|XP_037915814.1|HILL, LOC119653919|XP_037915006.1|HILL, LOC119654279|XP_037915490.1|HILL, LOC119654503|XP_037915864.1|HILL
OG0000082	LOC108026719|XP_016953316.1|DBIA, LOC108032144|XP_016961473.1|DBIA, LOC108030979|XP_016959668.1|DBIA, LOC108030981|XP_016959669.1|DBIA, LOC108030982|XP_016959670.1|DBIA	LOC119657528|XP_037920402.1|HILL, LOC119646834|XP_037903378.1|HILL, LOC119646314|XP_037902660.1|HILL, LOC119657513|XP_037920385.1|HILL
OG0000083	LOC108034224|XP_016964555.1|DBIA, LOC108036802|XP_016968638.1|DBIA, LOC108036697|XP_016968476.1|DBIA, LOC108036696|XP_016968475.1|DBIA	LOC119651416|XP_037910939.1|HILL
OG0000083	LOC108034049|XP_016964289.1|DBIA	LOC119651041|XP_037910287.1|HILL
OG0000084	LOC108029487|XP_016957244.1|DBIA	LOC119660245|XP_037924630.1|HILL, LOC119646712|XP_037903218.1|HILL, LOC119646880|XP_037903435.1|HILL, LOC119646164|XP_037902465.1|HILL, LOC119654421|XP_037915775.1|HILL
OG0000085	LOC108030036|XP_016958096.1|DBIA	LOC119654483|XP_037915835.1|HILL
OG0000086	LOC108026716|XP_016953312.1|DBIA	LOC119647291|XP_037904124.1|HILL
OG0000087	LOC108033838|XP_016963957.1|DBIA	LOC119651588|XP_037911163.1|HILL, LOC119652326|XP_037912264.1|HILL, LOC119652325|XP_037912263.1|HILL, LOC119652323|XP_037912262.1|HILL
OG0000087	LOC108032464|XP_016961778.1|DBIA	LOC119652204|XP_037912073.1|HILL
OG0000087	LOC108033704|XP_016963704.1|DBIA	LOC119651395|XP_037910904.1|HILL
OG0000088	LOC108030164|XP_016958382.1|DBIA	LOC119655282|XP_037917026.1|HILL
OG0000089	LOC108027303|XP_016954184.1|DBIA, LOC108027149|XP_016953860.1|DBIA	LOC119653821|XP_037914783.1|HILL
OG0000089	LOC108031913|XP_016961170.1|DBIA	LOC119651268|XP_037910700.1|HILL
OG0000089	LOC108034931|XP_016965678.1|DBIA	LOC119648411|XP_037906089.1|HILL
OG0000090	LOC108036323|XP_016967826.1|DBIA, LOC108036321|XP_016967823.1|DBIA, LOC108035651|XP_016966846.1|DBIA, LOC108029154|XP_016956781.1|DBIA	LOC119654576|XP_037915962.1|HILL, LOC119654005|XP_037915095.1|HILL, LOC119654197|XP_037915326.1|HILL, LOC119655554|XP_037917405.1|HILL
OG0000091	LOC108026296|XP_016952657.1|DBIA	LOC119652340|XP_037912284.1|HILL
OG0000091	LOC108034140|XP_016964423.1|DBIA, LOC108024396|XP_016949800.1|DBIA, LOC108025529|XP_016951546.1|DBIA	LOC119650762|XP_037909786.1|HILL, LOC119650763|XP_037909791.1|HILL, LOC119653157|XP_037913625.1|HILL
OG0000092	LOC108026462|XP_016952892.1|DBIA, LOC108026448|XP_016952876.1|DBIA, LOC108026029|XP_016952209.1|DBIA, LOC108026468|XP_016952900.1|DBIA	LOC119658955|XP_037922756.1|HILL, LOC119660411|XP_037924878.1|HILL, LOC119659392|XP_037923381.1|HILL, LOC119660355|XP_037924782.1|HILL, LOC119659372|XP_037923356.1|HILL, LOC119659549|XP_037923627.1|HILL, LOC119657189|XP_037919920.1|HILL, LOC119660363|XP_037924799.1|HILL, LOC119658737|XP_037922337.1|HILL, LOC119658711|XP_037922254.1|HILL, LOC119659426|XP_037923434.1|HILL, LOC119658956|XP_037922757.1|HILL
OG0000093	LOC108036087|XP_016967526.1|DBIA	LOC119661588|XP_037926918.1|HILL
OG0000094	LOC108034459|XP_016964832.1|DBIA, LOC108027023|XP_016953706.1|DBIA	LOC119647879|XP_037905095.1|HILL, LOC119647277|XP_037904099.1|HILL, LOC119657826|XP_037920869.1|HILL, LOC119647276|XP_037904096.1|HILL, LOC119646234|XP_037902552.1|HILL, LOC119647278|XP_037904100.1|HILL, LOC119661732|XP_037927127.1|HILL
OG0000096	LOC108034354|XP_016964729.1|DBIA, LOC108032607|XP_016962024.1|DBIA, LOC108024684|XP_016950250.1|DBIA, LOC108032371|XP_016961681.1|DBIA	LOC119651449|XP_037910983.1|HILL, LOC119653127|XP_037913582.1|HILL
OG0000098	LOC108027233|XP_016954056.1|DBIA	LOC119651359|XP_037910851.1|HILL, LOC119650881|XP_037909975.1|HILL, LOC119652883|XP_037913176.1|HILL, LOC119652881|XP_037913173.1|HILL, LOC119651360|XP_037910857.1|HILL, LOC119652804|XP_037913056.1|HILL, LOC119652880|XP_037913172.1|HILL, LOC119650875|XP_037909969.1|HILL, LOC119651704|XP_037911345.1|HILL, LOC119652525|XP_037912652.1|HILL
OG0000099	LOC108023646|XP_016948752.1|DBIA, LOC108023446|XP_016948427.1|DBIA	LOC119653688|XP_037914481.1|HILL, LOC119655910|XP_037918000.1|HILL, LOC119653687|XP_037914477.1|HILL, LOC119654949|XP_037916534.1|HILL, LOC119654432|XP_037915757.1|HILL, LOC119654430|XP_037915752.1|HILL, LOC119656084|XP_037918304.1|HILL, LOC119656082|XP_037918299.1|HILL, LOC119656081|XP_037918295.1|HILL, LOC119656085|XP_037918314.1|HILL, LOC119653420|XP_037913925.1|HILL, LOC119655791|XP_037917813.1|HILL
OG0000099	LOC108023711|XP_016948830.1|DBIA	LOC119655128|XP_037916790.1|HILL
OG0000100	LOC108036385|XP_016967979.1|DBIA, LOC108026088|XP_016952275.1|DBIA, LOC108031432|XP_016960333.1|DBIA, LOC108031433|XP_016960334.1|DBIA, LOC108031252|XP_016959980.1|DBIA, LOC108032000|XP_016961285.1|DBIA	LOC119660105|XP_037924412.1|HILL
OG0000101	LOC108035923|XP_016967190.1|DBIA	LOC119648867|XP_037906682.1|HILL
OG0000101	LOC108035925|XP_016967202.1|DBIA	LOC119648866|XP_037906678.1|HILL
OG0000102	LOC108022873|XP_016947552.1|DBIA	LOC119646185|XP_037902495.1|HILL
OG0000102	LOC108036452|XP_016968100.1|DBIA	LOC119658962|XP_037922764.1|HILL, LOC119658961|XP_037922762.1|HILL
OG0000102	LOC108026512|XP_016952947.1|DBIA	LOC119658699|XP_037922217.1|HILL, LOC119659444|XP_037923457.1|HILL
OG0000103	LOC108028249|XP_016955425.1|DBIA, LOC108028438|XP_016955757.1|DBIA, LOC108028436|XP_016955755.1|DBIA, LOC108022796|XP_016947418.1|DBIA	LOC119654035|XP_037915126.1|HILL, LOC119655600|XP_037917484.1|HILL, LOC119655896|XP_037917975.1|HILL
OG0000104	LOC108035283|XP_016966339.1|DBIA	LOC119648626|XP_037906324.1|HILL
OG0000104	LOC108032687|XP_016962152.1|DBIA, LOC108034535|XP_016964949.1|DBIA, LOC108034533|XP_016964948.1|DBIA	LOC119649020|XP_037906903.1|HILL, LOC119650011|XP_037908409.1|HILL, LOC119661171|XP_037926315.1|HILL, LOC119654241|XP_037915408.1|HILL, LOC119654242|XP_037915412.1|HILL, LOC119654239|XP_037915405.1|HILL
OG0000105	LOC108023041|XP_016947774.1|DBIA, LOC108031043|XP_016959733.1|DBIA, LOC108033270|XP_016963024.1|DBIA, LOC108029331|XP_016957015.1|DBIA, LOC108031026|XP_016959715.1|DBIA, LOC108031245|XP_016959970.1|DBIA, LOC108031263|XP_016959991.1|DBIA	LOC119661270|XP_037926458.1|HILL, LOC119646239|XP_037902559.1|HILL, LOC119661175|XP_037926320.1|HILL, LOC119650969|XP_037910186.1|HILL, LOC119646607|XP_037903036.1|HILL
OG0000108	LOC108031983|XP_016961270.1|DBIA, LOC108035758|XP_016966946.1|DBIA, LOC108035831|XP_016967067.1|DBIA	LOC119657653|XP_037920603.1|HILL
OG0000109	LOC108033291|XP_016963046.1|DBIA, LOC108034262|XP_016964608.1|DBIA	LOC119646330|XP_037902682.1|HILL, LOC119647075|XP_037903760.1|HILL, LOC119646860|XP_037903411.1|HILL, LOC119657221|XP_037919964.1|HILL
OG0000110	LOC108028113|XP_016955251.1|DBIA	LOC119649014|XP_037906893.1|HILL
OG0000110	LOC108028807|XP_016956281.1|DBIA, LOC108028040|XP_016955167.1|DBIA, LOC108028752|XP_016956212.1|DBIA	LOC119649992|XP_037908376.1|HILL, LOC119649823|XP_037908086.1|HILL, LOC119649543|XP_037907662.1|HILL
OG0000112	LOC108027552|XP_016954506.1|DBIA, LOC108023986|XP_016949205.1|DBIA, LOC108027490|XP_016954423.1|DBIA, LOC108027493|XP_016954426.1|DBIA	LOC119653834|XP_037914807.1|HILL, LOC119653836|XP_037914809.1|HILL, LOC119653835|XP_037914808.1|HILL, LOC119653833|XP_037914806.1|HILL, LOC119653840|XP_037914814.1|HILL, LOC119653837|XP_037914810.1|HILL, LOC119653838|XP_037914812.1|HILL, LOC119656166|XP_037918440.1|HILL, LOC119653839|XP_037914813.1|HILL, LOC119653832|XP_037914805.1|HILL
OG0000113	LOC108033114|XP_016962807.1|DBIA, LOC108023899|XP_016949074.1|DBIA, LOC108034036|XP_016964270.1|DBIA, LOC108027444|XP_016954385.1|DBIA, LOC108033272|XP_016963026.1|DBIA	LOC119652886|XP_037913180.1|HILL, LOC119651666|XP_037911283.1|HILL, LOC119653037|XP_037913416.1|HILL
OG0000117	LOC108032547|XP_016961914.1|DBIA, LOC108032549|XP_016961915.1|DBIA, LOC108032550|XP_016961916.1|DBIA, LOC108032552|XP_016961919.1|DBIA	LOC119656766|XP_037919275.1|HILL, LOC119652725|XP_037912951.1|HILL, LOC119650099|XP_037908546.1|HILL, LOC119660360|XP_037924796.1|HILL
OG0000118	LOC108029064|XP_016956623.1|DBIA, LOC108028954|XP_016956481.1|DBIA, LOC108029375|XP_016957092.1|DBIA, LOC108032392|XP_016961702.1|DBIA, LOC108034188|XP_016964499.1|DBIA	LOC119659068|XP_037922905.1|HILL, LOC119659065|XP_037922904.1|HILL, LOC119660536|XP_037925092.1|HILL, LOC119660535|XP_037925091.1|HILL, LOC119659341|XP_037923313.1|HILL, LOC119659340|XP_037923311.1|HILL, LOC119659290|XP_037923230.1|HILL
OG0000119	LOC108031872|XP_016961119.1|DBIA, LOC108026922|XP_016953622.1|DBIA, LOC108031272|XP_016960002.1|DBIA, LOC108031192|XP_016959902.1|DBIA	LOC119651672|XP_037911292.1|HILL, LOC119653152|XP_037913619.1|HILL, LOC119651717|XP_037911367.1|HILL
OG0000120	LOC108023244|XP_016948011.1|DBIA	LOC119656903|XP_037919515.1|HILL
OG0000120	LOC108030087|XP_016958214.1|DBIA	LOC119661207|XP_037926359.1|HILL
OG0000122	LOC108032496|XP_016961805.1|DBIA, LOC108023300|XP_016948090.1|DBIA, LOC108036632|XP_016968395.1|DBIA, LOC108029050|XP_016956602.1|DBIA	LOC119656122|XP_037918377.1|HILL, LOC119655621|XP_037917519.1|HILL, LOC119656121|XP_037918376.1|HILL
OG0000123	LOC108022341|XP_016946693.1|DBIA, LOC108023693|XP_016948810.1|DBIA, LOC108027082|XP_016953785.1|DBIA, LOC108027106|XP_016953813.1|DBIA, LOC108027083|XP_016953787.1|DBIA	LOC119659797|XP_037923996.1|HILL, LOC119653826|XP_037914795.1|HILL, LOC119659562|XP_037923639.1|HILL, LOC119660063|XP_037924370.1|HILL, LOC119659754|XP_037923944.1|HILL, LOC119653746|XP_037914600.1|HILL
OG0000125	LOC108025392|XP_016951356.1|DBIA	LOC119651219|XP_037910602.1|HILL
OG0000125	LOC108024815|XP_016950433.1|DBIA	LOC119651406|XP_037910923.1|HILL
OG0000126	LOC108021876|XP_016946157.1|DBIA, LOC108021888|XP_016946169.1|DBIA, LOC108021886|XP_016946167.1|DBIA, LOC108025016|XP_016950761.1|DBIA, LOC108028993|XP_016956523.1|DBIA	LOC119651890|XP_037911640.1|HILL
OG0000127	LOC108027453|XP_016954394.1|DBIA, LOC108027073|XP_016953776.1|DBIA, LOC108027452|XP_016954393.1|DBIA, LOC108027034|XP_016953720.1|DBIA	LOC119660405|XP_037924867.1|HILL, LOC119660518|XP_037925065.1|HILL, LOC119660337|XP_037924750.1|HILL, LOC119660365|XP_037924801.1|HILL
OG0000128	LOC108026935|XP_016953637.1|DBIA, LOC108026551|XP_016952989.1|DBIA, LOC108026937|XP_016953639.1|DBIA, LOC108027048|XP_016953738.1|DBIA	LOC119661099|XP_037926212.1|HILL, LOC119661097|XP_037926211.1|HILL
OG0000129	LOC108023412|XP_016948359.1|DBIA, LOC108028100|XP_016955236.1|DBIA, LOC108034826|XP_016965429.1|DBIA, LOC108023411|XP_016948357.1|DBIA	LOC119653601|XP_037914281.1|HILL
OG0000131	LOC108024454|XP_016949864.1|DBIA	LOC119651854|XP_037911584.1|HILL
OG0000132	LOC108034247|XP_016964588.1|DBIA, LOC108034248|XP_016964589.1|DBIA, LOC108025160|XP_016950929.1|DBIA	LOC119646571|XP_037902988.1|HILL
OG0000134	LOC108031841|XP_016961080.1|DBIA	LOC119661723|XP_037927117.1|HILL
OG0000134	LOC108024440|XP_016949847.1|DBIA, LOC108027712|XP_016954750.1|DBIA, LOC108034196|XP_016964513.1|DBIA	LOC119653265|XP_037913814.1|HILL
OG0000137	LOC108027255|XP_016954103.1|DBIA	LOC119660958|XP_037925928.1|HILL, LOC119656956|XP_037919602.1|HILL
OG0000137	LOC108028330|XP_016955559.1|DBIA	LOC119649622|XP_037907783.1|HILL
OG0000140	LOC108025043|XP_016950788.1|DBIA	LOC119652283|XP_037912204.1|HILL
OG0000141	LOC108034526|XP_016964939.1|DBIA, LOC108034476|XP_016964850.1|DBIA, LOC108034511|XP_016964924.1|DBIA, LOC108035147|XP_016966079.1|DBIA, LOC108035148|XP_016966080.1|DBIA	LOC119648365|XP_037906018.1|HILL
OG0000142	LOC108026100|XP_016952288.1|DBIA	LOC119659676|XP_037923831.1|HILL
OG0000142	LOC108032915|XP_016962471.1|DBIA	LOC119653858|XP_037914844.1|HILL
OG0000142	LOC108033124|XP_016962829.1|DBIA	LOC119656899|XP_037919509.1|HILL
OG0000143	LOC108028495|XP_016955860.1|DBIA	LOC119648301|XP_037905888.1|HILL
OG0000143	LOC108028497|XP_016955861.1|DBIA	LOC119655509|XP_037917342.1|HILL, LOC119655667|XP_037917583.1|HILL, LOC119654562|XP_037915938.1|HILL, LOC119654560|XP_037915937.1|HILL, LOC119654841|XP_037916347.1|HILL, LOC119654648|XP_037916058.1|HILL, LOC119654775|XP_037916245.1|HILL, LOC119655170|XP_037916848.1|HILL
