Orthogroup	DBIA.longest_only	DPER.longest_only
OG0000044	LOC108026365|XP_016952771.1|DBIA, LOC108026364|XP_016952769.1|DBIA	LOC6591547|XP_002017056.1|DPER, LOC6591548|XP_026843232.1|DPER
OG0000044	LOC108026002|XP_016952181.1|DBIA, LOC108025998|XP_016952177.1|DBIA, LOC108026469|XP_016952901.1|DBIA	LOC6591549|XP_002017058.1|DPER, LOC6591550|XP_002017059.1|DPER
OG0000044	LOC108025049|XP_016950795.1|DBIA	LOC113564933|XP_026840246.1|DPER
OG0000045	LOC108028610|XP_016956020.1|DBIA	LOC6603693|XP_002028666.1|DPER
OG0000045	LOC108034658|XP_016965085.1|DBIA, LOC108034642|XP_016965069.1|DBIA	LOC6601537|XP_002026551.1|DPER
OG0000045	LOC108028181|XP_016955331.1|DBIA	LOC6595948|XP_002021076.1|DPER
OG0000045	LOC108028143|XP_016955289.1|DBIA	LOC113565382|XP_026842979.1|DPER, LOC6595949|XP_026845634.1|DPER
OG0000046	LOC108027349|XP_016954257.1|DBIA	LOC6598792|XP_002023903.1|DPER
OG0000046	LOC108024100|XP_016949365.1|DBIA, LOC108024103|XP_016949370.1|DBIA	LOC6602909|XP_002027932.2|DPER, LOC6602912|XP_026849662.1|DPER
OG0000046	LOC108024088|XP_016949352.1|DBIA	LOC6591074|XP_002015712.2|DPER
OG0000046	LOC108024336|XP_016949726.1|DBIA, LOC108024337|XP_016949728.1|DBIA, LOC108024872|XP_016950506.1|DBIA, LOC108024879|XP_016950512.1|DBIA, LOC108029852|XP_016957830.1|DBIA	LOC6595022|XP_026847277.1|DPER, LOC6595021|XP_026847265.1|DPER, LOC6595020|XP_026847261.1|DPER
OG0000047	LOC108036255|XP_016967753.1|DBIA	LOC6589933|XP_002015961.2|DPER
OG0000047	LOC108029392|XP_016957110.1|DBIA	LOC6592655|XP_026842447.1|DPER
OG0000047	LOC108029377|XP_016957093.1|DBIA	LOC6592377|XP_002017999.1|DPER
OG0000048	LOC108034662|XP_016965090.1|DBIA, LOC108034416|XP_016964788.1|DBIA	LOC6599875|XP_002024929.1|DPER, LOC6599876|XP_002024930.2|DPER
OG0000048	LOC108035016|XP_016965849.1|DBIA	LOC6599882|XP_002024936.1|DPER
OG0000048	LOC108035019|XP_016965851.1|DBIA	LOC6599879|XP_002024933.1|DPER
OG0000049	LOC108024404|XP_016949805.1|DBIA	LOC6598767|XP_002023801.1|DPER, LOC113564913|XP_026840082.1|DPER
OG0000049	LOC108024363|XP_016949755.1|DBIA	LOC6598735|XP_002023804.1|DPER
OG0000049	LOC108024839|XP_016950464.1|DBIA	LOC6598764|XP_002023798.1|DPER
OG0000049	LOC108024840|XP_016950465.1|DBIA	LOC6598765|XP_002023799.1|DPER
OG0000049	LOC108024876|XP_016950510.1|DBIA	LOC6598736|XP_026840083.1|DPER
OG0000050	LOC108029844|XP_016957821.1|DBIA	LOC6600939|XP_002026041.2|DPER
OG0000050	LOC108030726|XP_016959257.1|DBIA	LOC6603416|XP_002028421.2|DPER
OG0000050	LOC108030785|XP_016959326.1|DBIA	LOC6603438|XP_026848195.1|DPER
OG0000050	LOC108030724|XP_016959254.1|DBIA	LOC6603412|XP_002028417.1|DPER, LOC6603413|XP_026848216.1|DPER
OG0000050	LOC108030784|XP_016959325.1|DBIA	LOC113566500|XP_026848194.1|DPER, LOC6603415|XP_026848193.1|DPER
OG0000050	LOC108030723|XP_016959253.1|DBIA	LOC6603437|XP_002028415.2|DPER
OG0000050	LOC108030725|XP_016959255.1|DBIA	LOC6603414|XP_002028419.2|DPER
OG0000051	LOC108031259|XP_016959986.1|DBIA	LOC6588071|XP_002014115.1|DPER
OG0000051	LOC108031167|XP_016959876.1|DBIA	LOC6598821|XP_026848488.1|DPER, LOC6598820|XP_002023932.1|DPER
OG0000051	LOC108031055|XP_016959745.1|DBIA, LOC108031066|XP_016959760.1|DBIA	LOC6591581|XP_026848899.1|DPER, LOC113566604|XP_026848831.1|DPER
OG0000052	LOC108031139|XP_016959843.1|DBIA, LOC108024786|XP_016950390.1|DBIA	LOC6588118|XP_002013763.1|DPER
OG0000052	LOC108031304|XP_016960037.1|DBIA, LOC108031177|XP_016959886.1|DBIA, LOC108031170|XP_016959879.1|DBIA	LOC6588232|XP_026849799.1|DPER
OG0000052	LOC108029994|XP_016957997.1|DBIA	LOC6590971|XP_002015907.1|DPER
OG0000052	LOC108029937|XP_016957921.1|DBIA	LOC6591184|XP_002015908.1|DPER
OG0000053	LOC108029369|XP_016957086.1|DBIA	LOC6589988|XP_002015740.1|DPER
OG0000053	LOC108029362|XP_016957079.1|DBIA	LOC6589987|XP_002015739.1|DPER
OG0000053	LOC108029361|XP_016957078.1|DBIA	LOC6589986|XP_002015738.1|DPER
OG0000053	LOC108029360|XP_016957077.1|DBIA	LOC6589985|XP_002015737.2|DPER
OG0000053	LOC108029370|XP_016957087.1|DBIA	LOC6590437|XP_002015733.2|DPER
OG0000054	LOC108026311|XP_016952687.1|DBIA	LOC6594489|XP_002019960.1|DPER, LOC6594490|XP_002019961.1|DPER
OG0000054	LOC108026084|XP_016952272.1|DBIA, LOC108026092|XP_016952281.1|DBIA	LOC6594491|XP_026850312.1|DPER
OG0000054	LOC108026028|XP_016952208.1|DBIA	LOC6594493|XP_002019964.1|DPER
OG0000054	LOC108026363|XP_016952768.1|DBIA	LOC6590894|XP_002016261.1|DPER, LOC6594492|XP_002019963.1|DPER
OG0000055	LOC108025041|XP_016950786.1|DBIA	LOC113567362|XP_026850717.1|DPER
OG0000055	LOC108025121|XP_016950876.1|DBIA	LOC113566737|XP_026849496.1|DPER, LOC113566729|XP_026849439.1|DPER, LOC113567357|XP_026850699.1|DPER
OG0000056	LOC108031456|XP_016960380.1|DBIA	LOC6595083|XP_002020145.1|DPER
OG0000056	LOC108031453|XP_016960377.1|DBIA	LOC6595082|XP_002020144.1|DPER
OG0000056	LOC108031455|XP_016960379.1|DBIA, LOC108031454|XP_016960378.1|DBIA, LOC108031452|XP_016960376.1|DBIA	LOC6595081|XP_002020143.1|DPER
OG0000056	LOC108031088|XP_016959782.1|DBIA	LOC6588033|XP_002012860.1|DPER
OG0000056	LOC108031982|XP_016961266.1|DBIA	LOC6588046|XP_002012859.1|DPER
OG0000058	LOC108032411|XP_016961720.1|DBIA, LOC108032495|XP_016961804.1|DBIA	LOC6593936|XP_002019265.2|DPER, LOC6590269|XP_002015472.1|DPER
OG0000058	LOC108033435|XP_016963248.1|DBIA	LOC6593807|XP_002019274.1|DPER
OG0000058	LOC108029081|XP_016956700.1|DBIA	LOC6600389|XP_002025477.1|DPER
OG0000059	LOC108025520|XP_016951530.1|DBIA	LOC6588560|XP_026851114.1|DPER
OG0000059	LOC108025316|XP_016951215.1|DBIA	LOC6588594|XP_026851089.1|DPER
OG0000059	LOC108025317|XP_016951216.1|DBIA	LOC6588660|XP_026843599.1|DPER
OG0000059	LOC108025519|XP_016951529.1|DBIA	LOC6588641|XP_002013982.1|DPER
OG0000059	LOC108025314|XP_016951213.1|DBIA	LOC6587355|XP_002013989.1|DPER
OG0000060	LOC108031902|XP_016961196.1|DBIA	LOC6603233|XP_026845368.1|DPER
OG0000060	LOC108033390|XP_016963198.1|DBIA	LOC6595658|XP_002020780.1|DPER
OG0000060	LOC108023813|XP_016948948.1|DBIA	LOC6591405|XP_002017180.1|DPER
OG0000060	LOC108025323|XP_016951236.1|DBIA	LOC6595218|XP_026848071.1|DPER
OG0000060	LOC108024403|XP_016949804.1|DBIA	LOC6596974|XP_002022138.1|DPER
OG0000061	LOC108032412|XP_016961721.1|DBIA	LOC6596401|XP_002021586.2|DPER
OG0000061	LOC108032443|XP_016961757.1|DBIA	LOC6596505|XP_002021579.1|DPER
OG0000061	LOC108032400|XP_016961710.1|DBIA	LOC6596398|XP_002021583.1|DPER
OG0000061	LOC108032401|XP_016961711.1|DBIA	LOC6596397|XP_002021582.1|DPER
OG0000062	LOC108024224|XP_016949584.1|DBIA	LOC6597499|XP_002022647.1|DPER
OG0000062	LOC108033678|XP_016963623.1|DBIA	LOC6597957|XP_002023160.1|DPER
OG0000063	LOC108024640|XP_016950181.1|DBIA, LOC108024653|XP_016950205.1|DBIA	LOC6591531|XP_002017317.1|DPER
OG0000063	LOC108024632|XP_016950168.1|DBIA	LOC6591530|XP_002017316.1|DPER
OG0000063	LOC108034681|XP_016965111.1|DBIA	LOC6600252|XP_002025417.1|DPER
OG0000063	LOC108035615|XP_016966791.1|DBIA	LOC6600250|XP_002025415.1|DPER
OG0000063	LOC108035614|XP_016966789.1|DBIA, LOC108034510|XP_016964923.1|DBIA	LOC6600251|XP_026849074.1|DPER
OG0000065	LOC108027234|XP_016954057.1|DBIA	LOC6598720|XP_002023867.2|DPER
OG0000065	LOC108027236|XP_016954058.1|DBIA	LOC6598721|XP_002023868.1|DPER, LOC6592724|XP_026840805.1|DPER
OG0000065	LOC108023319|XP_016948114.1|DBIA	LOC6598627|XP_002023839.1|DPER
OG0000065	LOC108023329|XP_016948142.1|DBIA	LOC6598629|XP_002023841.1|DPER
OG0000065	LOC108023328|XP_016948127.1|DBIA	LOC6598628|XP_002023840.1|DPER
OG0000066	LOC108024355|XP_016949747.1|DBIA	LOC6599270|XP_002024265.1|DPER
OG0000066	LOC108027312|XP_016954195.1|DBIA	LOC6591665|XP_002016994.1|DPER
OG0000066	LOC108024442|XP_016949849.1|DBIA	LOC6588399|XP_002012948.2|DPER
OG0000066	LOC108033498|XP_016963327.1|DBIA	LOC6593739|XP_002018997.1|DPER
OG0000066	LOC108026077|XP_016952264.1|DBIA	LOC6594244|XP_002019977.1|DPER
OG0000066	LOC108025758|XP_016951842.1|DBIA	LOC6599208|XP_002024332.1|DPER
OG0000066	LOC108022830|XP_016947464.1|DBIA	LOC6597988|XP_002023084.2|DPER
OG0000067	LOC108027215|XP_016954031.1|DBIA	LOC6587985|XP_002013720.1|DPER
OG0000067	LOC108028025|XP_016955150.1|DBIA	LOC6600313|XP_026849051.1|DPER
OG0000067	LOC108036631|XP_016968394.1|DBIA	LOC6592947|XP_002017691.1|DPER
OG0000067	LOC108028052|XP_016955180.1|DBIA	LOC6600311|XP_002025365.2|DPER
OG0000067	LOC108028075|XP_016955204.1|DBIA	LOC6599619|XP_026849500.1|DPER
OG0000068	LOC108027959|XP_016955073.1|DBIA	LOC6600249|XP_026849073.1|DPER
OG0000068	LOC108031521|XP_016960528.1|DBIA, LOC108034448|XP_016964821.1|DBIA, LOC108029590|XP_016957445.1|DBIA	LOC6595219|XP_026850489.1|DPER, LOC113564897|XP_026839974.1|DPER, LOC6595222|XP_026849095.1|DPER, LOC6593500|XP_002019163.2|DPER
OG0000068	LOC108027565|XP_016954535.1|DBIA	LOC6597733|XP_026846914.1|DPER
OG0000069	LOC108022204|XP_016946546.1|DBIA	LOC6593153|XP_002018327.2|DPER
OG0000070	LOC108032380|XP_016961690.1|DBIA, LOC108034332|XP_016964700.1|DBIA	LOC6593928|XP_002019257.1|DPER
OG0000070	LOC108028712|XP_016956151.1|DBIA	LOC6600003|XP_026849240.1|DPER
OG0000070	LOC108033786|XP_016963881.1|DBIA	LOC6593930|XP_002019259.1|DPER
OG0000070	LOC108023296|XP_016948086.1|DBIA	LOC6593929|XP_002019258.1|DPER
OG0000071	LOC108034500|XP_016964894.1|DBIA	LOC6602203|XP_002027211.2|DPER
OG0000071	LOC108034394|XP_016964765.1|DBIA	LOC6602202|XP_002027210.1|DPER
OG0000072	LOC108036662|XP_016968433.1|DBIA	LOC6589942|XP_002015970.1|DPER
OG0000072	LOC108036290|XP_016967791.1|DBIA	LOC6589935|XP_002015963.1|DPER
OG0000072	LOC108036249|XP_016967747.1|DBIA	LOC6589940|XP_026842218.1|DPER
OG0000073	LOC108022685|XP_016947244.1|DBIA	LOC6590059|XP_002016391.2|DPER
OG0000073	LOC108023361|XP_016948233.1|DBIA	LOC6596773|XP_026845891.1|DPER
OG0000073	LOC108027157|XP_016953875.1|DBIA	LOC6598784|XP_026845038.1|DPER
OG0000074	LOC108028307|XP_016955519.1|DBIA	LOC6601461|XP_002026428.1|DPER
OG0000074	LOC108028433|XP_016955751.1|DBIA	LOC6595912|XP_002021058.1|DPER
OG0000075	LOC108030338|XP_016958695.1|DBIA	LOC6599641|XP_026849541.1|DPER
OG0000075	LOC108031173|XP_016959885.1|DBIA	LOC6599637|XP_002024747.1|DPER, LOC6599639|XP_002024749.1|DPER
OG0000075	LOC108031227|XP_016959955.1|DBIA	LOC6599638|XP_002024748.1|DPER, LOC6599640|XP_002024750.1|DPER
OG0000075	LOC108030349|XP_016958707.1|DBIA	LOC6599642|XP_002024752.1|DPER
OG0000076	LOC108035061|XP_016965936.1|DBIA	LOC6599674|XP_026847351.1|DPER
OG0000076	LOC108031057|XP_016959747.1|DBIA, LOC108031198|XP_016959909.1|DBIA	LOC6592161|XP_002017347.1|DPER, LOC6592159|XP_026850722.1|DPER
OG0000076	LOC108027529|XP_016954462.1|DBIA	LOC6597369|XP_002022410.2|DPER
OG0000076	LOC108027531|XP_016954464.1|DBIA	LOC6597368|XP_002022409.1|DPER
OG0000077	LOC108026696|XP_016953273.1|DBIA	LOC6592709|XP_002018511.1|DPER
OG0000077	LOC108032098|XP_016961415.1|DBIA	LOC6594922|XP_002020130.2|DPER
OG0000077	LOC108026817|XP_016953471.1|DBIA	LOC6601317|XP_026842235.1|DPER
OG0000077	LOC108024645|XP_016950184.1|DBIA	LOC6588313|XP_026850466.1|DPER
OG0000078	LOC108026559|XP_016952999.1|DBIA	LOC6590621|XP_002016708.1|DPER
OG0000078	LOC108030890|XP_016959551.1|DBIA	LOC6595620|XP_026844510.1|DPER, LOC6592106|XP_002017289.1|DPER, LOC6596196|XP_002021125.1|DPER
OG0000078	LOC108027078|XP_016953782.1|DBIA	LOC6594273|XP_026849445.1|DPER
OG0000078	LOC108027590|XP_016954597.1|DBIA	LOC6599452|XP_002024516.1|DPER
OG0000078	LOC108023624|XP_016948723.1|DBIA	LOC6598424|XP_002023602.1|DPER
OG0000079	LOC108029252|XP_016956936.1|DBIA, LOC108029253|XP_016956937.1|DBIA	LOC6589088|XP_002014970.1|DPER
OG0000079	LOC108028935|XP_016956443.1|DBIA, LOC108029251|XP_016956935.1|DBIA	LOC6589089|XP_002014971.1|DPER
OG0000079	LOC108029014|XP_016956549.1|DBIA	LOC6589086|XP_002014968.1|DPER
OG0000080	LOC108023084|XP_016947826.1|DBIA, LOC108022970|XP_016947684.1|DBIA	LOC6602128|XP_002027100.1|DPER, LOC6602151|XP_026842704.1|DPER, LOC6602152|XP_026842703.1|DPER
OG0000080	LOC108036474|XP_016968140.1|DBIA	LOC6601604|XP_026841767.1|DPER
OG0000082	LOC108026719|XP_016953316.1|DBIA	LOC6590930|XP_002016009.1|DPER
OG0000082	LOC108032144|XP_016961473.1|DBIA	LOC6587757|XP_002012761.1|DPER
OG0000082	LOC108030979|XP_016959668.1|DBIA, LOC108030981|XP_016959669.1|DBIA, LOC108030982|XP_016959670.1|DBIA	LOC6588213|XP_002013604.1|DPER
OG0000083	LOC108034224|XP_016964555.1|DBIA	LOC113565890|XP_026845054.1|DPER, LOC6589605|XP_002014312.2|DPER
OG0000083	LOC108036802|XP_016968638.1|DBIA	LOC6593873|XP_002019170.1|DPER, LOC6593874|XP_026842967.1|DPER
OG0000083	LOC108036697|XP_016968476.1|DBIA	LOC113565380|XP_026842968.1|DPER
OG0000083	LOC108036696|XP_016968475.1|DBIA	LOC6593875|XP_002019172.1|DPER
OG0000083	LOC108034049|XP_016964289.1|DBIA	LOC6589606|XP_002014313.2|DPER, LOC113565891|XP_026845056.1|DPER
OG0000084	LOC108029487|XP_016957244.1|DBIA	LOC6591191|XP_002015915.1|DPER
OG0000084	LOC108030446|XP_016958828.1|DBIA	LOC6600795|XP_002025966.1|DPER
OG0000085	LOC108029899|XP_016957878.1|DBIA	LOC6602084|XP_026841580.1|DPER
OG0000085	LOC108030346|XP_016958700.1|DBIA	LOC6590808|XP_002016354.1|DPER
OG0000085	LOC108030036|XP_016958096.1|DBIA	LOC6602085|XP_002027163.1|DPER
OG0000086	LOC108026716|XP_016953312.1|DBIA	LOC6589907|XP_002016516.1|DPER
OG0000087	LOC108033838|XP_016963957.1|DBIA	LOC6589273|XP_026844109.1|DPER
OG0000087	LOC108032464|XP_016961778.1|DBIA	LOC6593903|XP_002018780.1|DPER
OG0000087	LOC108033704|XP_016963704.1|DBIA	LOC6589141|XP_002014431.1|DPER
OG0000088	LOC108030164|XP_016958382.1|DBIA	LOC6601258|XP_002026327.1|DPER
OG0000088	LOC108029008|XP_016956541.1|DBIA	LOC6593404|XP_002018858.2|DPER
OG0000088	LOC108028140|XP_016955285.1|DBIA	LOC6591475|XP_002017466.2|DPER
OG0000088	LOC108036273|XP_016967772.1|DBIA	LOC6590413|XP_002016426.1|DPER, LOC6590414|XP_002016427.1|DPER
OG0000088	LOC108028134|XP_016955279.1|DBIA	LOC6591474|XP_002017465.1|DPER
OG0000089	LOC108027303|XP_016954184.1|DBIA	LOC113565706|XP_026844403.1|DPER
OG0000089	LOC108034931|XP_016965678.1|DBIA	LOC6601937|XP_002026979.1|DPER
OG0000090	LOC108036323|XP_016967826.1|DBIA	LOC6592691|XP_002017728.1|DPER
OG0000090	LOC108036321|XP_016967823.1|DBIA	LOC6593093|XP_026842252.1|DPER
OG0000090	LOC108035651|XP_016966846.1|DBIA	LOC113566321|XP_026847263.1|DPER
OG0000090	LOC108029154|XP_016956781.1|DBIA	LOC6601034|XP_002026122.2|DPER
OG0000091	LOC108026296|XP_016952657.1|DBIA	LOC6587436|XP_026850695.1|DPER
OG0000091	LOC108034140|XP_016964423.1|DBIA	LOC6589208|XP_002014698.1|DPER
OG0000091	LOC108024396|XP_016949800.1|DBIA	LOC6588440|XP_002013817.1|DPER
OG0000091	LOC108025529|XP_016951546.1|DBIA	LOC6588470|XP_002013826.1|DPER
OG0000092	LOC108026462|XP_016952892.1|DBIA	LOC6591879|XP_002017077.1|DPER
OG0000092	LOC108026448|XP_016952876.1|DBIA	LOC6591877|XP_002017075.1|DPER
OG0000092	LOC108026029|XP_016952209.1|DBIA	LOC6591761|XP_002017422.1|DPER
OG0000092	LOC108026468|XP_016952900.1|DBIA	LOC6591878|XP_002017076.1|DPER
OG0000093	LOC108036087|XP_016967526.1|DBIA	LOC6588885|XP_026844631.1|DPER
OG0000093	LOC108024087|XP_016949351.1|DBIA, LOC108022062|XP_016946396.1|DBIA	LOC6592489|XP_002018395.2|DPER
OG0000093	LOC108023730|XP_016948856.1|DBIA	LOC6597406|XP_002022414.1|DPER
OG0000094	LOC108034459|XP_016964832.1|DBIA	LOC6600289|XP_026849039.1|DPER
OG0000094	LOC108027023|XP_016953706.1|DBIA	LOC6587848|XP_002013277.1|DPER
OG0000096	LOC108034354|XP_016964729.1|DBIA	LOC6588640|XP_002013209.1|DPER
OG0000096	LOC108032607|XP_016962024.1|DBIA	LOC6588001|XP_002013207.1|DPER
OG0000096	LOC108024684|XP_016950250.1|DBIA	LOC6587692|XP_002012897.1|DPER
OG0000096	LOC108032371|XP_016961681.1|DBIA	LOC6593471|XP_026843094.1|DPER
OG0000097	LOC108028030|XP_016955157.1|DBIA	LOC6591566|XP_026847508.1|DPER, LOC6599020|XP_026848962.1|DPER
OG0000097	LOC108028124|XP_016955263.1|DBIA, LOC108027975|XP_016955089.1|DBIA, LOC108028121|XP_016955258.1|DBIA	LOC6598928|XP_026848961.1|DPER
OG0000098	LOC108027233|XP_016954056.1|DBIA	LOC6598722|XP_002023869.1|DPER
OG0000099	LOC108023646|XP_016948752.1|DBIA	LOC6600180|XP_002025279.1|DPER
OG0000099	LOC108023446|XP_016948427.1|DBIA	LOC6600179|XP_002025278.2|DPER
OG0000099	LOC108023711|XP_016948830.1|DBIA	LOC6598378|XP_026846207.1|DPER
OG0000100	LOC108036385|XP_016967979.1|DBIA	LOC113565196|XP_026842416.1|DPER
OG0000100	LOC108031432|XP_016960333.1|DBIA	LOC6588260|XP_002013399.2|DPER, LOC6587372|XP_026851254.1|DPER
OG0000101	LOC108035923|XP_016967190.1|DBIA	LOC6602370|XP_026848567.1|DPER
OG0000101	LOC108035925|XP_016967202.1|DBIA	LOC6602371|XP_026848545.1|DPER
OG0000102	LOC108022873|XP_016947552.1|DBIA	LOC6589981|XP_002016329.1|DPER
OG0000102	LOC108036452|XP_016968100.1|DBIA	LOC6593018|XP_002018259.1|DPER
OG0000103	LOC108028249|XP_016955425.1|DBIA	LOC6600283|XP_002025396.1|DPER
OG0000103	LOC108028438|XP_016955757.1|DBIA	LOC6596091|XP_026845530.1|DPER
OG0000103	LOC108028436|XP_016955755.1|DBIA	LOC113566017|XP_026845529.1|DPER
OG0000103	LOC108022796|XP_016947418.1|DBIA	LOC6601265|XP_002026394.1|DPER
OG0000104	LOC108035283|XP_016966339.1|DBIA	LOC6599818|XP_026847290.1|DPER
OG0000104	LOC108032687|XP_016962152.1|DBIA	LOC6593376|XP_002019042.1|DPER
OG0000104	LOC108034535|XP_016964949.1|DBIA, LOC108034533|XP_016964948.1|DBIA	LOC6599813|XP_002024913.1|DPER
OG0000105	LOC108023041|XP_016947774.1|DBIA, LOC108031043|XP_016959733.1|DBIA, LOC108033270|XP_016963024.1|DBIA, LOC108029331|XP_016957015.1|DBIA	LOC113567433|XP_026851048.1|DPER
OG0000105	LOC108031026|XP_016959715.1|DBIA	LOC6591576|XP_002017405.2|DPER
OG0000105	LOC108031245|XP_016959970.1|DBIA, LOC108031263|XP_016959991.1|DBIA	LOC6591573|XP_026849170.1|DPER
OG0000106	LOC108025976|XP_016952157.1|DBIA, LOC108025977|XP_016952158.1|DBIA, LOC108028928|XP_016956436.1|DBIA, LOC108029887|XP_016957867.1|DBIA, LOC108029888|XP_016957868.1|DBIA, LOC108030383|XP_016958745.1|DBIA	LOC6601558|XP_002026678.2|DPER
OG0000107	LOC108022138|XP_016946469.1|DBIA	LOC6590254|XP_002015884.1|DPER
OG0000107	LOC108033551|XP_016963385.1|DBIA, LOC108033276|XP_016963031.1|DBIA, LOC108032344|XP_016961643.1|DBIA, LOC108033603|XP_016963445.1|DBIA, LOC108033277|XP_016963032.1|DBIA, LOC108033599|XP_016963440.1|DBIA	LOC6603539|XP_002028510.1|DPER
OG0000107	LOC108022432|XP_016946806.1|DBIA, LOC108022139|XP_016946470.1|DBIA, LOC108022140|XP_016946471.1|DBIA	LOC6590253|XP_002015883.1|DPER
OG0000109	LOC108033292|XP_016963047.1|DBIA, LOC108034197|XP_016964514.1|DBIA	LOC6589777|XP_002014720.1|DPER, LOC6589778|XP_026844019.1|DPER
OG0000109	LOC108034262|XP_016964608.1|DBIA	LOC6596622|XP_002021630.1|DPER
OG0000110	LOC108028113|XP_016955251.1|DBIA	LOC6597183|XP_002022328.2|DPER
OG0000110	LOC108028807|XP_016956281.1|DBIA	LOC6597184|XP_002022329.2|DPER
OG0000110	LOC108028040|XP_016955167.1|DBIA	LOC6597186|XP_002022331.1|DPER
OG0000110	LOC108028752|XP_016956212.1|DBIA	LOC6597187|XP_002022332.2|DPER
OG0000111	LOC108026543|XP_016952982.1|DBIA	LOC6590619|XP_002016706.1|DPER
OG0000111	LOC108026931|XP_016953634.1|DBIA	LOC6590616|XP_002016703.1|DPER
OG0000112	LOC108027552|XP_016954506.1|DBIA, LOC108023986|XP_016949205.1|DBIA	LOC6600036|XP_002025083.2|DPER
OG0000112	LOC108027490|XP_016954423.1|DBIA, LOC108027493|XP_016954426.1|DBIA	LOC113566310|XP_026847204.1|DPER
OG0000113	LOC108027444|XP_016954385.1|DBIA	LOC6588309|XP_002013782.2|DPER
OG0000114	LOC108033614|XP_016963466.1|DBIA	LOC6595493|XP_002020598.1|DPER
OG0000114	LOC108033611|XP_016963463.1|DBIA	LOC6604575|XP_002029459.1|DPER
OG0000114	LOC108033613|XP_016963465.1|DBIA	LOC6595495|XP_002020600.1|DPER
OG0000116	LOC108026375|XP_016952785.1|DBIA	LOC6591523|XP_026847060.1|DPER
OG0000116	LOC108026461|XP_016952890.1|DBIA	LOC6591517|XP_002017065.1|DPER
OG0000116	LOC108026374|XP_016952784.1|DBIA	LOC6591522|XP_002017070.1|DPER
OG0000116	LOC108026023|XP_016952204.1|DBIA	LOC6591520|XP_002017068.1|DPER
OG0000116	LOC108026373|XP_016952783.1|DBIA	LOC6591521|XP_002017069.1|DPER
OG0000117	LOC108032547|XP_016961914.1|DBIA	LOC6597997|XP_002023222.1|DPER
OG0000117	LOC108032549|XP_016961915.1|DBIA	LOC6598029|XP_002023221.1|DPER
OG0000117	LOC108032550|XP_016961916.1|DBIA	LOC6598028|XP_002023220.1|DPER
OG0000117	LOC108032552|XP_016961919.1|DBIA	LOC6598027|XP_002023219.1|DPER
OG0000118	LOC108029064|XP_016956623.1|DBIA, LOC108028954|XP_016956481.1|DBIA	LOC6589861|XP_002015166.1|DPER
OG0000118	LOC108029375|XP_016957092.1|DBIA, LOC108032392|XP_016961702.1|DBIA, LOC108034188|XP_016964499.1|DBIA	LOC6599402|XP_026847098.1|DPER
OG0000119	LOC108031872|XP_016961119.1|DBIA, LOC108026922|XP_016953622.1|DBIA	LOC6598639|XP_002023820.1|DPER
OG0000119	LOC108031272|XP_016960002.1|DBIA	LOC6598637|XP_002023818.1|DPER
OG0000119	LOC108031192|XP_016959902.1|DBIA	LOC6598638|XP_002023819.1|DPER
OG0000120	LOC108023244|XP_016948011.1|DBIA	LOC6600097|XP_002025205.2|DPER
OG0000120	LOC108030087|XP_016958214.1|DBIA	LOC6590173|XP_002016107.1|DPER
OG0000120	LOC108028084|XP_016955219.1|DBIA	LOC6599516|XP_002024644.1|DPER
OG0000121	LOC108023267|XP_016948040.1|DBIA, LOC108023312|XP_016948104.1|DBIA	LOC6599963|XP_002025040.1|DPER
OG0000121	LOC108024429|XP_016949836.1|DBIA	LOC6587257|XP_002013500.1|DPER
OG0000121	LOC108024540|XP_016949998.1|DBIA	LOC6587434|XP_002013499.1|DPER
OG0000122	LOC108032496|XP_016961805.1|DBIA	LOC6595720|XP_002020578.1|DPER
OG0000122	LOC108023300|XP_016948090.1|DBIA	LOC6599189|XP_002024346.1|DPER
OG0000122	LOC108036632|XP_016968395.1|DBIA	LOC6592948|XP_002017692.1|DPER
OG0000122	LOC108029050|XP_016956602.1|DBIA	LOC6589395|XP_002014644.1|DPER
OG0000123	LOC108022341|XP_016946693.1|DBIA	LOC6600859|XP_002025996.1|DPER
OG0000123	LOC108027082|XP_016953785.1|DBIA, LOC108027106|XP_016953813.1|DBIA	LOC6591749|XP_002016987.1|DPER
OG0000123	LOC108027083|XP_016953787.1|DBIA	LOC6591748|XP_002016986.1|DPER
OG0000124	LOC108036376|XP_016967964.1|DBIA, LOC108029804|XP_016957808.1|DBIA	LOC6592458|XP_002017793.1|DPER
OG0000124	LOC108029444|XP_016957182.1|DBIA	LOC6592447|XP_002017792.2|DPER
OG0000124	LOC108029778|XP_016957777.1|DBIA	LOC6592445|XP_026841433.1|DPER
OG0000125	LOC108025392|XP_016951356.1|DBIA	LOC6587197|XP_026840187.1|DPER
OG0000125	LOC108024815|XP_016950433.1|DBIA	LOC6587322|XP_026840529.1|DPER
OG0000125	LOC108036489|XP_016968169.1|DBIA	LOC6589945|XP_002015973.1|DPER
OG0000125	LOC108036490|XP_016968171.1|DBIA	LOC6589946|XP_002015974.1|DPER
OG0000126	LOC108021876|XP_016946157.1|DBIA, LOC108021888|XP_016946169.1|DBIA, LOC108021886|XP_016946167.1|DBIA, LOC108025016|XP_016950761.1|DBIA	LOC6595651|XP_002020775.1|DPER
OG0000126	LOC108028993|XP_016956523.1|DBIA	LOC6593662|XP_026843526.1|DPER
