Orthogroup	DBIA.longest_only	AALB.longest_only
OG0000127	LOC108027453|XP_016954394.1|DBIA, LOC108027073|XP_016953776.1|DBIA, LOC108027452|XP_016954393.1|DBIA, LOC108027034|XP_016953720.1|DBIA	LOC118456552|XP_035773315.1|AALB, LOC118456551|XP_035773312.1|AALB
OG0000128	LOC108026935|XP_016953637.1|DBIA, LOC108026551|XP_016952989.1|DBIA, LOC108026937|XP_016953639.1|DBIA, LOC108027048|XP_016953738.1|DBIA	LOC118463140|XP_035785395.1|AALB
OG0000129	LOC108023412|XP_016948359.1|DBIA, LOC108028100|XP_016955236.1|DBIA, LOC108034826|XP_016965429.1|DBIA, LOC108023411|XP_016948357.1|DBIA	LOC118456548|XP_035773308.1|AALB
OG0000130	LOC108028367|XP_016955645.1|DBIA, LOC108028588|XP_016955990.1|DBIA, LOC108028366|XP_016955644.1|DBIA, LOC108028365|XP_016955643.1|DBIA	LOC118464719|XP_035788184.1|AALB
OG0000132	LOC108034247|XP_016964588.1|DBIA, LOC108034248|XP_016964589.1|DBIA, LOC108025160|XP_016950929.1|DBIA	LOC118458943|XP_035777814.1|AALB, LOC118468465|XP_035795152.1|AALB
OG0000134	LOC108031841|XP_016961080.1|DBIA	LOC118464308|XP_035787537.1|AALB
OG0000134	LOC108024440|XP_016949847.1|DBIA, LOC108027712|XP_016954750.1|DBIA, LOC108034196|XP_016964513.1|DBIA	LOC118458491|XP_035776937.1|AALB
OG0000137	LOC108027255|XP_016954103.1|DBIA	LOC118459373|XP_035778562.1|AALB
OG0000137	LOC108028330|XP_016955559.1|DBIA	LOC118466961|XP_035792755.1|AALB, LOC118467197|XP_035793304.1|AALB
OG0000137	LOC108021953|XP_016946274.1|DBIA, LOC108023165|XP_016947895.1|DBIA	LOC118466212|XP_035791127.1|AALB
OG0000140	LOC108025043|XP_016950788.1|DBIA	LOC118458081|XP_035776133.1|AALB, LOC118458082|XP_035776136.1|AALB, LOC118466021|XP_035790730.1|AALB, LOC118465203|XP_035789081.1|AALB, LOC118465619|XP_035789896.1|AALB, LOC118463502|XP_035785994.1|AALB, LOC118464216|XP_035787280.1|AALB, LOC118463503|XP_035785996.1|AALB
OG0000141	LOC108034526|XP_016964939.1|DBIA, LOC108034476|XP_016964850.1|DBIA, LOC108034511|XP_016964924.1|DBIA, LOC108035147|XP_016966079.1|DBIA, LOC108035148|XP_016966080.1|DBIA	LOC118467705|XP_035794382.1|AALB
OG0000142	LOC108026100|XP_016952288.1|DBIA	LOC118468696|XP_035795705.1|AALB
OG0000142	LOC108032915|XP_016962471.1|DBIA, LOC108022038|XP_016946373.1|DBIA	LOC118462517|XP_035784278.1|AALB
OG0000142	LOC108033124|XP_016962829.1|DBIA	LOC118457471|XP_035774992.1|AALB
OG0000143	LOC108028495|XP_016955860.1|DBIA	LOC118467175|XP_035793250.1|AALB
OG0000143	LOC108028497|XP_016955861.1|DBIA	LOC118459735|XP_035779305.1|AALB, LOC118459734|XP_035779304.1|AALB, LOC118459680|XP_035779199.1|AALB, LOC118459679|XP_035779198.1|AALB
OG0000144	LOC108031834|XP_016961066.1|DBIA	LOC118461471|XP_035782710.1|AALB
OG0000144	LOC108025875|XP_016952038.1|DBIA	LOC118456472|XP_035773156.1|AALB
OG0000145	LOC108027597|XP_016954605.1|DBIA, LOC108034972|XP_016965780.1|DBIA, LOC108034447|XP_016964824.1|DBIA, LOC108034436|XP_016964813.1|DBIA	LOC118468579|XP_035795404.1|AALB, LOC118468580|XP_035795405.1|AALB
OG0000147	LOC108034317|XP_016964676.1|DBIA	LOC118459781|XP_035779391.1|AALB
OG0000147	LOC108027404|XP_016954331.1|DBIA, LOC108027405|XP_016954333.1|DBIA	LOC118458812|XP_035777575.1|AALB, LOC118461758|XP_035783386.1|AALB
OG0000148	LOC108028951|XP_016956479.1|DBIA	LOC118467812|XP_035794580.1|AALB
OG0000148	LOC108032365|XP_016961667.1|DBIA	LOC118456165|XP_035772584.1|AALB, LOC118456386|XP_035772969.1|AALB
OG0000149	LOC108032390|XP_016961701.1|DBIA, LOC108025773|XP_016951860.1|DBIA	LOC118458020|XP_035776018.1|AALB
OG0000152	LOC108026369|XP_016952778.1|DBIA, LOC108024629|XP_016950158.1|DBIA, LOC108026368|XP_016952777.1|DBIA, LOC108026064|XP_016952248.1|DBIA	LOC118457944|XP_035775851.1|AALB
OG0000153	LOC108031875|XP_016961128.1|DBIA, LOC108032259|XP_016961614.1|DBIA, LOC108031874|XP_016961127.1|DBIA	LOC118469045|XP_035796404.1|AALB, LOC118469043|XP_035796402.1|AALB, LOC118469044|XP_035796403.1|AALB
OG0000154	LOC108031961|XP_016961239.1|DBIA, LOC108031960|XP_016961238.1|DBIA, LOC108034901|XP_016965616.1|DBIA	LOC118460594|XP_035780914.1|AALB, LOC118460586|XP_035780900.1|AALB, LOC118456679|XP_035773546.1|AALB, LOC118460599|XP_035780920.1|AALB
OG0000157	LOC108029780|XP_016957778.1|DBIA, LOC108029781|XP_016957779.1|DBIA, LOC108029406|XP_016957128.1|DBIA	LOC118464455|XP_035787735.1|AALB, LOC118464454|XP_035787734.1|AALB
OG0000158	LOC108029726|XP_016957696.1|DBIA, LOC108028216|XP_016955369.1|DBIA, LOC108028229|XP_016955384.1|DBIA	LOC118460884|XP_035781520.1|AALB, LOC118460883|XP_035781519.1|AALB, LOC118460486|XP_035780727.1|AALB, LOC118460485|XP_035780726.1|AALB
OG0000159	LOC108030879|XP_016959525.1|DBIA	LOC118467617|XP_035794214.1|AALB, LOC118466025|XP_035790738.1|AALB, LOC118466026|XP_035790739.1|AALB
OG0000159	LOC108028558|XP_016955951.1|DBIA, LOC108030648|XP_016959149.1|DBIA	LOC118467615|XP_035794210.1|AALB
OG0000160	LOC108031910|XP_016961167.1|DBIA, LOC108031925|XP_016961192.1|DBIA	LOC118468803|XP_035795905.1|AALB, LOC118463490|XP_035785973.1|AALB, LOC118459593|XP_035779014.1|AALB, LOC118458011|XP_035776002.1|AALB
OG0000162	LOC108028096|XP_016955229.1|DBIA, LOC108034639|XP_016965066.1|DBIA, LOC108033386|XP_016963195.1|DBIA, LOC108027861|XP_016954951.1|DBIA	LOC118459995|XP_035779789.1|AALB, LOC118459994|XP_035779785.1|AALB
OG0000163	LOC108027951|XP_016955070.1|DBIA, LOC108029020|XP_016956554.1|DBIA, LOC108028969|XP_016956498.1|DBIA	LOC118465174|XP_035789029.1|AALB, LOC118466751|XP_035792341.1|AALB, LOC118464335|XP_035787546.1|AALB, LOC118464334|XP_035787545.1|AALB
OG0000165	LOC108033162|XP_016962883.1|DBIA, LOC108034398|XP_016964769.1|DBIA	LOC118466108|XP_035790926.1|AALB
OG0000166	LOC108022776|XP_016947379.1|DBIA	LOC118467357|XP_035793649.1|AALB
OG0000166	LOC108022183|XP_016946523.1|DBIA, LOC108022182|XP_016946522.1|DBIA	LOC118464605|XP_035787942.1|AALB, LOC118459588|XP_035779009.1|AALB, LOC118463382|XP_035785811.1|AALB, LOC118465186|XP_035789048.1|AALB
OG0000169	LOC108026158|XP_016952382.1|DBIA	LOC118462696|XP_035784516.1|AALB, LOC118462698|XP_035784519.1|AALB
OG0000170	LOC108034111|XP_016964378.1|DBIA, LOC108034110|XP_016964377.1|DBIA	LOC118459303|XP_035778444.1|AALB, LOC118459300|XP_035778442.1|AALB
OG0000171	LOC108033635|XP_016963542.1|DBIA	LOC118461368|XP_035782508.1|AALB
OG0000171	LOC108032501|XP_016961815.1|DBIA	LOC118460225|XP_035780245.1|AALB
OG0000171	LOC108024170|XP_016949475.1|DBIA	LOC118458772|XP_035777465.1|AALB
OG0000172	LOC108034553|XP_016964970.1|DBIA, LOC108035179|XP_016966134.1|DBIA, LOC108030714|XP_016959245.1|DBIA	LOC118466457|XP_035791698.1|AALB
OG0000173	LOC108022145|XP_016946475.1|DBIA, LOC108026728|XP_016953328.1|DBIA, LOC108026725|XP_016953325.1|DBIA	LOC118457021|XP_035774148.1|AALB, LOC118457019|XP_035774144.1|AALB
OG0000174	LOC108029878|XP_016957858.1|DBIA, LOC108032478|XP_016961789.1|DBIA, LOC108026515|XP_016952950.1|DBIA, LOC108029425|XP_016957158.1|DBIA	LOC118468685|XP_035795692.1|AALB, LOC118458601|XP_035777171.1|AALB
OG0000175	LOC108024690|XP_016950256.1|DBIA	LOC118460779|XP_035781277.1|AALB
OG0000175	LOC108025020|XP_016950765.1|DBIA, LOC108025019|XP_016950764.1|DBIA, LOC108025301|XP_016951185.1|DBIA	LOC118460374|XP_035780520.1|AALB, LOC118460373|XP_035780519.1|AALB, LOC118460382|XP_035780534.1|AALB
OG0000177	LOC108025819|XP_016951960.1|DBIA	LOC118460956|XP_035781628.1|AALB
OG0000177	LOC108024708|XP_016950288.1|DBIA	LOC118460236|XP_035780283.1|AALB
OG0000179	LOC108036576|XP_016968317.1|DBIA, LOC108022792|XP_016947410.1|DBIA	LOC118467687|XP_035794354.1|AALB
OG0000179	LOC108029190|XP_016956852.1|DBIA	LOC118464344|XP_035787555.1|AALB
OG0000181	LOC108024775|XP_016950377.1|DBIA, LOC108025102|XP_016950854.1|DBIA	LOC118464110|XP_035787091.1|AALB, LOC118460679|XP_035781067.1|AALB
OG0000182	LOC108027222|XP_016954039.1|DBIA	LOC118460396|XP_035780566.1|AALB
OG0000182	LOC108027221|XP_016954038.1|DBIA, LOC108027033|XP_016953719.1|DBIA	LOC118460395|XP_035780565.1|AALB
OG0000183	LOC108024098|XP_016949362.1|DBIA, LOC108024392|XP_016949792.1|DBIA, LOC108028157|XP_016955305.1|DBIA, LOC108030920|XP_016959607.1|DBIA	LOC118466280|XP_035791250.1|AALB
OG0000184	LOC108033641|XP_016963563.1|DBIA, LOC108033749|XP_016963809.1|DBIA	LOC118461577|XP_035782961.1|AALB, LOC118461579|XP_035782963.1|AALB, LOC118461580|XP_035782964.1|AALB, LOC118461576|XP_035782960.1|AALB, LOC118461578|XP_035782962.1|AALB, LOC118463680|XP_035786338.1|AALB, LOC118465594|XP_035789853.1|AALB
OG0000185	LOC108029021|XP_016956556.1|DBIA, LOC108029530|XP_016957321.1|DBIA, LOC108026035|XP_016952216.1|DBIA, LOC108029531|XP_016957322.1|DBIA	LOC118463262|XP_035785626.1|AALB
OG0000186	LOC108025899|XP_016952070.1|DBIA, LOC108025761|XP_016951845.1|DBIA	LOC118464881|XP_035788517.1|AALB
OG0000188	LOC108031864|XP_016961107.1|DBIA, LOC108025728|XP_016951795.1|DBIA, LOC108025627|XP_016951652.1|DBIA	LOC118467332|XP_035793620.1|AALB, LOC118456213|XP_035772682.1|AALB, LOC118466053|XP_035790785.1|AALB
OG0000189	LOC108027777|XP_016954829.1|DBIA	LOC118468673|XP_035795650.1|AALB, LOC118456425|XP_035773076.1|AALB
OG0000189	LOC108023377|XP_016948269.1|DBIA	LOC118456554|XP_035773316.1|AALB
OG0000190	LOC108024635|XP_016950169.1|DBIA	LOC118468983|XP_035796273.1|AALB
OG0000191	LOC108030249|XP_016958550.1|DBIA, LOC108029951|XP_016957942.1|DBIA	LOC118465744|XP_035790100.1|AALB, LOC118464519|XP_035787848.1|AALB, LOC118464516|XP_035787846.1|AALB, LOC118465387|XP_035789476.1|AALB, LOC118466709|XP_035792257.1|AALB
OG0000191	LOC108022619|XP_016947149.1|DBIA	LOC118458838|XP_035777632.1|AALB
OG0000192	LOC108025181|XP_016950979.1|DBIA, LOC108028235|XP_016955389.1|DBIA, LOC108027990|XP_016955105.1|DBIA	LOC118456678|XP_035773544.1|AALB, LOC118457586|XP_035775167.1|AALB, LOC118468714|XP_035795736.1|AALB
OG0000193	LOC108029279|XP_016956966.1|DBIA, LOC108028995|XP_016956526.1|DBIA, LOC108034791|XP_016965264.1|DBIA	LOC118465386|XP_035789474.1|AALB, LOC118465820|XP_035790299.1|AALB
OG0000196	LOC108034102|XP_016964365.1|DBIA, LOC108034093|XP_016964349.1|DBIA	LOC118457422|XP_035774896.1|AALB
OG0000196	LOC108034159|XP_016964452.1|DBIA	LOC118458110|XP_035776177.1|AALB, LOC118459601|XP_035779042.1|AALB, LOC118458109|XP_035776176.1|AALB
OG0000197	LOC108025839|XP_016951990.1|DBIA	LOC118457771|XP_035775491.1|AALB
OG0000197	LOC108025956|XP_016952148.1|DBIA	LOC118457770|XP_035775490.1|AALB
OG0000197	LOC108025814|XP_016951955.1|DBIA	LOC118457772|XP_035775494.1|AALB
OG0000200	LOC108026352|XP_016952748.1|DBIA, LOC108026351|XP_016952746.1|DBIA, LOC108026236|XP_016952560.1|DBIA, LOC108026440|XP_016952866.1|DBIA, LOC108026394|XP_016952805.1|DBIA	LOC118466489|XP_035791784.1|AALB
OG0000201	LOC108031002|XP_016959692.1|DBIA, LOC108032235|XP_016961586.1|DBIA	LOC118467190|XP_035793290.1|AALB, LOC118467191|XP_035793293.1|AALB, LOC118458963|XP_035777838.1|AALB
OG0000202	LOC108025484|XP_016951491.1|DBIA	LOC118457260|XP_035774542.1|AALB
OG0000203	LOC108022280|XP_016946628.1|DBIA, LOC108022958|XP_016947664.1|DBIA, LOC108023024|XP_016947746.1|DBIA	LOC118456278|XP_035772784.1|AALB
OG0000205	LOC108026184|XP_016952462.1|DBIA, LOC108031690|XP_016960828.1|DBIA	LOC118461377|XP_035782521.1|AALB, LOC118459473|XP_035778778.1|AALB, LOC118459474|XP_035778779.1|AALB, LOC118459476|XP_035778781.1|AALB, LOC118461694|XP_035783206.1|AALB, LOC118459475|XP_035778780.1|AALB
OG0000206	LOC108022162|XP_016946495.1|DBIA	LOC118465519|XP_035789735.1|AALB
OG0000206	LOC108023096|XP_016947846.1|DBIA	LOC118465019|XP_035788769.1|AALB
OG0000207	LOC108030692|XP_016959216.1|DBIA	LOC118465577|XP_035789838.1|AALB, LOC118466975|XP_035792780.1|AALB
OG0000209	LOC108034614|XP_016965037.1|DBIA, LOC108036709|XP_016968496.1|DBIA, LOC108036046|XP_016967476.1|DBIA, LOC108029191|XP_016956856.1|DBIA, LOC108036070|XP_016967504.1|DBIA, LOC108036078|XP_016967514.1|DBIA, LOC108036072|XP_016967508.1|DBIA, LOC108036073|XP_016967509.1|DBIA, LOC108036071|XP_016967506.1|DBIA, LOC108033409|XP_016963220.1|DBIA, LOC108029882|XP_016957861.1|DBIA	LOC118460662|XP_035781022.1|AALB
OG0000210	LOC108023033|XP_016947761.1|DBIA, LOC108032333|XP_016961633.1|DBIA, LOC108028855|XP_016956330.1|DBIA	LOC118463100|XP_035785291.1|AALB
OG0000211	LOC108027188|XP_016953977.1|DBIA	LOC118468773|XP_035795848.1|AALB
OG0000212	LOC108033998|XP_016964215.1|DBIA, LOC108033747|XP_016963800.1|DBIA, LOC108022675|XP_016947234.1|DBIA, LOC108032801|XP_016962296.1|DBIA	LOC118460757|XP_035781247.1|AALB, LOC118460754|XP_035781234.1|AALB
OG0000213	LOC108028462|XP_016955809.1|DBIA, LOC108021870|XP_016946151.1|DBIA	LOC118459369|XP_035778561.1|AALB, LOC118460488|XP_035780732.1|AALB, LOC118460489|XP_035780735.1|AALB, LOC118459207|XP_035778275.1|AALB, LOC118458019|XP_035776017.1|AALB
OG0000214	LOC108023573|XP_016948656.1|DBIA, LOC108026766|XP_016953398.1|DBIA, LOC108025095|XP_016950846.1|DBIA	LOC118467672|XP_035794321.1|AALB
OG0000215	LOC108030836|XP_016959450.1|DBIA, LOC108030904|XP_016959571.1|DBIA, LOC108030875|XP_016959519.1|DBIA	LOC118468779|XP_035795863.1|AALB, LOC118462730|XP_035784568.1|AALB, LOC118462732|XP_035784573.1|AALB
OG0000216	LOC108034933|XP_016965685.1|DBIA, LOC108025668|XP_016951695.1|DBIA	LOC118457270|XP_035774557.1|AALB
OG0000217	LOC108021968|XP_016946294.1|DBIA	LOC118458201|XP_035776338.1|AALB
OG0000217	LOC108033330|XP_016963105.1|DBIA, LOC108021963|XP_016946288.1|DBIA	LOC118467404|XP_035793771.1|AALB
OG0000218	LOC108033570|XP_016963407.1|DBIA, LOC108034372|XP_016964749.1|DBIA, LOC108034384|XP_016964758.1|DBIA	LOC118461977|XP_035783797.1|AALB
OG0000219	LOC108030252|XP_016958560.1|DBIA, LOC108030335|XP_016958687.1|DBIA, LOC108030251|XP_016958559.1|DBIA	LOC118464108|XP_035787088.1|AALB
OG0000220	LOC108028355|XP_016955607.1|DBIA, LOC108028243|XP_016955413.1|DBIA, LOC108031336|XP_016960090.1|DBIA	LOC118465628|XP_035789923.1|AALB, LOC118465644|XP_035789946.1|AALB
OG0000221	LOC108029490|XP_016957247.1|DBIA, LOC108030986|XP_016959675.1|DBIA, LOC108029488|XP_016957245.1|DBIA	LOC118467167|XP_035793221.1|AALB, LOC118467169|XP_035793228.1|AALB
OG0000224	LOC108022529|XP_016946995.1|DBIA	LOC118468430|XP_035795085.1|AALB, LOC118467500|XP_035793947.1|AALB, LOC118458051|XP_035776068.1|AALB, LOC118458050|XP_035776067.1|AALB
OG0000225	LOC108026127|XP_016952319.1|DBIA, LOC108026126|XP_016952318.1|DBIA, LOC108026129|XP_016952321.1|DBIA	LOC118459285|XP_035778422.1|AALB, LOC118457267|XP_035774552.1|AALB
OG0000226	LOC108035347|XP_016966427.1|DBIA, LOC108035350|XP_016966431.1|DBIA, LOC108034913|XP_016965648.1|DBIA, LOC108034912|XP_016965646.1|DBIA	LOC118466994|XP_035792810.1|AALB
OG0000228	LOC108027957|XP_016955072.1|DBIA, LOC108032882|XP_016962394.1|DBIA, LOC108027508|XP_016954440.1|DBIA, LOC108028996|XP_016956528.1|DBIA	LOC118460769|XP_035781258.1|AALB
OG0000229	LOC108024347|XP_016949737.1|DBIA, LOC108025612|XP_016951672.1|DBIA, LOC108027427|XP_016954400.1|DBIA	LOC118457114|XP_035774307.1|AALB
OG0000229	LOC108027264|XP_016954123.1|DBIA	LOC118463085|XP_035785251.1|AALB
OG0000230	LOC108036219|XP_016967700.1|DBIA	LOC118467971|XP_035794850.1|AALB, LOC118467972|XP_035794851.1|AALB, LOC118464609|XP_035787947.1|AALB, LOC118467969|XP_035794844.1|AALB, LOC118467970|XP_035794845.1|AALB
OG0000232	LOC108030009|XP_016958013.1|DBIA, LOC108029997|XP_016958000.1|DBIA	LOC118467581|XP_035794123.1|AALB
OG0000233	LOC108025539|XP_016951556.1|DBIA, LOC108025726|XP_016951794.1|DBIA, LOC108023891|XP_016949066.1|DBIA	LOC118460317|XP_035780420.1|AALB
OG0000235	LOC108023850|XP_016948983.1|DBIA, LOC108024812|XP_016950425.1|DBIA, LOC108023892|XP_016949067.1|DBIA, LOC108023868|XP_016949036.1|DBIA	LOC118459904|XP_035779626.1|AALB
OG0000236	LOC108028955|XP_016956482.1|DBIA, LOC108033302|XP_016963061.1|DBIA, LOC108025864|XP_016952021.1|DBIA	LOC118461174|XP_035782077.1|AALB
OG0000237	LOC108030183|XP_016958419.1|DBIA	LOC118467602|XP_035794187.1|AALB
OG0000237	LOC108035174|XP_016966128.1|DBIA, LOC108028944|XP_016956452.1|DBIA	LOC118465408|XP_035789523.1|AALB
OG0000238	LOC108033953|XP_016964136.1|DBIA, LOC108033952|XP_016964134.1|DBIA, LOC108033954|XP_016964137.1|DBIA	LOC118456455|XP_035773124.1|AALB
OG0000239	LOC108036677|XP_016968451.1|DBIA, LOC108036655|XP_016968428.1|DBIA	LOC118461993|XP_035783821.1|AALB, LOC118461992|XP_035783820.1|AALB
OG0000239	LOC108024831|XP_016950452.1|DBIA, LOC108027322|XP_016954216.1|DBIA	LOC118461994|XP_035783823.1|AALB
OG0000240	LOC108032068|XP_016961375.1|DBIA, LOC108032118|XP_016961440.1|DBIA, LOC108027311|XP_016954194.1|DBIA	LOC118463527|XP_035786029.1|AALB
OG0000241	LOC108030565|XP_016958952.1|DBIA	LOC118467489|XP_035793934.1|AALB
OG0000246	LOC108022548|XP_016947021.1|DBIA	LOC118462724|XP_035784561.1|AALB
OG0000247	LOC108035393|XP_016966495.1|DBIA, LOC108035601|XP_016966768.1|DBIA	LOC118466761|XP_035792368.1|AALB, LOC118464583|XP_035787919.1|AALB
OG0000248	LOC108028594|XP_016955997.1|DBIA, LOC108028435|XP_016955754.1|DBIA, LOC108022242|XP_016946589.1|DBIA	LOC118465359|XP_035789424.1|AALB, LOC118465284|XP_035789221.1|AALB
OG0000249	LOC108036109|XP_016967572.1|DBIA, LOC108036108|XP_016967571.1|DBIA, LOC108036107|XP_016967570.1|DBIA	LOC118468915|XP_035796116.1|AALB
OG0000250	LOC108036776|XP_016968604.1|DBIA, LOC108036784|XP_016968616.1|DBIA, LOC108036775|XP_016968603.1|DBIA	LOC118460851|XP_035781447.1|AALB
OG0000251	LOC108024144|XP_016949420.1|DBIA, LOC108022281|XP_016946629.1|DBIA, LOC108029458|XP_016957202.1|DBIA	LOC118459610|XP_035779060.1|AALB
OG0000255	LOC108023004|XP_016947724.1|DBIA, LOC108022610|XP_016947135.1|DBIA	LOC118463358|XP_035785766.1|AALB
OG0000256	LOC108030226|XP_016958505.1|DBIA, LOC108030295|XP_016958616.1|DBIA	LOC118461961|XP_035783759.1|AALB
OG0000257	LOC108026531|XP_016952968.1|DBIA	LOC118467824|XP_035794606.1|AALB
OG0000261	LOC108029062|XP_016956620.1|DBIA, LOC108029066|XP_016956625.1|DBIA, LOC108029067|XP_016956626.1|DBIA	LOC118462814|XP_035784725.1|AALB, LOC118462813|XP_035784723.1|AALB
OG0000262	LOC108030253|XP_016958561.1|DBIA, LOC108030274|XP_016958589.1|DBIA	LOC118465598|XP_035789861.1|AALB
OG0000263	LOC108022977|XP_016947690.1|DBIA	LOC118457627|XP_035775237.1|AALB
OG0000264	LOC108032965|XP_016962525.1|DBIA, LOC108032964|XP_016962523.1|DBIA, LOC108025267|XP_016951117.1|DBIA	LOC118456946|XP_035774010.1|AALB
OG0000267	LOC108025486|XP_016951489.1|DBIA, LOC108025058|XP_016950803.1|DBIA	LOC118456340|XP_035772890.1|AALB, LOC118460691|XP_035781097.1|AALB
OG0000268	LOC108027030|XP_016953716.1|DBIA, LOC108027027|XP_016953711.1|DBIA	LOC118456155|XP_035772568.1|AALB
OG0000269	LOC108024719|XP_016950299.1|DBIA	LOC118460732|XP_035781182.1|AALB
OG0000269	LOC108026384|XP_016952794.1|DBIA, LOC108025969|XP_016952152.1|DBIA, LOC108026112|XP_016952301.1|DBIA	LOC118463979|XP_035786884.1|AALB
OG0000270	LOC108022221|XP_016946564.1|DBIA	LOC118466320|XP_035791327.1|AALB, LOC118460520|XP_035780788.1|AALB, LOC118466323|XP_035791330.1|AALB, LOC118466321|XP_035791328.1|AALB, LOC118466319|XP_035791326.1|AALB, LOC118466324|XP_035791331.1|AALB
OG0000271	LOC108027100|XP_016953810.1|DBIA, LOC108022637|XP_016947181.1|DBIA, LOC108026672|XP_016953230.1|DBIA	LOC118457742|XP_035775447.1|AALB
OG0000272	LOC108034828|XP_016965426.1|DBIA, LOC108028011|XP_016955129.1|DBIA	LOC118459704|XP_035779240.1|AALB
OG0000272	LOC108024900|XP_016950550.1|DBIA	LOC118458822|XP_035777589.1|AALB
OG0000273	LOC108026225|XP_016952546.1|DBIA, LOC108033841|XP_016963956.1|DBIA, LOC108031493|XP_016960475.1|DBIA	LOC118459186|XP_035778237.1|AALB
OG0000279	LOC108034543|XP_016964958.1|DBIA, LOC108035560|XP_016966717.1|DBIA	LOC118457535|XP_035775080.1|AALB
OG0000280	LOC108024926|XP_016950613.1|DBIA, LOC108024924|XP_016950611.1|DBIA, LOC108024925|XP_016950612.1|DBIA	LOC118465406|XP_035789520.1|AALB
OG0000281	LOC108028614|XP_016956023.1|DBIA, LOC108025647|XP_016951674.1|DBIA, LOC108027527|XP_016954460.1|DBIA	LOC118463033|XP_035785169.1|AALB
OG0000282	LOC108034387|XP_016964757.1|DBIA	LOC118459742|XP_035779312.1|AALB
OG0000283	LOC108029964|XP_016957956.1|DBIA	LOC118456993|XP_035774101.1|AALB
OG0000283	LOC108025232|XP_016951068.1|DBIA	LOC118460078|XP_035779989.1|AALB, LOC118465620|XP_035789901.1|AALB
OG0000284	LOC108032684|XP_016962148.1|DBIA	LOC118456654|XP_035773486.1|AALB, LOC118457513|XP_035775048.1|AALB
OG0000284	LOC108032798|XP_016962293.1|DBIA	LOC118456325|XP_035772869.1|AALB
OG0000285	LOC108030288|XP_016958608.1|DBIA	LOC118461890|XP_035783636.1|AALB, LOC118461891|XP_035783637.1|AALB, LOC118461889|XP_035783635.1|AALB
OG0000292	LOC108036702|XP_016968485.1|DBIA, LOC108024931|XP_016950664.1|DBIA, LOC108023054|XP_016947790.1|DBIA	LOC118458193|XP_035776331.1|AALB
OG0000292	LOC108035910|XP_016967166.1|DBIA	LOC118466086|XP_035790881.1|AALB
OG0000293	LOC108024441|XP_016949848.1|DBIA, LOC108034057|XP_016964301.1|DBIA, LOC108024468|XP_016949876.1|DBIA	LOC118458384|XP_035776683.1|AALB, LOC118458383|XP_035776682.1|AALB
OG0000294	LOC108032544|XP_016961911.1|DBIA	LOC118456814|XP_035773797.1|AALB, LOC118468979|XP_035796254.1|AALB
OG0000294	LOC108025698|XP_016951724.1|DBIA	LOC118461686|XP_035783177.1|AALB
OG0000295	LOC108022785|XP_016947399.1|DBIA, LOC108024428|XP_016949835.1|DBIA, LOC108022730|XP_016947308.1|DBIA, LOC108029694|XP_016957645.1|DBIA	LOC118456232|XP_035772707.1|AALB
OG0000296	LOC108033475|XP_016963302.1|DBIA, LOC108028376|XP_016955663.1|DBIA, LOC108025863|XP_016952020.1|DBIA	LOC118459752|XP_035779338.1|AALB
OG0000299	LOC108024823|XP_016950445.1|DBIA, LOC108023002|XP_016947727.1|DBIA	LOC118456482|XP_035773190.1|AALB
OG0000301	LOC108036021|XP_016967436.1|DBIA	LOC118468533|XP_035795304.1|AALB
OG0000301	LOC108033297|XP_016963053.1|DBIA	LOC118457078|XP_035774254.1|AALB
OG0000302	LOC108028316|XP_016955534.1|DBIA, LOC108028317|XP_016955535.1|DBIA	LOC118459400|XP_035778602.1|AALB, LOC118459398|XP_035778601.1|AALB, LOC118459397|XP_035778600.1|AALB
OG0000303	LOC108030534|XP_016958916.1|DBIA, LOC108035817|XP_016967054.1|DBIA, LOC108036768|XP_016968597.1|DBIA	LOC118456975|XP_035774065.1|AALB
OG0000304	LOC108023883|XP_016949056.1|DBIA, LOC108023888|XP_016949063.1|DBIA, LOC108023889|XP_016949064.1|DBIA	LOC118460759|XP_035781250.1|AALB
OG0000305	LOC108030533|XP_016958915.1|DBIA	LOC118467939|XP_035794801.1|AALB, LOC118464387|XP_035787625.1|AALB, LOC118464933|XP_035788598.1|AALB
OG0000306	LOC108022207|XP_016946550.1|DBIA, LOC108022177|XP_016946518.1|DBIA, LOC108025790|XP_016951909.1|DBIA	LOC118458846|XP_035777654.1|AALB
OG0000307	LOC108023926|XP_016949103.1|DBIA	LOC118467188|XP_035793291.1|AALB
OG0000307	LOC108024569|XP_016950055.1|DBIA	LOC118457716|XP_035775399.1|AALB
OG0000310	LOC108023928|XP_016949101.1|DBIA, LOC108028215|XP_016955368.1|DBIA	LOC118461205|XP_035782150.1|AALB
