Orthogroup	DBIA.longest_only	AAEG.longest_only
OG0000102	LOC108022873|XP_016947552.1|DBIA	LOC5575366|XP_001661890.1|AAEG, LOC5575359|XP_001661891.2|AAEG, LOC5574118|XP_001661190.2|AAEG, LOC5566259|XP_001650639.2|AAEG, LOC5566258|XP_001650638.2|AAEG, LOC5578062|XP_021699381.1|AAEG, LOC5578064|XP_001663685.2|AAEG, LOC5578063|XP_001663686.2|AAEG
OG0000102	LOC108036452|XP_016968100.1|DBIA, LOC108026512|XP_016952947.1|DBIA	LOC5564622|XP_001648968.1|AAEG
OG0000103	LOC108028249|XP_016955425.1|DBIA, LOC108028438|XP_016955757.1|DBIA, LOC108028436|XP_016955755.1|DBIA, LOC108022796|XP_016947418.1|DBIA	LOC5571412|XP_001653663.2|AAEG, LOC5571411|XP_001653661.2|AAEG, LOC5571410|XP_001653662.2|AAEG, LOC5571934|XP_021704949.1|AAEG
OG0000104	LOC108032687|XP_016962152.1|DBIA, LOC108034535|XP_016964949.1|DBIA, LOC108034533|XP_016964948.1|DBIA	LOC23687757|XP_021699122.1|AAEG, LOC23687967|XP_011493637.2|AAEG, LOC23687459|XP_011493699.2|AAEG, LOC23687728|XP_021699125.1|AAEG, LOC23687690|XP_011493079.2|AAEG
OG0000105	LOC108023041|XP_016947774.1|DBIA, LOC108031043|XP_016959733.1|DBIA, LOC108033270|XP_016963024.1|DBIA, LOC108029331|XP_016957015.1|DBIA, LOC108031026|XP_016959715.1|DBIA, LOC108031245|XP_016959970.1|DBIA, LOC108031263|XP_016959991.1|DBIA	LOC5576020|XP_001662355.3|AAEG
OG0000109	LOC108033292|XP_016963047.1|DBIA, LOC108034197|XP_016964514.1|DBIA	LOC5576150|XP_001662494.2|AAEG, LOC5575961|XP_001662317.1|AAEG, LOC5565685|XP_001650036.2|AAEG, LOC5576147|XP_001662495.2|AAEG
OG0000109	LOC108033291|XP_016963046.1|DBIA, LOC108034262|XP_016964608.1|DBIA	LOC5565636|XP_001649991.2|AAEG, LOC5576144|XP_001662496.1|AAEG
OG0000110	LOC108028113|XP_016955251.1|DBIA, LOC108028807|XP_016956281.1|DBIA, LOC108028040|XP_016955167.1|DBIA, LOC108028752|XP_016956212.1|DBIA	LOC5572629|XP_001654132.2|AAEG, LOC5572632|XP_021699089.1|AAEG, LOC5572634|XP_001654133.2|AAEG
OG0000111	LOC108026543|XP_016952982.1|DBIA, LOC108026931|XP_016953634.1|DBIA	LOC5575342|XP_001655720.2|AAEG, LOC5569397|XP_001658489.1|AAEG, LOC5575345|XP_001655723.2|AAEG, LOC5575344|XP_001655722.2|AAEG, LOC5575341|XP_001655719.1|AAEG, LOC5575343|XP_001655721.2|AAEG
OG0000112	LOC108027552|XP_016954506.1|DBIA, LOC108023986|XP_016949205.1|DBIA, LOC108027490|XP_016954423.1|DBIA, LOC108027493|XP_016954426.1|DBIA	LOC5571712|XP_001659851.2|AAEG, LOC5571830|XP_001659962.1|AAEG, LOC5571053|XP_001659492.2|AAEG, LOC5571838|XP_001659970.2|AAEG
OG0000113	LOC108033114|XP_016962807.1|DBIA, LOC108023899|XP_016949074.1|DBIA, LOC108034036|XP_016964270.1|DBIA, LOC108027444|XP_016954385.1|DBIA, LOC108033272|XP_016963026.1|DBIA	LOC5565528|XP_001649912.2|AAEG, LOC5568844|XP_001652570.1|AAEG
OG0000114	LOC108033613|XP_016963465.1|DBIA, LOC108033612|XP_016963464.1|DBIA	LOC110677778|XP_021704869.1|AAEG
OG0000117	LOC108032547|XP_016961914.1|DBIA, LOC108032549|XP_016961915.1|DBIA, LOC108032550|XP_016961916.1|DBIA, LOC108032552|XP_016961919.1|DBIA	LOC5578455|XP_001656976.1|AAEG, LOC110678441|XP_021707035.1|AAEG
OG0000118	LOC108029064|XP_016956623.1|DBIA, LOC108028954|XP_016956481.1|DBIA, LOC108029375|XP_016957092.1|DBIA, LOC108032392|XP_016961702.1|DBIA, LOC108034188|XP_016964499.1|DBIA	LOC110679554|XP_021710177.1|AAEG, LOC5568656|XP_001652490.2|AAEG, LOC5568654|XP_001652488.1|AAEG, LOC5568651|XP_021705929.1|AAEG, LOC5579193|XP_001664290.2|AAEG, LOC5568652|XP_001652486.1|AAEG, LOC5568653|XP_001652487.1|AAEG
OG0000119	LOC108031872|XP_016961119.1|DBIA, LOC108026922|XP_016953622.1|DBIA, LOC108031272|XP_016960002.1|DBIA, LOC108031192|XP_016959902.1|DBIA	LOC5572143|XP_001660220.1|AAEG, LOC5572141|XP_001660218.1|AAEG, LOC5572138|XP_001660217.1|AAEG, LOC5579510|XP_001647804.2|AAEG, LOC5579505|XP_001647805.2|AAEG
OG0000120	LOC108023244|XP_016948011.1|DBIA	LOC5565270|XP_021701744.1|AAEG
OG0000120	LOC108030087|XP_016958214.1|DBIA	LOC5564301|XP_021698367.1|AAEG
OG0000121	LOC108023267|XP_016948040.1|DBIA, LOC108023312|XP_016948104.1|DBIA, LOC108024429|XP_016949836.1|DBIA, LOC108024540|XP_016949998.1|DBIA, LOC108032404|XP_016961714.1|DBIA, LOC108024542|XP_016949999.1|DBIA	LOC110674237|XP_021694140.1|AAEG, LOC5577582|XP_021694027.1|AAEG
OG0000122	LOC108032496|XP_016961805.1|DBIA, LOC108023300|XP_016948090.1|DBIA, LOC108036632|XP_016968395.1|DBIA, LOC108029050|XP_016956602.1|DBIA	LOC5567873|XP_001650953.1|AAEG
OG0000123	LOC108022341|XP_016946693.1|DBIA, LOC108023693|XP_016948810.1|DBIA, LOC108027082|XP_016953785.1|DBIA, LOC108027106|XP_016953813.1|DBIA, LOC108027083|XP_016953787.1|DBIA	LOC5574082|XP_001661152.1|AAEG, LOC5579398|XP_001647702.2|AAEG
OG0000124	LOC108036376|XP_016967964.1|DBIA, LOC108029804|XP_016957808.1|DBIA, LOC108029444|XP_016957182.1|DBIA, LOC108029778|XP_016957777.1|DBIA	LOC5566280|XP_001650658.1|AAEG
OG0000125	LOC108025392|XP_016951356.1|DBIA	LOC5568365|XP_021693932.1|AAEG
OG0000125	LOC108024815|XP_016950433.1|DBIA	LOC5567037|XP_001651437.2|AAEG
OG0000125	LOC108036489|XP_016968169.1|DBIA, LOC108036490|XP_016968171.1|DBIA	LOC5568366|XP_001658020.2|AAEG
OG0000126	LOC108021876|XP_016946157.1|DBIA, LOC108021888|XP_016946169.1|DBIA, LOC108021886|XP_016946167.1|DBIA, LOC108025016|XP_016950761.1|DBIA, LOC108028993|XP_016956523.1|DBIA	LOC5577393|XP_001656475.2|AAEG
OG0000127	LOC108027453|XP_016954394.1|DBIA, LOC108027073|XP_016953776.1|DBIA, LOC108027452|XP_016954393.1|DBIA, LOC108027034|XP_016953720.1|DBIA	LOC5570224|XP_021711742.1|AAEG, LOC110677785|XP_021704959.1|AAEG, LOC5570223|XP_001659002.1|AAEG, LOC5570221|XP_001659000.1|AAEG
OG0000128	LOC108026935|XP_016953637.1|DBIA, LOC108026551|XP_016952989.1|DBIA, LOC108026937|XP_016953639.1|DBIA, LOC108027048|XP_016953738.1|DBIA	LOC5563937|XP_021696237.1|AAEG, LOC5563935|XP_021696236.1|AAEG
OG0000129	LOC108023412|XP_016948359.1|DBIA, LOC108028100|XP_016955236.1|DBIA, LOC108034826|XP_016965429.1|DBIA, LOC108023411|XP_016948357.1|DBIA	LOC5570205|XP_001658987.1|AAEG
OG0000130	LOC108028367|XP_016955645.1|DBIA, LOC108028588|XP_016955990.1|DBIA, LOC108028366|XP_016955644.1|DBIA, LOC108028365|XP_016955643.1|DBIA	LOC110678700|XP_021707606.1|AAEG
OG0000132	LOC108034247|XP_016964588.1|DBIA, LOC108034248|XP_016964589.1|DBIA, LOC108025160|XP_016950929.1|DBIA	LOC5576966|XP_001663061.2|AAEG, LOC5569401|XP_001658492.2|AAEG, LOC5572507|XP_001660449.1|AAEG
OG0000134	LOC108031841|XP_016961080.1|DBIA	LOC5577061|XP_021701840.1|AAEG
OG0000134	LOC108034196|XP_016964513.1|DBIA	LOC5565848|XP_021703610.1|AAEG
OG0000137	LOC108027255|XP_016954103.1|DBIA	LOC5573872|XP_001654897.1|AAEG
OG0000137	LOC108028330|XP_016955559.1|DBIA	LOC5572265|XP_001653950.2|AAEG, LOC5573418|XP_001654592.2|AAEG
OG0000137	LOC108021953|XP_016946274.1|DBIA, LOC108023165|XP_016947895.1|DBIA	LOC5574336|XP_001661370.1|AAEG
OG0000140	LOC108025043|XP_016950788.1|DBIA	LOC110676705|XP_021701292.1|AAEG, LOC5563805|XP_021701295.1|AAEG, LOC5563809|XP_011493204.2|AAEG, LOC5563806|XP_001648090.1|AAEG, LOC5577659|XP_001656657.2|AAEG, LOC5577657|XP_021694328.1|AAEG, LOC23687423|XP_021693822.1|AAEG, LOC5577660|XP_001656658.2|AAEG
OG0000141	LOC108034526|XP_016964939.1|DBIA, LOC108034476|XP_016964850.1|DBIA, LOC108034511|XP_016964924.1|DBIA, LOC108035147|XP_016966079.1|DBIA, LOC108035148|XP_016966080.1|DBIA	LOC23687505|XP_011493093.2|AAEG
OG0000142	LOC108026100|XP_016952288.1|DBIA	LOC5563980|XP_021706951.1|AAEG
OG0000142	LOC108032915|XP_016962471.1|DBIA, LOC108022038|XP_016946373.1|DBIA	LOC5575838|XP_021694433.1|AAEG
OG0000142	LOC108033124|XP_016962829.1|DBIA	LOC5564067|XP_021704010.1|AAEG
OG0000143	LOC108028495|XP_016955860.1|DBIA	LOC5569420|XP_001658512.3|AAEG
OG0000143	LOC108028497|XP_016955861.1|DBIA	LOC5568698|XP_001652521.1|AAEG, LOC5579191|XP_001664288.1|AAEG, LOC5579192|XP_001664289.1|AAEG, LOC5571589|XP_001659796.1|AAEG, LOC110680238|XP_021711746.1|AAEG, LOC5571588|XP_001659797.2|AAEG
OG0000144	LOC108031834|XP_016961066.1|DBIA	LOC110679012|XP_021708568.1|AAEG
OG0000144	LOC108025875|XP_016952038.1|DBIA	LOC5567664|XP_021706076.1|AAEG
OG0000145	LOC108027597|XP_016954605.1|DBIA, LOC108034972|XP_016965780.1|DBIA, LOC108034447|XP_016964824.1|DBIA, LOC108034436|XP_016964813.1|DBIA	LOC5573204|XP_001660745.2|AAEG, LOC5573132|XP_001660748.2|AAEG
OG0000147	LOC108034317|XP_016964676.1|DBIA	LOC5569310|XP_001658443.1|AAEG
OG0000147	LOC108027404|XP_016954331.1|DBIA, LOC108027405|XP_016954333.1|DBIA	LOC5574623|XP_021713238.1|AAEG, LOC5574625|XP_001661541.1|AAEG, LOC5574626|XP_021713234.1|AAEG
OG0000148	LOC108028951|XP_016956479.1|DBIA	LOC5570032|XP_021712427.1|AAEG, LOC5570033|XP_021707394.1|AAEG
OG0000148	LOC108032365|XP_016961667.1|DBIA	LOC5566922|XP_021709641.1|AAEG, LOC5565775|XP_001650145.1|AAEG
OG0000149	LOC108032390|XP_016961701.1|DBIA, LOC108025773|XP_016951860.1|DBIA	LOC5563606|XP_021705225.1|AAEG
OG0000152	LOC108026369|XP_016952778.1|DBIA, LOC108024629|XP_016950158.1|DBIA, LOC108026368|XP_016952777.1|DBIA, LOC108026064|XP_016952248.1|DBIA	LOC5575678|XP_021701219.1|AAEG
OG0000153	LOC108031875|XP_016961128.1|DBIA, LOC108032259|XP_016961614.1|DBIA, LOC108031874|XP_016961127.1|DBIA	LOC5567541|XP_001657536.2|AAEG, LOC5567544|XP_001657539.2|AAEG
OG0000154	LOC108031961|XP_016961239.1|DBIA, LOC108031960|XP_016961238.1|DBIA, LOC108034901|XP_016965616.1|DBIA	LOC5577993|XP_021709039.1|AAEG, LOC5577992|XP_021709040.1|AAEG
OG0000155	LOC108028198|XP_016955347.1|DBIA, LOC108028194|XP_016955343.1|DBIA, LOC108028164|XP_016955313.1|DBIA	LOC5567235|XP_001651665.2|AAEG, LOC5567234|XP_001651664.1|AAEG
OG0000157	LOC108029780|XP_016957778.1|DBIA, LOC108029781|XP_016957779.1|DBIA, LOC108029406|XP_016957128.1|DBIA	LOC23687476|XP_011492940.1|AAEG, LOC5568677|XP_001658086.2|AAEG
OG0000158	LOC108029726|XP_016957696.1|DBIA, LOC108028216|XP_016955369.1|DBIA, LOC108028229|XP_016955384.1|DBIA	LOC5567032|XP_001651430.1|AAEG, LOC110675195|XP_021695298.1|AAEG, LOC5571957|XP_001660058.1|AAEG, LOC5571954|XP_021697266.1|AAEG, LOC110679210|XP_021709030.1|AAEG
OG0000159	LOC108030879|XP_016959525.1|DBIA	LOC5575859|XP_021707900.1|AAEG, LOC5575863|XP_021710525.1|AAEG
OG0000159	LOC108028558|XP_016955951.1|DBIA, LOC108030648|XP_016959149.1|DBIA	LOC5571884|XP_021709766.1|AAEG
OG0000160	LOC108031910|XP_016961167.1|DBIA, LOC108031925|XP_016961192.1|DBIA	LOC5570211|XP_021704584.1|AAEG, LOC5570209|XP_001658981.2|AAEG, LOC110677717|XP_021704583.1|AAEG, LOC5570213|XP_021704585.1|AAEG, LOC5570210|XP_001658979.2|AAEG, LOC5576801|XP_001662886.2|AAEG, LOC5571520|XP_001659766.2|AAEG, LOC5576800|XP_001662888.1|AAEG, LOC5576802|XP_021693815.1|AAEG
OG0000162	LOC108028096|XP_016955229.1|DBIA, LOC108034639|XP_016965066.1|DBIA, LOC108033386|XP_016963195.1|DBIA, LOC108027861|XP_016954951.1|DBIA	LOC5569868|XP_021703426.1|AAEG, LOC5569869|XP_021703428.1|AAEG
OG0000163	LOC108027951|XP_016955070.1|DBIA, LOC108029020|XP_016956554.1|DBIA, LOC108028969|XP_016956498.1|DBIA	LOC5579047|XP_021708224.1|AAEG, LOC5569937|XP_001658835.2|AAEG, LOC5566631|XP_021705010.1|AAEG, LOC5579048|XP_021709081.1|AAEG, LOC5579049|XP_001657247.2|AAEG
OG0000165	LOC108033162|XP_016962883.1|DBIA, LOC108034398|XP_016964769.1|DBIA	LOC5577042|XP_001663138.2|AAEG
OG0000166	LOC108022776|XP_016947379.1|DBIA	LOC5576995|XP_001663097.2|AAEG
OG0000166	LOC108022183|XP_016946523.1|DBIA, LOC108022182|XP_016946522.1|DBIA	LOC110679657|XP_021710758.1|AAEG, LOC5576996|XP_001663099.2|AAEG, LOC5574162|XP_021698426.1|AAEG
OG0000169	LOC108026158|XP_016952382.1|DBIA	LOC5569037|XP_001652677.1|AAEG, LOC5567023|XP_001651406.2|AAEG, LOC5567139|XP_001651544.1|AAEG, LOC5567129|XP_021696791.1|AAEG
OG0000170	LOC108034111|XP_016964378.1|DBIA, LOC108034110|XP_016964377.1|DBIA	LOC5568231|XP_001657924.1|AAEG, LOC5572621|XP_001660483.1|AAEG, LOC5572618|XP_001660484.1|AAEG, LOC5572619|XP_001660482.1|AAEG
OG0000171	LOC108033635|XP_016963542.1|DBIA	LOC5567018|XP_001651408.2|AAEG
OG0000171	LOC108032501|XP_016961815.1|DBIA	LOC5569979|XP_001658863.2|AAEG
OG0000171	LOC108024170|XP_016949475.1|DBIA	LOC5569480|XP_021702656.1|AAEG
OG0000172	LOC108034553|XP_016964970.1|DBIA, LOC108035179|XP_016966134.1|DBIA, LOC108030714|XP_016959245.1|DBIA	LOC5579310|XP_021695514.1|AAEG
OG0000173	LOC108022145|XP_016946475.1|DBIA, LOC108026728|XP_016953328.1|DBIA, LOC108026725|XP_016953325.1|DBIA	LOC5569048|XP_001652693.2|AAEG, LOC5569049|XP_001652694.2|AAEG
OG0000174	LOC108029878|XP_016957858.1|DBIA, LOC108032478|XP_016961789.1|DBIA, LOC108026515|XP_016952950.1|DBIA, LOC108029425|XP_016957158.1|DBIA	LOC5567346|XP_001651756.3|AAEG, LOC5567345|XP_001651754.2|AAEG, LOC5567334|XP_001651755.1|AAEG
OG0000175	LOC108024690|XP_016950256.1|DBIA	LOC5576664|XP_001656201.1|AAEG
OG0000175	LOC108025020|XP_016950765.1|DBIA, LOC108025019|XP_016950764.1|DBIA, LOC108025301|XP_016951185.1|DBIA	LOC5568638|XP_021706832.1|AAEG, LOC5568650|XP_001652484.1|AAEG
OG0000177	LOC108025819|XP_016951960.1|DBIA	LOC110680755|XP_021712235.1|AAEG, LOC5575296|XP_001655662.1|AAEG
OG0000177	LOC108024708|XP_016950288.1|DBIA	LOC5567075|XP_021712916.1|AAEG
OG0000179	LOC108036576|XP_016968317.1|DBIA, LOC108022792|XP_016947410.1|DBIA	LOC5578663|XP_021710856.1|AAEG, LOC5578667|XP_021705242.1|AAEG, LOC5578665|XP_021705991.1|AAEG
OG0000179	LOC108029190|XP_016956852.1|DBIA	LOC5578675|XP_021711080.1|AAEG
OG0000181	LOC108024775|XP_016950377.1|DBIA, LOC108025102|XP_016950854.1|DBIA	LOC5566933|XP_001651347.1|AAEG, LOC5573618|XP_001660940.2|AAEG, LOC5569414|XP_001658506.1|AAEG
OG0000182	LOC108027222|XP_016954039.1|DBIA	LOC23687553|XP_011493157.1|AAEG
OG0000182	LOC108027221|XP_016954038.1|DBIA, LOC108027033|XP_016953719.1|DBIA	LOC5569767|XP_001652982.2|AAEG
OG0000183	LOC108024098|XP_016949362.1|DBIA, LOC108024392|XP_016949792.1|DBIA, LOC108028157|XP_016955305.1|DBIA, LOC108030920|XP_016959607.1|DBIA	LOC5573015|XP_001654343.1|AAEG
OG0000184	LOC108033641|XP_016963563.1|DBIA, LOC108033749|XP_016963809.1|DBIA	LOC5570825|XP_001653329.2|AAEG, LOC5570824|XP_001653330.2|AAEG, LOC5570826|XP_001653328.2|AAEG, LOC5570823|XP_001653331.1|AAEG, LOC5578096|XP_001656792.2|AAEG
OG0000185	LOC108029021|XP_016956556.1|DBIA, LOC108029530|XP_016957321.1|DBIA, LOC108026035|XP_016952216.1|DBIA, LOC108029531|XP_016957322.1|DBIA	LOC5566170|XP_001650529.1|AAEG, LOC5567130|XP_001651555.1|AAEG, LOC110679323|XP_021709385.1|AAEG
OG0000186	LOC108025899|XP_016952070.1|DBIA, LOC108025761|XP_016951845.1|DBIA	LOC5571177|XP_001653481.2|AAEG
OG0000188	LOC108031864|XP_016961107.1|DBIA, LOC108025728|XP_016951795.1|DBIA, LOC108025627|XP_016951652.1|DBIA	LOC5564915|XP_021694344.1|AAEG, LOC5571992|XP_021699059.1|AAEG
OG0000189	LOC108027777|XP_016954829.1|DBIA	LOC5568245|XP_021701569.1|AAEG, LOC5573531|XP_021702949.1|AAEG
OG0000189	LOC108023377|XP_016948269.1|DBIA	LOC5570204|XP_001658986.1|AAEG
OG0000190	LOC108024635|XP_016950169.1|DBIA	LOC5571981|XP_021711697.1|AAEG
OG0000191	LOC108030249|XP_016958550.1|DBIA, LOC108029951|XP_016957942.1|DBIA	LOC5569575|XP_021699738.1|AAEG
OG0000192	LOC108025181|XP_016950979.1|DBIA, LOC108028235|XP_016955389.1|DBIA, LOC108027990|XP_016955105.1|DBIA	LOC110679464|XP_021709804.1|AAEG, LOC110678612|XP_021707415.1|AAEG
OG0000193	LOC108029279|XP_016956966.1|DBIA, LOC108028995|XP_016956526.1|DBIA, LOC108034791|XP_016965264.1|DBIA	LOC5565459|XP_001649763.2|AAEG, LOC5565432|XP_021710569.1|AAEG, LOC5565455|XP_021710563.1|AAEG
OG0000196	LOC108034102|XP_016964365.1|DBIA, LOC108034093|XP_016964349.1|DBIA	LOC5575664|XP_021703961.1|AAEG
OG0000196	LOC108034159|XP_016964452.1|DBIA	LOC5575663|XP_021703962.1|AAEG
OG0000197	LOC108025839|XP_016951990.1|DBIA	LOC5563985|XP_021710647.1|AAEG
OG0000197	LOC108025956|XP_016952148.1|DBIA	LOC5563957|XP_021710648.1|AAEG
OG0000197	LOC108025814|XP_016951955.1|DBIA	LOC5563981|XP_001648302.1|AAEG
OG0000200	LOC108026352|XP_016952748.1|DBIA, LOC108026351|XP_016952746.1|DBIA, LOC108026236|XP_016952560.1|DBIA, LOC108026440|XP_016952866.1|DBIA, LOC108026394|XP_016952805.1|DBIA	LOC5575967|XP_001662326.1|AAEG
OG0000201	LOC108031002|XP_016959692.1|DBIA, LOC108032235|XP_016961586.1|DBIA	LOC5566918|XP_021711709.1|AAEG, LOC5572218|XP_001660285.1|AAEG, LOC5564804|XP_021698248.1|AAEG, LOC5578282|XP_001663811.2|AAEG, LOC5565401|XP_001649748.1|AAEG, LOC5567865|XP_001651887.1|AAEG, LOC5564500|XP_001648843.2|AAEG, LOC5564501|XP_001648844.1|AAEG
OG0000202	LOC108025484|XP_016951491.1|DBIA	LOC5570233|XP_001659012.2|AAEG
OG0000203	LOC108022280|XP_016946628.1|DBIA, LOC108022958|XP_016947664.1|DBIA, LOC108023024|XP_016947746.1|DBIA	LOC5574223|XP_021704325.1|AAEG
OG0000205	LOC108026184|XP_016952462.1|DBIA, LOC108031690|XP_016960828.1|DBIA	LOC5569125|XP_001652725.2|AAEG, LOC5568060|XP_001651997.1|AAEG, LOC110680887|XP_021712370.1|AAEG, LOC5567680|XP_001657619.2|AAEG, LOC5566755|XP_001651166.1|AAEG, LOC5566757|XP_001651167.1|AAEG, LOC110680889|XP_021712372.1|AAEG, LOC5568061|XP_001651998.1|AAEG
OG0000206	LOC108022162|XP_016946495.1|DBIA	LOC110678735|XP_021707698.1|AAEG
OG0000206	LOC108023096|XP_016947846.1|DBIA	LOC110678958|XP_021708376.1|AAEG
OG0000207	LOC108030692|XP_016959216.1|DBIA	LOC5564116|XP_001648456.1|AAEG, LOC5564124|XP_001648454.1|AAEG, LOC5564118|XP_001648457.1|AAEG
OG0000209	LOC108034614|XP_016965037.1|DBIA, LOC108036709|XP_016968496.1|DBIA, LOC108036046|XP_016967476.1|DBIA, LOC108029191|XP_016956856.1|DBIA, LOC108036070|XP_016967504.1|DBIA, LOC108036078|XP_016967514.1|DBIA, LOC108036072|XP_016967508.1|DBIA, LOC108036073|XP_016967509.1|DBIA, LOC108036071|XP_016967506.1|DBIA, LOC108033409|XP_016963220.1|DBIA, LOC108029882|XP_016957861.1|DBIA	LOC5565795|XP_021706105.1|AAEG, LOC5578738|XP_001657103.3|AAEG
OG0000210	LOC108023033|XP_016947761.1|DBIA, LOC108032333|XP_016961633.1|DBIA, LOC108028855|XP_016956330.1|DBIA	LOC5564091|XP_021694803.1|AAEG
OG0000211	LOC108028727|XP_016956177.1|DBIA	LOC5568897|XP_021693434.1|AAEG
OG0000211	LOC108027188|XP_016953977.1|DBIA	LOC5577524|XP_021711176.1|AAEG
OG0000212	LOC108033998|XP_016964215.1|DBIA, LOC108033747|XP_016963800.1|DBIA, LOC108022675|XP_016947234.1|DBIA, LOC108032801|XP_016962296.1|DBIA	LOC5570819|XP_021702192.1|AAEG
OG0000213	LOC108028462|XP_016955809.1|DBIA, LOC108021870|XP_016946151.1|DBIA	LOC5563599|XP_001647919.1|AAEG, LOC5563561|XP_001647920.1|AAEG, LOC5563596|XP_021707133.1|AAEG, LOC5563598|XP_001647917.2|AAEG, LOC5563605|XP_021708906.1|AAEG
OG0000214	LOC108023573|XP_016948656.1|DBIA, LOC108026766|XP_016953398.1|DBIA, LOC108025095|XP_016950846.1|DBIA	LOC5571932|XP_021706883.1|AAEG
OG0000215	LOC108030836|XP_016959450.1|DBIA, LOC108030904|XP_016959571.1|DBIA, LOC108030875|XP_016959519.1|DBIA	LOC5571612|XP_001659801.1|AAEG
OG0000216	LOC108034933|XP_016965685.1|DBIA, LOC108025668|XP_016951695.1|DBIA	LOC5572435|XP_001660380.1|AAEG
OG0000217	LOC108021968|XP_016946294.1|DBIA	LOC5578303|XP_021705977.1|AAEG
OG0000217	LOC108033330|XP_016963105.1|DBIA, LOC108021963|XP_016946288.1|DBIA	LOC5566309|XP_001650696.2|AAEG
OG0000219	LOC108030252|XP_016958560.1|DBIA, LOC108030335|XP_016958687.1|DBIA, LOC108030251|XP_016958559.1|DBIA	LOC5578831|XP_001657181.2|AAEG
OG0000220	LOC108028355|XP_016955607.1|DBIA, LOC108028243|XP_016955413.1|DBIA, LOC108031336|XP_016960090.1|DBIA	LOC5564263|XP_001648597.1|AAEG, LOC5578071|XP_001663692.2|AAEG
OG0000221	LOC108029490|XP_016957247.1|DBIA, LOC108030986|XP_016959675.1|DBIA, LOC108029488|XP_016957245.1|DBIA	LOC5574634|XP_021699881.1|AAEG, LOC5563585|XP_001647853.1|AAEG
OG0000222	LOC108033819|XP_016963932.1|DBIA	LOC110674010|XP_021703463.1|AAEG
OG0000224	LOC108022529|XP_016946995.1|DBIA	LOC5569847|XP_001658750.1|AAEG, LOC110676855|XP_021701978.1|AAEG, LOC110676856|XP_021701979.1|AAEG, LOC110676854|XP_021701977.1|AAEG, LOC110676858|XP_021701981.1|AAEG, LOC5569856|XP_001658752.1|AAEG, LOC110676857|XP_021701980.1|AAEG
OG0000225	LOC108026127|XP_016952319.1|DBIA, LOC108026126|XP_016952318.1|DBIA, LOC108026129|XP_016952321.1|DBIA	LOC110679653|XP_021710739.1|AAEG, LOC5563961|XP_021707799.1|AAEG
OG0000226	LOC108035347|XP_016966427.1|DBIA, LOC108035350|XP_016966431.1|DBIA, LOC108034913|XP_016965648.1|DBIA, LOC108034912|XP_016965646.1|DBIA	LOC5567483|XP_001657485.1|AAEG
OG0000228	LOC108027957|XP_016955072.1|DBIA, LOC108032882|XP_016962394.1|DBIA, LOC108027508|XP_016954440.1|DBIA, LOC108028996|XP_016956528.1|DBIA	LOC5579326|XP_021711938.1|AAEG
OG0000229	LOC108024347|XP_016949737.1|DBIA, LOC108025612|XP_016951672.1|DBIA, LOC108027427|XP_016954400.1|DBIA	LOC5577392|XP_021693554.1|AAEG
OG0000229	LOC108027264|XP_016954123.1|DBIA	LOC5571171|XP_021711539.1|AAEG
OG0000230	LOC108036219|XP_016967700.1|DBIA	LOC5566114|XP_021695433.1|AAEG, LOC5566144|XP_021695434.1|AAEG, LOC5566107|XP_001650475.2|AAEG, LOC5566115|XP_001650480.3|AAEG, LOC5564561|XP_021702655.1|AAEG
OG0000232	LOC108030009|XP_016958013.1|DBIA, LOC108029997|XP_016958000.1|DBIA	LOC5571498|XP_001659748.2|AAEG
OG0000233	LOC108025539|XP_016951556.1|DBIA, LOC108025726|XP_016951794.1|DBIA, LOC108023891|XP_016949066.1|DBIA	LOC5569388|XP_021709263.1|AAEG
OG0000235	LOC108023850|XP_016948983.1|DBIA, LOC108024812|XP_016950425.1|DBIA, LOC108023892|XP_016949067.1|DBIA, LOC108023868|XP_016949036.1|DBIA	LOC110673981|XP_021704594.1|AAEG
OG0000236	LOC108028955|XP_016956482.1|DBIA, LOC108033302|XP_016963061.1|DBIA, LOC108025864|XP_016952021.1|DBIA	LOC5575032|XP_001661764.1|AAEG
OG0000237	LOC108030183|XP_016958419.1|DBIA	LOC5564231|XP_021698343.1|AAEG
OG0000237	LOC108035174|XP_016966128.1|DBIA, LOC108028944|XP_016956452.1|DBIA	LOC5570942|XP_001653411.2|AAEG
OG0000238	LOC108033953|XP_016964136.1|DBIA, LOC108033952|XP_016964134.1|DBIA, LOC108033954|XP_016964137.1|DBIA	LOC5565000|XP_001649337.1|AAEG, LOC5564976|XP_021701381.1|AAEG
OG0000239	LOC108036677|XP_016968451.1|DBIA, LOC108036655|XP_016968428.1|DBIA	LOC5574403|XP_001655106.1|AAEG, LOC5574396|XP_001655104.1|AAEG, LOC5574398|XP_001655105.1|AAEG
OG0000239	LOC108024831|XP_016950452.1|DBIA, LOC108027322|XP_016954216.1|DBIA	LOC110673997|XP_021712085.1|AAEG, LOC5574400|XP_021706635.1|AAEG
OG0000240	LOC108032068|XP_016961375.1|DBIA, LOC108032118|XP_016961440.1|DBIA, LOC108027311|XP_016954194.1|DBIA	LOC5569646|XP_001658670.2|AAEG
OG0000241	LOC108030565|XP_016958952.1|DBIA	LOC23687671|XP_011493002.2|AAEG
