Orthogroup	DBIA.longest_only	DHYD.longest_only
OG0000058	LOC108036205|XP_016967686.1|DBIA, LOC108032411|XP_016961720.1|DBIA, LOC108032495|XP_016961804.1|DBIA, LOC108036206|XP_016967687.1|DBIA	LOC111602372|XP_023175155.1|DHYD, LOC111602373|XP_023175156.2|DHYD
OG0000058	LOC108033435|XP_016963248.1|DBIA	LOC111602375|XP_023175159.2|DHYD, LOC111602371|XP_023175154.1|DHYD, LOC111602374|XP_023175158.2|DHYD
OG0000058	LOC108029081|XP_016956700.1|DBIA	LOC111591894|XP_023159568.1|DHYD
OG0000059	LOC108025520|XP_016951530.1|DBIA	LOC111595783|XP_030078737.1|DHYD
OG0000059	LOC108025316|XP_016951215.1|DBIA, LOC108025317|XP_016951216.1|DBIA	LOC111595875|XP_023165572.2|DHYD
OG0000059	LOC108025519|XP_016951529.1|DBIA	LOC111595256|XP_023164673.2|DHYD
OG0000059	LOC108025314|XP_016951213.1|DBIA	LOC111595830|XP_030078745.1|DHYD, LOC111595757|XP_023165402.2|DHYD, LOC111595792|XP_023165450.1|DHYD
OG0000060	LOC108031902|XP_016961196.1|DBIA	LOC111605118|XP_023179239.1|DHYD
OG0000060	LOC108033390|XP_016963198.1|DBIA	LOC111594203|XP_023163168.1|DHYD
OG0000060	LOC108023813|XP_016948948.1|DBIA	LOC115482748|XP_030081618.1|DHYD
OG0000060	LOC108025323|XP_016951236.1|DBIA	LOC111597837|XP_023168500.1|DHYD
OG0000060	LOC108024403|XP_016949804.1|DBIA	LOC111598840|XP_023170044.1|DHYD
OG0000060	LOC108027722|XP_016954764.1|DBIA	LOC111596076|XP_023165902.2|DHYD
OG0000061	LOC108032412|XP_016961721.1|DBIA	LOC111601172|XP_023173419.2|DHYD
OG0000061	LOC108032443|XP_016961757.1|DBIA	LOC111601168|XP_023173414.2|DHYD
OG0000061	LOC108032400|XP_016961710.1|DBIA	LOC111601143|XP_023173378.2|DHYD
OG0000061	LOC108032401|XP_016961711.1|DBIA	LOC111601144|XP_023173379.1|DHYD
OG0000062	LOC108024224|XP_016949584.1|DBIA	LOC111598288|XP_023169239.1|DHYD
OG0000062	LOC108033678|XP_016963623.1|DBIA, LOC108033486|XP_016963314.1|DBIA	LOC111600181|XP_023171951.1|DHYD, LOC111596290|XP_030080523.1|DHYD
OG0000063	LOC108024640|XP_016950181.1|DBIA, LOC108024653|XP_016950205.1|DBIA, LOC108024632|XP_016950168.1|DBIA	LOC111602944|XP_023176073.2|DHYD, LOC111602943|XP_023176072.2|DHYD, LOC111602946|XP_023176074.2|DHYD
OG0000063	LOC108034681|XP_016965111.1|DBIA	LOC111597578|XP_023168144.2|DHYD
OG0000063	LOC108035615|XP_016966791.1|DBIA	LOC111597466|XP_023167982.2|DHYD
OG0000063	LOC108035614|XP_016966789.1|DBIA, LOC108034510|XP_016964923.1|DBIA	LOC111597464|XP_023167980.2|DHYD
OG0000065	LOC108027234|XP_016954057.1|DBIA	LOC111598539|XP_023169599.2|DHYD
OG0000065	LOC108027236|XP_016954058.1|DBIA, LOC108023319|XP_016948114.1|DBIA, LOC108023329|XP_016948142.1|DBIA, LOC108023328|XP_016948127.1|DBIA	LOC111599010|XP_023170294.2|DHYD, LOC111604341|XP_023178171.2|DHYD
OG0000066	LOC108027312|XP_016954195.1|DBIA, LOC108024442|XP_016949849.1|DBIA	LOC111596465|XP_023166485.1|DHYD
OG0000066	LOC108033498|XP_016963327.1|DBIA	LOC111603713|XP_023177187.1|DHYD
OG0000066	LOC108026077|XP_016952264.1|DBIA	LOC111604865|XP_023178868.2|DHYD
OG0000066	LOC108025758|XP_016951842.1|DBIA	LOC111595983|XP_023165737.1|DHYD
OG0000066	LOC108022830|XP_016947464.1|DBIA	LOC111603187|XP_023176438.2|DHYD
OG0000067	LOC108027215|XP_016954031.1|DBIA	LOC111603515|XP_023176907.2|DHYD
OG0000067	LOC108028025|XP_016955150.1|DBIA	LOC111593087|XP_023161450.1|DHYD
OG0000067	LOC108036631|XP_016968394.1|DBIA	LOC111604531|XP_023178401.2|DHYD
OG0000067	LOC108028052|XP_016955180.1|DBIA	LOC111593109|XP_023161477.2|DHYD
OG0000067	LOC108028075|XP_016955204.1|DBIA	LOC111601094|XP_023173298.2|DHYD
OG0000068	LOC108029590|XP_016957445.1|DBIA	LOC111593542|XP_023162133.2|DHYD
OG0000068	LOC108027565|XP_016954535.1|DBIA	LOC111598177|XP_023169045.2|DHYD
OG0000069	LOC108022204|XP_016946546.1|DBIA	LOC111593948|XP_023162811.1|DHYD
OG0000070	LOC108032380|XP_016961690.1|DBIA, LOC108034332|XP_016964700.1|DBIA	LOC111602191|XP_023174921.2|DHYD
OG0000070	LOC108028712|XP_016956151.1|DBIA	LOC111591972|XP_023159687.1|DHYD
OG0000070	LOC108033786|XP_016963881.1|DBIA	LOC111602192|XP_023174922.2|DHYD
OG0000070	LOC108023296|XP_016948086.1|DBIA	LOC111602194|XP_023174924.2|DHYD
OG0000072	LOC108036662|XP_016968433.1|DBIA	LOC111604605|XP_023178486.1|DHYD
OG0000072	LOC108036290|XP_016967791.1|DBIA	LOC111594128|XP_023163054.2|DHYD
OG0000072	LOC108036249|XP_016967747.1|DBIA	LOC111594127|XP_023163053.2|DHYD
OG0000073	LOC108022685|XP_016947244.1|DBIA	LOC111595450|XP_023164945.1|DHYD
OG0000073	LOC108023361|XP_016948233.1|DBIA	LOC111597481|XP_023168396.1|DHYD
OG0000073	LOC108027157|XP_016953875.1|DBIA	LOC111602674|XP_023175635.2|DHYD
OG0000074	LOC108028307|XP_016955519.1|DBIA	LOC111596936|XP_023167155.1|DHYD, LOC111596937|XP_023167156.2|DHYD
OG0000074	LOC108028433|XP_016955751.1|DBIA	LOC111601089|XP_023173284.2|DHYD
OG0000075	LOC108030338|XP_016958695.1|DBIA	LOC111595080|XP_023164404.2|DHYD
OG0000075	LOC108031173|XP_016959885.1|DBIA	LOC111595078|XP_023164402.1|DHYD
OG0000075	LOC108031227|XP_016959955.1|DBIA	LOC111595081|XP_023164405.1|DHYD
OG0000075	LOC108030349|XP_016958707.1|DBIA	LOC111595077|XP_023164401.1|DHYD, LOC111595142|XP_023164483.1|DHYD
OG0000076	LOC108035061|XP_016965936.1|DBIA	LOC111599682|XP_023171158.1|DHYD
OG0000076	LOC108031057|XP_016959747.1|DBIA, LOC108031198|XP_016959909.1|DBIA	LOC111592395|XP_023160339.2|DHYD, LOC111592398|XP_023160342.2|DHYD
OG0000076	LOC108027529|XP_016954462.1|DBIA	LOC111600172|XP_023171933.1|DHYD
OG0000076	LOC108027531|XP_016954464.1|DBIA	LOC111594068|XP_023162969.2|DHYD
OG0000077	LOC108026696|XP_016953273.1|DBIA	LOC111599997|XP_023171665.1|DHYD
OG0000077	LOC108032098|XP_016961415.1|DBIA	LOC111595708|XP_023165321.1|DHYD
OG0000077	LOC108026817|XP_016953471.1|DBIA	LOC111599697|XP_023171187.1|DHYD
OG0000077	LOC108024645|XP_016950184.1|DBIA	LOC111592482|XP_023160465.1|DHYD
OG0000078	LOC108026559|XP_016952999.1|DBIA	LOC111593533|XP_023162105.1|DHYD, LOC111593319|XP_023161795.1|DHYD
OG0000078	LOC108030890|XP_016959551.1|DBIA	LOC111604289|XP_023178073.2|DHYD
OG0000078	LOC108027078|XP_016953782.1|DBIA	LOC111603428|XP_023176780.2|DHYD
OG0000078	LOC108027590|XP_016954597.1|DBIA	LOC111603133|XP_023176376.1|DHYD
OG0000078	LOC108023624|XP_016948723.1|DBIA	LOC111596540|XP_023166579.2|DHYD
OG0000079	LOC108028935|XP_016956443.1|DBIA, LOC108029251|XP_016956935.1|DBIA	LOC111601222|XP_023173489.2|DHYD
OG0000079	LOC108029014|XP_016956549.1|DBIA	LOC111601212|XP_023173478.1|DHYD, LOC111601204|XP_023173467.1|DHYD
OG0000080	LOC108023084|XP_016947826.1|DBIA, LOC108022970|XP_016947684.1|DBIA	LOC111600911|XP_023173040.2|DHYD
OG0000080	LOC108036474|XP_016968140.1|DBIA	LOC111592557|XP_023160621.1|DHYD
OG0000082	LOC108026719|XP_016953316.1|DBIA	LOC111600682|XP_023172704.2|DHYD
OG0000082	LOC108032144|XP_016961473.1|DBIA	LOC111595221|XP_023164604.2|DHYD
OG0000082	LOC108030979|XP_016959668.1|DBIA, LOC108030981|XP_016959669.1|DBIA, LOC108030982|XP_016959670.1|DBIA	LOC111595651|XP_023165246.2|DHYD
OG0000083	LOC108034224|XP_016964555.1|DBIA, LOC108036802|XP_016968638.1|DBIA, LOC108036697|XP_016968476.1|DBIA, LOC108036696|XP_016968475.1|DBIA	LOC111605744|XP_023180216.2|DHYD
OG0000083	LOC108034049|XP_016964289.1|DBIA	LOC111592658|XP_030079136.1|DHYD
OG0000084	LOC108029487|XP_016957244.1|DBIA	LOC111604038|XP_023177666.2|DHYD
OG0000084	LOC108030446|XP_016958828.1|DBIA	LOC111594007|XP_023162872.2|DHYD
OG0000085	LOC108030036|XP_016958096.1|DBIA	LOC111604178|XP_023177892.1|DHYD
OG0000086	LOC108026716|XP_016953312.1|DBIA	LOC115483460|XP_030081395.1|DHYD, LOC111602150|XP_030081396.1|DHYD
OG0000087	LOC108033838|XP_016963957.1|DBIA	LOC111598477|XP_023169504.1|DHYD
OG0000087	LOC108032464|XP_016961778.1|DBIA	LOC115482921|XP_030079086.1|DHYD, LOC115482922|XP_030079087.1|DHYD, LOC115482931|XP_030079123.1|DHYD
OG0000087	LOC108033704|XP_016963704.1|DBIA	LOC111604004|XP_023177629.2|DHYD
OG0000088	LOC108030164|XP_016958382.1|DBIA	LOC111592149|XP_023159964.1|DHYD
OG0000088	LOC108029008|XP_016956541.1|DBIA	LOC111598938|XP_023170184.1|DHYD
OG0000088	LOC108028140|XP_016955285.1|DBIA	LOC111593116|XP_023161484.1|DHYD
OG0000088	LOC108036273|XP_016967772.1|DBIA	LOC111604481|XP_023178334.1|DHYD
OG0000088	LOC108028134|XP_016955279.1|DBIA	LOC111593117|XP_023161486.2|DHYD
OG0000089	LOC108027303|XP_016954184.1|DBIA	LOC111603588|XP_023177012.1|DHYD
OG0000089	LOC108031913|XP_016961170.1|DBIA	LOC111598635|XP_023169747.1|DHYD
OG0000089	LOC108034931|XP_016965678.1|DBIA	LOC111603721|XP_023177200.1|DHYD
OG0000090	LOC108036323|XP_016967826.1|DBIA	LOC111592171|XP_023159993.2|DHYD
OG0000090	LOC108036321|XP_016967823.1|DBIA	LOC111592119|XP_023159918.2|DHYD
OG0000090	LOC108035651|XP_016966846.1|DBIA	LOC111592435|XP_023160386.1|DHYD
OG0000090	LOC108029154|XP_016956781.1|DBIA	LOC111598762|XP_023169942.2|DHYD
OG0000091	LOC108026296|XP_016952657.1|DBIA	LOC111601403|XP_023173720.2|DHYD
OG0000091	LOC108034140|XP_016964423.1|DBIA	LOC111599470|XP_023170907.2|DHYD
OG0000091	LOC108024396|XP_016949800.1|DBIA	LOC111592942|XP_023161174.1|DHYD
OG0000091	LOC108025529|XP_016951546.1|DBIA	LOC111592941|XP_023161173.1|DHYD
OG0000092	LOC108026462|XP_016952892.1|DBIA	LOC111599699|XP_023171192.2|DHYD
OG0000092	LOC108026448|XP_016952876.1|DBIA	LOC111597499|XP_023168028.2|DHYD
OG0000092	LOC108026029|XP_016952209.1|DBIA, LOC108026468|XP_016952900.1|DBIA	LOC111597484|XP_023168003.2|DHYD
OG0000093	LOC108036087|XP_016967526.1|DBIA	LOC111601939|XP_023174562.2|DHYD
OG0000093	LOC108023730|XP_016948856.1|DBIA	LOC111593071|XP_023161417.1|DHYD
OG0000094	LOC108034459|XP_016964832.1|DBIA	LOC111597580|XP_023168146.2|DHYD
OG0000094	LOC108027023|XP_016953706.1|DBIA	LOC111599491|XP_023170925.1|DHYD
OG0000096	LOC108034354|XP_016964729.1|DBIA	LOC111595909|XP_023165620.2|DHYD
OG0000096	LOC108032607|XP_016962024.1|DBIA	LOC111595917|XP_023165636.1|DHYD
OG0000096	LOC108024684|XP_016950250.1|DBIA	LOC111595908|XP_023165619.2|DHYD
OG0000096	LOC108032371|XP_016961681.1|DBIA	LOC111594349|XP_023163377.2|DHYD
OG0000098	LOC108027233|XP_016954056.1|DBIA	LOC111596482|XP_023166511.1|DHYD
OG0000099	LOC108023646|XP_016948752.1|DBIA	LOC111595394|XP_023164864.2|DHYD
OG0000099	LOC108023711|XP_016948830.1|DBIA	LOC115483034|XP_030079680.1|DHYD, LOC111605619|XP_030079681.1|DHYD, LOC111596155|XP_023166055.2|DHYD
OG0000100	LOC108036385|XP_016967979.1|DBIA	LOC111601225|XP_023173488.1|DHYD
OG0000100	LOC108031432|XP_016960333.1|DBIA	LOC111602698|XP_030078699.1|DHYD, LOC111593272|XP_023161711.2|DHYD
OG0000101	LOC108035923|XP_016967190.1|DBIA	LOC115483448|XP_030081298.1|DHYD
OG0000101	LOC108035925|XP_016967202.1|DBIA	LOC111605109|XP_030081823.1|DHYD
OG0000102	LOC108022873|XP_016947552.1|DBIA	LOC111597672|XP_023168266.1|DHYD
OG0000102	LOC108036452|XP_016968100.1|DBIA	LOC111597731|XP_023168344.2|DHYD
OG0000103	LOC108028249|XP_016955425.1|DBIA, LOC108028438|XP_016955757.1|DBIA	LOC111601118|XP_023173340.1|DHYD, LOC111601119|XP_023173341.2|DHYD
OG0000103	LOC108028436|XP_016955755.1|DBIA	LOC111601117|XP_023173339.2|DHYD
OG0000103	LOC108022796|XP_016947418.1|DBIA	LOC111605234|XP_023179437.1|DHYD
OG0000104	LOC108035283|XP_016966339.1|DBIA	LOC111604659|XP_023178583.1|DHYD
OG0000104	LOC108032687|XP_016962152.1|DBIA	LOC111600397|XP_023172245.2|DHYD, LOC115483402|XP_030081053.1|DHYD
OG0000104	LOC108034535|XP_016964949.1|DBIA, LOC108034533|XP_016964948.1|DBIA	LOC111604693|XP_023178632.2|DHYD
OG0000105	LOC108023041|XP_016947774.1|DBIA, LOC108031043|XP_016959733.1|DBIA, LOC108033270|XP_016963024.1|DBIA, LOC108029331|XP_016957015.1|DBIA	LOC111603935|XP_023177532.2|DHYD
OG0000105	LOC108031026|XP_016959715.1|DBIA	LOC111597551|XP_023168115.2|DHYD, LOC111598625|XP_023169726.2|DHYD
OG0000105	LOC108031245|XP_016959970.1|DBIA, LOC108031263|XP_016959991.1|DBIA	LOC111597554|XP_023168119.2|DHYD
OG0000107	LOC108022138|XP_016946469.1|DBIA, LOC108033551|XP_016963385.1|DBIA, LOC108033276|XP_016963031.1|DBIA, LOC108032344|XP_016961643.1|DBIA, LOC108033603|XP_016963445.1|DBIA, LOC108033277|XP_016963032.1|DBIA, LOC108033599|XP_016963440.1|DBIA, LOC108022432|XP_016946806.1|DBIA, LOC108022139|XP_016946470.1|DBIA, LOC108022140|XP_016946471.1|DBIA	LOC111601231|XP_023173496.2|DHYD, LOC111594919|XP_023164178.2|DHYD, LOC111594909|XP_023164167.2|DHYD
OG0000109	LOC108033292|XP_016963047.1|DBIA, LOC108034197|XP_016964514.1|DBIA	LOC111600828|XP_023172903.2|DHYD
OG0000109	LOC108034262|XP_016964608.1|DBIA	LOC111601018|XP_023173193.2|DHYD
OG0000110	LOC108028113|XP_016955251.1|DBIA	LOC111602899|XP_030081123.1|DHYD
OG0000110	LOC108028807|XP_016956281.1|DBIA	LOC111602896|XP_023176001.2|DHYD
OG0000110	LOC108028040|XP_016955167.1|DBIA	LOC111602908|XP_030081181.1|DHYD
OG0000110	LOC108028752|XP_016956212.1|DBIA	LOC111602891|XP_023175994.1|DHYD
OG0000111	LOC108026543|XP_016952982.1|DBIA	LOC111593853|XP_023162670.1|DHYD
OG0000111	LOC108026931|XP_016953634.1|DBIA	LOC111592679|XP_023160814.1|DHYD, LOC111594826|XP_023164062.1|DHYD
OG0000112	LOC108027552|XP_016954506.1|DBIA, LOC108023986|XP_016949205.1|DBIA	LOC111605329|XP_023179566.2|DHYD
OG0000112	LOC108027490|XP_016954423.1|DBIA, LOC108027493|XP_016954426.1|DBIA	LOC111605332|XP_023179568.2|DHYD, LOC111603144|XP_023176388.1|DHYD, LOC111603201|XP_023176458.2|DHYD
OG0000113	LOC108027444|XP_016954385.1|DBIA	LOC111603366|XP_023176683.2|DHYD, LOC111604045|XP_023177669.1|DHYD
OG0000114	LOC108033614|XP_016963466.1|DBIA	LOC111603785|XP_023177294.1|DHYD
OG0000114	LOC108033611|XP_016963463.1|DBIA	LOC111603782|XP_023177292.2|DHYD
OG0000114	LOC108033613|XP_016963465.1|DBIA	LOC111603784|XP_023177293.1|DHYD
OG0000116	LOC108026375|XP_016952785.1|DBIA	LOC111604852|XP_023178853.1|DHYD
OG0000116	LOC108026461|XP_016952890.1|DBIA	LOC111604823|XP_023178815.2|DHYD
OG0000116	LOC108026373|XP_016952783.1|DBIA	LOC111604866|XP_030078684.1|DHYD, LOC111604867|XP_030078683.1|DHYD, LOC111604903|XP_023178910.2|DHYD
OG0000117	LOC108032547|XP_016961914.1|DBIA	LOC111600402|XP_023172250.2|DHYD
OG0000117	LOC108032549|XP_016961915.1|DBIA	LOC111600404|XP_023172253.2|DHYD
OG0000117	LOC108032550|XP_016961916.1|DBIA	LOC111600405|XP_023172254.1|DHYD
OG0000117	LOC108032552|XP_016961919.1|DBIA	LOC111600409|XP_023172258.2|DHYD
OG0000118	LOC108029375|XP_016957092.1|DBIA, LOC108032392|XP_016961702.1|DBIA, LOC108034188|XP_016964499.1|DBIA	LOC111602186|XP_023174913.2|DHYD, LOC111602185|XP_023174912.2|DHYD
OG0000119	LOC108031872|XP_016961119.1|DBIA, LOC108026922|XP_016953622.1|DBIA	LOC111594626|XP_023163785.1|DHYD
OG0000119	LOC108031272|XP_016960002.1|DBIA	LOC111594598|XP_023163731.1|DHYD
OG0000119	LOC108031192|XP_016959902.1|DBIA	LOC111594582|XP_023163708.1|DHYD
OG0000120	LOC108023244|XP_016948011.1|DBIA	LOC111604779|XP_023178762.1|DHYD
OG0000120	LOC108030087|XP_016958214.1|DBIA	LOC111600604|XP_023172567.2|DHYD
OG0000120	LOC108028084|XP_016955219.1|DBIA	LOC111601088|XP_023173283.1|DHYD
OG0000121	LOC108023267|XP_016948040.1|DBIA, LOC108023312|XP_016948104.1|DBIA	LOC111603179|XP_023176430.1|DHYD
OG0000121	LOC108024429|XP_016949836.1|DBIA	LOC111597218|XP_030080606.1|DHYD
OG0000121	LOC108024540|XP_016949998.1|DBIA, LOC108032404|XP_016961714.1|DBIA, LOC108024542|XP_016949999.1|DBIA	LOC111597213|XP_023167555.2|DHYD, LOC111597090|XP_023167398.1|DHYD
OG0000122	LOC108032496|XP_016961805.1|DBIA	LOC111594761|XP_023163978.2|DHYD
OG0000122	LOC108023300|XP_016948090.1|DBIA	LOC111601844|XP_023174446.2|DHYD
OG0000122	LOC108036632|XP_016968395.1|DBIA	LOC111604606|XP_023178487.1|DHYD
OG0000122	LOC108029050|XP_016956602.1|DBIA	LOC111602177|XP_030079238.1|DHYD
OG0000123	LOC108022341|XP_016946693.1|DBIA	LOC111604152|XP_023177844.1|DHYD, LOC111604143|XP_023177833.1|DHYD
OG0000123	LOC108027083|XP_016953787.1|DBIA	LOC115482780|XP_030078625.1|DHYD, LOC111592387|XP_023160330.2|DHYD
OG0000124	LOC108036376|XP_016967964.1|DBIA, LOC108029804|XP_016957808.1|DBIA	LOC111596345|XP_023166304.2|DHYD, LOC111596341|XP_023166294.2|DHYD, LOC111596342|XP_023166295.2|DHYD
OG0000124	LOC108029444|XP_016957182.1|DBIA, LOC108029778|XP_016957777.1|DBIA	LOC111597130|XP_023167459.2|DHYD
OG0000125	LOC108025392|XP_016951356.1|DBIA	LOC111598816|XP_023170014.1|DHYD
OG0000125	LOC108024815|XP_016950433.1|DBIA	LOC111596553|XP_023166598.2|DHYD
OG0000125	LOC108036489|XP_016968169.1|DBIA	LOC111594119|XP_023163047.2|DHYD
OG0000126	LOC108028993|XP_016956523.1|DBIA	LOC111600358|XP_023172204.2|DHYD, LOC111598993|XP_023170265.1|DHYD
OG0000127	LOC108027453|XP_016954394.1|DBIA, LOC108027073|XP_016953776.1|DBIA	LOC111602713|XP_023175721.1|DHYD
OG0000127	LOC108027452|XP_016954393.1|DBIA	LOC111602743|XP_023175763.2|DHYD
OG0000127	LOC108027034|XP_016953720.1|DBIA	LOC111602747|XP_023175766.2|DHYD
OG0000128	LOC108026935|XP_016953637.1|DBIA	LOC111604073|XP_030081308.1|DHYD
OG0000128	LOC108027048|XP_016953738.1|DBIA	LOC111604098|XP_023177766.2|DHYD, LOC115483459|XP_030081391.1|DHYD, LOC115483450|XP_030081307.1|DHYD
OG0000129	LOC108023412|XP_016948359.1|DBIA	LOC111597362|XP_023167785.1|DHYD
OG0000129	LOC108028100|XP_016955236.1|DBIA	LOC111600994|XP_023173154.2|DHYD
OG0000129	LOC108034826|XP_016965429.1|DBIA	LOC111600993|XP_023173153.1|DHYD
OG0000129	LOC108023411|XP_016948357.1|DBIA	LOC111597361|XP_023167784.1|DHYD
OG0000130	LOC108028367|XP_016955645.1|DBIA	LOC111595665|XP_023165255.2|DHYD
OG0000130	LOC108028588|XP_016955990.1|DBIA	LOC111595642|XP_023165234.2|DHYD
OG0000130	LOC108028366|XP_016955644.1|DBIA, LOC108028365|XP_016955643.1|DBIA	LOC111595664|XP_023165254.2|DHYD
OG0000131	LOC108024454|XP_016949864.1|DBIA	LOC111594556|XP_023163679.2|DHYD
OG0000132	LOC108034248|XP_016964589.1|DBIA	LOC111595014|XP_023164289.2|DHYD
OG0000132	LOC108025160|XP_016950929.1|DBIA	LOC111603549|XP_023176951.2|DHYD
OG0000134	LOC108031841|XP_016961080.1|DBIA	LOC111602019|XP_023174685.1|DHYD
OG0000134	LOC108024440|XP_016949847.1|DBIA	LOC111598831|XP_030078873.1|DHYD
OG0000134	LOC108034196|XP_016964513.1|DBIA	LOC111601548|XP_023173960.1|DHYD
OG0000137	LOC108027255|XP_016954103.1|DBIA	LOC111594447|XP_023163503.2|DHYD
OG0000137	LOC108028330|XP_016955559.1|DBIA	LOC111601021|XP_023173196.2|DHYD
OG0000138	LOC108032199|XP_016961546.1|DBIA	LOC111603648|XP_023177095.2|DHYD
OG0000138	LOC108032221|XP_016961573.1|DBIA	LOC111603646|XP_023177093.2|DHYD
OG0000138	LOC108032211|XP_016961561.1|DBIA	LOC111603667|XP_023177119.1|DHYD
OG0000138	LOC108032223|XP_016961574.1|DBIA	LOC111603600|XP_023177027.2|DHYD, LOC111603668|XP_023177120.2|DHYD
OG0000139	LOC108027713|XP_016954752.1|DBIA	LOC111592313|XP_023160190.2|DHYD, LOC111592302|XP_023160177.2|DHYD
OG0000140	LOC108025043|XP_016950788.1|DBIA	LOC111598783|XP_023169969.2|DHYD
OG0000141	LOC108034476|XP_016964850.1|DBIA, LOC108034511|XP_016964924.1|DBIA	LOC111601723|XP_023174214.2|DHYD
OG0000141	LOC108035147|XP_016966079.1|DBIA	LOC111601724|XP_023174215.1|DHYD
OG0000141	LOC108035148|XP_016966080.1|DBIA	LOC111601725|XP_023174216.2|DHYD
OG0000142	LOC108026100|XP_016952288.1|DBIA	LOC111593371|XP_023161855.1|DHYD
OG0000142	LOC108032915|XP_016962471.1|DBIA	LOC111598639|XP_030081632.1|DHYD
OG0000142	LOC108033124|XP_016962829.1|DBIA	LOC111605339|XP_030080112.1|DHYD
OG0000143	LOC108028495|XP_016955860.1|DBIA	LOC111593521|XP_023162080.2|DHYD
OG0000143	LOC108028497|XP_016955861.1|DBIA	LOC111593524|XP_023162085.1|DHYD, LOC111593522|XP_023162082.1|DHYD
OG0000144	LOC108031834|XP_016961066.1|DBIA	LOC111604227|XP_023177966.2|DHYD
OG0000144	LOC108025875|XP_016952038.1|DBIA	LOC111596455|XP_023166450.1|DHYD
OG0000145	LOC108027597|XP_016954605.1|DBIA	LOC111603372|XP_023176692.1|DHYD
OG0000145	LOC108034972|XP_016965780.1|DBIA	LOC115483294|XP_030080505.1|DHYD, LOC111594181|XP_023163131.1|DHYD
OG0000145	LOC108034447|XP_016964824.1|DBIA	LOC111594179|XP_023163129.2|DHYD, LOC115483303|XP_030080517.1|DHYD
OG0000145	LOC108034436|XP_016964813.1|DBIA	LOC115483293|XP_030080502.1|DHYD, LOC111594177|XP_023163128.2|DHYD
OG0000147	LOC108034317|XP_016964676.1|DBIA	LOC111595831|XP_023165506.1|DHYD
OG0000147	LOC108027404|XP_016954331.1|DBIA	LOC111594434|XP_030080605.1|DHYD
OG0000147	LOC108027405|XP_016954333.1|DBIA	LOC111594518|XP_023163614.1|DHYD
OG0000148	LOC108028951|XP_016956479.1|DBIA	LOC111601105|XP_023173316.2|DHYD
OG0000148	LOC108032365|XP_016961667.1|DBIA	LOC111593768|XP_023162555.2|DHYD
OG0000149	LOC108032390|XP_016961701.1|DBIA	LOC111592069|XP_023159843.2|DHYD
OG0000149	LOC108025773|XP_016951860.1|DBIA	LOC111593628|XP_023162265.1|DHYD
OG0000150	LOC108027637|XP_016954643.1|DBIA, LOC108027638|XP_016954644.1|DBIA, LOC108027635|XP_016954642.1|DBIA, LOC108027744|XP_016954786.1|DBIA, LOC108027745|XP_016954787.1|DBIA	LOC111596269|XP_023166174.2|DHYD
OG0000151	LOC108028150|XP_016955296.1|DBIA	LOC111600942|XP_023173081.2|DHYD
OG0000151	LOC108027994|XP_016955110.1|DBIA	LOC115483388|XP_030081010.1|DHYD
OG0000151	LOC108028166|XP_016955315.1|DBIA	LOC111595796|XP_023165454.1|DHYD
OG0000151	LOC108035515|XP_016966667.1|DBIA	LOC111599240|XP_023170605.2|DHYD
OG0000152	LOC108026369|XP_016952778.1|DBIA	LOC111596245|XP_023166145.2|DHYD
OG0000152	LOC108024629|XP_016950158.1|DBIA, LOC108026368|XP_016952777.1|DBIA	LOC111596244|XP_023166144.1|DHYD
OG0000152	LOC108026064|XP_016952248.1|DBIA	LOC111596246|XP_023166146.2|DHYD
OG0000153	LOC108031875|XP_016961128.1|DBIA	LOC111593253|XP_023161680.1|DHYD
OG0000153	LOC108032259|XP_016961614.1|DBIA	LOC111593270|XP_023161709.2|DHYD
OG0000153	LOC108031874|XP_016961127.1|DBIA	LOC111593271|XP_023161710.2|DHYD
OG0000154	LOC108031961|XP_016961239.1|DBIA	LOC111603479|XP_030081666.1|DHYD
OG0000154	LOC108031960|XP_016961238.1|DBIA	LOC115483717|XP_030081665.1|DHYD
OG0000154	LOC108034901|XP_016965616.1|DBIA	LOC111604282|XP_023178065.2|DHYD
OG0000155	LOC108028198|XP_016955347.1|DBIA	LOC115483421|XP_030081184.1|DHYD, LOC115483481|XP_030081492.1|DHYD, LOC111593220|XP_023161639.2|DHYD
OG0000155	LOC108028194|XP_016955343.1|DBIA	LOC111593221|XP_023161640.2|DHYD
OG0000155	LOC108028164|XP_016955313.1|DBIA	LOC111593218|XP_023161637.2|DHYD
OG0000157	LOC108029780|XP_016957778.1|DBIA, LOC108029781|XP_016957779.1|DBIA	LOC111597018|XP_023167292.1|DHYD, LOC111597019|XP_023167293.1|DHYD
OG0000157	LOC108029406|XP_016957128.1|DBIA	LOC111597009|XP_023167281.2|DHYD
OG0000158	LOC108029726|XP_016957696.1|DBIA	LOC111594715|XP_023163921.2|DHYD
OG0000158	LOC108028216|XP_016955369.1|DBIA	LOC111597574|XP_023168141.2|DHYD
OG0000158	LOC108028229|XP_016955384.1|DBIA	LOC111597584|XP_023168151.2|DHYD
OG0000159	LOC108030879|XP_016959525.1|DBIA	LOC111592870|XP_030079690.1|DHYD
OG0000159	LOC108028558|XP_016955951.1|DBIA	LOC111601281|XP_030081817.1|DHYD
OG0000159	LOC108030648|XP_016959149.1|DBIA	LOC111595118|XP_023164454.2|DHYD
