Orthogroup	DBIA.longest_only	BTRY.longest_only
OG0000051	LOC108031055|XP_016959745.1|DBIA, LOC108031066|XP_016959760.1|DBIA	LOC120774683|XP_039960350.1|BTRY, LOC120766819|XP_039948463.1|BTRY, LOC120766441|XP_039947883.1|BTRY
OG0000052	LOC108031139|XP_016959843.1|DBIA, LOC108024786|XP_016950390.1|DBIA, LOC108031304|XP_016960037.1|DBIA, LOC108031177|XP_016959886.1|DBIA, LOC108031170|XP_016959879.1|DBIA, LOC108029994|XP_016957997.1|DBIA, LOC108029937|XP_016957921.1|DBIA	LOC120771792|XP_039955923.1|BTRY, LOC120772636|XP_039957293.1|BTRY, LOC120772635|XP_039957292.1|BTRY, LOC120772637|XP_039957294.1|BTRY
OG0000053	LOC108029369|XP_016957086.1|DBIA, LOC108029362|XP_016957079.1|DBIA	LOC120770153|XP_039953281.1|BTRY
OG0000053	LOC108029361|XP_016957078.1|DBIA	LOC120770564|XP_039954076.1|BTRY
OG0000053	LOC108029360|XP_016957077.1|DBIA	LOC120770562|XP_039954075.1|BTRY
OG0000053	LOC108029370|XP_016957087.1|DBIA	LOC120771115|XP_039954899.1|BTRY, LOC120772335|XP_039956813.1|BTRY, LOC120771116|XP_039954900.1|BTRY
OG0000054	LOC108026311|XP_016952687.1|DBIA	LOC120766688|XP_039948268.1|BTRY, LOC120773479|XP_039958337.1|BTRY
OG0000054	LOC108026084|XP_016952272.1|DBIA, LOC108026092|XP_016952281.1|DBIA, LOC108026028|XP_016952208.1|DBIA, LOC108026363|XP_016952768.1|DBIA	LOC120766314|XP_039947666.1|BTRY, LOC120771817|XP_039955972.1|BTRY, LOC120766166|XP_039947447.1|BTRY
OG0000055	LOC108025040|XP_016950785.1|DBIA	LOC120767407|XP_039949383.1|BTRY, LOC120767396|XP_039949357.1|BTRY, LOC120779292|XP_039967439.1|BTRY, LOC120779293|XP_039967441.1|BTRY, LOC120767398|XP_039949371.1|BTRY, LOC120767423|XP_039949402.1|BTRY, LOC120767442|XP_039949442.1|BTRY, LOC120767412|XP_039949391.1|BTRY, LOC120767431|XP_039949416.1|BTRY, LOC120767391|XP_039949342.1|BTRY, LOC120767434|XP_039949431.1|BTRY, LOC120778647|XP_039966497.1|BTRY, LOC120767385|XP_039949328.1|BTRY
OG0000056	LOC108031456|XP_016960380.1|DBIA, LOC108031453|XP_016960377.1|DBIA, LOC108031455|XP_016960379.1|DBIA, LOC108031454|XP_016960378.1|DBIA, LOC108031452|XP_016960376.1|DBIA	LOC120773463|XP_039958298.1|BTRY, LOC120773462|XP_039958296.1|BTRY, LOC120773461|XP_039958295.1|BTRY
OG0000056	LOC108031088|XP_016959782.1|DBIA, LOC108031982|XP_016961266.1|DBIA	LOC120775660|XP_039961862.1|BTRY
OG0000058	LOC108036205|XP_016967686.1|DBIA, LOC108032411|XP_016961720.1|DBIA, LOC108032495|XP_016961804.1|DBIA, LOC108036206|XP_016967687.1|DBIA, LOC108033435|XP_016963248.1|DBIA, LOC108029081|XP_016956700.1|DBIA	LOC120778110|XP_039965747.1|BTRY, LOC120778815|XP_039966755.1|BTRY, LOC120777383|XP_039964608.1|BTRY
OG0000059	LOC108025520|XP_016951530.1|DBIA, LOC108025316|XP_016951215.1|DBIA, LOC108025317|XP_016951216.1|DBIA, LOC108025519|XP_016951529.1|DBIA, LOC108025314|XP_016951213.1|DBIA	LOC120780097|XP_039968312.1|BTRY, LOC120780106|XP_039968325.1|BTRY, LOC120775512|XP_039961658.1|BTRY, LOC120778400|XP_039966151.1|BTRY, LOC120781731|XP_039969904.1|BTRY, LOC120782205|XP_039970291.1|BTRY, LOC120766699|XP_039948281.1|BTRY, LOC120782168|XP_039970239.1|BTRY, LOC120775546|XP_039961709.1|BTRY
OG0000060	LOC108031902|XP_016961196.1|DBIA	LOC120775432|XP_039961551.1|BTRY
OG0000060	LOC108025323|XP_016951236.1|DBIA	LOC120768177|XP_039950680.1|BTRY
OG0000061	LOC108032412|XP_016961721.1|DBIA	LOC120768964|XP_039951692.1|BTRY
OG0000061	LOC108032400|XP_016961710.1|DBIA, LOC108032401|XP_016961711.1|DBIA	LOC120768474|XP_039951115.1|BTRY, LOC120768583|XP_039951274.1|BTRY
OG0000062	LOC108024224|XP_016949584.1|DBIA, LOC108033678|XP_016963623.1|DBIA, LOC108033486|XP_016963314.1|DBIA, LOC108022124|XP_016946453.1|DBIA, LOC108030510|XP_016958887.1|DBIA, LOC108027641|XP_016954647.1|DBIA, LOC108027805|XP_016954873.1|DBIA, LOC108027642|XP_016954648.1|DBIA, LOC108027715|XP_016954755.1|DBIA, LOC108027742|XP_016954784.1|DBIA	LOC120769500|XP_039952465.1|BTRY, LOC120766206|XP_039947509.1|BTRY, LOC120779328|XP_039967463.1|BTRY, LOC120775291|XP_039961384.1|BTRY, LOC120771826|XP_039955989.1|BTRY, LOC120769103|XP_039951898.1|BTRY, LOC120767422|XP_039949399.1|BTRY, LOC120767417|XP_039949393.1|BTRY, LOC120767416|XP_039949392.1|BTRY, LOC120767418|XP_039949395.1|BTRY, LOC120767419|XP_039949396.1|BTRY, LOC120767415|XP_039949390.1|BTRY, LOC120767420|XP_039949397.1|BTRY, LOC120767414|XP_039949389.1|BTRY, LOC120767411|XP_039949387.1|BTRY, LOC120776617|XP_039963346.1|BTRY
OG0000063	LOC108024640|XP_016950181.1|DBIA, LOC108024653|XP_016950205.1|DBIA, LOC108024632|XP_016950168.1|DBIA	LOC120774802|XP_039960529.1|BTRY, LOC120775030|XP_039960920.1|BTRY, LOC120776056|XP_039962449.1|BTRY
OG0000063	LOC108034681|XP_016965111.1|DBIA, LOC108035615|XP_016966791.1|DBIA, LOC108035614|XP_016966789.1|DBIA, LOC108034510|XP_016964923.1|DBIA	LOC120782455|XP_039970679.1|BTRY, LOC120777941|XP_039965477.1|BTRY
OG0000064	LOC108034488|XP_016964882.1|DBIA	LOC120781710|XP_039969876.1|BTRY, LOC120775811|XP_039962094.1|BTRY
OG0000065	LOC108027234|XP_016954057.1|DBIA, LOC108027236|XP_016954058.1|DBIA, LOC108023319|XP_016948114.1|DBIA, LOC108023329|XP_016948142.1|DBIA, LOC108023328|XP_016948127.1|DBIA	LOC120779665|XP_039967959.1|BTRY, LOC120779680|XP_039967975.1|BTRY, LOC120782495|XP_039970733.1|BTRY
OG0000066	LOC108024355|XP_016949747.1|DBIA, LOC108027312|XP_016954195.1|DBIA, LOC108024442|XP_016949849.1|DBIA, LOC108033498|XP_016963327.1|DBIA, LOC108026077|XP_016952264.1|DBIA, LOC108025758|XP_016951842.1|DBIA, LOC108022830|XP_016947464.1|DBIA	LOC120773490|XP_039958365.1|BTRY
OG0000067	LOC108028025|XP_016955150.1|DBIA	LOC120778614|XP_039966425.1|BTRY
OG0000067	LOC108036631|XP_016968394.1|DBIA	LOC120772621|XP_039957270.1|BTRY
OG0000067	LOC108028052|XP_016955180.1|DBIA	LOC120778613|XP_039966424.1|BTRY
OG0000068	LOC108027565|XP_016954535.1|DBIA	LOC120776119|XP_039962576.1|BTRY
OG0000069	LOC108022204|XP_016946546.1|DBIA, LOC108034211|XP_016964537.1|DBIA	LOC120769525|XP_039952497.1|BTRY
OG0000070	LOC108032380|XP_016961690.1|DBIA, LOC108034332|XP_016964700.1|DBIA	LOC120775533|XP_039961688.1|BTRY, LOC120776028|XP_039962406.1|BTRY, LOC120774314|XP_039959783.1|BTRY, LOC120774316|XP_039959788.1|BTRY, LOC120774315|XP_039959784.1|BTRY
OG0000070	LOC108028712|XP_016956151.1|DBIA	LOC120775922|XP_039962258.1|BTRY
OG0000070	LOC108033786|XP_016963881.1|DBIA, LOC108023296|XP_016948086.1|DBIA	LOC120774551|XP_039960215.1|BTRY
OG0000071	LOC108034500|XP_016964894.1|DBIA, LOC108034394|XP_016964765.1|DBIA	LOC120778566|XP_039966364.1|BTRY, LOC120778407|XP_039966125.1|BTRY
OG0000072	LOC108036662|XP_016968433.1|DBIA	LOC120771304|XP_039955172.1|BTRY
OG0000072	LOC108036290|XP_016967791.1|DBIA	LOC120772988|XP_039957836.1|BTRY
OG0000072	LOC108036249|XP_016967747.1|DBIA	LOC120771756|XP_039955872.1|BTRY
OG0000073	LOC108022685|XP_016947244.1|DBIA	LOC120770531|XP_039954016.1|BTRY
OG0000073	LOC108023361|XP_016948233.1|DBIA	LOC120773570|XP_039958474.1|BTRY
OG0000073	LOC108027157|XP_016953875.1|DBIA	LOC120766419|XP_039947816.1|BTRY
OG0000074	LOC108028307|XP_016955519.1|DBIA	LOC120778910|XP_039966891.1|BTRY
OG0000074	LOC108028433|XP_016955751.1|DBIA	LOC120776970|XP_039963997.1|BTRY
OG0000075	LOC108031173|XP_016959885.1|DBIA	LOC120776593|XP_039963300.1|BTRY
OG0000075	LOC108031227|XP_016959955.1|DBIA	LOC120776389|XP_039962933.1|BTRY, LOC120778794|XP_039966728.1|BTRY, LOC120778726|XP_039966624.1|BTRY, LOC120778602|XP_039966409.1|BTRY, LOC120778440|XP_039966162.1|BTRY
OG0000075	LOC108030349|XP_016958707.1|DBIA	LOC120776388|XP_039962932.1|BTRY
OG0000076	LOC108035061|XP_016965936.1|DBIA	LOC120778972|XP_039966981.1|BTRY
OG0000076	LOC108031057|XP_016959747.1|DBIA, LOC108031198|XP_016959909.1|DBIA	LOC120773465|XP_039958303.1|BTRY, LOC120773464|XP_039958300.1|BTRY
OG0000076	LOC108027529|XP_016954462.1|DBIA	LOC120773985|XP_039959178.1|BTRY
OG0000077	LOC108026696|XP_016953273.1|DBIA	LOC120770520|XP_039953996.1|BTRY
OG0000077	LOC108032098|XP_016961415.1|DBIA	LOC120766987|XP_039948728.1|BTRY
OG0000077	LOC108026817|XP_016953471.1|DBIA	LOC120771294|XP_039955159.1|BTRY
OG0000077	LOC108024645|XP_016950184.1|DBIA	LOC120767550|XP_039949648.1|BTRY
OG0000078	LOC108026559|XP_016952999.1|DBIA, LOC108030890|XP_016959551.1|DBIA, LOC108027078|XP_016953782.1|DBIA, LOC108027590|XP_016954597.1|DBIA, LOC108023624|XP_016948723.1|DBIA	LOC120776000|XP_039962366.1|BTRY, LOC120775042|XP_039960952.1|BTRY
OG0000079	LOC108029252|XP_016956936.1|DBIA, LOC108029253|XP_016956937.1|DBIA, LOC108028935|XP_016956443.1|DBIA, LOC108029251|XP_016956935.1|DBIA	LOC120769799|XP_039952920.1|BTRY
OG0000080	LOC108023084|XP_016947826.1|DBIA, LOC108022970|XP_016947684.1|DBIA	LOC120770830|XP_039954353.1|BTRY, LOC120772997|XP_039957842.1|BTRY, LOC120772996|XP_039957841.1|BTRY
OG0000080	LOC108036474|XP_016968140.1|DBIA	LOC120772075|XP_039956403.1|BTRY, LOC120772172|XP_039956551.1|BTRY
OG0000082	LOC108026719|XP_016953316.1|DBIA, LOC108032144|XP_016961473.1|DBIA	LOC120782787|XP_039971189.1|BTRY
OG0000082	LOC108030979|XP_016959668.1|DBIA, LOC108030981|XP_016959669.1|DBIA, LOC108030982|XP_016959670.1|DBIA	LOC120766890|XP_039948574.1|BTRY, LOC120766889|XP_039948573.1|BTRY
OG0000083	LOC108034224|XP_016964555.1|DBIA, LOC108036802|XP_016968638.1|DBIA, LOC108036697|XP_016968476.1|DBIA, LOC108036696|XP_016968475.1|DBIA	LOC120768958|XP_039951686.1|BTRY
OG0000083	LOC108034049|XP_016964289.1|DBIA	LOC120767865|XP_039950113.1|BTRY
OG0000084	LOC108029487|XP_016957244.1|DBIA	LOC120781256|XP_039969343.1|BTRY
OG0000084	LOC108030446|XP_016958828.1|DBIA	LOC120770047|XP_039953099.1|BTRY, LOC120768058|XP_039950510.1|BTRY, LOC120771201|XP_039955035.1|BTRY
OG0000085	LOC108030036|XP_016958096.1|DBIA	LOC120770283|XP_039953552.1|BTRY
OG0000087	LOC108033838|XP_016963957.1|DBIA	LOC120768924|XP_039951637.1|BTRY
OG0000087	LOC108032464|XP_016961778.1|DBIA	LOC120769645|XP_039952684.1|BTRY, LOC120769435|XP_039952350.1|BTRY
OG0000087	LOC108033704|XP_016963704.1|DBIA	LOC120769086|XP_039951880.1|BTRY
OG0000088	LOC108030164|XP_016958382.1|DBIA	LOC120773069|XP_039957940.1|BTRY
OG0000089	LOC108027303|XP_016954184.1|DBIA, LOC108027149|XP_016953860.1|DBIA	LOC120766628|XP_039948178.1|BTRY
OG0000089	LOC108034931|XP_016965678.1|DBIA	LOC120778537|XP_039966313.1|BTRY
OG0000090	LOC108036323|XP_016967826.1|DBIA	LOC120771351|XP_039955235.1|BTRY
OG0000090	LOC108036321|XP_016967823.1|DBIA	LOC120771989|XP_039956278.1|BTRY
OG0000090	LOC108035651|XP_016966846.1|DBIA	LOC120772488|XP_039957068.1|BTRY, LOC120771988|XP_039956277.1|BTRY
OG0000091	LOC108026296|XP_016952657.1|DBIA	LOC120780252|XP_039968448.1|BTRY
OG0000091	LOC108034140|XP_016964423.1|DBIA	LOC120769362|XP_039952257.1|BTRY
OG0000091	LOC108024396|XP_016949800.1|DBIA	LOC120773577|XP_039958502.1|BTRY
OG0000091	LOC108025529|XP_016951546.1|DBIA	LOC120777245|XP_039964375.1|BTRY, LOC120766362|XP_039947726.1|BTRY
OG0000092	LOC108026462|XP_016952892.1|DBIA	LOC120782357|XP_039970530.1|BTRY
OG0000092	LOC108026448|XP_016952876.1|DBIA	LOC120782888|XP_039971370.1|BTRY
OG0000092	LOC108026029|XP_016952209.1|DBIA, LOC108026468|XP_016952900.1|DBIA	LOC120782541|XP_039970806.1|BTRY
OG0000093	LOC108036087|XP_016967526.1|DBIA	LOC120768178|XP_039950676.1|BTRY
OG0000093	LOC108023730|XP_016948856.1|DBIA	LOC120774454|XP_039960036.1|BTRY
OG0000094	LOC108027023|XP_016953706.1|DBIA	LOC120781795|XP_039969955.1|BTRY, LOC120781757|XP_039969927.1|BTRY, LOC120781762|XP_039969932.1|BTRY, LOC120781776|XP_039969940.1|BTRY
OG0000096	LOC108034354|XP_016964729.1|DBIA, LOC108032607|XP_016962024.1|DBIA, LOC108024684|XP_016950250.1|DBIA	LOC120768952|XP_039951675.1|BTRY
OG0000096	LOC108032371|XP_016961681.1|DBIA	LOC120768465|XP_039951102.1|BTRY, LOC120768467|XP_039951105.1|BTRY, LOC120768466|XP_039951104.1|BTRY, LOC120768468|XP_039951106.1|BTRY, LOC120767637|XP_039949738.1|BTRY, LOC120767636|XP_039949737.1|BTRY, LOC120769373|XP_039952272.1|BTRY, LOC120768601|XP_039951297.1|BTRY, LOC120769075|XP_039951869.1|BTRY, LOC120769214|XP_039952041.1|BTRY, LOC120769063|XP_039951852.1|BTRY, LOC120769257|XP_039952092.1|BTRY, LOC120768464|XP_039951101.1|BTRY, LOC120768463|XP_039951100.1|BTRY
OG0000099	LOC108023646|XP_016948752.1|DBIA	LOC120777511|XP_039964811.1|BTRY
OG0000099	LOC108023446|XP_016948427.1|DBIA	LOC120773643|XP_039958585.1|BTRY
OG0000099	LOC108023711|XP_016948830.1|DBIA	LOC120773585|XP_039958507.1|BTRY
OG0000101	LOC108035923|XP_016967190.1|DBIA	LOC120776875|XP_039963867.1|BTRY
OG0000101	LOC108035925|XP_016967202.1|DBIA	LOC120776631|XP_039963381.1|BTRY
OG0000102	LOC108022873|XP_016947552.1|DBIA	LOC120770301|XP_039953601.1|BTRY, LOC120770302|XP_039953602.1|BTRY
OG0000102	LOC108036452|XP_016968100.1|DBIA	LOC120768179|XP_039950679.1|BTRY, LOC120768056|XP_039950507.1|BTRY, LOC120771676|XP_039955732.1|BTRY, LOC120777852|XP_039965328.1|BTRY
OG0000103	LOC108028249|XP_016955425.1|DBIA, LOC108028438|XP_016955757.1|DBIA, LOC108028436|XP_016955755.1|DBIA	LOC120777733|XP_039965157.1|BTRY, LOC120776555|XP_039963241.1|BTRY
OG0000103	LOC108022796|XP_016947418.1|DBIA	LOC120771914|XP_039956135.1|BTRY, LOC120772128|XP_039956478.1|BTRY
OG0000104	LOC108035283|XP_016966339.1|DBIA	LOC120778142|XP_039965799.1|BTRY, LOC120778141|XP_039965798.1|BTRY
OG0000104	LOC108032687|XP_016962152.1|DBIA	LOC120766497|XP_039947982.1|BTRY, LOC120766343|XP_039947703.1|BTRY, LOC120778118|XP_039965756.1|BTRY
OG0000104	LOC108034535|XP_016964949.1|DBIA, LOC108034533|XP_016964948.1|DBIA	LOC120778612|XP_039966423.1|BTRY, LOC120778866|XP_039966836.1|BTRY, LOC120779052|XP_039967120.1|BTRY, LOC120778973|XP_039966995.1|BTRY
OG0000105	LOC108031026|XP_016959715.1|DBIA	LOC120782639|XP_039970941.1|BTRY, LOC120767012|XP_039948769.1|BTRY
OG0000105	LOC108031245|XP_016959970.1|DBIA, LOC108031263|XP_016959991.1|DBIA	LOC120782189|XP_039970265.1|BTRY
OG0000107	LOC108022138|XP_016946469.1|DBIA, LOC108033551|XP_016963385.1|DBIA, LOC108033276|XP_016963031.1|DBIA, LOC108032344|XP_016961643.1|DBIA, LOC108033603|XP_016963445.1|DBIA, LOC108033277|XP_016963032.1|DBIA, LOC108033599|XP_016963440.1|DBIA, LOC108022432|XP_016946806.1|DBIA, LOC108022139|XP_016946470.1|DBIA, LOC108022140|XP_016946471.1|DBIA	LOC120770816|XP_039954328.1|BTRY
OG0000108	LOC108031983|XP_016961270.1|DBIA	LOC120767830|XP_039950052.1|BTRY, LOC120781681|XP_039969836.1|BTRY
OG0000109	LOC108033291|XP_016963046.1|DBIA, LOC108034262|XP_016964608.1|DBIA	LOC120768593|XP_039951288.1|BTRY
OG0000110	LOC108028807|XP_016956281.1|DBIA, LOC108028040|XP_016955167.1|DBIA	LOC120777572|XP_039964910.1|BTRY, LOC120778881|XP_039966858.1|BTRY
OG0000110	LOC108028752|XP_016956212.1|DBIA	LOC120778906|XP_039966885.1|BTRY, LOC120777638|XP_039965025.1|BTRY
OG0000111	LOC108026543|XP_016952982.1|DBIA, LOC108026931|XP_016953634.1|DBIA	LOC120771785|XP_039955913.1|BTRY, LOC120771525|XP_039955516.1|BTRY, LOC120771526|XP_039955517.1|BTRY, LOC120771524|XP_039955515.1|BTRY
OG0000112	LOC108027552|XP_016954506.1|DBIA, LOC108023986|XP_016949205.1|DBIA	LOC120776060|XP_039962460.1|BTRY
OG0000112	LOC108027490|XP_016954423.1|DBIA, LOC108027493|XP_016954426.1|DBIA	LOC120773601|XP_039958533.1|BTRY, LOC120773600|XP_039958532.1|BTRY, LOC120773604|XP_039958538.1|BTRY, LOC120773603|XP_039958537.1|BTRY, LOC120773732|XP_039958723.1|BTRY
OG0000113	LOC108033114|XP_016962807.1|DBIA, LOC108023899|XP_016949074.1|DBIA, LOC108034036|XP_016964270.1|DBIA, LOC108027444|XP_016954385.1|DBIA, LOC108033272|XP_016963026.1|DBIA	LOC120771011|XP_039954717.1|BTRY, LOC120782768|XP_039971165.1|BTRY
OG0000114	LOC108033611|XP_016963463.1|DBIA	LOC120767657|XP_039949763.1|BTRY, LOC120774073|XP_039959325.1|BTRY, LOC120767655|XP_039949762.1|BTRY
OG0000114	LOC108033613|XP_016963465.1|DBIA	LOC120767658|XP_039949764.1|BTRY
OG0000116	LOC108026375|XP_016952785.1|DBIA	LOC120782355|XP_039970525.1|BTRY
OG0000117	LOC108032547|XP_016961914.1|DBIA	LOC120769109|XP_039951905.1|BTRY
OG0000117	LOC108032549|XP_016961915.1|DBIA	LOC120769110|XP_039951906.1|BTRY
OG0000117	LOC108032550|XP_016961916.1|DBIA	LOC120769113|XP_039951909.1|BTRY
OG0000117	LOC108032552|XP_016961919.1|DBIA	LOC120769111|XP_039951907.1|BTRY
OG0000118	LOC108029064|XP_016956623.1|DBIA, LOC108028954|XP_016956481.1|DBIA	LOC120777410|XP_039964643.1|BTRY
OG0000118	LOC108029375|XP_016957092.1|DBIA, LOC108032392|XP_016961702.1|DBIA, LOC108034188|XP_016964499.1|DBIA	LOC120774742|XP_039960431.1|BTRY
OG0000119	LOC108031872|XP_016961119.1|DBIA, LOC108026922|XP_016953622.1|DBIA, LOC108031272|XP_016960002.1|DBIA	LOC120781461|XP_039969618.1|BTRY, LOC120779615|XP_039967898.1|BTRY, LOC120782241|XP_039970343.1|BTRY, LOC120772767|XP_039957513.1|BTRY
OG0000119	LOC108031192|XP_016959902.1|DBIA	LOC120766714|XP_039948293.1|BTRY
OG0000120	LOC108023244|XP_016948011.1|DBIA	LOC120775661|XP_039961863.1|BTRY
OG0000120	LOC108030087|XP_016958214.1|DBIA	LOC120772192|XP_039956592.1|BTRY
OG0000120	LOC108028084|XP_016955219.1|DBIA	LOC120775789|XP_039962063.1|BTRY
OG0000121	LOC108023267|XP_016948040.1|DBIA, LOC108023312|XP_016948104.1|DBIA	LOC120780196|XP_039968399.1|BTRY, LOC120780541|XP_039968740.1|BTRY, LOC120777121|XP_039964203.1|BTRY
OG0000122	LOC108032496|XP_016961805.1|DBIA	LOC120768461|XP_039951097.1|BTRY
OG0000122	LOC108023300|XP_016948090.1|DBIA	LOC120771261|XP_039955113.1|BTRY
OG0000122	LOC108036632|XP_016968395.1|DBIA, LOC108029050|XP_016956602.1|DBIA	LOC120767410|XP_039949386.1|BTRY
OG0000123	LOC108022341|XP_016946693.1|DBIA, LOC108023693|XP_016948810.1|DBIA, LOC108027082|XP_016953785.1|DBIA, LOC108027106|XP_016953813.1|DBIA, LOC108027083|XP_016953787.1|DBIA	LOC120779679|XP_039968002.1|BTRY, LOC120779752|XP_039968092.1|BTRY
OG0000125	LOC108025392|XP_016951356.1|DBIA	LOC120779426|XP_039967569.1|BTRY
OG0000125	LOC108024815|XP_016950433.1|DBIA	LOC120770437|XP_039953842.1|BTRY
OG0000126	LOC108028993|XP_016956523.1|DBIA	LOC120774136|XP_039959456.1|BTRY
OG0000127	LOC108027453|XP_016954394.1|DBIA, LOC108027073|XP_016953776.1|DBIA, LOC108027452|XP_016954393.1|DBIA	LOC120779597|XP_039967879.1|BTRY
OG0000127	LOC108027034|XP_016953720.1|DBIA	LOC120779739|XP_039968050.1|BTRY
OG0000128	LOC108026935|XP_016953637.1|DBIA	LOC120772126|XP_039956474.1|BTRY, LOC120771684|XP_039955749.1|BTRY, LOC120770982|XP_039954658.1|BTRY, LOC120770983|XP_039954659.1|BTRY, LOC120770984|XP_039954660.1|BTRY
OG0000129	LOC108023412|XP_016948359.1|DBIA	LOC120775214|XP_039961211.1|BTRY
OG0000129	LOC108028100|XP_016955236.1|DBIA, LOC108034826|XP_016965429.1|DBIA, LOC108023411|XP_016948357.1|DBIA	LOC120767577|XP_039949656.1|BTRY
OG0000130	LOC108028367|XP_016955645.1|DBIA, LOC108028588|XP_016955990.1|DBIA, LOC108028366|XP_016955644.1|DBIA, LOC108028365|XP_016955643.1|DBIA	LOC120777985|XP_039965558.1|BTRY
OG0000131	LOC108024454|XP_016949864.1|DBIA	LOC120782179|XP_039970256.1|BTRY
OG0000132	LOC108034247|XP_016964588.1|DBIA, LOC108034248|XP_016964589.1|DBIA	LOC120767643|XP_039949749.1|BTRY, LOC120767644|XP_039949750.1|BTRY
OG0000132	LOC108025160|XP_016950929.1|DBIA	LOC120768834|XP_039951523.1|BTRY
OG0000134	LOC108031841|XP_016961080.1|DBIA	LOC120774903|XP_039960709.1|BTRY
OG0000134	LOC108024440|XP_016949847.1|DBIA, LOC108027712|XP_016954750.1|DBIA, LOC108034196|XP_016964513.1|DBIA	LOC120768520|XP_039951184.1|BTRY
OG0000136	LOC108030929|XP_016959612.1|DBIA	LOC120780542|XP_039968737.1|BTRY, LOC120780833|XP_039969010.1|BTRY
OG0000137	LOC108027255|XP_016954103.1|DBIA	LOC120767078|XP_039948875.1|BTRY
OG0000137	LOC108028330|XP_016955559.1|DBIA	LOC120776444|XP_039963035.1|BTRY
OG0000141	LOC108034476|XP_016964850.1|DBIA, LOC108034511|XP_016964924.1|DBIA	LOC120778104|XP_039965740.1|BTRY, LOC120778105|XP_039965741.1|BTRY, LOC120778041|XP_039965650.1|BTRY
OG0000142	LOC108026100|XP_016952288.1|DBIA	LOC120777727|XP_039965152.1|BTRY
OG0000142	LOC108022038|XP_016946373.1|DBIA	LOC120780350|XP_039968576.1|BTRY
OG0000142	LOC108033124|XP_016962829.1|DBIA	LOC120774337|XP_039959830.1|BTRY
OG0000143	LOC108028495|XP_016955860.1|DBIA	LOC120776475|XP_039963084.1|BTRY
OG0000144	LOC108031834|XP_016961066.1|DBIA	LOC120769364|XP_039952263.1|BTRY
OG0000144	LOC108025875|XP_016952038.1|DBIA	LOC120773797|XP_039958834.1|BTRY
OG0000145	LOC108027597|XP_016954605.1|DBIA	LOC120774460|XP_039960049.1|BTRY
OG0000145	LOC108034972|XP_016965780.1|DBIA	LOC120767329|XP_039949207.1|BTRY
OG0000145	LOC108034447|XP_016964824.1|DBIA	LOC120767331|XP_039949208.1|BTRY
OG0000145	LOC108034436|XP_016964813.1|DBIA	LOC120767332|XP_039949209.1|BTRY
OG0000147	LOC108034317|XP_016964676.1|DBIA	LOC120769426|XP_039952342.1|BTRY
OG0000147	LOC108027404|XP_016954331.1|DBIA	LOC120771570|XP_039955573.1|BTRY
OG0000147	LOC108027405|XP_016954333.1|DBIA	LOC120771587|XP_039955596.1|BTRY
OG0000148	LOC108028951|XP_016956479.1|DBIA	LOC120767846|XP_039950077.1|BTRY
OG0000149	LOC108032390|XP_016961701.1|DBIA	LOC120774421|XP_039959984.1|BTRY
OG0000149	LOC108025773|XP_016951860.1|DBIA	LOC120774650|XP_039960308.1|BTRY
OG0000150	LOC108027637|XP_016954643.1|DBIA, LOC108027638|XP_016954644.1|DBIA, LOC108027635|XP_016954642.1|DBIA, LOC108027744|XP_016954786.1|DBIA, LOC108027745|XP_016954787.1|DBIA	LOC120767670|XP_039949776.1|BTRY
OG0000151	LOC108028150|XP_016955296.1|DBIA	LOC120776428|XP_039963015.1|BTRY
OG0000151	LOC108027994|XP_016955110.1|DBIA	LOC120776430|XP_039963017.1|BTRY
OG0000151	LOC108035515|XP_016966667.1|DBIA	LOC120776426|XP_039963012.1|BTRY
OG0000152	LOC108026369|XP_016952778.1|DBIA, LOC108024629|XP_016950158.1|DBIA, LOC108026368|XP_016952777.1|DBIA, LOC108026064|XP_016952248.1|DBIA	LOC120780845|XP_039969021.1|BTRY
OG0000153	LOC108031875|XP_016961128.1|DBIA	LOC120778419|XP_039966138.1|BTRY, LOC120779362|XP_039967493.1|BTRY
OG0000153	LOC108032259|XP_016961614.1|DBIA, LOC108031874|XP_016961127.1|DBIA	LOC120766754|XP_039948361.1|BTRY
OG0000154	LOC108031961|XP_016961239.1|DBIA, LOC108031960|XP_016961238.1|DBIA	LOC120781967|XP_039970078.1|BTRY
OG0000154	LOC108034901|XP_016965616.1|DBIA	LOC120769548|XP_039952531.1|BTRY, LOC120769219|XP_039952049.1|BTRY
OG0000155	LOC108028198|XP_016955347.1|DBIA, LOC108028194|XP_016955343.1|DBIA, LOC108028164|XP_016955313.1|DBIA	LOC120778597|XP_039966404.1|BTRY, LOC120778577|XP_039966374.1|BTRY, LOC120776977|XP_039964008.1|BTRY
OG0000157	LOC108029780|XP_016957778.1|DBIA, LOC108029781|XP_016957779.1|DBIA, LOC108029406|XP_016957128.1|DBIA	LOC120771441|XP_039955380.1|BTRY, LOC120772567|XP_039957188.1|BTRY
OG0000158	LOC108028216|XP_016955369.1|DBIA, LOC108028229|XP_016955384.1|DBIA	LOC120778802|XP_039966738.1|BTRY, LOC120778186|XP_039965856.1|BTRY
OG0000159	LOC108030879|XP_016959525.1|DBIA	LOC120777699|XP_039965108.1|BTRY
OG0000159	LOC108028558|XP_016955951.1|DBIA	LOC120777576|XP_039964918.1|BTRY
OG0000159	LOC108030648|XP_016959149.1|DBIA	LOC120776720|XP_039963559.1|BTRY
