Orthogroup	DBIA.longest_only	CCAP.longest_only
OG0000058	LOC108036205|XP_016967686.1|DBIA, LOC108032411|XP_016961720.1|DBIA, LOC108032495|XP_016961804.1|DBIA, LOC108036206|XP_016967687.1|DBIA, LOC108033435|XP_016963248.1|DBIA, LOC108029081|XP_016956700.1|DBIA	CCAP1982_LOCUS13059|CAD7004664.1|CCAP, CCAP1982_LOCUS14675|CAD7006353.1|CCAP
OG0000059	LOC108025520|XP_016951530.1|DBIA, LOC108025316|XP_016951215.1|DBIA, LOC108025317|XP_016951216.1|DBIA, LOC108025519|XP_016951529.1|DBIA, LOC108025314|XP_016951213.1|DBIA	CCAP1982_LOCUS3622|CAD6994887.1|CCAP, CCAP1982_LOCUS3628|CAD6994893.1|CCAP, CCAP1982_LOCUS3630|CAD6994895.1|CCAP, CCAP1982_LOCUS3620|CAD6994885.1|CCAP, CCAP1982_LOCUS3626|CAD6994891.1|CCAP
OG0000060	LOC108025323|XP_016951236.1|DBIA	CCAP1982_LOCUS3311|CAD6994573.1|CCAP
OG0000061	LOC108032412|XP_016961721.1|DBIA	CCAP1982_LOCUS7588|CAD6999041.1|CCAP
OG0000061	LOC108032443|XP_016961757.1|DBIA	CCAP1982_LOCUS7592|CAD6999045.1|CCAP
OG0000061	LOC108032400|XP_016961710.1|DBIA, LOC108032401|XP_016961711.1|DBIA	CCAP1982_LOCUS7589|CAD6999042.1|CCAP, CCAP1982_LOCUS7590|CAD6999043.1|CCAP
OG0000062	LOC108024224|XP_016949584.1|DBIA, LOC108033678|XP_016963623.1|DBIA, LOC108033486|XP_016963314.1|DBIA, LOC108022124|XP_016946453.1|DBIA, LOC108030510|XP_016958887.1|DBIA, LOC108027641|XP_016954647.1|DBIA, LOC108027805|XP_016954873.1|DBIA, LOC108027642|XP_016954648.1|DBIA, LOC108027715|XP_016954755.1|DBIA, LOC108027742|XP_016954784.1|DBIA	CCAP1982_LOCUS9178|CAD7000705.1|CCAP, CCAP1982_LOCUS2476|CAD6993670.1|CCAP, CCAP1982_LOCUS9173|CAD7000700.1|CCAP, CCAP1982_LOCUS9182|CAD7000709.1|CCAP, CCAP1982_LOCUS9181|CAD7000708.1|CCAP, CCAP1982_LOCUS9180|CAD7000707.1|CCAP
OG0000063	LOC108034681|XP_016965111.1|DBIA, LOC108035615|XP_016966791.1|DBIA, LOC108035614|XP_016966789.1|DBIA, LOC108034510|XP_016964923.1|DBIA	CCAP1982_LOCUS12099|CAD7003661.1|CCAP
OG0000065	LOC108027234|XP_016954057.1|DBIA, LOC108027236|XP_016954058.1|DBIA, LOC108023319|XP_016948114.1|DBIA, LOC108023329|XP_016948142.1|DBIA, LOC108023328|XP_016948127.1|DBIA	CCAP1982_LOCUS3818|CAD6995095.1|CCAP, CCAP1982_LOCUS3819|CAD6995096.1|CCAP, CCAP1982_LOCUS3788|CAD6995064.1|CCAP
OG0000067	LOC108027215|XP_016954031.1|DBIA	CCAP1982_LOCUS14065|CAD7005713.1|CCAP
OG0000067	LOC108028025|XP_016955150.1|DBIA	CCAP1982_LOCUS14066|CAD7005714.1|CCAP
OG0000067	LOC108036631|XP_016968394.1|DBIA	CCAP1982_LOCUS21530|CAD7013467.1|CCAP
OG0000067	LOC108028052|XP_016955180.1|DBIA	CCAP1982_LOCUS14064|CAD7005712.1|CCAP
OG0000069	LOC108022204|XP_016946546.1|DBIA, LOC108034211|XP_016964537.1|DBIA	CCAP1982_LOCUS8182|CAD6999652.1|CCAP
OG0000071	LOC108034500|XP_016964894.1|DBIA, LOC108034394|XP_016964765.1|DBIA	CCAP1982_LOCUS13882|CAD7005522.1|CCAP, CCAP1982_LOCUS13883|CAD7005523.1|CCAP
OG0000072	LOC108036662|XP_016968433.1|DBIA	CCAP1982_LOCUS22450|CAD7014454.1|CCAP
OG0000072	LOC108036290|XP_016967791.1|DBIA	CCAP1982_LOCUS22440|CAD7014444.1|CCAP
OG0000072	LOC108036249|XP_016967747.1|DBIA	CCAP1982_LOCUS22446|CAD7014450.1|CCAP
OG0000073	LOC108022685|XP_016947244.1|DBIA	CCAP1982_LOCUS19678|CAD7011589.1|CCAP
OG0000073	LOC108027157|XP_016953875.1|DBIA	CCAP1982_LOCUS2823|CAD6994046.1|CCAP
OG0000074	LOC108028307|XP_016955519.1|DBIA	CCAP1982_LOCUS12639|CAD7004220.1|CCAP
OG0000075	LOC108031173|XP_016959885.1|DBIA	CCAP1982_LOCUS12981|CAD7004586.1|CCAP
OG0000075	LOC108031227|XP_016959955.1|DBIA	CCAP1982_LOCUS12988|CAD7004593.1|CCAP, CCAP1982_LOCUS12982|CAD7004587.1|CCAP, CCAP1982_LOCUS12983|CAD7004588.1|CCAP, CCAP1982_LOCUS12984|CAD7004589.1|CCAP
OG0000075	LOC108030349|XP_016958707.1|DBIA	CCAP1982_LOCUS12987|CAD7004592.1|CCAP
OG0000076	LOC108035061|XP_016965936.1|DBIA	CCAP1982_LOCUS11742|CAD7003280.1|CCAP
OG0000077	LOC108026696|XP_016953273.1|DBIA	CCAP1982_LOCUS20515|CAD7012432.1|CCAP
OG0000077	LOC108032098|XP_016961415.1|DBIA	CCAP1982_LOCUS1052|CAD6992178.1|CCAP
OG0000077	LOC108026817|XP_016953471.1|DBIA	CCAP1982_LOCUS19492|CAD7011392.1|CCAP
OG0000077	LOC108024645|XP_016950184.1|DBIA	CCAP1982_LOCUS3920|CAD6995201.1|CCAP
OG0000079	LOC108029252|XP_016956936.1|DBIA, LOC108029253|XP_016956937.1|DBIA, LOC108028935|XP_016956443.1|DBIA, LOC108029251|XP_016956935.1|DBIA	CCAP1982_LOCUS8747|CAD7000257.1|CCAP
OG0000080	LOC108023084|XP_016947826.1|DBIA, LOC108022970|XP_016947684.1|DBIA	CCAP1982_LOCUS19396|CAD7011289.1|CCAP
OG0000082	LOC108026719|XP_016953316.1|DBIA, LOC108032144|XP_016961473.1|DBIA	CCAP1982_LOCUS774|CAD6991883.1|CCAP
OG0000082	LOC108030979|XP_016959668.1|DBIA, LOC108030981|XP_016959669.1|DBIA, LOC108030982|XP_016959670.1|DBIA	CCAP1982_LOCUS8015|CAD6999491.1|CCAP, CCAP1982_LOCUS52|CAD6991105.1|CCAP
OG0000083	LOC108034224|XP_016964555.1|DBIA, LOC108036802|XP_016968638.1|DBIA, LOC108036697|XP_016968476.1|DBIA, LOC108036696|XP_016968475.1|DBIA	CCAP1982_LOCUS6083|CAD6997437.1|CCAP
OG0000083	LOC108034049|XP_016964289.1|DBIA	CCAP1982_LOCUS6084|CAD6997438.1|CCAP
OG0000084	LOC108029487|XP_016957244.1|DBIA	CCAP1982_LOCUS21786|CAD7013760.1|CCAP
OG0000084	LOC108030446|XP_016958828.1|DBIA	CCAP1982_LOCUS21697|CAD7013654.1|CCAP, CCAP1982_LOCUS21696|CAD7013653.1|CCAP, CCAP1982_LOCUS21698|CAD7013655.1|CCAP, CCAP1982_LOCUS21699|CAD7013657.1|CCAP, CCAP1982_LOCUS21700|CAD7013658.1|CCAP, CCAP1982_LOCUS21695|CAD7013652.1|CCAP, CCAP1982_LOCUS21694|CAD7013651.1|CCAP
OG0000087	LOC108033838|XP_016963957.1|DBIA	CCAP1982_LOCUS5747|CAD6997095.1|CCAP
OG0000087	LOC108032464|XP_016961778.1|DBIA	CCAP1982_LOCUS5317|CAD6996633.1|CCAP, CCAP1982_LOCUS5318|CAD6996634.1|CCAP, CCAP1982_LOCUS5294|CAD6996620.1|CCAP, CCAP1982_LOCUS5258|CAD6996589.1|CCAP
OG0000088	LOC108030164|XP_016958382.1|DBIA	CCAP1982_LOCUS20832|CAD7012728.1|CCAP
OG0000089	LOC108027303|XP_016954184.1|DBIA	CCAP1982_LOCUS487|CAD6991569.1|CCAP
OG0000089	LOC108034931|XP_016965678.1|DBIA	CCAP1982_LOCUS12882|CAD7004477.1|CCAP
OG0000090	LOC108036323|XP_016967826.1|DBIA	CCAP1982_LOCUS20695|CAD7012611.1|CCAP
OG0000090	LOC108036321|XP_016967823.1|DBIA	CCAP1982_LOCUS20698|CAD7012614.1|CCAP
OG0000090	LOC108035651|XP_016966846.1|DBIA	CCAP1982_LOCUS20704|CAD7012620.1|CCAP, CCAP1982_LOCUS20703|CAD7012619.1|CCAP
OG0000091	LOC108026296|XP_016952657.1|DBIA	CCAP1982_LOCUS2528|CAD6993730.1|CCAP
OG0000091	LOC108024396|XP_016949800.1|DBIA	CCAP1982_LOCUS1156|CAD6992288.1|CCAP
OG0000091	LOC108025529|XP_016951546.1|DBIA	CCAP1982_LOCUS1155|CAD6992287.1|CCAP, CCAP1982_LOCUS1154|CAD6992286.1|CCAP
OG0000092	LOC108026462|XP_016952892.1|DBIA	CCAP1982_LOCUS831|CAD6991943.1|CCAP, CCAP1982_LOCUS832|CAD6991944.1|CCAP, CCAP1982_LOCUS830|CAD6991942.1|CCAP
OG0000092	LOC108026448|XP_016952876.1|DBIA	CCAP1982_LOCUS835|CAD6991947.1|CCAP
OG0000092	LOC108026029|XP_016952209.1|DBIA, LOC108026468|XP_016952900.1|DBIA	CCAP1982_LOCUS834|CAD6991946.1|CCAP
OG0000093	LOC108036087|XP_016967526.1|DBIA	CCAP1982_LOCUS8218|CAD6999691.1|CCAP
OG0000094	LOC108027023|XP_016953706.1|DBIA	CCAP1982_LOCUS3416|CAD6994681.1|CCAP, CCAP1982_LOCUS3417|CAD6994682.1|CCAP
OG0000096	LOC108034354|XP_016964729.1|DBIA, LOC108032607|XP_016962024.1|DBIA, LOC108024684|XP_016950250.1|DBIA	CCAP1982_LOCUS8438|CAD6999925.1|CCAP
OG0000096	LOC108032371|XP_016961681.1|DBIA	CCAP1982_LOCUS5468|CAD6996795.1|CCAP, CCAP1982_LOCUS5460|CAD6996785.1|CCAP, CCAP1982_LOCUS5463|CAD6996789.1|CCAP, CCAP1982_LOCUS5462|CAD6996788.1|CCAP, CCAP1982_LOCUS5464|CAD6996791.1|CCAP, CCAP1982_LOCUS5467|CAD6996794.1|CCAP, CCAP1982_LOCUS5465|CAD6996792.1|CCAP, CCAP1982_LOCUS5466|CAD6996793.1|CCAP, CCAP1982_LOCUS6165|CAD6997525.1|CCAP, CCAP1982_LOCUS7697|CAD6999159.1|CCAP, CCAP1982_LOCUS8044|CAD6999519.1|CCAP, CCAP1982_LOCUS8045|CAD6999521.1|CCAP, CCAP1982_LOCUS8046|CAD6999522.1|CCAP, CCAP1982_LOCUS5461|CAD6996787.1|CCAP
OG0000098	LOC108027233|XP_016954056.1|DBIA	CCAP1982_LOCUS3817|CAD6995094.1|CCAP
OG0000101	LOC108035923|XP_016967190.1|DBIA	CCAP1982_LOCUS12877|CAD7004471.1|CCAP
OG0000102	LOC108036452|XP_016968100.1|DBIA	CCAP1982_LOCUS7221|CAD6998654.1|CCAP, CCAP1982_LOCUS5355|CAD6996671.1|CCAP, CCAP1982_LOCUS13057|CAD7004662.1|CCAP
OG0000103	LOC108028249|XP_016955425.1|DBIA, LOC108028438|XP_016955757.1|DBIA, LOC108028436|XP_016955755.1|DBIA	CCAP1982_LOCUS12819|CAD7004408.1|CCAP, CCAP1982_LOCUS12815|CAD7004405.1|CCAP, CCAP1982_LOCUS13027|CAD7004632.1|CCAP
OG0000103	LOC108022796|XP_016947418.1|DBIA	CCAP1982_LOCUS21308|CAD7013237.1|CCAP, CCAP1982_LOCUS21309|CAD7013238.1|CCAP
OG0000104	LOC108035283|XP_016966339.1|DBIA	CCAP1982_LOCUS11737|CAD7003275.1|CCAP
OG0000104	LOC108032687|XP_016962152.1|DBIA	CCAP1982_LOCUS1505|CAD6992660.1|CCAP, CCAP1982_LOCUS1506|CAD6992661.1|CCAP, CCAP1982_LOCUS12239|CAD7003806.1|CCAP
OG0000104	LOC108034535|XP_016964949.1|DBIA, LOC108034533|XP_016964948.1|DBIA	CCAP1982_LOCUS12238|CAD7003805.1|CCAP, CCAP1982_LOCUS12237|CAD7003804.1|CCAP
OG0000105	LOC108031026|XP_016959715.1|DBIA	CCAP1982_LOCUS4847|CAD6996155.1|CCAP
OG0000105	LOC108031245|XP_016959970.1|DBIA, LOC108031263|XP_016959991.1|DBIA	CCAP1982_LOCUS4851|CAD6996159.1|CCAP, CCAP1982_LOCUS4850|CAD6996158.1|CCAP
OG0000107	LOC108022138|XP_016946469.1|DBIA, LOC108033551|XP_016963385.1|DBIA, LOC108033276|XP_016963031.1|DBIA, LOC108032344|XP_016961643.1|DBIA, LOC108033603|XP_016963445.1|DBIA, LOC108033277|XP_016963032.1|DBIA, LOC108033599|XP_016963440.1|DBIA, LOC108022432|XP_016946806.1|DBIA, LOC108022139|XP_016946470.1|DBIA, LOC108022140|XP_016946471.1|DBIA	CCAP1982_LOCUS21062|CAD7012971.1|CCAP, CCAP1982_LOCUS21057|CAD7012966.1|CCAP
OG0000109	LOC108033291|XP_016963046.1|DBIA, LOC108034262|XP_016964608.1|DBIA	CCAP1982_LOCUS7956|CAD6999432.1|CCAP
OG0000110	LOC108028807|XP_016956281.1|DBIA, LOC108028040|XP_016955167.1|DBIA	CCAP1982_LOCUS12357|CAD7003935.1|CCAP
OG0000110	LOC108028752|XP_016956212.1|DBIA	CCAP1982_LOCUS12358|CAD7003936.1|CCAP
OG0000111	LOC108026543|XP_016952982.1|DBIA, LOC108026931|XP_016953634.1|DBIA	CCAP1982_LOCUS20745|CAD7012644.1|CCAP, CCAP1982_LOCUS20746|CAD7012645.1|CCAP
OG0000113	LOC108033114|XP_016962807.1|DBIA, LOC108023899|XP_016949074.1|DBIA, LOC108034036|XP_016964270.1|DBIA, LOC108027444|XP_016954385.1|DBIA, LOC108033272|XP_016963026.1|DBIA	CCAP1982_LOCUS2584|CAD6993786.1|CCAP
OG0000114	LOC108033611|XP_016963463.1|DBIA	CCAP1982_LOCUS6785|CAD6998169.1|CCAP
OG0000114	LOC108033613|XP_016963465.1|DBIA	CCAP1982_LOCUS6786|CAD6998170.1|CCAP
OG0000116	LOC108026375|XP_016952785.1|DBIA	CCAP1982_LOCUS837|CAD6991949.1|CCAP
OG0000116	LOC108026461|XP_016952890.1|DBIA	CCAP1982_LOCUS839|CAD6991951.1|CCAP
OG0000116	LOC108026374|XP_016952784.1|DBIA, LOC108026023|XP_016952204.1|DBIA, LOC108026373|XP_016952783.1|DBIA	CCAP1982_LOCUS838|CAD6991950.1|CCAP
OG0000117	LOC108032547|XP_016961914.1|DBIA	CCAP1982_LOCUS6010|CAD6997373.1|CCAP
OG0000117	LOC108032549|XP_016961915.1|DBIA	CCAP1982_LOCUS6011|CAD6997374.1|CCAP
OG0000117	LOC108032550|XP_016961916.1|DBIA	CCAP1982_LOCUS6012|CAD6997375.1|CCAP
OG0000117	LOC108032552|XP_016961919.1|DBIA	CCAP1982_LOCUS6013|CAD6997376.1|CCAP
OG0000118	LOC108029064|XP_016956623.1|DBIA, LOC108028954|XP_016956481.1|DBIA	CCAP1982_LOCUS12332|CAD7003903.1|CCAP
OG0000119	LOC108031872|XP_016961119.1|DBIA, LOC108026922|XP_016953622.1|DBIA, LOC108031272|XP_016960002.1|DBIA	CCAP1982_LOCUS3103|CAD6994347.1|CCAP, CCAP1982_LOCUS3098|CAD6994342.1|CCAP
OG0000119	LOC108031192|XP_016959902.1|DBIA	CCAP1982_LOCUS3102|CAD6994346.1|CCAP
OG0000120	LOC108030087|XP_016958214.1|DBIA	CCAP1982_LOCUS23192|CAD7015242.1|CCAP
OG0000121	LOC108023267|XP_016948040.1|DBIA, LOC108023312|XP_016948104.1|DBIA	CCAP1982_LOCUS2051|CAD6993234.1|CCAP, CCAP1982_LOCUS1663|CAD6992825.1|CCAP, CCAP1982_LOCUS1662|CAD6992824.1|CCAP
OG0000122	LOC108032496|XP_016961805.1|DBIA	CCAP1982_LOCUS8593|CAD7000095.1|CCAP
OG0000122	LOC108023300|XP_016948090.1|DBIA	CCAP1982_LOCUS21055|CAD7012964.1|CCAP
OG0000122	LOC108036632|XP_016968395.1|DBIA, LOC108029050|XP_016956602.1|DBIA	CCAP1982_LOCUS9176|CAD7000703.1|CCAP
OG0000123	LOC108022341|XP_016946693.1|DBIA, LOC108023693|XP_016948810.1|DBIA, LOC108027082|XP_016953785.1|DBIA, LOC108027106|XP_016953813.1|DBIA, LOC108027083|XP_016953787.1|DBIA	CCAP1982_LOCUS1926|CAD6993101.1|CCAP
OG0000125	LOC108025392|XP_016951356.1|DBIA	CCAP1982_LOCUS3814|CAD6995090.1|CCAP
OG0000125	LOC108024815|XP_016950433.1|DBIA	CCAP1982_LOCUS3392|CAD6994657.1|CCAP
OG0000126	LOC108021876|XP_016946157.1|DBIA, LOC108021888|XP_016946169.1|DBIA, LOC108021886|XP_016946167.1|DBIA, LOC108025016|XP_016950761.1|DBIA, LOC108028993|XP_016956523.1|DBIA	CCAP1982_LOCUS11731|CAD7003269.1|CCAP
OG0000127	LOC108027453|XP_016954394.1|DBIA, LOC108027073|XP_016953776.1|DBIA, LOC108027452|XP_016954393.1|DBIA	CCAP1982_LOCUS4704|CAD6995998.1|CCAP
OG0000127	LOC108027034|XP_016953720.1|DBIA	CCAP1982_LOCUS4705|CAD6995999.1|CCAP
OG0000128	LOC108026935|XP_016953637.1|DBIA	CCAP1982_LOCUS22172|CAD7014166.1|CCAP, CCAP1982_LOCUS22173|CAD7014167.1|CCAP
OG0000128	LOC108027048|XP_016953738.1|DBIA	CCAP1982_LOCUS8671|CAD7000180.1|CCAP
OG0000129	LOC108028100|XP_016955236.1|DBIA, LOC108034826|XP_016965429.1|DBIA, LOC108023411|XP_016948357.1|DBIA	CCAP1982_LOCUS7073|CAD6998479.1|CCAP
OG0000130	LOC108028367|XP_016955645.1|DBIA, LOC108028588|XP_016955990.1|DBIA, LOC108028366|XP_016955644.1|DBIA, LOC108028365|XP_016955643.1|DBIA	CCAP1982_LOCUS13229|CAD7004843.1|CCAP
OG0000131	LOC108024454|XP_016949864.1|DBIA	CCAP1982_LOCUS3123|CAD6994370.1|CCAP
OG0000132	LOC108034247|XP_016964588.1|DBIA, LOC108034248|XP_016964589.1|DBIA	CCAP1982_LOCUS8509|CAD7000003.1|CCAP
OG0000132	LOC108025160|XP_016950929.1|DBIA	CCAP1982_LOCUS738|CAD6991839.1|CCAP
OG0000134	LOC108031841|XP_016961080.1|DBIA	CCAP1982_LOCUS1778|CAD6992945.1|CCAP
OG0000134	LOC108034196|XP_016964513.1|DBIA	CCAP1982_LOCUS7922|CAD6999396.1|CCAP
OG0000136	LOC108030929|XP_016959612.1|DBIA	CCAP1982_LOCUS19560|CAD7011460.1|CCAP
OG0000137	LOC108027255|XP_016954103.1|DBIA	CCAP1982_LOCUS3379|CAD6994644.1|CCAP
OG0000137	LOC108028330|XP_016955559.1|DBIA	CCAP1982_LOCUS11874|CAD7003418.1|CCAP
OG0000138	LOC108032199|XP_016961546.1|DBIA, LOC108032198|XP_016961543.1|DBIA, LOC108032221|XP_016961573.1|DBIA, LOC108032211|XP_016961561.1|DBIA, LOC108032223|XP_016961574.1|DBIA	CCAP1982_LOCUS121|CAD6991184.1|CCAP
OG0000141	LOC108034476|XP_016964850.1|DBIA, LOC108034511|XP_016964924.1|DBIA	CCAP1982_LOCUS11187|CAD7002710.1|CCAP
OG0000142	LOC108026100|XP_016952288.1|DBIA	CCAP1982_LOCUS416|CAD6991492.1|CCAP
OG0000142	LOC108022038|XP_016946373.1|DBIA	CCAP1982_LOCUS3469|CAD6994736.1|CCAP
OG0000142	LOC108035863|XP_016967098.1|DBIA	CCAP1982_LOCUS418|CAD6991494.1|CCAP
OG0000143	LOC108028497|XP_016955861.1|DBIA	CCAP1982_LOCUS14321|CAD7005985.1|CCAP, CCAP1982_LOCUS7309|CAD6998755.1|CCAP
OG0000144	LOC108031834|XP_016961066.1|DBIA	CCAP1982_LOCUS782|CAD6991891.1|CCAP
OG0000145	LOC108034972|XP_016965780.1|DBIA	CCAP1982_LOCUS9143|CAD7000669.1|CCAP
OG0000145	LOC108034447|XP_016964824.1|DBIA	CCAP1982_LOCUS9140|CAD7000666.1|CCAP
OG0000145	LOC108034436|XP_016964813.1|DBIA	CCAP1982_LOCUS9142|CAD7000668.1|CCAP
OG0000147	LOC108034317|XP_016964676.1|DBIA	CCAP1982_LOCUS8274|CAD6999751.1|CCAP
OG0000147	LOC108027404|XP_016954331.1|DBIA	CCAP1982_LOCUS2081|CAD6993264.1|CCAP
OG0000147	LOC108027405|XP_016954333.1|DBIA	CCAP1982_LOCUS2080|CAD6993263.1|CCAP
OG0000148	LOC108028951|XP_016956479.1|DBIA	CCAP1982_LOCUS9151|CAD7000677.1|CCAP
OG0000150	LOC108027637|XP_016954643.1|DBIA, LOC108027638|XP_016954644.1|DBIA, LOC108027635|XP_016954642.1|DBIA, LOC108027744|XP_016954786.1|DBIA, LOC108027745|XP_016954787.1|DBIA	CCAP1982_LOCUS8395|CAD6999884.1|CCAP, CCAP1982_LOCUS8394|CAD6999883.1|CCAP, CCAP1982_LOCUS8366|CAD6999854.1|CCAP
OG0000151	LOC108028150|XP_016955296.1|DBIA	CCAP1982_LOCUS13475|CAD7005113.1|CCAP
OG0000151	LOC108027994|XP_016955110.1|DBIA	CCAP1982_LOCUS13481|CAD7005119.1|CCAP
OG0000151	LOC108028166|XP_016955315.1|DBIA	CCAP1982_LOCUS13480|CAD7005118.1|CCAP
OG0000151	LOC108035515|XP_016966667.1|DBIA	CCAP1982_LOCUS13479|CAD7005117.1|CCAP
OG0000152	LOC108026369|XP_016952778.1|DBIA, LOC108024629|XP_016950158.1|DBIA, LOC108026368|XP_016952777.1|DBIA, LOC108026064|XP_016952248.1|DBIA	CCAP1982_LOCUS4908|CAD6996220.1|CCAP
OG0000153	LOC108031875|XP_016961128.1|DBIA	CCAP1982_LOCUS2010|CAD6993188.1|CCAP, CCAP1982_LOCUS2009|CAD6993187.1|CCAP
OG0000153	LOC108032259|XP_016961614.1|DBIA, LOC108031874|XP_016961127.1|DBIA	CCAP1982_LOCUS2011|CAD6993189.1|CCAP
OG0000154	LOC108031961|XP_016961239.1|DBIA, LOC108031960|XP_016961238.1|DBIA	CCAP1982_LOCUS3144|CAD6994392.1|CCAP
OG0000154	LOC108034901|XP_016965616.1|DBIA	CCAP1982_LOCUS3145|CAD6994393.1|CCAP, CCAP1982_LOCUS8911|CAD7000435.1|CCAP, CCAP1982_LOCUS8831|CAD7000349.1|CCAP
OG0000155	LOC108028198|XP_016955347.1|DBIA, LOC108028194|XP_016955343.1|DBIA, LOC108028164|XP_016955313.1|DBIA	CCAP1982_LOCUS12374|CAD7003952.1|CCAP, CCAP1982_LOCUS12366|CAD7003944.1|CCAP, CCAP1982_LOCUS12365|CAD7003943.1|CCAP
OG0000157	LOC108029780|XP_016957778.1|DBIA, LOC108029781|XP_016957779.1|DBIA, LOC108029406|XP_016957128.1|DBIA	CCAP1982_LOCUS19950|CAD7011840.1|CCAP, CCAP1982_LOCUS19951|CAD7011841.1|CCAP
OG0000158	LOC108028216|XP_016955369.1|DBIA, LOC108028229|XP_016955384.1|DBIA	CCAP1982_LOCUS12092|CAD7003654.1|CCAP
OG0000159	LOC108030879|XP_016959525.1|DBIA	CCAP1982_LOCUS14640|CAD7006318.1|CCAP
OG0000159	LOC108028558|XP_016955951.1|DBIA	CCAP1982_LOCUS13501|CAD7005140.1|CCAP
OG0000159	LOC108030648|XP_016959149.1|DBIA	CCAP1982_LOCUS13500|CAD7005139.1|CCAP
OG0000160	LOC108031910|XP_016961167.1|DBIA, LOC108031925|XP_016961192.1|DBIA	CCAP1982_LOCUS3900|CAD6995179.1|CCAP, CCAP1982_LOCUS3899|CAD6995178.1|CCAP
OG0000161	LOC108028392|XP_016955736.1|DBIA	CCAP1982_LOCUS13663|CAD7005305.1|CCAP
OG0000162	LOC108027861|XP_016954951.1|DBIA	CCAP1982_LOCUS7836|CAD6999308.1|CCAP
OG0000163	LOC108027951|XP_016955070.1|DBIA	CCAP1982_LOCUS14291|CAD7005953.1|CCAP, CCAP1982_LOCUS14290|CAD7005952.1|CCAP, CCAP1982_LOCUS14295|CAD7005957.1|CCAP, CCAP1982_LOCUS14292|CAD7005954.1|CCAP
OG0000163	LOC108029020|XP_016956554.1|DBIA, LOC108028969|XP_016956498.1|DBIA	CCAP1982_LOCUS9112|CAD7000638.1|CCAP
OG0000164	LOC108030208|XP_016958457.1|DBIA	CCAP1982_LOCUS19783|CAD7011699.1|CCAP
OG0000166	LOC108022776|XP_016947379.1|DBIA	CCAP1982_LOCUS6365|CAD6997733.1|CCAP, CCAP1982_LOCUS6366|CAD6997734.1|CCAP, CCAP1982_LOCUS6367|CAD6997735.1|CCAP
OG0000167	LOC108027716|XP_016954760.1|DBIA, LOC108028514|XP_016955888.1|DBIA	CCAP1982_LOCUS11080|CAD7002594.1|CCAP
OG0000167	LOC108027871|XP_016954979.1|DBIA	CCAP1982_LOCUS14885|CAD7006571.1|CCAP
OG0000169	LOC108026158|XP_016952382.1|DBIA	CCAP1982_LOCUS2677|CAD6993883.1|CCAP
OG0000169	LOC108028466|XP_016955816.1|DBIA, LOC108032033|XP_016961334.1|DBIA	CCAP1982_LOCUS1231|CAD6992367.1|CCAP
OG0000170	LOC108034111|XP_016964378.1|DBIA, LOC108034110|XP_016964377.1|DBIA	CCAP1982_LOCUS6773|CAD6998157.1|CCAP, CCAP1982_LOCUS6774|CAD6998158.1|CCAP, CCAP1982_LOCUS6772|CAD6998156.1|CCAP
OG0000170	LOC108033485|XP_016963313.1|DBIA	CCAP1982_LOCUS6771|CAD6998155.1|CCAP
OG0000171	LOC108033635|XP_016963542.1|DBIA	CCAP1982_LOCUS6079|CAD6997433.1|CCAP
OG0000171	LOC108032501|XP_016961815.1|DBIA	CCAP1982_LOCUS5549|CAD6996876.1|CCAP
OG0000172	LOC108034553|XP_016964970.1|DBIA, LOC108035179|XP_016966134.1|DBIA, LOC108030714|XP_016959245.1|DBIA	CCAP1982_LOCUS12610|CAD7004191.1|CCAP
OG0000173	LOC108022145|XP_016946475.1|DBIA, LOC108026728|XP_016953328.1|DBIA	CCAP1982_LOCUS21538|CAD7013476.1|CCAP
OG0000173	LOC108026725|XP_016953325.1|DBIA	CCAP1982_LOCUS21539|CAD7013477.1|CCAP
OG0000174	LOC108029878|XP_016957858.1|DBIA	CCAP1982_LOCUS1980|CAD6993154.1|CCAP, CCAP1982_LOCUS12725|CAD7004305.1|CCAP, CCAP1982_LOCUS21517|CAD7013452.1|CCAP
OG0000174	LOC108032478|XP_016961789.1|DBIA, LOC108026515|XP_016952950.1|DBIA, LOC108029425|XP_016957158.1|DBIA	CCAP1982_LOCUS7088|CAD6998497.1|CCAP
OG0000175	LOC108024690|XP_016950256.1|DBIA	CCAP1982_LOCUS4970|CAD6996286.1|CCAP
OG0000175	LOC108025020|XP_016950765.1|DBIA, LOC108025019|XP_016950764.1|DBIA, LOC108025301|XP_016951185.1|DBIA	CCAP1982_LOCUS785|CAD6991894.1|CCAP
OG0000176	LOC108035047|XP_016965910.1|DBIA, LOC108035048|XP_016965911.1|DBIA, LOC108035191|XP_016966170.1|DBIA, LOC108035193|XP_016966172.1|DBIA	CCAP1982_LOCUS11594|CAD7003132.1|CCAP
OG0000177	LOC108024708|XP_016950288.1|DBIA	CCAP1982_LOCUS3972|CAD6995251.1|CCAP
OG0000179	LOC108036576|XP_016968317.1|DBIA	CCAP1982_LOCUS19655|CAD7011567.1|CCAP
OG0000179	LOC108022792|XP_016947410.1|DBIA	CCAP1982_LOCUS20038|CAD7011926.1|CCAP
OG0000180	LOC108029913|XP_016957895.1|DBIA	CCAP1982_LOCUS23260|CAD7015315.1|CCAP
OG0000181	LOC108024973|XP_016950705.1|DBIA	CCAP1982_LOCUS2966|CAD6994204.1|CCAP, CCAP1982_LOCUS1186|CAD6992318.1|CCAP
