Orthogroup	DSUB.longest_only	CQUI.longest_only
OG0000099	LOC117891933|XP_034653664.1|DSUB	LOC6042285|XP_001851422.2|CQUI, LOC6054549|XP_038116742.1|CQUI, LOC6042289|XP_038114746.1|CQUI
OG0000101	LOC117895429|XP_034658961.1|DSUB, LOC117895432|XP_034658973.1|DSUB, LOC117895188|XP_034658556.1|DSUB, LOC117893149|XP_034655501.1|DSUB, LOC117893148|XP_034655500.1|DSUB	LOC6031031|XP_038120612.1|CQUI
OG0000102	LOC117891856|XP_034653505.1|DSUB	LOC6042849|XP_038117049.1|CQUI, LOC6037140|XP_001847080.2|CQUI, LOC6036514|XP_038106639.1|CQUI, LOC6050891|XP_001867414.2|CQUI, LOC6050894|XP_038117044.1|CQUI
OG0000102	LOC117890056|XP_034650578.1|DSUB	LOC6039374|XP_038104844.1|CQUI
OG0000103	LOC117894294|XP_034657145.1|DSUB, LOC117893174|XP_034655541.1|DSUB, LOC117895790|XP_034659583.1|DSUB, LOC117891545|XP_034652951.1|DSUB	LOC6045942|XP_001863219.2|CQUI, LOC6040622|XP_001849990.2|CQUI, LOC6040623|XP_001849991.2|CQUI, LOC6040621|XP_001849989.2|CQUI, LOC6051635|XP_038111149.1|CQUI
OG0000104	LOC117901076|XP_034667579.1|DSUB, LOC117894809|XP_034657935.1|DSUB	LOC6050831|XP_038120913.1|CQUI, LOC6053183|XP_038120915.1|CQUI
OG0000105	LOC117898284|XP_034663430.1|DSUB, LOC117898760|XP_034664276.1|DSUB, LOC117898251|XP_034663389.1|DSUB, LOC117898250|XP_034663388.1|DSUB	LOC6047452|XP_038116619.1|CQUI
OG0000109	LOC117897295|XP_034661930.1|DSUB	LOC6033915|XP_038109440.1|CQUI, LOC6033917|XP_001844306.2|CQUI, LOC6033910|XP_001844299.2|CQUI, LOC6033911|XP_001844300.2|CQUI, LOC6031197|XP_001842037.2|CQUI, LOC6033913|XP_001844302.2|CQUI
OG0000109	LOC117901646|XP_034668372.1|DSUB	LOC6033920|XP_038105634.1|CQUI, LOC6033912|XP_001844301.1|CQUI
OG0000110	LOC117895604|XP_034659243.1|DSUB, LOC117895606|XP_034659245.1|DSUB, LOC117895605|XP_034659244.1|DSUB, LOC117895607|XP_034659246.1|DSUB	LOC6043136|XP_001856160.2|CQUI, LOC6043134|XP_001856143.2|CQUI, LOC6043130|XP_001856154.2|CQUI
OG0000111	LOC117890933|XP_034651959.1|DSUB, LOC117890150|XP_034650731.1|DSUB, LOC117890935|XP_034651960.1|DSUB	LOC6047827|XP_001864828.1|CQUI, LOC6045849|XP_001863137.1|CQUI, LOC6045843|XP_001863132.1|CQUI, LOC6045847|XP_001863135.1|CQUI, LOC119768008|XP_038114190.1|CQUI, LOC6053278|XP_038106379.1|CQUI
OG0000112	LOC117903430|XP_034671344.1|DSUB, LOC117902763|XP_034670250.1|DSUB	LOC6049010|XP_001865843.2|CQUI, LOC6049009|XP_001865842.2|CQUI
OG0000113	LOC117897174|XP_034661763.1|DSUB, LOC117897177|XP_034661767.1|DSUB	LOC6046965|XP_001864079.2|CQUI, LOC6044592|XP_001862083.2|CQUI
OG0000117	LOC117902128|XP_034669147.1|DSUB, LOC117902129|XP_034669148.1|DSUB, LOC117902130|XP_034669149.1|DSUB, LOC117902132|XP_034669152.1|DSUB	LOC6044863|XP_001862308.2|CQUI, LOC6044862|XP_001862307.2|CQUI
OG0000118	LOC117901945|XP_034668808.1|DSUB, LOC117903909|XP_034672306.1|DSUB	LOC6033809|XP_001844207.2|CQUI, LOC6033806|XP_001844204.2|CQUI, LOC6033808|XP_001844206.2|CQUI, LOC6033807|XP_001844205.2|CQUI, LOC6041750|XP_038121892.1|CQUI, LOC6053902|XP_001869908.1|CQUI, LOC6053959|XP_001869955.1|CQUI
OG0000119	LOC117897103|XP_034661639.1|DSUB, LOC117896957|XP_034661393.1|DSUB, LOC117896767|XP_034661133.1|DSUB	LOC6044949|XP_001862378.2|CQUI, LOC6046977|XP_001864093.2|CQUI, LOC119769962|XP_038119808.1|CQUI, LOC6046996|XP_038106290.1|CQUI, LOC6033931|XP_001844320.2|CQUI
OG0000120	LOC117889781|XP_034650140.1|DSUB	LOC6045947|XP_001863227.1|CQUI
OG0000120	LOC117890793|XP_034651759.1|DSUB	LOC6036207|XP_038120021.1|CQUI
OG0000121	LOC117899076|XP_034664737.1|DSUB, LOC117899077|XP_034664738.1|DSUB, LOC117897123|XP_034661670.1|DSUB, LOC117897204|XP_034661798.1|DSUB, LOC117897203|XP_034661797.1|DSUB	LOC6033966|XP_001844354.1|CQUI
OG0000122	LOC117901107|XP_034667631.1|DSUB, LOC117903442|XP_034671364.1|DSUB, LOC117890920|XP_034651941.1|DSUB, LOC117900850|XP_034667261.1|DSUB	LOC6053007|XP_038121709.1|CQUI, LOC6045479|XP_038121706.1|CQUI
OG0000123	LOC117898288|XP_034663435.1|DSUB, LOC117898289|XP_034663436.1|DSUB	LOC6053923|XP_001869927.2|CQUI, LOC6038440|XP_038105029.1|CQUI
OG0000124	LOC117891609|XP_034653033.1|DSUB, LOC117891035|XP_034652093.1|DSUB, LOC117891034|XP_034652092.1|DSUB, LOC117892669|XP_034654949.1|DSUB	LOC6034071|XP_001844446.1|CQUI
OG0000125	LOC117897758|XP_034662692.1|DSUB	LOC6045001|XP_038105443.1|CQUI
OG0000127	LOC117899404|XP_034665281.1|DSUB, LOC117899406|XP_034665283.1|DSUB, LOC117899403|XP_034665280.1|DSUB, LOC117898149|XP_034663239.1|DSUB	LOC6037843|XP_038111453.1|CQUI
OG0000128	LOC117892245|XP_034654249.1|DSUB, LOC117892247|XP_034654250.1|DSUB	LOC6043355|XP_038120797.1|CQUI
OG0000129	LOC117893897|XP_034656603.1|DSUB, LOC117893675|XP_034656254.1|DSUB, LOC117901205|XP_034667750.1|DSUB	LOC6040494|XP_038119684.1|CQUI
OG0000130	LOC117895254|XP_034658662.1|DSUB, LOC117895250|XP_034658656.1|DSUB, LOC117895252|XP_034658658.1|DSUB, LOC117895251|XP_034658657.1|DSUB	LOC6037744|XP_001847624.2|CQUI
OG0000132	LOC117900438|XP_034666699.1|DSUB, LOC117900435|XP_034666695.1|DSUB, LOC117896761|XP_034661126.1|DSUB	LOC6031739|XP_001842458.2|CQUI, LOC6047828|XP_038122241.1|CQUI, LOC6046245|XP_001863473.2|CQUI
OG0000134	LOC117896539|XP_034660813.1|DSUB	LOC6052953|XP_038113348.1|CQUI
OG0000134	LOC117900962|XP_034667428.1|DSUB	LOC6033339|XP_001843803.1|CQUI
OG0000137	LOC117898920|XP_034664521.1|DSUB	LOC6042021|XP_038106251.1|CQUI
OG0000137	LOC117893964|XP_034656656.1|DSUB	LOC6050896|XP_001867417.2|CQUI, LOC6048049|XP_001865019.2|CQUI
OG0000139	LOC117900774|XP_034667146.1|DSUB, LOC117901330|XP_034667930.1|DSUB, LOC117902366|XP_034669572.1|DSUB	LOC6040185|XP_001849635.2|CQUI
OG0000140	LOC117898015|XP_034663034.1|DSUB, LOC117890756|XP_034651707.1|DSUB	LOC6041558|XP_038112888.1|CQUI, LOC6041579|XP_001850789.2|CQUI, LOC6041547|XP_001850792.2|CQUI, LOC119766314|XP_038106714.1|CQUI, LOC119767434|XP_038111961.1|CQUI, LOC6035171|XP_038113706.1|CQUI, LOC6032065|XP_001842731.2|CQUI, LOC6032062|XP_001842728.2|CQUI, LOC6032063|XP_001842729.2|CQUI, LOC6032064|XP_001842730.2|CQUI
OG0000141	LOC117895145|XP_034658465.1|DSUB, LOC117895146|XP_034658469.1|DSUB, LOC117895143|XP_034658460.1|DSUB, LOC117895147|XP_034658471.1|DSUB	LOC6030837|XP_001841701.2|CQUI
OG0000142	LOC117897016|XP_034661478.1|DSUB	LOC6039236|XP_038120121.1|CQUI
OG0000142	LOC117899539|XP_034665507.1|DSUB	LOC6044332|XP_038109956.1|CQUI
OG0000142	LOC117889604|XP_034649912.1|DSUB	LOC6048699|XP_038103996.1|CQUI
OG0000143	LOC117895094|XP_034658382.1|DSUB	LOC6041351|XP_038120395.1|CQUI
OG0000143	LOC117895095|XP_034658383.1|DSUB	LOC6035677|XP_001845811.2|CQUI, LOC6035675|XP_038108137.1|CQUI, LOC6035038|XP_001845280.2|CQUI, LOC6035039|XP_001845281.2|CQUI, LOC6035847|XP_001845963.1|CQUI, LOC6035846|XP_001845962.2|CQUI, LOC6035849|XP_001845965.2|CQUI
OG0000144	LOC117897699|XP_034662611.1|DSUB	LOC6048354|XP_038114540.1|CQUI
OG0000144	LOC117896455|XP_034660679.1|DSUB	LOC6039460|XP_038119712.1|CQUI
OG0000144	LOC117901842|XP_034668675.1|DSUB	LOC6045045|XP_038109682.1|CQUI
OG0000145	LOC117897170|XP_034661747.1|DSUB, LOC117902770|XP_034670254.1|DSUB, LOC117902772|XP_034670256.1|DSUB, LOC117902771|XP_034670255.1|DSUB	LOC6034353|XP_001844672.2|CQUI, LOC6034352|XP_001844671.2|CQUI, LOC6034354|XP_001844673.2|CQUI
OG0000147	LOC117900255|XP_034666445.1|DSUB	LOC6042249|XP_001851387.2|CQUI
OG0000147	LOC117896221|XP_034660245.1|DSUB, LOC117896222|XP_034660247.1|DSUB	LOC6040894|XP_001850222.1|CQUI, LOC6040889|XP_001850217.2|CQUI
OG0000148	LOC117902375|XP_034669584.1|DSUB	LOC6031471|XP_038111140.1|CQUI
OG0000148	LOC117901505|XP_034668166.1|DSUB	LOC6034204|XP_001844558.2|CQUI, LOC6037070|XP_001847026.2|CQUI, LOC6037073|XP_001847028.2|CQUI
OG0000149	LOC117902756|XP_034670237.1|DSUB, LOC117902650|XP_034670071.1|DSUB	LOC6043192|XP_001857294.2|CQUI, LOC6043193|XP_001857301.1|CQUI, LOC119765102|XP_038104173.1|CQUI, LOC6039903|XP_001849401.2|CQUI, LOC119771195|XP_038122793.1|CQUI, LOC6040317|XP_001849728.2|CQUI, LOC6043197|XP_001857326.2|CQUI, LOC119771197|XP_038122795.1|CQUI, LOC6043198|XP_001857330.2|CQUI, LOC6049956|XP_001866636.2|CQUI, LOC6040329|XP_001849734.1|CQUI, LOC6040328|XP_038116674.1|CQUI, LOC119769966|XP_038119822.1|CQUI, LOC6050689|XP_001867253.2|CQUI, LOC6050688|XP_038122023.1|CQUI, LOC6050687|XP_001867251.2|CQUI
OG0000152	LOC117896893|XP_034661316.1|DSUB, LOC117896892|XP_034661315.1|DSUB, LOC117896894|XP_034661318.1|DSUB	LOC6031785|XP_038110277.1|CQUI
OG0000153	LOC117898085|XP_034663155.1|DSUB, LOC117897538|XP_034662350.1|DSUB, LOC117897537|XP_034662349.1|DSUB	LOC6049015|XP_001865847.2|CQUI, LOC6049018|XP_001865848.2|CQUI, LOC119769723|XP_038119111.1|CQUI, LOC6049029|XP_001865845.2|CQUI, LOC119770684|XP_038121939.1|CQUI, LOC119770580|XP_038121678.1|CQUI
OG0000154	LOC117895969|XP_034659819.1|DSUB, LOC117895972|XP_034659823.1|DSUB, LOC117893214|XP_034655639.1|DSUB	LOC6032257|XP_038121032.1|CQUI, LOC6032255|XP_038121024.1|CQUI, LOC6032258|XP_038121023.1|CQUI
OG0000155	LOC117894277|XP_034657124.1|DSUB, LOC117893600|XP_034656166.1|DSUB, LOC117893601|XP_034656167.1|DSUB	LOC6034669|XP_038106203.1|CQUI, LOC6034668|XP_001844956.2|CQUI, LOC119767849|XP_038113450.1|CQUI, LOC6034667|XP_001844955.1|CQUI
OG0000157	LOC117891037|XP_034652096.1|DSUB, LOC117891036|XP_034652094.1|DSUB, LOC117889940|XP_034650366.1|DSUB	LOC6050381|XP_001867001.1|CQUI, LOC6050383|XP_001867002.2|CQUI
OG0000158	LOC117891297|XP_034652594.1|DSUB, LOC117893802|XP_034656437.1|DSUB, LOC117893202|XP_034655608.1|DSUB	LOC6042054|XP_001851208.2|CQUI, LOC6042055|XP_038116702.1|CQUI, LOC6042053|XP_038120467.1|CQUI, LOC6031218|XP_038106918.1|CQUI
OG0000159	LOC117895350|XP_034658822.1|DSUB	LOC6035691|XP_001845825.1|CQUI, LOC6035690|XP_001845824.1|CQUI
OG0000159	LOC117892899|XP_034655089.1|DSUB, LOC117893536|XP_034656071.1|DSUB	LOC6035692|XP_038109533.1|CQUI
OG0000160	LOC117899677|XP_034665757.1|DSUB, LOC117899675|XP_034665754.1|DSUB	LOC6040497|XP_001849883.2|CQUI, LOC119768691|XP_038115195.1|CQUI, LOC6040498|XP_001849884.2|CQUI, LOC6035524|XP_038105193.1|CQUI, LOC6032051|XP_001842717.2|CQUI
OG0000162	LOC117900348|XP_034666584.1|DSUB, LOC117902071|XP_034669047.1|DSUB	LOC6046631|XP_038112966.1|CQUI, LOC6046627|XP_038109690.1|CQUI
OG0000163	LOC117902204|XP_034669314.1|DSUB, LOC117896958|XP_034661394.1|DSUB	LOC6041440|XP_001850700.2|CQUI, LOC6030842|XP_038120918.1|CQUI, LOC6041945|XP_038120192.1|CQUI, LOC6038418|XP_001848222.2|CQUI, LOC6052852|XP_038119915.1|CQUI, LOC6041441|XP_001850701.2|CQUI
OG0000165	LOC117891308|XP_034652606.1|DSUB, LOC117900924|XP_034667381.1|DSUB	LOC6047029|XP_001864139.1|CQUI, LOC119767095|XP_038110641.1|CQUI
OG0000166	LOC117891657|XP_034653102.1|DSUB, LOC117891446|XP_034652817.1|DSUB	LOC6030832|XP_001841678.2|CQUI, LOC119769675|XP_038118933.1|CQUI, LOC6035618|XP_001845767.2|CQUI
OG0000169	LOC117897044|XP_034661518.1|DSUB	LOC6047014|XP_001864125.2|CQUI
OG0000169	LOC117895530|XP_034659127.1|DSUB, LOC117898312|XP_034663487.1|DSUB	LOC6047012|XP_001864123.2|CQUI, LOC6047013|XP_038120194.1|CQUI
OG0000170	LOC117900911|XP_034667363.1|DSUB, LOC117900913|XP_034667365.1|DSUB	LOC6034827|XP_001845098.2|CQUI, LOC6037029|XP_001846992.2|CQUI, LOC6037030|XP_001846993.2|CQUI, LOC119766421|XP_038106884.1|CQUI
OG0000171	LOC117899975|XP_034666025.1|DSUB	LOC6049441|XP_038114112.1|CQUI
OG0000171	LOC117902180|XP_034669242.1|DSUB	LOC6043756|XP_038110408.1|CQUI
OG0000171	LOC117903283|XP_034671094.1|DSUB	LOC6051581|XP_038105341.1|CQUI
OG0000172	LOC117899080|XP_034664740.1|DSUB, LOC117897167|XP_034661728.1|DSUB, LOC117903171|XP_034670907.1|DSUB, LOC117893233|XP_034655681.1|DSUB, LOC117894915|XP_034658102.1|DSUB, LOC117894884|XP_034658056.1|DSUB, LOC117894887|XP_034658060.1|DSUB, LOC117895403|XP_034658923.1|DSUB, LOC117889942|XP_034650369.1|DSUB, LOC117894880|XP_034658039.1|DSUB	LOC6032888|XP_038115797.1|CQUI
OG0000173	LOC117889927|XP_034650344.1|DSUB, LOC117889920|XP_034650337.1|DSUB	LOC6049122|XP_038110397.1|CQUI, LOC6049124|XP_038111692.1|CQUI
OG0000174	LOC117890439|XP_034651160.1|DSUB, LOC117900977|XP_034667461.1|DSUB, LOC117890637|XP_034651479.1|DSUB	LOC6047488|XP_038114191.1|CQUI, LOC6033662|XP_038114048.1|CQUI, LOC6047489|XP_001864543.2|CQUI, LOC6047490|XP_001864544.2|CQUI
OG0000175	LOC117898350|XP_034663574.1|DSUB	LOC6042891|XP_038121685.1|CQUI
OG0000175	LOC117897221|XP_034661827.1|DSUB	LOC6033803|XP_001844201.2|CQUI, LOC6033805|XP_001844203.2|CQUI
OG0000177	LOC117897385|XP_034662088.1|DSUB	LOC119765279|XP_038104752.1|CQUI
OG0000177	LOC117897410|XP_034662127.1|DSUB	LOC6044855|XP_038114600.1|CQUI
OG0000178	LOC117903623|XP_034671772.1|DSUB	LOC119770385|XP_038121070.1|CQUI
OG0000179	LOC117890570|XP_034651393.1|DSUB, LOC117890428|XP_034651139.1|DSUB	LOC6045026|XP_038110602.1|CQUI, LOC6045025|XP_001862445.2|CQUI, LOC6045024|XP_001862444.2|CQUI
OG0000179	LOC117901056|XP_034667559.1|DSUB, LOC117900453|XP_034666716.1|DSUB	LOC6054543|XP_038109008.1|CQUI
OG0000181	LOC117897566|XP_034662398.1|DSUB, LOC117898105|XP_034663178.1|DSUB	LOC6049386|XP_001866156.2|CQUI, LOC6040807|XP_001850148.2|CQUI, LOC6040806|XP_001850147.1|CQUI, LOC6040804|XP_001850145.1|CQUI
OG0000182	LOC117896963|XP_034661399.1|DSUB	LOC6045919|XP_038120260.1|CQUI
OG0000182	LOC117899629|XP_034665675.1|DSUB, LOC117899628|XP_034665674.1|DSUB	LOC6049371|XP_001866146.1|CQUI, LOC6049372|XP_001866147.2|CQUI, LOC6046091|XP_001863343.1|CQUI
OG0000183	LOC117903094|XP_034670793.1|DSUB, LOC117893638|XP_034656216.1|DSUB, LOC117895513|XP_034659103.1|DSUB	LOC119770031|XP_038120042.1|CQUI
OG0000184	LOC117902054|XP_034669016.1|DSUB, LOC117902053|XP_034669015.1|DSUB	LOC6033114|XP_001843609.2|CQUI, LOC6033115|XP_038109720.1|CQUI, LOC6033113|XP_038106864.1|CQUI, LOC6042370|XP_001851496.2|CQUI, LOC6042369|XP_001851495.2|CQUI
OG0000185	LOC117892369|XP_034654470.1|DSUB, LOC117897806|XP_034662746.1|DSUB, LOC117892370|XP_034654471.1|DSUB, LOC117892371|XP_034654472.1|DSUB	LOC6044045|XP_001861617.1|CQUI, LOC6051518|XP_001867945.1|CQUI
OG0000186	LOC117903826|XP_034672167.1|DSUB, LOC117893442|XP_034655952.1|DSUB	LOC6043534|XP_038112948.1|CQUI
OG0000188	LOC117896039|XP_034659939.1|DSUB, LOC117903153|XP_034670880.1|DSUB, LOC117892802|XP_034655080.1|DSUB	LOC6048613|XP_038121408.1|CQUI
OG0000189	LOC117902689|XP_034670122.1|DSUB	LOC6031233|XP_038108674.1|CQUI, LOC6049755|XP_038104184.1|CQUI
OG0000189	LOC117900283|XP_034666524.1|DSUB	LOC6040495|XP_038115089.1|CQUI
OG0000190	LOC117903700|XP_034671934.1|DSUB	LOC6053655|XP_038108154.1|CQUI
OG0000191	LOC117891419|XP_034652776.1|DSUB, LOC117891421|XP_034652782.1|DSUB	LOC6048101|XP_038106999.1|CQUI
OG0000192	LOC117897362|XP_034662037.1|DSUB, LOC117893373|XP_034655858.1|DSUB, LOC117893370|XP_034655854.1|DSUB	LOC6041203|XP_038114622.1|CQUI, LOC119770108|XP_038120306.1|CQUI
OG0000193	LOC117902524|XP_034669842.1|DSUB, LOC117893237|XP_034655685.1|DSUB	LOC6037663|XP_038113226.1|CQUI, LOC6047166|XP_038111741.1|CQUI
OG0000195	LOC117899374|XP_034665245.1|DSUB, LOC117889636|XP_034649986.1|DSUB, LOC117891519|XP_034652907.1|DSUB	LOC6032919|XP_001843442.1|CQUI
OG0000196	LOC117901631|XP_034668352.1|DSUB, LOC117901458|XP_034668103.1|DSUB	LOC6036352|XP_038110858.1|CQUI
OG0000196	LOC117900705|XP_034667050.1|DSUB	LOC6049487|XP_038113426.1|CQUI
OG0000197	LOC117903572|XP_034671683.1|DSUB	LOC6039214|XP_001848855.1|CQUI
OG0000197	LOC117903679|XP_034671912.1|DSUB	LOC6039207|XP_038122040.1|CQUI
OG0000197	LOC117903533|XP_034671607.1|DSUB	LOC6032716|XP_038122035.1|CQUI
OG0000200	LOC117899073|XP_034664733.1|DSUB, LOC117902105|XP_034669101.1|DSUB, LOC117899074|XP_034664734.1|DSUB	LOC6048961|XP_038122842.1|CQUI
OG0000201	LOC117897461|XP_034662199.1|DSUB, LOC117897459|XP_034662196.1|DSUB	LOC6047517|XP_001864567.2|CQUI, LOC6037052|XP_001847011.2|CQUI, LOC6037054|XP_038121453.1|CQUI, LOC6050055|XP_038112279.1|CQUI
OG0000202	LOC117898353|XP_034663577.1|DSUB	LOC6040476|XP_001849862.1|CQUI
OG0000203	LOC117892626|XP_034654869.1|DSUB, LOC117890559|XP_034651381.1|DSUB, LOC117902404|XP_034669634.1|DSUB, LOC117890560|XP_034651383.1|DSUB	LOC6049238|XP_038119741.1|CQUI
OG0000205	LOC117897524|XP_034662333.1|DSUB, LOC117899743|XP_034665878.1|DSUB	LOC6035536|XP_001845697.1|CQUI, LOC6044737|XP_001862200.1|CQUI, LOC6044735|XP_001862198.2|CQUI, LOC6044690|XP_001862165.2|CQUI, LOC6054360|XP_001870286.1|CQUI, LOC6046259|XP_038114810.1|CQUI, LOC6044740|XP_001862203.1|CQUI
OG0000206	LOC117891542|XP_034652943.1|DSUB	LOC6038367|XP_038114070.1|CQUI
OG0000206	LOC117892650|XP_034654900.1|DSUB	LOC6047129|XP_038112898.1|CQUI
OG0000207	LOC117894457|XP_034657448.1|DSUB	LOC6034541|XP_001844841.2|CQUI, LOC6034542|XP_001844842.1|CQUI, LOC6034517|XP_038112767.1|CQUI, LOC6034540|XP_001844840.2|CQUI, LOC6039162|XP_001848818.2|CQUI
OG0000209	LOC117891422|XP_034652783.1|DSUB	LOC6050655|XP_001867222.2|CQUI, LOC6050656|XP_038117413.1|CQUI
OG0000210	LOC117903453|XP_034671383.1|DSUB	LOC6041925|XP_038122636.1|CQUI, LOC6041920|XP_038105616.1|CQUI, LOC6041957|XP_001851109.2|CQUI
OG0000211	LOC117899353|XP_034665213.1|DSUB	LOC6047469|XP_001864523.2|CQUI
OG0000212	LOC117902050|XP_034669007.1|DSUB, LOC117902051|XP_034669009.1|DSUB	LOC6033117|XP_038106489.1|CQUI
OG0000213	LOC117894820|XP_034657957.1|DSUB, LOC117891467|XP_034652841.1|DSUB	LOC119768740|XP_038115593.1|CQUI, LOC6050674|XP_038116675.1|CQUI, LOC6050675|XP_038116676.1|CQUI, LOC119768932|XP_038116679.1|CQUI, LOC6050679|XP_038116678.1|CQUI, LOC119768933|XP_038116680.1|CQUI, LOC6050683|XP_038116681.1|CQUI
OG0000214	LOC117899660|XP_034665738.1|DSUB, LOC117889853|XP_034650243.1|DSUB, LOC117897226|XP_034661836.1|DSUB	LOC6040777|XP_038112879.1|CQUI
OG0000215	LOC117893454|XP_034655963.1|DSUB, LOC117894475|XP_034657467.1|DSUB, LOC117894422|XP_034657356.1|DSUB	LOC6051195|XP_001867671.2|CQUI, LOC6051200|XP_001867672.2|CQUI, LOC6051199|XP_001867673.2|CQUI
OG0000216	LOC117893717|XP_034656300.1|DSUB, LOC117893707|XP_034656288.1|DSUB, LOC117893725|XP_034656330.1|DSUB, LOC117893723|XP_034656314.1|DSUB, LOC117893695|XP_034656278.1|DSUB, LOC117893464|XP_034655973.1|DSUB, LOC117903137|XP_034670864.1|DSUB	LOC6031177|XP_001842020.2|CQUI
OG0000217	LOC117903707|XP_034671944.1|DSUB	LOC119770824|XP_038122312.1|CQUI, LOC6047954|XP_038117992.1|CQUI, LOC6032413|XP_038113702.1|CQUI
OG0000217	LOC117901817|XP_034668626.1|DSUB, LOC117903706|XP_034671943.1|DSUB	LOC6035862|XP_038110287.1|CQUI
OG0000219	LOC117890158|XP_034650742.1|DSUB, LOC117890159|XP_034650743.1|DSUB, LOC117891110|XP_034652196.1|DSUB	LOC6043970|XP_038118955.1|CQUI
OG0000220	LOC117895237|XP_034658637.1|DSUB, LOC117894831|XP_034657969.1|DSUB, LOC117893410|XP_034655912.1|DSUB	LOC6036563|XP_001846602.2|CQUI, LOC6036561|XP_038121894.1|CQUI
OG0000221	LOC117890072|XP_034650606.1|DSUB, LOC117896647|XP_034660985.1|DSUB, LOC117890071|XP_034650602.1|DSUB	LOC6049123|XP_038110386.1|CQUI, LOC119770641|XP_038121835.1|CQUI, LOC6043132|XP_038120937.1|CQUI
OG0000222	LOC117900072|XP_034666167.1|DSUB	LOC6042080|XP_001851233.2|CQUI
OG0000224	LOC117891442|XP_034652809.1|DSUB	LOC6052515|XP_001868774.2|CQUI, LOC6052516|XP_001868775.2|CQUI, LOC6052512|XP_001868772.2|CQUI, LOC6052510|XP_038108717.1|CQUI
OG0000225	LOC117898903|XP_034664476.1|DSUB, LOC117898912|XP_034664492.1|DSUB, LOC117898830|XP_034664388.1|DSUB	LOC6048011|XP_038116796.1|CQUI
OG0000226	LOC117894469|XP_034657462.1|DSUB, LOC117894471|XP_034657463.1|DSUB, LOC117894465|XP_034657457.1|DSUB	LOC6051914|XP_038112080.1|CQUI
OG0000228	LOC117897416|XP_034662134.1|DSUB, LOC117897491|XP_034662273.1|DSUB, LOC117900534|XP_034666824.1|DSUB	LOC6035355|XP_038104411.1|CQUI
OG0000229	LOC117897556|XP_034662377.1|DSUB, LOC117897557|XP_034662378.1|DSUB	LOC6033009|XP_038108186.1|CQUI
OG0000229	LOC117897685|XP_034662587.1|DSUB	LOC6043526|XP_038113796.1|CQUI
OG0000230	LOC117890665|XP_034651529.1|DSUB, LOC117890667|XP_034651534.1|DSUB, LOC117890666|XP_034651533.1|DSUB, LOC117889710|XP_034650021.1|DSUB	LOC6032803|XP_038119651.1|CQUI, LOC6045865|XP_001863154.2|CQUI, LOC6045866|XP_001863152.2|CQUI, LOC6045867|XP_001863153.2|CQUI, LOC6045871|XP_001863155.1|CQUI, LOC6032804|XP_001843343.2|CQUI, LOC6038924|XP_038109200.1|CQUI, LOC6032802|XP_038119653.1|CQUI, LOC6038934|XP_038109248.1|CQUI
OG0000232	LOC117896096|XP_034660038.1|DSUB, LOC117890389|XP_034651084.1|DSUB, LOC117890309|XP_034650979.1|DSUB	LOC6034440|XP_001844755.2|CQUI
OG0000233	LOC117898998|XP_034664634.1|DSUB, LOC117897951|XP_034662941.1|DSUB, LOC117897979|XP_034662982.1|DSUB	LOC6036502|XP_038104913.1|CQUI
OG0000234	LOC117891584|XP_034653003.1|DSUB, LOC117891586|XP_034653005.1|DSUB	LOC6041204|XP_001850498.1|CQUI
OG0000235	LOC117897782|XP_034662722.1|DSUB, LOC117899536|XP_034665501.1|DSUB, LOC117899535|XP_034665500.1|DSUB	LOC6038137|XP_001847970.2|CQUI
OG0000236	LOC117894420|XP_034657334.1|DSUB, LOC117901154|XP_034667695.1|DSUB, LOC117901600|XP_034668303.1|DSUB, LOC117898442|XP_034663742.1|DSUB	LOC6041207|XP_001850501.2|CQUI
OG0000237	LOC117890299|XP_034650958.1|DSUB	LOC6036222|XP_038118255.1|CQUI
OG0000238	LOC117901476|XP_034668131.1|DSUB, LOC117901835|XP_034668659.1|DSUB	LOC119767602|XP_038112456.1|CQUI, LOC6048793|XP_038112940.1|CQUI
OG0000239	LOC117897153|XP_034661716.1|DSUB, LOC117899781|XP_034665945.1|DSUB, LOC117896736|XP_034661093.1|DSUB	LOC6046346|XP_038121117.1|CQUI
OG0000240	LOC117898140|XP_034663227.1|DSUB, LOC117898079|XP_034663148.1|DSUB, LOC117896971|XP_034661411.1|DSUB	LOC6033799|XP_038112742.1|CQUI
OG0000241	LOC117895119|XP_034658415.1|DSUB, LOC117893998|XP_034656704.1|DSUB	LOC6048151|XP_038118990.1|CQUI, LOC6042347|XP_038118188.1|CQUI
OG0000246	LOC117891855|XP_034653504.1|DSUB	LOC6045882|XP_038111463.1|CQUI, LOC119767475|XP_038112082.1|CQUI, LOC6032285|XP_001842921.2|CQUI, LOC6032284|XP_038111697.1|CQUI, LOC6032282|XP_038111696.1|CQUI, LOC6032281|XP_001842917.2|CQUI, LOC6032280|XP_038111349.1|CQUI, LOC6032286|XP_038113392.1|CQUI, LOC6032277|XP_038113036.1|CQUI, LOC6032278|XP_001842914.2|CQUI, LOC6049141|XP_038112562.1|CQUI
OG0000247	LOC117893203|XP_034655609.1|DSUB, LOC117894335|XP_034657211.1|DSUB, LOC117894068|XP_034656812.1|DSUB	LOC6038839|XP_038115013.1|CQUI
