Orthogroup	DSUB.longest_only	HILL.longest_only
OG0000048	LOC117894519|XP_034657522.1|DSUB, LOC117894520|XP_034657523.1|DSUB, LOC117894523|XP_034657528.1|DSUB, LOC117894537|XP_034657548.1|DSUB	LOC119648777|XP_037906539.1|HILL, LOC119648574|XP_037906272.1|HILL, LOC119648995|XP_037906854.1|HILL
OG0000049	LOC117898484|XP_034663812.1|DSUB, LOC117898479|XP_034663805.1|DSUB, LOC117899170|XP_034664920.1|DSUB, LOC117898482|XP_034663809.1|DSUB	LOC119649048|XP_037906954.1|HILL
OG0000050	LOC117892195|XP_034654177.1|DSUB, LOC117893228|XP_034655655.1|DSUB, LOC117893221|XP_034655647.1|DSUB, LOC117893222|XP_034655648.1|DSUB, LOC117894675|XP_034657744.1|DSUB, LOC117893225|XP_034655653.1|DSUB, LOC117894628|XP_034657684.1|DSUB, LOC117893220|XP_034655645.1|DSUB, LOC117893224|XP_034655652.1|DSUB	LOC119658266|XP_037921486.1|HILL
OG0000053	LOC117890537|XP_034651353.1|DSUB, LOC117890535|XP_034651347.1|DSUB	LOC119653560|XP_037914200.1|HILL, LOC119653563|XP_037914204.1|HILL, LOC119653562|XP_037914203.1|HILL, LOC119654734|XP_037916193.1|HILL, LOC119654136|XP_037915227.1|HILL
OG0000053	LOC117890534|XP_034651344.1|DSUB, LOC117890538|XP_034651354.1|DSUB	LOC119653556|XP_037914198.1|HILL, LOC119653555|XP_037914196.1|HILL, LOC119653557|XP_037914199.1|HILL, LOC119653554|XP_037914193.1|HILL, LOC119653561|XP_037914201.1|HILL, LOC119661089|XP_037926206.1|HILL
OG0000054	LOC117898653|XP_034664116.1|DSUB, LOC117898652|XP_034664115.1|DSUB, LOC117898651|XP_034664113.1|DSUB, LOC117898655|XP_034664119.1|DSUB, LOC117898654|XP_034664118.1|DSUB	LOC119651539|XP_037911103.1|HILL, LOC119647240|XP_037904031.1|HILL, LOC119646436|XP_037902814.1|HILL
OG0000056	LOC117897244|XP_034661856.1|DSUB, LOC117897243|XP_034661853.1|DSUB	LOC119658059|XP_037921239.1|HILL, LOC119658058|XP_037921238.1|HILL
OG0000058	LOC117902360|XP_034669563.1|DSUB, LOC117902358|XP_034669561.1|DSUB, LOC117890151|XP_034650732.1|DSUB, LOC117902359|XP_034669562.1|DSUB, LOC117894861|XP_034658013.1|DSUB	LOC119649104|XP_037907031.1|HILL, LOC119649106|XP_037907033.1|HILL, LOC119649107|XP_037907034.1|HILL, LOC119647753|XP_037904798.1|HILL, LOC119649108|XP_037907035.1|HILL, LOC119647754|XP_037904799.1|HILL, LOC119659125|XP_037922977.1|HILL, LOC119655147|XP_037916814.1|HILL
OG0000060	LOC117903129|XP_034670852.1|DSUB	LOC119658011|XP_037921164.1|HILL
OG0000060	LOC117896503|XP_034660743.1|DSUB	LOC119652834|XP_037913096.1|HILL
OG0000061	LOC117901880|XP_034668728.1|DSUB, LOC117901276|XP_034667861.1|DSUB, LOC117901275|XP_034667859.1|DSUB, LOC117901832|XP_034668656.1|DSUB	LOC119654566|XP_037915944.1|HILL, LOC119654846|XP_037916354.1|HILL
OG0000063	LOC117896095|XP_034660037.1|DSUB, LOC117896094|XP_034660036.1|DSUB, LOC117893344|XP_034655825.1|DSUB, LOC117894179|XP_034656976.1|DSUB, LOC117894178|XP_034656974.1|DSUB	LOC119652802|XP_037913054.1|HILL, LOC119652906|XP_037913210.1|HILL
OG0000064	LOC117900495|XP_034666775.1|DSUB	LOC119655612|XP_037917507.1|HILL, LOC119646352|XP_037902716.1|HILL, LOC119650989|XP_037910184.1|HILL, LOC119646329|XP_037902684.1|HILL, LOC119652417|XP_037912466.1|HILL
OG0000064	LOC117902340|XP_034669530.1|DSUB, LOC117901890|XP_034668743.1|DSUB	LOC119651055|XP_037910312.1|HILL, LOC119655092|XP_037916726.1|HILL, LOC119648610|XP_037906308.1|HILL, LOC119656175|XP_037918449.1|HILL, LOC119648891|XP_037906716.1|HILL, LOC119653116|XP_037913569.1|HILL, LOC119649240|XP_037907232.1|HILL
OG0000067	LOC117899613|XP_034665647.1|DSUB, LOC117895462|XP_034659028.1|DSUB	LOC119657584|XP_037920491.1|HILL
OG0000067	LOC117890918|XP_034651937.1|DSUB, LOC117895461|XP_034659026.1|DSUB	LOC119657702|XP_037920672.1|HILL
OG0000067	LOC117894476|XP_034657468.1|DSUB	LOC119648750|XP_037906501.1|HILL
OG0000068	LOC117893343|XP_034655824.1|DSUB, LOC117893309|XP_034655788.1|DSUB, LOC117901009|XP_034667498.1|DSUB, LOC117902385|XP_034669640.1|DSUB	LOC119647039|XP_037903711.1|HILL, LOC119658016|XP_037921173.1|HILL, LOC119657412|XP_037920234.1|HILL
OG0000070	LOC117900906|XP_034667357.1|DSUB, LOC117896707|XP_034661058.1|DSUB, LOC117901077|XP_034667580.1|DSUB, LOC117900908|XP_034667359.1|DSUB, LOC117900907|XP_034667358.1|DSUB	LOC119657857|XP_037920910.1|HILL, LOC119657686|XP_037920645.1|HILL, LOC119657343|XP_037920143.1|HILL, LOC119658414|XP_037921738.1|HILL, LOC119658255|XP_037921468.1|HILL, LOC119657882|XP_037920941.1|HILL, LOC119658249|XP_037921451.1|HILL, LOC119658416|XP_037921739.1|HILL, LOC119658175|XP_037921370.1|HILL, LOC119658176|XP_037921371.1|HILL, LOC119658225|XP_037921421.1|HILL, LOC119658224|XP_037921418.1|HILL, LOC119657744|XP_037920716.1|HILL, LOC119657745|XP_037920718.1|HILL, LOC119658406|XP_037921723.1|HILL, LOC119658177|XP_037921372.1|HILL, LOC119657908|XP_037921003.1|HILL, LOC119656762|XP_037919266.1|HILL, LOC119656761|XP_037919260.1|HILL, LOC119657576|XP_037920469.1|HILL, LOC119658427|XP_037921753.1|HILL, LOC119658321|XP_037921584.1|HILL, LOC119658376|XP_037921665.1|HILL, LOC119657434|XP_037920265.1|HILL, LOC119657435|XP_037920268.1|HILL, LOC119657224|XP_037919963.1|HILL, LOC119657344|XP_037920146.1|HILL, LOC119657190|XP_037919921.1|HILL, LOC119657261|XP_037920018.1|HILL, LOC119657489|XP_037920337.1|HILL, LOC119656824|XP_037919393.1|HILL, LOC119656823|XP_037919389.1|HILL, LOC119656825|XP_037919396.1|HILL, LOC119657949|XP_037921069.1|HILL, LOC119657948|XP_037921068.1|HILL, LOC119657636|XP_037920569.1|HILL, LOC119658456|XP_037921790.1|HILL, LOC119658293|XP_037921516.1|HILL, LOC119657724|XP_037920696.1|HILL, LOC119657863|XP_037920916.1|HILL
OG0000071	LOC117893134|XP_034655476.1|DSUB	LOC119647586|XP_037904523.1|HILL
OG0000071	LOC117895747|XP_034659509.1|DSUB, LOC117895750|XP_034659511.1|DSUB, LOC117895746|XP_034659508.1|DSUB	LOC119648120|XP_037905570.1|HILL
OG0000072	LOC117891009|XP_034652056.1|DSUB, LOC117889765|XP_034650103.1|DSUB	LOC119661216|XP_037926368.1|HILL
OG0000072	LOC117891008|XP_034652055.1|DSUB	LOC119660319|XP_037924728.1|HILL
OG0000073	LOC117890320|XP_034650999.1|DSUB	LOC119654269|XP_037915465.1|HILL
OG0000073	LOC117901954|XP_034668826.1|DSUB	LOC119658257|XP_037921470.1|HILL
OG0000073	LOC117897070|XP_034661568.1|DSUB	LOC119650904|XP_037910019.1|HILL, LOC119658142|XP_037921338.1|HILL
OG0000074	LOC117893667|XP_034656248.1|DSUB, LOC117894584|XP_034657620.1|DSUB, LOC117894701|XP_034657775.1|DSUB	LOC119650320|XP_037908903.1|HILL, LOC119649748|XP_037907965.1|HILL, LOC119650143|XP_037908606.1|HILL, LOC119649692|XP_037907888.1|HILL
OG0000075	LOC117895498|XP_034659085.1|DSUB	LOC119650070|XP_037908494.1|HILL, LOC119649191|XP_037907149.1|HILL
OG0000075	LOC117895520|XP_034659115.1|DSUB	LOC119649897|XP_037908218.1|HILL
OG0000075	LOC117895524|XP_034659120.1|DSUB, LOC117895522|XP_034659118.1|DSUB	LOC119648394|XP_037906061.1|HILL, LOC119649964|XP_037908328.1|HILL
OG0000076	LOC117895853|XP_034659710.1|DSUB	LOC119647549|XP_037904468.1|HILL
OG0000076	LOC117898747|XP_034664263.1|DSUB	LOC119655368|XP_037917158.1|HILL
OG0000077	LOC117891833|XP_034653474.1|DSUB	LOC119655171|XP_037916849.1|HILL
OG0000077	LOC117897634|XP_034662499.1|DSUB	LOC119651525|XP_037911085.1|HILL
OG0000077	LOC117890642|XP_034651485.1|DSUB	LOC119656266|XP_037918616.1|HILL
OG0000077	LOC117897194|XP_034661786.1|DSUB	LOC119653260|XP_037913796.1|HILL
OG0000078	LOC117890243|XP_034650880.1|DSUB, LOC117895683|XP_034659401.1|DSUB, LOC117895684|XP_034659403.1|DSUB, LOC117897889|XP_034662857.1|DSUB, LOC117892312|XP_034654358.1|DSUB, LOC117899598|XP_034665610.1|DSUB	LOC119656802|XP_037919339.1|HILL
OG0000079	LOC117902530|XP_034669847.1|DSUB, LOC117902528|XP_034669845.1|DSUB, LOC117902532|XP_034669850.1|DSUB, LOC117902529|XP_034669846.1|DSUB, LOC117902531|XP_034669849.1|DSUB, LOC117900595|XP_034666896.1|DSUB, LOC117901221|XP_034667782.1|DSUB, LOC117900594|XP_034666895.1|DSUB, LOC117900593|XP_034666894.1|DSUB	LOC119659132|XP_037922989.1|HILL, LOC119658761|XP_037922386.1|HILL
OG0000080	LOC117892139|XP_034654068.1|DSUB, LOC117890994|XP_034652034.1|DSUB, LOC117892007|XP_034653785.1|DSUB	LOC119653617|XP_037914314.1|HILL, LOC119653889|XP_037914939.1|HILL, LOC119653888|XP_037914937.1|HILL, LOC119654469|XP_037915814.1|HILL, LOC119653919|XP_037915006.1|HILL, LOC119654279|XP_037915490.1|HILL, LOC119654503|XP_037915864.1|HILL
OG0000081	LOC117895630|XP_034659277.1|DSUB	LOC119648100|XP_037905529.1|HILL
OG0000082	LOC117890838|XP_034651812.1|DSUB, LOC117897518|XP_034662325.1|DSUB, LOC117898678|XP_034664152.1|DSUB	LOC119657528|XP_037920402.1|HILL, LOC119646834|XP_037903378.1|HILL, LOC119646314|XP_037902660.1|HILL, LOC119657513|XP_037920385.1|HILL
OG0000083	LOC117900198|XP_034666350.1|DSUB, LOC117902537|XP_034669857.1|DSUB, LOC117902534|XP_034669852.1|DSUB, LOC117902535|XP_034669856.1|DSUB	LOC119651416|XP_037910939.1|HILL
OG0000083	LOC117900197|XP_034666347.1|DSUB	LOC119651041|XP_037910287.1|HILL
OG0000084	LOC117892465|XP_034654607.1|DSUB	LOC119660245|XP_037924630.1|HILL, LOC119646712|XP_037903218.1|HILL, LOC119646880|XP_037903435.1|HILL, LOC119646164|XP_037902465.1|HILL, LOC119654421|XP_037915775.1|HILL
OG0000085	LOC117892532|XP_034654727.1|DSUB	LOC119654483|XP_037915835.1|HILL
OG0000086	LOC117890386|XP_034651078.1|DSUB	LOC119647291|XP_037904124.1|HILL
OG0000087	LOC117900830|XP_034667229.1|DSUB	LOC119651588|XP_037911163.1|HILL, LOC119652326|XP_037912264.1|HILL, LOC119652325|XP_037912263.1|HILL, LOC119652323|XP_037912262.1|HILL
OG0000087	LOC117901046|XP_034667544.1|DSUB	LOC119652204|XP_037912073.1|HILL
OG0000087	LOC117900544|XP_034666835.1|DSUB	LOC119651395|XP_037910904.1|HILL
OG0000088	LOC117890038|XP_034650547.1|DSUB	LOC119655282|XP_037917026.1|HILL
OG0000089	LOC117897397|XP_034662107.1|DSUB	LOC119653821|XP_037914783.1|HILL
OG0000089	LOC117894210|XP_034657016.1|DSUB	LOC119648411|XP_037906089.1|HILL
OG0000090	LOC117891387|XP_034652719.1|DSUB, LOC117891384|XP_034652714.1|DSUB, LOC117894963|XP_034658187.1|DSUB, LOC117893528|XP_034656062.1|DSUB	LOC119654576|XP_037915962.1|HILL, LOC119654005|XP_037915095.1|HILL, LOC119654197|XP_037915326.1|HILL, LOC119655554|XP_037917405.1|HILL
OG0000091	LOC117896287|XP_034660384.1|DSUB	LOC119652340|XP_037912284.1|HILL
OG0000091	LOC117901338|XP_034667939.1|DSUB, LOC117897051|XP_034661532.1|DSUB, LOC117897050|XP_034661529.1|DSUB	LOC119650762|XP_037909786.1|HILL, LOC119650763|XP_037909791.1|HILL, LOC119653157|XP_037913625.1|HILL
OG0000092	LOC117897269|XP_034661886.1|DSUB, LOC117897821|XP_034662765.1|DSUB, LOC117898608|XP_034664049.1|DSUB, LOC117897864|XP_034662828.1|DSUB	LOC119658955|XP_037922756.1|HILL, LOC119660411|XP_037924878.1|HILL, LOC119659392|XP_037923381.1|HILL, LOC119660355|XP_037924782.1|HILL, LOC119659372|XP_037923356.1|HILL, LOC119659549|XP_037923627.1|HILL, LOC119657189|XP_037919920.1|HILL, LOC119660363|XP_037924799.1|HILL, LOC119658737|XP_037922337.1|HILL, LOC119658711|XP_037922254.1|HILL, LOC119659426|XP_037923434.1|HILL, LOC119658956|XP_037922757.1|HILL
OG0000093	LOC117902810|XP_034670324.1|DSUB	LOC119661588|XP_037926918.1|HILL
OG0000094	LOC117893841|XP_034656498.1|DSUB, LOC117896040|XP_034659940.1|DSUB	LOC119647879|XP_037905095.1|HILL, LOC119647277|XP_037904099.1|HILL, LOC119657826|XP_037920869.1|HILL, LOC119647276|XP_037904096.1|HILL, LOC119646234|XP_037902552.1|HILL, LOC119647278|XP_037904100.1|HILL, LOC119661732|XP_037927127.1|HILL
OG0000096	LOC117898392|XP_034663640.1|DSUB, LOC117898393|XP_034663641.1|DSUB, LOC117898696|XP_034664202.1|DSUB, LOC117900262|XP_034666462.1|DSUB	LOC119651449|XP_037910983.1|HILL, LOC119653127|XP_037913582.1|HILL
OG0000098	LOC117898582|XP_034664015.1|DSUB	LOC119651359|XP_037910851.1|HILL, LOC119650881|XP_037909975.1|HILL, LOC119652883|XP_037913176.1|HILL, LOC119652881|XP_037913173.1|HILL, LOC119651360|XP_037910857.1|HILL, LOC119652804|XP_037913056.1|HILL, LOC119652880|XP_037913172.1|HILL, LOC119650875|XP_037909969.1|HILL, LOC119651704|XP_037911345.1|HILL, LOC119652525|XP_037912652.1|HILL
OG0000099	LOC117903172|XP_034670908.1|DSUB, LOC117896382|XP_034660577.1|DSUB	LOC119653688|XP_037914481.1|HILL, LOC119655910|XP_037918000.1|HILL, LOC119653687|XP_037914477.1|HILL, LOC119654949|XP_037916534.1|HILL, LOC119654432|XP_037915757.1|HILL, LOC119654430|XP_037915752.1|HILL, LOC119656084|XP_037918304.1|HILL, LOC119656082|XP_037918299.1|HILL, LOC119656081|XP_037918295.1|HILL, LOC119656085|XP_037918314.1|HILL, LOC119653420|XP_037913925.1|HILL, LOC119655791|XP_037917813.1|HILL
OG0000099	LOC117891933|XP_034653664.1|DSUB	LOC119655128|XP_037916790.1|HILL
OG0000100	LOC117890766|XP_034651723.1|DSUB, LOC117899210|XP_034664973.1|DSUB, LOC117898731|XP_034664242.1|DSUB, LOC117896795|XP_034661182.1|DSUB	LOC119660105|XP_037924412.1|HILL
OG0000101	LOC117895429|XP_034658961.1|DSUB, LOC117895432|XP_034658973.1|DSUB, LOC117895188|XP_034658556.1|DSUB, LOC117893149|XP_034655501.1|DSUB, LOC117893148|XP_034655500.1|DSUB	LOC119648867|XP_037906682.1|HILL
OG0000102	LOC117891856|XP_034653505.1|DSUB	LOC119646185|XP_037902495.1|HILL
OG0000102	LOC117890056|XP_034650578.1|DSUB	LOC119658962|XP_037922764.1|HILL, LOC119658961|XP_037922762.1|HILL
OG0000103	LOC117894294|XP_034657145.1|DSUB, LOC117893174|XP_034655541.1|DSUB, LOC117895790|XP_034659583.1|DSUB, LOC117891545|XP_034652951.1|DSUB	LOC119654035|XP_037915126.1|HILL, LOC119655600|XP_037917484.1|HILL, LOC119655896|XP_037917975.1|HILL
OG0000104	LOC117894807|XP_034657931.1|DSUB	LOC119648626|XP_037906324.1|HILL
OG0000104	LOC117901076|XP_034667579.1|DSUB, LOC117894809|XP_034657935.1|DSUB	LOC119649020|XP_037906903.1|HILL, LOC119650011|XP_037908409.1|HILL, LOC119661171|XP_037926315.1|HILL, LOC119654241|XP_037915408.1|HILL, LOC119654242|XP_037915412.1|HILL, LOC119654239|XP_037915405.1|HILL
OG0000105	LOC117898284|XP_034663430.1|DSUB, LOC117898760|XP_034664276.1|DSUB, LOC117898251|XP_034663389.1|DSUB, LOC117898250|XP_034663388.1|DSUB	LOC119661270|XP_037926458.1|HILL, LOC119646239|XP_037902559.1|HILL, LOC119661175|XP_037926320.1|HILL, LOC119650969|XP_037910186.1|HILL, LOC119646607|XP_037903036.1|HILL
OG0000109	LOC117901646|XP_034668372.1|DSUB	LOC119646330|XP_037902682.1|HILL, LOC119647075|XP_037903760.1|HILL, LOC119646860|XP_037903411.1|HILL, LOC119657221|XP_037919964.1|HILL
OG0000110	LOC117895604|XP_034659243.1|DSUB	LOC119649014|XP_037906893.1|HILL
OG0000110	LOC117895606|XP_034659245.1|DSUB, LOC117895605|XP_034659244.1|DSUB, LOC117895607|XP_034659246.1|DSUB	LOC119649992|XP_037908376.1|HILL, LOC119649823|XP_037908086.1|HILL, LOC119649543|XP_037907662.1|HILL
OG0000112	LOC117903430|XP_034671344.1|DSUB, LOC117902763|XP_034670250.1|DSUB	LOC119653834|XP_037914807.1|HILL, LOC119653836|XP_037914809.1|HILL, LOC119653835|XP_037914808.1|HILL, LOC119653833|XP_037914806.1|HILL, LOC119653840|XP_037914814.1|HILL, LOC119653837|XP_037914810.1|HILL, LOC119653838|XP_037914812.1|HILL, LOC119656166|XP_037918440.1|HILL, LOC119653839|XP_037914813.1|HILL, LOC119653832|XP_037914805.1|HILL
OG0000113	LOC117897174|XP_034661763.1|DSUB, LOC117897177|XP_034661767.1|DSUB	LOC119652886|XP_037913180.1|HILL, LOC119651666|XP_037911283.1|HILL, LOC119653037|XP_037913416.1|HILL
OG0000117	LOC117902128|XP_034669147.1|DSUB, LOC117902129|XP_034669148.1|DSUB, LOC117902130|XP_034669149.1|DSUB, LOC117902132|XP_034669152.1|DSUB	LOC119656766|XP_037919275.1|HILL, LOC119652725|XP_037912951.1|HILL, LOC119650099|XP_037908546.1|HILL, LOC119660360|XP_037924796.1|HILL
OG0000118	LOC117901945|XP_034668808.1|DSUB, LOC117903909|XP_034672306.1|DSUB	LOC119659068|XP_037922905.1|HILL, LOC119659065|XP_037922904.1|HILL, LOC119660536|XP_037925092.1|HILL, LOC119660535|XP_037925091.1|HILL, LOC119659341|XP_037923313.1|HILL, LOC119659340|XP_037923311.1|HILL, LOC119659290|XP_037923230.1|HILL
OG0000119	LOC117897103|XP_034661639.1|DSUB, LOC117896957|XP_034661393.1|DSUB, LOC117896767|XP_034661133.1|DSUB	LOC119651672|XP_037911292.1|HILL, LOC119653152|XP_037913619.1|HILL, LOC119651717|XP_037911367.1|HILL
OG0000120	LOC117889781|XP_034650140.1|DSUB	LOC119656903|XP_037919515.1|HILL
OG0000120	LOC117890793|XP_034651759.1|DSUB	LOC119661207|XP_037926359.1|HILL
OG0000122	LOC117901107|XP_034667631.1|DSUB, LOC117903442|XP_034671364.1|DSUB, LOC117890920|XP_034651941.1|DSUB, LOC117900850|XP_034667261.1|DSUB	LOC119656122|XP_037918377.1|HILL, LOC119655621|XP_037917519.1|HILL, LOC119656121|XP_037918376.1|HILL
OG0000123	LOC117898288|XP_034663435.1|DSUB, LOC117898289|XP_034663436.1|DSUB	LOC119659797|XP_037923996.1|HILL, LOC119653826|XP_037914795.1|HILL, LOC119659562|XP_037923639.1|HILL, LOC119660063|XP_037924370.1|HILL, LOC119659754|XP_037923944.1|HILL, LOC119653746|XP_037914600.1|HILL
OG0000125	LOC117896898|XP_034661322.1|DSUB	LOC119651219|XP_037910602.1|HILL
OG0000125	LOC117897758|XP_034662692.1|DSUB	LOC119651406|XP_037910923.1|HILL
OG0000127	LOC117899404|XP_034665281.1|DSUB, LOC117899406|XP_034665283.1|DSUB, LOC117899403|XP_034665280.1|DSUB, LOC117898149|XP_034663239.1|DSUB	LOC119660405|XP_037924867.1|HILL, LOC119660518|XP_037925065.1|HILL, LOC119660337|XP_037924750.1|HILL, LOC119660365|XP_037924801.1|HILL
OG0000128	LOC117892245|XP_034654249.1|DSUB, LOC117892247|XP_034654250.1|DSUB	LOC119661099|XP_037926212.1|HILL, LOC119661097|XP_037926211.1|HILL
OG0000129	LOC117893897|XP_034656603.1|DSUB, LOC117893675|XP_034656254.1|DSUB, LOC117901205|XP_034667750.1|DSUB	LOC119653601|XP_037914281.1|HILL
OG0000131	LOC117898539|XP_034663904.1|DSUB	LOC119651854|XP_037911584.1|HILL
OG0000132	LOC117900438|XP_034666699.1|DSUB, LOC117900435|XP_034666695.1|DSUB, LOC117896761|XP_034661126.1|DSUB	LOC119646571|XP_037902988.1|HILL
OG0000134	LOC117896539|XP_034660813.1|DSUB	LOC119661723|XP_037927117.1|HILL
OG0000134	LOC117891342|XP_034652657.1|DSUB, LOC117900962|XP_034667428.1|DSUB	LOC119653265|XP_037913814.1|HILL
OG0000137	LOC117898920|XP_034664521.1|DSUB	LOC119660958|XP_037925928.1|HILL, LOC119656956|XP_037919602.1|HILL
OG0000137	LOC117893964|XP_034656656.1|DSUB	LOC119649622|XP_037907783.1|HILL
OG0000140	LOC117898015|XP_034663034.1|DSUB, LOC117890756|XP_034651707.1|DSUB	LOC119652283|XP_037912204.1|HILL
OG0000141	LOC117895145|XP_034658465.1|DSUB, LOC117895146|XP_034658469.1|DSUB, LOC117895143|XP_034658460.1|DSUB, LOC117895147|XP_034658471.1|DSUB	LOC119648365|XP_037906018.1|HILL
OG0000142	LOC117897016|XP_034661478.1|DSUB	LOC119659676|XP_037923831.1|HILL
OG0000142	LOC117899539|XP_034665507.1|DSUB	LOC119653858|XP_037914844.1|HILL
OG0000142	LOC117889604|XP_034649912.1|DSUB	LOC119656899|XP_037919509.1|HILL
OG0000143	LOC117895094|XP_034658382.1|DSUB	LOC119648301|XP_037905888.1|HILL
OG0000143	LOC117895095|XP_034658383.1|DSUB	LOC119655509|XP_037917342.1|HILL, LOC119655667|XP_037917583.1|HILL, LOC119654562|XP_037915938.1|HILL, LOC119654560|XP_037915937.1|HILL, LOC119654841|XP_037916347.1|HILL, LOC119654648|XP_037916058.1|HILL, LOC119654775|XP_037916245.1|HILL, LOC119655170|XP_037916848.1|HILL
OG0000144	LOC117897699|XP_034662611.1|DSUB	LOC119659532|XP_037923599.1|HILL
OG0000144	LOC117896455|XP_034660679.1|DSUB	LOC119655655|XP_037917566.1|HILL
OG0000144	LOC117901842|XP_034668675.1|DSUB	LOC119654514|XP_037915885.1|HILL
OG0000145	LOC117897170|XP_034661747.1|DSUB, LOC117902770|XP_034670254.1|DSUB, LOC117902772|XP_034670256.1|DSUB, LOC117902771|XP_034670255.1|DSUB	LOC119660803|XP_037925563.1|HILL
OG0000147	LOC117900255|XP_034666445.1|DSUB	LOC119651641|XP_037911244.1|HILL
OG0000147	LOC117896221|XP_034660245.1|DSUB, LOC117896222|XP_034660247.1|DSUB	LOC119650938|XP_037910096.1|HILL
OG0000148	LOC117902375|XP_034669584.1|DSUB	LOC119647178|XP_037903918.1|HILL
OG0000148	LOC117901505|XP_034668166.1|DSUB	LOC119651719|XP_037911369.1|HILL, LOC119651665|XP_037911282.1|HILL, LOC119651792|XP_037911487.1|HILL, LOC119651269|XP_037910697.1|HILL
OG0000149	LOC117902756|XP_034670237.1|DSUB, LOC117902650|XP_034670071.1|DSUB	LOC119655236|XP_037916950.1|HILL, LOC119655211|XP_037916913.1|HILL, LOC119655763|XP_037917746.1|HILL, LOC119656198|XP_037918515.1|HILL, LOC119646159|XP_037902459.1|HILL, LOC119646393|XP_037902765.1|HILL, LOC119661562|XP_037926884.1|HILL, LOC119661665|XP_037927029.1|HILL, LOC119655545|XP_037917388.1|HILL
OG0000151	LOC117894759|XP_034657867.1|DSUB, LOC117894764|XP_034657872.1|DSUB, LOC117894763|XP_034657871.1|DSUB, LOC117894890|XP_034658063.1|DSUB	LOC119649273|XP_037907290.1|HILL
OG0000152	LOC117896893|XP_034661316.1|DSUB, LOC117896892|XP_034661315.1|DSUB, LOC117896894|XP_034661318.1|DSUB	LOC119659951|XP_037924228.1|HILL, LOC119659690|XP_037923871.1|HILL, LOC119659823|XP_037924035.1|HILL, LOC119659824|XP_037924037.1|HILL, LOC119659526|XP_037923590.1|HILL, LOC119659825|XP_037924039.1|HILL
OG0000154	LOC117895969|XP_034659819.1|DSUB, LOC117895972|XP_034659823.1|DSUB, LOC117893214|XP_034655639.1|DSUB	LOC119656815|XP_037919376.1|HILL, LOC119656814|XP_037919374.1|HILL, LOC119658097|XP_037921290.1|HILL
OG0000155	LOC117894277|XP_034657124.1|DSUB, LOC117893600|XP_034656166.1|DSUB, LOC117893601|XP_034656167.1|DSUB	LOC119654677|XP_037916108.1|HILL, LOC119655263|XP_037916987.1|HILL, LOC119654803|XP_037916285.1|HILL
OG0000157	LOC117891037|XP_034652096.1|DSUB, LOC117891036|XP_034652094.1|DSUB, LOC117889940|XP_034650366.1|DSUB	LOC119660570|XP_037925150.1|HILL, LOC119660574|XP_037925155.1|HILL, LOC119660573|XP_037925153.1|HILL, LOC119660572|XP_037925152.1|HILL, LOC119660575|XP_037925156.1|HILL, LOC119659319|XP_037923272.1|HILL, LOC119659558|XP_037923635.1|HILL, LOC119659566|XP_037923643.1|HILL, LOC119659450|XP_037923463.1|HILL, LOC119659722|XP_037923906.1|HILL
OG0000158	LOC117891297|XP_034652594.1|DSUB	LOC119656581|XP_037918900.1|HILL, LOC119658334|XP_037921603.1|HILL, LOC119657717|XP_037920688.1|HILL, LOC119657840|XP_037920890.1|HILL
OG0000158	LOC117893802|XP_034656437.1|DSUB, LOC117893202|XP_034655608.1|DSUB	LOC119657740|XP_037920712.1|HILL
OG0000159	LOC117895350|XP_034658822.1|DSUB	LOC119650090|XP_037908526.1|HILL
OG0000159	LOC117892899|XP_034655089.1|DSUB	LOC119650188|XP_037908675.1|HILL
OG0000159	LOC117893536|XP_034656071.1|DSUB	LOC119650187|XP_037908670.1|HILL
OG0000160	LOC117899677|XP_034665757.1|DSUB, LOC117899675|XP_034665754.1|DSUB	LOC119657253|XP_037920001.1|HILL, LOC119657379|XP_037920191.1|HILL, LOC119658465|XP_037921805.1|HILL, LOC119657015|XP_037919689.1|HILL, LOC119657450|XP_037920290.1|HILL, LOC119658360|XP_037921648.1|HILL
OG0000161	LOC117901892|XP_034668744.1|DSUB	LOC119656118|XP_037918371.1|HILL, LOC119649747|XP_037907964.1|HILL, LOC119649881|XP_037908186.1|HILL, LOC119646305|XP_037902651.1|HILL, LOC119654223|XP_037915410.1|HILL, LOC119657019|XP_037919695.1|HILL, LOC119655428|XP_037917247.1|HILL, LOC119661163|XP_037926310.1|HILL
