Orthogroup	DSUB.longest_only	DSUZ.longest_only
OG0000043	LOC117898866|XP_034664435.1|DSUB	LOC108006016|XP_036674672.1|DSUZ
OG0000043	LOC117897840|XP_034662797.1|DSUB, LOC117897841|XP_034662798.1|DSUB	LOC118878135|XP_036675630.1|DSUZ, LOC108006062|XP_016924995.2|DSUZ
OG0000043	LOC117898867|XP_034664437.1|DSUB	LOC108010802|XP_016931225.2|DSUZ
OG0000043	LOC117897193|XP_034661785.1|DSUB	LOC108006056|XP_016924989.2|DSUZ
OG0000044	LOC117898991|XP_034664623.1|DSUB	LOC108012094|XP_016932860.2|DSUZ
OG0000044	LOC117895983|XP_034659856.1|DSUB	LOC108007932|XP_036674251.1|DSUZ, LOC108007930|XP_036674252.1|DSUZ
OG0000044	LOC117897592|XP_034662438.1|DSUB, LOC117897591|XP_034662436.1|DSUB, LOC117897590|XP_034662434.1|DSUB, LOC117897593|XP_034662439.1|DSUB	LOC108007915|XP_016927173.2|DSUZ, LOC108007906|XP_016927164.2|DSUZ, LOC108007917|XP_036674250.1|DSUZ
OG0000044	LOC117898153|XP_034663242.1|DSUB	LOC108011721|XP_016932432.2|DSUZ
OG0000045	LOC117894865|XP_034658016.1|DSUB	LOC108004812|XP_036670921.1|DSUZ
OG0000045	LOC117893502|XP_034656031.1|DSUB	LOC108012264|XP_016933053.1|DSUZ, LOC108012265|XP_016933055.1|DSUZ
OG0000045	LOC117894637|XP_034657700.1|DSUB	LOC108005813|XP_016924631.1|DSUZ
OG0000045	LOC117893875|XP_034656539.1|DSUB	LOC108005814|XP_016924632.1|DSUZ
OG0000046	LOC117898099|XP_034663170.1|DSUB	LOC108014425|XP_016936027.2|DSUZ
OG0000046	LOC117892263|XP_034654274.1|DSUB, LOC117892238|XP_034654240.1|DSUB	LOC108014937|XP_016936647.1|DSUZ, LOC108014936|XP_016936646.1|DSUZ
OG0000046	LOC117892077|XP_034653957.1|DSUB	LOC108015074|XP_016936802.1|DSUZ
OG0000046	LOC117899466|XP_034665373.1|DSUB, LOC117899066|XP_034664724.1|DSUB, LOC117899065|XP_034664723.1|DSUB	LOC108011093|XP_036674691.1|DSUZ, LOC108011091|XP_016931645.2|DSUZ, LOC108011090|XP_016931644.1|DSUZ, LOC108008133|XP_016927411.1|DSUZ, LOC108011098|XP_036674670.1|DSUZ
OG0000047	LOC117891323|XP_034652630.1|DSUB	LOC108008533|XP_016927892.1|DSUZ
OG0000047	LOC117891482|XP_034652852.1|DSUB	LOC108008555|XP_016927914.1|DSUZ
OG0000047	LOC117892480|XP_034654625.1|DSUB	LOC108019650|XP_016943022.1|DSUZ
OG0000047	LOC117893757|XP_034656383.1|DSUB	LOC108013633|XP_016935067.1|DSUZ
OG0000047	LOC117891376|XP_034652704.1|DSUB	LOC108019638|XP_016943010.1|DSUZ
OG0000047	LOC117895380|XP_034658890.1|DSUB	LOC108012941|XP_016933968.1|DSUZ
OG0000048	LOC117894528|XP_034657533.1|DSUB, LOC117894532|XP_034657540.1|DSUB	LOC108011323|XP_016931922.2|DSUZ, LOC108011315|XP_016931911.1|DSUZ
OG0000048	LOC117894523|XP_034657528.1|DSUB	LOC108007321|XP_016926458.2|DSUZ
OG0000048	LOC117894537|XP_034657548.1|DSUB	LOC108019378|XP_016942690.1|DSUZ
OG0000049	LOC117898484|XP_034663812.1|DSUB	LOC108020793|XP_016944660.2|DSUZ
OG0000049	LOC117898479|XP_034663805.1|DSUB	LOC108019317|XP_016942627.2|DSUZ
OG0000049	LOC117899170|XP_034664920.1|DSUB	LOC108019319|XP_016942628.2|DSUZ
OG0000049	LOC117898482|XP_034663809.1|DSUB	LOC108020803|XP_016944672.2|DSUZ
OG0000050	LOC117892195|XP_034654177.1|DSUB	LOC108009777|XP_016929902.1|DSUZ
OG0000050	LOC117893228|XP_034655655.1|DSUB	LOC118878833|XP_036677754.1|DSUZ, LOC108007679|XP_036672301.1|DSUZ
OG0000050	LOC117893221|XP_034655647.1|DSUB	LOC108007666|XP_016926877.2|DSUZ, LOC118878835|XP_036677757.1|DSUZ, LOC108007675|XP_016926887.1|DSUZ, LOC118878829|XP_036677750.1|DSUZ
OG0000050	LOC117893222|XP_034655648.1|DSUB, LOC117894675|XP_034657744.1|DSUB	LOC108007678|XP_016926890.1|DSUZ, LOC118878832|XP_036677753.1|DSUZ
OG0000050	LOC117893225|XP_034655653.1|DSUB, LOC117894628|XP_034657684.1|DSUB	LOC108007676|XP_016926888.1|DSUZ, LOC118878830|XP_036677751.1|DSUZ
OG0000050	LOC117893220|XP_034655645.1|DSUB	LOC118878828|XP_036677749.1|DSUZ, LOC108007665|XP_016926876.1|DSUZ, LOC108007667|XP_016926878.2|DSUZ, LOC118878834|XP_036677756.1|DSUZ
OG0000050	LOC117893224|XP_034655652.1|DSUB	LOC108007677|XP_016926889.1|DSUZ, LOC118878831|XP_036677752.1|DSUZ
OG0000051	LOC117896438|XP_034660657.1|DSUB	LOC108007968|XP_016927228.1|DSUZ
OG0000051	LOC117898110|XP_034663186.1|DSUB, LOC117898109|XP_034663185.1|DSUB	LOC108008061|XP_016927332.1|DSUZ
OG0000051	LOC117898770|XP_034664295.1|DSUB, LOC117898095|XP_034663165.1|DSUB	LOC108019243|XP_016942528.2|DSUZ, LOC108010880|XP_036675361.1|DSUZ, LOC118877892|XP_036674208.1|DSUZ, LOC108017397|XP_036673834.1|DSUZ, LOC108019259|XP_016942548.2|DSUZ
OG0000052	LOC117898169|XP_034663268.1|DSUB	LOC108016209|XP_016938326.2|DSUZ, LOC108017445|XP_036674526.1|DSUZ
OG0000052	LOC117898249|XP_034663387.1|DSUB	LOC108016205|XP_016938321.2|DSUZ, LOC108016212|XP_016938330.1|DSUZ, LOC108016207|XP_016938323.1|DSUZ
OG0000052	LOC117892469|XP_034654613.1|DSUB	LOC108018024|XP_016940878.1|DSUZ
OG0000052	LOC117892468|XP_034654612.1|DSUB	LOC108018025|XP_016940880.1|DSUZ
OG0000053	LOC117890537|XP_034651353.1|DSUB	LOC108019582|XP_016942912.1|DSUZ
OG0000053	LOC117890535|XP_034651347.1|DSUB	LOC108019581|XP_016942910.1|DSUZ
OG0000053	LOC117890534|XP_034651344.1|DSUB	LOC108019580|XP_016942908.1|DSUZ
OG0000053	LOC117890538|XP_034651354.1|DSUB	LOC108019595|XP_016942926.1|DSUZ
OG0000054	LOC117898653|XP_034664116.1|DSUB, LOC117898652|XP_034664115.1|DSUB	LOC108007018|XP_016926113.2|DSUZ
OG0000054	LOC117898651|XP_034664113.1|DSUB	LOC108007014|XP_016926109.2|DSUZ, LOC108007012|XP_016926106.2|DSUZ
OG0000054	LOC117898655|XP_034664119.1|DSUB	LOC108007023|XP_016926117.2|DSUZ
OG0000054	LOC117898654|XP_034664118.1|DSUB	LOC108007019|XP_016926114.2|DSUZ
OG0000056	LOC117898462|XP_034663775.1|DSUB	LOC108011021|XP_036674004.1|DSUZ
OG0000056	LOC117898463|XP_034663777.1|DSUB	LOC108011020|XP_036674003.1|DSUZ
OG0000056	LOC117898461|XP_034663774.1|DSUB	LOC108011024|XP_016931542.2|DSUZ, LOC108011023|XP_016931541.2|DSUZ, LOC108011022|XP_016931540.2|DSUZ
OG0000056	LOC117897244|XP_034661856.1|DSUB	LOC108018752|XP_016941818.1|DSUZ
OG0000056	LOC117897243|XP_034661853.1|DSUB	LOC108018751|XP_016941817.2|DSUZ
OG0000058	LOC117890151|XP_034650732.1|DSUB	LOC108008882|XP_016928279.1|DSUZ, LOC108004630|XP_016923063.1|DSUZ
OG0000058	LOC117902359|XP_034669562.1|DSUB	LOC108010497|XP_016930860.1|DSUZ
OG0000058	LOC117894861|XP_034658013.1|DSUB	LOC108011123|XP_016931684.1|DSUZ
OG0000059	LOC117897005|XP_034661462.1|DSUB	LOC108010906|XP_016931395.2|DSUZ
OG0000059	LOC117896653|XP_034660990.1|DSUB	LOC108004991|XP_016923598.2|DSUZ
OG0000059	LOC117899423|XP_034665309.1|DSUB	LOC108004995|XP_036675477.1|DSUZ
OG0000059	LOC117896652|XP_034660989.1|DSUB	LOC108010901|XP_016931379.2|DSUZ
OG0000059	LOC117896800|XP_034661190.1|DSUB, LOC117896540|XP_034660815.1|DSUB	LOC108010897|XP_016931376.2|DSUZ, LOC108010892|XP_036675426.1|DSUZ
OG0000059	LOC117896696|XP_034661039.1|DSUB	LOC108010889|XP_016931367.2|DSUZ
OG0000060	LOC117903129|XP_034670852.1|DSUB	LOC108005298|XP_016923997.1|DSUZ
OG0000060	LOC117901895|XP_034668749.1|DSUB	LOC108009039|XP_016928528.1|DSUZ
OG0000060	LOC117896666|XP_034661004.1|DSUB	LOC108011241|XP_016931834.2|DSUZ
OG0000060	LOC117896503|XP_034660743.1|DSUB	LOC108012147|XP_016932927.2|DSUZ
OG0000060	LOC117891116|XP_034652214.1|DSUB	LOC108005224|XP_016923903.1|DSUZ
OG0000061	LOC117901880|XP_034668728.1|DSUB	LOC108008066|XP_016927350.1|DSUZ
OG0000061	LOC117901276|XP_034667861.1|DSUB	LOC108011189|XP_016931772.1|DSUZ
OG0000061	LOC117901832|XP_034668656.1|DSUB	LOC108009548|XP_016929484.1|DSUZ
OG0000062	LOC117903497|XP_034671468.1|DSUB	LOC108015083|XP_016936812.1|DSUZ
OG0000062	LOC117901308|XP_034667909.1|DSUB	LOC108016949|XP_016939375.1|DSUZ
OG0000063	LOC117896095|XP_034660037.1|DSUB	LOC108007361|XP_036673723.1|DSUZ, LOC108007341|XP_036673724.1|DSUZ
OG0000063	LOC117896094|XP_034660036.1|DSUB	LOC108007360|XP_016926501.1|DSUZ
OG0000063	LOC117893344|XP_034655825.1|DSUB	LOC108012795|XP_016933718.1|DSUZ
OG0000063	LOC117894179|XP_034656976.1|DSUB	LOC108012616|XP_016933525.2|DSUZ
OG0000063	LOC117894178|XP_034656974.1|DSUB	LOC108012576|XP_016933479.1|DSUZ, LOC108012502|XP_016933399.1|DSUZ
OG0000064	LOC117897877|XP_034662844.1|DSUB, LOC117900495|XP_034666775.1|DSUB, LOC117900564|XP_034666863.1|DSUB	LOC118878837|XP_036677759.1|DSUZ, LOC118876785|XP_036678236.1|DSUZ
OG0000064	LOC117902340|XP_034669530.1|DSUB, LOC117901890|XP_034668743.1|DSUB	LOC108012433|XP_016933287.1|DSUZ
OG0000065	LOC117898583|XP_034664016.1|DSUB	LOC108018380|XP_036672586.1|DSUZ
OG0000065	LOC117899737|XP_034665873.1|DSUB	LOC108015662|XP_016937647.2|DSUZ
OG0000065	LOC117899738|XP_034665874.1|DSUB	LOC108015669|XP_036673839.1|DSUZ
OG0000065	LOC117899736|XP_034665872.1|DSUB	LOC108015657|XP_036673844.1|DSUZ
OG0000066	LOC117903671|XP_034671892.1|DSUB	LOC108005211|XP_016923889.1|DSUZ
OG0000066	LOC117896596|XP_034660913.1|DSUB	LOC108016054|XP_016938136.1|DSUZ
OG0000066	LOC117896671|XP_034661009.1|DSUB	LOC108014819|XP_016936505.2|DSUZ
OG0000066	LOC117901021|XP_034667513.1|DSUB	LOC108009663|XP_016929682.1|DSUZ
OG0000066	LOC117897646|XP_034662513.1|DSUB	LOC108007006|XP_016926101.2|DSUZ
OG0000066	LOC117893060|XP_034655357.1|DSUB	LOC108019078|XP_016942229.1|DSUZ
OG0000066	LOC117902112|XP_034669115.1|DSUB	LOC108009981|XP_016930245.1|DSUZ
OG0000067	LOC117899613|XP_034665647.1|DSUB	LOC108018360|XP_036672819.1|DSUZ
OG0000067	LOC117895462|XP_034659028.1|DSUB	LOC108011429|XP_016932047.1|DSUZ
OG0000067	LOC117890918|XP_034651937.1|DSUB	LOC108008496|XP_016927850.1|DSUZ
OG0000067	LOC117895461|XP_034659026.1|DSUB	LOC108011430|XP_036670601.1|DSUZ
OG0000067	LOC117894476|XP_034657468.1|DSUB	LOC108012571|XP_016933475.1|DSUZ
OG0000068	LOC117893343|XP_034655824.1|DSUB	LOC108015543|XP_036672326.1|DSUZ
OG0000068	LOC117893309|XP_034655788.1|DSUB, LOC117901009|XP_034667498.1|DSUB	LOC108020078|XP_036672611.1|DSUZ, LOC108015958|XP_036673428.1|DSUZ, LOC108012701|XP_036672080.1|DSUZ, LOC108018226|XP_016941234.1|DSUZ
OG0000068	LOC117902385|XP_034669640.1|DSUB	LOC108015246|XP_016937086.1|DSUZ
OG0000069	LOC117891341|XP_034652652.1|DSUB	LOC108008583|XP_016927949.1|DSUZ
OG0000070	LOC117900906|XP_034667357.1|DSUB	LOC108010939|XP_016931440.1|DSUZ, LOC108008584|XP_016927954.1|DSUZ
OG0000070	LOC117896707|XP_034661058.1|DSUB	LOC108014746|XP_036671592.1|DSUZ
OG0000070	LOC117901077|XP_034667580.1|DSUB, LOC117900908|XP_034667359.1|DSUB	LOC108008382|XP_016927718.1|DSUZ
OG0000070	LOC117900907|XP_034667358.1|DSUB	LOC108016673|XP_016938880.1|DSUZ
OG0000071	LOC117893134|XP_034655476.1|DSUB	LOC108010694|XP_036670542.1|DSUZ
OG0000071	LOC117895747|XP_034659509.1|DSUB	LOC118877301|XP_036671340.1|DSUZ
OG0000071	LOC117895750|XP_034659511.1|DSUB	LOC108013781|XP_016935236.2|DSUZ
OG0000072	LOC117889765|XP_034650103.1|DSUB	LOC108008238|XP_016927518.1|DSUZ
OG0000072	LOC117891008|XP_034652055.1|DSUB	LOC108010178|XP_016930510.2|DSUZ
OG0000073	LOC117890320|XP_034650999.1|DSUB	LOC108006185|XP_016925109.1|DSUZ
OG0000073	LOC117901954|XP_034668826.1|DSUB	LOC108016759|XP_036676337.1|DSUZ
OG0000073	LOC117897070|XP_034661568.1|DSUB	LOC108013859|XP_036672571.1|DSUZ, LOC108017156|XP_036675209.1|DSUZ
OG0000074	LOC117893667|XP_034656248.1|DSUB, LOC117894584|XP_034657620.1|DSUB	LOC108012499|XP_036670611.1|DSUZ, LOC108012409|XP_016933258.1|DSUZ
OG0000074	LOC117894701|XP_034657775.1|DSUB	LOC108004794|XP_016923335.2|DSUZ
OG0000075	LOC117895498|XP_034659085.1|DSUB	LOC108013328|XP_016934616.1|DSUZ
OG0000075	LOC117895520|XP_034659115.1|DSUB	LOC108013578|XP_016934994.1|DSUZ
OG0000075	LOC117895524|XP_034659120.1|DSUB	LOC108012554|XP_016933456.2|DSUZ, LOC108013579|XP_016934995.1|DSUZ
OG0000075	LOC117895522|XP_034659118.1|DSUB	LOC108013329|XP_016934617.1|DSUZ
OG0000076	LOC117895853|XP_034659710.1|DSUB	LOC108005825|XP_036670890.1|DSUZ
OG0000076	LOC117896566|XP_034660858.1|DSUB, LOC117898174|XP_034663274.1|DSUB	LOC108014332|XP_036673815.1|DSUZ, LOC108019254|XP_036673770.1|DSUZ
OG0000076	LOC117898747|XP_034664263.1|DSUB	LOC108015039|XP_016936760.1|DSUZ
OG0000076	LOC117898737|XP_034664252.1|DSUB	LOC108015414|XP_016937334.1|DSUZ
OG0000077	LOC117891833|XP_034653474.1|DSUB	LOC108009747|XP_016929834.1|DSUZ
OG0000077	LOC117897634|XP_034662499.1|DSUB	LOC108015852|XP_016937909.1|DSUZ
OG0000077	LOC117890642|XP_034651485.1|DSUB	LOC108010141|XP_016930463.1|DSUZ
OG0000077	LOC117897194|XP_034661786.1|DSUB	LOC108014833|XP_016936524.2|DSUZ
OG0000078	LOC117890243|XP_034650880.1|DSUB	LOC108008657|XP_016928031.1|DSUZ
OG0000078	LOC117895683|XP_034659401.1|DSUB, LOC117895684|XP_034659403.1|DSUB	LOC108006897|XP_016925974.2|DSUZ
OG0000078	LOC117897889|XP_034662857.1|DSUB	LOC108011262|XP_036675195.1|DSUZ
OG0000078	LOC117892312|XP_034654358.1|DSUB	LOC108015391|XP_016937300.1|DSUZ
OG0000078	LOC117899598|XP_034665610.1|DSUB	LOC108016956|XP_016939380.1|DSUZ
OG0000079	LOC117900594|XP_034666895.1|DSUB	LOC108008363|XP_016927693.1|DSUZ, LOC108008373|XP_016927706.1|DSUZ
OG0000079	LOC117900593|XP_034666894.1|DSUB	LOC108010440|XP_016930790.1|DSUZ
OG0000080	LOC117892139|XP_034654068.1|DSUB, LOC117890994|XP_034652034.1|DSUB	LOC108008669|XP_016928052.2|DSUZ, LOC108018488|XP_016941536.1|DSUZ
OG0000080	LOC117892007|XP_034653785.1|DSUB	LOC108009443|XP_016929282.1|DSUZ
OG0000081	LOC117895630|XP_034659277.1|DSUB	LOC108012473|XP_016933353.1|DSUZ
OG0000082	LOC117897518|XP_034662325.1|DSUB	LOC108005981|XP_016924910.2|DSUZ
OG0000082	LOC117898678|XP_034664152.1|DSUB	LOC108006237|XP_016925166.2|DSUZ, LOC108020861|XP_036674571.1|DSUZ, LOC118877946|XP_036674572.1|DSUZ, LOC108006234|XP_036672863.1|DSUZ
OG0000083	LOC117900198|XP_034666350.1|DSUB	LOC108021699|XP_016946017.1|DSUZ
OG0000083	LOC117902537|XP_034669857.1|DSUB, LOC117902534|XP_034669852.1|DSUB, LOC117902535|XP_034669856.1|DSUB	LOC108019227|XP_016942512.1|DSUZ, LOC108018957|XP_016942050.1|DSUZ
OG0000083	LOC117900197|XP_034666347.1|DSUB	LOC108021302|XP_016945444.1|DSUZ
OG0000084	LOC117892465|XP_034654607.1|DSUB	LOC108019885|XP_016943446.1|DSUZ
OG0000084	LOC117890458|XP_034651195.1|DSUB	LOC108017776|XP_016940388.1|DSUZ
OG0000085	LOC117892536|XP_034654735.1|DSUB	LOC108017929|XP_036669795.1|DSUZ
OG0000085	LOC117892091|XP_034653974.1|DSUB	LOC108018199|XP_016941204.1|DSUZ
OG0000085	LOC117892532|XP_034654727.1|DSUB	LOC108017928|XP_036669794.1|DSUZ
OG0000086	LOC117890386|XP_034651078.1|DSUB	LOC108009612|XP_016929587.1|DSUZ
OG0000087	LOC117900830|XP_034667229.1|DSUB	LOC108006715|XP_016925785.1|DSUZ
OG0000087	LOC117901046|XP_034667544.1|DSUB	LOC108013454|XP_016934823.1|DSUZ
OG0000087	LOC117900544|XP_034666835.1|DSUB	LOC108010645|XP_016931036.1|DSUZ
OG0000088	LOC117890038|XP_034650547.1|DSUB	LOC108018081|XP_016940973.1|DSUZ
OG0000088	LOC117900355|XP_034666594.1|DSUB	LOC108010533|XP_016930904.1|DSUZ
OG0000088	LOC117893265|XP_034655723.1|DSUB	LOC108017064|XP_016939511.1|DSUZ
OG0000088	LOC117890268|XP_034650918.1|DSUB	LOC108009734|XP_016929807.1|DSUZ
OG0000088	LOC117893266|XP_034655724.1|DSUB	LOC108017056|XP_016939503.2|DSUZ
OG0000089	LOC117897397|XP_034662107.1|DSUB	LOC108017134|XP_016939601.1|DSUZ
OG0000089	LOC117894210|XP_034657016.1|DSUB	LOC108012396|XP_016933244.1|DSUZ
OG0000090	LOC117891387|XP_034652719.1|DSUB	LOC108009148|XP_016928740.1|DSUZ
OG0000090	LOC117891384|XP_034652714.1|DSUB	LOC108008436|XP_016927775.1|DSUZ
OG0000090	LOC117894963|XP_034658187.1|DSUB	LOC108020200|XP_016943797.1|DSUZ
OG0000090	LOC117893528|XP_034656062.1|DSUB	LOC108013274|XP_016934533.1|DSUZ
OG0000091	LOC117896287|XP_034660384.1|DSUB	LOC108007205|XP_036674733.1|DSUZ
OG0000091	LOC117901338|XP_034667939.1|DSUB	LOC108021626|XP_016945921.1|DSUZ
OG0000091	LOC117897051|XP_034661532.1|DSUB	LOC108017510|XP_036673504.1|DSUZ, LOC108020281|XP_036677911.1|DSUZ
OG0000091	LOC117897050|XP_034661529.1|DSUB	LOC108017517|XP_016940076.2|DSUZ, LOC118879030|XP_036677910.1|DSUZ
OG0000092	LOC117897269|XP_034661886.1|DSUB	LOC108007922|XP_016927181.2|DSUZ
OG0000092	LOC117897821|XP_034662765.1|DSUB	LOC108007901|XP_016927158.2|DSUZ
OG0000092	LOC117898608|XP_034664049.1|DSUB	LOC108007563|XP_016926745.2|DSUZ
OG0000092	LOC117897864|XP_034662828.1|DSUB	LOC108007927|XP_016927187.2|DSUZ
OG0000093	LOC117902810|XP_034670324.1|DSUB	LOC108017965|XP_016940733.1|DSUZ
OG0000093	LOC117893330|XP_034655811.1|DSUB, LOC117891738|XP_034653223.1|DSUB	LOC108015401|XP_016937310.2|DSUZ, LOC108008101|XP_016927380.2|DSUZ
OG0000093	LOC117898813|XP_034664362.1|DSUB	LOC108015362|XP_016937266.1|DSUZ
OG0000094	LOC117893841|XP_034656498.1|DSUB	LOC108012257|XP_016933045.2|DSUZ
OG0000094	LOC117896040|XP_034659940.1|DSUB	LOC108014341|XP_016935913.1|DSUZ
OG0000096	LOC117898392|XP_034663640.1|DSUB	LOC108005944|XP_016924862.1|DSUZ
OG0000096	LOC117898393|XP_034663641.1|DSUB	LOC108021485|XP_016945715.1|DSUZ
OG0000096	LOC117898696|XP_034664202.1|DSUB	LOC108006768|XP_036674772.1|DSUZ, LOC118878143|XP_036675694.1|DSUZ
OG0000096	LOC117900262|XP_034666462.1|DSUB	LOC108005977|XP_016924907.1|DSUZ
OG0000097	LOC117892965|XP_034655189.1|DSUB	LOC108011017|XP_016931534.1|DSUZ
OG0000097	LOC117893821|XP_034656463.1|DSUB	LOC108017049|XP_036671976.1|DSUZ
OG0000097	LOC117893163|XP_034655530.1|DSUB	LOC108010507|XP_016930873.2|DSUZ, LOC108015617|XP_036671854.1|DSUZ
OG0000098	LOC117898582|XP_034664015.1|DSUB	LOC108018693|XP_036672581.1|DSUZ
OG0000099	LOC117903172|XP_034670908.1|DSUB	LOC108016827|XP_016939133.1|DSUZ
OG0000099	LOC117891933|XP_034653664.1|DSUB	LOC108016981|XP_016939415.1|DSUZ
OG0000100	LOC117890766|XP_034651723.1|DSUB	LOC108008543|XP_016927903.1|DSUZ
OG0000100	LOC117899210|XP_034664973.1|DSUB, LOC117898731|XP_034664242.1|DSUB	LOC108016414|XP_016938552.1|DSUZ
OG0000101	LOC117895188|XP_034658556.1|DSUB	LOC118877221|XP_036670519.1|DSUZ
OG0000101	LOC117893149|XP_034655501.1|DSUB	LOC108020440|XP_036670524.1|DSUZ
OG0000101	LOC117893148|XP_034655500.1|DSUB	LOC118877222|XP_036670523.1|DSUZ
OG0000102	LOC117891856|XP_034653505.1|DSUB	LOC108009336|XP_016929103.1|DSUZ
OG0000102	LOC117890056|XP_034650578.1|DSUB	LOC108009476|XP_016929345.1|DSUZ
OG0000103	LOC117894294|XP_034657145.1|DSUB	LOC108012611|XP_016933519.1|DSUZ
OG0000103	LOC117893174|XP_034655541.1|DSUB	LOC108019406|XP_016942716.2|DSUZ
OG0000103	LOC117895790|XP_034659583.1|DSUB	LOC108010501|XP_016930863.2|DSUZ
OG0000103	LOC117891545|XP_034652951.1|DSUB	LOC108009753|XP_016929854.1|DSUZ
OG0000104	LOC117894807|XP_034657931.1|DSUB	LOC108018816|XP_036670778.1|DSUZ
OG0000104	LOC117901076|XP_034667579.1|DSUB	LOC108008643|XP_016928021.1|DSUZ
OG0000104	LOC117894809|XP_034657935.1|DSUB	LOC108018835|XP_036671763.1|DSUZ
OG0000105	LOC117898284|XP_034663430.1|DSUB	LOC108014115|XP_016935629.2|DSUZ, LOC108014116|XP_016935630.2|DSUZ, LOC108018286|XP_016941301.2|DSUZ, LOC108018333|XP_016941363.2|DSUZ, LOC108019558|XP_016942884.1|DSUZ
OG0000105	LOC117898760|XP_034664276.1|DSUB	LOC108019998|XP_036673113.1|DSUZ
OG0000105	LOC117898251|XP_034663389.1|DSUB	LOC118877652|XP_036673146.1|DSUZ, LOC108007058|XP_036673468.1|DSUZ
OG0000105	LOC117898250|XP_034663388.1|DSUB	LOC108007036|XP_016926132.2|DSUZ, LOC108007052|XP_016926148.1|DSUZ
OG0000107	LOC117889797|XP_034650164.1|DSUB	LOC108008259|XP_016927537.1|DSUZ
OG0000107	LOC117901630|XP_034668350.1|DSUB, LOC117901201|XP_034667746.1|DSUB	LOC108012670|XP_016933589.1|DSUZ, LOC108012988|XP_016934089.1|DSUZ, LOC108013596|XP_016935022.1|DSUZ
OG0000107	LOC117891678|XP_034653144.1|DSUB	LOC108018663|XP_016941724.2|DSUZ, LOC108010416|XP_016930765.2|DSUZ, LOC108008260|XP_016927538.1|DSUZ, LOC108018456|XP_036668919.1|DSUZ
OG0000109	LOC117901646|XP_034668372.1|DSUB	LOC108005294|XP_016923988.1|DSUZ
OG0000110	LOC117895604|XP_034659243.1|DSUB	LOC118877474|XP_036672419.1|DSUZ
OG0000110	LOC117895606|XP_034659245.1|DSUB	LOC108018764|XP_036672071.1|DSUZ
OG0000110	LOC117895605|XP_034659244.1|DSUB	LOC108005797|XP_016924616.1|DSUZ
OG0000110	LOC117895607|XP_034659246.1|DSUB	LOC108005830|XP_016924657.1|DSUZ
OG0000111	LOC117890933|XP_034651959.1|DSUB	LOC108008514|XP_016927871.1|DSUZ
OG0000111	LOC117890150|XP_034650731.1|DSUB	LOC108008501|XP_016927854.2|DSUZ
OG0000111	LOC117890935|XP_034651960.1|DSUB	LOC108008570|XP_016927933.1|DSUZ
OG0000112	LOC117903430|XP_034671344.1|DSUB	LOC108015224|XP_016937055.1|DSUZ, LOC108005343|XP_016924071.1|DSUZ
OG0000112	LOC117902763|XP_034670250.1|DSUB	LOC108015053|XP_016936781.1|DSUZ, LOC108015052|XP_016936780.2|DSUZ
OG0000113	LOC117897174|XP_034661763.1|DSUB	LOC108014373|XP_016935957.2|DSUZ
OG0000114	LOC117902141|XP_034669168.1|DSUB	LOC108012462|XP_016933345.1|DSUZ, LOC108011525|XP_016932181.1|DSUZ
OG0000114	LOC117902139|XP_034669166.1|DSUB	LOC108011501|XP_016932144.1|DSUZ
OG0000114	LOC117902140|XP_034669167.1|DSUB	LOC108011519|XP_016932168.1|DSUZ
OG0000116	LOC117898981|XP_034664612.1|DSUB	LOC108007913|XP_016927170.2|DSUZ
OG0000116	LOC117898985|XP_034664618.1|DSUB	LOC108007912|XP_016927169.2|DSUZ
OG0000116	LOC117898982|XP_034664615.1|DSUB	LOC108007909|XP_016927167.2|DSUZ
OG0000117	LOC117902128|XP_034669147.1|DSUB	LOC108016223|XP_016938342.1|DSUZ
OG0000117	LOC117902129|XP_034669148.1|DSUB	LOC108016234|XP_016938352.1|DSUZ
OG0000117	LOC117902130|XP_034669149.1|DSUB	LOC108016246|XP_016938362.1|DSUZ
OG0000117	LOC117902132|XP_034669152.1|DSUB	LOC108016266|XP_016938383.1|DSUZ
OG0000118	LOC117901945|XP_034668808.1|DSUB	LOC108005242|XP_036668710.1|DSUZ
OG0000118	LOC117903909|XP_034672306.1|DSUB	LOC108017871|XP_016940521.1|DSUZ, LOC108006685|XP_016925716.2|DSUZ, LOC108021821|XP_016946117.1|DSUZ
OG0000119	LOC117897103|XP_034661639.1|DSUB	LOC108013939|XP_016935439.2|DSUZ
OG0000119	LOC117896957|XP_034661393.1|DSUB	LOC108013886|XP_036674104.1|DSUZ
OG0000119	LOC117896767|XP_034661133.1|DSUB	LOC118877873|XP_036674103.1|DSUZ
OG0000120	LOC117889781|XP_034650140.1|DSUB	LOC108016657|XP_016938855.1|DSUZ
OG0000120	LOC117890793|XP_034651759.1|DSUB	LOC108009227|XP_036669490.1|DSUZ
OG0000120	LOC117893084|XP_034655396.1|DSUB	LOC108012807|XP_016933734.1|DSUZ
OG0000121	LOC117897123|XP_034661670.1|DSUB	LOC108015022|XP_016936739.1|DSUZ, LOC108015070|XP_016936798.1|DSUZ
OG0000121	LOC117897204|XP_034661798.1|DSUB	LOC118877889|XP_036674201.1|DSUZ, LOC108013784|XP_016935240.2|DSUZ
OG0000121	LOC117897203|XP_034661797.1|DSUB	LOC118877888|XP_036674200.1|DSUZ, LOC108020171|XP_016943763.2|DSUZ
