Orthogroup	DSUB.longest_only	AEAL.longest_only
OG0000072	LOC117891009|XP_034652056.1|DSUB, LOC117889765|XP_034650103.1|DSUB, LOC117891008|XP_034652055.1|DSUB	LOC115268666|XP_029732638.1|AEAL, LOC109421042|XP_019551076.2|AEAL, LOC109429450|XP_019560947.2|AEAL, LOC115266224|XP_029728065.1|AEAL, LOC115260126|XP_029716892.1|AEAL, LOC109430558|XP_019562176.2|AEAL, LOC109429235|XP_019560698.1|AEAL, LOC109429333|XP_029732636.1|AEAL, LOC109421068|XP_019551107.2|AEAL, LOC115258733|XP_029714957.1|AEAL, LOC109429262|XP_019560718.2|AEAL, LOC115255952|XP_029710047.1|AEAL, LOC109421067|XP_019551106.2|AEAL, LOC109429251|XP_019560712.2|AEAL, LOC115258734|XP_029714958.1|AEAL, LOC109429469|XP_029732637.1|AEAL, LOC115258785|XP_029715048.1|AEAL, LOC115258806|XP_029715095.1|AEAL, LOC115268662|XP_029732634.1|AEAL, LOC109421073|XP_019551111.2|AEAL, LOC109428607|XP_019559946.2|AEAL, LOC109421072|XP_019551110.2|AEAL
OG0000073	LOC117890320|XP_034650999.1|DSUB	LOC109413132|XP_019542399.2|AEAL, LOC115257787|XP_029713603.1|AEAL
OG0000073	LOC117901954|XP_034668826.1|DSUB	LOC109416850|XP_029728654.1|AEAL
OG0000074	LOC117893667|XP_034656248.1|DSUB, LOC117894584|XP_034657620.1|DSUB, LOC117894701|XP_034657775.1|DSUB	LOC109432023|XP_019563874.2|AEAL, LOC115265383|XP_029726109.1|AEAL, LOC109409751|XP_019538800.1|AEAL, LOC115265384|XP_029726110.1|AEAL, LOC109409744|XP_019538792.2|AEAL, LOC109432034|XP_019563883.2|AEAL, LOC115265385|XP_029726111.1|AEAL, LOC109409748|XP_019538795.2|AEAL, LOC109409740|XP_019538788.1|AEAL, LOC109431992|XP_019563841.2|AEAL, LOC109432002|XP_019563852.2|AEAL, LOC109409741|XP_019538789.2|AEAL, LOC115265379|XP_029726076.1|AEAL, LOC109409742|XP_019538790.2|AEAL, LOC109432055|XP_019563904.2|AEAL, LOC109409755|XP_019538804.2|AEAL, LOC109432112|XP_019563945.2|AEAL, LOC115265380|XP_029726078.1|AEAL, LOC109409753|XP_019538802.2|AEAL, LOC109432077|XP_019563923.2|AEAL
OG0000076	LOC117895853|XP_034659710.1|DSUB	LOC109407440|XP_029729634.1|AEAL, LOC109416499|XP_029729635.1|AEAL, LOC115263299|XP_029722354.1|AEAL, LOC115263274|XP_029722275.1|AEAL, LOC115263264|XP_029722253.1|AEAL
OG0000076	LOC117898747|XP_034664263.1|DSUB	LOC109419190|XP_019548944.2|AEAL, LOC109407082|XP_029722843.1|AEAL
OG0000077	LOC117891833|XP_034653474.1|DSUB	LOC109621769|XP_019931447.1|AEAL, LOC109422254|XP_019552411.1|AEAL
OG0000077	LOC117897634|XP_034662499.1|DSUB	LOC109414298|XP_019543658.1|AEAL
OG0000077	LOC117890642|XP_034651485.1|DSUB	LOC109621770|XP_019931448.1|AEAL, LOC109422250|XP_029724569.1|AEAL, LOC115264706|XP_029724573.1|AEAL
OG0000077	LOC117897194|XP_034661786.1|DSUB	LOC115264211|XP_029723570.1|AEAL, LOC109414592|XP_029723562.1|AEAL, LOC115264212|XP_029723572.1|AEAL, LOC109424852|XP_019555595.1|AEAL
OG0000078	LOC117890243|XP_034650880.1|DSUB, LOC117895683|XP_034659401.1|DSUB, LOC117895684|XP_034659403.1|DSUB, LOC117897889|XP_034662857.1|DSUB, LOC117892312|XP_034654358.1|DSUB, LOC117899598|XP_034665610.1|DSUB	LOC109410835|XP_019539914.2|AEAL, LOC115256245|XP_029710368.1|AEAL
OG0000080	LOC117892139|XP_034654068.1|DSUB, LOC117890994|XP_034652034.1|DSUB, LOC117892007|XP_034653785.1|DSUB	LOC109423228|XP_019553713.1|AEAL, LOC109397255|XP_019525124.2|AEAL, LOC115263682|XP_029722763.1|AEAL, LOC109412270|XP_019541465.1|AEAL, LOC115260060|XP_029716778.1|AEAL, LOC109423230|XP_019553715.2|AEAL, LOC109397257|XP_019525125.2|AEAL, LOC115253465|XP_029716776.1|AEAL, LOC109397254|XP_019525123.2|AEAL, LOC109423229|XP_019553714.2|AEAL
OG0000082	LOC117890838|XP_034651812.1|DSUB, LOC117897518|XP_034662325.1|DSUB, LOC117898678|XP_034664152.1|DSUB	LOC109409214|XP_019538184.2|AEAL, LOC109421560|XP_019551625.2|AEAL, LOC109409172|XP_019538136.2|AEAL, LOC115259486|XP_029715947.1|AEAL, LOC109406863|XP_019535411.2|AEAL, LOC115256347|XP_029710534.1|AEAL, LOC109402748|XP_019531005.2|AEAL
OG0000083	LOC117900198|XP_034666350.1|DSUB, LOC117902537|XP_034669857.1|DSUB, LOC117902534|XP_034669852.1|DSUB, LOC117902535|XP_034669856.1|DSUB, LOC117900197|XP_034666347.1|DSUB	LOC109621385|XP_029732563.1|AEAL, LOC109622322|XP_029732583.1|AEAL, LOC115268591|XP_029732565.1|AEAL
OG0000084	LOC117892465|XP_034654607.1|DSUB	LOC109426778|XP_019557860.2|AEAL, LOC109426790|XP_019557869.2|AEAL, LOC109623111|XP_019933139.2|AEAL, LOC109623114|XP_019933142.2|AEAL
OG0000084	LOC117890458|XP_034651195.1|DSUB	LOC115269112|XP_029733383.1|AEAL, LOC109404674|XP_019533145.2|AEAL, LOC109410318|XP_019539412.2|AEAL, LOC109410311|XP_019539406.2|AEAL, LOC109404701|XP_029733250.1|AEAL, LOC115258063|XP_029713931.1|AEAL, LOC109404708|XP_019533176.2|AEAL, LOC109410300|XP_029733294.1|AEAL, LOC109413010|XP_029734216.1|AEAL, LOC109413011|XP_029734264.1|AEAL, LOC109413012|XP_029734214.1|AEAL, LOC109398420|XP_019526322.2|AEAL
OG0000085	LOC117892532|XP_034654727.1|DSUB	LOC115265317|XP_029725726.1|AEAL, LOC109417066|XP_029710252.1|AEAL
OG0000086	LOC117890386|XP_034651078.1|DSUB	LOC109423303|XP_019553776.2|AEAL
OG0000087	LOC117900830|XP_034667229.1|DSUB	LOC109425107|XP_019555847.1|AEAL, LOC109400350|XP_019528397.2|AEAL, LOC109425109|XP_019555850.2|AEAL, LOC109400352|XP_019528399.2|AEAL, LOC109400353|XP_029725043.1|AEAL, LOC109425111|XP_019555853.2|AEAL, LOC109425201|XP_019556007.1|AEAL, LOC109425112|XP_019555854.2|AEAL, LOC109425203|XP_019556009.2|AEAL, LOC109400289|XP_019528317.1|AEAL
OG0000088	LOC117890038|XP_034650547.1|DSUB	LOC109422315|XP_019552548.1|AEAL
OG0000089	LOC117897397|XP_034662107.1|DSUB	LOC109418556|XP_019548309.1|AEAL, LOC115257374|XP_029712755.1|AEAL
OG0000089	LOC117894210|XP_034657016.1|DSUB	LOC109403768|XP_019532181.2|AEAL, LOC109416934|XP_019546591.2|AEAL, LOC109416935|XP_019546593.2|AEAL, LOC109403788|XP_019532231.2|AEAL
OG0000090	LOC117891387|XP_034652719.1|DSUB, LOC117891384|XP_034652714.1|DSUB, LOC117894963|XP_034658187.1|DSUB, LOC117893528|XP_034656062.1|DSUB	LOC109420406|XP_019550284.2|AEAL, LOC109420412|XP_019550290.2|AEAL, LOC109420408|XP_029713653.1|AEAL
OG0000091	LOC117896287|XP_034660384.1|DSUB	LOC109398456|XP_029716267.1|AEAL
OG0000091	LOC117901338|XP_034667939.1|DSUB, LOC117897051|XP_034661532.1|DSUB, LOC117897050|XP_034661529.1|DSUB	LOC115266712|XP_029729099.1|AEAL, LOC109417109|XP_019546777.1|AEAL
OG0000093	LOC117902810|XP_034670324.1|DSUB	LOC109429581|XP_029719934.1|AEAL
OG0000094	LOC117893841|XP_034656498.1|DSUB, LOC117896040|XP_034659940.1|DSUB	LOC109419312|XP_029727657.1|AEAL, LOC115253763|XP_029725348.1|AEAL, LOC115265212|XP_029725349.1|AEAL, LOC109419311|XP_019549091.2|AEAL, LOC109399258|XP_029724633.1|AEAL, LOC109419901|XP_019549732.1|AEAL, LOC115260470|XP_029717274.1|AEAL
OG0000099	LOC117891933|XP_034653664.1|DSUB	LOC109422665|XP_019553067.2|AEAL, LOC109401117|XP_019529141.2|AEAL, LOC109401121|XP_029716937.1|AEAL, LOC109422664|XP_029736398.1|AEAL, LOC109422663|XP_019553064.2|AEAL, LOC115271081|XP_029736397.1|AEAL, LOC109422534|XP_029716763.1|AEAL, LOC115271082|XP_029736399.1|AEAL
OG0000101	LOC117895429|XP_034658961.1|DSUB, LOC117895432|XP_034658973.1|DSUB, LOC117895188|XP_034658556.1|DSUB, LOC117893149|XP_034655501.1|DSUB, LOC117893148|XP_034655500.1|DSUB	LOC109412780|XP_029726786.1|AEAL
OG0000102	LOC117891856|XP_034653505.1|DSUB	LOC109398090|XP_029730315.1|AEAL, LOC109431713|XP_019563525.2|AEAL, LOC115267501|XP_029730432.1|AEAL, LOC109431716|XP_019563534.2|AEAL, LOC115267500|XP_029730431.1|AEAL, LOC115267476|XP_029730333.1|AEAL, LOC115260125|XP_029716891.1|AEAL, LOC115270199|XP_029735312.1|AEAL, LOC109408587|XP_019537455.1|AEAL, LOC115269621|XP_029734309.1|AEAL, LOC109423853|XP_019554435.2|AEAL, LOC115270200|XP_029735313.1|AEAL, LOC115269863|XP_029734512.1|AEAL, LOC115269861|XP_029734508.1|AEAL, LOC115270202|XP_029735315.1|AEAL, LOC109408601|XP_029734409.1|AEAL, LOC109423856|XP_019554437.2|AEAL, LOC115253846|XP_029735311.1|AEAL, LOC109423858|XP_019554440.2|AEAL, LOC109423857|XP_019554438.2|AEAL, LOC115270203|XP_029735316.1|AEAL
OG0000102	LOC117890056|XP_034650578.1|DSUB	LOC109622447|XP_019932332.1|AEAL
OG0000103	LOC117894294|XP_034657145.1|DSUB, LOC117893174|XP_034655541.1|DSUB, LOC117895790|XP_034659583.1|DSUB, LOC117891545|XP_034652951.1|DSUB	LOC109430972|XP_019562636.2|AEAL, LOC115263082|XP_029721862.1|AEAL, LOC109430951|XP_019562612.2|AEAL, LOC115263170|XP_029721960.1|AEAL, LOC109430966|XP_019562631.2|AEAL, LOC109405281|XP_029712947.1|AEAL
OG0000104	LOC117901076|XP_034667579.1|DSUB, LOC117894809|XP_034657935.1|DSUB	LOC115253998|XP_029713816.1|AEAL, LOC109412559|XP_029734585.1|AEAL, LOC109420818|XP_029713830.1|AEAL, LOC109412548|XP_029734583.1|AEAL, LOC115257992|XP_029713835.1|AEAL, LOC109420754|XP_029713806.1|AEAL, LOC109420753|XP_019550771.2|AEAL, LOC109412556|XP_029713837.1|AEAL, LOC115257986|XP_029713827.1|AEAL
OG0000105	LOC117898284|XP_034663430.1|DSUB, LOC117898760|XP_034664276.1|DSUB, LOC117898251|XP_034663389.1|DSUB, LOC117898250|XP_034663388.1|DSUB	LOC109405837|XP_029725568.1|AEAL
OG0000109	LOC117897295|XP_034661930.1|DSUB	LOC109406215|XP_029707756.1|AEAL, LOC109412830|XP_029707755.1|AEAL, LOC109422843|XP_019553280.2|AEAL, LOC115267647|XP_029730646.1|AEAL, LOC109407286|XP_019535832.2|AEAL, LOC115267648|XP_029730647.1|AEAL
OG0000110	LOC117895604|XP_034659243.1|DSUB, LOC117895606|XP_034659245.1|DSUB, LOC117895605|XP_034659244.1|DSUB, LOC117895607|XP_034659246.1|DSUB	LOC109408644|XP_019537522.3|AEAL, LOC115270438|XP_029736026.1|AEAL, LOC109622202|XP_019931993.1|AEAL, LOC115270440|XP_029736028.1|AEAL, LOC115270439|XP_029736027.1|AEAL, LOC109622200|XP_019931990.2|AEAL, LOC109408643|XP_019537521.2|AEAL
OG0000111	LOC117890933|XP_034651959.1|DSUB, LOC117890150|XP_034650731.1|DSUB, LOC117890935|XP_034651960.1|DSUB	LOC109403420|XP_019531793.2|AEAL, LOC115257664|XP_029713364.1|AEAL, LOC115257672|XP_029713369.1|AEAL, LOC109416737|XP_019546332.2|AEAL, LOC109418184|XP_019547900.2|AEAL, LOC115254215|XP_029732753.1|AEAL, LOC115257716|XP_029713461.1|AEAL, LOC109416740|XP_019546336.1|AEAL, LOC115257663|XP_029713363.1|AEAL, LOC109403389|XP_019531749.2|AEAL, LOC109416726|XP_019546323.1|AEAL, LOC115257737|XP_029713499.1|AEAL, LOC115257572|XP_029713207.1|AEAL, LOC109403385|XP_019531745.1|AEAL, LOC109403386|XP_019531746.2|AEAL, LOC115253995|XP_029713323.1|AEAL, LOC115257547|XP_029713143.1|AEAL, LOC109416735|XP_019546330.2|AEAL, LOC115257455|XP_029712912.1|AEAL, LOC115257708|XP_029713447.1|AEAL, LOC109416738|XP_019546333.1|AEAL, LOC115257699|XP_029713425.1|AEAL, LOC115257476|XP_029712951.1|AEAL, LOC115257490|XP_029712992.1|AEAL, LOC109403382|XP_019531742.1|AEAL, LOC109416736|XP_019546331.2|AEAL
OG0000112	LOC117903430|XP_034671344.1|DSUB, LOC117902763|XP_034670250.1|DSUB	LOC109431628|XP_029730589.1|AEAL, LOC109398049|XP_019525955.2|AEAL, LOC109431602|XP_019563382.2|AEAL, LOC115267606|XP_029730588.1|AEAL, LOC115267632|XP_029730637.1|AEAL, LOC115267618|XP_029730618.1|AEAL, LOC109398048|XP_019525953.2|AEAL, LOC115267289|XP_029730064.1|AEAL, LOC109426634|XP_019557708.2|AEAL, LOC109410530|XP_019539611.2|AEAL, LOC115264044|XP_029723209.1|AEAL, LOC109426636|XP_019557709.2|AEAL, LOC115264046|XP_029723211.1|AEAL, LOC115265673|XP_029727491.1|AEAL, LOC109410531|XP_019539612.2|AEAL, LOC115265688|XP_029727510.1|AEAL
OG0000113	LOC117897174|XP_034661763.1|DSUB, LOC117897177|XP_034661767.1|DSUB	LOC109413525|XP_019542751.2|AEAL, LOC109406332|XP_019534982.2|AEAL, LOC115261479|XP_029719030.1|AEAL, LOC109404511|XP_019532957.2|AEAL
OG0000117	LOC117902128|XP_034669147.1|DSUB, LOC117902129|XP_034669148.1|DSUB, LOC117902130|XP_034669149.1|DSUB, LOC117902132|XP_034669152.1|DSUB	LOC109403738|XP_029718541.1|AEAL, LOC109398941|XP_019526944.2|AEAL, LOC109403724|XP_029710294.1|AEAL, LOC109398927|XP_019526925.2|AEAL
OG0000118	LOC117901945|XP_034668808.1|DSUB, LOC117903909|XP_034672306.1|DSUB	LOC109429227|XP_029718734.1|AEAL, LOC109398900|XP_019526898.2|AEAL, LOC109414571|XP_019543954.2|AEAL, LOC115260834|XP_029718015.1|AEAL, LOC109398881|XP_029718736.1|AEAL, LOC109429260|XP_019560715.2|AEAL, LOC115260167|XP_029716927.1|AEAL, LOC109398898|XP_019526896.2|AEAL, LOC115260836|XP_029718016.1|AEAL, LOC109429261|XP_019560716.2|AEAL
OG0000119	LOC117897103|XP_034661639.1|DSUB, LOC117896957|XP_034661393.1|DSUB, LOC117896767|XP_034661133.1|DSUB	LOC109420394|XP_019550272.2|AEAL, LOC115257627|XP_029713310.1|AEAL, LOC109402309|XP_019530507.2|AEAL, LOC109402307|XP_019530506.2|AEAL, LOC115257566|XP_029713200.1|AEAL, LOC109420427|XP_019550312.2|AEAL, LOC115257481|XP_029712971.1|AEAL, LOC109402349|XP_019530564.1|AEAL, LOC109420426|XP_019550311.1|AEAL, LOC109402306|XP_019530505.2|AEAL, LOC109420391|XP_019550271.2|AEAL, LOC115257619|XP_029713292.1|AEAL
OG0000120	LOC117889781|XP_034650140.1|DSUB	LOC109432379|XP_029708384.1|AEAL, LOC109423057|XP_019553517.1|AEAL, LOC115260693|XP_029717758.1|AEAL
OG0000121	LOC117899076|XP_034664737.1|DSUB, LOC117899077|XP_034664738.1|DSUB, LOC117897123|XP_034661670.1|DSUB, LOC117897204|XP_034661798.1|DSUB, LOC117897203|XP_034661797.1|DSUB	LOC109412858|XP_029720354.1|AEAL
OG0000122	LOC117901107|XP_034667631.1|DSUB, LOC117903442|XP_034671364.1|DSUB, LOC117890920|XP_034651941.1|DSUB, LOC117900850|XP_034667261.1|DSUB	LOC109402015|XP_029725615.1|AEAL, LOC109411373|XP_029717663.1|AEAL
OG0000123	LOC117898288|XP_034663435.1|DSUB, LOC117898289|XP_034663436.1|DSUB	LOC109399279|XP_019527261.2|AEAL, LOC109424018|XP_019554621.2|AEAL, LOC115267990|XP_029731747.1|AEAL
OG0000124	LOC117891609|XP_034653033.1|DSUB, LOC117891035|XP_034652093.1|DSUB, LOC117891034|XP_034652092.1|DSUB, LOC117892669|XP_034654949.1|DSUB	LOC109418909|XP_019548676.2|AEAL
OG0000125	LOC117896898|XP_034661322.1|DSUB	LOC109424811|XP_029723580.1|AEAL
OG0000125	LOC117897758|XP_034662692.1|DSUB	LOC109400911|XP_029734158.1|AEAL, LOC115260616|XP_029717508.1|AEAL, LOC109422818|XP_029717568.1|AEAL
OG0000125	LOC117889864|XP_034650261.1|DSUB	LOC109424782|XP_019555511.2|AEAL
OG0000127	LOC117899404|XP_034665281.1|DSUB, LOC117899406|XP_034665283.1|DSUB, LOC117899403|XP_034665280.1|DSUB, LOC117898149|XP_034663239.1|DSUB	LOC109426285|XP_019557298.2|AEAL, LOC109407328|XP_029732920.1|AEAL, LOC115258099|XP_029713978.1|AEAL, LOC109406609|XP_019535268.2|AEAL, LOC109426330|XP_019557332.2|AEAL, LOC115254450|XP_029707826.1|AEAL
OG0000128	LOC117892245|XP_034654249.1|DSUB, LOC117892247|XP_034654250.1|DSUB	LOC109429036|XP_029726550.1|AEAL, LOC109429037|XP_019560415.2|AEAL
OG0000129	LOC117893897|XP_034656603.1|DSUB, LOC117893675|XP_034656254.1|DSUB, LOC117901205|XP_034667750.1|DSUB	LOC109405631|XP_029713962.1|AEAL, LOC109426342|XP_029707838.1|AEAL, LOC115253554|XP_029732927.1|AEAL
OG0000130	LOC117895254|XP_034658662.1|DSUB, LOC117895250|XP_034658656.1|DSUB, LOC117895252|XP_034658658.1|DSUB, LOC117895251|XP_034658657.1|DSUB	LOC109413601|XP_019542844.2|AEAL, LOC109401308|XP_019529356.2|AEAL
OG0000132	LOC117900438|XP_034666699.1|DSUB, LOC117900435|XP_034666695.1|DSUB, LOC117896761|XP_034661126.1|DSUB	LOC109420035|XP_019549892.2|AEAL, LOC109420036|XP_019549893.2|AEAL
OG0000134	LOC117896539|XP_034660813.1|DSUB	LOC109423064|XP_029708376.1|AEAL, LOC115260541|XP_029717313.1|AEAL
OG0000134	LOC117900962|XP_034667428.1|DSUB	LOC109416780|XP_029719871.1|AEAL, LOC109429704|XP_019561256.2|AEAL
OG0000137	LOC117898920|XP_034664521.1|DSUB	LOC115263730|XP_029722864.1|AEAL
OG0000137	LOC117893964|XP_034656656.1|DSUB	LOC109431637|XP_019563411.2|AEAL, LOC115267498|XP_029730421.1|AEAL, LOC115270105|XP_029734967.1|AEAL, LOC109404924|XP_029734962.1|AEAL
OG0000140	LOC117898015|XP_034663034.1|DSUB, LOC117890756|XP_034651707.1|DSUB	LOC109419567|XP_029715016.1|AEAL, LOC115258766|XP_029715024.1|AEAL, LOC115260917|XP_029718134.1|AEAL, LOC109409285|XP_019538265.2|AEAL, LOC109419553|XP_029714775.1|AEAL, LOC109409282|XP_029718115.1|AEAL, LOC109409284|XP_029718114.1|AEAL, LOC109419569|XP_019549327.2|AEAL, LOC109409374|XP_029718133.1|AEAL, LOC109416105|XP_029723494.1|AEAL, LOC109402912|XP_029718230.1|AEAL, LOC115264186|XP_029723486.1|AEAL, LOC115264345|XP_029723870.1|AEAL, LOC109402955|XP_019531242.2|AEAL, LOC109416072|XP_029718228.1|AEAL, LOC115253771|XP_029723495.1|AEAL, LOC109402921|XP_019531207.2|AEAL, LOC115264321|XP_029723854.1|AEAL, LOC109416100|XP_029723855.1|AEAL, LOC109416080|XP_029723493.1|AEAL, LOC109416077|XP_029723485.1|AEAL, LOC109402947|XP_019531231.1|AEAL
OG0000141	LOC117895145|XP_034658465.1|DSUB, LOC117895146|XP_034658469.1|DSUB, LOC117895143|XP_034658460.1|DSUB, LOC117895147|XP_034658471.1|DSUB	LOC109410292|XP_029734278.1|AEAL, LOC109426263|XP_029736347.1|AEAL
OG0000142	LOC117897016|XP_034661478.1|DSUB	LOC109403328|XP_029718579.1|AEAL
OG0000142	LOC117889604|XP_034649912.1|DSUB	LOC109427748|XP_029717828.1|AEAL, LOC109431392|XP_029717814.1|AEAL
OG0000143	LOC117895094|XP_034658382.1|DSUB	LOC109407966|XP_029735103.1|AEAL, LOC109403683|XP_019532058.2|AEAL
OG0000143	LOC117895095|XP_034658383.1|DSUB	LOC109623322|XP_019933420.2|AEAL, LOC109426906|XP_029720843.1|AEAL, LOC109426907|XP_029720849.1|AEAL, LOC109414513|XP_019543897.2|AEAL, LOC109404840|XP_029728560.1|AEAL, LOC109404882|XP_019533384.2|AEAL, LOC115266475|XP_029728570.1|AEAL, LOC109429164|XP_019560574.2|AEAL, LOC109429166|XP_019560576.2|AEAL, LOC109429165|XP_019560575.2|AEAL
OG0000144	LOC117897699|XP_034662611.1|DSUB	LOC109403306|XP_029718564.1|AEAL
OG0000144	LOC117896455|XP_034660679.1|DSUB	LOC109426949|XP_029717841.1|AEAL
OG0000144	LOC117901842|XP_034668675.1|DSUB	LOC115254968|XP_029708517.1|AEAL
OG0000145	LOC117897170|XP_034661747.1|DSUB, LOC117902770|XP_034670254.1|DSUB, LOC117902772|XP_034670256.1|DSUB, LOC117902771|XP_034670255.1|DSUB	LOC109621341|XP_019930935.1|AEAL, LOC109621339|XP_019930928.2|AEAL, LOC109421494|XP_019551533.1|AEAL
OG0000147	LOC117900255|XP_034666445.1|DSUB	LOC109407259|XP_019535812.2|AEAL, LOC115258685|XP_029714870.1|AEAL, LOC109414328|XP_019543692.2|AEAL
OG0000147	LOC117896221|XP_034660245.1|DSUB, LOC117896222|XP_034660247.1|DSUB	LOC109408307|XP_019537121.2|AEAL, LOC109408300|XP_019537114.1|AEAL
OG0000148	LOC117902375|XP_034669584.1|DSUB	LOC109405767|XP_029724593.1|AEAL
OG0000148	LOC117901505|XP_034668166.1|DSUB	LOC109412067|XP_019541259.2|AEAL, LOC109433142|XP_019565084.2|AEAL, LOC115264978|XP_029725023.1|AEAL
OG0000149	LOC117902756|XP_034670237.1|DSUB, LOC117902650|XP_034670071.1|DSUB	LOC109400861|XP_019528891.2|AEAL, LOC109415488|XP_019544916.1|AEAL
OG0000152	LOC117896893|XP_034661316.1|DSUB, LOC117896892|XP_034661315.1|DSUB, LOC117896894|XP_034661318.1|DSUB	LOC109409339|XP_029725152.1|AEAL, LOC115266916|XP_029729398.1|AEAL, LOC109419086|XP_029714751.1|AEAL
OG0000153	LOC117898085|XP_034663155.1|DSUB, LOC117897538|XP_034662350.1|DSUB, LOC117897537|XP_034662349.1|DSUB	LOC115268023|XP_029731776.1|AEAL, LOC109426054|XP_019557040.2|AEAL, LOC115268025|XP_029731778.1|AEAL, LOC109426055|XP_029732118.1|AEAL, LOC109425882|XP_029732119.1|AEAL, LOC109426056|XP_019557042.2|AEAL, LOC115268024|XP_029731777.1|AEAL, LOC109425905|XP_029732815.1|AEAL, LOC109415670|XP_029717910.1|AEAL, LOC109425029|XP_019555772.2|AEAL
OG0000154	LOC117895969|XP_034659819.1|DSUB, LOC117895972|XP_034659823.1|DSUB, LOC117893214|XP_034655639.1|DSUB	LOC109401998|XP_029736148.1|AEAL, LOC109402010|XP_019530164.2|AEAL
OG0000155	LOC117894277|XP_034657124.1|DSUB, LOC117893600|XP_034656166.1|DSUB, LOC117893601|XP_034656167.1|DSUB	LOC115267667|XP_029730676.1|AEAL, LOC109396995|XP_019524860.2|AEAL, LOC115268264|XP_029732170.1|AEAL, LOC109432235|XP_019564106.2|AEAL
OG0000157	LOC117891037|XP_034652096.1|DSUB, LOC117891036|XP_034652094.1|DSUB, LOC117889940|XP_034650366.1|DSUB	LOC109425525|XP_019556323.1|AEAL, LOC109421889|XP_019552024.1|AEAL, LOC109425513|XP_019556312.2|AEAL, LOC109421890|XP_019552025.2|AEAL
OG0000158	LOC117891297|XP_034652594.1|DSUB, LOC117893802|XP_034656437.1|DSUB, LOC117893202|XP_034655608.1|DSUB	LOC109399302|XP_019527282.2|AEAL, LOC115256357|XP_029710590.1|AEAL, LOC109407271|XP_029715192.1|AEAL, LOC115253740|XP_029715093.1|AEAL, LOC109405890|XP_019534490.2|AEAL, LOC109407293|XP_019535836.2|AEAL, LOC109402674|XP_019531252.2|AEAL
OG0000159	LOC117895350|XP_034658822.1|DSUB	LOC109401146|XP_029712113.1|AEAL, LOC109401173|XP_029712120.1|AEAL
OG0000159	LOC117892899|XP_034655089.1|DSUB, LOC117893536|XP_034656071.1|DSUB	LOC109623253|XP_029712103.1|AEAL
OG0000160	LOC117899677|XP_034665757.1|DSUB, LOC117899675|XP_034665754.1|DSUB	LOC115254457|XP_029707843.1|AEAL, LOC109426346|XP_019557349.2|AEAL, LOC109405184|XP_029707842.1|AEAL, LOC109405094|XP_029713970.1|AEAL, LOC109405272|XP_019533883.2|AEAL, LOC109426350|XP_019557356.2|AEAL, LOC109404764|XP_019533285.2|AEAL, LOC115258102|XP_029713983.1|AEAL, LOC109402934|XP_019531218.2|AEAL, LOC109399012|XP_019527002.2|AEAL, LOC109402932|XP_019531217.2|AEAL, LOC109416090|XP_019545602.2|AEAL, LOC109402938|XP_019531223.2|AEAL
OG0000161	LOC117901892|XP_034668744.1|DSUB	LOC115264524|XP_029724127.1|AEAL, LOC115264523|XP_029724125.1|AEAL
OG0000162	LOC117900348|XP_034666584.1|DSUB, LOC117902071|XP_034669047.1|DSUB	LOC109621844|XP_029726960.1|AEAL, LOC109421286|XP_029726965.1|AEAL, LOC109621841|XP_029724033.1|AEAL
OG0000163	LOC117902204|XP_034669314.1|DSUB, LOC117896958|XP_034661394.1|DSUB	LOC109402902|XP_029724483.1|AEAL, LOC115264692|XP_029724541.1|AEAL, LOC109401520|XP_019529641.2|AEAL, LOC109408459|XP_019537336.2|AEAL, LOC109419367|XP_019549144.2|AEAL, LOC109420356|XP_019550228.2|AEAL, LOC115264665|XP_029724484.1|AEAL, LOC109402901|XP_019531186.2|AEAL, LOC109401553|XP_019529669.2|AEAL, LOC115264666|XP_029724485.1|AEAL, LOC109402898|XP_019531184.2|AEAL, LOC109401557|XP_019529670.2|AEAL
OG0000165	LOC117891308|XP_034652606.1|DSUB, LOC117900924|XP_034667381.1|DSUB	LOC115256807|XP_029711631.1|AEAL, LOC109405102|XP_019533645.2|AEAL, LOC109428340|XP_029711628.1|AEAL
OG0000166	LOC117890608|XP_034651437.1|DSUB	LOC109423729|XP_019554264.2|AEAL
OG0000166	LOC117891657|XP_034653102.1|DSUB, LOC117891446|XP_034652817.1|DSUB	LOC109414235|XP_019543590.2|AEAL, LOC109416753|XP_029722349.1|AEAL, LOC109407462|XP_029721918.1|AEAL
OG0000169	LOC117897044|XP_034661518.1|DSUB	LOC115268598|XP_029732574.1|AEAL, LOC109621376|XP_019930964.2|AEAL, LOC109402478|XP_029716952.1|AEAL, LOC109410004|XP_019539084.2|AEAL, LOC109419654|XP_019549426.2|AEAL, LOC115253860|XP_029724716.1|AEAL, LOC115264836|XP_029724711.1|AEAL, LOC109419655|XP_029725852.1|AEAL, LOC109410005|XP_029724705.1|AEAL
OG0000169	LOC117895530|XP_034659127.1|DSUB, LOC117898312|XP_034663487.1|DSUB	LOC115253855|XP_029724718.1|AEAL
OG0000170	LOC117900911|XP_034667363.1|DSUB, LOC117900913|XP_034667365.1|DSUB	LOC109407235|XP_019535776.2|AEAL, LOC109414302|XP_029714896.1|AEAL, LOC109429344|XP_019560793.2|AEAL, LOC109428387|XP_019559658.2|AEAL, LOC109420951|XP_019550971.2|AEAL
