Orthogroup	DSUB.longest_only	CCAP.longest_only
OG0000062	LOC117903497|XP_034671468.1|DSUB, LOC117901308|XP_034667909.1|DSUB, LOC117902037|XP_034668991.1|DSUB, LOC117901870|XP_034668718.1|DSUB	CCAP1982_LOCUS9178|CAD7000705.1|CCAP, CCAP1982_LOCUS2476|CAD6993670.1|CCAP, CCAP1982_LOCUS9173|CAD7000700.1|CCAP, CCAP1982_LOCUS9182|CAD7000709.1|CCAP, CCAP1982_LOCUS9181|CAD7000708.1|CCAP, CCAP1982_LOCUS9180|CAD7000707.1|CCAP
OG0000063	LOC117893344|XP_034655825.1|DSUB, LOC117894179|XP_034656976.1|DSUB, LOC117894178|XP_034656974.1|DSUB	CCAP1982_LOCUS12099|CAD7003661.1|CCAP
OG0000065	LOC117898583|XP_034664016.1|DSUB, LOC117899737|XP_034665873.1|DSUB, LOC117899738|XP_034665874.1|DSUB, LOC117899736|XP_034665872.1|DSUB, LOC117897956|XP_034662949.1|DSUB	CCAP1982_LOCUS3818|CAD6995095.1|CCAP, CCAP1982_LOCUS3819|CAD6995096.1|CCAP, CCAP1982_LOCUS3788|CAD6995064.1|CCAP
OG0000067	LOC117899613|XP_034665647.1|DSUB	CCAP1982_LOCUS14065|CAD7005713.1|CCAP
OG0000067	LOC117895462|XP_034659028.1|DSUB	CCAP1982_LOCUS14066|CAD7005714.1|CCAP
OG0000067	LOC117890918|XP_034651937.1|DSUB	CCAP1982_LOCUS21530|CAD7013467.1|CCAP
OG0000067	LOC117895461|XP_034659026.1|DSUB	CCAP1982_LOCUS14064|CAD7005712.1|CCAP
OG0000069	LOC117891341|XP_034652652.1|DSUB	CCAP1982_LOCUS8182|CAD6999652.1|CCAP
OG0000071	LOC117895747|XP_034659509.1|DSUB, LOC117895750|XP_034659511.1|DSUB, LOC117895746|XP_034659508.1|DSUB	CCAP1982_LOCUS13882|CAD7005522.1|CCAP, CCAP1982_LOCUS13883|CAD7005523.1|CCAP
OG0000072	LOC117891009|XP_034652056.1|DSUB	CCAP1982_LOCUS22450|CAD7014454.1|CCAP
OG0000072	LOC117889765|XP_034650103.1|DSUB	CCAP1982_LOCUS22440|CAD7014444.1|CCAP
OG0000072	LOC117891008|XP_034652055.1|DSUB	CCAP1982_LOCUS22446|CAD7014450.1|CCAP
OG0000073	LOC117890320|XP_034650999.1|DSUB	CCAP1982_LOCUS19678|CAD7011589.1|CCAP
OG0000073	LOC117897070|XP_034661568.1|DSUB	CCAP1982_LOCUS2823|CAD6994046.1|CCAP
OG0000074	LOC117893667|XP_034656248.1|DSUB, LOC117894584|XP_034657620.1|DSUB	CCAP1982_LOCUS12639|CAD7004220.1|CCAP
OG0000075	LOC117895520|XP_034659115.1|DSUB	CCAP1982_LOCUS12981|CAD7004586.1|CCAP
OG0000075	LOC117895524|XP_034659120.1|DSUB	CCAP1982_LOCUS12988|CAD7004593.1|CCAP, CCAP1982_LOCUS12982|CAD7004587.1|CCAP, CCAP1982_LOCUS12983|CAD7004588.1|CCAP, CCAP1982_LOCUS12984|CAD7004589.1|CCAP
OG0000075	LOC117895522|XP_034659118.1|DSUB	CCAP1982_LOCUS12987|CAD7004592.1|CCAP
OG0000076	LOC117895853|XP_034659710.1|DSUB	CCAP1982_LOCUS11742|CAD7003280.1|CCAP
OG0000077	LOC117891833|XP_034653474.1|DSUB	CCAP1982_LOCUS20515|CAD7012432.1|CCAP
OG0000077	LOC117897634|XP_034662499.1|DSUB	CCAP1982_LOCUS1052|CAD6992178.1|CCAP
OG0000077	LOC117890642|XP_034651485.1|DSUB	CCAP1982_LOCUS19492|CAD7011392.1|CCAP
OG0000077	LOC117897194|XP_034661786.1|DSUB	CCAP1982_LOCUS3920|CAD6995201.1|CCAP
OG0000079	LOC117900595|XP_034666896.1|DSUB, LOC117901221|XP_034667782.1|DSUB, LOC117900594|XP_034666895.1|DSUB	CCAP1982_LOCUS8747|CAD7000257.1|CCAP
OG0000080	LOC117892139|XP_034654068.1|DSUB, LOC117890994|XP_034652034.1|DSUB	CCAP1982_LOCUS19396|CAD7011289.1|CCAP
OG0000081	LOC117895630|XP_034659277.1|DSUB	CCAP1982_LOCUS10921|CAD7002430.1|CCAP
OG0000082	LOC117890838|XP_034651812.1|DSUB, LOC117897518|XP_034662325.1|DSUB	CCAP1982_LOCUS774|CAD6991883.1|CCAP
OG0000082	LOC117898678|XP_034664152.1|DSUB	CCAP1982_LOCUS8015|CAD6999491.1|CCAP, CCAP1982_LOCUS52|CAD6991105.1|CCAP
OG0000083	LOC117900198|XP_034666350.1|DSUB, LOC117902537|XP_034669857.1|DSUB, LOC117902534|XP_034669852.1|DSUB, LOC117902535|XP_034669856.1|DSUB	CCAP1982_LOCUS6083|CAD6997437.1|CCAP
OG0000083	LOC117900197|XP_034666347.1|DSUB	CCAP1982_LOCUS6084|CAD6997438.1|CCAP
OG0000084	LOC117892465|XP_034654607.1|DSUB	CCAP1982_LOCUS21786|CAD7013760.1|CCAP
OG0000084	LOC117890458|XP_034651195.1|DSUB	CCAP1982_LOCUS21697|CAD7013654.1|CCAP, CCAP1982_LOCUS21696|CAD7013653.1|CCAP, CCAP1982_LOCUS21698|CAD7013655.1|CCAP, CCAP1982_LOCUS21699|CAD7013657.1|CCAP, CCAP1982_LOCUS21700|CAD7013658.1|CCAP, CCAP1982_LOCUS21695|CAD7013652.1|CCAP, CCAP1982_LOCUS21694|CAD7013651.1|CCAP
OG0000087	LOC117900830|XP_034667229.1|DSUB	CCAP1982_LOCUS5747|CAD6997095.1|CCAP
OG0000087	LOC117901046|XP_034667544.1|DSUB	CCAP1982_LOCUS5317|CAD6996633.1|CCAP, CCAP1982_LOCUS5318|CAD6996634.1|CCAP, CCAP1982_LOCUS5294|CAD6996620.1|CCAP, CCAP1982_LOCUS5258|CAD6996589.1|CCAP
OG0000088	LOC117890038|XP_034650547.1|DSUB	CCAP1982_LOCUS20832|CAD7012728.1|CCAP
OG0000089	LOC117897397|XP_034662107.1|DSUB	CCAP1982_LOCUS487|CAD6991569.1|CCAP
OG0000089	LOC117894210|XP_034657016.1|DSUB	CCAP1982_LOCUS12882|CAD7004477.1|CCAP
OG0000090	LOC117891387|XP_034652719.1|DSUB	CCAP1982_LOCUS20695|CAD7012611.1|CCAP
OG0000090	LOC117891384|XP_034652714.1|DSUB	CCAP1982_LOCUS20698|CAD7012614.1|CCAP
OG0000090	LOC117894963|XP_034658187.1|DSUB	CCAP1982_LOCUS20704|CAD7012620.1|CCAP, CCAP1982_LOCUS20703|CAD7012619.1|CCAP
OG0000091	LOC117896287|XP_034660384.1|DSUB	CCAP1982_LOCUS2528|CAD6993730.1|CCAP
OG0000091	LOC117901338|XP_034667939.1|DSUB	CCAP1982_LOCUS1153|CAD6992285.1|CCAP
OG0000091	LOC117897051|XP_034661532.1|DSUB	CCAP1982_LOCUS1156|CAD6992288.1|CCAP
OG0000091	LOC117897050|XP_034661529.1|DSUB	CCAP1982_LOCUS1155|CAD6992287.1|CCAP, CCAP1982_LOCUS1154|CAD6992286.1|CCAP
OG0000092	LOC117897269|XP_034661886.1|DSUB	CCAP1982_LOCUS831|CAD6991943.1|CCAP, CCAP1982_LOCUS832|CAD6991944.1|CCAP, CCAP1982_LOCUS830|CAD6991942.1|CCAP
OG0000092	LOC117897821|XP_034662765.1|DSUB	CCAP1982_LOCUS835|CAD6991947.1|CCAP
OG0000092	LOC117898608|XP_034664049.1|DSUB, LOC117897864|XP_034662828.1|DSUB	CCAP1982_LOCUS834|CAD6991946.1|CCAP
OG0000093	LOC117902810|XP_034670324.1|DSUB	CCAP1982_LOCUS8218|CAD6999691.1|CCAP
OG0000094	LOC117896040|XP_034659940.1|DSUB	CCAP1982_LOCUS3416|CAD6994681.1|CCAP, CCAP1982_LOCUS3417|CAD6994682.1|CCAP
OG0000096	LOC117898392|XP_034663640.1|DSUB, LOC117898393|XP_034663641.1|DSUB, LOC117898696|XP_034664202.1|DSUB	CCAP1982_LOCUS8438|CAD6999925.1|CCAP
OG0000096	LOC117900262|XP_034666462.1|DSUB	CCAP1982_LOCUS5468|CAD6996795.1|CCAP, CCAP1982_LOCUS5460|CAD6996785.1|CCAP, CCAP1982_LOCUS5463|CAD6996789.1|CCAP, CCAP1982_LOCUS5462|CAD6996788.1|CCAP, CCAP1982_LOCUS5464|CAD6996791.1|CCAP, CCAP1982_LOCUS5467|CAD6996794.1|CCAP, CCAP1982_LOCUS5465|CAD6996792.1|CCAP, CCAP1982_LOCUS5466|CAD6996793.1|CCAP, CCAP1982_LOCUS6165|CAD6997525.1|CCAP, CCAP1982_LOCUS7697|CAD6999159.1|CCAP, CCAP1982_LOCUS8044|CAD6999519.1|CCAP, CCAP1982_LOCUS8045|CAD6999521.1|CCAP, CCAP1982_LOCUS8046|CAD6999522.1|CCAP, CCAP1982_LOCUS5461|CAD6996787.1|CCAP
OG0000098	LOC117898582|XP_034664015.1|DSUB	CCAP1982_LOCUS3817|CAD6995094.1|CCAP
OG0000101	LOC117895429|XP_034658961.1|DSUB	CCAP1982_LOCUS12876|CAD7004470.1|CCAP
OG0000101	LOC117895432|XP_034658973.1|DSUB	CCAP1982_LOCUS12874|CAD7004468.1|CCAP
OG0000101	LOC117893149|XP_034655501.1|DSUB, LOC117893148|XP_034655500.1|DSUB	CCAP1982_LOCUS12873|CAD7004467.1|CCAP
OG0000102	LOC117890056|XP_034650578.1|DSUB	CCAP1982_LOCUS7221|CAD6998654.1|CCAP, CCAP1982_LOCUS5355|CAD6996671.1|CCAP, CCAP1982_LOCUS13057|CAD7004662.1|CCAP
OG0000103	LOC117894294|XP_034657145.1|DSUB, LOC117893174|XP_034655541.1|DSUB, LOC117895790|XP_034659583.1|DSUB	CCAP1982_LOCUS12819|CAD7004408.1|CCAP, CCAP1982_LOCUS12815|CAD7004405.1|CCAP, CCAP1982_LOCUS13027|CAD7004632.1|CCAP
OG0000103	LOC117891545|XP_034652951.1|DSUB	CCAP1982_LOCUS21308|CAD7013237.1|CCAP, CCAP1982_LOCUS21309|CAD7013238.1|CCAP
OG0000104	LOC117894807|XP_034657931.1|DSUB	CCAP1982_LOCUS11737|CAD7003275.1|CCAP
OG0000104	LOC117901076|XP_034667579.1|DSUB	CCAP1982_LOCUS1505|CAD6992660.1|CCAP, CCAP1982_LOCUS1506|CAD6992661.1|CCAP, CCAP1982_LOCUS12239|CAD7003806.1|CCAP
OG0000104	LOC117894809|XP_034657935.1|DSUB	CCAP1982_LOCUS12238|CAD7003805.1|CCAP, CCAP1982_LOCUS12237|CAD7003804.1|CCAP
OG0000105	LOC117898760|XP_034664276.1|DSUB	CCAP1982_LOCUS4847|CAD6996155.1|CCAP
OG0000105	LOC117898251|XP_034663389.1|DSUB, LOC117898250|XP_034663388.1|DSUB	CCAP1982_LOCUS4851|CAD6996159.1|CCAP, CCAP1982_LOCUS4850|CAD6996158.1|CCAP
OG0000107	LOC117889797|XP_034650164.1|DSUB, LOC117901630|XP_034668350.1|DSUB, LOC117901201|XP_034667746.1|DSUB, LOC117891678|XP_034653144.1|DSUB	CCAP1982_LOCUS21062|CAD7012971.1|CCAP, CCAP1982_LOCUS21057|CAD7012966.1|CCAP
OG0000109	LOC117901646|XP_034668372.1|DSUB	CCAP1982_LOCUS7956|CAD6999432.1|CCAP
OG0000110	LOC117895606|XP_034659245.1|DSUB, LOC117895605|XP_034659244.1|DSUB	CCAP1982_LOCUS12357|CAD7003935.1|CCAP
OG0000110	LOC117895607|XP_034659246.1|DSUB	CCAP1982_LOCUS12358|CAD7003936.1|CCAP
OG0000111	LOC117890933|XP_034651959.1|DSUB, LOC117890150|XP_034650731.1|DSUB, LOC117890935|XP_034651960.1|DSUB	CCAP1982_LOCUS20745|CAD7012644.1|CCAP, CCAP1982_LOCUS20746|CAD7012645.1|CCAP
OG0000113	LOC117897174|XP_034661763.1|DSUB, LOC117897177|XP_034661767.1|DSUB	CCAP1982_LOCUS2584|CAD6993786.1|CCAP
OG0000114	LOC117902139|XP_034669166.1|DSUB	CCAP1982_LOCUS6785|CAD6998169.1|CCAP
OG0000114	LOC117902140|XP_034669167.1|DSUB	CCAP1982_LOCUS6786|CAD6998170.1|CCAP
OG0000116	LOC117898981|XP_034664612.1|DSUB	CCAP1982_LOCUS837|CAD6991949.1|CCAP
OG0000116	LOC117898992|XP_034664625.1|DSUB	CCAP1982_LOCUS839|CAD6991951.1|CCAP
OG0000116	LOC117898985|XP_034664618.1|DSUB, LOC117898983|XP_034664616.1|DSUB, LOC117898982|XP_034664615.1|DSUB	CCAP1982_LOCUS838|CAD6991950.1|CCAP
OG0000117	LOC117902128|XP_034669147.1|DSUB	CCAP1982_LOCUS6010|CAD6997373.1|CCAP
OG0000117	LOC117902129|XP_034669148.1|DSUB	CCAP1982_LOCUS6011|CAD6997374.1|CCAP
OG0000117	LOC117902130|XP_034669149.1|DSUB	CCAP1982_LOCUS6012|CAD6997375.1|CCAP
OG0000117	LOC117902132|XP_034669152.1|DSUB	CCAP1982_LOCUS6013|CAD6997376.1|CCAP
OG0000118	LOC117901945|XP_034668808.1|DSUB	CCAP1982_LOCUS12332|CAD7003903.1|CCAP
OG0000119	LOC117897103|XP_034661639.1|DSUB, LOC117896957|XP_034661393.1|DSUB	CCAP1982_LOCUS3103|CAD6994347.1|CCAP, CCAP1982_LOCUS3098|CAD6994342.1|CCAP
OG0000119	LOC117896767|XP_034661133.1|DSUB	CCAP1982_LOCUS3102|CAD6994346.1|CCAP
OG0000120	LOC117890793|XP_034651759.1|DSUB	CCAP1982_LOCUS23192|CAD7015242.1|CCAP
OG0000121	LOC117897123|XP_034661670.1|DSUB	CCAP1982_LOCUS2051|CAD6993234.1|CCAP, CCAP1982_LOCUS1663|CAD6992825.1|CCAP, CCAP1982_LOCUS1662|CAD6992824.1|CCAP
OG0000122	LOC117901107|XP_034667631.1|DSUB	CCAP1982_LOCUS8593|CAD7000095.1|CCAP
OG0000122	LOC117903442|XP_034671364.1|DSUB	CCAP1982_LOCUS21055|CAD7012964.1|CCAP
OG0000122	LOC117890920|XP_034651941.1|DSUB, LOC117900850|XP_034667261.1|DSUB	CCAP1982_LOCUS9176|CAD7000703.1|CCAP
OG0000123	LOC117898288|XP_034663435.1|DSUB, LOC117898289|XP_034663436.1|DSUB	CCAP1982_LOCUS1926|CAD6993101.1|CCAP
OG0000125	LOC117896898|XP_034661322.1|DSUB	CCAP1982_LOCUS3814|CAD6995090.1|CCAP
OG0000125	LOC117897758|XP_034662692.1|DSUB	CCAP1982_LOCUS3392|CAD6994657.1|CCAP
OG0000127	LOC117899404|XP_034665281.1|DSUB, LOC117899406|XP_034665283.1|DSUB, LOC117899403|XP_034665280.1|DSUB	CCAP1982_LOCUS4704|CAD6995998.1|CCAP
OG0000127	LOC117898149|XP_034663239.1|DSUB	CCAP1982_LOCUS4705|CAD6995999.1|CCAP
OG0000128	LOC117892245|XP_034654249.1|DSUB	CCAP1982_LOCUS22172|CAD7014166.1|CCAP, CCAP1982_LOCUS22173|CAD7014167.1|CCAP
OG0000129	LOC117893675|XP_034656254.1|DSUB, LOC117901205|XP_034667750.1|DSUB	CCAP1982_LOCUS7073|CAD6998479.1|CCAP
OG0000130	LOC117895254|XP_034658662.1|DSUB, LOC117895250|XP_034658656.1|DSUB, LOC117895252|XP_034658658.1|DSUB, LOC117895251|XP_034658657.1|DSUB	CCAP1982_LOCUS13229|CAD7004843.1|CCAP
OG0000131	LOC117898539|XP_034663904.1|DSUB	CCAP1982_LOCUS3123|CAD6994370.1|CCAP
OG0000132	LOC117900438|XP_034666699.1|DSUB, LOC117900435|XP_034666695.1|DSUB	CCAP1982_LOCUS8509|CAD7000003.1|CCAP
OG0000132	LOC117896761|XP_034661126.1|DSUB	CCAP1982_LOCUS738|CAD6991839.1|CCAP
OG0000134	LOC117896539|XP_034660813.1|DSUB	CCAP1982_LOCUS1778|CAD6992945.1|CCAP
OG0000134	LOC117900962|XP_034667428.1|DSUB	CCAP1982_LOCUS7922|CAD6999396.1|CCAP
OG0000137	LOC117898920|XP_034664521.1|DSUB	CCAP1982_LOCUS3379|CAD6994644.1|CCAP
OG0000137	LOC117893964|XP_034656656.1|DSUB	CCAP1982_LOCUS11874|CAD7003418.1|CCAP
OG0000138	LOC117898377|XP_034663610.1|DSUB, LOC117898372|XP_034663601.1|DSUB, LOC117898373|XP_034663604.1|DSUB, LOC117898371|XP_034663600.1|DSUB	CCAP1982_LOCUS121|CAD6991184.1|CCAP
OG0000141	LOC117895146|XP_034658469.1|DSUB	CCAP1982_LOCUS11187|CAD7002710.1|CCAP
OG0000142	LOC117897016|XP_034661478.1|DSUB	CCAP1982_LOCUS416|CAD6991492.1|CCAP
OG0000143	LOC117895095|XP_034658383.1|DSUB	CCAP1982_LOCUS14321|CAD7005985.1|CCAP, CCAP1982_LOCUS7309|CAD6998755.1|CCAP
OG0000144	LOC117897699|XP_034662611.1|DSUB	CCAP1982_LOCUS782|CAD6991891.1|CCAP
OG0000144	LOC117901842|XP_034668675.1|DSUB	CCAP1982_LOCUS6460|CAD6997836.1|CCAP
OG0000145	LOC117902770|XP_034670254.1|DSUB	CCAP1982_LOCUS9143|CAD7000669.1|CCAP
OG0000145	LOC117902772|XP_034670256.1|DSUB	CCAP1982_LOCUS9140|CAD7000666.1|CCAP
OG0000145	LOC117902771|XP_034670255.1|DSUB	CCAP1982_LOCUS9142|CAD7000668.1|CCAP
OG0000147	LOC117900255|XP_034666445.1|DSUB	CCAP1982_LOCUS8274|CAD6999751.1|CCAP
OG0000147	LOC117896221|XP_034660245.1|DSUB	CCAP1982_LOCUS2081|CAD6993264.1|CCAP
OG0000147	LOC117896222|XP_034660247.1|DSUB	CCAP1982_LOCUS2080|CAD6993263.1|CCAP
OG0000148	LOC117902375|XP_034669584.1|DSUB	CCAP1982_LOCUS9151|CAD7000677.1|CCAP
OG0000150	LOC117901373|XP_034667974.1|DSUB, LOC117901370|XP_034667971.1|DSUB, LOC117900981|XP_034667465.1|DSUB, LOC117901369|XP_034667970.1|DSUB	CCAP1982_LOCUS8395|CAD6999884.1|CCAP, CCAP1982_LOCUS8394|CAD6999883.1|CCAP, CCAP1982_LOCUS8366|CAD6999854.1|CCAP
OG0000151	LOC117894759|XP_034657867.1|DSUB	CCAP1982_LOCUS13475|CAD7005113.1|CCAP
OG0000151	LOC117894764|XP_034657872.1|DSUB	CCAP1982_LOCUS13481|CAD7005119.1|CCAP
OG0000151	LOC117894763|XP_034657871.1|DSUB	CCAP1982_LOCUS13480|CAD7005118.1|CCAP
OG0000151	LOC117894890|XP_034658063.1|DSUB	CCAP1982_LOCUS13479|CAD7005117.1|CCAP
OG0000152	LOC117896893|XP_034661316.1|DSUB, LOC117896892|XP_034661315.1|DSUB, LOC117896894|XP_034661318.1|DSUB	CCAP1982_LOCUS4908|CAD6996220.1|CCAP
OG0000153	LOC117898085|XP_034663155.1|DSUB	CCAP1982_LOCUS2010|CAD6993188.1|CCAP, CCAP1982_LOCUS2009|CAD6993187.1|CCAP
OG0000153	LOC117897538|XP_034662350.1|DSUB, LOC117897537|XP_034662349.1|DSUB	CCAP1982_LOCUS2011|CAD6993189.1|CCAP
OG0000154	LOC117895969|XP_034659819.1|DSUB, LOC117895972|XP_034659823.1|DSUB	CCAP1982_LOCUS3144|CAD6994392.1|CCAP
OG0000154	LOC117893214|XP_034655639.1|DSUB	CCAP1982_LOCUS3145|CAD6994393.1|CCAP, CCAP1982_LOCUS8911|CAD7000435.1|CCAP, CCAP1982_LOCUS8831|CAD7000349.1|CCAP
OG0000155	LOC117894277|XP_034657124.1|DSUB, LOC117893600|XP_034656166.1|DSUB, LOC117893601|XP_034656167.1|DSUB	CCAP1982_LOCUS12374|CAD7003952.1|CCAP, CCAP1982_LOCUS12366|CAD7003944.1|CCAP, CCAP1982_LOCUS12365|CAD7003943.1|CCAP
OG0000157	LOC117891037|XP_034652096.1|DSUB, LOC117891036|XP_034652094.1|DSUB, LOC117889940|XP_034650366.1|DSUB	CCAP1982_LOCUS19950|CAD7011840.1|CCAP, CCAP1982_LOCUS19951|CAD7011841.1|CCAP
OG0000158	LOC117893802|XP_034656437.1|DSUB, LOC117893202|XP_034655608.1|DSUB	CCAP1982_LOCUS12092|CAD7003654.1|CCAP
OG0000159	LOC117895350|XP_034658822.1|DSUB	CCAP1982_LOCUS14640|CAD7006318.1|CCAP
OG0000159	LOC117892899|XP_034655089.1|DSUB	CCAP1982_LOCUS13501|CAD7005140.1|CCAP
OG0000159	LOC117893536|XP_034656071.1|DSUB	CCAP1982_LOCUS13500|CAD7005139.1|CCAP
OG0000160	LOC117899677|XP_034665757.1|DSUB, LOC117899675|XP_034665754.1|DSUB	CCAP1982_LOCUS3900|CAD6995179.1|CCAP, CCAP1982_LOCUS3899|CAD6995178.1|CCAP
OG0000161	LOC117893282|XP_034655736.1|DSUB	CCAP1982_LOCUS14750|CAD7006430.1|CCAP
OG0000161	LOC117901892|XP_034668744.1|DSUB, LOC117903116|XP_034670832.1|DSUB	CCAP1982_LOCUS13663|CAD7005305.1|CCAP
OG0000162	LOC117902071|XP_034669047.1|DSUB	CCAP1982_LOCUS7836|CAD6999308.1|CCAP
OG0000163	LOC117902204|XP_034669314.1|DSUB	CCAP1982_LOCUS14291|CAD7005953.1|CCAP, CCAP1982_LOCUS14290|CAD7005952.1|CCAP, CCAP1982_LOCUS14295|CAD7005957.1|CCAP, CCAP1982_LOCUS14292|CAD7005954.1|CCAP
OG0000163	LOC117896958|XP_034661394.1|DSUB	CCAP1982_LOCUS9112|CAD7000638.1|CCAP
OG0000164	LOC117890440|XP_034651161.1|DSUB	CCAP1982_LOCUS19783|CAD7011699.1|CCAP
OG0000166	LOC117890608|XP_034651437.1|DSUB	CCAP1982_LOCUS6365|CAD6997733.1|CCAP, CCAP1982_LOCUS6366|CAD6997734.1|CCAP, CCAP1982_LOCUS6367|CAD6997735.1|CCAP
OG0000167	LOC117894729|XP_034657814.1|DSUB, LOC117893548|XP_034656090.1|DSUB	CCAP1982_LOCUS11080|CAD7002594.1|CCAP
OG0000167	LOC117893820|XP_034656462.1|DSUB	CCAP1982_LOCUS14885|CAD7006571.1|CCAP
OG0000169	LOC117897044|XP_034661518.1|DSUB	CCAP1982_LOCUS2677|CAD6993883.1|CCAP
OG0000169	LOC117895530|XP_034659127.1|DSUB, LOC117898312|XP_034663487.1|DSUB	CCAP1982_LOCUS1231|CAD6992367.1|CCAP
OG0000170	LOC117900911|XP_034667363.1|DSUB, LOC117900913|XP_034667365.1|DSUB	CCAP1982_LOCUS6773|CAD6998157.1|CCAP, CCAP1982_LOCUS6774|CAD6998158.1|CCAP, CCAP1982_LOCUS6772|CAD6998156.1|CCAP
OG0000170	LOC117900912|XP_034667364.1|DSUB	CCAP1982_LOCUS6771|CAD6998155.1|CCAP
OG0000171	LOC117899975|XP_034666025.1|DSUB	CCAP1982_LOCUS6079|CAD6997433.1|CCAP
OG0000171	LOC117902180|XP_034669242.1|DSUB	CCAP1982_LOCUS5549|CAD6996876.1|CCAP
OG0000172	LOC117899080|XP_034664740.1|DSUB, LOC117897167|XP_034661728.1|DSUB, LOC117903171|XP_034670907.1|DSUB, LOC117893233|XP_034655681.1|DSUB, LOC117894915|XP_034658102.1|DSUB, LOC117894884|XP_034658056.1|DSUB, LOC117894887|XP_034658060.1|DSUB, LOC117895403|XP_034658923.1|DSUB, LOC117889942|XP_034650369.1|DSUB, LOC117894880|XP_034658039.1|DSUB	CCAP1982_LOCUS12610|CAD7004191.1|CCAP
OG0000173	LOC117889927|XP_034650344.1|DSUB	CCAP1982_LOCUS21538|CAD7013476.1|CCAP
OG0000173	LOC117889920|XP_034650337.1|DSUB	CCAP1982_LOCUS21539|CAD7013477.1|CCAP
OG0000174	LOC117890439|XP_034651160.1|DSUB	CCAP1982_LOCUS1980|CAD6993154.1|CCAP, CCAP1982_LOCUS12725|CAD7004305.1|CCAP, CCAP1982_LOCUS21517|CAD7013452.1|CCAP
OG0000174	LOC117900977|XP_034667461.1|DSUB, LOC117890637|XP_034651479.1|DSUB	CCAP1982_LOCUS7088|CAD6998497.1|CCAP
OG0000175	LOC117898350|XP_034663574.1|DSUB	CCAP1982_LOCUS4970|CAD6996286.1|CCAP
OG0000175	LOC117897221|XP_034661827.1|DSUB	CCAP1982_LOCUS785|CAD6991894.1|CCAP
OG0000176	LOC117895860|XP_034659719.1|DSUB, LOC117895862|XP_034659721.1|DSUB, LOC117893483|XP_034656004.1|DSUB, LOC117893484|XP_034656005.1|DSUB	CCAP1982_LOCUS11594|CAD7003132.1|CCAP
OG0000177	LOC117897410|XP_034662127.1|DSUB	CCAP1982_LOCUS3972|CAD6995251.1|CCAP
OG0000179	LOC117890570|XP_034651393.1|DSUB	CCAP1982_LOCUS19655|CAD7011567.1|CCAP
OG0000179	LOC117890428|XP_034651139.1|DSUB	CCAP1982_LOCUS20038|CAD7011926.1|CCAP
OG0000180	LOC117890885|XP_034651869.1|DSUB	CCAP1982_LOCUS23260|CAD7015315.1|CCAP
OG0000181	LOC117897186|XP_034661776.1|DSUB	CCAP1982_LOCUS2966|CAD6994204.1|CCAP, CCAP1982_LOCUS1186|CAD6992318.1|CCAP
OG0000181	LOC117897566|XP_034662398.1|DSUB	CCAP1982_LOCUS2664|CAD6993867.1|CCAP
OG0000181	LOC117898105|XP_034663178.1|DSUB	CCAP1982_LOCUS2967|CAD6994205.1|CCAP
OG0000182	LOC117896963|XP_034661399.1|DSUB	CCAP1982_LOCUS672|CAD6991764.1|CCAP, CCAP1982_LOCUS673|CAD6991765.1|CCAP
OG0000182	LOC117899629|XP_034665675.1|DSUB, LOC117899628|XP_034665674.1|DSUB	CCAP1982_LOCUS669|CAD6991761.1|CCAP, CCAP1982_LOCUS670|CAD6991762.1|CCAP
OG0000183	LOC117903094|XP_034670793.1|DSUB, LOC117893638|XP_034656216.1|DSUB, LOC117895513|XP_034659103.1|DSUB	CCAP1982_LOCUS11927|CAD7003476.1|CCAP
OG0000184	LOC117902054|XP_034669016.1|DSUB, LOC117902053|XP_034669015.1|DSUB	CCAP1982_LOCUS8317|CAD6999801.1|CCAP, CCAP1982_LOCUS8313|CAD6999794.1|CCAP, CCAP1982_LOCUS8316|CAD6999800.1|CCAP
OG0000185	LOC117892369|XP_034654470.1|DSUB, LOC117897806|XP_034662746.1|DSUB, LOC117892370|XP_034654471.1|DSUB, LOC117892371|XP_034654472.1|DSUB	CCAP1982_LOCUS20041|CAD7011929.1|CCAP
OG0000189	LOC117902689|XP_034670122.1|DSUB	CCAP1982_LOCUS5974|CAD6997342.1|CCAP
OG0000190	LOC117890305|XP_034650970.1|DSUB	CCAP1982_LOCUS19905|CAD7011795.1|CCAP, CCAP1982_LOCUS19906|CAD7011796.1|CCAP
OG0000190	LOC117891311|XP_034652612.1|DSUB	CCAP1982_LOCUS19909|CAD7011799.1|CCAP
OG0000191	LOC117891419|XP_034652776.1|DSUB, LOC117891421|XP_034652782.1|DSUB	CCAP1982_LOCUS22306|CAD7014304.1|CCAP
OG0000191	LOC117892089|XP_034653972.1|DSUB	CCAP1982_LOCUS20861|CAD7012757.1|CCAP
OG0000192	LOC117893373|XP_034655858.1|DSUB, LOC117893370|XP_034655854.1|DSUB	CCAP1982_LOCUS14387|CAD7006052.1|CCAP
OG0000193	LOC117893237|XP_034655685.1|DSUB	CCAP1982_LOCUS13187|CAD7004797.1|CCAP, CCAP1982_LOCUS13188|CAD7004798.1|CCAP
OG0000196	LOC117901631|XP_034668352.1|DSUB	CCAP1982_LOCUS7525|CAD6998978.1|CCAP, CCAP1982_LOCUS7518|CAD6998971.1|CCAP
OG0000196	LOC117901458|XP_034668103.1|DSUB	CCAP1982_LOCUS7526|CAD6998979.1|CCAP
