Orthogroup	DSUB.longest_only	AAEG.longest_only
OG0000105	LOC117898284|XP_034663430.1|DSUB, LOC117898760|XP_034664276.1|DSUB, LOC117898251|XP_034663389.1|DSUB, LOC117898250|XP_034663388.1|DSUB	LOC5576020|XP_001662355.3|AAEG
OG0000109	LOC117897295|XP_034661930.1|DSUB	LOC5576150|XP_001662494.2|AAEG, LOC5575961|XP_001662317.1|AAEG, LOC5565685|XP_001650036.2|AAEG, LOC5576147|XP_001662495.2|AAEG
OG0000109	LOC117901646|XP_034668372.1|DSUB	LOC5565636|XP_001649991.2|AAEG, LOC5576144|XP_001662496.1|AAEG
OG0000110	LOC117895604|XP_034659243.1|DSUB, LOC117895606|XP_034659245.1|DSUB, LOC117895605|XP_034659244.1|DSUB, LOC117895607|XP_034659246.1|DSUB	LOC5572629|XP_001654132.2|AAEG, LOC5572632|XP_021699089.1|AAEG, LOC5572634|XP_001654133.2|AAEG
OG0000111	LOC117890933|XP_034651959.1|DSUB, LOC117890150|XP_034650731.1|DSUB, LOC117890935|XP_034651960.1|DSUB	LOC5575342|XP_001655720.2|AAEG, LOC5569397|XP_001658489.1|AAEG, LOC5575345|XP_001655723.2|AAEG, LOC5575344|XP_001655722.2|AAEG, LOC5575341|XP_001655719.1|AAEG, LOC5575343|XP_001655721.2|AAEG
OG0000112	LOC117903430|XP_034671344.1|DSUB, LOC117902763|XP_034670250.1|DSUB	LOC5571712|XP_001659851.2|AAEG, LOC5571830|XP_001659962.1|AAEG, LOC5571053|XP_001659492.2|AAEG, LOC5571838|XP_001659970.2|AAEG
OG0000113	LOC117897174|XP_034661763.1|DSUB, LOC117897177|XP_034661767.1|DSUB	LOC5565528|XP_001649912.2|AAEG, LOC5568844|XP_001652570.1|AAEG
OG0000114	LOC117902140|XP_034669167.1|DSUB	LOC110677778|XP_021704869.1|AAEG
OG0000117	LOC117902128|XP_034669147.1|DSUB, LOC117902129|XP_034669148.1|DSUB, LOC117902130|XP_034669149.1|DSUB, LOC117902132|XP_034669152.1|DSUB	LOC5578455|XP_001656976.1|AAEG, LOC110678441|XP_021707035.1|AAEG
OG0000118	LOC117901945|XP_034668808.1|DSUB, LOC117903909|XP_034672306.1|DSUB	LOC110679554|XP_021710177.1|AAEG, LOC5568656|XP_001652490.2|AAEG, LOC5568654|XP_001652488.1|AAEG, LOC5568651|XP_021705929.1|AAEG, LOC5579193|XP_001664290.2|AAEG, LOC5568652|XP_001652486.1|AAEG, LOC5568653|XP_001652487.1|AAEG
OG0000119	LOC117897103|XP_034661639.1|DSUB, LOC117896957|XP_034661393.1|DSUB, LOC117896767|XP_034661133.1|DSUB	LOC5572143|XP_001660220.1|AAEG, LOC5572141|XP_001660218.1|AAEG, LOC5572138|XP_001660217.1|AAEG, LOC5579510|XP_001647804.2|AAEG, LOC5579505|XP_001647805.2|AAEG
OG0000120	LOC117889781|XP_034650140.1|DSUB	LOC5565270|XP_021701744.1|AAEG
OG0000120	LOC117890793|XP_034651759.1|DSUB	LOC5564301|XP_021698367.1|AAEG
OG0000121	LOC117899076|XP_034664737.1|DSUB, LOC117899077|XP_034664738.1|DSUB, LOC117897123|XP_034661670.1|DSUB, LOC117897204|XP_034661798.1|DSUB, LOC117897203|XP_034661797.1|DSUB	LOC110674237|XP_021694140.1|AAEG, LOC5577582|XP_021694027.1|AAEG
OG0000122	LOC117901107|XP_034667631.1|DSUB, LOC117903442|XP_034671364.1|DSUB, LOC117890920|XP_034651941.1|DSUB, LOC117900850|XP_034667261.1|DSUB	LOC5567873|XP_001650953.1|AAEG
OG0000123	LOC117898288|XP_034663435.1|DSUB, LOC117898289|XP_034663436.1|DSUB	LOC5574082|XP_001661152.1|AAEG, LOC5579398|XP_001647702.2|AAEG
OG0000124	LOC117891609|XP_034653033.1|DSUB, LOC117891035|XP_034652093.1|DSUB, LOC117891034|XP_034652092.1|DSUB, LOC117892669|XP_034654949.1|DSUB	LOC5566280|XP_001650658.1|AAEG
OG0000125	LOC117896898|XP_034661322.1|DSUB	LOC5568365|XP_021693932.1|AAEG
OG0000125	LOC117897758|XP_034662692.1|DSUB	LOC5567037|XP_001651437.2|AAEG
OG0000125	LOC117889864|XP_034650261.1|DSUB	LOC5568366|XP_001658020.2|AAEG
OG0000127	LOC117899404|XP_034665281.1|DSUB, LOC117899406|XP_034665283.1|DSUB, LOC117899403|XP_034665280.1|DSUB, LOC117898149|XP_034663239.1|DSUB	LOC5570224|XP_021711742.1|AAEG, LOC110677785|XP_021704959.1|AAEG, LOC5570223|XP_001659002.1|AAEG, LOC5570221|XP_001659000.1|AAEG
OG0000128	LOC117892245|XP_034654249.1|DSUB, LOC117892247|XP_034654250.1|DSUB	LOC5563937|XP_021696237.1|AAEG, LOC5563935|XP_021696236.1|AAEG
OG0000129	LOC117893897|XP_034656603.1|DSUB, LOC117893675|XP_034656254.1|DSUB, LOC117901205|XP_034667750.1|DSUB	LOC5570205|XP_001658987.1|AAEG
OG0000130	LOC117895254|XP_034658662.1|DSUB, LOC117895250|XP_034658656.1|DSUB, LOC117895252|XP_034658658.1|DSUB, LOC117895251|XP_034658657.1|DSUB	LOC110678700|XP_021707606.1|AAEG
OG0000132	LOC117900438|XP_034666699.1|DSUB, LOC117900435|XP_034666695.1|DSUB, LOC117896761|XP_034661126.1|DSUB	LOC5576966|XP_001663061.2|AAEG, LOC5569401|XP_001658492.2|AAEG, LOC5572507|XP_001660449.1|AAEG
OG0000134	LOC117896539|XP_034660813.1|DSUB	LOC5577061|XP_021701840.1|AAEG
OG0000134	LOC117900962|XP_034667428.1|DSUB	LOC5565848|XP_021703610.1|AAEG
OG0000137	LOC117898920|XP_034664521.1|DSUB	LOC5573872|XP_001654897.1|AAEG
OG0000137	LOC117893964|XP_034656656.1|DSUB	LOC5572265|XP_001653950.2|AAEG, LOC5573418|XP_001654592.2|AAEG
OG0000140	LOC117898015|XP_034663034.1|DSUB, LOC117890756|XP_034651707.1|DSUB	LOC110676705|XP_021701292.1|AAEG, LOC5563805|XP_021701295.1|AAEG, LOC5563809|XP_011493204.2|AAEG, LOC5563806|XP_001648090.1|AAEG, LOC5577659|XP_001656657.2|AAEG, LOC5577657|XP_021694328.1|AAEG, LOC23687423|XP_021693822.1|AAEG, LOC5577660|XP_001656658.2|AAEG
OG0000141	LOC117895145|XP_034658465.1|DSUB, LOC117895146|XP_034658469.1|DSUB, LOC117895143|XP_034658460.1|DSUB, LOC117895147|XP_034658471.1|DSUB	LOC23687505|XP_011493093.2|AAEG
OG0000142	LOC117897016|XP_034661478.1|DSUB	LOC5563980|XP_021706951.1|AAEG
OG0000142	LOC117899539|XP_034665507.1|DSUB	LOC5575838|XP_021694433.1|AAEG
OG0000142	LOC117889604|XP_034649912.1|DSUB	LOC5564067|XP_021704010.1|AAEG
OG0000143	LOC117895094|XP_034658382.1|DSUB	LOC5569420|XP_001658512.3|AAEG
OG0000143	LOC117895095|XP_034658383.1|DSUB	LOC5568698|XP_001652521.1|AAEG, LOC5579191|XP_001664288.1|AAEG, LOC5579192|XP_001664289.1|AAEG, LOC5571589|XP_001659796.1|AAEG, LOC110680238|XP_021711746.1|AAEG, LOC5571588|XP_001659797.2|AAEG
OG0000144	LOC117897699|XP_034662611.1|DSUB	LOC110679012|XP_021708568.1|AAEG
OG0000144	LOC117896455|XP_034660679.1|DSUB	LOC5567664|XP_021706076.1|AAEG
OG0000144	LOC117901842|XP_034668675.1|DSUB	LOC5574025|XP_021702584.1|AAEG
OG0000145	LOC117897170|XP_034661747.1|DSUB, LOC117902770|XP_034670254.1|DSUB, LOC117902772|XP_034670256.1|DSUB, LOC117902771|XP_034670255.1|DSUB	LOC5573204|XP_001660745.2|AAEG, LOC5573132|XP_001660748.2|AAEG
OG0000147	LOC117900255|XP_034666445.1|DSUB	LOC5569310|XP_001658443.1|AAEG
OG0000147	LOC117896221|XP_034660245.1|DSUB, LOC117896222|XP_034660247.1|DSUB	LOC5574623|XP_021713238.1|AAEG, LOC5574625|XP_001661541.1|AAEG, LOC5574626|XP_021713234.1|AAEG
OG0000148	LOC117902375|XP_034669584.1|DSUB	LOC5570032|XP_021712427.1|AAEG, LOC5570033|XP_021707394.1|AAEG
OG0000148	LOC117901505|XP_034668166.1|DSUB	LOC5566922|XP_021709641.1|AAEG, LOC5565775|XP_001650145.1|AAEG
OG0000149	LOC117902756|XP_034670237.1|DSUB, LOC117902650|XP_034670071.1|DSUB	LOC5563606|XP_021705225.1|AAEG
OG0000152	LOC117896893|XP_034661316.1|DSUB, LOC117896892|XP_034661315.1|DSUB, LOC117896894|XP_034661318.1|DSUB	LOC5575678|XP_021701219.1|AAEG
OG0000153	LOC117898085|XP_034663155.1|DSUB, LOC117897538|XP_034662350.1|DSUB, LOC117897537|XP_034662349.1|DSUB	LOC5567541|XP_001657536.2|AAEG, LOC5567544|XP_001657539.2|AAEG
OG0000154	LOC117895969|XP_034659819.1|DSUB, LOC117895972|XP_034659823.1|DSUB, LOC117893214|XP_034655639.1|DSUB	LOC5577993|XP_021709039.1|AAEG, LOC5577992|XP_021709040.1|AAEG
OG0000155	LOC117894277|XP_034657124.1|DSUB, LOC117893600|XP_034656166.1|DSUB, LOC117893601|XP_034656167.1|DSUB	LOC5567235|XP_001651665.2|AAEG, LOC5567234|XP_001651664.1|AAEG
OG0000157	LOC117891037|XP_034652096.1|DSUB, LOC117891036|XP_034652094.1|DSUB, LOC117889940|XP_034650366.1|DSUB	LOC23687476|XP_011492940.1|AAEG, LOC5568677|XP_001658086.2|AAEG
OG0000158	LOC117891297|XP_034652594.1|DSUB, LOC117893802|XP_034656437.1|DSUB, LOC117893202|XP_034655608.1|DSUB	LOC5567032|XP_001651430.1|AAEG, LOC110675195|XP_021695298.1|AAEG, LOC5571957|XP_001660058.1|AAEG, LOC5571954|XP_021697266.1|AAEG, LOC110679210|XP_021709030.1|AAEG
OG0000159	LOC117895350|XP_034658822.1|DSUB	LOC5575859|XP_021707900.1|AAEG, LOC5575863|XP_021710525.1|AAEG
OG0000159	LOC117892899|XP_034655089.1|DSUB, LOC117893536|XP_034656071.1|DSUB	LOC5571884|XP_021709766.1|AAEG
OG0000160	LOC117899677|XP_034665757.1|DSUB, LOC117899675|XP_034665754.1|DSUB	LOC5570211|XP_021704584.1|AAEG, LOC5570209|XP_001658981.2|AAEG, LOC110677717|XP_021704583.1|AAEG, LOC5570213|XP_021704585.1|AAEG, LOC5570210|XP_001658979.2|AAEG, LOC5576801|XP_001662886.2|AAEG, LOC5571520|XP_001659766.2|AAEG, LOC5576800|XP_001662888.1|AAEG, LOC5576802|XP_021693815.1|AAEG
OG0000162	LOC117900348|XP_034666584.1|DSUB, LOC117902071|XP_034669047.1|DSUB	LOC5569868|XP_021703426.1|AAEG, LOC5569869|XP_021703428.1|AAEG
OG0000163	LOC117902204|XP_034669314.1|DSUB, LOC117896958|XP_034661394.1|DSUB	LOC5579047|XP_021708224.1|AAEG, LOC5569937|XP_001658835.2|AAEG, LOC5566631|XP_021705010.1|AAEG, LOC5579048|XP_021709081.1|AAEG, LOC5579049|XP_001657247.2|AAEG
OG0000165	LOC117891308|XP_034652606.1|DSUB, LOC117900924|XP_034667381.1|DSUB	LOC5577042|XP_001663138.2|AAEG
OG0000166	LOC117890608|XP_034651437.1|DSUB	LOC5576995|XP_001663097.2|AAEG
OG0000166	LOC117891657|XP_034653102.1|DSUB, LOC117891446|XP_034652817.1|DSUB	LOC110679657|XP_021710758.1|AAEG, LOC5576996|XP_001663099.2|AAEG, LOC5574162|XP_021698426.1|AAEG
OG0000169	LOC117897044|XP_034661518.1|DSUB	LOC5569037|XP_001652677.1|AAEG, LOC5567023|XP_001651406.2|AAEG, LOC5567139|XP_001651544.1|AAEG, LOC5567129|XP_021696791.1|AAEG
OG0000170	LOC117900911|XP_034667363.1|DSUB, LOC117900913|XP_034667365.1|DSUB	LOC5568231|XP_001657924.1|AAEG, LOC5572621|XP_001660483.1|AAEG, LOC5572618|XP_001660484.1|AAEG, LOC5572619|XP_001660482.1|AAEG
OG0000171	LOC117899975|XP_034666025.1|DSUB	LOC5567018|XP_001651408.2|AAEG
OG0000171	LOC117902180|XP_034669242.1|DSUB	LOC5569979|XP_001658863.2|AAEG
OG0000171	LOC117903283|XP_034671094.1|DSUB	LOC5569480|XP_021702656.1|AAEG
OG0000172	LOC117899080|XP_034664740.1|DSUB, LOC117897167|XP_034661728.1|DSUB, LOC117903171|XP_034670907.1|DSUB, LOC117893233|XP_034655681.1|DSUB, LOC117894915|XP_034658102.1|DSUB, LOC117894884|XP_034658056.1|DSUB, LOC117894887|XP_034658060.1|DSUB, LOC117895403|XP_034658923.1|DSUB, LOC117889942|XP_034650369.1|DSUB, LOC117894880|XP_034658039.1|DSUB	LOC5579310|XP_021695514.1|AAEG
OG0000173	LOC117889927|XP_034650344.1|DSUB, LOC117889920|XP_034650337.1|DSUB	LOC5569048|XP_001652693.2|AAEG, LOC5569049|XP_001652694.2|AAEG
OG0000174	LOC117890439|XP_034651160.1|DSUB, LOC117900977|XP_034667461.1|DSUB, LOC117890637|XP_034651479.1|DSUB	LOC5567346|XP_001651756.3|AAEG, LOC5567345|XP_001651754.2|AAEG, LOC5567334|XP_001651755.1|AAEG
OG0000175	LOC117898350|XP_034663574.1|DSUB	LOC5576664|XP_001656201.1|AAEG
OG0000175	LOC117897221|XP_034661827.1|DSUB	LOC5568638|XP_021706832.1|AAEG, LOC5568650|XP_001652484.1|AAEG
OG0000177	LOC117897385|XP_034662088.1|DSUB	LOC110680755|XP_021712235.1|AAEG, LOC5575296|XP_001655662.1|AAEG
OG0000177	LOC117897410|XP_034662127.1|DSUB	LOC5567075|XP_021712916.1|AAEG
OG0000179	LOC117890570|XP_034651393.1|DSUB, LOC117890428|XP_034651139.1|DSUB	LOC5578663|XP_021710856.1|AAEG, LOC5578667|XP_021705242.1|AAEG, LOC5578665|XP_021705991.1|AAEG
OG0000179	LOC117901056|XP_034667559.1|DSUB, LOC117900453|XP_034666716.1|DSUB	LOC5578675|XP_021711080.1|AAEG
OG0000181	LOC117897566|XP_034662398.1|DSUB, LOC117898105|XP_034663178.1|DSUB	LOC5566933|XP_001651347.1|AAEG, LOC5573618|XP_001660940.2|AAEG, LOC5569414|XP_001658506.1|AAEG
OG0000182	LOC117896963|XP_034661399.1|DSUB	LOC23687553|XP_011493157.1|AAEG
OG0000182	LOC117899629|XP_034665675.1|DSUB, LOC117899628|XP_034665674.1|DSUB	LOC5569767|XP_001652982.2|AAEG
OG0000183	LOC117903094|XP_034670793.1|DSUB, LOC117893638|XP_034656216.1|DSUB, LOC117895513|XP_034659103.1|DSUB	LOC5573015|XP_001654343.1|AAEG
OG0000184	LOC117902054|XP_034669016.1|DSUB, LOC117902053|XP_034669015.1|DSUB	LOC5570825|XP_001653329.2|AAEG, LOC5570824|XP_001653330.2|AAEG, LOC5570826|XP_001653328.2|AAEG, LOC5570823|XP_001653331.1|AAEG, LOC5578096|XP_001656792.2|AAEG
OG0000185	LOC117892369|XP_034654470.1|DSUB, LOC117897806|XP_034662746.1|DSUB, LOC117892370|XP_034654471.1|DSUB, LOC117892371|XP_034654472.1|DSUB	LOC5566170|XP_001650529.1|AAEG, LOC5567130|XP_001651555.1|AAEG, LOC110679323|XP_021709385.1|AAEG
OG0000186	LOC117903826|XP_034672167.1|DSUB, LOC117893442|XP_034655952.1|DSUB	LOC5571177|XP_001653481.2|AAEG
OG0000188	LOC117896039|XP_034659939.1|DSUB, LOC117903153|XP_034670880.1|DSUB, LOC117892802|XP_034655080.1|DSUB	LOC5564915|XP_021694344.1|AAEG, LOC5571992|XP_021699059.1|AAEG
OG0000189	LOC117902689|XP_034670122.1|DSUB	LOC5568245|XP_021701569.1|AAEG, LOC5573531|XP_021702949.1|AAEG
OG0000189	LOC117900283|XP_034666524.1|DSUB	LOC5570204|XP_001658986.1|AAEG
OG0000190	LOC117903700|XP_034671934.1|DSUB	LOC5571981|XP_021711697.1|AAEG
OG0000191	LOC117891419|XP_034652776.1|DSUB, LOC117891421|XP_034652782.1|DSUB	LOC5569575|XP_021699738.1|AAEG
OG0000192	LOC117897362|XP_034662037.1|DSUB, LOC117893373|XP_034655858.1|DSUB, LOC117893370|XP_034655854.1|DSUB	LOC110679464|XP_021709804.1|AAEG, LOC110678612|XP_021707415.1|AAEG
OG0000193	LOC117902524|XP_034669842.1|DSUB, LOC117893237|XP_034655685.1|DSUB	LOC5565459|XP_001649763.2|AAEG, LOC5565432|XP_021710569.1|AAEG, LOC5565455|XP_021710563.1|AAEG
OG0000196	LOC117901631|XP_034668352.1|DSUB, LOC117901458|XP_034668103.1|DSUB	LOC5575664|XP_021703961.1|AAEG
OG0000196	LOC117900705|XP_034667050.1|DSUB	LOC5575663|XP_021703962.1|AAEG
OG0000197	LOC117903572|XP_034671683.1|DSUB	LOC5563985|XP_021710647.1|AAEG
OG0000197	LOC117903679|XP_034671912.1|DSUB	LOC5563957|XP_021710648.1|AAEG
OG0000197	LOC117903533|XP_034671607.1|DSUB	LOC5563981|XP_001648302.1|AAEG
OG0000200	LOC117899073|XP_034664733.1|DSUB, LOC117902105|XP_034669101.1|DSUB, LOC117899074|XP_034664734.1|DSUB	LOC5575967|XP_001662326.1|AAEG
OG0000201	LOC117897461|XP_034662199.1|DSUB, LOC117897459|XP_034662196.1|DSUB	LOC5566918|XP_021711709.1|AAEG, LOC5572218|XP_001660285.1|AAEG, LOC5564804|XP_021698248.1|AAEG, LOC5578282|XP_001663811.2|AAEG, LOC5565401|XP_001649748.1|AAEG, LOC5567865|XP_001651887.1|AAEG, LOC5564500|XP_001648843.2|AAEG, LOC5564501|XP_001648844.1|AAEG
OG0000202	LOC117898353|XP_034663577.1|DSUB	LOC5570233|XP_001659012.2|AAEG
OG0000203	LOC117892626|XP_034654869.1|DSUB, LOC117890559|XP_034651381.1|DSUB, LOC117902404|XP_034669634.1|DSUB, LOC117890560|XP_034651383.1|DSUB	LOC5574223|XP_021704325.1|AAEG
OG0000205	LOC117897524|XP_034662333.1|DSUB, LOC117899743|XP_034665878.1|DSUB	LOC5569125|XP_001652725.2|AAEG, LOC5568060|XP_001651997.1|AAEG, LOC110680887|XP_021712370.1|AAEG, LOC5567680|XP_001657619.2|AAEG, LOC5566755|XP_001651166.1|AAEG, LOC5566757|XP_001651167.1|AAEG, LOC110680889|XP_021712372.1|AAEG, LOC5568061|XP_001651998.1|AAEG
OG0000206	LOC117891542|XP_034652943.1|DSUB	LOC110678735|XP_021707698.1|AAEG
OG0000206	LOC117892650|XP_034654900.1|DSUB	LOC110678958|XP_021708376.1|AAEG
OG0000207	LOC117894457|XP_034657448.1|DSUB	LOC5564116|XP_001648456.1|AAEG, LOC5564124|XP_001648454.1|AAEG, LOC5564118|XP_001648457.1|AAEG
OG0000209	LOC117891422|XP_034652783.1|DSUB	LOC5565795|XP_021706105.1|AAEG, LOC5578738|XP_001657103.3|AAEG
OG0000210	LOC117903453|XP_034671383.1|DSUB	LOC5564091|XP_021694803.1|AAEG
OG0000211	LOC117903691|XP_034671920.1|DSUB, LOC117899354|XP_034665216.1|DSUB, LOC117896463|XP_034660687.1|DSUB, LOC117894373|XP_034657267.1|DSUB	LOC5568897|XP_021693434.1|AAEG
OG0000211	LOC117899353|XP_034665213.1|DSUB	LOC5577524|XP_021711176.1|AAEG
OG0000212	LOC117902050|XP_034669007.1|DSUB, LOC117902051|XP_034669009.1|DSUB	LOC5570819|XP_021702192.1|AAEG
OG0000213	LOC117894820|XP_034657957.1|DSUB, LOC117891467|XP_034652841.1|DSUB	LOC5563599|XP_001647919.1|AAEG, LOC5563561|XP_001647920.1|AAEG, LOC5563596|XP_021707133.1|AAEG, LOC5563598|XP_001647917.2|AAEG, LOC5563605|XP_021708906.1|AAEG
OG0000214	LOC117899660|XP_034665738.1|DSUB, LOC117889853|XP_034650243.1|DSUB, LOC117897226|XP_034661836.1|DSUB	LOC5571932|XP_021706883.1|AAEG
OG0000215	LOC117893454|XP_034655963.1|DSUB, LOC117894475|XP_034657467.1|DSUB, LOC117894422|XP_034657356.1|DSUB	LOC5571612|XP_001659801.1|AAEG
OG0000216	LOC117893717|XP_034656300.1|DSUB, LOC117893707|XP_034656288.1|DSUB, LOC117893725|XP_034656330.1|DSUB, LOC117893723|XP_034656314.1|DSUB, LOC117893695|XP_034656278.1|DSUB, LOC117893464|XP_034655973.1|DSUB, LOC117903137|XP_034670864.1|DSUB	LOC5572435|XP_001660380.1|AAEG
OG0000217	LOC117903707|XP_034671944.1|DSUB	LOC5578303|XP_021705977.1|AAEG
OG0000217	LOC117901817|XP_034668626.1|DSUB, LOC117903706|XP_034671943.1|DSUB	LOC5566309|XP_001650696.2|AAEG
OG0000219	LOC117890158|XP_034650742.1|DSUB, LOC117890159|XP_034650743.1|DSUB, LOC117891110|XP_034652196.1|DSUB	LOC5578831|XP_001657181.2|AAEG
OG0000220	LOC117895237|XP_034658637.1|DSUB, LOC117894831|XP_034657969.1|DSUB, LOC117893410|XP_034655912.1|DSUB	LOC5564263|XP_001648597.1|AAEG, LOC5578071|XP_001663692.2|AAEG
OG0000221	LOC117890072|XP_034650606.1|DSUB, LOC117896647|XP_034660985.1|DSUB, LOC117890071|XP_034650602.1|DSUB	LOC5574634|XP_021699881.1|AAEG, LOC5563585|XP_001647853.1|AAEG
OG0000222	LOC117900072|XP_034666167.1|DSUB	LOC110674010|XP_021703463.1|AAEG
OG0000224	LOC117891442|XP_034652809.1|DSUB	LOC5569847|XP_001658750.1|AAEG, LOC110676855|XP_021701978.1|AAEG, LOC110676856|XP_021701979.1|AAEG, LOC110676854|XP_021701977.1|AAEG, LOC110676858|XP_021701981.1|AAEG, LOC5569856|XP_001658752.1|AAEG, LOC110676857|XP_021701980.1|AAEG
OG0000225	LOC117898903|XP_034664476.1|DSUB, LOC117898912|XP_034664492.1|DSUB, LOC117898830|XP_034664388.1|DSUB	LOC110679653|XP_021710739.1|AAEG, LOC5563961|XP_021707799.1|AAEG
OG0000226	LOC117894469|XP_034657462.1|DSUB, LOC117894471|XP_034657463.1|DSUB, LOC117894465|XP_034657457.1|DSUB	LOC5567483|XP_001657485.1|AAEG
OG0000228	LOC117897416|XP_034662134.1|DSUB, LOC117897491|XP_034662273.1|DSUB, LOC117900534|XP_034666824.1|DSUB	LOC5579326|XP_021711938.1|AAEG
OG0000229	LOC117897556|XP_034662377.1|DSUB, LOC117897557|XP_034662378.1|DSUB	LOC5577392|XP_021693554.1|AAEG
OG0000229	LOC117897685|XP_034662587.1|DSUB	LOC5571171|XP_021711539.1|AAEG
OG0000230	LOC117890665|XP_034651529.1|DSUB, LOC117890667|XP_034651534.1|DSUB, LOC117890666|XP_034651533.1|DSUB, LOC117889710|XP_034650021.1|DSUB	LOC5566114|XP_021695433.1|AAEG, LOC5566144|XP_021695434.1|AAEG, LOC5566107|XP_001650475.2|AAEG, LOC5566115|XP_001650480.3|AAEG, LOC5564561|XP_021702655.1|AAEG
OG0000232	LOC117896096|XP_034660038.1|DSUB, LOC117890389|XP_034651084.1|DSUB, LOC117890309|XP_034650979.1|DSUB	LOC5571498|XP_001659748.2|AAEG
OG0000233	LOC117898998|XP_034664634.1|DSUB, LOC117897951|XP_034662941.1|DSUB, LOC117897979|XP_034662982.1|DSUB	LOC5569388|XP_021709263.1|AAEG
OG0000235	LOC117897782|XP_034662722.1|DSUB, LOC117899536|XP_034665501.1|DSUB, LOC117899535|XP_034665500.1|DSUB	LOC110673981|XP_021704594.1|AAEG
OG0000236	LOC117894420|XP_034657334.1|DSUB, LOC117901154|XP_034667695.1|DSUB, LOC117901600|XP_034668303.1|DSUB, LOC117898442|XP_034663742.1|DSUB	LOC5575032|XP_001661764.1|AAEG
OG0000237	LOC117890299|XP_034650958.1|DSUB	LOC5564231|XP_021698343.1|AAEG
OG0000237	LOC117898995|XP_034664629.1|DSUB	LOC5570942|XP_001653411.2|AAEG
OG0000238	LOC117901476|XP_034668131.1|DSUB, LOC117901835|XP_034668659.1|DSUB	LOC5565000|XP_001649337.1|AAEG, LOC5564976|XP_021701381.1|AAEG
OG0000239	LOC117897153|XP_034661716.1|DSUB, LOC117899781|XP_034665945.1|DSUB, LOC117896736|XP_034661093.1|DSUB	LOC110673997|XP_021712085.1|AAEG, LOC5574400|XP_021706635.1|AAEG
OG0000240	LOC117898140|XP_034663227.1|DSUB, LOC117898079|XP_034663148.1|DSUB, LOC117896971|XP_034661411.1|DSUB	LOC5569646|XP_001658670.2|AAEG
OG0000241	LOC117895119|XP_034658415.1|DSUB, LOC117893998|XP_034656704.1|DSUB	LOC23687671|XP_011493002.2|AAEG
OG0000246	LOC117891855|XP_034653504.1|DSUB	LOC5571918|XP_021708617.1|AAEG, LOC5577128|XP_001663217.2|AAEG, LOC5571917|XP_021708611.1|AAEG, LOC5571916|XP_021708608.1|AAEG, LOC5571915|XP_021708580.1|AAEG, LOC5571920|XP_021708618.1|AAEG
OG0000247	LOC117893203|XP_034655609.1|DSUB, LOC117894335|XP_034657211.1|DSUB, LOC117894068|XP_034656812.1|DSUB	LOC5576416|XP_001656119.2|AAEG
OG0000248	LOC117895787|XP_034659578.1|DSUB, LOC117895788|XP_034659581.1|DSUB, LOC117891015|XP_034652064.1|DSUB	LOC5566827|XP_001651236.2|AAEG, LOC5566826|XP_021698103.1|AAEG
OG0000249	LOC117902817|XP_034670334.1|DSUB, LOC117902816|XP_034670333.1|DSUB, LOC117902808|XP_034670321.1|DSUB	LOC110680422|XP_021711912.1|AAEG, LOC5568079|XP_001652016.1|AAEG
OG0000250	LOC117899953|XP_034665998.1|DSUB, LOC117901011|XP_034667501.1|DSUB, LOC117899954|XP_034665999.1|DSUB	LOC5571080|XP_021709029.1|AAEG
OG0000251	LOC117889574|XP_034649867.1|DSUB, LOC117891605|XP_034653029.1|DSUB, LOC117895670|XP_034659382.1|DSUB	LOC5577369|XP_001656451.2|AAEG
OG0000255	LOC117892508|XP_034654680.1|DSUB	LOC5565728|XP_021704701.1|AAEG
OG0000256	LOC117892112|XP_034654018.1|DSUB, LOC117889703|XP_034650012.1|DSUB	LOC5569083|XP_021703049.1|AAEG
OG0000257	LOC117891414|XP_034652753.1|DSUB	LOC5575078|XP_001661808.2|AAEG
OG0000260	LOC117892690|XP_034654992.1|DSUB, LOC117898829|XP_034664386.1|DSUB, LOC117892691|XP_034654993.1|DSUB	LOC110680875|XP_021712357.1|AAEG, LOC110680876|XP_021712358.1|AAEG, LOC110674297|XP_021694270.1|AAEG
OG0000261	LOC117901943|XP_034668806.1|DSUB, LOC117901942|XP_034668804.1|DSUB	LOC5565336|XP_001649682.2|AAEG, LOC5578181|XP_001663752.2|AAEG, LOC5578182|XP_001663753.1|AAEG, LOC5579144|XP_011493771.2|AAEG
OG0000262	LOC117890687|XP_034651565.1|DSUB	LOC5573277|XP_001654492.2|AAEG
OG0000263	LOC117891068|XP_034652133.1|DSUB	LOC5577600|XP_001656586.1|AAEG
OG0000264	LOC117895467|XP_034659036.1|DSUB, LOC117895458|XP_034659025.1|DSUB, LOC117897476|XP_034662222.1|DSUB	LOC5571230|XP_021707007.1|AAEG
OG0000267	LOC117897150|XP_034661713.1|DSUB, LOC117897149|XP_034661712.1|DSUB	LOC5571519|XP_001659769.2|AAEG, LOC5567918|XP_001651958.2|AAEG
OG0000268	LOC117897967|XP_034662968.1|DSUB, LOC117897965|XP_034662964.1|DSUB	LOC5579386|XP_021708657.1|AAEG
OG0000269	LOC117897858|XP_034662822.1|DSUB	LOC5579074|XP_021694076.1|AAEG
