Orthogroup	DSUB.longest_only	BCOP.longest_only
OG0000082	LOC117890838|XP_034651812.1|DSUB, LOC117897518|XP_034662325.1|DSUB, LOC117898678|XP_034664152.1|DSUB	LOC119077224|XP_037040299.1|BCOP, LOC119077326|XP_037040404.1|BCOP, LOC119077878|XP_037041127.1|BCOP, LOC119069214|XP_037029085.1|BCOP, LOC119080439|XP_037044697.1|BCOP, LOC119067719|XP_037026731.1|BCOP, LOC119067656|XP_037026651.1|BCOP, LOC119067657|XP_037026652.1|BCOP, LOC119067658|XP_037026653.1|BCOP, LOC119075075|XP_037037362.1|BCOP, LOC119084030|XP_037049750.1|BCOP, LOC119079425|XP_037043226.1|BCOP, LOC119083787|XP_037049484.1|BCOP
OG0000083	LOC117900198|XP_034666350.1|DSUB, LOC117902537|XP_034669857.1|DSUB, LOC117902534|XP_034669852.1|DSUB, LOC117902535|XP_034669856.1|DSUB	LOC119071144|XP_037031768.1|BCOP, LOC119066519|XP_037024932.1|BCOP, LOC119084806|XP_037050772.1|BCOP
OG0000083	LOC117900197|XP_034666347.1|DSUB	LOC119077030|XP_037040043.1|BCOP
OG0000084	LOC117892465|XP_034654607.1|DSUB	LOC119071066|XP_037031596.1|BCOP, LOC119071181|XP_037031846.1|BCOP
OG0000085	LOC117892532|XP_034654727.1|DSUB	LOC119077040|XP_037040059.1|BCOP
OG0000086	LOC117890386|XP_034651078.1|DSUB	LOC119080738|XP_037045178.1|BCOP, LOC119067907|XP_037027094.1|BCOP, LOC119080632|XP_037044934.1|BCOP, LOC119068130|XP_037027486.1|BCOP
OG0000087	LOC117900830|XP_034667229.1|DSUB	LOC119084681|XP_037050656.1|BCOP
OG0000087	LOC117901046|XP_034667544.1|DSUB, LOC117900544|XP_034666835.1|DSUB	LOC119075761|XP_037038197.1|BCOP
OG0000088	LOC117890038|XP_034650547.1|DSUB	LOC119079125|XP_037042849.1|BCOP
OG0000088	LOC117900355|XP_034666594.1|DSUB, LOC117893265|XP_034655723.1|DSUB, LOC117890268|XP_034650918.1|DSUB, LOC117893266|XP_034655724.1|DSUB	LOC119082220|XP_037047569.1|BCOP
OG0000089	LOC117897397|XP_034662107.1|DSUB	LOC119082274|XP_037047643.1|BCOP
OG0000089	LOC117894210|XP_034657016.1|DSUB	LOC119081420|XP_037046225.1|BCOP, LOC119081121|XP_037045760.1|BCOP, LOC119081493|XP_037046395.1|BCOP
OG0000090	LOC117891387|XP_034652719.1|DSUB, LOC117891384|XP_034652714.1|DSUB, LOC117894963|XP_034658187.1|DSUB, LOC117893528|XP_034656062.1|DSUB	LOC119078560|XP_037042023.1|BCOP, LOC119072351|XP_037033434.1|BCOP, LOC119085017|XP_037051089.1|BCOP, LOC119071272|XP_037032032.1|BCOP, LOC119081800|XP_037046914.1|BCOP
OG0000091	LOC117896287|XP_034660384.1|DSUB	LOC119067519|XP_037026434.1|BCOP
OG0000091	LOC117901338|XP_034667939.1|DSUB, LOC117897051|XP_034661532.1|DSUB, LOC117897050|XP_034661529.1|DSUB	LOC119085240|XP_037051459.1|BCOP
OG0000092	LOC117897269|XP_034661886.1|DSUB, LOC117897821|XP_034662765.1|DSUB, LOC117898608|XP_034664049.1|DSUB, LOC117897864|XP_034662828.1|DSUB	LOC119083172|XP_037048727.1|BCOP, LOC119078526|XP_037041987.1|BCOP, LOC119074994|XP_037037291.1|BCOP
OG0000093	LOC117902810|XP_034670324.1|DSUB	LOC119085908|XP_037052349.1|BCOP, LOC119078154|XP_037041523.1|BCOP
OG0000093	LOC117893330|XP_034655811.1|DSUB, LOC117891738|XP_034653223.1|DSUB	LOC119071388|XP_037032160.1|BCOP, LOC119069925|XP_037030042.1|BCOP, LOC119070868|XP_037031275.1|BCOP
OG0000093	LOC117898813|XP_034664362.1|DSUB	LOC119074158|XP_037036056.1|BCOP
OG0000094	LOC117893841|XP_034656498.1|DSUB, LOC117896040|XP_034659940.1|DSUB	LOC119072953|XP_037034173.1|BCOP, LOC119072965|XP_037034181.1|BCOP, LOC119082341|XP_037047786.1|BCOP, LOC119072977|XP_037034192.1|BCOP, LOC119071131|XP_037031708.1|BCOP, LOC119076455|XP_037039116.1|BCOP, LOC119081968|XP_037047175.1|BCOP
OG0000096	LOC117898392|XP_034663640.1|DSUB, LOC117898393|XP_034663641.1|DSUB, LOC117898696|XP_034664202.1|DSUB, LOC117900262|XP_034666462.1|DSUB	LOC119071730|XP_037032649.1|BCOP
OG0000099	LOC117903172|XP_034670908.1|DSUB, LOC117896382|XP_034660577.1|DSUB	LOC119069058|XP_037028826.1|BCOP, LOC119078025|XP_037041330.1|BCOP
OG0000099	LOC117891933|XP_034653664.1|DSUB	LOC119077680|XP_037040831.1|BCOP, LOC119076063|XP_037038600.1|BCOP, LOC119085712|XP_037052057.1|BCOP, LOC119085711|XP_037052055.1|BCOP, LOC119076768|XP_037039615.1|BCOP, LOC119078073|XP_037041423.1|BCOP, LOC119069637|XP_037029638.1|BCOP
OG0000101	LOC117895429|XP_034658961.1|DSUB, LOC117895432|XP_034658973.1|DSUB, LOC117895188|XP_034658556.1|DSUB, LOC117893149|XP_034655501.1|DSUB, LOC117893148|XP_034655500.1|DSUB	LOC119077397|XP_037040498.1|BCOP, LOC119082930|XP_037048481.1|BCOP
OG0000102	LOC117891856|XP_034653505.1|DSUB	LOC119083655|XP_037049326.1|BCOP, LOC119081277|XP_037045928.1|BCOP, LOC119075318|XP_037037633.1|BCOP, LOC119066132|XP_037024317.1|BCOP
OG0000103	LOC117894294|XP_034657145.1|DSUB, LOC117893174|XP_034655541.1|DSUB, LOC117895790|XP_034659583.1|DSUB, LOC117891545|XP_034652951.1|DSUB	LOC119074607|XP_037036759.1|BCOP
OG0000104	LOC117894807|XP_034657931.1|DSUB	LOC119081062|XP_037045672.1|BCOP, LOC119074803|XP_037036982.1|BCOP
OG0000104	LOC117901076|XP_034667579.1|DSUB, LOC117894809|XP_034657935.1|DSUB	LOC119080513|XP_037044818.1|BCOP
OG0000105	LOC117898284|XP_034663430.1|DSUB, LOC117898760|XP_034664276.1|DSUB, LOC117898251|XP_034663389.1|DSUB, LOC117898250|XP_034663388.1|DSUB	LOC119080671|XP_037045000.1|BCOP
OG0000109	LOC117901646|XP_034668372.1|DSUB	LOC119066520|XP_037024933.1|BCOP, LOC119068303|XP_037027739.1|BCOP, LOC119078821|XP_037042421.1|BCOP
OG0000110	LOC117895604|XP_034659243.1|DSUB, LOC117895606|XP_034659245.1|DSUB, LOC117895605|XP_034659244.1|DSUB, LOC117895607|XP_034659246.1|DSUB	LOC119073251|XP_037034515.1|BCOP
OG0000111	LOC117890933|XP_034651959.1|DSUB, LOC117890150|XP_034650731.1|DSUB, LOC117890935|XP_034651960.1|DSUB	LOC119083195|XP_037048752.1|BCOP
OG0000113	LOC117897174|XP_034661763.1|DSUB, LOC117897177|XP_034661767.1|DSUB	LOC119081195|XP_037045806.1|BCOP, LOC119076161|XP_037038741.1|BCOP, LOC119076122|XP_037038686.1|BCOP
OG0000117	LOC117902128|XP_034669147.1|DSUB, LOC117902129|XP_034669148.1|DSUB, LOC117902130|XP_034669149.1|DSUB, LOC117902132|XP_034669152.1|DSUB	LOC119075248|XP_037037542.1|BCOP, LOC119077509|XP_037040636.1|BCOP
OG0000118	LOC117901945|XP_034668808.1|DSUB, LOC117903909|XP_034672306.1|DSUB	LOC119080287|XP_037044455.1|BCOP, LOC119076832|XP_037039727.1|BCOP, LOC119085695|XP_037052038.1|BCOP, LOC119085696|XP_037052040.1|BCOP, LOC119073481|XP_037034921.1|BCOP, LOC119076573|XP_037039263.1|BCOP
OG0000119	LOC117897103|XP_034661639.1|DSUB, LOC117896957|XP_034661393.1|DSUB, LOC117896767|XP_034661133.1|DSUB	LOC119077086|XP_037040141.1|BCOP, LOC119077085|XP_037040140.1|BCOP
OG0000120	LOC117889781|XP_034650140.1|DSUB	LOC119080998|XP_037045563.1|BCOP
OG0000120	LOC117890793|XP_034651759.1|DSUB	LOC119078165|XP_037041538.1|BCOP
OG0000122	LOC117901107|XP_034667631.1|DSUB, LOC117903442|XP_034671364.1|DSUB, LOC117890920|XP_034651941.1|DSUB, LOC117900850|XP_034667261.1|DSUB	LOC119084912|XP_037050963.1|BCOP, LOC119077176|XP_037040252.1|BCOP, LOC119075959|XP_037038431.1|BCOP
OG0000123	LOC117898288|XP_034663435.1|DSUB, LOC117898289|XP_034663436.1|DSUB	LOC119084065|XP_037049800.1|BCOP
OG0000125	LOC117896898|XP_034661322.1|DSUB	LOC119067921|XP_037027119.1|BCOP
OG0000125	LOC117897758|XP_034662692.1|DSUB	LOC119081947|XP_037047122.1|BCOP
OG0000127	LOC117899404|XP_034665281.1|DSUB, LOC117899406|XP_034665283.1|DSUB, LOC117899403|XP_034665280.1|DSUB, LOC117898149|XP_034663239.1|DSUB	LOC119076071|XP_037038610.1|BCOP, LOC119079079|XP_037042783.1|BCOP
OG0000129	LOC117893897|XP_034656603.1|DSUB, LOC117893675|XP_034656254.1|DSUB, LOC117901205|XP_034667750.1|DSUB	LOC119074452|XP_037036480.1|BCOP
OG0000131	LOC117898539|XP_034663904.1|DSUB	LOC119069789|XP_037029826.1|BCOP, LOC119083693|XP_037049377.1|BCOP, LOC119068661|XP_037028233.1|BCOP
OG0000132	LOC117900438|XP_034666699.1|DSUB, LOC117900435|XP_034666695.1|DSUB, LOC117896761|XP_034661126.1|DSUB	LOC119070931|XP_037031370.1|BCOP, LOC119083625|XP_037049255.1|BCOP, LOC119083840|XP_037049540.1|BCOP, LOC119076124|XP_037038688.1|BCOP, LOC119076130|XP_037038697.1|BCOP
OG0000134	LOC117896539|XP_034660813.1|DSUB	LOC119084917|XP_037050964.1|BCOP
OG0000134	LOC117900962|XP_034667428.1|DSUB	LOC119077122|XP_037040188.1|BCOP
OG0000137	LOC117898920|XP_034664521.1|DSUB	LOC119076570|XP_037039260.1|BCOP
OG0000137	LOC117893964|XP_034656656.1|DSUB	LOC119075970|XP_037038454.1|BCOP
OG0000138	LOC117898377|XP_034663610.1|DSUB, LOC117898372|XP_034663601.1|DSUB, LOC117898373|XP_034663604.1|DSUB, LOC117898371|XP_034663600.1|DSUB	LOC119075469|XP_037037812.1|BCOP, LOC119080407|XP_037044633.1|BCOP
OG0000140	LOC117898015|XP_034663034.1|DSUB, LOC117890756|XP_034651707.1|DSUB	LOC119069608|XP_037029594.1|BCOP
OG0000141	LOC117895143|XP_034658460.1|DSUB, LOC117895147|XP_034658471.1|DSUB	LOC119081636|XP_037046587.1|BCOP, LOC119080767|XP_037045226.1|BCOP
OG0000142	LOC117897016|XP_034661478.1|DSUB	LOC119069777|XP_037029851.1|BCOP
OG0000142	LOC117899539|XP_034665507.1|DSUB	LOC119069688|XP_037029708.1|BCOP
OG0000142	LOC117889604|XP_034649912.1|DSUB	LOC119068456|XP_037027931.1|BCOP
OG0000143	LOC117895094|XP_034658382.1|DSUB	LOC119079862|XP_037043834.1|BCOP
OG0000143	LOC117895095|XP_034658383.1|DSUB	LOC119072167|XP_037033223.1|BCOP, LOC119075078|XP_037037365.1|BCOP, LOC119082915|XP_037048466.1|BCOP, LOC119083819|XP_037049510.1|BCOP, LOC119082946|XP_037048492.1|BCOP, LOC119071652|XP_037032507.1|BCOP, LOC119078755|XP_037042355.1|BCOP
OG0000144	LOC117897699|XP_034662611.1|DSUB	LOC119076752|XP_037039594.1|BCOP
OG0000144	LOC117896455|XP_034660679.1|DSUB	LOC119077624|XP_037040733.1|BCOP
OG0000144	LOC117901842|XP_034668675.1|DSUB	LOC119084638|XP_037050601.1|BCOP
OG0000145	LOC117897170|XP_034661747.1|DSUB, LOC117902770|XP_034670254.1|DSUB, LOC117902772|XP_034670256.1|DSUB, LOC117902771|XP_034670255.1|DSUB	LOC119066144|XP_037024335.1|BCOP
OG0000147	LOC117900255|XP_034666445.1|DSUB	LOC119077121|XP_037040187.1|BCOP
OG0000147	LOC117896221|XP_034660245.1|DSUB, LOC117896222|XP_034660247.1|DSUB	LOC119083723|XP_037049415.1|BCOP
OG0000148	LOC117902375|XP_034669584.1|DSUB	LOC119072936|XP_037034156.1|BCOP
OG0000148	LOC117901505|XP_034668166.1|DSUB	LOC119081118|XP_037045757.1|BCOP, LOC119080775|XP_037045238.1|BCOP
OG0000149	LOC117902756|XP_034670237.1|DSUB, LOC117902650|XP_034670071.1|DSUB	LOC119081141|XP_037045781.1|BCOP, LOC119078064|XP_037041400.1|BCOP, LOC119074697|XP_037036878.1|BCOP, LOC119074699|XP_037036882.1|BCOP, LOC119074696|XP_037036877.1|BCOP, LOC119067511|XP_037026418.1|BCOP, LOC119069831|XP_037029894.1|BCOP, LOC119079233|XP_037042919.1|BCOP, LOC119076031|XP_037038586.1|BCOP, LOC119074704|XP_037036887.1|BCOP, LOC119078972|XP_037042619.1|BCOP, LOC119066652|XP_037025122.1|BCOP, LOC119078268|XP_037041662.1|BCOP, LOC119078270|XP_037041663.1|BCOP, LOC119072648|XP_037033800.1|BCOP, LOC119084968|XP_037051016.1|BCOP
OG0000152	LOC117896893|XP_034661316.1|DSUB, LOC117896892|XP_034661315.1|DSUB, LOC117896894|XP_034661318.1|DSUB	LOC119069768|XP_037029799.1|BCOP, LOC119083779|XP_037049473.1|BCOP
OG0000154	LOC117895969|XP_034659819.1|DSUB, LOC117895972|XP_034659823.1|DSUB, LOC117893214|XP_034655639.1|DSUB	LOC119066036|XP_037024149.1|BCOP, LOC119080323|XP_037044538.1|BCOP, LOC119078752|XP_037042348.1|BCOP, LOC119077199|XP_037040275.1|BCOP, LOC119077198|XP_037040273.1|BCOP, LOC119077197|XP_037040272.1|BCOP, LOC119078144|XP_037041514.1|BCOP, LOC119078143|XP_037041513.1|BCOP, LOC119082885|XP_037048439.1|BCOP, LOC119078535|XP_037041997.1|BCOP, LOC119068873|XP_037028607.1|BCOP, LOC119073600|XP_037035068.1|BCOP, LOC119076693|XP_037039497.1|BCOP, LOC119078164|XP_037041534.1|BCOP
OG0000155	LOC117894277|XP_034657124.1|DSUB, LOC117893600|XP_034656166.1|DSUB, LOC117893601|XP_034656167.1|DSUB	LOC119070504|XP_037030760.1|BCOP
OG0000157	LOC117891037|XP_034652096.1|DSUB, LOC117891036|XP_034652094.1|DSUB, LOC117889940|XP_034650366.1|DSUB	LOC119081533|XP_037046430.1|BCOP
OG0000158	LOC117891297|XP_034652594.1|DSUB, LOC117893802|XP_034656437.1|DSUB, LOC117893202|XP_034655608.1|DSUB	LOC119066838|XP_037025433.1|BCOP
OG0000159	LOC117895350|XP_034658822.1|DSUB	LOC119071737|XP_037032662.1|BCOP
OG0000159	LOC117892899|XP_034655089.1|DSUB	LOC119070684|XP_037031027.1|BCOP
OG0000160	LOC117899677|XP_034665757.1|DSUB, LOC117899675|XP_034665754.1|DSUB	LOC119074814|XP_037036998.1|BCOP, LOC119073756|XP_037035310.1|BCOP, LOC119084177|XP_037049932.1|BCOP, LOC119070694|XP_037031041.1|BCOP, LOC119070394|XP_037030608.1|BCOP, LOC119080673|XP_037044998.1|BCOP, LOC119075752|XP_037038189.1|BCOP
OG0000162	LOC117900348|XP_034666584.1|DSUB, LOC117902071|XP_034669047.1|DSUB	LOC119072713|XP_037033879.1|BCOP, LOC119078856|XP_037042461.1|BCOP, LOC119068500|XP_037028039.1|BCOP, LOC119067739|XP_037026798.1|BCOP
OG0000165	LOC117891308|XP_034652606.1|DSUB, LOC117900924|XP_034667381.1|DSUB	LOC119068607|XP_037028159.1|BCOP
OG0000166	LOC117890608|XP_034651437.1|DSUB	LOC119073858|XP_037035618.1|BCOP
OG0000166	LOC117891657|XP_034653102.1|DSUB, LOC117891446|XP_034652817.1|DSUB	LOC119071749|XP_037032679.1|BCOP, LOC119068609|XP_037028163.1|BCOP
OG0000167	LOC117894729|XP_034657814.1|DSUB, LOC117893548|XP_034656090.1|DSUB, LOC117894730|XP_034657815.1|DSUB, LOC117893820|XP_034656462.1|DSUB	LOC119083207|XP_037048770.1|BCOP, LOC119077362|XP_037040434.1|BCOP, LOC119080181|XP_037044302.1|BCOP
OG0000169	LOC117897044|XP_034661518.1|DSUB	LOC119078686|XP_037042236.1|BCOP
OG0000169	LOC117895530|XP_034659127.1|DSUB, LOC117898312|XP_034663487.1|DSUB	LOC119070541|XP_037030812.1|BCOP
OG0000170	LOC117900911|XP_034667363.1|DSUB, LOC117900913|XP_034667365.1|DSUB	LOC119068257|XP_037027690.1|BCOP
OG0000171	LOC117899975|XP_034666025.1|DSUB	LOC119077027|XP_037040036.1|BCOP
OG0000171	LOC117902180|XP_034669242.1|DSUB	LOC119078436|XP_037041851.1|BCOP
OG0000171	LOC117903283|XP_034671094.1|DSUB	LOC119069385|XP_037029335.1|BCOP
OG0000172	LOC117899080|XP_034664740.1|DSUB, LOC117897167|XP_034661728.1|DSUB, LOC117903171|XP_034670907.1|DSUB, LOC117893233|XP_034655681.1|DSUB, LOC117894915|XP_034658102.1|DSUB, LOC117894884|XP_034658056.1|DSUB, LOC117894887|XP_034658060.1|DSUB, LOC117895403|XP_034658923.1|DSUB, LOC117889942|XP_034650369.1|DSUB, LOC117894880|XP_034658039.1|DSUB	LOC119080398|XP_037044615.1|BCOP
OG0000173	LOC117889927|XP_034650344.1|DSUB, LOC117889920|XP_034650337.1|DSUB	LOC119081507|XP_037046410.1|BCOP
OG0000175	LOC117898350|XP_034663574.1|DSUB	LOC119085626|XP_037051954.1|BCOP
OG0000175	LOC117897221|XP_034661827.1|DSUB	LOC119085691|XP_037052033.1|BCOP, LOC119085693|XP_037052034.1|BCOP, LOC119085697|XP_037052041.1|BCOP, LOC119080410|XP_037044644.1|BCOP, LOC119080343|XP_037044539.1|BCOP, LOC119085694|XP_037052035.1|BCOP
OG0000177	LOC117897385|XP_034662088.1|DSUB	LOC119070258|XP_037030426.1|BCOP
OG0000177	LOC117897410|XP_034662127.1|DSUB	LOC119067483|XP_037026379.1|BCOP
OG0000177	LOC117893427|XP_034655935.1|DSUB	LOC119079898|XP_037043882.1|BCOP
OG0000179	LOC117890570|XP_034651393.1|DSUB, LOC117890428|XP_034651139.1|DSUB	LOC119081914|XP_037047044.1|BCOP, LOC119079040|XP_037042722.1|BCOP
OG0000179	LOC117901056|XP_034667559.1|DSUB, LOC117900453|XP_034666716.1|DSUB	LOC119071177|XP_037031839.1|BCOP
OG0000181	LOC117897186|XP_034661776.1|DSUB	LOC119080812|XP_037045279.1|BCOP
OG0000182	LOC117896963|XP_034661399.1|DSUB	LOC119074666|XP_037036843.1|BCOP
OG0000182	LOC117899629|XP_034665675.1|DSUB, LOC117899628|XP_034665674.1|DSUB	LOC119072417|XP_037033532.1|BCOP
OG0000183	LOC117903094|XP_034670793.1|DSUB, LOC117893638|XP_034656216.1|DSUB, LOC117895513|XP_034659103.1|DSUB	LOC119083232|XP_037048788.1|BCOP, LOC119079322|XP_037043012.1|BCOP, LOC119082279|XP_037047650.1|BCOP, LOC119079306|XP_037042991.1|BCOP, LOC119074141|XP_037036033.1|BCOP
OG0000184	LOC117902054|XP_034669016.1|DSUB, LOC117902053|XP_034669015.1|DSUB	LOC119076294|XP_037038852.1|BCOP, LOC119080732|XP_037045167.1|BCOP, LOC119076296|XP_037038854.1|BCOP, LOC119076297|XP_037038856.1|BCOP, LOC119066302|XP_037024577.1|BCOP, LOC119075336|XP_037037661.1|BCOP, LOC119081707|XP_037046712.1|BCOP, LOC119076295|XP_037038853.1|BCOP
OG0000185	LOC117892369|XP_034654470.1|DSUB, LOC117897806|XP_034662746.1|DSUB, LOC117892370|XP_034654471.1|DSUB, LOC117892371|XP_034654472.1|DSUB	LOC119068042|XP_037027302.1|BCOP, LOC119084360|XP_037050204.1|BCOP, LOC119067542|XP_037026494.1|BCOP
OG0000186	LOC117903826|XP_034672167.1|DSUB, LOC117893442|XP_034655952.1|DSUB	LOC119068740|XP_037028338.1|BCOP
OG0000187	LOC117903812|XP_034672140.1|DSUB	LOC119081594|XP_037046524.1|BCOP, LOC119065977|XP_037024079.1|BCOP
OG0000188	LOC117896039|XP_034659939.1|DSUB, LOC117903153|XP_034670880.1|DSUB, LOC117892802|XP_034655080.1|DSUB	LOC119068165|XP_037027542.1|BCOP, LOC119069968|XP_037030100.1|BCOP, LOC119082622|XP_037048079.1|BCOP
OG0000189	LOC117902689|XP_034670122.1|DSUB	LOC119066285|XP_037024548.1|BCOP, LOC119082491|XP_037047904.1|BCOP
OG0000189	LOC117900283|XP_034666524.1|DSUB	LOC119074481|XP_037036522.1|BCOP
OG0000190	LOC117903700|XP_034671934.1|DSUB	LOC119068106|XP_037027437.1|BCOP
OG0000191	LOC117891419|XP_034652776.1|DSUB, LOC117891421|XP_034652782.1|DSUB	LOC119072311|XP_037033390.1|BCOP, LOC119073852|XP_037035601.1|BCOP
OG0000192	LOC117897362|XP_034662037.1|DSUB, LOC117893373|XP_034655858.1|DSUB, LOC117893370|XP_034655854.1|DSUB	LOC119077265|XP_037040308.1|BCOP, LOC119083344|XP_037048933.1|BCOP, LOC119070534|XP_037030807.1|BCOP
OG0000193	LOC117902524|XP_034669842.1|DSUB, LOC117893237|XP_034655685.1|DSUB	LOC119066429|XP_037024804.1|BCOP
OG0000196	LOC117900705|XP_034667050.1|DSUB	LOC119076987|XP_037039987.1|BCOP, LOC119076970|XP_037039959.1|BCOP
OG0000197	LOC117903572|XP_034671683.1|DSUB	LOC119074868|XP_037037087.1|BCOP
OG0000197	LOC117903679|XP_034671912.1|DSUB	LOC119074875|XP_037037107.1|BCOP
OG0000197	LOC117903533|XP_034671607.1|DSUB	LOC119074871|XP_037037089.1|BCOP
OG0000198	LOC117889887|XP_034650287.1|DSUB, LOC117891005|XP_034652053.1|DSUB, LOC117889750|XP_034650087.1|DSUB	LOC119070667|XP_037030999.1|BCOP
OG0000200	LOC117899073|XP_034664733.1|DSUB, LOC117902105|XP_034669101.1|DSUB, LOC117899074|XP_034664734.1|DSUB	LOC119083328|XP_037048913.1|BCOP
OG0000201	LOC117897461|XP_034662199.1|DSUB, LOC117897459|XP_034662196.1|DSUB	LOC119081249|XP_037045880.1|BCOP, LOC119080245|XP_037044388.1|BCOP, LOC119084456|XP_037050333.1|BCOP, LOC119084280|XP_037050099.1|BCOP
OG0000202	LOC117898353|XP_034663577.1|DSUB	LOC119074650|XP_037036823.1|BCOP
OG0000202	LOC117892503|XP_034654670.1|DSUB, LOC117893582|XP_034656146.1|DSUB, LOC117902003|XP_034668926.1|DSUB	LOC119086010|XP_037052481.1|BCOP
OG0000203	LOC117892626|XP_034654869.1|DSUB, LOC117890559|XP_034651381.1|DSUB, LOC117902404|XP_034669634.1|DSUB, LOC117890560|XP_034651383.1|DSUB	LOC119071700|XP_037032582.1|BCOP
OG0000205	LOC117897524|XP_034662333.1|DSUB, LOC117899743|XP_034665878.1|DSUB	LOC119069914|XP_037030030.1|BCOP
OG0000206	LOC117891542|XP_034652943.1|DSUB	LOC119086016|XP_037052485.1|BCOP
OG0000206	LOC117901855|XP_034668698.1|DSUB	LOC119085366|XP_037051641.1|BCOP
OG0000206	LOC117892650|XP_034654900.1|DSUB	LOC119066120|XP_037024298.1|BCOP
OG0000207	LOC117894011|XP_034656727.1|DSUB	LOC119084595|XP_037050539.1|BCOP
OG0000207	LOC117894457|XP_034657448.1|DSUB	LOC119076700|XP_037039507.1|BCOP, LOC119074470|XP_037036507.1|BCOP, LOC119075240|XP_037037530.1|BCOP, LOC119070997|XP_037031486.1|BCOP
OG0000209	LOC117891422|XP_034652783.1|DSUB	LOC119074339|XP_037036325.1|BCOP
OG0000210	LOC117903453|XP_034671383.1|DSUB	LOC119068545|XP_037028059.1|BCOP
OG0000211	LOC117903691|XP_034671920.1|DSUB, LOC117899354|XP_034665216.1|DSUB, LOC117896463|XP_034660687.1|DSUB, LOC117894373|XP_034657267.1|DSUB	LOC119070444|XP_037030690.1|BCOP
OG0000211	LOC117899353|XP_034665213.1|DSUB	LOC119080746|XP_037045191.1|BCOP, LOC119080747|XP_037045192.1|BCOP, LOC119068351|XP_037027810.1|BCOP, LOC119082893|XP_037048450.1|BCOP, LOC119074430|XP_037036452.1|BCOP
OG0000212	LOC117902050|XP_034669007.1|DSUB, LOC117902051|XP_034669009.1|DSUB	LOC119070818|XP_037031198.1|BCOP, LOC119084250|XP_037050047.1|BCOP, LOC119082469|XP_037047883.1|BCOP, LOC119073778|XP_037035344.1|BCOP, LOC119083560|XP_037049174.1|BCOP, LOC119085545|XP_037051859.1|BCOP, LOC119084832|XP_037050811.1|BCOP, LOC119070723|XP_037031071.1|BCOP, LOC119081951|XP_037047139.1|BCOP
OG0000213	LOC117894820|XP_034657957.1|DSUB, LOC117891467|XP_034652841.1|DSUB	LOC119077222|XP_037040297.1|BCOP, LOC119078161|XP_037041531.1|BCOP, LOC119072022|XP_037033035.1|BCOP, LOC119069082|XP_037028899.1|BCOP
OG0000214	LOC117899660|XP_034665738.1|DSUB, LOC117889853|XP_034650243.1|DSUB, LOC117897226|XP_034661836.1|DSUB	LOC119081039|XP_037045634.1|BCOP, LOC119070984|XP_037031466.1|BCOP, LOC119066381|XP_037024707.1|BCOP
OG0000215	LOC117893454|XP_034655963.1|DSUB, LOC117894475|XP_034657467.1|DSUB, LOC117894422|XP_034657356.1|DSUB	LOC119071076|XP_037031613.1|BCOP, LOC119067193|XP_037025919.1|BCOP, LOC119069734|XP_037029760.1|BCOP, LOC119071024|XP_037031517.1|BCOP, LOC119071556|XP_037032375.1|BCOP
OG0000217	LOC117903707|XP_034671944.1|DSUB	LOC119076525|XP_037039206.1|BCOP
OG0000217	LOC117901817|XP_034668626.1|DSUB, LOC117903706|XP_034671943.1|DSUB	LOC119066897|XP_037025481.1|BCOP
OG0000219	LOC117890158|XP_034650742.1|DSUB, LOC117890159|XP_034650743.1|DSUB, LOC117891110|XP_034652196.1|DSUB	LOC119073633|XP_037035119.1|BCOP
OG0000220	LOC117895237|XP_034658637.1|DSUB, LOC117894831|XP_034657969.1|DSUB, LOC117893410|XP_034655912.1|DSUB	LOC119083685|XP_037049364.1|BCOP
OG0000221	LOC117890072|XP_034650606.1|DSUB, LOC117896647|XP_034660985.1|DSUB, LOC117890071|XP_034650602.1|DSUB	LOC119079523|XP_037043384.1|BCOP, LOC119079527|XP_037043404.1|BCOP
OG0000222	LOC117900072|XP_034666167.1|DSUB	LOC119076255|XP_037038817.1|BCOP
OG0000223	LOC117893937|XP_034656616.1|DSUB, LOC117895419|XP_034658944.1|DSUB, LOC117897790|XP_034662730.1|DSUB	LOC119073472|XP_037034873.1|BCOP, LOC119072064|XP_037033094.1|BCOP
OG0000224	LOC117891431|XP_034652793.1|DSUB	LOC119081110|XP_037045746.1|BCOP
OG0000224	LOC117891442|XP_034652809.1|DSUB	LOC119080190|XP_037044324.1|BCOP, LOC119081111|XP_037045750.1|BCOP, LOC119081109|XP_037045745.1|BCOP, LOC119077534|XP_037041024.1|BCOP, LOC119066791|XP_037025349.1|BCOP
OG0000225	LOC117898903|XP_034664476.1|DSUB, LOC117898912|XP_034664492.1|DSUB, LOC117898830|XP_034664388.1|DSUB	LOC119066756|XP_037025327.1|BCOP
OG0000226	LOC117894469|XP_034657462.1|DSUB, LOC117894471|XP_034657463.1|DSUB, LOC117894465|XP_034657457.1|DSUB	LOC119074792|XP_037036969.1|BCOP, LOC119069766|XP_037029798.1|BCOP, LOC119066837|XP_037025395.1|BCOP
OG0000228	LOC117897416|XP_034662134.1|DSUB, LOC117897491|XP_034662273.1|DSUB, LOC117900534|XP_034666824.1|DSUB	LOC119085720|XP_037052063.1|BCOP
OG0000229	LOC117897556|XP_034662377.1|DSUB, LOC117897557|XP_034662378.1|DSUB	LOC119085369|XP_037051647.1|BCOP
OG0000229	LOC117897685|XP_034662587.1|DSUB	LOC119077980|XP_037041257.1|BCOP
