Orthogroup	DNOV.longest_only	AALB.longest_only
OG0000130	LOC115769661|XP_030570434.1|DNOV, LOC115769320|XP_030569913.1|DNOV, LOC115769811|XP_030570640.1|DNOV, LOC115769841|XP_030570675.1|DNOV, LOC115769747|XP_030570548.1|DNOV, LOC115769845|XP_030570681.1|DNOV, LOC115769660|XP_030570433.1|DNOV	LOC118464719|XP_035788184.1|AALB
OG0000132	LOC115760166|XP_030557246.1|DNOV, LOC115759623|XP_030556467.1|DNOV	LOC118458943|XP_035777814.1|AALB, LOC118468465|XP_035795152.1|AALB
OG0000134	LOC115757657|XP_030553830.1|DNOV	LOC118464308|XP_035787537.1|AALB
OG0000134	LOC115767392|XP_030567515.1|DNOV, LOC115759801|XP_030556744.1|DNOV	LOC118458491|XP_035776937.1|AALB
OG0000136	LOC115757764|XP_030554048.1|DNOV	LOC118468175|XP_035794891.1|AALB
OG0000137	LOC115768079|XP_030568404.1|DNOV, LOC115764130|XP_030562861.1|DNOV	LOC118459373|XP_035778562.1|AALB
OG0000137	LOC115771032|XP_030572427.1|DNOV	LOC118466961|XP_035792755.1|AALB, LOC118467197|XP_035793304.1|AALB
OG0000140	LOC115771802|XP_030573533.1|DNOV, LOC115760835|XP_030558234.1|DNOV, LOC115760836|XP_030558236.1|DNOV, LOC115758864|XP_030555518.1|DNOV	LOC118458081|XP_035776133.1|AALB, LOC118458082|XP_035776136.1|AALB, LOC118466021|XP_035790730.1|AALB, LOC118465203|XP_035789081.1|AALB, LOC118465619|XP_035789896.1|AALB, LOC118463502|XP_035785994.1|AALB, LOC118464216|XP_035787280.1|AALB, LOC118463503|XP_035785996.1|AALB
OG0000141	LOC115769898|XP_030570779.1|DNOV, LOC115769899|XP_030570780.1|DNOV, LOC115769900|XP_030570781.1|DNOV	LOC118467705|XP_035794382.1|AALB
OG0000142	LOC115770626|XP_030571829.1|DNOV	LOC118468696|XP_035795705.1|AALB
OG0000142	LOC115760359|XP_030557508.1|DNOV, LOC115760416|XP_030557579.1|DNOV	LOC118462517|XP_035784278.1|AALB
OG0000142	LOC115767833|XP_030568035.1|DNOV	LOC118457471|XP_035774992.1|AALB
OG0000143	LOC115769511|XP_030570205.1|DNOV	LOC118467175|XP_035793250.1|AALB
OG0000143	LOC115769830|XP_030570664.1|DNOV	LOC118459735|XP_035779305.1|AALB, LOC118459734|XP_035779304.1|AALB, LOC118459680|XP_035779199.1|AALB, LOC118459679|XP_035779198.1|AALB
OG0000144	LOC115764707|XP_030563766.1|DNOV	LOC118461471|XP_035782710.1|AALB
OG0000144	LOC115765151|XP_030564416.1|DNOV	LOC118456472|XP_035773156.1|AALB
OG0000144	LOC115759963|XP_030556972.1|DNOV	LOC118457512|XP_035775046.1|AALB, LOC118457837|XP_035775606.1|AALB
OG0000145	LOC115765270|XP_030564620.1|DNOV, LOC115760146|XP_030557215.1|DNOV, LOC115760147|XP_030557216.1|DNOV, LOC115760148|XP_030557217.1|DNOV	LOC118468579|XP_035795404.1|AALB, LOC118468580|XP_035795405.1|AALB
OG0000147	LOC115765501|XP_030564973.1|DNOV	LOC118459781|XP_035779391.1|AALB
OG0000147	LOC115763989|XP_030562661.1|DNOV, LOC115763990|XP_030562666.1|DNOV	LOC118458812|XP_035777575.1|AALB, LOC118461758|XP_035783386.1|AALB
OG0000148	LOC115759976|XP_030556989.1|DNOV	LOC118467812|XP_035794580.1|AALB
OG0000148	LOC115763251|XP_030561588.1|DNOV	LOC118456165|XP_035772584.1|AALB, LOC118456386|XP_035772969.1|AALB
OG0000149	LOC115758472|XP_030555008.1|DNOV, LOC115768180|XP_030568547.1|DNOV	LOC118458020|XP_035776018.1|AALB
OG0000152	LOC115764961|XP_030564145.1|DNOV, LOC115764965|XP_030564150.1|DNOV, LOC115765069|XP_030564304.1|DNOV	LOC118457944|XP_035775851.1|AALB
OG0000153	LOC115764667|XP_030563715.1|DNOV, LOC115764744|XP_030563820.1|DNOV, LOC115764661|XP_030563707.1|DNOV	LOC118469045|XP_035796404.1|AALB, LOC118469043|XP_035796402.1|AALB, LOC118469044|XP_035796403.1|AALB
OG0000154	LOC115768636|XP_030569165.1|DNOV, LOC115770295|XP_030571391.1|DNOV	LOC118460594|XP_035780914.1|AALB, LOC118460586|XP_035780900.1|AALB, LOC118456679|XP_035773546.1|AALB, LOC118460599|XP_035780920.1|AALB
OG0000157	LOC115760246|XP_030557364.1|DNOV, LOC115761803|XP_030559609.1|DNOV, LOC115758115|XP_030554513.1|DNOV	LOC118464455|XP_035787735.1|AALB, LOC118464454|XP_035787734.1|AALB
OG0000158	LOC115766606|XP_030566453.1|DNOV, LOC115770345|XP_030571443.1|DNOV, LOC115770346|XP_030571444.1|DNOV	LOC118460884|XP_035781520.1|AALB, LOC118460883|XP_035781519.1|AALB, LOC118460486|XP_035780727.1|AALB, LOC118460485|XP_035780726.1|AALB
OG0000159	LOC115771513|XP_030573108.1|DNOV	LOC118467617|XP_035794214.1|AALB, LOC118466025|XP_035790738.1|AALB, LOC118466026|XP_035790739.1|AALB
OG0000159	LOC115769762|XP_030570577.1|DNOV, LOC115770281|XP_030571370.1|DNOV	LOC118467615|XP_035794210.1|AALB
OG0000160	LOC115771865|XP_030573605.1|DNOV, LOC115772049|XP_030573849.1|DNOV	LOC118468803|XP_035795905.1|AALB, LOC118463490|XP_035785973.1|AALB, LOC118459593|XP_035779014.1|AALB, LOC118458011|XP_035776002.1|AALB
OG0000162	LOC115763281|XP_030561619.1|DNOV, LOC115763200|XP_030561523.1|DNOV, LOC115763201|XP_030561525.1|DNOV, LOC115765477|XP_030564918.1|DNOV	LOC118459995|XP_035779789.1|AALB, LOC118459994|XP_035779785.1|AALB
OG0000163	LOC115758981|XP_030555644.1|DNOV, LOC115764662|XP_030563708.1|DNOV	LOC118465174|XP_035789029.1|AALB, LOC118466751|XP_035792341.1|AALB, LOC118464335|XP_035787546.1|AALB, LOC118464334|XP_035787545.1|AALB
OG0000164	LOC115766229|XP_030565951.1|DNOV, LOC115771572|XP_030573186.1|DNOV, LOC115769302|XP_030569894.1|DNOV, LOC115763122|XP_030561428.1|DNOV	LOC118466740|XP_035792318.1|AALB
OG0000165	LOC115767822|XP_030568021.1|DNOV, LOC115763724|XP_030562278.1|DNOV	LOC118466108|XP_035790926.1|AALB
OG0000166	LOC115760996|XP_030558467.1|DNOV	LOC118467357|XP_035793649.1|AALB
OG0000166	LOC115758455|XP_030554986.1|DNOV, LOC115763053|XP_030561342.1|DNOV	LOC118464605|XP_035787942.1|AALB, LOC118459588|XP_035779009.1|AALB, LOC118463382|XP_035785811.1|AALB, LOC118465186|XP_035789048.1|AALB
OG0000169	LOC115764089|XP_030562802.1|DNOV	LOC118462696|XP_035784516.1|AALB, LOC118462698|XP_035784519.1|AALB
OG0000171	LOC115769196|XP_030569760.1|DNOV	LOC118461368|XP_035782508.1|AALB
OG0000171	LOC115759362|XP_030556143.1|DNOV	LOC118460225|XP_035780245.1|AALB
OG0000171	LOC115766344|XP_030566098.1|DNOV	LOC118458772|XP_035777465.1|AALB
OG0000172	LOC115762740|XP_030560936.1|DNOV, LOC115762637|XP_030560800.1|DNOV, LOC115762990|XP_030561235.1|DNOV, LOC115765997|XP_030565624.1|DNOV, LOC115762752|XP_030560950.1|DNOV, LOC115762683|XP_030560863.1|DNOV	LOC118466457|XP_035791698.1|AALB
OG0000173	LOC115771883|XP_030573665.1|DNOV, LOC115772024|XP_030573855.1|DNOV, LOC115771789|XP_030573556.1|DNOV, LOC115758462|XP_030554998.1|DNOV	LOC118457021|XP_035774148.1|AALB, LOC118457019|XP_035774144.1|AALB
OG0000174	LOC115762367|XP_030560402.1|DNOV, LOC115763275|XP_030561614.1|DNOV, LOC115762182|XP_030560167.1|DNOV	LOC118468685|XP_035795692.1|AALB, LOC118458601|XP_035777171.1|AALB
OG0000175	LOC115770630|XP_030571836.1|DNOV	LOC118460779|XP_035781277.1|AALB
OG0000175	LOC115765636|XP_030565149.1|DNOV, LOC115765633|XP_030565145.1|DNOV, LOC115765599|XP_030565112.1|DNOV	LOC118460374|XP_035780520.1|AALB, LOC118460373|XP_035780519.1|AALB, LOC118460382|XP_035780534.1|AALB
OG0000177	LOC115765143|XP_030564406.1|DNOV	LOC118460956|XP_035781628.1|AALB
OG0000177	LOC115771616|XP_030573253.1|DNOV	LOC118460236|XP_035780283.1|AALB
OG0000179	LOC115758200|XP_030554608.1|DNOV, LOC115758073|XP_030554447.1|DNOV	LOC118467687|XP_035794354.1|AALB
OG0000179	LOC115758572|XP_030555144.1|DNOV	LOC118464344|XP_035787555.1|AALB
OG0000181	LOC115764814|XP_030563921.1|DNOV	LOC118464110|XP_035787091.1|AALB, LOC118460679|XP_035781067.1|AALB
OG0000182	LOC115763761|XP_030562335.1|DNOV, LOC115763722|XP_030562276.1|DNOV	LOC118460396|XP_035780566.1|AALB
OG0000182	LOC115763760|XP_030562334.1|DNOV, LOC115763721|XP_030562275.1|DNOV, LOC115763888|XP_030562525.1|DNOV	LOC118460395|XP_035780565.1|AALB
OG0000183	LOC115767097|XP_030567105.1|DNOV, LOC115762807|XP_030561023.1|DNOV, LOC115766461|XP_030566255.1|DNOV, LOC115770443|XP_030571578.1|DNOV	LOC118466280|XP_035791250.1|AALB
OG0000184	LOC115765555|XP_030565053.1|DNOV, LOC115765562|XP_030565066.1|DNOV	LOC118461577|XP_035782961.1|AALB, LOC118461579|XP_035782963.1|AALB, LOC118461580|XP_035782964.1|AALB, LOC118461576|XP_035782960.1|AALB, LOC118461578|XP_035782962.1|AALB, LOC118463680|XP_035786338.1|AALB, LOC118465594|XP_035789853.1|AALB
OG0000185	LOC115763118|XP_030561421.1|DNOV, LOC115762248|XP_030560261.1|DNOV, LOC115763829|XP_030562441.1|DNOV, LOC115762247|XP_030560258.1|DNOV	LOC118463262|XP_035785626.1|AALB
OG0000186	LOC115771352|XP_030572885.1|DNOV, LOC115771350|XP_030572883.1|DNOV	LOC118464881|XP_035788517.1|AALB
OG0000188	LOC115765011|XP_030564221.1|DNOV, LOC115766334|XP_030566087.1|DNOV, LOC115766341|XP_030566095.1|DNOV	LOC118467332|XP_035793620.1|AALB, LOC118456213|XP_035772682.1|AALB, LOC118466053|XP_035790785.1|AALB
OG0000189	LOC115763061|XP_030561347.1|DNOV	LOC118468673|XP_035795650.1|AALB, LOC118456425|XP_035773076.1|AALB
OG0000189	LOC115768341|XP_030568764.1|DNOV	LOC118456554|XP_035773316.1|AALB
OG0000190	LOC115767359|XP_030567476.1|DNOV	LOC118468983|XP_035796273.1|AALB
OG0000191	LOC115762518|XP_030560630.1|DNOV, LOC115770788|XP_030572068.1|DNOV	LOC118465744|XP_035790100.1|AALB, LOC118464519|XP_035787848.1|AALB, LOC118464516|XP_035787846.1|AALB, LOC118465387|XP_035789476.1|AALB, LOC118466709|XP_035792257.1|AALB
OG0000191	LOC115760541|XP_030557786.1|DNOV	LOC118458838|XP_035777632.1|AALB
OG0000192	LOC115766027|XP_030565658.1|DNOV, LOC115766144|XP_030565839.1|DNOV, LOC115769442|XP_030570113.1|DNOV, LOC115769443|XP_030570114.1|DNOV	LOC118456678|XP_035773544.1|AALB, LOC118457586|XP_035775167.1|AALB, LOC118468714|XP_035795736.1|AALB
OG0000193	LOC115758500|XP_030555045.1|DNOV, LOC115771464|XP_030573043.1|DNOV	LOC118465386|XP_035789474.1|AALB, LOC118465820|XP_035790299.1|AALB
OG0000196	LOC115765550|XP_030565042.1|DNOV, LOC115765528|XP_030565005.1|DNOV	LOC118457422|XP_035774896.1|AALB
OG0000196	LOC115765549|XP_030565039.1|DNOV	LOC118458110|XP_035776177.1|AALB, LOC118459601|XP_035779042.1|AALB, LOC118458109|XP_035776176.1|AALB
OG0000197	LOC115766890|XP_030566823.1|DNOV	LOC118457771|XP_035775491.1|AALB
OG0000197	LOC115766896|XP_030566833.1|DNOV	LOC118457770|XP_035775490.1|AALB
OG0000197	LOC115766812|XP_030566707.1|DNOV	LOC118457772|XP_035775494.1|AALB
OG0000200	LOC115763818|XP_030562428.1|DNOV, LOC115764172|XP_030562919.1|DNOV	LOC118466489|XP_035791784.1|AALB
OG0000201	LOC115768645|XP_030569177.1|DNOV, LOC115768631|XP_030569154.1|DNOV	LOC118467190|XP_035793290.1|AALB, LOC118467191|XP_035793293.1|AALB, LOC118458963|XP_035777838.1|AALB
OG0000202	LOC115764630|XP_030563656.1|DNOV	LOC118457260|XP_035774542.1|AALB
OG0000203	LOC115760547|XP_030557801.1|DNOV, LOC115762507|XP_030560611.1|DNOV, LOC115758278|XP_030554704.1|DNOV, LOC115760553|XP_030557815.1|DNOV, LOC115763779|XP_030562363.1|DNOV	LOC118456278|XP_035772784.1|AALB
OG0000205	LOC115771878|XP_030573623.1|DNOV, LOC115764149|XP_030562885.1|DNOV	LOC118461377|XP_035782521.1|AALB, LOC118459473|XP_035778778.1|AALB, LOC118459474|XP_035778779.1|AALB, LOC118459476|XP_035778781.1|AALB, LOC118461694|XP_035783206.1|AALB, LOC118459475|XP_035778780.1|AALB
OG0000206	LOC115764558|XP_030563539.1|DNOV	LOC118465519|XP_035789735.1|AALB
OG0000206	LOC115764557|XP_030563538.1|DNOV	LOC118465019|XP_035788769.1|AALB
OG0000207	LOC115770396|XP_030571507.1|DNOV	LOC118465577|XP_035789838.1|AALB, LOC118466975|XP_035792780.1|AALB
OG0000210	LOC115766612|XP_030566462.1|DNOV, LOC115767384|XP_030567504.1|DNOV	LOC118463100|XP_035785291.1|AALB
OG0000211	LOC115761588|XP_030559242.1|DNOV	LOC118468773|XP_035795848.1|AALB
OG0000212	LOC115766005|XP_030565634.1|DNOV, LOC115765561|XP_030565059.1|DNOV	LOC118460757|XP_035781247.1|AALB, LOC118460754|XP_035781234.1|AALB
OG0000213	LOC115769189|XP_030569756.1|DNOV, LOC115762095|XP_030560059.1|DNOV	LOC118459369|XP_035778561.1|AALB, LOC118460488|XP_035780732.1|AALB, LOC118460489|XP_035780735.1|AALB, LOC118459207|XP_035778275.1|AALB, LOC118458019|XP_035776017.1|AALB
OG0000214	LOC115767835|XP_030568037.1|DNOV, LOC115762255|XP_030560270.1|DNOV, LOC115770556|XP_030571727.1|DNOV, LOC115770555|XP_030571726.1|DNOV	LOC118467672|XP_035794321.1|AALB
OG0000215	LOC115770381|XP_030571493.1|DNOV, LOC115770372|XP_030571482.1|DNOV, LOC115769657|XP_030570432.1|DNOV	LOC118468779|XP_035795863.1|AALB, LOC118462730|XP_035784568.1|AALB, LOC118462732|XP_035784573.1|AALB
OG0000216	LOC115769611|XP_030570368.1|DNOV, LOC115766998|XP_030566980.1|DNOV, LOC115766800|XP_030566685.1|DNOV, LOC115768322|XP_030568734.1|DNOV, LOC115768323|XP_030568735.1|DNOV	LOC118457270|XP_035774557.1|AALB
OG0000217	LOC115764267|XP_030563050.1|DNOV	LOC118458201|XP_035776338.1|AALB
OG0000217	LOC115767722|XP_030567890.1|DNOV, LOC115764266|XP_030563048.1|DNOV	LOC118467404|XP_035793771.1|AALB
OG0000218	LOC115758410|XP_030554918.1|DNOV, LOC115758798|XP_030555432.1|DNOV, LOC115758408|XP_030554915.1|DNOV, LOC115758409|XP_030554916.1|DNOV, LOC115758407|XP_030554914.1|DNOV	LOC118461977|XP_035783797.1|AALB
OG0000219	LOC115762121|XP_030560086.1|DNOV, LOC115762203|XP_030560186.1|DNOV, LOC115762120|XP_030560085.1|DNOV	LOC118464108|XP_035787088.1|AALB
OG0000220	LOC115770317|XP_030571413.1|DNOV, LOC115770253|XP_030571327.1|DNOV, LOC115770333|XP_030571431.1|DNOV	LOC118465628|XP_035789923.1|AALB, LOC118465644|XP_035789946.1|AALB
OG0000221	LOC115771690|XP_030573370.1|DNOV, LOC115764659|XP_030563705.1|DNOV, LOC115771672|XP_030573350.1|DNOV	LOC118467167|XP_035793221.1|AALB, LOC118467169|XP_035793228.1|AALB
OG0000222	LOC115763260|XP_030561598.1|DNOV	LOC118460977|XP_035781684.1|AALB, LOC118462726|XP_035784563.1|AALB
OG0000224	LOC115762094|XP_030560055.1|DNOV	LOC118468430|XP_035795085.1|AALB, LOC118467500|XP_035793947.1|AALB, LOC118458051|XP_035776068.1|AALB, LOC118458050|XP_035776067.1|AALB
OG0000225	LOC115770866|XP_030572163.1|DNOV, LOC115770867|XP_030572164.1|DNOV, LOC115770869|XP_030572165.1|DNOV	LOC118459285|XP_035778422.1|AALB, LOC118457267|XP_035774552.1|AALB
OG0000226	LOC115769786|XP_030570614.1|DNOV, LOC115769759|XP_030570574.1|DNOV	LOC118466994|XP_035792810.1|AALB
OG0000228	LOC115760396|XP_030557558.1|DNOV, LOC115763668|XP_030562199.1|DNOV, LOC115763230|XP_030561565.1|DNOV	LOC118460769|XP_035781258.1|AALB
OG0000229	LOC115764843|XP_030563951.1|DNOV, LOC115767635|XP_030567784.1|DNOV, LOC115768126|XP_030568480.1|DNOV	LOC118457114|XP_035774307.1|AALB
OG0000229	LOC115763791|XP_030562380.1|DNOV	LOC118463085|XP_035785251.1|AALB
OG0000230	LOC115760667|XP_030557994.1|DNOV, LOC115760666|XP_030557993.1|DNOV	LOC118467971|XP_035794850.1|AALB, LOC118467972|XP_035794851.1|AALB, LOC118464609|XP_035787947.1|AALB, LOC118467969|XP_035794844.1|AALB, LOC118467970|XP_035794845.1|AALB
OG0000232	LOC115770685|XP_030571931.1|DNOV, LOC115764124|XP_030562856.1|DNOV, LOC115764118|XP_030562845.1|DNOV	LOC118467581|XP_035794123.1|AALB
OG0000233	LOC115760824|XP_030558208.1|DNOV, LOC115760586|XP_030557872.1|DNOV, LOC115771661|XP_030573332.1|DNOV, LOC115771660|XP_030573330.1|DNOV	LOC118460317|XP_035780420.1|AALB
OG0000235	LOC115771605|XP_030573227.1|DNOV, LOC115771667|XP_030573342.1|DNOV, LOC115771850|XP_030573592.1|DNOV	LOC118459904|XP_035779626.1|AALB
OG0000236	LOC115765920|XP_030565524.1|DNOV, LOC115758742|XP_030555358.1|DNOV, LOC115768207|XP_030568580.1|DNOV	LOC118461174|XP_035782077.1|AALB
OG0000237	LOC115772106|XP_030573936.1|DNOV	LOC118467602|XP_035794187.1|AALB
OG0000237	LOC115767597|XP_030567749.1|DNOV	LOC118465408|XP_035789523.1|AALB
OG0000238	LOC115758580|XP_030555156.1|DNOV, LOC115758581|XP_030555159.1|DNOV	LOC118456455|XP_035773124.1|AALB
OG0000239	LOC115766203|XP_030565913.1|DNOV, LOC115766204|XP_030565914.1|DNOV	LOC118461994|XP_035783823.1|AALB
OG0000240	LOC115763880|XP_030562516.1|DNOV, LOC115763842|XP_030562465.1|DNOV, LOC115763789|XP_030562378.1|DNOV	LOC118463527|XP_035786029.1|AALB
OG0000241	LOC115768092|XP_030568436.1|DNOV	LOC118467489|XP_035793934.1|AALB
OG0000246	LOC115766563|XP_030566402.1|DNOV, LOC115757874|XP_030554172.1|DNOV	LOC118462724|XP_035784561.1|AALB
OG0000247	LOC115763844|XP_030562473.1|DNOV, LOC115763843|XP_030562471.1|DNOV, LOC115763845|XP_030562474.1|DNOV, LOC115763846|XP_030562475.1|DNOV	LOC118466761|XP_035792368.1|AALB, LOC118464583|XP_035787919.1|AALB
OG0000248	LOC115770791|XP_030572076.1|DNOV, LOC115771228|XP_030572689.1|DNOV, LOC115758267|XP_030554688.1|DNOV	LOC118465359|XP_035789424.1|AALB, LOC118465284|XP_035789221.1|AALB
OG0000249	LOC115758326|XP_030554755.1|DNOV, LOC115758325|XP_030554754.1|DNOV, LOC115758522|XP_030555075.1|DNOV	LOC118468915|XP_035796116.1|AALB
OG0000250	LOC115758358|XP_030554799.1|DNOV, LOC115758860|XP_030555508.1|DNOV, LOC115758813|XP_030555450.1|DNOV	LOC118460851|XP_035781447.1|AALB
OG0000251	LOC115769125|XP_030569690.1|DNOV, LOC115766390|XP_030566162.1|DNOV, LOC115758102|XP_030554486.1|DNOV, LOC115771270|XP_030572745.1|DNOV	LOC118459610|XP_035779060.1|AALB
OG0000255	LOC115758069|XP_030554442.1|DNOV, LOC115758002|XP_030554358.1|DNOV	LOC118463358|XP_035785766.1|AALB
OG0000256	LOC115761342|XP_030558944.1|DNOV, LOC115759637|XP_030556489.1|DNOV, LOC115760658|XP_030557988.1|DNOV, LOC115763754|XP_030562330.1|DNOV, LOC115759032|XP_030555713.1|DNOV	LOC118461961|XP_035783759.1|AALB
OG0000257	LOC115758253|XP_030554669.1|DNOV	LOC118467824|XP_035794606.1|AALB
OG0000261	LOC115768952|XP_030569538.1|DNOV	LOC118462814|XP_035784725.1|AALB, LOC118462813|XP_035784723.1|AALB
OG0000262	LOC115760522|XP_030557755.1|DNOV	LOC118465598|XP_035789861.1|AALB
OG0000263	LOC115760684|XP_030558011.1|DNOV	LOC118457627|XP_035775237.1|AALB
OG0000264	LOC115765334|XP_030564698.1|DNOV, LOC115765409|XP_030564813.1|DNOV, LOC115765005|XP_030564212.1|DNOV	LOC118456946|XP_035774010.1|AALB
OG0000267	LOC115759634|XP_030556483.1|DNOV, LOC115759633|XP_030556482.1|DNOV	LOC118456340|XP_035772890.1|AALB, LOC118460691|XP_035781097.1|AALB
OG0000268	LOC115763997|XP_030562676.1|DNOV	LOC118458803|XP_035777561.1|AALB, LOC118458480|XP_035776915.1|AALB
OG0000268	LOC115764019|XP_030562708.1|DNOV	LOC118456155|XP_035772568.1|AALB
OG0000269	LOC115771698|XP_030573375.1|DNOV, LOC115771697|XP_030573374.1|DNOV	LOC118460732|XP_035781182.1|AALB
OG0000269	LOC115770872|XP_030572169.1|DNOV	LOC118463979|XP_035786884.1|AALB
OG0000270	LOC115760807|XP_030558181.1|DNOV	LOC118466320|XP_035791327.1|AALB, LOC118460520|XP_035780788.1|AALB, LOC118466323|XP_035791330.1|AALB, LOC118466321|XP_035791328.1|AALB, LOC118466319|XP_035791326.1|AALB, LOC118466324|XP_035791331.1|AALB
OG0000271	LOC115758899|XP_030555556.1|DNOV, LOC115765551|XP_030565045.1|DNOV, LOC115762481|XP_030560578.1|DNOV	LOC118457742|XP_035775447.1|AALB
OG0000272	LOC115770298|XP_030571394.1|DNOV	LOC118459704|XP_035779240.1|AALB
OG0000272	LOC115766733|XP_030566554.1|DNOV	LOC118458822|XP_035777589.1|AALB
OG0000273	LOC115770941|XP_030572261.1|DNOV, LOC115759279|XP_030556041.1|DNOV, LOC115763863|XP_030562498.1|DNOV	LOC118459186|XP_035778237.1|AALB
OG0000279	LOC115771201|XP_030572658.1|DNOV, LOC115771199|XP_030572657.1|DNOV	LOC118457535|XP_035775080.1|AALB
OG0000280	LOC115769339|XP_030569960.1|DNOV, LOC115769338|XP_030569958.1|DNOV, LOC115769337|XP_030569957.1|DNOV	LOC118465406|XP_035789520.1|AALB
OG0000281	LOC115769639|XP_030570411.1|DNOV, LOC115768773|XP_030569323.1|DNOV, LOC115767096|XP_030567104.1|DNOV	LOC118463033|XP_035785169.1|AALB
OG0000283	LOC115758273|XP_030554696.1|DNOV	LOC118456993|XP_035774101.1|AALB
OG0000283	LOC115771892|XP_030573636.1|DNOV	LOC118460078|XP_035779989.1|AALB, LOC118465620|XP_035789901.1|AALB
OG0000284	LOC115769254|XP_030569825.1|DNOV	LOC118456325|XP_035772869.1|AALB
OG0000285	LOC115760631|XP_030557942.1|DNOV	LOC118461890|XP_035783636.1|AALB, LOC118461891|XP_035783637.1|AALB, LOC118461889|XP_035783635.1|AALB
OG0000292	LOC115757856|XP_030554152.1|DNOV, LOC115768581|XP_030569126.1|DNOV, LOC115768426|XP_030568886.1|DNOV, LOC115768517|XP_030568999.1|DNOV	LOC118458193|XP_035776331.1|AALB
OG0000292	LOC115770574|XP_030571757.1|DNOV	LOC118466086|XP_035790881.1|AALB
OG0000293	LOC115771826|XP_030573565.1|DNOV, LOC115771827|XP_030573567.1|DNOV, LOC115759755|XP_030556657.1|DNOV	LOC118458384|XP_035776683.1|AALB, LOC118458383|XP_035776682.1|AALB
OG0000294	LOC115769275|XP_030569858.1|DNOV	LOC118456814|XP_035773797.1|AALB, LOC118468979|XP_035796254.1|AALB
OG0000294	LOC115765434|XP_030564840.1|DNOV	LOC118461686|XP_035783177.1|AALB
OG0000295	LOC115763523|XP_030561990.1|DNOV, LOC115764799|XP_030563906.1|DNOV, LOC115763336|XP_030561744.1|DNOV	LOC118456232|XP_035772707.1|AALB
OG0000296	LOC115758886|XP_030555541.1|DNOV, LOC115768096|XP_030568444.1|DNOV, LOC115764439|XP_030563307.1|DNOV	LOC118459752|XP_035779338.1|AALB
OG0000299	LOC115761762|XP_030559529.1|DNOV, LOC115761468|XP_030559094.1|DNOV	LOC118456482|XP_035773190.1|AALB
OG0000301	LOC115770453|XP_030571591.1|DNOV	LOC118468533|XP_035795304.1|AALB
OG0000301	LOC115766007|XP_030565636.1|DNOV	LOC118457078|XP_035774254.1|AALB
OG0000302	LOC115769819|XP_030570648.1|DNOV, LOC115769626|XP_030570394.1|DNOV	LOC118459400|XP_035778602.1|AALB, LOC118459398|XP_035778601.1|AALB, LOC118459397|XP_035778600.1|AALB
OG0000303	LOC115769717|XP_030570509.1|DNOV, LOC115759046|XP_030555729.1|DNOV	LOC118456975|XP_035774065.1|AALB
OG0000304	LOC115760104|XP_030557156.1|DNOV, LOC115757775|XP_030554059.1|DNOV, LOC115771805|XP_030573540.1|DNOV	LOC118460759|XP_035781250.1|AALB
OG0000305	LOC115768605|XP_030569122.1|DNOV	LOC118467939|XP_035794801.1|AALB, LOC118464387|XP_035787625.1|AALB, LOC118464933|XP_035788598.1|AALB
OG0000306	LOC115766583|XP_030566429.1|DNOV, LOC115758861|XP_030555510.1|DNOV, LOC115768471|XP_030568904.1|DNOV	LOC118458846|XP_035777654.1|AALB
OG0000307	LOC115765647|XP_030565165.1|DNOV	LOC118467188|XP_035793291.1|AALB
OG0000307	LOC115761546|XP_030559188.1|DNOV	LOC118457716|XP_035775399.1|AALB
OG0000310	LOC115767248|XP_030567314.1|DNOV, LOC115760619|XP_030557931.1|DNOV, LOC115771433|XP_030572998.1|DNOV	LOC118461205|XP_035782150.1|AALB
OG0000311	LOC115757691|XP_030553890.1|DNOV, LOC115763250|XP_030561586.1|DNOV, LOC115764369|XP_030563190.1|DNOV	LOC118457548|XP_035775107.1|AALB
OG0000312	LOC115762991|XP_030561237.1|DNOV	LOC118457910|XP_035775797.1|AALB
OG0000312	LOC115760077|XP_030557114.1|DNOV	LOC118456233|XP_035772708.1|AALB, LOC118456142|XP_035772539.1|AALB
OG0000313	LOC115760067|XP_030557107.1|DNOV, LOC115769313|XP_030569904.1|DNOV	LOC118460982|XP_035781692.1|AALB, LOC118460983|XP_035781697.1|AALB, LOC118460981|XP_035781691.1|AALB
OG0000315	LOC115758815|XP_030555452.1|DNOV	LOC118463867|XP_035786677.1|AALB
OG0000320	LOC115764975|XP_030564160.1|DNOV	LOC118456587|XP_035773377.1|AALB
OG0000321	LOC115759685|XP_030556536.1|DNOV, LOC115759686|XP_030556539.1|DNOV	LOC118459417|XP_035778651.1|AALB, LOC118459416|XP_035778650.1|AALB
OG0000322	LOC115766103|XP_030565783.1|DNOV, LOC115768525|XP_030568976.1|DNOV	LOC118456404|XP_035773000.1|AALB
