Orthogroup	DNOV.longest_only	DSEC.longest_only
OG0000063	LOC115770341|XP_030571439.1|DNOV	LOC116800923|XP_032573468.1|DSEC
OG0000063	LOC115770262|XP_030571339.1|DNOV	LOC6605135|XP_002029976.1|DSEC
OG0000063	LOC115770409|XP_030571530.1|DNOV, LOC115770342|XP_030571440.1|DNOV	LOC6605136|XP_002029977.1|DSEC, LOC6605137|XP_032573466.1|DSEC
OG0000065	LOC115771835|XP_030573576.1|DNOV	LOC6620871|XP_032577187.1|DSEC
OG0000065	LOC115759592|XP_030556422.1|DNOV, LOC115759591|XP_030556420.1|DNOV, LOC115759590|XP_030556419.1|DNOV, LOC115759594|XP_030556423.1|DNOV, LOC115772094|XP_030573915.1|DNOV, LOC115763851|XP_030562484.1|DNOV, LOC115767459|XP_030567624.1|DNOV, LOC115767413|XP_030567549.1|DNOV	LOC6611715|XP_032583141.1|DSEC, LOC116801475|XP_032577197.1|DSEC, LOC6606677|XP_032577192.1|DSEC, LOC6616851|XP_002041187.2|DSEC, LOC6616853|XP_002041189.1|DSEC, LOC6616852|XP_002041188.1|DSEC
OG0000066	LOC115769505|XP_030570196.1|DNOV, LOC115767618|XP_030567778.1|DNOV	LOC6614127|XP_002038580.2|DSEC, LOC6618754|XP_002043012.2|DSEC
OG0000066	LOC115759113|XP_030555815.1|DNOV	LOC6619319|XP_002043536.1|DSEC
OG0000066	LOC115766084|XP_030565752.1|DNOV	LOC6606217|XP_002031025.1|DSEC
OG0000066	LOC115765364|XP_030564745.1|DNOV	LOC6617577|XP_002041890.1|DSEC
OG0000066	LOC115768347|XP_030568771.1|DNOV	LOC6615669|XP_002040040.1|DSEC
OG0000067	LOC115761742|XP_030559494.1|DNOV	LOC6620079|XP_002044291.1|DSEC
OG0000067	LOC115769783|XP_030570610.1|DNOV	LOC6610892|XP_002035455.1|DSEC
OG0000067	LOC115762160|XP_030560137.1|DNOV	LOC6608367|XP_002033103.1|DSEC
OG0000067	LOC115769836|XP_030570670.1|DNOV	LOC6610891|XP_002035454.1|DSEC
OG0000067	LOC115770913|XP_030572222.1|DNOV	LOC6616446|XP_002040807.1|DSEC
OG0000068	LOC115766532|XP_030566358.1|DNOV	LOC6610046|XP_002034662.2|DSEC
OG0000068	LOC115765365|XP_030564748.1|DNOV	LOC6615215|XP_032581888.1|DSEC
OG0000069	LOC115764506|XP_030563456.1|DNOV	LOC6618939|XP_002043184.2|DSEC
OG0000070	LOC115758973|XP_030555636.1|DNOV	LOC6613612|XP_002038082.1|DSEC
OG0000070	LOC115765204|XP_030564504.1|DNOV	LOC6615903|XP_002040271.1|DSEC
OG0000070	LOC115759073|XP_030555762.1|DNOV	LOC6613611|XP_002038081.1|DSEC
OG0000070	LOC115758728|XP_030555341.1|DNOV	LOC6614825|XP_002039244.1|DSEC
OG0000071	LOC115767110|XP_030567126.1|DNOV	LOC6605331|XP_002030168.2|DSEC
OG0000071	LOC115771374|XP_030572918.1|DNOV	LOC6605584|XP_032575054.1|DSEC
OG0000071	LOC115771373|XP_030572916.1|DNOV	LOC6605583|XP_002030402.2|DSEC
OG0000071	LOC115771375|XP_030572919.1|DNOV	LOC6605585|XP_002030404.1|DSEC
OG0000072	LOC115762189|XP_030560172.1|DNOV	LOC6609446|XP_002034131.1|DSEC
OG0000072	LOC115760700|XP_030558025.1|DNOV	LOC6609453|XP_002034138.1|DSEC
OG0000072	LOC115760737|XP_030558073.1|DNOV	LOC6609448|XP_032571731.1|DSEC
OG0000073	LOC115757880|XP_030554180.1|DNOV	LOC6609744|XP_002034398.2|DSEC
OG0000073	LOC115764211|XP_030562961.1|DNOV	LOC6614351|XP_032576696.1|DSEC
OG0000074	LOC115767646|XP_030567793.1|DNOV, LOC115767642|XP_030567789.1|DNOV	LOC6610960|XP_002035517.1|DSEC
OG0000074	LOC115771062|XP_030572474.1|DNOV	LOC6606103|XP_002030912.1|DSEC
OG0000075	LOC115770432|XP_030571562.1|DNOV	LOC6605016|XP_002029859.2|DSEC
OG0000075	LOC115770426|XP_030571554.1|DNOV	LOC6605018|XP_002029861.1|DSEC
OG0000075	LOC115770110|XP_030571087.1|DNOV	LOC6605017|XP_002029860.1|DSEC
OG0000075	LOC115770275|XP_030571359.1|DNOV, LOC115770445|XP_030571581.1|DNOV	LOC6605015|XP_002029858.1|DSEC
OG0000076	LOC115766967|XP_030566920.1|DNOV	LOC6610804|XP_032574471.1|DSEC
OG0000076	LOC115763785|XP_030562365.1|DNOV, LOC115763786|XP_030562373.1|DNOV	LOC6606736|XP_032578748.1|DSEC, LOC6606734|XP_032578866.1|DSEC
OG0000076	LOC115766325|XP_030566076.1|DNOV	LOC6614957|XP_002039374.1|DSEC
OG0000076	LOC115765287|XP_030564637.1|DNOV	LOC6614944|XP_032581504.1|DSEC, LOC6614958|XP_032581514.1|DSEC
OG0000077	LOC115765531|XP_030565013.1|DNOV	LOC6609946|XP_002034592.1|DSEC
OG0000077	LOC115761940|XP_030559834.1|DNOV	LOC6607116|XP_002031904.1|DSEC
OG0000077	LOC115757826|XP_030554110.1|DNOV	LOC6618789|XP_002043039.2|DSEC
OG0000077	LOC115759443|XP_030556224.1|DNOV	LOC6618743|XP_032576637.1|DSEC
OG0000078	LOC115767483|XP_030567650.1|DNOV, LOC115767481|XP_030567645.1|DNOV, LOC115767473|XP_030567638.1|DNOV	LOC6609985|XP_032572329.1|DSEC
OG0000078	LOC115770100|XP_030571073.1|DNOV	LOC6616471|XP_032574945.1|DSEC
OG0000078	LOC115761731|XP_030559475.1|DNOV	LOC6614250|XP_032578587.1|DSEC
OG0000078	LOC115764426|XP_030563287.1|DNOV	LOC6615175|XP_002039591.1|DSEC
OG0000078	LOC115767246|XP_030567310.1|DNOV	LOC6618086|XP_002042384.1|DSEC
OG0000079	LOC115760320|XP_030557468.1|DNOV, LOC115760319|XP_030557467.1|DNOV, LOC115760318|XP_030557466.1|DNOV	LOC116801784|XP_032579181.1|DSEC, LOC6613269|XP_032579200.1|DSEC
OG0000079	LOC115759928|XP_030556925.1|DNOV	LOC6613270|XP_032579159.1|DSEC
OG0000079	LOC115760195|XP_030557285.1|DNOV	LOC6613271|XP_002037748.1|DSEC
OG0000080	LOC115762483|XP_030560581.1|DNOV	LOC6609553|XP_032570859.1|DSEC
OG0000080	LOC115766550|XP_030566385.1|DNOV	LOC6609476|XP_002034161.1|DSEC
OG0000081	LOC115769469|XP_030570143.1|DNOV	LOC6610291|XP_002034886.1|DSEC
OG0000082	LOC115760531|XP_030557814.1|DNOV	LOC6615566|XP_002039940.2|DSEC
OG0000082	LOC115764022|XP_030562714.1|DNOV	LOC6606452|XP_002031255.1|DSEC
OG0000083	LOC115771570|XP_030573183.1|DNOV	LOC116800215|XP_032569927.1|DSEC, LOC6611746|XP_002036269.1|DSEC, LOC6611745|XP_032583492.1|DSEC, LOC6611743|XP_032583597.1|DSEC, LOC6611744|XP_032583168.1|DSEC
OG0000083	LOC115763288|XP_030561633.1|DNOV	LOC6612009|XP_032569925.1|DSEC
OG0000084	LOC115759698|XP_030556562.1|DNOV	LOC6609841|XP_002034493.1|DSEC
OG0000084	LOC115760890|XP_030558315.1|DNOV	LOC6609358|XP_002034047.1|DSEC
OG0000085	LOC115764646|XP_030563684.1|DNOV	LOC6608029|XP_032572862.1|DSEC
OG0000086	LOC115761105|XP_030558592.1|DNOV, LOC115761104|XP_030558591.1|DNOV	LOC6609922|XP_002034572.1|DSEC
OG0000087	LOC115759965|XP_030556974.1|DNOV	LOC6611885|XP_002036403.2|DSEC
OG0000087	LOC115763574|XP_030562052.1|DNOV	LOC6611274|XP_002035829.1|DSEC
OG0000087	LOC115763556|XP_030562035.1|DNOV	LOC6611909|XP_002036426.1|DSEC
OG0000088	LOC115758292|XP_030554718.1|DNOV	LOC6607857|XP_032572237.1|DSEC
OG0000088	LOC115758633|XP_030555227.1|DNOV	LOC6612055|XP_002036572.1|DSEC
OG0000088	LOC115766362|XP_030566125.1|DNOV	LOC6605272|XP_002030110.1|DSEC
OG0000088	LOC115769943|XP_030570850.1|DNOV	LOC6609520|XP_002034204.1|DSEC
OG0000088	LOC115766373|XP_030566137.1|DNOV	LOC6605273|XP_002030111.1|DSEC
OG0000089	LOC115759581|XP_030556409.1|DNOV	LOC6614195|XP_002038642.1|DSEC, LOC6614269|XP_002038709.1|DSEC
OG0000089	LOC115760358|XP_030557507.1|DNOV	LOC6607057|XP_002031845.1|DSEC
OG0000089	LOC115769774|XP_030570599.1|DNOV	LOC6605081|XP_002029922.1|DSEC
OG0000090	LOC115758299|XP_030554725.1|DNOV	LOC6608382|XP_002033118.1|DSEC
OG0000090	LOC115758298|XP_030554724.1|DNOV	LOC6608386|XP_032571023.1|DSEC
OG0000090	LOC115765820|XP_030565404.1|DNOV	LOC6610773|XP_002035339.1|DSEC
OG0000090	LOC115769503|XP_030570188.1|DNOV	LOC6610282|XP_032573795.1|DSEC
OG0000091	LOC115757670|XP_030553848.1|DNOV	LOC6612658|XP_032576233.1|DSEC
OG0000091	LOC115759049|XP_030555733.1|DNOV	LOC6612181|XP_032580799.1|DSEC
OG0000091	LOC115761273|XP_030558848.1|DNOV	LOC6613760|XP_032578418.1|DSEC
OG0000091	LOC115761272|XP_030558847.1|DNOV	LOC116801651|XP_032578417.1|DSEC
OG0000092	LOC115766069|XP_030565732.1|DNOV	LOC6619698|XP_032579430.1|DSEC
OG0000092	LOC115766167|XP_030565870.1|DNOV	LOC6619700|XP_002043915.1|DSEC
OG0000092	LOC115766082|XP_030565748.1|DNOV	LOC6616968|XP_002041296.1|DSEC, LOC6619699|XP_002043914.1|DSEC
OG0000093	LOC115758323|XP_030554750.1|DNOV	LOC6611634|XP_002036170.1|DSEC
OG0000093	LOC115767804|XP_030567996.1|DNOV	LOC6619757|XP_002043971.1|DSEC
OG0000094	LOC115770336|XP_030571434.1|DNOV	LOC6605148|XP_002029989.1|DSEC
OG0000094	LOC115759953|XP_030556956.1|DNOV, LOC115759952|XP_030556955.1|DNOV	LOC6614059|XP_002038513.1|DSEC
OG0000096	LOC115761336|XP_030558933.1|DNOV	LOC6614658|XP_002039085.1|DSEC
OG0000096	LOC115761351|XP_030558956.1|DNOV	LOC6611394|XP_002035938.1|DSEC
OG0000096	LOC115761323|XP_030558916.1|DNOV	LOC6606981|XP_032576845.1|DSEC
OG0000096	LOC115759222|XP_030555977.1|DNOV	LOC6614724|XP_032569761.1|DSEC
OG0000098	LOC115763976|XP_030562641.1|DNOV	LOC6606676|XP_002031476.1|DSEC, LOC6621482|XP_032577186.1|DSEC
OG0000099	LOC115758025|XP_030554389.1|DNOV	LOC6616102|XP_002040467.1|DSEC
OG0000099	LOC115768874|XP_030569441.1|DNOV	LOC6616099|XP_032580297.1|DSEC
OG0000100	LOC115758695|XP_030555303.1|DNOV	LOC116800385|XP_032570900.1|DSEC
OG0000100	LOC115763747|XP_030562311.1|DNOV	LOC6616973|XP_002041301.1|DSEC
OG0000100	LOC115759484|XP_030556280.1|DNOV, LOC115764748|XP_030563827.1|DNOV	LOC6606416|XP_002031220.1|DSEC
OG0000100	LOC115764746|XP_030563824.1|DNOV	LOC6606417|XP_002031221.2|DSEC
OG0000101	LOC115769419|XP_030570087.1|DNOV	LOC6618410|XP_002042680.2|DSEC
OG0000101	LOC115769861|XP_030570719.1|DNOV	LOC6619343|XP_032573862.1|DSEC
OG0000101	LOC115769416|XP_030570083.1|DNOV	LOC6618409|XP_032573873.1|DSEC, LOC6618414|XP_032573872.1|DSEC
OG0000102	LOC115764983|XP_030564174.1|DNOV	LOC6609708|XP_032571910.1|DSEC
OG0000102	LOC115760629|XP_030557940.1|DNOV	LOC6608277|XP_002033021.1|DSEC
OG0000103	LOC115771233|XP_030572694.1|DNOV, LOC115771230|XP_030572692.1|DNOV	LOC6604961|XP_002029804.1|DSEC, LOC6606121|XP_002030929.1|DSEC
OG0000103	LOC115771232|XP_030572693.1|DNOV	LOC116801298|XP_032575929.1|DSEC
OG0000103	LOC115762233|XP_030560233.1|DNOV	LOC6608599|XP_002033333.1|DSEC
OG0000104	LOC115762610|XP_030560765.1|DNOV	LOC6605945|XP_002030757.2|DSEC
OG0000104	LOC115763001|XP_030561251.1|DNOV	LOC6611808|XP_002036330.1|DSEC
OG0000104	LOC115762611|XP_030560767.1|DNOV	LOC6605951|XP_002030763.2|DSEC, LOC6605950|XP_002030762.1|DSEC
OG0000105	LOC115763410|XP_030561820.1|DNOV	LOC6619284|XP_032579009.1|DSEC, LOC6605055|XP_002029896.2|DSEC
OG0000105	LOC115766038|XP_030565668.1|DNOV	LOC6607252|XP_002032031.1|DSEC
OG0000105	LOC115766116|XP_030565797.1|DNOV	LOC6607258|XP_002032037.1|DSEC, LOC6607259|XP_002032038.1|DSEC
OG0000107	LOC115762473|XP_030560555.1|DNOV, LOC115766524|XP_030566351.1|DNOV, LOC115766525|XP_030566352.1|DNOV, LOC115766523|XP_030566350.1|DNOV	LOC6615659|XP_002040030.1|DSEC, LOC116800201|XP_032569810.1|DSEC, LOC6614463|XP_002038896.1|DSEC, LOC6614462|XP_032583400.1|DSEC, LOC6615660|XP_002040031.1|DSEC
OG0000109	LOC115758411|XP_030554919.1|DNOV	LOC6612035|XP_002036552.2|DSEC, LOC6612033|XP_032579423.1|DSEC, LOC6612032|XP_032583488.1|DSEC
OG0000109	LOC115759000|XP_030555661.1|DNOV	LOC6612022|XP_002036539.1|DSEC
OG0000110	LOC115771206|XP_030572666.1|DNOV, LOC115771081|XP_030572492.1|DNOV	LOC6620844|XP_032573645.1|DSEC
OG0000110	LOC115771102|XP_030572522.1|DNOV	LOC6611144|XP_002035701.2|DSEC
OG0000110	LOC115771159|XP_030572591.1|DNOV	LOC6611145|XP_002035702.1|DSEC
OG0000111	LOC115767450|XP_030567608.1|DNOV	LOC6609987|XP_002034623.1|DSEC
OG0000111	LOC115767471|XP_030567636.1|DNOV, LOC115766597|XP_030566444.1|DNOV	LOC6620815|XP_032571778.1|DSEC, LOC6620816|XP_002045014.1|DSEC
OG0000112	LOC115766378|XP_030566142.1|DNOV	LOC6615207|XP_002039617.1|DSEC, LOC6617976|XP_002042284.1|DSEC
OG0000112	LOC115766361|XP_030566121.1|DNOV, LOC115764351|XP_030563169.1|DNOV, LOC115764305|XP_030563103.1|DNOV	LOC6615171|XP_002039587.1|DSEC, LOC6615170|XP_002039586.1|DSEC
OG0000113	LOC115768193|XP_030568568.1|DNOV	LOC6609037|XP_032571701.1|DSEC
OG0000113	LOC115768345|XP_030568769.1|DNOV, LOC115766418|XP_030566199.1|DNOV	LOC6614036|XP_002038490.1|DSEC
OG0000114	LOC115759690|XP_030556543.1|DNOV	LOC116803555|XP_032583237.1|DSEC, LOC116803553|XP_032583234.1|DSEC, LOC116803554|XP_032583235.1|DSEC
OG0000114	LOC115759688|XP_030556541.1|DNOV	LOC116803551|XP_032583232.1|DSEC
OG0000114	LOC115759689|XP_030556542.1|DNOV	LOC6617668|XP_032583231.1|DSEC
OG0000116	LOC115770882|XP_030572176.1|DNOV	LOC6619705|XP_032579540.1|DSEC
OG0000116	LOC115770658|XP_030571884.1|DNOV	LOC6619710|XP_032579538.1|DSEC
OG0000117	LOC115769301|XP_030569889.1|DNOV	LOC6611215|XP_002035771.1|DSEC
OG0000117	LOC115769303|XP_030569891.1|DNOV	LOC6611214|XP_002035770.2|DSEC
OG0000117	LOC115769305|XP_030569893.1|DNOV	LOC6611213|XP_002035769.1|DSEC
OG0000117	LOC115769308|XP_030569897.1|DNOV, LOC115769307|XP_030569896.1|DNOV	LOC6611212|XP_002035768.1|DSEC
OG0000118	LOC115758561|XP_030555129.1|DNOV	LOC6611235|XP_002035791.1|DSEC
OG0000119	LOC115761228|XP_030558777.1|DNOV	LOC6607002|XP_002031791.1|DSEC
OG0000119	LOC115761623|XP_030559312.1|DNOV	LOC6621198|XP_002045377.1|DSEC
OG0000119	LOC115761429|XP_030559055.1|DNOV	LOC6607001|XP_002031790.1|DSEC
OG0000120	LOC115765330|XP_030564696.1|DNOV	LOC6608695|XP_032572430.1|DSEC
OG0000120	LOC115762695|XP_030560877.1|DNOV	LOC6610179|XP_002034787.1|DSEC
OG0000121	LOC115764363|XP_030563185.1|DNOV	LOC6621159|XP_002045338.1|DSEC
OG0000121	LOC115771803|XP_030573534.1|DNOV	LOC6606383|XP_002031188.1|DSEC
OG0000121	LOC115771900|XP_030573645.1|DNOV	LOC6606381|XP_002031186.1|DSEC, LOC6621300|XP_002045474.2|DSEC, LOC6606382|XP_002031187.1|DSEC, LOC6621299|XP_002045475.2|DSEC
OG0000122	LOC115763181|XP_030561499.1|DNOV	LOC6617448|XP_032583537.1|DSEC
OG0000122	LOC115767044|XP_030567034.1|DNOV	LOC6619859|XP_002044072.2|DSEC
OG0000122	LOC115762161|XP_030560138.1|DNOV	LOC6608366|XP_032570800.1|DSEC
OG0000122	LOC115759056|XP_030555741.1|DNOV	LOC6613313|XP_002037789.1|DSEC
OG0000123	LOC115759448|XP_030556240.1|DNOV	LOC6618845|XP_002043094.1|DSEC
OG0000123	LOC115763740|XP_030562303.1|DNOV	LOC6614135|XP_002038588.1|DSEC
OG0000124	LOC115758696|XP_030555300.1|DNOV, LOC115758694|XP_030555299.1|DNOV, LOC115758698|XP_030555305.1|DNOV, LOC115758699|XP_030555306.1|DNOV, LOC115758697|XP_030555301.1|DNOV, LOC115758701|XP_030555310.1|DNOV, LOC115758702|XP_030555311.1|DNOV, LOC115759494|XP_030556293.1|DNOV	LOC6609490|XP_002034175.2|DSEC, LOC6608219|XP_032570933.1|DSEC
OG0000124	LOC115764579|XP_030563591.1|DNOV	LOC6608220|XP_032570934.1|DSEC, LOC6608222|XP_002032966.2|DSEC
OG0000125	LOC115771741|XP_030573428.1|DNOV	LOC6617143|XP_032576639.1|DSEC
OG0000125	LOC115761248|XP_030558810.1|DNOV	LOC6606616|XP_002031417.2|DSEC
OG0000125	LOC115761028|XP_030558500.1|DNOV	LOC6609445|XP_002034130.1|DSEC
OG0000126	LOC115759005|XP_030555672.1|DNOV, LOC115759108|XP_030555807.1|DNOV	LOC6611315|XP_002035862.1|DSEC
OG0000127	LOC115761512|XP_030559141.1|DNOV	LOC6614284|XP_002038724.1|DSEC, LOC6614285|XP_002038725.1|DSEC
OG0000127	LOC115761427|XP_030559046.1|DNOV	LOC6614283|XP_002038723.1|DSEC
OG0000127	LOC115761374|XP_030558985.1|DNOV	LOC6614282|XP_032579442.1|DSEC
OG0000128	LOC115763691|XP_030562236.1|DNOV	LOC6615333|XP_032571841.1|DSEC
OG0000128	LOC115764129|XP_030562860.1|DNOV	LOC6615332|XP_002039730.1|DSEC
OG0000128	LOC115771969|XP_030573747.1|DNOV, LOC115763858|XP_030562496.1|DNOV	LOC6614348|XP_032578458.1|DSEC
OG0000129	LOC115768023|XP_030568300.1|DNOV	LOC6612241|XP_002036753.1|DSEC
OG0000129	LOC115769838|XP_030570672.1|DNOV	LOC6605270|XP_032575245.1|DSEC
OG0000129	LOC115769679|XP_030570455.1|DNOV	LOC116800634|XP_032572551.1|DSEC
OG0000129	LOC115768022|XP_030568299.1|DNOV	LOC6612240|XP_032581536.1|DSEC
OG0000130	LOC115769661|XP_030570434.1|DNOV	LOC6611001|XP_002035558.2|DSEC
OG0000130	LOC115769320|XP_030569913.1|DNOV	LOC6610996|XP_002035553.1|DSEC
OG0000130	LOC115769660|XP_030570433.1|DNOV	LOC6610997|XP_002035554.2|DSEC, LOC6611000|XP_032574071.1|DSEC
OG0000131	LOC115761671|XP_030559382.1|DNOV	LOC6606580|XP_002031381.1|DSEC
OG0000132	LOC115760166|XP_030557246.1|DNOV	LOC6617717|XP_032583024.1|DSEC
OG0000132	LOC115759623|XP_030556467.1|DNOV	LOC6616627|XP_002040984.1|DSEC
OG0000134	LOC115757657|XP_030553830.1|DNOV	LOC6606359|XP_002031164.1|DSEC
OG0000134	LOC115767392|XP_030567515.1|DNOV	LOC6618549|XP_002042812.1|DSEC
OG0000134	LOC115759801|XP_030556744.1|DNOV	LOC6612060|XP_002036577.1|DSEC
OG0000136	LOC115757764|XP_030554048.1|DNOV	LOC116802024|XP_032580777.1|DSEC
OG0000137	LOC115764130|XP_030562861.1|DNOV	LOC6614052|XP_002038506.1|DSEC
OG0000137	LOC115771032|XP_030572427.1|DNOV	LOC6611072|XP_032575266.1|DSEC
OG0000138	LOC115759568|XP_030556393.1|DNOV	LOC6607217|XP_002032001.2|DSEC
OG0000138	LOC115759565|XP_030556391.1|DNOV	LOC6607216|XP_002032000.1|DSEC
OG0000138	LOC115759562|XP_030556388.1|DNOV	LOC6607214|XP_002031998.2|DSEC
OG0000138	LOC115759563|XP_030556389.1|DNOV, LOC115759564|XP_030556390.1|DNOV	LOC6607215|XP_002031999.2|DSEC
OG0000140	LOC115771802|XP_030573533.1|DNOV	LOC6617144|XP_002041471.1|DSEC
OG0000141	LOC115769898|XP_030570779.1|DNOV	LOC6604891|XP_002029736.2|DSEC
OG0000141	LOC115769899|XP_030570780.1|DNOV	LOC6604890|XP_032573338.1|DSEC
OG0000141	LOC115769900|XP_030570781.1|DNOV	LOC6604889|XP_002029734.1|DSEC
OG0000142	LOC115770626|XP_030571829.1|DNOV	LOC6607750|XP_002032513.1|DSEC
OG0000142	LOC115760416|XP_030557579.1|DNOV	LOC6620133|XP_032573236.1|DSEC
OG0000142	LOC115767833|XP_030568035.1|DNOV	LOC6619853|XP_032582718.1|DSEC
OG0000143	LOC115769511|XP_030570205.1|DNOV	LOC6618331|XP_002042603.1|DSEC
OG0000143	LOC115769830|XP_030570664.1|DNOV	LOC6618330|XP_002042602.2|DSEC
OG0000144	LOC115764707|XP_030563766.1|DNOV	LOC6606328|XP_032577860.1|DSEC
OG0000144	LOC115765151|XP_030564416.1|DNOV	LOC6618538|XP_032581282.1|DSEC
OG0000144	LOC115759963|XP_030556972.1|DNOV	LOC116801758|XP_032578980.1|DSEC
OG0000145	LOC115765270|XP_030564620.1|DNOV	LOC6617502|XP_002041819.1|DSEC
OG0000145	LOC115760148|XP_030557217.1|DNOV	LOC6614379|XP_002038818.2|DSEC, LOC6614378|XP_002038817.1|DSEC
OG0000147	LOC115765501|XP_030564973.1|DNOV	LOC6617770|XP_002042082.2|DSEC
OG0000147	LOC115763989|XP_030562661.1|DNOV	LOC6614099|XP_002038553.1|DSEC
OG0000147	LOC115763990|XP_030562666.1|DNOV	LOC6614098|XP_002038552.1|DSEC
OG0000148	LOC115759976|XP_030556989.1|DNOV	LOC6613247|XP_002037724.1|DSEC
OG0000148	LOC115763251|XP_030561588.1|DNOV	LOC6611775|XP_002036298.2|DSEC
OG0000149	LOC115758472|XP_030555008.1|DNOV	LOC6611540|XP_002036079.1|DSEC
OG0000149	LOC115768180|XP_030568547.1|DNOV	LOC6615127|XP_002039543.1|DSEC
OG0000150	LOC115759941|XP_030556940.1|DNOV	LOC6617413|XP_032569960.1|DSEC, LOC6617406|XP_032582457.1|DSEC, LOC6617411|XP_002041736.2|DSEC, LOC6617412|XP_002041737.2|DSEC, LOC6617409|XP_002041734.2|DSEC, LOC6617408|XP_002041733.1|DSEC
OG0000151	LOC115770071|XP_030571032.1|DNOV	LOC6616252|XP_002040616.1|DSEC
OG0000151	LOC115770072|XP_030571033.1|DNOV	LOC6616256|XP_002040620.1|DSEC
OG0000151	LOC115758875|XP_030555530.1|DNOV	LOC6616255|XP_032575224.1|DSEC
OG0000151	LOC115766062|XP_030565723.1|DNOV	LOC6605370|XP_002030204.1|DSEC
OG0000152	LOC115764961|XP_030564145.1|DNOV	LOC6612643|XP_002037147.1|DSEC
OG0000152	LOC115764965|XP_030564150.1|DNOV	LOC6607640|XP_002032405.2|DSEC, LOC6612646|XP_032578929.1|DSEC, LOC6612644|XP_002037148.1|DSEC
OG0000153	LOC115764667|XP_030563715.1|DNOV	LOC6606423|XP_002031227.2|DSEC
OG0000153	LOC115764744|XP_030563820.1|DNOV	LOC6606426|XP_002031230.1|DSEC
OG0000153	LOC115764661|XP_030563707.1|DNOV	LOC6606425|XP_002031229.1|DSEC
OG0000154	LOC115768636|XP_030569165.1|DNOV	LOC6607514|XP_002032283.1|DSEC
OG0000154	LOC115770295|XP_030571391.1|DNOV	LOC116801047|XP_032574342.1|DSEC
OG0000155	LOC115770985|XP_030572334.1|DNOV	LOC6611161|XP_002035718.2|DSEC
OG0000155	LOC115771041|XP_030572440.1|DNOV	LOC6611155|XP_002035712.1|DSEC
OG0000155	LOC115771139|XP_030572570.1|DNOV	LOC6611156|XP_002035713.1|DSEC
OG0000157	LOC115760246|XP_030557364.1|DNOV	LOC6608223|XP_002032967.1|DSEC, LOC6608221|XP_002032965.1|DSEC
OG0000157	LOC115758115|XP_030554513.1|DNOV	LOC6608224|XP_002032968.1|DSEC
OG0000158	LOC115766606|XP_030566453.1|DNOV	LOC6610036|XP_032573098.1|DSEC
OG0000158	LOC115770345|XP_030571443.1|DNOV	LOC6611107|XP_002035664.1|DSEC
OG0000158	LOC115770346|XP_030571444.1|DNOV	LOC6611108|XP_002035665.1|DSEC
OG0000159	LOC115771513|XP_030573108.1|DNOV	LOC6616610|XP_032574184.1|DSEC
OG0000159	LOC115769762|XP_030570577.1|DNOV	LOC6606142|XP_002030950.2|DSEC
OG0000159	LOC115770281|XP_030571370.1|DNOV	LOC6605765|XP_032574363.1|DSEC
OG0000160	LOC115771865|XP_030573605.1|DNOV	LOC6607326|XP_002032099.2|DSEC, LOC116801556|XP_032577818.1|DSEC
OG0000160	LOC115772049|XP_030573849.1|DNOV	LOC6607327|XP_002032100.1|DSEC
OG0000161	LOC115769694|XP_030570477.1|DNOV	LOC6610206|XP_002034813.1|DSEC
OG0000161	LOC115766849|XP_030566759.1|DNOV	LOC6618590|XP_032581459.1|DSEC
OG0000162	LOC115763281|XP_030561619.1|DNOV, LOC115763200|XP_030561523.1|DNOV, LOC115763201|XP_030561525.1|DNOV	LOC6605516|XP_002030349.2|DSEC, LOC6610476|XP_002035056.1|DSEC, LOC6619323|XP_032583608.1|DSEC
OG0000162	LOC115765477|XP_030564918.1|DNOV	LOC6613397|XP_032571753.1|DSEC
OG0000163	LOC115758981|XP_030555644.1|DNOV	LOC6610128|XP_002034738.1|DSEC
OG0000163	LOC115764662|XP_030563708.1|DNOV	LOC6617317|XP_002041643.1|DSEC
OG0000164	LOC115758215|XP_030554627.1|DNOV, LOC115758111|XP_030554495.1|DNOV	LOC6609071|XP_032570894.1|DSEC
OG0000165	LOC115767822|XP_030568021.1|DNOV	LOC6620714|XP_032582343.1|DSEC, LOC116802276|XP_032582094.1|DSEC, LOC6620713|XP_032582090.1|DSEC, LOC6620671|XP_032582971.1|DSEC, LOC6621242|XP_032582978.1|DSEC, LOC116802010|XP_032580739.1|DSEC, LOC116802278|XP_032582104.1|DSEC, LOC116802277|XP_032582101.1|DSEC, LOC116802311|XP_032582334.1|DSEC, LOC6620673|XP_032580743.1|DSEC, LOC116803148|XP_032582983.1|DSEC, LOC6620679|XP_032582967.1|DSEC, LOC6620675|XP_032582975.1|DSEC, LOC116802310|XP_032582330.1|DSEC, LOC6621252|XP_032582098.1|DSEC, LOC116803228|XP_032582996.1|DSEC, LOC116802085|XP_032581076.1|DSEC, LOC116802086|XP_032581079.1|DSEC, LOC116802089|XP_032581083.1|DSEC, LOC116803145|XP_032582964.1|DSEC, LOC116802083|XP_032581073.1|DSEC, LOC6620677|XP_032580749.1|DSEC, LOC116802088|XP_032581081.1|DSEC, LOC6621196|XP_032582327.1|DSEC, LOC6620668|XP_032582339.1|DSEC, LOC116802312|XP_032582346.1|DSEC, LOC116803153|XP_032582989.1|DSEC, LOC116802012|XP_032580746.1|DSEC, LOC6620712|XP_032582747.1|DSEC, LOC116802279|XP_032582108.1|DSEC
